회사명,거래소코드,회계년도,이자보상배율,총자산증가율,유형자산증가율,유동자산증가율,재고자산증가율,자기자본증가율,순이익증가율,매출액총이익율,매출액순이익율,자기자본순이익율,총자본정상영업이익율,매출액정상영업이익율,총자본순이익율,총자본회전율,재고자산회전율,매출채권회전율,유형자산회전율,매입채무회전율,자기자본회전율,타인자본회전율,유동자산회전율,유동비율,당좌비율,현금비율,부채비율,차입금의존도,CASH_FLOW_대_부채비율,CASH_FLOW_대_매출액비율,CASH_FLOW_대_차입금비율,자기자본구성비율,차입금비율,당좌자산구성비율,유동자산구성비율,매출채권_대_매입채무비율,단기차입금_대_총차입금비율,유동부채비율,타인자본구성비율,자기자본구성비율.1,재고자산_대_유동자산비율,재고자산_대_순운전자본비율,순운전자본비율,노동장비율,기계장비율,자본집약도,노동소득분배율,설비투자효율,총자본투자효율,기계투자효율,부가가치율,종업원수증가율,R & D 투자효율,무형자산처리무형자산개발비(천원),경상개발비(천원),통계청 한국표준산업분류 10차(소분류)
(주)케이엑스하이텍,52900,11-Dec,-0.4,-89.08,-90.94,-81.37,-41.96,-93.33,-108.9,9.85,-3.2,-6.4,-1.05,-1.21,-2.76,2.0,11.12,5.26,1.5,6.32,2.0,1.51,2.78,57.41,42.01,3.18,148.44,35.09,10.26,7.32,17.47,40.25,87.18,23.63,32.29,92.15,95.13,139.74,59.75,40.25,26.82,0.0,-23.96,155663.62,108080.24,276982.3,0.0,25.37,0.14,0.37,0.17,40.48,1.72,0.0,1178966.0,  플라스틱제품 제조업
(주)케이엔더블유,105330,11-Dec,4.61,-27.48,-1.14,19.08,-10.91,-43.5,-15.62,17.06,3.16,5.26,4.22,3.85,3.46,1.67,10.26,6.96,3.09,12.09,1.67,3.2,1.82,230.32,198.88,133.41,52.09,19.5,32.74,10.34,57.49,65.75,29.66,53.76,62.26,157.88,73.08,41.11,34.25,65.75,13.65,24.12,35.22,134468.38,80143.86,402302.9,0.0,57.57,0.19,0.97,0.18,-12.82,2.35,0.0,1146910.0,  전자부품 제조업
(주)케이엠더블유,32500,11-Dec,-2.13,56.51,74.28,50.05,58.72,-84.12,-641.61,23.72,-22.93,-123.19,-7.86,-10.85,-16.62,4.99,2.92,3.23,1.77,5.09,4.99,0.85,1.38,64.33,38.51,5.36,1443.16,64.99,-1.0,-1.28,-1.44,6.48,1002.97,31.46,52.55,124.25,88.03,1260.49,93.52,6.48,40.14,0.0,-29.13,214781.67,107357.14,523876.31,0.0,27.65,0.11,0.55,0.16,4.22,14.57,0.0,17210206.0,  통신 및 방송 장비 제조업
(주)케이이씨,92220,11-Dec,-1.92,12.17,175.32,-34.99,15.72,-23.2,-139.22,4.86,-13.34,-21.35,-5.42,-8.79,-8.23,1.67,3.56,3.59,1.07,8.31,1.67,0.98,1.5,77.25,44.95,9.65,187.71,52.8,0.31,0.32,0.38,34.76,151.9,24.74,42.52,251.16,83.66,158.37,65.24,34.76,41.81,0.0,-12.52,327117.43,129560.18,619697.05,0.0,27.17,0.14,0.69,0.23,-18.29,2.67,8000.0,7602176.0,  반도체 제조업
(주)케이티알파,36030,11-Dec,-221.04,-35.11,-49.09,-36.8,-98.91,1.62,-118.02,4.89,-0.43,-1.58,-1.99,-1.08,-0.79,2.54,328.34,6.05,18.27,10.7,2.54,6.64,3.47,199.16,197.45,21.98,38.47,0.0,4.53,0.68,0.0,72.22,0.0,51.73,52.18,164.8,0.0,36.28,27.78,72.22,0.86,1.73,25.98,43955.95,61986.68,443569.75,0.0,208.75,0.21,1.48,0.11,0.72,0.0,0.0,0.0,  상품 중개업
(주)케이프,64820,11-Dec,3.52,-100.0,-100.0,-100.0,-100.0,-100.0,-98.93,30.49,8.8,3.23,4.16,18.31,2.0,0.37,3.57,4.98,0.41,22.43,0.37,0.6,,100.24,84.04,23.08,68.66,36.08,7.16,13.53,8.08,59.29,60.85,25.32,30.2,1050.36,72.37,50.81,40.71,59.29,16.16,6640.83,0.07,719512.69,304366.5,1502936.91,0.0,20.66,0.1,0.49,0.46,2.73,0.34,1173136.0,125983.0,  선박 및 보트 건조업
(주)케이피엠테크,42040,11-Dec,-0.98,-78.15,-76.02,-82.97,-73.22,-87.29,-150.66,4.7,-5.11,-17.08,-2.88,-3.02,-4.88,3.34,3.62,4.17,3.08,11.8,3.34,1.34,1.79,70.06,36.62,1.84,341.77,58.39,-6.48,-6.03,-8.59,22.64,257.97,27.53,52.66,231.05,99.59,332.07,77.36,22.64,47.73,0.0,-22.5,251071.27,71569.27,849113.68,0.0,18.06,0.05,0.63,0.06,-9.32,0.0,0.0,0.0,  기타 화학제품 제조업
(주)켐온,217600,15-Dec,-1.31,-100.0,-100.0,-100.0,-100.0,-100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,  자연과학 및 공학 연구개발업
(주)켐트로닉스,89010,11-Dec,4.37,238.99,104.53,366.84,90160.6,30.11,-18.15,16.79,3.85,19.56,10.8,7.4,5.62,5.09,7.4,6.23,3.32,19.98,5.09,2.05,2.96,125.54,84.9,19.13,234.16,49.11,12.66,6.35,18.07,29.93,164.09,33.58,49.65,241.67,39.25,132.17,70.07,29.93,32.37,159.1,10.1,272692.71,117177.7,668131.61,0.0,50.83,0.21,1.18,0.15,-0.39,1.72,100000.0,3884665.0,  기타 화학제품 제조업
(주)코다코,46070,11-Dec,1.66,147.7,137.78,194.48,140.3,-12.37,0.0,12.4,1.03,5.27,7.09,5.98,1.22,5.14,12.82,6.19,1.87,30.53,5.14,1.54,,56.8,44.03,1.79,331.97,62.82,1.68,1.17,2.06,23.15,271.35,28.61,36.91,612.31,81.37,280.7,76.85,23.15,22.49,0.0,-28.07,376656.23,218599.34,636230.32,0.0,31.95,0.19,0.55,0.17,1.53,0.87,0.0,1634270.0,  자동차 신품 부품 제조업
(주)코데즈컴바인,47770,11-Dec,3.74,-41.66,-88.95,66.43,133.2,108.79,,57.09,1.36,5.29,5.74,4.65,1.68,3.8,1.3,6.71,9.4,4.84,3.8,1.83,1.81,111.44,39.86,2.37,203.58,25.24,-6.4,-3.72,-17.01,32.94,76.62,24.59,68.75,74.35,88.46,187.29,67.06,32.94,64.23,625.57,7.06,28867.73,4.29,216439.79,0.0,144.03,0.19,9694.71,0.17,39.28,0.0,,0.0,  봉제의복 제조업
(주)코디,80530,11-Dec,4.85,-100.0,-100.0,-100.0,-100.0,-100.0,60.94,38.11,13.82,13.01,8.13,13.42,8.37,0.94,7.79,7.19,2.18,14.92,0.94,1.7,,130.63,118.4,21.59,66.05,34.24,18.41,13.61,21.38,60.22,56.86,46.6,51.42,235.81,0.0,65.36,39.78,60.22,9.36,39.94,12.06,107732.65,19130.03,396282.07,0.0,60.49,0.16,3.41,0.31,5.41,3.3,573575.0,822501.0,  기타 화학제품 제조업
(주)코디엠,224060,15-Dec,6.69,-100.0,-100.0,-100.0,-100.0,-100.0,,9.28,3.15,17.33,8.71,4.33,6.33,,,,,,,,,199.68,153.12,52.71,63.51,23.56,16.15,2.7,26.64,61.16,38.52,55.01,71.73,613.72,0.0,58.74,38.84,61.16,23.32,46.71,35.81,54118.75,2966.72,267766.85,0.0,136.15,0.28,24.84,0.12,0.0,0.24,0.0,111495.0,  특수 목적용 기계 제조업
(주)코렌텍,104540,13-Dec,2.26,-48.54,83.5,66.23,109.39,-32.2,-44.75,49.19,11.85,10.37,3.28,5.75,6.76,,,,,,,,,601.28,429.97,150.5,35.39,12.74,-3.43,-1.91,-7.03,73.86,17.24,45.3,63.35,604.44,2.76,14.26,26.14,73.86,28.49,34.17,52.81,82829.19,47902.96,514765.56,0.0,94.59,0.15,1.64,0.32,25.81,0.0,1920355.0,0.0,  의료용 기기 제조업
(주)코미팜,41960,11-Dec,0.34,-78.05,-85.22,-76.06,-34.1,-67.87,-100.59,40.32,-0.66,-0.37,0.29,0.81,-0.24,0.56,2.28,2.74,0.9,25.64,0.56,1.06,0.95,286.99,230.68,120.84,63.41,32.85,-7.82,-9.59,-9.24,61.19,53.68,35.96,44.74,1373.11,40.35,25.47,38.81,61.19,19.62,30.11,29.15,202559.1,54567.0,599237.13,0.0,25.77,0.09,0.96,0.28,5.94,4.24,1267803.0,788671.0,  의약품 제조업
(주)코세스,89890,11-Dec,22.5,-100.0,-100.0,-100.0,-100.0,-100.0,,26.0,5.64,26.49,13.97,7.68,10.26,4.7,5.07,8.33,6.58,5.76,4.7,2.97,,115.71,63.65,4.37,189.19,16.03,7.4,3.38,30.19,34.58,46.36,35.47,64.48,74.24,51.05,161.15,65.42,34.58,44.99,331.4,8.75,59927.99,7681.55,239361.82,0.0,117.84,0.3,9.19,0.21,56.2,3.48,63331.0,2552144.0,  특수 목적용 기계 제조업
(주)코센,9730,11-Dec,-9.21,-8.3,-62.61,95.29,173.02,-37.25,0.0,-3.23,-11.97,-40.39,-14.76,-10.91,-16.19,3.37,5.15,3.68,5.83,4.37,3.37,2.26,,104.2,63.98,0.96,191.3,26.99,-4.23,-1.91,-10.29,34.33,78.63,40.92,66.63,106.97,97.47,186.28,65.67,34.33,38.59,958.23,2.68,80142.03,111801.05,336886.37,0.0,-23.17,-0.06,-0.17,-0.04,5.76,0.0,,0.0,  1차 철강 제조업
(주)코스나인,82660,11-Dec,-9.06,-33.6,378.43,-73.69,-83.41,565.41,,-8.14,-33.27,-49.2,-21.21,-33.74,-20.91,1.48,9.66,8.9,0.92,7.77,1.48,1.09,2.16,27.35,20.93,5.69,162.1,47.97,-0.21,-0.17,-0.27,38.15,125.74,11.75,15.36,53.69,91.61,147.21,61.85,38.15,23.48,0.0,-40.81,356969.89,153081.6,426835.6,0.01,4.93,0.04,0.11,0.05,-21.08,2.82,0.0,686836.0,  기타 화학제품 제조업
(주)코스온,69110,11-Dec,1.14,-100.0,-100.0,-100.0,-100.0,-100.0,175.42,5.64,0.42,0.76,1.69,1.23,0.57,1.82,6.05,6.36,6.1,18.9,1.82,5.6,,393.19,241.96,48.13,27.46,6.73,-161.9,-24.48,-518.49,78.46,8.57,51.27,83.32,272.17,0.0,27.01,21.54,78.46,38.46,51.58,62.13,348301.0,356.0,2229999.75,0.0,48.53,0.08,474.8,0.05,-73.33,0.08,0.0,10749.0,  기타 화학제품 제조업
(주)코썬바이오,204990,16-Dec,0.0,-100.0,-100.0,-100.0,-100.0,-100.0,,44.43,23.59,19.03,19.09,27.61,16.31,,,,,,,,,953.32,924.81,391.03,12.88,0.0,19.52,3.93,0.0,88.59,0.0,82.59,85.13,607.35,0.0,10.08,11.41,88.59,2.99,3.34,76.2,65049.9,18963.41,476742.72,0.0,188.76,0.26,6.47,0.45,8.16,3.94,0.0,1128101.0,  기타 식품 제조업
(주)코아스,71950,11-Dec,1.68,-100.0,-100.0,-100.0,-100.0,-100.0,,32.22,1.41,3.35,4.94,6.03,1.15,2.38,4.16,1.65,3.45,3.58,2.38,1.25,,126.93,97.26,0.42,168.52,33.89,0.88,0.68,1.63,37.24,90.99,53.05,69.23,206.93,83.66,146.46,62.76,37.24,23.37,110.16,14.69,101878.42,44278.6,431626.98,0.0,55.03,0.13,1.27,0.16,9.91,0.95,0.0,812255.0,  가구 제조업
(주)코아시아,45970,11-Dec,1.18,197.57,74.31,345.45,73.97,295.46,-19.61,0.0,0.76,1.01,1.94,1.92,0.76,2.28,0.0,4.55,3.9,11.57,2.28,1.82,1.45,131.98,107.89,18.8,129.77,30.78,9.04,5.21,16.58,43.52,70.72,56.74,69.4,222.27,91.92,120.82,56.48,43.52,18.25,75.31,16.81,28561800.0,36014444.0,115033495.5,0.0,7.58,0.02,0.06,0.02,0.0,0.0,,0.0,  반도체 제조업
(주)코아시아옵틱스,196450,14-Dec,11111111.11,-71.79,-77.26,-60.61,-77.46,-41.35,-124.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,229847.24,163844.98,719062.58,,,,,,,,640280.0,649294.0,  사진장비 및 광학기기 제조업
(주)코엔텍,29960,11-Dec,138.66,-36.08,-29.01,-50.11,-99.58,-16.09,6.91,29.3,18.78,10.1,10.85,23.45,8.69,0.54,601.8,6.98,0.68,37.99,0.54,3.32,2.25,284.82,284.21,199.23,15.21,0.2,94.87,28.17,6292.29,86.8,0.23,24.24,24.3,596.1,0.0,9.83,13.2,86.8,0.22,0.33,15.77,775137.62,180198.1,1217480.6,0.0,38.36,0.24,1.65,0.55,-1.64,0.0,,0.0,  폐기물 처리업
(주)코오롱,2020,11-Dec,6.11,403.67,-96.29,-94.74,-100.0,299.96,698.98,26.87,14.99,11.94,4.81,19.5,3.7,0.7,2.79,2.22,3.45,1.44,0.7,0.38,0.51,95.84,82.86,6.64,282.9,39.2,0.29,1.36,0.54,26.12,150.11,51.19,59.21,62.96,79.49,236.55,73.88,26.12,13.54,0.0,-2.57,5174851.4,658566.94,71861594.62,0.0,56.09,0.04,4.41,0.26,-3.64,0.0,,0.0,  회사 본부 및 경영 컨설팅 서비스업
(주)코원플레이,56000,11-Dec,-7.81,-97.69,-96.03,-96.42,-91.04,-93.58,-227.52,8.51,-13.95,-21.76,-11.78,-13.16,-12.49,1.42,2.64,5.05,4.61,42.02,1.42,2.43,1.46,219.72,122.67,26.67,80.47,37.71,9.87,4.98,11.66,55.41,68.06,31.6,56.59,1189.12,55.6,46.48,44.59,55.41,44.17,81.06,30.83,118838.88,33729.87,512926.9,-0.09,-0.38,0.0,-0.01,0.0,-16.41,4.88,1618000.0,2633209.0,  소프트웨어 개발 및 공급업
(주)코이즈,121850,12-Dec,15.21,-60.16,-12.41,-75.18,419.38,-68.97,-70.12,36.63,14.42,21.19,20.25,22.41,13.03,,,,,,,,,256.4,244.22,160.46,43.06,18.19,55.8,21.71,92.33,69.9,26.02,45.95,48.24,630.51,51.36,26.92,30.1,69.9,4.75,7.79,29.43,145925.15,100409.85,350373.21,0.0,88.3,0.37,1.28,0.48,0.0,1.89,306087.0,661296.0,  플라스틱제품 제조업
(주)콤텍시스템,31820,11-Dec,9.82,-89.95,-98.19,-61.4,-54.18,-88.03,-69.54,8.46,1.79,7.19,3.43,2.12,2.89,3.71,11.89,3.46,32.05,3.36,3.71,2.86,2.11,142.25,124.03,26.87,131.87,0.29,16.17,5.94,3121.02,43.13,0.68,68.26,78.29,93.61,0.0,127.61,56.87,43.13,12.81,43.13,23.26,26862.14,0.0,690666.51,0.0,325.89,0.13,,0.08,5.63,1.17,0.0,2089345.0,"  컴퓨터 프로그래밍, 시스템 통합 및 관리업"
(주)큐로,15590,11-Dec,-2.63,67.9,1322.66,35.59,-67.63,-37.53,-287.21,-6.67,-8.23,-28.57,-7.53,-7.88,-7.86,3.47,53.22,5.45,2.44,4.66,3.47,1.32,1.64,86.2,83.66,1.76,356.55,40.24,-8.48,-7.32,-16.45,21.9,183.72,57.26,59.0,88.27,79.77,312.48,78.1,21.9,2.95,0.0,-9.44,205627.72,62447.93,552139.82,0.0,14.65,0.05,0.48,0.06,8.58,0.0,,0.0,  일반 목적용 기계 제조업
(주)큐로컴,40350,11-Dec,-2.07,-72.02,-99.66,-78.14,-54.31,-57.28,-256.14,14.84,-50.83,-7.46,-4.58,-28.06,-8.3,0.23,9.55,2.05,35.28,6.4,0.23,0.57,0.34,164.43,160.11,9.2,45.35,23.1,-22.69,-43.97,-30.64,68.8,33.57,47.24,48.51,188.65,0.0,42.88,31.2,68.8,2.63,6.7,19.01,5400.58,2164.4,1517844.22,0.0,-1292.41,-0.05,-32.25,-0.29,-9.09,0.0,,0.0,"  컴퓨터 프로그래밍, 시스템 통합 및 관리업"
(주)큐로홀딩스,51780,11-Dec,-0.57,-21.97,-14.83,107.89,295.63,-38.34,,26.02,-21.26,-12.6,-2.76,-13.65,-4.3,0.59,3.75,5.43,2.16,6.66,0.59,0.31,1.53,21.75,14.99,4.3,225.11,57.36,-6.7,-26.07,-8.09,30.76,186.48,9.39,13.63,120.88,89.33,203.74,69.24,30.76,31.08,0.0,-49.04,156102.42,30331.78,1884475.7,0.0,37.74,0.03,1.94,0.18,-11.11,0.81,0.0,104643.0,  음ㆍ식료품 및 담배 소매업
(주)클라우드에어,36170,11-Dec,6.13,-100.0,-100.0,-100.0,-100.0,-100.0,36.88,28.74,28.56,13.18,6.67,19.58,9.72,0.46,3.39,5.28,1.1,44.08,0.46,1.3,,290.83,261.87,2.78,30.62,18.55,41.06,29.66,51.89,76.56,24.23,58.17,64.6,1031.83,0.0,29.02,23.44,76.56,9.96,15.18,42.39,280565.95,54094.02,981554.25,0.0,51.81,0.15,2.69,0.46,10.34,0.0,0.0,0.0,  반도체 제조업
(주)키다리스튜디오,20120,11-Dec,-4.0,-100.0,-100.0,-100.0,-100.0,-100.0,277.64,23.53,-41.75,-33.57,-11.54,-31.21,-15.44,0.8,1.67,1.12,5.69,8.71,0.8,0.68,,174.84,133.71,30.15,88.9,29.79,-34.62,-39.17,-54.68,52.94,56.28,60.59,79.23,447.74,0.0,85.6,47.06,52.94,23.52,54.96,33.91,15025.87,0.0,189998.19,0.0,134.67,0.11,,0.26,8.16,0.0,466603.0,0.0,"  자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업"
(주)키이스트,54780,11-Dec,11111111.11,-100.0,-100.0,-100.0,,-100.0,388.78,17.11,6.87,13.31,9.74,8.25,8.11,1.94,451.11,6.69,23.88,9.69,1.94,3.02,,179.72,178.77,34.92,53.93,0.0,14.64,4.32,0.0,64.97,0.0,60.93,61.26,99.71,0.0,52.46,35.03,64.97,0.53,1.2,27.17,21622.47,0.0,400718.36,0.0,411.68,0.22,,0.19,12.24,0.0,,0.0,"  영화, 비디오물, 방송프로그램 제작 및 배급업"
(주)태웅,44490,11-Dec,12.14,-100.0,-100.0,-100.0,-100.0,-100.0,-88.83,11.25,3.21,3.47,2.87,4.04,2.28,1.08,2.57,4.78,2.01,6.96,1.08,2.08,,283.87,178.42,19.7,65.84,22.25,8.42,5.25,15.01,60.3,36.91,40.61,64.62,122.5,41.9,37.75,39.7,60.3,37.15,57.35,41.85,870048.18,542400.19,2918840.77,0.0,18.68,0.06,0.3,0.09,6.15,0.4,0.0,1936962.0,  기타 금속 가공제품 제조업
(주)테라젠이텍스,66700,11-Dec,-2.78,14.47,417.92,-15.71,,36.08,-152.83,21.56,-5.25,-10.86,-3.96,-4.23,-4.91,1.81,5.14,2.39,3.53,5.04,1.81,1.94,1.49,170.18,138.45,10.66,78.36,20.36,-4.26,-1.95,-9.19,56.07,36.31,50.4,61.95,250.4,83.64,64.93,43.93,56.07,18.64,45.21,25.55,146245.48,33119.45,529973.12,0.0,34.42,0.09,1.52,0.1,36.96,3.9,1594361.0,2567626.0,  의약품 제조업
(주)텔콘알에프제약,200230,14-Dec,139.45,-17.97,-48.99,0.54,-80.88,58.75,37.91,21.09,11.47,20.52,20.18,13.73,16.86,,,,,,,,,1043.92,944.43,505.31,10.53,2.35,154.85,11.99,627.66,90.47,2.6,82.49,91.18,789.12,0.0,9.65,9.53,90.47,9.53,10.54,82.45,20353.42,39441.25,575404.66,0.0,785.65,0.28,4.05,0.23,0.0,2.62,,1533093.0,  통신 및 방송 장비 제조업
(주)토니모리,214420,15-Dec,71.94,20.15,368.57,237.51,364.64,3.44,,54.16,6.11,11.48,11.21,7.93,8.64,,,,,,,,,296.44,243.98,118.53,32.95,2.57,-2.47,-0.43,-23.77,75.22,3.42,58.2,70.71,169.02,0.0,31.71,24.78,75.22,17.69,26.7,46.85,104445.02,0.0,781790.3,0.0,190.4,0.25,,0.18,0.0,0.0,720000.0,0.0,  기타 화학제품 제조업
(주)토탈소프트뱅크,45340,11-Dec,-47.57,-100.0,-100.0,-100.0,-100.0,-100.0,-49.68,25.88,-16.59,-15.9,-11.21,-17.69,-10.52,0.96,187.87,8.28,19.73,559.64,0.96,1.87,,336.61,335.7,120.92,57.5,5.87,21.9,13.0,136.18,63.49,9.25,65.27,65.45,3676.34,0.0,30.62,36.51,63.49,0.27,0.39,46.01,2195.51,0.0,123416.51,0.0,1671.5,0.3,,0.48,-1.43,11.21,950241.0,1174180.0,  소프트웨어 개발 및 공급업
(주)투비소프트,79970,11-Dec,238.35,-100.0,-100.0,-100.0,-100.0,-100.0,5171.88,51.75,10.5,15.51,10.57,9.24,12.02,1.48,,2.12,33.89,27.73,1.48,5.09,,293.87,293.87,47.85,31.19,5.48,30.77,7.0,133.4,76.23,7.19,67.61,67.61,1078.62,93.5,30.18,23.77,76.23,0.0,0.0,44.61,2804.07,0.0,94751.97,0.0,1987.17,0.59,,0.56,15.0,8.77,1604875.0,1995529.0,  소프트웨어 개발 및 공급업
(주)트루윈,105550,14-Dec,3.44,-100.0,-100.0,-100.0,-100.0,-100.0,,27.29,6.14,10.07,6.13,8.24,4.57,,,,,,,,,208.36,185.23,4.78,68.01,35.75,41.26,24.52,46.72,59.52,60.07,43.13,48.51,449.15,52.83,39.12,40.48,59.52,11.1,21.34,25.23,86977.31,81341.53,356393.07,0.0,88.32,0.22,0.94,0.32,0.0,6.78,206935.0,2453541.0,  전자부품 제조업
(주)특수건설,26150,11-Dec,-3.35,128.0,28.52,248.04,137.44,215.4,0.0,5.41,-3.75,-5.2,-3.07,-3.37,-3.41,1.39,11.33,5.49,3.88,5.3,1.39,2.65,,154.33,130.32,12.75,63.7,8.58,2.9,1.28,13.14,61.09,14.04,44.66,52.89,83.02,0.0,56.1,38.91,61.09,15.56,44.2,18.62,141131.28,31785.67,564911.64,0.0,162.56,0.41,7.22,0.46,0.0,0.01,,8000.0,  토목 건설업
(주)티사이언티픽,57680,11-Dec,-3.97,-87.81,-93.33,-89.9,-100.0,-85.13,0.0,20.41,-16.35,-11.61,-6.86,-13.64,-8.23,0.71,,3.68,4.82,11.36,0.71,1.73,,236.33,236.33,38.07,33.58,14.07,-10.9,-5.47,-19.47,74.86,18.79,41.14,41.14,245.28,66.78,23.25,25.14,74.86,0.0,0.0,23.73,27215.73,453.59,260900.21,0.0,115.48,0.12,69.29,0.24,-14.58,7.14,218866.0,765426.0,  소프트웨어 개발 및 공급업
(주)티앤알바이오팹,246710,18-Dec,-1435.68,-87.6,-99.43,-80.56,-98.87,-86.27,0.0,28.89,-481.71,-23.86,-24.32,-506.39,-23.14,,,,,,,,,9965.8,9836.41,3192.85,2.77,0.0,-560.53,-481.59,0.0,97.31,0.0,95.65,96.91,0.0,0.0,1.0,2.69,97.31,1.3,1.31,95.93,11112.23,15907.52,647985.15,0.0,-502.73,-0.09,-3.51,-2.75,0.0,201.17,0.0,1960074.0,  기초 의약물질 및 생물학적 제제 제조업
(주)티에스이,131290,11-Dec,14.85,173.08,171.86,145.08,172.77,259.02,1690.13,29.38,12.46,14.06,13.32,15.55,10.68,,,,,,,,,200.32,164.81,17.37,39.2,16.42,53.42,19.63,91.63,71.84,22.85,35.24,42.83,324.49,67.19,29.76,28.16,71.84,17.73,35.4,21.45,172110.16,146610.42,457019.71,0.0,99.85,0.38,1.17,0.49,7.06,0.0,1333000.0,0.0,"  측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외"
(주)티에이치엔,19180,11-Dec,4.15,,,,,,-31.93,11.01,5.18,16.4,6.03,5.11,6.11,3.11,11.51,7.95,3.7,4.86,3.11,1.9,3.74,58.85,41.78,3.56,170.24,25.43,6.17,3.7,15.28,37.0,68.72,23.41,32.97,65.03,96.31,151.39,63.0,37.0,28.99,0.0,-23.05,129216.13,54149.01,489209.96,0.0,85.34,0.23,2.04,0.21,9.23,0.0,,0.0,  기타 전기장비 제조업
(주)티웨이홀딩스,4870,11-Dec,-1.95,-100.0,-100.0,-100.0,-100.0,-100.0,,-0.59,-63.48,-67.35,-10.48,-30.5,-21.81,1.06,6.08,5.27,0.59,11.55,1.06,0.51,,28.72,19.98,1.52,227.16,39.07,-18.27,-30.94,-32.47,30.57,127.81,11.33,16.29,133.6,94.65,185.62,69.43,30.57,30.43,0.0,-40.44,243507.61,7224.03,349335.44,0.0,-8.26,-0.06,-2.78,-0.14,129.63,0.0,,0.0,"  시멘트, 석회, 플라스터 및 그 제품 제조업"
(주)티케이케미칼,104480,11-Dec,3.8,-23.5,226.72,19.03,232.52,-10.01,,6.64,3.79,26.99,3.96,2.21,6.79,,,,,,,,,83.93,71.65,20.55,201.26,19.86,8.09,3.58,27.22,33.19,59.84,41.74,48.89,72.3,82.62,175.5,66.81,33.19,14.63,0.0,-9.36,254375.56,176544.12,783899.42,0.0,54.04,0.18,0.78,0.12,0.0,0.11,0.0,1072475.0,  화학섬유 제조업
(주)티피씨,130740,11-Dec,17.46,-68.88,-76.94,-62.46,-82.5,-63.43,0.0,17.66,6.91,10.04,8.88,8.59,7.15,,,,,,,,,342.87,270.59,116.49,31.88,9.71,35.01,9.18,87.12,75.83,12.81,44.58,56.49,232.87,56.6,21.73,24.17,75.83,21.08,29.76,40.01,139368.61,57748.73,360953.81,0.0,26.85,0.1,0.65,0.11,-0.76,2.78,0.0,1213071.0,  자동차 신품 부품 제조업
(주)파나진,46210,11-Dec,-0.23,-60.79,-67.9,-64.94,-66.31,-42.56,,6.39,-3.84,-9.99,-0.76,-0.78,-3.75,2.54,6.16,3.52,3.88,7.17,2.54,1.72,1.89,164.21,119.75,14.87,166.18,43.67,-13.9,-8.88,-19.88,37.57,116.23,41.55,56.97,216.74,41.84,92.35,62.43,37.57,27.07,69.24,22.28,97000.56,135863.45,411869.16,0.0,43.93,0.1,0.31,0.11,3.0,1.0,831000.0,408551.0,  의료용품 및 기타 의약 관련제품 제조업
(주)파라다이스,34230,11-Dec,41.08,3152.98,2095.41,2325.71,-75.06,2620.78,192.61,26.42,8.69,5.9,7.71,14.85,4.51,0.68,385.54,28.06,1.88,67.08,0.68,2.23,1.52,229.75,229.17,146.23,32.45,3.47,31.93,15.52,225.39,75.5,4.6,37.16,37.25,193.17,86.54,21.48,24.5,75.5,0.25,0.45,21.04,179956.85,0.0,677037.95,0.0,82.02,0.22,,0.43,7.87,0.0,,0.0,  유원지 및 기타 오락관련 서비스업
(주)파라텍,33540,11-Dec,17.61,-97.46,-98.48,-90.14,-16.2,-96.07,-21.68,10.36,4.62,8.35,7.59,6.03,5.81,1.87,22.32,5.07,3.49,10.93,1.87,3.85,2.05,255.42,230.16,11.8,39.69,4.65,21.06,4.62,128.64,71.59,6.5,53.68,59.57,196.53,0.0,32.58,28.41,71.59,9.89,16.25,36.25,202682.1,65664.77,536964.12,0.0,149.72,0.57,4.62,0.44,5.81,0.0,0.0,0.0,  특수 목적용 기계 제조업
(주)파루,43200,11-Dec,-8.8,-63.58,-4.84,-74.36,-48.88,-73.02,,-12.44,-83.65,-75.18,-29.33,-75.29,-32.58,0.9,2.9,2.07,0.83,11.06,0.9,0.69,0.95,64.5,33.7,1.41,214.22,57.49,-34.28,-50.99,-40.65,31.82,180.65,17.58,33.65,312.91,75.88,163.92,68.18,31.82,47.75,0.0,-18.52,188812.96,66626.39,391432.05,0.0,-43.15,-0.21,-1.22,-0.45,-10.16,0.0,1087853.0,0.0,"  전동기, 발전기 및 전기 변환ㆍ 공급ㆍ제어 장치 제조업"
(주)파멥신,208340,18-Dec,-251.12,-74.15,-98.65,-35.88,-100.0,-71.35,-146.97,14.07,-353205.52,-10.66,-9.91,-350051.85,-10.0,,,,,,,,,4359.48,4359.48,1983.94,6.65,1.18,-135.09,-297559.53,-716.68,93.77,1.25,96.0,96.0,0.0,26.83,2.35,6.23,93.77,0.0,0.0,93.79,39132.0,74736.17,3034182.7,0.0,-507.27,-0.07,-2.66,-2311.71,0.0,130985.11,0.0,2586956.0,  의약품 제조업
