,회사명,거래소코드,회계년도,매출원가감소율
4834,엘지헬로비전,37560,2012-12,0
4842,엘지화학,51910,2011-12,3.658536585
4851,엠게임,58630,2011-12,0
4860,엠디에스테크,86960,2011-12,0
4869,엠씨넥스,97520,2012-12,0
4877,엠아이텍,179290,2018-12,0
4879,엠에스씨,9780,2011-12,-1.219512195
4888,엠에스오토텍,123040,2011-12,15.85365854
4897,엠투엔,33310,2011-12,0
4906,엠플러스,259630,2017-12,0
4909,엠피대산,65150,2011-12,-6.349206349
4918,연우,115960,2015-12,0
4923,연이비앤티,90740,2011-12,0
4932,영우디에스피,143540,2014-12,0
4938,영원무역,111770,2011-12,-5.633802817
4947,영원무역홀딩스,9970,2011-12,-3.389830508
4956,영풍,670,2011-12,0
4965,영흥,12160,2011-12,0
4974,예림당,36000,2011-12,5.405405405
4983,예선테크,250930,2016-12,0
4987,예스코홀딩스,15360,2011-12,2.197802198
4996,예스티,122640,2015-12,0
5001,오공,45060,2011-12,2.469135802
5010,오디텍,80520,2011-12,20.68965517
5019,오뚜기,7310,2011-12,1.282051282
5028,오르비텍,46120,2011-12,0
5037,오리엔탈정공,14940,2011-12,22.60869565
5046,오리엔트바이오,2630,2011-03,1.333333333
5055,오리엔트정공,65500,2011-12,0
5064,오리온,271560,2017-12,0
5067,오리온홀딩스,1800,2011-12,1.785714286
5076,오리콤,10470,2011-12,1.851851852
5085,오스코텍,39200,2011-12,4.761904762
5094,오스테오닉,226400,2018-12,0
5096,오스템,31510,2011-12,-1.219512195
5105,오이솔루션,138080,2014-12,0
5111,오킨스전자,80580,2014-12,0
5117,오텍,67170,2011-12,1.149425287
5126,오파스넷,173130,2018-12,0
5128,오픈베이스,49480,2011-12,6.493506494
5137,오하임아이엔티,309930,2018-12,0
5139,옵투스제약,131030,2011-12,0
5148,옵트론텍,82210,2011-12,0
5157,옵티팜,153710,2018-12,0
5159,와이비엠넷,57030,2011-12,3.703703704
5168,와이솔,122990,2011-12,14.66666667
5177,와이어블,65530,2011-12,0
5186,와이엔텍,67900,2011-12,0
5195,와이오엠,66430,2011-06,0
5204,와이제이엠게임즈,193250,2014-12,0
5210,와이즈버즈,273060,2017-12,0
5213,와이지-원,19210,2011-12,-4.615384615
5222,와이지엔터테인먼트,122870,2011-12,0
5231,와이지플러스,37270,2011-12,-14.28571429
5240,와이투솔루션,11690,2011-12,4.255319149
5249,와이티엔,40300,2011-12,0
5258,용평리조트,70960,2016-12,0
5262,우리기술,32820,2011-12,20.33898305
5271,우리넷,115440,2011-12,0
5280,우리로,46970,2012-12,0
5288,우성,6980,2011-12,1.176470588
5297,우신시스템,17370,2011-12,2.380952381
5306,우양,103840,2019-12,0
5307,우정바이오,215380,2015-12,0
5312,우일렉트로닉스,65680,2011-12,10.66666667
5321,우진,105840,2011-12,1.428571429
5330,우진아이엔에스,10400,2018-12,0
5332,우진플라임,49800,2011-12,-1.315789474
5341,웅진,16880,2011-12,0
5350,웅진씽크빅,95720,2011-12,7.142857143
5359,원림,5820,2011-12,0
5368,원바이오젠,307280,2018-12,0
5370,원익,32940,2011-12,2.631578947
5379,원익머트리얼즈,104830,2011-12,0
5388,원익아이피에스,240810,2016-12,0
5392,원익큐브,14190,2011-12,0
5401,원익큐엔씨,74600,2011-12,-8.333333333
5410,원익피앤이,131390,2011-12,0
5419,원익홀딩스,30530,2011-12,2.857142857
5428,원일특강,12620,2011-12,1.098901099
5437,원풍,8370,2011-12,0
5446,월덱스,101160,2011-12,5.555555556
5455,웨이버스,336060,2019-12,0
5456,웨이브일렉트로닉스,95270,2011-12,10.95890411
5465,웰크론,65950,2011-12,-1.428571429
5474,웰크론한텍,76080,2011-12,-8
5483,웹스,196700,2015-12,0
5488,웹젠,69080,2011-12,0
5497,위니아,71460,2016-12,0
5501,위닉스,44340,2011-12,3.260869565
5510,위메이드,112040,2011-12,0
5519,위메이드맥스,101730,2011-12,0
5528,위메이드플레이,123420,2011-12,0
5537,위스컴,24070,2011-12,0
5546,위지윅스튜디오,299900,2018-12,0
5548,위지트,36090,2011-12,0
5557,윈스,136540,2011-12,0
5566,윈팩,97800,2013-12,0
5573,윈하이텍,192390,2014-12,0
5579,윌링스,313760,2019-12,0
5580,윌비스,8600,2011-12,-2.469135802
5589,유니드,14830,2011-12,6.25
5598,유니온,910,2011-12,3.614457831
5607,유니온커뮤니티,203450,2016-12,0
5611,유니켐,11330,2011-12,0
5619,유니크,11320,2011-12,3.488372093
5628,유니테스트,86390,2011-12,22.58064516
5637,유니테크노,241690,2016-12,0
5641,유니트론텍,142210,2016-12,0
5645,유라테크,48430,2011-12,0
5654,유바이오로직스,206650,2017-12,0
5657,유비케어,32620,2011-12,-25.64102564
5666,유비쿼스,264450,2017-12,0
5669,유비쿼스홀딩스,78070,2011-12,7.142857143
5678,유성티엔에스,24800,2011-12,2.127659574
5687,유수홀딩스,700,2011-12,0
5696,유신,54930,2011-12,0
5705,유씨아이,38340,2011-12,-1.333333333
5714,유아이디,69330,2011-12,0
5723,유에스티,263770,2017-12,0
5726,유유제약,220,2011-03,0
5735,유진로봇,56080,2011-12,0
5744,유진테크,84370,2011-12,-9.677419355
5753,유테크,178780,2015-12,0
5758,유티아이,179900,2017-12,0
5761,유틸렉스,263050,2018-12,0
5763,유한양행,100,2011-12,7.936507937
5772,육일씨엔에쓰,191410,2015-12,0
5777,율호,72770,2011-12,6.52173913
5786,이건홀딩스,39020,2011-12,1.149425287
5795,이글루코퍼레이션,67920,2011-12,0
5804,이글벳,44960,2011-12,0
5813,이노메트리,302430,2018-12,0
5815,이노션,214320,2015-12,0
5820,이노와이어리스,73490,2011-12,-10.71428571
5829,이노인스트루먼트,215790,2015-12,0
5834,이노테라피,246960,2019-12,0
5835,이녹스,88390,2011-12,-2.666666667
5844,이녹스첨단소재,272290,2017-12,0
5847,이라이콤,41520,2011-12,-2.197802198
5856,이랜시스,264850,2017-12,0
5859,이랜텍,54210,2011-12,-1.075268817
5868,이루온,65440,2011-12,-1.666666667
5877,이마트,139480,2011-12,0
5886,이미지스테크놀로지,115610,2011-12,0
5895,이브이수성,84180,2011-12,0
5904,이브이첨단소재,131400,2011-12,-6.329113924
5913,이상네트웍스,80010,2011-12,13.75
5922,이수앱지스,86890,2011-12,0
5931,이수페타시스,7660,2011-12,10
5940,이수화학,5950,2011-12,2.150537634
5949,이스타코,15020,2011-12,0
5958,이스트소프트,47560,2011-12,5.769230769
5967,이씨에스텔레콤,67010,2011-03,0
5976,이아이디,93230,2011-12,19.84126984
5985,이엔에프테크놀로지,102710,2011-12,2.597402597
5994,이엔코퍼레이션,66980,2011-12,5.319148936
6003,이엔플러스,74610,2011-12,-5.154639175
6012,이엘피,63760,2017-12,0
6015,이엠넷,123570,2011-12,0
6024,이엠앤아이,83470,2011-12,-8.045977011
6033,이엠텍,91120,2011-12,4.494382022
6042,이오테크닉스,39030,2011-12,8.450704225
6051,이원,17940,2011-12,-1.086956522
6060,이월드,84680,2011-12,3.448275862
6069,이즈미디어,181340,2017-12,0
6072,이지,37370,2011-12,6.818181818
6081,이지홀딩스,35810,2011-12,0
6090,이큐셀,160600,2015-12,0
6095,이크레더블,92130,2011-09,0
6104,이퓨쳐,134060,2011-12,0
6113,인디에프,14990,2011-12,6.153846154
6122,인바디,41830,2011-12,9.677419355
6131,인바이오젠,101140,2011-12,0
6140,인산가,277410,2017-12,0
6143,인성정보,33230,2011-12,0
6152,인스코비,6490,2011-12,0
6161,인지디스플레이,37330,2011-12,-1.162790698
6170,인콘,83640,2011-12,2.816901408
6179,인터로조,119610,2011-12,0
6188,인터엠,17250,2011-09,0
6197,인터플렉스,51370,2011-12,0
6206,인텍플러스,64290,2011-12,0
6215,인텔리안테크놀로지스,189300,2016-12,0
6219,인트로메딕,150840,2013-12,0
6226,인트론바이오테크놀로지,48530,2011-12,0
6235,인팩,23810,2011-12,0
6244,인포마크,175140,2015-12,0
6249,인포바인,115310,2011-12,0
6258,인피니트헬스케어,71200,2011-12,6.779661017
6267,일승,333430,2019-12,0
6268,일신바이오베이스,68330,2011-12,0
6277,일신석재,7110,2011-12,0
6286,일야,58450,2011-12,0
6295,일지테크,19540,2011-12,3.614457831
6304,일진파워,94820,2011-12,0
6313,잇츠한불,226320,2015-12,0
6318,잉크테크,49550,2011-12,12.5
6327,자비스,254120,2016-12,0
6331,자연과환경,43910,2011-12,27.83505155
6340,장원테크,174880,2016-12,0
6344,정다운,208140,2014-12,0
6350,정상제이엘에스,40420,2011-12,4.166666667
6359,정원엔시스,45510,2011-12,0
6368,제넥신,95700,2011-12,-72.72727273
6377,제넨바이오,72520,2011-12,-10
6386,제노레이,122310,2018-12,0
6388,제노포커스,187420,2015-12,0
6393,제닉,123330,2011-12,0
6402,제로투세븐,159580,2013-12,0
6409,제우스,79370,2011-12,2.5
6418,제이브이엠,54950,2011-12,0
6427,제이스텍,90470,2011-12,0
6436,제이시스메디칼,287410,2018-12,0
6438,제이에스코퍼레이션,194370,2016-12,0
6442,제이에스티나,26040,2011-12,2.380952381
6451,제이엘케이,322510,2019-12,0
6452,제이와이피엔터테인먼트,35900,2011-06,0
6461,제이웨이,58420,2011-12,0
6470,제이티,89790,2011-12,0
6479,제이티씨,950170,2019-02,0
6480,제일기획,30000,2011-12,2.702702703
6489,제일바이오,52670,2011-12,0
6498,제일테크노스,38010,2011-12,-1.136363636
6507,제반도체,80220,2011-12,25.37313433
6516,제항공,89590,2015-12,0
6521,제테마,216080,2019-12,0
6522,젬백스&카엘,82270,2011-12,2.857142857
6531,젬백스링크,64800,2011-12,4
6540,조비,1550,2011-12,0
6549,조이시티,67000,2011-12,0
6558,조흥,2600,2011-12,0
6567,종근당,185750,2013-12,0
6574,종근당바이오,63160,2011-12,0
6583,종근당홀딩스,1630,2011-12,-2.173913043
6592,좋은사람들,33340,2011-12,5.357142857
6601,연테크,44380,2011-12,0
6610,중앙디앤엠,51980,2011-12,-2.5
6619,중앙백신연구소,72020,2011-12,0
6628,중앙에너비스,440,2011-09,0
6637,지노믹트리,228760,2019-12,0
6638,지누스,13890,2019-12,0
6639,지니뮤직,43610,2011-12,0
6648,지니틱스,303030,2018-12,0
6650,지란지교시큐리티,208350,2014-12,0
6656,지씨셀,144510,2016-12,0
6660,지어소프트,51160,2011-12,4.705882353
6669,지에스,78930,2011-12,1.265822785
6678,지에스글로벌,1250,2011-12,1.030927835
6687,지에스리테일,7070,2011-12,0
6696,지에스이,53050,2011-12,0
6705,지엔씨에너지,119850,2013-12,0
6712,지엔코,65060,2011-12,6.060606061
6721,지투알,35000,2011-12,0
6730,지티지웰니스,219750,2018-12,0
6732,진도,88790,2011-12,0
6741,진로발효,18120,2011-12,0
6750,진매트릭스,109820,2011-12,96.42857143
6759,진바이오텍,86060,2011-12,6.097560976
6768,진성티이씨,36890,2011-12,-1.204819277
6777,진양홀딩스,100250,2011-12,0
6786,진에어,272450,2017-12,0
6789,차바이오텍,85660,2011-12,-2.197802198
6798,창해에탄올,4650,2014-12,0
6804,천보,278280,2019-12,0
6805,천일고속,650,2011-12,0
6814,체리부로,66360,2017-12,0
6817,체시스,33250,2011-06,0
6826,초록뱀미디어,47820,2011-12,-23.07692308
6835,초록뱀이앤엠,131100,2011-12,0
6843,초록뱀컴퍼니,52300,2011-12,-4.87804878
6852,초록뱀헬스케어,118000,2011-12,0
6861,칩스앤미디어,94360,2013-12,0
6868,카나리아바이오,16790,2018-12,0
6870,카스,16920,2011-12,2.857142857
6879,카이노스메드,284620,2018-12,0
6881,카카오,35720,2017-12,0
6884,카프로,6380,2011-12,0
6893,캐리소프트,317530,2019-12,0
6894,캐스텍코리아,71850,2014-12,0
6900,캠시스,50110,2011-12,4.347826087
6909,컴투스,78340,2011-12,0
6918,컴투스홀딩스,63080,2011-12,31.81818182
6927,케스피온,79190,2011-12,17.56756757
6936,케어랩스,263700,2018-12,0
6938,케어젠,214370,2015-12,0
6943,케이비지,318000,2019-12,0
6944,케이사인,192250,2014-12,0
6950,케이씨,29460,2011-12,3.571428571
6959,케이씨씨,2380,2011-12,3.703703704
6968,케이씨씨건설,21320,2011-12,1.098901099
6977,케이씨아이,36670,2011-12,0
6986,케이씨에스,115500,2011-12,0
6995,케이씨텍,281820,2017-12,0
6998,케이씨티,89150,2011-12,0
7007,케이씨티시,9070,2011-12,-2.380952381
7016,케이씨피드,25880,2011-12,-1.162790698
7025,케이아이엔엑스,93320,2011-12,0
7034,케이에스에스해운,44450,2011-12,5.194805195
7043,케이에스피,73010,2011-12,0
7052,케이에이치바텍,60720,2011-12,1.136363636
7061,케이에이치필룩스,33180,2011-12,1.333333333
7070,케이엑스이노베이션,122450,2011-12,0
7079,케이엑스하이텍,52900,2011-12,8.888888889
7088,케이엔더블유,105330,2011-12,2.409638554
7097,케이엔엔,58400,2011-12,-1.694915254
7106,케이엔제이,272110,2019-12,0
7107,케이엘넷,39420,2011-12,0
7116,케이엠,83550,2011-12,2.409638554
7125,케이엠더블유,32500,2011-12,13.15789474
7134,케이이씨,92220,2011-12,4.210526316
7143,케이지모빌리언스,46440,2011-12,-5.084745763
7152,케이지이니시스,35600,2011-12,-3.896103896
7161,케이티,30200,2011-12,0
7170,케이티서브마린,60370,2011-12,0
7179,케이티스카이라이프,53210,2011-12,0
7188,케이티씨에스,58850,2011-12,0
7197,케이티아이에스,58860,2011-12,0
7206,케이티알파,36030,2011-12,2.105263158
7215,케이티앤지,33780,2011-12,2.325581395
7224,케이프,64820,2011-12,0
7233,케이피에스,256940,2017-12,0
7236,케이피에프,24880,2011-12,1.149425287
7245,케이피엠테크,42040,2011-12,6.315789474
7254,케이피티유,54410,2011-12,-7.317073171
7263,케일럼,258610,2017-12,0
7266,켐온,217600,2015-12,0
7271,켐트로닉스,89010,2011-12,0
7280,켐트로스,220260,2015-12,0
7285,코다코,46070,2011-12,0
7294,코데즈컴바인,47770,2011-12,6.976744186
7303,코디,80530,2011-12,0
7312,코디엠,224060,2015-12,0
7317,코렌텍,104540,2013-12,0
7324,코리아나화장품,27050,2011-12,4.761904762
7333,코리아센터,290510,2019-12,0
7334,코리아써키트,7810,2011-12,2.083333333
7343,코리아에스이,101670,2011-12,0
7352,코맥스,36690,2011-12,-4
7361,코메론,49430,2011-12,3.03030303
7370,코미코,183300,2017-12,0
7373,코미팜,41960,2011-12,0
7382,코세스,89890,2011-12,0
7391,코센,9730,2011-12,0
7400,코스나인,82660,2011-12,17.59259259
7409,코스메카코리아,241710,2016-12,0
7413,코스온,69110,2011-12,0
7422,코썬바이오,204990,2016-12,0
7426,코아스,71950,2011-12,0
7435,코아시아,45970,2011-12,0
7444,코아시아옵틱스,196450,2014-12,0
7450,코엔텍,29960,2011-12,-5.633802817
7459,코오롱,2020,2011-12,17.80821918
7468,코원플레이,56000,2011-12,12.08791209
7477,코윈테크,282880,2019-12,0
7478,코이즈,121850,2012-12,0
7486,코콤,15710,2011-12,-5.479452055
7495,코텍,52330,2011-12,0
7504,코퍼스코리아,322780,2019-12,0
7505,코프라,126600,2011-12,0
7514,콘텐트리중앙,36420,2019-12,0
7515,콤텍시스템,31820,2011-12,3.260869565
7524,큐로,15590,2011-12,16.82242991
7533,큐로컴,40350,2011-12,23.52941176
7542,큐로홀딩스,51780,2011-12,-4.054054054
7551,큐리언트,115180,2016-12,0
7555,큐브엔터테인먼트,182360,2013-12,0
7562,큐에스아이,66310,2011-12,0
7571,크라운제과,264900,2017-12,0
7574,크라운해태홀딩스,5740,2011-12,4.838709677
7583,크레버스,96240,2011-12,0
7592,크리스에프앤씨,110790,2018-12,0
7594,크린앤사이언스,45520,2011-12,-1.234567901
7603,클라우드에어,36170,2011-12,0
7612,클래시스,214150,2015-12,0
7617,클리오,237880,2016-12,0
7621,키다리스튜디오,20120,2011-12,0
7630,키이스트,54780,2011-12,0
7639,타이거일렉,219130,2015-12,0
7644,탑엔지니어링,65130,2011-12,2.666666667
7653,탑코미디어,134580,2013-12,0
7660,태경비케이,14580,2011-12,0
7669,태광,23160,2011-12,0
7678,태성,323280,2019-12,0
7679,태양,53620,2011-12,3.409090909
7688,태영건설,9410,2011-12,3.409090909
7697,태웅,44490,2011-12,0
7706,태웅로직스,124560,2019-12,0
7707,테라젠이텍스,66700,2011-12,11.53846154
7716,테스,95610,2011-12,0
7725,테이팩스,55490,2017-12,0
7728,테크윙,89030,2011-12,0
7737,텔레칩스,54450,2011-12,0
7746,텔레필드,91440,2011-12,0
7755,텔콘알에프제약,200230,2014-12,0
7761,토니모리,214420,2015-12,0
7766,토박스코리아,215480,2015-12,0
7771,토비스,51360,2011-12,-1.149425287
7780,토탈소프트뱅크,45340,2011-12,0
7789,톱텍,108230,2011-12,0
7798,투비소프트,79970,2011-12,0
7807,트루윈,105550,2014-12,0
7813,특수건설,26150,2011-12,0
7822,티라유텍,322180,2019-12,0
7823,티로보틱스,117730,2018-12,0
7825,티비씨,33830,2011-12,3.125
7834,티비에이치글로벌,84870,2011-12,-2.43902439
7843,티사이언티픽,57680,2011-12,0
7852,티씨케이,64760,2011-12,0
7861,티앤알바이오팹,246710,2018-12,0
7863,티에스넥스젠,43220,2011-12,0
7872,티에스이,131290,2011-12,0
7881,티에스트릴리온,317240,2019-12,0
7882,티에이치엔,19180,2011-12,-1.123595506
7891,티엘아이,62860,2011-12,16.4556962
7900,티움바이오,321550,2019-12,0
7901,티웨이항공,91810,2018-12,0
7903,티웨이홀딩스,4870,2011-12,0
7912,티케이케미칼,104480,2011-12,0
7921,티플랙스,81150,2011-12,0
7930,티피씨,130740,2011-12,0
7939,티피씨메카트로닉스,48770,2011-06,0
7948,파나진,46210,2011-12,-3.191489362
7957,파라다이스,34230,2011-12,-4.054054054
7966,파라텍,33540,2011-12,-1.111111111
7975,파루,43200,2011-12,3.571428571
7984,파마리서치,214450,2015-12,0
7989,파멥신,208340,2018-12,0
7991,파버나인,177830,2014-12,0
7997,파세코,37070,2011-12,0
8006,파수,150900,2013-12,0
8013,파워넷,37030,2018-12,0
8015,파워로직스,47310,2011-12,6.060606061
8024,파이오링크,170790,2013-12,0
8031,파인디앤씨,49120,2011-12,6.12244898
8040,파인디지털,38950,2011-12,6.25
8049,파인테크닉스,106240,2011-12,-2.43902439
8058,파인텍,131760,2015-12,0
8063,파커스,65690,2011-12,6.976744186
8072,파크시스템스,140860,2015-12,0
8077,파트론,91700,2011-12,7.228915663
8086,판타지오,32800,2011-12,0
8095,팜스빌,318010,2019-12,0
8096,팜스코,36580,2011-12,-3.571428571
8105,팜스토리,27710,2011-12,1.098901099
8114,팬스타엔터프라이즈,54300,2011-12,7.446808511
8123,팬엔터테인먼트,68050,2011-12,5.494505495
8132,팬젠,222110,2016-12,0
8136,퍼시스,16800,2011-12,5.882352941
8145,펄어비스,263750,2018-12,0
8147,펩트론,87010,2015-12,0
8152,포메탈,119500,2011-12,0
8161,포스코아이씨티,22100,2011-12,0
8170,포스코엠텍,9520,2011-12,0
8179,포스코인터내셔널,47050,2011-12,1.052631579
8188,포스코케미칼,3670,2019-12,0
8189,포시에스,189690,2015-06,0
8194,포인트엔지니어링,256630,2017-12,0
8197,포커스에이치엔에스,331380,2019-12,0
8198,폴라리스세원,234100,2017-12,0
8201,폴라리스오피스,41020,2011-12,0
8210,폴라리스우노,114630,2011-12,0
8219,푸드나무,290720,2018-12,0
8221,푸드웰,5670,2011-12,1.176470588
8230,푸른기술,94940,2011-12,0
8239,풀무원,17810,2011-12,1.369863014
8248,풍강,93380,2011-08,0
8257,풍산,103140,2011-12,5.376344086
8266,풍산홀딩스,5810,2011-12,3.797468354
8275,퓨쳐켐,220100,2016-12,0
8279,프럼파스트,35200,2011-12,0
8288,프로스테믹스,203690,2014-12,0
8294,프로이천,321260,2019-12,0
8295,프로텍,53610,2011-12,0
8304,프리엠스,53160,2011-12,0
8313,플래스크,41590,2011-12,0
8322,플랜티넷,75130,2011-12,0
8331,플레이그램,9810,2011-12,-2.53164557
8340,플레이위드,23770,2011-12,-63.63636364
8349,플리토,300080,2019-12,0
8350,피델릭스,32580,2011-12,0
8359,피씨디렉트,51380,2011-12,0
8368,피에스엠씨,24850,2011-12,10.47619048
8376,피에이치씨,57880,2011-12,3.703703704
8385,피엔티,137400,2012-12,0
8393,피엔풍년,24940,2011-12,0
8402,피제이메탈,128660,2011-12,0
8411,피제이전자,6140,2011-12,0
8420,피피아이,62970,2019-12,0
8421,픽셀플러스,87600,2015-12,0
8426,필옵틱스,161580,2017-12,0
8429,하나투어,39130,2011-12,0
8438,하림,136480,2011-12,0
8447,하림지,3380,2017-12,0
8450,하이로닉,149980,2014-12,0
8456,하이비젼시스템,126700,2011-12,0
8465,하이소닉,106080,2011-12,0
8474,하이스틸,71090,2011-12,0
8483,하이텍팜,106190,2011-12,0
8492,하이트론씨스템즈,19490,2011-12,0
8501,하츠,66130,2011-12,0
8510,한국가구,4590,2011-12,0
8519,한국경제티브이,39340,2011-12,0
8528,한국비엔씨,256840,2016-12,0
8532,한국전자홀딩스,6200,2011-12,-1.111111111
8541,한국종합기술,23350,2011-12,0
8550,한국카본,17960,2011-12,-2.380952381
8559,한국코퍼레이션,50540,2011-12,-5.882352941
8568,한국큐빅,21650,2011-12,-2.247191011
8577,한국테크놀로지,53590,2011-12,13.69863014
8586,한국특강,7280,2011-12,0
8595,한국팩키지,37230,2011-12,0
8604,한국화장품제조,3350,2011-12,0
8613,한글과컴퓨터,30520,2011-12,0
8622,한네트,52600,2011-12,0
8631,한농화성,11500,2011-12,0
8640,한독,2390,2011-12,3.174603175
8649,한독크린텍,256150,2019-12,0
8650,한라,14790,2011-12,2.222222222
8659,한라홀딩스,60980,2011-12,0
8668,한미글로벌건축사사무소,53690,2011-12,9.333333333
8677,한빛소프트,47080,2011-12,3.278688525
8686,한샘,9240,2011-12,-5.714285714
8695,한섬,20000,2011-12,0
8704,한솔케미칼,14680,2011-12,1.19047619
8713,한솔홈데코,25750,2011-12,4.545454545
8722,한송네오텍,226440,2015-12,0
8727,한익스프레스,14130,2011-12,0
8736,한일진공,123840,2011-12,0
8745,한진,2320,2011-12,2.105263158
8754,한진중공업홀딩스,3480,2011-12,0
8763,한진칼,180640,2013-12,0
8770,한창,5110,2011-12,-12.98701299
8779,한창바이오텍,43090,2011-12,-4.705882353
8788,한창제지,9460,2011-12,0
8797,한컴위드,54920,2011-12,1.587301587
8806,한탑,2680,2011-12,9.195402299
8815,한화,880,2011-12,0
8824,핸디소프트,220180,2016-12,0
8828,헥토이노베이션,214180,2015-12,0
8833,헥토파이낸셜,234340,2019-12,0
8834,헬릭스미스,84990,2011-12,-57.89473684
8843,현대공업,170030,2013-12,0
8850,현대그린푸드,5440,2011-12,0
8859,현대리바트,79430,2011-12,4.87804878
8868,현대미포조선,10620,2011-12,10.46511628
8877,현대바이오랜드,52260,2011-12,5.454545455
8886,현대백화점,69960,2011-12,-17.64705882
8895,현대에버다임,41440,2011-12,-1.298701299
8904,현대이지웰,90850,2013-12,0
8911,현대퓨처넷,126560,2011-12,-1.785714286
8920,현대홈쇼핑,57050,2011-12,66.66666667
8929,협진,138360,2013-12,0
8936,형지아이앤씨,11080,2011-12,0
8945,형지엘리트,93240,2011-06,0
8954,혜인,3010,2011-12,0
8963,호텔신라,8770,2011-12,0
8972,홈센타홀딩스,60560,2011-12,5.555555556
8981,홈캐스트,64240,2011-12,-5.128205128
8990,화승엔터프라이즈,241590,2016-12,0
8994,화승인더스트리,6060,2011-12,-1.111111111
9003,화승코퍼레이션,13520,2011-12,2.325581395
9012,화신,10690,2011-12,2.197802198
9021,화신정공,126640,2011-12,0
9030,화인베스틸,133820,2014-12,0
9036,황금에스티,32560,2011-12,4.395604396
9045,효성,4800,2011-12,5.555555556
9054,후성,93370,2011-12,-6.578947368
9063,휠라홀딩스,81660,2011-12,8
9072,휴네시온,290270,2018-12,0
9074,휴니드테크놀러지스,5870,2011-12,0
9083,휴맥스,115160,2011-12,5.194805195
9092,휴맥스홀딩스,28080,2011-12,-180
9101,휴먼엔,32860,2011-12,0
9110,휴메딕스,200670,2014-12,0
9116,휴비스,79980,2012-12,0
9124,휴비츠,65510,2011-12,1.818181818
9133,휴센텍,215090,2015-12,0
9138,휴스틸,5010,2011-12,1.162790698
9147,휴엠앤씨,263920,2017-12,0
9150,휴온스,243070,2016-12,0
9154,휴온스글로벌,84110,2011-12,0
9163,흥국,10240,2011-12,0
9172,흥국에프엔비,189980,2015-12,0
9177,희림종합건축사사무소,37440,2011-12,0
9186,힘스,238490,2017-12,0
9189,AJ네트웍스,95570,2015-12,0
9194,CS홀딩스,590,2011-12,-1.204819277
9203,HD현대,267250,2017-12,0
9206,KB오토시스,24120,2011-12,1.063829787
9215,KD,44180,2011-12,1.149425287
9224,KG스틸,16380,2011-12,2.127659574
9233,KISCO홀딩스,1940,2011-12,2.173913043
9242,LG이노텍,11070,2011-12,4.395604396
9251,LS일렉트릭,10120,2011-12,3.614457831
9260,OCI,10060,2011-12,3.076923077
9269,SK이노베이션,96770,2011-12,0
9278,SNT모티브,64960,2011-12,4.545454545
9287,SNT중공업,3570,2011-12,1.176470588
9296,STX엔진,77970,2011-12,0
9305,STX중공업,71970,2011-12,0
9314,가온미디어,78890,2011-12,2.409638554
9323,가온전선,500,2011-12,1.041666667
9332,감성코퍼레이션,36620,2011-12,0
9341,강남제비스코,860,2011-12,1.149425287
9350,갤럭시아머니트리,94480,2011-12,0
9359,경남스틸,39240,2011-12,0
9368,경남제약,53950,2011-12,0
9377,경동제약,11040,2011-12,-23.07692308
9386,경인전자,9140,2011-12,3.571428571
9395,경창산업,24910,2011-12,3.225806452
9404,계룡건설산업,13580,2011-12,0
9413,계양전기,12200,2011-12,3.614457831
9422,고려산업,2140,2011-12,2.272727273
9431,고려신용정보,49720,2011-12,0
9440,고려아연,10130,2011-12,0
9449,고려제강,2240,2011-12,1.234567901
9458,고려제약,14570,2011-12,0
9467,광동제약,9290,2011-12,0
9476,광전자,17900,2011-12,6.593406593
9485,광진실업,26910,2011-12,0
9494,국도화학,7690,2011-12,2.197802198
9503,국일신동,60480,2014-12,0
9509,국일제지,78130,2011-12,1.075268817
9518,국제약품,2720,2011-03,0
9527,그랜드코리아레저,114090,2011-12,0
9536,그레이트리치과기유한공사,900290,2016-06,0
9540,그린케미칼,83420,2011-12,0
9549,극동유화,14530,2011-12,0
9558,글로벌에스엠테크리미티드,900070,2011-12,5.194805195
9567,글로벌텍스프리,204620,2014-12,0
9573,글로본,19660,2011-03,0
9582,금강공업,14280,2011-12,3.488372093
9591,금강철강,53260,2011-12,-1.052631579
9600,금호건설,2990,2011-12,-3.296703297
9609,금호석유화학,11780,2011-12,-1.19047619
9618,금호전기,1210,2011-12,2.5
9627,금호타이어,73240,2011-12,3.797468354
9636,기신정기,92440,2011-03,1.369863014
9645,기아,270,2011-12,-1.298701299
9654,깨끗한나라,4540,2011-12,0
9663,나노캠텍,91970,2011-12,7.954545455
9672,나라엠앤디,51490,2011-12,-1.19047619
9681,나무기술,242040,2016-12,0
9685,나이스정보통신,36800,2011-12,0
9694,나이스평가정보,30190,2011-12,0
9703,남광토건,1260,2011-12,0
9712,남양유업,3920,2011-12,0
9721,남해화학,25860,2011-12,0
9730,남화산업,111710,2018-12,0
9732,남화토건,91590,2012-12,0
9740,네이버,35420,2011-12,0
9749,넥센타이어,2350,2011-12,7.894736842
9758,넷마블,251270,2017-12,0
9761,농업회사법인농우바이오,54050,2011-10,-5.714285714
9769,농업회사법인아시아종묘,154030,2018-09,0
9771,뉴지랩파마,214870,2015-12,0
9776,다믈멀티미디어,93640,2011-12,0
9785,다스코,58730,2011-12,-1.19047619
9794,대동금속,20400,2011-12,0
9803,대동기어,8830,2011-12,0
9812,대동전자,8110,2011-03,4
9821,대림비앤코,5750,2011-12,1.25
