,회사명,거래소코드,회계년도,매출원가감소율,채울열
0,한솔홈데코,25750,11-Dec,4.545454545,87.61
1,한솔홈데코,25750,12-Dec,-2.325581395,88.94
2,한솔홈데코,25750,13-Dec,1.149425287,87.48
3,한솔홈데코,25750,14-Dec,1.136363636,88.1
4,한솔홈데코,25750,15-Dec,-2.325581395,88.59
5,한솔홈데코,25750,16-Dec,-3.614457831,88.84
6,한솔홈데코,25750,17-Dec,0,90.14
7,한솔홈데코,25750,18-Dec,3.488372093,93.4
8,한솔홈데코,25750,19-Dec,2.272727273,90.59
0,한송네오텍,226440,15-Dec,,0
1,한송네오텍,226440,16-Dec,,0
2,한송네오텍,226440,17-Dec,,0
3,한송네오텍,226440,18-Dec,,13.425
4,한송네오텍,226440,19-Dec,,43.41
0,한스바이오메드,42520,11-Sep,,41.73
1,한스바이오메드,42520,12-Sep,-8.620689655,41.84
2,한스바이오메드,42520,13-Sep,1.694915254,43.25
3,한스바이오메드,42520,14-Sep,-9.259259259,44.93
4,한스바이오메드,42520,15-Sep,0,48.21
5,한스바이오메드,42520,16-Sep,0,52.51
6,한스바이오메드,42520,17-Sep,-1.886792453,52.32
7,한스바이오메드,42520,18-Sep,-12.76595745,54.69
8,한스바이오메드,42520,19-Sep,-17.5,57.6
0,한신공영,4960,11-Dec,-2.197802198,90.885
1,한신공영,4960,12-Dec,-1.111111111,91.785
2,한신공영,4960,13-Dec,2.173913043,93.005
3,한신공영,4960,14-Dec,7.070707071,92.97
4,한신공영,4960,15-Dec,-7.608695652,91.755
5,한신공영,4960,16-Dec,1.075268817,90.575
6,한신공영,4960,17-Dec,-4.494382022,90.275
7,한신공영,4960,18-Dec,-2.298850575,89.78
8,한신공영,4960,19-Dec,1.136363636,90.355
0,한신기계공업,11700,11-Dec,2.469135802,73.85
1,한신기계공업,11700,12-Dec,2.409638554,75.13
2,한신기계공업,11700,13-Dec,-3.75,74.77
3,한신기계공업,11700,14-Dec,-1.265822785,76.93
4,한신기계공업,11700,15-Dec,-5.333333333,77.48
5,한신기계공업,11700,16-Dec,1.315789474,78.73
6,한신기계공업,11700,17-Dec,2.564102564,80.02
7,한신기계공업,11700,18-Dec,1.265822785,81.15
8,한신기계공업,11700,19-Dec,4.819277108,80.98
0,한양디지텍,78350,11-Dec,4.301075269,78.63
1,한양디지텍,78350,12-Dec,-1.086956522,79.75
2,한양디지텍,78350,13-Dec,-8.235294118,81.65
3,한양디지텍,78350,14-Dec,-1.19047619,81.58
4,한양디지텍,78350,15-Dec,4.545454545,81.36
5,한양디지텍,78350,16-Dec,2.222222222,82.3
6,한양디지텍,78350,17-Dec,1.098901099,81.2
7,한양디지텍,78350,18-Dec,-4.597701149,81.97
8,한양디지텍,78350,19-Dec,8.421052632,81.8
0,한양이엔지,45100,11-Dec,-1.098901099,89.535
1,한양이엔지,45100,12-Dec,0,90.605
2,한양이엔지,45100,13-Dec,0,90.66
3,한양이엔지,45100,14-Dec,0,91.65
4,한양이엔지,45100,15-Dec,-1.111111111,90.545
5,한양이엔지,45100,16-Dec,3.225806452,89.99
6,한양이엔지,45100,17-Dec,-1.086956522,90.27
7,한양이엔지,45100,18-Dec,-10.84337349,88.535
8,한양이엔지,45100,19-Dec,8.791208791,90.84
0,한온시스템,18880,11-Dec,3.571428571,73.85
1,한온시스템,18880,12-Dec,0,75.13
2,한온시스템,18880,13-Dec,-1.204819277,74.77
3,한온시스템,18880,14-Dec,0,76.93
4,한온시스템,18880,15-Dec,2.352941176,77.48
5,한온시스템,18880,16-Dec,-1.19047619,78.73
6,한온시스템,18880,17-Dec,-1.204819277,80.02
7,한온시스템,18880,18-Dec,2.352941176,81.15
8,한온시스템,18880,19-Dec,1.162790698,80.98
0,한올바이오파마,9420,11-Dec,4.081632653,41.73
1,한올바이오파마,9420,12-Dec,7.547169811,41.84
2,한올바이오파마,9420,13-Dec,7.01754386,43.25
3,한올바이오파마,9420,14-Dec,-14,44.93
4,한올바이오파마,9420,15-Dec,7.407407407,48.21
5,한올바이오파마,9420,16-Dec,0,52.51
6,한올바이오파마,9420,17-Dec,-10.20408163,52.32
7,한올바이오파마,9420,18-Dec,-4.255319149,54.69
8,한올바이오파마,9420,19-Dec,-11.9047619,57.6
0,한익스프레스,14130,11-Dec,0,91.1
1,한익스프레스,14130,12-Dec,0,91.44
2,한익스프레스,14130,13-Dec,1.041666667,92.89
3,한익스프레스,14130,14-Dec,0,91.51
4,한익스프레스,14130,15-Dec,0,90.67
5,한익스프레스,14130,16-Dec,1.030927835,90.72
6,한익스프레스,14130,17-Dec,0,92.38
7,한익스프레스,14130,18-Dec,0,92.23
8,한익스프레스,14130,19-Dec,-1.041666667,91.62
0,한일네트웍스,46110,11-Dec,-3.191489362,5.55
1,한일네트웍스,46110,12-Dec,-1.075268817,9.16
2,한일네트웍스,46110,13-Dec,1.063829787,9.26
3,한일네트웍스,46110,14-Dec,3.092783505,9.49
4,한일네트웍스,46110,15-Dec,-5.434782609,26.25
5,한일네트웍스,46110,16-Dec,0,32.73
6,한일네트웍스,46110,17-Dec,-2.222222222,35.91
7,한일네트웍스,46110,18-Dec,1.098901099,40.29
8,한일네트웍스,46110,19-Dec,-4.597701149,47.1
0,한일단조공업,24740,11-Dec,4.545454545,86.155
1,한일단조공업,24740,12-Dec,3.296703297,87.3
2,한일단조공업,24740,13-Dec,-1.111111111,87.315
3,한일단조공업,24740,14-Dec,0,87.805
4,한일단조공업,24740,15-Dec,-1.123595506,86.72
5,한일단조공업,24740,16-Dec,0,87.335
6,한일단조공업,24740,17-Dec,3.260869565,88.505
7,한일단조공업,24740,18-Dec,1.075268817,89.65
8,한일단조공업,24740,19-Dec,-5.681818182,89.98
0,한일사료,5860,11-Dec,0,72.41
1,한일사료,5860,12-Dec,2.222222222,73.05
2,한일사료,5860,13-Dec,1.098901099,72.785
3,한일사료,5860,14-Dec,-3.409090909,72.72
4,한일사료,5860,15-Dec,6.382978723,72.09
5,한일사료,5860,16-Dec,-5.617977528,71.455
6,한일사료,5860,17-Dec,2.197802198,72.655
7,한일사료,5860,18-Dec,-1.111111111,74.955
8,한일사료,5860,19-Dec,-1.123595506,79.39
0,한일시멘트,300720,18-Dec,,82.22
1,한일시멘트,300720,19-Dec,,84.125
0,한일진공,123840,11-Dec,,0
1,한일진공,123840,12-Dec,,0
2,한일진공,123840,13-Dec,,0
3,한일진공,123840,14-Dec,22.82608696,0
4,한일진공,123840,15-Dec,-33.33333333,0
5,한일진공,123840,16-Dec,11.53846154,0
6,한일진공,123840,17-Dec,8.235294118,0
7,한일진공,123840,18-Dec,-10.38961039,13.425
8,한일진공,123840,19-Dec,12.5,43.41
0,한일철강,2220,11-Dec,0,90.89
1,한일철강,2220,12-Dec,1.098901099,91.46
2,한일철강,2220,13-Dec,2.150537634,91.98
3,한일철강,2220,14-Dec,2.105263158,91.175
4,한일철강,2220,15-Dec,1.041666667,90.055
5,한일철강,2220,16-Dec,-10.34482759,89.125
6,한일철강,2220,17-Dec,4.395604396,90.23
7,한일철강,2220,18-Dec,5.208333333,91.965
8,한일철강,2220,19-Dec,2.040816327,92.405
0,한일현대시멘트,6390,11-Dec,-13.33333333,83.085
1,한일현대시멘트,6390,12-Dec,-4.651162791,80.49
2,한일현대시멘트,6390,13-Dec,-16.21621622,79.905
3,한일현대시멘트,6390,14-Dec,-2.777777778,80.78
4,한일현대시멘트,6390,15-Dec,,77.97
5,한일현대시멘트,6390,16-Dec,,79.26
6,한일현대시멘트,6390,17-Dec,,81.73
7,한일현대시멘트,6390,18-Dec,,82.22
8,한일현대시멘트,6390,19-Dec,,84.125
0,한일홀딩스,3300,11-Dec,0,83.085
1,한일홀딩스,3300,12-Dec,-3.703703704,80.49
2,한일홀딩스,3300,13-Dec,-3.846153846,79.905
3,한일홀딩스,3300,14-Dec,1.265822785,80.78
4,한일홀딩스,3300,15-Dec,2.469135802,77.97
5,한일홀딩스,3300,16-Dec,2.409638554,79.26
6,한일홀딩스,3300,17-Dec,-3.75,81.73
7,한일홀딩스,3300,18-Dec,5.882352941,82.22
8,한일홀딩스,3300,19-Dec,-2.409638554,84.125
0,한일화학공업,7770,11-Dec,0,77.91
1,한일화학공업,7770,12-Dec,-1.052631579,80.41
2,한일화학공업,7770,13-Dec,-2.150537634,80.36
3,한일화학공업,7770,14-Dec,0,79.71
4,한일화학공업,7770,15-Dec,0,77.5
5,한일화학공업,7770,16-Dec,0,77.25
6,한일화학공업,7770,17-Dec,-1.086956522,78.45
7,한일화학공업,7770,18-Dec,1.075268817,81.48
8,한일화학공업,7770,19-Dec,0,79.49
0,한전산업개발,130660,11-Dec,1.162790698,0
1,한전산업개발,130660,12-Dec,1.149425287,16.675
2,한전산업개발,130660,13-Dec,1.136363636,24.03
3,한전산업개발,130660,14-Dec,3.296703297,3.835
4,한전산업개발,130660,15-Dec,-5.813953488,3.72
5,한전산업개발,130660,16-Dec,3.370786517,1.06
6,한전산업개발,130660,17-Dec,-1.136363636,0
7,한전산업개발,130660,18-Dec,2.222222222,1.985
8,한전산업개발,130660,19-Dec,-3.448275862,2.785
0,한전케이피에스,51600,11-Dec,,89.535
1,한전케이피에스,51600,12-Dec,,90.605
2,한전케이피에스,51600,13-Dec,,90.66
3,한전케이피에스,51600,14-Dec,-6.756756757,91.65
4,한전케이피에스,51600,15-Dec,6.329113924,90.545
5,한전케이피에스,51600,16-Dec,5.952380952,89.99
6,한전케이피에스,51600,17-Dec,-5,90.27
7,한전케이피에스,51600,18-Dec,-2.564102564,88.535
8,한전케이피에스,51600,19-Dec,0,90.84
0,한진,2320,11-Dec,2.105263158,91.1
1,한진,2320,12-Dec,-1.063829787,91.44
2,한진,2320,13-Dec,0,92.89
3,한진,2320,14-Dec,-1.075268817,91.51
4,한진,2320,15-Dec,1.063829787,90.67
5,한진,2320,16-Dec,1.052631579,90.72
6,한진,2320,17-Dec,0,92.38
7,한진,2320,18-Dec,-1.063829787,92.23
8,한진,2320,19-Dec,-2.173913043,91.62
0,한진중공업홀딩스,3480,11-Dec,0,0
1,한진중공업홀딩스,3480,12-Dec,1.111111111,0
2,한진중공업홀딩스,3480,13-Dec,1.098901099,0
3,한진중공업홀딩스,3480,14-Dec,2.150537634,0
4,한진중공업홀딩스,3480,15-Dec,-1.086956522,0
5,한진중공업홀딩스,3480,16-Dec,-6.976744186,0
6,한진중공업홀딩스,3480,17-Dec,3.370786517,0
7,한진중공업홀딩스,3480,18-Dec,-1.136363636,0
8,한진중공업홀딩스,3480,19-Dec,-1.149425287,0
0,한진칼,180640,13-Dec,,0
1,한진칼,180640,14-Dec,-1.298701299,0
2,한진칼,180640,15-Dec,1.282051282,0
3,한진칼,180640,16-Dec,3.703703704,0
4,한진칼,180640,17-Dec,0,0
5,한진칼,180640,18-Dec,-1.25,0
6,한진칼,180640,19-Dec,10.11235955,0
0,한창,5110,11-Dec,-12.98701299,80.81
1,한창,5110,12-Dec,-16.66666667,81.77
2,한창,5110,13-Dec,-29.41176471,80.31
3,한창,5110,14-Dec,-34.21052632,80.28
4,한창,5110,15-Dec,36.66666667,81.66
5,한창,5110,16-Dec,20,82.9
6,한창,5110,17-Dec,9.638554217,82.45
7,한창,5110,18-Dec,-2.469135802,83.32
8,한창,5110,19-Dec,-10.95890411,83.47
0,한창바이오텍,43090,11-Dec,-4.705882353,80.81
1,한창바이오텍,43090,12-Dec,-6.25,81.77
2,한창바이오텍,43090,13-Dec,1.234567901,80.31
3,한창바이오텍,43090,14-Dec,0,80.28
4,한창바이오텍,43090,15-Dec,,81.66
5,한창바이오텍,43090,16-Dec,,82.9
6,한창바이오텍,43090,17-Dec,,82.45
7,한창바이오텍,43090,18-Dec,,83.32
8,한창바이오텍,43090,19-Dec,,83.47
0,한창산업,79170,11-Dec,,90.89
1,한창산업,79170,12-Dec,,91.46
2,한창산업,79170,13-Dec,,91.98
3,한창산업,79170,14-Dec,,91.175
4,한창산업,79170,15-Dec,,90.055
5,한창산업,79170,16-Dec,,89.125
6,한창산업,79170,17-Dec,,90.23
7,한창산업,79170,18-Dec,,91.965
8,한창산업,79170,19-Dec,,92.405
0,한창제지,9460,11-Dec,,87.015
1,한창제지,9460,12-Dec,,83.365
2,한창제지,9460,13-Dec,,84.915
3,한창제지,9460,14-Dec,,85.41
4,한창제지,9460,15-Dec,,85.895
5,한창제지,9460,16-Dec,,85.305
6,한창제지,9460,17-Dec,,88.34
7,한창제지,9460,18-Dec,,84.105
8,한창제지,9460,19-Dec,,84.59
0,한컴위드,54920,11-Dec,1.587301587,5.55
1,한컴위드,54920,12-Dec,-16.66666667,9.16
2,한컴위드,54920,13-Dec,,9.26
3,한컴위드,54920,14-Dec,,9.49
4,한컴위드,54920,15-Dec,,26.25
5,한컴위드,54920,16-Dec,,32.73
6,한컴위드,54920,17-Dec,,35.91
7,한컴위드,54920,18-Dec,,40.29
8,한컴위드,54920,19-Dec,0,47.1
0,한탑,2680,11-Dec,9.195402299,72.41
1,한탑,2680,12-Dec,-8.75,73.05
2,한탑,2680,13-Dec,9.090909091,72.785
3,한탑,2680,14-Dec,0,72.72
4,한탑,2680,15-Dec,-2.325581395,72.09
5,한탑,2680,16-Dec,-1.176470588,71.455
6,한탑,2680,17-Dec,1.162790698,72.655
7,한탑,2680,18-Dec,-1.176470588,74.955
8,한탑,2680,19-Dec,4.494382022,79.39
0,한화,880,11-Dec,0,77.91
1,한화,880,12-Dec,-1.098901099,80.41
2,한화,880,13-Dec,2.150537634,80.36
3,한화,880,14-Dec,1.063829787,79.71
4,한화,880,15-Dec,-1.075268817,77.5
5,한화,880,16-Dec,-2.197802198,77.25
6,한화,880,17-Dec,0,78.45
7,한화,880,18-Dec,0,81.48
8,한화,880,19-Dec,2.150537634,79.49
0,한화솔루션,9830,11-Dec,7.228915663,77.91
1,한화솔루션,9830,12-Dec,1.19047619,80.41
2,한화솔루션,9830,13-Dec,0,80.36
3,한화솔루션,9830,14-Dec,0,79.71
4,한화솔루션,9830,15-Dec,-3.703703704,77.5
5,한화솔루션,9830,16-Dec,-3.846153846,77.25
6,한화솔루션,9830,17-Dec,1.265822785,78.45
7,한화솔루션,9830,18-Dec,3.658536585,81.48
8,한화솔루션,9830,19-Dec,-1.234567901,79.49
0,한화시스템,272210,19-Dec,,64.46
0,한화에어로스페이스,12450,11-Dec,1.219512195,78.63
1,한화에어로스페이스,12450,12-Dec,-5.128205128,79.75
2,한화에어로스페이스,12450,13-Dec,-1.298701299,81.65
3,한화에어로스페이스,12450,14-Dec,1.282051282,81.58
4,한화에어로스페이스,12450,15-Dec,2.5,81.36
5,한화에어로스페이스,12450,16-Dec,0,82.3
6,한화에어로스페이스,12450,17-Dec,2.43902439,81.2
7,한화에어로스페이스,12450,18-Dec,0,81.97
8,한화에어로스페이스,12450,19-Dec,-1.234567901,81.8
0,해성디에스,195870,16-Dec,,82.3
1,해성디에스,195870,17-Dec,-1.234567901,81.2
2,해성디에스,195870,18-Dec,3.571428571,81.97
3,해성디에스,195870,19-Dec,1.176470588,81.8
0,해성산업,34810,11-Dec,,0
1,해성산업,34810,12-Dec,,0
2,해성산업,34810,13-Dec,,0
3,해성산업,34810,14-Dec,,0
4,해성산업,34810,15-Dec,,34.76
5,해성산업,34810,16-Dec,,35.235
6,해성산업,34810,17-Dec,,38.005
7,해성산업,34810,18-Dec,,27.97
8,해성산업,34810,19-Dec,,72.15
0,해성옵틱스,76610,13-Dec,,48.57
1,해성옵틱스,76610,14-Dec,10.75268817,50.39
2,해성옵틱스,76610,15-Dec,0,49.29
3,해성옵틱스,76610,16-Dec,3.125,56.81
4,해성옵틱스,76610,17-Dec,2.040816327,64.32
5,해성옵틱스,76610,18-Dec,0,63.41
6,해성옵틱스,76610,19-Dec,-5.376344086,64.46
0,해태제과식품,101530,16-Dec,,71.455
1,해태제과식품,101530,17-Dec,3.174603175,72.655
2,해태제과식품,101530,18-Dec,4.545454545,74.955
3,해태제과식품,101530,19-Dec,1.492537313,79.39
0,핸디소프트,220180,16-Dec,,32.73
1,핸디소프트,220180,17-Dec,6.756756757,35.91
2,핸디소프트,220180,18-Dec,7.5,40.29
3,핸디소프트,220180,19-Dec,-8.108108108,47.1
0,핸즈코퍼레이션,143210,16-Dec,,87.335
1,핸즈코퍼레이션,143210,17-Dec,3.488372093,88.505
2,핸즈코퍼레이션,143210,18-Dec,4.444444444,89.65
3,핸즈코퍼레이션,143210,19-Dec,-3.448275862,89.98
0,헝셩그룹유한회사,900270,15-Dec,,0
1,헝셩그룹유한회사,900270,16-Dec,0,0
2,헝셩그룹유한회사,900270,17-Dec,0,0
3,헝셩그룹유한회사,900270,18-Dec,2.702702703,0
4,헝셩그룹유한회사,900270,19-Dec,-1.369863014,0
0,헥토이노베이션,214180,15-Dec,,8.75
1,헥토이노베이션,214180,16-Dec,,8.05
2,헥토이노베이션,214180,17-Dec,,7.08
3,헥토이노베이션,214180,18-Dec,,0
4,헥토이노베이션,214180,19-Dec,,0
0,헥토파이낸셜,234340,19-Dec,,0
0,헬릭스미스,84990,11-Dec,-57.89473684,0
1,헬릭스미스,84990,12-Dec,5,0
2,헬릭스미스,84990,13-Dec,-122.2222222,0
3,헬릭스미스,84990,14-Dec,,0
4,헬릭스미스,84990,15-Dec,,0
5,헬릭스미스,84990,16-Dec,,3.42
6,헬릭스미스,84990,17-Dec,,27.81
7,헬릭스미스,84990,18-Dec,,50.99
8,헬릭스미스,84990,19-Dec,60.60606061,50.43
0,현대건설,720,11-Dec,2.222222222,90.885
1,현대건설,720,12-Dec,1.098901099,91.785
2,현대건설,720,13-Dec,1.086956522,93.005
3,현대건설,720,14-Dec,0,92.97
4,현대건설,720,15-Dec,-1.098901099,91.755
5,현대건설,720,16-Dec,-1.111111111,90.575
6,현대건설,720,17-Dec,-1.123595506,90.275
7,현대건설,720,18-Dec,1.111111111,89.78
8,현대건설,720,19-Dec,0,90.355
0,현대건설기계,267270,17-Dec,,80.02
1,현대건설기계,267270,18-Dec,2.409638554,81.15
2,현대건설기계,267270,19-Dec,-2.469135802,80.98
0,현대공업,170030,13-Dec,,87.315
1,현대공업,170030,14-Dec,2.298850575,87.805
2,현대공업,170030,15-Dec,0,86.72
3,현대공업,170030,16-Dec,-2.352941176,87.335
4,현대공업,170030,17-Dec,4.494382022,88.505
5,현대공업,170030,18-Dec,6.315789474,89.65
6,현대공업,170030,19-Dec,-3.260869565,89.98
0,현대그린푸드,5440,11-Dec,0,45.165
1,현대그린푸드,5440,12-Dec,0,41.78
2,현대그린푸드,5440,13-Dec,1.149425287,38.49
3,현대그린푸드,5440,14-Dec,0,44.815
4,현대그린푸드,5440,15-Dec,0,44.245
5,현대그린푸드,5440,16-Dec,-1.162790698,46.28
6,현대그린푸드,5440,17-Dec,0,49.505
7,현대그린푸드,5440,18-Dec,-4.87804878,47.625
8,현대그린푸드,5440,19-Dec,1.204819277,44.52
0,현대글로비스,86280,11-Dec,1.086956522,85.88
1,현대글로비스,86280,12-Dec,0,88.8
2,현대글로비스,86280,13-Dec,0,89.695
3,현대글로비스,86280,14-Dec,1.075268817,89.995
4,현대글로비스,86280,15-Dec,-1.086956522,91.325
5,현대글로비스,86280,16-Dec,1.075268817,81.79
6,현대글로비스,86280,17-Dec,0,83.7
7,현대글로비스,86280,18-Dec,0,89.59
8,현대글로비스,86280,19-Dec,0,90.975
0,현대두산인프라코어,42670,11-Dec,2.564102564,73.85
1,현대두산인프라코어,42670,12-Dec,1.265822785,75.13
2,현대두산인프라코어,42670,13-Dec,0,74.77
3,현대두산인프라코어,42670,14-Dec,-1.282051282,76.93
4,현대두산인프라코어,42670,15-Dec,1.265822785,77.48
5,현대두산인프라코어,42670,16-Dec,-2.597402597,78.73
6,현대두산인프라코어,42670,17-Dec,0,80.02
7,현대두산인프라코어,42670,18-Dec,0,81.15
8,현대두산인프라코어,42670,19-Dec,0,80.98
0,현대로템,64350,13-Dec,,88
1,현대로템,64350,14-Dec,3.225806452,91.475
2,현대로템,64350,15-Dec,7,88.85
3,현대로템,64350,16-Dec,-11.11111111,87.545
4,현대로템,64350,17-Dec,3.225806452,88.54
5,현대로템,64350,18-Dec,7.920792079,91.865
6,현대로템,64350,19-Dec,2.884615385,90.035
0,현대리바트,79430,11-Dec,4.87804878,68.32
1,현대리바트,79430,12-Dec,0,70.99
2,현대리바트,79430,13-Dec,-1.234567901,72.77
3,현대리바트,79430,14-Dec,-3.846153846,73.1
4,현대리바트,79430,15-Dec,-1.298701299,75.54
5,현대리바트,79430,16-Dec,0,75.33
6,현대리바트,79430,17-Dec,1.282051282,71.71
7,현대리바트,79430,18-Dec,6.024096386,73.37
8,현대리바트,79430,19-Dec,0,72.68
0,현대모비스,12330,11-Dec,2.352941176,86.155
1,현대모비스,12330,12-Dec,0,87.3
2,현대모비스,12330,13-Dec,1.162790698,87.315
3,현대모비스,12330,14-Dec,0,87.805
4,현대모비스,12330,15-Dec,0,86.72
5,현대모비스,12330,16-Dec,0,87.335
6,현대모비스,12330,17-Dec,1.149425287,88.505
7,현대모비스,12330,18-Dec,0,89.65
8,현대모비스,12330,19-Dec,-1.162790698,89.98
0,현대무벡스,319400,19-Dec,,43.41
0,현대미포조선,10620,11-Dec,10.46511628,82.98
1,현대미포조선,10620,12-Dec,6.52173913,82.985
2,현대미포조선,10620,13-Dec,8,88
3,현대미포조선,10620,14-Dec,11.50442478,91.475
4,현대미포조선,10620,15-Dec,-24.17582418,88.85
5,현대미포조선,10620,16-Dec,-4.597701149,87.545
6,현대미포조선,10620,17-Dec,4.395604396,88.54
7,현대미포조선,10620,18-Dec,2.150537634,91.865
8,현대미포조선,10620,19-Dec,1.063829787,90.035
0,현대바이오랜드,52260,11-Dec,5.454545455,77.91
1,현대바이오랜드,52260,12-Dec,6.779661017,80.41
2,현대바이오랜드,52260,13-Dec,3.278688525,80.36
3,현대바이오랜드,52260,14-Dec,-5.172413793,79.71
4,현대바이오랜드,52260,15-Dec,1.694915254,77.5
5,현대바이오랜드,52260,16-Dec,3.278688525,77.25
6,현대바이오랜드,52260,17-Dec,4.6875,78.45
7,현대바이오랜드,52260,18-Dec,-6.666666667,81.48
8,현대바이오랜드,52260,19-Dec,4.761904762,79.49
0,현대바이오사이언스,48410,11-Dec,3.658536585,78.63
1,현대바이오사이언스,48410,12-Dec,-9.333333333,79.75
2,현대바이오사이언스,48410,13-Dec,3.846153846,81.65
3,현대바이오사이언스,48410,14-Dec,-11.42857143,81.58
4,현대바이오사이언스,48410,15-Dec,0,81.36
5,현대바이오사이언스,48410,16-Dec,-4.47761194,82.3
6,현대바이오사이언스,48410,17-Dec,-24.07407407,81.2
7,현대바이오사이언스,48410,18-Dec,0,81.97
8,현대바이오사이언스,48410,19-Dec,-1.886792453,81.8
0,현대백화점,69960,11-Dec,-17.64705882,45.165
1,현대백화점,69960,12-Dec,0,41.78
2,현대백화점,69960,13-Dec,-6.25,38.49
3,현대백화점,69960,14-Dec,5.882352941,44.815
4,현대백화점,69960,15-Dec,-6.25,44.245
5,현대백화점,69960,16-Dec,5.882352941,46.28
6,현대백화점,69960,17-Dec,0,49.505
7,현대백화점,69960,18-Dec,10.52631579,47.625
8,현대백화점,69960,19-Dec,26.92307692,44.52
0,현대비앤지스틸,4560,11-Dec,1.075268817,90.89
1,현대비앤지스틸,4560,12-Dec,1.063829787,91.46
2,현대비앤지스틸,4560,13-Dec,,91.98
3,현대비앤지스틸,4560,14-Dec,,91.175
4,현대비앤지스틸,4560,15-Dec,,90.055
5,현대비앤지스틸,4560,16-Dec,-4.494382022,89.125
6,현대비앤지스틸,4560,17-Dec,2.197802198,90.23
7,현대비앤지스틸,4560,18-Dec,-1.111111111,91.965
8,현대비앤지스틸,4560,19-Dec,0,92.405
0,현대약품,4310,11-Nov,,41.73
