,회사명,거래소코드,회계년도,매출원가감소율,2011.mid,2012.mid,2013.mid,2014.mid,2015.mid,2016.mid,2017.mid,2018.mid,2019.mid
5519,위메이드맥스,101730,Dec-11,0,5.55,9.16,9.26,9.49,26.25,32.73,35.91,40.29,47.1
5528,위메이드플레이,123420,Dec-11,0,0,0,0,0,0,0,0,13.425,43.41
5537,위스컴,24070,Dec-11,0,82.36,81.89,80.455,81.39,80.885,79.14,82.615,83.27,81.665
5546,위지윅스튜디오,299900,Dec-18,0,71.99,72.91,65.99,77.07,68.27,74.71,83.56,84.29,89.85
5548,위지트,36090,Dec-11,0,0,35.05,48.57,50.39,49.29,56.81,64.32,63.41,64.46
5557,윈스,136540,Dec-11,0,76.05,72.2,75.75,79.68,81.79,82.04,83.55,84.35,82.22
5566,윈팩,97800,Dec-13,0,78.63,79.75,81.65,81.58,81.36,82.3,81.2,81.97,81.8
5573,윈하이텍,192390,Dec-14,0,82.3,81.985,81.55,81.985,83.13,82.425,84.185,84.755,85.49
5579,윌링스,313760,Dec-19,0,79.665,81.545,81.135,81.835,82.075,81.51,83.595,84.085,86.18
5580,윌비스,8600,Dec-11,-2.469135802,80.81,81.77,80.31,80.28,81.66,82.9,82.45,83.32,83.47
5589,유니드,14830,Dec-11,6.25,77.91,80.41,80.36,79.71,77.5,77.25,78.45,81.48,79.49
5598,유니온,910,Dec-11,3.614457831,83.085,80.49,79.905,80.78,77.97,79.26,81.73,82.22,84.125
5607,유니온커뮤니티,203450,Dec-16,0,78.63,79.75,81.65,81.58,81.36,82.3,81.2,81.97,81.8
5611,유니켐,11330,Dec-11,0,90.435,94.07,93.14,45.115,91.32,80.645,80.12,79.695,77.55
5619,유니크,11320,Dec-11,3.488372093,86.155,87.3,87.315,87.805,86.72,87.335,88.505,89.65,89.98
5628,유니테스트,86390,Dec-11,22.58064516,73.85,75.13,74.77,76.93,77.48,78.73,80.02,81.15,80.98
5637,유니테크노,241690,Dec-16,0,86.155,87.3,87.315,87.805,86.72,87.335,88.505,89.65,89.98
5641,유니트론텍,142210,Dec-16,0,80.81,81.77,80.31,80.28,81.66,82.9,82.45,83.32,83.47
5645,유라테크,48430,Dec-11,0,79.665,81.545,81.135,81.835,82.075,81.51,83.595,84.085,86.18
5654,유바이오로직스,206650,Dec-17,0,0,0,0,0,0,3.42,27.81,50.99,50.43
5657,유비케어,32620,Dec-11,-25.64102564,5.55,9.16,9.26,9.49,26.25,32.73,35.91,40.29,47.1
5666,유비쿼스,264450,Dec-17,0,78.63,79.75,81.65,81.58,81.36,82.3,81.2,81.97,81.8
5669,유비쿼스홀딩스,78070,Dec-11,7.142857143,78.63,79.75,81.65,81.58,81.36,82.3,81.2,81.97,81.8
5678,유성티엔에스,24800,Dec-11,2.127659574,91.1,91.44,92.89,91.51,90.67,90.72,92.38,92.23,91.62
5687,유수홀딩스,700,Dec-11,0,0,0,0,0,0,0,0,0,0
5696,유신,54930,Dec-11,0,85.355,84.965,83.825,85.75,83.845,86.755,83.805,83.645,73.735
5705,유씨아이,38340,Dec-11,-1.333333333,78.63,79.75,81.65,81.58,81.36,82.3,81.2,81.97,81.8
5714,유아이디,69330,Dec-11,0,78.63,79.75,81.65,81.58,81.36,82.3,81.2,81.97,81.8
5723,유에스티,263770,Dec-17,0,0,0,0,0,0,0,0,13.425,43.41
5726,유유제약,220,Mar-11,0,41.73,41.84,43.25,44.93,48.21,52.51,52.32,54.69,57.6
5735,유진로봇,56080,Dec-11,0,80.81,81.77,80.31,80.28,81.66,82.9,82.45,83.32,83.47
5744,유진테크,84370,Dec-11,-9.677419355,73.85,75.13,74.77,76.93,77.48,78.73,80.02,81.15,80.98
5753,유테크,178780,Dec-15,0,78.63,79.75,81.65,81.58,81.36,82.3,81.2,81.97,81.8
5758,유티아이,179900,Dec-17,0,78.63,79.75,81.65,81.58,81.36,82.3,81.2,81.97,81.8
5761,유틸렉스,263050,Dec-18,0,41.73,41.84,43.25,44.93,48.21,52.51,52.32,54.69,57.6
5763,유한양행,100,Dec-11,7.936507937,41.73,41.84,43.25,44.93,48.21,52.51,52.32,54.69,57.6
5772,육일씨엔에쓰,191410,Dec-15,0,78.63,79.75,81.65,81.58,81.36,82.3,81.2,81.97,81.8
5777,율호,72770,Dec-11,6.52173913,5.55,9.16,9.26,9.49,26.25,32.73,35.91,40.29,47.1
5786,이건홀딩스,39020,Dec-11,1.149425287,82.3,81.985,81.55,81.985,83.13,82.425,84.185,84.755,85.49
5795,이글루코퍼레이션,67920,Dec-11,0,5.55,9.16,9.26,9.49,26.25,32.73,35.91,40.29,47.1
5804,이글벳,44960,Dec-11,0,41.73,41.84,43.25,44.93,48.21,52.51,52.32,54.69,57.6
5813,이노메트리,302430,Dec-18,0,73.85,75.13,74.77,76.93,77.48,78.73,80.02,81.15,80.98
5815,이노션,214320,Dec-15,0,0,0,0,0,0,0,0,0,0
5820,이노와이어리스,73490,Dec-11,-10.71428571,78.63,79.75,81.65,81.58,81.36,82.3,81.2,81.97,81.8
5829,이노인스트루먼트,215790,Dec-15,0,0,0,0,0,0,0,0,13.425,43.41
5834,이노테라피,246960,Dec-19,0,0,0,0,0,0,3.42,27.81,50.99,50.43
5835,이녹스,88390,Dec-11,-2.666666667,78.63,79.75,81.65,81.58,81.36,82.3,81.2,81.97,81.8
5844,이녹스첨단소재,272290,Dec-17,0,78.63,79.75,81.65,81.58,81.36,82.3,81.2,81.97,81.8
5847,이라이콤,41520,Dec-11,-2.197802198,78.63,79.75,81.65,81.58,81.36,82.3,81.2,81.97,81.8
5856,이랜시스,264850,Dec-17,0,0,0,0,0,0,0,0,13.425,43.41
5859,이랜텍,54210,Dec-11,-1.075268817,78.63,79.75,81.65,81.58,81.36,82.3,81.2,81.97,81.8
5868,이루온,65440,Dec-11,-1.666666667,5.55,9.16,9.26,9.49,26.25,32.73,35.91,40.29,47.1
5877,이마트,139480,Dec-11,0,45.165,41.78,38.49,44.815,44.245,46.28,49.505,47.625,44.52
5886,이미지스테크놀로지,115610,Dec-11,0,78.63,79.75,81.65,81.58,81.36,82.3,81.2,81.97,81.8
5895,이브이수성,84180,Dec-11,0,73.85,75.13,74.77,76.93,77.48,78.73,80.02,81.15,80.98
5904,이브이첨단소재,131400,Dec-11,-6.329113924,78.63,79.75,81.65,81.58,81.36,82.3,81.2,81.97,81.8
5913,이상네트웍스,80010,Dec-11,13.75,80.81,81.77,80.31,80.28,81.66,82.9,82.45,83.32,83.47
5922,이수앱지스,86890,Dec-11,0,41.73,41.84,43.25,44.93,48.21,52.51,52.32,54.69,57.6
5931,이수페타시스,7660,Dec-11,10,78.63,79.75,81.65,81.58,81.36,82.3,81.2,81.97,81.8
5940,이수화학,5950,Dec-11,2.150537634,77.91,80.41,80.36,79.71,77.5,77.25,78.45,81.48,79.49
5949,이스타코,15020,Dec-11,0,0,0,0,0,34.76,35.235,38.005,27.97,72.15
5958,이스트소프트,47560,Dec-11,5.769230769,5.55,9.16,9.26,9.49,26.25,32.73,35.91,40.29,47.1
5967,이씨에스텔레콤,67010,Mar-11,0,76.05,72.2,75.75,79.68,81.79,82.04,83.55,84.35,82.22
5976,이아이디,93230,Dec-11,19.84126984,78.63,79.75,81.65,81.58,81.36,82.3,81.2,81.97,81.8
5985,이엔에프테크놀로지,102710,Dec-11,2.597402597,77.91,80.41,80.36,79.71,77.5,77.25,78.45,81.48,79.49
5994,이엔코퍼레이션,66980,Dec-11,5.319148936,78.63,79.75,81.65,81.58,81.36,82.3,81.2,81.97,81.8
6003,이엔플러스,74610,Dec-11,-5.154639175,73.85,75.13,74.77,76.93,77.48,78.73,80.02,81.15,80.98
6012,이엘피,63760,Dec-17,0,0,35.05,48.57,50.39,49.29,56.81,64.32,63.41,64.46
6015,이엠넷,123570,Dec-11,0,0,0,0,0,0,0,0,0,0
6024,이엠앤아이,83470,Dec-11,-8.045977011,78.63,79.75,81.65,81.58,81.36,82.3,81.2,81.97,81.8
6033,이엠텍,91120,Dec-11,4.494382022,78.63,79.75,81.65,81.58,81.36,82.3,81.2,81.97,81.8
6042,이오테크닉스,39030,Dec-11,8.450704225,73.85,75.13,74.77,76.93,77.48,78.73,80.02,81.15,80.98
6051,이원,17940,Dec-11,-1.086956522,80.81,81.77,80.31,80.28,81.66,82.9,82.45,83.32,83.47
6060,이월드,84680,Dec-11,3.448275862,67.98,72.14,62.29,66.33,69.36,72.25,70.8,70.51,58.36
6069,이즈미디어,181340,Dec-17,0,0,35.05,48.57,50.39,49.29,56.81,64.32,63.41,64.46
6072,이지,37370,Dec-11,6.818181818,77.91,80.41,80.36,79.71,77.5,77.25,78.45,81.48,79.49
6081,이지홀딩스,35810,Dec-11,0,72.41,73.05,72.785,72.72,72.09,71.455,72.655,74.955,79.39
6090,이큐셀,160600,Dec-15,0,73.85,75.13,74.77,76.93,77.48,78.73,80.02,81.15,80.98
6095,이크레더블,92130,Sep-11,0,9.49,39.415,36.13,32.89,8.75,8.05,7.08,0,0
6104,이퓨쳐,134060,Dec-11,0,5.55,9.16,9.26,9.49,26.25,32.73,35.91,40.29,47.1
6113,인디에프,14990,Dec-11,6.153846154,40.48,42.2,41.28,44.43,44.29,43.36,45.09,44.83,43.36
6122,인바디,41830,Dec-11,9.677419355,0,35.05,48.57,50.39,49.29,56.81,64.32,63.41,64.46
6131,인바이오젠,101140,Dec-11,0,80.81,81.77,80.31,80.28,81.66,82.9,82.45,83.32,83.47
6140,인산가,277410,Dec-17,0,0,0,0,0,0,0,0,13.425,43.41
6143,인성정보,33230,Dec-11,0,76.05,72.2,75.75,79.68,81.79,82.04,83.55,84.35,82.22
6152,인스코비,6490,Dec-11,0,80.81,81.77,80.31,80.28,81.66,82.9,82.45,83.32,83.47
6161,인지디스플레이,37330,Dec-11,-1.162790698,78.63,79.75,81.65,81.58,81.36,82.3,81.2,81.97,81.8
6170,인콘,83640,Dec-11,2.816901408,78.63,79.75,81.65,81.58,81.36,82.3,81.2,81.97,81.8
6179,인터로조,119610,Dec-11,0,0,35.05,48.57,50.39,49.29,56.81,64.32,63.41,64.46
6188,인터엠,17250,Sep-11,0,78.63,79.75,81.65,81.58,81.36,82.3,81.2,81.97,81.8
6197,인터플렉스,51370,Dec-11,0,78.63,79.75,81.65,81.58,81.36,82.3,81.2,81.97,81.8
6206,인텍플러스,64290,Dec-11,0,73.85,75.13,74.77,76.93,77.48,78.73,80.02,81.15,80.98
6215,인텔리안테크놀로지스,189300,Dec-16,0,78.63,79.75,81.65,81.58,81.36,82.3,81.2,81.97,81.8
6219,인트로메딕,150840,Dec-13,0,0,35.05,48.57,50.39,49.29,56.81,64.32,63.41,64.46
6226,인트론바이오테크놀로지,48530,Dec-11,0,41.73,41.84,43.25,44.93,48.21,52.51,52.32,54.69,57.6
6235,인팩,23810,Dec-11,0,86.155,87.3,87.315,87.805,86.72,87.335,88.505,89.65,89.98
6244,인포마크,175140,Dec-15,0,78.63,79.75,81.65,81.58,81.36,82.3,81.2,81.97,81.8
6249,인포바인,115310,Dec-11,0,44.24,43.985,47.1,44.345,43.1,38.07,33.39,32.855,42.375
6258,인피니트헬스케어,71200,Dec-11,6.779661017,5.55,9.16,9.26,9.49,26.25,32.73,35.91,40.29,47.1
6267,일승,333430,Dec-19,0,0,0,0,0,0,0,0,13.425,43.41
6268,일신바이오베이스,68330,Dec-11,0,73.85,75.13,74.77,76.93,77.48,78.73,80.02,81.15,80.98
6277,일신석재,7110,Dec-11,0,83.085,80.49,79.905,80.78,77.97,79.26,81.73,82.22,84.125
6286,일야,58450,Dec-11,0,78.63,79.75,81.65,81.58,81.36,82.3,81.2,81.97,81.8
6295,일지테크,19540,Dec-11,3.614457831,86.155,87.3,87.315,87.805,86.72,87.335,88.505,89.65,89.98
6304,일진파워,94820,Dec-11,0,73.85,75.13,74.77,76.93,77.48,78.73,80.02,81.15,80.98
6313,잇츠한불,226320,Dec-15,0,80.81,81.77,80.31,80.28,81.66,82.9,82.45,83.32,83.47
6318,잉크테크,49550,Dec-11,12.5,77.91,80.41,80.36,79.71,77.5,77.25,78.45,81.48,79.49
6327,자비스,254120,Dec-16,0,0,0,0,0,0,0,0,13.425,43.41
6331,자연과환경,43910,Dec-11,27.83505155,90.89,91.46,91.98,91.175,90.055,89.125,90.23,91.965,92.405
6340,장원테크,174880,Dec-16,0,78.63,79.75,81.65,81.58,81.36,82.3,81.2,81.97,81.8
6344,정다운,208140,Dec-14,0,0,0,0,0,0,0,0,13.425,43.41
6350,정상제이엘에스,40420,Dec-11,4.166666667,39.575,41.175,43.375,44.96,56.37,53.67,54.175,47.75,53.78
6359,정원엔시스,45510,Dec-11,0,76.05,72.2,75.75,79.68,81.79,82.04,83.55,84.35,82.22
6368,제넥신,95700,Dec-11,-72.72727273,0,0,0,0,0,3.42,27.81,50.99,50.43
6377,제넨바이오,72520,Dec-11,-10,78.63,79.75,81.65,81.58,81.36,82.3,81.2,81.97,81.8
6386,제노레이,122310,Dec-18,0,0,35.05,48.57,50.39,49.29,56.81,64.32,63.41,64.46
6388,제노포커스,187420,Dec-15,0,41.73,41.84,43.25,44.93,48.21,52.51,52.32,54.69,57.6
6393,제닉,123330,Dec-11,0,77.91,80.41,80.36,79.71,77.5,77.25,78.45,81.48,79.49
6402,제로투세븐,159580,Dec-13,0,80.81,81.77,80.31,80.28,81.66,82.9,82.45,83.32,83.47
6409,제우스,79370,Dec-11,2.5,73.85,75.13,74.77,76.93,77.48,78.73,80.02,81.15,80.98
6418,제이브이엠,54950,Dec-11,0,73.85,75.13,74.77,76.93,77.48,78.73,80.02,81.15,80.98
6427,제이스텍,90470,Dec-11,0,73.85,75.13,74.77,76.93,77.48,78.73,80.02,81.15,80.98
6436,제이시스메디칼,287410,Dec-18,0,0,0,0,0,0,0,0,13.425,43.41
6438,제이에스코퍼레이션,194370,Dec-16,0,90.435,94.07,93.14,45.115,91.32,80.645,80.12,79.695,77.55
6442,제이에스티나,26040,Dec-11,2.380952381,0,35.05,48.57,50.39,49.29,56.81,64.32,63.41,64.46
6451,제이엘케이,322510,Dec-19,0,76.05,72.2,75.75,79.68,81.79,82.04,83.55,84.35,82.22
6452,제이와이피엔터테인먼트,35900,Jun-11,0,73.195,76.1,73.785,82.65,89.585,84.625,79.27,75.61,74.45
6461,제이웨이,58420,Dec-11,0,71.99,72.91,65.99,77.07,68.27,74.71,83.56,84.29,89.85
6470,제이티,89790,Dec-11,0,73.85,75.13,74.77,76.93,77.48,78.73,80.02,81.15,80.98
6479,제이티씨,950170,Feb-19,0,45.165,41.78,38.49,44.815,44.245,46.28,49.505,47.625,44.52
6480,제일기획,30000,Dec-11,2.702702703,0,0,0,0,0,0,0,0,0
6489,제일바이오,52670,Dec-11,0,41.73,41.84,43.25,44.93,48.21,52.51,52.32,54.69,57.6
6498,제일테크노스,38010,Dec-11,-1.136363636,82.3,81.985,81.55,81.985,83.13,82.425,84.185,84.755,85.49
6507,제반도체,80220,Dec-11,25.37313433,78.63,79.75,81.65,81.58,81.36,82.3,81.2,81.97,81.8
6516,제항공,89590,Dec-15,0,0,0,0,0,39.97,40.07,79.785,85.195,94.755
6521,제테마,216080,Dec-19,0,41.73,41.84,43.25,44.93,48.21,52.51,52.32,54.69,57.6
6522,젬백스&카엘,82270,Dec-11,2.857142857,73.85,75.13,74.77,76.93,77.48,78.73,80.02,81.15,80.98
6531,젬백스링크,64800,Dec-11,4,5.55,9.16,9.26,9.49,26.25,32.73,35.91,40.29,47.1
6540,조비,1550,Dec-11,0,77.91,80.41,80.36,79.71,77.5,77.25,78.45,81.48,79.49
6549,조이시티,67000,Dec-11,0,5.55,9.16,9.26,9.49,26.25,32.73,35.91,40.29,47.1
6558,조흥,2600,Dec-11,0,72.41,73.05,72.785,72.72,72.09,71.455,72.655,74.955,79.39
6567,종근당,185750,Dec-13,0,41.73,41.84,43.25,44.93,48.21,52.51,52.32,54.69,57.6
6574,종근당바이오,63160,Dec-11,0,41.73,41.84,43.25,44.93,48.21,52.51,52.32,54.69,57.6
6583,종근당홀딩스,1630,Dec-11,-2.173913043,41.73,41.84,43.25,44.93,48.21,52.51,52.32,54.69,57.6
6592,좋은사람들,33340,Dec-11,5.357142857,40.48,42.2,41.28,44.43,44.29,43.36,45.09,44.83,43.36
6601,연테크,44380,Dec-11,0,78.63,79.75,81.65,81.58,81.36,82.3,81.2,81.97,81.8
6610,중앙디앤엠,51980,Dec-11,-2.5,78.63,79.75,81.65,81.58,81.36,82.3,81.2,81.97,81.8
6619,중앙백신연구소,72020,Dec-11,0,41.73,41.84,43.25,44.93,48.21,52.51,52.32,54.69,57.6
6628,중앙에너비스,440,Sep-11,0,80.81,81.77,80.31,80.28,81.66,82.9,82.45,83.32,83.47
6637,지노믹트리,228760,Dec-19,0,41.73,41.84,43.25,44.93,48.21,52.51,52.32,54.69,57.6
6638,지누스,13890,Dec-19,0,68.32,70.99,72.77,73.1,75.54,75.33,71.71,73.37,72.68
6639,지니뮤직,43610,Dec-11,0,9.49,39.415,36.13,32.89,8.75,8.05,7.08,0,0
6648,지니틱스,303030,Dec-18,0,0,0,0,0,0,0,0,13.425,43.41
6650,지란지교시큐리티,208350,Dec-14,0,0,0,0,0,0,0,0,13.425,43.41
6656,지씨셀,144510,Dec-16,0,73.195,76.1,73.785,82.65,89.585,84.625,79.27,75.61,74.45
6660,지어소프트,51160,Dec-11,4.705882353,5.55,9.16,9.26,9.49,26.25,32.73,35.91,40.29,47.1
6669,지에스,78930,Dec-11,1.265822785,0,0,0,0,0,0,0,0,0
6678,지에스글로벌,1250,Dec-11,1.030927835,80.81,81.77,80.31,80.28,81.66,82.9,82.45,83.32,83.47
6687,지에스리테일,7070,Dec-11,0,45.165,41.78,38.49,44.815,44.245,46.28,49.505,47.625,44.52
6696,지에스이,53050,Dec-11,0,91.06,91.5,92.2,91.89,89.76,87.27,87.11,87.65,86.35
6705,지엔씨에너지,119850,Dec-13,0,79.665,81.545,81.135,81.835,82.075,81.51,83.595,84.085,86.18
6712,지엔코,65060,Dec-11,6.060606061,40.48,42.2,41.28,44.43,44.29,43.36,45.09,44.83,43.36
6721,지투알,35000,Dec-11,0,0,0,0,0,0,0,0,0,0
6730,지티지웰니스,219750,Dec-18,0,0,35.05,48.57,50.39,49.29,56.81,64.32,63.41,64.46
6732,진도,88790,Dec-11,0,80.81,81.77,80.31,80.28,81.66,82.9,82.45,83.32,83.47
6741,진로발효,18120,Dec-11,0,59.36,59.41,58.53,60.8,64.89,65.23,68.2,66.59,68.22
6750,진매트릭스,109820,Dec-11,96.42857143,0,0,0,0,0,3.42,27.81,50.99,50.43
6759,진바이오텍,86060,Dec-11,6.097560976,72.41,73.05,72.785,72.72,72.09,71.455,72.655,74.955,79.39
6768,진성티이씨,36890,Dec-11,-1.204819277,73.85,75.13,74.77,76.93,77.48,78.73,80.02,81.15,80.98
6777,진양홀딩스,100250,Dec-11,0,0,0,0,0,0,0,0,0,0
6786,진에어,272450,Dec-17,0,0,0,0,0,39.97,40.07,79.785,85.195,94.755
6789,차바이오텍,85660,Dec-11,-2.197802198,0,35.05,48.57,50.39,49.29,56.81,64.32,63.41,64.46
6798,창해에탄올,4650,Dec-14,0,59.36,59.41,58.53,60.8,64.89,65.23,68.2,66.59,68.22
6804,천보,278280,Dec-19,0,77.91,80.41,80.36,79.71,77.5,77.25,78.45,81.48,79.49
6805,천일고속,650,Dec-11,0,91.1,91.44,92.89,91.51,90.67,90.72,92.38,92.23,91.62
6814,체리부로,66360,Dec-17,0,72.41,73.05,72.785,72.72,72.09,71.455,72.655,74.955,79.39
6817,체시스,33250,Jun-11,0,86.155,87.3,87.315,87.805,86.72,87.335,88.505,89.65,89.98
6826,초록뱀미디어,47820,Dec-11,-23.07692308,71.99,72.91,65.99,77.07,68.27,74.71,83.56,84.29,89.85
6835,초록뱀이앤엠,131100,Dec-11,0,77.91,80.41,80.36,79.71,77.5,77.25,78.45,81.48,79.49
6843,초록뱀컴퍼니,52300,Dec-11,-4.87804878,85.88,88.8,89.695,89.995,91.325,81.79,83.7,89.59,90.975
6852,초록뱀헬스케어,118000,Dec-11,0,80.81,81.77,80.31,80.28,81.66,82.9,82.45,83.32,83.47
6861,칩스앤미디어,94360,Dec-13,0,5.55,9.16,9.26,9.49,26.25,32.73,35.91,40.29,47.1
6868,카나리아바이오,16790,Dec-18,0,72.41,73.05,72.785,72.72,72.09,71.455,72.655,74.955,79.39
6870,카스,16920,Dec-11,2.857142857,73.85,75.13,74.77,76.93,77.48,78.73,80.02,81.15,80.98
6879,카이노스메드,284620,Dec-18,0,0,0,0,0,0,0,0,13.425,43.41
6881,카카오,35720,Dec-17,0,9.49,39.415,36.13,32.89,8.75,8.05,7.08,0,0
6884,카프로,6380,Dec-11,0,77.91,80.41,80.36,79.71,77.5,77.25,78.45,81.48,79.49
6893,캐리소프트,317530,Dec-19,0,71.99,72.91,65.99,77.07,68.27,74.71,83.56,84.29,89.85
6894,캐스텍코리아,71850,Dec-14,0,86.155,87.3,87.315,87.805,86.72,87.335,88.505,89.65,89.98
6900,캠시스,50110,Dec-11,4.347826087,78.63,79.75,81.65,81.58,81.36,82.3,81.2,81.97,81.8
6909,컴투스,78340,Dec-11,0,5.55,9.16,9.26,9.49,26.25,32.73,35.91,40.29,47.1
6918,컴투스홀딩스,63080,Dec-11,31.81818182,5.55,9.16,9.26,9.49,26.25,32.73,35.91,40.29,47.1
6927,케스피온,79190,Dec-11,17.56756757,78.63,79.75,81.65,81.58,81.36,82.3,81.2,81.97,81.8
6936,케어랩스,263700,Dec-18,0,5.55,9.16,9.26,9.49,26.25,32.73,35.91,40.29,47.1
6938,케어젠,214370,Dec-15,0,41.73,41.84,43.25,44.93,48.21,52.51,52.32,54.69,57.6
6943,케이비지,318000,Dec-19,0,77.91,80.41,80.36,79.71,77.5,77.25,78.45,81.48,79.49
6944,케이사인,192250,Dec-14,0,5.55,9.16,9.26,9.49,26.25,32.73,35.91,40.29,47.1
6950,케이씨,29460,Dec-11,3.571428571,0,35.05,48.57,50.39,49.29,56.81,64.32,63.41,64.46
6959,케이씨씨,2380,Dec-11,3.703703704,77.91,80.41,80.36,79.71,77.5,77.25,78.45,81.48,79.49
6968,케이씨씨건설,21320,Dec-11,1.098901099,90.885,91.785,93.005,92.97,91.755,90.575,90.275,89.78,90.355
6977,케이씨아이,36670,Dec-11,0,77.91,80.41,80.36,79.71,77.5,77.25,78.45,81.48,79.49
6986,케이씨에스,115500,Dec-11,0,76.05,72.2,75.75,79.68,81.79,82.04,83.55,84.35,82.22
6995,케이씨텍,281820,Dec-17,0,0,35.05,48.57,50.39,49.29,56.81,64.32,63.41,64.46
6998,케이씨티,89150,Dec-11,0,76.05,72.2,75.75,79.68,81.79,82.04,83.55,84.35,82.22
7007,케이씨티시,9070,Dec-11,-2.380952381,91.1,91.44,92.89,91.51,90.67,90.72,92.38,92.23,91.62
7016,케이씨피드,25880,Dec-11,-1.162790698,72.41,73.05,72.785,72.72,72.09,71.455,72.655,74.955,79.39
7025,케이아이엔엑스,93320,Dec-11,0,9.49,39.415,36.13,32.89,8.75,8.05,7.08,0,0
7034,케이에스에스해운,44450,Dec-11,5.194805195,100.37,101.99,95.03,83.78,84.54,89.72,88.22,89.18,87.88
7043,케이에스피,73010,Dec-11,0,73.85,75.13,74.77,76.93,77.48,78.73,80.02,81.15,80.98
7052,케이에이치바텍,60720,Dec-11,1.136363636,78.63,79.75,81.65,81.58,81.36,82.3,81.2,81.97,81.8
7061,케이에이치필룩스,33180,Dec-11,1.333333333,78.63,79.75,81.65,81.58,81.36,82.3,81.2,81.97,81.8
7070,케이엑스이노베이션,122450,Dec-11,0,56.11,61.55,61.26,65.28,66.25,68.88,64.91,65.53,67.59
7079,케이엑스하이텍,52900,Dec-11,8.888888889,82.36,81.89,80.455,81.39,80.885,79.14,82.615,83.27,81.665
7088,케이엔더블유,105330,Dec-11,2.409638554,82.36,81.89,80.455,81.39,80.885,79.14,82.615,83.27,81.665
7097,케이엔엔,58400,Dec-11,-1.694915254,56.11,61.55,61.26,65.28,66.25,68.88,64.91,65.53,67.59
7106,케이엔제이,272110,Dec-19,0,73.85,75.13,74.77,76.93,77.48,78.73,80.02,81.15,80.98
7107,케이엘넷,39420,Dec-11,0,44.24,43.985,47.1,44.345,43.1,38.07,33.39,32.855,42.375
7116,케이엠,83550,Dec-11,2.409638554,82.36,81.89,80.455,81.39,80.885,79.14,82.615,83.27,81.665
7125,케이엠더블유,32500,Dec-11,13.15789474,78.63,79.75,81.65,81.58,81.36,82.3,81.2,81.97,81.8
7134,케이이씨,92220,Dec-11,4.210526316,78.63,79.75,81.65,81.58,81.36,82.3,81.2,81.97,81.8
7143,케이지모빌리언스,46440,Dec-11,-5.084745763,5.55,9.16,9.26,9.49,26.25,32.73,35.91,40.29,47.1
7152,케이지이니시스,35600,Dec-11,-3.896103896,5.55,9.16,9.26,9.49,26.25,32.73,35.91,40.29,47.1
7161,케이티,30200,Dec-11,0,44.24,43.985,47.1,44.345,43.1,38.07,33.39,32.855,42.375
7170,케이티서브마린,60370,Dec-11,0,89.535,90.605,90.66,91.65,90.545,89.99,90.27,88.535,90.84
7179,케이티스카이라이프,53210,Dec-11,0,56.11,61.55,61.26,65.28,66.25,68.88,64.91,65.53,67.59
7188,케이티씨에스,58850,Dec-11,0,9.49,39.415,36.13,32.89,8.75,8.05,7.08,0,0
7197,케이티아이에스,58860,Dec-11,0,9.49,39.415,36.13,32.89,8.75,8.05,7.08,0,0
7206,케이티알파,36030,Dec-11,2.105263158,44.24,43.985,47.1,44.345,43.1,38.07,33.39,32.855,42.375
7215,케이티앤지,33780,Dec-11,2.325581395,38.92,37.54,37.29,38.5,33.52,35.34,36.51,37.24,38.47
7224,케이프,64820,Dec-11,0,82.98,82.985,88,91.475,88.85,87.545,88.54,91.865,90.035
7233,케이피에스,256940,Dec-17,0,73.85,75.13,74.77,76.93,77.48,78.73,80.02,81.15,80.98
7236,케이피에프,24880,Dec-11,1.149425287,82.3,81.985,81.55,81.985,83.13,82.425,84.185,84.755,85.49
7245,케이피엠테크,42040,Dec-11,6.315789474,77.91,80.41,80.36,79.71,77.5,77.25,78.45,81.48,79.49
7254,케이피티유,54410,Dec-11,-7.317073171,82.3,81.985,81.55,81.985,83.13,82.425,84.185,84.755,85.49
7263,케일럼,258610,Dec-17,0,82.3,81.985,81.55,81.985,83.13,82.425,84.185,84.755,85.49
7266,켐온,217600,Dec-15,0,0,0,0,0,0,0,0,13.425,43.41
7271,켐트로닉스,89010,Dec-11,0,78.63,79.75,81.65,81.58,81.36,82.3,81.2,81.97,81.8
7280,켐트로스,220260,Dec-15,0,0,0,0,0,0,0,0,13.425,43.41
7285,코다코,46070,Dec-11,0,86.155,87.3,87.315,87.805,86.72,87.335,88.505,89.65,89.98
7294,코데즈컴바인,47770,Dec-11,6.976744186,40.48,42.2,41.28,44.43,44.29,43.36,45.09,44.83,43.36
7303,코디,80530,Dec-11,0,73.85,75.13,74.77,76.93,77.48,78.73,80.02,81.15,80.98
7312,코디엠,224060,Dec-15,0,73.85,75.13,74.77,76.93,77.48,78.73,80.02,81.15,80.98
7317,코렌텍,104540,Dec-13,0,0,35.05,48.57,50.39,49.29,56.81,64.32,63.41,64.46
7324,코리아나화장품,27050,Dec-11,4.761904762,77.91,80.41,80.36,79.71,77.5,77.25,78.45,81.48,79.49
7333,코리아센터,290510,Dec-19,0,5.55,9.16,9.26,9.49,26.25,32.73,35.91,40.29,47.1
7334,코리아써키트,7810,Dec-11,2.083333333,78.63,79.75,81.65,81.58,81.36,82.3,81.2,81.97,81.8
7343,코리아에스이,101670,Dec-11,0,82.3,81.985,81.55,81.985,83.13,82.425,84.185,84.755,85.49
