,회사명,회계년도,거래소코드_x,매출원가율,매출원가율여부,거래소코드_y,매출원가감소율,산업중간값
1765,마니커,17-Dec,27740,0.88,,27740,-4.545454545,72.655
1766,마니커,18-Dec,27740,0.91,,27740,3.296703297,74.955
1767,마니커,19-Dec,27740,0.97,,27740,6.18556701,79.39
1768,마이크로로봇,14-Dec,182690,1,,182690,,81.58
1769,마이크로로봇,15-Dec,182690,1,,182690,,81.36
1770,마이크로로봇,16-Dec,182690,1,,182690,,82.3
1771,마이크로로봇,17-Dec,182690,1.22,,182690,,81.2
1772,마이크로로봇,18-Dec,182690,1.4,,182690,12.85714286,81.97
1773,마이크로로봇,19-Dec,182690,1.15,,182690,-21.73913043,81.8
1774,마이크로컨텍솔루션,11-Dec,98120,1,,98120,,79.665
1775,마이크로컨텍솔루션,12-Dec,98120,0.67,,98120,,81.545
1776,마이크로컨텍솔루션,13-Dec,98120,0.7,,98120,4.285714286,81.135
1777,마이크로컨텍솔루션,14-Dec,98120,0.67,,98120,-4.47761194,81.835
1778,마이크로컨텍솔루션,15-Dec,98120,0.78,,98120,14.1025641,82.075
1779,마이크로컨텍솔루션,16-Dec,98120,0.89,,98120,12.35955056,81.51
1780,마이크로컨텍솔루션,17-Dec,98120,0.92,,98120,3.260869565,83.595
1781,마이크로컨텍솔루션,18-Dec,98120,0.97,,98120,5.154639175,84.085
1782,마이크로컨텍솔루션,19-Dec,98120,0.85,,98120,-14.11764706,86.18
1783,마이크로프랜드,16-Dec,147760,1,,147760,,56.81
1784,마이크로프랜드,17-Dec,147760,1,,147760,,64.32
1785,마이크로프랜드,18-Dec,147760,1,,147760,,63.41
1786,마이크로프랜드,19-Dec,147760,1,,147760,,64.46
1787,마크로젠,11-Dec,38290,0.53,,38290,-5.660377358,0.0
1788,마크로젠,12-Dec,38290,0.58,,38290,8.620689655,0.0
1789,마크로젠,13-Dec,38290,0.56,,38290,-3.571428571,0.0
1790,마크로젠,14-Dec,38290,0.6,,38290,6.666666667,0.0
1791,마크로젠,15-Dec,38290,0.67,,38290,10.44776119,0.0
1792,마크로젠,16-Dec,38290,0.67,,38290,0,3.42
1793,마크로젠,17-Dec,38290,0.67,,38290,0,27.81
1794,마크로젠,18-Dec,38290,0.67,,38290,0,50.99
1795,마크로젠,19-Dec,38290,0.68,,38290,1.470588235,50.43
1796,매직마이크로,15-Dec,127160,0.88,,127160,,82.075
1797,매직마이크로,16-Dec,127160,1,,127160,12,81.51
1798,매직마이크로,17-Dec,127160,0.96,,127160,-4.166666667,83.595
1799,매직마이크로,18-Dec,127160,0.86,,127160,-11.62790698,84.085
1800,매직마이크로,19-Dec,127160,0.89,,127160,3.370786517,86.18
1801,메가스터디,11-Dec,72870,0.39,,72870,0,39.575
1802,메가스터디,12-Dec,72870,0.39,,72870,0,41.175
1803,메가스터디,13-Dec,72870,0.39,,72870,0,43.375
1804,메가스터디,14-Dec,72870,0.4,,72870,2.5,44.96
1805,메가스터디,15-Dec,72870,0.58,,72870,31.03448276,56.37
1806,메가스터디,16-Dec,72870,0.49,,72870,-18.36734694,53.67
1807,메가스터디,17-Dec,72870,0.53,,72870,7.547169811,54.175
1808,메가스터디,18-Dec,72870,0.47,,72870,-12.76595745,47.75
1809,메가스터디,19-Dec,72870,0.49,,72870,4.081632653,53.78
1810,메가엠디,15-Dec,133750,0.35,,133750,,56.37
1811,메가엠디,16-Dec,133750,0.37,,133750,5.405405405,53.67
1812,메가엠디,17-Dec,133750,0.42,,133750,11.9047619,54.175
1813,메가엠디,18-Dec,133750,0.37,,133750,-13.51351351,47.75
1814,메가엠디,19-Dec,133750,0.4,,133750,7.5,53.78
1815,메디앙스,11-Dec,14100,1,,14100,,77.91
1816,메디앙스,12-Dec,14100,1,,14100,,80.41
1817,메디앙스,13-Dec,14100,0.52,,14100,,80.36
1818,메디앙스,14-Dec,14100,0.48,,14100,-8.333333333,79.71
1819,메디앙스,15-Dec,14100,0.45,,14100,-6.666666667,77.5
1820,메디앙스,16-Dec,14100,0.47,,14100,4.255319149,77.25
1821,메디앙스,17-Dec,14100,0.47,,14100,0,78.45
1822,메디앙스,18-Dec,14100,0.46,,14100,-2.173913043,81.48
1823,메디앙스,19-Dec,14100,0.54,,14100,14.81481481,79.49
1824,메디포스트,11-Dec,78160,0.44,,78160,-18.18181818,41.73
1825,메디포스트,12-Dec,78160,0.54,,78160,18.51851852,41.84
1826,메디포스트,13-Dec,78160,0.53,,78160,-1.886792453,43.25
1827,메디포스트,14-Dec,78160,0.55,,78160,3.636363636,44.93
1828,메디포스트,15-Dec,78160,0.41,,78160,-34.14634146,48.21
1829,메디포스트,16-Dec,78160,0.45,,78160,8.888888889,52.51
1830,메디포스트,17-Dec,78160,0.4,,78160,-12.5,52.32
1831,메디포스트,18-Dec,78160,0.36,,78160,-11.11111111,54.69
1832,메디포스트,19-Dec,78160,0.37,,78160,2.702702703,57.6
1833,메디프론디비티,11-Dec,65650,1,,65650,,80.81
1834,메디프론디비티,12-Dec,65650,1,,65650,,81.77
1835,메디프론디비티,13-Dec,65650,1,,65650,,80.31
1836,메디프론디비티,14-Dec,65650,1,,65650,,80.28
1837,메디프론디비티,15-Dec,65650,1,,65650,,81.66
1838,메디프론디비티,16-Dec,65650,1,,65650,,82.9
1839,메디프론디비티,17-Dec,65650,1,,65650,,82.45
1840,메디프론디비티,18-Dec,65650,1,,65650,,83.32
1841,메디프론디비티,19-Dec,65650,1,,65650,,83.47
1842,메지온,12-Dec,140410,1,,140410,,0.0
1843,메지온,13-Dec,140410,1,,140410,,0.0
1844,메지온,14-Dec,140410,1,,140410,,0.0
1845,메지온,15-Dec,140410,1,,140410,,0.0
1846,메지온,16-Dec,140410,0.43,,140410,,3.42
1847,메지온,17-Dec,140410,0.84,,140410,48.80952381,27.81
1848,메지온,18-Dec,140410,0.83,,140410,-1.204819277,50.99
1849,메지온,19-Dec,140410,0.84,,140410,1.19047619,50.43
1850,메타랩스,11-Dec,90370,0.36,,90370,-2.777777778,40.48
1851,메타랩스,12-Dec,90370,0.38,,90370,5.263157895,42.2
1852,메타랩스,13-Dec,90370,0.36,,90370,-5.555555556,41.28
1853,메타랩스,14-Dec,90370,0.35,,90370,-2.857142857,44.43
1854,메타랩스,15-Dec,90370,0.52,,90370,32.69230769,44.29
1855,메타랩스,16-Dec,90370,0.64,,90370,18.75,43.36
1856,메타랩스,17-Dec,90370,0.69,,90370,7.246376812,45.09
1857,메타랩스,18-Dec,90370,0.6,,90370,-15,44.83
1858,메타랩스,19-Dec,90370,0.67,,90370,10.44776119,43.36
1859,메타바이오메드,11-Dec,59210,0.52,,59210,3.846153846,41.73
1860,메타바이오메드,12-Dec,59210,0.64,,59210,18.75,41.84
1861,메타바이오메드,13-Dec,59210,0.7,,59210,8.571428571,43.25
1862,메타바이오메드,14-Dec,59210,0.72,,59210,2.777777778,44.93
1863,메타바이오메드,15-Dec,59210,0.62,,59210,-16.12903226,48.21
1864,메타바이오메드,16-Dec,59210,0.64,,59210,3.125,52.51
1865,메타바이오메드,17-Dec,59210,0.68,,59210,5.882352941,52.32
1866,메타바이오메드,18-Dec,59210,0.72,,59210,5.555555556,54.69
1867,메타바이오메드,19-Dec,59210,0.56,,59210,-28.57142857,57.6
1868,멕아이씨에스,15-Dec,58110,1,,58110,,49.29
1869,멕아이씨에스,16-Dec,58110,0.57,,58110,,56.81
1870,멕아이씨에스,17-Dec,58110,0.59,,58110,3.389830508,64.32
1871,멕아이씨에스,18-Dec,58110,0.61,,58110,3.278688525,63.41
1872,멕아이씨에스,19-Dec,58110,0.57,,58110,-7.01754386,64.46
1873,멜파스,11-Dec,96640,1,,96640,,78.63
1874,멜파스,12-Dec,96640,1,,96640,,79.75
1875,멜파스,13-Dec,96640,1,,96640,,81.65
1876,멜파스,14-Dec,96640,1,,96640,,81.58
1877,멜파스,15-Dec,96640,1,,96640,,81.36
1878,멜파스,16-Dec,96640,1,,96640,,82.3
1879,멜파스,17-Dec,96640,1,,96640,,81.2
1880,멜파스,18-Dec,96640,1,,96640,,81.97
1881,멜파스,19-Dec,96640,0.84,,96640,,81.8
1882,명문제약,11-Dec,17180,0.45,,17180,0,41.73
1883,명문제약,12-Dec,17180,0.54,,17180,16.66666667,41.84
1884,명문제약,13-Dec,17180,0.51,,17180,-5.882352941,43.25
1885,명문제약,14-Dec,17180,0.49,,17180,-4.081632653,44.93
1886,명문제약,15-Dec,17180,0.5,,17180,2,48.21
1887,명문제약,16-Dec,17180,0.46,,17180,-8.695652174,52.51
1888,명문제약,17-Dec,17180,0.43,,17180,-6.976744186,52.32
1889,명문제약,18-Dec,17180,0.5,,17180,14,54.69
1890,명문제약,19-Dec,17180,0.54,,17180,7.407407407,57.6
1891,모나리자,11-Dec,12690,1,,12690,,87.015
1892,모나리자,12-Dec,12690,1,,12690,,83.365
1893,모나리자,13-Dec,12690,1,,12690,,84.915
1894,모나리자,14-Dec,12690,1,,12690,,85.41
1895,모나리자,15-Dec,12690,1,,12690,,85.895
1896,모나리자,16-Dec,12690,1,,12690,,85.305
1897,모나리자,17-Dec,12690,1,,12690,,88.34
1898,모나리자,18-Dec,12690,1,,12690,,84.105
1899,모나리자,19-Dec,12690,1,,12690,,84.59
1900,모나미,11-Dec,5360,0.8,,5360,-2.5,80.81
1901,모나미,12-Dec,5360,0.8,,5360,0,81.77
1902,모나미,13-Dec,5360,0.72,,5360,-11.11111111,80.31
1903,모나미,14-Dec,5360,0.65,,5360,-10.76923077,80.28
1904,모나미,15-Dec,5360,0.63,,5360,-3.174603175,81.66
1905,모나미,16-Dec,5360,0.63,,5360,0,82.9
1906,모나미,17-Dec,5360,0.62,,5360,-1.612903226,82.45
1907,모나미,18-Dec,5360,0.64,,5360,3.125,83.32
1908,모나미,19-Dec,5360,0.65,,5360,1.538461538,83.47
1909,모두투어네트워크,11-Dec,80160,0,,80160,,0.0
1910,모두투어네트워크,12-Dec,80160,0.01,,80160,100,16.675
1911,모두투어네트워크,13-Dec,80160,0.01,,80160,0,24.03
1912,모두투어네트워크,14-Dec,80160,0.02,,80160,50,3.835
1913,모두투어네트워크,15-Dec,80160,0.04,,80160,50,3.72
1914,모두투어네트워크,16-Dec,80160,0.05,,80160,20,1.06
1915,모두투어네트워크,17-Dec,80160,0.04,,80160,-25,0.0
1916,모두투어네트워크,18-Dec,80160,0.24,,80160,83.33333333,1.985
1917,모두투어네트워크,19-Dec,80160,0.18,,80160,-33.33333333,2.785
1918,모바일리더,11-Dec,100030,1,,100030,,5.55
1919,모바일리더,12-Dec,100030,0.67,,100030,,9.16
1920,모바일리더,13-Dec,100030,0.61,,100030,-9.836065574,9.26
1921,모바일리더,14-Dec,100030,0.67,,100030,8.955223881,9.49
1922,모바일리더,15-Dec,100030,0.74,,100030,9.459459459,26.25
1923,모바일리더,16-Dec,100030,0.65,,100030,-13.84615385,32.73
1924,모바일리더,17-Dec,100030,0.61,,100030,-6.557377049,35.91
1925,모바일리더,18-Dec,100030,0.49,,100030,-24.48979592,40.29
1926,모바일리더,19-Dec,100030,0.62,,100030,20.96774194,47.1
1927,모바일어플라이언스,17-Dec,87260,0.81,,87260,,35.91
1928,모바일어플라이언스,18-Dec,87260,0.8,,87260,-1.25,40.29
1929,모바일어플라이언스,19-Dec,87260,0.7,,87260,-14.28571429,47.1
1930,모베이스전자,11-Dec,12860,0.87,,12860,-2.298850575,86.155
1931,모베이스전자,12-Dec,12860,0.9,,12860,3.333333333,87.3
1932,모베이스전자,13-Dec,12860,0.87,,12860,-3.448275862,87.315
1933,모베이스전자,14-Dec,12860,0.87,,12860,0,87.805
1934,모베이스전자,15-Dec,12860,0.89,,12860,2.247191011,86.72
1935,모베이스전자,16-Dec,12860,0.91,,12860,2.197802198,87.335
1936,모베이스전자,17-Dec,12860,0.95,,12860,4.210526316,88.505
1937,모베이스전자,18-Dec,12860,0.92,,12860,-3.260869565,89.65
1938,모베이스전자,19-Dec,12860,0.92,,12860,0,89.98
1939,모아텍,11-Dec,33200,0.91,,33200,6.593406593,79.75
1940,모아텍,12-Dec,33200,0.91,,33200,0,81.65
1941,모아텍,13-Dec,33200,0.94,,33200,3.191489362,81.58
1942,모아텍,14-Dec,33200,0.91,,33200,-3.296703297,81.36
1943,모아텍,15-Dec,33200,0.88,,33200,-3.409090909,82.3
1944,모아텍,16-Dec,33200,0.83,,33200,-6.024096386,81.2
1945,모트렉스,17-Dec,118990,0.75,,118990,,88.505
1946,모트렉스,18-Dec,118990,0.84,,118990,10.71428571,89.65
1947,모트렉스,19-Dec,118990,0.86,,118990,2.325581395,89.98
1948,무림에스피,11-Dec,1810,1,,1810,,87.015
1949,무림에스피,12-Dec,1810,0.86,,1810,,83.365
1950,무림에스피,13-Dec,1810,0.85,,1810,-1.176470588,84.915
1951,무림에스피,14-Dec,1810,0.84,,1810,-1.19047619,85.41
1952,무림에스피,15-Dec,1810,0.86,,1810,2.325581395,85.895
1953,무림에스피,16-Dec,1810,0.85,,1810,-1.176470588,85.305
1954,무림에스피,17-Dec,1810,0.86,,1810,1.162790698,88.34
1955,무림에스피,18-Dec,1810,0.89,,1810,3.370786517,84.105
1956,무림에스피,19-Dec,1810,0.91,,1810,2.197802198,84.59
1957,무림페이퍼,11-Dec,9200,0.85,,9200,7.058823529,87.015
1958,무림페이퍼,12-Dec,9200,0.84,,9200,-1.19047619,83.365
1959,무림페이퍼,13-Dec,9200,0.82,,9200,-2.43902439,84.915
1960,무림페이퍼,14-Dec,9200,0.86,,9200,4.651162791,85.41
1961,무림페이퍼,15-Dec,9200,0.83,,9200,-3.614457831,85.895
1962,무림페이퍼,16-Dec,9200,0.87,,9200,4.597701149,85.305
1963,무림페이퍼,17-Dec,9200,0.83,,9200,-4.819277108,88.34
1964,무림페이퍼,18-Dec,9200,0.81,,9200,-2.469135802,84.105
1965,무림페이퍼,19-Dec,9200,0.86,,9200,5.813953488,84.59
1966,무림피앤피,11-Dec,9580,0.86,,9580,9.302325581,87.015
1967,무림피앤피,12-Dec,9580,0.85,,9580,-1.176470588,83.365
1968,무림피앤피,13-Dec,9580,0.83,,9580,-2.409638554,84.915
1969,무림피앤피,14-Dec,9580,0.88,,9580,5.681818182,85.41
1970,무림피앤피,15-Dec,9580,0.86,,9580,-2.325581395,85.895
1971,무림피앤피,16-Dec,9580,0.9,,9580,4.444444444,85.305
1972,무림피앤피,17-Dec,9580,0.84,,9580,-7.142857143,88.34
1973,무림피앤피,18-Dec,9580,0.78,,9580,-7.692307692,84.105
1974,무림피앤피,19-Dec,9580,0.85,,9580,8.235294118,84.59
1975,무학,11-Dec,33920,0.55,,33920,-3.636363636,59.36
1976,무학,12-Dec,33920,0.56,,33920,1.785714286,59.41
1977,무학,13-Dec,33920,0.54,,33920,-3.703703704,58.53
1978,무학,14-Dec,33920,0.52,,33920,-3.846153846,60.8
1979,무학,15-Dec,33920,0.54,,33920,3.703703704,64.89
1980,무학,16-Dec,33920,0.52,,33920,-3.846153846,65.23
1981,무학,17-Dec,33920,0.55,,33920,5.454545455,68.2
1982,무학,18-Dec,33920,0.6,,33920,8.333333333,66.59
1983,무학,19-Dec,33920,0.63,,33920,4.761904762,68.22
1984,문배철강,11-Dec,8420,1,,8420,,90.89
1985,문배철강,12-Dec,8420,1,,8420,,91.46
1986,문배철강,13-Dec,8420,1,,8420,,91.98
1987,문배철강,14-Dec,8420,1,,8420,,91.175
1988,문배철강,15-Dec,8420,1,,8420,,90.055
1989,문배철강,16-Dec,8420,1,,8420,,89.125
1990,문배철강,17-Dec,8420,1,,8420,,90.23
1991,문배철강,18-Dec,8420,1,,8420,,91.965
1992,문배철강,19-Dec,8420,1,,8420,,92.405
1993,미래나노텍,11-Dec,95500,0.84,,95500,0,82.36
1994,미래나노텍,12-Dec,95500,0.76,,95500,-10.52631579,81.89
1995,미래나노텍,13-Dec,95500,0.87,,95500,12.64367816,80.455
1996,미래나노텍,14-Dec,95500,0.93,,95500,6.451612903,81.39
1997,미래나노텍,15-Dec,95500,0.82,,95500,-13.41463415,80.885
1998,미래나노텍,16-Dec,95500,0.81,,95500,-1.234567901,79.14
1999,미래나노텍,17-Dec,95500,0.83,,95500,2.409638554,82.615
2000,미래나노텍,18-Dec,95500,0.85,,95500,2.352941176,83.27
2001,미래나노텍,19-Dec,95500,0.86,,95500,1.162790698,81.665
2002,미래산업,11-Dec,25560,0.83,,25560,9.638554217,0.0
2003,미래산업,12-Dec,25560,0.95,,25560,12.63157895,35.05
2004,미래산업,13-Dec,25560,0.77,,25560,-23.37662338,48.57
2005,미래산업,14-Dec,25560,0.87,,25560,11.49425287,50.39
2006,미래산업,15-Dec,25560,0.71,,25560,-22.53521127,49.29
2007,미래산업,16-Dec,25560,0.84,,25560,15.47619048,56.81
2008,미래산업,17-Dec,25560,0.88,,25560,4.545454545,64.32
2009,미래산업,18-Dec,25560,1.03,,25560,14.5631068,63.41
2010,미래산업,19-Dec,25560,0.82,,25560,-25.6097561,64.46
2011,미래아이앤지,11-Dec,7120,0.68,,7120,-2.941176471,78.63
2012,미래아이앤지,12-Dec,7120,0.74,,7120,8.108108108,79.75
2013,미래아이앤지,13-Dec,7120,0.72,,7120,-2.777777778,81.65
2014,미래아이앤지,14-Dec,7120,0.74,,7120,2.702702703,81.58
2015,미래아이앤지,15-Dec,7120,0.64,,7120,-15.625,81.36
2016,미래아이앤지,16-Dec,7120,0.7,,7120,8.571428571,82.3
2017,미래아이앤지,17-Dec,7120,0.69,,7120,-1.449275362,81.2
2018,미래아이앤지,18-Dec,7120,0.76,,7120,9.210526316,81.97
2019,미래아이앤지,19-Dec,7120,0.72,,7120,-5.555555556,81.8
2020,미래컴퍼니,11-Dec,49950,0.73,,49950,-9.589041096,73.85
2021,미래컴퍼니,12-Dec,49950,0.62,,49950,-17.74193548,75.13
2022,미래컴퍼니,13-Dec,49950,0.7,,49950,11.42857143,74.77
2023,미래컴퍼니,14-Dec,49950,0.8,,49950,12.5,76.93
2024,미래컴퍼니,15-Dec,49950,0.71,,49950,-12.67605634,77.48
2025,미래컴퍼니,16-Dec,49950,0.72,,49950,1.388888889,78.73
2026,미래컴퍼니,17-Dec,49950,0.65,,49950,-10.76923077,80.02
2027,미래컴퍼니,18-Dec,49950,0.75,,49950,13.33333333,81.15
2028,미래컴퍼니,19-Dec,49950,0.72,,49950,-4.166666667,80.98
2029,미코,11-Dec,59090,0.65,,59090,7.692307692,78.63
2030,미코,12-Dec,59090,0.61,,59090,-6.557377049,79.75
2031,미코,13-Dec,59090,0.72,,59090,15.27777778,81.65
2032,미코,14-Dec,59090,0.65,,59090,-10.76923077,81.58
2033,미코,15-Dec,59090,0.57,,59090,-14.03508772,81.36
2034,미코,16-Dec,59090,0.55,,59090,-3.636363636,82.3
2035,미코,17-Dec,59090,0.54,,59090,-1.851851852,81.2
2036,미코,18-Dec,59090,0.54,,59090,0,81.97
2037,미코,19-Dec,59090,0.54,,59090,0,81.8
2038,바른손이앤에이,11-Dec,35620,0,,35620,,5.55
2039,바른손이앤에이,12-Dec,35620,0,,35620,,9.16
2040,바른손이앤에이,13-Dec,35620,0.01,,35620,,9.26
2041,바른손이앤에이,14-Dec,35620,3.67,,35620,,9.49
2042,바른손이앤에이,15-Dec,35620,0.95,,35620,,26.25
2043,바른손이앤에이,16-Dec,35620,0.81,,35620,,32.73
2044,바른손이앤에이,17-Dec,35620,0.61,,35620,,35.91
2045,바른손이앤에이,18-Dec,35620,0.76,,35620,,40.29
2046,바른손이앤에이,19-Dec,35620,1.28,,35620,,47.1
2047,바른전자,11-Dec,64520,0.91,,64520,2.197802198,78.63
2048,바른전자,12-Dec,64520,0.88,,64520,-3.409090909,79.75
2049,바른전자,13-Dec,64520,0.91,,64520,3.296703297,81.65
2050,바른전자,14-Dec,64520,1,,64520,,81.58
2051,바른전자,15-Dec,64520,0.91,,64520,,81.36
2052,바른전자,16-Dec,64520,0.93,,64520,2.150537634,82.3
2053,바른전자,17-Dec,64520,1.04,,64520,10.57692308,81.2
2054,바른전자,18-Dec,64520,1.1,,64520,5.454545455,81.97
2055,바른전자,19-Dec,64520,1.14,,64520,3.50877193,81.8
2056,바이넥스,11-Dec,53030,0.46,,53030,,41.73
2057,바이넥스,12-Dec,53030,0.53,,53030,13.20754717,41.84
2058,바이넥스,13-Dec,53030,0.67,,53030,20.89552239,43.25
2059,바이넥스,14-Dec,53030,1,,53030,,44.93
2060,바이넥스,15-Dec,53030,1,,53030,,48.21
2061,바이넥스,16-Dec,53030,0.63,,53030,,52.51
2062,바이넥스,17-Dec,53030,0.64,,53030,1.5625,52.32
2063,바이넥스,18-Dec,53030,0.54,,53030,-18.51851852,54.69
2064,바이넥스,19-Dec,53030,0.55,,53030,1.818181818,57.6
2065,바이오니아,11-Dec,64550,0.5,,64550,2,41.73
2066,바이오니아,12-Dec,64550,0.44,,64550,-13.63636364,41.84
2067,바이오니아,13-Dec,64550,0.39,,64550,-12.82051282,43.25
2068,바이오니아,14-Dec,64550,0.42,,64550,7.142857143,44.93
2069,바이오니아,15-Dec,64550,0.39,,64550,-7.692307692,48.21
2070,바이오니아,16-Dec,64550,0.47,,64550,17.0212766,52.51
2071,바이오니아,17-Dec,64550,0.41,,64550,-14.63414634,52.32
2072,바이오니아,18-Dec,64550,0.46,,64550,10.86956522,54.69
2073,바이오니아,19-Dec,64550,0.47,,64550,2.127659574,57.6
2074,바이오톡스텍,11-Dec,86040,0.6,,86040,-13.33333333,0.0
2075,바이오톡스텍,12-Dec,86040,0.75,,86040,20,0.0
2076,바이오톡스텍,13-Dec,86040,0.81,,86040,7.407407407,0.0
2077,바이오톡스텍,14-Dec,86040,0.89,,86040,8.988764045,0.0
2078,바이오톡스텍,15-Dec,86040,0.82,,86040,-8.536585366,0.0
2079,바이오톡스텍,16-Dec,86040,0.67,,86040,-22.3880597,3.42
2080,바이오톡스텍,17-Dec,86040,0.64,,86040,-4.6875,27.81
2081,바이오톡스텍,18-Dec,86040,0.63,,86040,-1.587301587,50.99
2082,바이오톡스텍,19-Dec,86040,0.79,,86040,20.25316456,50.43
2083,바이온,15-Dec,32980,0.79,,32980,-10.12658228,80.81
2084,바이온,16-Dec,32980,0.85,,32980,7.058823529,81.77
2085,바이온,17-Dec,32980,0.88,,32980,3.409090909,80.31
2086,바이온,18-Dec,32980,0.81,,32980,-8.641975309,80.28
2087,바이온,19-Dec,32980,0.92,,32980,11.95652174,81.66
2088,바텍,11-Dec,43150,0.66,,43150,3.03030303,0.0
2089,바텍,12-Dec,43150,0.64,,43150,-3.125,35.05
2090,바텍,13-Dec,43150,0.57,,43150,-12.28070175,48.57
2091,바텍,14-Dec,43150,0.55,,43150,-3.636363636,50.39
2092,바텍,15-Dec,43150,0.54,,43150,-1.851851852,49.29
2093,바텍,16-Dec,43150,0.52,,43150,-3.846153846,56.81
2094,바텍,17-Dec,43150,0.52,,43150,0,64.32
2095,바텍,18-Dec,43150,0.52,,43150,0,63.41
2096,바텍,19-Dec,43150,0.53,,43150,1.886792453,64.46
2097,백광산업,11-Dec,1340,0.86,,1340,5.813953488,77.91
2098,백광산업,12-Dec,1340,1,,1340,,80.41
2099,백광산업,13-Dec,1340,1,,1340,,80.36
2100,백광산업,14-Dec,1340,1,,1340,,79.71
2101,백광산업,15-Dec,1340,1,,1340,,77.5
2102,백광산업,16-Dec,1340,1,,1340,,77.25
2103,백광산업,17-Dec,1340,1,,1340,,78.45
2104,백광산업,18-Dec,1340,1,,1340,,81.48
2105,백광산업,19-Dec,1340,0.71,,1340,,79.49
2106,백금티앤에이,11-Dec,46310,0.78,,46310,10.25641026,80.81
2107,백금티앤에이,12-Dec,46310,0.75,,46310,-4,81.77
2108,백금티앤에이,13-Dec,46310,0.73,,46310,-2.739726027,80.31
2109,백금티앤에이,14-Dec,46310,0.7,,46310,-4.285714286,80.28
2110,백금티앤에이,15-Dec,46310,0.73,,46310,4.109589041,81.66
2111,백금티앤에이,16-Dec,46310,0.78,,46310,6.41025641,82.9
2112,백금티앤에이,17-Dec,46310,0.76,,46310,-2.631578947,82.45
2113,백금티앤에이,18-Dec,46310,0.76,,46310,0,83.32
2114,백금티앤에이,19-Dec,46310,0.73,,46310,-4.109589041,83.47
2115,버킷스튜디오,11-Dec,66410,1,,66410,,71.99
2116,버킷스튜디오,12-Dec,66410,1,,66410,,72.91
2117,버킷스튜디오,13-Dec,66410,1,,66410,,65.99
2118,버킷스튜디오,14-Dec,66410,1,,66410,,77.07
2119,버킷스튜디오,15-Dec,66410,1,,66410,,68.27
2120,버킷스튜디오,16-Dec,66410,1,,66410,,74.71
2121,버킷스튜디오,17-Dec,66410,1,,66410,,83.56
2122,버킷스튜디오,18-Dec,66410,1,,66410,,84.29
2123,버킷스튜디오,19-Dec,66410,1,,66410,,89.85
2124,범양건영,11-Dec,2410,1.13,,2410,15.04424779,90.885
2125,범양건영,12-Dec,2410,1.05,,2410,-7.619047619,91.785
2126,범양건영,13-Dec,2410,1,,2410,,93.005
2127,범양건영,14-Dec,2410,1,,2410,,92.97
2128,범양건영,15-Dec,2410,0.93,,2410,,91.755
2129,범양건영,16-Dec,2410,0.93,,2410,0,90.575
2130,범양건영,17-Dec,2410,0.94,,2410,1.063829787,90.275
2131,범양건영,18-Dec,2410,0.91,,2410,-3.296703297,89.78
2132,범양건영,19-Dec,2410,0.93,,2410,2.150537634,90.355
2133,베뉴지,11-Dec,19010,0.55,,19010,-5.454545455,45.165
2134,베뉴지,12-Dec,19010,0.54,,19010,-1.851851852,41.78
2135,베뉴지,13-Dec,19010,0.55,,19010,1.818181818,38.49
2136,베뉴지,14-Dec,19010,0.47,,19010,-17.0212766,44.815
2137,베뉴지,15-Dec,19010,0.47,,19010,0,44.245
2138,베뉴지,16-Dec,19010,0.44,,19010,-6.818181818,46.28
2139,베뉴지,17-Dec,19010,0.46,,19010,4.347826087,49.505
2140,베뉴지,18-Dec,19010,0.37,,19010,-24.32432432,47.625
2141,베뉴지,19-Dec,19010,0.39,,19010,5.128205128,44.52
2142,베셀,15-Dec,177350,0.68,,177350,,77.48
2143,베셀,16-Dec,177350,0.77,,177350,11.68831169,78.73
2144,베셀,17-Dec,177350,0.72,,177350,-6.944444444,80.02
2145,베셀,18-Dec,177350,0.75,,177350,4,81.15
2146,베셀,19-Dec,177350,0.86,,177350,12.79069767,80.98
2147,베스파,18-Dec,299910,0,,299910,,40.29
2148,베스파,19-Dec,299910,0,,299910,,47.1
2149,벽산,11-Dec,7210,0.81,,7210,0,83.085
2150,벽산,12-Dec,7210,0.82,,7210,1.219512195,80.49
2151,벽산,13-Dec,7210,0.8,,7210,-2.5,79.905
2152,벽산,14-Dec,7210,0.79,,7210,-1.265822785,80.78
2153,벽산,15-Dec,7210,0.77,,7210,-2.597402597,77.97
2154,벽산,16-Dec,7210,0.78,,7210,1.282051282,79.26
2155,벽산,17-Dec,7210,0.8,,7210,2.5,81.73
2156,벽산,18-Dec,7210,0.83,,7210,3.614457831,82.22
2157,벽산,19-Dec,7210,0.86,,7210,3.488372093,84.125
2158,보성파워텍,11-Dec,6910,0.94,,6910,3.191489362,79.665
2159,보성파워텍,12-Dec,6910,0.9,,6910,-4.444444444,81.545
2160,보성파워텍,13-Dec,6910,0.92,,6910,2.173913043,81.135
2161,보성파워텍,14-Dec,6910,0.97,,6910,5.154639175,81.835
2162,보성파워텍,15-Dec,6910,0.91,,6910,-6.593406593,82.075
2163,보성파워텍,16-Dec,6910,0.96,,6910,5.208333333,81.51
2164,보성파워텍,17-Dec,6910,1,,6910,4,83.595
2165,보성파워텍,18-Dec,6910,0.93,,6910,-7.52688172,84.085
2166,보성파워텍,19-Dec,6910,0.93,,6910,0,86.18
2167,보해양조,11-Dec,890,0.6,,890,5,59.36
