,회사명,거래소코드,회계년도,산업코드,산업명,2011,2012,2013,2014,2015,2016,2017,2018,2019
5589,(주)유니드,14830,Dec-11,32001,  화학물질 및 화학제품 제조업; 의약품 제외,,,,,,,,,
5598,(주)유니온,910,Dec-11,32303,  비금속 광물제품 제조업,,,,,,,,,
5607,(주)유니온커뮤니티,203450,Dec-16,32604,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",,,,,,,,,
5611,(주)유니켐,11330,Dec-11,31501,"  가죽, 가방 및 신발 제조업",,,,,,,,,
5619,(주)유니크,11320,Dec-11,33003,  자동차 및 트레일러 제조업,,,,,,,,,
5628,(주)유니테스트,86390,Dec-11,32902,  기타 기계 및 장비 제조업,,,,,,,,,
5637,(주)유니테크노,241690,Dec-16,33003,  자동차 및 트레일러 제조업,,,,,,,,,
5641,(주)유니트론텍,142210,Dec-16,74605,  도매 및 상품 중개업,,,,,,,,,
5645,(주)유라테크,48430,Dec-11,32801,  전기장비 제조업,,,,,,,,,
5654,(주)유바이오로직스,206650,Dec-17,137001,  연구개발업,,,,,,,,,
5657,(주)유비케어,32620,Dec-11,105802,  출판업,,,,,,,,,
5666,(주)유비쿼스,264450,Dec-17,32604,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",,,,,,,,,
5669,(주)유비쿼스홀딩스,78070,Dec-11,32604,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",,,,,,,,,
5678,(주)유성티엔에스,24800,Dec-11,84902,  육상운송 및 파이프라인 운송업,,,,,,,,,
5687,(주)유수홀딩스,700,Dec-11,137105,  전문 서비스업,,,,,,,,,
5696,(주)유신,54930,Dec-11,137201,"  건축기술, 엔지니어링 및 기타 과학기술 서비스업",,,,,,,,,
5705,(주)유씨아이,38340,Dec-11,32602,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",,,,,,,,,
5714,(주)유아이디,69330,Dec-11,32602,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",,,,,,,,,
5723,(주)유에스티,263770,Dec-17,117201,  기타금융업,,,,,,,,,
5726,(주)유유제약,220,Mar-11,32102,  의료용 물질 및 의약품 제조업,,,,,,,,,
5735,(주)유진로봇,56080,Dec-11,74604,  도매 및 상품 중개업,,,,,,,,,
5744,(주)유진테크,84370,Dec-11,32902,  기타 기계 및 장비 제조업,,,,,,,,,
5753,(주)유테크,178780,Dec-15,32602,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",,,,,,,,,
5758,(주)유티아이,179900,Dec-17,32602,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",,,,,,,,,
5761,(주)유틸렉스,263050,Dec-18,32101,  의료용 물질 및 의약품 제조업,,,,,,,,,
5763,(주)유한양행,100,Dec-11,32102,  의료용 물질 및 의약품 제조업,,,,,,,,,
5772,(주)육일씨엔에쓰,191410,Dec-15,32602,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",,,,,,,,,
5777,(주)율호,72770,Dec-11,105802,  출판업,,,,,,,,,
5786,(주)이건홀딩스,39020,Dec-11,32501,  금속가공제품 제조업; 기계 및 가구 제외,,,,,,,,,
5795,(주)이글루코퍼레이션,67920,Dec-11,105802,  출판업,,,,,,,,,
5804,(주)이글벳,44960,Dec-11,32102,  의료용 물질 및 의약품 제조업,,,,,,,,,
5813,(주)이노메트리,302430,Dec-18,32902,  기타 기계 및 장비 제조업,,,,,,,,,
5815,(주)이노션,214320,Dec-15,137103,  전문 서비스업,,,,,,,,,
5820,(주)이노와이어리스,73490,Dec-11,32604,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",,,,,,,,,
5829,(주)이노인스트루먼트,215790,Dec-15,117201,  기타금융업,,,,,,,,,
5834,(주)이노테라피,246960,Dec-19,137001,  연구개발업,,,,,,,,,
5835,(주)이녹스,88390,Dec-11,32602,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",,,,,,,,,
5844,(주)이녹스첨단소재,272290,Dec-17,32602,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",,,,,,,,,
5847,(주)이라이콤,41520,Dec-11,32602,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",,,,,,,,,
5856,(주)이랜시스,264850,Dec-17,117201,  기타금융업,,,,,,,,,
5859,(주)이랜텍,54210,Dec-11,32602,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",,,,,,,,,
5868,(주)이루온,65440,Dec-11,105802,  출판업,,,,,,,,,
5877,(주)이마트,139480,Dec-11,74701,  소매업; 자동차 제외,,,,,,,,,
5886,(주)이미지스테크놀로지,115610,Dec-11,32601,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",,,,,,,,,
5895,(주)이브이수성,84180,Dec-11,32901,  기타 기계 및 장비 제조업,,,,,,,,,
5904,(주)이브이첨단소재,131400,Dec-11,32602,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",,,,,,,,,
5913,(주)이상네트웍스,80010,Dec-11,74601,  도매 및 상품 중개업,,,,,,,,,
5922,(주)이수앱지스,86890,Dec-11,32103,  의료용 물질 및 의약품 제조업,,,,,,,,,
5931,(주)이수페타시스,7660,Dec-11,32602,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",,,,,,,,,
5940,(주)이수화학,5950,Dec-11,32001,  화학물질 및 화학제품 제조업; 의약품 제외,,,,,,,,,
5949,(주)이스타코,15020,Dec-11,126801,  부동산업,,,,,,,,,
5958,(주)이스트소프트,47560,Dec-11,105802,  출판업,,,,,,,,,
5967,(주)이씨에스텔레콤,67010,Mar-11,106201,"  컴퓨터 프로그래밍, 시스템 통합 및 관리업",,,,,,,,,
5976,(주)이아이디,93230,Dec-11,32604,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",,,,,,,,,
5985,(주)이엔에프테크놀로지,102710,Dec-11,32004,  화학물질 및 화학제품 제조업; 의약품 제외,,,,,,,,,
5994,(주)이엔코퍼레이션,66980,Dec-11,32602,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",,,,,,,,,
6003,(주)이엔플러스,74610,Dec-11,32901,  기타 기계 및 장비 제조업,,,,,,,,,
6012,(주)이엘피,63760,Dec-17,32702,"  의료, 정밀, 광학기기 및 시계 제조업",,,,,,,,,
6015,(주)이엠넷,123570,Dec-11,137103,  전문 서비스업,,,,,,,,,
6024,(주)이엠앤아이,83470,Dec-11,32602,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",,,,,,,,,
6033,(주)이엠텍,91120,Dec-11,32602,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",,,,,,,,,
6042,(주)이오테크닉스,39030,Dec-11,32902,  기타 기계 및 장비 제조업,,,,,,,,,
6051,(주)이원,17940,Dec-11,74607,  도매 및 상품 중개업,,,,,,,,,
6060,(주)이월드,84680,Dec-11,189102,  스포츠 및 오락관련 서비스업,,,,,,,,,
6069,(주)이즈미디어,181340,Dec-17,32702,"  의료, 정밀, 광학기기 및 시계 제조업",,,,,,,,,
6072,(주)이지,37370,Dec-11,32001,  화학물질 및 화학제품 제조업; 의약품 제외,,,,,,,,,
6081,(주)이지홀딩스,35810,Dec-11,31008,  식료품 제조업,,,,,,,,,
6090,(주)이큐셀,160600,Dec-15,32902,  기타 기계 및 장비 제조업,,,,,,,,,
6095,(주)이크레더블,92130,Sep-11,106309,  정보서비스업,,,,,,,,,
6104,(주)이퓨쳐,134060,Dec-11,105801,  출판업,,,,,,,,,
6113,(주)인디에프,14990,Dec-11,31401,"  의복, 의복 액세서리 및 모피제품 제조업",,,,,,,,,
6122,(주)인바디,41830,Dec-11,32701,"  의료, 정밀, 광학기기 및 시계 제조업",,,,,,,,,
6131,(주)인바이오젠,101140,Dec-11,74604,  도매 및 상품 중개업,,,,,,,,,
6140,(주)인산가,277410,Dec-17,117201,  기타금융업,,,,,,,,,
6143,(주)인성정보,33230,Dec-11,106201,"  컴퓨터 프로그래밍, 시스템 통합 및 관리업",,,,,,,,,
6152,(주)인스코비,6490,Dec-11,74605,  도매 및 상품 중개업,,,,,,,,,
6161,(주)인지디스플레이,37330,Dec-11,32602,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",,,,,,,,,
6170,(주)인콘,83640,Dec-11,32604,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",,,,,,,,,
6179,(주)인터로조,119610,Dec-11,32703,"  의료, 정밀, 광학기기 및 시계 제조업",,,,,,,,,
6188,(주)인터엠,17250,Sep-11,32605,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",,,,,,,,,
6197,(주)인터플렉스,51370,Dec-11,32602,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",,,,,,,,,
6206,(주)인텍플러스,64290,Dec-11,32902,  기타 기계 및 장비 제조업,,,,,,,,,
6215,(주)인텔리안테크놀로지스,189300,Dec-16,32604,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",,,,,,,,,
6219,(주)인트로메딕,150840,Dec-13,32701,"  의료, 정밀, 광학기기 및 시계 제조업",,,,,,,,,
6226,(주)인트론바이오테크놀로지,48530,Dec-11,32101,  의료용 물질 및 의약품 제조업,,,,,,,,,
6235,(주)인팩,23810,Dec-11,33003,  자동차 및 트레일러 제조업,,,,,,,,,
6244,(주)인포마크,175140,Dec-15,32604,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",,,,,,,,,
6249,(주)인포바인,115310,Dec-11,106102,  우편 및 통신업,,,,,,,,,
6258,(주)인피니트헬스케어,71200,Dec-11,105802,  출판업,,,,,,,,,
6267,(주)일승,333430,Dec-19,117201,  기타금융업,,,,,,,,,
6268,(주)일신바이오베이스,68330,Dec-11,32901,  기타 기계 및 장비 제조업,,,,,,,,,
6277,(주)일신석재,7110,Dec-11,32309,  비금속 광물제품 제조업,,,,,,,,,
6286,(주)일야,58450,Dec-11,32604,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",,,,,,,,,
6295,(주)일지테크,19540,Dec-11,33003,  자동차 및 트레일러 제조업,,,,,,,,,
6304,(주)일진파워,94820,Dec-11,32901,  기타 기계 및 장비 제조업,,,,,,,,,
6313,(주)잇츠한불,226320,Dec-15,74604,  도매 및 상품 중개업,,,,,,,,,
6318,(주)잉크테크,49550,Dec-11,32004,  화학물질 및 화학제품 제조업; 의약품 제외,,,,,,,,,
6327,(주)자비스,254120,Dec-16,117201,  기타금융업,,,,,,,,,
6331,(주)자연과환경,43910,Dec-11,32401,  1차 금속 제조업,,,,,,,,,
6340,(주)장원테크,174880,Dec-16,32604,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",,,,,,,,,
6344,(주)정다운,208140,Dec-14,117201,  기타금융업,,,,,,,,,
6350,(주)정상제이엘에스,40420,Dec-11,168505,  교육 서비스업,,,,,,,,,
6359,(주)정원엔시스,45510,Dec-11,106201,"  컴퓨터 프로그래밍, 시스템 통합 및 관리업",,,,,,,,,
6368,(주)제넥신,95700,Dec-11,137001,  연구개발업,,,,,,,,,
6377,(주)제넨바이오,72520,Dec-11,32602,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",,,,,,,,,
6386,(주)제노레이,122310,Dec-18,32701,"  의료, 정밀, 광학기기 및 시계 제조업",,,,,,,,,
6388,(주)제노포커스,187420,Dec-15,32101,  의료용 물질 및 의약품 제조업,,,,,,,,,
6393,(주)제닉,123330,Dec-11,32004,  화학물질 및 화학제품 제조업; 의약품 제외,,,,,,,,,
6402,(주)제로투세븐,159580,Dec-13,74604,  도매 및 상품 중개업,,,,,,,,,
6409,(주)제우스,79370,Dec-11,32902,  기타 기계 및 장비 제조업,,,,,,,,,
6418,(주)제이브이엠,54950,Dec-11,32901,  기타 기계 및 장비 제조업,,,,,,,,,
6427,(주)제이스텍,90470,Dec-11,32902,  기타 기계 및 장비 제조업,,,,,,,,,
6436,(주)제이시스메디칼,287410,Dec-18,117201,  기타금융업,,,,,,,,,
6438,(주)제이에스코퍼레이션,194370,Dec-16,31501,"  가죽, 가방 및 신발 제조업",,,,,,,,,
6442,(주)제이에스티나,26040,Dec-11,32704,"  의료, 정밀, 광학기기 및 시계 제조업",,,,,,,,,
6451,(주)제이엘케이,322510,Dec-19,106200,"  컴퓨터 프로그래밍, 시스템 통합 및 관리업",,,,,,,,,
6452,(주)제이와이피엔터테인먼트,35900,Jun-11,137309,"  기타 전문, 과학 및 기술 서비스업",,,,,,,,,
6461,(주)제이웨이,58420,Dec-11,105901,  영상ㆍ오디오 기록물 제작 및 배급업,,,,,,,,,
6470,(주)제이티,89790,Dec-11,32902,  기타 기계 및 장비 제조업,,,,,,,,,
6479,(주)제이티씨,950170,Feb-19,74701,  소매업; 자동차 제외,,,,,,,,,
6480,(주)제일기획,30000,Dec-11,137103,  전문 서비스업,,,,,,,,,
6489,(주)제일바이오,52670,Dec-11,32102,  의료용 물질 및 의약품 제조업,,,,,,,,,
6498,(주)제일테크노스,38010,Dec-11,32501,  금속가공제품 제조업; 기계 및 가구 제외,,,,,,,,,
6507,(주)제주반도체,80220,Dec-11,32601,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",,,,,,,,,
6516,(주)제주항공,89590,Dec-15,85101,  항공 운송업,,,,,,,,,
6521,(주)제테마,216080,Dec-19,32103,  의료용 물질 및 의약품 제조업,,,,,,,,,
6522,(주)젬백스&카엘,82270,Dec-11,32902,  기타 기계 및 장비 제조업,,,,,,,,,
6531,(주)젬백스링크,64800,Dec-11,105802,  출판업,,,,,,,,,
6540,(주)조비,1550,Dec-11,32003,  화학물질 및 화학제품 제조업; 의약품 제외,,,,,,,,,
6549,(주)조이시티,67000,Dec-11,105802,  출판업,,,,,,,,,
6558,(주)조흥,2600,Dec-11,31007,  식료품 제조업,,,,,,,,,
6567,(주)종근당,185750,Dec-13,32102,  의료용 물질 및 의약품 제조업,,,,,,,,,
6574,(주)종근당바이오,63160,Dec-11,32102,  의료용 물질 및 의약품 제조업,,,,,,,,,
6583,(주)종근당홀딩스,1630,Dec-11,32102,  의료용 물질 및 의약품 제조업,,,,,,,,,
6592,(주)좋은사람들,33340,Dec-11,31401,"  의복, 의복 액세서리 및 모피제품 제조업",,,,,,,,,
6601,(주)주연테크,44380,Dec-11,32603,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",,,,,,,,,
6610,(주)중앙디앤엠,51980,Dec-11,32604,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",,,,,,,,,
6619,(주)중앙백신연구소,72020,Dec-11,32102,  의료용 물질 및 의약품 제조업,,,,,,,,,
6628,(주)중앙에너비스,440,Sep-11,74607,  도매 및 상품 중개업,,,,,,,,,
6637,(주)지노믹트리,228760,Dec-19,32103,  의료용 물질 및 의약품 제조업,,,,,,,,,
6638,(주)지누스,13890,Dec-19,33201,  가구 제조업,,,,,,,,,
6639,(주)지니뮤직,43610,Dec-11,106301,  정보서비스업,,,,,,,,,
6648,(주)지니틱스,303030,Dec-18,117201,  기타금융업,,,,,,,,,
6650,(주)지란지교시큐리티,208350,Dec-14,117201,  기타금융업,,,,,,,,,
6656,(주)지씨셀,144510,Dec-16,137309,"  기타 전문, 과학 및 기술 서비스업",,,,,,,,,
6660,(주)지어소프트,51160,Dec-11,105802,  출판업,,,,,,,,,
6669,(주)지에스,78930,Dec-11,137105,  전문 서비스업,,,,,,,,,
6678,(주)지에스글로벌,1250,Dec-11,74608,  도매 및 상품 중개업,,,,,,,,,
6687,(주)지에스리테일,7070,Dec-11,74701,  소매업; 자동차 제외,,,,,,,,,
6696,(주)지에스이,53050,Dec-11,43502,"  전기, 가스, 증기 및 공기조절 공급업",,,,,,,,,
6705,(주)지엔씨에너지,119850,Dec-13,32801,  전기장비 제조업,,,,,,,,,
6712,(주)지엔코,65060,Dec-11,31401,"  의복, 의복 액세서리 및 모피제품 제조업",,,,,,,,,
6721,(주)지투알,35000,Dec-11,137105,  전문 서비스업,,,,,,,,,
6730,(주)지티지웰니스,219750,Dec-18,32701,"  의료, 정밀, 광학기기 및 시계 제조업",,,,,,,,,
6732,(주)진도,88790,Dec-11,74607,  도매 및 상품 중개업,,,,,,,,,
6741,(주)진로발효,18120,Dec-11,31101,  음료 제조업,,,,,,,,,
6750,(주)진매트릭스,109820,Dec-11,137001,  연구개발업,,,,,,,,,
6759,(주)진바이오텍,86060,Dec-11,31008,  식료품 제조업,,,,,,,,,
6768,(주)진성티이씨,36890,Dec-11,32902,  기타 기계 및 장비 제조업,,,,,,,,,
6777,(주)진양홀딩스,100250,Dec-11,137105,  전문 서비스업,,,,,,,,,
6786,(주)진에어,272450,Dec-17,85101,  항공 운송업,,,,,,,,,
6789,(주)차바이오텍,85660,Dec-11,32703,"  의료, 정밀, 광학기기 및 시계 제조업",,,,,,,,,
6798,(주)창해에탄올,4650,Dec-14,31101,  음료 제조업,,,,,,,,,
6804,(주)천보,278280,Dec-19,32001,  화학물질 및 화학제품 제조업; 의약품 제외,,,,,,,,,
6805,(주)천일고속,650,Dec-11,84902,  육상운송 및 파이프라인 운송업,,,,,,,,,
6814,(주)체리부로,66360,Dec-17,31001,  식료품 제조업,,,,,,,,,
6817,(주)체시스,33250,Jun-11,33003,  자동차 및 트레일러 제조업,,,,,,,,,
6826,(주)초록뱀미디어,47820,Dec-11,105901,  영상ㆍ오디오 기록물 제작 및 배급업,,,,,,,,,
6835,(주)초록뱀이앤엠,131100,Dec-11,32001,  화학물질 및 화학제품 제조업; 의약품 제외,,,,,,,,,
6843,(주)초록뱀컴퍼니,52300,Dec-11,85209,  창고 및 운송관련 서비스업,,,,,,,,,
6852,(주)초록뱀헬스케어,118000,Dec-11,74605,  도매 및 상품 중개업,,,,,,,,,
6861,(주)칩스앤미디어,94360,Dec-13,105802,  출판업,,,,,,,,,
6868,(주)카나리아바이오,16790,Dec-18,31008,  식료품 제조업,,,,,,,,,
6870,(주)카스,16920,Dec-11,32901,  기타 기계 및 장비 제조업,,,,,,,,,
6879,(주)카이노스메드,284620,Dec-18,117201,  기타금융업,,,,,,,,,
6881,(주)카카오,35720,Dec-17,106301,  정보서비스업,,,,,,,,,
6884,(주)카프로,6380,Dec-11,32001,  화학물질 및 화학제품 제조업; 의약품 제외,,,,,,,,,
6893,(주)캐리소프트,317530,Dec-19,105901,  영상ㆍ오디오 기록물 제작 및 배급업,,,,,,,,,
6894,(주)캐스텍코리아,71850,Dec-14,33003,  자동차 및 트레일러 제조업,,,,,,,,,
6900,(주)캠시스,50110,Dec-11,32602,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",,,,,,,,,
6909,(주)컴투스,78340,Dec-11,105802,  출판업,,,,,,,,,
6918,(주)컴투스홀딩스,63080,Dec-11,105802,  출판업,,,,,,,,,
6927,(주)케스피온,79190,Dec-11,32604,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",,,,,,,,,
6936,(주)케어랩스,263700,Dec-18,105802,  출판업,,,,,,,,,
6938,(주)케어젠,214370,Dec-15,32101,  의료용 물질 및 의약품 제조업,,,,,,,,,
6943,(주)케이비지,318000,Dec-19,32002,  화학물질 및 화학제품 제조업; 의약품 제외,,,,,,,,,
6944,(주)케이사인,192250,Dec-14,105802,  출판업,,,,,,,,,
6950,(주)케이씨,29460,Dec-11,32702,"  의료, 정밀, 광학기기 및 시계 제조업",,,,,,,,,
6959,(주)케이씨씨,2380,Dec-11,32004,  화학물질 및 화학제품 제조업; 의약품 제외,,,,,,,,,
6968,(주)케이씨씨건설,21320,Dec-11,64102,  종합 건설업,,,,,,,,,
6977,(주)케이씨아이,36670,Dec-11,32004,  화학물질 및 화학제품 제조업; 의약품 제외,,,,,,,,,
6986,(주)케이씨에스,115500,Dec-11,106201,"  컴퓨터 프로그래밍, 시스템 통합 및 관리업",,,,,,,,,
6995,(주)케이씨텍,281820,Dec-17,32702,"  의료, 정밀, 광학기기 및 시계 제조업",,,,,,,,,
6998,(주)케이씨티,89150,Dec-11,106201,"  컴퓨터 프로그래밍, 시스템 통합 및 관리업",,,,,,,,,
7007,(주)케이씨티시,9070,Dec-11,84903,  육상운송 및 파이프라인 운송업,,,,,,,,,
7016,(주)케이씨피드,25880,Dec-11,31008,  식료품 제조업,,,,,,,,,
7025,(주)케이아이엔엑스,93320,Dec-11,106301,  정보서비스업,,,,,,,,,
7034,(주)케이에스에스해운,44450,Dec-11,85001,  수상 운송업,,,,,,,,,
7043,(주)케이에스피,73010,Dec-11,32901,  기타 기계 및 장비 제조업,,,,,,,,,
7052,(주)케이에이치바텍,60720,Dec-11,32602,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",,,,,,,,,
7061,(주)케이에이치필룩스,33180,Dec-11,32602,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",,,,,,,,,
7070,(주)케이엑스이노베이션,122450,Dec-11,106002,  방송업,,,,,,,,,
7079,(주)케이엑스하이텍,52900,Dec-11,32202,  고무 및 플라스틱제품 제조업,,,,,,,,,
7088,(주)케이엔더블유,105330,Dec-11,32202,  고무 및 플라스틱제품 제조업,,,,,,,,,
7097,(주)케이엔엔,58400,Dec-11,106002,  방송업,,,,,,,,,
7106,(주)케이엔제이,272110,Dec-19,32902,  기타 기계 및 장비 제조업,,,,,,,,,
