회사,코드,년도,2011,2012,2013,2014,2015,2016,2017,2018,2019
(주)수산중공업,17550,      비유동금융부채(*)(IFRS)(천원),428658,126658,284958,125000,186081,207758,268557,252106,1852813
(주)수젠텍,253840,      비유동금융부채(*)(IFRS)(천원),,,,,,,,824702,2926414
(주)슈프리마,236200,      비유동금융부채(*)(IFRS)(천원),,,,,0,0,0,0,21918
(주)슈프리마아이디,317770,      비유동금융부채(*)(IFRS)(천원),,,,,,,0,0,469388
(주)슈프리마에이치큐,94840,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,0,0,0
(주)슈피겐코리아,192440,      비유동금융부채(*)(IFRS)(천원),,,0,0,0,0,0,0,6058546
(주)스마트솔루션즈,136510,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,0,1790325,28926
(주)스맥,99440,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,6183380,149580,2735173,325759
(주)스카이문스테크놀로지,33790,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,0,0,0
(주)스코넥엔터테인먼트,276040,      비유동금융부채(*)(IFRS)(천원),,,,,,,,,
(주)스킨앤스킨,159910,      비유동금융부채(*)(IFRS)(천원),0,1406,0,385316,0,0,0,0,441777
(주)스타플렉스,115570,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,0,222321,122939
(주)스튜디오산타클로스엔터테인먼트,204630,      비유동금융부채(*)(IFRS)(천원),,,,,0,0,0,0,0
(주)스페코,13810,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,0,0,29354
(주)승일,49830,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,0,0,193454
(주)시공테크,20710,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,6669,3320,210159
(주)시너지이노베이션,48870,      비유동금융부채(*)(IFRS)(천원),16538,11930,2881,4105,0,14744695,6820479,0,95695
(주)시노펙스,25320,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,0,0,40447
(주)시디즈,134790,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,0,0,1332775
(주)시스웍,269620,      비유동금융부채(*)(IFRS)(천원),,,,,,0,0,0,718850
(주)시큐브,131090,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,0,0,135553
(주)시티랩스,139050,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,0,0,74418
(주)신도기연,290520,      비유동금융부채(*)(IFRS)(천원),,,,,,,,2156288,1291921
(주)신도리코,29530,      비유동금융부채(*)(IFRS)(천원),1453315,0,0,0,0,0,0,0,46990
(주)신성이엔지,11930,      비유동금융부채(*)(IFRS)(천원),0,94619,0,172346,0,17826,11971,0,142740
(주)신세계,4170,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,1687316,107531065,115809953,104985219,618634035
(주)신세계아이앤씨,35510,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,0,558540,81907
(주)신세계인터내셔날,31430,      비유동금융부채(*)(IFRS)(천원),0,0,53872,711621,404481,939176,4774957,514875,113375328
(주)신세계푸드,31440,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,0,0,34927243
(주)신영와코루,5800,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,0,0,368267
(주)신원,9270,      비유동금융부채(*)(IFRS)(천원),21795,71792,173441,218759,139901,88563,15000,15000,10997196
(주)신진에스엠,138070,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,0,0,243290
(주)신테카바이오,226330,      비유동금융부채(*)(IFRS)(천원),,,,,,,,0,150228
(주)신화다이나믹스,1770,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,0,0,0
(주)신화콘텍,187270,      비유동금융부채(*)(IFRS)(천원),,,1989309,1655776,0,0,0,0,102839
(주)신흥,4080,      비유동금융부채(*)(IFRS)(천원),8907219,8203350,8247157,0,0,0,0,0,38026
(주)실리콘투,257720,      비유동금융부채(*)(IFRS)(천원),,,,,,,,,
(주)심텍,222800,      비유동금융부채(*)(IFRS)(천원),,,,,0,0,0,0,12787371
(주)심텍홀딩스,36710,      비유동금융부채(*)(IFRS)(천원),80000,0,0,0,0,0,0,0,9953
(주)싸이맥스,160980,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,505440,0,0,1292
(주)싸이버원,356890,      비유동금융부채(*)(IFRS)(천원),,,,,,,,0,0
(주)싸이토젠,217330,      비유동금융부채(*)(IFRS)(천원),,,,0,0,0,0,9364,458907
(주)쌍방울,102280,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,0,0,5258668
(주)썸에이지,208640,      비유동금융부채(*)(IFRS)(천원),,,,,,0,0,0,736239
(주)쎄노텍,222420,      비유동금융부채(*)(IFRS)(천원),,,,,,0,0,0,39495
(주)쎄니트,37760,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,0,0,1286394
(주)쎄트렉아이,99320,      비유동금융부채(*)(IFRS)(천원),0,976,0,0,0,124662,0,0,5820
(주)쎌마테라퓨틱스,15540,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,784523,0,0,0,71174
(주)쎌바이오텍,49960,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,0,0,0
(주)쏠리드,50890,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,0,0,1080829
(주)씨씨에스충북방송,66790,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,0,0,2026424
(주)씨아이테크,4920,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,435212,0,107474
(주)씨앤씨인터내셔널,352480,      비유동금융부채(*)(IFRS)(천원),,,,,,,,,214663
(주)씨앤투스성진,352700,      비유동금융부채(*)(IFRS)(천원),,,,,1555779,0,0,142815,995253
(주)씨에스,65770,      비유동금융부채(*)(IFRS)(천원),38928,0,0,0,0,0,0,0,50691
(주)씨에스에이코스믹,83660,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,0,42287,147388
(주)씨엔플러스,115530,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,0,0,0
(주)씨유메디칼시스템,115480,      비유동금융부채(*)(IFRS)(천원),40000,40000,0,0,0,0,0,0,553543
(주)씨이랩,189330,      비유동금융부채(*)(IFRS)(천원),,,,,,,,,
(주)씨제이이엔엠,35760,      비유동금융부채(*)(IFRS)(천원),2884068,201394,0,0,0,0,0,0,26880624
(주)씨젠,96530,      비유동금융부채(*)(IFRS)(천원),0,113032,144771,115662,150042,84592,46727,0,3846345
(주)씨티씨바이오,60590,      비유동금융부채(*)(IFRS)(천원),18879,0,0,9434,0,0,21147460,8409405,2565366
(주)씨티케이,260930,      비유동금융부채(*)(IFRS)(천원),,,,,,0,0,20628,36277
(주)아가방앤컴퍼니,13990,      비유동금융부채(*)(IFRS)(천원),0,0,23095545,0,0,0,0,0,3741461
(주)아나패스,123860,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,0,0,11285308
(주)아난티,25980,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,0,2290710,3933805
(주)아리온테크놀로지,58220,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,0,0,0
(주)아모그린텍,125210,      비유동금융부채(*)(IFRS)(천원),,,,,,,,0,174876
(주)아모레퍼시픽,90430,      비유동금융부채(*)(IFRS)(천원),1272000,835000,1606000,1670000,838000,665000,1335000,2112000,30232995
(주)아모레퍼시픽그룹,2790,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,0,0,726524
(주)아모센스,357580,      비유동금융부채(*)(IFRS)(천원),,,,,2996300,3050578,4640658,0,224114
(주)아모텍,52710,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,0,0,10278001
(주)아미노로직스,74430,      비유동금융부채(*)(IFRS)(천원),827154,489893,362389,252996,0,0,0,0,680155
(주)아바코,83930,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,0,0,1151757
(주)아바텍,149950,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,0,0,0
(주)아세아텍,50860,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,0,0,0
(주)아센디오,12170,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,0,0,512037
(주)아셈스,136410,      비유동금융부채(*)(IFRS)(천원),,,,,,,,,0
(주)아스타,246720,      비유동금융부채(*)(IFRS)(천원),,,,,0,0,0,17891,149267
(주)아스트,67390,      비유동금융부채(*)(IFRS)(천원),,0,0,0,0,0,0,10706197,6781760
(주)아스플로,159010,      비유동금융부채(*)(IFRS)(천원),,,,,,,,0,584030
(주)아시아경제,127710,      비유동금융부채(*)(IFRS)(천원),,,4834785,3644461,209157,62402,52666,1139571,87239
(주)아우딘퓨쳐스,227610,      비유동금융부채(*)(IFRS)(천원),,,,,0,0,0,0,1366183
(주)아이디스,143160,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,0,0,2877583
(주)아이디스홀딩스,54800,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,0,0,0
(주)아이마켓코리아,122900,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,0,0,30153372
(주)아이비김영,339950,      비유동금융부채(*)(IFRS)(천원),,,,,,,,,
(주)아이센스,99190,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,0,0,587189
(주)아이스크림에듀,289010,      비유동금융부채(*)(IFRS)(천원),,,,,,,,0,1480413
(주)아이씨디,40910,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,0,0,89138
(주)아이씨에이치,368600,      비유동금융부채(*)(IFRS)(천원),,,,,,,,,
(주)아이앤씨테크놀로지,52860,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,0,0,0
(주)아이에스시,95340,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,0,0,270262
(주)아이에스이커머스,69920,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,100000,0,2894055
(주)아이에이,38880,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,0,65000,26283
(주)아이에이치큐,3560,      비유동금융부채(*)(IFRS)(천원),285222,446954,473283,96170,0,0,0,696488,6252337
(주)아이엘사이언스,307180,      비유동금융부채(*)(IFRS)(천원),,,,,,,,,96724
(주)아이엠,101390,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,0,0,18157
(주)아이엠비씨,52220,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,0,0,669564
(주)아이오케이컴퍼니,78860,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,0,0,325776
(주)아이윈,90150,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,0,0,63354
(주)아이윈플러스,123010,      비유동금융부채(*)(IFRS)(천원),,,,0,0,0,0,0,77047
(주)아이즈비전,31310,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,0,0,829626
(주)아이컴포넌트,59100,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,0,0,29016
(주)아이퀘스트,262840,      비유동금융부채(*)(IFRS)(천원),,,,,,,,,443936
(주)아이톡시,52770,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,0,0,0
(주)아이티센,124500,      비유동금융부채(*)(IFRS)(천원),,,0,0,19902,55883,0,5773207,14990440
(주)아이티아이즈,372800,      비유동금융부채(*)(IFRS)(천원),,,,,,,,,
(주)아이티엑스에이아이,99520,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,0,0,1332002
(주)아이티엠반도체,84850,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,0,56633,315490
(주)아이패밀리에스씨,114840,      비유동금융부채(*)(IFRS)(천원),,,,,,,,,
(주)아즈텍더블유비이,32080,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,0,0,0
(주)아진엑스텍,59120,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,0,0,239234
(주)아톤,158430,      비유동금융부채(*)(IFRS)(천원),,,0,,,,,,7340843
(주)아프리카티비,67160,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,0,0,8286519
(주)안랩,53800,      비유동금융부채(*)(IFRS)(천원),1621528,0,0,0,0,0,0,0,0
(주)안트로젠,65660,      비유동금융부채(*)(IFRS)(천원),,,,0,0,0,0,10329631,0
(주)알로이스,297570,      비유동금융부채(*)(IFRS)(천원),,,,,,,,,0
(주)알루코,1780,      비유동금융부채(*)(IFRS)(천원),4243180,1331915,1602576,2419035,1472267,1361774,1269196,955294,1093095
(주)알비더블유,361570,      비유동금융부채(*)(IFRS)(천원),,,,,,,,,233875
(주)알에프세미,96610,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,100000,0,281828
(주)알에프텍,61040,      비유동금융부채(*)(IFRS)(천원),5000,0,0,0,0,0,0,0,602696
(주)알엔투테크놀로지,148250,      비유동금융부채(*)(IFRS)(천원),,,,2944663,0,48095,1902131,2308264,1699162
(주)알체라,347860,      비유동금융부채(*)(IFRS)(천원),,,,,,,,,45022
(주)알테오젠,196170,      비유동금융부채(*)(IFRS)(천원),,,1143886,0,0,0,0,0,0
(주)알톤스포츠,123750,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,0,0,630044
(주)알티캐스트,85810,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,0,0,4656955
(주)알파홀딩스,117670,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,226723,0,0,125981
(주)압타머사이언스,291650,      비유동금융부채(*)(IFRS)(천원),,,,,,,,10507857,5578
(주)애니플러스,310200,      비유동금융부채(*)(IFRS)(천원),,,,,,,,,
(주)애드바이오텍,179530,      비유동금융부채(*)(IFRS)(천원),,,,,,,,,
(주)액션스퀘어,205500,      비유동금융부채(*)(IFRS)(천원),,,,,0,0,0,0,4335637
(주)액토즈소프트,52790,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,0,0,1913807
(주)액트로,290740,      비유동금융부채(*)(IFRS)(천원),,,,,,8889640,0,0,92970
(주)앤디포스,238090,      비유동금융부채(*)(IFRS)(천원),,,,0,0,0,0,0,441062
(주)앤씨앤,92600,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,0,0,1648149
(주)앱코,129890,      비유동금융부채(*)(IFRS)(천원),,,,,,,,,142140
(주)야스,255440,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,0,0,89645
(주)양지사,30960,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,0,0,0
(주)어스앤에어로스페이스,263540,      비유동금융부채(*)(IFRS)(천원),,,,,672431,47873,108838,215306,227165
(주)얼라인드제네틱스,238120,      비유동금융부채(*)(IFRS)(천원),,,,,0,0,0,0,994024
(주)에너토크,19990,      비유동금융부채(*)(IFRS)(천원),21769,0,0,0,0,0,0,0,106722
(주)에넥스,11090,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,0,0,2336615
(주)에스디생명공학,217480,      비유동금융부채(*)(IFRS)(천원),,,,,0,0,0,0,52822
(주)에스디시스템,121890,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,0,0,96729
(주)에스비에스,34120,      비유동금융부채(*)(IFRS)(천원),13278259,9886134,0,0,0,0,0,0,3430585
(주)에스비에스콘텐츠허브,46140,      비유동금융부채(*)(IFRS)(천원),0,0,478284,0,0,0,0,0,171222
(주)에스씨디,42110,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,0,0,29641
(주)에스아이리소스,65420,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,0,0,27354
(주)에스앤더블류,103230,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,0,0,0
(주)에스앤디,260970,      비유동금융부채(*)(IFRS)(천원),,,,,,,,,
(주)에스앤에스텍,101490,      비유동금융부채(*)(IFRS)(천원),0,0,0,10000,0,0,0,0,0
(주)에스에너지,95910,      비유동금융부채(*)(IFRS)(천원),581587,0,757666,618573,0,0,0,0,76436
(주)에스에스알,275630,      비유동금융부채(*)(IFRS)(천원),,,,,,,0,0,125293
(주)에스에이엠티,31330,      비유동금융부채(*)(IFRS)(천원),2780000,0,0,0,0,0,0,2700000,19653
(주)에스에이티,60540,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,0,0,147230
(주)에스에프에이,56190,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,0,0,7365035
(주)에스에프에이반도체,36540,      비유동금융부채(*)(IFRS)(천원),3040555,7404611,3590728,778635,110791,0,0,0,12095
(주)에스엘바이오닉스,214310,      비유동금융부채(*)(IFRS)(천원),,,999927,0,0,4770962,0,0,141727
(주)에스엠라이프디자인그룹,63440,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,0,0,8597
(주)에스엠벡셀,10580,      비유동금융부채(*)(IFRS)(천원),26895,0,0,0,0,0,0,0,181770
(주)에스엠엔터테인먼트,41510,      비유동금융부채(*)(IFRS)(천원),0,73320,0,0,0,60447,45621,38306,5295858
(주)에스엠컬처앤콘텐츠,48550,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,0,0,3113393
(주)에스엠코어,7820,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,0,0,17977
(주)에스원,12750,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,0,0,14875872
(주)에스제이그룹,306040,      비유동금융부채(*)(IFRS)(천원),,,,,,,,10660343,2148400
(주)에스제이엠,123700,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,0,0,0
(주)에스제이엠홀딩스,25530,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,0,0,0
(주)에스지글로벌,1380,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,0,0,3399477
(주)에스지세계물산,4060,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,0,0,174402
(주)에스지엔지,40610,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,0,0,99503
(주)에스코넥,96630,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,0,0,622172
(주)에스텍파마,41910,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,0,0,323385
(주)에스티아이,39440,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,0,0,171504
(주)에스티오,98660,      비유동금융부채(*)(IFRS)(천원),1104531,3877092,3111912,3210934,2959800,2923621,2783414,2889349,5251128
(주)에스티큐브,52020,      비유동금융부채(*)(IFRS)(천원),326566,294689,291251,997001,1063833,3840167,3974964,5648045,4025942
(주)에스폴리텍,50760,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,0,0,27223
(주)에스피시스템스,317830,      비유동금융부채(*)(IFRS)(천원),,,,,,,,0,169026
(주)에스피씨삼립,5610,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,0,0,268991752
(주)에스피지,58610,      비유동금융부채(*)(IFRS)(천원),57452,78256,0,0,0,33205,6459,1799,925149
(주)에쎈테크,43340,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,0,0,737704
(주)에이디칩스,54630,      비유동금융부채(*)(IFRS)(천원),0,0,245133,0,0,0,0,0,912228
(주)에이디테크놀로지,200710,      비유동금융부채(*)(IFRS)(천원),,2941272,0,0,0,0,0,0,8569301
(주)에이루트,96690,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,0,0,118824
(주)에이블씨엔씨,78520,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,0,0,30553764
(주)에이비프로바이오,195990,      비유동금융부채(*)(IFRS)(천원),,0,0,0,0,0,0,0,58390
(주)에이스침대,3800,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,880023,2378029,0,9801879,16012
(주)에이스테크놀로지,88800,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,0,0,396609
(주)에이스토리,241840,      비유동금융부채(*)(IFRS)(천원),,,,,,0,0,0,27306
(주)에이엔피,15260,      비유동금융부채(*)(IFRS)(천원),0,0,2071293,0,0,0,0,0,0
(주)에이치비테크놀러지,78150,      비유동금융부채(*)(IFRS)(천원),0,0,3784613,1678869,0,0,0,0,25470
(주)에이치시티,72990,      비유동금융부채(*)(IFRS)(천원),,,,0,0,0,0,0,325534
(주)에이치알에스,36640,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,0,0,77974
(주)에이치앤비디자인,227100,      비유동금융부채(*)(IFRS)(천원),,,,,,,3404352,0,2781369
(주)에이치엘사이언스,239610,      비유동금융부채(*)(IFRS)(천원),,,,0,0,0,0,0,56451
(주)에이치와이티씨,148930,      비유동금융부채(*)(IFRS)(천원),2432366,2235624,,,,,,,
(주)에이치케이,44780,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,0,0,286631
(주)에이치피에스피,403870,      비유동금융부채(*)(IFRS)(천원),,,,,,,,,
(주)에이치피오,357230,      비유동금융부채(*)(IFRS)(천원),,,,,,,,,
(주)에이텍,45660,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,0,0,8129
(주)에이텍티앤,224110,      비유동금융부채(*)(IFRS)(천원),,,,,0,0,669840,0,453438
(주)에이트원,230980,      비유동금융부채(*)(IFRS)(천원),,,,,,0,0,0,66443
(주)에이티세미콘,89530,      비유동금융부채(*)(IFRS)(천원),7030724,0,0,3476642,2685231,105408,815700,191107,1306768
(주)에이팩트,200470,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,0,1065480,88954
(주)에이프로,262260,      비유동금융부채(*)(IFRS)(천원),,,,,,,,6712763,0
(주)에이프로젠,7460,      비유동금융부채(*)(IFRS)(천원),906628,133072,27143,27143,0,0,0,0,3768489
(주)에이프로젠헬스케어앤게임즈,109960,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,0,0,9676
(주)에이프릴바이오,397030,      비유동금융부채(*)(IFRS)(천원),,,,,,,,,165362
(주)에이플러스에셋어드바이저,244920,      비유동금융부채(*)(IFRS)(천원),,,,,,,,,27769027
(주)에치에프알,230240,      비유동금융부채(*)(IFRS)(천원),,,,,,,,0,144654
(주)에코마케팅,230360,      비유동금융부채(*)(IFRS)(천원),,,,0,0,0,0,0,255769
(주)에코프로,86520,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,3383639,1510281,5077054,23250901
(주)에코프로비엠,247540,      비유동금융부채(*)(IFRS)(천원),,,,,,,,82240,1357387
(주)에프알텍,73540,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,0,0,49612
(주)에프앤가이드,64850,      비유동금융부채(*)(IFRS)(천원),,,,,,,0,240871,176121
(주)에프앤리퍼블릭,64090,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,0,0,654601
(주)에프앤에프홀딩스,7700,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,0,0,16948946
(주)에프에스엔,214270,      비유동금융부채(*)(IFRS)(천원),,,,,,0,0,0,17903648
(주)에프에스티,36810,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,0,0,238852
(주)에프엔씨엔터테인먼트,173940,      비유동금융부채(*)(IFRS)(천원),,0,344127,344127,0,0,0,0,4126256
(주)엑사이엔씨,54940,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,0,0,204193
(주)엑세스바이오인코퍼레이션,950130,      비유동금융부채(*)(IFRS)(천원),,0,0,0,0,0,0,311336,1306648
(주)엑셈,205100,      비유동금융부채(*)(IFRS)(천원),,,,,0,0,0,0,68912
(주)엑시콘,92870,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,0,12135667,0
(주)엔바이오니아,317870,      비유동금융부채(*)(IFRS)(천원),,,,,,,2536558,0,113780
(주)엔비티,236810,      비유동금융부채(*)(IFRS)(천원),,,,,,,,0,842083
(주)엔시스,333620,      비유동금융부채(*)(IFRS)(천원),,,,,,,,,46062
(주)엔씨소프트,36570,      비유동금융부채(*)(IFRS)(천원),0,351387,114970,0,482407,0,0,0,30758988
(주)엔아이스틸,8260,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,0,0,137317
(주)엔에스,217820,      비유동금융부채(*)(IFRS)(천원),,,0,0,0,0,0,0,0
(주)엔에스엔,31860,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,0,0,91056
(주)엔에이치엔벅스,104200,      비유동금융부채(*)(IFRS)(천원),0,0,17705,8554,0,0,0,0,1359807
(주)엔에프씨,265740,      비유동금융부채(*)(IFRS)(천원),,,,,,,381786,2951565,2812885
(주)엔이능률,53290,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,0,0,857608
(주)엔젠바이오,354200,      비유동금융부채(*)(IFRS)(천원),,,,,,,,,3701845
(주)엔지스테크널러지,208860,      비유동금융부채(*)(IFRS)(천원),,,,,0,0,0,0,84746
(주)엔지켐생명과학,183490,      비유동금융부채(*)(IFRS)(천원),,,,,0,0,0,0,137061
(주)엔케이,85310,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,0,0,40806
(주)엔케이맥스,182400,      비유동금융부채(*)(IFRS)(천원),,,0,0,0,0,0,26937153,6620275
(주)엔켐,348370,      비유동금융부채(*)(IFRS)(천원),,,,,,,,,3191585
(주)엔텔스,69410,      비유동금융부채(*)(IFRS)(천원),0,0,0,50000,50000,50000,50000,50000,439282
(주)엔투텍,227950,      비유동금융부채(*)(IFRS)(천원),,,,,,,,0,
(주)엔피,291230,      비유동금융부채(*)(IFRS)(천원),,,,,,,,,
(주)엔피디,198080,      비유동금융부채(*)(IFRS)(천원),,,,,,0,18832228,2834830,3254785
(주)엔피케이,48830,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,0,0,155794
(주)엘디티,96870,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,0,0,10125
(주)엘비루셈,376190,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,0,0,155219
(주)엘아이에스,138690,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,69333,0,0,0,77294
(주)엘앤씨바이오,290650,      비유동금융부채(*)(IFRS)(천원),,,,,,2587564,0,0,215208
(주)엘앤에프,66970,      비유동금융부채(*)(IFRS)(천원),1439735,2480491,69764,1875837,2854800,20465,13639,9549,810667
(주)엘앤케이바이오메드,156100,      비유동금융부채(*)(IFRS)(천원),,,,552428,451924,440419,527779,540185,1024442
(주)엘에스,6260,      비유동금융부채(*)(IFRS)(천원),0,265000,252000,2174000,997000,5429000,6890000,1130000,6285000
(주)엘에스네트웍스,680,      비유동금융부채(*)(IFRS)(천원),56881882,794154,30863097,344114,0,0,0,0,13202721
(주)엘에프,93050,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,0,0,41126000
(주)엘엑스세미콘,108320,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,0,0,7077760
(주)엘엑스인터내셔널,1120,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,0,0,2154679
(주)엘엑스하우시스,108670,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,1047000,1537000,593000,7360000,17895000
(주)엘엠에스,73110,      비유동금융부채(*)(IFRS)(천원),1243455,312477,301091,226100,162830,127955,85799,0,0
(주)엘오티베큠,83310,      비유동금융부채(*)(IFRS)(천원),0,75000,0,0,0,0,50660,0,281926
(주)엘지,3550,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,0,0,433000
(주)엘지생활건강,51900,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,0,7889676,11794000
(주)엘지유플러스,32640,      비유동금융부채(*)(IFRS)(천원),26538000,20148000,2414000,0,0,0,0,0,377190000
