회사,코드,년도,2011,2012,2013,2014,2015,2016,2017,2018,2019
성신양회(주),4980,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,0,0,5384670
성우전자(주),81580,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,0,0,19527
성우테크론(주),45300,      비유동금융부채(*)(IFRS)(천원),43153,26253,9307,0,0,0,0,0,372416
성일하이텍(주),365340,      비유동금융부채(*)(IFRS)(천원),,,,,,,,,
성창기업지주(주),180,      비유동금융부채(*)(IFRS)(천원),2238437,370125,242222,273247,248983,247500,177158,83369,43580
성호전자(주),43260,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,0,0,0
세기상사(주),2420,      비유동금융부채(*)(IFRS)(천원),3202300,3202300,30000,0,0,0,0,0,28344
세명전기공업(주),17510,      비유동금융부채(*)(IFRS)(천원),305000,0,0,0,0,0,0,0,0
세방(주),4360,      비유동금융부채(*)(IFRS)(천원),216422,882909,808818,16297,7665,5050,7407,9969,25889146
세방전지(주),4490,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,0,0,7510722
세원이앤씨(주),91090,      비유동금융부채(*)(IFRS)(천원),0,0,3645207,0,0,0,0,0,2366409
세종공업(주),33530,      비유동금융부채(*)(IFRS)(천원),557079,1148669,660132,2573087,243747,3930971,2643993,0,242573
세종텔레콤(주),36630,      비유동금융부채(*)(IFRS)(천원),1524772,0,0,0,0,0,0,0,12477478
세하(주),27970,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,0,0,2784499
소니드(주),60230,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,0,0,133106
소프트캠프(주),258790,      비유동금융부채(*)(IFRS)(천원),,,,,,,,,226426
솔루스첨단소재(주),336370,      비유동금융부채(*)(IFRS)(천원),,,,,,,,,5470570
솔브레인홀딩스(주),36830,      비유동금융부채(*)(IFRS)(천원),2036114,78801,0,0,0,665249,614568,177830,1474974
송원산업(주),4430,      비유동금융부채(*)(IFRS)(천원),1959000,0,45000,133000,0,108000,4120000,2796000,2957000
스튜디오드래곤(주),253450,      비유동금융부채(*)(IFRS)(천원),,,,,,0,0,2147472,6848539
시그네틱스(주),33170,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,0,0,68579
신대양제지(주),16590,      비유동금융부채(*)(IFRS)(천원),631462,0,0,0,0,0,0,0,88296
신라교역(주),4970,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,0,0,1064542
신라섬유(주),1000,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,0,0,321351
신라에스지(주),25870,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,0,0,8504
신라젠(주),215600,      비유동금융부채(*)(IFRS)(천원),,,,33780189,9994014,0,0,0,524952
신성델타테크(주),65350,      비유동금융부채(*)(IFRS)(천원),749175,493227,343536,230592,239414,409529,839363,9839672,1717273
신성통상(주),5390,      비유동금융부채(*)(IFRS)(천원),95534,108045,171231,41983,50091,143038,104238,51861,83992
신세계건설(주),34300,      비유동금융부채(*)(IFRS)(천원),1425588,327873,4809461,4095642,4994104,6112051,3373903,4469872,32155416
신송홀딩스(주),6880,      비유동금융부채(*)(IFRS)(천원),230756,0,0,0,0,0,0,0,194066
신신제약(주),2800,      비유동금융부채(*)(IFRS)(천원),,,,0,0,0,0,0,19287
신원종합개발(주),17000,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,0,2404157,1167048
신일전자(주),2700,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,0,0,143120
신일제약(주),12790,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,0,0,392953
신풍제약(주),19170,      비유동금융부채(*)(IFRS)(천원),85668,0,0,1170109,378516,0,0,0,113624
신풍제지(주),2870,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,0,0,283211
신화인터텍(주),56700,      비유동금융부채(*)(IFRS)(천원),10000,0,0,0,0,0,0,0,175573
신흥에스이씨(주),243840,      비유동금융부채(*)(IFRS)(천원),,,,0,83898,47353,301607,251226,1316963
쌍용씨앤이(주),3410,      비유동금융부채(*)(IFRS)(천원),933837,1380577,3000968,1918554,0,0,2134612,16735936,10829564
쌍용자동차(주),3620,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,0,0,3863317
쌍용정보통신(주),10280,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,0,0,505523
써니전자(주),4770,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,0,0,219133
씨비아이(주),13720,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,0,0,0
씨아이에스(주),222080,      비유동금융부채(*)(IFRS)(천원),,,,,,,0,3088760,8240
씨앤지하이테크(주),264660,      비유동금융부채(*)(IFRS)(천원),,,,,0,0,0,0,29803
씨앤티85(주),56730,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,427639,0,0,0,0
씨에스베어링(주),297090,      비유동금융부채(*)(IFRS)(천원),,,,,,0,0,0,339909
씨에스윈드(주),112610,      비유동금융부채(*)(IFRS)(천원),0,118936,198188,232923,282608,0,67295,0,81335
씨유테크(주),376290,      비유동금융부채(*)(IFRS)(천원),,,,,,,,,
씨제이(주),1040,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,0,0,0
씨제이대한통운(주),120,      비유동금융부채(*)(IFRS)(천원),23437951,18815703,14165458,6936522,4759954,24933667,23070571,22416258,656317787
씨제이바이오사이언스(주),311690,      비유동금융부채(*)(IFRS)(천원),,,,,0,0,0,0,368155
씨제이씨지브이(주),79160,      비유동금융부채(*)(IFRS)(천원),2615555,2030175,6151958,237122,165715,501631,52759533,232503756,1306055094
씨제이씨푸드(주),11150,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,0,0,0
씨제이제일제당(주),97950,      비유동금융부채(*)(IFRS)(천원),0,62770687,71865946,60155411,60206133,0,0,0,285756564
씨제이프레시웨이(주),51500,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,86000000,86000000,97696650,160502870
씨케이에이치푸드앤헬스리미티드,900120,      비유동금융부채(*)(IFRS)(천원),,,,,,,,,
씨큐브(주),101240,      비유동금융부채(*)(IFRS)(천원),0,0,1239408,0,0,70602,0,0,84199
아남전자(주),8700,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,0,0,0
아미코젠(주),92040,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,0,0,95365
아비코전자(주),36010,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,0,0,0
아세아(주),2030,      비유동금융부채(*)(IFRS)(천원),14800815,0,0,0,0,0,0,0,0
아세아시멘트(주),183190,      비유동금융부채(*)(IFRS)(천원),,,0,0,0,0,0,6371000,15679
아세아제지(주),2310,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,0,0,102388
아시아나아이디티(주),267850,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,0,0,21935731
아시아나항공(주),20560,      비유동금융부채(*)(IFRS)(천원),680479428,842587731,1380297585,1752420129,1815611298,2008750297,1846080729,1915357689,5361658110
아이디피(주),332370,      비유동금융부채(*)(IFRS)(천원),,,,,,,2184480,2896015,0
아이쓰리시스템(주),214430,      비유동금융부채(*)(IFRS)(천원),,,6226157,5842506,0,0,0,0,0
아이에스동서(주),10780,      비유동금융부채(*)(IFRS)(천원),8603715,6698620,4831589,4015189,4583827,6218146,3793075,5310247,9440745
아이진(주),185490,      비유동금융부채(*)(IFRS)(천원),,6670425,0,0,0,0,0,14135903,8653354
아이큐어(주),175250,      비유동금융부채(*)(IFRS)(천원),,,,0,1281019,0,3402870,2220255,0
아이크래프트(주),52460,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,0,0,70420
아이텍(주),119830,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,0,2419368,921074
아주스틸(주),139990,      비유동금융부채(*)(IFRS)(천원),,,,,,,,,
아진산업(주),13310,      비유동금융부채(*)(IFRS)(천원),6953299,7075198,7520055,6417812,10462448,17003571,15585794,16452076,9654477
안국약품(주),1540,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,0,0,300938
알리코제약(주),260660,      비유동금융부채(*)(IFRS)(천원),,,,,0,0,5851092,0,142920
알서포트(주),131370,      비유동금융부채(*)(IFRS)(천원),,,0,0,0,0,0,0,1262835
알에스오토메이션(주),140670,      비유동금융부채(*)(IFRS)(천원),2156364,2461921,1054041,0,0,0,0,0,35704
알에프머트리얼즈(주),327260,      비유동금융부채(*)(IFRS)(천원),,,,,,,,0,0
알에프에이치아이씨(주),218410,      비유동금융부채(*)(IFRS)(천원),,,,,,,0,0,0
압타바이오(주),293780,      비유동금융부채(*)(IFRS)(천원),,,,,,,,0,61104
애경산업(주),18250,      비유동금융부채(*)(IFRS)(천원),,,,,0,0,0,0,0
애경케미칼(주),161000,      비유동금융부채(*)(IFRS)(천원),,169126,0,0,0,0,0,0,410831
애니젠(주),196300,      비유동금융부채(*)(IFRS)(천원),,0,1059238,1194411,2307215,0,0,1624725,2134068
애머릿지코퍼레이션,900100,      비유동금융부채(*)(IFRS)(천원),0,0,814781,809357,0,0,0,0,5694094
앱클론(주),174900,      비유동금융부채(*)(IFRS)(천원),,,4969995,1804367,0,0,0,0,13657
어보브반도체(주),102120,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,0,0,85290
에브리봇(주),270660,      비유동금융부채(*)(IFRS)(천원),,,,,,,,,
에스넷시스템(주),38680,      비유동금융부채(*)(IFRS)(천원),0,0,171650,70988,0,0,0,0,584856
에스디바이오센서(주),137310,      비유동금융부채(*)(IFRS)(천원),,,,,,,,,
에스디엔(주),99220,      비유동금융부채(*)(IFRS)(천원),491301,461301,461301,461301,461301,369040,0,0,0
에스맥(주),97780,      비유동금융부채(*)(IFRS)(천원),0,0,208000,136197,0,0,0,0,0
에스비더블유생명과학(주),151910,      비유동금융부채(*)(IFRS)(천원),7686519,7429,0,0,341210,0,47000,0,60411
에스비아이핀테크솔루션즈(주),950110,      비유동금융부채(*)(IFRS)(천원),,,0,0,0,0,0,0,0
에스씨아이평가정보(주),36120,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,0,0,131103
에스씨엠생명과학(주),298060,      비유동금융부채(*)(IFRS)(천원),,,,,8226028,18158632,8520685,46474209,648067
에스엔유프리시젼(주),80000,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,0,0,11356
에스엔케이폴리텍(주),91340,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,0,429616,170022
에스엘(주),5850,      비유동금융부채(*)(IFRS)(천원),3814903,0,0,281579,127496,0,0,0,3816
에스와이(주),109610,      비유동금융부채(*)(IFRS)(천원),,,,,0,0,0,0,2123618
에스지씨에너지(주),5090,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,617671,0,468976
에스지씨이테크건설(주),16250,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,0,0,6393002
에스지에이(주),49470,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,52289,0,0,0,117153
에스지에이솔루션즈(주),184230,      비유동금융부채(*)(IFRS)(천원),,,,,0,0,0,0,407617
에스지이(주),255220,      비유동금융부채(*)(IFRS)(천원),,,,0,0,0,0,0,6023036
에스케이(주),34730,      비유동금융부채(*)(IFRS)(천원),22563186,7995715,0,0,3000,0,2685000,240169000,242406000
에스케이가스(주),18670,      비유동금융부채(*)(IFRS)(천원),0,0,0,42420898,48718841,48556151,52311289,95275844,469278272
에스케이네트웍스(주),1740,      비유동금융부채(*)(IFRS)(천원),4359570,8803867,11834633,85298,126205813,0,1107000,210000,848607000
에스케이디스커버리(주),6120,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,6736086,5631492,0,0,4531741
에스케이디앤디(주),210980,      비유동금융부채(*)(IFRS)(천원),,,,0,0,1615405,5353001,6509746,28556229
에스케이렌터카(주),68400,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,0,0,106589946
에스케이바이오사이언스(주),302440,      비유동금융부채(*)(IFRS)(천원),,,,,,,,2560207,7093025
에스케이바이오팜(주),326030,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,0,0,78575
에스케이씨(주),11790,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,0,16931158,17381600
에스케이아이이테크놀로지(주),361610,      비유동금융부채(*)(IFRS)(천원),,,,,,,,,134834
에스케이케미칼(주),285130,      비유동금융부채(*)(IFRS)(천원),,,,,,,0,0,43331374
에스케이텔레콤(주),17670,      비유동금융부채(*)(IFRS)(천원),0,63599187,100209540,130889000,89296000,0,10719000,1107000,203179000
에스케이하이닉스(주),660,      비유동금융부채(*)(IFRS)(천원),7796000,1615000,107094000,708000,683000,0,0,0,494479000
에스텍(주),69510,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,0,0,0
에스트래픽(주),234300,      비유동금융부채(*)(IFRS)(천원),,,,,0,3979355,0,3438027,4443592
에스티팜(주),237690,      비유동금융부채(*)(IFRS)(천원),30309760,532349,718367,978054,910399,0,0,0,680776
에스퓨얼셀(주),288620,      비유동금융부채(*)(IFRS)(천원),,,,,,,0,0,54932
에쓰-오일(주),10950,      비유동금융부채(*)(IFRS)(천원),269000,0,0,0,0,0,0,198947000,369719000
에쓰씨엔지니어링(주),23960,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,1471193,0,0,0,621515
에어부산(주),298690,      비유동금융부채(*)(IFRS)(천원),,,,,0,0,0,0,377084940
에이디엠코리아(주),187660,      비유동금융부채(*)(IFRS)(천원),,,,,,,,,0
에이비엘바이오(주),298380,      비유동금융부채(*)(IFRS)(천원),,,,,,,104740525,0,1165560
에이비온(주),203400,      비유동금융부채(*)(IFRS)(천원),,,,,,0,0,2000,14149146
에이에프더블류(주),312610,      비유동금융부채(*)(IFRS)(천원),,,,,,,,0,0
에이치디씨(주),12630,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,1783265,2117368,2551692
에이치디씨랩스(주),39570,      비유동금융부채(*)(IFRS)(천원),0,0,0,72305,84520,0,111435,111435,275377
에이치디씨현대산업개발(주),294870,      비유동금융부채(*)(IFRS)(천원),,,,,,,,0,17859662
에이치디씨현대이피(주),89470,      비유동금융부채(*)(IFRS)(천원),31142,67731,28431,34042,158515,137478,436935,0,944051
에이치비솔루션(주),297890,      비유동금융부채(*)(IFRS)(천원),,,,,,,,14431718,15618262
에이치에스디엔진(주),82740,      비유동금융부채(*)(IFRS)(천원),23288494,28115605,24617167,24996216,15110140,6310224,2182859,4334839,735857
에이치엘비(주),28300,      비유동금융부채(*)(IFRS)(천원),0,23303,97895,59111,43603,20873,4026,12763005,589236
에이치엘비글로벌(주),3580,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,0,6816634,6082085
에이치엘비생명과학(주),67630,      비유동금융부채(*)(IFRS)(천원),390837,258728,161623,128134,56710,38236,25240,4556895,93502
에이치엘비제약(주),47920,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,0,0,1953514
에이치엘비테라퓨틱스(주),115450,      비유동금융부채(*)(IFRS)(천원),0,253961,261425,56000,0,0,0,0,158682
에이치엠엠(주),11200,      비유동금융부채(*)(IFRS)(천원),3074157000,2328029000,1755782000,1769432000,1591620000,1436104000,901423000,977425000,2653830000
에이치케이이노엔(주),195940,      비유동금융부채(*)(IFRS)(천원),,,,0,0,0,0,0,7821598
에이케이홀딩스(주),6840,      비유동금융부채(*)(IFRS)(천원),699177,88765,676019,671712,341942,419178,134780,32417,45017
에이테크솔루션(주),71670,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,0,0,604565
에이프로젠제약(주),3060,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,17898302,0,24183
에이피시스템(주),265520,      비유동금융부채(*)(IFRS)(천원),,,,,,,0,0,2218134
에이피에스홀딩스(주),54620,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,2572851,841900,893480
에이피위성(주),211270,      비유동금융부채(*)(IFRS)(천원),,0,0,0,0,0,0,0,119605
에이피티씨(주),89970,      비유동금융부채(*)(IFRS)(천원),,,,,,,0,0,4467
에코바이오홀딩스(주),38870,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,3030412,15161,0
에코캡(주),128540,      비유동금융부채(*)(IFRS)(천원),,,,,,,,0,535852
에코플라스틱(주),38110,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,0,0,567458
에프엔에스테크(주),83500,      비유동금융부채(*)(IFRS)(천원),1292407,30755,17856,12,19912,29255,0,0,19808
엑스큐어(주),70300,      비유동금융부채(*)(IFRS)(천원),360000,0,0,0,0,0,0,0,28959
엔브이에이치코리아(주),67570,      비유동금융부채(*)(IFRS)(천원),603013,278850,0,0,457611,167084,787860,651583,788804
엔시트론(주),101400,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,0,0,177944
엔에이치엔(주),181710,      비유동금융부채(*)(IFRS)(천원),,,0,0,5940980,0,655893,0,682986
엔에이치엔한국사이버결제(주),60250,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,0,0,42978
엔피씨(주),4250,      비유동금융부채(*)(IFRS)(천원),10315742,9580501,0,0,0,0,0,0,490100
엘브이엠씨홀딩스(주),900140,      비유동금융부채(*)(IFRS)(천원),,,,,,,,,
엘비세미콘(주),61970,      비유동금융부채(*)(IFRS)(천원),258221,1318010,1017897,810898,12217669,12519752,9074754,2282505,10236185
엘아이지넥스원(주),79550,      비유동금융부채(*)(IFRS)(천원),0,0,68902,23725,3272,0,0,0,7416598
엘에스전선아시아(주),229640,      비유동금융부채(*)(IFRS)(천원),,,,,0,0,0,0,261003
엘지디스플레이(주),34220,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,85000,472000,6377000,40133000,33620000
엘지전자(주),66570,      비유동금융부채(*)(IFRS)(천원),0,13889000,9891000,62574000,71317000,75736000,69892000,83759000,148031000
엘컴텍(주),37950,      비유동금융부채(*)(IFRS)(천원),1717939,1300,0,0,0,0,0,0,0
엘티씨(주),170920,      비유동금융부채(*)(IFRS)(천원),,5641226,0,0,0,0,0,0,3789372
엠에프엠코리아(주),323230,      비유동금융부채(*)(IFRS)(천원),,,,,,,,,
엠케이전자(주),33160,      비유동금융부채(*)(IFRS)(천원),128005,135009,10170,0,0,0,0,0,142989
영보화학(주),14440,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,0,0,0
영신금속공업(주),7530,      비유동금융부채(*)(IFRS)(천원),0,0,29895,0,0,153149,81873,50610,247661
영진약품(주),3520,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,0,0,162743
영창케미칼(주),112290,      비유동금융부채(*)(IFRS)(천원),,,,,,,,,
영풍정밀(주),36560,      비유동금융부채(*)(IFRS)(천원),96006,0,0,0,0,0,0,0,297758
영풍제지(주),6740,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,0,0,231013
영화금속(주),12280,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,0,0,4471654
영화테크(주),265560,      비유동금융부채(*)(IFRS)(천원),,,,,0,0,36000,132907,0
예스이십사(주),53280,      비유동금융부채(*)(IFRS)(천원),0,0,0,10000,10000,20000,30000,30000,7833455
오가닉티코스메틱스홀딩스컴퍼니리미티드,900300,      비유동금융부채(*)(IFRS)(천원),,,,,,,,,
오로라월드(주),39830,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,0,0,1661711
오상자이엘(주),53980,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,0,0,10678
오성첨단소재(주),52420,      비유동금융부채(*)(IFRS)(천원),25282931,0,0,0,0,0,204000,0,0
오션브릿지(주),241790,      비유동금융부채(*)(IFRS)(천원),,,,,256139,0,0,0,50581
오스템임플란트(주),48260,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,0,34830,2982139
오토앤(주),353590,      비유동금융부채(*)(IFRS)(천원),,,,,,,,,
올리패스(주),244460,      비유동금융부채(*)(IFRS)(천원),,,,,52423,48798,0,0,351676
올릭스(주),226950,      비유동금융부채(*)(IFRS)(천원),,,,,0,0,0,0,43545
옴니시스템(주),57540,      비유동금융부채(*)(IFRS)(천원),20000,576000,420000,520000,885000,825000,715000,853975,851781
옵티시스(주),109080,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,0,0,187772
와이더블유(주),51390,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,0,0,0
와이아이케이(주),232140,      비유동금융부채(*)(IFRS)(천원),,,,,,,0,10086897,1838422
와이엠씨(주),155650,      비유동금융부채(*)(IFRS)(천원),128324,56802,0,0,0,0,0,0,63731
와이엠티(주),251370,      비유동금융부채(*)(IFRS)(천원),,2497550,2881946,0,3549763,230143,0,29000,7865144
와토스코리아(주),79000,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,0,0,604259
우리바이오(주),82850,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,0,1726428,2653680
우리산업(주),215360,      비유동금융부채(*)(IFRS)(천원),,,,,0,0,0,14500,114079
우리산업홀딩스(주),72470,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,0,0,0
우리손에프앤지농업회사법인(주),73560,      비유동금융부채(*)(IFRS)(천원),565931,483838,422983,374886,744705,625003,755798,1189352,1305091
우리엔터프라이즈(주),37400,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,0,0,0
우리이앤엘(주),153490,      비유동금융부채(*)(IFRS)(천원),25719752,29888239,34706512,0,0,0,0,0,0
우림피티에스(주),101170,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,0,0,0
우수AMS(주),66590,      비유동금융부채(*)(IFRS)(천원),10000,85149,25490,0,0,0,0,0,185475
우원개발(주),46940,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,2732925,0,614733
우진비앤지(주),18620,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,0,0,3754212
원텍(주),336570,      비유동금융부채(*)(IFRS)(천원),,,,,,,,,
원풍물산(주),8290,      비유동금융부채(*)(IFRS)(천원),917100,1015600,1061100,971100,998100,1047300,0,0,73958
웰바이오텍(주),10600,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,0,0,1498659
웹케시(주),53580,      비유동금융부채(*)(IFRS)(천원),,,,,0,0,0,0,336950
위더스제약(주),330350,      비유동금융부채(*)(IFRS)(천원),,,,,,,,0,0
위즈코프(주),38620,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,0,0,85576
윈텍(주),320000,      비유동금융부채(*)(IFRS)(천원),,,,,,,,,
윙입푸드홀딩스,900340,      비유동금융부채(*)(IFRS)(천원),,,,,,,,,
유네코(주),64510,      비유동금융부채(*)(IFRS)(천원),44237,5987564,8800660,3067313,2693776,3235331,56563,7873075,216
유니셈(주),36200,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,0,0,1607843
유니슨(주),18000,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,0,0,5834406
유니온머티리얼(주),47400,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,0,0,293492
유니퀘스트(주),77500,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,0,0,200185
유비벨록스(주),89850,      비유동금융부채(*)(IFRS)(천원),0,19800,14503,2306208,3945,0,0,0,383986
유성기업(주),2920,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,0,0,26692
유아이엘(주),49520,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,0,0,79960
유엔젤(주),72130,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,0,0,409977
유일에너테크(주),340930,      비유동금융부채(*)(IFRS)(천원),,,,,,,,,2261
유진기업(주),23410,      비유동금융부채(*)(IFRS)(천원),2004249,1219791,586110,3368543,3900664,7618288,4003923,11374797,8568003
율촌화학(주),8730,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,0,0,311436
이건산업(주),8250,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,6595095,0,561352
이구산업(주),25820,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,0,0,86803
이노뎁(주),303530,      비유동금융부채(*)(IFRS)(천원),,,,,,,,3157271,525854
이노시스(주),56090,      비유동금융부채(*)(IFRS)(천원),,0,0,5000000,0,0,0,0,31103
이니텍(주),53350,      비유동금융부채(*)(IFRS)(천원),230000,230000,230000,0,0,0,0,0,20932
이삭엔지니어링(주),351330,      비유동금융부채(*)(IFRS)(천원),,,,,,,,,4185766
이스트아시아홀딩스인베스트먼트리미티드,900110,      비유동금융부채(*)(IFRS)(천원),,,,,,,,,
이엠코리아(주),95190,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,0,0,5652808
이연제약(주),102460,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,0,0,4249459
이오플로우(주),294090,      비유동금융부채(*)(IFRS)(천원),,,,,,,,2722820,4577848
이원다이애그노믹스(주),245620,      비유동금융부채(*)(IFRS)(천원),,,,,,5322254,0,0,152538
이원컴포텍(주),88290,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,0,0,0
이지케어텍(주),99750,      비유동금융부채(*)(IFRS)(천원),,,,,,0,0,0,0
이트론(주),96040,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,0,0,29532
이화공영(주),1840,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,0,0,356110
이화산업(주),760,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,0,0,0
이화전기공업(주),24810,      비유동금융부채(*)(IFRS)(천원),0,0,4160008,37932,0,0,0,0,0
인바이오(주),352940,      비유동금융부채(*)(IFRS)(천원),,,,,,,,,328856
인베니아(주),79950,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,0,0,1791823
인선이엔티(주),60150,      비유동금융부채(*)(IFRS)(천원),0,192102,0,0,0,0,0,0,989371
인지컨트롤스(주),23800,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,0,0,1765715
인천도시가스(주),34590,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,0,0,15059366
인카금융서비스(주),211050,      비유동금융부채(*)(IFRS)(천원),,,,,,,,0,1279283
인크로스(주),216050,      비유동금융부채(*)(IFRS)(천원),,,0,0,24000,0,0,0,235117
인탑스(주),49070,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,0,0,189690
인터지스(주),129260,      비유동금융부채(*)(IFRS)(천원),0,93233954,79535530,73300913,67931749,35754102,25878684,20904681,12776789
인포뱅크(주),39290,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,0,0,19911
인화정공(주),101930,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,0,0,0
일동제약(주),249420,      비유동금융부채(*)(IFRS)(천원),,,,,,64045,1291,0,32178031
일동홀딩스(주),230,      비유동금융부채(*)(IFRS)(천원),45000,0,0,0,75494864,0,0,0,345102
일성건설(주),13360,      비유동금융부채(*)(IFRS)(천원),393840,240528,194734,266331,242864,0,0,1259721,3119575
일성신약(주),3120,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,0,0,126501
일신방직(주),3200,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,0,0,219459
일양약품(주),7570,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,0,0,440292
일정실업(주),8500,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,0,0,0
일진다이아몬드(주),81000,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,0,0,83071
