,회사,코드,년도,2011,2012,2013,2014,2015,2016,2017,2018,2019,2012년 감소율,2013년 감소율,2014년 감소율,2015년 감소율,2016년 감소율,2017년 감소율,2018년 감소율,2019년 감소율,2012년 감소율여부,2013년 감소율여부,2014년 감소율여부,2015년 감소율여부,2016년 감소율여부,2017년 감소율여부,2018년 감소율여부,2019년 감소율여부
348,(주)비아트론,141000,      비유동금융부채(*)(IFRS)(천원),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
349,(주)비에이치,90460,      비유동금융부채(*)(IFRS)(천원),0.0,5371.0,8676.0,4616.0,59153.0,56262.0,33643750.0,18959.0,24094.0,-inf,-61.53,46.8,-1181.48,4.89,-59698.35,99.94,-27.08,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
350,(주)비엔지티,32790,      비유동금융부채(*)(IFRS)(천원),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,221878.0,,,,,,,,-inf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
351,(주)비엘,142760,      비유동금융부채(*)(IFRS)(천원),0.0,0.0,847960.0,15635518.0,0.0,0.0,0.0,0.0,799057.0,,-inf,-1743.9,100.0,,,,-inf,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
352,(주)비엘팜텍,65170,      비유동금융부채(*)(IFRS)(천원),65280.0,112601.0,0.0,0.0,17000.0,17000.0,0.0,0.0,151166.0,-72.49,100.0,,-inf,0.0,100.0,,-inf,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
353,(주)비엠티,86670,      비유동금융부채(*)(IFRS)(천원),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
354,(주)비올,335890,      비유동금융부채(*)(IFRS)(천원),,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
355,(주)비와이씨,1460,      비유동금융부채(*)(IFRS)(천원),5135.0,98900.0,118658.0,133785.0,36738.0,75156.0,119307.0,1047969.0,354580.0,-1826.0,-19.98,-12.75,72.54,-104.57,-58.75,-778.38,66.17,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0
356,(주)비즈니스온커뮤니케이션,138580,      비유동금융부채(*)(IFRS)(천원),,,,,,,0.0,0.0,413069.0,,,,,,,,-inf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
357,(주)비지에프,27410,      비유동금융부채(*)(IFRS)(천원),,361734502.0,95383945.0,99760175.0,137852799.0,175772781.0,3657746.0,291241.0,3945400.0,,73.63,-4.59,-38.18,-27.51,97.92,92.04,-1254.69,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0
358,(주)비지에프리테일,282330,      비유동금융부채(*)(IFRS)(천원),,,,,,,189336851.0,176106178.0,566242875.0,,,,,,,6.99,-221.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
359,(주)비츠로셀,82920,      비유동금융부채(*)(IFRS)(천원),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,147643.0,,,,,,,,-inf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
360,(주)비츠로시스,54220,      비유동금융부채(*)(IFRS)(천원),56430.0,306314.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-442.82,100.0,,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
361,(주)비츠로테크,42370,      비유동금융부채(*)(IFRS)(천원),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60041.0,,,,,,,,-inf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
362,(주)비케이홀딩스,50090,      비유동금융부채(*)(IFRS)(천원),21955272.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,149071.0,100.0,,,,,,,-inf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
363,(주)비투엔,307870,      비유동금융부채(*)(IFRS)(천원),,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
364,(주)비트나인,357880,      비유동금융부채(*)(IFRS)(천원),,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
365,(주)비트컴퓨터,32850,      비유동금융부채(*)(IFRS)(천원),304589.0,630845.0,563571.0,1083183.0,989488.0,857523.0,757969.0,654592.0,2457334.0,-107.11,10.66,-92.2,8.65,13.34,11.61,13.64,-275.4,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
366,(주)비피도,238200,      비유동금융부채(*)(IFRS)(천원),,,,,3988077.0,15710313.0,15700345.0,0.0,25425.0,,,,,-293.93,0.06,100.0,-inf,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
367,(주)빅솔론,93190,      비유동금융부채(*)(IFRS)(천원),53899.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,773891.0,100.0,,,,,,,-inf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
368,(주)빅텍,65450,      비유동금융부채(*)(IFRS)(천원),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42891.0,,,,,,,,-inf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
369,(주)빙그레,5180,      비유동금융부채(*)(IFRS)(천원),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4504442.0,,,,,,,,-inf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
370,(주)사람인에이치알,143240,      비유동금융부채(*)(IFRS)(천원),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,310793.0,,,,,,,,-inf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
371,(주)사조대림,3960,      비유동금융부채(*)(IFRS)(천원),0.0,0.0,0.0,0.0,0.0,120000.0,204000.0,164000.0,7414844.0,,,,,-inf,-70.0,19.61,-4421.25,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
372,(주)사조오양,6090,      비유동금융부채(*)(IFRS)(천원),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,955612.0,,,,,,,,-inf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
373,(주)삼기,122350,      비유동금융부채(*)(IFRS)(천원),,2206542.0,652759.0,2175791.0,386993.0,506913.0,610620.0,119486.0,321230.0,,70.42,-233.32,82.21,-30.99,-20.46,80.43,-168.84,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0
374,(주)삼보판지,23600,      비유동금융부채(*)(IFRS)(천원),250726.0,251959.0,209951.0,151857.0,371564.0,53999.0,0.0,0.0,408159.0,-0.49,16.67,27.67,-144.68,85.47,100.0,,-inf,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
375,(주)삼성출판사,68290,      비유동금융부채(*)(IFRS)(천원),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,270673.0,,,,,,,,-inf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
376,(주)삼양사,145990,      비유동금융부채(*)(IFRS)(천원),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2058055.0,,,,,,,,-inf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
377,(주)삼양옵틱스,225190,      비유동금융부채(*)(IFRS)(천원),,,,0.0,0.0,0.0,0.0,0.0,1203265.0,,,,,,,,-inf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
378,(주)삼양패키징,272550,      비유동금융부채(*)(IFRS)(천원),,,,,0.0,0.0,0.0,0.0,3377369.0,,,,,,,,-inf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
379,(주)삼양홀딩스,70,      비유동금융부채(*)(IFRS)(천원),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,149092.0,,,,,,,,-inf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
380,(주)삼에스코리아,60310,      비유동금융부채(*)(IFRS)(천원),485512.0,288663.0,142720.0,496248.0,216844.0,8171.0,158171.0,206171.0,0.0,40.54,50.56,-247.71,56.3,96.23,-1835.76,-30.35,100.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0
381,(주)삼영에스앤씨,361670,      비유동금융부채(*)(IFRS)(천원),,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
382,(주)삼원강재,23000,      비유동금융부채(*)(IFRS)(천원),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
383,(주)삼익악기,2450,      비유동금융부채(*)(IFRS)(천원),7194807.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20666985.0,100.0,,,,,,,-inf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
384,(주)삼일,32280,      비유동금융부채(*)(IFRS)(천원),873027.0,0.0,0.0,961284.0,0.0,0.0,0.0,0.0,1041372.0,100.0,,-inf,100.0,,,,-inf,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
385,(주)삼일기업공사,2290,      비유동금융부채(*)(IFRS)(천원),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
386,(주)삼일씨엔에스,4440,      비유동금융부채(*)(IFRS)(천원),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1593218.0,,,,,,,,-inf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
387,(주)삼진,32750,      비유동금융부채(*)(IFRS)(천원),0.0,186180.0,159040.0,45663.0,4713.0,5075.0,0.0,0.0,0.0,-inf,14.58,71.29,89.68,-7.68,100.0,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
388,(주)삼진엘앤디,54090,      비유동금융부채(*)(IFRS)(천원),910487.0,3739915.0,2240153.0,2416267.0,1956386.0,871761.0,39159.0,202386.0,227624.0,-310.76,40.1,-7.86,19.03,55.44,95.51,-416.83,-12.47,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
389,(주)삼천리,4690,      비유동금융부채(*)(IFRS)(천원),1583806.0,1735078.0,1898610.0,2195015.0,2277364.0,2436496.0,973220.0,10000.0,42973676.0,-9.55,-9.43,-15.61,-3.75,-6.99,60.06,98.97,-429636.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
390,(주)삼표시멘트,38500,      비유동금융부채(*)(IFRS)(천원),0.0,0.0,30306555.0,413840231.0,272959473.0,44423213.0,19921387.0,9679685.0,13308217.0,,-inf,-1265.51,34.04,83.73,55.16,51.41,-37.49,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
391,(주)삼화네트웍스,46390,      비유동금융부채(*)(IFRS)(천원),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,380.0,,,,,,,,-inf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
392,(주)상보,27580,      비유동금융부채(*)(IFRS)(천원),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,116735.0,,,,,,,,-inf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
393,(주)상상인,38540,      비유동금융부채(*)(IFRS)(천원),0.0,0.0,0.0,0.0,0.0,0.0,0.0,239597.0,6171771.0,,,,,,,-inf,-2475.9,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
394,(주)상상인인더스트리,101000,      비유동금융부채(*)(IFRS)(천원),0.0,46047.0,31054.0,79171.0,25339.0,0.0,0.0,0.0,996253.0,-inf,32.56,-154.95,67.99,100.0,,,-inf,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
395,(주)상아프론테크,89980,      비유동금융부채(*)(IFRS)(천원),0.0,0.0,0.0,497150.0,0.0,0.0,0.0,0.0,1150359.0,,,-inf,100.0,,,,-inf,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
396,(주)상지카일룸,42940,      비유동금융부채(*)(IFRS)(천원),0.0,0.0,0.0,0.0,0.0,0.0,38140.0,0.0,213712.0,,,,,,-inf,100.0,-inf,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
397,(주)새로닉스,42600,      비유동금융부채(*)(IFRS)(천원),0.0,672106.0,449195.0,299642.0,330613.0,332978.0,188382.0,101431.0,309129.0,-inf,33.17,33.29,-10.34,-0.72,43.43,46.16,-204.77,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
398,(주)새빗켐,107600,      비유동금융부채(*)(IFRS)(천원),,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
399,(주)샘씨엔에스,252990,      비유동금융부채(*)(IFRS)(천원),,,,,,,0.0,0.0,80604.0,,,,,,,,-inf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
400,(주)서남,294630,      비유동금융부채(*)(IFRS)(천원),,,,,,,0.0,0.0,15623.0,,,,,,,,-inf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
401,(주)서린바이오사이언스,38070,      비유동금융부채(*)(IFRS)(천원),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4421.0,,,,,,,,-inf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
402,(주)서부티엔디,6730,      비유동금융부채(*)(IFRS)(천원),26906348.0,11504.0,23829.0,13754.0,14399.0,5596.0,8688.0,20297058.0,1331234.0,99.96,-107.14,42.28,-4.69,61.14,-55.25,-233521.75,93.44,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
403,(주)서산,79650,      비유동금융부채(*)(IFRS)(천원),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
404,(주)서연,7860,      비유동금융부채(*)(IFRS)(천원),0.0,0.0,0.0,0.0,0.0,0.0,51910.0,0.0,58601.0,,,,,,-inf,100.0,-inf,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
405,(주)서연이화,200880,      비유동금융부채(*)(IFRS)(천원),,,,788871.0,94353.0,33171.0,0.0,295888.0,6083085.0,,,,88.04,64.84,100.0,-inf,-1955.87,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
406,(주)서연탑메탈,19770,      비유동금융부채(*)(IFRS)(천원),0.0,0.0,0.0,0.0,0.0,0.0,0.0,70000.0,0.0,,,,,,,-inf,100.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
407,(주)서울리거,43710,      비유동금융부채(*)(IFRS)(천원),0.0,0.0,0.0,0.0,0.0,20000.0,0.0,0.0,11836.0,,,,,-inf,100.0,,-inf,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
408,(주)서울옥션,63170,      비유동금융부채(*)(IFRS)(천원),0.0,0.0,0.0,0.0,0.0,0.0,0.0,440583.0,997694.0,,,,,,,-inf,-126.45,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
409,(주)서울제약,18680,      비유동금융부채(*)(IFRS)(천원),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1578132.0,,,,,,,,-inf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
410,(주)서원,21050,      비유동금융부채(*)(IFRS)(천원),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,215837.0,,,,,,,,-inf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
411,(주)서원인텍,93920,      비유동금융부채(*)(IFRS)(천원),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19238.0,,,,,,,,-inf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
412,(주)서전기전,189860,      비유동금융부채(*)(IFRS)(천원),,,0.0,0.0,0.0,0.0,0.0,0.0,99722.0,,,,,,,,-inf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
413,(주)서진시스템,178320,      비유동금융부채(*)(IFRS)(천원),,,,,1156827.0,1005638.0,530170.0,156379.0,3339069.0,,,,,13.07,47.28,70.5,-2035.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
414,(주)서진오토모티브,122690,      비유동금융부채(*)(IFRS)(천원),,0.0,346608.0,156781.0,64571.0,1383.0,8043.0,6145006.0,7093586.0,,-inf,54.77,58.81,97.86,-481.56,-76301.91,-15.44,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
415,(주)서플러스글로벌,140070,      비유동금융부채(*)(IFRS)(천원),,,,0.0,0.0,0.0,0.0,164450.0,73235.0,,,,,,,-inf,55.47,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
416,(주)서한,11370,      비유동금융부채(*)(IFRS)(천원),0.0,0.0,0.0,500000.0,100000.0,12250.0,16250.0,41250.0,146577.0,,,-inf,80.0,87.75,-32.65,-153.85,-255.34,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0
417,(주)서흥,8490,      비유동금융부채(*)(IFRS)(천원),982612.0,647236.0,1578003.0,1763848.0,1469793.0,1557019.0,1364630.0,1018677.0,658621.0,34.13,-143.81,-11.78,16.67,-5.93,12.36,25.35,35.35,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
418,(주)서희건설,35890,      비유동금융부채(*)(IFRS)(천원),3138268.0,1161727.0,1585579.0,2191402.0,2769014.0,1765485.0,1774239.0,851012.0,6244925.0,62.98,-36.48,-38.21,-26.36,36.24,-0.5,52.04,-633.82,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
419,(주)석경에이티,357550,      비유동금융부채(*)(IFRS)(천원),,,,,,,,,341814.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
420,(주)선광,3100,      비유동금융부채(*)(IFRS)(천원),473212.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,998596.0,100.0,,,,,,,-inf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
421,(주)선앤엘,2820,      비유동금융부채(*)(IFRS)(천원),0.0,646462.0,696363.0,479030.0,252606.0,96483.0,0.0,0.0,74636.0,-inf,-7.72,31.21,47.27,61.8,100.0,,-inf,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
422,(주)선익시스템,171090,      비유동금융부채(*)(IFRS)(천원),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,121322.0,,,,,,,,-inf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
423,(주)선진,136490,      비유동금융부채(*)(IFRS)(천원),6040.0,86884.0,23925.0,46640.0,11389.0,0.0,322613.0,212978.0,2514878.0,-1338.48,72.46,-94.94,75.58,100.0,-inf,33.98,-1080.82,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
424,(주)성광벤드,14620,      비유동금융부채(*)(IFRS)(천원),430000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
425,(주)성도이엔지,37350,      비유동금융부채(*)(IFRS)(천원),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,113635.0,,,,,,,,-inf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
426,(주)성안,11300,      비유동금융부채(*)(IFRS)(천원),4787097.0,4311963.0,305852.0,122790.0,0.0,0.0,0.0,0.0,0.0,9.93,92.91,59.85,100.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
427,(주)성우하이텍,15750,      비유동금융부채(*)(IFRS)(천원),2166563.0,2225552.0,1991484.0,2452431.0,8834756.0,14436807.0,15767735.0,10236333.0,7701953.0,-2.72,10.52,-23.15,-260.24,-63.41,-9.22,35.08,24.76,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0
428,(주)성창오토텍,80470,      비유동금융부채(*)(IFRS)(천원),0.0,0.0,0.0,0.0,29000.0,0.0,0.0,0.0,71231.0,,,,-inf,100.0,,,-inf,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
429,(주)세경하이테크,148150,      비유동금융부채(*)(IFRS)(천원),,,,,0.0,0.0,12158.0,0.0,30914.0,,,,,,-inf,100.0,-inf,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
430,(주)세동,53060,      비유동금융부채(*)(IFRS)(천원),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,109447.0,,,,,,,,-inf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
431,(주)세림비앤지,340440,      비유동금융부채(*)(IFRS)(천원),,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
432,(주)세보엠이씨,11560,      비유동금융부채(*)(IFRS)(천원),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,497408.0,,,,,,,,-inf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
433,(주)세아메카닉스,396300,      비유동금융부채(*)(IFRS)(천원),,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
434,(주)세아베스틸지주,1430,      비유동금융부채(*)(IFRS)(천원),0.0,0.0,0.0,0.0,82657253.0,34942382.0,21272000.0,51990491.0,32859244.0,,,,-inf,57.73,39.12,-144.41,36.8,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
435,(주)세아제강,306200,      비유동금융부채(*)(IFRS)(천원),,,,,,,,0.0,7910000.0,,,,,,,,-inf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
436,(주)세아제강지주,3030,      비유동금융부채(*)(IFRS)(천원),6503000.0,84999.0,0.0,0.0,0.0,0.0,0.0,0.0,415000.0,98.69,100.0,,,,,,-inf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
437,(주)세아특수강,19440,      비유동금융부채(*)(IFRS)(천원),0.0,147000.0,138000.0,0.0,0.0,0.0,949490.0,709804.0,1124610.0,-inf,6.12,100.0,,,-inf,25.24,-58.44,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
438,(주)세아홀딩스,58650,      비유동금융부채(*)(IFRS)(천원),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1298833.0,,,,,,,,-inf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
439,(주)세우글로벌,13000,      비유동금융부채(*)(IFRS)(천원),0.0,0.0,0.0,0.0,0.0,0.0,259.0,206.0,147.0,,,,,,-inf,20.46,28.64,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
440,(주)세운메디칼,100700,      비유동금융부채(*)(IFRS)(천원),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
441,(주)세원물산,24830,      비유동금융부채(*)(IFRS)(천원),1449851.0,1876895.0,233134.0,249889.0,225183.0,253121.0,268760.0,215251.0,189140.0,-29.45,87.58,-7.19,9.89,-12.41,-6.18,19.91,12.13,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
442,(주)세원정공,21820,      비유동금융부채(*)(IFRS)(천원),940918.0,1571067.0,1623365.0,1230790.0,159117.0,0.0,0.0,0.0,0.0,-66.97,-3.33,24.18,87.07,100.0,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
443,(주)세이브존아이앤씨,67830,      비유동금융부채(*)(IFRS)(천원),506720.0,95091.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.23,100.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
444,(주)세종메디칼,258830,      비유동금융부채(*)(IFRS)(천원),,,,,120206.0,36246.0,0.0,0.0,0.0,,,,,69.85,100.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
445,(주)세중,39310,      비유동금융부채(*)(IFRS)(천원),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,157874.0,,,,,,,,-inf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
446,(주)세진중공업,75580,      비유동금융부채(*)(IFRS)(천원),,,109621.0,0.0,0.0,0.0,0.0,4958740.0,5524747.0,,,100.0,,,,-inf,-11.41,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
447,(주)세진티에스,67770,      비유동금융부채(*)(IFRS)(천원),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24963.0,,,,,,,,-inf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
448,(주)세코닉스,53450,      비유동금융부채(*)(IFRS)(천원),0.0,0.0,0.0,0.0,0.0,0.0,1984749.0,70112.0,544332.0,,,,,,-inf,96.47,-676.37,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
449,(주)세토피아,222810,      비유동금융부채(*)(IFRS)(천원),,,,,,0.0,0.0,0.0,1245813.0,,,,,,,,-inf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
450,(주)세화피앤씨,252500,      비유동금융부채(*)(IFRS)(천원),,,,,,,0.0,0.0,7178.0,,,,,,,,-inf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
451,(주)센코,347000,      비유동금융부채(*)(IFRS)(천원),,,,,,,,,154783.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
452,(주)센트랄모텍,308170,      비유동금융부채(*)(IFRS)(천원),,,,,,,68749.0,4798530.0,5179290.0,,,,,,,-6879.78,-7.93,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
453,(주)센트럴인사이트,12600,      비유동금융부채(*)(IFRS)(천원),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43869.0,,,,,,,,-inf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
454,(주)셀레믹스,331920,      비유동금융부채(*)(IFRS)(천원),,,,,,12413740.0,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
455,(주)셀루메드,49180,      비유동금융부채(*)(IFRS)(천원),0.0,1863393.0,684368.0,0.0,0.0,0.0,0.0,0.0,281072.0,-inf,63.27,100.0,,,,,-inf,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
456,(주)셀리드,299660,      비유동금융부채(*)(IFRS)(천원),,,,,,,,0.0,50544.0,,,,,,,,-inf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
457,(주)셀리버리,268600,      비유동금융부채(*)(IFRS)(천원),,,,,,,,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
458,(주)셀바스에이아이,108860,      비유동금융부채(*)(IFRS)(천원),0.0,0.0,0.0,0.0,59888.0,37751.0,0.0,0.0,51846.0,,,,-inf,36.96,100.0,,-inf,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
459,(주)셀바스헬스케어,208370,      비유동금융부채(*)(IFRS)(천원),,,,,,0.0,0.0,0.0,130453.0,,,,,,,,-inf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
460,(주)셀트리온,68270,      비유동금융부채(*)(IFRS)(천원),0.0,0.0,33224237.0,37926102.0,0.0,0.0,0.0,0.0,2537437.0,,-inf,-14.15,100.0,,,,-inf,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
461,(주)셀트리온제약,68760,      비유동금융부채(*)(IFRS)(천원),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,207518.0,,,,,,,,-inf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
462,(주)셀트리온헬스케어,91990,      비유동금융부채(*)(IFRS)(천원),,,,778555128.0,91192681.0,32830599.0,0.0,0.0,181837.0,,,,88.29,64.0,100.0,,-inf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
