,회사,코드,년도,2011,2012,2013,2014,2015,2016,2017,2018,2019,2012년 감소율,2013년 감소율,2014년 감소율,2015년 감소율,2016년 감소율,2017년 감소율,2018년 감소율,2019년 감소율,2012년 감소율여부,2013년 감소율여부,2014년 감소율여부,2015년 감소율여부,2016년 감소율여부,2017년 감소율여부,2018년 감소율여부,2019년 감소율여부
1305,(주)한농화성,11500,      비유동금융부채(*)(IFRS)(천원),68000.0,89000.0,89000.0,0.0,0.0,0.0,0.0,0.0,1818807.0,-30.88,0.0,100.0,,,,,-inf,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1306,(주)한독,2390,      비유동금융부채(*)(IFRS)(천원),151574.0,48097.0,0.0,0.0,13695.0,853605.0,52420.0,66746.0,1303294.0,68.27,100.0,,-inf,-6132.97,93.86,-27.33,-1852.62,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0
1307,(주)한독크린텍,256150,      비유동금융부채(*)(IFRS)(천원),,,,,,,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1308,(주)한라,14790,      비유동금융부채(*)(IFRS)(천원),8321927.0,3885452.0,2050291.0,1092627.0,1075536.0,211260.0,3189606.0,4432348.0,72172160.0,53.31,47.23,46.71,1.56,80.36,-1409.8,-38.96,-1528.31,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
1309,(주)한라홀딩스,60980,      비유동금융부채(*)(IFRS)(천원),17602501.0,0.0,0.0,0.0,0.0,0.0,5390632.0,11520123.0,21785890.0,100.0,,,,,-inf,-113.71,-89.11,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
1310,(주)한미글로벌건축사사무소,53690,      비유동금융부채(*)(IFRS)(천원),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,127913.0,,,,,,,,-inf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1311,(주)한빛소프트,47080,      비유동금융부채(*)(IFRS)(천원),0.0,0.0,0.0,0.0,0.0,0.0,3288245.0,4704446.0,145552.0,,,,,,-inf,-43.07,96.91,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
1312,(주)한샘,9240,      비유동금융부채(*)(IFRS)(천원),1383000.0,0.0,0.0,0.0,1587601.0,0.0,0.0,0.0,119676399.0,100.0,,,-inf,100.0,,,-inf,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1313,(주)한섬,20000,      비유동금융부채(*)(IFRS)(천원),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8519178.0,,,,,,,,-inf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1314,(주)한솔케미칼,14680,      비유동금융부채(*)(IFRS)(천원),0.0,540786.0,3671791.0,2889415.0,1881694.0,905224.0,1284298.0,386105.0,337530.0,-inf,-578.97,21.31,34.88,51.89,-41.88,69.94,12.58,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
1315,(주)한솔홈데코,25750,      비유동금융부채(*)(IFRS)(천원),0.0,0.0,0.0,0.0,0.0,0.0,424847.0,26912.0,44392.0,,,,,,-inf,93.67,-64.95,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
1316,(주)한송네오텍,226440,      비유동금융부채(*)(IFRS)(천원),,,,,,,,0.0,20077.0,,,,,,,,-inf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1317,(주)한익스프레스,14130,      비유동금융부채(*)(IFRS)(천원),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16726445.0,,,,,,,,-inf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1318,(주)한일진공,123840,      비유동금융부채(*)(IFRS)(천원),,,0.0,0.0,145083.0,0.0,0.0,0.0,105813.0,,,,-inf,100.0,,,-inf,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1319,(주)한진,2320,      비유동금융부채(*)(IFRS)(천원),0.0,0.0,0.0,5450886.0,11615277.0,13026571.0,15926080.0,592021.0,271554674.0,,,-inf,-113.09,-12.15,-22.26,96.28,-45769.09,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0
1320,(주)한진중공업홀딩스,3480,      비유동금융부채(*)(IFRS)(천원),1683000.0,8096000.0,5908000.0,3824000.0,1853000.0,0.0,0.0,33386000.0,0.0,-381.05,27.03,35.27,51.54,100.0,,-inf,100.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1321,(주)한진칼,180640,      비유동금융부채(*)(IFRS)(천원),,,0.0,0.0,0.0,0.0,0.0,0.0,35317.0,,,,,,,,-inf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1322,(주)한창,5110,      비유동금융부채(*)(IFRS)(천원),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37113.0,,,,,,,,-inf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1323,(주)한창바이오텍,43090,      비유동금융부채(*)(IFRS)(천원),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80477.0,,,,,,,,-inf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1324,(주)한창제지,9460,      비유동금융부채(*)(IFRS)(천원),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76579.0,,,,,,,,-inf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1325,(주)한컴라이프케어,372910,      비유동금융부채(*)(IFRS)(천원),,,,,,,0.0,45448560.0,49348136.0,,,,,,,-inf,-8.58,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1326,(주)한컴위드,54920,      비유동금융부채(*)(IFRS)(천원),0.0,0.0,0.0,0.0,0.0,0.0,200540.0,0.0,103421.0,,,,,,-inf,100.0,-inf,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
1327,(주)한탑,2680,      비유동금융부채(*)(IFRS)(천원),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1328,(주)한화,880,      비유동금융부채(*)(IFRS)(천원),89800.0,91140.0,3512260.0,3483139.0,69195667.0,4861968.0,38248980.0,48273035.0,40652577.0,-1.49,-3753.7,0.83,-1886.59,92.97,-686.7,-26.21,15.79,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0
1329,(주)해성티피씨,59270,      비유동금융부채(*)(IFRS)(천원),,,,,,,,0.0,15868.0,,,,,,,,-inf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1330,(주)핸디소프트,220180,      비유동금융부채(*)(IFRS)(천원),,,,11968386.0,0.0,0.0,0.0,0.0,1707256.0,,,,100.0,,,,-inf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1331,(주)헥토이노베이션,214180,      비유동금융부채(*)(IFRS)(천원),,,,5466094.0,0.0,234000.0,0.0,0.0,1529445.0,,,,100.0,-inf,100.0,,-inf,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
1332,(주)헥토파이낸셜,234340,      비유동금융부채(*)(IFRS)(천원),,,0.0,0.0,0.0,0.0,0.0,0.0,64421.0,,,,,,,,-inf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1333,(주)헬릭스미스,84990,      비유동금융부채(*)(IFRS)(천원),0.0,0.0,0.0,0.0,0.0,0.0,0.0,18643246.0,1055650.0,,,,,,,-inf,94.34,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1334,(주)현대공업,170030,      비유동금융부채(*)(IFRS)(천원),270000.0,270000.0,0.0,0.0,0.0,0.0,0.0,0.0,89971.0,0.0,100.0,,,,,,-inf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1335,(주)현대그린푸드,5440,      비유동금융부채(*)(IFRS)(천원),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2591675.0,,,,,,,,-inf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1336,(주)현대리바트,79430,      비유동금융부채(*)(IFRS)(천원),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27964235.0,,,,,,,,-inf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1337,(주)현대미포조선,10620,      비유동금융부채(*)(IFRS)(천원),21224662.0,23422536.0,25015457.0,39983715.0,258263335.0,2441810.0,5114562.0,4799409.0,3261951.0,-10.36,-6.8,-59.84,-545.92,99.05,-109.46,6.16,32.03,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
1338,(주)현대바이오랜드,52260,      비유동금융부채(*)(IFRS)(천원),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,101853.0,,,,,,,,-inf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1339,(주)현대백화점,69960,      비유동금융부채(*)(IFRS)(천원),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,272845878.0,,,,,,,,-inf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1340,(주)현대에버다임,41440,      비유동금융부채(*)(IFRS)(천원),0.0,287209.0,163993.0,145645.0,190531.0,62513.0,50117.0,44986.0,724833.0,-inf,42.9,11.19,-30.82,67.19,19.83,10.24,-1511.24,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1341,(주)현대이지웰,90850,      비유동금융부채(*)(IFRS)(천원),0.0,0.0,0.0,0.0,0.0,0.0,3361391.0,0.0,127125.0,,,,,,-inf,100.0,-inf,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
1342,(주)현대퓨처넷,126560,      비유동금융부채(*)(IFRS)(천원),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1374531.0,,,,,,,,-inf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1343,(주)현대홈쇼핑,57050,      비유동금융부채(*)(IFRS)(천원),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,362763.0,,,,,,,,-inf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1344,(주)협진,138360,      비유동금융부채(*)(IFRS)(천원),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50963.0,,,,,,,,-inf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1345,(주)형지아이앤씨,11080,      비유동금융부채(*)(IFRS)(천원),0.0,0.0,0.0,0.0,0.0,1708760.0,1080500.0,0.0,304234.0,,,,,-inf,36.77,100.0,-inf,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
1346,(주)형지엘리트,93240,      비유동금융부채(*)(IFRS)(천원),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1347,(주)혜인,3010,      비유동금융부채(*)(IFRS)(천원),270670.0,0.0,864370.0,884356.0,852994.0,701187.0,79257.0,486968.0,1585672.0,100.0,-inf,-2.31,3.55,17.8,88.7,-514.42,-225.62,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
1348,(주)호텔신라,8770,      비유동금융부채(*)(IFRS)(천원),89969796.0,0.0,0.0,0.0,0.0,0.0,13187310.0,9704327.0,369786242.0,100.0,,,,,-inf,26.41,-3710.53,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
1349,(주)홈센타홀딩스,60560,      비유동금융부채(*)(IFRS)(천원),4671955.0,6246070.0,2808445.0,3189160.0,3493740.0,3528788.0,3573578.0,3571330.0,117403.0,-33.69,55.04,-13.56,-9.55,-1.0,-1.27,0.06,96.71,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1350,(주)홈캐스트,64240,      비유동금융부채(*)(IFRS)(천원),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1093.0,,,,,,,,-inf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1351,(주)화승엔터프라이즈,241590,      비유동금융부채(*)(IFRS)(천원),,,,,0.0,0.0,0.0,0.0,30047.0,,,,,,,,-inf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1352,(주)화승인더스트리,6060,      비유동금융부채(*)(IFRS)(천원),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,349995.0,,,,,,,,-inf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1353,(주)화승코퍼레이션,13520,      비유동금융부채(*)(IFRS)(천원),106280.0,116780.0,0.0,0.0,0.0,0.0,0.0,0.0,70441.0,-9.88,100.0,,,,,,-inf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1354,(주)화신,10690,      비유동금융부채(*)(IFRS)(천원),895977.0,458398.0,867925.0,0.0,0.0,0.0,0.0,0.0,198695.0,48.84,-89.34,100.0,,,,,-inf,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1355,(주)화신정공,126640,      비유동금융부채(*)(IFRS)(천원),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1356,(주)화인베스틸,133820,      비유동금융부채(*)(IFRS)(천원),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,777522.0,,,,,,,,-inf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1357,(주)황금에스티,32560,      비유동금융부채(*)(IFRS)(천원),84003.0,55153.0,0.0,0.0,0.0,313000.0,313000.0,316000.0,71975.0,34.34,100.0,,,-inf,0.0,-0.96,77.22,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1358,(주)효성,4800,      비유동금융부채(*)(IFRS)(천원),0.0,0.0,7436.0,5192415.0,11199285.0,6466646.0,584150.0,0.0,9372779.0,,-inf,-69728.07,-115.69,42.26,90.97,100.0,-inf,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
1359,(주)후성,93370,      비유동금융부채(*)(IFRS)(천원),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,468022.0,,,,,,,,-inf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1360,(주)휠라홀딩스,81660,      비유동금융부채(*)(IFRS)(천원),18635.0,680067.0,570961.0,344098.0,115227.0,0.0,0.0,0.0,29833934.0,-3549.41,16.04,39.73,66.51,100.0,,,-inf,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1361,(주)휴네시온,290270,      비유동금융부채(*)(IFRS)(천원),,,,,,,0.0,0.0,347894.0,,,,,,,,-inf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1362,(주)휴니드테크놀러지스,5870,      비유동금융부채(*)(IFRS)(천원),300000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1363,(주)휴맥스,115160,      비유동금융부채(*)(IFRS)(천원),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11904230.0,,,,,,,,-inf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1364,(주)휴맥스홀딩스,28080,      비유동금융부채(*)(IFRS)(천원),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,655364.0,,,,,,,,-inf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1365,(주)휴먼엔,32860,      비유동금융부채(*)(IFRS)(천원),0.0,3754675.0,1940089.0,1170413.0,0.0,0.0,0.0,0.0,0.0,-inf,48.33,39.67,100.0,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1366,(주)휴메딕스,200670,      비유동금융부채(*)(IFRS)(천원),0.0,6151895.0,6663072.0,0.0,0.0,0.0,0.0,0.0,134837.0,-inf,-8.31,100.0,,,,,-inf,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1367,(주)휴비스,79980,      비유동금융부채(*)(IFRS)(천원),0.0,0.0,0.0,0.0,0.0,10000.0,10000.0,10000.0,1427000.0,,,,,-inf,0.0,0.0,-14170.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
1368,(주)휴비츠,65510,      비유동금융부채(*)(IFRS)(천원),338978.0,0.0,23.0,471305.0,261129.0,0.0,0.0,0.0,112465.0,100.0,-inf,-2049052.17,44.59,100.0,,,-inf,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
1369,(주)휴센텍,215090,      비유동금융부채(*)(IFRS)(천원),,,,,,,,0.0,578056.0,,,,,,,,-inf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1370,(주)휴스틸,5010,      비유동금융부채(*)(IFRS)(천원),0.0,0.0,0.0,0.0,0.0,9124140.0,9245140.0,0.0,80987.0,,,,,-inf,-1.33,100.0,-inf,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
1371,(주)휴엠앤씨,263920,      비유동금융부채(*)(IFRS)(천원),,,,,,0.0,0.0,35000.0,75000.0,,,,,,,-inf,-114.29,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
1372,(주)휴온스,243070,      비유동금융부채(*)(IFRS)(천원),,,,,,0.0,0.0,0.0,1173323.0,,,,,,,,-inf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1373,(주)휴온스글로벌,84110,      비유동금융부채(*)(IFRS)(천원),0.0,0.0,0.0,123589.0,119262.0,0.0,0.0,0.0,164209.0,,,-inf,3.5,100.0,,,-inf,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1374,(주)흥국,10240,      비유동금융부채(*)(IFRS)(천원),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1375,(주)흥국에프엔비,189980,      비유동금융부채(*)(IFRS)(천원),,0.0,0.0,0.0,0.0,0.0,0.0,0.0,665154.0,,,,,,,,-inf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1376,(주)희림종합건축사사무소,37440,      비유동금융부채(*)(IFRS)(천원),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9051581.0,,,,,,,,-inf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1377,(주)힘스,238490,      비유동금융부채(*)(IFRS)(천원),0.0,1815987.0,1911654.0,1930103.0,0.0,0.0,0.0,0.0,380452.0,-inf,-5.27,-0.97,100.0,,,,-inf,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1378,AJ네트웍스(주),95570,      비유동금융부채(*)(IFRS)(천원),,,3964104.0,823257.0,4052525.0,21587908.0,23490887.0,51196431.0,67030228.0,,,79.23,-392.26,-432.7,-8.82,-117.94,-30.93,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0
1379,CS홀딩스(주),590,      비유동금융부채(*)(IFRS)(천원),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1380,HD현대(주),267250,      비유동금융부채(*)(IFRS)(천원),,,,,,,18603000.0,0.0,126244446.0,,,,,,,100.0,-inf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1381,KB오토시스(주),24120,      비유동금융부채(*)(IFRS)(천원),0.0,0.0,0.0,307991.0,0.0,0.0,0.0,0.0,268988.0,,,-inf,100.0,,,,-inf,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1382,KD(주),44180,      비유동금융부채(*)(IFRS)(천원),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,133710.0,,,,,,,,-inf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1383,KG스틸(주),16380,      비유동금융부채(*)(IFRS)(천원),86247.0,92946.0,1931580.0,2355384.0,0.0,0.0,0.0,0.0,15038397.0,-7.77,-1978.17,-21.94,100.0,,,,-inf,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
1384,KISCO홀딩스(주),1940,      비유동금융부채(*)(IFRS)(천원),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44924.0,,,,,,,,-inf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1385,LG이노텍(주),11070,      비유동금융부채(*)(IFRS)(천원),0.0,0.0,0.0,0.0,0.0,0.0,0.0,4544670.0,3644607.0,,,,,,,-inf,19.8,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1386,LS일렉트릭(주),10120,      비유동금융부채(*)(IFRS)(천원),0.0,417271.0,279810.0,403919.0,191630.0,0.0,0.0,1215163.0,7045624.0,-inf,32.94,-44.35,52.56,100.0,,-inf,-479.81,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
1387,OCI(주),10060,      비유동금융부채(*)(IFRS)(천원),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3418021.0,,,,,,,,-inf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1388,SK이노베이션(주),96770,      비유동금융부채(*)(IFRS)(천원),4006851.0,2270866.0,17096618.0,12738371.0,0.0,920252.0,471574.0,574427.0,28283795.0,43.33,-652.87,25.49,100.0,-inf,48.76,-21.81,-4823.83,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0
1389,SNT모티브(주),64960,      비유동금융부채(*)(IFRS)(천원),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72408.0,,,,,,,,-inf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1390,SNT중공업(주),3570,      비유동금융부채(*)(IFRS)(천원),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84102.0,,,,,,,,-inf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1391,STX엔진(주),77970,      비유동금융부채(*)(IFRS)(천원),5128207.0,672113.0,0.0,0.0,0.0,0.0,0.0,0.0,235265.0,86.89,100.0,,,,,,-inf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1392,STX중공업(주),71970,      비유동금융부채(*)(IFRS)(천원),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,388117.0,,,,,,,,-inf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1393,가온미디어(주),78890,      비유동금융부채(*)(IFRS)(천원),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,517053.0,,,,,,,,-inf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1394,가온전선(주),500,      비유동금융부채(*)(IFRS)(천원),0.0,427120.0,98809.0,620661.0,505081.0,16186.0,3056363.0,1253433.0,3815816.0,-inf,76.87,-528.14,18.62,96.8,-18782.76,58.99,-204.43,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
1395,감성코퍼레이션(주),36620,      비유동금융부채(*)(IFRS)(천원),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65189.0,,,,,,,,-inf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1396,강남제비스코(주),860,      비유동금융부채(*)(IFRS)(천원),86000.0,109000.0,118000.0,88000.0,63000.0,68000.0,39000.0,25000.0,1082650.0,-26.74,-8.26,25.42,28.41,-7.94,42.65,35.9,-4230.6,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1397,갤럭시아머니트리(주),94480,      비유동금융부채(*)(IFRS)(천원),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1317672.0,,,,,,,,-inf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1398,경남스틸(주),39240,      비유동금융부채(*)(IFRS)(천원),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1399,경남제약(주),53950,      비유동금융부채(*)(IFRS)(천원),0.0,0.0,0.0,0.0,0.0,3073.0,0.0,0.0,390493.0,,,,,-inf,100.0,,-inf,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
1400,경동제약(주),11040,      비유동금융부채(*)(IFRS)(천원),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,717178.0,,,,,,,,-inf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1401,경인전자(주),9140,      비유동금융부채(*)(IFRS)(천원),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1402,경창산업(주),24910,      비유동금융부채(*)(IFRS)(천원),4976000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,338847.0,100.0,,,,,,,-inf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1403,계룡건설산업(주),13580,      비유동금융부채(*)(IFRS)(천원),43123961.0,30824334.0,3018945.0,750909.0,291273.0,153442.0,403477.0,519640.0,11461992.0,28.52,90.21,75.13,61.21,47.32,-162.95,-28.79,-2105.76,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
1404,계양전기(주),12200,      비유동금융부채(*)(IFRS)(천원),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1405,고려산업(주),2140,      비유동금융부채(*)(IFRS)(천원),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,240084.0,,,,,,,,-inf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1406,고려신용정보(주),49720,      비유동금융부채(*)(IFRS)(천원),0.0,0.0,74546.0,579136.0,202040.0,0.0,0.0,0.0,2649276.0,,-inf,-676.88,65.11,100.0,,,-inf,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
1407,고려아연(주),10130,      비유동금융부채(*)(IFRS)(천원),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,993224.0,,,,,,,,-inf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1408,고려제강(주),2240,      비유동금융부채(*)(IFRS)(천원),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,430000.0,,,,,,,,-inf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1409,고려제약(주),14570,      비유동금융부채(*)(IFRS)(천원),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25883.0,,,,,,,,-inf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1410,광동제약(주),9290,      비유동금융부채(*)(IFRS)(천원),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300668.0,,,,,,,,-inf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1411,광전자(주),17900,      비유동금융부채(*)(IFRS)(천원),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2040.0,,,,,,,,-inf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1412,광진실업(주),26910,      비유동금융부채(*)(IFRS)(천원),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1413,교촌에프앤비(주),339770,      비유동금융부채(*)(IFRS)(천원),,,,,,,,0.0,1071553.0,,,,,,,,-inf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1414,국도화학(주),7690,      비유동금융부채(*)(IFRS)(천원),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1415,국일신동(주),60480,      비유동금융부채(*)(IFRS)(천원),,230000.0,230000.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,100.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1416,국일제지(주),78130,      비유동금융부채(*)(IFRS)(천원),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94274.0,,,,,,,,-inf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
