,거래소코드,회계년도,자산(*)(IFRS)(천원),자본(*)(IFRS)(천원),자산(*)(IFRS연결)(천원),자본(*)(IFRS연결)(천원),자본율(연결),자본율
(주)로보티즈,108490,16-Dec,"24,910","15,232",,,,
(주)로보티즈,108490,17-Dec,"45,907","35,930",,,,
(주)로보티즈,108490,18-Dec,"69,269","62,109","68,826","61,535",,
(주)로보티즈,108490,19-Dec,"64,609","61,726","64,669","61,409",,
(주)로지시스,67730,10-Dec,,,,,,
(주)로지시스,67730,11-Dec,,,,,,
(주)로지시스,67730,12-Dec,,,,,,
(주)로지시스,67730,13-Dec,"16,629","11,525",,,,
(주)로지시스,67730,14-Dec,"16,695","11,530",,,,
(주)로지시스,67730,15-Dec,"21,842","15,816",,,,
(주)로지시스,67730,16-Dec,"24,106","16,347",,,,
(주)로지시스,67730,17-Dec,"26,178","16,239",,,,
(주)로지시스,67730,18-Dec,"25,946","16,779",,,,
(주)로지시스,67730,19-Dec,"24,235","15,654",,,,
(주)루닛,328130,19-Dec,"38,416","-58,871","38,413","-58,875",,
(주)루멘스,38060,10-Dec,"207,951","109,346","233,299","103,621",,
(주)루멘스,38060,11-Dec,"244,850","122,130","260,589","126,841",,
(주)루멘스,38060,12-Dec,"288,493","146,682","304,152","150,359",,
(주)루멘스,38060,13-Dec,"324,087","203,523","334,281","207,319",,
(주)루멘스,38060,14-Dec,"329,403","221,630","352,462","229,319",,
(주)루멘스,38060,15-Dec,"328,053","210,250","339,996","219,292",,
(주)루멘스,38060,16-Dec,"321,391","205,259","349,896","213,859",,
(주)루멘스,38060,17-Dec,"288,489","189,122","345,508","222,073",,
(주)루멘스,38060,18-Dec,"260,068","164,848","332,872","191,427",,
(주)루멘스,38060,19-Dec,"193,665","108,369","278,452","130,557",,
(주)루트로닉,85370,10-Dec,"56,499","35,181","54,766","31,371",,
(주)루트로닉,85370,11-Dec,"63,120","40,294","56,785","32,219",,
(주)루트로닉,85370,12-Dec,"75,284","40,584","67,971","31,554",,
(주)루트로닉,85370,13-Dec,"79,290","43,240","72,808","32,779",,
(주)루트로닉,85370,14-Dec,"90,541","48,646","80,470","32,529",,
(주)루트로닉,85370,15-Dec,"139,642","92,226","129,493","74,854",,
(주)루트로닉,85370,16-Dec,"208,448","160,330","191,712","135,434",,
(주)루트로닉,85370,17-Dec,"224,189","166,959","196,722","133,103",,
(주)루트로닉,85370,18-Dec,"255,254","178,541","215,363","129,672",,
(주)루트로닉,85370,19-Dec,"256,299","175,373","208,199","118,877",,
(주)룽투코리아,60240,10-Dec,"28,463","10,641","29,437","10,785",,
(주)룽투코리아,60240,11-Dec,"23,583","6,070","23,433","3,591",,
(주)룽투코리아,60240,12-Dec,"23,156","8,009","24,406","8,209",,
(주)룽투코리아,60240,13-Dec,"17,591","7,708","18,412","7,287",,
(주)룽투코리아,60240,14-Dec,"18,053","8,643","18,317","7,912",,
(주)룽투코리아,60240,15-Dec,"72,256","43,557","99,571","53,094",,
(주)룽투코리아,60240,16-Dec,"81,002","41,738","125,601","70,350",,
(주)룽투코리아,60240,17-Dec,"72,204","59,980","120,692","81,562",,
(주)룽투코리아,60240,18-Dec,"71,287","61,989","77,374","66,906",,
(주)룽투코리아,60240,19-Dec,"83,843","79,036","79,352","73,705",,
(주)리노스,39980,10-Dec,"55,509","33,582",,,,
(주)리노스,39980,11-Dec,"57,724","39,192",,,,
(주)리노스,39980,12-Dec,"76,326","45,598",,,,
(주)리노스,39980,13-Dec,"63,998","45,017",,,,
(주)리노스,39980,14-Dec,"76,331","52,640","85,917","56,897",,
(주)리노스,39980,15-Dec,"98,775","67,369",,,,
(주)리노스,39980,16-Dec,"102,769","68,337","105,086","69,049",,
(주)리노스,39980,17-Dec,"93,270","71,585","96,505","72,999",,
(주)리노스,39980,18-Dec,"93,255","74,036","94,264","75,047",,
(주)리노스,39980,19-Dec,"111,256","74,310","111,913","74,956",,
(주)리더스코스메틱,16100,10-Dec,"36,792","31,962",,,,
(주)리더스코스메틱,16100,11-Dec,"69,288","48,915",,,,
(주)리더스코스메틱,16100,12-Dec,"70,149","43,930",,,,
(주)리더스코스메틱,16100,13-Dec,"73,574","45,460","75,168","46,219",,
(주)리더스코스메틱,16100,14-Dec,"90,024","60,503","97,020","63,991",,
(주)리더스코스메틱,16100,15-Dec,"149,938","81,788","180,865","108,518",,
(주)리더스코스메틱,16100,16-Dec,"148,709","87,753","190,624","120,173",,
(주)리더스코스메틱,16100,17-Dec,"153,438","80,413","192,933","109,151",,
(주)리더스코스메틱,16100,18-Dec,"132,884","74,221","164,067","98,664",,
(주)리더스코스메틱,16100,19-Dec,"96,062","28,742","132,912","49,038",,
(주)리드,197210,11-Dec,,,,,,
(주)리드,197210,12-Dec,,,,,,
(주)리드,197210,13-Dec,"11,874","-5,553",,,,
(주)리드,197210,14-Dec,"29,313","2,055","29,279","1,985",,
(주)리드,197210,15-Dec,"27,210","9,901","27,192","9,797",,
(주)리드,197210,16-Dec,"51,608","13,771","51,609","13,772",,
(주)리드,197210,17-Dec,"42,703","7,778","42,703","7,778",,
(주)리드,197210,18-Dec,"103,164","41,274","107,403","39,220",,
(주)리드,197210,19-Dec,"29,916","-31,145","31,046","-31,562",,
(주)리드코프,12700,10-Dec,"257,254","104,638","257,254","104,638",,
(주)리드코프,12700,11-Dec,"332,913","125,896","359,756","125,703",,
(주)리드코프,12700,12-Dec,"395,636","147,905","466,043","148,029",,
(주)리드코프,12700,13-Dec,"435,326","175,728","511,249","179,405",,
(주)리드코프,12700,14-Dec,"515,991","207,164","639,665","215,876",,
(주)리드코프,12700,15-Dec,"608,617","239,499","779,424","255,024",,
(주)리드코프,12700,16-Dec,"706,756","262,507","946,104","284,724",,
(주)리드코프,12700,17-Dec,"832,755","287,963","1,114,805","317,307",,
(주)리드코프,12700,18-Dec,"869,238","298,506","1,140,660","333,435",,
(주)리드코프,12700,19-Dec,"783,736","323,008","1,036,734","368,285",,
(주)리메드,302550,16-Dec,,,,,,
(주)리메드,302550,17-Dec,,,,,,
(주)리메드,302550,18-Dec,"21,512","10,945",,,,
(주)리메드,302550,19-Dec,"34,946","24,624",,,,
(주)리파인,377450,16-Dec,,,,,,
(주)리파인,377450,17-Dec,,,,,,
(주)리파인,377450,18-Dec,,,,,,
(주)리파인,377450,19-Dec,,,,,,
(주)링네트,42500,10-Dec,"52,950","19,295","53,068","19,320",,
(주)링네트,42500,11-Dec,"54,558","20,139","54,952","20,268",,
(주)링네트,42500,12-Dec,"61,522","28,565","61,801","28,744",,
(주)링네트,42500,13-Dec,"67,996","34,196","68,444","34,416",,
(주)링네트,42500,14-Dec,"75,442","42,687","76,217","43,144",,
(주)링네트,42500,15-Dec,"78,712","46,548","79,690","46,841",,
(주)링네트,42500,16-Dec,"86,387","50,396","87,308","50,731",,
(주)링네트,42500,17-Dec,"83,996","54,543","85,251","54,919",,
(주)링네트,42500,18-Dec,"90,204","51,835","92,659","52,338",,
(주)링네트,42500,19-Dec,"92,992","57,761","94,448","58,034",,
(주)링크제니시스,219420,14-Dec,,,,,,
(주)링크제니시스,219420,15-Dec,"8,520","6,669","8,480","6,919",,
(주)링크제니시스,219420,16-Dec,"12,093","9,500","12,069","9,677",,
(주)링크제니시스,219420,17-Dec,"15,185","13,163","15,290","13,344",,
(주)링크제니시스,219420,18-Dec,"35,311","30,668","36,099","31,379",,
(주)링크제니시스,219420,19-Dec,"36,987","33,902","37,630","34,361",,
(주)마니커,27740,10-Dec,"205,348","87,868","234,111","90,304",,
(주)마니커,27740,11-Dec,"241,509","84,249","281,439","88,325",,
(주)마니커,27740,12-Dec,"227,524","79,964","291,898","81,109",,
(주)마니커,27740,13-Dec,"223,436","80,764","291,282","81,423",,
(주)마니커,27740,14-Dec,"198,590","77,097","226,081","82,491",,
(주)마니커,27740,15-Dec,"194,618","75,389","222,831","80,330",,
(주)마니커,27740,16-Dec,"177,692","91,450","211,972","97,270",,
(주)마니커,27740,17-Dec,"221,813","91,075","251,698","96,730",,
(주)마니커,27740,18-Dec,"191,332","102,834","193,296","103,410",,
(주)마니커,27740,19-Dec,"179,601","87,620","183,165","88,173",,
(주)마니커에프앤지,195500,10-Dec,,,,,,
(주)마니커에프앤지,195500,11-Dec,,,,,,
(주)마니커에프앤지,195500,12-Dec,,,,,,
(주)마니커에프앤지,195500,13-Dec,,,,,,
(주)마니커에프앤지,195500,14-Dec,,,,,,
(주)마니커에프앤지,195500,15-Dec,,,,,,
(주)마니커에프앤지,195500,16-Dec,,,,,,
(주)마니커에프앤지,195500,17-Dec,"49,610","19,646",,,,
(주)마니커에프앤지,195500,18-Dec,"52,850","23,520",,,,
(주)마니커에프앤지,195500,19-Dec,"58,498","36,684",,,,
(주)마이크로디지탈,305090,17-Dec,"5,605","1,183",,,,
(주)마이크로디지탈,305090,18-Dec,"11,704","8,875",,,,
(주)마이크로디지탈,305090,19-Dec,"23,210","17,809",,,,
(주)마이크로컨텍솔루션,98120,10-Dec,"21,244","17,763",,,,
(주)마이크로컨텍솔루션,98120,11-Dec,"26,368","22,475",,,,
(주)마이크로컨텍솔루션,98120,12-Dec,"31,348","27,239","31,343","27,232",,
(주)마이크로컨텍솔루션,98120,13-Dec,"36,655","32,136","38,072","32,113",,
(주)마이크로컨텍솔루션,98120,14-Dec,"47,940","40,318","48,654","39,728",,
(주)마이크로컨텍솔루션,98120,15-Dec,"47,974","42,933","48,093","42,112",,
(주)마이크로컨텍솔루션,98120,16-Dec,"46,359","43,108","44,741","41,011",,
(주)마이크로컨텍솔루션,98120,17-Dec,"40,781","36,691","41,285","36,931",,
(주)마이크로컨텍솔루션,98120,18-Dec,"35,729","31,930","35,819","31,948",,
(주)마이크로컨텍솔루션,98120,19-Dec,"37,280","32,770","37,414","32,742",,
(주)마이크로프랜드,147760,10-Dec,,,,,,
(주)마이크로프랜드,147760,11-Dec,,,,,,
(주)마이크로프랜드,147760,12-Dec,,,,,,
(주)마이크로프랜드,147760,13-Dec,"27,025","-14,559",,,,
(주)마이크로프랜드,147760,14-Dec,"32,756","20,392",,,,
(주)마이크로프랜드,147760,15-Dec,"35,269","22,852",,,,
(주)마이크로프랜드,147760,16-Dec,"55,247","42,174",,,,
(주)마이크로프랜드,147760,17-Dec,"56,111","48,039",,,,
(주)마이크로프랜드,147760,18-Dec,"61,725","46,049",,,,
(주)마이크로프랜드,147760,19-Dec,"58,240","41,130",,,,
(주)마인즈랩,377480,17-Dec,,,,,,
(주)마인즈랩,377480,18-Dec,,,,,,
(주)마인즈랩,377480,19-Dec,,,,,,
(주)마크로밀엠브레인,169330,10-Dec,,,,,,
(주)마크로밀엠브레인,169330,11-Dec,,,,,,
(주)마크로밀엠브레인,169330,12-Dec,,,,,,
(주)마크로밀엠브레인,169330,13-Dec,"13,961","5,722",,,,
(주)마크로밀엠브레인,169330,14-Dec,"14,492","6,462",,,,
(주)마크로밀엠브레인,169330,15-Dec,"14,076","7,094","14,337","7,298",,
(주)마크로밀엠브레인,169330,17-Jun,"16,145","8,447","16,290","8,570",,
(주)마크로밀엠브레인,169330,18-Jun,"16,484","10,411","16,681","10,571",,
(주)마크로밀엠브레인,169330,19-Jun,"17,001","10,018","17,348","10,146",,
(주)마크로젠,38290,10-Dec,"45,990","37,393","46,318","37,092",,
(주)마크로젠,38290,11-Dec,"56,873","42,866","57,754","43,105",,
(주)마크로젠,38290,12-Dec,"81,707","51,858","82,120","51,713",,
(주)마크로젠,38290,13-Dec,"89,625","62,323","87,712","60,047",,
(주)마크로젠,38290,14-Dec,"115,470","68,363","116,179","67,131",,
(주)마크로젠,38290,15-Dec,"128,538","75,348","134,311","77,453",,
(주)마크로젠,38290,16-Dec,"142,239","82,754","159,523","83,868",,
(주)마크로젠,38290,17-Dec,"167,217","102,475","178,707","95,173",,
(주)마크로젠,38290,18-Dec,"173,294","128,341","180,416","118,965",,
(주)마크로젠,38290,19-Dec,"215,583","135,004","225,531","107,823",,
(주)만도,204320,14-Dec,"2,695,848","819,684","3,846,455","1,098,142",,
(주)만도,204320,15-Dec,"2,756,021","999,724","4,159,811","1,365,757",,
(주)만도,204320,16-Dec,"2,810,429","1,015,458","4,464,353","1,515,054",,
(주)만도,204320,17-Dec,"2,709,748","883,804","4,451,025","1,412,256",,
(주)만도,204320,18-Dec,"2,714,016","906,745","4,437,275","1,481,769",,
(주)만도,204320,19-Dec,"2,806,053","953,931","4,595,621","1,585,615",,
(주)매직마이크로,127160,10-Dec,,,,,,
(주)매직마이크로,127160,11-Dec,,,,,,
(주)매직마이크로,127160,12-Dec,,,,,,
(주)매직마이크로,127160,13-Dec,,,,,,
(주)매직마이크로,127160,14-Dec,,,,,,
(주)매직마이크로,127160,15-Dec,"79,923","42,359","94,090","38,188",,
(주)매직마이크로,127160,16-Dec,"75,398","39,932","95,244","33,178",,
(주)매직마이크로,127160,17-Dec,"82,456","44,754","92,684","33,897",,
(주)매직마이크로,127160,18-Dec,"138,617","73,747","139,584","72,767",,
(주)매직마이크로,127160,19-Dec,"121,574","47,020","128,971","58,221",,
(주)매커스,93520,10-Dec,"34,972","20,991","35,001","20,972",,
(주)매커스,93520,11-Dec,"37,208","25,138","35,752","23,647",,
(주)매커스,93520,12-Dec,"52,692","29,361","51,335","27,944",,
(주)매커스,93520,13-Dec,"61,651","34,777","60,517","33,152",,
(주)매커스,93520,14-Dec,"63,178","39,975","62,103","37,966",,
(주)매커스,93520,15-Dec,"79,392","43,247","79,016","40,565",,
(주)매커스,93520,16-Dec,"82,274","45,620","80,310","41,060",,
(주)매커스,93520,17-Dec,"83,719","48,039","84,880","46,960",,
(주)매커스,93520,18-Dec,"85,520","53,004","87,117","51,802",,
(주)매커스,93520,19-Dec,"100,464","53,970","101,123","52,413",,
(주)머큐리,100590,10-Dec,"63,862","29,872",,,,
(주)머큐리,100590,11-Dec,"59,973","27,889",,,,
(주)머큐리,100590,12-Dec,"66,478","29,230",,,,
(주)머큐리,100590,13-Dec,"69,351","32,236",,,,
(주)머큐리,100590,14-Dec,"65,011","33,344",,,,
(주)머큐리,100590,15-Dec,"67,372","32,169",,,,
(주)머큐리,100590,16-Dec,"69,393","34,055",,,,
(주)머큐리,100590,17-Dec,"83,505","38,460",,,,
(주)머큐리,100590,18-Dec,"92,784","67,919",,,,
(주)머큐리,100590,19-Dec,"105,087","70,971",,,,
(주)멀티캠퍼스,67280,10-Dec,"86,813","80,452",,,,
(주)멀티캠퍼스,67280,11-Dec,"92,748","84,804",,,,
(주)멀티캠퍼스,67280,12-Dec,"94,769","87,139","100,887","90,274",,
(주)멀티캠퍼스,67280,13-Dec,"125,656","106,270","131,865","109,628",,
(주)멀티캠퍼스,67280,14-Dec,"134,916","114,419","140,570","118,269",,
(주)멀티캠퍼스,67280,15-Dec,"83,259","59,777","90,882","65,087",,
(주)멀티캠퍼스,67280,16-Dec,"100,654","71,732","108,377","78,036",,
(주)멀티캠퍼스,67280,17-Dec,"110,801","80,577","116,934","86,063",,
(주)멀티캠퍼스,67280,18-Dec,"135,549","90,075","143,683","97,375",,
(주)멀티캠퍼스,67280,19-Dec,"192,260","102,744","204,059","112,237",,
(주)메드팩토,235980,18-Dec,"31,821","4,583",,,,
(주)메드팩토,235980,19-Dec,"80,700","78,695",,,,
(주)메디아나,41920,10-Dec,,,,,,
(주)메디아나,41920,11-Dec,,,,,,
(주)메디아나,41920,12-Dec,,,,,,
(주)메디아나,41920,13-Dec,"27,924","15,330","27,321","15,404",,
(주)메디아나,41920,14-Dec,"37,520","27,180","37,023","27,296",,
(주)메디아나,41920,15-Dec,"44,526","34,633","44,441","34,906",,
(주)메디아나,41920,16-Dec,"52,836","42,902","54,287","42,748",,
(주)메디아나,41920,17-Dec,"55,119","47,415","55,899","46,843",,
(주)메디아나,41920,18-Dec,"56,674","50,790","56,785","49,441",,
(주)메디아나,41920,19-Dec,"64,786","56,969","64,761","56,938",,
(주)메디콕스,54180,10-Jun,"45,925","6,542",,,,
(주)메디콕스,54180,11-Jun,"49,273","16,271",,,,
(주)메디콕스,54180,12-Jun,"48,356","9,476",,,,
(주)메디콕스,54180,13-Jun,"46,423","15,441",,,,
(주)메디콕스,54180,14-Jun,"45,123","17,105",,,,
(주)메디콕스,54180,15-Jun,"47,650","20,743",,,,
(주)메디콕스,54180,16-Jun,"47,502","21,699",,,,
(주)메디콕스,54180,17-Jun,"55,277","19,113",,,,
(주)메디콕스,54180,18-Jun,"52,453","18,502",,,,
(주)메디콕스,54180,19-Jun,"55,810","21,067","56,062","21,141",,
(주)메디톡스,86900,10-Dec,"46,578","36,812",,,,
(주)메디톡스,86900,11-Dec,"52,882","41,081",,,,
(주)메디톡스,86900,12-Dec,"70,534","55,191",,,,
(주)메디톡스,86900,13-Dec,"76,460","58,610","79,414","60,685",,
(주)메디톡스,86900,14-Dec,"164,170","78,468","168,511","81,590",,
(주)메디톡스,86900,15-Dec,"196,040","108,123","203,552","113,483",,
(주)메디톡스,86900,16-Dec,"316,198","140,839","324,030","147,679",,
(주)메디톡스,86900,17-Dec,"372,487","190,038","389,129","204,710",,
(주)메디톡스,86900,18-Dec,"371,314","237,058","395,015","257,242",,
(주)메디톡스,86900,19-Dec,"388,656","239,587","421,530","262,681",,
(주)메디프론디비티,65650,10-Dec,"40,337","37,143",,,,
(주)메디프론디비티,65650,11-Dec,"38,644","37,801",,,,
(주)메디프론디비티,65650,12-Dec,"36,481","35,451",,,,
(주)메디프론디비티,65650,13-Dec,"34,718","33,483",,,,
(주)메디프론디비티,65650,14-Dec,"26,482","24,941",,,,
(주)메디프론디비티,65650,15-Dec,"30,839","23,798",,,,
(주)메디프론디비티,65650,16-Dec,"27,753","25,573",,,,
(주)메디프론디비티,65650,17-Dec,"26,244","24,750",,,,
(주)메디프론디비티,65650,18-Dec,"21,570","19,196",,,,
(주)메디프론디비티,65650,19-Dec,"19,460","17,690",,,,
(주)메지온,140410,10-Dec,"31,567","24,828",,,,
(주)메지온,140410,11-Dec,"31,582","28,170",,,,
(주)메지온,140410,12-Dec,"67,302","63,336",,,,
(주)메지온,140410,13-Dec,"63,340","62,177",,,,
(주)메지온,140410,14-Dec,"77,875","66,151",,,,
(주)메지온,140410,15-Dec,"103,052","62,537",,,,
(주)메지온,140410,16-Dec,"95,164","52,809","95,899","52,809",,
(주)메지온,140410,17-Dec,"69,215","53,169","74,038","53,169",,
(주)메지온,140410,18-Dec,"69,570","59,471","75,059","57,319",,
(주)메지온,140410,19-Dec,"53,051","45,761","58,874","42,830",,
(주)메카로,241770,11-Dec,,,,,,
(주)메카로,241770,12-Dec,,,,,,
(주)메카로,241770,13-Dec,,,,,,
(주)메카로,241770,14-Dec,"33,451","11,507",,,,
(주)메카로,241770,15-Dec,"40,960","20,894",,,,
(주)메카로,241770,16-Dec,"46,394","23,768",,,,
(주)메카로,241770,17-Dec,"139,563","119,989",,,,
(주)메카로,241770,18-Dec,"153,155","138,169","153,900","138,975",,
(주)메카로,241770,19-Dec,"155,822","141,278","160,151","143,872",,
(주)메타랩스,90370,10-Dec,"143,965","71,149","150,114","70,740",,
(주)메타랩스,90370,11-Dec,"159,040","71,240","172,242","70,840",,
(주)메타랩스,90370,12-Dec,"145,399","53,100","155,383","57,063",,
(주)메타랩스,90370,13-Dec,"128,265","47,286","141,316","52,861",,
(주)메타랩스,90370,14-Dec,"133,463","51,936","144,811","54,913",,
(주)메타랩스,90370,15-Dec,"102,937","16,921","114,036","19,616",,
(주)메타랩스,90370,16-Dec,"69,570","20,454","76,691","23,379",,
(주)메타랩스,90370,17-Dec,"46,492","30,568","49,443","30,342",,
(주)메타랩스,90370,18-Dec,"94,349","69,270","107,107","73,248",,
(주)메타랩스,90370,19-Dec,"87,086","61,665","98,290","58,607",,
(주)메타바이오메드,59210,10-Dec,"50,943","32,596","53,118","32,237",,
(주)메타바이오메드,59210,11-Dec,"51,986","39,908","53,888","39,047",,
(주)메타바이오메드,59210,12-Dec,"70,611","41,988","103,430","40,886",,
(주)메타바이오메드,59210,13-Dec,"86,018","46,450","116,788","44,539",,
(주)메타바이오메드,59210,14-Dec,"87,002","51,862","115,056","44,203",,
(주)메타바이오메드,59210,15-Dec,"78,507","50,870","113,784","52,001",,
(주)메타바이오메드,59210,16-Dec,"84,517","51,591","120,077","52,827",,
(주)메타바이오메드,59210,17-Dec,"85,353","46,802","119,665","47,277",,
(주)메타바이오메드,59210,18-Dec,"92,744","52,670","97,693","51,308",,
(주)메타바이오메드,59210,19-Dec,"100,503","56,940","103,292","54,862",,
(주)멕아이씨에스,58110,15-Dec,"21,693","10,253",,,,
(주)멕아이씨에스,58110,16-Dec,"25,443","10,291","25,035","9,863",,
(주)멕아이씨에스,58110,17-Dec,"23,671","8,984","22,743","7,897",,
(주)멕아이씨에스,58110,18-Dec,"22,419","6,184","24,439","5,481",,
(주)멕아이씨에스,58110,19-Dec,"23,150","5,588","24,850","4,189",,
(주)멜파스,96640,10-Dec,"173,560","133,228",,,,
(주)멜파스,96640,11-Dec,"206,313","140,584",,,,
(주)멜파스,96640,12-Dec,"337,616","160,082",,,,
(주)멜파스,96640,13-Dec,"323,147","146,197",,,,
(주)멜파스,96640,14-Dec,"218,188","118,600",,,,
(주)멜파스,96640,15-Dec,"154,131","76,238",,,,
(주)멜파스,96640,16-Dec,"152,387","94,847",,,,
(주)멜파스,96640,17-Dec,"120,392","69,137",,,,
(주)멜파스,96640,18-Dec,"85,345","37,784",,,,
(주)멜파스,96640,19-Dec,"79,763","30,100","79,763","30,100",,
(주)모나리자,12690,10-Dec,"62,211","37,671",,,,
(주)모나리자,12690,11-Dec,"59,334","40,805",,,,
(주)모나리자,12690,12-Dec,"63,960","48,837",,,,
(주)모나리자,12690,13-Dec,"69,499","54,464",,,,
(주)모나리자,12690,14-Dec,"74,990","60,151",,,,
(주)모나리자,12690,15-Dec,"78,701","65,013",,,,
(주)모나리자,12690,16-Dec,"80,562","68,624",,,,
(주)모나리자,12690,17-Dec,"82,624","70,005",,,,
(주)모나리자,12690,18-Dec,"77,510","64,518",,,,
(주)모나리자,12690,19-Dec,"77,098","65,121",,,,
(주)모나미,5360,10-Dec,"164,320","53,066","203,669","56,682",,
(주)모나미,5360,11-Dec,"173,583","57,612","212,143","63,814",,
(주)모나미,5360,12-Dec,"169,876","55,783","197,774","60,710",,
(주)모나미,5360,13-Dec,"145,812","47,650","173,423","54,910",,
(주)모나미,5360,14-Dec,"137,569","47,154","168,281","57,418",,
(주)모나미,5360,15-Dec,"131,745","59,353","162,289","71,771",,
(주)모나미,5360,16-Dec,"132,886","58,745","166,157","75,334",,
(주)모나미,5360,17-Dec,"135,292","57,148","167,851","75,389",,
(주)모나미,5360,18-Dec,"128,523","54,248","170,575","74,455",,
(주)모나미,5360,19-Dec,"134,666","55,436","181,549","75,529",,
(주)모다이노칩,80420,10-Dec,"77,494","59,678","77,082","59,427",,
(주)모다이노칩,80420,11-Dec,"101,633","71,408","101,031","70,978",,
(주)모다이노칩,80420,12-Dec,"106,349","83,158","105,566","82,447",,
(주)모다이노칩,80420,13-Dec,"115,564","102,600","114,704","101,813",,
(주)모다이노칩,80420,14-Dec,"128,619","107,768","129,108","108,324",,
(주)모다이노칩,80420,15-Dec,"124,120","113,565","124,531","113,919",,
(주)모다이노칩,80420,16-Dec,"554,196","258,210","587,889","250,639",,
(주)모다이노칩,80420,17-Dec,"563,331","284,047","655,118","291,069",,
(주)모다이노칩,80420,18-Dec,"542,613","343,623","644,228","351,623",,
(주)모다이노칩,80420,19-Dec,"754,509","344,615","897,502","358,824",,
(주)모두투어네트워크,80160,10-Dec,"123,475","63,178","128,751","64,993",,
(주)모두투어네트워크,80160,11-Dec,"129,028","71,131","135,617","73,488",,
(주)모두투어네트워크,80160,12-Dec,"143,328","81,938","148,779","84,204",,
(주)모두투어네트워크,80160,13-Dec,"147,490","90,084","152,329","89,775",,
(주)모두투어네트워크,80160,14-Dec,"174,835","100,943","224,324","109,077",,
(주)모두투어네트워크,80160,15-Dec,"168,429","101,385","182,492","97,791",,
(주)모두투어네트워크,80160,16-Dec,"198,955","108,286","210,377","100,777",,
(주)모두투어네트워크,80160,17-Dec,"254,950","139,736","338,240","161,164",,
(주)모두투어네트워크,80160,18-Dec,"257,528","143,226","334,585","159,315",,
(주)모두투어네트워크,80160,19-Dec,"262,603","136,276","420,625","152,524",,
(주)모바일리더,100030,10-Dec,"27,816","25,465",,,,
(주)모바일리더,100030,11-Dec,"26,680","25,646",,,,
(주)모바일리더,100030,12-Dec,"28,901","27,216","33,965","29,179",,
(주)모바일리더,100030,13-Dec,"31,570","29,789","35,413","31,853",,
(주)모바일리더,100030,14-Dec,"31,474","30,449","34,794","32,603",,
(주)모바일리더,100030,15-Dec,"30,574","29,594","34,098","31,472",,
(주)모바일리더,100030,16-Dec,"31,428","30,492","34,015","31,802",,
(주)모바일리더,100030,17-Dec,"32,620","31,598","32,020","29,873",,
(주)모바일리더,100030,18-Dec,"32,933","31,569","36,280","33,320",,
(주)모바일리더,100030,19-Dec,"26,732","25,620","37,970","31,930",,
(주)모베이스,101330,10-Dec,"101,413","64,573","111,622","62,831",,
(주)모베이스,101330,11-Dec,"102,135","65,645","126,176","67,198",,
(주)모베이스,101330,12-Dec,"89,878","68,738","131,757","83,807",,
(주)모베이스,101330,13-Dec,"112,791","81,951","167,705","106,960",,
(주)모베이스,101330,14-Dec,"107,742","92,022","180,852","141,949",,
(주)모베이스,101330,15-Dec,"108,268","99,816","199,989","173,136",,
(주)모베이스,101330,16-Dec,"113,669","107,578","247,707","207,150",,
(주)모베이스,101330,17-Dec,"124,152","111,448","250,446","206,969",,
(주)모베이스,101330,18-Dec,"142,758","120,511","299,284","225,028",,
(주)모베이스,101330,19-Dec,"183,625","137,027","991,473","343,667",,
(주)모베이스전자,12860,10-Dec,"251,393","75,498","305,493","91,326",,
(주)모베이스전자,12860,11-Dec,"307,864","101,583","380,125","123,067",,
(주)모베이스전자,12860,12-Dec,"315,140","87,685","422,183","118,578",,
(주)모베이스전자,12860,13-Dec,"342,132","90,114","450,981","134,214",,
(주)모베이스전자,12860,14-Dec,"351,321","94,962","496,070","162,061",,
(주)모베이스전자,12860,15-Dec,"420,981","105,866","583,109","177,436",,
(주)모베이스전자,12860,16-Dec,"511,446","134,285","645,937","188,332",,
(주)모베이스전자,12860,17-Dec,"469,397","102,263","576,155","137,909",,
(주)모베이스전자,12860,18-Dec,"521,893","106,838","635,384","130,167",,
(주)모베이스전자,12860,19-Dec,"562,808","140,874","673,938","161,446",,
(주)모비릭스,348030,16-Dec,,,,,,
(주)모비릭스,348030,17-Dec,,,,,,
(주)모비릭스,348030,18-Dec,"21,338","17,457",,,,
(주)모비릭스,348030,19-Dec,"27,543","24,960",,,,
(주)모비스,250060,16-Dec,,,,,,
(주)모비스,250060,17-Dec,"18,035","17,046",,,,
(주)모비스,250060,18-Dec,"27,489","24,331","27,599","24,427",,
(주)모비스,250060,19-Dec,"27,232","24,032","42,509","33,565",,
(주)모아데이타,288980,18-Dec,,,,,,
(주)모아데이타,288980,19-Dec,,,,,,
(주)모아텍,33200,10-Dec,"123,164","96,826","158,552","119,107",,
(주)모아텍,33200,11-Dec,"118,378","99,960","157,789","120,471",,
(주)모아텍,33200,12-Dec,"136,343","122,871","173,164","141,758",,
(주)모아텍,33200,13-Dec,"136,267","119,408","163,786","128,215",,
(주)모아텍,33200,14-Dec,"122,540","111,525","119,706","103,396",,
(주)모아텍,33200,15-Dec,"114,389","101,771","126,152","102,019",,
(주)모아텍,33200,16-Dec,"112,582","104,548","113,161","105,078",,
(주)모아텍,33200,18-Mar,"83,117","77,301","80,921","74,457",,
(주)모아텍,33200,19-Mar,"83,063","77,855","81,215","75,856",,
(주)모토닉,9680,10-Dec,"356,004","302,800","405,573","329,737",,
