,거래소코드,회계년도,자산(*)(IFRS)(천원),자본(*)(IFRS)(천원),자산(*)(IFRS연결)(천원),자본(*)(IFRS연결)(천원),자본율(연결),자본율
에스케이하이닉스(주),660,10-Dec,"16,004,260","8,167,046","17,412,117","7,907,576",,
에스케이하이닉스(주),660,11-Dec,"16,393,910","8,203,061","17,238,148","7,875,271",,
에스케이하이닉스(주),660,12-Dec,"18,203,484","9,959,643","18,648,693","9,739,442",,
에스케이하이닉스(주),660,13-Dec,"19,896,259","13,202,611","20,797,298","13,066,859",,
에스케이하이닉스(주),660,14-Dec,"25,348,900","17,674,664","26,883,278","18,036,303",,
에스케이하이닉스(주),660,15-Dec,"28,742,198","20,682,465","29,677,906","21,387,703",,
에스케이하이닉스(주),660,16-Dec,"31,399,093","23,091,513","32,216,026","24,023,530",,
에스케이하이닉스(주),660,17-Dec,"44,312,846","32,771,875","45,418,464","33,820,919",,
에스케이하이닉스(주),660,18-Dec,"60,980,608","45,660,893","63,658,335","46,852,331",,
에스케이하이닉스(주),660,19-Dec,"57,710,070","46,044,221","64,789,494","47,943,195",,
에스텍(주),69510,10-Dec,"83,384","56,256","120,283","72,179",,
에스텍(주),69510,11-Dec,"98,903","64,814","132,323","79,372",,
에스텍(주),69510,12-Dec,"104,829","71,550","133,039","83,683",,
에스텍(주),69510,13-Dec,"112,838","79,834","149,518","90,241",,
에스텍(주),69510,14-Dec,"126,479","86,526","172,725","100,682",,
에스텍(주),69510,15-Dec,"125,621","91,559","177,230","111,937",,
에스텍(주),69510,16-Dec,"135,514","96,827","191,306","124,147",,
에스텍(주),69510,17-Dec,"135,296","100,578","184,421","124,456",,
에스텍(주),69510,18-Dec,"146,863","104,894","195,157","138,967",,
에스텍(주),69510,19-Dec,"151,830","106,585","213,913","153,992",,
에스트래픽(주),234300,13-Dec,,,,,,
에스트래픽(주),234300,14-Dec,,,,,,
에스트래픽(주),234300,15-Dec,"22,957","10,640","27,991","11,062",,
에스트래픽(주),234300,16-Dec,"44,383","17,629","46,966","17,159",,
에스트래픽(주),234300,17-Dec,"94,316","50,835","106,710","44,601",,
에스트래픽(주),234300,18-Dec,"106,315","48,887","101,673","40,865",,
에스트래픽(주),234300,19-Dec,"130,405","47,156","121,069","31,384",,
에스티팜(주),237690,11-Dec,"98,421","40,709",,,,
에스티팜(주),237690,12-Dec,"109,647","46,637",,,,
에스티팜(주),237690,13-Dec,"115,806","53,707",,,,
에스티팜(주),237690,14-Dec,"142,373","57,180",,,,
에스티팜(주),237690,15-Dec,"232,367","110,874",,,,
에스티팜(주),237690,16-Dec,"368,007","313,444","367,779","313,245",,
에스티팜(주),237690,17-Dec,"382,298","351,905","381,504","351,083",,
에스티팜(주),237690,18-Dec,"345,552","331,625","345,505","331,569",,
에스티팜(주),237690,19-Dec,"335,639","303,351","341,080","303,680",,
에스퓨얼셀(주),288620,17-Dec,"17,848","6,045",,,,
에스퓨얼셀(주),288620,18-Dec,"56,426","30,137",,,,
에스퓨얼셀(주),288620,19-Dec,"69,684","31,967",,,,
에쓰-오일(주),10950,10-Dec,"10,003,498","4,504,595","10,004,081","4,505,050",,
에쓰-오일(주),10950,11-Dec,"13,204,101","5,226,354","13,202,741","5,225,324",,
에쓰-오일(주),10950,12-Dec,"12,492,041","5,371,991","12,497,379","5,376,042",,
에쓰-오일(주),10950,13-Dec,"11,914,935","5,349,605","11,920,735","5,354,007",,
에쓰-오일(주),10950,14-Dec,"10,249,414","4,904,217","10,255,738","4,909,017",,
에쓰-오일(주),10950,15-Dec,"10,784,946","5,381,891","10,795,526","5,389,917",,
에쓰-오일(주),10950,16-Dec,"13,950,676","6,385,247","13,959,027","6,391,585",,
에쓰-오일(주),10950,17-Dec,"15,077,563","6,839,099","15,087,451","6,842,620",,
에쓰-오일(주),10950,18-Dec,"16,081,512","6,461,589","15,955,044","6,469,234",,
에쓰-오일(주),10950,19-Dec,"16,455,433","6,486,120","16,333,401","6,496,626",,
에쓰씨엔지니어링(주),23960,10-Dec,"81,432","56,283","325,001","153,761",,
에쓰씨엔지니어링(주),23960,11-Dec,"107,438","60,145","405,239","125,376",,
에쓰씨엔지니어링(주),23960,12-Dec,"83,717","53,319","385,510","120,201",,
에쓰씨엔지니어링(주),23960,13-Dec,"83,192","53,478","316,915","94,844",,
에쓰씨엔지니어링(주),23960,14-Dec,"84,625","42,301","328,102","62,617",,
에쓰씨엔지니어링(주),23960,15-Dec,"123,314","45,043","403,709","116,828",,
에쓰씨엔지니어링(주),23960,16-Dec,"98,115","32,885","405,774","162,947",,
에쓰씨엔지니어링(주),23960,17-Dec,"93,155","34,032","374,160","158,199",,
에쓰씨엔지니어링(주),23960,18-Dec,"102,093","41,072","367,044","145,261",,
에쓰씨엔지니어링(주),23960,19-Dec,"73,478","31,203","373,873","155,311",,
에어부산(주),298690,10-Dec,,,,,,
에어부산(주),298690,11-Dec,,,,,,
에어부산(주),298690,12-Dec,,,,,,
에어부산(주),298690,13-Dec,,,,,,
에어부산(주),298690,14-Dec,,,,,,
에어부산(주),298690,15-Dec,"172,297","93,181",,,,
에어부산(주),298690,16-Dec,"206,615","103,289",,,,
에어부산(주),298690,17-Dec,"268,495","122,166",,,,
에어부산(주),298690,18-Dec,"302,700","152,297",,,,
에어부산(주),298690,19-Dec,"985,776","108,109",,,,
에이디엠코리아(주),187660,19-Dec,"16,492","11,056",,,,
에이비엘바이오(주),298380,17-Dec,"20,370","-85,955",,,,
에이비엘바이오(주),298380,18-Dec,"168,869","156,962",,,,
에이비엘바이오(주),298380,19-Dec,"142,903","132,008",,,,
에이비온(주),203400,12-Dec,,,,,,
에이비온(주),203400,13-Dec,,,,,,
에이비온(주),203400,14-Dec,,,,,,
에이비온(주),203400,15-Dec,,,,,,
에이비온(주),203400,16-Dec,"12,952","5,364",,,,
에이비온(주),203400,17-Dec,"8,353","2,907",,,,
에이비온(주),203400,18-Dec,"7,899","2,459",,,,
에이비온(주),203400,19-Dec,"9,209","-11,015","9,488","-11,015",,
에이에프더블류(주),312610,16-Dec,,,,,,
에이에프더블류(주),312610,17-Dec,,,,,,
에이에프더블류(주),312610,18-Dec,"36,881","21,529",,,,
에이에프더블류(주),312610,19-Dec,"78,308","72,651",,,,
에이치디씨(주),12630,10-Dec,"5,471,571","2,384,690","6,204,510","2,318,540",,
에이치디씨(주),12630,11-Dec,"5,923,369","2,555,401","6,736,281","2,482,818",,
에이치디씨(주),12630,12-Dec,"5,648,965","2,514,166","6,638,456","2,427,814",,
에이치디씨(주),12630,13-Dec,"5,376,148","2,281,102","6,420,822","2,202,327",,
에이치디씨(주),12630,14-Dec,"4,954,688","2,311,858","5,936,510","2,272,942",,
에이치디씨(주),12630,15-Dec,"4,484,708","2,443,423","5,510,084","2,470,972",,
에이치디씨(주),12630,16-Dec,"4,789,027","2,679,219","5,784,577","2,754,902",,
에이치디씨(주),12630,17-Dec,"5,352,177","2,820,444","6,539,447","2,962,479",,
에이치디씨(주),12630,18-Dec,"1,917,053","1,870,814","3,409,742","2,106,090",,
에이치디씨(주),12630,19-Dec,"2,037,642","1,963,690","4,208,951","2,351,210",,
에이치디씨랩스(주),39570,10-Dec,"87,698","44,168",,,,
에이치디씨랩스(주),39570,11-Dec,"95,262","46,976",,,,
에이치디씨랩스(주),39570,12-Dec,"119,869","50,513","132,813","60,160",,
에이치디씨랩스(주),39570,13-Dec,"122,376","55,064","128,836","60,061",,
에이치디씨랩스(주),39570,14-Dec,"124,476","57,410","132,512","63,479",,
에이치디씨랩스(주),39570,15-Dec,"204,609","148,365","218,331","159,504",,
에이치디씨랩스(주),39570,16-Dec,"217,137","155,902","240,035","175,826",,
에이치디씨랩스(주),39570,17-Dec,"242,217","167,400","275,909","196,751",,
에이치디씨랩스(주),39570,18-Dec,"278,453","198,314","290,041","207,626",,
에이치디씨랩스(주),39570,19-Dec,"237,426","168,913","237,219","168,627",,
에이치디씨현대산업개발(주),294870,18-Dec,"4,852,055","1,838,647","4,863,355","1,844,364",,
에이치디씨현대산업개발(주),294870,19-Dec,"4,407,263","2,238,474","4,409,551","2,231,734",,
에이치디씨현대이피(주),89470,10-Dec,"242,303","98,516","297,373","108,416",,
에이치디씨현대이피(주),89470,11-Dec,"317,223","111,090","385,163","113,503",,
에이치디씨현대이피(주),89470,12-Dec,"418,287","123,611","483,464","129,010",,
에이치디씨현대이피(주),89470,13-Dec,"478,849","141,866","547,238","149,843",,
에이치디씨현대이피(주),89470,14-Dec,"479,764","160,641","563,823","178,934",,
에이치디씨현대이피(주),89470,15-Dec,"454,362","185,632","560,624","218,672",,
에이치디씨현대이피(주),89470,16-Dec,"465,101","213,498","577,185","265,049",,
에이치디씨현대이피(주),89470,17-Dec,"500,512","227,991","612,710","279,822",,
에이치디씨현대이피(주),89470,18-Dec,"497,424","233,165","600,354","282,267",,
에이치디씨현대이피(주),89470,19-Dec,"463,066","243,172","547,278","283,455",,
에이치비솔루션(주),297890,10-Dec,,,,,,
에이치비솔루션(주),297890,11-Dec,,,,,,
에이치비솔루션(주),297890,12-Dec,,,,,,
에이치비솔루션(주),297890,13-Dec,,,,,,
에이치비솔루션(주),297890,14-Dec,,,,,,
에이치비솔루션(주),297890,15-Dec,,,,,,
에이치비솔루션(주),297890,16-Dec,,,,,,
에이치비솔루션(주),297890,17-Dec,,,,,,
에이치비솔루션(주),297890,18-Dec,"39,762","18,426","39,657","18,335",,
에이치비솔루션(주),297890,19-Dec,"53,597","30,305","53,602","30,282",,
에이치에스디엔진(주),82740,10-Dec,"2,229,611","382,071","2,205,959","349,362",,
에이치에스디엔진(주),82740,11-Dec,"2,051,481","590,298","2,049,818","573,684",,
에이치에스디엔진(주),82740,12-Dec,"1,672,968","644,479","1,786,203","747,771",,
에이치에스디엔진(주),82740,13-Dec,"1,538,917","679,936","1,662,609","790,037",,
에이치에스디엔진(주),82740,14-Dec,"1,469,043","646,019","1,540,297","700,702",,
에이치에스디엔진(주),82740,15-Dec,"1,355,773","538,574","1,406,042","574,673",,
에이치에스디엔진(주),82740,16-Dec,"1,363,027","551,045","1,356,450","534,265",,
에이치에스디엔진(주),82740,17-Dec,"1,238,012","555,965","1,231,347","543,170",,
에이치에스디엔진(주),82740,18-Dec,"752,885","242,074","743,406","231,029",,
에이치에스디엔진(주),82740,19-Dec,"825,575","185,709","830,139","188,520",,
에이치엘비(주),28300,10-Dec,"33,083","20,790","63,591","24,555",,
에이치엘비(주),28300,11-Dec,"34,276","22,661","54,250","21,191",,
에이치엘비(주),28300,12-Dec,"31,684","26,266","38,243","18,604",,
에이치엘비(주),28300,13-Dec,"33,835","14,426","36,103","15,502",,
에이치엘비(주),28300,14-Dec,"51,958","21,957","54,251","23,020",,
에이치엘비(주),28300,15-Dec,"91,734","62,569","185,172","114,390",,
에이치엘비(주),28300,16-Dec,"87,304","67,938","186,707","124,073",,
에이치엘비(주),28300,17-Dec,"108,127","66,093","188,193","113,679",,
에이치엘비(주),28300,18-Dec,"238,044","183,685","304,041","209,524",,
에이치엘비(주),28300,19-Dec,"494,081","408,752","362,612","189,242",,
에이치엘비글로벌(주),3580,10-Dec,"64,310","45,139","85,364","50,836",,
에이치엘비글로벌(주),3580,11-Dec,"53,772","36,298","71,972","40,958",,
에이치엘비글로벌(주),3580,12-Dec,"50,877","33,821","65,291","36,659",,
에이치엘비글로벌(주),3580,13-Dec,"46,429","26,570","58,528","27,411",,
에이치엘비글로벌(주),3580,14-Dec,"46,519","26,885","56,796","26,119",,
에이치엘비글로벌(주),3580,15-Dec,"58,355","37,526",,,,
에이치엘비글로벌(주),3580,16-Dec,"57,821","44,316",,,,
에이치엘비글로벌(주),3580,17-Dec,"74,925","62,846",,,,
에이치엘비글로벌(주),3580,18-Dec,"151,989","72,300","159,994","72,355",,
에이치엘비글로벌(주),3580,19-Dec,"115,162","71,412","129,402","81,067",,
에이치엘비생명과학(주),67630,10-Dec,"86,983","16,728",,,,
에이치엘비생명과학(주),67630,11-Dec,"62,885","15,234",,,,
에이치엘비생명과학(주),67630,12-Dec,"44,616","6,891","45,868","7,041",,
에이치엘비생명과학(주),67630,13-Dec,"46,344","11,064","48,225","11,034",,
에이치엘비생명과학(주),67630,14-Dec,"29,383","12,477","33,394","13,441",,
에이치엘비생명과학(주),67630,15-Dec,"39,890","27,887","42,699","25,895",,
에이치엘비생명과학(주),67630,16-Dec,"48,604","28,506","82,678","27,685",,
에이치엘비생명과학(주),67630,17-Dec,"58,311","50,384","99,018","52,826",,
에이치엘비생명과학(주),67630,18-Dec,"332,793","211,459","371,130","206,114",,
에이치엘비생명과학(주),67630,19-Dec,"372,492","345,517","404,935","334,425",,
에이치엘비제약(주),47920,10-Dec,"11,942","2,107",,,,
에이치엘비제약(주),47920,11-Dec,"12,819","1,955",,,,
에이치엘비제약(주),47920,12-Dec,"14,040","3,181",,,,
에이치엘비제약(주),47920,13-Dec,"16,695","3,432",,,,
에이치엘비제약(주),47920,14-Dec,"21,434","4,814",,,,
에이치엘비제약(주),47920,15-Dec,"24,847","12,177",,,,
에이치엘비제약(주),47920,16-Dec,"41,238","18,899",,,,
에이치엘비제약(주),47920,17-Dec,"39,846","16,802",,,,
에이치엘비제약(주),47920,18-Dec,"34,198","16,583","36,423","16,998",,
에이치엘비제약(주),47920,19-Dec,"46,394","17,359","45,846","17,903",,
에이치엘비테라퓨틱스(주),115450,10-Dec,"32,193","27,498","32,193","27,498",,
에이치엘비테라퓨틱스(주),115450,11-Dec,"43,060","19,650","62,233","18,379",,
에이치엘비테라퓨틱스(주),115450,12-Dec,"30,252","14,180","54,317","14,087",,
에이치엘비테라퓨틱스(주),115450,13-Dec,"24,895","10,074","36,686","10,379",,
에이치엘비테라퓨틱스(주),115450,14-Dec,"35,248","23,419","58,518","22,516",,
에이치엘비테라퓨틱스(주),115450,15-Dec,"48,162","31,736","50,347","33,486",,
에이치엘비테라퓨틱스(주),115450,16-Dec,"50,577","36,331","51,648","36,962",,
에이치엘비테라퓨틱스(주),115450,17-Dec,"65,007","46,845","62,711","44,012",,
에이치엘비테라퓨틱스(주),115450,18-Dec,"105,767","80,217","107,657","81,432",,
에이치엘비테라퓨틱스(주),115450,19-Dec,"141,801","79,096","139,519","76,096",,
에이치엠엠(주),11200,10-Dec,"8,478,389","2,414,633","8,872,377","2,587,859",,
에이치엠엠(주),11200,11-Dec,"8,432,299","1,699,926","8,799,439","1,746,463",,
에이치엠엠(주),11200,12-Dec,"7,908,884","879,678","8,982,427","1,095,290",,
에이치엠엠(주),11200,13-Dec,"6,854,879","457,925","8,842,585","687,700",,
에이치엠엠(주),11200,14-Dec,"6,476,768","649,518","7,265,782","685,533",,
에이치엠엠(주),11200,15-Dec,"5,854,097","298,095","5,942,501","228,635",,
에이치엠엠(주),11200,16-Dec,"4,439,709","1,032,046","4,398,098","951,322",,
에이치엠엠(주),11200,17-Dec,"3,409,882","924,241","3,602,418","896,920",,
에이치엠엠(주),11200,18-Dec,"3,884,416","1,065,295","4,121,440","1,039,671",,
에이치엠엠(주),11200,19-Dec,"6,343,498","1,070,034","7,160,187","1,090,309",,
에이치케이이노엔(주),195940,14-Dec,"451,293","273,502",,,,
에이치케이이노엔(주),195940,15-Dec,"497,561","307,845",,,,
에이치케이이노엔(주),195940,16-Dec,"503,861","317,572",,,,
에이치케이이노엔(주),195940,17-Dec,"526,864","374,415",,,,
에이치케이이노엔(주),195940,18-Dec,"445,075","299,697",,,,
에이치케이이노엔(주),195940,19-Dec,"575,949","217,433","575,744","217,332",,
에이케이홀딩스(주),6840,10-Dec,"435,171","242,459","633,519","267,741",,
에이케이홀딩스(주),6840,11-Dec,"499,907","322,605","800,232","354,017",,
에이케이홀딩스(주),6840,12-Dec,"346,948","340,693","618,727","412,265",,
에이케이홀딩스(주),6840,13-Dec,"461,247","371,636","2,374,994","635,021",,
에이케이홀딩스(주),6840,14-Dec,"490,889","451,078","2,773,154","827,013",,
에이케이홀딩스(주),6840,15-Dec,"522,296","468,197","2,495,515","901,593",,
에이케이홀딩스(주),6840,16-Dec,"525,540","474,911","2,741,947","1,011,421",,
에이케이홀딩스(주),6840,17-Dec,"536,075","485,074","2,944,784","1,152,064",,
에이케이홀딩스(주),6840,18-Dec,"551,445","509,339","3,397,931","1,473,898",,
에이케이홀딩스(주),6840,19-Dec,"611,531","517,879","4,327,965","1,429,939",,
에이테크솔루션(주),71670,10-Dec,"156,673","61,055","167,942","64,690",,
에이테크솔루션(주),71670,11-Dec,"151,459","70,538","168,113","74,350",,
에이테크솔루션(주),71670,12-Dec,"171,924","65,107","189,226","70,634",,
에이테크솔루션(주),71670,13-Dec,"165,922","66,613","181,148","69,158",,
에이테크솔루션(주),71670,14-Dec,"169,367","67,199","184,201","68,849",,
에이테크솔루션(주),71670,15-Dec,"158,916","65,906","172,054","65,873",,
에이테크솔루션(주),71670,16-Dec,"144,117","67,438","159,802","67,378",,
에이테크솔루션(주),71670,17-Dec,"151,054","66,627","166,863","66,938",,
에이테크솔루션(주),71670,18-Dec,"155,850","67,504","176,521","68,569",,
에이테크솔루션(주),71670,19-Dec,"165,752","67,884","188,964","70,822",,
에이프로젠제약(주),3060,10-Sep,"63,187","41,376","67,640","41,376",,
에이프로젠제약(주),3060,11-Dec,"109,013","72,696","116,334","73,488",,
에이프로젠제약(주),3060,12-Dec,"81,313","64,703","93,083","68,508",,
에이프로젠제약(주),3060,13-Dec,"77,349","58,254","78,259","56,547",,
에이프로젠제약(주),3060,14-Dec,"83,249","64,411","84,828","62,113",,
에이프로젠제약(주),3060,15-Dec,"81,445","68,971","85,221","67,745",,
에이프로젠제약(주),3060,16-Dec,"123,304","78,328","128,691","78,120",,
에이프로젠제약(주),3060,17-Dec,"161,424","84,588","158,272","77,861",,
에이프로젠제약(주),3060,18-Dec,"211,237","148,138","217,062","150,511",,
에이프로젠제약(주),3060,19-Dec,"284,428","246,929","365,283","347,637",,
에이피시스템(주),265520,17-Dec,"468,037","89,496","468,031","89,489",,
에이피시스템(주),265520,18-Dec,"420,589","106,305","420,987","106,415",,
에이피시스템(주),265520,19-Dec,"419,366","113,376","420,966","114,123",,
에이피에스홀딩스(주),54620,10-Dec,"124,623","65,321","126,753","67,249",,
에이피에스홀딩스(주),54620,11-Dec,"272,996","81,771","277,171","83,404",,
에이피에스홀딩스(주),54620,12-Dec,"204,772","87,891","205,510","87,492",,
에이피에스홀딩스(주),54620,13-Dec,"177,895","99,002","182,193","101,742",,
에이피에스홀딩스(주),54620,14-Dec,"211,430","97,591","215,611","99,823",,
에이피에스홀딩스(주),54620,15-Dec,"261,463","106,933","298,966","109,625",,
에이피에스홀딩스(주),54620,16-Dec,"515,772","203,762","566,225","206,955",,
에이피에스홀딩스(주),54620,17-Dec,"199,561","181,282","231,783","183,276",,
에이피에스홀딩스(주),54620,18-Dec,"233,536","226,162","283,204","235,590",,
에이피에스홀딩스(주),54620,19-Dec,"242,094","209,970","297,708","214,786",,
에이피위성(주),211270,11-Dec,,,,,,
에이피위성(주),211270,12-Dec,"19,534","11,851",,,,
에이피위성(주),211270,13-Dec,"31,869","22,288",,,,
에이피위성(주),211270,14-Dec,"36,448","28,867",,,,
에이피위성(주),211270,15-Dec,"42,107","37,578",,,,
에이피위성(주),211270,16-Dec,"85,990","80,682",,,,
에이피위성(주),211270,17-Dec,"103,716","82,052",,,,
에이피위성(주),211270,18-Dec,"99,704","81,501",,,,
에이피위성(주),211270,19-Dec,"102,643","82,259",,,,
에이피티씨(주),89970,10-Dec,,,,,,
에이피티씨(주),89970,11-Dec,,,,,,
에이피티씨(주),89970,12-Dec,,,,,,
에이피티씨(주),89970,13-Dec,,,,,,
에이피티씨(주),89970,14-Dec,,,,,,
에이피티씨(주),89970,17-Dec,"29,615","23,944",,,,
에이피티씨(주),89970,18-Dec,"64,675","53,425",,,,
에이피티씨(주),89970,19-Dec,"65,427","59,397","65,533","59,502",,
에코바이오홀딩스(주),38870,10-Dec,"64,224","34,622","143,835","26,752",,
에코바이오홀딩스(주),38870,11-Dec,"64,939","27,030","137,591","27,118",,
에코바이오홀딩스(주),38870,12-Dec,"68,877","31,476","148,172","30,828",,
에코바이오홀딩스(주),38870,13-Dec,"77,791","31,627","151,825","34,082",,
에코바이오홀딩스(주),38870,14-Dec,"77,203","33,848","149,024","46,209",,
에코바이오홀딩스(주),38870,15-Dec,"66,658","41,384","131,800","54,930",,
에코바이오홀딩스(주),38870,16-Dec,"68,623","55,406","116,788","70,166",,
에코바이오홀딩스(주),38870,17-Dec,"85,629","47,118","110,444","48,162",,
에코바이오홀딩스(주),38870,18-Dec,"91,807","56,865","124,022","54,319",,
에코바이오홀딩스(주),38870,19-Dec,"71,575","63,914","74,588","61,721",,
에코캡(주),128540,18-Dec,"105,572","65,316","108,542","65,243",,
에코캡(주),128540,19-Dec,"114,142","66,102","120,238","66,325",,
에코플라스틱(주),38110,10-Dec,"201,745","91,621","201,745","91,621",,
에코플라스틱(주),38110,11-Dec,"229,756","95,727","325,008","104,306",,
에코플라스틱(주),38110,12-Dec,"218,930","96,406","430,151","112,917",,
에코플라스틱(주),38110,13-Dec,"256,936","101,438","472,497","116,817",,
에코플라스틱(주),38110,14-Dec,"280,991","107,433","520,197","124,374",,
에코플라스틱(주),38110,15-Dec,"324,939","109,846","579,550","130,031",,
에코플라스틱(주),38110,16-Dec,"331,218","115,031","592,446","136,506",,
에코플라스틱(주),38110,17-Dec,"312,761","116,354","579,703","130,359",,
에코플라스틱(주),38110,18-Dec,"336,201","114,742","613,233","118,234",,
에코플라스틱(주),38110,19-Dec,"361,734","116,311","628,079","117,475",,
에프엔에스테크(주),83500,10-Dec,"27,166","8,207","27,166","8,207",,
에프엔에스테크(주),83500,11-Dec,"33,852","15,071","34,607","14,853",,
에프엔에스테크(주),83500,12-Dec,"33,917","16,190","34,853","15,999",,
에프엔에스테크(주),83500,13-Dec,"38,928","19,040","38,730","18,523",,
에프엔에스테크(주),83500,14-Dec,"28,189","12,360","28,222","12,390",,
에프엔에스테크(주),83500,15-Dec,"35,946","15,100",,,,
에프엔에스테크(주),83500,16-Dec,"52,301","23,323",,,,
에프엔에스테크(주),83500,17-Dec,"58,061","38,190",,,,
에프엔에스테크(주),83500,18-Dec,"68,709","42,423",,,,
에프엔에스테크(주),83500,19-Dec,"78,080","45,888",,,,
엑스큐어(주),70300,10-Dec,"16,621","12,328",,,,
엑스큐어(주),70300,11-Dec,"26,450","22,121",,,,
엑스큐어(주),70300,12-Dec,"23,981","21,480",,,,
엑스큐어(주),70300,13-Dec,"25,863","23,639",,,,
엑스큐어(주),70300,14-Dec,"23,787","20,651",,,,
엑스큐어(주),70300,15-Dec,"26,515","22,171",,,,
엑스큐어(주),70300,16-Dec,"17,879","14,132",,,,
엑스큐어(주),70300,17-Dec,"30,076","27,274",,,,
엑스큐어(주),70300,18-Dec,"24,327","21,953",,,,
엑스큐어(주),70300,19-Dec,"25,282","23,312",,,,
엔브이에이치코리아(주),67570,10-Dec,,,,,,
엔브이에이치코리아(주),67570,11-Dec,"184,899","63,909","278,087","73,706",,
엔브이에이치코리아(주),67570,12-Dec,"194,486","79,483","286,178","89,837",,
엔브이에이치코리아(주),67570,13-Dec,"246,602","131,456","338,704","143,209",,
엔브이에이치코리아(주),67570,14-Dec,"238,379","144,258","313,477","136,385",,
엔브이에이치코리아(주),67570,15-Dec,"308,648","160,726","372,186","130,930",,
엔브이에이치코리아(주),67570,16-Dec,"283,125","171,748","442,983","155,103",,
엔브이에이치코리아(주),67570,17-Dec,"298,744","169,008","466,432","179,445",,
엔브이에이치코리아(주),67570,18-Dec,"345,226","138,463","723,704","178,488",,
엔브이에이치코리아(주),67570,19-Dec,"375,522","142,150","794,647","182,907",,
엔시트론(주),101400,10-Dec,"32,949","17,765","32,553","17,370",,
엔시트론(주),101400,11-Dec,"43,069","25,381","42,469","24,781",,
엔시트론(주),101400,12-Dec,"44,624","26,737","43,462","25,349",,
엔시트론(주),101400,13-Dec,"39,640","17,580","37,486","14,057",,
엔시트론(주),101400,14-Dec,"40,940","14,749","39,718","10,391",,
엔시트론(주),101400,15-Dec,"31,745","12,366","32,723","12,414",,
엔시트론(주),101400,16-Dec,"36,542","14,096","34,591","12,225",,
엔시트론(주),101400,17-Dec,"43,714","18,684","39,971","15,749",,
엔시트론(주),101400,18-Dec,"26,483","5,985","31,715","9,240",,
엔시트론(주),101400,19-Dec,"32,610","17,234","34,970","18,022",,
엔에이치엔(주),181710,13-Dec,"1,151,633","1,053,501","1,178,345","1,013,016",,
엔에이치엔(주),181710,14-Dec,"1,172,525","1,097,340","1,272,858","1,042,866",,
엔에이치엔(주),181710,15-Dec,"1,638,541","1,487,411","1,833,330","1,502,510",,
엔에이치엔(주),181710,16-Dec,"1,651,663","1,513,729","1,838,187","1,510,450",,
엔에이치엔(주),181710,17-Dec,"1,716,301","1,554,662","2,117,584","1,657,897",,
엔에이치엔(주),181710,18-Dec,"1,666,936","1,534,338","2,494,654","1,820,040",,
엔에이치엔(주),181710,19-Dec,"1,566,659","1,489,235","2,500,321","1,828,702",,
엔에이치엔한국사이버결제(주),60250,10-Dec,"53,468","16,256","53,080","16,287",,
엔에이치엔한국사이버결제(주),60250,11-Dec,"60,935","24,406","61,331","24,800",,
엔에이치엔한국사이버결제(주),60250,12-Dec,"69,173","29,677","70,066","29,810",,
엔에이치엔한국사이버결제(주),60250,13-Dec,"79,938","37,036","82,246","38,285",,
엔에이치엔한국사이버결제(주),60250,14-Dec,"147,888","82,994","149,766","83,738",,
엔에이치엔한국사이버결제(주),60250,15-Dec,"160,693","92,492","161,632","92,199",,
엔에이치엔한국사이버결제(주),60250,16-Dec,"183,785","96,833","185,611","95,093",,
엔에이치엔한국사이버결제(주),60250,17-Dec,"221,910","106,724","221,347","104,626",,
엔에이치엔한국사이버결제(주),60250,18-Dec,"280,891","118,816","279,706","115,903",,
엔에이치엔한국사이버결제(주),60250,19-Dec,"311,859","127,979","311,913","127,358",,
엔피씨(주),4250,10-Dec,"196,158","109,563","197,485","106,766",,
엔피씨(주),4250,11-Dec,"229,279","119,958","238,926","119,731",,
엔피씨(주),4250,12-Dec,"232,589","129,781","255,229","135,828",,
엔피씨(주),4250,13-Dec,"253,085","143,407","305,247","160,548",,
엔피씨(주),4250,14-Dec,"257,970","157,445","305,664","184,959",,
엔피씨(주),4250,15-Dec,"285,553","174,281","343,957","208,784",,
엔피씨(주),4250,16-Dec,"340,992","218,819","399,309","246,321",,
엔피씨(주),4250,17-Dec,"353,101","247,743","380,369","250,557",,
엔피씨(주),4250,18-Dec,"353,111","255,729","392,840","261,010",,
엔피씨(주),4250,19-Dec,"357,717","272,278","403,765","284,203",,
엘브이엠씨홀딩스(주),900140,10-Dec,,,"80,048","75,134",,
엘브이엠씨홀딩스(주),900140,11-Dec,,,"111,667","95,237",,
엘브이엠씨홀딩스(주),900140,12-Dec,,,"142,649","115,245",,
엘브이엠씨홀딩스(주),900140,13-Dec,,,"342,630","272,230",,
엘브이엠씨홀딩스(주),900140,14-Dec,,,"457,478","318,588",,
엘브이엠씨홀딩스(주),900140,15-Dec,,,"600,233","385,316",,
엘브이엠씨홀딩스(주),900140,16-Dec,,,"690,100","438,064",,
엘브이엠씨홀딩스(주),900140,17-Dec,,,"630,623","397,718",,
엘브이엠씨홀딩스(주),900140,18-Dec,,,"653,662","359,648",,
엘브이엠씨홀딩스(주),900140,19-Dec,,,"678,848","325,929",,
엘비세미콘(주),61970,10-Dec,"107,328","40,250",,,,
엘비세미콘(주),61970,11-Dec,"160,425","80,110",,,,
엘비세미콘(주),61970,12-Dec,"211,791","92,502",,,,
엘비세미콘(주),61970,13-Dec,"265,357","92,981",,,,
엘비세미콘(주),61970,14-Dec,"228,746","89,307",,,,
