,회사명,거래소코드,회계년도,자산(*)(IFRS)(천원),자본(*)(IFRS)(천원),자산(*)(IFRS)(천원)(연결),자본(*)(IFRS)(천원)(연결),자본율(연결),자본율
36,(주)MH에탄올,23150,15-Dec,"78,691","57,570","78,996","57,884",73.27,73.27
37,(주)MH에탄올,23150,16-Dec,"72,025","63,258","72,340","63,582",87.89,87.89
38,(주)MH에탄올,23150,17-Dec,"107,437","64,699","500,180","106,837",21.36,21.36
39,(주)MH에탄올,23150,18-Dec,"109,657","68,472","440,178","91,585",20.81,20.81
40,(주)MH에탄올,23150,19-Dec,"101,059","59,478","451,474","79,389",17.58,17.58
41,(주)SH에너지화학,2360,10-Dec,"94,473","61,539","95,618","61,527",65.14,64.35
42,(주)SIMPAC,9160,10-Dec,"260,176","136,119","269,452","145,325",52.32,53.93
43,(주)SNT에너지,100840,10-Dec,"253,915","167,391",,,65.92,65.92
44,(주)SNT홀딩스,36530,10-Dec,"397,213","396,589","2,038,921","1,277,920",99.84,62.68
45,(주)STX,11810,10-Dec,"2,822,864","934,675","6,092,977","1,622,889",33.11,26.64
46,(주)STX,11810,11-Dec,"3,302,248","1,164,648","5,234,175","1,915,942",36.6,36.6
47,(주)STX,11810,12-Dec,"3,226,878","1,123,534","5,067,029","1,506,639",29.73,29.73
48,(주)STX,11810,13-Dec,"1,086,567","-522,090","1,342,520","-509,663",-37.96,-37.96
49,(주)STX,11810,14-Dec,"1,070,433","54,894","1,255,002","93,662",7.46,7.46
50,(주)STX,11810,15-Dec,"1,057,543","72,316","1,267,224","72,342",5.71,5.71
51,(주)STX,11810,16-Dec,"627,686","-328,883","707,709","-330,596",-46.71,-46.71
52,(주)STX,11810,17-Dec,"520,393","44,710","627,542","42,560",6.78,6.78
53,(주)STX,11810,18-Dec,"446,758","62,213","554,061","64,028",11.56,11.56
54,(주)STX,11810,19-Dec,"462,734","50,616","560,107","56,291",10.05,10.05
55,(주)TCC스틸,2710,10-Dec,"366,376","203,173","414,696","225,227",55.45,54.31
56,(주)TCC스틸,2710,11-Dec,"407,744","205,617","454,330","225,442",49.62,49.62
57,(주)TCC스틸,2710,12-Dec,"438,643","209,756","547,014","225,999",41.32,41.32
58,(주)TCC스틸,2710,13-Dec,"444,205","210,086","543,709","205,738",37.84,37.84
59,(주)TCC스틸,2710,14-Dec,"461,298","210,094","551,001","189,038",34.31,34.31
60,(주)TCC스틸,2710,15-Dec,"330,652","76,556","376,395","86,012",22.85,22.85
61,(주)TCC스틸,2710,16-Dec,"250,878","92,624","282,915","103,338",36.53,36.53
62,(주)TCC스틸,2710,17-Dec,"248,896","89,627","278,693","100,916",36.21,36.21
63,(주)TCC스틸,2710,18-Dec,"268,136","98,352","304,782","112,246",36.83,36.83
64,(주)TCC스틸,2710,19-Dec,"270,265","97,501","314,210","116,843",37.19,37.19
65,(주)가비아,79940,10-Dec,"34,383","21,535","52,912","37,226",62.63,70.35
66,(주)강스템바이오텍,217730,15-Dec,"24,983","21,237","24,983","21,237",85.01,85.01
67,(주)강스템바이오텍,217730,16-Dec,"47,442","22,977","47,442","22,977",48.43,48.43
68,(주)강스템바이오텍,217730,17-Dec,"44,509","24,668","47,199","24,482",51.87,51.87
69,(주)강스템바이오텍,217730,18-Dec,"66,185","47,945","73,194","47,581",65.01,65.01
70,(주)강스템바이오텍,217730,19-Dec,"98,626","70,845","113,644","68,719",60.47,60.47
71,(주)강원랜드,35250,10-Dec,"2,615,956","2,107,623","2,609,098","2,099,211",80.57,3238380.66
72,(주)강원에너지,114190,11-Nov,"53,719","24,502","53,719","24,502",45.61,45.61
73,(주)강원에너지,114190,12-Dec,"89,258","36,108","89,258","36,108",40.45,40.45
74,(주)강원에너지,114190,13-Dec,"72,441","45,877","72,441","45,877",63.33,63.33
75,(주)강원에너지,114190,14-Dec,"67,038","50,445","67,038","50,445",75.25,75.25
76,(주)강원에너지,114190,15-Dec,"80,939","54,881","85,457","56,584",66.21,66.21
77,(주)강원에너지,114190,16-Dec,"70,850","53,746","77,187","55,089",71.37,71.37
78,(주)강원에너지,114190,17-Dec,"87,781","47,117","93,179","48,303",51.84,51.84
79,(주)강원에너지,114190,18-Dec,"89,620","49,286","93,846","50,204",53.5,53.5
80,(주)강원에너지,114190,19-Dec,"55,106","22,904","56,602","21,125",37.32,37.32
81,(주)갤럭시아에스엠,11420,10-Dec,"35,800","22,598","38,136","23,315",63.12,60415.47
82,(주)갤럭시아에스엠,11420,11-Dec,"40,712","24,540","45,110","25,274",56.03,56.03
83,(주)갤럭시아에스엠,11420,12-Dec,"40,170","25,153","43,979","25,907",58.91,58.91
84,(주)갤럭시아에스엠,11420,13-Dec,"34,159","22,473","37,637","21,493",57.11,57.11
85,(주)갤럭시아에스엠,11420,14-Dec,"40,528","23,402","45,274","23,206",51.26,51.26
86,(주)갤럭시아에스엠,11420,15-Dec,"67,197","50,665","68,687","49,739",72.41,72.41
87,(주)갤럭시아에스엠,11420,16-Dec,"55,826","44,847","58,445","44,847",76.73,76.73
88,(주)갤럭시아에스엠,11420,17-Dec,"48,958","40,494","49,831","40,494",81.26,81.26
89,(주)갤럭시아에스엠,11420,18-Dec,"33,338","26,797","33,253","26,472",79.61,79.61
90,(주)갤럭시아에스엠,11420,19-Dec,"28,242","21,799","28,242","21,799",77.19,77.19
91,(주)경농,2100,10-Dec,"198,796","148,352","198,435","147,966",74.63,265908.68
92,(주)경동나비엔,9450,10-Dec,"201,856","136,757","238,612","160,449",67.75,352195.97
93,(주)경동인베스트,12320,10-Dec,"756,282","365,245","819,481","376,913",48.29,1696830.15
94,(주)경방,50,10-Dec,"1,308,629","680,066","1,328,917","632,800",51.97,2557191.99
95,(주)경보제약,214390,10-Dec,,,,,#DIV/0!,#DIV/0!
96,(주)경인양행,12610,10-Dec,"250,809","157,685","321,755","176,138",62.87,511773.79
97,(주)고영테크놀러지,98460,10-Dec,"69,472","54,993","70,678","55,154",79.16,89286.67
98,(주)골드앤에스,35290,10-Dec,"44,315","21,708","45,047","21,631",48.99,91959.55
99,(주)골드앤에스,35290,11-Dec,"46,347","22,638","46,677","22,437",48.07,48.07
100,(주)골드앤에스,35290,12-Dec,"51,063","26,253","51,951","25,518",49.12,49.12
101,(주)골드앤에스,35290,13-Dec,"34,509","9,813","51,443","13,127",25.52,25.52
102,(주)골드앤에스,35290,14-Dec,"28,884","9,084","46,528","12,083",25.97,25.97
103,(주)골드앤에스,35290,15-Dec,"23,598","14,992","24,102","15,160",62.9,62.9
104,(주)골드앤에스,35290,16-Dec,"18,296","14,102","18,672","14,269",76.42,76.42
105,(주)골드앤에스,35290,17-Dec,"16,995","13,105","17,174","13,346",77.71,77.71
106,(주)골드앤에스,35290,18-Dec,"42,473","13,867","42,473","13,780",32.44,32.44
107,(주)골드앤에스,35290,19-Dec,"16,096","-5,001","16,096","-5,092",-31.64,-31.64
108,(주)골드퍼시픽,38530,10-Dec,"23,115","21,073",,,91.17,0
109,(주)골드퍼시픽,38530,11-Dec,"27,474","21,830","27,474","21,830",79.46,79.46
110,(주)골드퍼시픽,38530,12-Dec,"29,862","22,928","29,862","22,928",76.78,76.78
111,(주)골드퍼시픽,38530,13-Dec,"30,518","17,116","33,688","16,191",48.06,48.06
112,(주)골드퍼시픽,38530,14-Dec,"31,936","16,902","41,949","16,568",39.5,39.5
113,(주)골드퍼시픽,38530,15-Dec,"27,496","20,116","28,573","21,193",74.17,74.17
114,(주)골드퍼시픽,38530,16-Dec,"11,122","1,890","11,122","1,890",16.99,16.99
115,(주)골드퍼시픽,38530,17-Dec,"26,568","5,364","26,568","5,364",20.19,20.19
116,(주)골드퍼시픽,38530,18-Dec,"37,288","20,087","37,825","20,087",53.11,53.11
117,(주)골드퍼시픽,38530,19-Dec,"72,946","21,069","72,946","21,069",28.88,28.88
118,(주)골프존뉴딘홀딩스,121440,10-Dec,"181,727","159,744","188,176","162,704",87.9,214071.64
119,(주)골프존뉴딘홀딩스,121440,11-Dec,"373,246","348,104","378,054","348,969",92.31,92.31
120,(주)골프존뉴딘홀딩스,121440,12-Dec,"512,615","411,000","540,923","411,637",76.1,76.1
121,(주)골프존뉴딘홀딩스,121440,13-Dec,"589,947","427,556","637,840","424,544",66.56,66.56
122,(주)골프존뉴딘홀딩스,121440,14-Dec,"586,599","473,636","762,037","486,386",63.83,63.83
123,(주)골프존뉴딘홀딩스,121440,15-Dec,"585,663","551,703","767,325","551,360",71.85,71.85
124,(주)골프존뉴딘홀딩스,121440,16-Dec,"561,893","506,841","760,773","528,087",69.41,69.41
125,(주)골프존뉴딘홀딩스,121440,17-Dec,"536,245","480,074","756,501","500,913",66.21,66.21
126,(주)골프존뉴딘홀딩스,121440,18-Dec,"563,387","484,481","774,743","485,970",62.73,62.73
127,(주)골프존뉴딘홀딩스,121440,19-Dec,"537,526","450,069","776,385","447,198",57.6,57.6
128,(주)광림,14200,10-Dec,"110,346","55,002",,,49.85,0
129,(주)광림,14200,11-Dec,"86,353","56,677","86,353","56,677",65.63,65.63
130,(주)광림,14200,12-Dec,"89,766","63,502","89,766","63,502",70.74,70.74
131,(주)광림,14200,13-Dec,"101,593","64,797","101,593","64,797",63.78,63.78
132,(주)광림,14200,14-Dec,"120,284","66,259","244,886","128,971",52.67,52.67
133,(주)광림,14200,15-Dec,"146,339","80,899","146,339","80,899",55.28,55.28
134,(주)광림,14200,16-Dec,"152,080","90,221","229,597","113,506",49.44,49.44
135,(주)광림,14200,17-Dec,"369,582","176,556","208,058","107,691",51.76,51.76
136,(주)광림,14200,18-Dec,"236,379","120,931","187,813","90,075",47.96,47.96
137,(주)광림,14200,19-Dec,"193,569","60,749","252,468","90,772",35.95,35.95
138,(주)광명전기,17040,10-Dec,"91,485","52,410","115,958","60,147",57.29,202412.09
139,(주)광무,29480,10-Dec,"118,110","61,614","106,045","48,999",52.17,203281.32
140,(주)광무,29480,11-Dec,"85,836","49,296","75,946","37,832",49.81,49.81
141,(주)광무,29480,12-Dec,"60,163","36,518","55,789","29,507",52.89,52.89
142,(주)광무,29480,13-Dec,"28,890","11,347","35,385","8,787",24.83,24.83
143,(주)광무,29480,14-Dec,"27,863","8,505","27,863","8,505",30.52,30.52
144,(주)광무,29480,15-Dec,"21,133","7,744","21,133","7,744",36.64,36.64
145,(주)광무,29480,16-Dec,"29,090","8,053","29,090","8,053",27.68,27.68
146,(주)광무,29480,17-Dec,"28,951","13,552","28,951","13,552",46.81,46.81
147,(주)광무,29480,18-Dec,"26,017","9,695","28,432","10,729",37.74,37.74
148,(주)광무,29480,19-Dec,"57,157","22,202","63,140","22,844",36.18,36.18
149,(주)광주신세계,37710,10-Dec,"327,434","260,460",,,79.55,0
150,(주)구영테크,53270,10-Dec,"87,521","26,722","142,703","36,479",30.53,467386.77
151,(주)국동,5320,10-Dec,"57,019","15,946","59,231","-3,728",27.97,211795.58
152,(주)국보,1140,10-Dec,"95,420","34,416","96,640","34,910",36.07,267939.01
153,(주)국보,1140,11-Dec,"97,415","33,874","98,869","34,467",34.86,34.86
154,(주)국보,1140,12-Dec,"93,953","31,656","98,495","33,793",34.31,34.31
155,(주)국보,1140,13-Dec,"94,916","27,679","98,315","29,768",30.28,30.28
156,(주)국보,1140,14-Dec,"87,598","20,985","91,006","22,620",24.86,24.86
157,(주)국보,1140,15-Dec,"80,159","17,113","83,085","18,409",22.16,22.16
158,(주)국보,1140,16-Dec,"77,488","13,201","81,309","15,276",18.79,18.79
159,(주)국보,1140,17-Dec,"69,819","16,039","73,270","17,849",24.36,24.36
160,(주)국보,1140,18-Dec,"45,599","11,578","48,188","13,412",27.83,27.83
161,(주)국보,1140,19-Dec,"57,467","12,279","115,356","28,604",24.8,24.8
162,(주)국보디자인,66620,10-Dec,"74,400","42,593","78,615","43,011",57.25,137322
163,(주)국순당,43650,10-Dec,"194,683","172,746","200,863","177,069",88.73,226370.58
164,(주)국순당,43650,11-Dec,"193,849","174,045","199,135","178,114",89.44,89.44
165,(주)국순당,43650,12-Dec,"203,490","186,306","209,730","191,626",91.37,91.37
