,회사명,회계년도,거래소코드,매출원가율
4209,캠시스,11-Dec,50110,0.92 
4210,캠시스,12-Dec,50110,0.91 
4211,캠시스,13-Dec,50110,0.87 
4212,캠시스,14-Dec,50110,0.87 
4213,캠시스,15-Dec,50110,0.90 
4214,캠시스,16-Dec,50110,0.95 
4215,캠시스,17-Dec,50110,0.89 
4216,캠시스,18-Dec,50110,0.90 
4217,캠시스,19-Dec,50110,0.91 
4218,컴투스홀딩스,11-Dec,63080,0.22 
4219,컴투스홀딩스,12-Dec,63080,0.28 
4220,컴투스홀딩스,13-Dec,63080,0.39 
4221,컴투스홀딩스,14-Dec,63080,0.38 
4222,컴투스홀딩스,15-Dec,63080,0.40 
4223,컴투스홀딩스,16-Dec,63080,0.39 
4224,컴투스홀딩스,17-Dec,63080,0.47 
4225,컴투스홀딩스,18-Dec,63080,0.43 
4226,컴투스홀딩스,19-Dec,63080,0.44 
4227,케스피온,11-Dec,79190,0.74 
4228,케스피온,12-Dec,79190,0.76 
4229,케스피온,13-Dec,79190,1.00 
4230,케스피온,14-Dec,79190,0.86 
4231,케스피온,15-Dec,79190,0.78 
4232,케스피온,16-Dec,79190,0.75 
4233,케스피온,17-Dec,79190,0.77 
4234,케스피온,18-Dec,79190,0.74 
4235,케스피온,19-Dec,79190,0.74 
4236,케이사인,14-Dec,192250,0.73 
4237,케이사인,15-Dec,192250,0.73 
4238,케이사인,16-Dec,192250,0.83 
4239,케이사인,17-Dec,192250,1.19 
4240,케이사인,18-Dec,192250,0.92 
4241,케이사인,19-Dec,192250,0.85 
4242,케이씨씨건설,11-Dec,21320,0.91 
4243,케이씨씨건설,12-Dec,21320,0.93 
4244,케이씨씨건설,13-Dec,21320,1.00 
4245,케이씨씨건설,14-Dec,21320,0.96 
4246,케이씨씨건설,15-Dec,21320,0.98 
4247,케이씨씨건설,16-Dec,21320,0.92 
4248,케이씨씨건설,17-Dec,21320,0.90 
4249,케이씨씨건설,18-Dec,21320,0.91 
4250,케이씨씨건설,19-Dec,21320,1.00 
4251,케이씨피드,11-Dec,25880,0.86 
4252,케이씨피드,12-Dec,25880,0.88 
4253,케이씨피드,13-Dec,25880,0.88 
4254,케이씨피드,14-Dec,25880,0.92 
4255,케이씨피드,15-Dec,25880,0.88 
4256,케이씨피드,16-Dec,25880,0.85 
4257,케이씨피드,17-Dec,25880,0.84 
4258,케이씨피드,18-Dec,25880,0.86 
4259,케이씨피드,19-Dec,25880,0.86 
4260,케이아이엔엑스,11-Dec,93320,0.55 
4261,케이아이엔엑스,12-Dec,93320,0.56 
4262,케이아이엔엑스,13-Dec,93320,0.56 
4263,케이아이엔엑스,14-Dec,93320,0.55 
4264,케이아이엔엑스,15-Dec,93320,0.53 
4265,케이아이엔엑스,16-Dec,93320,0.54 
4266,케이아이엔엑스,17-Dec,93320,0.52 
4267,케이아이엔엑스,18-Dec,93320,0.52 
4268,케이아이엔엑스,19-Dec,93320,0.52 
4269,케이에스피,11-Dec,73010,1.00 
4270,케이에스피,12-Dec,73010,1.00 
4271,케이에스피,13-Dec,73010,1.00 
4272,케이에스피,14-Dec,73010,1.00 
4273,케이에스피,15-Dec,73010,1.00 
4274,케이에스피,16-Dec,73010,1.00 
4275,케이에스피,17-Dec,73010,1.00 
4276,케이에스피,18-Dec,73010,1.00 
4277,케이에스피,19-Dec,73010,1.00 
4278,케이에이치바텍,11-Dec,60720,0.88 
4279,케이에이치바텍,12-Dec,60720,0.90 
4280,케이에이치바텍,13-Dec,60720,0.87 
4281,케이에이치바텍,14-Dec,60720,0.87 
4282,케이에이치바텍,15-Dec,60720,0.91 
4283,케이에이치바텍,16-Dec,60720,0.96 
4284,케이에이치바텍,17-Dec,60720,1.02 
4285,케이에이치바텍,18-Dec,60720,0.97 
4286,케이에이치바텍,19-Dec,60720,0.86 
4287,케이에이치필룩스,11-Dec,33180,0.75 
4288,케이에이치필룩스,12-Dec,33180,0.72 
4289,케이에이치필룩스,13-Dec,33180,0.70 
4290,케이에이치필룩스,14-Dec,33180,0.69 
4291,케이에이치필룩스,15-Dec,33180,0.68 
4292,케이에이치필룩스,16-Dec,33180,0.65 
4293,케이에이치필룩스,17-Dec,33180,0.65 
4294,케이에이치필룩스,18-Dec,33180,0.64 
4295,케이에이치필룩스,19-Dec,33180,0.66 
4296,케이엑스하이텍,11-Dec,52900,0.90 
4297,케이엑스하이텍,12-Dec,52900,0.98 
4298,케이엑스하이텍,13-Dec,52900,0.90 
4299,케이엑스하이텍,14-Dec,52900,0.82 
4300,케이엑스하이텍,15-Dec,52900,0.83 
4301,케이엑스하이텍,16-Dec,52900,0.77 
4302,케이엑스하이텍,17-Dec,52900,0.81 
4303,케이엑스하이텍,18-Dec,52900,0.78 
4304,케이엑스하이텍,19-Dec,52900,0.77 
4305,케이엔더블유,11-Dec,105330,0.83 
4306,케이엔더블유,12-Dec,105330,0.87 
4307,케이엔더블유,13-Dec,105330,0.86 
4308,케이엔더블유,14-Dec,105330,0.84 
4309,케이엔더블유,15-Dec,105330,0.81 
4310,케이엔더블유,16-Dec,105330,0.85 
4311,케이엔더블유,17-Dec,105330,0.90 
4312,케이엔더블유,18-Dec,105330,0.90 
4313,케이엔더블유,19-Dec,105330,0.90 
4314,케이엠더블유,11-Dec,32500,0.76 
4315,케이엠더블유,12-Dec,32500,0.64 
4316,케이엠더블유,13-Dec,32500,0.66 
4317,케이엠더블유,14-Dec,32500,0.77 
4318,케이엠더블유,15-Dec,32500,0.86 
4319,케이엠더블유,16-Dec,32500,0.77 
4320,케이엠더블유,17-Dec,32500,0.70 
4321,케이엠더블유,18-Dec,32500,0.80 
4322,케이엠더블유,19-Dec,32500,0.68 
4323,케이이씨,11-Dec,92220,0.95 
4324,케이이씨,12-Dec,92220,0.96 
4325,케이이씨,13-Dec,92220,0.88 
4326,케이이씨,14-Dec,92220,0.84 
4327,케이이씨,15-Dec,92220,0.84 
4328,케이이씨,16-Dec,92220,0.85 
4329,케이이씨,17-Dec,92220,0.85 
4330,케이이씨,18-Dec,92220,0.85 
4331,케이이씨,19-Dec,92220,0.89 
4332,케이티,11-Dec,30200,0.89 
4333,케이티,12-Dec,30200,0.95 
4334,케이티,13-Dec,30200,0.96 
4335,케이티,14-Dec,30200,0.97 
4336,케이티,15-Dec,30200,0.94 
4337,케이티,16-Dec,30200,0.94 
4338,케이티,17-Dec,30200,0.94 
4339,케이티,18-Dec,30200,0.95 
4340,케이티,19-Dec,30200,0.95 
4341,케이티서브마린,11-Dec,60370,1.00 
4342,케이티서브마린,12-Dec,60370,1.00 
4343,케이티서브마린,13-Dec,60370,1.00 
4344,케이티서브마린,14-Dec,60370,1.00 
4345,케이티서브마린,15-Dec,60370,1.00 
4346,케이티서브마린,16-Dec,60370,1.00 
4347,케이티서브마린,17-Dec,60370,1.00 
4348,케이티서브마린,18-Dec,60370,1.00 
4349,케이티서브마린,19-Dec,60370,1.00 
4350,케이티알파,11-Dec,36030,0.95 
4351,케이티알파,12-Dec,36030,0.95 
4352,케이티알파,13-Dec,36030,0.95 
4353,케이티알파,14-Dec,36030,1.00 
4354,케이티알파,15-Dec,36030,1.00 
4355,케이티알파,16-Dec,36030,1.00 
4356,케이티알파,17-Dec,36030,1.00 
4357,케이티알파,18-Dec,36030,1.00 
4358,케이티알파,19-Dec,36030,1.00 
4359,케이프,11-Dec,64820,1.00 
4360,케이프,12-Dec,64820,0.71 
4361,케이프,13-Dec,64820,0.85 
4362,케이프,14-Dec,64820,0.87 
4363,케이프,15-Dec,64820,0.85 
4364,케이프,16-Dec,64820,0.68 
4365,케이프,17-Dec,64820,0.63 
4366,케이프,18-Dec,64820,0.68 
4367,케이프,19-Dec,64820,0.75 
4368,케이피에스,17-Dec,256940,1.00 
4369,케이피에스,18-Dec,256940,0.66 
4370,케이피에스,19-Dec,256940,0.75 
4371,케이피엠테크,11-Dec,42040,0.95 
4372,케이피엠테크,12-Dec,42040,1.00 
4373,케이피엠테크,13-Dec,42040,1.16 
4374,케이피엠테크,14-Dec,42040,0.82 
4375,케이피엠테크,15-Dec,42040,0.94 
4376,케이피엠테크,16-Dec,42040,0.97 
4377,케이피엠테크,17-Dec,42040,0.95 
4378,케이피엠테크,18-Dec,42040,0.83 
4379,케이피엠테크,19-Dec,42040,1.03 
4380,케이피티유,11-Dec,54410,0.82 
4381,케이피티유,12-Dec,54410,0.80 
4382,케이피티유,13-Dec,54410,1.00 
4383,케이피티유,14-Dec,54410,1.00 
4384,케이피티유,15-Dec,54410,1.00 
4385,케이피티유,16-Dec,54410,1.00 
4386,케이피티유,17-Dec,54410,0.82 
4387,케이피티유,18-Dec,54410,0.84 
4388,케이피티유,19-Dec,54410,1.00 
4389,케일럼,17-Dec,258610,1.00 
4390,케일럼,18-Dec,258610,0.78 
4391,케일럼,19-Dec,258610,0.83 
4392,켐트로닉스,11-Dec,89010,0.83 
4393,켐트로닉스,12-Dec,89010,0.83 
4394,켐트로닉스,13-Dec,89010,0.83 
4395,켐트로닉스,14-Dec,89010,0.91 
4396,켐트로닉스,15-Dec,89010,0.92 
4397,켐트로닉스,16-Dec,89010,0.91 
4398,켐트로닉스,17-Dec,89010,0.95 
4399,켐트로닉스,18-Dec,89010,0.90 
4400,켐트로닉스,19-Dec,89010,0.83 
4401,코다코,11-Dec,46070,1.00 
4402,코다코,12-Dec,46070,1.00 
4403,코다코,13-Dec,46070,0.84 
4404,코다코,14-Dec,46070,0.83 
4405,코다코,15-Dec,46070,0.81 
4406,코다코,16-Dec,46070,0.81 
4407,코다코,17-Dec,46070,0.84 
4408,코다코,18-Dec,46070,0.94 
4409,코다코,19-Dec,46070,0.92 
4410,코데즈컴바인,11-Dec,47770,0.43 
4411,코데즈컴바인,12-Dec,47770,0.49 
4412,코데즈컴바인,13-Dec,47770,0.57 
4413,코데즈컴바인,14-Dec,47770,0.68 
4414,코데즈컴바인,15-Dec,47770,1.16 
4415,코데즈컴바인,16-Dec,47770,0.69 
4416,코데즈컴바인,17-Dec,47770,0.51 
4417,코데즈컴바인,18-Dec,47770,0.47 
4418,코데즈컴바인,19-Dec,47770,0.39 
4419,코디,11-Dec,80530,1.00 
4420,코디,12-Dec,80530,0.94 
4421,코디,13-Dec,80530,0.81 
4422,코디,14-Dec,80530,0.84 
4423,코디,15-Dec,80530,0.90 
4424,코디,16-Dec,80530,0.92 
4425,코디,17-Dec,80530,1.07 
4426,코디,18-Dec,80530,0.94 
4427,코디,19-Dec,80530,0.85 
4428,코디엠,15-Dec,224060,1.00 
4429,코디엠,16-Dec,224060,0.97 
4430,코디엠,17-Dec,224060,0.89 
4431,코디엠,18-Dec,224060,1.03 
4432,코디엠,19-Dec,224060,0.84 
4433,코렌텍,13-Dec,104540,0.51 
4434,코렌텍,14-Dec,104540,0.47 
4435,코렌텍,15-Dec,104540,0.42 
4436,코렌텍,16-Dec,104540,0.41 
4437,코렌텍,17-Dec,104540,0.41 
4438,코렌텍,18-Dec,104540,0.45 
4439,코렌텍,19-Dec,104540,0.38 
4440,코리아나화장품,11-Dec,27050,0.21 
4441,코리아나화장품,12-Dec,27050,0.21 
4442,코리아나화장품,13-Dec,27050,0.25 
4443,코리아나화장품,14-Dec,27050,0.28 
4444,코리아나화장품,15-Dec,27050,0.42 
4445,코리아나화장품,16-Dec,27050,0.43 
4446,코리아나화장품,17-Dec,27050,0.40 
4447,코리아나화장품,18-Dec,27050,0.43 
4448,코리아나화장품,19-Dec,27050,0.55 
4449,코리아써키트,11-Dec,7810,0.96 
4450,코리아써키트,12-Dec,7810,0.89 
4451,코리아써키트,13-Dec,7810,0.89 
4452,코리아써키트,14-Dec,7810,0.90 
4453,코리아써키트,15-Dec,7810,0.89 
4454,코리아써키트,16-Dec,7810,0.94 
4455,코리아써키트,17-Dec,7810,0.95 
4456,코리아써키트,18-Dec,7810,1.00 
4457,코리아써키트,19-Dec,7810,0.94 
4458,코리아에스이,11-Dec,101670,1.00 
4459,코리아에스이,12-Dec,101670,1.00 
4460,코리아에스이,13-Dec,101670,1.00 
4461,코리아에스이,14-Dec,101670,1.00 
4462,코리아에스이,15-Dec,101670,1.00 
4463,코리아에스이,16-Dec,101670,1.00 
4464,코리아에스이,17-Dec,101670,0.79 
4465,코리아에스이,18-Dec,101670,0.92 
4466,코리아에스이,19-Dec,101670,0.89 
4467,코미팜,11-Dec,41960,0.60 
4468,코미팜,12-Dec,41960,0.61 
4469,코미팜,13-Dec,41960,0.66 
4470,코미팜,14-Dec,41960,0.66 
4471,코미팜,15-Dec,41960,0.70 
4472,코미팜,16-Dec,41960,0.71 
4473,코미팜,17-Dec,41960,0.68 
4474,코미팜,18-Dec,41960,0.72 
4475,코미팜,19-Dec,41960,0.68 
4476,코세스,11-Dec,89890,1.00 
4477,코세스,12-Dec,89890,1.00 
4478,코세스,13-Dec,89890,1.00 
4479,코세스,14-Dec,89890,1.00 
4480,코세스,15-Dec,89890,1.00 
4481,코세스,16-Dec,89890,1.00 
4482,코세스,17-Dec,89890,1.00 
4483,코세스,18-Dec,89890,1.00 
4484,코세스,19-Dec,89890,1.00 
4485,코센,11-Dec,9730,1.00 
4486,코센,12-Dec,9730,1.00 
4487,코센,13-Dec,9730,1.00 
4488,코센,14-Dec,9730,0.92 
4489,코센,15-Dec,9730,0.90 
4490,코센,16-Dec,9730,1.01 
4491,코센,17-Dec,9730,0.90 
4492,코센,18-Dec,9730,0.92 
4493,코센,19-Dec,9730,0.91 
4494,코스나인,11-Dec,82660,1.08 
4495,코스나인,12-Dec,82660,0.90 
4496,코스나인,13-Dec,82660,0.92 
4497,코스나인,14-Dec,82660,0.92 
4498,코스나인,15-Dec,82660,0.93 
4499,코스나인,16-Dec,82660,0.93 
4500,코스나인,17-Dec,82660,1.00 
4501,코스나인,18-Dec,82660,1.06 
4502,코스나인,19-Dec,82660,1.00 
4503,코스온,11-Dec,69110,1.00 
4504,코스온,12-Dec,69110,1.00 
4505,코스온,13-Dec,69110,1.00 
4506,코스온,14-Dec,69110,1.00 
4507,코스온,15-Dec,69110,1.00 
4508,코스온,16-Dec,69110,0.75 
4509,코스온,17-Dec,69110,0.79 
4510,코스온,18-Dec,69110,0.80 
4511,코스온,19-Dec,69110,0.82 
4512,코썬바이오,16-Dec,204990,1.00 
4513,코썬바이오,17-Dec,204990,0.51 
4514,코썬바이오,18-Dec,204990,0.66 
4515,코썬바이오,19-Dec,204990,2.08 
4516,코아스,11-Dec,71950,1.00 
4517,코아스,12-Dec,71950,0.70 
4518,코아스,13-Dec,71950,0.74 
4519,코아스,14-Dec,71950,0.69 
4520,코아스,15-Dec,71950,0.76 
4521,코아스,16-Dec,71950,0.68 
4522,코아스,17-Dec,71950,0.68 
4523,코아스,18-Dec,71950,0.73 
4524,코아스,19-Dec,71950,0.72 
4525,코아시아,11-Dec,45970,0.00 
4526,코아시아,12-Dec,45970,0.86 
4527,코아시아,13-Dec,45970,0.88 
4528,코아시아,14-Dec,45970,0.91 
4529,코아시아,15-Dec,45970,0.84 
4530,코아시아,16-Dec,45970,0.84 
4531,코아시아,17-Dec,45970,0.83 
4532,코아시아,18-Dec,45970,0.86 
4533,코아시아,19-Dec,45970,0.86 
4534,코아시아옵틱스,14-Dec,196450,0.94 
4535,코아시아옵틱스,15-Dec,196450,0.95 
4536,코아시아옵틱스,16-Dec,196450,1.22 
4537,코아시아옵틱스,17-Dec,196450,0.67 
4538,코아시아옵틱스,18-Dec,196450,1.06 
4539,코아시아옵틱스,19-Dec,196450,0.76 
4540,코엔텍,11-Dec,29960,0.71 
4541,코엔텍,12-Dec,29960,0.63 
4542,코엔텍,13-Dec,29960,0.67 
4543,코엔텍,14-Dec,29960,0.64 
4544,코엔텍,15-Dec,29960,0.66 
4545,코엔텍,16-Dec,29960,0.62 
4546,코엔텍,17-Dec,29960,0.61 
4547,코엔텍,18-Dec,29960,0.53 
4548,코엔텍,19-Dec,29960,1.00 
4549,코오롱,11-Dec,2020,0.73 
4550,코오롱,12-Dec,2020,0.90 
4551,코오롱,13-Dec,2020,0.89 
4552,코오롱,14-Dec,2020,0.89 
4553,코오롱,15-Dec,2020,0.91 
4554,코오롱,16-Dec,2020,0.88 
4555,코오롱,17-Dec,2020,0.90 
4556,코오롱,18-Dec,2020,0.90 
4557,코오롱,19-Dec,2020,0.89 
4558,코원플레이,11-Dec,56000,0.91 
4559,코원플레이,12-Dec,56000,1.05 
4560,코원플레이,13-Dec,56000,0.94 
4561,코원플레이,14-Dec,56000,0.83 
4562,코원플레이,15-Dec,56000,1.07 
4563,코원플레이,16-Dec,56000,1.00 
4564,코원플레이,17-Dec,56000,0.57 
4565,코원플레이,18-Dec,56000,0.60 
4566,코원플레이,19-Dec,56000,0.70 
4567,코이즈,12-Dec,121850,0.63 
4568,코이즈,13-Dec,121850,0.83 
4569,코이즈,14-Dec,121850,0.82 
4570,코이즈,15-Dec,121850,0.87 
4571,코이즈,16-Dec,121850,0.82 
4572,코이즈,17-Dec,121850,1.10 
4573,코이즈,18-Dec,121850,1.09 
4574,코이즈,19-Dec,121850,0.89 
4575,콤텍시스템,11-Dec,31820,0.92 
4576,콤텍시스템,12-Dec,31820,0.89 
4577,콤텍시스템,13-Dec,31820,0.90 
4578,콤텍시스템,14-Dec,31820,0.91 
4579,콤텍시스템,15-Dec,31820,0.90 
4580,콤텍시스템,16-Dec,31820,0.89 
4581,콤텍시스템,17-Dec,31820,0.89 
4582,콤텍시스템,18-Dec,31820,1.00 
4583,콤텍시스템,19-Dec,31820,1.00 
4584,큐로,11-Dec,15590,1.07 
4585,큐로,12-Dec,15590,0.88 
4586,큐로,13-Dec,15590,0.88 
4587,큐로,14-Dec,15590,0.94 
4588,큐로,15-Dec,15590,1.00 
4589,큐로,16-Dec,15590,1.00 
4590,큐로,17-Dec,15590,1.00 
4591,큐로,18-Dec,15590,1.00 
4592,큐로,19-Dec,15590,0.81 
4593,큐로컴,11-Dec,40350,0.85 
4594,큐로컴,12-Dec,40350,0.84 
4595,큐로컴,13-Dec,40350,0.78 
4596,큐로컴,14-Dec,40350,0.80 
4597,큐로컴,15-Dec,40350,0.78 
4598,큐로컴,16-Dec,40350,0.84 
4599,큐로컴,17-Dec,40350,0.82 
4600,큐로컴,18-Dec,40350,0.80 
4601,큐로컴,19-Dec,40350,0.67 
4602,큐로홀딩스,11-Dec,51780,0.74 
4603,큐로홀딩스,12-Dec,51780,0.71 
4604,큐로홀딩스,13-Dec,51780,0.66 
4605,큐로홀딩스,14-Dec,51780,0.71 
4606,큐로홀딩스,15-Dec,51780,0.74 
4607,큐로홀딩스,16-Dec,51780,1.51 
4608,큐로홀딩스,17-Dec,51780,1.01 
4609,큐로홀딩스,18-Dec,51780,0.79 
4610,큐로홀딩스,19-Dec,51780,0.74 
4611,큐리언트,16-Dec,115180,#DIV/0!
4612,큐리언트,17-Dec,115180,#DIV/0!
4613,큐리언트,18-Dec,115180,#DIV/0!
4614,큐리언트,19-Dec,115180,#DIV/0!
4615,큐에스아이,11-Dec,66310,1.00 
4616,큐에스아이,12-Dec,66310,0.78 
4617,큐에스아이,13-Dec,66310,0.70 
4618,큐에스아이,14-Dec,66310,0.66 
4619,큐에스아이,15-Dec,66310,0.74 
4620,큐에스아이,16-Dec,66310,0.74 
4621,큐에스아이,17-Dec,66310,0.75 
4622,큐에스아이,18-Dec,66310,0.81 
4623,큐에스아이,19-Dec,66310,0.76 
4624,클라우드에어,11-Dec,36170,1.00 
4625,클라우드에어,12-Dec,36170,0.89 
4626,클라우드에어,13-Dec,36170,0.88 
4627,클라우드에어,14-Dec,36170,0.95 
4628,클라우드에어,15-Dec,36170,0.83 
4629,클라우드에어,16-Dec,36170,0.71 
4630,클라우드에어,17-Dec,36170,0.71 
4631,클라우드에어,18-Dec,36170,0.79 
4632,클라우드에어,19-Dec,36170,0.79 
4633,클리오,16-Dec,237880,0.37 
4634,클리오,17-Dec,237880,0.39 
4635,클리오,18-Dec,237880,0.44 
4636,클리오,19-Dec,237880,0.45 
4637,키다리스튜디오,11-Dec,20120,1.00 
4638,키다리스튜디오,12-Dec,20120,1.00 
4639,키다리스튜디오,13-Dec,20120,1.00 
4640,키다리스튜디오,14-Dec,20120,0.67 
4641,키다리스튜디오,15-Dec,20120,0.73 
4642,키다리스튜디오,16-Dec,20120,1.00 
4643,키다리스튜디오,17-Dec,20120,0.77 
4644,키다리스튜디오,18-Dec,20120,1.00 
4645,키다리스튜디오,19-Dec,20120,0.68 
4646,키이스트,11-Dec,54780,1.00 
4647,키이스트,12-Dec,54780,0.81 
4648,키이스트,13-Dec,54780,0.93 
4649,키이스트,14-Dec,54780,0.78 
4650,키이스트,15-Dec,54780,0.79 
4651,키이스트,16-Dec,54780,0.84 
4652,키이스트,17-Dec,54780,0.84 
4653,키이스트,18-Dec,54780,0.85 
4654,키이스트,19-Dec,54780,0.86 
4655,탑코미디어,13-Dec,134580,0.69 
4656,탑코미디어,14-Dec,134580,0.75 
4657,탑코미디어,15-Dec,134580,0.76 
4658,탑코미디어,16-Dec,134580,0.81 
4659,탑코미디어,17-Dec,134580,0.84 
4660,탑코미디어,18-Dec,134580,0.78 
4661,탑코미디어,19-Dec,134580,1.00 
4662,태양,11-Dec,53620,0.88 
4663,태양,12-Dec,53620,0.90 
4664,태양,13-Dec,53620,0.89 
4665,태양,14-Dec,53620,0.89 
4666,태양,15-Dec,53620,0.91 
4667,태양,16-Dec,53620,0.79 
4668,태양,17-Dec,53620,0.83 
4669,태양,18-Dec,53620,0.90 
4670,태양,19-Dec,53620,0.85 
4671,태영건설,11-Dec,9410,0.88 
4672,태영건설,12-Dec,9410,0.87 
4673,태영건설,13-Dec,9410,0.88 
4674,태영건설,14-Dec,9410,0.90 
4675,태영건설,15-Dec,9410,0.89 
4676,태영건설,16-Dec,9410,0.87 
4677,태영건설,17-Dec,9410,0.84 
4678,태영건설,18-Dec,9410,0.82 
4679,태영건설,19-Dec,9410,0.83 
4680,태웅,11-Dec,44490,1.00 
4681,태웅,12-Dec,44490,1.00 
4682,태웅,13-Dec,44490,1.00 
4683,태웅,14-Dec,44490,1.00 
4684,태웅,15-Dec,44490,1.00 
4685,태웅,16-Dec,44490,1.00 
4686,태웅,17-Dec,44490,1.00 
4687,태웅,18-Dec,44490,1.00 
4688,태웅,19-Dec,44490,1.00 
4689,테라젠이텍스,11-Dec,66700,0.78 
4690,테라젠이텍스,12-Dec,66700,0.73 
4691,테라젠이텍스,13-Dec,66700,0.65 
4692,테라젠이텍스,14-Dec,66700,0.66 
4693,테라젠이텍스,15-Dec,66700,0.63 
4694,테라젠이텍스,16-Dec,66700,0.69 
4695,테라젠이텍스,17-Dec,66700,0.70 
4696,테라젠이텍스,18-Dec,66700,0.76 
4697,테라젠이텍스,19-Dec,66700,0.73 
4698,텔레칩스,11-Dec,54450,1.00 
4699,텔레칩스,12-Dec,54450,1.00 
4700,텔레칩스,13-Dec,54450,1.00 
4701,텔레칩스,14-Dec,54450,1.00 
4702,텔레칩스,15-Dec,54450,1.00 
4703,텔레칩스,16-Dec,54450,0.57 
4704,텔레칩스,17-Dec,54450,0.68 
4705,텔레칩스,18-Dec,54450,0.60 
4706,텔레칩스,19-Dec,54450,0.55 
4707,텔레필드,11-Dec,91440,1.00 
4708,텔레필드,12-Dec,91440,1.00 
4709,텔레필드,13-Dec,91440,1.00 
4710,텔레필드,14-Dec,91440,1.00 
4711,텔레필드,15-Dec,91440,1.00 
4712,텔레필드,16-Dec,91440,0.77 
4713,텔레필드,17-Dec,91440,0.65 
4714,텔레필드,18-Dec,91440,0.95 
4715,텔레필드,19-Dec,91440,0.68 
4716,텔콘알에프제약,14-Dec,200230,0.79 
4717,텔콘알에프제약,15-Dec,200230,0.84 
4718,텔콘알에프제약,16-Dec,200230,0.90 
4719,텔콘알에프제약,17-Dec,200230,0.88 
4720,텔콘알에프제약,18-Dec,200230,0.84 
4721,텔콘알에프제약,19-Dec,200230,0.73 
4722,토니모리,15-Dec,214420,0.46 
4723,토니모리,16-Dec,214420,0.47 
4724,토니모리,17-Dec,214420,0.40 
4725,토니모리,18-Dec,214420,0.43 
4726,토니모리,19-Dec,214420,0.42 
4727,토탈소프트뱅크,11-Dec,45340,1.00 
4728,토탈소프트뱅크,12-Dec,45340,1.00 
4729,토탈소프트뱅크,13-Dec,45340,1.00 
4730,토탈소프트뱅크,14-Dec,45340,1.00 
4731,토탈소프트뱅크,15-Dec,45340,1.00 
4732,토탈소프트뱅크,16-Dec,45340,1.00 
4733,토탈소프트뱅크,17-Dec,45340,1.00 
4734,토탈소프트뱅크,18-Dec,45340,1.00 
4735,토탈소프트뱅크,19-Dec,45340,1.00 
4736,톱텍,11-Dec,108230,1.00 
4737,톱텍,12-Dec,108230,0.84 
4738,톱텍,13-Dec,108230,0.85 
4739,톱텍,14-Dec,108230,0.86 
4740,톱텍,15-Dec,108230,0.86 
4741,톱텍,16-Dec,108230,0.87 
4742,톱텍,17-Dec,108230,0.80 
4743,톱텍,18-Dec,108230,0.91 
4744,톱텍,19-Dec,108230,0.87 
4745,투비소프트,11-Dec,79970,1.00 
4746,투비소프트,12-Dec,79970,0.45 
4747,투비소프트,13-Dec,79970,0.41 
4748,투비소프트,14-Dec,79970,0.40 
4749,투비소프트,15-Dec,79970,0.41 
4750,투비소프트,16-Dec,79970,0.53 
4751,투비소프트,17-Dec,79970,0.59 
4752,투비소프트,18-Dec,79970,0.68 
4753,투비소프트,19-Dec,79970,0.57 
4754,트루윈,14-Dec,105550,1.00 
4755,트루윈,15-Dec,105550,1.00 
4756,트루윈,16-Dec,105550,1.00 
4757,트루윈,17-Dec,105550,1.00 
4758,트루윈,18-Dec,105550,1.00 
4759,트루윈,19-Dec,105550,1.00 
4760,특수건설,11-Dec,26150,1.00 
4761,특수건설,12-Dec,26150,1.00 
4762,특수건설,13-Dec,26150,1.00 
4763,특수건설,14-Dec,26150,1.00 
4764,특수건설,15-Dec,26150,1.00 
4765,특수건설,16-Dec,26150,1.00 
4766,특수건설,17-Dec,26150,0.91 
4767,특수건설,18-Dec,26150,0.94 
4768,특수건설,19-Dec,26150,0.93 
4769,티로보틱스,18-Dec,117730,0.76 
4770,티로보틱스,19-Dec,117730,0.82 
4771,티비에이치글로벌,11-Dec,84870,0.41 
4772,티비에이치글로벌,12-Dec,84870,0.40 
4773,티비에이치글로벌,13-Dec,84870,0.36 
4774,티비에이치글로벌,14-Dec,84870,0.35 
4775,티비에이치글로벌,15-Dec,84870,0.35 
4776,티비에이치글로벌,16-Dec,84870,0.34 
4777,티비에이치글로벌,17-Dec,84870,0.33 
4778,티비에이치글로벌,18-Dec,84870,1.00 
4779,티비에이치글로벌,19-Dec,84870,1.00 
4780,티사이언티픽,11-Dec,57680,1.00 
4781,티사이언티픽,12-Dec,57680,1.00 
4782,티사이언티픽,13-Dec,57680,0.95 
4783,티사이언티픽,14-Dec,57680,1.00 
4784,티사이언티픽,15-Dec,57680,0.90 
4785,티사이언티픽,16-Dec,57680,0.95 
4786,티사이언티픽,17-Dec,57680,1.00 
4787,티사이언티픽,18-Dec,57680,1.00 
4788,티사이언티픽,19-Dec,57680,1.00 
4789,티앤알바이오팹,18-Dec,246710,1.00 
4790,티앤알바이오팹,19-Dec,246710,1.00 
4791,티에스넥스젠,11-Dec,43220,1.00 
4792,티에스넥스젠,12-Dec,43220,1.00 
4793,티에스넥스젠,13-Dec,43220,1.00 
4794,티에스넥스젠,14-Dec,43220,0.87 
4795,티에스넥스젠,15-Dec,43220,1.10 
4796,티에스넥스젠,16-Dec,43220,0.92 
4797,티에스넥스젠,17-Dec,43220,0.95 
4798,티에스넥스젠,18-Dec,43220,1.06 
4799,티에스넥스젠,19-Dec,43220,0.75 
4800,티에스이,11-Dec,131290,0.71 
4801,티에스이,12-Dec,131290,0.80 
