,회사명,회계년도,거래소코드,매출원가율
2428,에스아이리소스,13-Dec,65420,0.64 
2429,에스아이리소스,14-Dec,65420,0.67 
2430,에스아이리소스,15-Dec,65420,0.67 
2431,에스아이리소스,16-Dec,65420,0.76 
2432,에스아이리소스,17-Dec,65420,0.73 
2433,에스아이리소스,18-Dec,65420,0.68 
2434,에스아이리소스,19-Dec,65420,1.00 
2435,에스앤더블류,11-Dec,103230,1.00 
2436,에스앤더블류,12-Dec,103230,1.00 
2437,에스앤더블류,13-Dec,103230,1.00 
2438,에스앤더블류,14-Dec,103230,1.00 
2439,에스앤더블류,15-Dec,103230,1.00 
2440,에스앤더블류,16-Dec,103230,1.00 
2441,에스앤더블류,17-Dec,103230,1.00 
2442,에스앤더블류,18-Dec,103230,1.00 
2443,에스앤더블류,19-Dec,103230,1.00 
2444,에스앤에스텍,11-Dec,101490,0.72 
2445,에스앤에스텍,12-Dec,101490,0.82 
2446,에스앤에스텍,13-Dec,101490,0.85 
2447,에스앤에스텍,14-Dec,101490,0.67 
2448,에스앤에스텍,15-Dec,101490,1.00 
2449,에스앤에스텍,16-Dec,101490,1.00 
2450,에스앤에스텍,17-Dec,101490,1.00 
2451,에스앤에스텍,18-Dec,101490,1.00 
2452,에스앤에스텍,19-Dec,101490,1.00 
2453,에스에너지,11-Dec,95910,0.92 
2454,에스에너지,12-Dec,95910,0.84 
2455,에스에너지,13-Dec,95910,0.88 
2456,에스에너지,14-Dec,95910,0.90 
2457,에스에너지,15-Dec,95910,0.92 
2458,에스에너지,16-Dec,95910,0.90 
2459,에스에너지,17-Dec,95910,0.85 
2460,에스에너지,18-Dec,95910,0.84 
2461,에스에너지,19-Dec,95910,0.84 
2462,에스에이엠티,11-Dec,31330,0.96 
2463,에스에이엠티,12-Dec,31330,0.96 
2464,에스에이엠티,13-Dec,31330,0.96 
2465,에스에이엠티,14-Dec,31330,0.95 
2466,에스에이엠티,15-Dec,31330,0.95 
2467,에스에이엠티,16-Dec,31330,0.95 
2468,에스에이엠티,17-Dec,31330,0.96 
2469,에스에이엠티,18-Dec,31330,0.95 
2470,에스에이엠티,19-Dec,31330,0.96 
2471,에스에이티,11-Dec,60540,0.76 
2472,에스에이티,12-Dec,60540,0.79 
2473,에스에이티,13-Dec,60540,0.65 
2474,에스에이티,14-Dec,60540,0.70 
2475,에스에이티,15-Dec,60540,0.74 
2476,에스에이티,16-Dec,60540,0.84 
2477,에스에이티,17-Dec,60540,0.82 
2478,에스에이티,18-Dec,60540,0.85 
2479,에스에이티,19-Dec,60540,0.83 
2480,에스에프에이반도체,11-Dec,36540,0.90 
2481,에스에프에이반도체,12-Dec,36540,0.91 
2482,에스에프에이반도체,13-Dec,36540,0.95 
2483,에스에프에이반도체,14-Dec,36540,0.85 
2484,에스에프에이반도체,15-Dec,36540,0.92 
2485,에스에프에이반도체,16-Dec,36540,0.93 
2486,에스에프에이반도체,17-Dec,36540,0.91 
2487,에스에프에이반도체,18-Dec,36540,0.90 
2488,에스에프에이반도체,19-Dec,36540,0.91 
2489,에스엘바이오닉스,15-Dec,214310,0.80 
2490,에스엘바이오닉스,16-Dec,214310,0.77 
2491,에스엘바이오닉스,17-Dec,214310,0.78 
2492,에스엘바이오닉스,18-Dec,214310,0.85 
2493,에스엘바이오닉스,19-Dec,214310,0.86 
2494,에스엠라이프디자인그룹,11-Dec,63440,1.00 
2495,에스엠라이프디자인그룹,12-Dec,63440,1.00 
2496,에스엠라이프디자인그룹,13-Dec,63440,0.75 
2497,에스엠라이프디자인그룹,14-Dec,63440,0.73 
2498,에스엠라이프디자인그룹,15-Dec,63440,0.82 
2499,에스엠라이프디자인그룹,16-Dec,63440,0.69 
2500,에스엠라이프디자인그룹,17-Dec,63440,0.80 
2501,에스엠라이프디자인그룹,18-Dec,63440,0.76 
2502,에스엠라이프디자인그룹,19-Dec,63440,0.79 
2503,에스엠벡셀,11-Dec,10580,1.00 
2504,에스엠벡셀,12-Dec,10580,1.00 
2505,에스엠벡셀,13-Dec,10580,1.00 
2506,에스엠벡셀,14-Dec,10580,1.00 
2507,에스엠벡셀,15-Dec,10580,1.00 
2508,에스엠벡셀,16-Dec,10580,1.00 
2509,에스엠벡셀,17-Dec,10580,1.00 
2510,에스엠벡셀,18-Dec,10580,1.00 
2511,에스엠벡셀,19-Dec,10580,1.00 
2512,에스엠컬처앤콘텐츠,11-Dec,48550,0.00 
2513,에스엠컬처앤콘텐츠,12-Dec,48550,0.42 
2514,에스엠컬처앤콘텐츠,13-Dec,48550,0.76 
2515,에스엠컬처앤콘텐츠,14-Dec,48550,0.87 
2516,에스엠컬처앤콘텐츠,15-Dec,48550,0.86 
2517,에스엠컬처앤콘텐츠,16-Dec,48550,0.82 
2518,에스엠컬처앤콘텐츠,17-Dec,48550,0.86 
2519,에스엠컬처앤콘텐츠,18-Dec,48550,0.75 
2520,에스엠컬처앤콘텐츠,19-Dec,48550,0.66 
2521,에스엠코어,11-Dec,7820,0.81 
2522,에스엠코어,12-Dec,7820,0.85 
2523,에스엠코어,13-Dec,7820,0.88 
2524,에스엠코어,14-Dec,7820,0.88 
2525,에스엠코어,15-Dec,7820,0.91 
2526,에스엠코어,16-Dec,7820,1.17 
2527,에스엠코어,17-Dec,7820,0.93 
2528,에스엠코어,18-Dec,7820,0.94 
2529,에스엠코어,19-Dec,7820,0.91 
2530,에스지글로벌,11-Dec,1380,0.90 
2531,에스지글로벌,12-Dec,1380,0.98 
2532,에스지글로벌,13-Dec,1380,0.90 
2533,에스지글로벌,14-Dec,1380,0.92 
2534,에스지글로벌,15-Dec,1380,0.94 
2535,에스지글로벌,16-Dec,1380,0.91 
2536,에스지글로벌,17-Dec,1380,0.94 
2537,에스지글로벌,18-Dec,1380,0.90 
2538,에스지글로벌,19-Dec,1380,0.90 
2539,에스지세계물산,11-Dec,4060,0.72 
2540,에스지세계물산,12-Dec,4060,0.70 
2541,에스지세계물산,13-Dec,4060,0.71 
2542,에스지세계물산,14-Dec,4060,0.73 
2543,에스지세계물산,15-Dec,4060,0.71 
2544,에스지세계물산,16-Dec,4060,0.71 
2545,에스지세계물산,17-Dec,4060,0.70 
2546,에스지세계물산,18-Dec,4060,0.70 
2547,에스지세계물산,19-Dec,4060,0.72 
2548,에스지엔지,11-Dec,40610,0.81 
2549,에스지엔지,12-Dec,40610,0.82 
2550,에스지엔지,13-Dec,40610,0.83 
2551,에스지엔지,14-Dec,40610,0.82 
2552,에스지엔지,15-Dec,40610,0.84 
2553,에스지엔지,16-Dec,40610,0.85 
2554,에스지엔지,17-Dec,40610,0.87 
2555,에스지엔지,18-Dec,40610,0.87 
2556,에스지엔지,19-Dec,40610,0.85 
2557,에스코넥,11-Dec,96630,0.81 
2558,에스코넥,12-Dec,96630,0.85 
2559,에스코넥,13-Dec,96630,0.87 
2560,에스코넥,14-Dec,96630,0.86 
2561,에스코넥,15-Dec,96630,0.86 
2562,에스코넥,16-Dec,96630,0.85 
2563,에스코넥,17-Dec,96630,0.86 
2564,에스코넥,18-Dec,96630,0.87 
2565,에스코넥,19-Dec,96630,0.95 
2566,에스텍파마,11-Dec,41910,1.00 
2567,에스텍파마,12-Dec,41910,1.00 
2568,에스텍파마,13-Dec,41910,0.69 
2569,에스텍파마,14-Dec,41910,0.80 
2570,에스텍파마,15-Dec,41910,0.81 
2571,에스텍파마,16-Dec,41910,0.73 
2572,에스텍파마,17-Dec,41910,0.71 
2573,에스텍파마,18-Dec,41910,0.76 
2574,에스텍파마,19-Dec,41910,0.72 
2575,에스티오,11-Dec,98660,0.33 
2576,에스티오,12-Dec,98660,0.34 
2577,에스티오,13-Dec,98660,0.42 
2578,에스티오,14-Dec,98660,0.42 
2579,에스티오,15-Dec,98660,0.41 
2580,에스티오,16-Dec,98660,0.42 
2581,에스티오,17-Dec,98660,0.44 
2582,에스티오,18-Dec,98660,0.45 
2583,에스티오,19-Dec,98660,0.41 
2584,에스티큐브,11-Dec,52020,0.95 
2585,에스티큐브,12-Dec,52020,0.72 
2586,에스티큐브,13-Dec,52020,0.83 
2587,에스티큐브,14-Dec,52020,0.88 
2588,에스티큐브,15-Dec,52020,0.98 
2589,에스티큐브,16-Dec,52020,0.39 
2590,에스티큐브,17-Dec,52020,1.02 
2591,에스티큐브,18-Dec,52020,0.99 
2592,에스티큐브,19-Dec,52020,0.52 
2593,에스폴리텍,11-Dec,50760,0.87 
2594,에스폴리텍,12-Dec,50760,0.84 
2595,에스폴리텍,13-Dec,50760,0.87 
2596,에스폴리텍,14-Dec,50760,0.90 
2597,에스폴리텍,15-Dec,50760,0.87 
2598,에스폴리텍,16-Dec,50760,0.87 
2599,에스폴리텍,17-Dec,50760,0.88 
2600,에스폴리텍,18-Dec,50760,0.88 
2601,에스폴리텍,19-Dec,50760,0.80 
2602,에쎈테크,11-Dec,43340,1.00 
2603,에쎈테크,12-Dec,43340,1.00 
2604,에쎈테크,13-Dec,43340,1.00 
2605,에쎈테크,14-Dec,43340,1.00 
2606,에쎈테크,15-Dec,43340,1.00 
2607,에쎈테크,16-Dec,43340,1.00 
2608,에쎈테크,17-Dec,43340,1.00 
2609,에쎈테크,18-Dec,43340,1.00 
2610,에쎈테크,19-Dec,43340,1.00 
2611,에이디칩스,11-Dec,54630,0.81 
2612,에이디칩스,12-Dec,54630,0.79 
2613,에이디칩스,13-Dec,54630,0.79 
2614,에이디칩스,14-Dec,54630,0.81 
2615,에이디칩스,15-Dec,54630,0.72 
2616,에이디칩스,16-Dec,54630,0.78 
2617,에이디칩스,17-Dec,54630,1.00 
2618,에이디칩스,18-Dec,54630,1.00 
2619,에이디칩스,19-Dec,54630,1.00 
2620,에이디테크놀로지,14-Dec,200710,0.77 
2621,에이디테크놀로지,15-Dec,200710,0.80 
2622,에이디테크놀로지,16-Dec,200710,0.96 
2623,에이디테크놀로지,17-Dec,200710,1.00 
2624,에이디테크놀로지,18-Dec,200710,0.84 
2625,에이디테크놀로지,19-Dec,200710,0.92 
2626,에이루트,11-Dec,96690,1.00 
2627,에이루트,12-Dec,96690,0.78 
2628,에이루트,13-Dec,96690,0.73 
2629,에이루트,14-Dec,96690,1.00 
2630,에이루트,15-Dec,96690,1.00 
2631,에이루트,16-Dec,96690,0.73 
2632,에이루트,17-Dec,96690,0.72 
2633,에이루트,18-Dec,96690,0.84 
2634,에이루트,19-Dec,96690,0.78 
2635,에이블씨엔씨,11-Dec,78520,0.28 
2636,에이블씨엔씨,12-Dec,78520,0.29 
2637,에이블씨엔씨,13-Dec,78520,0.32 
2638,에이블씨엔씨,14-Dec,78520,0.32 
2639,에이블씨엔씨,15-Dec,78520,0.37 
2640,에이블씨엔씨,16-Dec,78520,0.38 
2641,에이블씨엔씨,17-Dec,78520,0.41 
2642,에이블씨엔씨,18-Dec,78520,0.42 
2643,에이블씨엔씨,19-Dec,78520,0.40 
2644,에이비프로바이오,15-Dec,195990,0.71 
2645,에이비프로바이오,16-Dec,195990,0.72 
2646,에이비프로바이오,17-Dec,195990,0.96 
2647,에이비프로바이오,18-Dec,195990,0.85 
2648,에이비프로바이오,19-Dec,195990,1.40 
2649,에이스테크놀로지,11-Dec,88800,0.92 
2650,에이스테크놀로지,12-Dec,88800,0.87 
2651,에이스테크놀로지,13-Dec,88800,0.77 
2652,에이스테크놀로지,14-Dec,88800,0.79 
2653,에이스테크놀로지,15-Dec,88800,0.80 
2654,에이스테크놀로지,16-Dec,88800,0.84 
2655,에이스테크놀로지,17-Dec,88800,0.82 
2656,에이스테크놀로지,18-Dec,88800,0.77 
2657,에이스테크놀로지,19-Dec,88800,0.76 
2658,에이엔피,11-Dec,15260,0.91 
2659,에이엔피,12-Dec,15260,0.89 
2660,에이엔피,13-Dec,15260,0.91 
2661,에이엔피,14-Dec,15260,0.90 
2662,에이엔피,15-Dec,15260,0.90 
2663,에이엔피,16-Dec,15260,0.94 
2664,에이엔피,17-Dec,15260,1.00 
2665,에이엔피,18-Dec,15260,0.98 
2666,에이엔피,19-Dec,15260,1.00 
2667,에이치앤비디자인,18-Dec,227100,0.84 
2668,에이치앤비디자인,19-Dec,227100,0.87 
2669,에이치케이,11-Dec,44780,0.79 
2670,에이치케이,12-Dec,44780,0.75 
2671,에이치케이,13-Dec,44780,0.76 
2672,에이치케이,14-Dec,44780,0.80 
2673,에이치케이,15-Dec,44780,0.80 
2674,에이치케이,16-Dec,44780,0.81 
2675,에이치케이,17-Dec,44780,0.77 
2676,에이치케이,18-Dec,44780,0.80 
2677,에이치케이,19-Dec,44780,0.79 
2678,에이트원,16-Dec,230980,1.00 
2679,에이트원,17-Dec,230980,0.91 
2680,에이트원,18-Dec,230980,0.91 
2681,에이트원,19-Dec,230980,0.85 
2682,에이티세미콘,11-Dec,89530,1.00 
2683,에이티세미콘,12-Dec,89530,1.00 
2684,에이티세미콘,13-Dec,89530,0.89 
2685,에이티세미콘,14-Dec,89530,1.00 
2686,에이티세미콘,15-Dec,89530,1.00 
2687,에이티세미콘,16-Dec,89530,1.00 
2688,에이티세미콘,17-Dec,89530,1.00 
2689,에이티세미콘,18-Dec,89530,0.84 
2690,에이티세미콘,19-Dec,89530,0.85 
2691,에이팩트,14-Dec,200470,1.00 
2692,에이팩트,15-Dec,200470,1.00 
2693,에이팩트,16-Dec,200470,1.00 
2694,에이팩트,17-Dec,200470,1.00 
2695,에이팩트,18-Dec,200470,1.00 
2696,에이팩트,19-Dec,200470,1.00 
2697,에이프로젠,11-Dec,7460,0.96 
2698,에이프로젠,12-Dec,7460,0.82 
2699,에이프로젠,13-Dec,7460,1.00 
2700,에이프로젠,14-Dec,7460,1.00 
2701,에이프로젠,15-Dec,7460,1.00 
2702,에이프로젠,16-Dec,7460,1.00 
2703,에이프로젠,17-Dec,7460,0.90 
2704,에이프로젠,18-Dec,7460,0.82 
2705,에이프로젠,19-Dec,7460,0.75 
2706,에이프로젠헬스케어앤게임즈,11-Dec,109960,1.00 
2707,에이프로젠헬스케어앤게임즈,12-Dec,109960,1.00 
2708,에이프로젠헬스케어앤게임즈,13-Dec,109960,0.84 
2709,에이프로젠헬스케어앤게임즈,14-Dec,109960,1.00 
2710,에이프로젠헬스케어앤게임즈,15-Dec,109960,1.00 
2711,에이프로젠헬스케어앤게임즈,16-Dec,109960,0.83 
2712,에이프로젠헬스케어앤게임즈,17-Dec,109960,0.76 
2713,에이프로젠헬스케어앤게임즈,18-Dec,109960,0.73 
2714,에이프로젠헬스케어앤게임즈,19-Dec,109960,0.70 
2715,에코프로,11-Dec,86520,1.00 
2716,에코프로,12-Dec,86520,1.00 
2717,에코프로,13-Dec,86520,1.00 
2718,에코프로,14-Dec,86520,1.00 
2719,에코프로,15-Dec,86520,1.00 
2720,에코프로,16-Dec,86520,0.83 
2721,에코프로,17-Dec,86520,0.83 
2722,에코프로,18-Dec,86520,0.84 
2723,에코프로,19-Dec,86520,0.84 
2724,에프알텍,11-Dec,73540,1.00 
2725,에프알텍,12-Dec,73540,1.00 
2726,에프알텍,13-Dec,73540,1.00 
2727,에프알텍,14-Dec,73540,0.71 
2728,에프알텍,15-Dec,73540,0.83 
2729,에프알텍,16-Dec,73540,0.84 
2730,에프알텍,17-Dec,73540,0.83 
2731,에프알텍,18-Dec,73540,0.81 
2732,에프알텍,19-Dec,73540,0.76 
2733,에프앤리퍼블릭,11-Dec,64090,0.87 
2734,에프앤리퍼블릭,12-Dec,64090,0.87 
2735,에프앤리퍼블릭,13-Dec,64090,0.84 
2736,에프앤리퍼블릭,14-Dec,64090,1.00 
2737,에프앤리퍼블릭,15-Dec,64090,0.91 
2738,에프앤리퍼블릭,16-Dec,64090,1.03 
2739,에프앤리퍼블릭,17-Dec,64090,0.83 
2740,에프앤리퍼블릭,18-Dec,64090,0.77 
2741,에프앤리퍼블릭,19-Dec,64090,0.92 
2742,에프엔씨엔터테인먼트,14-Dec,173940,0.66 
2743,에프엔씨엔터테인먼트,15-Dec,173940,0.76 
2744,에프엔씨엔터테인먼트,16-Dec,173940,0.84 
2745,에프엔씨엔터테인먼트,17-Dec,173940,0.81 
2746,에프엔씨엔터테인먼트,18-Dec,173940,0.92 
2747,에프엔씨엔터테인먼트,19-Dec,173940,0.88 
2748,엑사이엔씨,11-Dec,54940,0.87 
2749,엑사이엔씨,12-Dec,54940,0.87 
2750,엑사이엔씨,13-Dec,54940,0.84 
2751,엑사이엔씨,14-Dec,54940,0.80 
2752,엑사이엔씨,15-Dec,54940,0.83 
2753,엑사이엔씨,16-Dec,54940,0.86 
2754,엑사이엔씨,17-Dec,54940,0.90 
2755,엑사이엔씨,18-Dec,54940,0.88 
2756,엑사이엔씨,19-Dec,54940,0.91 
2757,엑시콘,15-Dec,92870,0.72 
2758,엑시콘,16-Dec,92870,0.67 
2759,엑시콘,17-Dec,92870,0.66 
2760,엑시콘,18-Dec,92870,0.69 
2761,엑시콘,19-Dec,92870,0.69 
2762,엔에스엔,11-Dec,31860,0.91 
2763,엔에스엔,12-Dec,31860,0.91 
2764,엔에스엔,13-Dec,31860,0.93 
2765,엔에스엔,14-Dec,31860,0.76 
2766,엔에스엔,15-Dec,31860,0.86 
2767,엔에스엔,16-Dec,31860,0.78 
2768,엔에스엔,17-Dec,31860,0.98 
2769,엔에스엔,18-Dec,31860,0.82 
2770,엔에스엔,19-Dec,31860,0.92 
2771,엔에이치엔벅스,11-Dec,104200,0.59 
2772,엔에이치엔벅스,12-Dec,104200,0.70 
2773,엔에이치엔벅스,13-Dec,104200,1.00 
2774,엔에이치엔벅스,14-Dec,104200,1.00 
2775,엔에이치엔벅스,15-Dec,104200,1.00 
2776,엔에이치엔벅스,16-Dec,104200,1.06 
2777,엔에이치엔벅스,17-Dec,104200,1.06 
2778,엔에이치엔벅스,18-Dec,104200,0.93 
2779,엔에이치엔벅스,19-Dec,104200,0.92 
2780,엔이능률,11-Dec,53290,0.46 
2781,엔이능률,12-Dec,53290,0.44 
2782,엔이능률,13-Dec,53290,0.35 
2783,엔이능률,14-Dec,53290,0.32 
2784,엔이능률,15-Dec,53290,0.28 
2785,엔이능률,16-Dec,53290,0.31 
2786,엔이능률,17-Dec,53290,0.29 
2787,엔이능률,18-Dec,53290,1.00 
2788,엔이능률,19-Dec,53290,1.00 
2789,엔지스테크널러지,16-Dec,208860,1.00 
2790,엔지스테크널러지,17-Dec,208860,1.00 
2791,엔지스테크널러지,18-Dec,208860,1.00 
2792,엔지스테크널러지,19-Dec,208860,0.13 
2793,엔지켐생명과학,18-Dec,183490,0.86 
2794,엔지켐생명과학,19-Dec,183490,0.92 
2795,엔케이,11-Dec,85310,0.83 
2796,엔케이,12-Dec,85310,0.85 
2797,엔케이,13-Dec,85310,0.93 
2798,엔케이,14-Dec,85310,0.88 
2799,엔케이,15-Dec,85310,0.93 
2800,엔케이,16-Dec,85310,1.03 
2801,엔케이,17-Dec,85310,0.88 
2802,엔케이,18-Dec,85310,1.01 
2803,엔케이,19-Dec,85310,0.90 
2804,엔케이맥스,15-Dec,182400,0.31 
2805,엔케이맥스,16-Dec,182400,0.21 
2806,엔케이맥스,17-Dec,182400,0.31 
2807,엔케이맥스,18-Dec,182400,0.26 
2808,엔케이맥스,19-Dec,182400,0.27 
2809,엔텔스,11-Dec,69410,1.00 
2810,엔텔스,12-Dec,69410,0.69 
2811,엔텔스,13-Dec,69410,0.70 
2812,엔텔스,14-Dec,69410,0.75 
2813,엔텔스,15-Dec,69410,0.81 
2814,엔텔스,16-Dec,69410,0.78 
2815,엔텔스,17-Dec,69410,0.78 
2816,엔텔스,18-Dec,69410,0.74 
2817,엔텔스,19-Dec,69410,0.71 
2818,엔피케이,11-Dec,48830,0.92 
2819,엔피케이,12-Dec,48830,0.91 
2820,엔피케이,13-Dec,48830,0.89 
2821,엔피케이,14-Dec,48830,0.91 
2822,엔피케이,15-Dec,48830,0.94 
2823,엔피케이,16-Dec,48830,0.91 
2824,엔피케이,17-Dec,48830,0.90 
2825,엔피케이,18-Dec,48830,0.91 
2826,엔피케이,19-Dec,48830,0.93 
2827,엘디티,11-Dec,96870,1.00 
2828,엘디티,12-Dec,96870,1.00 
2829,엘디티,13-Dec,96870,1.00 
2830,엘디티,14-Dec,96870,1.00 
2831,엘디티,15-Dec,96870,1.00 
2832,엘디티,16-Dec,96870,1.00 
2833,엘디티,17-Dec,96870,1.00 
2834,엘디티,18-Dec,96870,1.00 
2835,엘디티,19-Dec,96870,1.00 
2836,엘아이에스,11-Dec,138690,1.00 
2837,엘아이에스,12-Dec,138690,1.27 
2838,엘아이에스,13-Dec,138690,0.85 
2839,엘아이에스,14-Dec,138690,0.88 
2840,엘아이에스,15-Dec,138690,0.50 
2841,엘아이에스,16-Dec,138690,0.38 
2842,엘아이에스,17-Dec,138690,0.70 
2843,엘아이에스,18-Dec,138690,0.80 
2844,엘아이에스,19-Dec,138690,0.77 
2845,엘앤에프,11-Dec,66970,0.94 
2846,엘앤에프,12-Dec,66970,0.95 
2847,엘앤에프,13-Dec,66970,0.96 
2848,엘앤에프,14-Dec,66970,0.94 
2849,엘앤에프,15-Dec,66970,0.96 
2850,엘앤에프,16-Dec,66970,0.89 
2851,엘앤에프,17-Dec,66970,0.89 
2852,엘앤에프,18-Dec,66970,0.90 
2853,엘앤에프,19-Dec,66970,0.95 
2854,엘앤케이바이오메드,16-Dec,156100,0.40 
2855,엘앤케이바이오메드,17-Dec,156100,0.53 
2856,엘앤케이바이오메드,18-Dec,156100,0.46 
2857,엘앤케이바이오메드,19-Dec,156100,0.55 
2858,엘에스네트웍스,11-Dec,680,0.50 
2859,엘에스네트웍스,12-Dec,680,0.57 
2860,엘에스네트웍스,13-Dec,680,0.67 
2861,엘에스네트웍스,14-Dec,680,0.71 
2862,엘에스네트웍스,15-Dec,680,0.73 
2863,엘에스네트웍스,16-Dec,680,0.70 
2864,엘에스네트웍스,17-Dec,680,0.68 
2865,엘에스네트웍스,18-Dec,680,0.70 
2866,엘에스네트웍스,19-Dec,680,0.74 
2867,엘오티베큠,11-Dec,83310,0.72 
2868,엘오티베큠,12-Dec,83310,0.69 
2869,엘오티베큠,13-Dec,83310,0.73 
2870,엘오티베큠,14-Dec,83310,0.73 
2871,엘오티베큠,15-Dec,83310,0.72 
2872,엘오티베큠,16-Dec,83310,0.69 
2873,엘오티베큠,17-Dec,83310,0.69 
2874,엘오티베큠,18-Dec,83310,0.65 
2875,엘오티베큠,19-Dec,83310,0.71 
2876,엘지유플러스,11-Dec,32640,0.97 
2877,엘지유플러스,12-Dec,32640,0.99 
2878,엘지유플러스,13-Dec,32640,0.95 
2879,엘지유플러스,14-Dec,32640,0.21 
2880,엘지유플러스,15-Dec,32640,0.23 
2881,엘지유플러스,16-Dec,32640,0.23 
2882,엘지유플러스,17-Dec,32640,0.24 
2883,엘지유플러스,18-Dec,32640,0.25 
2884,엘지유플러스,19-Dec,32640,0.28 
2885,엠게임,11-Dec,58630,1.01 
2886,엠게임,12-Dec,58630,0.96 
2887,엠게임,13-Dec,58630,1.46 
2888,엠게임,14-Dec,58630,0.92 
2889,엠게임,15-Dec,58630,1.00 
2890,엠게임,16-Dec,58630,1.00 
2891,엠게임,17-Dec,58630,1.00 
2892,엠게임,18-Dec,58630,0.85 
2893,엠게임,19-Dec,58630,0.80 
2894,엠씨넥스,12-Dec,97520,0.87 
2895,엠씨넥스,13-Dec,97520,0.89 
2896,엠씨넥스,14-Dec,97520,0.87 
2897,엠씨넥스,15-Dec,97520,0.87 
2898,엠씨넥스,16-Dec,97520,0.96 
2899,엠씨넥스,17-Dec,97520,0.91 
2900,엠씨넥스,18-Dec,97520,0.87 
2901,엠씨넥스,19-Dec,97520,0.85 
2902,엠에스오토텍,11-Dec,123040,0.82 
2903,엠에스오토텍,12-Dec,123040,0.86 
2904,엠에스오토텍,13-Dec,123040,0.87 
2905,엠에스오토텍,14-Dec,123040,0.91 
2906,엠에스오토텍,15-Dec,123040,0.89 
2907,엠에스오토텍,16-Dec,123040,0.89 
2908,엠에스오토텍,17-Dec,123040,0.91 
2909,엠에스오토텍,18-Dec,123040,0.92 
2910,엠에스오토텍,19-Dec,123040,0.89 
2911,엠투엔,11-Dec,33310,1.00 
2912,엠투엔,12-Dec,33310,1.00 
2913,엠투엔,13-Dec,33310,1.00 
2914,엠투엔,14-Dec,33310,0.80 
2915,엠투엔,15-Dec,33310,0.82 
2916,엠투엔,16-Dec,33310,0.83 
2917,엠투엔,17-Dec,33310,0.85 
2918,엠투엔,18-Dec,33310,0.86 
2919,엠투엔,19-Dec,33310,0.88 
2920,엠피대산,11-Dec,65150,0.63 
2921,엠피대산,12-Dec,65150,0.61 
2922,엠피대산,13-Dec,65150,0.60 
2923,엠피대산,14-Dec,65150,0.61 
2924,엠피대산,15-Dec,65150,0.54 
2925,엠피대산,16-Dec,65150,0.50 
2926,엠피대산,17-Dec,65150,0.50 
2927,엠피대산,18-Dec,65150,0.57 
2928,엠피대산,19-Dec,65150,0.57 
2929,연이비앤티,11-Dec,90740,0.97 
2930,연이비앤티,12-Dec,90740,0.96 
2931,연이비앤티,13-Dec,90740,0.96 
2932,연이비앤티,14-Dec,90740,0.96 
2933,연이비앤티,15-Dec,90740,0.97 
2934,연이비앤티,16-Dec,90740,0.95 
2935,연이비앤티,17-Dec,90740,0.99 
2936,연이비앤티,18-Dec,90740,0.94 
2937,연이비앤티,19-Dec,90740,0.93 
2938,영우디에스피,14-Dec,143540,1.00 
2939,영우디에스피,15-Dec,143540,1.00 
2940,영우디에스피,16-Dec,143540,0.90 
2941,영우디에스피,17-Dec,143540,0.97 
2942,영우디에스피,18-Dec,143540,1.03 
2943,영우디에스피,19-Dec,143540,0.80 
2944,영풍,11-Dec,670,0.91 
2945,영풍,12-Dec,670,0.88 
2946,영풍,13-Dec,670,0.92 
2947,영풍,14-Dec,670,0.96 
2948,영풍,15-Dec,670,0.96 
2949,영풍,16-Dec,670,0.96 
2950,영풍,17-Dec,670,0.92 
2951,영풍,18-Dec,670,1.00 
2952,영풍,19-Dec,670,0.93 
2953,영흥,11-Dec,12160,0.86 
2954,영흥,12-Dec,12160,0.89 
2955,영흥,13-Dec,12160,0.89 
2956,영흥,14-Dec,12160,0.89 
2957,영흥,15-Dec,12160,0.88 
2958,영흥,16-Dec,12160,0.88 
2959,영흥,17-Dec,12160,0.88 
2960,영흥,18-Dec,12160,0.90 
2961,영흥,19-Dec,12160,0.89 
2962,예림당,11-Dec,36000,0.37 
2963,예림당,12-Dec,36000,0.35 
2964,예림당,13-Dec,36000,0.69 
2965,예림당,14-Dec,36000,0.78 
2966,예림당,15-Dec,36000,0.84 
2967,예림당,16-Dec,36000,0.83 
2968,예림당,17-Dec,36000,0.82 
2969,예림당,18-Dec,36000,0.84 
2970,예림당,19-Dec,36000,0.93 
2971,예스코홀딩스,11-Dec,15360,0.91 
2972,예스코홀딩스,12-Dec,15360,0.92 
2973,예스코홀딩스,13-Dec,15360,0.92 
2974,예스코홀딩스,14-Dec,15360,0.92 
2975,예스코홀딩스,15-Dec,15360,0.90 
2976,예스코홀딩스,16-Dec,15360,0.88 
2977,예스코홀딩스,17-Dec,15360,0.88 
2978,예스코홀딩스,18-Dec,15360,0.87 
2979,예스코홀딩스,19-Dec,15360,0.87 
2980,예스티,15-Dec,122640,1.00 
2981,예스티,16-Dec,122640,0.79 
2982,예스티,17-Dec,122640,0.81 
2983,예스티,18-Dec,122640,0.85 
2984,예스티,19-Dec,122640,1.11 
2985,오르비텍,11-Dec,46120,1.00 
2986,오르비텍,12-Dec,46120,0.85 
2987,오르비텍,13-Dec,46120,1.03 
2988,오르비텍,14-Dec,46120,1.00 
2989,오르비텍,15-Dec,46120,1.00 
2990,오르비텍,16-Dec,46120,1.00 
2991,오르비텍,17-Dec,46120,0.85 
2992,오르비텍,18-Dec,46120,0.88 
