,구분,2011년.mid,2012년.mid,2013년.mid,2014년.mid,2015년.mid,2016년.mid,2017년.mid,2018년.mid,2019년.mid
954,제이스코홀딩스,90.89,91.46,91.98,91.175,90.055,89.125,90.23,91.965,92.405
955,조일알미늄,90.89,91.46,91.98,91.175,90.055,89.125,90.23,91.965,92.405
956,코드네이처,90.89,91.46,91.98,91.175,90.055,89.125,90.23,91.965,92.405
957,포스코스틸리온,90.89,91.46,91.98,91.175,90.055,89.125,90.23,91.965,92.405
958,포스코홀딩스,90.89,91.46,91.98,91.175,90.055,89.125,90.23,91.965,92.405
959,하이록코리아,90.89,91.46,91.98,91.175,90.055,89.125,90.23,91.965,92.405
960,한국선재,90.89,91.46,91.98,91.175,90.055,89.125,90.23,91.965,92.405
961,한국철관공업,90.89,91.46,91.98,91.175,90.055,89.125,90.23,91.965,92.405
962,한국철강,90.89,91.46,91.98,91.175,90.055,89.125,90.23,91.965,92.405
963,한일철강,90.89,91.46,91.98,91.175,90.055,89.125,90.23,91.965,92.405
964,한창산업,90.89,91.46,91.98,91.175,90.055,89.125,90.23,91.965,92.405
965,현대비앤지스틸,90.89,91.46,91.98,91.175,90.055,89.125,90.23,91.965,92.405
966,현대제철,90.89,91.46,91.98,91.175,90.055,89.125,90.23,91.965,92.405
967,가비아,5.55,9.16,9.26,9.49,26.25,32.73,35.91,40.29,47.1
968,골프존,5.55,9.16,9.26,9.49,26.25,32.73,35.91,40.29,47.1
969,골프존뉴딘홀딩스,5.55,9.16,9.26,9.49,26.25,32.73,35.91,40.29,47.1
970,네오위즈,5.55,9.16,9.26,9.49,26.25,32.73,35.91,40.29,47.1
971,네이블커뮤니케이션즈,5.55,9.16,9.26,9.49,26.25,32.73,35.91,40.29,47.1
972,녹원씨엔아이,5.55,9.16,9.26,9.49,26.25,32.73,35.91,40.29,47.1
973,누리플렉스,5.55,9.16,9.26,9.49,26.25,32.73,35.91,40.29,47.1
974,다나와,5.55,9.16,9.26,9.49,26.25,32.73,35.91,40.29,47.1
975,더블유게임즈,5.55,9.16,9.26,9.49,26.25,32.73,35.91,40.29,47.1
976,드래곤플라이,5.55,9.16,9.26,9.49,26.25,32.73,35.91,40.29,47.1
977,디앤씨미디어,5.55,9.16,9.26,9.49,26.25,32.73,35.91,40.29,47.1
978,디지캡,5.55,9.16,9.26,9.49,26.25,32.73,35.91,40.29,47.1
979,디지틀조선일보,5.55,9.16,9.26,9.49,26.25,32.73,35.91,40.29,47.1
980,링크제니시스,5.55,9.16,9.26,9.49,26.25,32.73,35.91,40.29,47.1
981,모바일리더,5.55,9.16,9.26,9.49,26.25,32.73,35.91,40.29,47.1
982,미투온,5.55,9.16,9.26,9.49,26.25,32.73,35.91,40.29,47.1
983,바른손이앤에이,5.55,9.16,9.26,9.49,26.25,32.73,35.91,40.29,47.1
984,베스파,5.55,9.16,9.26,9.49,26.25,32.73,35.91,40.29,47.1
985,브리지텍,5.55,9.16,9.26,9.49,26.25,32.73,35.91,40.29,47.1
986,비상교육,5.55,9.16,9.26,9.49,26.25,32.73,35.91,40.29,47.1
987,비즈니스온커뮤니케이션,5.55,9.16,9.26,9.49,26.25,32.73,35.91,40.29,47.1
988,비트컴퓨터,5.55,9.16,9.26,9.49,26.25,32.73,35.91,40.29,47.1
989,삼성출판사,5.55,9.16,9.26,9.49,26.25,32.73,35.91,40.29,47.1
990,셀바스에이아이,5.55,9.16,9.26,9.49,26.25,32.73,35.91,40.29,47.1
991,수산아이앤티,5.55,9.16,9.26,9.49,26.25,32.73,35.91,40.29,47.1
992,시큐브,5.55,9.16,9.26,9.49,26.25,32.73,35.91,40.29,47.1
993,신테카바이오,5.55,9.16,9.26,9.49,26.25,32.73,35.91,40.29,47.1
994,아이스크림에듀,5.55,9.16,9.26,9.49,26.25,32.73,35.91,40.29,47.1
995,아이오케이컴퍼니,5.55,9.16,9.26,9.49,26.25,32.73,35.91,40.29,47.1
996,아이톡시,5.55,9.16,9.26,9.49,26.25,32.73,35.91,40.29,47.1
997,아톤,5.55,9.16,9.26,9.49,26.25,32.73,35.91,40.29,47.1
998,아프리카티비,5.55,9.16,9.26,9.49,26.25,32.73,35.91,40.29,47.1
999,안랩,5.55,9.16,9.26,9.49,26.25,32.73,35.91,40.29,47.1
1000,알티캐스트,5.55,9.16,9.26,9.49,26.25,32.73,35.91,40.29,47.1
1001,액토즈소프트,5.55,9.16,9.26,9.49,26.25,32.73,35.91,40.29,47.1
1002,에스에스알,5.55,9.16,9.26,9.49,26.25,32.73,35.91,40.29,47.1
1003,에이트원,5.55,9.16,9.26,9.49,26.25,32.73,35.91,40.29,47.1
1004,엔이능률,5.55,9.16,9.26,9.49,26.25,32.73,35.91,40.29,47.1
1005,엔지스테크널러지,5.55,9.16,9.26,9.49,26.25,32.73,35.91,40.29,47.1
1006,엔텔스,5.55,9.16,9.26,9.49,26.25,32.73,35.91,40.29,47.1
1007,엠게임,5.55,9.16,9.26,9.49,26.25,32.73,35.91,40.29,47.1
1008,엠디에스테크,5.55,9.16,9.26,9.49,26.25,32.73,35.91,40.29,47.1
1009,예림당,5.55,9.16,9.26,9.49,26.25,32.73,35.91,40.29,47.1
1010,웹젠,5.55,9.16,9.26,9.49,26.25,32.73,35.91,40.29,47.1
1011,위메이드,5.55,9.16,9.26,9.49,26.25,32.73,35.91,40.29,47.1
1012,위메이드맥스,5.55,9.16,9.26,9.49,26.25,32.73,35.91,40.29,47.1
1013,유비케어,5.55,9.16,9.26,9.49,26.25,32.73,35.91,40.29,47.1
1014,율호,5.55,9.16,9.26,9.49,26.25,32.73,35.91,40.29,47.1
1015,이글루코퍼레이션,5.55,9.16,9.26,9.49,26.25,32.73,35.91,40.29,47.1
1016,이루온,5.55,9.16,9.26,9.49,26.25,32.73,35.91,40.29,47.1
1017,이스트소프트,5.55,9.16,9.26,9.49,26.25,32.73,35.91,40.29,47.1
1018,이퓨쳐,5.55,9.16,9.26,9.49,26.25,32.73,35.91,40.29,47.1
1019,인피니트헬스케어,5.55,9.16,9.26,9.49,26.25,32.73,35.91,40.29,47.1
1020,젬백스링크,5.55,9.16,9.26,9.49,26.25,32.73,35.91,40.29,47.1
1021,조이시티,5.55,9.16,9.26,9.49,26.25,32.73,35.91,40.29,47.1
1022,지어소프트,5.55,9.16,9.26,9.49,26.25,32.73,35.91,40.29,47.1
1023,칩스앤미디어,5.55,9.16,9.26,9.49,26.25,32.73,35.91,40.29,47.1
1024,컴투스,5.55,9.16,9.26,9.49,26.25,32.73,35.91,40.29,47.1
1025,컴투스홀딩스,5.55,9.16,9.26,9.49,26.25,32.73,35.91,40.29,47.1
1026,케어랩스,5.55,9.16,9.26,9.49,26.25,32.73,35.91,40.29,47.1
1027,케이사인,5.55,9.16,9.26,9.49,26.25,32.73,35.91,40.29,47.1
1028,케이지모빌리언스,5.55,9.16,9.26,9.49,26.25,32.73,35.91,40.29,47.1
1029,케이지이니시스,5.55,9.16,9.26,9.49,26.25,32.73,35.91,40.29,47.1
1030,코리아센터,5.55,9.16,9.26,9.49,26.25,32.73,35.91,40.29,47.1
1031,토탈소프트뱅크,5.55,9.16,9.26,9.49,26.25,32.73,35.91,40.29,47.1
1032,투비소프트,5.55,9.16,9.26,9.49,26.25,32.73,35.91,40.29,47.1
1033,티라유텍,5.55,9.16,9.26,9.49,26.25,32.73,35.91,40.29,47.1
1034,티사이언티픽,5.55,9.16,9.26,9.49,26.25,32.73,35.91,40.29,47.1
1035,파수,5.55,9.16,9.26,9.49,26.25,32.73,35.91,40.29,47.1
1036,펄어비스,5.55,9.16,9.26,9.49,26.25,32.73,35.91,40.29,47.1
1037,포시에스,5.55,9.16,9.26,9.49,26.25,32.73,35.91,40.29,47.1
1038,폴라리스오피스,5.55,9.16,9.26,9.49,26.25,32.73,35.91,40.29,47.1
1039,플레이위드,5.55,9.16,9.26,9.49,26.25,32.73,35.91,40.29,47.1
1040,한글과컴퓨터,5.55,9.16,9.26,9.49,26.25,32.73,35.91,40.29,47.1
1041,한빛소프트,5.55,9.16,9.26,9.49,26.25,32.73,35.91,40.29,47.1
1042,한컴위드,5.55,9.16,9.26,9.49,26.25,32.73,35.91,40.29,47.1
1043,핸디소프트,5.55,9.16,9.26,9.49,26.25,32.73,35.91,40.29,47.1
1044,현대이지웰,5.55,9.16,9.26,9.49,26.25,32.73,35.91,40.29,47.1
1045,휴네시온,5.55,9.16,9.26,9.49,26.25,32.73,35.91,40.29,47.1
1046,갤럭시아머니트리,5.55,9.16,9.26,9.49,26.25,32.73,35.91,40.29,47.1
1047,넷마블,5.55,9.16,9.26,9.49,26.25,32.73,35.91,40.29,47.1
1048,대아티아이,5.55,9.16,9.26,9.49,26.25,32.73,35.91,40.29,47.1
1049,데브시스터즈,5.55,9.16,9.26,9.49,26.25,32.73,35.91,40.29,47.1
1050,라온피플,5.55,9.16,9.26,9.49,26.25,32.73,35.91,40.29,47.1
1051,모바일어플라이언스,5.55,9.16,9.26,9.49,26.25,32.73,35.91,40.29,47.1
1052,미디어젠,5.55,9.16,9.26,9.49,26.25,32.73,35.91,40.29,47.1
1053,비플라이소프트,5.55,9.16,9.26,9.49,26.25,32.73,35.91,40.29,47.1
1054,에스비아이핀테크솔루션즈,5.55,9.16,9.26,9.49,26.25,32.73,35.91,40.29,47.1
1055,에이치엘비테라퓨틱스,5.55,9.16,9.26,9.49,26.25,32.73,35.91,40.29,47.1
1056,엑스큐어,5.55,9.16,9.26,9.49,26.25,32.73,35.91,40.29,47.1
1057,엔에이치엔,5.55,9.16,9.26,9.49,26.25,32.73,35.91,40.29,47.1
1058,웹케시,5.55,9.16,9.26,9.49,26.25,32.73,35.91,40.29,47.1
1059,유비벨록스,5.55,9.16,9.26,9.49,26.25,32.73,35.91,40.29,47.1
1060,이니텍,5.55,9.16,9.26,9.49,26.25,32.73,35.91,40.29,47.1
1061,이지케어텍,5.55,9.16,9.26,9.49,26.25,32.73,35.91,40.29,47.1
1062,이트론,5.55,9.16,9.26,9.49,26.25,32.73,35.91,40.29,47.1
1063,인포뱅크,5.55,9.16,9.26,9.49,26.25,32.73,35.91,40.29,47.1
1064,지니언스,5.55,9.16,9.26,9.49,26.25,32.73,35.91,40.29,47.1
1065,커머스마이너 ,5.55,9.16,9.26,9.49,26.25,32.73,35.91,40.29,47.1
1066,코나아이,5.55,9.16,9.26,9.49,26.25,32.73,35.91,40.29,47.1
1067,키네마스터,5.55,9.16,9.26,9.49,26.25,32.73,35.91,40.29,47.1
1068,한국전자인증,5.55,9.16,9.26,9.49,26.25,32.73,35.91,40.29,47.1
1069,한국정보인증,5.55,9.16,9.26,9.49,26.25,32.73,35.91,40.29,47.1
1070,한일네트웍스,5.55,9.16,9.26,9.49,26.25,32.73,35.91,40.29,47.1
1071,현대오토에버,5.55,9.16,9.26,9.49,26.25,32.73,35.91,40.29,47.1
1072,강스템바이오텍,0,0,0,0,0,3.42,27.81,50.99,50.43
1073,내츄럴엔도텍,0,0,0,0,0,3.42,27.81,50.99,50.43
1074,노터스,0,0,0,0,0,3.42,27.81,50.99,50.43
1075,디엔에이링크,0,0,0,0,0,3.42,27.81,50.99,50.43
1076,랩지노믹스,0,0,0,0,0,3.42,27.81,50.99,50.43
1077,마크로젠,0,0,0,0,0,3.42,27.81,50.99,50.43
1078,메드팩토,0,0,0,0,0,3.42,27.81,50.99,50.43
1079,메지온,0,0,0,0,0,3.42,27.81,50.99,50.43
1080,바이오톡스텍,0,0,0,0,0,3.42,27.81,50.99,50.43
1081,비엘,0,0,0,0,0,3.42,27.81,50.99,50.43
1082,셀리버리,0,0,0,0,0,3.42,27.81,50.99,50.43
1083,싸이토젠,0,0,0,0,0,3.42,27.81,50.99,50.43
1084,알테오젠,0,0,0,0,0,3.42,27.81,50.99,50.43
1085,유바이오로직스,0,0,0,0,0,3.42,27.81,50.99,50.43
1086,이노테라피,0,0,0,0,0,3.42,27.81,50.99,50.43
1087,제넥신,0,0,0,0,0,3.42,27.81,50.99,50.43
1088,진매트릭스,0,0,0,0,0,3.42,27.81,50.99,50.43
1089,큐리언트,0,0,0,0,0,3.42,27.81,50.99,50.43
1090,티움바이오,0,0,0,0,0,3.42,27.81,50.99,50.43
1091,헬릭스미스,0,0,0,0,0,3.42,27.81,50.99,50.43
1092,신라젠,0,0,0,0,0,3.42,27.81,50.99,50.43
1093,씨제이바이오사이언스,0,0,0,0,0,3.42,27.81,50.99,50.43
1094,아이진,0,0,0,0,0,3.42,27.81,50.99,50.43
1095,압타바이오,0,0,0,0,0,3.42,27.81,50.99,50.43
1096,에이치엘비제약,0,0,0,0,0,3.42,27.81,50.99,50.43
1097,올릭스,0,0,0,0,0,3.42,27.81,50.99,50.43
1098,이원다이애그노믹스,0,0,0,0,0,3.42,27.81,50.99,50.43
1099,크리스탈지노믹스,0,0,0,0,0,3.42,27.81,50.99,50.43
1100,강원랜드,67.98,72.14,62.29,66.33,69.36,72.25,70.8,70.51,58.36
1101,갤럭시아에스엠,67.98,72.14,62.29,66.33,69.36,72.25,70.8,70.51,58.36
1102,아난티,67.98,72.14,62.29,66.33,69.36,72.25,70.8,70.51,58.36
1103,이월드,67.98,72.14,62.29,66.33,69.36,72.25,70.8,70.51,58.36
1104,파라다이스,67.98,72.14,62.29,66.33,69.36,72.25,70.8,70.51,58.36
1105,그랜드코리아레저,67.98,72.14,62.29,66.33,69.36,72.25,70.8,70.51,58.36
1106,남화산업,67.98,72.14,62.29,66.33,69.36,72.25,70.8,70.51,58.36
1107,강원에너지,82.3,81.985,81.55,81.985,83.13,82.425,84.185,84.755,85.49
1108,누리플랜,82.3,81.985,81.55,81.985,83.13,82.425,84.185,84.755,85.49
1109,대륙제관,82.3,81.985,81.55,81.985,83.13,82.425,84.185,84.755,85.49
1110,덕신하우징,82.3,81.985,81.55,81.985,83.13,82.425,84.185,84.755,85.49
1111,동국에스엔씨,82.3,81.985,81.55,81.985,83.13,82.425,84.185,84.755,85.49
1112,부-스타,82.3,81.985,81.55,81.985,83.13,82.425,84.185,84.755,85.49
1113,신진에스엠,82.3,81.985,81.55,81.985,83.13,82.425,84.185,84.755,85.49
1114,에이프로젠,82.3,81.985,81.55,81.985,83.13,82.425,84.185,84.755,85.49
1115,엔케이,82.3,81.985,81.55,81.985,83.13,82.425,84.185,84.755,85.49
1116,엠투엔,82.3,81.985,81.55,81.985,83.13,82.425,84.185,84.755,85.49
1117,와이지-원,82.3,81.985,81.55,81.985,83.13,82.425,84.185,84.755,85.49
1118,윈하이텍,82.3,81.985,81.55,81.985,83.13,82.425,84.185,84.755,85.49
1119,이건홀딩스,82.3,81.985,81.55,81.985,83.13,82.425,84.185,84.755,85.49
1120,제일테크노스,82.3,81.985,81.55,81.985,83.13,82.425,84.185,84.755,85.49
1121,케이피에프,82.3,81.985,81.55,81.985,83.13,82.425,84.185,84.755,85.49
1122,케이피티유,82.3,81.985,81.55,81.985,83.13,82.425,84.185,84.755,85.49
1123,케일럼,82.3,81.985,81.55,81.985,83.13,82.425,84.185,84.755,85.49
1124,코리아에스이,82.3,81.985,81.55,81.985,83.13,82.425,84.185,84.755,85.49
1125,태양,82.3,81.985,81.55,81.985,83.13,82.425,84.185,84.755,85.49
1126,태웅,82.3,81.985,81.55,81.985,83.13,82.425,84.185,84.755,85.49
1127,티플랙스,82.3,81.985,81.55,81.985,83.13,82.425,84.185,84.755,85.49
1128,파나진,82.3,81.985,81.55,81.985,83.13,82.425,84.185,84.755,85.49
1129,포메탈,82.3,81.985,81.55,81.985,83.13,82.425,84.185,84.755,85.49
1130,풍강,82.3,81.985,81.55,81.985,83.13,82.425,84.185,84.755,85.49
1131,피엔풍년,82.3,81.985,81.55,81.985,83.13,82.425,84.185,84.755,85.49
1132,한국카본,82.3,81.985,81.55,81.985,83.13,82.425,84.185,84.755,85.49
1133,다스코,82.3,81.985,81.55,81.985,83.13,82.425,84.185,84.755,85.49
1134,대림통상,82.3,81.985,81.55,81.985,83.13,82.425,84.185,84.755,85.49
1135,더이앤엠,82.3,81.985,81.55,81.985,83.13,82.425,84.185,84.755,85.49
1136,삼영엠텍,82.3,81.985,81.55,81.985,83.13,82.425,84.185,84.755,85.49
1137,삼화왕관,82.3,81.985,81.55,81.985,83.13,82.425,84.185,84.755,85.49
1138,세명전기공업,82.3,81.985,81.55,81.985,83.13,82.425,84.185,84.755,85.49
1139,씨에스윈드,82.3,81.985,81.55,81.985,83.13,82.425,84.185,84.755,85.49
1140,에스와이,82.3,81.985,81.55,81.985,83.13,82.425,84.185,84.755,85.49
1141,엘아이지넥스원,82.3,81.985,81.55,81.985,83.13,82.425,84.185,84.755,85.49
1142,영신금속공업,82.3,81.985,81.55,81.985,83.13,82.425,84.185,84.755,85.49
1143,유니슨,82.3,81.985,81.55,81.985,83.13,82.425,84.185,84.755,85.49
1144,제룡산업,82.3,81.985,81.55,81.985,83.13,82.425,84.185,84.755,85.49
1145,제이더블유신약,82.3,81.985,81.55,81.985,83.13,82.425,84.185,84.755,85.49
1146,조선선재,82.3,81.985,81.55,81.985,83.13,82.425,84.185,84.755,85.49
1147,테라사이언스,82.3,81.985,81.55,81.985,83.13,82.425,84.185,84.755,85.49
1148,퍼스텍,82.3,81.985,81.55,81.985,83.13,82.425,84.185,84.755,85.49
1149,경동나비엔,79.665,81.545,81.135,81.835,82.075,81.51,83.595,84.085,86.18
1150,광명전기,79.665,81.545,81.135,81.835,82.075,81.51,83.595,84.085,86.18
1151,다원시스,79.665,81.545,81.135,81.835,82.075,81.51,83.595,84.085,86.18
1152,마이크로컨텍솔루션,79.665,81.545,81.135,81.835,82.075,81.51,83.595,84.085,86.18
1153,매직마이크로,79.665,81.545,81.135,81.835,82.075,81.51,83.595,84.085,86.18
1154,비츠로셀,79.665,81.545,81.135,81.835,82.075,81.51,83.595,84.085,86.18
1155,비츠로시스,79.665,81.545,81.135,81.835,82.075,81.51,83.595,84.085,86.18
1156,비츠로테크,79.665,81.545,81.135,81.835,82.075,81.51,83.595,84.085,86.18
1157,서전기전,79.665,81.545,81.135,81.835,82.075,81.51,83.595,84.085,86.18
1158,신화콘텍,79.665,81.545,81.135,81.835,82.075,81.51,83.595,84.085,86.18
1159,씨엔플러스,79.665,81.545,81.135,81.835,82.075,81.51,83.595,84.085,86.18
1160,에스씨디,79.665,81.545,81.135,81.835,82.075,81.51,83.595,84.085,86.18
1161,에스에너지,79.665,81.545,81.135,81.835,82.075,81.51,83.595,84.085,86.18
1162,에스피지,79.665,81.545,81.135,81.835,82.075,81.51,83.595,84.085,86.18
1163,에이치앤비디자인,79.665,81.545,81.135,81.835,82.075,81.51,83.595,84.085,86.18
1164,에코프로비엠,79.665,81.545,81.135,81.835,82.075,81.51,83.595,84.085,86.18
1165,우리기술,79.665,81.545,81.135,81.835,82.075,81.51,83.595,84.085,86.18
1166,원익피앤이,79.665,81.545,81.135,81.835,82.075,81.51,83.595,84.085,86.18
1167,위니아,79.665,81.545,81.135,81.835,82.075,81.51,83.595,84.085,86.18
1168,윌링스,79.665,81.545,81.135,81.835,82.075,81.51,83.595,84.085,86.18
1169,유라테크,79.665,81.545,81.135,81.835,82.075,81.51,83.595,84.085,86.18
1170,지엔씨에너지,79.665,81.545,81.135,81.835,82.075,81.51,83.595,84.085,86.18
1171,티에이치엔,79.665,81.545,81.135,81.835,82.075,81.51,83.595,84.085,86.18
1172,파루,79.665,81.545,81.135,81.835,82.075,81.51,83.595,84.085,86.18
1173,파세코,79.665,81.545,81.135,81.835,82.075,81.51,83.595,84.085,86.18
1174,파워넷,79.665,81.545,81.135,81.835,82.075,81.51,83.595,84.085,86.18
1175,파워로직스,79.665,81.545,81.135,81.835,82.075,81.51,83.595,84.085,86.18
1176,프리엠스,79.665,81.545,81.135,81.835,82.075,81.51,83.595,84.085,86.18
1177,하츠,79.665,81.545,81.135,81.835,82.075,81.51,83.595,84.085,86.18
1178,LS일렉트릭,79.665,81.545,81.135,81.835,82.075,81.51,83.595,84.085,86.18
1179,가온전선,79.665,81.545,81.135,81.835,82.075,81.51,83.595,84.085,86.18
1180,금호전기,79.665,81.545,81.135,81.835,82.075,81.51,83.595,84.085,86.18
1181,대보마그네틱,79.665,81.545,81.135,81.835,82.075,81.51,83.595,84.085,86.18
1182,대원전선,79.665,81.545,81.135,81.835,82.075,81.51,83.595,84.085,86.18
1183,대한전선,79.665,81.545,81.135,81.835,82.075,81.51,83.595,84.085,86.18
1184,동양이엔피,79.665,81.545,81.135,81.835,82.075,81.51,83.595,84.085,86.18
1185,두산퓨얼셀,79.665,81.545,81.135,81.835,82.075,81.51,83.595,84.085,86.18
1186,로체시스템즈,79.665,81.545,81.135,81.835,82.075,81.51,83.595,84.085,86.18
1187,보성파워텍,79.665,81.545,81.135,81.835,82.075,81.51,83.595,84.085,86.18
1188,상신이디피,79.665,81.545,81.135,81.835,82.075,81.51,83.595,84.085,86.18
1189,서울전자통신,79.665,81.545,81.135,81.835,82.075,81.51,83.595,84.085,86.18
1190,서호전기,79.665,81.545,81.135,81.835,82.075,81.51,83.595,84.085,86.18
1191,선도전기,79.665,81.545,81.135,81.835,82.075,81.51,83.595,84.085,86.18
1192,세방전지,79.665,81.545,81.135,81.835,82.075,81.51,83.595,84.085,86.18
1193,신성델타테크,79.665,81.545,81.135,81.835,82.075,81.51,83.595,84.085,86.18
1194,신흥에스이씨,79.665,81.545,81.135,81.835,82.075,81.51,83.595,84.085,86.18
1195,아비코전자,79.665,81.545,81.135,81.835,82.075,81.51,83.595,84.085,86.18
1196,에스퓨얼셀,79.665,81.545,81.135,81.835,82.075,81.51,83.595,84.085,86.18
1197,에이에프더블류,79.665,81.545,81.135,81.835,82.075,81.51,83.595,84.085,86.18
1198,에이치엘비,79.665,81.545,81.135,81.835,82.075,81.51,83.595,84.085,86.18
1199,우리엔터프라이즈,79.665,81.545,81.135,81.835,82.075,81.51,83.595,84.085,86.18
1200,이화전기공업,79.665,81.545,81.135,81.835,82.075,81.51,83.595,84.085,86.18
1201,일진전기,79.665,81.545,81.135,81.835,82.075,81.51,83.595,84.085,86.18
1202,자이글,79.665,81.545,81.135,81.835,82.075,81.51,83.595,84.085,86.18
1203,제룡전기,79.665,81.545,81.135,81.835,82.075,81.51,83.595,84.085,86.18
1204,케이비아이메탈,79.665,81.545,81.135,81.835,82.075,81.51,83.595,84.085,86.18
1205,쿠쿠홀딩스,79.665,81.545,81.135,81.835,82.075,81.51,83.595,84.085,86.18
1206,크로바하이텍,79.665,81.545,81.135,81.835,82.075,81.51,83.595,84.085,86.18
1207,피앤씨테크,79.665,81.545,81.135,81.835,82.075,81.51,83.595,84.085,86.18
1208,한국단자공업,79.665,81.545,81.135,81.835,82.075,81.51,83.595,84.085,86.18
1209,현대일렉트릭앤에너지시스템,79.665,81.545,81.135,81.835,82.075,81.51,83.595,84.085,86.18
1210,효성중공업,79.665,81.545,81.135,81.835,82.075,81.51,83.595,84.085,86.18
1211,경동도시가스,91.06,91.5,92.2,91.89,89.76,87.27,87.11,87.65,86.35
1212,경동인베스트,91.06,91.5,92.2,91.89,89.76,87.27,87.11,87.65,86.35
1213,삼천리,91.06,91.5,92.2,91.89,89.76,87.27,87.11,87.65,86.35
1214,예스코홀딩스,91.06,91.5,92.2,91.89,89.76,87.27,87.11,87.65,86.35
1215,지에스이,91.06,91.5,92.2,91.89,89.76,87.27,87.11,87.65,86.35
1216,대성에너지,91.06,91.5,92.2,91.89,89.76,87.27,87.11,87.65,86.35
1217,서울도시가스,91.06,91.5,92.2,91.89,89.76,87.27,87.11,87.65,86.35
1218,에코바이오홀딩스,91.06,91.5,92.2,91.89,89.76,87.27,87.11,87.65,86.35
1219,인천도시가스,91.06,91.5,92.2,91.89,89.76,87.27,87.11,87.65,86.35
1220,케이지이티에스,91.06,91.5,92.2,91.89,89.76,87.27,87.11,87.65,86.35
1221,한국가스공사,91.06,91.5,92.2,91.89,89.76,87.27,87.11,87.65,86.35
1222,한국전력공사,91.06,91.5,92.2,91.89,89.76,87.27,87.11,87.65,86.35
1223,한국지역난방공사,91.06,91.5,92.2,91.89,89.76,87.27,87.11,87.65,86.35
1224,경방,89.195,90.545,88.935,89.09,88.755,87.06,91.84,92.455,90.715
1225,방림,89.195,90.545,88.935,89.09,88.755,87.06,91.84,92.455,90.715
1226,비와이씨,89.195,90.545,88.935,89.09,88.755,87.06,91.84,92.455,90.715
1227,성안,89.195,90.545,88.935,89.09,88.755,87.06,91.84,92.455,90.715
1228,아즈텍더블유비이,89.195,90.545,88.935,89.09,88.755,87.06,91.84,92.455,90.715
1229,에스아이리소스,89.195,90.545,88.935,89.09,88.755,87.06,91.84,92.455,90.715
1230,에스지글로벌,89.195,90.545,88.935,89.09,88.755,87.06,91.84,92.455,90.715
1231,원림,89.195,90.545,88.935,89.09,88.755,87.06,91.84,92.455,90.715
1232,웰크론,89.195,90.545,88.935,89.09,88.755,87.06,91.84,92.455,90.715
1233,대한방직,89.195,90.545,88.935,89.09,88.755,87.06,91.84,92.455,90.715
1234,디아이동일,89.195,90.545,88.935,89.09,88.755,87.06,91.84,92.455,90.715
1235,디에스알,89.195,90.545,88.935,89.09,88.755,87.06,91.84,92.455,90.715
1236,신라섬유,89.195,90.545,88.935,89.09,88.755,87.06,91.84,92.455,90.715
1237,일신방직,89.195,90.545,88.935,89.09,88.755,87.06,91.84,92.455,90.715
1238,일정실업,89.195,90.545,88.935,89.09,88.755,87.06,91.84,92.455,90.715
1239,전방,89.195,90.545,88.935,89.09,88.755,87.06,91.84,92.455,90.715
1240,지에이치신소재,89.195,90.545,88.935,89.09,88.755,87.06,91.84,92.455,90.715
1241,진원생명과학,89.195,90.545,88.935,89.09,88.755,87.06,91.84,92.455,90.715
1242,고려시멘트,0,0,0,0,0,0,0,13.425,43.41
1243,국전약품,0,0,0,0,0,0,0,13.425,43.41
1244,나노,0,0,0,0,0,0,0,13.425,43.41
1245,나인테크,0,0,0,0,0,0,0,13.425,43.41
1246,네오셈,0,0,0,0,0,0,0,13.425,43.41
1247,네온테크,0,0,0,0,0,0,0,13.425,43.41
1248,넥슨게임즈,0,0,0,0,0,0,0,13.425,43.41
1249,넵튠,0,0,0,0,0,0,0,13.425,43.41
1250,누보,0,0,0,0,0,0,0,13.425,43.41
1251,다보링크,0,0,0,0,0,0,0,13.425,43.41
1252,더블유에스아이,0,0,0,0,0,0,0,13.425,43.41
1253,덴티스,0,0,0,0,0,0,0,13.425,43.41
1254,드림시큐리티,0,0,0,0,0,0,0,13.425,43.41
1255,디딤,0,0,0,0,0,0,0,13.425,43.41
1256,디알텍,0,0,0,0,0,0,0,13.425,43.41
1257,디와이디,0,0,0,0,0,0,0,13.425,43.41
1258,러셀,0,0,0,0,0,0,0,13.425,43.41
1259,레이크머티리얼즈,0,0,0,0,0,0,0,13.425,43.41
1260,로보로보,0,0,0,0,0,0,0,13.425,43.41
1261,모비스,0,0,0,0,0,0,0,13.425,43.41
1262,미래생명자원,0,0,0,0,0,0,0,13.425,43.41
1263,바이오로그디바이스,0,0,0,0,0,0,0,13.425,43.41
1264,베노홀딩스,0,0,0,0,0,0,0,13.425,43.41
1265,본느,0,0,0,0,0,0,0,13.425,43.41
1266,비올,0,0,0,0,0,0,0,13.425,43.41
1267,비투엔,0,0,0,0,0,0,0,13.425,43.41
1268,삼기,0,0,0,0,0,0,0,13.425,43.41
1269,서진오토모티브,0,0,0,0,0,0,0,13.425,43.41
1270,세림비앤지,0,0,0,0,0,0,0,13.425,43.41
1271,세토피아,0,0,0,0,0,0,0,13.425,43.41
1272,세화피앤씨,0,0,0,0,0,0,0,13.425,43.41
1273,셀바스헬스케어,0,0,0,0,0,0,0,13.425,43.41
1274,스튜디오산타클로스엔터테인먼트,0,0,0,0,0,0,0,13.425,43.41
