,구분,2011년.mid,2012년.mid,2013년.mid,2014년.mid,2015년.mid,2016년.mid,2017년.mid,2018년.mid,2019년.mid
306,토비스,78.63,79.75,81.65,81.58,81.36,82.3,81.2,81.97,81.8
307,티엘아이,78.63,79.75,81.65,81.58,81.36,82.3,81.2,81.97,81.8
308,파버나인,78.63,79.75,81.65,81.58,81.36,82.3,81.2,81.97,81.8
309,파이오링크,78.63,79.75,81.65,81.58,81.36,82.3,81.2,81.97,81.8
310,파인디앤씨,78.63,79.75,81.65,81.58,81.36,82.3,81.2,81.97,81.8
311,파인디지털,78.63,79.75,81.65,81.58,81.36,82.3,81.2,81.97,81.8
312,파인테크닉스,78.63,79.75,81.65,81.58,81.36,82.3,81.2,81.97,81.8
313,파인텍,78.63,79.75,81.65,81.58,81.36,82.3,81.2,81.97,81.8
314,파트론,78.63,79.75,81.65,81.58,81.36,82.3,81.2,81.97,81.8
315,판타지오,78.63,79.75,81.65,81.58,81.36,82.3,81.2,81.97,81.8
316,푸른기술,78.63,79.75,81.65,81.58,81.36,82.3,81.2,81.97,81.8
317,플래스크,78.63,79.75,81.65,81.58,81.36,82.3,81.2,81.97,81.8
318,피델릭스,78.63,79.75,81.65,81.58,81.36,82.3,81.2,81.97,81.8
319,피에스엠씨,78.63,79.75,81.65,81.58,81.36,82.3,81.2,81.97,81.8
320,피에이치씨,78.63,79.75,81.65,81.58,81.36,82.3,81.2,81.97,81.8
321,피피아이,78.63,79.75,81.65,81.58,81.36,82.3,81.2,81.97,81.8
322,픽셀플러스,78.63,79.75,81.65,81.58,81.36,82.3,81.2,81.97,81.8
323,하이소닉,78.63,79.75,81.65,81.58,81.36,82.3,81.2,81.97,81.8
324,하이트론씨스템즈,78.63,79.75,81.65,81.58,81.36,82.3,81.2,81.97,81.8
325,홈캐스트,78.63,79.75,81.65,81.58,81.36,82.3,81.2,81.97,81.8
326,휴니드테크놀러지스,78.63,79.75,81.65,81.58,81.36,82.3,81.2,81.97,81.8
327,휴맥스,78.63,79.75,81.65,81.58,81.36,82.3,81.2,81.97,81.8
328,휴맥스홀딩스,78.63,79.75,81.65,81.58,81.36,82.3,81.2,81.97,81.8
329,LG이노텍,78.63,79.75,81.65,81.58,81.36,82.3,81.2,81.97,81.8
330,가온미디어,78.63,79.75,81.65,81.58,81.36,82.3,81.2,81.97,81.8
331,경인전자,78.63,79.75,81.65,81.58,81.36,82.3,81.2,81.97,81.8
332,광전자,78.63,79.75,81.65,81.58,81.36,82.3,81.2,81.97,81.8
333,뉴지랩파마,78.63,79.75,81.65,81.58,81.36,82.3,81.2,81.97,81.8
334,다믈멀티미디어,78.63,79.75,81.65,81.58,81.36,82.3,81.2,81.97,81.8
335,대동전자,78.63,79.75,81.65,81.58,81.36,82.3,81.2,81.97,81.8
336,대우전자부품,78.63,79.75,81.65,81.58,81.36,82.3,81.2,81.97,81.8
337,대전자재료,78.63,79.75,81.65,81.58,81.36,82.3,81.2,81.97,81.8
338,덕산네오룩스,78.63,79.75,81.65,81.58,81.36,82.3,81.2,81.97,81.8
339,덕산하이메탈,78.63,79.75,81.65,81.58,81.36,82.3,81.2,81.97,81.8
340,덕우전자,78.63,79.75,81.65,81.58,81.36,82.3,81.2,81.97,81.8
341,동원시스템즈,78.63,79.75,81.65,81.58,81.36,82.3,81.2,81.97,81.8
342,라온시큐어,78.63,79.75,81.65,81.58,81.36,82.3,81.2,81.97,81.8
343,리노공업,78.63,79.75,81.65,81.58,81.36,82.3,81.2,81.97,81.8
344,마이크로로봇,78.63,79.75,81.65,81.58,81.36,82.3,81.2,81.97,81.8
345,빛샘전자,78.63,79.75,81.65,81.58,81.36,82.3,81.2,81.97,81.8
346,삼성SDI,78.63,79.75,81.65,81.58,81.36,82.3,81.2,81.97,81.8
347,삼성전기,78.63,79.75,81.65,81.58,81.36,82.3,81.2,81.97,81.8
348,삼성전자,78.63,79.75,81.65,81.58,81.36,82.3,81.2,81.97,81.8
349,삼영이엔씨,78.63,79.75,81.65,81.58,81.36,82.3,81.2,81.97,81.8
350,삼영전자공업,78.63,79.75,81.65,81.58,81.36,82.3,81.2,81.97,81.8
351,삼지전자,78.63,79.75,81.65,81.58,81.36,82.3,81.2,81.97,81.8
352,삼화전기,78.63,79.75,81.65,81.58,81.36,82.3,81.2,81.97,81.8
353,삼화전자공업,78.63,79.75,81.65,81.58,81.36,82.3,81.2,81.97,81.8
354,삼화콘덴서공업,78.63,79.75,81.65,81.58,81.36,82.3,81.2,81.97,81.8
355,상신전자,78.63,79.75,81.65,81.58,81.36,82.3,81.2,81.97,81.8
356,서울반도체,78.63,79.75,81.65,81.58,81.36,82.3,81.2,81.97,81.8
357,성문전자,78.63,79.75,81.65,81.58,81.36,82.3,81.2,81.97,81.8
358,성우전자,78.63,79.75,81.65,81.58,81.36,82.3,81.2,81.97,81.8
359,성우테크론,78.63,79.75,81.65,81.58,81.36,82.3,81.2,81.97,81.8
360,성호전자,78.63,79.75,81.65,81.58,81.36,82.3,81.2,81.97,81.8
361,솔루스첨단소재,78.63,79.75,81.65,81.58,81.36,82.3,81.2,81.97,81.8
362,시그네틱스,78.63,79.75,81.65,81.58,81.36,82.3,81.2,81.97,81.8
363,써니전자,78.63,79.75,81.65,81.58,81.36,82.3,81.2,81.97,81.8
364,씨앤티85,78.63,79.75,81.65,81.58,81.36,82.3,81.2,81.97,81.8
365,아남전자,78.63,79.75,81.65,81.58,81.36,82.3,81.2,81.97,81.8
366,아이쓰리시스템,78.63,79.75,81.65,81.58,81.36,82.3,81.2,81.97,81.8
367,알에스오토메이션,78.63,79.75,81.65,81.58,81.36,82.3,81.2,81.97,81.8
368,알에프머트리얼즈,78.63,79.75,81.65,81.58,81.36,82.3,81.2,81.97,81.8
369,어보브반도체,78.63,79.75,81.65,81.58,81.36,82.3,81.2,81.97,81.8
370,에스맥,78.63,79.75,81.65,81.58,81.36,82.3,81.2,81.97,81.8
371,에스엔케이폴리텍,78.63,79.75,81.65,81.58,81.36,82.3,81.2,81.97,81.8
372,에스지에이,78.63,79.75,81.65,81.58,81.36,82.3,81.2,81.97,81.8
373,에스케이하이닉스,78.63,79.75,81.65,81.58,81.36,82.3,81.2,81.97,81.8
374,에스텍,78.63,79.75,81.65,81.58,81.36,82.3,81.2,81.97,81.8
375,에이피위성,78.63,79.75,81.65,81.58,81.36,82.3,81.2,81.97,81.8
376,엔시트론,78.63,79.75,81.65,81.58,81.36,82.3,81.2,81.97,81.8
377,엘비세미콘,78.63,79.75,81.65,81.58,81.36,82.3,81.2,81.97,81.8
378,엘지디스플레이,78.63,79.75,81.65,81.58,81.36,82.3,81.2,81.97,81.8
379,엘지전자,78.63,79.75,81.65,81.58,81.36,82.3,81.2,81.97,81.8
380,엘컴텍,78.63,79.75,81.65,81.58,81.36,82.3,81.2,81.97,81.8
381,엠케이전자,78.63,79.75,81.65,81.58,81.36,82.3,81.2,81.97,81.8
382,옵티시스,78.63,79.75,81.65,81.58,81.36,82.3,81.2,81.97,81.8
383,와이더블유,78.63,79.75,81.65,81.58,81.36,82.3,81.2,81.97,81.8
384,와이엠씨,78.63,79.75,81.65,81.58,81.36,82.3,81.2,81.97,81.8
385,우리바이오,78.63,79.75,81.65,81.58,81.36,82.3,81.2,81.97,81.8
386,우리이앤엘,78.63,79.75,81.65,81.58,81.36,82.3,81.2,81.97,81.8
387,유아이엘,78.63,79.75,81.65,81.58,81.36,82.3,81.2,81.97,81.8
388,인탑스,78.63,79.75,81.65,81.58,81.36,82.3,81.2,81.97,81.8
389,일진디스플레이,78.63,79.75,81.65,81.58,81.36,82.3,81.2,81.97,81.8
390,일진머티리얼즈,78.63,79.75,81.65,81.58,81.36,82.3,81.2,81.97,81.8
391,자화전자,78.63,79.75,81.65,81.58,81.36,82.3,81.2,81.97,81.8
392,재영솔루텍,78.63,79.75,81.65,81.58,81.36,82.3,81.2,81.97,81.8
393,제이엠티,78.63,79.75,81.65,81.58,81.36,82.3,81.2,81.97,81.8
394,케이에이치전자,78.63,79.75,81.65,81.58,81.36,82.3,81.2,81.97,81.8
395,코웰패션,78.63,79.75,81.65,81.58,81.36,82.3,81.2,81.97,81.8
396,코위버,78.63,79.75,81.65,81.58,81.36,82.3,81.2,81.97,81.8
397,크루셜텍,78.63,79.75,81.65,81.58,81.36,82.3,81.2,81.97,81.8
398,티제이미디어,78.63,79.75,81.65,81.58,81.36,82.3,81.2,81.97,81.8
399,팅크웨어,78.63,79.75,81.65,81.58,81.36,82.3,81.2,81.97,81.8
400,하나마이크론,78.63,79.75,81.65,81.58,81.36,82.3,81.2,81.97,81.8
401,하나머티리얼즈,78.63,79.75,81.65,81.58,81.36,82.3,81.2,81.97,81.8
402,한국컴퓨터,78.63,79.75,81.65,81.58,81.36,82.3,81.2,81.97,81.8
403,한솔테크닉스,78.63,79.75,81.65,81.58,81.36,82.3,81.2,81.97,81.8
404,한양디지텍,78.63,79.75,81.65,81.58,81.36,82.3,81.2,81.97,81.8
405,한화에어로스페이스,78.63,79.75,81.65,81.58,81.36,82.3,81.2,81.97,81.8
406,해성디에스,78.63,79.75,81.65,81.58,81.36,82.3,81.2,81.97,81.8
407,현대바이오사이언스,78.63,79.75,81.65,81.58,81.36,82.3,81.2,81.97,81.8
408,현대에너지솔루션,78.63,79.75,81.65,81.58,81.36,82.3,81.2,81.97,81.8
409,현대에이치티,78.63,79.75,81.65,81.58,81.36,82.3,81.2,81.97,81.8
410,현우산업,78.63,79.75,81.65,81.58,81.36,82.3,81.2,81.97,81.8
411,휴림네트웍스,78.63,79.75,81.65,81.58,81.36,82.3,81.2,81.97,81.8
412,ES큐브,80.81,81.77,80.31,80.28,81.66,82.9,82.45,83.32,83.47
413,STX,80.81,81.77,80.31,80.28,81.66,82.9,82.45,83.32,83.47
414,국동,80.81,81.77,80.31,80.28,81.66,82.9,82.45,83.32,83.47
415,남성,80.81,81.77,80.31,80.28,81.66,82.9,82.45,83.32,83.47
416,다우데이타,80.81,81.77,80.31,80.28,81.66,82.9,82.45,83.32,83.47
417,대명소노시즌,80.81,81.77,80.31,80.28,81.66,82.9,82.45,83.32,83.47
418,대한과학,80.81,81.77,80.31,80.28,81.66,82.9,82.45,83.32,83.47
419,동서,80.81,81.77,80.31,80.28,81.66,82.9,82.45,83.32,83.47
420,디모아,80.81,81.77,80.31,80.28,81.66,82.9,82.45,83.32,83.47
421,리드코프,80.81,81.77,80.31,80.28,81.66,82.9,82.45,83.32,83.47
422,매커스,80.81,81.77,80.31,80.28,81.66,82.9,82.45,83.32,83.47
423,메디콕스,80.81,81.77,80.31,80.28,81.66,82.9,82.45,83.32,83.47
424,메디프론디비티,80.81,81.77,80.31,80.28,81.66,82.9,82.45,83.32,83.47
425,모나미,80.81,81.77,80.31,80.28,81.66,82.9,82.45,83.32,83.47
426,백금티앤에이,80.81,81.77,80.31,80.28,81.66,82.9,82.45,83.32,83.47
427,보라티알,80.81,81.77,80.31,80.28,81.66,82.9,82.45,83.32,83.47
428,비엘팜텍,80.81,81.77,80.31,80.28,81.66,82.9,82.45,83.32,83.47
429,서린바이오사이언스,80.81,81.77,80.31,80.28,81.66,82.9,82.45,83.32,83.47
430,서울옥션,80.81,81.77,80.31,80.28,81.66,82.9,82.45,83.32,83.47
431,서플러스글로벌,80.81,81.77,80.31,80.28,81.66,82.9,82.45,83.32,83.47
432,세우글로벌,80.81,81.77,80.31,80.28,81.66,82.9,82.45,83.32,83.47
433,셀트리온헬스케어,80.81,81.77,80.31,80.28,81.66,82.9,82.45,83.32,83.47
434,신흥,80.81,81.77,80.31,80.28,81.66,82.9,82.45,83.32,83.47
435,씨아이테크,80.81,81.77,80.31,80.28,81.66,82.9,82.45,83.32,83.47
436,씨티씨바이오,80.81,81.77,80.31,80.28,81.66,82.9,82.45,83.32,83.47
437,아가방앤컴퍼니,80.81,81.77,80.31,80.28,81.66,82.9,82.45,83.32,83.47
438,아이마켓코리아,80.81,81.77,80.31,80.28,81.66,82.9,82.45,83.32,83.47
439,아이엠,80.81,81.77,80.31,80.28,81.66,82.9,82.45,83.32,83.47
440,에스에이엠티,80.81,81.77,80.31,80.28,81.66,82.9,82.45,83.32,83.47
441,에스지세계물산,80.81,81.77,80.31,80.28,81.66,82.9,82.45,83.32,83.47
442,에이디칩스,80.81,81.77,80.31,80.28,81.66,82.9,82.45,83.32,83.47
443,엘에스네트웍스,80.81,81.77,80.31,80.28,81.66,82.9,82.45,83.32,83.47
444,엘엑스인터내셔널,80.81,81.77,80.31,80.28,81.66,82.9,82.45,83.32,83.47
445,엠피대산,80.81,81.77,80.31,80.28,81.66,82.9,82.45,83.32,83.47
446,영원무역,80.81,81.77,80.31,80.28,81.66,82.9,82.45,83.32,83.47
447,영원무역홀딩스,80.81,81.77,80.31,80.28,81.66,82.9,82.45,83.32,83.47
448,오픈베이스,80.81,81.77,80.31,80.28,81.66,82.9,82.45,83.32,83.47
449,원익,80.81,81.77,80.31,80.28,81.66,82.9,82.45,83.32,83.47
450,원익큐브,80.81,81.77,80.31,80.28,81.66,82.9,82.45,83.32,83.47
451,윌비스,80.81,81.77,80.31,80.28,81.66,82.9,82.45,83.32,83.47
452,유니트론텍,80.81,81.77,80.31,80.28,81.66,82.9,82.45,83.32,83.47
453,유진로봇,80.81,81.77,80.31,80.28,81.66,82.9,82.45,83.32,83.47
454,이상네트웍스,80.81,81.77,80.31,80.28,81.66,82.9,82.45,83.32,83.47
455,이원,80.81,81.77,80.31,80.28,81.66,82.9,82.45,83.32,83.47
456,인바이오젠,80.81,81.77,80.31,80.28,81.66,82.9,82.45,83.32,83.47
457,인스코비,80.81,81.77,80.31,80.28,81.66,82.9,82.45,83.32,83.47
458,잇츠한불,80.81,81.77,80.31,80.28,81.66,82.9,82.45,83.32,83.47
459,제로투세븐,80.81,81.77,80.31,80.28,81.66,82.9,82.45,83.32,83.47
460,중앙에너비스,80.81,81.77,80.31,80.28,81.66,82.9,82.45,83.32,83.47
461,지에스글로벌,80.81,81.77,80.31,80.28,81.66,82.9,82.45,83.32,83.47
462,진도,80.81,81.77,80.31,80.28,81.66,82.9,82.45,83.32,83.47
463,초록뱀헬스케어,80.81,81.77,80.31,80.28,81.66,82.9,82.45,83.32,83.47
464,키다리스튜디오,80.81,81.77,80.31,80.28,81.66,82.9,82.45,83.32,83.47
465,파마리서치,80.81,81.77,80.31,80.28,81.66,82.9,82.45,83.32,83.47
466,포스코인터내셔널,80.81,81.77,80.31,80.28,81.66,82.9,82.45,83.32,83.47
467,플레이그램,80.81,81.77,80.31,80.28,81.66,82.9,82.45,83.32,83.47
468,피씨디렉트,80.81,81.77,80.31,80.28,81.66,82.9,82.45,83.32,83.47
469,한국테크놀로지,80.81,81.77,80.31,80.28,81.66,82.9,82.45,83.32,83.47
470,한샘,80.81,81.77,80.31,80.28,81.66,82.9,82.45,83.32,83.47
471,한창,80.81,81.77,80.31,80.28,81.66,82.9,82.45,83.32,83.47
472,한창바이오텍,80.81,81.77,80.31,80.28,81.66,82.9,82.45,83.32,83.47
473,혜인,80.81,81.77,80.31,80.28,81.66,82.9,82.45,83.32,83.47
474,홈센타홀딩스,80.81,81.77,80.31,80.28,81.66,82.9,82.45,83.32,83.47
475,휠라홀딩스,80.81,81.77,80.31,80.28,81.66,82.9,82.45,83.32,83.47
476,감성코퍼레이션,80.81,81.77,80.31,80.28,81.66,82.9,82.45,83.32,83.47
477,대한그린파워,80.81,81.77,80.31,80.28,81.66,82.9,82.45,83.32,83.47
478,바이온,80.81,81.77,80.31,80.28,81.66,82.9,82.45,83.32,83.47
479,삼영무역,80.81,81.77,80.31,80.28,81.66,82.9,82.45,83.32,83.47
480,삼천리자전거,80.81,81.77,80.31,80.28,81.66,82.9,82.45,83.32,83.47
481,신성통상,80.81,81.77,80.31,80.28,81.66,82.9,82.45,83.32,83.47
482,신일전자,80.81,81.77,80.31,80.28,81.66,82.9,82.45,83.32,83.47
483,씨제이씨푸드,80.81,81.77,80.31,80.28,81.66,82.9,82.45,83.32,83.47
484,씨제이프레시웨이,80.81,81.77,80.31,80.28,81.66,82.9,82.45,83.32,83.47
485,에스디엔,80.81,81.77,80.31,80.28,81.66,82.9,82.45,83.32,83.47
486,에스케이가스,80.81,81.77,80.31,80.28,81.66,82.9,82.45,83.32,83.47
487,에스케이네트웍스,80.81,81.77,80.31,80.28,81.66,82.9,82.45,83.32,83.47
488,웰바이오텍,80.81,81.77,80.31,80.28,81.66,82.9,82.45,83.32,83.47
489,유니퀘스트,80.81,81.77,80.31,80.28,81.66,82.9,82.45,83.32,83.47
490,이화산업,80.81,81.77,80.31,80.28,81.66,82.9,82.45,83.32,83.47
491,제이씨현시스템,80.81,81.77,80.31,80.28,81.66,82.9,82.45,83.32,83.47
492,지더블유바이텍,80.81,81.77,80.31,80.28,81.66,82.9,82.45,83.32,83.47
493,참좋은여행,80.81,81.77,80.31,80.28,81.66,82.9,82.45,83.32,83.47
494,한국정보공학,80.81,81.77,80.31,80.28,81.66,82.9,82.45,83.32,83.47
495,한국화장품,80.81,81.77,80.31,80.28,81.66,82.9,82.45,83.32,83.47
496,현대코퍼레이션,80.81,81.77,80.31,80.28,81.66,82.9,82.45,83.32,83.47
497,현대코퍼레이션홀딩스,80.81,81.77,80.31,80.28,81.66,82.9,82.45,83.32,83.47
498,흥구석유,80.81,81.77,80.31,80.28,81.66,82.9,82.45,83.32,83.47
499,HJ중공업,82.98,82.985,88,91.475,88.85,87.545,88.54,91.865,90.035
500,대창솔루션,82.98,82.985,88,91.475,88.85,87.545,88.54,91.865,90.035
501,동방선기,82.98,82.985,88,91.475,88.85,87.545,88.54,91.865,90.035
502,상상인인더스트리,82.98,82.985,88,91.475,88.85,87.545,88.54,91.865,90.035
503,세진중공업,82.98,82.985,88,91.475,88.85,87.545,88.54,91.865,90.035
504,쎄트렉아이,82.98,82.985,88,91.475,88.85,87.545,88.54,91.865,90.035
505,아스트,82.98,82.985,88,91.475,88.85,87.545,88.54,91.865,90.035
506,알톤스포츠,82.98,82.985,88,91.475,88.85,87.545,88.54,91.865,90.035
507,어스앤에어로스페이스,82.98,82.985,88,91.475,88.85,87.545,88.54,91.865,90.035
508,오리엔탈정공,82.98,82.985,88,91.475,88.85,87.545,88.54,91.865,90.035
509,케이프,82.98,82.985,88,91.475,88.85,87.545,88.54,91.865,90.035
510,현대미포조선,82.98,82.985,88,91.475,88.85,87.545,88.54,91.865,90.035
511,대양전기공업,82.98,82.985,88,91.475,88.85,87.545,88.54,91.865,90.035
512,대우조선해양,82.98,82.985,88,91.475,88.85,87.545,88.54,91.865,90.035
513,삼성중공업,82.98,82.985,88,91.475,88.85,87.545,88.54,91.865,90.035
514,인화정공,82.98,82.985,88,91.475,88.85,87.545,88.54,91.865,90.035
515,케이알모터스,82.98,82.985,88,91.475,88.85,87.545,88.54,91.865,90.035
516,하이즈항공,82.98,82.985,88,91.475,88.85,87.545,88.54,91.865,90.035
517,한국조선해양,82.98,82.985,88,91.475,88.85,87.545,88.54,91.865,90.035
518,한국항공우산업,82.98,82.985,88,91.475,88.85,87.545,88.54,91.865,90.035
519,한라아이엠에스,82.98,82.985,88,91.475,88.85,87.545,88.54,91.865,90.035
520,현대로템,82.98,82.985,88,91.475,88.85,87.545,88.54,91.865,90.035
521,MH에탄올,59.36,59.41,58.53,60.8,64.89,65.23,68.2,66.59,68.22
522,국순당,59.36,59.41,58.53,60.8,64.89,65.23,68.2,66.59,68.22
523,네이처셀,59.36,59.41,58.53,60.8,64.89,65.23,68.2,66.59,68.22
524,무학,59.36,59.41,58.53,60.8,64.89,65.23,68.2,66.59,68.22
525,진로발효,59.36,59.41,58.53,60.8,64.89,65.23,68.2,66.59,68.22
526,창해에탄올,59.36,59.41,58.53,60.8,64.89,65.23,68.2,66.59,68.22
527,흥국에프엔비,59.36,59.41,58.53,60.8,64.89,65.23,68.2,66.59,68.22
528,롯데칠성음료,59.36,59.41,58.53,60.8,64.89,65.23,68.2,66.59,68.22
529,보해양조,59.36,59.41,58.53,60.8,64.89,65.23,68.2,66.59,68.22
530,풍국정공업,59.36,59.41,58.53,60.8,64.89,65.23,68.2,66.59,68.22
531,하이트진로,59.36,59.41,58.53,60.8,64.89,65.23,68.2,66.59,68.22
532,SH에너지화학,77.91,80.41,80.36,79.71,77.5,77.25,78.45,81.48,79.49
533,경농,77.91,80.41,80.36,79.71,77.5,77.25,78.45,81.48,79.49
534,경인양행,77.91,80.41,80.36,79.71,77.5,77.25,78.45,81.48,79.49
535,금양,77.91,80.41,80.36,79.71,77.5,77.25,78.45,81.48,79.49
536,나노브릭,77.91,80.41,80.36,79.71,77.5,77.25,78.45,81.48,79.49
537,나노신소재,77.91,80.41,80.36,79.71,77.5,77.25,78.45,81.48,79.49
538,네오팜,77.91,80.41,80.36,79.71,77.5,77.25,78.45,81.48,79.49
539,노루페인트,77.91,80.41,80.36,79.71,77.5,77.25,78.45,81.48,79.49
540,대유,77.91,80.41,80.36,79.71,77.5,77.25,78.45,81.48,79.49
541,덕산테코피아,77.91,80.41,80.36,79.71,77.5,77.25,78.45,81.48,79.49
542,동남합성,77.91,80.41,80.36,79.71,77.5,77.25,78.45,81.48,79.49
543,동방아그로,77.91,80.41,80.36,79.71,77.5,77.25,78.45,81.48,79.49
544,동성화인텍,77.91,80.41,80.36,79.71,77.5,77.25,78.45,81.48,79.49
545,동진쎄미켐,77.91,80.41,80.36,79.71,77.5,77.25,78.45,81.48,79.49
546,디엔에프,77.91,80.41,80.36,79.71,77.5,77.25,78.45,81.48,79.49
547,라이온켐텍,77.91,80.41,80.36,79.71,77.5,77.25,78.45,81.48,79.49
548,라파스,77.91,80.41,80.36,79.71,77.5,77.25,78.45,81.48,79.49
549,메카로,77.91,80.41,80.36,79.71,77.5,77.25,78.45,81.48,79.49
550,보락,77.91,80.41,80.36,79.71,77.5,77.25,78.45,81.48,79.49
551,서흥,77.91,80.41,80.36,79.71,77.5,77.25,78.45,81.48,79.49
552,스킨앤스킨,77.91,80.41,80.36,79.71,77.5,77.25,78.45,81.48,79.49
553,씨젠,77.91,80.41,80.36,79.71,77.5,77.25,78.45,81.48,79.49
554,씨티케이,77.91,80.41,80.36,79.71,77.5,77.25,78.45,81.48,79.49
555,아모레퍼시픽,77.91,80.41,80.36,79.71,77.5,77.25,78.45,81.48,79.49
556,아우딘퓨쳐스,77.91,80.41,80.36,79.71,77.5,77.25,78.45,81.48,79.49
557,에스디생명공학,77.91,80.41,80.36,79.71,77.5,77.25,78.45,81.48,79.49
558,에스티큐브,77.91,80.41,80.36,79.71,77.5,77.25,78.45,81.48,79.49
559,에이블씨엔씨,77.91,80.41,80.36,79.71,77.5,77.25,78.45,81.48,79.49
560,에이치알에스,77.91,80.41,80.36,79.71,77.5,77.25,78.45,81.48,79.49
561,에코프로,77.91,80.41,80.36,79.71,77.5,77.25,78.45,81.48,79.49
562,엔피케이,77.91,80.41,80.36,79.71,77.5,77.25,78.45,81.48,79.49
563,엘지생활건강,77.91,80.41,80.36,79.71,77.5,77.25,78.45,81.48,79.49
564,엘지화학,77.91,80.41,80.36,79.71,77.5,77.25,78.45,81.48,79.49
565,오공,77.91,80.41,80.36,79.71,77.5,77.25,78.45,81.48,79.49
566,원익머트리얼즈,77.91,80.41,80.36,79.71,77.5,77.25,78.45,81.48,79.49
567,웹스,77.91,80.41,80.36,79.71,77.5,77.25,78.45,81.48,79.49
568,유니드,77.91,80.41,80.36,79.71,77.5,77.25,78.45,81.48,79.49
569,이수화학,77.91,80.41,80.36,79.71,77.5,77.25,78.45,81.48,79.49
570,이엔에프테크놀로지,77.91,80.41,80.36,79.71,77.5,77.25,78.45,81.48,79.49
571,이지,77.91,80.41,80.36,79.71,77.5,77.25,78.45,81.48,79.49
572,잉크테크,77.91,80.41,80.36,79.71,77.5,77.25,78.45,81.48,79.49
573,제닉,77.91,80.41,80.36,79.71,77.5,77.25,78.45,81.48,79.49
574,조비,77.91,80.41,80.36,79.71,77.5,77.25,78.45,81.48,79.49
575,천보,77.91,80.41,80.36,79.71,77.5,77.25,78.45,81.48,79.49
576,초록뱀이앤엠,77.91,80.41,80.36,79.71,77.5,77.25,78.45,81.48,79.49
577,카프로,77.91,80.41,80.36,79.71,77.5,77.25,78.45,81.48,79.49
578,케이비지,77.91,80.41,80.36,79.71,77.5,77.25,78.45,81.48,79.49
579,케이씨씨,77.91,80.41,80.36,79.71,77.5,77.25,78.45,81.48,79.49
580,케이씨아이,77.91,80.41,80.36,79.71,77.5,77.25,78.45,81.48,79.49
581,케이피엠테크,77.91,80.41,80.36,79.71,77.5,77.25,78.45,81.48,79.49
582,코리아나화장품,77.91,80.41,80.36,79.71,77.5,77.25,78.45,81.48,79.49
583,코스메카코리아,77.91,80.41,80.36,79.71,77.5,77.25,78.45,81.48,79.49
584,코프라,77.91,80.41,80.36,79.71,77.5,77.25,78.45,81.48,79.49
585,클리오,77.91,80.41,80.36,79.71,77.5,77.25,78.45,81.48,79.49
586,토니모리,77.91,80.41,80.36,79.71,77.5,77.25,78.45,81.48,79.49
587,티케이케미칼,77.91,80.41,80.36,79.71,77.5,77.25,78.45,81.48,79.49
588,폴라리스우노,77.91,80.41,80.36,79.71,77.5,77.25,78.45,81.48,79.49
589,한국화장품제조,77.91,80.41,80.36,79.71,77.5,77.25,78.45,81.48,79.49
590,한농화성,77.91,80.41,80.36,79.71,77.5,77.25,78.45,81.48,79.49
591,한솔케미칼,77.91,80.41,80.36,79.71,77.5,77.25,78.45,81.48,79.49
592,한화,77.91,80.41,80.36,79.71,77.5,77.25,78.45,81.48,79.49
593,현대바이오랜드,77.91,80.41,80.36,79.71,77.5,77.25,78.45,81.48,79.49
594,협진,77.91,80.41,80.36,79.71,77.5,77.25,78.45,81.48,79.49
595,효성,77.91,80.41,80.36,79.71,77.5,77.25,78.45,81.48,79.49
596,후성,77.91,80.41,80.36,79.71,77.5,77.25,78.45,81.48,79.49
597,휴비스,77.91,80.41,80.36,79.71,77.5,77.25,78.45,81.48,79.49
598,OCI,77.91,80.41,80.36,79.71,77.5,77.25,78.45,81.48,79.49
599,강남제비스코,77.91,80.41,80.36,79.71,77.5,77.25,78.45,81.48,79.49
600,국도화학,77.91,80.41,80.36,79.71,77.5,77.25,78.45,81.48,79.49
601,그린케미칼,77.91,80.41,80.36,79.71,77.5,77.25,78.45,81.48,79.49
602,금호석유화학,77.91,80.41,80.36,79.71,77.5,77.25,78.45,81.48,79.49
603,남해화학,77.91,80.41,80.36,79.71,77.5,77.25,78.45,81.48,79.49
604,대정화금,77.91,80.41,80.36,79.71,77.5,77.25,78.45,81.48,79.49
605,대한유화,77.91,80.41,80.36,79.71,77.5,77.25,78.45,81.48,79.49
606,대한화섬,77.91,80.41,80.36,79.71,77.5,77.25,78.45,81.48,79.49
607,램테크놀러지,77.91,80.41,80.36,79.71,77.5,77.25,78.45,81.48,79.49
608,롯데정밀화학,77.91,80.41,80.36,79.71,77.5,77.25,78.45,81.48,79.49
609,롯데케미칼,77.91,80.41,80.36,79.71,77.5,77.25,78.45,81.48,79.49
610,메디앙스,77.91,80.41,80.36,79.71,77.5,77.25,78.45,81.48,79.49
611,미원상사,77.91,80.41,80.36,79.71,77.5,77.25,78.45,81.48,79.49
612,미원스페셜티케미칼,77.91,80.41,80.36,79.71,77.5,77.25,78.45,81.48,79.49
613,미원홀딩스,77.91,80.41,80.36,79.71,77.5,77.25,78.45,81.48,79.49
614,미원화학,77.91,80.41,80.36,79.71,77.5,77.25,78.45,81.48,79.49
615,백광산업,77.91,80.41,80.36,79.71,77.5,77.25,78.45,81.48,79.49
616,삼화페인트공업,77.91,80.41,80.36,79.71,77.5,77.25,78.45,81.48,79.49
617,성보화학,77.91,80.41,80.36,79.71,77.5,77.25,78.45,81.48,79.49
