회사명,거래소코드,회계년도,매출액(수익)(*)(IFRS연결)(천원),매출원가(*)(IFRS연결)(천원),매출원가율
(주)아스트,67390,14-Dec,,,
(주)아스트,67390,15-Dec,,,
(주)아스트,67390,16-Dec,87889701,73664064,
(주)아스트,67390,17-Dec,97205917,82158306,
(주)아스트,67390,18-Dec,117013394,97131563,
(주)아스트,67390,19-Dec,144613767,110699649,
(주)아시아경제,127710,15-Dec,80516285,49381085,
(주)아시아경제,127710,16-Dec,60334065,28936883,
(주)아시아경제,127710,17-Dec,54258166,26156994,
(주)아시아경제,127710,18-Dec,38402070,17589175,
(주)아시아경제,127710,19-Dec,38372830,18804253,
(주)아우딘퓨쳐스,227610,17-Dec,,,
(주)아우딘퓨쳐스,227610,18-Dec,,,
(주)아우딘퓨쳐스,227610,19-Dec,54122517,34817845,
(주)아이디스,143160,11-Dec,64613631,40204026,
(주)아이디스,143160,12-Dec,152362966,97440020,
(주)아이디스,143160,13-Dec,117594446,71793462,
(주)아이디스,143160,14-Dec,117446040,75242967,
(주)아이디스,143160,15-Dec,146564371,97143272,
(주)아이디스,143160,16-Dec,129510825,89288980,
(주)아이디스,143160,17-Dec,95158879,64910869,
(주)아이디스,143160,18-Dec,109219202,74143258,
(주)아이디스,143160,19-Dec,111875143,75925068,
(주)아이디스홀딩스,54800,10-Dec,5274106,3267922,
(주)아이디스홀딩스,54800,11-Dec,13585177,7389095,
(주)아이디스홀딩스,54800,12-Dec,27824034,8043326,
(주)아이디스홀딩스,54800,13-Dec,300028869,202844223,
(주)아이디스홀딩스,54800,14-Dec,277848350,200920628,
(주)아이디스홀딩스,54800,15-Dec,400014263,291318706,
(주)아이디스홀딩스,54800,16-Dec,441398463,321944859,
(주)아이디스홀딩스,54800,17-Dec,438219714,332156682,
(주)아이디스홀딩스,54800,18-Dec,556267195,403876444,
(주)아이디스홀딩스,54800,19-Dec,507776368,361920911,
(주)아이마켓코리아,122900,10-Dec,,,
(주)아이마켓코리아,122900,11-Dec,,,
(주)아이마켓코리아,122900,12-Dec,2045538123,1944724338,
(주)아이마켓코리아,122900,13-Dec,2496830273,2370186768,
(주)아이마켓코리아,122900,14-Dec,2733773271,2578986646,
(주)아이마켓코리아,122900,15-Dec,3143908415,2960413627,
(주)아이마켓코리아,122900,16-Dec,3400004480,3210536780,
(주)아이마켓코리아,122900,17-Dec,3080451880,2924965001,
(주)아이마켓코리아,122900,18-Dec,2935242220,2781379254,
(주)아이마켓코리아,122900,19-Dec,2923787986,2763483218,
(주)아이비김영,339950,19-Dec,,,
(주)아이센스,99190,13-Dec,82862590,47629446,
(주)아이센스,99190,14-Dec,95608058,55188480,
(주)아이센스,99190,15-Dec,101920703,56521340,
(주)아이센스,99190,16-Dec,132468197,70637045,
(주)아이센스,99190,17-Dec,156963801,87760413,
(주)아이센스,99190,18-Dec,172996579,95274029,
(주)아이센스,99190,19-Dec,189844257,103062886,
(주)아이스크림에듀,289010,19-Dec,,,
(주)아이씨디,40910,11-Sep,,,
(주)아이씨디,40910,12-Sep,,,
(주)아이씨디,40910,13-Sep,,,
(주)아이씨디,40910,14-Sep,,,
(주)아이씨디,40910,15-Sep,,,
(주)아이씨디,40910,16-Dec,230909154,200621284,
(주)아이씨디,40910,17-Dec,311847748,256124647,
(주)아이씨디,40910,18-Dec,233974937,175720516,
(주)아이씨디,40910,19-Dec,121604632,87255803,
(주)아이앤씨테크놀로지,52860,10-Dec,,,
(주)아이앤씨테크놀로지,52860,11-Dec,,,
(주)아이앤씨테크놀로지,52860,12-Dec,16659282,12137152,
(주)아이앤씨테크놀로지,52860,13-Dec,7257393,6865374,
(주)아이앤씨테크놀로지,52860,14-Dec,5324797,5941918,
(주)아이앤씨테크놀로지,52860,15-Dec,9618590,7029795,
(주)아이앤씨테크놀로지,52860,16-Dec,30300574,22992661,
(주)아이앤씨테크놀로지,52860,17-Dec,42928877,26247777,
(주)아이앤씨테크놀로지,52860,18-Dec,31303910,16901727,
(주)아이앤씨테크놀로지,52860,19-Dec,45567583,26751396,
(주)아이에스시,95340,10-Dec,28660676,12631345,
(주)아이에스시,95340,11-Dec,43841089,18276767,
(주)아이에스시,95340,12-Dec,53054805,23351641,
(주)아이에스시,95340,13-Dec,56824027,24386427,
(주)아이에스시,95340,14-Dec,73989286,39832597,
(주)아이에스시,95340,15-Dec,99039486,63326947,
(주)아이에스시,95340,16-Dec,93636334,63790208,
(주)아이에스시,95340,17-Dec,114082893,72043588,
(주)아이에스시,95340,18-Dec,115859798,82360368,
(주)아이에스시,95340,19-Dec,87678824,66635848,
(주)아이에스이커머스,69920,10-Dec,46460925,19641155,
(주)아이에스이커머스,69920,11-Dec,50954164,22172797,
(주)아이에스이커머스,69920,12-Dec,48553678,22133380,
(주)아이에스이커머스,69920,13-Dec,78425157,0,
(주)아이에스이커머스,69920,14-Dec,66681397,33051171,
(주)아이에스이커머스,69920,15-Dec,56098564,21861653,
(주)아이에스이커머스,69920,16-Dec,78625907,32767260,
(주)아이에스이커머스,69920,17-Dec,,,
(주)아이에스이커머스,69920,18-Dec,,,
(주)아이에스이커머스,69920,19-Dec,36135279,17896547,
(주)아이에이,38880,10-Dec,31181748,20106952,
(주)아이에이,38880,11-Dec,19469438,16974661,
(주)아이에이,38880,12-Dec,30989135,29241778,
(주)아이에이,38880,13-Dec,46721828,36615150,
(주)아이에이,38880,14-Dec,61156935,44496829,
(주)아이에이,38880,15-Dec,71088040,50150534,
(주)아이에이,38880,16-Dec,75870439,58313962,
(주)아이에이,38880,17-Dec,60756810,47215110,
(주)아이에이,38880,18-Dec,67262017,51011997,
(주)아이에이,38880,19-Dec,67834575,50817675,
(주)아이에이치큐,3560,10-Dec,39390631,37667596,
(주)아이에이치큐,3560,11-Dec,49169803,44116572,
(주)아이에이치큐,3560,12-Dec,44910784,38245706,
(주)아이에이치큐,3560,13-Dec,61942542,55081238,
(주)아이에이치큐,3560,14-Dec,71113677,62454108,
(주)아이에이치큐,3560,15-Dec,106178242,0,
(주)아이에이치큐,3560,16-Dec,109404923,0,
(주)아이에이치큐,3560,17-Dec,126795065,0,
(주)아이에이치큐,3560,18-Dec,109447251,0,
(주)아이에이치큐,3560,19-Dec,99287415,0,
(주)아이엘사이언스,307180,18-Dec,,,
(주)아이엘사이언스,307180,19-Dec,,,
(주)아이엠,101390,10-Dec,320081942,286380211,
(주)아이엠,101390,11-Dec,320074150,292148147,
(주)아이엠,101390,12-Dec,334118752,303453191,
(주)아이엠,101390,13-Dec,345226432,313538756,
(주)아이엠,101390,14-Dec,250220969,231004106,
(주)아이엠,101390,15-Dec,240984166,214065774,
(주)아이엠,101390,16-Dec,192429817,181729059,
(주)아이엠,101390,17-Dec,249371615,232578622,
(주)아이엠,101390,18-Dec,191078977,179556002,
(주)아이엠,101390,19-Dec,202192400,196677308,
(주)아이엠비씨,52220,10-Dec,,,
(주)아이엠비씨,52220,11-Dec,,,
(주)아이엠비씨,52220,12-Dec,,,
(주)아이엠비씨,52220,13-Dec,,,
(주)아이엠비씨,52220,14-Dec,54747997,0,
(주)아이엠비씨,52220,15-Dec,64470533,0,
(주)아이엠비씨,52220,16-Dec,67239151,0,
(주)아이엠비씨,52220,17-Dec,57402132,0,
(주)아이엠비씨,52220,18-Dec,58074993,0,
(주)아이엠비씨,52220,19-Dec,51552466,0,
(주)아이오케이컴퍼니,78860,10-Dec,,,
(주)아이오케이컴퍼니,78860,11-Dec,,,
(주)아이오케이컴퍼니,78860,12-Dec,,,
(주)아이오케이컴퍼니,78860,13-Dec,11879721,7713500,
(주)아이오케이컴퍼니,78860,14-Dec,6128115,5748994,
(주)아이오케이컴퍼니,78860,15-Dec,,,
(주)아이오케이컴퍼니,78860,16-Dec,,,
(주)아이오케이컴퍼니,78860,17-Dec,18379991,14349494,
(주)아이오케이컴퍼니,78860,18-Dec,29736551,27350440,
(주)아이오케이컴퍼니,78860,19-Dec,48736408,37519224,
(주)아이윈,90150,10-Dec,65094177,53734382,
(주)아이윈,90150,11-Dec,84717074,69389146,
(주)아이윈,90150,12-Dec,94303495,77947672,
(주)아이윈,90150,13-Dec,92206816,77077635,
(주)아이윈,90150,14-Dec,94777884,77984090,
(주)아이윈,90150,15-Dec,96998049,81619928,
(주)아이윈,90150,16-Dec,105799217,88603101,
(주)아이윈,90150,17-Dec,97190531,80085485,
(주)아이윈,90150,18-Dec,93786701,77760201,
(주)아이윈,90150,19-Dec,95380947,75296116,
(주)아이윈플러스,123010,16-Dec,,,
(주)아이윈플러스,123010,17-Dec,,,
(주)아이윈플러스,123010,18-Dec,,,
(주)아이윈플러스,123010,19-Dec,,,
(주)아이즈비전,31310,10-Dec,132233114,118509864,
(주)아이즈비전,31310,11-Dec,149916342,136595874,
(주)아이즈비전,31310,12-Dec,144051403,130543062,
(주)아이즈비전,31310,13-Dec,166115838,143951448,
(주)아이즈비전,31310,14-Dec,127199464,103336755,
(주)아이즈비전,31310,15-Dec,136867367,114583283,
(주)아이즈비전,31310,16-Dec,159805659,131598335,
(주)아이즈비전,31310,17-Dec,167068035,133135979,
(주)아이즈비전,31310,18-Dec,160165349,122108884,
(주)아이즈비전,31310,19-Dec,131548342,105396671,
(주)아이컴포넌트,59100,10-Dec,,,
(주)아이컴포넌트,59100,11-Dec,,,
(주)아이컴포넌트,59100,12-Dec,,,
(주)아이컴포넌트,59100,13-Dec,,,
(주)아이컴포넌트,59100,14-Dec,,,
(주)아이컴포넌트,59100,15-Dec,,,
(주)아이컴포넌트,59100,16-Dec,,,
(주)아이컴포넌트,59100,17-Dec,,,
(주)아이컴포넌트,59100,18-Dec,,,
(주)아이컴포넌트,59100,19-Dec,,,
(주)아이톡시,52770,10-Dec,,,
(주)아이톡시,52770,11-Dec,,,
(주)아이톡시,52770,12-Dec,36657762,21979513,
(주)아이톡시,52770,13-Dec,34541745,14582843,
(주)아이톡시,52770,14-Dec,27461546,12677028,
(주)아이톡시,52770,15-Dec,,,
(주)아이톡시,52770,16-Dec,,,
(주)아이톡시,52770,17-Dec,,,
(주)아이톡시,52770,18-Dec,14499261,8971969,
(주)아이톡시,52770,19-Dec,3774569,1796271,
(주)아이티센,124500,15-Mar,239266192,210645054,
(주)아이티센,124500,16-Dec,273654423,237404005,
(주)아이티센,124500,17-Dec,311549095,270347402,
(주)아이티센,124500,18-Dec,697948340,646906170,
(주)아이티센,124500,19-Dec,1542384997,1458112224,
(주)아이티엑스에이아이,99520,10-Dec,,,
(주)아이티엑스에이아이,99520,11-Dec,,,
(주)아이티엑스에이아이,99520,12-Dec,,,
(주)아이티엑스에이아이,99520,13-Dec,,,
(주)아이티엑스에이아이,99520,14-Dec,,,
(주)아이티엑스에이아이,99520,15-Dec,,,
(주)아이티엑스에이아이,99520,16-Dec,,,
(주)아이티엑스에이아이,99520,17-Dec,,,
(주)아이티엑스에이아이,99520,18-Dec,,,
(주)아이티엑스에이아이,99520,19-Dec,31861192,26918913,
(주)아이티엠반도체,84850,19-Dec,397697086,299381021,
(주)아즈텍더블유비이,32080,10-Dec,,,
(주)아즈텍더블유비이,32080,11-Dec,,,
(주)아즈텍더블유비이,32080,12-Dec,,,
(주)아즈텍더블유비이,32080,13-Dec,,,
(주)아즈텍더블유비이,32080,14-Dec,,,
(주)아즈텍더블유비이,32080,15-Dec,,,
(주)아즈텍더블유비이,32080,16-Dec,,,
(주)아즈텍더블유비이,32080,17-Dec,,,
(주)아즈텍더블유비이,32080,18-Dec,,,
(주)아즈텍더블유비이,32080,19-Dec,,,
(주)아진엑스텍,59120,14-Dec,,,
(주)아진엑스텍,59120,15-Dec,,,
(주)아진엑스텍,59120,16-Dec,,,
(주)아진엑스텍,59120,17-Dec,,,
(주)아진엑스텍,59120,18-Dec,,,
(주)아진엑스텍,59120,19-Dec,,,
(주)아톤,158430,19-Dec,32525173,16941135,
(주)아프리카티비,67160,10-Dec,,,
(주)아프리카티비,67160,11-Dec,47877174,0,
(주)아프리카티비,67160,12-Dec,,,
(주)아프리카티비,67160,13-Dec,48101419,0,
(주)아프리카티비,67160,14-Dec,50455001,0,
(주)아프리카티비,67160,15-Dec,62867913,0,
(주)아프리카티비,67160,16-Dec,79830292,0,
(주)아프리카티비,67160,17-Dec,94552465,0,
(주)아프리카티비,67160,18-Dec,126627786,0,
(주)아프리카티비,67160,19-Dec,167868522,0,
(주)안랩,53800,10-Dec,73589891,15279118,
(주)안랩,53800,11-Dec,103168895,30333529,
(주)안랩,53800,12-Dec,131665371,43212631,
(주)안랩,53800,13-Dec,137329001,47539873,
(주)안랩,53800,14-Dec,135422446,38213680,
(주)안랩,53800,15-Dec,134452685,36036626,
(주)안랩,53800,16-Dec,142879622,37222548,
(주)안랩,53800,17-Dec,150259297,34348702,
(주)안랩,53800,18-Dec,159815065,30547395,
(주)안랩,53800,19-Dec,166992214,0,
(주)안트로젠,65660,16-Dec,,,
(주)안트로젠,65660,17-Dec,,,
(주)안트로젠,65660,18-Dec,,,
(주)안트로젠,65660,19-Dec,,,
(주)알로이스,297570,18-Dec,,,
(주)알로이스,297570,19-Dec,,,
(주)알루코,1780,10-Dec,384273590,318521505,
(주)알루코,1780,11-Dec,372925440,327995570,
(주)알루코,1780,12-Dec,349549374,312202610,
(주)알루코,1780,13-Dec,376198466,325438715,
(주)알루코,1780,14-Dec,382033178,338580478,
(주)알루코,1780,15-Dec,433853367,379292498,
(주)알루코,1780,16-Dec,428583721,375040385,
(주)알루코,1780,17-Dec,461688892,413422447,
(주)알루코,1780,18-Dec,506772982,453620833,
(주)알루코,1780,19-Dec,454372346,394814750,
(주)알에프세미,96610,10-Dec,29134548,18847118,
(주)알에프세미,96610,11-Dec,37082561,23894302,
(주)알에프세미,96610,12-Dec,42461674,32043144,
(주)알에프세미,96610,13-Dec,52500596,40784070,
(주)알에프세미,96610,14-Dec,55409738,46731608,
(주)알에프세미,96610,15-Dec,57248130,48338902,
(주)알에프세미,96610,16-Dec,64179251,53621161,
(주)알에프세미,96610,17-Dec,62185137,54238063,
(주)알에프세미,96610,18-Dec,51873304,43307253,
(주)알에프세미,96610,19-Dec,42446601,34231711,
(주)알에프텍,61040,10-Dec,215949807,188510708,
(주)알에프텍,61040,11-Dec,276923588,243806851,
(주)알에프텍,61040,12-Dec,499364258,435419232,
(주)알에프텍,61040,13-Dec,500173065,452827652,
(주)알에프텍,61040,14-Dec,406630607,378593896,
(주)알에프텍,61040,15-Dec,397125105,358281146,
(주)알에프텍,61040,16-Dec,321992443,286558298,
(주)알에프텍,61040,17-Dec,287143154,254839929,
(주)알에프텍,61040,18-Dec,240344983,214576131,
(주)알에프텍,61040,19-Dec,284492015,244194528,
(주)알엔투테크놀로지,148250,16-Dec,,,
(주)알엔투테크놀로지,148250,17-Dec,,,
(주)알엔투테크놀로지,148250,18-Dec,,,
(주)알엔투테크놀로지,148250,19-Dec,,,
(주)알테오젠,196170,14-Dec,7042578,3166893,
(주)알테오젠,196170,15-Dec,4726609,1266965,
(주)알테오젠,196170,16-Dec,6843720,6214361,
(주)알테오젠,196170,17-Dec,12104356,11069372,
(주)알테오젠,196170,18-Dec,13703079,11745869,
(주)알테오젠,196170,19-Dec,29229182,18129093,
(주)알톤스포츠,123750,10-Dec,,,
(주)알톤스포츠,123750,11-Dec,70386414,47906264,
(주)알톤스포츠,123750,12-Dec,65973565,44999763,
(주)알톤스포츠,123750,13-Dec,61493639,41479630,
(주)알톤스포츠,123750,14-Dec,68386922,43427966,
(주)알톤스포츠,123750,15-Dec,62283136,42488343,
(주)알톤스포츠,123750,16-Dec,52560248,35756655,
(주)알톤스포츠,123750,17-Dec,43446206,35727227,
(주)알톤스포츠,123750,18-Dec,49080045,38577371,
(주)알톤스포츠,123750,19-Dec,31187516,27021713,
(주)알티캐스트,85810,13-Dec,73675699,0,
(주)알티캐스트,85810,14-Dec,77137145,0,
(주)알티캐스트,85810,15-Dec,62727442,0,
(주)알티캐스트,85810,16-Dec,65415904,0,
(주)알티캐스트,85810,17-Dec,70643136,0,
(주)알티캐스트,85810,18-Dec,76200156,0,
(주)알티캐스트,85810,19-Dec,53178375,0,
(주)알파홀딩스,117670,10-Dec,,,
(주)알파홀딩스,117670,11-Dec,,,
(주)알파홀딩스,117670,12-Dec,32223368,26105043,
(주)알파홀딩스,117670,13-Dec,,,
(주)알파홀딩스,117670,14-Dec,39384206,28387526,
(주)알파홀딩스,117670,15-Dec,,,
(주)알파홀딩스,117670,16-Dec,56639827,52830815,
(주)알파홀딩스,117670,17-Dec,69995825,64392749,
(주)알파홀딩스,117670,18-Dec,85086013,77218000,
(주)알파홀딩스,117670,19-Dec,73164302,59672050,
(주)애니플러스,310200,18-Dec,,,
(주)애니플러스,310200,19-Dec,,,
(주)애드바이오텍,179530,19-Dec,,,
(주)액션스퀘어,205500,14-Dec,,,
(주)액션스퀘어,205500,15-Dec,,,
(주)액션스퀘어,205500,16-Dec,,,
(주)액션스퀘어,205500,17-Dec,9402123,0,
(주)액션스퀘어,205500,18-Dec,7471298,0,
(주)액션스퀘어,205500,19-Dec,5838397,0,
(주)액토즈소프트,52790,10-Dec,103464185,67563493,
(주)액토즈소프트,52790,11-Dec,99270630,65395853,
(주)액토즈소프트,52790,12-Dec,82978009,53842901,
(주)액토즈소프트,52790,13-Dec,139365154,68649928,
(주)액토즈소프트,52790,14-Dec,102829670,61571542,
(주)액토즈소프트,52790,15-Dec,100752238,53226054,
(주)액토즈소프트,52790,16-Dec,72386383,36913745,
(주)액토즈소프트,52790,17-Dec,55399431,26997983,
(주)액토즈소프트,52790,18-Dec,37652204,13971302,
(주)액토즈소프트,52790,19-Dec,62665219,14872617,
(주)액트로,290740,18-Dec,105631916,82551537,
(주)액트로,290740,19-Dec,107845425,88550567,
(주)앤디포스,238090,16-Dec,,,
(주)앤디포스,238090,17-Dec,,,
(주)앤디포스,238090,18-Dec,47757634,32852659,
(주)앤디포스,238090,19-Dec,84122729,62545095,
(주)앤씨앤,92600,10-Dec,,,
(주)앤씨앤,92600,11-Dec,,,
(주)앤씨앤,92600,12-Dec,53108560,30726752,
(주)앤씨앤,92600,13-Dec,36693560,31434863,
(주)앤씨앤,92600,14-Dec,35866618,22075548,
(주)앤씨앤,92600,15-Dec,63184945,38778983,
(주)앤씨앤,92600,16-Dec,64056482,41707876,
(주)앤씨앤,92600,17-Dec,53399310,36217720,
(주)앤씨앤,92600,18-Dec,58778225,45916982,
(주)앤씨앤,92600,19-Dec,78473813,58606304,
(주)야스,255440,17-Dec,86546664,59072093,
(주)야스,255440,18-Dec,184507976,124202016,
(주)야스,255440,19-Dec,86853451,63187464,
(주)양지사,30960,10-Jun,,,
(주)양지사,30960,11-Jun,,,
(주)양지사,30960,12-Jun,,,
(주)양지사,30960,13-Jun,,,
(주)양지사,30960,14-Jun,,,
(주)양지사,30960,15-Jun,,,
(주)양지사,30960,16-Jun,,,
(주)양지사,30960,17-Jun,,,
(주)양지사,30960,18-Jun,,,
(주)양지사,30960,19-Jun,,,
(주)어스앤에어로스페이스,263540,17-Dec,,,
(주)어스앤에어로스페이스,263540,18-Dec,,,
(주)어스앤에어로스페이스,263540,19-Dec,,,
(주)얼라인드제네틱스,238120,16-Dec,4711534,2192281,
(주)얼라인드제네틱스,238120,17-Dec,5636108,2036850,
(주)얼라인드제네틱스,238120,18-Dec,5675117,2318760,
(주)얼라인드제네틱스,238120,19-Dec,7793683,3181294,
(주)에너토크,19990,10-Dec,,,
(주)에너토크,19990,11-Dec,,,
(주)에너토크,19990,12-Dec,,,
(주)에너토크,19990,13-Dec,,,
(주)에너토크,19990,14-Dec,,,
(주)에너토크,19990,15-Dec,,,
(주)에너토크,19990,16-Dec,26023692,18361342,
(주)에너토크,19990,17-Dec,24468473,17980475,
(주)에너토크,19990,18-Dec,23055729,16096646,
(주)에너토크,19990,19-Dec,23483475,16991618,
(주)에넥스,11090,10-Dec,168316448,141045355,
(주)에넥스,11090,11-Dec,189018767,153518363,
(주)에넥스,11090,12-Dec,196849999,167376302,
(주)에넥스,11090,13-Dec,233610285,192363372,
(주)에넥스,11090,14-Dec,261923145,210491246,
(주)에넥스,11090,15-Dec,308322444,244446482,
(주)에넥스,11090,16-Dec,394111411,324504558,
(주)에넥스,11090,17-Dec,434532818,364012722,
(주)에넥스,11090,18-Dec,445687610,404310336,
(주)에넥스,11090,19-Dec,363611210,332398117,
(주)에스디생명공학,217480,17-Dec,127402379,58060830,
(주)에스디생명공학,217480,18-Dec,156623550,80724850,
(주)에스디생명공학,217480,19-Dec,156259210,105545064,
(주)에스디시스템,121890,10-Dec,,,
(주)에스디시스템,121890,11-Dec,,,
(주)에스디시스템,121890,12-Dec,,,
(주)에스디시스템,121890,13-Dec,,,
(주)에스디시스템,121890,14-Dec,,,
(주)에스디시스템,121890,15-Dec,,,
(주)에스디시스템,121890,16-Dec,,,
(주)에스디시스템,121890,17-Dec,,,
(주)에스디시스템,121890,18-Dec,,,
(주)에스디시스템,121890,19-Dec,,,
(주)에스비에스,34120,10-Dec,705992669,552347218,
(주)에스비에스,34120,11-Dec,744226189,494733364,
(주)에스비에스,34120,12-Dec,780275796,587085401,
(주)에스비에스,34120,13-Dec,727084654,555481323,
(주)에스비에스,34120,14-Dec,822594585,697054792,
(주)에스비에스,34120,15-Dec,792884229,600395086,
(주)에스비에스,34120,16-Dec,829073609,698791638,
(주)에스비에스,34120,17-Dec,773225040,608090718,
(주)에스비에스,34120,18-Dec,914043242,756301867,
(주)에스비에스,34120,19-Dec,817664244,657284229,
(주)에스비에스콘텐츠허브,46140,10-Dec,154994230,118995637,
(주)에스비에스콘텐츠허브,46140,11-Dec,200694022,161640868,
(주)에스비에스콘텐츠허브,46140,12-Dec,193515017,153201636,
(주)에스비에스콘텐츠허브,46140,13-Dec,197205407,160327139,
(주)에스비에스콘텐츠허브,46140,14-Dec,198639567,178330795,
(주)에스비에스콘텐츠허브,46140,15-Dec,215442747,197560186,
(주)에스비에스콘텐츠허브,46140,16-Dec,257673244,236175621,
(주)에스비에스콘텐츠허브,46140,17-Dec,197964758,185970738,
(주)에스비에스콘텐츠허브,46140,18-Dec,159763051,152307365,
(주)에스비에스콘텐츠허브,46140,19-Dec,162067187,154396485,
(주)에스씨디,42110,10-Dec,,,
(주)에스씨디,42110,11-Dec,,,
(주)에스씨디,42110,12-Dec,,,
(주)에스씨디,42110,13-Dec,,,
(주)에스씨디,42110,14-Dec,,,
(주)에스씨디,42110,15-Dec,122555787,102028101,
(주)에스씨디,42110,16-Dec,134535550,114546936,
(주)에스씨디,42110,17-Dec,146294275,127931662,
(주)에스씨디,42110,18-Dec,159268818,142501608,
(주)에스씨디,42110,19-Dec,174946389,158073538,
(주)에스아이리소스,65420,10-Dec,22001231,15049353,
(주)에스아이리소스,65420,11-Dec,45974059,27328237,
(주)에스아이리소스,65420,12-Dec,42353488,25798065,
(주)에스아이리소스,65420,13-Dec,38128120,24515374,
(주)에스아이리소스,65420,14-Dec,37185028,24736634,
(주)에스아이리소스,65420,15-Dec,28232846,18882324,
(주)에스아이리소스,65420,16-Dec,25212000,19171172,
(주)에스아이리소스,65420,17-Dec,33368170,24364309,
(주)에스아이리소스,65420,18-Dec,28204423,19176595,
(주)에스아이리소스,65420,19-Dec,,,
(주)에스앤더블류,103230,10-Dec,,,
(주)에스앤더블류,103230,11-Dec,,,
(주)에스앤더블류,103230,12-Dec,,,
(주)에스앤더블류,103230,13-Dec,,,
(주)에스앤더블류,103230,14-Dec,,,
(주)에스앤더블류,103230,15-Dec,,,
(주)에스앤더블류,103230,16-Dec,,,
(주)에스앤더블류,103230,17-Dec,,,
(주)에스앤더블류,103230,18-Dec,,,
(주)에스앤더블류,103230,19-Dec,,,
(주)에스앤에스텍,101490,10-Dec,38645033,27177595,
(주)에스앤에스텍,101490,11-Dec,51020273,36776224,
(주)에스앤에스텍,101490,12-Dec,51816919,42247480,
(주)에스앤에스텍,101490,13-Dec,68041854,58114300,
(주)에스앤에스텍,101490,14-Dec,45730574,30414927,
(주)에스앤에스텍,101490,15-Dec,,,
(주)에스앤에스텍,101490,16-Dec,,,
(주)에스앤에스텍,101490,17-Dec,,,
(주)에스앤에스텍,101490,18-Dec,,,
(주)에스앤에스텍,101490,19-Dec,,,
(주)에스에너지,95910,10-Dec,231735031,206926956,
(주)에스에너지,95910,11-Dec,195326879,179202068,
(주)에스에너지,95910,12-Dec,225361171,189359010,
(주)에스에너지,95910,13-Dec,268744747,236799986,
(주)에스에너지,95910,14-Dec,273413971,244784513,
(주)에스에너지,95910,15-Dec,313049193,286828069,
(주)에스에너지,95910,16-Dec,304638920,272816015,
(주)에스에너지,95910,17-Dec,231105250,196744106,
(주)에스에너지,95910,18-Dec,165548046,138448895,
(주)에스에너지,95910,19-Dec,216932737,181932060,
(주)에스에스알,275630,18-Dec,,,
(주)에스에스알,275630,19-Dec,,,
(주)에스에이엠티,31330,10-Dec,810004956,772501862,
(주)에스에이엠티,31330,11-Dec,969528355,927464281,
(주)에스에이엠티,31330,12-Dec,1024177007,982033752,
(주)에스에이엠티,31330,13-Dec,1022798914,977799352,
(주)에스에이엠티,31330,14-Dec,983166045,934053749,
(주)에스에이엠티,31330,15-Dec,1059342878,1007301742,
(주)에스에이엠티,31330,16-Dec,1063479333,1009681588,
(주)에스에이엠티,31330,17-Dec,1212024348,1159126323,
(주)에스에이엠티,31330,18-Dec,1176014835,1122548854,
(주)에스에이엠티,31330,19-Dec,1213833610,1162766947,
(주)에스에이티,60540,10-Dec,34938429,27628127,
(주)에스에이티,60540,11-Dec,31641818,24023029,
(주)에스에이티,60540,12-Dec,16595080,13060999,
(주)에스에이티,60540,13-Dec,7626719,4930821,
(주)에스에이티,60540,14-Dec,16795970,11748987,
(주)에스에이티,60540,15-Dec,38862501,28803707,
(주)에스에이티,60540,16-Dec,84693323,71399113,
(주)에스에이티,60540,17-Dec,97309966,79890963,
(주)에스에이티,60540,18-Dec,133941225,113983514,
(주)에스에이티,60540,19-Dec,140167604,116775909,
(주)에스에프에이,56190,10-Dec,654525383,548068878,
(주)에스에프에이,56190,11-Dec,781451480,621258009,
(주)에스에프에이,56190,12-Dec,507482440,371780359,
(주)에스에프에이,56190,13-Dec,478500787,353143277,
(주)에스에프에이,56190,14-Dec,415136598,332599279,
(주)에스에프에이,56190,15-Dec,526063549,418428139,
(주)에스에프에이,56190,16-Dec,1319748301,1126141683,
(주)에스에프에이,56190,17-Dec,1920384917,1595294579,
(주)에스에프에이,56190,18-Dec,1560055023,1232328850,
(주)에스에프에이,56190,19-Dec,1577746351,1260370290,
(주)에스에프에이반도체,36540,10-Dec,384114097,342136164,
(주)에스에프에이반도체,36540,11-Dec,463505699,416426035,
(주)에스에프에이반도체,36540,12-Dec,537854912,489382189,
(주)에스에프에이반도체,36540,13-Dec,540775785,511641348,
(주)에스에프에이반도체,36540,14-Dec,550931474,470979669,
(주)에스에프에이반도체,36540,15-Dec,516477480,476893144,
(주)에스에프에이반도체,36540,16-Dec,429214599,399456050,
(주)에스에프에이반도체,36540,17-Dec,449558231,410672653,
(주)에스에프에이반도체,36540,18-Dec,457853090,411087001,
(주)에스에프에이반도체,36540,19-Dec,588938238,535797801,
(주)에스엘바이오닉스,214310,15-Dec,57249639,45563329,
(주)에스엘바이오닉스,214310,16-Dec,59330985,45771465,
(주)에스엘바이오닉스,214310,17-Dec,48020218,37461169,
(주)에스엘바이오닉스,214310,18-Dec,32126457,27374897,
(주)에스엘바이오닉스,214310,19-Dec,24150312,20773123,
(주)에스엠라이프디자인그룹,63440,10-Dec,,,
(주)에스엠라이프디자인그룹,63440,11-Dec,,,
(주)에스엠라이프디자인그룹,63440,12-Dec,,,
(주)에스엠라이프디자인그룹,63440,13-Dec,15527152,11593804,
(주)에스엠라이프디자인그룹,63440,14-Dec,22980973,16869720,
