,회사명,거래소코드,회계년도,매출액(수익)(*)(IFRS연결)(천원),매출원가(*)(IFRS연결)(천원),매출원가율,매출원가율_,매출원가감소율,산업명
2038,(주)바른손이앤에이,35620,18-Dec,30044467,0,0,0,,  출판업
2039,(주)바른손이앤에이,35620,19-Dec,16975339,0,0,0,,  출판업
2040,(주)바른전자,64520,11-Dec,202628143,184466278,0.91,0.89,2.197802198,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업"
2041,(주)바른전자,64520,12-Dec,209098334,184017196,0.88,0.91,-3.409090909,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업"
2042,(주)바른전자,64520,13-Dec,231950913,211002198,0.91,0.88,3.296703297,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업"
2043,(주)바른전자,64520,14-Dec,,,,0.91,,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업"
2044,(주)바른전자,64520,15-Dec,225459497,206024139,0.91,,,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업"
2045,(주)바른전자,64520,16-Dec,241570556,223858488,0.93,0.91,2.150537634,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업"
2046,(주)바른전자,64520,17-Dec,168479538,175703208,1.04,0.93,10.57692308,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업"
2047,(주)바른전자,64520,18-Dec,92979655,102093236,1.1,1.04,5.454545455,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업"
2048,(주)바른전자,64520,19-Dec,39481096,44904832,1.14,1.1,3.50877193,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업"
2049,(주)바이넥스,53030,11-Dec,53457879,24652694,0.46,,,  의료용 물질 및 의약품 제조업
2050,(주)바이넥스,53030,12-Dec,55128609,29348072,0.53,0.46,13.20754717,  의료용 물질 및 의약품 제조업
2051,(주)바이넥스,53030,13-Dec,57296766,38606167,0.67,0.53,20.89552239,  의료용 물질 및 의약품 제조업
2052,(주)바이넥스,53030,14-Dec,,,,0.67,,  의료용 물질 및 의약품 제조업
2053,(주)바이넥스,53030,15-Dec,,,,,,  의료용 물질 및 의약품 제조업
2054,(주)바이넥스,53030,16-Dec,82108423,51828348,0.63,,,  의료용 물질 및 의약품 제조업
2055,(주)바이넥스,53030,17-Dec,78026380,49625133,0.64,0.63,1.5625,  의료용 물질 및 의약품 제조업
2056,(주)바이넥스,53030,18-Dec,104043177,55793228,0.54,0.64,-18.51851852,  의료용 물질 및 의약품 제조업
2057,(주)바이넥스,53030,19-Dec,125258579,68490565,0.55,0.54,1.818181818,  의료용 물질 및 의약품 제조업
2058,(주)바이오니아,64550,11-Dec,22764624,11301225,0.5,0.49,2,  의료용 물질 및 의약품 제조업
2059,(주)바이오니아,64550,12-Dec,20533918,9050634,0.44,0.5,-13.63636364,  의료용 물질 및 의약품 제조업
2060,(주)바이오니아,64550,13-Dec,23904101,9347283,0.39,0.44,-12.82051282,  의료용 물질 및 의약품 제조업
2061,(주)바이오니아,64550,14-Dec,17853516,7423522,0.42,0.39,7.142857143,  의료용 물질 및 의약품 제조업
2062,(주)바이오니아,64550,15-Dec,20833715,8181777,0.39,0.42,-7.692307692,  의료용 물질 및 의약품 제조업
2063,(주)바이오니아,64550,16-Dec,21703615,10163475,0.47,0.39,17.0212766,  의료용 물질 및 의약품 제조업
2064,(주)바이오니아,64550,17-Dec,23267735,9651933,0.41,0.47,-14.63414634,  의료용 물질 및 의약품 제조업
2065,(주)바이오니아,64550,18-Dec,24077826,11143273,0.46,0.41,10.86956522,  의료용 물질 및 의약품 제조업
2066,(주)바이오니아,64550,19-Dec,36292397,17139515,0.47,0.46,2.127659574,  의료용 물질 및 의약품 제조업
2067,(주)바이오로그디바이스,208710,14-Dec,,,,,,  기타금융업
2068,(주)바이오로그디바이스,208710,15-Dec,44874010,33378716,0.74,,,  기타금융업
2069,(주)바이오로그디바이스,208710,16-Dec,68614604,52752414,0.77,0.74,3.896103896,  기타금융업
2070,(주)바이오로그디바이스,208710,17-Dec,70020158,54960848,0.78,0.77,1.282051282,  기타금융업
2071,(주)바이오로그디바이스,208710,18-Dec,81464285,62758120,0.77,0.78,-1.298701299,  기타금융업
2072,(주)바이오로그디바이스,208710,19-Dec,90419017,70716529,0.78,0.77,1.282051282,  기타금융업
2073,(주)바이오솔루션,86820,18-Dec,,,,,,  의료용 물질 및 의약품 제조업
2074,(주)바이오솔루션,86820,19-Dec,,,,,,  의료용 물질 및 의약품 제조업
2075,(주)바이오스마트,38460,11-Dec,33702845,22748239,0.67,0.67,0,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업"
2076,(주)바이오스마트,38460,12-Dec,42395163,26750535,0.63,0.67,-6.349206349,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업"
2077,(주)바이오스마트,38460,13-Dec,40341220,28955977,0.72,0.63,12.5,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업"
2078,(주)바이오스마트,38460,14-Dec,41504417,30029124,0.72,0.72,0,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업"
2079,(주)바이오스마트,38460,15-Dec,54186600,39915340,0.74,0.72,2.702702703,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업"
2080,(주)바이오스마트,38460,16-Dec,62989881,49166037,0.78,0.74,5.128205128,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업"
2081,(주)바이오스마트,38460,17-Dec,80432645,58876879,0.73,0.78,-6.849315068,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업"
2082,(주)바이오스마트,38460,18-Dec,117732569,74845919,0.64,0.73,-14.0625,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업"
2083,(주)바이오스마트,38460,19-Dec,158967517,102735303,0.65,0.64,1.538461538,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업"
2084,(주)바이오톡스텍,86040,11-Dec,23087738,13890024,0.6,0.68,-13.33333333,  연구개발업
2085,(주)바이오톡스텍,86040,12-Dec,17715967,13258057,0.75,0.6,20,  연구개발업
2086,(주)바이오톡스텍,86040,13-Dec,17272069,13954362,0.81,0.75,7.407407407,  연구개발업
2087,(주)바이오톡스텍,86040,14-Dec,15087766,13372016,0.89,0.81,8.988764045,  연구개발업
2088,(주)바이오톡스텍,86040,15-Dec,16676482,13627437,0.82,0.89,-8.536585366,  연구개발업
2089,(주)바이오톡스텍,86040,16-Dec,22256692,14882544,0.67,0.82,-22.3880597,  연구개발업
2090,(주)바이오톡스텍,86040,17-Dec,25564709,16443209,0.64,0.67,-4.6875,  연구개발업
2091,(주)바이오톡스텍,86040,18-Dec,32582096,20523155,0.63,0.64,-1.587301587,  연구개발업
2092,(주)바이오톡스텍,86040,19-Dec,25853847,20484340,0.79,0.63,20.25316456,  연구개발업
2093,(주)바텍,43150,11-Dec,149625813,98491273,0.66,0.64,3.03030303,"  의료, 정밀, 광학기기 및 시계 제조업"
2094,(주)바텍,43150,12-Dec,175882269,112455342,0.64,0.66,-3.125,"  의료, 정밀, 광학기기 및 시계 제조업"
2095,(주)바텍,43150,13-Dec,171517053,97298729,0.57,0.64,-12.28070175,"  의료, 정밀, 광학기기 및 시계 제조업"
2096,(주)바텍,43150,14-Dec,194791464,107830643,0.55,0.57,-3.636363636,"  의료, 정밀, 광학기기 및 시계 제조업"
2097,(주)바텍,43150,15-Dec,217358785,117923190,0.54,0.55,-1.851851852,"  의료, 정밀, 광학기기 및 시계 제조업"
2098,(주)바텍,43150,16-Dec,238338397,124818863,0.52,0.54,-3.846153846,"  의료, 정밀, 광학기기 및 시계 제조업"
2099,(주)바텍,43150,17-Dec,218808934,113855484,0.52,0.52,0,"  의료, 정밀, 광학기기 및 시계 제조업"
2100,(주)바텍,43150,18-Dec,234393036,122641569,0.52,0.52,0,"  의료, 정밀, 광학기기 및 시계 제조업"
2101,(주)바텍,43150,19-Dec,271702910,144015092,0.53,0.52,1.886792453,"  의료, 정밀, 광학기기 및 시계 제조업"
2102,(주)방림,3610,11-Sep,218985322,196474531,0.9,0.9,0,  섬유제품 제조업; 의복제외
2103,(주)방림,3610,12-Sep,205928558,203290863,0.99,0.9,9.090909091,  섬유제품 제조업; 의복제외
2104,(주)방림,3610,13-Sep,193795095,177375875,0.92,0.99,-7.608695652,  섬유제품 제조업; 의복제외
2105,(주)방림,3610,14-Sep,161416440,145266827,0.9,0.92,-2.222222222,  섬유제품 제조업; 의복제외
2106,(주)방림,3610,15-Sep,161549573,142201767,0.88,0.9,-2.272727273,  섬유제품 제조업; 의복제외
2107,(주)방림,3610,16-Sep,150722738,130692656,0.87,0.88,-1.149425287,  섬유제품 제조업; 의복제외
2108,(주)방림,3610,17-Sep,148107534,128345033,0.87,0.87,0,  섬유제품 제조업; 의복제외
2109,(주)방림,3610,18-Sep,141818424,123903289,0.87,0.87,0,  섬유제품 제조업; 의복제외
2110,(주)방림,3610,19-Sep,131906971,112122831,0.85,0.87,-2.352941176,  섬유제품 제조업; 의복제외
2111,(주)배럴,267790,18-Dec,50068540,18662001,0.37,,,"  의복, 의복 액세서리 및 모피제품 제조업"
2112,(주)배럴,267790,19-Dec,59946896,22480110,0.38,0.37,2.631578947,"  의복, 의복 액세서리 및 모피제품 제조업"
2113,(주)백금티앤에이,46310,11-Dec,104522555,81770915,0.78,0.7,10.25641026,  도매 및 상품 중개업
2114,(주)백금티앤에이,46310,12-Dec,106041966,79725641,0.75,0.78,-4,  도매 및 상품 중개업
2115,(주)백금티앤에이,46310,13-Dec,81099769,59522865,0.73,0.75,-2.739726027,  도매 및 상품 중개업
2116,(주)백금티앤에이,46310,14-Dec,94309334,66333554,0.7,0.73,-4.285714286,  도매 및 상품 중개업
2117,(주)백금티앤에이,46310,15-Dec,92584519,68029335,0.73,0.7,4.109589041,  도매 및 상품 중개업
2118,(주)백금티앤에이,46310,16-Dec,60216859,47143103,0.78,0.73,6.41025641,  도매 및 상품 중개업
2119,(주)백금티앤에이,46310,17-Dec,101998708,77991501,0.76,0.78,-2.631578947,  도매 및 상품 중개업
2120,(주)백금티앤에이,46310,18-Dec,112217563,85597885,0.76,0.76,0,  도매 및 상품 중개업
2121,(주)백금티앤에이,46310,19-Dec,155629903,114366701,0.73,0.76,-4.109589041,  도매 및 상품 중개업
2122,(주)백산,35150,11-Dec,178131543,148694335,0.83,0.86,-3.614457831,  고무 및 플라스틱제품 제조업
2123,(주)백산,35150,12-Dec,185390651,147962438,0.8,0.83,-3.75,  고무 및 플라스틱제품 제조업
2124,(주)백산,35150,13-Dec,177231545,148659855,0.84,0.8,4.761904762,  고무 및 플라스틱제품 제조업
2125,(주)백산,35150,14-Dec,169766437,142482321,0.84,0.84,0,  고무 및 플라스틱제품 제조업
2126,(주)백산,35150,15-Dec,172072593,137292607,0.8,0.84,-5,  고무 및 플라스틱제품 제조업
2127,(주)백산,35150,16-Dec,200786094,155462655,0.77,0.8,-3.896103896,  고무 및 플라스틱제품 제조업
2128,(주)백산,35150,17-Dec,211371854,166861440,0.79,0.77,2.53164557,  고무 및 플라스틱제품 제조업
2129,(주)백산,35150,18-Dec,323119368,262725220,0.81,0.79,2.469135802,  고무 및 플라스틱제품 제조업
2130,(주)백산,35150,19-Dec,468882611,376665218,0.8,0.81,-1.25,  고무 및 플라스틱제품 제조업
2131,(주)버킷스튜디오,66410,11-Dec,,,,,,  영상ㆍ오디오 기록물 제작 및 배급업
2132,(주)버킷스튜디오,66410,12-Dec,,,,,,  영상ㆍ오디오 기록물 제작 및 배급업
2133,(주)버킷스튜디오,66410,13-Dec,,,,,,  영상ㆍ오디오 기록물 제작 및 배급업
2134,(주)버킷스튜디오,66410,14-Dec,,,,,,  영상ㆍ오디오 기록물 제작 및 배급업
2135,(주)버킷스튜디오,66410,15-Dec,,,,,,  영상ㆍ오디오 기록물 제작 및 배급업
2136,(주)버킷스튜디오,66410,16-Dec,,,,,,  영상ㆍ오디오 기록물 제작 및 배급업
2137,(주)버킷스튜디오,66410,17-Dec,,,,,,  영상ㆍ오디오 기록물 제작 및 배급업
2138,(주)버킷스튜디오,66410,18-Dec,,,,,,  영상ㆍ오디오 기록물 제작 및 배급업
2139,(주)버킷스튜디오,66410,19-Dec,,,,,,  영상ㆍ오디오 기록물 제작 및 배급업
2140,(주)베노홀딩스,206400,14-Dec,,,,,,  기타금융업
2141,(주)베노홀딩스,206400,15-Dec,20271602,0,0,,,  기타금융업
2142,(주)베노홀딩스,206400,16-Dec,20266910,0,0,0,,  기타금융업
2143,(주)베노홀딩스,206400,17-Dec,18892219,0,0,0,,  기타금융업
2144,(주)베노홀딩스,206400,18-Dec,15092291,0,0,0,,  기타금융업
2145,(주)베노홀딩스,206400,19-Dec,15950474,0,0,0,,  기타금융업
2146,(주)베셀,177350,15-Dec,52751850,35870590,0.68,,,  기타 기계 및 장비 제조업
2147,(주)베셀,177350,16-Dec,44002936,33916904,0.77,0.68,11.68831169,  기타 기계 및 장비 제조업
2148,(주)베셀,177350,17-Dec,80643961,57768351,0.72,0.77,-6.944444444,  기타 기계 및 장비 제조업
2149,(주)베셀,177350,18-Dec,75788384,56536962,0.75,0.72,4,  기타 기계 및 장비 제조업
2150,(주)베셀,177350,19-Dec,42343768,36226605,0.86,0.75,12.79069767,  기타 기계 및 장비 제조업
2151,(주)베스파,299910,18-Dec,124486560,0,0,,,  출판업
2152,(주)베스파,299910,19-Dec,100572482,0,0,0,,  출판업
2153,(주)벽산,7210,11-Dec,336793187,273137549,0.81,0.81,0,  비금속 광물제품 제조업
2154,(주)벽산,7210,12-Dec,318846473,260367552,0.82,0.81,1.219512195,  비금속 광물제품 제조업
2155,(주)벽산,7210,13-Dec,399388963,320478555,0.8,0.82,-2.5,  비금속 광물제품 제조업
2156,(주)벽산,7210,14-Dec,428396771,337330435,0.79,0.8,-1.265822785,  비금속 광물제품 제조업
2157,(주)벽산,7210,15-Dec,442823058,341912198,0.77,0.79,-2.597402597,  비금속 광물제품 제조업
2158,(주)벽산,7210,16-Dec,443779912,346049246,0.78,0.77,1.282051282,  비금속 광물제품 제조업
2159,(주)벽산,7210,17-Dec,414696624,331254195,0.8,0.78,2.5,  비금속 광물제품 제조업
2160,(주)벽산,7210,18-Dec,432398854,357256427,0.83,0.8,3.614457831,  비금속 광물제품 제조업
2161,(주)벽산,7210,19-Dec,433534084,370740121,0.86,0.83,3.488372093,  비금속 광물제품 제조업
2162,(주)보광산업,225530,15-Dec,,,,,,  비금속광물 광업; 연료용 제외
2163,(주)보광산업,225530,16-Dec,,,,,,  비금속광물 광업; 연료용 제외
2164,(주)보광산업,225530,17-Dec,,,,,,  비금속광물 광업; 연료용 제외
2165,(주)보광산업,225530,18-Dec,,,,,,  비금속광물 광업; 연료용 제외
2166,(주)보광산업,225530,19-Dec,,,,,,  비금속광물 광업; 연료용 제외
2167,(주)보라티알,250000,17-Dec,42068055,23972394,0.57,,,  도매 및 상품 중개업
2168,(주)보라티알,250000,18-Dec,42014603,25935329,0.62,0.57,8.064516129,  도매 및 상품 중개업
2169,(주)보라티알,250000,19-Dec,46789495,31729299,0.68,0.62,8.823529412,  도매 및 상품 중개업
2170,(주)보락,2760,11-Dec,,,,,,  화학물질 및 화학제품 제조업; 의약품 제외
2171,(주)보락,2760,12-Dec,,,,,,  화학물질 및 화학제품 제조업; 의약품 제외
2172,(주)보락,2760,13-Dec,,,,,,  화학물질 및 화학제품 제조업; 의약품 제외
2173,(주)보락,2760,14-Dec,,,,,,  화학물질 및 화학제품 제조업; 의약품 제외
2174,(주)보락,2760,15-Dec,,,,,,  화학물질 및 화학제품 제조업; 의약품 제외
2175,(주)보락,2760,16-Dec,,,,,,  화학물질 및 화학제품 제조업; 의약품 제외
2176,(주)보락,2760,17-Dec,,,,,,  화학물질 및 화학제품 제조업; 의약품 제외
2177,(주)보락,2760,18-Dec,,,,,,  화학물질 및 화학제품 제조업; 의약품 제외
2178,(주)보락,2760,19-Dec,,,,,,  화학물질 및 화학제품 제조업; 의약품 제외
2179,(주)보령,3850,11-Dec,,,,,,  의료용 물질 및 의약품 제조업
2180,(주)보령,3850,12-Dec,,,,,,  의료용 물질 및 의약품 제조업
2181,(주)보령,3850,13-Dec,,,,,,  의료용 물질 및 의약품 제조업
2182,(주)보령,3850,14-Dec,,,,,,  의료용 물질 및 의약품 제조업
2183,(주)보령,3850,15-Dec,,,,,,  의료용 물질 및 의약품 제조업
2184,(주)보령,3850,16-Dec,,,,,,  의료용 물질 및 의약품 제조업
2185,(주)보령,3850,17-Dec,422721052,254903781,0.6,,,  의료용 물질 및 의약품 제조업
2186,(주)보령,3850,18-Dec,460401670,271787836,0.59,0.6,-1.694915254,  의료용 물질 및 의약품 제조업
2187,(주)보령,3850,19-Dec,524268670,301274026,0.57,0.59,-3.50877193,  의료용 물질 및 의약품 제조업
2188,(주)본느,226340,15-Dec,,,,,,  기타금융업
2189,(주)본느,226340,16-Dec,,,,,,  기타금융업
2190,(주)본느,226340,17-Dec,,,,,,  기타금융업
2191,(주)본느,226340,18-Dec,29229682,17117317,0.59,,,  기타금융업
2192,(주)본느,226340,19-Dec,47018567,28961949,0.62,0.59,4.838709677,  기타금융업
2193,(주)부-스타,8470,11-Dec,,,,,,  금속가공제품 제조업; 기계 및 가구 제외
2194,(주)부-스타,8470,12-Dec,,,,,,  금속가공제품 제조업; 기계 및 가구 제외
2195,(주)부-스타,8470,13-Dec,,,,,,  금속가공제품 제조업; 기계 및 가구 제외
2196,(주)부-스타,8470,14-Dec,,,,,,  금속가공제품 제조업; 기계 및 가구 제외
2197,(주)부-스타,8470,15-Dec,,,,,,  금속가공제품 제조업; 기계 및 가구 제외
2198,(주)부-스타,8470,16-Dec,,,,,,  금속가공제품 제조업; 기계 및 가구 제외
2199,(주)부-스타,8470,17-Dec,,,,,,  금속가공제품 제조업; 기계 및 가구 제외
2200,(주)부-스타,8470,18-Dec,,,,,,  금속가공제품 제조업; 기계 및 가구 제외
2201,(주)부-스타,8470,19-Dec,,,,,,  금속가공제품 제조업; 기계 및 가구 제외
2202,(주)부방,14470,11-Dec,334669259,234477348,0.7,0.73,-4.285714286,  소매업; 자동차 제외
2203,(주)부방,14470,12-Dec,328982526,224422421,0.68,0.7,-2.941176471,  소매업; 자동차 제외
2204,(주)부방,14470,13-Dec,372055119,245098870,0.66,0.68,-3.03030303,  소매업; 자동차 제외
2205,(주)부방,14470,14-Dec,382206548,249615538,0.65,0.66,-1.538461538,  소매업; 자동차 제외
2206,(주)부방,14470,15-Dec,121967291,87812360,0.72,0.65,9.722222222,  소매업; 자동차 제외
2207,(주)부방,14470,16-Dec,257006997,178057912,0.69,0.72,-4.347826087,  소매업; 자동차 제외
2208,(주)부방,14470,17-Dec,383330726,257086987,0.67,0.69,-2.985074627,  소매업; 자동차 제외
2209,(주)부방,14470,18-Dec,348599294,242424794,0.7,0.67,4.285714286,  소매업; 자동차 제외
2210,(주)부방,14470,19-Dec,330262944,240135846,0.73,0.7,4.109589041,  소매업; 자동차 제외
2211,(주)뷰웍스,100120,11-Dec,35629219,18660890,0.52,0.52,0,"  의료, 정밀, 광학기기 및 시계 제조업"
2212,(주)뷰웍스,100120,12-Dec,46820976,23116990,0.49,0.52,-6.12244898,"  의료, 정밀, 광학기기 및 시계 제조업"
2213,(주)뷰웍스,100120,13-Dec,66501264,35436968,0.53,0.49,7.547169811,"  의료, 정밀, 광학기기 및 시계 제조업"
2214,(주)뷰웍스,100120,14-Dec,70811410,35915882,0.51,0.53,-3.921568627,"  의료, 정밀, 광학기기 및 시계 제조업"
2215,(주)뷰웍스,100120,15-Dec,93438699,51068550,0.55,0.51,7.272727273,"  의료, 정밀, 광학기기 및 시계 제조업"
2216,(주)뷰웍스,100120,16-Dec,117303133,57081310,0.49,0.55,-12.24489796,"  의료, 정밀, 광학기기 및 시계 제조업"
2217,(주)뷰웍스,100120,17-Dec,123460627,61377971,0.5,0.49,2,"  의료, 정밀, 광학기기 및 시계 제조업"
2218,(주)뷰웍스,100120,18-Dec,131403852,65890205,0.5,0.5,0,"  의료, 정밀, 광학기기 및 시계 제조업"
2219,(주)뷰웍스,100120,19-Dec,136009901,64082745,0.47,0.5,-6.382978723,"  의료, 정밀, 광학기기 및 시계 제조업"
2220,(주)브리지텍,64480,11-Dec,,,,,,  출판업
2221,(주)브리지텍,64480,12-Dec,,,,,,  출판업
2222,(주)브리지텍,64480,13-Dec,,,,,,  출판업
2223,(주)브리지텍,64480,14-Dec,,,,,,  출판업
2224,(주)브리지텍,64480,15-Dec,,,,,,  출판업
2225,(주)브리지텍,64480,16-Dec,,,,,,  출판업
2226,(주)브리지텍,64480,17-Dec,,,,,,  출판업
2227,(주)브리지텍,64480,18-Dec,,,,,,  출판업
2228,(주)브리지텍,64480,19-Dec,,,,,,  출판업
2229,(주)브이원텍,251630,17-Dec,38720628,19288714,0.5,,,  기타 기계 및 장비 제조업
2230,(주)브이원텍,251630,18-Dec,54628523,32933761,0.6,0.5,16.66666667,  기타 기계 및 장비 제조업
2231,(주)브이원텍,251630,19-Dec,26780003,17167302,0.64,0.6,6.25,  기타 기계 및 장비 제조업
2232,(주)브이티지엠피,18290,11-Dec,,,,,,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업"
2233,(주)브이티지엠피,18290,12-Dec,,,,,,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업"
2234,(주)브이티지엠피,18290,13-Dec,,,,,,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업"
2235,(주)브이티지엠피,18290,14-Dec,,,,,,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업"
2236,(주)브이티지엠피,18290,15-Dec,,,,,,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업"
2237,(주)브이티지엠피,18290,16-Dec,,,,,,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업"
2238,(주)브이티지엠피,18290,17-Dec,69859691,55919650,0.8,,,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업"
2239,(주)브이티지엠피,18290,18-Dec,109469851,68785048,0.63,0.8,-26.98412698,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업"
2240,(주)브이티지엠피,18290,19-Dec,112756600,71659631,0.64,0.63,1.5625,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업"
2241,(주)블루베리엔에프티,44480,11-Dec,25969100,25786134,0.99,0.93,6.060606061,  고무 및 플라스틱제품 제조업
2242,(주)블루베리엔에프티,44480,12-Dec,27282211,23560327,0.86,0.99,-15.11627907,  고무 및 플라스틱제품 제조업
2243,(주)블루베리엔에프티,44480,13-Dec,24702331,20976196,0.85,0.86,-1.176470588,  고무 및 플라스틱제품 제조업
2244,(주)블루베리엔에프티,44480,14-Dec,18261707,16700026,0.91,0.85,6.593406593,  고무 및 플라스틱제품 제조업
2245,(주)블루베리엔에프티,44480,15-Dec,17443492,16334178,0.94,0.91,3.191489362,  고무 및 플라스틱제품 제조업
2246,(주)블루베리엔에프티,44480,16-Dec,15334875,13988047,0.91,0.94,-3.296703297,  고무 및 플라스틱제품 제조업
2247,(주)블루베리엔에프티,44480,17-Dec,14931003,13438598,0.9,0.91,-1.111111111,  고무 및 플라스틱제품 제조업
2248,(주)블루베리엔에프티,44480,18-Dec,15350181,13445407,0.88,0.9,-2.272727273,  고무 및 플라스틱제품 제조업
2249,(주)블루베리엔에프티,44480,19-Dec,37484494,25990059,0.69,0.88,-27.53623188,  고무 및 플라스틱제품 제조업
2250,(주)블루콤,33560,11-Dec,41216047,34417597,0.84,,,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업"
2251,(주)블루콤,33560,12-Dec,56774888,43381731,0.76,0.84,-10.52631579,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업"
2252,(주)블루콤,33560,13-Dec,85508234,62436450,0.73,0.76,-4.109589041,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업"
2253,(주)블루콤,33560,14-Dec,196513183,148300732,0.75,0.73,2.666666667,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업"
2254,(주)블루콤,33560,15-Dec,217060294,168502727,0.78,0.75,3.846153846,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업"
2255,(주)블루콤,33560,16-Dec,238790401,182133000,0.76,0.78,-2.631578947,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업"
2256,(주)블루콤,33560,17-Dec,116599132,88991881,0.76,0.76,0,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업"
2257,(주)블루콤,33560,18-Dec,73866708,58832557,0.8,0.76,5,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업"
2258,(주)블루콤,33560,19-Dec,28562802,27723132,0.97,0.8,17.5257732,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업"
2259,(주)비덴트,121800,12-Jun,,,,,,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업"
2260,(주)비덴트,121800,13-Dec,,,,,,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업"
2261,(주)비덴트,121800,14-Dec,29024533,19454320,0.67,,,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업"
2262,(주)비덴트,121800,15-Dec,22678785,14949795,0.66,0.67,-1.515151515,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업"
2263,(주)비덴트,121800,16-Dec,23993768,17045046,0.71,0.66,7.042253521,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업"
2264,(주)비덴트,121800,17-Dec,23931470,17360600,0.73,0.71,2.739726027,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업"
2265,(주)비덴트,121800,18-Dec,21471982,13625175,0.63,0.73,-15.87301587,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업"
2266,(주)비덴트,121800,19-Dec,18671853,12262259,0.66,0.63,4.545454545,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업"
2267,(주)비보존헬스케어,82800,11-Dec,,,,0.9,,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업"
2268,(주)비보존헬스케어,82800,12-Dec,,,,,,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업"
2269,(주)비보존헬스케어,82800,13-Dec,,,,,,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업"
2270,(주)비보존헬스케어,82800,14-Dec,,,,,,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업"
2271,(주)비보존헬스케어,82800,15-Dec,,,,,,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업"
2272,(주)비보존헬스케어,82800,16-Dec,,,,,,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업"
2273,(주)비보존헬스케어,82800,17-Dec,,,,,,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업"
2274,(주)비보존헬스케어,82800,18-Dec,,,,,,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업"
2275,(주)비보존헬스케어,82800,19-Dec,44952919,41653807,0.93,,,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업"
2276,(주)비비안,2070,11-Dec,235214972,103556153,0.44,0.44,0,"  의복, 의복 액세서리 및 모피제품 제조업"
2277,(주)비비안,2070,12-Dec,238468901,108602496,0.46,0.44,4.347826087,"  의복, 의복 액세서리 및 모피제품 제조업"
2278,(주)비비안,2070,13-Dec,241714607,107558499,0.44,0.46,-4.545454545,"  의복, 의복 액세서리 및 모피제품 제조업"
2279,(주)비비안,2070,14-Dec,216710583,103292161,0.48,0.44,8.333333333,"  의복, 의복 액세서리 및 모피제품 제조업"
