,회사명,거래소코드,회계년도,매출액(수익)(*)(IFRS연결)(천원),매출원가(*)(IFRS연결)(천원),매출원가율,매출원가율_,매출원가감소율
13617,엘아이지넥스원(주),79550,18-Dec,,,,0.92,
13618,엘아이지넥스원(주),79550,19-Dec,1452651352,1314676677,0.91,,
13619,엘에스전선아시아(주),229640,16-Dec,345137250,309333691,0.9,,
13620,엘에스전선아시아(주),229640,17-Dec,403742016,365916616,0.91,0.9,1.098901099
13621,엘에스전선아시아(주),229640,18-Dec,441272165,405620151,0.92,0.91,1.086956522
13622,엘에스전선아시아(주),229640,19-Dec,520302893,472053748,0.91,0.92,-1.098901099
13624,엘지디스플레이(주),34220,11-Dec,24291289000,23081322000,0.95,0.85,10.52631579
13625,엘지디스플레이(주),34220,12-Dec,29429668000,26424756000,0.9,0.95,-5.555555556
13626,엘지디스플레이(주),34220,13-Dec,27033035000,23524851000,0.87,0.9,-3.448275862
13627,엘지디스플레이(주),34220,14-Dec,26455529000,22667134000,0.86,0.87,-1.162790698
13628,엘지디스플레이(주),34220,15-Dec,28383884000,24069572000,0.85,0.86,-1.176470588
13629,엘지디스플레이(주),34220,16-Dec,26504074000,22754270000,0.86,0.85,1.162790698
13630,엘지디스플레이(주),34220,17-Dec,27790216000,22424661000,0.81,0.86,-6.172839506
13631,엘지디스플레이(주),34220,18-Dec,24336571000,21251305000,0.87,0.81,6.896551724
13632,엘지디스플레이(주),34220,19-Dec,23475567000,21607240000,0.92,0.87,5.434782609
13634,엘지전자(주),66570,11-Dec,54256585000,42057595000,0.78,0.78,0
13635,엘지전자(주),66570,12-Dec,50959978000,38652915000,0.76,0.78,-2.631578947
13636,엘지전자(주),66570,13-Dec,58140376000,44720669000,0.77,0.76,1.298701299
13637,엘지전자(주),66570,14-Dec,59040767000,45299122000,0.77,0.77,0
13638,엘지전자(주),66570,15-Dec,56509008000,43635063000,0.77,0.77,0
13639,엘지전자(주),66570,16-Dec,55367033000,41630293000,0.75,0.77,-2.666666667
13640,엘지전자(주),66570,17-Dec,61396284000,46737563000,0.76,0.75,1.315789474
13641,엘지전자(주),66570,18-Dec,61341664000,46260620000,0.75,0.76,-1.333333333
13642,엘지전자(주),66570,19-Dec,62306175000,46970606000,0.75,0.75,0
13644,엘컴텍(주),37950,11-Dec,164088488,162718020,0.99,0.95,4.04040404
13645,엘컴텍(주),37950,12-Dec,122177907,135643227,1.11,0.99,10.81081081
13646,엘컴텍(주),37950,13-Dec,48099294,63472100,1.32,1.11,15.90909091
13647,엘컴텍(주),37950,14-Dec,32513267,25135502,0.77,1.32,-71.42857143
13648,엘컴텍(주),37950,15-Dec,62306127,47877308,0.77,0.77,0
13649,엘컴텍(주),37950,16-Dec,65552872,49934557,0.76,0.77,-1.315789474
13650,엘컴텍(주),37950,17-Dec,50288126,38077517,0.76,0.76,0
13651,엘컴텍(주),37950,18-Dec,40154183,30743599,0.77,0.76,1.298701299
13652,엘컴텍(주),37950,19-Dec,46157406,33552966,0.73,0.77,-5.479452055
13653,엘티씨(주),170920,13-Dec,,,,,
13654,엘티씨(주),170920,14-Dec,83087263,61822978,0.74,,
13655,엘티씨(주),170920,15-Dec,76418861,53812962,0.7,0.74,-5.714285714
13656,엘티씨(주),170920,16-Dec,71007818,56160473,0.79,0.7,11.39240506
13657,엘티씨(주),170920,17-Dec,65740789,49280122,0.75,0.79,-5.333333333
13658,엘티씨(주),170920,18-Dec,96773496,75619353,0.78,0.75,3.846153846
13659,엘티씨(주),170920,19-Dec,92053188,67924761,0.74,0.78,-5.405405405
13660,엠에프엠코리아(주),323230,19-Dec,,,,,
13662,엠케이전자(주),33160,11-Dec,752179425,724048807,0.96,0.97,-1.041666667
13663,엠케이전자(주),33160,12-Dec,706188976,674481681,0.96,0.96,0
13664,엠케이전자(주),33160,13-Dec,568127674,539856714,0.95,0.96,-1.052631579
13665,엠케이전자(주),33160,14-Dec,469589641,440956567,0.94,0.95,-1.063829787
13666,엠케이전자(주),33160,15-Dec,453105966,393109064,0.87,0.94,-8.045977011
13667,엠케이전자(주),33160,16-Dec,619601003,432073870,0.7,0.87,-24.28571429
13668,엠케이전자(주),33160,17-Dec,686150840,489698120,0.71,0.7,1.408450704
13669,엠케이전자(주),33160,18-Dec,706474289,498350690,0.71,0.71,0
13670,엠케이전자(주),33160,19-Dec,731615145,584085631,0.8,0.71,11.25
13672,영보화학(주),14440,11-Dec,130734860,102522899,0.78,0.77,1.282051282
13673,영보화학(주),14440,12-Dec,137821635,108436124,0.79,0.78,1.265822785
13674,영보화학(주),14440,13-Dec,163838811,128615428,0.79,0.79,0
13675,영보화학(주),14440,14-Dec,157432128,125978893,0.8,0.79,1.25
13676,영보화학(주),14440,15-Dec,157352294,118839031,0.76,0.8,-5.263157895
13677,영보화학(주),14440,16-Dec,157803797,118278767,0.75,0.76,-1.333333333
13678,영보화학(주),14440,17-Dec,164618163,128407863,0.78,0.75,3.846153846
13679,영보화학(주),14440,18-Dec,143915371,111846698,0.78,0.78,0
13680,영보화학(주),14440,19-Dec,131196068,99844719,0.76,0.78,-2.631578947
13682,영신금속공업(주),7530,11-Dec,,,,,
13683,영신금속공업(주),7530,12-Dec,,,,,
13684,영신금속공업(주),7530,13-Dec,110883218,91131759,0.82,,
13685,영신금속공업(주),7530,14-Dec,109865717,90132381,0.82,0.82,0
13686,영신금속공업(주),7530,15-Dec,111476755,88152950,0.79,0.82,-3.797468354
13687,영신금속공업(주),7530,16-Dec,117251228,94161442,0.8,0.79,1.25
13688,영신금속공업(주),7530,17-Dec,117773188,100067642,0.85,0.8,5.882352941
13689,영신금속공업(주),7530,18-Dec,117473879,93749963,0.8,0.85,-6.25
13690,영신금속공업(주),7530,19-Dec,119777966,97018457,0.81,0.8,1.234567901
13692,영진약품(주),3520,11-Dec,,,,,
13693,영진약품(주),3520,12-Dec,,,,,
13694,영진약품(주),3520,13-Dec,,,,,
13695,영진약품(주),3520,14-Dec,,,,,
13696,영진약품(주),3520,15-Dec,,,,,
13697,영진약품(주),3520,16-Dec,,,,,
13698,영진약품(주),3520,17-Dec,,,,,
13699,영진약품(주),3520,18-Dec,,,,,
13700,영진약품(주),3520,19-Dec,,,,,
13702,영풍정밀(주),36560,11-Dec,,,,,
13703,영풍정밀(주),36560,12-Dec,,,,,
13704,영풍정밀(주),36560,13-Dec,,,,,
13705,영풍정밀(주),36560,14-Dec,,,,,
13706,영풍정밀(주),36560,15-Dec,,,,,
13707,영풍정밀(주),36560,16-Dec,,,,,
13708,영풍정밀(주),36560,17-Dec,,,,,
13709,영풍정밀(주),36560,18-Dec,,,,,
13710,영풍정밀(주),36560,19-Dec,,,,,
13712,영풍제지(주),6740,11-Dec,,,,,
13713,영풍제지(주),6740,12-Dec,,,,,
13714,영풍제지(주),6740,13-Dec,,,,,
13715,영풍제지(주),6740,14-Dec,,,,,
13716,영풍제지(주),6740,15-Dec,,,,,
13717,영풍제지(주),6740,16-Dec,,,,,
13718,영풍제지(주),6740,17-Dec,,,,,
13719,영풍제지(주),6740,18-Dec,,,,,
13720,영풍제지(주),6740,19-Dec,99673570,80360756,0.81,,
13722,영화금속(주),12280,11-Dec,179068372,161090117,0.9,0.9,0
13723,영화금속(주),12280,12-Dec,172058734,152145269,0.88,0.9,-2.272727273
13724,영화금속(주),12280,13-Dec,165535387,148076210,0.89,0.88,1.123595506
13725,영화금속(주),12280,14-Dec,,,,0.89,
13726,영화금속(주),12280,15-Dec,,,,,
13727,영화금속(주),12280,16-Dec,,,,,
13728,영화금속(주),12280,17-Dec,,,,,
13729,영화금속(주),12280,18-Dec,,,,,
13730,영화금속(주),12280,19-Dec,,,,,
13731,영화테크(주),265560,17-Dec,59152552,45439553,0.77,,
13732,영화테크(주),265560,18-Dec,53485071,43759290,0.82,0.77,6.097560976
13733,영화테크(주),265560,19-Dec,44565403,39307481,0.88,0.82,6.818181818
13735,예스이십사(주),53280,11-Dec,355286644,281251035,0.79,0.78,1.265822785
13736,예스이십사(주),53280,12-Dec,,,,0.79,
13737,예스이십사(주),53280,13-Dec,,,,,
13738,예스이십사(주),53280,14-Dec,416000373,308259915,0.74,,
13739,예스이십사(주),53280,15-Dec,363119945,268728478,0.74,0.74,0
13740,예스이십사(주),53280,16-Dec,420980026,313813429,0.75,0.74,1.333333333
13741,예스이십사(주),53280,17-Dec,456800693,337264538,0.74,0.75,-1.351351351
13742,예스이십사(주),53280,18-Dec,506443290,407174322,0.8,0.74,7.5
13743,예스이십사(주),53280,19-Dec,533022797,418676838,0.79,0.8,-1.265822785
13744,오가닉티코스메틱스홀딩스컴퍼니리미티드,900300,15-Dec,135381039,70457353,0.52,,
13745,오가닉티코스메틱스홀딩스컴퍼니리미티드,900300,16-Dec,160577326,83125375,0.52,0.52,0
13746,오가닉티코스메틱스홀딩스컴퍼니리미티드,900300,17-Dec,197713108,98525025,0.5,0.52,-4
13747,오가닉티코스메틱스홀딩스컴퍼니리미티드,900300,18-Dec,240003035,121159773,0.5,0.5,0
13748,오가닉티코스메틱스홀딩스컴퍼니리미티드,900300,19-Dec,299604920,154497295,0.52,0.5,3.846153846
13750,오로라월드(주),39830,11-Dec,92725508,44533011,0.48,0.52,-8.333333333
13751,오로라월드(주),39830,12-Dec,101028234,51398712,0.51,0.48,5.882352941
13752,오로라월드(주),39830,13-Dec,119335376,61185897,0.51,0.51,0
13753,오로라월드(주),39830,14-Dec,122983285,62957917,0.51,0.51,0
13754,오로라월드(주),39830,15-Dec,122294932,59506825,0.49,0.51,-4.081632653
13755,오로라월드(주),39830,16-Dec,143388139,75996550,0.53,0.49,7.547169811
13756,오로라월드(주),39830,17-Dec,143612127,74588724,0.52,0.53,-1.923076923
13757,오로라월드(주),39830,18-Dec,146821883,78327171,0.53,0.52,1.886792453
13758,오로라월드(주),39830,19-Dec,157071565,85497424,0.54,0.53,1.851851852
13760,오상자이엘(주),53980,11-Dec,41132662,31864061,0.77,0.78,-1.298701299
13761,오상자이엘(주),53980,12-Dec,47346846,36398641,0.77,0.77,0
13762,오상자이엘(주),53980,13-Dec,51200780,39912943,0.78,0.77,1.282051282
13763,오상자이엘(주),53980,14-Dec,56961842,45735519,0.8,0.78,2.5
13764,오상자이엘(주),53980,15-Dec,57174842,47575463,0.83,0.8,3.614457831
13765,오상자이엘(주),53980,16-Dec,60762691,52540795,0.86,0.83,3.488372093
13766,오상자이엘(주),53980,17-Dec,66950982,58240561,0.87,0.86,1.149425287
13767,오상자이엘(주),53980,18-Dec,64710674,57862878,0.89,0.87,2.247191011
13768,오상자이엘(주),53980,19-Dec,74222347,67361654,0.91,0.89,2.197802198
13770,오성첨단소재(주),52420,11-Dec,198078356,167711608,0.85,0.77,9.411764706
13771,오성첨단소재(주),52420,12-Dec,104705410,127862918,1.22,0.85,30.32786885
13772,오성첨단소재(주),52420,13-Dec,134548449,143893169,1.07,1.22,-14.01869159
13773,오성첨단소재(주),52420,14-Dec,116506713,127556393,1.09,1.07,1.834862385
13774,오성첨단소재(주),52420,15-Dec,50864464,43279348,0.85,1.09,-28.23529412
13775,오성첨단소재(주),52420,16-Dec,44968625,39257608,0.87,0.85,2.298850575
13776,오성첨단소재(주),52420,17-Dec,44689681,36727880,0.82,0.87,-6.097560976
13777,오성첨단소재(주),52420,18-Dec,44104349,38437104,0.87,0.82,5.747126437
13778,오성첨단소재(주),52420,19-Dec,66605461,58302053,0.88,0.87,1.136363636
13779,오션브릿지(주),241790,16-Dec,,,,,
13780,오션브릿지(주),241790,17-Dec,56032967,41230606,0.74,,
13781,오션브릿지(주),241790,18-Dec,94181914,71111467,0.76,0.74,2.631578947
13782,오션브릿지(주),241790,19-Dec,75770273,56612763,0.75,0.76,-1.333333333
13784,오스템임플란트(주),48260,11-Dec,170385492,69904079,0.41,0.46,-12.19512195
13785,오스템임플란트(주),48260,12-Dec,198893647,78716393,0.4,0.41,-2.5
13786,오스템임플란트(주),48260,13-Dec,215665154,84486763,0.39,0.4,-2.564102564
13787,오스템임플란트(주),48260,14-Dec,235932741,99134587,0.42,0.39,7.142857143
13788,오스템임플란트(주),48260,15-Dec,277703306,115978556,0.42,0.42,0
13789,오스템임플란트(주),48260,16-Dec,344582038,141138940,0.41,0.42,-2.43902439
13790,오스템임플란트(주),48260,17-Dec,397790874,165703487,0.42,0.41,2.380952381
13791,오스템임플란트(주),48260,18-Dec,460146867,201599558,0.44,0.42,4.545454545
13792,오스템임플란트(주),48260,19-Dec,565042601,245906017,0.44,0.44,0
13793,올리패스(주),244460,19-Dec,1705302,912667,0.54,,
13794,올릭스(주),226950,18-Dec,302000,0,0,,
13795,올릭스(주),226950,19-Dec,1130327,0,0,0,
13797,옴니시스템(주),57540,11-Dec,63077848,53631495,0.85,0.76,10.58823529
13798,옴니시스템(주),57540,12-Dec,49189217,43051222,0.88,0.85,3.409090909
13799,옴니시스템(주),57540,13-Dec,50456482,40774349,0.81,0.88,-8.641975309
13800,옴니시스템(주),57540,14-Dec,73651608,57677466,0.78,0.81,-3.846153846
13801,옴니시스템(주),57540,15-Dec,77760550,57420912,0.74,0.78,-5.405405405
13802,옴니시스템(주),57540,16-Dec,69702655,54378806,0.78,0.74,5.128205128
13803,옴니시스템(주),57540,17-Dec,120638419,102252340,0.85,0.78,8.235294118
13804,옴니시스템(주),57540,18-Dec,114047082,95814807,0.84,0.85,-1.19047619
13805,옴니시스템(주),57540,19-Dec,94031923,80428152,0.86,0.84,2.325581395
13806,옵티시스(주),109080,11-Dec,,,,,
13807,옵티시스(주),109080,12-Dec,,,,,
13808,옵티시스(주),109080,13-Dec,,,,,
13809,옵티시스(주),109080,14-Dec,,,,,
13810,옵티시스(주),109080,15-Dec,,,,,
13811,옵티시스(주),109080,16-Dec,,,,,
13812,옵티시스(주),109080,17-Dec,,,,,
13813,옵티시스(주),109080,18-Dec,,,,,
13814,옵티시스(주),109080,19-Dec,,,,,
13816,와이더블유(주),51390,11-Dec,43662646,35607654,0.82,0.62,24.3902439
13817,와이더블유(주),51390,12-Dec,62429831,56701330,0.91,0.82,9.89010989
13818,와이더블유(주),51390,13-Dec,25706255,19844251,0.77,0.91,-18.18181818
13819,와이더블유(주),51390,14-Dec,16646403,13094327,0.79,0.77,2.53164557
13820,와이더블유(주),51390,15-Dec,11248868,7528942,0.67,0.79,-17.91044776
13821,와이더블유(주),51390,16-Dec,29520931,22331505,0.76,0.67,11.84210526
13822,와이더블유(주),51390,17-Dec,26435740,18565458,0.7,0.76,-8.571428571
13823,와이더블유(주),51390,18-Dec,29376115,21597709,0.74,0.7,5.405405405
13824,와이더블유(주),51390,19-Dec,19220154,11721128,0.61,0.74,-21.31147541
13825,와이아이케이(주),232140,15-Dec,,,,,
13826,와이아이케이(주),232140,16-Dec,,,,,
13827,와이아이케이(주),232140,17-Dec,150491664,117479271,0.78,,
13828,와이아이케이(주),232140,18-Dec,243159537,188102833,0.77,0.78,-1.298701299
13829,와이아이케이(주),232140,19-Dec,49982617,32738260,0.65,0.77,-18.46153846
13830,와이엠씨(주),155650,12-Dec,,,,,
13831,와이엠씨(주),155650,13-Dec,47001688,34105732,0.73,,
13832,와이엠씨(주),155650,14-Dec,47214079,38922653,0.82,0.73,10.97560976
13833,와이엠씨(주),155650,15-Dec,53135861,43337560,0.82,0.82,0
13834,와이엠씨(주),155650,16-Dec,122808109,103691039,0.84,0.82,2.380952381
13835,와이엠씨(주),155650,17-Dec,154022566,123847949,0.8,0.84,-5
13836,와이엠씨(주),155650,18-Dec,240874983,207710737,0.86,0.8,6.976744186
13837,와이엠씨(주),155650,19-Dec,167066128,160682075,0.96,0.86,10.41666667
13838,와이엠티(주),251370,17-Dec,69192110,41530614,0.6,,
13839,와이엠티(주),251370,18-Dec,72735869,44789774,0.62,0.6,3.225806452
13840,와이엠티(주),251370,19-Dec,95486219,58870550,0.62,0.62,0
13842,와토스코리아(주),79000,11-Dec,,,,,
13843,와토스코리아(주),79000,12-Dec,,,,,
13844,와토스코리아(주),79000,13-Dec,,,,,
13845,와토스코리아(주),79000,14-Dec,,,,,
13846,와토스코리아(주),79000,15-Dec,,,,,
13847,와토스코리아(주),79000,16-Dec,,,,,
13848,와토스코리아(주),79000,17-Dec,,,,,
13849,와토스코리아(주),79000,18-Dec,,,,,
13850,와토스코리아(주),79000,19-Dec,,,,,
13852,우리바이오(주),82850,11-Dec,339099174,284617664,0.84,0.85,-1.19047619
13853,우리바이오(주),82850,12-Dec,628399497,582717285,0.93,0.84,9.677419355
13854,우리바이오(주),82850,13-Dec,1039767497,992746734,0.95,0.93,2.105263158
13855,우리바이오(주),82850,14-Dec,1305506567,1246012049,0.95,0.95,0
13856,우리바이오(주),82850,15-Dec,1869414245,1751136232,0.94,0.95,-1.063829787
13857,우리바이오(주),82850,16-Dec,1533518881,1459041715,0.95,0.94,1.052631579
13858,우리바이오(주),82850,17-Dec,1474632347,1405695589,0.95,0.95,0
13859,우리바이오(주),82850,18-Dec,1279626989,1227500963,0.96,0.95,1.041666667
13860,우리바이오(주),82850,19-Dec,1672648383,1583333882,0.95,0.96,-1.052631579
13861,우리산업(주),215360,15-Dec,196717325,168393174,0.86,,
13862,우리산업(주),215360,16-Dec,258789641,220707321,0.85,0.86,-1.176470588
13863,우리산업(주),215360,17-Dec,279396173,239024768,0.86,0.85,1.162790698
13864,우리산업(주),215360,18-Dec,332788192,291101570,0.87,0.86,1.149425287
13865,우리산업(주),215360,19-Dec,318793341,279797467,0.88,0.87,1.136363636
13867,우리산업홀딩스(주),72470,11-Dec,200838433,170441562,0.85,0.83,2.352941176
13868,우리산업홀딩스(주),72470,12-Dec,243068130,206572355,0.85,0.85,0
13869,우리산업홀딩스(주),72470,13-Dec,290345923,242257698,0.83,0.85,-2.409638554
13870,우리산업홀딩스(주),72470,14-Dec,313831921,260337376,0.83,0.83,0
13871,우리산업홀딩스(주),72470,15-Dec,225307248,185995113,0.83,0.83,0
13872,우리산업홀딩스(주),72470,16-Dec,320883363,262261139,0.82,0.83,-1.219512195
13873,우리산업홀딩스(주),72470,17-Dec,332838238,277640862,0.83,0.82,1.204819277
13874,우리산업홀딩스(주),72470,18-Dec,387019864,333177054,0.86,0.83,3.488372093
13875,우리산업홀딩스(주),72470,19-Dec,378244799,329627344,0.87,0.86,1.149425287
13876,우리손에프앤지농업회사법인(주),73560,16-Dec,186697990,142166708,0.76,,
13877,우리손에프앤지농업회사법인(주),73560,17-Dec,209731269,150019815,0.72,0.76,-5.555555556
13878,우리손에프앤지농업회사법인(주),73560,18-Dec,236789278,196581930,0.83,0.72,13.25301205
13879,우리손에프앤지농업회사법인(주),73560,19-Dec,225233901,194215408,0.86,0.83,3.488372093
13881,우리엔터프라이즈(주),37400,11-Dec,33877306,27687066,0.82,0.81,1.219512195
13882,우리엔터프라이즈(주),37400,12-Dec,29141930,23117954,0.79,0.82,-3.797468354
13883,우리엔터프라이즈(주),37400,13-Dec,1060411285,1007819070,0.95,0.79,16.84210526
13884,우리엔터프라이즈(주),37400,14-Dec,1327073033,1261064409,0.95,0.95,0
13885,우리엔터프라이즈(주),37400,15-Dec,1893541261,1770009362,0.93,0.95,-2.150537634
13886,우리엔터프라이즈(주),37400,16-Dec,1563934952,1483827861,0.95,0.93,2.105263158
13887,우리엔터프라이즈(주),37400,17-Dec,1496166599,1419959743,0.95,0.95,0
13888,우리엔터프라이즈(주),37400,18-Dec,1302291027,1243633402,0.95,0.95,0
13889,우리엔터프라이즈(주),37400,19-Dec,1697725764,1602264562,0.94,0.95,-1.063829787
13890,우리이앤엘(주),153490,13-Dec,256098908,250625430,0.98,,
13891,우리이앤엘(주),153490,14-Dec,197496456,178447623,0.9,0.98,-8.888888889
13892,우리이앤엘(주),153490,15-Dec,189509627,164066495,0.87,0.9,-3.448275862
13893,우리이앤엘(주),153490,16-Dec,147083679,121982924,0.83,0.87,-4.819277108
13894,우리이앤엘(주),153490,17-Dec,158647596,139594046,0.88,0.83,5.681818182
13895,우리이앤엘(주),153490,18-Dec,142862234,119631489,0.84,0.88,-4.761904762
13896,우리이앤엘(주),153490,19-Dec,133202816,114072258,0.86,0.84,2.325581395
13898,우림피티에스(주),101170,11-Dec,70022261,54825791,0.78,0.75,3.846153846
13899,우림피티에스(주),101170,12-Dec,52729024,41417211,0.79,0.78,1.265822785
13900,우림피티에스(주),101170,13-Dec,57006665,47177801,0.83,0.79,4.819277108
13901,우림피티에스(주),101170,14-Dec,,,,0.83,
13902,우림피티에스(주),101170,15-Dec,,,,,
