,구분,코드,산업명,2011년.mid,2012년.mid,2013년.mid,2014년.mid,2015년.mid,2016년.mid,2017년.mid,2018년.mid,2019년.mid
379,엘지전자(주),66570,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",78.63,79.75,81.65,81.58,81.36,82.3,81.2,81.97,81.8
380,엘컴텍(주),37950,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",78.63,79.75,81.65,81.58,81.36,82.3,81.2,81.97,81.8
381,엠케이전자(주),33160,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",78.63,79.75,81.65,81.58,81.36,82.3,81.2,81.97,81.8
382,옵티시스(주),109080,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",78.63,79.75,81.65,81.58,81.36,82.3,81.2,81.97,81.8
383,와이더블유(주),51390,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",78.63,79.75,81.65,81.58,81.36,82.3,81.2,81.97,81.8
384,와이엠씨(주),155650,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",78.63,79.75,81.65,81.58,81.36,82.3,81.2,81.97,81.8
385,우리바이오(주),82850,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",78.63,79.75,81.65,81.58,81.36,82.3,81.2,81.97,81.8
386,우리이앤엘(주),153490,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",78.63,79.75,81.65,81.58,81.36,82.3,81.2,81.97,81.8
387,유아이엘(주),49520,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",78.63,79.75,81.65,81.58,81.36,82.3,81.2,81.97,81.8
388,인탑스(주),49070,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",78.63,79.75,81.65,81.58,81.36,82.3,81.2,81.97,81.8
389,일진디스플레이(주),20760,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",78.63,79.75,81.65,81.58,81.36,82.3,81.2,81.97,81.8
390,일진머티리얼즈(주),20150,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",78.63,79.75,81.65,81.58,81.36,82.3,81.2,81.97,81.8
391,자화전자(주),33240,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",78.63,79.75,81.65,81.58,81.36,82.3,81.2,81.97,81.8
392,재영솔루텍(주),49630,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",78.63,79.75,81.65,81.58,81.36,82.3,81.2,81.97,81.8
393,제이엠티(주),94970,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",78.63,79.75,81.65,81.58,81.36,82.3,81.2,81.97,81.8
394,케이에이치전자(주),111870,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",78.63,79.75,81.65,81.58,81.36,82.3,81.2,81.97,81.8
395,코웰패션(주),33290,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",78.63,79.75,81.65,81.58,81.36,82.3,81.2,81.97,81.8
396,코위버(주),56360,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",78.63,79.75,81.65,81.58,81.36,82.3,81.2,81.97,81.8
397,크루셜텍(주),114120,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",78.63,79.75,81.65,81.58,81.36,82.3,81.2,81.97,81.8
398,티제이미디어(주),32540,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",78.63,79.75,81.65,81.58,81.36,82.3,81.2,81.97,81.8
399,팅크웨어(주),84730,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",78.63,79.75,81.65,81.58,81.36,82.3,81.2,81.97,81.8
400,하나마이크론(주),67310,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",78.63,79.75,81.65,81.58,81.36,82.3,81.2,81.97,81.8
401,하나머티리얼즈(주),166090,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",78.63,79.75,81.65,81.58,81.36,82.3,81.2,81.97,81.8
402,한국컴퓨터(주),54040,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",78.63,79.75,81.65,81.58,81.36,82.3,81.2,81.97,81.8
403,한솔테크닉스(주),4710,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",78.63,79.75,81.65,81.58,81.36,82.3,81.2,81.97,81.8
404,한양디지텍(주),78350,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",78.63,79.75,81.65,81.58,81.36,82.3,81.2,81.97,81.8
405,한화에어로스페이스(주),12450,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",78.63,79.75,81.65,81.58,81.36,82.3,81.2,81.97,81.8
406,해성디에스(주),195870,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",78.63,79.75,81.65,81.58,81.36,82.3,81.2,81.97,81.8
407,현대바이오사이언스(주),48410,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",78.63,79.75,81.65,81.58,81.36,82.3,81.2,81.97,81.8
408,현대에너지솔루션(주),322000,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",78.63,79.75,81.65,81.58,81.36,82.3,81.2,81.97,81.8
409,현대에이치티(주),39010,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",78.63,79.75,81.65,81.58,81.36,82.3,81.2,81.97,81.8
410,현우산업(주),92300,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",78.63,79.75,81.65,81.58,81.36,82.3,81.2,81.97,81.8
411,휴림네트웍스(주),192410,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",78.63,79.75,81.65,81.58,81.36,82.3,81.2,81.97,81.8
412,(주)ES큐브,50120,  도매 및 상품 중개업,80.81,81.77,80.31,80.28,81.66,82.9,82.45,83.32,83.47
413,(주)STX,11810,  도매 및 상품 중개업,80.81,81.77,80.31,80.28,81.66,82.9,82.45,83.32,83.47
414,(주)국동,5320,  도매 및 상품 중개업,80.81,81.77,80.31,80.28,81.66,82.9,82.45,83.32,83.47
415,(주)남성,4270,  도매 및 상품 중개업,80.81,81.77,80.31,80.28,81.66,82.9,82.45,83.32,83.47
416,(주)다우데이타,32190,  도매 및 상품 중개업,80.81,81.77,80.31,80.28,81.66,82.9,82.45,83.32,83.47
417,(주)대명소노시즌,7720,  도매 및 상품 중개업,80.81,81.77,80.31,80.28,81.66,82.9,82.45,83.32,83.47
418,(주)대한과학,131220,  도매 및 상품 중개업,80.81,81.77,80.31,80.28,81.66,82.9,82.45,83.32,83.47
419,(주)동서,26960,  도매 및 상품 중개업,80.81,81.77,80.31,80.28,81.66,82.9,82.45,83.32,83.47
420,(주)디모아,16670,  도매 및 상품 중개업,80.81,81.77,80.31,80.28,81.66,82.9,82.45,83.32,83.47
421,(주)리드코프,12700,  도매 및 상품 중개업,80.81,81.77,80.31,80.28,81.66,82.9,82.45,83.32,83.47
422,(주)매커스,93520,  도매 및 상품 중개업,80.81,81.77,80.31,80.28,81.66,82.9,82.45,83.32,83.47
423,(주)메디콕스,54180,  도매 및 상품 중개업,80.81,81.77,80.31,80.28,81.66,82.9,82.45,83.32,83.47
424,(주)메디프론디비티,65650,  도매 및 상품 중개업,80.81,81.77,80.31,80.28,81.66,82.9,82.45,83.32,83.47
425,(주)모나미,5360,  도매 및 상품 중개업,80.81,81.77,80.31,80.28,81.66,82.9,82.45,83.32,83.47
426,(주)백금티앤에이,46310,  도매 및 상품 중개업,80.81,81.77,80.31,80.28,81.66,82.9,82.45,83.32,83.47
427,(주)보라티알,250000,  도매 및 상품 중개업,80.81,81.77,80.31,80.28,81.66,82.9,82.45,83.32,83.47
428,(주)비엘팜텍,65170,  도매 및 상품 중개업,80.81,81.77,80.31,80.28,81.66,82.9,82.45,83.32,83.47
429,(주)서린바이오사이언스,38070,  도매 및 상품 중개업,80.81,81.77,80.31,80.28,81.66,82.9,82.45,83.32,83.47
430,(주)서울옥션,63170,  도매 및 상품 중개업,80.81,81.77,80.31,80.28,81.66,82.9,82.45,83.32,83.47
431,(주)서플러스글로벌,140070,  도매 및 상품 중개업,80.81,81.77,80.31,80.28,81.66,82.9,82.45,83.32,83.47
432,(주)세우글로벌,13000,  도매 및 상품 중개업,80.81,81.77,80.31,80.28,81.66,82.9,82.45,83.32,83.47
433,(주)셀트리온헬스케어,91990,  도매 및 상품 중개업,80.81,81.77,80.31,80.28,81.66,82.9,82.45,83.32,83.47
434,(주)신흥,4080,  도매 및 상품 중개업,80.81,81.77,80.31,80.28,81.66,82.9,82.45,83.32,83.47
435,(주)씨아이테크,4920,  도매 및 상품 중개업,80.81,81.77,80.31,80.28,81.66,82.9,82.45,83.32,83.47
436,(주)씨티씨바이오,60590,  도매 및 상품 중개업,80.81,81.77,80.31,80.28,81.66,82.9,82.45,83.32,83.47
437,(주)아가방앤컴퍼니,13990,  도매 및 상품 중개업,80.81,81.77,80.31,80.28,81.66,82.9,82.45,83.32,83.47
438,(주)아이마켓코리아,122900,  도매 및 상품 중개업,80.81,81.77,80.31,80.28,81.66,82.9,82.45,83.32,83.47
439,(주)아이엠,101390,  도매 및 상품 중개업,80.81,81.77,80.31,80.28,81.66,82.9,82.45,83.32,83.47
440,(주)에스에이엠티,31330,  도매 및 상품 중개업,80.81,81.77,80.31,80.28,81.66,82.9,82.45,83.32,83.47
441,(주)에스지세계물산,4060,  도매 및 상품 중개업,80.81,81.77,80.31,80.28,81.66,82.9,82.45,83.32,83.47
442,(주)에이디칩스,54630,  도매 및 상품 중개업,80.81,81.77,80.31,80.28,81.66,82.9,82.45,83.32,83.47
443,(주)엘에스네트웍스,680,  도매 및 상품 중개업,80.81,81.77,80.31,80.28,81.66,82.9,82.45,83.32,83.47
444,(주)엘엑스인터내셔널,1120,  도매 및 상품 중개업,80.81,81.77,80.31,80.28,81.66,82.9,82.45,83.32,83.47
445,(주)엠피대산,65150,  도매 및 상품 중개업,80.81,81.77,80.31,80.28,81.66,82.9,82.45,83.32,83.47
446,(주)영원무역,111770,  도매 및 상품 중개업,80.81,81.77,80.31,80.28,81.66,82.9,82.45,83.32,83.47
447,(주)영원무역홀딩스,9970,  도매 및 상품 중개업,80.81,81.77,80.31,80.28,81.66,82.9,82.45,83.32,83.47
448,(주)오픈베이스,49480,  도매 및 상품 중개업,80.81,81.77,80.31,80.28,81.66,82.9,82.45,83.32,83.47
449,(주)원익,32940,  도매 및 상품 중개업,80.81,81.77,80.31,80.28,81.66,82.9,82.45,83.32,83.47
450,(주)원익큐브,14190,  도매 및 상품 중개업,80.81,81.77,80.31,80.28,81.66,82.9,82.45,83.32,83.47
451,(주)윌비스,8600,  도매 및 상품 중개업,80.81,81.77,80.31,80.28,81.66,82.9,82.45,83.32,83.47
452,(주)유니트론텍,142210,  도매 및 상품 중개업,80.81,81.77,80.31,80.28,81.66,82.9,82.45,83.32,83.47
453,(주)유진로봇,56080,  도매 및 상품 중개업,80.81,81.77,80.31,80.28,81.66,82.9,82.45,83.32,83.47
454,(주)이상네트웍스,80010,  도매 및 상품 중개업,80.81,81.77,80.31,80.28,81.66,82.9,82.45,83.32,83.47
455,(주)이원,17940,  도매 및 상품 중개업,80.81,81.77,80.31,80.28,81.66,82.9,82.45,83.32,83.47
456,(주)인바이오젠,101140,  도매 및 상품 중개업,80.81,81.77,80.31,80.28,81.66,82.9,82.45,83.32,83.47
457,(주)인스코비,6490,  도매 및 상품 중개업,80.81,81.77,80.31,80.28,81.66,82.9,82.45,83.32,83.47
458,(주)잇츠한불,226320,  도매 및 상품 중개업,80.81,81.77,80.31,80.28,81.66,82.9,82.45,83.32,83.47
459,(주)제로투세븐,159580,  도매 및 상품 중개업,80.81,81.77,80.31,80.28,81.66,82.9,82.45,83.32,83.47
460,(주)중앙에너비스,440,  도매 및 상품 중개업,80.81,81.77,80.31,80.28,81.66,82.9,82.45,83.32,83.47
461,(주)지에스글로벌,1250,  도매 및 상품 중개업,80.81,81.77,80.31,80.28,81.66,82.9,82.45,83.32,83.47
462,(주)진도,88790,  도매 및 상품 중개업,80.81,81.77,80.31,80.28,81.66,82.9,82.45,83.32,83.47
463,(주)초록뱀헬스케어,118000,  도매 및 상품 중개업,80.81,81.77,80.31,80.28,81.66,82.9,82.45,83.32,83.47
464,(주)키다리스튜디오,20120,  도매 및 상품 중개업,80.81,81.77,80.31,80.28,81.66,82.9,82.45,83.32,83.47
465,(주)파마리서치,214450,  도매 및 상품 중개업,80.81,81.77,80.31,80.28,81.66,82.9,82.45,83.32,83.47
466,(주)포스코인터내셔널,47050,  도매 및 상품 중개업,80.81,81.77,80.31,80.28,81.66,82.9,82.45,83.32,83.47
467,(주)플레이그램,9810,  도매 및 상품 중개업,80.81,81.77,80.31,80.28,81.66,82.9,82.45,83.32,83.47
468,(주)피씨디렉트,51380,  도매 및 상품 중개업,80.81,81.77,80.31,80.28,81.66,82.9,82.45,83.32,83.47
469,(주)한국테크놀로지,53590,  도매 및 상품 중개업,80.81,81.77,80.31,80.28,81.66,82.9,82.45,83.32,83.47
470,(주)한샘,9240,  도매 및 상품 중개업,80.81,81.77,80.31,80.28,81.66,82.9,82.45,83.32,83.47
471,(주)한창,5110,  도매 및 상품 중개업,80.81,81.77,80.31,80.28,81.66,82.9,82.45,83.32,83.47
472,(주)한창바이오텍,43090,  도매 및 상품 중개업,80.81,81.77,80.31,80.28,81.66,82.9,82.45,83.32,83.47
473,(주)혜인,3010,  도매 및 상품 중개업,80.81,81.77,80.31,80.28,81.66,82.9,82.45,83.32,83.47
474,(주)홈센타홀딩스,60560,  도매 및 상품 중개업,80.81,81.77,80.31,80.28,81.66,82.9,82.45,83.32,83.47
475,(주)휠라홀딩스,81660,  도매 및 상품 중개업,80.81,81.77,80.31,80.28,81.66,82.9,82.45,83.32,83.47
476,감성코퍼레이션(주),36620,  도매 및 상품 중개업,80.81,81.77,80.31,80.28,81.66,82.9,82.45,83.32,83.47
477,대한그린파워(주),60900,  도매 및 상품 중개업,80.81,81.77,80.31,80.28,81.66,82.9,82.45,83.32,83.47
478,바이온(주),32980,  도매 및 상품 중개업,80.81,81.77,80.31,80.28,81.66,82.9,82.45,83.32,83.47
479,삼영무역(주),2810,  도매 및 상품 중개업,80.81,81.77,80.31,80.28,81.66,82.9,82.45,83.32,83.47
480,삼천리자전거(주),24950,  도매 및 상품 중개업,80.81,81.77,80.31,80.28,81.66,82.9,82.45,83.32,83.47
481,신성통상(주),5390,  도매 및 상품 중개업,80.81,81.77,80.31,80.28,81.66,82.9,82.45,83.32,83.47
482,신일전자(주),2700,  도매 및 상품 중개업,80.81,81.77,80.31,80.28,81.66,82.9,82.45,83.32,83.47
483,씨제이씨푸드(주),11150,  도매 및 상품 중개업,80.81,81.77,80.31,80.28,81.66,82.9,82.45,83.32,83.47
484,씨제이프레시웨이(주),51500,  도매 및 상품 중개업,80.81,81.77,80.31,80.28,81.66,82.9,82.45,83.32,83.47
485,에스디엔(주),99220,  도매 및 상품 중개업,80.81,81.77,80.31,80.28,81.66,82.9,82.45,83.32,83.47
486,에스케이가스(주),18670,  도매 및 상품 중개업,80.81,81.77,80.31,80.28,81.66,82.9,82.45,83.32,83.47
487,에스케이네트웍스(주),1740,  도매 및 상품 중개업,80.81,81.77,80.31,80.28,81.66,82.9,82.45,83.32,83.47
488,웰바이오텍(주),10600,  도매 및 상품 중개업,80.81,81.77,80.31,80.28,81.66,82.9,82.45,83.32,83.47
489,유니퀘스트(주),77500,  도매 및 상품 중개업,80.81,81.77,80.31,80.28,81.66,82.9,82.45,83.32,83.47
490,이화산업(주),760,  도매 및 상품 중개업,80.81,81.77,80.31,80.28,81.66,82.9,82.45,83.32,83.47
491,제이씨현시스템(주),33320,  도매 및 상품 중개업,80.81,81.77,80.31,80.28,81.66,82.9,82.45,83.32,83.47
492,지더블유바이텍(주),36180,  도매 및 상품 중개업,80.81,81.77,80.31,80.28,81.66,82.9,82.45,83.32,83.47
493,참좋은여행(주),94850,  도매 및 상품 중개업,80.81,81.77,80.31,80.28,81.66,82.9,82.45,83.32,83.47
494,한국정보공학(주),39740,  도매 및 상품 중개업,80.81,81.77,80.31,80.28,81.66,82.9,82.45,83.32,83.47
495,한국화장품(주),123690,  도매 및 상품 중개업,80.81,81.77,80.31,80.28,81.66,82.9,82.45,83.32,83.47
496,현대코퍼레이션(주),11760,  도매 및 상품 중개업,80.81,81.77,80.31,80.28,81.66,82.9,82.45,83.32,83.47
497,현대코퍼레이션홀딩스(주),227840,  도매 및 상품 중개업,80.81,81.77,80.31,80.28,81.66,82.9,82.45,83.32,83.47
498,흥구석유(주),24060,  도매 및 상품 중개업,80.81,81.77,80.31,80.28,81.66,82.9,82.45,83.32,83.47
499,(주)HJ중공업,97230,  기타 운송장비 제조업,82.98,82.985,88,91.475,88.85,87.545,88.54,91.865,90.035
500,(주)대창솔루션,96350,  기타 운송장비 제조업,82.98,82.985,88,91.475,88.85,87.545,88.54,91.865,90.035
501,(주)동방선기,99410,  기타 운송장비 제조업,82.98,82.985,88,91.475,88.85,87.545,88.54,91.865,90.035
502,(주)상상인인더스트리,101000,  기타 운송장비 제조업,82.98,82.985,88,91.475,88.85,87.545,88.54,91.865,90.035
503,(주)세진중공업,75580,  기타 운송장비 제조업,82.98,82.985,88,91.475,88.85,87.545,88.54,91.865,90.035
504,(주)쎄트렉아이,99320,  기타 운송장비 제조업,82.98,82.985,88,91.475,88.85,87.545,88.54,91.865,90.035
505,(주)아스트,67390,  기타 운송장비 제조업,82.98,82.985,88,91.475,88.85,87.545,88.54,91.865,90.035
506,(주)알톤스포츠,123750,  기타 운송장비 제조업,82.98,82.985,88,91.475,88.85,87.545,88.54,91.865,90.035
507,(주)어스앤에어로스페이스,263540,  기타 운송장비 제조업,82.98,82.985,88,91.475,88.85,87.545,88.54,91.865,90.035
508,(주)오리엔탈정공,14940,  기타 운송장비 제조업,82.98,82.985,88,91.475,88.85,87.545,88.54,91.865,90.035
509,(주)케이프,64820,  기타 운송장비 제조업,82.98,82.985,88,91.475,88.85,87.545,88.54,91.865,90.035
510,(주)현대미포조선,10620,  기타 운송장비 제조업,82.98,82.985,88,91.475,88.85,87.545,88.54,91.865,90.035
511,대양전기공업(주),108380,  기타 운송장비 제조업,82.98,82.985,88,91.475,88.85,87.545,88.54,91.865,90.035
512,대우조선해양(주),42660,  기타 운송장비 제조업,82.98,82.985,88,91.475,88.85,87.545,88.54,91.865,90.035
513,삼성중공업(주),10140,  기타 운송장비 제조업,82.98,82.985,88,91.475,88.85,87.545,88.54,91.865,90.035
514,인화정공(주),101930,  기타 운송장비 제조업,82.98,82.985,88,91.475,88.85,87.545,88.54,91.865,90.035
515,케이알모터스(주),40,  기타 운송장비 제조업,82.98,82.985,88,91.475,88.85,87.545,88.54,91.865,90.035
516,하이즈항공(주),221840,  기타 운송장비 제조업,82.98,82.985,88,91.475,88.85,87.545,88.54,91.865,90.035
517,한국조선해양(주),9540,  기타 운송장비 제조업,82.98,82.985,88,91.475,88.85,87.545,88.54,91.865,90.035
518,한국항공우주산업(주),47810,  기타 운송장비 제조업,82.98,82.985,88,91.475,88.85,87.545,88.54,91.865,90.035
519,한라아이엠에스(주),92460,  기타 운송장비 제조업,82.98,82.985,88,91.475,88.85,87.545,88.54,91.865,90.035
520,현대로템(주),64350,  기타 운송장비 제조업,82.98,82.985,88,91.475,88.85,87.545,88.54,91.865,90.035
521,(주)MH에탄올,23150,  음료 제조업,59.36,59.41,58.53,60.8,64.89,65.23,68.2,66.59,68.22
522,(주)국순당,43650,  음료 제조업,59.36,59.41,58.53,60.8,64.89,65.23,68.2,66.59,68.22
523,(주)네이처셀,7390,  음료 제조업,59.36,59.41,58.53,60.8,64.89,65.23,68.2,66.59,68.22
524,(주)무학,33920,  음료 제조업,59.36,59.41,58.53,60.8,64.89,65.23,68.2,66.59,68.22
525,(주)진로발효,18120,  음료 제조업,59.36,59.41,58.53,60.8,64.89,65.23,68.2,66.59,68.22
526,(주)창해에탄올,4650,  음료 제조업,59.36,59.41,58.53,60.8,64.89,65.23,68.2,66.59,68.22
527,(주)흥국에프엔비,189980,  음료 제조업,59.36,59.41,58.53,60.8,64.89,65.23,68.2,66.59,68.22
528,롯데칠성음료(주),5300,  음료 제조업,59.36,59.41,58.53,60.8,64.89,65.23,68.2,66.59,68.22
529,보해양조(주),890,  음료 제조업,59.36,59.41,58.53,60.8,64.89,65.23,68.2,66.59,68.22
530,풍국주정공업(주),23900,  음료 제조업,59.36,59.41,58.53,60.8,64.89,65.23,68.2,66.59,68.22
531,하이트진로(주),80,  음료 제조업,59.36,59.41,58.53,60.8,64.89,65.23,68.2,66.59,68.22
532,(주)SH에너지화학,2360,  화학물질 및 화학제품 제조업; 의약품 제외,77.91,80.41,80.36,79.71,77.5,77.25,78.45,81.48,79.49
533,(주)경농,2100,  화학물질 및 화학제품 제조업; 의약품 제외,77.91,80.41,80.36,79.71,77.5,77.25,78.45,81.48,79.49
534,(주)경인양행,12610,  화학물질 및 화학제품 제조업; 의약품 제외,77.91,80.41,80.36,79.71,77.5,77.25,78.45,81.48,79.49
535,(주)금양,1570,  화학물질 및 화학제품 제조업; 의약품 제외,77.91,80.41,80.36,79.71,77.5,77.25,78.45,81.48,79.49
536,(주)나노브릭,286750,  화학물질 및 화학제품 제조업; 의약품 제외,77.91,80.41,80.36,79.71,77.5,77.25,78.45,81.48,79.49
537,(주)나노신소재,121600,  화학물질 및 화학제품 제조업; 의약품 제외,77.91,80.41,80.36,79.71,77.5,77.25,78.45,81.48,79.49
538,(주)네오팜,92730,  화학물질 및 화학제품 제조업; 의약품 제외,77.91,80.41,80.36,79.71,77.5,77.25,78.45,81.48,79.49
539,(주)노루페인트,90350,  화학물질 및 화학제품 제조업; 의약품 제외,77.91,80.41,80.36,79.71,77.5,77.25,78.45,81.48,79.49
540,(주)대유,290380,  화학물질 및 화학제품 제조업; 의약품 제외,77.91,80.41,80.36,79.71,77.5,77.25,78.45,81.48,79.49
541,(주)덕산테코피아,317330,  화학물질 및 화학제품 제조업; 의약품 제외,77.91,80.41,80.36,79.71,77.5,77.25,78.45,81.48,79.49
542,(주)동남합성,23450,  화학물질 및 화학제품 제조업; 의약품 제외,77.91,80.41,80.36,79.71,77.5,77.25,78.45,81.48,79.49
543,(주)동방아그로,7590,  화학물질 및 화학제품 제조업; 의약품 제외,77.91,80.41,80.36,79.71,77.5,77.25,78.45,81.48,79.49
544,(주)동성화인텍,33500,  화학물질 및 화학제품 제조업; 의약품 제외,77.91,80.41,80.36,79.71,77.5,77.25,78.45,81.48,79.49
545,(주)동진쎄미켐,5290,  화학물질 및 화학제품 제조업; 의약품 제외,77.91,80.41,80.36,79.71,77.5,77.25,78.45,81.48,79.49
546,(주)디엔에프,92070,  화학물질 및 화학제품 제조업; 의약품 제외,77.91,80.41,80.36,79.71,77.5,77.25,78.45,81.48,79.49
547,(주)라이온켐텍,171120,  화학물질 및 화학제품 제조업; 의약품 제외,77.91,80.41,80.36,79.71,77.5,77.25,78.45,81.48,79.49
548,(주)라파스,214260,  화학물질 및 화학제품 제조업; 의약품 제외,77.91,80.41,80.36,79.71,77.5,77.25,78.45,81.48,79.49
549,(주)메카로,241770,  화학물질 및 화학제품 제조업; 의약품 제외,77.91,80.41,80.36,79.71,77.5,77.25,78.45,81.48,79.49
550,(주)보락,2760,  화학물질 및 화학제품 제조업; 의약품 제외,77.91,80.41,80.36,79.71,77.5,77.25,78.45,81.48,79.49
551,(주)서흥,8490,  화학물질 및 화학제품 제조업; 의약품 제외,77.91,80.41,80.36,79.71,77.5,77.25,78.45,81.48,79.49
552,(주)스킨앤스킨,159910,  화학물질 및 화학제품 제조업; 의약품 제외,77.91,80.41,80.36,79.71,77.5,77.25,78.45,81.48,79.49
553,(주)씨젠,96530,  화학물질 및 화학제품 제조업; 의약품 제외,77.91,80.41,80.36,79.71,77.5,77.25,78.45,81.48,79.49
554,(주)씨티케이,260930,  화학물질 및 화학제품 제조업; 의약품 제외,77.91,80.41,80.36,79.71,77.5,77.25,78.45,81.48,79.49
555,(주)아모레퍼시픽,90430,  화학물질 및 화학제품 제조업; 의약품 제외,77.91,80.41,80.36,79.71,77.5,77.25,78.45,81.48,79.49
556,(주)아우딘퓨쳐스,227610,  화학물질 및 화학제품 제조업; 의약품 제외,77.91,80.41,80.36,79.71,77.5,77.25,78.45,81.48,79.49
557,(주)에스디생명공학,217480,  화학물질 및 화학제품 제조업; 의약품 제외,77.91,80.41,80.36,79.71,77.5,77.25,78.45,81.48,79.49
558,(주)에스티큐브,52020,  화학물질 및 화학제품 제조업; 의약품 제외,77.91,80.41,80.36,79.71,77.5,77.25,78.45,81.48,79.49
559,(주)에이블씨엔씨,78520,  화학물질 및 화학제품 제조업; 의약품 제외,77.91,80.41,80.36,79.71,77.5,77.25,78.45,81.48,79.49
560,(주)에이치알에스,36640,  화학물질 및 화학제품 제조업; 의약품 제외,77.91,80.41,80.36,79.71,77.5,77.25,78.45,81.48,79.49
561,(주)에코프로,86520,  화학물질 및 화학제품 제조업; 의약품 제외,77.91,80.41,80.36,79.71,77.5,77.25,78.45,81.48,79.49
562,(주)엔피케이,48830,  화학물질 및 화학제품 제조업; 의약품 제외,77.91,80.41,80.36,79.71,77.5,77.25,78.45,81.48,79.49
563,(주)엘지생활건강,51900,  화학물질 및 화학제품 제조업; 의약품 제외,77.91,80.41,80.36,79.71,77.5,77.25,78.45,81.48,79.49
564,(주)엘지화학,51910,  화학물질 및 화학제품 제조업; 의약품 제외,77.91,80.41,80.36,79.71,77.5,77.25,78.45,81.48,79.49
565,(주)오공,45060,  화학물질 및 화학제품 제조업; 의약품 제외,77.91,80.41,80.36,79.71,77.5,77.25,78.45,81.48,79.49
566,(주)원익머트리얼즈,104830,  화학물질 및 화학제품 제조업; 의약품 제외,77.91,80.41,80.36,79.71,77.5,77.25,78.45,81.48,79.49
567,(주)웹스,196700,  화학물질 및 화학제품 제조업; 의약품 제외,77.91,80.41,80.36,79.71,77.5,77.25,78.45,81.48,79.49
568,(주)유니드,14830,  화학물질 및 화학제품 제조업; 의약품 제외,77.91,80.41,80.36,79.71,77.5,77.25,78.45,81.48,79.49
569,(주)이수화학,5950,  화학물질 및 화학제품 제조업; 의약품 제외,77.91,80.41,80.36,79.71,77.5,77.25,78.45,81.48,79.49
570,(주)이엔에프테크놀로지,102710,  화학물질 및 화학제품 제조업; 의약품 제외,77.91,80.41,80.36,79.71,77.5,77.25,78.45,81.48,79.49
571,(주)이지,37370,  화학물질 및 화학제품 제조업; 의약품 제외,77.91,80.41,80.36,79.71,77.5,77.25,78.45,81.48,79.49
572,(주)잉크테크,49550,  화학물질 및 화학제품 제조업; 의약품 제외,77.91,80.41,80.36,79.71,77.5,77.25,78.45,81.48,79.49
573,(주)제닉,123330,  화학물질 및 화학제품 제조업; 의약품 제외,77.91,80.41,80.36,79.71,77.5,77.25,78.45,81.48,79.49
574,(주)조비,1550,  화학물질 및 화학제품 제조업; 의약품 제외,77.91,80.41,80.36,79.71,77.5,77.25,78.45,81.48,79.49
575,(주)천보,278280,  화학물질 및 화학제품 제조업; 의약품 제외,77.91,80.41,80.36,79.71,77.5,77.25,78.45,81.48,79.49
576,(주)초록뱀이앤엠,131100,  화학물질 및 화학제품 제조업; 의약품 제외,77.91,80.41,80.36,79.71,77.5,77.25,78.45,81.48,79.49
577,(주)카프로,6380,  화학물질 및 화학제품 제조업; 의약품 제외,77.91,80.41,80.36,79.71,77.5,77.25,78.45,81.48,79.49
578,(주)케이비지,318000,  화학물질 및 화학제품 제조업; 의약품 제외,77.91,80.41,80.36,79.71,77.5,77.25,78.45,81.48,79.49
579,(주)케이씨씨,2380,  화학물질 및 화학제품 제조업; 의약품 제외,77.91,80.41,80.36,79.71,77.5,77.25,78.45,81.48,79.49
