,구분,코드,산업명,2011년.mid,2012년.mid,2013년.mid,2014년.mid,2015년.mid,2016년.mid,2017년.mid,2018년.mid,2019년.mid
0,(주)CMG제약,58820,  의료용 물질 및 의약품 제조업,41.73,41.84,43.25,44.93,48.21,52.51,52.32,54.69,57.6
1,(주)경보제약,214390,  의료용 물질 및 의약품 제조업,41.73,41.84,43.25,44.93,48.21,52.51,52.32,54.69,57.6
2,(주)나이벡,138610,  의료용 물질 및 의약품 제조업,41.73,41.84,43.25,44.93,48.21,52.51,52.32,54.69,57.6
3,(주)녹십자,6280,  의료용 물질 및 의약품 제조업,41.73,41.84,43.25,44.93,48.21,52.51,52.32,54.69,57.6
4,(주)녹십자엠에스,142280,  의료용 물질 및 의약품 제조업,41.73,41.84,43.25,44.93,48.21,52.51,52.32,54.69,57.6
5,(주)녹십자웰빙,234690,  의료용 물질 및 의약품 제조업,41.73,41.84,43.25,44.93,48.21,52.51,52.32,54.69,57.6
6,(주)대성미생물연구소,36480,  의료용 물질 및 의약품 제조업,41.73,41.84,43.25,44.93,48.21,52.51,52.32,54.69,57.6
7,(주)대웅제약,69620,  의료용 물질 및 의약품 제조업,41.73,41.84,43.25,44.93,48.21,52.51,52.32,54.69,57.6
8,(주)동구바이오제약,6620,  의료용 물질 및 의약품 제조업,41.73,41.84,43.25,44.93,48.21,52.51,52.32,54.69,57.6
9,(주)레고켐바이오사이언스,141080,  의료용 물질 및 의약품 제조업,41.73,41.84,43.25,44.93,48.21,52.51,52.32,54.69,57.6
10,(주)메디톡스,86900,  의료용 물질 및 의약품 제조업,41.73,41.84,43.25,44.93,48.21,52.51,52.32,54.69,57.6
11,(주)메타바이오메드,59210,  의료용 물질 및 의약품 제조업,41.73,41.84,43.25,44.93,48.21,52.51,52.32,54.69,57.6
12,(주)바이넥스,53030,  의료용 물질 및 의약품 제조업,41.73,41.84,43.25,44.93,48.21,52.51,52.32,54.69,57.6
13,(주)바이오니아,64550,  의료용 물질 및 의약품 제조업,41.73,41.84,43.25,44.93,48.21,52.51,52.32,54.69,57.6
14,(주)바이오솔루션,86820,  의료용 물질 및 의약품 제조업,41.73,41.84,43.25,44.93,48.21,52.51,52.32,54.69,57.6
15,(주)보령,3850,  의료용 물질 및 의약품 제조업,41.73,41.84,43.25,44.93,48.21,52.51,52.32,54.69,57.6
16,(주)비씨월드제약,200780,  의료용 물질 및 의약품 제조업,41.73,41.84,43.25,44.93,48.21,52.51,52.32,54.69,57.6
17,(주)서울제약,18680,  의료용 물질 및 의약품 제조업,41.73,41.84,43.25,44.93,48.21,52.51,52.32,54.69,57.6
18,(주)세운메디칼,100700,  의료용 물질 및 의약품 제조업,41.73,41.84,43.25,44.93,48.21,52.51,52.32,54.69,57.6
19,(주)셀루메드,49180,  의료용 물질 및 의약품 제조업,41.73,41.84,43.25,44.93,48.21,52.51,52.32,54.69,57.6
20,(주)셀리드,299660,  의료용 물질 및 의약품 제조업,41.73,41.84,43.25,44.93,48.21,52.51,52.32,54.69,57.6
21,(주)셀트리온,68270,  의료용 물질 및 의약품 제조업,41.73,41.84,43.25,44.93,48.21,52.51,52.32,54.69,57.6
22,(주)셀트리온제약,68760,  의료용 물질 및 의약품 제조업,41.73,41.84,43.25,44.93,48.21,52.51,52.32,54.69,57.6
23,(주)수젠텍,253840,  의료용 물질 및 의약품 제조업,41.73,41.84,43.25,44.93,48.21,52.51,52.32,54.69,57.6
24,(주)쎌바이오텍,49960,  의료용 물질 및 의약품 제조업,41.73,41.84,43.25,44.93,48.21,52.51,52.32,54.69,57.6
25,(주)아스타,246720,  의료용 물질 및 의약품 제조업,41.73,41.84,43.25,44.93,48.21,52.51,52.32,54.69,57.6
26,(주)안트로젠,65660,  의료용 물질 및 의약품 제조업,41.73,41.84,43.25,44.93,48.21,52.51,52.32,54.69,57.6
27,(주)애드바이오텍,179530,  의료용 물질 및 의약품 제조업,41.73,41.84,43.25,44.93,48.21,52.51,52.32,54.69,57.6
28,(주)에스텍파마,41910,  의료용 물질 및 의약품 제조업,41.73,41.84,43.25,44.93,48.21,52.51,52.32,54.69,57.6
29,(주)엑세스바이오인코퍼레이션,950130,  의료용 물질 및 의약품 제조업,41.73,41.84,43.25,44.93,48.21,52.51,52.32,54.69,57.6
30,(주)엔지켐생명과학,183490,  의료용 물질 및 의약품 제조업,41.73,41.84,43.25,44.93,48.21,52.51,52.32,54.69,57.6
31,(주)엔케이맥스,182400,  의료용 물질 및 의약품 제조업,41.73,41.84,43.25,44.93,48.21,52.51,52.32,54.69,57.6
32,(주)엘앤씨바이오,290650,  의료용 물질 및 의약품 제조업,41.73,41.84,43.25,44.93,48.21,52.51,52.32,54.69,57.6
33,(주)오리엔트바이오,2630,  의료용 물질 및 의약품 제조업,41.73,41.84,43.25,44.93,48.21,52.51,52.32,54.69,57.6
34,(주)오스코텍,39200,  의료용 물질 및 의약품 제조업,41.73,41.84,43.25,44.93,48.21,52.51,52.32,54.69,57.6
35,(주)옵티팜,153710,  의료용 물질 및 의약품 제조업,41.73,41.84,43.25,44.93,48.21,52.51,52.32,54.69,57.6
36,(주)유유제약,220,  의료용 물질 및 의약품 제조업,41.73,41.84,43.25,44.93,48.21,52.51,52.32,54.69,57.6
37,(주)유틸렉스,263050,  의료용 물질 및 의약품 제조업,41.73,41.84,43.25,44.93,48.21,52.51,52.32,54.69,57.6
38,(주)유한양행,100,  의료용 물질 및 의약품 제조업,41.73,41.84,43.25,44.93,48.21,52.51,52.32,54.69,57.6
39,(주)이글벳,44960,  의료용 물질 및 의약품 제조업,41.73,41.84,43.25,44.93,48.21,52.51,52.32,54.69,57.6
40,(주)이수앱지스,86890,  의료용 물질 및 의약품 제조업,41.73,41.84,43.25,44.93,48.21,52.51,52.32,54.69,57.6
41,(주)인트론바이오테크놀로지,48530,  의료용 물질 및 의약품 제조업,41.73,41.84,43.25,44.93,48.21,52.51,52.32,54.69,57.6
42,(주)제노포커스,187420,  의료용 물질 및 의약품 제조업,41.73,41.84,43.25,44.93,48.21,52.51,52.32,54.69,57.6
43,(주)제일바이오,52670,  의료용 물질 및 의약품 제조업,41.73,41.84,43.25,44.93,48.21,52.51,52.32,54.69,57.6
44,(주)제테마,216080,  의료용 물질 및 의약품 제조업,41.73,41.84,43.25,44.93,48.21,52.51,52.32,54.69,57.6
45,(주)종근당,185750,  의료용 물질 및 의약품 제조업,41.73,41.84,43.25,44.93,48.21,52.51,52.32,54.69,57.6
46,(주)종근당바이오,63160,  의료용 물질 및 의약품 제조업,41.73,41.84,43.25,44.93,48.21,52.51,52.32,54.69,57.6
47,(주)종근당홀딩스,1630,  의료용 물질 및 의약품 제조업,41.73,41.84,43.25,44.93,48.21,52.51,52.32,54.69,57.6
48,(주)중앙백신연구소,72020,  의료용 물질 및 의약품 제조업,41.73,41.84,43.25,44.93,48.21,52.51,52.32,54.69,57.6
49,(주)지노믹트리,228760,  의료용 물질 및 의약품 제조업,41.73,41.84,43.25,44.93,48.21,52.51,52.32,54.69,57.6
50,(주)케어젠,214370,  의료용 물질 및 의약품 제조업,41.73,41.84,43.25,44.93,48.21,52.51,52.32,54.69,57.6
51,(주)코미팜,41960,  의료용 물질 및 의약품 제조업,41.73,41.84,43.25,44.93,48.21,52.51,52.32,54.69,57.6
52,(주)티앤알바이오팹,246710,  의료용 물질 및 의약품 제조업,41.73,41.84,43.25,44.93,48.21,52.51,52.32,54.69,57.6
53,(주)파멥신,208340,  의료용 물질 및 의약품 제조업,41.73,41.84,43.25,44.93,48.21,52.51,52.32,54.69,57.6
54,(주)팬젠,222110,  의료용 물질 및 의약품 제조업,41.73,41.84,43.25,44.93,48.21,52.51,52.32,54.69,57.6
55,(주)펩트론,87010,  의료용 물질 및 의약품 제조업,41.73,41.84,43.25,44.93,48.21,52.51,52.32,54.69,57.6
56,(주)퓨쳐켐,220100,  의료용 물질 및 의약품 제조업,41.73,41.84,43.25,44.93,48.21,52.51,52.32,54.69,57.6
57,(주)하이텍팜,106190,  의료용 물질 및 의약품 제조업,41.73,41.84,43.25,44.93,48.21,52.51,52.32,54.69,57.6
58,(주)한독,2390,  의료용 물질 및 의약품 제조업,41.73,41.84,43.25,44.93,48.21,52.51,52.32,54.69,57.6
59,(주)휴메딕스,200670,  의료용 물질 및 의약품 제조업,41.73,41.84,43.25,44.93,48.21,52.51,52.32,54.69,57.6
60,(주)휴온스,243070,  의료용 물질 및 의약품 제조업,41.73,41.84,43.25,44.93,48.21,52.51,52.32,54.69,57.6
61,(주)휴온스글로벌,84110,  의료용 물질 및 의약품 제조업,41.73,41.84,43.25,44.93,48.21,52.51,52.32,54.69,57.6
62,경남제약(주),53950,  의료용 물질 및 의약품 제조업,41.73,41.84,43.25,44.93,48.21,52.51,52.32,54.69,57.6
63,경동제약(주),11040,  의료용 물질 및 의약품 제조업,41.73,41.84,43.25,44.93,48.21,52.51,52.32,54.69,57.6
64,고려제약(주),14570,  의료용 물질 및 의약품 제조업,41.73,41.84,43.25,44.93,48.21,52.51,52.32,54.69,57.6
65,광동제약(주),9290,  의료용 물질 및 의약품 제조업,41.73,41.84,43.25,44.93,48.21,52.51,52.32,54.69,57.6
66,국제약품(주),2720,  의료용 물질 및 의약품 제조업,41.73,41.84,43.25,44.93,48.21,52.51,52.32,54.69,57.6
67,대봉엘에스(주),78140,  의료용 물질 및 의약품 제조업,41.73,41.84,43.25,44.93,48.21,52.51,52.32,54.69,57.6
68,대원제약(주),3220,  의료용 물질 및 의약품 제조업,41.73,41.84,43.25,44.93,48.21,52.51,52.32,54.69,57.6
69,대한뉴팜(주),54670,  의료용 물질 및 의약품 제조업,41.73,41.84,43.25,44.93,48.21,52.51,52.32,54.69,57.6
70,대한약품공업(주),23910,  의료용 물질 및 의약품 제조업,41.73,41.84,43.25,44.93,48.21,52.51,52.32,54.69,57.6
71,대화제약(주),67080,  의료용 물질 및 의약품 제조업,41.73,41.84,43.25,44.93,48.21,52.51,52.32,54.69,57.6
72,동국제약(주),86450,  의료용 물질 및 의약품 제조업,41.73,41.84,43.25,44.93,48.21,52.51,52.32,54.69,57.6
73,동성제약(주),2210,  의료용 물질 및 의약품 제조업,41.73,41.84,43.25,44.93,48.21,52.51,52.32,54.69,57.6
74,동아쏘시오홀딩스(주),640,  의료용 물질 및 의약품 제조업,41.73,41.84,43.25,44.93,48.21,52.51,52.32,54.69,57.6
75,동아에스티(주),170900,  의료용 물질 및 의약품 제조업,41.73,41.84,43.25,44.93,48.21,52.51,52.32,54.69,57.6
76,동화약품(주),20,  의료용 물질 및 의약품 제조업,41.73,41.84,43.25,44.93,48.21,52.51,52.32,54.69,57.6
77,메디포스트(주),78160,  의료용 물질 및 의약품 제조업,41.73,41.84,43.25,44.93,48.21,52.51,52.32,54.69,57.6
78,명문제약(주),17180,  의료용 물질 및 의약품 제조업,41.73,41.84,43.25,44.93,48.21,52.51,52.32,54.69,57.6
79,부광약품(주),3000,  의료용 물질 및 의약품 제조업,41.73,41.84,43.25,44.93,48.21,52.51,52.32,54.69,57.6
80,브릿지바이오테라퓨틱스(주),288330,  의료용 물질 및 의약품 제조업,41.73,41.84,43.25,44.93,48.21,52.51,52.32,54.69,57.6
81,삼성바이오로직스(주),207940,  의료용 물질 및 의약품 제조업,41.73,41.84,43.25,44.93,48.21,52.51,52.32,54.69,57.6
82,삼성제약(주),1360,  의료용 물질 및 의약품 제조업,41.73,41.84,43.25,44.93,48.21,52.51,52.32,54.69,57.6
83,삼아제약(주),9300,  의료용 물질 및 의약품 제조업,41.73,41.84,43.25,44.93,48.21,52.51,52.32,54.69,57.6
84,삼일제약(주),520,  의료용 물질 및 의약품 제조업,41.73,41.84,43.25,44.93,48.21,52.51,52.32,54.69,57.6
85,삼진제약(주),5500,  의료용 물질 및 의약품 제조업,41.73,41.84,43.25,44.93,48.21,52.51,52.32,54.69,57.6
86,삼천당제약(주),250,  의료용 물질 및 의약품 제조업,41.73,41.84,43.25,44.93,48.21,52.51,52.32,54.69,57.6
87,신신제약(주),2800,  의료용 물질 및 의약품 제조업,41.73,41.84,43.25,44.93,48.21,52.51,52.32,54.69,57.6
88,신일제약(주),12790,  의료용 물질 및 의약품 제조업,41.73,41.84,43.25,44.93,48.21,52.51,52.32,54.69,57.6
89,신풍제약(주),19170,  의료용 물질 및 의약품 제조업,41.73,41.84,43.25,44.93,48.21,52.51,52.32,54.69,57.6
90,아이큐어(주),175250,  의료용 물질 및 의약품 제조업,41.73,41.84,43.25,44.93,48.21,52.51,52.32,54.69,57.6
91,안국약품(주),1540,  의료용 물질 및 의약품 제조업,41.73,41.84,43.25,44.93,48.21,52.51,52.32,54.69,57.6
92,알리코제약(주),260660,  의료용 물질 및 의약품 제조업,41.73,41.84,43.25,44.93,48.21,52.51,52.32,54.69,57.6
93,애니젠(주),196300,  의료용 물질 및 의약품 제조업,41.73,41.84,43.25,44.93,48.21,52.51,52.32,54.69,57.6
94,앱클론(주),174900,  의료용 물질 및 의약품 제조업,41.73,41.84,43.25,44.93,48.21,52.51,52.32,54.69,57.6
95,에스티팜(주),237690,  의료용 물질 및 의약품 제조업,41.73,41.84,43.25,44.93,48.21,52.51,52.32,54.69,57.6
96,에이비엘바이오(주),298380,  의료용 물질 및 의약품 제조업,41.73,41.84,43.25,44.93,48.21,52.51,52.32,54.69,57.6
97,에이프로젠제약(주),3060,  의료용 물질 및 의약품 제조업,41.73,41.84,43.25,44.93,48.21,52.51,52.32,54.69,57.6
98,영진약품(주),3520,  의료용 물질 및 의약품 제조업,41.73,41.84,43.25,44.93,48.21,52.51,52.32,54.69,57.6
99,올리패스(주),244460,  의료용 물질 및 의약품 제조업,41.73,41.84,43.25,44.93,48.21,52.51,52.32,54.69,57.6
100,우진비앤지(주),18620,  의료용 물질 및 의약품 제조업,41.73,41.84,43.25,44.93,48.21,52.51,52.32,54.69,57.6
101,이연제약(주),102460,  의료용 물질 및 의약품 제조업,41.73,41.84,43.25,44.93,48.21,52.51,52.32,54.69,57.6
102,일동제약(주),249420,  의료용 물질 및 의약품 제조업,41.73,41.84,43.25,44.93,48.21,52.51,52.32,54.69,57.6
103,일동홀딩스(주),230,  의료용 물질 및 의약품 제조업,41.73,41.84,43.25,44.93,48.21,52.51,52.32,54.69,57.6
104,일성신약(주),3120,  의료용 물질 및 의약품 제조업,41.73,41.84,43.25,44.93,48.21,52.51,52.32,54.69,57.6
105,일양약품(주),7570,  의료용 물질 및 의약품 제조업,41.73,41.84,43.25,44.93,48.21,52.51,52.32,54.69,57.6
106,제이더블유생명과학(주),234080,  의료용 물질 및 의약품 제조업,41.73,41.84,43.25,44.93,48.21,52.51,52.32,54.69,57.6
107,제이더블유중외제약(주),1060,  의료용 물질 및 의약품 제조업,41.73,41.84,43.25,44.93,48.21,52.51,52.32,54.69,57.6
108,제일약품(주),271980,  의료용 물질 및 의약품 제조업,41.73,41.84,43.25,44.93,48.21,52.51,52.32,54.69,57.6
109,제일파마홀딩스(주),2620,  의료용 물질 및 의약품 제조업,41.73,41.84,43.25,44.93,48.21,52.51,52.32,54.69,57.6
110,조아제약(주),34940,  의료용 물질 및 의약품 제조업,41.73,41.84,43.25,44.93,48.21,52.51,52.32,54.69,57.6
111,진양제약(주),7370,  의료용 물질 및 의약품 제조업,41.73,41.84,43.25,44.93,48.21,52.51,52.32,54.69,57.6
112,케이피엑스라이프사이언스(주),114450,  의료용 물질 및 의약품 제조업,41.73,41.84,43.25,44.93,48.21,52.51,52.32,54.69,57.6
113,코아스템(주),166480,  의료용 물질 및 의약품 제조업,41.73,41.84,43.25,44.93,48.21,52.51,52.32,54.69,57.6
114,코오롱생명과학(주),102940,  의료용 물질 및 의약품 제조업,41.73,41.84,43.25,44.93,48.21,52.51,52.32,54.69,57.6
115,코오롱티슈진(주),950160,  의료용 물질 및 의약품 제조업,41.73,41.84,43.25,44.93,48.21,52.51,52.32,54.69,57.6
116,테고사이언스(주),191420,  의료용 물질 및 의약품 제조업,41.73,41.84,43.25,44.93,48.21,52.51,52.32,54.69,57.6
117,팜젠사이언스(주),4720,  의료용 물질 및 의약품 제조업,41.73,41.84,43.25,44.93,48.21,52.51,52.32,54.69,57.6
118,피씨엘(주),241820,  의료용 물질 및 의약품 제조업,41.73,41.84,43.25,44.93,48.21,52.51,52.32,54.69,57.6
119,하나제약(주),293480,  의료용 물질 및 의약품 제조업,41.73,41.84,43.25,44.93,48.21,52.51,52.32,54.69,57.6
120,한국유나이티드제약(주),33270,  의료용 물질 및 의약품 제조업,41.73,41.84,43.25,44.93,48.21,52.51,52.32,54.69,57.6
121,한국유니온제약(주),80720,  의료용 물질 및 의약품 제조업,41.73,41.84,43.25,44.93,48.21,52.51,52.32,54.69,57.6
122,한미약품(주),128940,  의료용 물질 및 의약품 제조업,41.73,41.84,43.25,44.93,48.21,52.51,52.32,54.69,57.6
123,한스바이오메드(주),42520,  의료용 물질 및 의약품 제조업,41.73,41.84,43.25,44.93,48.21,52.51,52.32,54.69,57.6
124,한올바이오파마(주),9420,  의료용 물질 및 의약품 제조업,41.73,41.84,43.25,44.93,48.21,52.51,52.32,54.69,57.6
125,현대약품(주),4310,  의료용 물질 및 의약품 제조업,41.73,41.84,43.25,44.93,48.21,52.51,52.32,54.69,57.6
126,화일약품(주),61250,  의료용 물질 및 의약품 제조업,41.73,41.84,43.25,44.93,48.21,52.51,52.32,54.69,57.6
127,환인제약(주),16580,  의료용 물질 및 의약품 제조업,41.73,41.84,43.25,44.93,48.21,52.51,52.32,54.69,57.6
128,휴젤(주),145020,  의료용 물질 및 의약품 제조업,41.73,41.84,43.25,44.93,48.21,52.51,52.32,54.69,57.6
129,(주)DB하이텍,990,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",78.63,79.75,81.65,81.58,81.36,82.3,81.2,81.97,81.8
130,(주)골드퍼시픽,38530,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",78.63,79.75,81.65,81.58,81.36,82.3,81.2,81.97,81.8
131,(주)광무,29480,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",78.63,79.75,81.65,81.58,81.36,82.3,81.2,81.97,81.8
132,(주)기가레인,49080,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",78.63,79.75,81.65,81.58,81.36,82.3,81.2,81.97,81.8
133,(주)기산텔레콤,35460,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",78.63,79.75,81.65,81.58,81.36,82.3,81.2,81.97,81.8
134,(주)나무가,190510,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",78.63,79.75,81.65,81.58,81.36,82.3,81.2,81.97,81.8
135,(주)네패스,33640,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",78.63,79.75,81.65,81.58,81.36,82.3,81.2,81.97,81.8
136,(주)뉴인텍,12340,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",78.63,79.75,81.65,81.58,81.36,82.3,81.2,81.97,81.8
137,(주)뉴프렉스,85670,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",78.63,79.75,81.65,81.58,81.36,82.3,81.2,81.97,81.8
138,(주)다산네트웍스,39560,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",78.63,79.75,81.65,81.58,81.36,82.3,81.2,81.97,81.8
139,(주)대덕,8060,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",78.63,79.75,81.65,81.58,81.36,82.3,81.2,81.97,81.8
140,(주)대성엘텍,25440,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",78.63,79.75,81.65,81.58,81.36,82.3,81.2,81.97,81.8
141,(주)더 미동,161570,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",78.63,79.75,81.65,81.58,81.36,82.3,81.2,81.97,81.8
142,(주)동운아나텍,94170,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",78.63,79.75,81.65,81.58,81.36,82.3,81.2,81.97,81.8
143,(주)동일기연,32960,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",78.63,79.75,81.65,81.58,81.36,82.3,81.2,81.97,81.8
144,(주)드림어스컴퍼니,60570,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",78.63,79.75,81.65,81.58,81.36,82.3,81.2,81.97,81.8
145,(주)드림텍,192650,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",78.63,79.75,81.65,81.58,81.36,82.3,81.2,81.97,81.8
146,(주)디스플레이테크,66670,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",78.63,79.75,81.65,81.58,81.36,82.3,81.2,81.97,81.8
147,(주)디에스앤엘,141020,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",78.63,79.75,81.65,81.58,81.36,82.3,81.2,81.97,81.8
148,(주)디에이피,66900,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",78.63,79.75,81.65,81.58,81.36,82.3,81.2,81.97,81.8
149,(주)디지아이,43360,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",78.63,79.75,81.65,81.58,81.36,82.3,81.2,81.97,81.8
150,(주)디케이티,290550,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",78.63,79.75,81.65,81.58,81.36,82.3,81.2,81.97,81.8
151,(주)딜리,131180,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",78.63,79.75,81.65,81.58,81.36,82.3,81.2,81.97,81.8
152,(주)라닉스,317120,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",78.63,79.75,81.65,81.58,81.36,82.3,81.2,81.97,81.8
153,(주)라이트론,69540,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",78.63,79.75,81.65,81.58,81.36,82.3,81.2,81.97,81.8
154,(주)레드로버,60300,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",78.63,79.75,81.65,81.58,81.36,82.3,81.2,81.97,81.8
155,(주)루멘스,38060,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",78.63,79.75,81.65,81.58,81.36,82.3,81.2,81.97,81.8
156,(주)머큐리,100590,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",78.63,79.75,81.65,81.58,81.36,82.3,81.2,81.97,81.8
157,(주)멜파스,96640,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",78.63,79.75,81.65,81.58,81.36,82.3,81.2,81.97,81.8
158,(주)모다이노칩,80420,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",78.63,79.75,81.65,81.58,81.36,82.3,81.2,81.97,81.8
159,(주)모베이스,101330,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",78.63,79.75,81.65,81.58,81.36,82.3,81.2,81.97,81.8
160,(주)모아텍,33200,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",78.63,79.75,81.65,81.58,81.36,82.3,81.2,81.97,81.8
161,(주)미래아이앤지,7120,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",78.63,79.75,81.65,81.58,81.36,82.3,81.2,81.97,81.8
162,(주)미코,59090,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",78.63,79.75,81.65,81.58,81.36,82.3,81.2,81.97,81.8
163,(주)바른전자,64520,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",78.63,79.75,81.65,81.58,81.36,82.3,81.2,81.97,81.8
164,(주)바이오스마트,38460,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",78.63,79.75,81.65,81.58,81.36,82.3,81.2,81.97,81.8
165,(주)브이티지엠피,18290,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",78.63,79.75,81.65,81.58,81.36,82.3,81.2,81.97,81.8
166,(주)블루콤,33560,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",78.63,79.75,81.65,81.58,81.36,82.3,81.2,81.97,81.8
167,(주)비덴트,121800,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",78.63,79.75,81.65,81.58,81.36,82.3,81.2,81.97,81.8
168,(주)비보존헬스케어,82800,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",78.63,79.75,81.65,81.58,81.36,82.3,81.2,81.97,81.8
169,(주)비에이치,90460,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",78.63,79.75,81.65,81.58,81.36,82.3,81.2,81.97,81.8
170,(주)비엔지티,32790,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",78.63,79.75,81.65,81.58,81.36,82.3,81.2,81.97,81.8
171,(주)비케이홀딩스,50090,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",78.63,79.75,81.65,81.58,81.36,82.3,81.2,81.97,81.8
172,(주)빅솔론,93190,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",78.63,79.75,81.65,81.58,81.36,82.3,81.2,81.97,81.8
173,(주)삼진,32750,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",78.63,79.75,81.65,81.58,81.36,82.3,81.2,81.97,81.8
174,(주)삼진엘앤디,54090,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",78.63,79.75,81.65,81.58,81.36,82.3,81.2,81.97,81.8
175,(주)상보,27580,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",78.63,79.75,81.65,81.58,81.36,82.3,81.2,81.97,81.8
176,(주)상상인,38540,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",78.63,79.75,81.65,81.58,81.36,82.3,81.2,81.97,81.8
177,(주)상아프론테크,89980,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",78.63,79.75,81.65,81.58,81.36,82.3,81.2,81.97,81.8
178,(주)새로닉스,42600,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",78.63,79.75,81.65,81.58,81.36,82.3,81.2,81.97,81.8
179,(주)서울리거,43710,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",78.63,79.75,81.65,81.58,81.36,82.3,81.2,81.97,81.8
180,(주)서원인텍,93920,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",78.63,79.75,81.65,81.58,81.36,82.3,81.2,81.97,81.8
181,(주)서진시스템,178320,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",78.63,79.75,81.65,81.58,81.36,82.3,81.2,81.97,81.8
182,(주)선익시스템,171090,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",78.63,79.75,81.65,81.58,81.36,82.3,81.2,81.97,81.8
183,(주)세경하이테크,148150,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",78.63,79.75,81.65,81.58,81.36,82.3,81.2,81.97,81.8
184,(주)세진티에스,67770,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",78.63,79.75,81.65,81.58,81.36,82.3,81.2,81.97,81.8
185,(주)셀피글로벌,68940,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",78.63,79.75,81.65,81.58,81.36,82.3,81.2,81.97,81.8
186,(주)소프트센,32680,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",78.63,79.75,81.65,81.58,81.36,82.3,81.2,81.97,81.8
187,(주)솔루에타,154040,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",78.63,79.75,81.65,81.58,81.36,82.3,81.2,81.97,81.8
188,(주)슈프리마,236200,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",78.63,79.75,81.65,81.58,81.36,82.3,81.2,81.97,81.8
189,(주)슈프리마아이디,317770,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",78.63,79.75,81.65,81.58,81.36,82.3,81.2,81.97,81.8
