,회사명,거래소코드,회계년도,변화율여부
0,CMG제약,58820,Dec-10,0
1,CMG제약,58820,Dec-11,0
2,CMG제약,58820,Dec-12,0
3,CMG제약,58820,Dec-13,0
4,CMG제약,58820,Dec-14,0
5,CMG제약,58820,Dec-15,0
6,CMG제약,58820,Dec-16,0
7,CMG제약,58820,Dec-17,0
8,CMG제약,58820,Dec-18,0
9,CMG제약,58820,Dec-19,0
10,DB하이텍,990,Dec-10,0
11,DB하이텍,990,Dec-11,0
12,DB하이텍,990,Dec-12,0
13,DB하이텍,990,Dec-13,0
14,DB하이텍,990,Dec-14,0
15,DB하이텍,990,Dec-15,0
16,DB하이텍,990,Dec-16,0
17,DB하이텍,990,Dec-17,0
18,DB하이텍,990,Dec-18,0
19,DB하이텍,990,Dec-19,0
20,ES큐브,50120,Dec-10,0
21,ES큐브,50120,Dec-11,0
22,ES큐브,50120,Dec-12,0
23,ES큐브,50120,Dec-13,0
24,ES큐브,50120,Dec-14,0
25,ES큐브,50120,Dec-15,0
26,ES큐브,50120,Dec-16,0
27,ES큐브,50120,Dec-17,0
28,ES큐브,50120,Dec-18,0
29,ES큐브,50120,Dec-19,0
30,HJ중공업,97230,Dec-10,0
31,HJ중공업,97230,Dec-11,0
32,HJ중공업,97230,Dec-12,0
33,HJ중공업,97230,Dec-13,0
34,HJ중공업,97230,Dec-14,0
35,HJ중공업,97230,Dec-15,0
36,HJ중공업,97230,Dec-16,0
37,HJ중공업,97230,Dec-17,0
38,HJ중공업,97230,Dec-18,0
39,HJ중공업,97230,Dec-19,0
40,MH에탄올,23150,Dec-10,0
41,MH에탄올,23150,Dec-11,0
42,MH에탄올,23150,Dec-12,0
43,MH에탄올,23150,Dec-13,0
44,MH에탄올,23150,Dec-14,0
45,MH에탄올,23150,Dec-15,0
46,MH에탄올,23150,Dec-16,0
47,MH에탄올,23150,Dec-17,0
48,MH에탄올,23150,Dec-18,0
49,MH에탄올,23150,Dec-19,0
50,SH에너지화학,2360,Dec-10,0
51,SH에너지화학,2360,Dec-11,0
52,SH에너지화학,2360,Dec-12,0
53,SH에너지화학,2360,Dec-13,0
54,SH에너지화학,2360,Dec-14,0
55,SH에너지화학,2360,Dec-15,0
56,SH에너지화학,2360,Dec-16,0
57,SH에너지화학,2360,Dec-17,0
58,SH에너지화학,2360,Dec-18,0
59,SH에너지화학,2360,Dec-19,0
60,SIMPAC,9160,Dec-10,0
61,SIMPAC,9160,Dec-11,0
62,SIMPAC,9160,Dec-12,0
63,SIMPAC,9160,Dec-13,0
64,SIMPAC,9160,Dec-14,0
65,SIMPAC,9160,Dec-15,0
66,SIMPAC,9160,Dec-16,0
67,SIMPAC,9160,Dec-17,0
68,SIMPAC,9160,Dec-18,0
69,SIMPAC,9160,Dec-19,0
70,SNT에너지,100840,Dec-10,0
71,SNT에너지,100840,Dec-11,0
72,SNT에너지,100840,Dec-12,0
73,SNT에너지,100840,Dec-13,0
74,SNT에너지,100840,Dec-14,0
75,SNT에너지,100840,Dec-15,0
76,SNT에너지,100840,Dec-16,0
77,SNT에너지,100840,Dec-17,0
78,SNT에너지,100840,Dec-18,0
79,SNT에너지,100840,Dec-19,0
80,SNT홀딩스,36530,Dec-10,0
81,SNT홀딩스,36530,Dec-11,0
82,SNT홀딩스,36530,Dec-12,0
83,SNT홀딩스,36530,Dec-13,0
84,SNT홀딩스,36530,Dec-14,0
85,SNT홀딩스,36530,Dec-15,0
86,SNT홀딩스,36530,Dec-16,0
87,SNT홀딩스,36530,Dec-17,0
88,SNT홀딩스,36530,Dec-18,0
89,SNT홀딩스,36530,Dec-19,0
90,STX,11810,Dec-10,0
91,STX,11810,Dec-11,0
92,STX,11810,Dec-12,0
93,STX,11810,Dec-13,0
94,STX,11810,Dec-14,0
95,STX,11810,Dec-15,0
96,STX,11810,Dec-16,0
97,STX,11810,Dec-17,0
98,STX,11810,Dec-18,0
99,STX,11810,Dec-19,0
100,TCC스틸,2710,Dec-10,0
101,TCC스틸,2710,Dec-11,0
102,TCC스틸,2710,Dec-12,0
103,TCC스틸,2710,Dec-13,0
104,TCC스틸,2710,Dec-14,0
105,TCC스틸,2710,Dec-15,0
106,TCC스틸,2710,Dec-16,0
107,TCC스틸,2710,Dec-17,0
108,TCC스틸,2710,Dec-18,0
109,TCC스틸,2710,Dec-19,0
110,가비아,79940,Dec-10,0
111,가비아,79940,Dec-11,0
112,가비아,79940,Dec-12,0
113,가비아,79940,Dec-13,0
114,가비아,79940,Dec-14,0
115,가비아,79940,Dec-15,0
116,가비아,79940,Dec-16,0
117,가비아,79940,Dec-17,0
118,가비아,79940,Dec-18,0
119,가비아,79940,Dec-19,0
120,강스템바이오텍,217730,Dec-15,0
121,강스템바이오텍,217730,Dec-16,0
122,강스템바이오텍,217730,Dec-17,0
123,강스템바이오텍,217730,Dec-18,0
124,강스템바이오텍,217730,Dec-19,1
125,강원랜드,35250,Dec-10,0
126,강원랜드,35250,Dec-11,0
127,강원랜드,35250,Dec-12,0
128,강원랜드,35250,Dec-13,0
129,강원랜드,35250,Dec-14,0
130,강원랜드,35250,Dec-15,0
131,강원랜드,35250,Dec-16,0
132,강원랜드,35250,Dec-17,0
133,강원랜드,35250,Dec-18,0
134,강원랜드,35250,Dec-19,0
135,강원에너지,114190,Nov-10,0
136,강원에너지,114190,Nov-11,0
137,강원에너지,114190,Dec-12,0
138,강원에너지,114190,Dec-13,0
139,강원에너지,114190,Dec-14,0
140,강원에너지,114190,Dec-15,0
141,강원에너지,114190,Dec-16,0
142,강원에너지,114190,Dec-17,0
143,강원에너지,114190,Dec-18,0
144,강원에너지,114190,Dec-19,0
145,갤럭시아에스엠,11420,Dec-10,0
146,갤럭시아에스엠,11420,Dec-11,0
147,갤럭시아에스엠,11420,Dec-12,0
148,갤럭시아에스엠,11420,Dec-13,0
149,갤럭시아에스엠,11420,Dec-14,0
150,갤럭시아에스엠,11420,Dec-15,0
151,갤럭시아에스엠,11420,Dec-16,0
152,갤럭시아에스엠,11420,Dec-17,0
153,갤럭시아에스엠,11420,Dec-18,0
154,갤럭시아에스엠,11420,Dec-19,0
155,경농,2100,Dec-10,0
156,경농,2100,Dec-11,0
157,경농,2100,Dec-12,0
158,경농,2100,Dec-13,0
159,경농,2100,Dec-14,0
160,경농,2100,Dec-15,0
161,경농,2100,Dec-16,0
162,경농,2100,Dec-17,0
163,경농,2100,Dec-18,0
164,경농,2100,Dec-19,0
165,경동나비엔,9450,Dec-10,0
166,경동나비엔,9450,Dec-11,0
167,경동나비엔,9450,Dec-12,0
168,경동나비엔,9450,Dec-13,0
169,경동나비엔,9450,Dec-14,0
170,경동나비엔,9450,Dec-15,0
171,경동나비엔,9450,Dec-16,0
172,경동나비엔,9450,Dec-17,0
173,경동나비엔,9450,Dec-18,0
174,경동나비엔,9450,Dec-19,0
175,경동도시가스,267290,Dec-17,0
176,경동도시가스,267290,Dec-18,0
177,경동도시가스,267290,Dec-19,0
178,경동인베스트,12320,Dec-10,0
179,경동인베스트,12320,Dec-11,0
180,경동인베스트,12320,Dec-12,0
181,경동인베스트,12320,Dec-13,0
182,경동인베스트,12320,Dec-14,0
183,경동인베스트,12320,Dec-15,0
184,경동인베스트,12320,Dec-16,0
185,경동인베스트,12320,Dec-17,0
186,경동인베스트,12320,Dec-18,0
187,경동인베스트,12320,Dec-19,0
188,경방,50,Dec-10,0
189,경방,50,Dec-11,0
190,경방,50,Dec-12,0
191,경방,50,Dec-13,0
192,경방,50,Dec-14,0
193,경방,50,Dec-15,0
194,경방,50,Dec-16,0
195,경방,50,Dec-17,0
196,경방,50,Dec-18,0
197,경방,50,Dec-19,0
198,경보제약,214390,Dec-15,0
199,경보제약,214390,Dec-16,0
200,경보제약,214390,Dec-17,0
201,경보제약,214390,Dec-18,0
202,경보제약,214390,Dec-19,0
203,경인양행,12610,Dec-10,0
204,경인양행,12610,Dec-11,0
205,경인양행,12610,Dec-12,0
206,경인양행,12610,Dec-13,0
207,경인양행,12610,Dec-14,0
208,경인양행,12610,Dec-15,0
209,경인양행,12610,Dec-16,0
210,경인양행,12610,Dec-17,0
211,경인양행,12610,Dec-18,0
212,경인양행,12610,Dec-19,0
213,고려시멘트,198440,Dec-14,0
214,고려시멘트,198440,Dec-15,0
215,고려시멘트,198440,Dec-16,0
216,고려시멘트,198440,Dec-17,0
217,고려시멘트,198440,Dec-18,0
218,고려시멘트,198440,Dec-19,0
219,고영테크놀러지,98460,Dec-10,0
220,고영테크놀러지,98460,Dec-11,0
221,고영테크놀러지,98460,Dec-12,0
222,고영테크놀러지,98460,Dec-13,0
223,고영테크놀러지,98460,Dec-14,0
224,고영테크놀러지,98460,Dec-15,0
225,고영테크놀러지,98460,Dec-16,0
226,고영테크놀러지,98460,Dec-17,0
227,고영테크놀러지,98460,Dec-18,0
228,고영테크놀러지,98460,Dec-19,0
229,골드앤에스,35290,Dec-10,0
230,골드앤에스,35290,Dec-11,0
231,골드앤에스,35290,Dec-12,0
232,골드앤에스,35290,Dec-13,0
233,골드앤에스,35290,Dec-14,0
234,골드앤에스,35290,Dec-15,0
235,골드앤에스,35290,Dec-16,0
236,골드앤에스,35290,Dec-17,0
237,골드앤에스,35290,Dec-18,0
238,골드앤에스,35290,Dec-19,0
239,골드퍼시픽,38530,Dec-10,0
240,골드퍼시픽,38530,Dec-11,0
241,골드퍼시픽,38530,Dec-12,0
242,골드퍼시픽,38530,Dec-13,0
243,골드퍼시픽,38530,Dec-14,0
244,골드퍼시픽,38530,Dec-15,0
245,골드퍼시픽,38530,Dec-16,0
246,골드퍼시픽,38530,Dec-17,0
247,골드퍼시픽,38530,Dec-18,0
248,골드퍼시픽,38530,Dec-19,0
249,골프존,215000,Dec-15,0
250,골프존,215000,Dec-16,0
251,골프존,215000,Dec-17,0
252,골프존,215000,Dec-18,0
253,골프존,215000,Dec-19,1
254,골프존뉴딘홀딩스,121440,Dec-11,0
255,골프존뉴딘홀딩스,121440,Dec-12,0
256,골프존뉴딘홀딩스,121440,Dec-13,0
257,골프존뉴딘홀딩스,121440,Dec-14,0
258,골프존뉴딘홀딩스,121440,Dec-15,0
259,골프존뉴딘홀딩스,121440,Dec-16,0
260,골프존뉴딘홀딩스,121440,Dec-17,0
261,골프존뉴딘홀딩스,121440,Dec-18,0
262,골프존뉴딘홀딩스,121440,Dec-19,0
263,광림,14200,Dec-10,0
264,광림,14200,Dec-11,0
265,광림,14200,Dec-12,0
266,광림,14200,Dec-13,0
267,광림,14200,Dec-14,0
268,광림,14200,Dec-15,0
269,광림,14200,Dec-16,0
270,광림,14200,Dec-17,0
271,광림,14200,Dec-18,0
272,광림,14200,Dec-19,0
273,광명전기,17040,Dec-10,0
274,광명전기,17040,Dec-11,0
275,광명전기,17040,Dec-12,0
276,광명전기,17040,Dec-13,0
277,광명전기,17040,Dec-14,0
278,광명전기,17040,Dec-15,0
279,광명전기,17040,Dec-16,0
280,광명전기,17040,Dec-17,0
281,광명전기,17040,Dec-18,0
282,광명전기,17040,Dec-19,0
283,광무,29480,Dec-10,0
284,광무,29480,Dec-11,0
285,광무,29480,Dec-12,0
286,광무,29480,Dec-13,0
287,광무,29480,Dec-14,0
288,광무,29480,Dec-15,0
289,광무,29480,Dec-16,0
290,광무,29480,Dec-17,0
291,광무,29480,Dec-18,0
292,광무,29480,Dec-19,0
293,광신세계,37710,Dec-10,0
294,광신세계,37710,Dec-11,0
295,광신세계,37710,Dec-12,0
296,광신세계,37710,Dec-13,0
297,광신세계,37710,Dec-14,0
298,광신세계,37710,Dec-15,0
299,광신세계,37710,Dec-16,0
300,광신세계,37710,Dec-17,0
301,광신세계,37710,Dec-18,0
302,광신세계,37710,Dec-19,0
303,구영테크,53270,Dec-10,0
304,구영테크,53270,Dec-11,0
305,구영테크,53270,Dec-12,0
306,구영테크,53270,Dec-13,0
307,구영테크,53270,Dec-14,0
308,구영테크,53270,Dec-15,0
309,구영테크,53270,Dec-16,0
310,구영테크,53270,Dec-17,0
311,구영테크,53270,Dec-18,0
312,구영테크,53270,Dec-19,0
313,국동,5320,Dec-10,0
314,국동,5320,Dec-11,0
315,국동,5320,Dec-12,0
316,국동,5320,Dec-13,0
317,국동,5320,Dec-14,0
318,국동,5320,Dec-15,0
319,국동,5320,Dec-16,0
320,국동,5320,Dec-17,0
321,국동,5320,Dec-18,0
322,국동,5320,Dec-19,0
323,국보,1140,Dec-10,0
324,국보,1140,Dec-11,0
325,국보,1140,Dec-12,0
326,국보,1140,Dec-13,0
327,국보,1140,Dec-14,0
328,국보,1140,Dec-15,0
329,국보,1140,Dec-16,0
330,국보,1140,Dec-17,0
331,국보,1140,Dec-18,0
332,국보,1140,Dec-19,0
333,국보디자인,66620,Dec-10,0
334,국보디자인,66620,Dec-11,0
335,국보디자인,66620,Dec-12,0
336,국보디자인,66620,Dec-13,0
337,국보디자인,66620,Dec-14,0
338,국보디자인,66620,Dec-15,0
339,국보디자인,66620,Dec-16,0
340,국보디자인,66620,Dec-17,0
341,국보디자인,66620,Dec-18,0
342,국보디자인,66620,Dec-19,0
343,국순당,43650,Dec-10,0
344,국순당,43650,Dec-11,0
345,국순당,43650,Dec-12,0
346,국순당,43650,Dec-13,0
347,국순당,43650,Dec-14,0
348,국순당,43650,Dec-15,0
349,국순당,43650,Dec-16,0
350,국순당,43650,Dec-17,0
351,국순당,43650,Dec-18,0
352,국순당,43650,Dec-19,0
353,국영지앤엠,6050,Dec-10,0
354,국영지앤엠,6050,Dec-11,0
355,국영지앤엠,6050,Dec-12,0
356,국영지앤엠,6050,Dec-13,0
357,국영지앤엠,6050,Dec-14,0
358,국영지앤엠,6050,Dec-15,0
359,국영지앤엠,6050,Dec-16,0
360,국영지앤엠,6050,Dec-17,0
361,국영지앤엠,6050,Dec-18,0
362,국영지앤엠,6050,Dec-19,0
363,국전약품,307750,Dec-18,0
364,국전약품,307750,Dec-19,0
365,그래디언트,35080,Dec-10,0
366,그래디언트,35080,Dec-11,0
367,그래디언트,35080,Dec-12,0
368,그래디언트,35080,Dec-13,0
369,그래디언트,35080,Dec-14,0
370,그래디언트,35080,Dec-15,0
371,그래디언트,35080,Dec-16,0
372,그래디언트,35080,Dec-17,0
373,그래디언트,35080,Dec-18,0
374,그래디언트,35080,Dec-19,0
375,그리티,204020,Dec-18,0
376,그리티,204020,Dec-19,0
377,그린플러스,186230,Dec-19,0
378,글로벌스탠다드테크놀로지,83450,Dec-10,0
379,글로벌스탠다드테크놀로지,83450,Dec-11,0
380,글로벌스탠다드테크놀로지,83450,Dec-12,0
381,글로벌스탠다드테크놀로지,83450,Dec-13,0
382,글로벌스탠다드테크놀로지,83450,Dec-14,0
383,글로벌스탠다드테크놀로지,83450,Dec-15,0
384,글로벌스탠다드테크놀로지,83450,Dec-16,0
385,글로벌스탠다드테크놀로지,83450,Dec-17,0
386,글로벌스탠다드테크놀로지,83450,Dec-18,0
387,글로벌스탠다드테크놀로지,83450,Dec-19,0
388,금양,1570,Dec-10,0
389,금양,1570,Dec-11,0
390,금양,1570,Dec-12,0
391,금양,1570,Dec-13,0
392,금양,1570,Dec-14,0
393,금양,1570,Dec-15,0
394,금양,1570,Dec-16,0
395,금양,1570,Dec-17,0
396,금양,1570,Dec-18,0
397,금양,1570,Dec-19,0
398,금호에이치티,214330,Dec-15,0
399,금호에이치티,214330,Dec-16,0
400,금호에이치티,214330,Dec-17,0
401,금호에이치티,214330,Dec-18,0
402,금호에이치티,214330,Dec-19,0
403,금화피에스시,36190,Dec-10,0
404,금화피에스시,36190,Dec-11,0
405,금화피에스시,36190,Dec-12,0
406,금화피에스시,36190,Dec-13,0
407,금화피에스시,36190,Dec-14,0
408,금화피에스시,36190,Dec-15,0
409,금화피에스시,36190,Dec-16,0
410,금화피에스시,36190,Dec-17,0
411,금화피에스시,36190,Dec-18,0
412,금화피에스시,36190,Dec-19,0
413,기가레인,49080,Dec-13,0
414,기가레인,49080,Dec-14,0
415,기가레인,49080,Dec-15,0
416,기가레인,49080,Dec-16,0
417,기가레인,49080,Dec-17,0
418,기가레인,49080,Dec-18,0
419,기가레인,49080,Dec-19,0
420,기산텔레콤,35460,Dec-10,0
421,기산텔레콤,35460,Dec-11,0
422,기산텔레콤,35460,Dec-12,0
423,기산텔레콤,35460,Dec-13,0
424,기산텔레콤,35460,Dec-14,0
425,기산텔레콤,35460,Dec-15,0
426,기산텔레콤,35460,Dec-16,0
427,기산텔레콤,35460,Dec-17,1
428,기산텔레콤,35460,Dec-18,1
429,기산텔레콤,35460,Dec-19,0
430,까뮤이앤씨,13700,Dec-10,0
431,까뮤이앤씨,13700,Dec-11,0
432,까뮤이앤씨,13700,Dec-12,0
433,까뮤이앤씨,13700,Dec-13,0
434,까뮤이앤씨,13700,Dec-14,0
435,까뮤이앤씨,13700,Dec-15,0
436,까뮤이앤씨,13700,Dec-16,0
437,까뮤이앤씨,13700,Dec-17,0
438,까뮤이앤씨,13700,Dec-18,0
439,까뮤이앤씨,13700,Dec-19,0
440,까스텔바작,308100,Dec-19,0
441,나노,187790,Dec-14,0
442,나노,187790,Dec-15,0
443,나노,187790,Dec-16,0
444,나노,187790,Dec-17,0
445,나노,187790,Dec-18,0
446,나노,187790,Dec-19,0
447,나노브릭,286750,Dec-19,0
448,나노신소재,121600,Dec-11,0
449,나노신소재,121600,Dec-12,0
450,나노신소재,121600,Dec-13,0
451,나노신소재,121600,Dec-14,0
452,나노신소재,121600,Dec-15,0
453,나노신소재,121600,Dec-16,0
454,나노신소재,121600,Dec-17,0
455,나노신소재,121600,Dec-18,0
456,나노신소재,121600,Dec-19,0
457,나노엔텍,39860,Dec-10,0
458,나노엔텍,39860,Dec-11,0
459,나노엔텍,39860,Dec-12,0
460,나노엔텍,39860,Dec-13,0
461,나노엔텍,39860,Dec-14,0
462,나노엔텍,39860,Dec-15,0
463,나노엔텍,39860,Dec-16,0
464,나노엔텍,39860,Dec-17,0
465,나노엔텍,39860,Dec-18,0
466,나노엔텍,39860,Dec-19,0
467,나무가,190510,Dec-15,0
468,나무가,190510,Dec-16,0
469,나무가,190510,Dec-17,0
470,나무가,190510,Dec-18,0
471,나무가,190510,Dec-19,0
472,나스미디어,89600,Dec-13,0
473,나스미디어,89600,Dec-14,0
474,나스미디어,89600,Dec-15,0
475,나스미디어,89600,Dec-16,0
476,나스미디어,89600,Dec-17,0
477,나스미디어,89600,Dec-18,0
478,나스미디어,89600,Dec-19,0
479,나이벡,138610,Dec-11,0
480,나이벡,138610,Dec-12,0
481,나이벡,138610,Dec-13,0
482,나이벡,138610,Dec-14,0
483,나이벡,138610,Dec-15,0
484,나이벡,138610,Dec-16,0
485,나이벡,138610,Dec-17,0
486,나이벡,138610,Dec-18,0
487,나이벡,138610,Dec-19,0
488,나이스디앤비,130580,Dec-11,0
489,나이스디앤비,130580,Dec-12,0
490,나이스디앤비,130580,Dec-13,0
491,나이스디앤비,130580,Dec-14,0
492,나이스디앤비,130580,Dec-15,0
493,나이스디앤비,130580,Dec-16,0
494,나이스디앤비,130580,Dec-17,0
495,나이스디앤비,130580,Dec-18,0
496,나이스디앤비,130580,Dec-19,0
497,나이스홀딩스,34310,Dec-10,0
498,나이스홀딩스,34310,Dec-11,0
499,나이스홀딩스,34310,Dec-12,0
500,나이스홀딩스,34310,Dec-13,0
501,나이스홀딩스,34310,Dec-14,0
502,나이스홀딩스,34310,Dec-15,0
503,나이스홀딩스,34310,Dec-16,0
504,나이스홀딩스,34310,Dec-17,0
505,나이스홀딩스,34310,Dec-18,0
506,나이스홀딩스,34310,Dec-19,0
507,나인테크,267320,Dec-17,0
508,나인테크,267320,Dec-18,0
509,나인테크,267320,Dec-19,0
510,남선알미늄,8350,Dec-10,0
511,남선알미늄,8350,Dec-11,0
512,남선알미늄,8350,Dec-12,0
513,남선알미늄,8350,Dec-13,0
514,남선알미늄,8350,Dec-14,0
515,남선알미늄,8350,Dec-15,0
516,남선알미늄,8350,Dec-16,0
517,남선알미늄,8350,Dec-17,0
518,남선알미늄,8350,Dec-18,0
519,남선알미늄,8350,Dec-19,0
520,남성,4270,Dec-10,0
521,남성,4270,Dec-11,0
522,남성,4270,Dec-12,0
523,남성,4270,Dec-13,0
524,남성,4270,Dec-14,0
525,남성,4270,Dec-15,0
526,남성,4270,Dec-16,0
527,남성,4270,Dec-17,0
528,남성,4270,Dec-18,0
529,남성,4270,Dec-19,0
530,내츄럴엔도텍,168330,Dec-13,0
531,내츄럴엔도텍,168330,Dec-14,0
532,내츄럴엔도텍,168330,Dec-15,0
533,내츄럴엔도텍,168330,Dec-16,0
534,내츄럴엔도텍,168330,Dec-17,0
535,내츄럴엔도텍,168330,Dec-18,0
536,내츄럴엔도텍,168330,Dec-19,0
537,네오리진,94860,Dec-10,0
538,네오리진,94860,Dec-11,0
539,네오리진,94860,Dec-12,0
540,네오리진,94860,Dec-13,0
541,네오리진,94860,Dec-14,0
542,네오리진,94860,Dec-15,0
543,네오리진,94860,Dec-16,0
544,네오리진,94860,Dec-17,0
545,네오리진,94860,Dec-18,0
546,네오리진,94860,Dec-19,0
547,네오셈,253590,Dec-18,0
548,네오셈,253590,Dec-19,0
549,네오오토,212560,Dec-15,0
550,네오오토,212560,Dec-16,0
551,네오오토,212560,Dec-17,0
552,네오오토,212560,Dec-18,0
553,네오오토,212560,Dec-19,0
554,네오위즈,95660,Dec-10,0
555,네오위즈,95660,Dec-11,0
556,네오위즈,95660,Dec-12,0
557,네오위즈,95660,Dec-13,0
558,네오위즈,95660,Dec-14,0
559,네오위즈,95660,Dec-15,0
560,네오위즈,95660,Dec-16,0
561,네오위즈,95660,Dec-17,0
562,네오위즈,95660,Dec-18,0
563,네오위즈,95660,Dec-19,0
564,네오위즈홀딩스,42420,Dec-10,0
565,네오위즈홀딩스,42420,Dec-11,0
566,네오위즈홀딩스,42420,Dec-12,0
567,네오위즈홀딩스,42420,Dec-13,0
568,네오위즈홀딩스,42420,Dec-14,0
569,네오위즈홀딩스,42420,Dec-15,0
570,네오위즈홀딩스,42420,Dec-16,0
571,네오위즈홀딩스,42420,Dec-17,0
572,네오위즈홀딩스,42420,Dec-18,0
573,네오위즈홀딩스,42420,Dec-19,0
574,네오크레마,311390,Dec-19,0
575,네오티스,85910,Dec-10,0
576,네오티스,85910,Dec-11,0
577,네오티스,85910,Dec-12,0
578,네오티스,85910,Dec-13,0
579,네오티스,85910,Dec-14,0
580,네오티스,85910,Dec-15,0
581,네오티스,85910,Dec-16,0
582,네오티스,85910,Dec-17,0
583,네오티스,85910,Dec-18,0
584,네오티스,85910,Dec-19,0
585,네오팜,92730,Dec-10,0
586,네오팜,92730,Dec-11,0
587,네오팜,92730,Dec-12,0
588,네오팜,92730,Dec-13,0
589,네오팜,92730,Dec-14,0
590,네오팜,92730,Dec-15,0
591,네오팜,92730,Dec-16,0
592,네오팜,92730,Dec-17,0
593,네오팜,92730,Dec-18,0
594,네오팜,92730,Dec-19,0
595,네오펙트,290660,Dec-18,0
596,네오펙트,290660,Dec-19,0
597,네온테크,306620,Dec-18,0
598,네온테크,306620,Dec-19,0
599,네이블커뮤니케이션즈,153460,Dec-12,0
600,네이블커뮤니케이션즈,153460,Dec-13,0
601,네이블커뮤니케이션즈,153460,Dec-14,0
602,네이블커뮤니케이션즈,153460,Dec-15,0
603,네이블커뮤니케이션즈,153460,Dec-16,0
604,네이블커뮤니케이션즈,153460,Dec-17,0
605,네이블커뮤니케이션즈,153460,Dec-18,0
606,네이블커뮤니케이션즈,153460,Dec-19,0
607,네이처셀,7390,Dec-10,0
608,네이처셀,7390,Dec-11,0
609,네이처셀,7390,Dec-12,0
610,네이처셀,7390,Dec-13,0
611,네이처셀,7390,Dec-14,0
612,네이처셀,7390,Dec-15,0
613,네이처셀,7390,Dec-16,0
614,네이처셀,7390,Dec-17,0
615,네이처셀,7390,Dec-18,0
616,네이처셀,7390,Dec-19,0
617,네패스,33640,Dec-10,0
618,네패스,33640,Dec-11,0
619,네패스,33640,Dec-12,0
620,네패스,33640,Dec-13,0
621,네패스,33640,Dec-14,0
622,네패스,33640,Dec-15,0
623,네패스,33640,Dec-16,0
624,네패스,33640,Dec-17,0
625,네패스,33640,Dec-18,0
626,네패스,33640,Dec-19,0
627,넥센,5720,Dec-10,0
628,넥센,5720,Dec-11,0
629,넥센,5720,Dec-12,0
630,넥센,5720,Dec-13,0
631,넥센,5720,Dec-14,0
632,넥센,5720,Dec-15,0
633,넥센,5720,Dec-16,0
634,넥센,5720,Dec-17,0
635,넥센,5720,Dec-18,0
636,넥센,5720,Dec-19,0
637,넥스턴바이오사이언스,89140,Dec-10,0
638,넥스턴바이오사이언스,89140,Dec-11,0
639,넥스턴바이오사이언스,89140,Dec-12,0
640,넥스턴바이오사이언스,89140,Dec-13,0
641,넥스턴바이오사이언스,89140,Dec-14,0
642,넥스턴바이오사이언스,89140,Dec-15,0
643,넥스턴바이오사이언스,89140,Dec-16,0
644,넥스턴바이오사이언스,89140,Dec-17,0
645,넥스턴바이오사이언스,89140,Dec-18,0
646,넥스턴바이오사이언스,89140,Dec-19,0
647,넥스트아이,137940,Dec-11,0
648,넥스트아이,137940,Dec-12,0
649,넥스트아이,137940,Dec-13,0
650,넥스트아이,137940,Dec-14,0
651,넥스트아이,137940,Dec-15,0
652,넥스트아이,137940,Dec-16,0
653,넥스트아이,137940,Dec-17,0
654,넥스트아이,137940,Dec-18,0
655,넥스트아이,137940,Dec-19,0
656,넥스트엔터테인먼트월드,160550,Dec-14,0
657,넥스트엔터테인먼트월드,160550,Dec-15,0
658,넥스트엔터테인먼트월드,160550,Dec-16,0
659,넥스트엔터테인먼트월드,160550,Dec-17,0
660,넥스트엔터테인먼트월드,160550,Dec-18,0
661,넥스트엔터테인먼트월드,160550,Dec-19,0
662,넥슨게임즈,225570,Dec-15,0
663,넥슨게임즈,225570,Dec-16,0
664,넥슨게임즈,225570,Dec-17,0
665,넥슨게임즈,225570,Dec-18,0
666,넥슨게임즈,225570,Dec-19,0
667,넵튠,217270,Dec-15,0
668,넵튠,217270,Dec-16,0
669,넵튠,217270,Dec-17,0
670,넵튠,217270,Dec-18,0
671,넵튠,217270,Dec-19,0
672,노랑풍선,104620,Dec-19,0
673,노루페인트,90350,Dec-10,0
674,노루페인트,90350,Dec-11,0
675,노루페인트,90350,Dec-12,0
676,노루페인트,90350,Dec-13,0
677,노루페인트,90350,Dec-14,0
678,노루페인트,90350,Dec-15,0
679,노루페인트,90350,Dec-16,0
680,노루페인트,90350,Dec-17,0
681,노루페인트,90350,Dec-18,0
682,노루페인트,90350,Dec-19,0
683,노루홀딩스,320,Dec-10,0
684,노루홀딩스,320,Dec-11,0
685,노루홀딩스,320,Dec-12,0
686,노루홀딩스,320,Dec-13,0
687,노루홀딩스,320,Dec-14,0
688,노루홀딩스,320,Dec-15,0
689,노루홀딩스,320,Dec-16,0
690,노루홀딩스,320,Dec-17,0
691,노루홀딩스,320,Dec-18,0
692,노루홀딩스,320,Dec-19,0
693,노바렉스,194700,Dec-18,0
694,노바렉스,194700,Dec-19,0
695,노바텍,285490,Dec-18,0
696,노바텍,285490,Dec-19,0
697,노블엠앤비,106520,Dec-12,0
698,노블엠앤비,106520,Dec-13,0
699,노블엠앤비,106520,Dec-14,0
700,노블엠앤비,106520,Dec-15,0
701,노블엠앤비,106520,Dec-16,0
702,노블엠앤비,106520,Dec-17,0
703,노블엠앤비,106520,Dec-18,0
704,노블엠앤비,106520,Dec-19,0
705,노터스,278650,Dec-19,0
706,녹십자,6280,Dec-10,0
707,녹십자,6280,Dec-11,0
708,녹십자,6280,Dec-12,0
709,녹십자,6280,Dec-13,0
710,녹십자,6280,Dec-14,0
711,녹십자,6280,Dec-15,0
712,녹십자,6280,Dec-16,0
713,녹십자,6280,Dec-17,0
