,회사명,회계년도,거래소코드_x,매출원가율,매출원가감소율,산업중간값,산업중간값여부,감소율여부,매출원가감소율여부
2423,삼성SDI,14-Dec,6400,0.83,-2.409638554,81.58,0,0,0
2424,삼성SDI,15-Dec,6400,0.82,-1.219512195,81.36,0,0,0
2425,삼성SDI,16-Dec,6400,0.86,4.651162791,82.3,0,0,0
2426,삼성SDI,17-Dec,6400,0.82,-4.87804878,81.2,0,0,0
2427,삼성SDI,18-Dec,6400,0.78,-5.128205128,81.97,0,0,0
2428,삼성SDI,19-Dec,6400,0.78,0,81.8,0,0,0
2429,삼성공조,11-Dec,6660,0.88,2.272727273,86.155,0,0,0
2430,삼성공조,12-Dec,6660,0.88,0,87.3,0,0,0
2431,삼성공조,13-Dec,6660,0.91,3.296703297,87.315,0,0,0
2432,삼성공조,14-Dec,6660,0.93,2.150537634,87.805,0,0,0
2433,삼성공조,15-Dec,6660,0.91,-2.197802198,86.72,0,0,0
2434,삼성공조,16-Dec,6660,0.91,0,87.335,0,0,0
2435,삼성공조,17-Dec,6660,0.87,-4.597701149,88.505,0,0,0
2436,삼성공조,18-Dec,6660,0.91,4.395604396,89.65,0,0,0
2437,삼성공조,19-Dec,6660,0.93,2.150537634,89.98,0,0,0
2438,삼성물산,14-Dec,28260,0.68,0,44.43,0,0,0
2439,삼성물산,15-Dec,28260,0.84,19.04761905,44.29,0,0,0
2440,삼성물산,16-Dec,28260,0.88,4.545454545,43.36,0,0,0
2441,삼성물산,17-Dec,28260,0.88,0,45.09,0,0,0
2442,삼성물산,18-Dec,28260,0.87,-1.149425287,44.83,0,0,0
2443,삼성물산,19-Dec,28260,0.88,1.136363636,43.36,0,0,0
2444,삼성바이오로직스,16-Dec,207940,1,0,52.51,0,0,0
2445,삼성바이오로직스,17-Dec,207940,1,0,52.32,0,0,0
2446,삼성바이오로직스,18-Dec,207940,1,0,54.69,0,0,0
2447,삼성바이오로직스,19-Dec,207940,1,0,57.6,0,0,0
2448,삼성엔지니어링,11-Dec,28050,0.88,3.409090909,85.355,0,0,0
2449,삼성엔지니어링,12-Dec,28050,0.89,1.123595506,84.965,0,0,0
2450,삼성엔지니어링,13-Dec,28050,1.06,16.03773585,83.825,0,0,0
2451,삼성엔지니어링,14-Dec,28050,0.94,-12.76595745,85.75,0,0,0
2452,삼성엔지니어링,15-Dec,28050,1.17,19.65811966,83.845,0,0,0
2453,삼성엔지니어링,16-Dec,28050,0.93,-25.80645161,86.755,0,1,0
2454,삼성엔지니어링,17-Dec,28050,0.94,1.063829787,83.805,0,0,0
2455,삼성엔지니어링,18-Dec,28050,0.9,-4.444444444,83.645,0,0,0
2456,삼성엔지니어링,19-Dec,28050,0.87,-3.448275862,73.735,0,0,0
2457,삼성전기,11-Dec,9150,0.84,9.523809524,78.63,0,0,0
2458,삼성전기,12-Dec,9150,0.82,-2.43902439,79.75,0,0,0
2459,삼성전기,13-Dec,9150,0.81,-1.234567901,81.65,0,0,0
2460,삼성전기,14-Dec,9150,0.85,4.705882353,81.58,0,0,0
2461,삼성전기,15-Dec,9150,0.79,-7.594936709,81.36,0,0,0
2462,삼성전기,16-Dec,9150,0.83,4.819277108,82.3,0,0,0
2463,삼성전기,17-Dec,9150,0.79,-5.063291139,81.2,0,0,0
2464,삼성전기,18-Dec,9150,0.71,-11.26760563,81.97,0,0,0
2465,삼성전기,19-Dec,9150,0.74,4.054054054,81.8,0,0,0
2466,삼성제약,11-Dec,1360,1,0,41.73,0,0,0
2467,삼성제약,12-Dec,1360,1,0,41.84,0,0,0
2468,삼성제약,13-Dec,1360,1,0,43.25,0,0,0
2469,삼성제약,14-Dec,1360,1,0,44.93,0,0,0
2470,삼성제약,15-Dec,1360,0.73,0,48.21,0,0,0
2471,삼성제약,16-Dec,1360,0.84,13.0952381,52.51,0,0,0
2472,삼성제약,17-Dec,1360,0.88,4.545454545,52.32,0,0,0
2473,삼성제약,18-Dec,1360,0.82,-7.317073171,54.69,0,0,0
2474,삼성제약,19-Dec,1360,1,0,57.6,0,0,0
2475,삼성중공업,11-Dec,10140,0.87,0,82.98,0,0,0
2476,삼성중공업,12-Dec,10140,0.87,0,82.985,0,0,0
2477,삼성중공업,13-Dec,10140,0.88,1.136363636,88.0,0,0,0
2478,삼성중공업,14-Dec,10140,0.94,6.382978723,91.475,0,0,0
2479,삼성중공업,15-Dec,10140,1.1,14.54545455,88.85,0,0,0
2480,삼성중공업,16-Dec,10140,0.95,-15.78947368,87.545,0,0,0
2481,삼성중공업,17-Dec,10140,1.02,6.862745098,88.54,0,0,0
2482,삼성중공업,18-Dec,10140,1,-2,91.865,0,0,0
2483,삼성중공업,19-Dec,10140,0.99,-1.01010101,90.035,0,0,0
2484,삼아알미늄,11-Dec,6110,1,0,90.89,0,0,0
2485,삼아알미늄,12-Dec,6110,1,0,91.46,0,0,0
2486,삼아알미늄,13-Dec,6110,1,0,91.98,0,0,0
2487,삼아알미늄,14-Dec,6110,1,0,91.175,0,0,0
2488,삼아알미늄,15-Dec,6110,1,0,90.055,0,0,0
2489,삼아알미늄,16-Dec,6110,1,0,89.125,0,0,0
2490,삼아알미늄,17-Dec,6110,1,0,90.23,0,0,0
2491,삼아알미늄,18-Dec,6110,0.91,0,91.965,0,0,0
2492,삼아알미늄,19-Dec,6110,0.9,-1.111111111,92.405,0,0,0
2493,삼양사,11-Dec,145990,0.91,0,72.41,0,0,0
2494,삼양사,12-Dec,145990,0.87,-4.597701149,73.05,0,0,0
2495,삼양사,13-Dec,145990,0.87,0,72.785,0,0,0
2496,삼양사,14-Dec,145990,0.85,-2.352941176,72.72,0,0,0
2497,삼양사,15-Dec,145990,0.83,-2.409638554,72.09,0,0,0
2498,삼양사,16-Dec,145990,0.8,-3.75,71.455,0,0,0
2499,삼양사,17-Dec,145990,0.83,3.614457831,72.655,0,0,0
2500,삼양사,18-Dec,145990,0.82,-1.219512195,74.955,0,0,0
2501,삼양사,19-Dec,145990,0.82,0,79.39,0,0,0
2502,삼양홀딩스,11-Dec,70,0.87,1.149425287,0.0,1,0,0
2503,삼양홀딩스,12-Dec,70,0.87,0,0.0,1,0,0
2504,삼양홀딩스,13-Dec,70,0.87,0,0.0,1,0,0
2505,삼양홀딩스,14-Dec,70,0.84,-3.571428571,0.0,1,0,0
2506,삼양홀딩스,15-Dec,70,0.81,-3.703703704,0.0,1,0,0
2507,삼양홀딩스,16-Dec,70,0.8,-1.25,0.0,1,0,0
2508,삼양홀딩스,17-Dec,70,0.82,2.43902439,0.0,1,0,0
2509,삼양홀딩스,18-Dec,70,0.81,-1.234567901,0.0,1,0,0
2510,삼양홀딩스,19-Dec,70,0.81,0,0.0,1,0,0
2511,삼영엠텍,11-Dec,54540,0.82,-2.43902439,82.3,0,0,0
2512,삼영엠텍,12-Dec,54540,0.84,2.380952381,81.985,0,0,0
2513,삼영엠텍,13-Dec,54540,0.84,0,81.55,0,0,0
2514,삼영엠텍,14-Dec,54540,0.87,3.448275862,81.985,0,0,0
2515,삼영엠텍,15-Dec,54540,0.84,-3.571428571,83.13,0,0,0
2516,삼영엠텍,16-Dec,54540,0.82,-2.43902439,82.425,0,0,0
2517,삼영엠텍,17-Dec,54540,0.85,3.529411765,84.185,0,0,0
2518,삼영엠텍,18-Dec,54540,0.86,1.162790698,84.755,0,0,0
2519,삼영엠텍,19-Dec,54540,0.84,-2.380952381,85.49,0,0,0
2520,삼영이엔씨,11-Dec,65570,1,0,78.63,0,0,0
2521,삼영이엔씨,12-Dec,65570,1,0,79.75,0,0,0
2522,삼영이엔씨,13-Dec,65570,1,0,81.65,0,0,0
2523,삼영이엔씨,14-Dec,65570,1,0,81.58,0,0,0
2524,삼영이엔씨,15-Dec,65570,1,0,81.36,0,0,0
2525,삼영이엔씨,16-Dec,65570,1,0,82.3,0,0,0
2526,삼영이엔씨,17-Dec,65570,0.57,0,81.2,0,0,0
2527,삼영이엔씨,18-Dec,65570,0.63,9.523809524,81.97,0,0,0
2528,삼영이엔씨,19-Dec,65570,1,0,81.8,0,0,0
2529,삼영화학공업,11-Dec,3720,0.81,-3.703703704,82.36,0,0,0
2530,삼영화학공업,12-Dec,3720,0.88,7.954545455,81.89,0,0,0
2531,삼영화학공업,13-Dec,3720,0.94,6.382978723,80.455,0,0,0
2532,삼영화학공업,14-Dec,3720,0.96,2.083333333,81.39,0,0,0
2533,삼영화학공업,15-Dec,3720,0.99,3.03030303,80.885,0,0,0
2534,삼영화학공업,16-Dec,3720,0.95,-4.210526316,79.14,0,0,0
2535,삼영화학공업,17-Dec,3720,1.01,5.940594059,82.615,0,0,0
2536,삼영화학공업,18-Dec,3720,0.94,-7.446808511,83.27,0,0,0
2537,삼영화학공업,19-Dec,3720,0.9,-4.444444444,81.665,0,0,0
2538,삼익악기,11-Dec,2450,0.75,0,0.0,1,0,0
2539,삼익악기,12-Dec,2450,0.7,-7.142857143,0.0,1,0,0
2540,삼익악기,13-Dec,2450,0.7,0,0.0,1,0,0
2541,삼익악기,14-Dec,2450,0.69,-1.449275362,47.18,0,0,0
2542,삼익악기,15-Dec,2450,0.69,0,42.81,0,0,0
2543,삼익악기,16-Dec,2450,0.65,-6.153846154,42.29,0,0,0
2544,삼익악기,17-Dec,2450,0.69,5.797101449,75.06,0,0,0
2545,삼익악기,18-Dec,2450,0.7,1.428571429,80.08,0,0,0
2546,삼익악기,19-Dec,2450,0.7,0,76.34,0,0,0
2547,삼일,11-Dec,32280,1,0,91.1,0,0,0
2548,삼일,12-Dec,32280,1,0,91.44,0,0,0
2549,삼일,13-Dec,32280,1,0,92.89,0,0,0
2550,삼일,14-Dec,32280,1,0,91.51,0,0,0
2551,삼일,15-Dec,32280,1,0,90.67,0,0,0
2552,삼일,16-Dec,32280,1,0,90.72,0,0,0
2553,삼일,17-Dec,32280,1,0,92.38,0,0,0
2554,삼일,18-Dec,32280,1,0,92.23,0,0,0
2555,삼일,19-Dec,32280,1,0,91.62,0,0,0
2556,삼일제약,11-Dec,520,0.6,6.666666667,41.73,0,0,0
2557,삼일제약,12-Dec,520,0.59,-1.694915254,41.84,0,0,0
2558,삼일제약,13-Dec,520,0.6,1.666666667,43.25,0,0,0
2559,삼일제약,14-Dec,520,0.6,0,44.93,0,0,0
2560,삼일제약,15-Dec,520,0.58,-3.448275862,48.21,0,0,0
2561,삼일제약,16-Dec,520,0.57,-1.754385965,52.51,0,0,0
2562,삼일제약,17-Dec,520,0.56,-1.785714286,52.32,0,0,0
2563,삼일제약,18-Dec,520,0.63,11.11111111,54.69,0,0,0
2564,삼일제약,19-Dec,520,0.61,-3.278688525,57.6,0,0,0
2565,삼정펄프,11-Dec,9770,1,0,87.015,0,0,0
2566,삼정펄프,12-Dec,9770,1,0,83.365,0,0,0
2567,삼정펄프,13-Dec,9770,1,0,84.915,0,0,0
2568,삼정펄프,14-Dec,9770,1,0,85.41,0,0,0
2569,삼정펄프,15-Dec,9770,1,0,85.895,0,0,0
2570,삼정펄프,16-Dec,9770,0.86,0,85.305,0,0,0
2571,삼정펄프,17-Dec,9770,0.89,3.370786517,88.34,0,0,0
2572,삼정펄프,18-Dec,9770,0.97,8.24742268,84.105,0,0,0
2573,삼정펄프,19-Dec,9770,1,0,84.59,0,0,0
2574,삼지전자,11-Dec,37460,1,0,78.63,0,0,0
2575,삼지전자,12-Dec,37460,1,0,79.75,0,0,0
2576,삼지전자,13-Dec,37460,1,0,81.65,0,0,0
2577,삼지전자,14-Dec,37460,1,0,81.58,0,0,0
2578,삼지전자,15-Dec,37460,0.95,0,81.36,0,0,0
2579,삼지전자,16-Dec,37460,0.94,-1.063829787,82.3,0,0,0
2580,삼지전자,17-Dec,37460,0.94,0,81.2,0,0,0
2581,삼지전자,18-Dec,37460,0.95,1.052631579,81.97,0,0,0
2582,삼지전자,19-Dec,37460,0.95,0,81.8,0,0,0
2583,삼진,11-Dec,32750,0.92,9.782608696,78.63,0,0,0
2584,삼진,12-Dec,32750,0.88,-4.545454545,79.75,0,0,0
2585,삼진,13-Dec,32750,0.86,-2.325581395,81.65,0,0,0
2586,삼진,14-Dec,32750,0.84,-2.380952381,81.58,0,0,0
2587,삼진,15-Dec,32750,0.85,1.176470588,81.36,0,0,0
2588,삼진,16-Dec,32750,0.84,-1.19047619,82.3,0,0,0
2589,삼진,17-Dec,32750,0.84,0,81.2,0,0,0
2590,삼진,18-Dec,32750,0.88,4.545454545,81.97,0,0,0
2591,삼진,19-Dec,32750,0.83,-6.024096386,81.8,0,0,0
2592,삼진엘앤디,11-Dec,54090,0.85,2.352941176,78.63,0,0,0
2593,삼진엘앤디,12-Dec,54090,0.87,2.298850575,79.75,0,0,0
2594,삼진엘앤디,13-Dec,54090,0.87,0,81.65,0,0,0
2595,삼진엘앤디,14-Dec,54090,0.87,0,81.58,0,0,0
2596,삼진엘앤디,15-Dec,54090,0.84,-3.571428571,81.36,0,0,0
2597,삼진엘앤디,16-Dec,54090,0.87,3.448275862,82.3,0,0,0
2598,삼진엘앤디,17-Dec,54090,0.9,3.333333333,81.2,0,0,0
2599,삼진엘앤디,18-Dec,54090,0.86,-4.651162791,81.97,0,0,0
2600,삼진엘앤디,19-Dec,54090,0.87,1.149425287,81.8,0,0,0
2601,삼천리자전거,11-Dec,24950,1,0,80.81,0,0,0
2602,삼천리자전거,12-Dec,24950,1,0,81.77,0,0,0
2603,삼천리자전거,13-Dec,24950,1,0,80.31,0,0,0
2604,삼천리자전거,14-Dec,24950,1,0,80.28,0,0,0
2605,삼천리자전거,15-Dec,24950,1,0,81.66,0,0,0
2606,삼천리자전거,16-Dec,24950,0.68,0,82.9,0,0,0
2607,삼천리자전거,17-Dec,24950,0.67,-1.492537313,82.45,0,0,0
2608,삼천리자전거,18-Dec,24950,0.67,0,83.32,0,0,0
2609,삼천리자전거,19-Dec,24950,0.74,9.459459459,83.47,0,0,0
2610,삼표시멘트,11-Dec,38500,0.92,5.434782609,96.35,0,0,0
2611,삼표시멘트,12-Dec,38500,0.83,-10.84337349,90.06,0,0,0
2612,삼표시멘트,13-Dec,38500,0.85,2.352941176,84.855,0,0,0
2613,삼표시멘트,14-Dec,38500,0.81,-4.938271605,76.695,0,0,0
2614,삼표시멘트,15-Dec,38500,0.83,2.409638554,76.99,0,0,0
2615,삼표시멘트,16-Dec,38500,0.78,-6.41025641,72.77,0,0,0
2616,삼표시멘트,17-Dec,38500,0.79,1.265822785,80.57,0,0,0
2617,삼표시멘트,18-Dec,38500,0.9,12.22222222,90.975,0,0,0
2618,삼표시멘트,19-Dec,38500,0.83,-8.43373494,80.48,0,0,0
2619,삼화네트웍스,11-Dec,46390,0.75,-13.33333333,71.99,0,0,0
2620,삼화네트웍스,12-Dec,46390,0.9,16.66666667,72.91,0,0,0
2621,삼화네트웍스,13-Dec,46390,0.89,-1.123595506,65.99,0,0,0
2622,삼화네트웍스,14-Dec,46390,0.93,4.301075269,77.07,0,0,0
2623,삼화네트웍스,15-Dec,46390,0.99,6.060606061,68.27,0,0,0
2624,삼화네트웍스,16-Dec,46390,0.74,-33.78378378,74.71,0,1,0
2625,삼화네트웍스,17-Dec,46390,0.91,18.68131868,83.56,0,0,0
2626,삼화네트웍스,18-Dec,46390,1.14,20.1754386,84.29,0,0,0
2627,삼화네트웍스,19-Dec,46390,0.96,-18.75,89.85,0,0,0
2628,삼화전기,11-Dec,9470,0.89,3.370786517,78.63,0,0,0
2629,삼화전기,12-Dec,9470,0.89,0,79.75,0,0,0
2630,삼화전기,13-Dec,9470,0.89,0,81.65,0,0,0
2631,삼화전기,14-Dec,9470,0.89,0,81.58,0,0,0
2632,삼화전기,15-Dec,9470,0.9,1.111111111,81.36,0,0,0
2633,삼화전기,16-Dec,9470,0.87,-3.448275862,82.3,0,0,0
2634,삼화전기,17-Dec,9470,0.84,-3.571428571,81.2,0,0,0
2635,삼화전기,18-Dec,9470,0.86,2.325581395,81.97,0,0,0
2636,삼화전기,19-Dec,9470,0.86,0,81.8,0,0,0
2637,삼화전자공업,11-Dec,11230,0.95,3.157894737,78.63,0,0,0
2638,삼화전자공업,12-Dec,11230,0.94,-1.063829787,79.75,0,0,0
2639,삼화전자공업,13-Dec,11230,0.84,-11.9047619,81.65,0,0,0
2640,삼화전자공업,14-Dec,11230,0.87,3.448275862,81.58,0,0,0
2641,삼화전자공업,15-Dec,11230,0.99,12.12121212,81.36,0,0,0
2642,삼화전자공업,16-Dec,11230,0.85,-16.47058824,82.3,0,0,0
2643,삼화전자공업,17-Dec,11230,0.89,4.494382022,81.2,0,0,0
2644,삼화전자공업,18-Dec,11230,0.92,3.260869565,81.97,0,0,0
2645,삼화전자공업,19-Dec,11230,0.86,-6.976744186,81.8,0,0,0
2646,삼화콘덴서공업,11-Dec,1820,0.85,5.882352941,78.63,0,0,0
2647,삼화콘덴서공업,12-Dec,1820,0.85,0,79.75,0,0,0
2648,삼화콘덴서공업,13-Dec,1820,0.86,1.162790698,81.65,0,0,0
2649,삼화콘덴서공업,14-Dec,1820,0.9,4.444444444,81.58,0,0,0
2650,삼화콘덴서공업,15-Dec,1820,0.85,-5.882352941,81.36,0,0,0
2651,삼화콘덴서공업,16-Dec,1820,0.84,-1.19047619,82.3,0,0,0
2652,삼화콘덴서공업,17-Dec,1820,0.8,-5,81.2,0,0,0
2653,삼화콘덴서공업,18-Dec,1820,0.63,-26.98412698,81.97,0,1,0
2654,삼화콘덴서공업,19-Dec,1820,0.76,17.10526316,81.8,0,0,0
2655,상보,11-Dec,27580,1,0,78.63,0,0,0
2656,상보,12-Dec,27580,1,0,79.75,0,0,0
2657,상보,13-Dec,27580,1,0,81.65,0,0,0
2658,상보,14-Dec,27580,0.88,0,81.58,0,0,0
2659,상보,15-Dec,27580,0.88,0,81.36,0,0,0
2660,상보,16-Dec,27580,0.94,6.382978723,82.3,0,0,0
2661,상보,17-Dec,27580,0.94,0,81.2,0,0,0
2662,상보,18-Dec,27580,0.86,-9.302325581,81.97,0,0,0
2663,상보,19-Dec,27580,0.89,3.370786517,81.8,0,0,0
2664,상상인인더스트리,11-Dec,101000,1.05,8.571428571,82.98,0,0,0
2665,상상인인더스트리,12-Dec,101000,0.96,-9.375,82.985,0,0,0
2666,상상인인더스트리,13-Dec,101000,0.85,-12.94117647,88.0,0,0,0
2667,상상인인더스트리,14-Dec,101000,0.91,6.593406593,91.475,0,0,0
2668,상상인인더스트리,15-Dec,101000,0.85,-7.058823529,88.85,0,0,0
2669,상상인인더스트리,16-Dec,101000,0.8,-6.25,87.545,0,0,0
2670,상상인인더스트리,17-Dec,101000,0.91,12.08791209,88.54,0,0,0
2671,상상인인더스트리,18-Dec,101000,1,0,91.865,0,0,0
2672,상상인인더스트리,19-Dec,101000,0.9,0,90.035,0,0,0
2673,상신이디피,11-Dec,91580,0.85,-1.176470588,79.665,0,0,0
2674,상신이디피,12-Dec,91580,0.89,4.494382022,81.545,0,0,0
2675,상신이디피,13-Dec,91580,0.87,-2.298850575,81.135,0,0,0
2676,상신이디피,14-Dec,91580,0.85,-2.352941176,81.835,0,0,0
2677,상신이디피,15-Dec,91580,0.88,3.409090909,82.075,0,0,0
2678,상신이디피,16-Dec,91580,0.89,1.123595506,81.51,0,0,0
2679,상신이디피,17-Dec,91580,0.85,-4.705882353,83.595,0,0,0
2680,상신이디피,18-Dec,91580,0.82,-3.658536585,84.085,0,0,0
2681,상신이디피,19-Dec,91580,0.84,2.380952381,86.18,0,0,0
2682,상지카일룸,11-Dec,42940,1,0,89.535,0,0,0
2683,상지카일룸,12-Dec,42940,1,0,90.605,0,0,0
2684,상지카일룸,13-Dec,42940,1,0,90.66,0,0,0
2685,상지카일룸,14-Dec,42940,1,0,91.65,0,0,0
2686,상지카일룸,15-Dec,42940,1,0,90.545,0,0,0
2687,상지카일룸,16-Dec,42940,1.12,0,89.99,0,0,0
2688,상지카일룸,17-Dec,42940,0.91,-23.07692308,90.27,0,1,0
2689,상지카일룸,18-Dec,42940,0.76,-19.73684211,88.535,0,0,0
2690,상지카일룸,19-Dec,42940,0.88,13.63636364,90.84,0,0,0
2691,새로닉스,11-Dec,42600,0.89,4.494382022,78.63,0,0,0
2692,새로닉스,12-Dec,42600,0.87,-2.298850575,79.75,0,0,0
2693,새로닉스,13-Dec,42600,0.87,0,81.65,0,0,0
2694,새로닉스,14-Dec,42600,0.83,-4.819277108,81.58,0,0,0
2695,새로닉스,15-Dec,42600,0.82,-1.219512195,81.36,0,0,0
2696,새로닉스,16-Dec,42600,0.85,3.529411765,82.3,0,0,0
2697,새로닉스,17-Dec,42600,0.89,4.494382022,81.2,0,0,0
2698,새로닉스,18-Dec,42600,0.88,-1.136363636,81.97,0,0,0
2699,새로닉스,19-Dec,42600,0.92,4.347826087,81.8,0,0,0
2700,새론오토모티브,11-Dec,75180,0.83,-1.204819277,86.155,0,0,0
2701,새론오토모티브,12-Dec,75180,0.83,0,87.3,0,0,0
2702,새론오토모티브,13-Dec,75180,0.78,-6.41025641,87.315,0,0,0
2703,새론오토모티브,14-Dec,75180,0.78,0,87.805,0,0,0
2704,새론오토모티브,15-Dec,75180,0.79,1.265822785,86.72,0,0,0
2705,새론오토모티브,16-Dec,75180,0.79,0,87.335,0,0,0
2706,새론오토모티브,17-Dec,75180,0.83,4.819277108,88.505,0,0,0
2707,새론오토모티브,18-Dec,75180,0.85,2.352941176,89.65,0,0,0
2708,새론오토모티브,19-Dec,75180,0.93,8.602150538,89.98,0,0,0
2709,서부티엔디,11-Dec,6730,0.5,8,45.165,0,0,0
2710,서부티엔디,12-Dec,6730,0.42,-19.04761905,41.78,0,0,0
2711,서부티엔디,13-Dec,6730,0.29,-44.82758621,38.49,0,1,0
2712,서부티엔디,14-Dec,6730,0.27,-7.407407407,44.815,0,0,0
2713,서부티엔디,15-Dec,6730,1,0,44.245,0,0,0
2714,서부티엔디,16-Dec,6730,1,0,46.28,0,0,0
2715,서부티엔디,17-Dec,6730,1,0,49.505,0,0,0
2716,서부티엔디,18-Dec,6730,1,0,47.625,0,0,0
2717,서부티엔디,19-Dec,6730,1,0,44.52,0,0,0
2718,서산,11-Dec,79650,0.76,-9.210526316,83.085,0,0,0
2719,서산,12-Dec,79650,0.74,-2.702702703,80.49,0,0,0
2720,서산,13-Dec,79650,0.75,1.333333333,79.905,0,0,0
2721,서산,14-Dec,79650,0.72,-4.166666667,80.78,0,0,0
2722,서산,15-Dec,79650,0.68,-5.882352941,77.97,0,0,0
2723,서산,16-Dec,79650,0.67,-1.492537313,79.26,0,0,0
2724,서산,17-Dec,79650,0.79,15.18987342,81.73,0,0,0
2725,서산,18-Dec,79650,0.9,12.22222222,82.22,0,0,0
2726,서산,19-Dec,79650,0.93,3.225806452,84.125,0,0,0
2727,서연,11-Dec,7860,0.91,3.296703297,86.155,0,0,0
2728,서연,12-Dec,7860,0.89,-2.247191011,87.3,0,0,0
2729,서연,13-Dec,7860,0.87,-2.298850575,87.315,0,0,0
2730,서연,14-Dec,7860,0.87,0,87.805,0,0,0
2731,서연,15-Dec,7860,0.88,1.136363636,86.72,0,0,0
2732,서연,16-Dec,7860,0.89,1.123595506,87.335,0,0,0
2733,서연,17-Dec,7860,0.93,4.301075269,88.505,0,0,0
2734,서연,18-Dec,7860,0.91,-2.197802198,89.65,0,0,0
2735,서연,19-Dec,7860,0.89,-2.247191011,89.98,0,0,0
2736,서연이화,14-Dec,200880,0.9,0,87.805,0,0,0
2737,서연이화,15-Dec,200880,0.89,-1.123595506,86.72,0,0,0
2738,서연이화,16-Dec,200880,0.9,1.111111111,87.335,0,0,0
2739,서연이화,17-Dec,200880,0.93,3.225806452,88.505,0,0,0
2740,서연이화,18-Dec,200880,0.91,-2.197802198,89.65,0,0,0
2741,서연이화,19-Dec,200880,0.89,-2.247191011,89.98,0,0,0
2742,서연탑메탈,11-Dec,19770,0.87,0,73.85,0,0,0
2743,서연탑메탈,12-Dec,19770,0.89,2.247191011,75.13,0,0,0
2744,서연탑메탈,13-Dec,19770,0.92,3.260869565,74.77,0,0,0
2745,서연탑메탈,14-Dec,19770,0.9,-2.222222222,76.93,0,0,0
2746,서연탑메탈,15-Dec,19770,0.93,3.225806452,77.48,0,0,0
2747,서연탑메탈,16-Dec,19770,0.93,0,78.73,0,0,0
2748,서연탑메탈,17-Dec,19770,0.94,1.063829787,80.02,0,0,0
2749,서연탑메탈,18-Dec,19770,0.97,3.092783505,81.15,0,0,0
2750,서연탑메탈,19-Dec,19770,0.97,0,80.98,0,0,0
2751,서울도시가스,11-Dec,17390,0.91,1.098901099,91.06,0,0,0
2752,서울도시가스,12-Dec,17390,0.91,0,91.5,0,0,0
2753,서울도시가스,13-Dec,17390,0.92,1.086956522,92.2,0,0,0
2754,서울도시가스,14-Dec,17390,0.92,0,91.89,0,0,0
2755,서울도시가스,15-Dec,17390,0.9,-2.222222222,89.76,0,0,0
2756,서울도시가스,16-Dec,17390,0.88,-2.272727273,87.27,0,0,0
2757,서울도시가스,17-Dec,17390,0.88,0,87.11,0,0,0
2758,서울도시가스,18-Dec,17390,0.89,1.123595506,87.65,0,0,0
2759,서울도시가스,19-Dec,17390,0.86,-3.488372093,86.35,0,0,0
2760,서울리거,11-Dec,43710,0.91,4.395604396,78.63,0,0,0
2761,서울리거,12-Dec,43710,0.93,2.150537634,79.75,0,0,0
2762,서울리거,13-Dec,43710,1.1,15.45454545,81.65,0,0,0
2763,서울리거,14-Dec,43710,0.95,-15.78947368,81.58,0,0,0
2764,서울리거,15-Dec,43710,0.55,-72.72727273,81.36,0,1,0
2765,서울리거,16-Dec,43710,0.95,42.10526316,82.3,0,0,0
2766,서울리거,17-Dec,43710,0.89,-6.741573034,81.2,0,0,0
2767,서울리거,18-Dec,43710,0.81,-9.87654321,81.97,0,0,0
2768,서울리거,19-Dec,43710,0.75,-8,81.8,0,0,0
2769,서울반도체,11-Dec,46890,0.85,10.58823529,78.63,0,0,0
2770,서울반도체,12-Dec,46890,0.83,-2.409638554,79.75,0,0,0
2771,서울반도체,13-Dec,46890,0.72,-15.27777778,81.65,0,0,0
2772,서울반도체,14-Dec,46890,0.8,10,81.58,0,0,0
2773,서울반도체,15-Dec,46890,0.76,-5.263157895,81.36,0,0,0
2774,서울반도체,16-Dec,46890,0.75,-1.333333333,82.3,0,0,0
2775,서울반도체,17-Dec,46890,0.74,-1.351351351,81.2,0,0,0
2776,서울반도체,18-Dec,46890,0.73,-1.369863014,81.97,0,0,0
2777,서울반도체,19-Dec,46890,0.78,6.41025641,81.8,0,0,0
2778,서울옥션,11-Dec,63170,0.65,-9.230769231,80.81,0,0,0
2779,서울옥션,12-Dec,63170,0.59,-10.16949153,81.77,0,0,0
2780,서울옥션,13-Dec,63170,0.45,-31.11111111,80.31,0,1,0
2781,서울옥션,14-Dec,63170,0.55,18.18181818,80.28,0,0,0
2782,서울옥션,15-Dec,63170,0.59,6.779661017,81.66,0,0,0
2783,서울옥션,16-Dec,63170,0.63,6.349206349,82.9,0,0,0
2784,서울옥션,17-Dec,63170,0.67,5.970149254,82.45,0,0,0
2785,서울옥션,18-Dec,63170,0.59,-13.55932203,83.32,0,0,0
2786,서울옥션,19-Dec,63170,0.62,4.838709677,83.47,0,0,0
2787,서울전자통신,11-Dec,27040,0.92,4.347826087,79.665,0,0,0
2788,서울전자통신,12-Dec,27040,0.91,-1.098901099,81.545,0,0,0
2789,서울전자통신,13-Dec,27040,0.9,-1.111111111,81.135,0,0,0
2790,서울전자통신,14-Dec,27040,0.91,1.098901099,81.835,0,0,0
2791,서울전자통신,15-Dec,27040,0.86,-5.813953488,82.075,0,0,0
2792,서울전자통신,16-Dec,27040,0.9,4.444444444,81.51,0,0,0
2793,서울전자통신,17-Dec,27040,0.94,4.255319149,83.595,0,0,0
2794,서울전자통신,18-Dec,27040,0.95,1.052631579,84.085,0,0,0
