,회사명,회계년도,거래소코드_x,매출원가율,매출원가감소율,산업중간값,산업중간값여부,감소율여부,매출원가감소율여부
5074,옵트론텍,17-Dec,82210,0.68,0,64.32,0,0,0
5075,옵트론텍,18-Dec,82210,0.71,4.225352113,63.41,0,0,0
5076,옵트론텍,19-Dec,82210,0.78,8.974358974,64.46,0,0,0
5077,옵티팜,18-Dec,153710,1,0,54.69,0,0,0
5078,옵티팜,19-Dec,153710,1,0,57.6,0,0,0
5079,와이비엠넷,11-Dec,57030,0.54,3.703703704,9.49,0,0,0
5080,와이비엠넷,12-Dec,57030,0.56,3.571428571,39.415,0,0,0
5081,와이비엠넷,13-Dec,57030,0.57,1.754385965,36.13,0,0,0
5082,와이비엠넷,14-Dec,57030,0.57,0,32.89,0,0,0
5083,와이비엠넷,15-Dec,57030,0.58,1.724137931,8.75,0,0,0
5084,와이비엠넷,16-Dec,57030,0.57,-1.754385965,8.05,0,0,0
5085,와이비엠넷,17-Dec,57030,0.6,5,7.08,0,0,0
5086,와이비엠넷,18-Dec,57030,0.57,-5.263157895,0.0,1,0,0
5087,와이비엠넷,19-Dec,57030,0.56,-1.785714286,0.0,1,0,0
5088,와이엠씨,12-Dec,155650,1,0,79.75,0,0,0
5089,와이엠씨,13-Dec,155650,0.73,0,81.65,0,0,0
5090,와이엠씨,14-Dec,155650,0.82,10.97560976,81.58,0,0,0
5091,와이엠씨,15-Dec,155650,0.82,0,81.36,0,0,0
5092,와이엠씨,16-Dec,155650,0.84,2.380952381,82.3,0,0,0
5093,와이엠씨,17-Dec,155650,0.8,-5,81.2,0,0,0
5094,와이엠씨,18-Dec,155650,0.86,6.976744186,81.97,0,0,0
5095,와이엠씨,19-Dec,155650,0.96,10.41666667,81.8,0,0,0
5096,와이오엠,15-Dec,66430,0.49,0,71.99,0,0,0
5097,와이오엠,16-Dec,66430,0.91,46.15384615,72.91,0,0,0
5098,와이오엠,17-Dec,66430,1,0,65.99,0,0,0
5099,와이오엠,18-Dec,66430,1,0,77.07,0,0,0
5100,와이오엠,19-Dec,66430,1,0,68.27,0,0,0
5101,와이제이엠게임즈,14-Dec,193250,0.82,0,81.58,0,0,0
5102,와이제이엠게임즈,15-Dec,193250,0.73,-12.32876712,81.36,0,0,0
5103,와이제이엠게임즈,16-Dec,193250,0.74,1.351351351,82.3,0,0,0
5104,와이제이엠게임즈,17-Dec,193250,0.85,12.94117647,81.2,0,0,0
5105,와이제이엠게임즈,18-Dec,193250,0.84,-1.19047619,81.97,0,0,0
5106,와이제이엠게임즈,19-Dec,193250,0.71,-18.30985915,81.8,0,0,0
5107,와이지-원,11-Dec,19210,0.65,-4.615384615,82.3,0,0,0
5108,와이지-원,12-Dec,19210,0.71,8.450704225,81.985,0,0,0
5109,와이지-원,13-Dec,19210,0.75,5.333333333,81.55,0,0,0
5110,와이지-원,14-Dec,19210,0.71,-5.633802817,81.985,0,0,0
5111,와이지-원,15-Dec,19210,0.7,-1.428571429,83.13,0,0,0
5112,와이지-원,16-Dec,19210,0.68,-2.941176471,82.425,0,0,0
5113,와이지-원,17-Dec,19210,0.65,-4.615384615,84.185,0,0,0
5114,와이지-원,18-Dec,19210,0.66,1.515151515,84.755,0,0,0
5115,와이지-원,19-Dec,19210,0.72,8.333333333,85.49,0,0,0
5116,와이지엔터테인먼트,11-Dec,122870,0.6,0,71.99,0,0,0
5117,와이지엔터테인먼트,12-Dec,122870,0.61,1.639344262,72.91,0,0,0
5118,와이지엔터테인먼트,13-Dec,122870,0.61,0,65.99,0,0,0
5119,와이지엔터테인먼트,14-Dec,122870,0.66,7.575757576,77.07,0,0,0
5120,와이지엔터테인먼트,15-Dec,122870,0.66,0,68.27,0,0,0
5121,와이지엔터테인먼트,16-Dec,122870,0.7,5.714285714,74.71,0,0,0
5122,와이지엔터테인먼트,17-Dec,122870,0.71,1.408450704,83.56,0,0,0
5123,와이지엔터테인먼트,18-Dec,122870,0.7,-1.428571429,84.29,0,0,0
5124,와이지엔터테인먼트,19-Dec,122870,0.7,0,89.85,0,0,0
5125,와이지플러스,11-Dec,37270,0.63,-14.28571429,0.0,1,0,0
5126,와이지플러스,12-Dec,37270,0.66,4.545454545,0.0,1,0,0
5127,와이지플러스,13-Dec,37270,0.66,0,0.0,1,0,0
5128,와이지플러스,14-Dec,37270,0.65,-1.538461538,0.0,1,0,0
5129,와이지플러스,15-Dec,37270,0.72,9.722222222,0.0,1,0,0
5130,와이지플러스,16-Dec,37270,0.67,-7.462686567,0.0,1,0,0
5131,와이지플러스,17-Dec,37270,0.68,1.470588235,0.0,1,0,0
5132,와이지플러스,18-Dec,37270,0.69,1.449275362,0.0,1,0,0
5133,와이지플러스,19-Dec,37270,0.74,6.756756757,0.0,1,0,0
5134,와이투솔루션,11-Dec,11690,0.94,4.255319149,78.63,0,0,0
5135,와이투솔루션,12-Dec,11690,0.91,-3.296703297,79.75,0,0,0
5136,와이투솔루션,13-Dec,11690,0.93,2.150537634,81.65,0,0,0
5137,와이투솔루션,14-Dec,11690,0.91,-2.197802198,81.58,0,0,0
5138,와이투솔루션,15-Dec,11690,0.89,-2.247191011,81.36,0,0,0
5139,와이투솔루션,16-Dec,11690,0.95,6.315789474,82.3,0,0,0
5140,와이투솔루션,17-Dec,11690,0.94,-1.063829787,81.2,0,0,0
5141,와이투솔루션,18-Dec,11690,1.05,10.47619048,81.97,0,0,0
5142,와이투솔루션,19-Dec,11690,0.93,-12.90322581,81.8,0,0,0
5143,와이티엔,11-Dec,40300,1,0,71.99,0,0,0
5144,와이티엔,12-Dec,40300,1,0,72.91,0,0,0
5145,와이티엔,13-Dec,40300,1,0,65.99,0,0,0
5146,와이티엔,14-Dec,40300,1,0,77.07,0,0,0
5147,와이티엔,15-Dec,40300,0.98,0,68.27,0,0,0
5148,와이티엔,16-Dec,40300,0.91,-7.692307692,74.71,0,0,0
5149,와이티엔,17-Dec,40300,0.93,2.150537634,83.56,0,0,0
5150,와이티엔,18-Dec,40300,0.94,1.063829787,84.29,0,0,0
5151,와이티엔,19-Dec,40300,0.94,0,89.85,0,0,0
5152,용평리조트,16-Dec,70960,0.77,0,76.7,0,0,0
5153,용평리조트,17-Dec,70960,0.77,0,77.36,0,0,0
5154,용평리조트,18-Dec,70960,0.77,0,77.05,0,0,0
5155,용평리조트,19-Dec,70960,0.9,14.44444444,89.78,0,0,0
5156,우리기술,11-Dec,32820,0.59,20.33898305,79.665,0,0,0
5157,우리기술,12-Dec,32820,0.8,26.25,81.545,0,0,0
5158,우리기술,13-Dec,32820,0.79,-1.265822785,81.135,0,0,0
5159,우리기술,14-Dec,32820,0.76,-3.947368421,81.835,0,0,0
5160,우리기술,15-Dec,32820,0.73,-4.109589041,82.075,0,0,0
5161,우리기술,16-Dec,32820,0.62,-17.74193548,81.51,0,0,0
5162,우리기술,17-Dec,32820,0.56,-10.71428571,83.595,0,0,0
5163,우리기술,18-Dec,32820,0.78,28.20512821,84.085,0,0,0
5164,우리기술,19-Dec,32820,0.88,11.36363636,86.18,0,0,0
5165,우리넷,11-Dec,115440,1,0,78.63,0,0,0
5166,우리넷,12-Dec,115440,1,0,79.75,0,0,0
5167,우리넷,13-Dec,115440,1,0,81.65,0,0,0
5168,우리넷,14-Dec,115440,1,0,81.58,0,0,0
5169,우리넷,15-Dec,115440,1,0,81.36,0,0,0
5170,우리넷,16-Dec,115440,1,0,82.3,0,0,0
5171,우리넷,17-Dec,115440,1,0,81.2,0,0,0
5172,우리넷,18-Dec,115440,1,0,81.97,0,0,0
5173,우리넷,19-Dec,115440,0.75,0,81.8,0,0,0
5174,우리로,12-Dec,46970,1,0,79.75,0,0,0
5175,우리로,13-Dec,46970,1,0,81.65,0,0,0
5176,우리로,14-Dec,46970,1,0,81.58,0,0,0
5177,우리로,15-Dec,46970,0.79,0,81.36,0,0,0
5178,우리로,16-Dec,46970,0.86,8.139534884,82.3,0,0,0
5179,우리로,17-Dec,46970,0.87,1.149425287,81.2,0,0,0
5180,우리로,18-Dec,46970,0.83,-4.819277108,81.97,0,0,0
5181,우리로,19-Dec,46970,0.93,10.75268817,81.8,0,0,0
5182,우리바이오,11-Dec,82850,0.84,-1.19047619,78.63,0,0,0
5183,우리바이오,12-Dec,82850,0.93,9.677419355,79.75,0,0,0
5184,우리바이오,13-Dec,82850,0.95,2.105263158,81.65,0,0,0
5185,우리바이오,14-Dec,82850,0.95,0,81.58,0,0,0
5186,우리바이오,15-Dec,82850,0.94,-1.063829787,81.36,0,0,0
5187,우리바이오,16-Dec,82850,0.95,1.052631579,82.3,0,0,0
5188,우리바이오,17-Dec,82850,0.95,0,81.2,0,0,0
5189,우리바이오,18-Dec,82850,0.96,1.041666667,81.97,0,0,0
5190,우리바이오,19-Dec,82850,0.95,-1.052631579,81.8,0,0,0
5191,우리엔터프라이즈,11-Dec,37400,0.82,1.219512195,79.665,0,0,0
5192,우리엔터프라이즈,12-Dec,37400,0.79,-3.797468354,81.545,0,0,0
5193,우리엔터프라이즈,13-Dec,37400,0.95,16.84210526,81.135,0,0,0
5194,우리엔터프라이즈,14-Dec,37400,0.95,0,81.835,0,0,0
5195,우리엔터프라이즈,15-Dec,37400,0.93,-2.150537634,82.075,0,0,0
5196,우리엔터프라이즈,16-Dec,37400,0.95,2.105263158,81.51,0,0,0
5197,우리엔터프라이즈,17-Dec,37400,0.95,0,83.595,0,0,0
5198,우리엔터프라이즈,18-Dec,37400,0.95,0,84.085,0,0,0
5199,우리엔터프라이즈,19-Dec,37400,0.94,-1.063829787,86.18,0,0,0
5200,우리이앤엘,13-Dec,153490,0.98,0,81.65,0,0,0
5201,우리이앤엘,14-Dec,153490,0.9,-8.888888889,81.58,0,0,0
5202,우리이앤엘,15-Dec,153490,0.87,-3.448275862,81.36,0,0,0
5203,우리이앤엘,16-Dec,153490,0.83,-4.819277108,82.3,0,0,0
5204,우리이앤엘,17-Dec,153490,0.88,5.681818182,81.2,0,0,0
5205,우리이앤엘,18-Dec,153490,0.84,-4.761904762,81.97,0,0,0
5206,우리이앤엘,19-Dec,153490,0.86,2.325581395,81.8,0,0,0
5207,우림피티에스,11-Dec,101170,0.78,3.846153846,73.85,0,0,0
5208,우림피티에스,12-Dec,101170,0.79,1.265822785,75.13,0,0,0
5209,우림피티에스,13-Dec,101170,0.83,4.819277108,74.77,0,0,0
5210,우림피티에스,14-Dec,101170,1,0,76.93,0,0,0
5211,우림피티에스,15-Dec,101170,1,0,77.48,0,0,0
5212,우림피티에스,16-Dec,101170,1,0,78.73,0,0,0
5213,우림피티에스,17-Dec,101170,1,0,80.02,0,0,0
5214,우림피티에스,18-Dec,101170,1,0,81.15,0,0,0
5215,우림피티에스,19-Dec,101170,1,0,80.98,0,0,0
5216,우성,11-Dec,6980,0.85,1.176470588,72.41,0,0,0
5217,우성,12-Dec,6980,0.86,1.162790698,73.05,0,0,0
5218,우성,13-Dec,6980,0.86,0,72.785,0,0,0
5219,우성,14-Dec,6980,0.84,-2.380952381,72.72,0,0,0
5220,우성,15-Dec,6980,0.84,0,72.09,0,0,0
5221,우성,16-Dec,6980,0.83,-1.204819277,71.455,0,0,0
5222,우성,17-Dec,6980,0.83,0,72.655,0,0,0
5223,우성,18-Dec,6980,0.84,1.19047619,74.955,0,0,0
5224,우성,19-Dec,6980,0.84,0,79.39,0,0,0
5225,우수AMS,11-Dec,66590,0.93,2.150537634,86.155,0,0,0
5226,우수AMS,12-Dec,66590,0.92,-1.086956522,87.3,0,0,0
5227,우수AMS,13-Dec,66590,0.92,0,87.315,0,0,0
5228,우수AMS,14-Dec,66590,0.92,0,87.805,0,0,0
5229,우수AMS,15-Dec,66590,0.91,-1.098901099,86.72,0,0,0
5230,우수AMS,16-Dec,66590,0.91,0,87.335,0,0,0
5231,우수AMS,17-Dec,66590,0.91,0,88.505,0,0,0
5232,우수AMS,18-Dec,66590,0.9,-1.111111111,89.65,0,0,0
5233,우수AMS,19-Dec,66590,0.9,0,89.98,0,0,0
5234,우신시스템,11-Dec,17370,0.84,2.380952381,73.85,0,0,0
5235,우신시스템,12-Dec,17370,0.85,1.176470588,75.13,0,0,0
5236,우신시스템,13-Dec,17370,0.89,4.494382022,74.77,0,0,0
5237,우신시스템,14-Dec,17370,0.87,-2.298850575,76.93,0,0,0
5238,우신시스템,15-Dec,17370,0.87,0,77.48,0,0,0
5239,우신시스템,16-Dec,17370,0.87,0,78.73,0,0,0
5240,우신시스템,17-Dec,17370,0.89,2.247191011,80.02,0,0,0
5241,우신시스템,18-Dec,17370,0.92,3.260869565,81.15,0,0,0
5242,우신시스템,19-Dec,17370,0.9,-2.222222222,80.98,0,0,0
5243,우원개발,11-Dec,46940,0.93,1.075268817,89.535,0,0,0
5244,우원개발,12-Dec,46940,0.95,2.105263158,90.605,0,0,0
5245,우원개발,13-Dec,46940,0.97,2.06185567,90.66,0,0,0
5246,우원개발,14-Dec,46940,0.95,-2.105263158,91.65,0,0,0
5247,우원개발,15-Dec,46940,0.91,-4.395604396,90.545,0,0,0
5248,우원개발,16-Dec,46940,0.95,4.210526316,89.99,0,0,0
5249,우원개발,17-Dec,46940,0.92,-3.260869565,90.27,0,0,0
5250,우원개발,18-Dec,46940,0.89,-3.370786517,88.535,0,0,0
5251,우원개발,19-Dec,46940,0.88,-1.136363636,90.84,0,0,0
5252,우일렉트로닉스,11-Dec,65680,0.75,10.66666667,78.63,0,0,0
5253,우일렉트로닉스,12-Dec,65680,0.74,-1.351351351,79.75,0,0,0
5254,우일렉트로닉스,13-Dec,65680,0.75,1.333333333,81.65,0,0,0
5255,우일렉트로닉스,14-Dec,65680,0.75,0,81.58,0,0,0
5256,우일렉트로닉스,15-Dec,65680,0.73,-2.739726027,81.36,0,0,0
5257,우일렉트로닉스,16-Dec,65680,0.75,2.666666667,82.3,0,0,0
5258,우일렉트로닉스,17-Dec,65680,0.8,6.25,81.2,0,0,0
5259,우일렉트로닉스,18-Dec,65680,0.84,4.761904762,81.97,0,0,0
5260,우일렉트로닉스,19-Dec,65680,0.76,-10.52631579,81.8,0,0,0
5261,우진,11-Dec,105840,0.7,1.428571429,0.0,1,0,0
5262,우진,12-Dec,105840,0.77,9.090909091,35.05,0,0,0
5263,우진,13-Dec,105840,0.8,3.75,48.57,0,0,0
5264,우진,14-Dec,105840,0.8,0,50.39,0,0,0
5265,우진,15-Dec,105840,0.79,-1.265822785,49.29,0,0,0
5266,우진,16-Dec,105840,0.78,-1.282051282,56.81,0,0,0
5267,우진,17-Dec,105840,0.81,3.703703704,64.32,0,0,0
5268,우진,18-Dec,105840,0.79,-2.53164557,63.41,0,0,0
5269,우진,19-Dec,105840,0.8,1.25,64.46,0,0,0
5270,우진비앤지,11-Dec,18620,1,0,41.73,0,0,0
5271,우진비앤지,12-Dec,18620,1,0,41.84,0,0,0
5272,우진비앤지,13-Dec,18620,1,0,43.25,0,0,0
5273,우진비앤지,14-Dec,18620,1,0,44.93,0,0,0
5274,우진비앤지,15-Dec,18620,1,0,48.21,0,0,0
5275,우진비앤지,16-Dec,18620,1,0,52.51,0,0,0
5276,우진비앤지,17-Dec,18620,1,0,52.32,0,0,0
5277,우진비앤지,18-Dec,18620,0.94,0,54.69,0,0,0
5278,우진비앤지,19-Dec,18620,0.72,-30.55555556,57.6,0,1,0
5279,우진플라임,11-Dec,49800,0.76,-1.315789474,73.85,0,0,0
5280,우진플라임,12-Dec,49800,0.76,0,75.13,0,0,0
5281,우진플라임,13-Dec,49800,0.77,1.298701299,74.77,0,0,0
5282,우진플라임,14-Dec,49800,0.83,7.228915663,76.93,0,0,0
5283,우진플라임,15-Dec,49800,0.81,-2.469135802,77.48,0,0,0
5284,우진플라임,16-Dec,49800,0.73,-10.95890411,78.73,0,0,0
5285,우진플라임,17-Dec,49800,0.75,2.666666667,80.02,0,0,0
5286,우진플라임,18-Dec,49800,0.8,6.25,81.15,0,0,0
5287,우진플라임,19-Dec,49800,0.79,-1.265822785,80.98,0,0,0
5288,웅진,11-Dec,16880,0.88,0,0.0,1,0,0
5289,웅진,12-Dec,16880,1.2,26.66666667,0.0,1,0,0
5290,웅진,13-Dec,16880,0.86,-39.53488372,0.0,1,1,0
5291,웅진,14-Dec,16880,0.9,4.444444444,0.0,1,0,0
5292,웅진,15-Dec,16880,0.82,-9.756097561,0.0,1,0,0
5293,웅진,16-Dec,16880,0.87,5.747126437,0.0,1,0,0
5294,웅진,17-Dec,16880,0.82,-6.097560976,0.0,1,0,0
5295,웅진,18-Dec,16880,0.9,8.888888889,0.0,1,0,0
5296,웅진,19-Dec,16880,0.54,-66.66666667,0.0,1,1,0
5297,웅진씽크빅,11-Dec,95720,0.42,7.142857143,39.575,0,0,0
5298,웅진씽크빅,12-Dec,95720,0.44,4.545454545,41.175,0,0,0
5299,웅진씽크빅,13-Dec,95720,0.47,6.382978723,43.375,0,0,0
5300,웅진씽크빅,14-Dec,95720,0.51,7.843137255,44.96,0,0,0
5301,웅진씽크빅,15-Dec,95720,0.51,0,56.37,0,0,0
5302,웅진씽크빅,16-Dec,95720,0.46,-10.86956522,53.67,0,0,0
5303,웅진씽크빅,17-Dec,95720,0.44,-4.545454545,54.175,0,0,0
5304,웅진씽크빅,18-Dec,95720,0.43,-2.325581395,47.75,0,0,0
5305,웅진씽크빅,19-Dec,95720,0.43,0,53.78,0,0,0
5306,원익,11-Dec,32940,0.76,2.631578947,80.81,0,0,0
5307,원익,12-Dec,32940,0.77,1.298701299,81.77,0,0,0
5308,원익,13-Dec,32940,0.79,2.53164557,80.31,0,0,0
5309,원익,14-Dec,32940,0.77,-2.597402597,80.28,0,0,0
5310,원익,15-Dec,32940,0.75,-2.666666667,81.66,0,0,0
5311,원익,16-Dec,32940,0.61,-22.95081967,82.9,0,1,0
5312,원익,17-Dec,32940,0.56,-8.928571429,82.45,0,0,0
5313,원익,18-Dec,32940,0.51,-9.803921569,83.32,0,0,0
5314,원익,19-Dec,32940,0.49,-4.081632653,83.47,0,0,0
5315,원익큐브,11-Dec,14190,1,0,80.81,0,0,0
5316,원익큐브,12-Dec,14190,1,0,81.77,0,0,0
5317,원익큐브,13-Dec,14190,0.9,0,80.31,0,0,0
5318,원익큐브,14-Dec,14190,0.87,-3.448275862,80.28,0,0,0
5319,원익큐브,15-Dec,14190,0.91,4.395604396,81.66,0,0,0
5320,원익큐브,16-Dec,14190,0.91,0,82.9,0,0,0
5321,원익큐브,17-Dec,14190,0.9,-1.111111111,82.45,0,0,0
5322,원익큐브,18-Dec,14190,0.92,2.173913043,83.32,0,0,0
5323,원익큐브,19-Dec,14190,0.92,0,83.47,0,0,0
5324,원익피앤이,11-Dec,131390,1,0,79.665,0,0,0
5325,원익피앤이,12-Dec,131390,1,0,81.545,0,0,0
5326,원익피앤이,13-Dec,131390,1,0,81.135,0,0,0
5327,원익피앤이,14-Dec,131390,0.79,0,81.835,0,0,0
5328,원익피앤이,15-Dec,131390,0.77,-2.597402597,82.075,0,0,0
5329,원익피앤이,16-Dec,131390,0.77,0,81.51,0,0,0
5330,원익피앤이,17-Dec,131390,0.73,-5.479452055,83.595,0,0,0
5331,원익피앤이,18-Dec,131390,0.73,0,84.085,0,0,0
5332,원익피앤이,19-Dec,131390,0.78,6.41025641,86.18,0,0,0
5333,원풍물산,11-Dec,8290,1,0,40.48,0,0,0
5334,원풍물산,12-Dec,8290,1,0,42.2,0,0,0
5335,원풍물산,13-Dec,8290,0.38,0,41.28,0,0,0
5336,원풍물산,14-Dec,8290,0.39,2.564102564,44.43,0,0,0
5337,원풍물산,15-Dec,8290,1,0,44.29,0,0,0
5338,원풍물산,16-Dec,8290,1,0,43.36,0,0,0
5339,원풍물산,17-Dec,8290,1,0,45.09,0,0,0
5340,원풍물산,18-Dec,8290,1,0,44.83,0,0,0
5341,원풍물산,19-Dec,8290,1,0,43.36,0,0,0
5342,월덱스,11-Dec,101160,0.72,5.555555556,78.63,0,0,0
5343,월덱스,12-Dec,101160,0.83,13.25301205,79.75,0,0,0
5344,월덱스,13-Dec,101160,0.85,2.352941176,81.65,0,0,0
5345,월덱스,14-Dec,101160,0.74,-14.86486486,81.58,0,0,0
5346,월덱스,15-Dec,101160,0.76,2.631578947,81.36,0,0,0
5347,월덱스,16-Dec,101160,0.75,-1.333333333,82.3,0,0,0
5348,월덱스,17-Dec,101160,0.72,-4.166666667,81.2,0,0,0
5349,월덱스,18-Dec,101160,0.67,-7.462686567,81.97,0,0,0
5350,월덱스,19-Dec,101160,0.68,1.470588235,81.8,0,0,0
5351,웨이브일렉트로닉스,11-Dec,95270,0.73,10.95890411,78.63,0,0,0
5352,웨이브일렉트로닉스,12-Dec,95270,0.55,-32.72727273,79.75,0,1,0
5353,웨이브일렉트로닉스,13-Dec,95270,0.66,16.66666667,81.65,0,0,0
5354,웨이브일렉트로닉스,14-Dec,95270,0.7,5.714285714,81.58,0,0,0
5355,웨이브일렉트로닉스,15-Dec,95270,0.75,6.666666667,81.36,0,0,0
5356,웨이브일렉트로닉스,16-Dec,95270,0.77,2.597402597,82.3,0,0,0
5357,웨이브일렉트로닉스,17-Dec,95270,0.64,-20.3125,81.2,0,1,0
5358,웨이브일렉트로닉스,18-Dec,95270,0.69,7.246376812,81.97,0,0,0
5359,웨이브일렉트로닉스,19-Dec,95270,0.74,6.756756757,81.8,0,0,0
5360,웰바이오텍,11-Dec,10600,0.88,1.136363636,80.81,0,0,0
5361,웰바이오텍,12-Dec,10600,0.89,1.123595506,81.77,0,0,0
5362,웰바이오텍,13-Dec,10600,0.9,1.111111111,80.31,0,0,0
5363,웰바이오텍,14-Dec,10600,0.92,2.173913043,80.28,0,0,0
5364,웰바이오텍,15-Dec,10600,0.91,-1.098901099,81.66,0,0,0
5365,웰바이오텍,16-Dec,10600,0.91,0,82.9,0,0,0
5366,웰바이오텍,17-Dec,10600,0.96,5.208333333,82.45,0,0,0
5367,웰바이오텍,18-Dec,10600,0.95,-1.052631579,83.32,0,0,0
5368,웰바이오텍,19-Dec,10600,0.89,-6.741573034,83.47,0,0,0
5369,웰크론,11-Dec,65950,0.7,-1.428571429,89.195,0,0,0
5370,웰크론,12-Dec,65950,0.77,9.090909091,90.545,0,0,0
5371,웰크론,13-Dec,65950,0.78,1.282051282,88.935,0,0,0
5372,웰크론,14-Dec,65950,0.81,3.703703704,89.09,0,0,0
5373,웰크론,15-Dec,65950,0.77,-5.194805195,88.755,0,0,0
5374,웰크론,16-Dec,65950,0.76,-1.315789474,87.06,0,0,0
5375,웰크론,17-Dec,65950,0.83,8.43373494,91.84,0,0,0
5376,웰크론,18-Dec,65950,0.83,0,92.455,0,0,0
5377,웰크론,19-Dec,65950,0.84,1.19047619,90.715,0,0,0
5378,웰크론한텍,11-Dec,76080,0.75,-8,73.85,0,0,0
5379,웰크론한텍,12-Dec,76080,0.81,7.407407407,75.13,0,0,0
5380,웰크론한텍,13-Dec,76080,0.84,3.571428571,74.77,0,0,0
5381,웰크론한텍,14-Dec,76080,0.93,9.677419355,76.93,0,0,0
5382,웰크론한텍,15-Dec,76080,0.9,-3.333333333,77.48,0,0,0
5383,웰크론한텍,16-Dec,76080,0.92,2.173913043,78.73,0,0,0
5384,웰크론한텍,17-Dec,76080,0.95,3.157894737,80.02,0,0,0
5385,웰크론한텍,18-Dec,76080,0.94,-1.063829787,81.15,0,0,0
5386,웰크론한텍,19-Dec,76080,0.96,2.083333333,80.98,0,0,0
5387,웹스,15-Dec,196700,0.67,0,77.5,0,0,0
5388,웹스,16-Dec,196700,0.67,0,77.25,0,0,0
5389,웹스,17-Dec,196700,0.75,10.66666667,78.45,0,0,0
5390,웹스,18-Dec,196700,0.77,2.597402597,81.48,0,0,0
5391,웹스,19-Dec,196700,0.77,0,79.49,0,0,0
5392,위니아,16-Dec,71460,0.74,0,81.51,0,0,0
5393,위니아,17-Dec,71460,0.73,-1.369863014,83.595,0,0,0
5394,위니아,18-Dec,71460,0.78,6.41025641,84.085,0,0,0
5395,위니아,19-Dec,71460,0.8,2.5,86.18,0,0,0
5396,위닉스,11-Dec,44340,0.92,3.260869565,73.85,0,0,0
5397,위닉스,12-Dec,44340,0.9,-2.222222222,75.13,0,0,0
5398,위닉스,13-Dec,44340,0.84,-7.142857143,74.77,0,0,0
5399,위닉스,14-Dec,44340,0.8,-5,76.93,0,0,0
5400,위닉스,15-Dec,44340,0.82,2.43902439,77.48,0,0,0
5401,위닉스,16-Dec,44340,0.8,-2.5,78.73,0,0,0
5402,위닉스,17-Dec,44340,0.76,-5.263157895,80.02,0,0,0
5403,위닉스,18-Dec,44340,0.73,-4.109589041,81.15,0,0,0
5404,위닉스,19-Dec,44340,0.67,-8.955223881,80.98,0,0,0
5405,위메이드,11-Dec,112040,0.13,0,5.55,0,0,0
5406,위메이드,12-Dec,112040,0.12,-8.333333333,9.16,0,0,0
5407,위메이드,13-Dec,112040,0.95,#NAME?,9.26,0,0,0
5408,위메이드,14-Dec,112040,1.19,0,9.49,0,0,0
5409,위메이드,15-Dec,112040,1.09,0,26.25,0,0,0
5410,위메이드,16-Dec,112040,0.96,0,32.73,0,0,0
5411,위메이드,17-Dec,112040,0.95,0,35.91,0,0,0
5412,위메이드,18-Dec,112040,1.28,0,40.29,0,0,0
5413,위메이드,19-Dec,112040,1.08,0,47.1,0,0,0
5414,위메이드맥스,11-Dec,101730,0.27,0,5.55,0,0,0
5415,위메이드맥스,12-Dec,101730,0.27,0,9.16,0,0,0
5416,위메이드맥스,13-Dec,101730,0.65,#NAME?,9.26,0,0,0
5417,위메이드맥스,14-Dec,101730,1.15,0,9.49,0,0,0
5418,위메이드맥스,15-Dec,101730,1.26,0,26.25,0,0,0
5419,위메이드맥스,16-Dec,101730,1.13,0,32.73,0,0,0
5420,위메이드맥스,17-Dec,101730,1.26,0,35.91,0,0,0
5421,위메이드맥스,18-Dec,101730,1.44,0,40.29,0,0,0
5422,위메이드맥스,19-Dec,101730,1.36,0,47.1,0,0,0
5423,위스컴,11-Dec,24070,0.91,0,82.36,0,0,0
5424,위스컴,12-Dec,24070,0.91,0,81.89,0,0,0
5425,위스컴,13-Dec,24070,0.91,0,80.455,0,0,0
5426,위스컴,14-Dec,24070,0.91,0,81.39,0,0,0
5427,위스컴,15-Dec,24070,0.93,2.150537634,80.885,0,0,0
5428,위스컴,16-Dec,24070,0.94,1.063829787,79.14,0,0,0
5429,위스컴,17-Dec,24070,0.95,1.052631579,82.615,0,0,0
5430,위스컴,18-Dec,24070,0.95,0,83.27,0,0,0
5431,위스컴,19-Dec,24070,0.94,-1.063829787,81.665,0,0,0
5432,위즈코프,11-Dec,38620,0.7,0,76.05,0,0,0
5433,위즈코프,12-Dec,38620,0.72,2.777777778,72.2,0,0,0
5434,위즈코프,13-Dec,38620,0.67,-7.462686567,75.75,0,0,0
5435,위즈코프,14-Dec,38620,0.67,0,79.68,0,0,0
5436,위즈코프,15-Dec,38620,0.69,2.898550725,81.79,0,0,0
5437,위즈코프,16-Dec,38620,0.73,5.479452055,82.04,0,0,0
5438,위즈코프,17-Dec,38620,0.74,1.351351351,83.55,0,0,0
5439,위즈코프,18-Dec,38620,0.75,1.333333333,84.35,0,0,0
5440,위즈코프,19-Dec,38620,0.75,0,82.22,0,0,0
5441,위지트,11-Dec,36090,1,0,0.0,1,0,0
5442,위지트,12-Dec,36090,1,0,35.05,0,0,0
5443,위지트,13-Dec,36090,1,0,48.57,0,0,0
5444,위지트,14-Dec,36090,1,0,50.39,0,0,0
5445,위지트,15-Dec,36090,0.69,0,49.29,0,0,0
5446,위지트,16-Dec,36090,0.7,1.428571429,56.81,0,0,0
5447,위지트,17-Dec,36090,0.74,5.405405405,64.32,0,0,0
5448,위지트,18-Dec,36090,0.75,1.333333333,63.41,0,0,0
5449,위지트,19-Dec,36090,0.85,11.76470588,64.46,0,0,0
