회사명,거래소코드,회계년도,매출액총이익률(IFRS),매출액총이익률(IFRS연결),매출액순이익률(IFRS),매출액순이익률(IFRS연결),자기자본순이익률(IFRS),자기자본순이익률(IFRS연결),총자본정상영업이익률(IFRS),총자본정상영업이익률(IFRS연결),매출액정상영업이익률(IFRS),매출액정상영업이익률(IFRS연결),총자본순이익률(IFRS),총자본순이익률(IFRS연결)
(주)골드앤에스,35290,Dec-13,27.93,28.88,-44.74,-42.57,-90.82,-86.53,-11.64,-12.56,-13.61,-16.42,-38.28,-32.57
(주)골드앤에스,35290,Dec-14,26.24,25.04,-27.38,-29.79,-85.29,-90.29,-7.32,-6.29,-7.88,-9.84,-25.42,-19.02
(주)골드앤에스,35290,Dec-15,29.98,31.53,-42.33,-42.81,-78.06,-76.1,4.05,3.24,4.78,5.15,-35.81,-26.91
(주)골드앤에스,35290,Dec-16,39.37,41.19,2.44,2.46,2.67,2.65,1.86,1.88,2.45,2.53,1.85,1.83
(주)골드앤에스,35290,Dec-17,35.79,37.49,-62.98,-62.3,-59.27,-57.72,-20.91,-20.61,-28.82,-28.86,-45.69,-44.5
(주)골드앤에스,35290,Dec-18,49.91,49.25,-46.61,-50.46,-30,-32.3,-15.33,-15.65,-52.52,-53.76,-13.61,-14.69
(주)골드앤에스,35290,Dec-19,17.66,17.66,-325.58,-325.58,0,-572.47,-24.39,-24.39,-93.45,-93.45,-84.97,-84.97
(주)골드퍼시픽,38530,Dec-11,40.94,,8.81,,4.62,,6.82,,15.36,,3.92,
(주)골드퍼시픽,38530,Dec-12,30.08,,2.43,,1.14,,2.54,,6.93,,0.89,
(주)골드퍼시픽,38530,Dec-13,-17.48,-14.99,-130.32,-130.88,-42.23,-57.94,-18.5,-18.22,-86.07,-85.63,-28.01,-27.85
(주)골드퍼시픽,38530,Dec-14,-66.74,-8.92,-150.49,-44.83,-42.96,-48.56,-19.14,-13.87,-123.07,-35.3,-23.4,-17.62
(주)골드퍼시픽,38530,Dec-15,-36.85,-5.61,-204.62,-54.82,-67.67,-55.42,-27.59,-23.38,-133.92,-44.23,-42.15,-28.97
(주)골드퍼시픽,38530,Dec-16,15.35,,-244.4,,-212.98,,-44.15,,-88.91,,-121.36,
(주)골드퍼시픽,38530,Dec-17,60.47,,-19.18,,-26.61,,4.98,,18.63,,-5.12,
(주)골드퍼시픽,38530,Dec-18,74.76,75.32,-78.49,-78.34,-34.42,-21.81,-1.59,-2.39,-9.07,-15.84,-13.72,-11.82
(주)골드퍼시픽,38530,Dec-19,29.09,,-279.11,,-153.58,,-6.21,,-30.21,,-57.34,
(주)골프존,215000,Dec-15,,,,,,,,,,,,
(주)골프존,215000,Dec-16,61.6,59.7,18.24,16.84,30.99,30.3,24.75,24.18,22.33,20.94,20.22,19.44
(주)골프존,215000,Dec-17,64.09,65.5,43.96,39.68,50.82,51.19,16.09,16.96,19.51,18.72,36.26,35.96
(주)골프존,215000,Dec-18,59.71,60.96,11.31,10.28,11.44,10.63,11.79,11.09,15.18,14.17,8.78,8.04
(주)골프존,215000,Dec-19,59.65,62,8.24,6.56,9.78,8.21,12.94,11.4,15.14,13.07,7.04,5.72
(주)골프존뉴딘홀딩스,121440,Dec-11,51.47,53.49,22.69,21.54,18.74,18.23,19.72,19.23,26.08,25.23,17.15,16.42
(주)골프존뉴딘홀딩스,121440,Dec-12,56.67,54.55,26.09,25.33,19,19.34,16.68,15.02,26.74,23.82,16.28,15.96
(주)골프존뉴딘홀딩스,121440,Dec-13,54.98,48.79,1.32,0.77,1.07,0.67,15.32,13.66,24.84,22.04,0.82,0.48
(주)골프존뉴딘홀딩스,121440,Dec-14,55.77,48.94,16.42,18.44,14.11,17.4,17.23,14.63,26.19,23.84,10.81,11.32
(주)골프존뉴딘홀딩스,121440,Dec-15,73.75,33.7,3028.36,529.43,173.6,168.4,-2.36,-1.22,-46.97,-5.68,151.84,113.92
(주)골프존뉴딘홀딩스,121440,Dec-16,98.15,48.12,-73.25,1.18,-3.83,0.75,-0.97,4.84,-20.12,15.21,-3.53,0.38
(주)골프존뉴딘홀딩스,121440,Dec-17,97.1,47.15,-92.68,-10.1,-4.41,-4.2,-1.24,2.43,-29.04,8.62,-3.97,-2.85
(주)골프존뉴딘홀딩스,121440,Dec-18,96.09,42.07,-47.54,-3.37,-1.59,-1.45,-2,0.15,-68.36,0.5,-1.39,-0.98
(주)골프존뉴딘홀딩스,121440,Dec-19,5.71,38.58,-112.81,-15.22,-6.49,-6.89,-3.26,-0.47,-66.76,-1.58,-5.51,-4.49
(주)광림,14200,Dec-11,16.17,,2.43,,4.63,,5.35,,4.94,,2.63,
(주)광림,14200,Dec-12,12.67,,0.69,,0.98,,1.5,,1.55,,0.67,
(주)광림,14200,Dec-13,13.53,,1.58,,2.54,,3.46,,3.2,,1.7,
(주)광림,14200,Dec-14,14.56,24.19,1.23,-0.1,1.74,1.09,1.72,0.89,2.06,0.94,1.03,-0.1
(주)광림,14200,Dec-15,24.86,,3.89,,12.54,,1,,0.56,,6.92,
(주)광림,14200,Dec-16,14.09,14.09,0.5,-2.17,0.51,-1.92,0.12,0.07,0.2,0.2,0.29,-0.83
(주)광림,14200,Dec-17,15.38,2.98,86.7,-17.46,64.62,-15.47,0.88,-5.65,2.32,-9.15,33.05,-10.79
(주)광림,14200,Dec-18,17.2,10.29,-77.22,-20.82,-39.19,-26.58,0.73,-0.53,2.92,-0.76,-19.24,-14.37
(주)광림,14200,Dec-19,15.69,7.47,-73.24,-9.6,-75.18,-7.84,1.78,-4.99,4.1,-7.53,-31.77,-6.36
(주)광명전기,17040,Dec-11,10.3,12.21,-0.13,-1.98,-0.14,-2.51,1.55,0.41,2.56,0.54,-0.08,-1.52
(주)광명전기,17040,Dec-12,11.09,12.48,-1.97,0.35,-2.79,1.23,3.49,3.29,4.5,3.57,-1.53,0.32
(주)광명전기,17040,Dec-13,15.75,16.23,5.87,5.49,9.15,9.64,8.05,8.56,9.35,9.15,5.06,5.14
(주)광명전기,17040,Dec-14,13.63,14.84,6.03,6.76,10.88,12.46,9.12,9.6,8.87,9.25,6.2,7.02
(주)광명전기,17040,Dec-15,10.19,15.18,3.7,7.64,4.96,8.63,3.38,6.92,4.13,8.03,3.03,6.59
(주)광명전기,17040,Dec-16,9.67,9.5,16.11,11.96,19.81,11.75,3.28,2.6,3.94,3.73,13.39,8.33
(주)광명전기,17040,Dec-17,9.19,8.97,-1.28,-2.01,-1.57,-2.2,2.95,1.47,3.57,2.16,-1.06,-1.36
(주)광명전기,17040,Dec-18,9.93,9.47,3.28,2.38,3.67,2.93,2.35,2.14,3.06,2.85,2.52,1.79
(주)광명전기,17040,Dec-19,10.75,11.24,5.18,5.4,7.1,8.53,5.52,5.18,5.85,6.06,4.89,4.61
(주)광무,29480,Dec-11,19.74,18.36,-102.34,-96.85,-92.94,-131.02,-11.18,-17.82,-22.64,-26.15,-50.54,-66
(주)광무,29480,Dec-12,17.79,18.02,-37.4,-25.96,-35.22,-36.23,-7.69,-10.36,-13.9,-14.03,-20.7,-19.16
(주)광무,29480,Dec-13,-1.15,-10.17,-328.09,-139.87,-138.53,-150,-15.49,-30.5,-68.27,-67.72,-74.46,-63
(주)광무,29480,Dec-14,17.9,,-2.24,,-8.66,,5.01,,3.7,,-3.03,
(주)광무,29480,Dec-15,22.64,,-15.46,,-33.57,,-2.53,,-3.52,,-11.13,
(주)광무,29480,Dec-16,17.7,,0.36,,1.21,,5.15,,4.9,,0.38,
(주)광무,29480,Dec-17,18.74,,-15.56,,-31.04,,0.69,,0.93,,-11.55,
(주)광무,29480,Dec-18,17.33,22.99,-23.54,-22.19,-41.94,-51.67,-2.44,-4.7,-3.25,-5.79,-17.74,-18.01
(주)광무,29480,Dec-19,17.31,40.05,-24.86,-17.6,-39.35,-38.68,-5.43,-6.58,-8.95,-8.26,-15.09,-14.02
(주)광주신세계,37710,Dec-11,63.25,,23.81,,18.32,,16.63,,26.82,,14.77,
(주)광주신세계,37710,Dec-12,63.99,,25.15,,16.01,,14.34,,27.21,,13.25,
(주)광주신세계,37710,Dec-13,64.66,,23.51,,12.61,,10.3,,27.1,,8.94,
(주)광주신세계,37710,Dec-14,65.11,,20.62,,9.85,,7.92,,25.31,,6.45,
(주)광주신세계,37710,Dec-15,66.91,,22.35,,9.77,,8.35,,26.68,,7,
(주)광주신세계,37710,Dec-16,67.2,,21.65,,8.88,,8.52,,26.64,,6.93,
(주)광주신세계,37710,Dec-17,67.27,,22.82,,8.59,,8.59,,26.85,,7.3,
(주)광주신세계,37710,Dec-18,86.89,,33.35,,7.52,,7.41,,37.03,,6.67,
(주)광주신세계,37710,Dec-19,88.01,,30.78,,7.44,,7.61,,35.58,,6.58,
(주)구영테크,53270,Dec-11,18.59,12.25,1.58,-0.44,3.61,-1.4,5.69,3.53,8.3,3.49,1.08,-0.44
(주)구영테크,53270,Dec-12,18.33,13.82,1.91,1.05,4.37,4.49,4.74,4.82,7.39,4.81,1.22,1.05
(주)구영테크,53270,Dec-13,17.26,12.89,1.49,1.26,3.79,5.74,4.31,4.83,5.85,4.34,1.1,1.4
(주)구영테크,53270,Dec-14,17.12,13.18,1.71,1.31,3.64,4.75,2.79,3.57,3.58,3.19,1.33,1.47
(주)구영테크,53270,Dec-15,16.46,14.79,3.67,2.42,7.41,7.74,3.46,3.87,4.05,3.57,3.13,2.62
(주)구영테크,53270,Dec-16,18.49,15.19,5.2,1.71,8.66,4.64,3.89,2.64,5.46,2.92,3.7,1.55
(주)구영테크,53270,Dec-17,16.91,15.17,1.67,0.91,2.65,2.61,2.44,3.22,4.07,3.8,1,0.77
(주)구영테크,53270,Dec-18,14.96,11.4,4.78,3.03,7.45,9.65,1.15,2.76,2,2.76,2.74,3.04
(주)구영테크,53270,Dec-19,14.34,9.61,1.67,1.47,2.67,4.8,1.75,2.56,2.7,2.27,1.08,1.66
(주)국동,5320,Dec-11,13.69,13.04,-12.92,-4.67,-138.74,-686.46,-11.69,1.79,-5.8,0.74,-26.04,-11.32
(주)국동,5320,Dec-12,17.2,18.42,0.29,3.72,9.6,67.43,4.65,10.14,1.98,4.92,0.67,7.68
(주)국동,5320,Dec-13,17.82,16.42,2.48,2.71,54.43,32.29,9,7.95,3.57,3.73,6.25,5.78
(주)국동,5320,Dec-14,18.93,17.65,3.98,4.78,46.27,40.4,12.2,12.51,4.84,5.45,10.03,10.96
(주)국동,5320,Dec-15,19.31,17.44,5.2,3.07,28.98,17.49,11.49,9.46,6.71,5.08,8.9,5.72
(주)국동,5320,Dec-16,19.66,18.6,3.44,3.15,14.02,14.97,10.34,9.7,6.19,5.35,5.75,5.7
(주)국동,5320,Dec-17,14.18,14.83,-5.07,-4.68,-16.75,-19.01,-2.98,-5.08,-1.85,-3.06,-8.18,-7.78
(주)국동,5320,Dec-18,15.75,16.63,0.99,0.96,3.36,4.64,2.16,5.02,1.23,2.62,1.73,1.84
(주)국동,5320,Dec-19,14.56,15.32,-6.02,-2.03,-14.55,-7.94,-10.74,-3.31,-8.21,-1.9,-7.87,-3.52
(주)국보,1140,Dec-11,6.68,7.01,-0.15,-0.03,-0.52,-0.12,1.92,1.78,1.57,1.33,-0.18,-0.04
(주)국보,1140,Dec-12,7.04,7.82,-1.75,-0.71,-5.85,-2.62,1.13,1.38,0.99,1.12,-2,-0.89
(주)국보,1140,Dec-13,7.11,7.98,-3.46,-3.29,-12.7,-12.14,0.69,0.74,0.6,0.62,-3.99,-3.91
(주)국보,1140,Dec-14,5.5,6.12,-7.38,-7.18,-27.26,-26.58,-2.19,-2.55,-2.22,-2.47,-7.27,-7.39
(주)국보,1140,Dec-15,5.72,6.41,-4.32,-4.41,-19.32,-19.61,-2.61,-2.83,-2.57,-2.69,-4.39,-4.65
(주)국보,1140,Dec-16,6.86,8.86,-6.47,-4.79,-33.21,-25.32,-0.64,0.25,-0.65,0.23,-6.39,-5.09
(주)국보,1140,Dec-17,6.48,7.56,-3.7,-3.69,-18.89,-17.16,-4.63,-5.09,-4.57,-5.03,-3.75,-3.74
(주)국보,1140,Dec-18,4.22,5.05,-6.03,-5.59,-29.24,-24.45,-8.04,-8.72,-6.93,-7.4,-7,-6.59
(주)국보,1140,Dec-19,3.08,19.91,-16.9,-7.49,-82.58,-47.63,-2.95,-1.18,-2.61,-1.09,-19.12,-8.16
(주)국보디자인,66620,Dec-11,15.2,15.72,5.36,4.63,14.51,13.29,11.05,10.8,6.89,6.56,8.6,7.63
(주)국보디자인,66620,Dec-12,15.98,16.02,7.29,6.94,16.17,15.67,12.52,12.13,9.1,8.79,10.03,9.57
(주)국보디자인,66620,Dec-13,12.94,13.45,6.15,6.69,15.29,17.76,9.72,10.66,6.81,7.2,8.77,9.91
(주)국보디자인,66620,Dec-14,13.8,14.9,4.99,6.2,11.67,15.64,7.96,10.27,6.22,7.57,6.38,8.42
(주)국보디자인,66620,Dec-15,11.77,13.28,4.41,5.59,9.52,13.66,5.37,9.37,4.34,6.64,5.46,7.89
(주)국보디자인,66620,Dec-16,13.48,12.33,6.21,5.33,15.29,12.62,9.54,7.02,6.97,5.22,8.51,7.17
(주)국보디자인,66620,Dec-17,16.49,16.98,5.39,4.93,16.2,14.33,15.52,14.38,9.14,8.58,9.15,8.26
(주)국보디자인,66620,Dec-18,14.47,14.77,6.1,5.46,14.24,13.35,10.46,9.7,7.25,6.48,8.81,8.17
(주)국보디자인,66620,Dec-19,10.94,11.99,4.01,5.93,8.82,13.75,5.84,5.81,4.43,4.3,5.29,8.02
(주)국순당,43650,Dec-11,42.83,42.79,4.54,4.12,3.25,2.99,2.92,2.68,4.56,4.19,2.9,2.64
(주)국순당,43650,Dec-12,44.76,44.83,4.45,5.21,2.84,3.46,3.42,2.69,5.9,4.76,2.58,2.95
(주)국순당,43650,Dec-13,42.18,42.35,2.44,5.79,1.26,2.89,0.58,0.67,1.24,1.45,1.15,2.68
(주)국순당,43650,Dec-14,39.2,39.38,2.24,3.77,1.07,1.73,0.43,0.5,0.99,1.18,0.98,1.59
(주)국순당,43650,Dec-15,35.11,35.41,-6.48,-4.56,-2.6,-1.93,-4.06,-3.78,-11.08,-10.59,-2.37,-1.63
(주)국순당,43650,Dec-16,40.08,39.7,-3.23,-3.96,-1.2,-1.39,-2.7,-3.02,-7.97,-9.31,-1.1,-1.29
(주)국순당,43650,Dec-17,38.53,37.88,16.39,15.44,5.25,4.88,-1.75,-1.87,-5.97,-6.79,4.82,4.26
(주)국순당,43650,Dec-18,38.98,36.99,28.8,-4.84,7.68,-1.26,-1.28,-1.25,-5.22,-4.87,7.06,-1.24
(주)국순당,43650,Dec-19,35.82,27.85,1.19,-8.1,0.29,-2.47,-2.52,-2.43,-11.32,-5.84,0.27,-3.37
(주)국영지앤엠,6050,Dec-11,-0.74,,-4.12,,-5.18,,-5.47,,-6.92,,-3.25,
(주)국영지앤엠,6050,Dec-12,1.13,,11.04,,12.28,,-2.46,,-3.4,,7.97,
(주)국영지앤엠,6050,Dec-13,4.95,,1.71,,2.07,,2.16,,2.39,,1.55,
(주)국영지앤엠,6050,Dec-14,5.84,,0.77,,0.85,,2.6,,3.08,,0.65,
(주)국영지앤엠,6050,Dec-15,1.23,,-1.33,,-1.11,,-1.69,,-2.59,,-0.87,
(주)국영지앤엠,6050,Dec-16,3.62,,0.75,,0.77,,0.38,,0.48,,0.6,
(주)국영지앤엠,6050,Dec-17,5.03,,2.28,,2.78,,2.14,,2.24,,2.17,
(주)국영지앤엠,6050,Dec-18,1.7,,-0.63,,-0.68,,-1.46,,-1.63,,-0.56,
(주)국영지앤엠,6050,Dec-19,4.51,,1.49,,2.08,,1.54,,1.36,,1.69,
(주)국전약품,307750,Dec-18,,,,,,,,,,,,
(주)국전약품,307750,Dec-19,,,,,,,,,,,,
(주)그래디언트,35080,Dec-11,0,34.12,-51.64,-2.87,-1.4,-2.81,-1.76,-2.72,-82.39,-4.18,-1.1,-1.87
(주)그래디언트,35080,Dec-12,0,34.16,141.64,2.81,4.23,3.52,-0.14,1.85,-6.35,3.09,3.15,1.68
(주)그래디언트,35080,Dec-13,0,10.46,-121.73,0.81,-2.37,1.94,0.06,4.08,3.89,1.63,-2.02,2.03
(주)그래디언트,35080,Dec-14,0,9.76,8.07,1,0.15,2,0.03,2.9,2.08,1.63,0.13,1.79
(주)그래디언트,35080,Dec-15,0,10.96,101.88,1.22,3.08,2.87,1.25,3.24,45.39,1.84,2.81,2.14
(주)그래디언트,35080,Dec-16,0,10.99,-245.8,-1.01,-9.89,-14.59,2.44,2.37,64.99,1.29,-9.22,-1.87
(주)그래디언트,35080,Dec-17,0,10.89,-438.55,-1.8,-15.25,-20.37,1.61,1.54,48.32,0.84,-14.63,-3.28
(주)그래디언트,35080,Dec-18,0,10.32,35.99,-0.12,1.35,-2.8,1.74,1.1,48.73,0.58,1.29,-0.23
(주)그래디언트,35080,Dec-19,0,11.1,47.31,0.19,1.28,-1.6,1.12,2.52,43.45,1.32,1.22,0.36
(주)그리티,204020,Dec-18,60.32,58.91,5.14,4.03,9.37,7.9,12.47,9.52,7.94,6.75,8.08,5.69
(주)그리티,204020,Dec-19,55.01,54.17,2.17,1.27,3.53,2.43,5.1,3.1,3.65,2.37,3.03,1.66
(주)그린플러스,186230,Dec-19,18.91,19.36,6.17,5.19,8.09,8.37,6.52,7.46,8.68,10.4,4.63,3.72
(주)글로벌스탠다드테크놀로지,83450,Dec-11,32.22,37.58,5.66,8.49,9.19,12.25,6.77,9.46,7.12,10.22,5.38,7.85
(주)글로벌스탠다드테크놀로지,83450,Dec-12,33.18,38.3,8.61,10.81,18.09,20.94,12.48,15.26,9.82,12.53,10.94,13.16
(주)글로벌스탠다드테크놀로지,83450,Dec-13,28.52,32.42,6.43,7.32,13.99,14.17,11.59,12.93,7.79,9.3,9.57,10.18
(주)글로벌스탠다드테크놀로지,83450,Dec-14,27.6,32.16,7.15,8.84,14.51,16.07,10.59,12.97,7.41,9.65,10.22,11.89
(주)글로벌스탠다드테크놀로지,83450,Dec-15,31.55,36.1,4.88,6.76,8.21,10.26,5.94,8.61,4.6,7.12,6.3,8.17
(주)글로벌스탠다드테크놀로지,83450,Dec-16,33.09,36.71,4.59,5.11,7.31,7.24,3.43,6.13,2.92,5.37,5.4,5.84
(주)글로벌스탠다드테크놀로지,83450,Dec-17,30.88,34.43,8.49,9.68,21.82,23.25,22.85,23.21,12.36,13.67,15.69,16.43
(주)글로벌스탠다드테크놀로지,83450,Dec-18,30.89,33.5,6.7,7.93,11.07,12.42,8.97,10.03,6.85,8.01,8.78,9.93
(주)글로벌스탠다드테크놀로지,83450,Dec-19,37.71,39.44,11.29,10.68,20.89,19.83,21.15,18.12,14.63,13.02,16.33,14.86
(주)금비,8870,Sep-11,23.62,22.62,0.91,3.25,1.07,5.1,2.2,3.78,2.78,4.46,0.72,2.76
(주)금비,8870,Sep-12,21.11,20.78,0.16,1.32,0.18,0.6,0.44,2.83,0.7,3.46,0.1,1.08
(주)금비,8870,Sep-13,19.73,19.47,0.37,1.09,0.4,0.51,0.5,2.86,0.8,3.47,0.23,0.89
(주)금비,8870,Sep-14,16.71,19.06,-1.32,1.75,-1.42,1,-1.2,2.57,-2,3.12,-0.79,1.44
(주)금비,8870,Sep-15,24.37,23.16,3.01,4.05,3.77,5.99,5.59,6.75,8.38,8.06,2.01,3.39
(주)금비,8870,Sep-16,22.93,22.99,6.01,6.58,7.74,10.83,4.84,8.29,7.18,9.97,4.05,5.47
(주)금비,8870,Sep-17,26.52,23.19,1.81,3.58,1.81,3.81,0.6,4.69,1.12,6.29,0.96,2.67
(주)금비,8870,Sep-18,25.8,22.31,4.58,5.16,5.06,7.15,1.95,5.08,3.21,6.45,2.79,4.07
(주)금비,8870,Sep-19,24.69,21.79,2.99,5.27,3.26,6.48,0.94,4.85,1.55,6.17,1.82,4.14
(주)금양,1570,Dec-11,13.63,15.95,2.41,2.7,5.73,6.86,5.36,5.8,6.08,6.33,2.13,2.47
(주)금양,1570,Dec-12,13.42,16.62,2.92,3.02,7.16,8.23,5.1,5.12,5.92,5.38,2.52,2.88
(주)금양,1570,Dec-13,10.14,13.1,1.15,0.46,3.35,1.47,3.85,4.11,3.93,3.61,1.13,0.52
(주)금양,1570,Dec-14,11.45,12.67,2.07,-0.07,6.23,-0.25,4.87,3.36,5.08,3.26,1.99,-0.07
(주)금양,1570,Dec-15,12.51,14.41,1.53,9.1,5.02,28.69,5.42,4.21,5.38,4.31,1.55,8.89
(주)금양,1570,Dec-16,12.76,18.47,-14.75,-12.17,-68.9,-44.99,5.34,7.04,5.51,7.19,-14.29,-11.92
(주)금양,1570,Dec-17,11.82,19.66,0.24,10.34,1.37,41.19,3.47,7.01,3.94,7.29,0.21,9.94
(주)금양,1570,Dec-18,13.48,19.68,10.63,9.86,40.07,29.84,4.04,6.75,4.3,6.58,9.99,10.1
(주)금양,1570,Dec-19,14.32,20.74,-9.38,-6.31,-30.29,-14.85,3.22,4.29,3.88,5.33,-7.79,-5.08
(주)금호에이치티,214330,Dec-15,16.51,15.75,9.22,7.37,23.27,21.54,19.38,17.33,11.29,10.02,15.84,12.76
(주)금호에이치티,214330,Dec-16,12.36,11.51,6.79,4.01,14.74,11.31,12.62,10.19,8.69,6.85,9.87,5.96
(주)금호에이치티,214330,Dec-17,11.11,10.28,3.28,2.75,5.71,5.57,7.38,5.82,6.65,4.97,3.64,3.22
(주)금호에이치티,214330,Dec-18,8.02,10.12,3.75,3.72,6.21,7.23,3.99,5.4,3.97,5.01,3.77,4.01
(주)금호에이치티,214330,Dec-19,5.38,5.8,0.81,-0.03,1.15,-0.05,1.66,1.45,2.04,1.62,0.66,-0.03
(주)금화피에스시,36190,Dec-11,24.68,,18.35,,21.47,,18.62,,19.88,,17.19,
(주)금화피에스시,36190,Dec-12,24,,17.08,,21.92,,20.49,,18.9,,18.52,
(주)금화피에스시,36190,Dec-13,20.7,21.24,13.52,13.72,20.62,19.37,21.39,18.96,16.44,16.32,17.6,15.94
(주)금화피에스시,36190,Dec-14,17.78,17.87,12.36,11.28,17.19,17.06,16.35,15.58,13.78,12.37,14.66,14.22
(주)금화피에스시,36190,Dec-15,17.08,16.81,11.02,9.61,16.13,16.07,16.32,15.95,13.32,11.73,13.5,13.07
(주)금화피에스시,36190,Dec-16,17.69,17.15,10.94,10.18,14.59,15.09,15.16,14.76,14.01,12.69,11.84,11.84
(주)금화피에스시,36190,Dec-17,22.57,20.75,11.86,9.79,12.34,11.48,16.01,15.16,18.93,16.46,10.03,9.02
(주)금화피에스시,36190,Dec-18,23.28,21.96,18.89,16.99,19.69,19.63,17.23,16.75,19.54,17.74,16.65,16.05
(주)금화피에스시,36190,Dec-19,20.97,20.84,14.11,13.22,11.52,12.04,12.24,12.62,16.98,16.39,10.16,10.17
(주)기가레인,49080,Dec-13,20.03,21.32,11.77,11.42,17.69,17.36,10.42,10.57,13.62,13.66,9.01,8.84
(주)기가레인,49080,Dec-14,19.05,18.57,9.5,8.11,12.98,11.26,8.21,7.15,11.01,9.51,7.08,6.1
(주)기가레인,49080,Dec-15,-18.69,-17.37,-22.91,-21.71,-19.69,-19.07,-13.3,-13.29,-30.6,-30.62,-9.96,-9.43
(주)기가레인,49080,Dec-16,-2.99,1.26,-15.33,-13.72,-17.62,-16.29,-6.41,-5.92,-13.7,-12.07,-7.17,-6.73
(주)기가레인,49080,Dec-17,16.38,17.39,-0.45,-0.92,-0.55,-1.88,2.83,3.1,5.24,5.23,-0.24,-0.55
(주)기가레인,49080,Dec-18,15.12,15.01,-20.7,-17.34,-30.44,-27.86,-1.06,-1.38,-1.65,-2,-13.33,-12
(주)기가레인,49080,Dec-19,-20.24,-17.43,-69.83,-63.3,-93.37,-95.33,-18.32,-19.94,-42.18,-40.67,-30.32,-31.03
(주)기산텔레콤,35460,Dec-11,11.92,10.87,-24.34,-18.41,-24.14,-31.86,-11.39,-11.32,-20.1,-15.77,-13.79,-13.21
(주)기산텔레콤,35460,Dec-12,23.73,17.87,2.91,-2.53,4.32,-2.03,7.3,2.15,7.85,2.31,2.7,-2.36
(주)기산텔레콤,35460,Dec-13,21.42,21.66,4.24,4.94,5.85,10.89,4.01,6.74,4.31,6.44,3.95,5.17
(주)기산텔레콤,35460,Dec-14,22.75,20.47,1.58,3.68,1.81,7.2,0.42,2.23,0.56,2.35,1.18,3.5
(주)기산텔레콤,35460,Dec-15,18.35,16.94,1.24,2.13,1.5,3.95,0.28,2.07,0.33,2,1.04,2.21
(주)기산텔레콤,35460,Dec-16,21.35,16.48,-7.03,-4.46,-4.55,-6.62,-3.91,-3.88,-7.99,-4.93,-3.43,-3.51
(주)기산텔레콤,35460,Dec-17,20.66,14.33,-7.05,-8.73,-5.72,-13.79,-1.85,-4.48,-2.87,-5.09,-4.55,-7.67
(주)기산텔레콤,35460,Dec-18,15.43,16.2,-23.29,-5.9,-17.91,-10.68,-7.08,-4.64,-11.22,-5.19,-14.7,-5.27
(주)기산텔레콤,35460,Dec-19,25.31,21.45,7.22,5.22,7.27,10.87,6.91,6.5,8.4,5.96,5.94,5.69
(주)까뮤이앤씨,13700,Dec-11,-20.22,,-128.62,,-110.63,,-44.04,,-147.44,,-38.42,
(주)까뮤이앤씨,13700,Dec-12,7.12,,-5.1,,-10.69,,1.71,,4.26,,-2.05,
(주)까뮤이앤씨,13700,Dec-13,4.22,,-14.41,,-32.35,,-0.58,,-1.3,,-6.49,
(주)까뮤이앤씨,13700,Dec-14,6.62,,1.85,,6.58,,1.92,,2.31,,1.54,
(주)까뮤이앤씨,13700,Dec-15,8.19,,3.9,,12.69,,3.11,,3.04,,3.99,
(주)까뮤이앤씨,13700,Dec-16,8,,2.33,,6.72,,3.26,,3.18,,2.39,
(주)까뮤이앤씨,13700,Dec-17,10.95,,4.9,,15.31,,7.13,,5.86,,5.96,
(주)까뮤이앤씨,13700,Dec-18,10.14,,1.5,,2.93,,2.87,,3.48,,1.23,
(주)까뮤이앤씨,13700,Dec-19,9.97,,4.76,,20.68,,9.54,,5.24,,8.68,
(주)까스텔바작,308100,Dec-19,61.51,61.6,8.75,8.44,10.09,9.85,11.09,10.72,11.46,11.09,8.47,8.16
(주)나노,187790,Dec-14,,,,,,,,,,,,
(주)나노,187790,Dec-15,-17.93,0.06,-69.26,-30.07,-32.36,-25.14,-9.97,-8.51,-48.64,-28.33,-14.2,-9.04
(주)나노,187790,Dec-16,-17.25,-3.86,-97.45,-50.63,-61.13,-76.14,-14.48,-15.48,-50.93,-29.4,-27.72,-26.66
(주)나노,187790,Dec-17,17.86,14.18,-9.45,0.12,-8.83,-0.15,2.62,1.9,5.1,2.27,-4.86,0.1
(주)나노,187790,Dec-18,14.73,13.34,-16.4,-0.57,-13.78,-1.8,1.25,2.2,2.29,2.68,-8.93,-0.47
(주)나노,187790,Dec-19,13.06,9.78,1.24,-0.41,1.03,0.95,1.98,-0.78,3.6,-1.18,0.68,-0.27
(주)나노브릭,286750,Dec-19,24.44,24.44,-9.81,-10.04,-9.74,-9.96,-7.09,-7.09,-19.45,-19.45,-3.58,-3.66
(주)나노신소재,121600,Dec-11,43.87,43.83,14.06,14,11.2,11.15,7.35,7.31,13.47,13.41,7.67,7.63
(주)나노신소재,121600,Dec-12,30.58,30.51,-5.7,-6.12,-2.34,-2.52,-0.85,-0.99,-2.54,-2.96,-1.9,-2.05
(주)나노신소재,121600,Dec-13,36.03,35.99,4.21,4.32,1.97,2.04,2,2.06,5.07,5.17,1.66,1.72
(주)나노신소재,121600,Dec-14,44.29,44.29,13.37,13.58,6.25,6.35,5.23,5.31,13.03,13.25,5.36,5.45
(주)나노신소재,121600,Dec-15,45.92,45.92,17.9,17.75,11.4,11.3,11.87,11.73,21.24,21.09,10.01,9.87
