회사명,회계년도,거래소코드,매출액(수익)(*)(IFRS연결)(천원)
신풍제지,11-Dec,2870,120953675
신풍제지,12-Dec,2870,121452034
신풍제지,13-Dec,2870,144982582
신풍제지,14-Dec,2870,108183384
신풍제지,15-Dec,2870,111453803
신풍제지,16-Dec,2870,128631038
신풍제지,17-Dec,2870,144277002
신풍제지,18-Dec,2870,154107822
신풍제지,19-Dec,2870,156878425
신화인터텍,11-Dec,56700,319943285
신화인터텍,12-Dec,56700,283793832
신화인터텍,13-Dec,56700,234281812
신화인터텍,14-Dec,56700,207685222
신화인터텍,15-Dec,56700,190188642
신화인터텍,16-Dec,56700,215490469
신화인터텍,17-Dec,56700,176568859
신화인터텍,18-Dec,56700,177577489
신화인터텍,19-Dec,56700,254429113
쌍용씨앤이,11-Dec,3410,1855119414
쌍용씨앤이,12-Dec,3410,1991040326
쌍용씨앤이,13-Dec,3410,2060729706
쌍용씨앤이,14-Dec,3410,2020704533
쌍용씨앤이,15-Dec,3410,2092899079
쌍용씨앤이,16-Dec,3410,2059716936
쌍용씨앤이,17-Dec,3410,1517139637
쌍용씨앤이,18-Dec,3410,1509985105
쌍용씨앤이,19-Dec,3410,1538480683
쌍용자동차,11-Dec,3620,2787680195
쌍용자동차,12-Dec,3620,2874145561
쌍용자동차,13-Dec,3620,3484870546
쌍용자동차,14-Dec,3620,3326589426
쌍용자동차,15-Dec,3620,3390065197
쌍용자동차,16-Dec,3620,3628536546
쌍용자동차,17-Dec,3620,3494637644
쌍용자동차,18-Dec,3620,3704793546
쌍용자동차,19-Dec,3620,3623882266
쌍용정보통신,11-Dec,10280,224450339
쌍용정보통신,12-Dec,10280,196491282
쌍용정보통신,13-Dec,10280,185137548
쌍용정보통신,14-Dec,10280,179994282
쌍용정보통신,15-Dec,10280,182475891
쌍용정보통신,16-Dec,10280,219554946
쌍용정보통신,17-Dec,10280,146075534
쌍용정보통신,18-Dec,10280,123316260
쌍용정보통신,19-Dec,10280,108259896
써니전자,11-Dec,4770,27011294
써니전자,12-Dec,4770,26449568
써니전자,13-Dec,4770,25561721
써니전자,14-Dec,4770,26032659
써니전자,15-Dec,4770,23185583
써니전자,16-Dec,4770,20833879
써니전자,17-Dec,4770,18693165
써니전자,18-Dec,4770,18683985
써니전자,19-Dec,4770,25615579
씨비아이,11-Dec,13720,24608757
씨비아이,12-Dec,13720,23868179
씨비아이,13-Dec,13720,24739339
씨비아이,14-Dec,13720,24528650
씨비아이,15-Dec,13720,21074349
씨비아이,16-Dec,13720,20910203
씨비아이,17-Dec,13720,22205941
씨비아이,18-Dec,13720,21818976
씨비아이,19-Dec,13720,22117497
씨앤티85,11-Dec,56730,42683378
씨앤티85,12-Dec,56730,19320217
씨앤티85,13-Dec,56730,15285108
씨앤티85,14-Dec,56730,6132574
씨앤티85,15-Dec,56730,18838071
씨앤티85,16-Dec,56730,8336986
씨앤티85,17-Dec,56730,17293995
씨앤티85,18-Dec,56730,15491234
씨앤티85,19-Dec,56730,7220575
씨에스윈드,14-Dec,112610,329233141
씨에스윈드,15-Dec,112610,297142616
씨에스윈드,16-Dec,112610,311217961
씨에스윈드,17-Dec,112610,312226959
씨에스윈드,18-Dec,112610,502207596
씨에스윈드,19-Dec,112610,799390727
씨제이씨지브이,11-Dec,79160,628506137
씨제이씨지브이,12-Dec,79160,779332695
씨제이씨지브이,13-Dec,79160,915929692
씨제이씨지브이,14-Dec,79160,1039295973
씨제이씨지브이,15-Dec,79160,1193516367
씨제이씨지브이,16-Dec,79160,1432245447
씨제이씨지브이,17-Dec,79160,1714387173
씨제이씨지브이,18-Dec,79160,1769356467
씨제이씨지브이,19-Dec,79160,1942279329
아남전자,11-Dec,8700,139506832
아남전자,12-Dec,8700,135849992
아남전자,13-Dec,8700,134219194
아남전자,14-Dec,8700,146493097
아남전자,15-Dec,8700,155608325
아남전자,16-Dec,8700,167580069
아남전자,17-Dec,8700,176293774
아남전자,18-Dec,8700,192311895
아남전자,19-Dec,8700,243272713
아미코젠,13-Dec,92040,23180942
아미코젠,14-Dec,92040,27331644
아미코젠,15-Dec,92040,32457292
아미코젠,16-Dec,92040,68968045
아미코젠,17-Dec,92040,73665135
아미코젠,18-Dec,92040,94521965
아미코젠,19-Dec,92040,115180889
아비코전자,11-Dec,36010,50613809
아비코전자,12-Dec,36010,46786315
아비코전자,13-Dec,36010,59801899
아비코전자,14-Dec,36010,58910851
아비코전자,15-Dec,36010,68371613
아비코전자,16-Dec,36010,80606921
아비코전자,17-Dec,36010,84082996
아비코전자,18-Dec,36010,99846409
아비코전자,19-Dec,36010,123321535
아세아제지,11-Dec,2310,517300539
아세아제지,12-Dec,2310,494044880
아세아제지,13-Dec,2310,644990567
아세아제지,14-Dec,2310,615422711
아세아제지,15-Dec,2310,597675578
아세아제지,16-Dec,2310,633031517
아세아제지,17-Dec,2310,728592249
아세아제지,18-Dec,2310,775844758
아세아제지,19-Dec,2310,697656463
아시아나항공,11-Dec,20560,5609398420
아시아나항공,12-Dec,20560,5887872743
아시아나항공,13-Dec,20560,5723506384
아시아나항공,14-Dec,20560,5836234762
아시아나항공,15-Dec,20560,5795271417
아시아나항공,16-Dec,20560,5763550963
아시아나항공,17-Dec,20560,6227064628
아시아나항공,18-Dec,20560,7183387208
아시아나항공,19-Dec,20560,6965788767
아이쓰리시스템,15-Dec,214430,38981760
아이쓰리시스템,16-Dec,214430,51110409
아이쓰리시스템,17-Dec,214430,69607526
아이쓰리시스템,18-Dec,214430,69164997
아이쓰리시스템,19-Dec,214430,51862039
아이진,15-Dec,185490,107562
아이진,16-Dec,185490,267235
아이진,17-Dec,185490,301034
아이진,18-Dec,185490,2035288
아이진,19-Dec,185490,4245380
아이큐어,18-Dec,175250,33320492
아이큐어,19-Dec,175250,60922490
아이크래프트,11-Dec,52460,48630655
아이크래프트,12-Dec,52460,60036379
아이크래프트,13-Dec,52460,52170966
아이크래프트,14-Dec,52460,53407164
아이크래프트,15-Dec,52460,68367109
아이크래프트,16-Dec,52460,79856301
아이크래프트,17-Dec,52460,92532326
아이크래프트,18-Dec,52460,73149612
아이크래프트,19-Dec,52460,73758133
아이텍,11-Dec,119830,23767408
아이텍,12-Dec,119830,21429007
아이텍,13-Dec,119830,22199667
아이텍,14-Dec,119830,24416376
아이텍,15-Dec,119830,22953873
아이텍,16-Dec,119830,25780106
아이텍,17-Dec,119830,25847625
아이텍,18-Dec,119830,30905307
아이텍,19-Dec,119830,47026177
아진산업,15-Dec,13310,337731062
아진산업,16-Dec,13310,505965513
아진산업,17-Dec,13310,427926771
아진산업,18-Dec,13310,396944683
아진산업,19-Dec,13310,440797612
알에스오토메이션,17-Dec,140670,87447208
알에스오토메이션,18-Dec,140670,98664317
알에스오토메이션,19-Dec,140670,82169975
애니젠,16-Dec,196300,4176582
애니젠,17-Dec,196300,4551873
애니젠,18-Dec,196300,4114385
애니젠,19-Dec,196300,6276912
앱클론,17-Dec,174900,3532425
앱클론,18-Dec,174900,3920790
앱클론,19-Dec,174900,14375025
에스넷시스템,11-Dec,38680,169358533
에스넷시스템,12-Dec,38680,141832826
에스넷시스템,13-Dec,38680,188807640
에스넷시스템,14-Dec,38680,217651039
에스넷시스템,15-Dec,38680,197935874
에스넷시스템,16-Dec,38680,209358473
에스넷시스템,17-Dec,38680,213417889
에스넷시스템,18-Dec,38680,270809012
에스넷시스템,19-Dec,38680,316779316
에스디엔,11-Dec,99220,150017876
에스디엔,12-Dec,99220,29662282
에스디엔,13-Dec,99220,39842569
에스디엔,14-Dec,99220,42294518
에스디엔,15-Dec,99220,48181735
에스디엔,16-Dec,99220,36206832
에스디엔,17-Dec,99220,52641983
에스디엔,18-Dec,99220,60887354
에스디엔,19-Dec,99220,65023507
에스맥,11-Dec,97780,446499001
에스맥,12-Dec,97780,485403838
에스맥,13-Dec,97780,556456126
에스맥,14-Dec,97780,234948437
에스맥,15-Dec,97780,199648369
에스맥,16-Dec,97780,139482358
에스맥,17-Dec,97780,168217687
에스맥,18-Dec,97780,141385799
에스맥,19-Dec,97780,168039893
에스비더블유생명과학,12-Dec,151910,132053117
에스비더블유생명과학,13-Dec,151910,230467451
에스비더블유생명과학,14-Dec,151910,189046476
에스비더블유생명과학,15-Dec,151910,90289360
에스비더블유생명과학,16-Dec,151910,39674511
에스비더블유생명과학,17-Dec,151910,35770222
에스비더블유생명과학,18-Dec,151910,61102246
에스비더블유생명과학,19-Dec,151910,52623027
에스씨아이평가정보,11-Dec,36120,40797154
에스씨아이평가정보,12-Dec,36120,36755760
에스씨아이평가정보,13-Dec,36120,37027963
에스씨아이평가정보,14-Dec,36120,36917164
에스씨아이평가정보,15-Dec,36120,35887860
에스씨아이평가정보,16-Dec,36120,35281188
에스씨아이평가정보,17-Dec,36120,42768733
에스씨아이평가정보,18-Dec,36120,49863975
에스씨아이평가정보,19-Dec,36120,52569945
에스엔유프리시젼,11-Dec,80000,77413303
에스엔유프리시젼,12-Dec,80000,44216410
에스엔유프리시젼,13-Dec,80000,101386475
에스엔유프리시젼,14-Dec,80000,83360381
에스엔유프리시젼,15-Dec,80000,70032140
에스엔유프리시젼,16-Dec,80000,57862612
에스엔유프리시젼,17-Dec,80000,116215632
에스엔유프리시젼,18-Dec,80000,82572761
에스엔유프리시젼,19-Dec,80000,64349005
에스엔케이폴리텍,11-Dec,91340,15602926
에스엔케이폴리텍,12-Dec,91340,14052791
에스엔케이폴리텍,13-Dec,91340,15923489
에스엔케이폴리텍,14-Dec,91340,22477556
에스엔케이폴리텍,15-Dec,91340,25584533
에스엔케이폴리텍,16-Dec,91340,63430728
에스엔케이폴리텍,17-Dec,91340,178587054
에스엔케이폴리텍,18-Dec,91340,282148096
에스엔케이폴리텍,19-Dec,91340,338044206
에스엘,12-Dec,5850,1162486576
에스엘,13-Dec,5850,1241660948
에스엘,14-Dec,5850,1359380094
에스엘,15-Dec,5850,1395133199
에스엘,16-Dec,5850,1620581391
에스엘,17-Dec,5850,1489427601
에스엘,18-Dec,5850,1598634354
에스엘,19-Dec,5850,2262212221
에스와이,15-Dec,109610,261724632
에스와이,16-Dec,109610,306116510
에스와이,17-Dec,109610,393503262
에스와이,18-Dec,109610,419928752
에스와이,19-Dec,109610,380109486
에스지씨에너지,11-Dec,5090,280723959
에스지씨에너지,12-Dec,5090,285221128
에스지씨에너지,13-Dec,5090,290031609
에스지씨에너지,14-Dec,5090,297812164
에스지씨에너지,15-Dec,5090,310295324
에스지씨에너지,16-Dec,5090,297458693
에스지씨에너지,17-Dec,5090,319961347
에스지씨에너지,18-Dec,5090,346781204
에스지씨에너지,19-Dec,5090,284244835
에스지씨이테크건설,11-Dec,16250,699059559
에스지씨이테크건설,12-Dec,16250,785541865
에스지씨이테크건설,13-Dec,16250,667502467
에스지씨이테크건설,14-Dec,16250,877234227
에스지씨이테크건설,15-Dec,16250,1100688301
에스지씨이테크건설,16-Dec,16250,1191570073
에스지씨이테크건설,17-Dec,16250,1465750842
에스지씨이테크건설,18-Dec,16250,1487904768
에스지씨이테크건설,19-Dec,16250,1698474766
에스지에이,11-Dec,49470,40943094
에스지에이,12-Dec,49470,33987255
에스지에이,13-Dec,49470,51076987
에스지에이,14-Dec,49470,58218926
에스지에이,15-Dec,49470,72075046
에스지에이,16-Dec,49470,109262777
에스지에이,17-Dec,49470,98081509
에스지에이,18-Dec,49470,88885999
에스지에이,19-Dec,49470,81471003
에스케이렌터카,12-Dec,68400,401375627
에스케이렌터카,13-Dec,68400,475737139
에스케이렌터카,14-Dec,68400,570015231
에스케이렌터카,15-Dec,68400,632145882
에스케이렌터카,16-Dec,68400,647644444
에스케이렌터카,17-Dec,68400,636765266
에스케이렌터카,18-Dec,68400,652521822
에스케이렌터카,19-Dec,68400,640883399
에스케이하이닉스,11-Dec,660,10395811000
에스케이하이닉스,12-Dec,660,10162210000
에스케이하이닉스,13-Dec,660,14165102000
에스케이하이닉스,14-Dec,660,17125566000
에스케이하이닉스,15-Dec,660,18797998000
에스케이하이닉스,16-Dec,660,17197975000
에스케이하이닉스,17-Dec,660,30109434000
에스케이하이닉스,18-Dec,660,40445066000
에스케이하이닉스,19-Dec,660,26990733000
에스트래픽,17-Dec,234300,77300035
에스트래픽,18-Dec,234300,40678386
에스트래픽,19-Dec,234300,79673572
에스티팜,16-Dec,237690,200361533
에스티팜,17-Dec,237690,202800435
에스티팜,18-Dec,237690,97738456
에스티팜,19-Dec,237690,93256825
에쓰-오일,11-Dec,10950,31913863000
에쓰-오일,12-Dec,10950,34723291000
에쓰-오일,13-Dec,10950,31158528000
에쓰-오일,14-Dec,10950,28557562000
에쓰-오일,15-Dec,10950,17890272000
에쓰-오일,16-Dec,10950,16321843000
에쓰-오일,17-Dec,10950,20891374000
에쓰-오일,18-Dec,10950,25463295000
에쓰-오일,19-Dec,10950,24394173000
에어부산,18-Dec,298690,653567219
에어부산,19-Dec,298690,633183493
에이치디씨,11-Dec,12630,4107921252
에이치디씨,12-Dec,12630,3334053764
에이치디씨,13-Dec,12630,4216933755
에이치디씨,14-Dec,12630,4477376534
에이치디씨,15-Dec,12630,4602608742
에이치디씨,16-Dec,12630,4749886366
에이치디씨,17-Dec,12630,5358684697
에이치디씨,18-Dec,12630,1547840799
에이치디씨,19-Dec,12630,1616692249
에이치에스디엔진,11-Dec,82740,2005252618
에이치에스디엔진,12-Dec,82740,1378777833
에이치에스디엔진,13-Dec,82740,743878585
에이치에스디엔진,14-Dec,82740,888825955
에이치에스디엔진,15-Dec,82740,693645086
에이치에스디엔진,16-Dec,82740,802916583
에이치에스디엔진,17-Dec,82740,768870297
에이치에스디엔진,18-Dec,82740,511302114
에이치에스디엔진,19-Dec,82740,674278133
에이치엘비,11-Dec,28300,69517785
에이치엘비,12-Dec,28300,51673997
에이치엘비,13-Dec,28300,31451550
에이치엘비,14-Dec,28300,37185748
에이치엘비,15-Dec,28300,38460684
에이치엘비,16-Dec,28300,30138867
에이치엘비,17-Dec,28300,23006912
에이치엘비,18-Dec,28300,36185983
에이치엘비,19-Dec,28300,38420748
에이치엘비글로벌,11-Dec,3580,23387120
에이치엘비글로벌,12-Dec,3580,21625906
에이치엘비글로벌,13-Dec,3580,19571564
에이치엘비글로벌,14-Dec,3580,22864464
에이치엘비글로벌,15-Dec,3580,15301018
에이치엘비글로벌,16-Dec,3580,18255841
에이치엘비글로벌,17-Dec,3580,15686212
에이치엘비글로벌,18-Dec,3580,13237690
에이치엘비글로벌,19-Dec,3580,35025713
에이치엘비생명과학,11-Dec,67630,40953192
에이치엘비생명과학,12-Dec,67630,12534642
에이치엘비생명과학,13-Dec,67630,19955555
에이치엘비생명과학,14-Dec,67630,36560353
에이치엘비생명과학,15-Dec,67630,27323398
에이치엘비생명과학,16-Dec,67630,42234395
에이치엘비생명과학,17-Dec,67630,106445238
에이치엘비생명과학,18-Dec,67630,102475886
에이치엘비생명과학,19-Dec,67630,114018502
에이치엘비제약,15-Dec,47920,17713121
에이치엘비제약,16-Dec,47920,20346370
에이치엘비제약,17-Dec,47920,15557535
에이치엘비제약,18-Dec,47920,20540682
에이치엘비제약,19-Dec,47920,36099923
에이치엘비테라퓨틱스,11-Dec,115450,15781890
에이치엘비테라퓨틱스,12-Dec,115450,59301145
에이치엘비테라퓨틱스,13-Dec,115450,38538055
에이치엘비테라퓨틱스,14-Dec,115450,17617925
에이치엘비테라퓨틱스,15-Dec,115450,16781578
에이치엘비테라퓨틱스,16-Dec,115450,17710432
에이치엘비테라퓨틱스,17-Dec,115450,17152270
에이치엘비테라퓨틱스,18-Dec,115450,46357029
에이치엘비테라퓨틱스,19-Dec,115450,58966186
에이치엠엠,11-Dec,11200,7420767000
에이치엠엠,12-Dec,11200,8046896000
에이치엠엠,13-Dec,11200,8149334000
에이치엠엠,14-Dec,11200,6778608000
에이치엠엠,15-Dec,11200,5768581000
에이치엠엠,16-Dec,11200,4584810000
에이치엠엠,17-Dec,11200,5028016000
에이치엠엠,18-Dec,11200,5222124000
에이치엠엠,19-Dec,11200,5513089000
에이테크솔루션,11-Dec,71670,195329177
에이테크솔루션,12-Dec,71670,200144659
에이테크솔루션,13-Dec,71670,203827570
에이테크솔루션,14-Dec,71670,217286673
에이테크솔루션,15-Dec,71670,179934202
에이테크솔루션,16-Dec,71670,229079838
에이테크솔루션,17-Dec,71670,212932770
에이테크솔루션,18-Dec,71670,193979393
에이테크솔루션,19-Dec,71670,228200653
에이프로젠제약,11-Dec,3060,50122955
에이프로젠제약,12-Dec,3060,33769678
에이프로젠제약,13-Dec,3060,29543262
에이프로젠제약,14-Dec,3060,33092222
에이프로젠제약,15-Dec,3060,40324275
에이프로젠제약,16-Dec,3060,44122493
에이프로젠제약,17-Dec,3060,46100952
에이프로젠제약,18-Dec,3060,45395389
에이프로젠제약,19-Dec,3060,50903821
에이피에스홀딩스,11-Dec,54620,224720261
에이피에스홀딩스,12-Dec,54620,217495659
에이피에스홀딩스,13-Dec,54620,254086979
에이피에스홀딩스,14-Dec,54620,175386050
에이피에스홀딩스,15-Dec,54620,293175235
에이피에스홀딩스,16-Dec,54620,554987947
에이피에스홀딩스,17-Dec,54620,87934027
에이피에스홀딩스,18-Dec,54620,28416310
에이피에스홀딩스,19-Dec,54620,23151386
에코바이오홀딩스,11-Dec,38870,42197853
에코바이오홀딩스,12-Dec,38870,56466457
에코바이오홀딩스,13-Dec,38870,42903260
에코바이오홀딩스,14-Dec,38870,29121265
에코바이오홀딩스,15-Dec,38870,38256653
에코바이오홀딩스,16-Dec,38870,18971810
에코바이오홀딩스,17-Dec,38870,31671940
에코바이오홀딩스,18-Dec,38870,21982008
에코바이오홀딩스,19-Dec,38870,17268700
에코캡,18-Dec,128540,76493497
에코캡,19-Dec,128540,66939883
에코플라스틱,11-Dec,38110,724150067
에코플라스틱,12-Dec,38110,832053560
에코플라스틱,13-Dec,38110,968193889
에코플라스틱,14-Dec,38110,1075933447
에코플라스틱,15-Dec,38110,1140340644
에코플라스틱,16-Dec,38110,1093090039
에코플라스틱,17-Dec,38110,1042561059
에코플라스틱,18-Dec,38110,1084278617
에코플라스틱,19-Dec,38110,1216291299
에프엔에스테크,17-Dec,83500,69420189
에프엔에스테크,18-Dec,83500,46350228
에프엔에스테크,19-Dec,83500,34096408
엑스큐어,11-Dec,70300,26018306
엑스큐어,12-Dec,70300,13024261
엑스큐어,13-Dec,70300,18868190
엑스큐어,14-Dec,70300,10563888
엑스큐어,15-Dec,70300,16393500
엑스큐어,16-Dec,70300,16337872
엑스큐어,17-Dec,70300,15108650
엑스큐어,18-Dec,70300,13424149
엑스큐어,19-Dec,70300,13258734
엔브이에이치코리아,13-Dec,67570,486361336
엔브이에이치코리아,14-Dec,67570,506340253
엔브이에이치코리아,15-Dec,67570,532518739
엔브이에이치코리아,16-Dec,67570,569698032
엔브이에이치코리아,17-Dec,67570,551664722
엔브이에이치코리아,18-Dec,67570,621979857
엔브이에이치코리아,19-Dec,67570,826287783
엔시트론,11-Dec,101400,47626709
엔시트론,12-Dec,101400,49337989
엔시트론,13-Dec,101400,40043605
엔시트론,14-Dec,101400,63153576
엔시트론,15-Dec,101400,56500755
엔시트론,16-Dec,101400,41788369
엔시트론,17-Dec,101400,26252729
엔시트론,18-Dec,101400,16271102
엔시트론,19-Dec,101400,10936917
엔에이치엔,13-Dec,181710,265348549
엔에이치엔,14-Dec,181710,556862537
엔에이치엔,15-Dec,181710,644602503
엔에이치엔,16-Dec,181710,856420458
엔에이치엔,17-Dec,181710,909115708
엔에이치엔,18-Dec,181710,1264567758
엔에이치엔,19-Dec,181710,1488596661
엘비세미콘,11-Dec,61970,87535236
엘비세미콘,12-Dec,61970,133894976
엘비세미콘,13-Dec,61970,112440852
엘비세미콘,14-Dec,61970,100260719
엘비세미콘,15-Dec,61970,106907158
엘비세미콘,16-Dec,61970,135669072
엘비세미콘,17-Dec,61970,131823200
엘비세미콘,18-Dec,61970,275662171
엘비세미콘,19-Dec,61970,390435695
엘아이지넥스원,15-Dec,79550,1903704148
엘아이지넥스원,16-Dec,79550,1860784770
엘아이지넥스원,17-Dec,79550,1761316227
엘아이지넥스원,18-Dec,79550,1477507585
엘아이지넥스원,19-Dec,79550,1452651352
엘지디스플레이,11-Dec,34220,24291289000
엘지디스플레이,12-Dec,34220,29429668000
엘지디스플레이,13-Dec,34220,27033035000
엘지디스플레이,14-Dec,34220,26455529000
엘지디스플레이,15-Dec,34220,28383884000
엘지디스플레이,16-Dec,34220,26504074000
엘지디스플레이,17-Dec,34220,27790216000
엘지디스플레이,18-Dec,34220,24336571000
엘지디스플레이,19-Dec,34220,23475567000
엘지전자,11-Dec,66570,54256585000
엘지전자,12-Dec,66570,50959978000
엘지전자,13-Dec,66570,58140376000
엘지전자,14-Dec,66570,59040767000
엘지전자,15-Dec,66570,56509008000
엘지전자,16-Dec,66570,55367033000
엘지전자,17-Dec,66570,61396284000
엘지전자,18-Dec,66570,61341664000
엘지전자,19-Dec,66570,62306175000
엘티씨,13-Dec,170920,98820279
엘티씨,14-Dec,170920,83087263
엘티씨,15-Dec,170920,76418861
엘티씨,16-Dec,170920,71007818
엘티씨,17-Dec,170920,65740789
엘티씨,18-Dec,170920,96773496
엘티씨,19-Dec,170920,92053188
영신금속공업,11-Dec,7530,103626273
영신금속공업,12-Dec,7530,110958664
영신금속공업,13-Dec,7530,110883218
영신금속공업,14-Dec,7530,109865717
영신금속공업,15-Dec,7530,111476755
영신금속공업,16-Dec,7530,117251228
영신금속공업,17-Dec,7530,117773188
영신금속공업,18-Dec,7530,117473879
영신금속공업,19-Dec,7530,119777966
영진약품,11-Dec,3520,112105475
영진약품,12-Dec,3520,137688400
영진약품,13-Dec,3520,156622683
영진약품,14-Dec,3520,167569401
영진약품,15-Dec,3520,170203311
영진약품,16-Dec,3520,193133853
영진약품,17-Dec,3520,195008847
영진약품,18-Dec,3520,186408689
영진약품,19-Dec,3520,220516292
영풍정밀,11-Dec,36560,118400952
영풍정밀,12-Dec,36560,119878449
영풍정밀,13-Dec,36560,98858739
영풍정밀,14-Dec,36560,85389909
영풍정밀,15-Dec,36560,72741485
영풍정밀,16-Dec,36560,60606220
영풍정밀,17-Dec,36560,65865905
영풍정밀,18-Dec,36560,65911373
영풍정밀,19-Dec,36560,74989867
영풍제지,11-Dec,6740,115654184
영풍제지,12-Dec,6740,113423993
영풍제지,13-Dec,6740,94359723
영풍제지,14-Dec,6740,83113928
영풍제지,15-Dec,6740,76793940
영풍제지,16-Dec,6740,87503535
영풍제지,17-Dec,6740,105060839
영풍제지,18-Dec,6740,111220365
영풍제지,19-Dec,6740,99673570
영화금속,11-Dec,12280,179068372
영화금속,12-Dec,12280,172058734
영화금속,13-Dec,12280,165535387
영화금속,14-Dec,12280,160281647
영화금속,15-Dec,12280,166697453
영화금속,16-Dec,12280,156388198
영화금속,17-Dec,12280,180459047
영화금속,18-Dec,12280,226746202
영화금속,19-Dec,12280,232624501
영화테크,17-Dec,265560,59152552
영화테크,18-Dec,265560,53485071
영화테크,19-Dec,265560,44565403
예스이십사,11-Dec,53280,355286644
예스이십사,12-Dec,53280,340054896
예스이십사,13-Dec,53280,330426247
예스이십사,14-Dec,53280,416000373
예스이십사,15-Dec,53280,363119945
예스이십사,16-Dec,53280,420980026
예스이십사,17-Dec,53280,456800693
예스이십사,18-Dec,53280,506443290
예스이십사,19-Dec,53280,533022797
오상자이엘,11-Dec,53980,41132662
오상자이엘,12-Dec,53980,47346846
오상자이엘,13-Dec,53980,51200780
오상자이엘,14-Dec,53980,56961842
오상자이엘,15-Dec,53980,57174842
오상자이엘,16-Dec,53980,60762691
오상자이엘,17-Dec,53980,66950982
오상자이엘,18-Dec,53980,64710674
오상자이엘,19-Dec,53980,74222347
오성첨단소재,11-Dec,52420,198078356
오성첨단소재,12-Dec,52420,104705410
오성첨단소재,13-Dec,52420,134548449
오성첨단소재,14-Dec,52420,116506713
오성첨단소재,15-Dec,52420,50864464
오성첨단소재,16-Dec,52420,44968625
오성첨단소재,17-Dec,52420,44689681
오성첨단소재,18-Dec,52420,44104349
오성첨단소재,19-Dec,52420,66605461
옴니시스템,11-Dec,57540,63077848
옴니시스템,12-Dec,57540,49189217
옴니시스템,13-Dec,57540,50456482
옴니시스템,14-Dec,57540,73651608
옴니시스템,15-Dec,57540,77760550
옴니시스템,16-Dec,57540,69702655
옴니시스템,17-Dec,57540,120638419
옴니시스템,18-Dec,57540,114047082
옴니시스템,19-Dec,57540,94031923
와이엠씨,12-Dec,155650,45713837
와이엠씨,13-Dec,155650,47001688
와이엠씨,14-Dec,155650,47214079
와이엠씨,15-Dec,155650,53135861
와이엠씨,16-Dec,155650,122808109
와이엠씨,17-Dec,155650,154022566
와이엠씨,18-Dec,155650,240874983
와이엠씨,19-Dec,155650,167066128
우리바이오,11-Dec,82850,339099174
우리바이오,12-Dec,82850,628399497
우리바이오,13-Dec,82850,1039767497
우리바이오,14-Dec,82850,1305506567
우리바이오,15-Dec,82850,1869414245
우리바이오,16-Dec,82850,1533518881
우리바이오,17-Dec,82850,1474632347
우리바이오,18-Dec,82850,1279626989
우리바이오,19-Dec,82850,1672648383
우리엔터프라이즈,11-Dec,37400,33877306
우리엔터프라이즈,12-Dec,37400,29141930
우리엔터프라이즈,13-Dec,37400,1060411285
우리엔터프라이즈,14-Dec,37400,1327073033
우리엔터프라이즈,15-Dec,37400,1893541261
우리엔터프라이즈,16-Dec,37400,1563934952
우리엔터프라이즈,17-Dec,37400,1496166599
우리엔터프라이즈,18-Dec,37400,1302291027
우리엔터프라이즈,19-Dec,37400,1697725764
우리이앤엘,13-Dec,153490,256098908
우리이앤엘,14-Dec,153490,197496456
우리이앤엘,15-Dec,153490,189509627
우리이앤엘,16-Dec,153490,147083679
우리이앤엘,17-Dec,153490,158647596
우리이앤엘,18-Dec,153490,142862234
우리이앤엘,19-Dec,153490,133202816
우림피티에스,11-Dec,101170,70022261
우림피티에스,12-Dec,101170,52729024
우림피티에스,13-Dec,101170,57006665
우림피티에스,14-Dec,101170,60310086
우림피티에스,15-Dec,101170,48976408
우림피티에스,16-Dec,101170,45674958
우림피티에스,17-Dec,101170,54162142
우림피티에스,18-Dec,101170,64315382
우림피티에스,19-Dec,101170,55506685
우수AMS,11-Dec,66590,201714828
우수AMS,12-Dec,66590,188671084
우수AMS,13-Dec,66590,208889824
우수AMS,14-Dec,66590,218887280
우수AMS,15-Dec,66590,230366254
우수AMS,16-Dec,66590,241835491
우수AMS,17-Dec,66590,228059906
우수AMS,18-Dec,66590,244005777
우수AMS,19-Dec,66590,252858383
우원개발,11-Dec,46940,129043606
우원개발,12-Dec,46940,173481187
우원개발,13-Dec,46940,192523735
우원개발,14-Dec,46940,210111208
우원개발,15-Dec,46940,253428631
우원개발,16-Dec,46940,207133307
우원개발,17-Dec,46940,183640678
우원개발,18-Dec,46940,218641536
우원개발,19-Dec,46940,290210341
우진비앤지,11-Dec,18620,18055022
우진비앤지,12-Dec,18620,21267393
우진비앤지,13-Dec,18620,20545997
우진비앤지,14-Dec,18620,22086599
우진비앤지,15-Dec,18620,23506553
우진비앤지,16-Dec,18620,24235437
우진비앤지,17-Dec,18620,22933553
우진비앤지,18-Dec,18620,28130629
우진비앤지,19-Dec,18620,29655800
원풍물산,11-Dec,8290,43977999
원풍물산,12-Dec,8290,45396984
원풍물산,13-Dec,8290,47766868
원풍물산,14-Dec,8290,47947042
원풍물산,15-Dec,8290,48275201
원풍물산,16-Dec,8290,46367137
원풍물산,17-Dec,8290,44115323
원풍물산,18-Dec,8290,42670879
원풍물산,19-Dec,8290,40753665
웰바이오텍,11-Dec,10600,119782625
웰바이오텍,12-Dec,10600,136748153
웰바이오텍,13-Dec,10600,137762428
웰바이오텍,14-Dec,10600,119630044
웰바이오텍,15-Dec,10600,112488077
