회사명,회계년도,거래소코드,매출액(수익)(*)(IFRS연결)(천원)
서산,16-Dec,79650,112560407
서산,17-Dec,79650,100372500
서산,18-Dec,79650,83413069
서산,19-Dec,79650,52401645
서연,11-Dec,7860,1372835026
서연,12-Dec,7860,2088646585
서연,13-Dec,7860,2955993410
서연,14-Dec,7860,1970181387
서연,15-Dec,7860,3065762345
서연,16-Dec,7860,3188334590
서연,17-Dec,7860,2913241966
서연,18-Dec,7860,2852528433
서연,19-Dec,7860,2202639858
서연이화,14-Dec,200880,1124952719
서연이화,15-Dec,200880,2289404878
서연이화,16-Dec,200880,2402878000
서연이화,17-Dec,200880,2007468863
서연이화,18-Dec,200880,1906853644
서연이화,19-Dec,200880,1976766424
서연탑메탈,11-Dec,19770,116465760
서연탑메탈,12-Dec,19770,131505627
서연탑메탈,13-Dec,19770,167337148
서연탑메탈,14-Dec,19770,178218415
서연탑메탈,15-Dec,19770,163297993
서연탑메탈,16-Dec,19770,205826875
서연탑메탈,17-Dec,19770,209952442
서연탑메탈,18-Dec,19770,146950981
서연탑메탈,19-Dec,19770,159678959
서울리거,11-Dec,43710,21012884
서울리거,12-Dec,43710,41447426
서울리거,13-Dec,43710,36990928
서울리거,14-Dec,43710,7759320
서울리거,15-Dec,43710,5634400
서울리거,16-Dec,43710,18484248
서울리거,17-Dec,43710,14372479
서울리거,18-Dec,43710,17510965
서울리거,19-Dec,43710,78368688
서울옥션,11-Dec,63170,15090568
서울옥션,12-Dec,63170,19394635
서울옥션,13-Dec,63170,14879746
서울옥션,14-Dec,63170,23791569
서울옥션,15-Dec,63170,54756257
서울옥션,16-Dec,63170,50852669
서울옥션,17-Dec,63170,54167584
서울옥션,18-Dec,63170,62044838
서울옥션,19-Dec,63170,45092705
서울제약,11-Dec,18680,43820764
서울제약,12-Dec,18680,46376902
서울제약,13-Dec,18680,42042886
서울제약,14-Dec,18680,43815704
서울제약,15-Dec,18680,44730695
서울제약,16-Dec,18680,38068711
서울제약,17-Dec,18680,34051567
서울제약,18-Dec,18680,43568031
서울제약,19-Dec,18680,53950359
서원,11-Dec,21050,708759410
서원,12-Dec,21050,789166907
서원,13-Dec,21050,916090891
서원,14-Dec,21050,328562806
서원,15-Dec,21050,256235317
서원,16-Dec,21050,247766404
서원,17-Dec,21050,257175364
서원,18-Dec,21050,258039810
서원,19-Dec,21050,257673136
서전기전,14-Dec,189860,56305410
서전기전,15-Dec,189860,42012276
서전기전,16-Dec,189860,50190070
서전기전,17-Dec,189860,50168944
서전기전,18-Dec,189860,57324257
서전기전,19-Dec,189860,61071315
서한,11-Dec,11370,127602619
서한,12-Dec,11370,148141165
서한,13-Dec,11370,295874144
서한,14-Dec,11370,473453898
서한,15-Dec,11370,448081457
서한,16-Dec,11370,499551051
서한,17-Dec,11370,528692838
서한,18-Dec,11370,640170738
서한,19-Dec,11370,548055256
서희건설,11-Dec,35890,965801445
서희건설,12-Dec,35890,919164739
서희건설,13-Dec,35890,832615658
서희건설,14-Dec,35890,941772254
서희건설,15-Dec,35890,1053909158
서희건설,16-Dec,35890,1073708295
서희건설,17-Dec,35890,1033271360
서희건설,18-Dec,35890,1138810784
서희건설,19-Dec,35890,1242974178
선앤엘,11-Dec,2820,338091633
선앤엘,12-Dec,2820,333579587
선앤엘,13-Dec,2820,403527847
선앤엘,14-Dec,2820,480447717
선앤엘,15-Dec,2820,551373874
선앤엘,16-Dec,2820,551207836
선앤엘,17-Dec,2820,621841805
선앤엘,18-Dec,2820,566020806
선앤엘,19-Dec,2820,455911727
성광벤드,11-Dec,14620,277025634
성광벤드,12-Dec,14620,375930257
성광벤드,13-Dec,14620,403523161
성광벤드,14-Dec,14620,291972713
성광벤드,15-Dec,14620,249880885
성광벤드,16-Dec,14620,203052900
성광벤드,17-Dec,14620,145746476
성광벤드,18-Dec,14620,169913734
성광벤드,19-Dec,14620,202365162
성안,11-Dec,11300,284963267
성안,12-Dec,11300,271846764
성안,13-Dec,11300,262940277
성안,14-Dec,11300,226452025
성안,15-Dec,11300,196907216
성안,16-Dec,11300,195719920
성안,17-Dec,11300,203110711
성안,18-Dec,11300,220173987
성안,19-Dec,11300,216856564
성창오토텍,11-Dec,80470,57684359
성창오토텍,12-Dec,80470,65733196
성창오토텍,13-Dec,80470,148791589
성창오토텍,14-Dec,80470,138186883
성창오토텍,15-Dec,80470,140848893
성창오토텍,16-Dec,80470,152715603
성창오토텍,17-Dec,80470,142953914
성창오토텍,18-Dec,80470,130670809
성창오토텍,19-Dec,80470,132801199
세동,11-Dec,53060,92193830
세동,12-Dec,53060,103929486
세동,13-Dec,53060,118814173
세동,14-Dec,53060,121025142
세동,15-Dec,53060,131633718
세동,16-Dec,53060,125538674
세동,17-Dec,53060,119281845
세동,18-Dec,53060,140775465
세동,19-Dec,53060,147345825
세보엠이씨,11-Dec,11560,306594861
세보엠이씨,12-Dec,11560,209892588
세보엠이씨,13-Dec,11560,212791194
세보엠이씨,14-Dec,11560,371324014
세보엠이씨,15-Dec,11560,305845502
세보엠이씨,16-Dec,11560,387772567
세보엠이씨,17-Dec,11560,602536022
세보엠이씨,18-Dec,11560,473844415
세보엠이씨,19-Dec,11560,615709105
세원물산,11-Dec,24830,96106612
세원물산,12-Dec,24830,101642150
세원물산,13-Dec,24830,87906353
세원물산,14-Dec,24830,82621988
세원물산,15-Dec,24830,96551716
세원물산,16-Dec,24830,76143049
세원물산,17-Dec,24830,71892127
세원물산,18-Dec,24830,86850803
세원물산,19-Dec,24830,115276852
세진티에스,11-Dec,67770,83079715
세진티에스,12-Dec,67770,62471927
세진티에스,13-Dec,67770,36065860
세진티에스,14-Dec,67770,37911839
세진티에스,15-Dec,67770,29024059
세진티에스,16-Dec,67770,32632699
세진티에스,17-Dec,67770,22828076
세진티에스,18-Dec,67770,20901166
세진티에스,19-Dec,67770,21212352
세코닉스,11-Dec,53450,85059543
세코닉스,12-Dec,53450,147253913
세코닉스,13-Dec,53450,215234794
세코닉스,14-Dec,53450,217058631
세코닉스,15-Dec,53450,244865300
세코닉스,16-Dec,53450,312527836
세코닉스,17-Dec,53450,331101709
세코닉스,18-Dec,53450,418168890
세코닉스,19-Dec,53450,462244785
센트럴인사이트,11-Dec,12600,114917457
센트럴인사이트,12-Dec,12600,73268595
센트럴인사이트,13-Dec,12600,100932270
센트럴인사이트,14-Dec,12600,100296826
센트럴인사이트,15-Dec,12600,88950214
센트럴인사이트,16-Dec,12600,85778938
센트럴인사이트,17-Dec,12600,47373470
센트럴인사이트,18-Dec,12600,36029987
센트럴인사이트,19-Dec,12600,67422044
셀루메드,11-Dec,49180,35482579
셀루메드,12-Dec,49180,30781975
셀루메드,13-Dec,49180,30665200
셀루메드,14-Dec,49180,20734955
셀루메드,15-Dec,49180,17730838
셀루메드,16-Dec,49180,9813992
셀루메드,17-Dec,49180,21608625
셀루메드,18-Dec,49180,10842924
셀루메드,19-Dec,49180,17921487
셀리드,17-Dec,299660,0
셀리드,19-Dec,299660,0
셀리버리,18-Dec,268600,4512316
셀리버리,19-Dec,268600,2073695
셀바스에이아이,11-Dec,108860,17652068
셀바스에이아이,12-Dec,108860,18432795
셀바스에이아이,13-Dec,108860,29017816
셀바스에이아이,14-Dec,108860,23641092
셀바스에이아이,15-Dec,108860,33270439
셀바스에이아이,16-Dec,108860,35440728
셀바스에이아이,17-Dec,108860,46866565
셀바스에이아이,18-Dec,108860,35561641
셀바스에이아이,19-Dec,108860,35418106
셀트리온제약,11-Dec,68760,46494422
셀트리온제약,12-Dec,68760,46967596
셀트리온제약,13-Dec,68760,52657248
셀트리온제약,14-Dec,68760,66744354
셀트리온제약,15-Dec,68760,74732429
셀트리온제약,16-Dec,68760,104811184
셀트리온제약,17-Dec,68760,135860256
셀트리온제약,18-Dec,68760,146880154
셀트리온제약,19-Dec,68760,173512797
셀트리온헬스케어,17-Dec,91990,921499987
셀트리온헬스케어,18-Dec,91990,695082135
셀트리온헬스케어,19-Dec,91990,1100877966
셀피글로벌,11-Dec,68940,39637262
셀피글로벌,12-Dec,68940,46586084
셀피글로벌,13-Dec,68940,33667111
셀피글로벌,14-Dec,68940,25277088
셀피글로벌,15-Dec,68940,29929259
셀피글로벌,16-Dec,68940,24657740
셀피글로벌,17-Dec,68940,27191581
셀피글로벌,18-Dec,68940,24088357
셀피글로벌,19-Dec,68940,24722106
소프트센,13-Dec,32680,25733674
소프트센,14-Dec,32680,82760283
소프트센,15-Dec,32680,72290559
소프트센,16-Dec,32680,115742385
소프트센,17-Dec,32680,142514026
소프트센,18-Dec,32680,133604426
소프트센,19-Dec,32680,94999247
손오공,11-Dec,66910,74013199
손오공,12-Dec,66910,80355159
손오공,13-Dec,66910,58244256
손오공,14-Dec,66910,53055084
손오공,15-Dec,66910,125089089
손오공,16-Dec,66910,129315003
손오공,17-Dec,66910,104074946
손오공,18-Dec,66910,99181868
손오공,19-Dec,66910,73402174
솔고바이오메디칼,11-Dec,43100,36079319
솔고바이오메디칼,12-Dec,43100,39277076
솔고바이오메디칼,13-Dec,43100,35048357
솔고바이오메디칼,14-Dec,43100,30141224
솔고바이오메디칼,15-Dec,43100,22432074
솔고바이오메디칼,16-Dec,43100,23721925
솔고바이오메디칼,17-Dec,43100,23210535
솔고바이오메디칼,18-Dec,43100,22540749
솔고바이오메디칼,19-Dec,43100,21441926
솔루에타,13-Dec,154040,100089278
솔루에타,14-Dec,154040,86199618
솔루에타,15-Dec,154040,69881989
솔루에타,16-Dec,154040,140395878
솔루에타,17-Dec,154040,155927912
솔루에타,18-Dec,154040,227297064
솔루에타,19-Dec,154040,256338425
솔본,11-Dec,35610,153949378
솔본,12-Dec,35610,148981871
솔본,13-Dec,35610,98530591
솔본,14-Dec,35610,71637248
솔본,15-Dec,35610,70497413
솔본,16-Dec,35610,79000441
솔본,17-Dec,35610,74108667
솔본,18-Dec,35610,84440587
솔본,19-Dec,35610,80312073
쇼박스,11-Dec,86980,50996286
쇼박스,12-Dec,86980,88204008
쇼박스,13-Dec,86980,108149100
쇼박스,14-Dec,86980,72002812
쇼박스,15-Dec,86980,142003138
쇼박스,16-Dec,86980,125931981
쇼박스,17-Dec,86980,102706678
쇼박스,18-Dec,86980,68510508
쇼박스,19-Dec,86980,78650191
스마트솔루션즈,11-Dec,136510,13264302
스마트솔루션즈,12-Dec,136510,4516410
스마트솔루션즈,13-Dec,136510,12722768
스마트솔루션즈,14-Dec,136510,8731203
스마트솔루션즈,15-Dec,136510,9164935
스마트솔루션즈,16-Dec,136510,12497160
스마트솔루션즈,17-Dec,136510,25027290
스마트솔루션즈,18-Dec,136510,21931829
스마트솔루션즈,19-Dec,136510,17083260
스맥,11-Dec,99440,124316956
스맥,12-Dec,99440,134265613
스맥,13-Dec,99440,128040645
스맥,14-Dec,99440,139680675
스맥,15-Dec,99440,122036641
스맥,16-Dec,99440,122781553
스맥,17-Dec,99440,161130468
스맥,18-Dec,99440,133718535
스맥,19-Dec,99440,136977992
스카이문스테크놀로지,11-Dec,33790,26331095
스카이문스테크놀로지,12-Dec,33790,14009618
스카이문스테크놀로지,13-Dec,33790,9452066
스카이문스테크놀로지,14-Dec,33790,20942523
스카이문스테크놀로지,15-Dec,33790,23017132
스카이문스테크놀로지,16-Dec,33790,13085003
스카이문스테크놀로지,17-Dec,33790,13458871
스카이문스테크놀로지,18-Dec,33790,14368889
스카이문스테크놀로지,19-Dec,33790,5733712
스킨앤스킨,12-Dec,159910,20915798
스킨앤스킨,13-Dec,159910,10591975
스킨앤스킨,14-Dec,159910,9131969
스킨앤스킨,15-Dec,159910,20996868
스킨앤스킨,16-Dec,159910,38353435
스킨앤스킨,17-Dec,159910,29874487
스킨앤스킨,18-Dec,159910,31663746
스킨앤스킨,19-Dec,159910,20974333
스타플렉스,11-Dec,115570,208655295
스타플렉스,12-Dec,115570,259492832
스타플렉스,13-Dec,115570,100141173
스타플렉스,14-Dec,115570,87819220
스타플렉스,15-Dec,115570,79179678
스타플렉스,16-Dec,115570,85305534
스타플렉스,17-Dec,115570,86988215
스타플렉스,18-Dec,115570,95096698
스타플렉스,19-Dec,115570,92736865
스페코,11-Dec,13810,66935430
스페코,12-Dec,13810,79055479
스페코,13-Dec,13810,66594552
스페코,14-Dec,13810,96112790
스페코,15-Dec,13810,101327628
스페코,16-Dec,13810,84304231
스페코,17-Dec,13810,68786456
스페코,18-Dec,13810,54900826
스페코,19-Dec,13810,74708315
승일,11-Dec,49830,136753617
승일,12-Dec,49830,143000794
승일,13-Dec,49830,132556862
승일,14-Dec,49830,129485034
승일,15-Dec,49830,125067794
승일,16-Dec,49830,138451583
승일,17-Dec,49830,135816978
승일,18-Dec,49830,151026587
승일,19-Dec,49830,136635791
시공테크,11-Dec,20710,119404079
시공테크,12-Dec,20710,114616808
시공테크,13-Dec,20710,75824441
시공테크,14-Dec,20710,75716553
시공테크,15-Dec,20710,72201144
시공테크,16-Dec,20710,80798733
시공테크,17-Dec,20710,173114089
시공테크,18-Dec,20710,72957663
시공테크,19-Dec,20710,119772437
시너지이노베이션,11-Dec,48870,42462684
시너지이노베이션,12-Dec,48870,61807528
시너지이노베이션,13-Dec,48870,33352656
시너지이노베이션,14-Dec,48870,31270864
시너지이노베이션,15-Dec,48870,14870429
시너지이노베이션,16-Dec,48870,17476573
시너지이노베이션,17-Dec,48870,34197705
시너지이노베이션,18-Dec,48870,44445903
시너지이노베이션,19-Dec,48870,54585276
시노펙스,11-Dec,25320,394141996
시노펙스,12-Dec,25320,542011621
시노펙스,13-Dec,25320,439376556
시노펙스,14-Dec,25320,402101768
시노펙스,15-Dec,25320,197144903
시노펙스,16-Dec,25320,155021724
시노펙스,17-Dec,25320,181187121
시노펙스,18-Dec,25320,165400318
시노펙스,19-Dec,25320,217056055
시디즈,11-Dec,134790,45869424
시디즈,12-Dec,134790,81906819
시디즈,13-Dec,134790,23508112
시디즈,14-Dec,134790,10777054
시디즈,15-Dec,134790,6721129
시디즈,16-Dec,134790,9939845
시디즈,17-Dec,134790,12520488
시디즈,18-Dec,134790,140959207
시디즈,19-Dec,134790,192881845
시큐브,11-Dec,131090,17652671
시큐브,12-Dec,131090,20469883
시큐브,13-Dec,131090,17468859
시큐브,14-Dec,131090,15924844
시큐브,15-Dec,131090,14813921
시큐브,16-Dec,131090,15151907
시큐브,17-Dec,131090,15259224
시큐브,18-Dec,131090,13950490
시큐브,19-Dec,131090,18216685
시티랩스,11-Dec,139050,32875201
시티랩스,12-Dec,139050,42955232
시티랩스,13-Dec,139050,47707598
시티랩스,14-Dec,139050,66149977
시티랩스,15-Dec,139050,44494085
시티랩스,16-Dec,139050,37514190
시티랩스,17-Dec,139050,49340104
시티랩스,18-Dec,139050,38285541
시티랩스,19-Dec,139050,80745442
신성이엔지,11-Dec,11930,193636382
신성이엔지,12-Dec,11930,155612173
신성이엔지,13-Dec,11930,148528857
신성이엔지,14-Dec,11930,189572241
신성이엔지,15-Dec,11930,170569625
신성이엔지,16-Dec,11930,217216936
신성이엔지,17-Dec,11930,990545402
신성이엔지,18-Dec,11930,424654240
신성이엔지,19-Dec,11930,451123644
신원,11-Dec,9270,535688092
신원,12-Dec,9270,578383732
신원,13-Dec,9270,589673802
신원,14-Dec,9270,607512909
신원,15-Dec,9270,639432774
신원,16-Dec,9270,640056400
신원,17-Dec,9270,639930980
신원,18-Dec,9270,621490810
신원,19-Dec,9270,674868344
신화다이나믹스,11-Dec,1770,95288276
신화다이나믹스,12-Dec,1770,93073417
신화다이나믹스,13-Dec,1770,77052874
신화다이나믹스,14-Dec,1770,62011801
신화다이나믹스,15-Dec,1770,57212357
신화다이나믹스,16-Dec,1770,70158673
신화다이나믹스,17-Dec,1770,61275313
신화다이나믹스,18-Dec,1770,71644133
신화다이나믹스,19-Dec,1770,74112165
신화콘텍,14-Dec,187270,53470447
신화콘텍,15-Dec,187270,34122745
신화콘텍,16-Dec,187270,35206911
신화콘텍,17-Dec,187270,55347069
신화콘텍,18-Dec,187270,38696579
신화콘텍,19-Dec,187270,44341306
신흥,11-Dec,4080,169282299
신흥,12-Dec,4080,153009371
신흥,13-Dec,4080,123566816
신흥,14-Dec,4080,124180071
신흥,15-Dec,4080,125395067
신흥,16-Dec,4080,124367361
신흥,17-Dec,4080,121146584
신흥,18-Dec,4080,121544612
신흥,19-Dec,4080,123013464
심텍,15-Dec,222800,395470686
심텍,16-Dec,222800,792025672
심텍,17-Dec,222800,811565475
심텍,18-Dec,222800,1007545639
심텍,19-Dec,222800,1000187191
심텍홀딩스,11-Dec,36710,613753605
심텍홀딩스,12-Dec,36710,631437004
심텍홀딩스,13-Dec,36710,526259501
심텍홀딩스,14-Dec,36710,663839497
심텍홀딩스,15-Dec,36710,156144133
심텍홀딩스,16-Dec,36710,789990045
심텍홀딩스,17-Dec,36710,812440662
심텍홀딩스,18-Dec,36710,1007097365
심텍홀딩스,19-Dec,36710,1000340255
싸이토젠,18-Dec,217330,1225483
싸이토젠,19-Dec,217330,798925
쌍방울,11-Dec,102280,158821269
쌍방울,12-Dec,102280,158740451
쌍방울,13-Dec,102280,136171407
쌍방울,14-Dec,102280,138949722
쌍방울,15-Dec,102280,142637428
쌍방울,16-Dec,102280,113768432
쌍방울,17-Dec,102280,109639024
쌍방울,18-Dec,102280,101656747
쌍방울,19-Dec,102280,96543475
쎄니트,11-Dec,37760,53035709
쎄니트,12-Dec,37760,62689530
쎄니트,13-Dec,37760,67749067
쎄니트,14-Dec,37760,70554101
쎄니트,15-Dec,37760,97717678
쎄니트,16-Dec,37760,115747171
쎄니트,17-Dec,37760,126227417
쎄니트,18-Dec,37760,113737745
쎄니트,19-Dec,37760,109747055
쎌마테라퓨틱스,11-Dec,15540,152335016
쎌마테라퓨틱스,12-Dec,15540,103311510
쎌마테라퓨틱스,13-Dec,15540,87441136
쎌마테라퓨틱스,14-Dec,15540,99535589
쎌마테라퓨틱스,15-Dec,15540,102248331
쎌마테라퓨틱스,16-Dec,15540,69565657
쎌마테라퓨틱스,17-Dec,15540,66582365
쎌마테라퓨틱스,18-Dec,15540,37779934
쎌마테라퓨틱스,19-Dec,15540,7742246
쏠리드,11-Dec,50890,63932334
쏠리드,12-Dec,50890,151578156
쏠리드,13-Dec,50890,172047012
쏠리드,14-Dec,50890,200568713
쏠리드,15-Dec,50890,189958710
쏠리드,16-Dec,50890,291489405
쏠리드,17-Dec,50890,259308877
쏠리드,18-Dec,50890,222581331
쏠리드,19-Dec,50890,229279898
씨씨에스충북방송,11-Dec,66790,32943793
씨씨에스충북방송,12-Dec,66790,33111426
씨씨에스충북방송,13-Dec,66790,29664565
씨씨에스충북방송,14-Dec,66790,26957021
씨씨에스충북방송,15-Dec,66790,24575210
씨씨에스충북방송,16-Dec,66790,20908297
씨씨에스충북방송,17-Dec,66790,21259587
씨씨에스충북방송,18-Dec,66790,21012548
씨씨에스충북방송,19-Dec,66790,20318290
씨아이테크,11-Dec,4920,6296933
씨아이테크,12-Dec,4920,5891227
씨아이테크,13-Dec,4920,7463942
씨아이테크,14-Dec,4920,13467103
씨아이테크,15-Dec,4920,21279200
씨아이테크,16-Dec,4920,18515714
씨아이테크,17-Dec,4920,21725114
씨아이테크,18-Dec,4920,32283987
씨아이테크,19-Dec,4920,40719368
씨에스,11-Dec,65770,60102183
씨에스,12-Dec,65770,82151262
씨에스,13-Dec,65770,62503737
씨에스,14-Dec,65770,86207051
씨에스,15-Dec,65770,54836921
씨에스,16-Dec,65770,48504592
씨에스,17-Dec,65770,43330916
씨에스,18-Dec,65770,58746314
씨에스,19-Dec,65770,32157824
씨에스에이코스믹,11-Dec,83660,34274998
씨에스에이코스믹,12-Dec,83660,32240413
씨에스에이코스믹,13-Dec,83660,20633506
씨에스에이코스믹,14-Dec,83660,18614644
씨에스에이코스믹,15-Dec,83660,19997860
씨에스에이코스믹,16-Dec,83660,34487398
씨에스에이코스믹,17-Dec,83660,31466024
씨에스에이코스믹,18-Dec,83660,63526515
씨에스에이코스믹,19-Dec,83660,64289801
씨엔플러스,11-Dec,115530,55411190
씨엔플러스,12-Dec,115530,54986598
씨엔플러스,13-Dec,115530,42719560
씨엔플러스,14-Dec,115530,34233267
씨엔플러스,15-Dec,115530,27882191
씨엔플러스,16-Dec,115530,24797770
씨엔플러스,17-Dec,115530,28849965
씨엔플러스,18-Dec,115530,25398180
씨엔플러스,19-Dec,115530,19619973
씨유메디칼시스템,11-Dec,115480,23013298
씨유메디칼시스템,12-Dec,115480,21643920
씨유메디칼시스템,13-Dec,115480,23672604
씨유메디칼시스템,14-Dec,115480,24699804
씨유메디칼시스템,15-Dec,115480,25680606
씨유메디칼시스템,16-Dec,115480,54576580
씨유메디칼시스템,17-Dec,115480,58347211
씨유메디칼시스템,18-Dec,115480,76304066
씨유메디칼시스템,19-Dec,115480,81794149
씨티씨바이오,11-Dec,60590,93963627
씨티씨바이오,12-Dec,60590,129783288
씨티씨바이오,13-Dec,60590,123386850
씨티씨바이오,14-Dec,60590,121854804
씨티씨바이오,15-Dec,60590,118990587
씨티씨바이오,16-Dec,60590,123145793
씨티씨바이오,17-Dec,60590,130558989
씨티씨바이오,18-Dec,60590,138400059
씨티씨바이오,19-Dec,60590,136123660
아가방앤컴퍼니,11-Dec,13990,204696072
아가방앤컴퍼니,12-Dec,13990,203038104
아가방앤컴퍼니,13-Dec,13990,194571961
아가방앤컴퍼니,14-Dec,13990,160143023
아가방앤컴퍼니,15-Dec,13990,157317306
아가방앤컴퍼니,16-Dec,13990,150255367
아가방앤컴퍼니,17-Dec,13990,140860568
아가방앤컴퍼니,18-Dec,13990,112860687
아가방앤컴퍼니,19-Dec,13990,134236271
아나패스,11-Dec,123860,100722799
아나패스,12-Dec,123860,98186736
아나패스,13-Dec,123860,91143025
아나패스,14-Dec,123860,134040808
아나패스,15-Dec,123860,99424411
아나패스,16-Dec,123860,99299891
아나패스,17-Dec,123860,87058623
아나패스,18-Dec,123860,51496711
아나패스,19-Dec,123860,60833182
아난티,11-Dec,25980,20976519
아난티,12-Dec,25980,27485841
아난티,13-Dec,25980,20759915
아난티,14-Dec,25980,47198563
아난티,15-Dec,25980,125224022
아난티,16-Dec,25980,134925438
아난티,17-Dec,25980,150455721
아난티,18-Dec,25980,162183239
아난티,19-Dec,25980,142703754
아리온테크놀로지,11-Dec,58220,66584608
아리온테크놀로지,12-Dec,58220,100491257
아리온테크놀로지,13-Dec,58220,60113309
아리온테크놀로지,14-Dec,58220,88502296
아리온테크놀로지,15-Dec,58220,88748885
아리온테크놀로지,16-Dec,58220,46037493
아리온테크놀로지,17-Dec,58220,51742898
아리온테크놀로지,18-Dec,58220,45886089
아리온테크놀로지,19-Dec,58220,33038989
아모텍,11-Dec,52710,97857109
아모텍,12-Dec,52710,187424447
아모텍,13-Dec,52710,247996982
아모텍,14-Dec,52710,178526173
아모텍,15-Dec,52710,314002602
아모텍,16-Dec,52710,295988037
아모텍,17-Dec,52710,315448056
아모텍,18-Dec,52710,253421810
아모텍,19-Dec,52710,248551605
아미노로직스,11-Dec,74430,19436159
아미노로직스,12-Dec,74430,9124919
아미노로직스,13-Dec,74430,3275784
아미노로직스,14-Dec,74430,3541054
아미노로직스,15-Dec,74430,10996731
아미노로직스,16-Dec,74430,16365960
아미노로직스,17-Dec,74430,16835420
아미노로직스,18-Dec,74430,18449736
아미노로직스,19-Dec,74430,18980396
아바코,11-Dec,83930,248709935
아바코,12-Dec,83930,94732399
아바코,13-Dec,83930,166890779
아바코,14-Dec,83930,149373648
아바코,15-Dec,83930,137697414
아바코,16-Dec,83930,199678325
아바코,17-Dec,83930,186078757
아바코,18-Dec,83930,243484967
아바코,19-Dec,83930,226084847
아센디오,11-Dec,12170,100606197
아센디오,12-Dec,12170,62071528
아센디오,13-Dec,12170,18080040
아센디오,14-Dec,12170,7606517
아센디오,15-Dec,12170,5677606
아센디오,16-Dec,12170,5787957
아센디오,17-Dec,12170,35867441
아센디오,18-Dec,12170,18081555
아센디오,19-Dec,12170,31358064
아스타,17-Dec,246720,1033962
아스타,18-Dec,246720,1742000
아스타,19-Dec,246720,1250848
아스트,14-Dec,67390,66551246
아스트,15-Dec,67390,80804413
아스트,16-Dec,67390,87889701
아스트,17-Dec,67390,97205917
아스트,18-Dec,67390,117013394
아스트,19-Dec,67390,144613767
아우딘퓨쳐스,17-Dec,227610,51015104
아우딘퓨쳐스,18-Dec,227610,89405999
아우딘퓨쳐스,19-Dec,227610,54122517
아이디스,11-Dec,143160,64613631
아이디스,12-Dec,143160,152362966
아이디스,13-Dec,143160,117594446
아이디스,14-Dec,143160,117446040
아이디스,15-Dec,143160,146564371
아이디스,16-Dec,143160,129510825
아이디스,17-Dec,143160,95158879
아이디스,18-Dec,143160,109219202
아이디스,19-Dec,143160,111875143
아이씨디,16-Dec,40910,230909154
아이씨디,17-Dec,40910,311847748
아이씨디,18-Dec,40910,233974937
아이씨디,19-Dec,40910,121604632
아이앤씨테크놀로지,11-Dec,52860,34833884
아이앤씨테크놀로지,12-Dec,52860,16659282
아이앤씨테크놀로지,13-Dec,52860,7257393
아이앤씨테크놀로지,14-Dec,52860,5324797
아이앤씨테크놀로지,15-Dec,52860,9618590
아이앤씨테크놀로지,16-Dec,52860,30300574
아이앤씨테크놀로지,17-Dec,52860,42928877
아이앤씨테크놀로지,18-Dec,52860,31303910
아이앤씨테크놀로지,19-Dec,52860,45567583
아이에스이커머스,11-Dec,69920,50954164
아이에스이커머스,12-Dec,69920,48553678
아이에스이커머스,13-Dec,69920,78425157
아이에스이커머스,14-Dec,69920,66681397
아이에스이커머스,15-Dec,69920,56098564
아이에스이커머스,16-Dec,69920,78625907
아이에스이커머스,17-Dec,69920,36484877
아이에스이커머스,18-Dec,69920,34926974
아이에스이커머스,19-Dec,69920,36135279
아이에이,11-Dec,38880,19469438
아이에이,12-Dec,38880,30989135
아이에이,13-Dec,38880,46721828
아이에이,14-Dec,38880,61156935
아이에이,15-Dec,38880,71088040
아이에이,16-Dec,38880,75870439
아이에이,17-Dec,38880,60756810
아이에이,18-Dec,38880,67262017
아이에이,19-Dec,38880,67834575
아이에이치큐,11-Dec,3560,49169803
아이에이치큐,12-Dec,3560,44910784
아이에이치큐,13-Dec,3560,61942542
아이에이치큐,14-Dec,3560,71113677
아이에이치큐,15-Dec,3560,106178242
아이에이치큐,16-Dec,3560,109404923
아이에이치큐,17-Dec,3560,126795065
아이에이치큐,18-Dec,3560,109447251
아이에이치큐,19-Dec,3560,99287415
아이엠,11-Dec,101390,320074150
아이엠,12-Dec,101390,334118752
아이엠,13-Dec,101390,345226432
아이엠,14-Dec,101390,250220969
아이엠,15-Dec,101390,240984166
아이엠,16-Dec,101390,192429817
아이엠,17-Dec,101390,249371615
아이엠,18-Dec,101390,191078977
아이엠,19-Dec,101390,202192400
아이오케이컴퍼니,11-Dec,78860,10562713
아이오케이컴퍼니,12-Dec,78860,16622981
아이오케이컴퍼니,13-Dec,78860,11879721
아이오케이컴퍼니,14-Dec,78860,6128115
아이오케이컴퍼니,15-Dec,78860,10899688
아이오케이컴퍼니,16-Dec,78860,13482393
아이오케이컴퍼니,17-Dec,78860,18379991
아이오케이컴퍼니,18-Dec,78860,29736551
아이오케이컴퍼니,19-Dec,78860,48736408
아이윈,11-Dec,90150,84717074
아이윈,12-Dec,90150,94303495
아이윈,13-Dec,90150,92206816
아이윈,14-Dec,90150,94777884
아이윈,15-Dec,90150,96998049
아이윈,16-Dec,90150,105799217
아이윈,17-Dec,90150,97190531
아이윈,18-Dec,90150,93786701
아이윈,19-Dec,90150,95380947
아이윈플러스,16-Dec,123010,28780467
아이윈플러스,17-Dec,123010,14183309
아이윈플러스,18-Dec,123010,9236824
아이윈플러스,19-Dec,123010,5448365
아이즈비전,11-Dec,31310,149916342
아이즈비전,12-Dec,31310,144051403
