회사명,거래소코드,회계년도,이자보상배율(이자비용)(IFRS),이자보상배율(이자비용)(IFRS연결),
(주)CMG제약,58820,Dec-11,3.94 ,3.53 ,
(주)CMG제약,58820,Dec-12,-7.45 ,-7.75 ,
(주)CMG제약,58820,Dec-13,0.73,0.7,
(주)CMG제약,58820,Dec-14,3.63 ,3.60 ,
(주)CMG제약,58820,Dec-15,-32.20 ,-32.22 ,
(주)CMG제약,58820,Dec-16,X,X,
(주)CMG제약,58820,Dec-17,X,X,
(주)CMG제약,58820,Dec-18,X,X,
(주)CMG제약,58820,Dec-19,303,303,
(주)DB하이텍,990,Dec-11,-0.69,-0.75,
(주)DB하이텍,990,Dec-12,-0.29,-0.31,
(주)DB하이텍,990,Dec-13,-0.16,-0.16,
(주)DB하이텍,990,Dec-14,0.67,0.67,
(주)DB하이텍,990,Dec-15,2.49 ,2.50 ,
(주)DB하이텍,990,Dec-16,4.39 ,4.41 ,
(주)DB하이텍,990,Dec-17,6.01,6.05,
(주)DB하이텍,990,Dec-18,6.76 ,6.77 ,
(주)DB하이텍,990,Dec-19,13.43 ,13.44 ,
(주)ES큐브,50120,Dec-11,-142.77 ,-245.99 ,
(주)ES큐브,50120,Dec-12,20.03,1.72,
(주)ES큐브,50120,Dec-13,9.51 ,-37.44 ,
(주)ES큐브,50120,Dec-14,4.00 ,22.20 ,
(주)ES큐브,50120,Dec-15,-160.57,-11.86,
(주)ES큐브,50120,Dec-16,11.58 ,8.98 ,
(주)ES큐브,50120,Dec-17,2.76 ,2.86 ,
(주)ES큐브,50120,Dec-18,0.47,-0.82,
(주)ES큐브,50120,Dec-19,0.17,-0.68,
(주)HJ중공업,97230,Dec-11,0.34,0.55,
(주)HJ중공업,97230,Dec-12,0.17,0.27,
(주)HJ중공업,97230,Dec-13,-0.72,-0.4,
(주)HJ중공업,97230,Dec-14,-0.78,-0.88,
(주)HJ중공업,97230,Dec-15,-0.75,-0.5,
(주)HJ중공업,97230,Dec-16,0.4,-0.58,
(주)HJ중공업,97230,Dec-17,0.89,-1.08,
(주)HJ중공업,97230,Dec-18,-0.66,0.62,
(주)HJ중공업,97230,Dec-19,0.64,0.69,
(주)MH에탄올,23150,Dec-11,1.50 ,0.12 ,
(주)MH에탄올,23150,Dec-12,1.64 ,1.08 ,
(주)MH에탄올,23150,Dec-13,3.44 ,0.87 ,
(주)MH에탄올,23150,Dec-14,5.62 ,5.62 ,
(주)MH에탄올,23150,Dec-15,12.70 ,12.69 ,
(주)MH에탄올,23150,Dec-16,29.42 ,29.41 ,
(주)MH에탄올,23150,Dec-17,33.29 ,3.46 ,
(주)MH에탄올,23150,Dec-18,8.73 ,0.10 ,
(주)MH에탄올,23150,Dec-19,7.59 ,0.73 ,
(주)SH에너지화학,2360,Dec-11,3.50 ,2.82 ,
(주)SH에너지화학,2360,Dec-12,2.26 ,1.72 ,
(주)SH에너지화학,2360,Dec-13,5.95 ,5.30 ,
(주)SH에너지화학,2360,Dec-14,25.43 ,26.68 ,
(주)SH에너지화학,2360,Dec-15,85.00 ,84.87 ,
(주)SH에너지화학,2360,Dec-16,209.47,210.93,
(주)SH에너지화학,2360,Dec-17,155.23 ,162.17 ,
(주)SH에너지화학,2360,Dec-18,30.8,22.72,
(주)SH에너지화학,2360,Dec-19,-18.20 ,-24.12 ,
(주)SIMPAC,9160,Dec-11,20.95,20.93,
(주)SIMPAC,9160,Dec-12,15.59 ,15.51 ,
(주)SIMPAC,9160,Dec-13,16.68 ,16.58 ,
(주)SIMPAC,9160,Dec-14,9.26 ,8.48 ,
(주)SIMPAC,9160,Dec-15,23.49 ,14.66 ,
(주)SIMPAC,9160,Dec-16,20.91,16.75,
(주)SIMPAC,9160,Dec-17,15.27 ,10.10 ,
(주)SIMPAC,9160,Dec-18,3.25 ,4.07 ,
(주)SIMPAC,9160,Dec-19,2.86 ,3.47 ,
(주)SNT에너지,100840,Dec-11,-9.21 ,,
(주)SNT에너지,100840,Dec-12,77.44 ,,
(주)SNT에너지,100840,Dec-13,50.81,,
(주)SNT에너지,100840,Dec-14,41.09,,
(주)SNT에너지,100840,Dec-15,359.10 ,,
(주)SNT에너지,100840,Dec-16,X,,
(주)SNT에너지,100840,Dec-17,X,,
(주)SNT에너지,100840,Dec-18,X,,
(주)SNT에너지,100840,Dec-19,2833.92 ,1771.27 ,
(주)SNT홀딩스,36530,Dec-11,X,16.87 ,
(주)SNT홀딩스,36530,Dec-12,X,20.28 ,
(주)SNT홀딩스,36530,Dec-13,X,30.38 ,
(주)SNT홀딩스,36530,Dec-14,X,34.38 ,
(주)SNT홀딩스,36530,Dec-15,X,218.55 ,
(주)SNT홀딩스,36530,Dec-16,X,286.46 ,
(주)SNT홀딩스,36530,Dec-17,X,178.66 ,
(주)SNT홀딩스,36530,Dec-18,X,59.79 ,
(주)SNT홀딩스,36530,Dec-19,X,184.05 ,
(주)STX,11810,Dec-11,0.67,1.66,
(주)STX,11810,Dec-12,0.19,-3.12,
(주)STX,11810,Dec-13,-0.8,-10.71,
(주)STX,11810,Dec-14,0.53,0.76,
(주)STX,11810,Dec-15,-0.42,-0.84,
(주)STX,11810,Dec-16,-2.95 ,-0.91 ,
(주)STX,11810,Dec-17,1.56 ,2.02 ,
(주)STX,11810,Dec-18,-0.58,-1.12,
(주)STX,11810,Dec-19,-1.05,0.11,
(주)TCC스틸,2710,Dec-11,1.80 ,1.41 ,
(주)TCC스틸,2710,Dec-12,1.44 ,0.57 ,
(주)TCC스틸,2710,Dec-13,1.01,-0.59,
(주)TCC스틸,2710,Dec-14,1.31 ,0.02 ,
(주)TCC스틸,2710,Dec-15,2.11 ,2.17 ,
(주)TCC스틸,2710,Dec-16,2.36 ,2.53 ,
(주)TCC스틸,2710,Dec-17,1.41 ,1.55 ,
(주)TCC스틸,2710,Dec-18,3.46 ,3.30 ,
(주)TCC스틸,2710,Dec-19,2.34 ,2.27 ,
(주)가비아,79940,Dec-11,10.88,22.28,
(주)가비아,79940,Dec-12,6.25 ,15.43 ,
(주)가비아,79940,Dec-13,7.48 ,15.81 ,
(주)가비아,79940,Dec-14,11.16 ,24.59 ,
(주)가비아,79940,Dec-15,28.34 ,64.83 ,
(주)가비아,79940,Dec-16,33.33 ,83.64 ,
(주)가비아,79940,Dec-17,27.12 ,53.72 ,
(주)가비아,79940,Dec-18,25.87 ,62.30 ,
(주)가비아,79940,Dec-19,19.48 ,34.25 ,
(주)강스템바이오텍,217730,Dec-15,-5.41 ,,
(주)강스템바이오텍,217730,Dec-16,-18.89 ,,
(주)강스템바이오텍,217730,Dec-17,-7.93 ,-8.15 ,
(주)강스템바이오텍,217730,Dec-18,-11.95 ,-12.31 ,
(주)강스템바이오텍,217730,Dec-19,-23.34 ,-21.50 ,
(주)강원랜드,35250,Dec-11,1171.84 ,1142.61 ,
(주)강원랜드,35250,Dec-12,643.60 ,565.68 ,
(주)강원랜드,35250,Dec-13,1460.36,1421.81,
(주)강원랜드,35250,Dec-14,2126.84 ,2073.72 ,
(주)강원랜드,35250,Dec-15,2661.20 ,2623.81 ,
(주)강원랜드,35250,Dec-16,2743.01,836.02,
(주)강원랜드,35250,Dec-17,2717.07,2241.82,
(주)강원랜드,35250,Dec-18,2008.39,1834.66,
(주)강원랜드,35250,Dec-19,276.34 ,255.56 ,
(주)강원에너지,114190,Nov-11,393.90 ,,
(주)강원에너지,114190,Dec-12,58.37 ,,
(주)강원에너지,114190,Dec-13,18.11 ,,
(주)강원에너지,114190,Dec-14,39.01,,
(주)강원에너지,114190,Dec-15,762.19 ,187.51 ,
(주)강원에너지,114190,Dec-16,-166.16 ,-241.54 ,
(주)강원에너지,114190,Dec-17,-89.84 ,-26.56 ,
(주)강원에너지,114190,Dec-18,0.35,0.2,
(주)강원에너지,114190,Dec-19,-9.33 ,-8.38 ,
(주)갤럭시아에스엠,11420,Dec-11,6.14 ,6.31 ,
(주)갤럭시아에스엠,11420,Dec-12,3.15 ,3.79 ,
(주)갤럭시아에스엠,11420,Dec-13,2.26 ,1.90 ,
(주)갤럭시아에스엠,11420,Dec-14,-1.41 ,-0.88 ,
(주)갤럭시아에스엠,11420,Dec-15,9.86 ,5.69 ,
(주)갤럭시아에스엠,11420,Dec-16,-18.56 ,-18.76 ,
(주)갤럭시아에스엠,11420,Dec-17,-33.36 ,-35.52 ,
(주)갤럭시아에스엠,11420,Dec-18,-102.12,-157.86,
(주)갤럭시아에스엠,11420,Dec-19,-15.22 ,-8.95 ,
(주)경농,2100,Dec-11,4.84 ,4.52 ,
(주)경농,2100,Dec-12,8.89 ,5.60 ,
(주)경농,2100,Dec-13,9.47 ,4.81 ,
(주)경농,2100,Dec-14,9.33 ,4.53 ,
(주)경농,2100,Dec-15,6.21 ,3.96 ,
(주)경농,2100,Dec-16,5.39 ,3.50 ,
(주)경농,2100,Dec-17,5.54 ,2.80 ,
(주)경농,2100,Dec-18,9.80 ,5.16 ,
(주)경농,2100,Dec-19,5.02,2.2,
(주)경동나비엔,9450,Dec-11,32.11 ,12.00 ,
(주)경동나비엔,9450,Dec-12,28.05,11.7,
(주)경동나비엔,9450,Dec-13,32.70 ,14.40 ,
(주)경동나비엔,9450,Dec-14,9.27 ,4.93 ,
(주)경동나비엔,9450,Dec-15,9.88 ,6.98 ,
(주)경동나비엔,9450,Dec-16,54.24 ,25.05 ,
(주)경동나비엔,9450,Dec-17,54.55 ,30.33 ,
(주)경동나비엔,9450,Dec-18,18.09,11.32,
(주)경동나비엔,9450,Dec-19,21.23 ,11.06 ,
(주)경동도시가스,267290,Dec-17,,,
(주)경동도시가스,267290,Dec-18,99.67 ,98.82 ,
(주)경동도시가스,267290,Dec-19,28.89 ,29.28 ,
(주)경동인베스트,12320,Dec-11,65.05,11.03,
(주)경동인베스트,12320,Dec-12,52.51 ,17.71 ,
(주)경동인베스트,12320,Dec-13,66.34 ,27.91 ,
(주)경동인베스트,12320,Dec-14,54.04,20.25,
(주)경동인베스트,12320,Dec-15,29.77 ,-4.35 ,
(주)경동인베스트,12320,Dec-16,28.09,7.92,
(주)경동인베스트,12320,Dec-17,20.23,9.05,
(주)경동인베스트,12320,Dec-18,-1131.58 ,10.67 ,
(주)경동인베스트,12320,Dec-19,-4.64 ,5.29 ,
(주)경방,50,Dec-11,1.17 ,1.15 ,
(주)경방,50,Dec-12,0.43,0.36,
(주)경방,50,Dec-13,2.90 ,2.58 ,
(주)경방,50,Dec-14,2.93 ,2.47 ,
(주)경방,50,Dec-15,4.38 ,3.90 ,
(주)경방,50,Dec-16,7.08,5.54,
(주)경방,50,Dec-17,7.80 ,6.35 ,
(주)경방,50,Dec-18,7.97 ,5.13 ,
(주)경방,50,Dec-19,6.99 ,3.59 ,
(주)경보제약,214390,Dec-15,29.20 ,,
(주)경보제약,214390,Dec-16,16.24 ,,
(주)경보제약,214390,Dec-17,24.47 ,,
(주)경보제약,214390,Dec-18,19.43 ,,
(주)경보제약,214390,Dec-19,4.77 ,,
(주)경인양행,12610,Dec-11,0.99,1.77,
(주)경인양행,12610,Dec-12,1.54 ,1.26 ,
(주)경인양행,12610,Dec-13,9.20 ,5.73 ,
(주)경인양행,12610,Dec-14,8.03,7.16,
(주)경인양행,12610,Dec-15,0.07,4.19,
(주)경인양행,12610,Dec-16,2.46 ,6.44 ,
(주)경인양행,12610,Dec-17,0.11,3.12,
(주)경인양행,12610,Dec-18,4.74 ,5.68 ,
(주)경인양행,12610,Dec-19,4.18 ,4.66 ,
(주)고려시멘트,198440,Dec-14,,,
(주)고려시멘트,198440,Dec-15,,,
(주)고려시멘트,198440,Dec-16,,,
(주)고려시멘트,198440,Dec-17,16.79 ,,
(주)고려시멘트,198440,Dec-18,9.20 ,,
(주)고려시멘트,198440,Dec-19,-1.08,,
(주)고영테크놀러지,98460,Dec-11,X,22785.60 ,
(주)고영테크놀러지,98460,Dec-12,X,1627.45 ,
(주)고영테크놀러지,98460,Dec-13,X,443.96 ,
(주)고영테크놀러지,98460,Dec-14,X,1673.12 ,
(주)고영테크놀러지,98460,Dec-15,X,2242.05 ,
(주)고영테크놀러지,98460,Dec-16,X,2001.96 ,
(주)고영테크놀러지,98460,Dec-17,X,6141.06 ,
(주)고영테크놀러지,98460,Dec-18,X,5839.89 ,
(주)고영테크놀러지,98460,Dec-19,186.77 ,112.96 ,
(주)골드앤에스,35290,Dec-11,1.25 ,1.13 ,
(주)골드앤에스,35290,Dec-12,-1.95 ,-1.91 ,
(주)골드앤에스,35290,Dec-13,-4.60 ,-3.83 ,
(주)골드앤에스,35290,Dec-14,-1.73 ,-1.41 ,
(주)골드앤에스,35290,Dec-15,1.89 ,1.99 ,
(주)골드앤에스,35290,Dec-16,2.50 ,2.42 ,
(주)골드앤에스,35290,Dec-17,-27.46 ,-26.15 ,
(주)골드앤에스,35290,Dec-18,-4.46 ,-4.56 ,
(주)골드앤에스,35290,Dec-19,-1.46 ,-1.46 ,
(주)골드퍼시픽,38530,Dec-11,14.16 ,,
(주)골드퍼시픽,38530,Dec-12,2.66 ,,
(주)골드퍼시픽,38530,Dec-13,-10.81,-11.34,
(주)골드퍼시픽,38530,Dec-14,-6.82 ,-4.33 ,
(주)골드퍼시픽,38530,Dec-15,-13.68 ,-9.59 ,
(주)골드퍼시픽,38530,Dec-16,-17.43 ,,
(주)골드퍼시픽,38530,Dec-17,0.62,,
(주)골드퍼시픽,38530,Dec-18,-0.38,-0.68,
(주)골드퍼시픽,38530,Dec-19,-0.89,,
(주)골프존,215000,Dec-15,,,
(주)골프존,215000,Dec-16,58.98 ,59.80 ,
(주)골프존,215000,Dec-17,47.32 ,52.52 ,
(주)골프존,215000,Dec-18,39.07,37.61,
(주)골프존,215000,Dec-19,44.45 ,32.18 ,
(주)골프존뉴딘홀딩스,121440,Dec-11,1759.62 ,1101.46 ,
(주)골프존뉴딘홀딩스,121440,Dec-12,48.56 ,31.08 ,
(주)골프존뉴딘홀딩스,121440,Dec-13,39.77 ,25.98 ,
(주)골프존뉴딘홀딩스,121440,Dec-14,65.05,22.05,
(주)골프존뉴딘홀딩스,121440,Dec-15,-21.02,-1.54,
(주)골프존뉴딘홀딩스,121440,Dec-16,-4.43 ,5.22 ,
(주)골프존뉴딘홀딩스,121440,Dec-17,-4.92 ,2.81 ,
(주)골프존뉴딘홀딩스,121440,Dec-18,-7.10 ,0.15 ,
(주)골프존뉴딘홀딩스,121440,Dec-19,-9.01,-0.36,
(주)광림,14200,Dec-11,4.55 ,,
(주)광림,14200,Dec-12,1.71 ,,
(주)광림,14200,Dec-13,6.18 ,,
(주)광림,14200,Dec-14,1.79 ,0.70 ,
(주)광림,14200,Dec-15,0.43,,
(주)광림,14200,Dec-16,0.16,0.16,
(주)광림,14200,Dec-17,1.64 ,-3.19 ,
(주)광림,14200,Dec-18,1.45 ,-0.23 ,
(주)광림,14200,Dec-19,1.37 ,-2.30 ,
(주)광명전기,17040,Dec-11,1.57 ,0.38 ,
(주)광명전기,17040,Dec-12,4.22 ,3.63 ,
(주)광명전기,17040,Dec-13,11.17 ,11.84 ,
(주)광명전기,17040,Dec-14,17.71 ,19.42 ,
(주)광명전기,17040,Dec-15,9.32 ,20.92 ,
(주)광명전기,17040,Dec-16,11.76 ,10.52 ,
(주)광명전기,17040,Dec-17,14.70 ,5.78 ,
(주)광명전기,17040,Dec-18,9.92 ,3.61 ,
(주)광명전기,17040,Dec-19,22.79 ,21.67 ,
(주)광무,29480,Dec-11,-2.59 ,-3.01 ,
(주)광무,29480,Dec-12,-2.61 ,-2.69 ,
(주)광무,29480,Dec-13,-4.26 ,-8.20 ,
(주)광무,29480,Dec-14,1.12 ,,
(주)광무,29480,Dec-15,-0.8,,
(주)광무,29480,Dec-16,1.93 ,,
(주)광무,29480,Dec-17,0.32,,
(주)광무,29480,Dec-18,-1.60 ,-3.19 ,
(주)광무,29480,Dec-19,-2.36 ,-2.90 ,
(주)광주신세계,37710,Dec-11,X,,
(주)광주신세계,37710,Dec-12,X,,
(주)광주신세계,37710,Dec-13,13.07,,
(주)광주신세계,37710,Dec-14,10.46,,
(주)광주신세계,37710,Dec-15,15.34 ,,
(주)광주신세계,37710,Dec-16,30.68,,
(주)광주신세계,37710,Dec-17,86.86 ,,
(주)광주신세계,37710,Dec-18,715.98 ,,
(주)광주신세계,37710,Dec-19,193.26 ,,
(주)구영테크,53270,Dec-11,1.41 ,0.96 ,
(주)구영테크,53270,Dec-12,1.21 ,1.29 ,
(주)구영테크,53270,Dec-13,1.26 ,1.39 ,
(주)구영테크,53270,Dec-14,1.08,1.38,
(주)구영테크,53270,Dec-15,1.98 ,1.97 ,
(주)구영테크,53270,Dec-16,3.06,1.65,
(주)구영테크,53270,Dec-17,2.56 ,2.37 ,
(주)구영테크,53270,Dec-18,0.73,1.47,
(주)구영테크,53270,Dec-19,1.14 ,1.33 ,
(주)국동,5320,Dec-11,-3.92 ,0.50 ,
(주)국동,5320,Dec-12,1.48 ,3.42 ,
(주)국동,5320,Dec-13,3.66 ,3.64 ,
(주)국동,5320,Dec-14,5.87 ,5.32 ,
(주)국동,5320,Dec-15,4.23 ,4.08 ,
(주)국동,5320,Dec-16,4.82 ,5.25 ,
(주)국동,5320,Dec-17,-1.26 ,-2.28 ,
(주)국동,5320,Dec-18,1.01,2.53,
(주)국동,5320,Dec-19,-6.67 ,-1.78 ,
(주)국보,1140,Dec-11,0.81,0.75,
(주)국보,1140,Dec-12,0.51,0.64,
(주)국보,1140,Dec-13,0.32,0.36,
(주)국보,1140,Dec-14,-1.10 ,-1.31 ,
(주)국보,1140,Dec-15,-1.41 ,-1.55 ,
(주)국보,1140,Dec-16,-0.35,0.14,
(주)국보,1140,Dec-17,-2.36 ,-2.66 ,
(주)국보,1140,Dec-18,-3.67 ,-4.03 ,
(주)국보,1140,Dec-19,-0.74,-0.35,
(주)국보디자인,66620,Dec-11,235.83 ,238.18 ,
(주)국보디자인,66620,Dec-12,2055.61,2003.29,
(주)국보디자인,66620,Dec-13,1366.16 ,1539.88 ,
(주)국보디자인,66620,Dec-14,1414.92 ,1917.05 ,
(주)국보디자인,66620,Dec-15,998.53 ,1867.07 ,
(주)국보디자인,66620,Dec-16,9744.77 ,6455.77 ,
(주)국보디자인,66620,Dec-17,3662.13 ,3543.84 ,
(주)국보디자인,66620,Dec-18,X,382.19 ,
(주)국보디자인,66620,Dec-19,675.37 ,592.26 ,
(주)국순당,43650,Dec-11,X,167.22 ,
(주)국순당,43650,Dec-12,X,172.69 ,
(주)국순당,43650,Dec-13,X,9.21 ,
(주)국순당,43650,Dec-14,X,9.17 ,
(주)국순당,43650,Dec-15,X,-334.84 ,
(주)국순당,43650,Dec-16,X,-327.25 ,
(주)국순당,43650,Dec-17,X,-12.28 ,
(주)국순당,43650,Dec-18,X,-7.85 ,
(주)국순당,43650,Dec-19,X,-4.32 ,
(주)국영지앤엠,6050,Dec-11,-170.81,,
(주)국영지앤엠,6050,Dec-12,-4.57 ,,
(주)국영지앤엠,6050,Dec-13,2.35 ,,
(주)국영지앤엠,6050,Dec-14,5.13 ,,
(주)국영지앤엠,6050,Dec-15,-15.79 ,,
(주)국영지앤엠,6050,Dec-16,3.40 ,,
(주)국영지앤엠,6050,Dec-17,17.57 ,,
(주)국영지앤엠,6050,Dec-18,-18.31 ,,
(주)국영지앤엠,6050,Dec-19,15.75 ,,
(주)국전약품,307750,Dec-18,,,
(주)국전약품,307750,Dec-19,,,
(주)그래디언트,35080,Dec-11,-37.08,-48.06,
(주)그래디언트,35080,Dec-12,-0.12,1.38,
(주)그래디언트,35080,Dec-13,0.17,7.5,
(주)그래디언트,35080,Dec-14,0.35,14.81,
(주)그래디언트,35080,Dec-15,34.27 ,26.27 ,
(주)그래디언트,35080,Dec-16,22.55 ,13.02 ,
(주)그래디언트,35080,Dec-17,26.15 ,13.33 ,
(주)그래디언트,35080,Dec-18,27.44 ,8.44 ,
(주)그래디언트,35080,Dec-19,11.08,10.13,
(주)그리티,204020,Dec-18,251.90 ,29.27 ,
(주)그리티,204020,Dec-19,14.33 ,4.95 ,
(주)그린플러스,186230,Dec-19,4.73 ,3.03 ,
(주)글로벌스탠다드테크놀로지,83450,Dec-11,17.06,21.14,
(주)글로벌스탠다드테크놀로지,83450,Dec-12,20.88,25.45,
(주)글로벌스탠다드테크놀로지,83450,Dec-13,53.29 ,46.16 ,
(주)글로벌스탠다드테크놀로지,83450,Dec-14,71.23 ,60.23 ,
(주)글로벌스탠다드테크놀로지,83450,Dec-15,54.70 ,60.28 ,
(주)글로벌스탠다드테크놀로지,83450,Dec-16,68.63 ,63.24 ,
(주)글로벌스탠다드테크놀로지,83450,Dec-17,358.76 ,212.37 ,
(주)글로벌스탠다드테크놀로지,83450,Dec-18,248.66 ,118.58 ,
(주)글로벌스탠다드테크놀로지,83450,Dec-19,526.27 ,122.37 ,
(주)금비,8870,Sep-11,1.18 ,3.74 ,
(주)금비,8870,Sep-12,0.28,2.7,
(주)금비,8870,Sep-13,0.37,3.03,
(주)금비,8870,Sep-14,-0.96,2.84,
(주)금비,8870,Sep-15,5.04,8.69,
(주)금비,8870,Sep-16,5.75 ,13.77 ,
(주)금비,8870,Sep-17,0.83,9.07,
(주)금비,8870,Sep-18,2.76 ,10.00 ,
(주)금비,8870,Sep-19,1.38 ,9.60 ,
(주)금양,1570,Dec-11,1.82 ,2.00 ,
(주)금양,1570,Dec-12,1.71 ,1.68 ,
(주)금양,1570,Dec-13,1.54 ,1.61 ,
(주)금양,1570,Dec-14,2.42 ,1.52 ,
(주)금양,1570,Dec-15,2.98 ,2.52 ,
(주)금양,1570,Dec-16,2.64 ,3.26 ,
(주)금양,1570,Dec-17,1.75 ,3.57 ,
(주)금양,1570,Dec-18,1.86 ,3.72 ,
(주)금양,1570,Dec-19,1.49 ,2.53 ,
(주)금호에이치티,214330,Dec-15,30.7,20.53,
(주)금호에이치티,214330,Dec-16,18.66 ,11.57 ,
(주)금호에이치티,214330,Dec-17,12.00 ,7.78 ,
(주)금호에이치티,214330,Dec-18,2.94 ,3.66 ,
(주)금호에이치티,214330,Dec-19,0.4,0.35,
(주)금화피에스시,36190,Dec-11,X,,
(주)금화피에스시,36190,Dec-12,X,,
(주)금화피에스시,36190,Dec-13,4840.81 ,4840.81 ,
(주)금화피에스시,36190,Dec-14,1485.19 ,1424.85 ,
(주)금화피에스시,36190,Dec-15,X,2638.71 ,
(주)금화피에스시,36190,Dec-16,X,533.42 ,
(주)금화피에스시,36190,Dec-17,X,539.47 ,
(주)금화피에스시,36190,Dec-18,X,431.66 ,
(주)금화피에스시,36190,Dec-19,7902.65,280.27,
(주)기가레인,49080,Dec-13,5.66 ,5.72 ,
(주)기가레인,49080,Dec-14,8.77 ,7.60 ,
(주)기가레인,49080,Dec-15,-13.77 ,-13.79 ,
(주)기가레인,49080,Dec-16,-4.42 ,-4.14 ,
(주)기가레인,49080,Dec-17,1.84 ,1.96 ,
(주)기가레인,49080,Dec-18,-0.54,-0.71,
(주)기가레인,49080,Dec-19,-7.54 ,-8.09 ,
(주)기산텔레콤,35460,Dec-11,-5.27 ,-3.73 ,
(주)기산텔레콤,35460,Dec-12,3.47 ,0.71 ,
(주)기산텔레콤,35460,Dec-13,6.13 ,4.99 ,
(주)기산텔레콤,35460,Dec-14,1.06,2.53,
(주)기산텔레콤,35460,Dec-15,0.86,2.72,
(주)기산텔레콤,35460,Dec-16,-21.26 ,-5.83 ,
(주)기산텔레콤,35460,Dec-17,-15.43 ,-6.37 ,
(주)기산텔레콤,35460,Dec-18,-55.15 ,-5.52 ,
(주)기산텔레콤,35460,Dec-19,18.65 ,6.63 ,
(주)까뮤이앤씨,13700,Dec-11,-14.28 ,,
(주)까뮤이앤씨,13700,Dec-12,0.46,,
(주)까뮤이앤씨,13700,Dec-13,-0.14,,
(주)까뮤이앤씨,13700,Dec-14,0.4,,
(주)까뮤이앤씨,13700,Dec-15,1.65 ,,
(주)까뮤이앤씨,13700,Dec-16,1.92 ,,
(주)까뮤이앤씨,13700,Dec-17,4.85 ,,
(주)까뮤이앤씨,13700,Dec-18,2.29 ,,
(주)까뮤이앤씨,13700,Dec-19,5.87 ,,
(주)까스텔바작,308100,Dec-19,297.78 ,214.89 ,
(주)나노,187790,Dec-14,,,
(주)나노,187790,Dec-15,-3.85 ,-4.06 ,
(주)나노,187790,Dec-16,-4.37 ,-5.47 ,
(주)나노,187790,Dec-17,1.50 ,0.96 ,
(주)나노,187790,Dec-18,0.7,1.22,
(주)나노,187790,Dec-19,1.20 ,-0.54 ,
(주)나노브릭,286750,Dec-19,-3.38 ,-3.38 ,
(주)나노신소재,121600,Dec-11,9.74 ,9.69 ,
(주)나노신소재,121600,Dec-12,-1.99 ,-2.32 ,
(주)나노신소재,121600,Dec-13,4.21 ,4.32 ,
(주)나노신소재,121600,Dec-14,24.39 ,24.79 ,
(주)나노신소재,121600,Dec-15,87.38 ,86.73 ,
(주)나노신소재,121600,Dec-16,122.68 ,122.39 ,
(주)나노신소재,121600,Dec-17,114.29 ,114.62 ,
(주)나노신소재,121600,Dec-18,126.66 ,127.97 ,
(주)나노신소재,121600,Dec-19,43.65 ,42.91 ,
(주)나노엔텍,39860,Dec-11,-8.71 ,-12.31 ,
(주)나노엔텍,39860,Dec-12,-4.32 ,-5.04 ,
(주)나노엔텍,39860,Dec-13,1.02,-0.44,
(주)나노엔텍,39860,Dec-14,0.84,-8.4,
(주)나노엔텍,39860,Dec-15,-32.34 ,-32.63 ,
(주)나노엔텍,39860,Dec-16,-37.54 ,-42.07 ,
(주)나노엔텍,39860,Dec-17,5.95 ,3.38 ,
(주)나노엔텍,39860,Dec-18,20.62,18,
(주)나노엔텍,39860,Dec-19,208.63,133.96,
(주)나무가,190510,Dec-15,14.30 ,8.35 ,
(주)나무가,190510,Dec-16,-3.08,-0.37,
(주)나무가,190510,Dec-17,-114.10 ,-18.62 ,
(주)나무가,190510,Dec-18,66.61 ,1.01 ,
(주)나무가,190510,Dec-19,2.48 ,1.15 ,
(주)나스미디어,89600,Dec-13,X,,
(주)나스미디어,89600,Dec-14,X,,
(주)나스미디어,89600,Dec-15,X,,
(주)나스미디어,89600,Dec-16,X,171.59 ,
(주)나스미디어,89600,Dec-17,X,147.40 ,
(주)나스미디어,89600,Dec-18,X,326.73 ,
(주)나스미디어,89600,Dec-19,85.52 ,35.89 ,
(주)나이벡,138610,Dec-11,-3.91 ,,
(주)나이벡,138610,Dec-12,-2.68 ,,
(주)나이벡,138610,Dec-13,-5.06,,
(주)나이벡,138610,Dec-14,-5.51 ,,
(주)나이벡,138610,Dec-15,-3.41 ,,
(주)나이벡,138610,Dec-16,-3.51 ,,
(주)나이벡,138610,Dec-17,-1.81 ,,
(주)나이벡,138610,Dec-18,-4.64 ,,
(주)나이벡,138610,Dec-19,-2.23 ,,
(주)나이스디앤비,130580,Dec-11,39.10 ,,
(주)나이스디앤비,130580,Dec-12,X,,
(주)나이스디앤비,130580,Dec-13,X,48.46 ,
(주)나이스디앤비,130580,Dec-14,X,51.13 ,
(주)나이스디앤비,130580,Dec-15,X,X,
(주)나이스디앤비,130580,Dec-16,X,X,
(주)나이스디앤비,130580,Dec-17,X,X,
(주)나이스디앤비,130580,Dec-18,X,X,
(주)나이스디앤비,130580,Dec-19,664.39 ,323.47 ,
(주)나이스홀딩스,34310,Dec-11,4.39 ,23.73 ,
(주)나이스홀딩스,34310,Dec-12,21.05,42.71,
(주)나이스홀딩스,34310,Dec-13,0.00 ,27.01 ,
(주)나이스홀딩스,34310,Dec-14,10.42,16.68,
(주)나이스홀딩스,34310,Dec-15,6.24 ,14.86 ,
(주)나이스홀딩스,34310,Dec-16,12.50 ,17.14 ,
(주)나이스홀딩스,34310,Dec-17,14.43 ,15.51 ,
