회사명,거래소코드,회계년도,이자보상배율(이자비용)(IFRS),이자보상배율(이자비용)(IFRS연결),
서울식품공업(주),4410,Dec-13,2.22 ,1.80 ,
서울식품공업(주),4410,Dec-14,2.07,1.45,
서울식품공업(주),4410,Dec-15,3.05,2.33,
서울식품공업(주),4410,Dec-16,1.01,,
서울식품공업(주),4410,Dec-17,1.08,,
서울식품공업(주),4410,Dec-18,0.72,,
서울식품공업(주),4410,Dec-19,0.21,,
서울전자통신(주),27040,Dec-11,0.56,-1.5,
서울전자통신(주),27040,Dec-12,-5.04,-0.67,
서울전자통신(주),27040,Dec-13,-2.92 ,0.98 ,
서울전자통신(주),27040,Dec-14,0.74,-5.74,
서울전자통신(주),27040,Dec-15,0.95,-2.11,
서울전자통신(주),27040,Dec-16,3.84 ,3.29 ,
서울전자통신(주),27040,Dec-17,0.42,0.63,
서울전자통신(주),27040,Dec-18,-1.50 ,-1.19 ,
서울전자통신(주),27040,Dec-19,-3.90 ,-1.82 ,
서호전기(주),65710,Dec-11,-4.73 ,999999999.00 ,
서호전기(주),65710,Dec-12,5.35 ,7.03 ,
서호전기(주),65710,Dec-13,29.48 ,30.90 ,
서호전기(주),65710,Dec-14,70.43,64.61,
서호전기(주),65710,Dec-15,47.11 ,40.50 ,
서호전기(주),65710,Dec-16,112.21 ,96.95 ,
서호전기(주),65710,Dec-17,181.81 ,166.01 ,
서호전기(주),65710,Dec-18,45.31 ,47.01 ,
서호전기(주),65710,Dec-19,112.70 ,105.83 ,
선도전기(주),7610,Dec-11,13.57 ,45.10 ,
선도전기(주),7610,Dec-12,-13.15 ,16.27 ,
선도전기(주),7610,Dec-13,3.72 ,6.09 ,
선도전기(주),7610,Dec-14,0.76,2.8,
선도전기(주),7610,Dec-15,4.55 ,10.92 ,
선도전기(주),7610,Dec-16,3.53 ,3.92 ,
선도전기(주),7610,Dec-17,1.22 ,1.55 ,
선도전기(주),7610,Dec-18,1.95 ,0.96 ,
선도전기(주),7610,Dec-19,-0.27,-1.42,
성문전자(주),14910,Dec-11,12.31 ,11.62 ,
성문전자(주),14910,Dec-12,-1.49 ,-5.37 ,
성문전자(주),14910,Dec-13,-5.55 ,-12.18 ,
성문전자(주),14910,Dec-14,-3.37 ,-4.69 ,
성문전자(주),14910,Dec-15,-4.14 ,-3.94 ,
성문전자(주),14910,Dec-16,-2.34 ,-2.47 ,
성문전자(주),14910,Dec-17,-13.69 ,-2.22 ,
성문전자(주),14910,Dec-18,9.62 ,3.65 ,
성문전자(주),14910,Dec-19,-28.22 ,-5.63 ,
성보화학(주),3080,Dec-11,457.74 ,,
성보화학(주),3080,Dec-12,81.81 ,,
성보화학(주),3080,Dec-13,999999999.00 ,,
성보화학(주),3080,Dec-14,290.81,,
성보화학(주),3080,Dec-15,73.43 ,,
성보화학(주),3080,Dec-16,20.41,,
성보화학(주),3080,Dec-17,-3133.33 ,,
성보화학(주),3080,Dec-18,999999999.00 ,,
성보화학(주),3080,Dec-19,-94.02,,
성신양회(주),4980,Dec-11,0.15,0.15,
성신양회(주),4980,Dec-12,0.32,0.34,
성신양회(주),4980,Dec-13,1.10 ,1.08 ,
성신양회(주),4980,Dec-14,1.23 ,1.22 ,
성신양회(주),4980,Dec-15,1.29 ,1.35 ,
성신양회(주),4980,Dec-16,1.95 ,2.03 ,
성신양회(주),4980,Dec-17,2.52 ,2.58 ,
성신양회(주),4980,Dec-18,2.37 ,2.34 ,
성신양회(주),4980,Dec-19,2.11 ,1.58 ,
성우전자(주),81580,Dec-11,36.07,38.84,
성우전자(주),81580,Dec-12,9.99 ,13.27 ,
성우전자(주),81580,Dec-13,16.59 ,11.11 ,
성우전자(주),81580,Dec-14,63.90 ,27.35 ,
성우전자(주),81580,Dec-15,132.87 ,40.51 ,
성우전자(주),81580,Dec-16,5625.02,24.07,
성우전자(주),81580,Dec-17,-1316604.03,15.82,
성우전자(주),81580,Dec-18,-2257879.41 ,15.58 ,
성우전자(주),81580,Dec-19,-913.54 ,-13.56 ,
성우테크론(주),45300,Dec-11,3.25 ,4.62 ,
성우테크론(주),45300,Dec-12,-0.47,-0.22,
성우테크론(주),45300,Dec-13,0.5,0.73,
성우테크론(주),45300,Dec-14,0.91,0.92,
성우테크론(주),45300,Dec-15,2.96 ,3.25 ,
성우테크론(주),45300,Dec-16,9.00 ,7.82 ,
성우테크론(주),45300,Dec-17,17.03,16.14,
성우테크론(주),45300,Dec-18,21.32 ,19.97 ,
성우테크론(주),45300,Dec-19,5.68 ,6.21 ,
성창기업지주(주),180,Dec-11,999999999.00 ,2.76 ,
성창기업지주(주),180,Dec-12,999999999.00 ,0.04 ,
성창기업지주(주),180,Dec-13,999999999.00 ,-1.39 ,
성창기업지주(주),180,Dec-14,999999999.00 ,-0.05 ,
성창기업지주(주),180,Dec-15,999999999.00 ,1.94 ,
성창기업지주(주),180,Dec-16,999999999.00 ,0.62 ,
성창기업지주(주),180,Dec-17,999999999.00 ,-0.19 ,
성창기업지주(주),180,Dec-18,999999999.00 ,-3.96 ,
성창기업지주(주),180,Dec-19,580.71,-1.05,
성호전자(주),43260,Dec-11,4.87 ,2.18 ,
성호전자(주),43260,Dec-12,-0.27,-2.23,
성호전자(주),43260,Dec-13,-1.45 ,-1.33 ,
성호전자(주),43260,Dec-14,-0.67,-0.44,
성호전자(주),43260,Dec-15,3.30 ,0.11 ,
성호전자(주),43260,Dec-16,2.97 ,1.17 ,
성호전자(주),43260,Dec-17,2.38 ,0.61 ,
성호전자(주),43260,Dec-18,2.41 ,0.09 ,
성호전자(주),43260,Dec-19,-1.66 ,-1.96 ,
세기상사(주),2420,Dec-11,-0.54,-0.54,
세기상사(주),2420,Dec-12,-0.44,-0.44,
세기상사(주),2420,Dec-13,-1.97 ,-1.97 ,
세기상사(주),2420,Dec-14,-1.90 ,-1.90 ,
세기상사(주),2420,Dec-15,-2.05,-2.05,
세기상사(주),2420,Dec-16,-1.70 ,-1.70 ,
세기상사(주),2420,Dec-17,-0.9,,
세기상사(주),2420,Dec-18,-0.91,,
세기상사(주),2420,Dec-19,-1.05,,
세명전기공업(주),17510,Dec-11,308.93,,
세명전기공업(주),17510,Dec-12,732.07,,
세명전기공업(주),17510,Dec-13,707.67,,
세명전기공업(주),17510,Dec-14,404.56,,
세명전기공업(주),17510,Dec-15,2084.27,,
세명전기공업(주),17510,Dec-16,2768.05,,
세명전기공업(주),17510,Dec-17,4922.81 ,,
세명전기공업(주),17510,Dec-18,12025.25,,
세명전기공업(주),17510,Dec-19,13472.29 ,,
세방(주),4360,Dec-11,4.89 ,6.20 ,
세방(주),4360,Dec-12,5.83 ,5.43 ,
세방(주),4360,Dec-13,5.85 ,3.64 ,
세방(주),4360,Dec-14,11.11 ,12.04 ,
세방(주),4360,Dec-15,20.07,22.15,
세방(주),4360,Dec-16,18.32 ,22.45 ,
세방(주),4360,Dec-17,12.35 ,15.62 ,
세방(주),4360,Dec-18,12.82 ,15.50 ,
세방(주),4360,Dec-19,8.10 ,8.49 ,
세방전지(주),4490,Dec-11,62.52 ,,
세방전지(주),4490,Dec-12,72.42 ,,
세방전지(주),4490,Dec-13,62.85 ,,
세방전지(주),4490,Dec-14,72.55 ,,
세방전지(주),4490,Dec-15,78.00 ,73.15 ,
세방전지(주),4490,Dec-16,48.81 ,40.08 ,
세방전지(주),4490,Dec-17,34.67 ,27.78 ,
세방전지(주),4490,Dec-18,37.54 ,32.78 ,
세방전지(주),4490,Dec-19,27.40 ,26.41 ,
세원이앤씨(주),91090,Dec-11,-3.22 ,-3.49 ,
세원이앤씨(주),91090,Dec-12,1.05,0.9,
세원이앤씨(주),91090,Dec-13,-1.29 ,-1.44 ,
세원이앤씨(주),91090,Dec-14,-1.45 ,-1.62 ,
세원이앤씨(주),91090,Dec-15,0.25,0.11,
세원이앤씨(주),91090,Dec-16,0.07,-0.02,
세원이앤씨(주),91090,Dec-17,0.78,0.7,
세원이앤씨(주),91090,Dec-18,-1.85 ,-1.86 ,
세원이앤씨(주),91090,Dec-19,0.25,0.24,
세종공업(주),33530,Dec-11,24.35 ,18.14 ,
세종공업(주),33530,Dec-12,0.39,15.65,
세종공업(주),33530,Dec-13,3.91 ,24.43 ,
세종공업(주),33530,Dec-14,-0.28,10.59,
세종공업(주),33530,Dec-15,0.85,4.29,
세종공업(주),33530,Dec-16,-0.73,4.41,
세종공업(주),33530,Dec-17,-6.76 ,-1.20 ,
세종공업(주),33530,Dec-18,-2.66 ,0.03 ,
세종공업(주),33530,Dec-19,-1.98 ,1.43 ,
세종텔레콤(주),36630,Dec-11,-1.04,-1.04,
세종텔레콤(주),36630,Dec-12,-0.68,-0.69,
세종텔레콤(주),36630,Dec-13,-5.79 ,-5.80 ,
세종텔레콤(주),36630,Dec-14,48.71 ,47.40 ,
세종텔레콤(주),36630,Dec-15,0.39,0.39,
세종텔레콤(주),36630,Dec-16,0.54,0.53,
세종텔레콤(주),36630,Dec-17,1.26 ,1.26 ,
세종텔레콤(주),36630,Dec-18,-2.59 ,-0.12 ,
세종텔레콤(주),36630,Dec-19,-6.55 ,-6.29 ,
세하(주),27970,Dec-11,-0.19,,
세하(주),27970,Dec-12,-1.04,,
세하(주),27970,Dec-13,-0.69,,
세하(주),27970,Dec-14,-0.39,,
세하(주),27970,Dec-15,-1.59 ,,
세하(주),27970,Dec-16,2.30 ,,
세하(주),27970,Dec-17,0.17,,
세하(주),27970,Dec-18,2.06,,
세하(주),27970,Dec-19,2.97 ,,
소니드(주),60230,Dec-11,-1.93 ,-2.06 ,
소니드(주),60230,Dec-12,0.85,0.69,
소니드(주),60230,Dec-13,1.46 ,1.26 ,
소니드(주),60230,Dec-14,-0.21,-0.54,
소니드(주),60230,Dec-15,-0.69,-0.48,
소니드(주),60230,Dec-16,0.1,0.11,
소니드(주),60230,Dec-17,-0.86,-0.95,
소니드(주),60230,Dec-18,-0.52,-0.36,
소니드(주),60230,Dec-19,0.76,1.39,
소프트캠프(주),258790,Dec-17,,,
소프트캠프(주),258790,Dec-18,,,
소프트캠프(주),258790,Dec-19,54.95 ,50.10 ,
솔루스첨단소재(주),336370,Dec-19,,,
솔브레인홀딩스(주),36830,Dec-11,10.37,7.89,
솔브레인홀딩스(주),36830,Dec-12,19.58 ,15.81 ,
솔브레인홀딩스(주),36830,Dec-13,36.63 ,22.12 ,
솔브레인홀딩스(주),36830,Dec-14,34.66 ,13.91 ,
솔브레인홀딩스(주),36830,Dec-15,66.02,28,
솔브레인홀딩스(주),36830,Dec-16,47.35 ,29.44 ,
솔브레인홀딩스(주),36830,Dec-17,51.92 ,25.79 ,
솔브레인홀딩스(주),36830,Dec-18,93.10 ,44.08 ,
솔브레인홀딩스(주),36830,Dec-19,90.56,38.55,
송원산업(주),4430,Dec-11,1.43 ,0.97 ,
송원산업(주),4430,Dec-12,2.57 ,2.49 ,
송원산업(주),4430,Dec-13,1.93 ,2.36 ,
송원산업(주),4430,Dec-14,0.77,0.19,
송원산업(주),4430,Dec-15,4.84 ,3.18 ,
송원산업(주),4430,Dec-16,8.34 ,6.83 ,
송원산업(주),4430,Dec-17,3.91 ,5.50 ,
송원산업(주),4430,Dec-18,2.21 ,5.41 ,
송원산업(주),4430,Dec-19,6.25 ,6.35 ,
스튜디오드래곤(주),253450,Dec-17,14.81 ,18.99 ,
스튜디오드래곤(주),253450,Dec-18,289.03,342.96,
스튜디오드래곤(주),253450,Dec-19,79.28 ,58.13 ,
시그네틱스(주),33170,Dec-11,7.93 ,,
시그네틱스(주),33170,Dec-12,8.17 ,,
시그네틱스(주),33170,Dec-13,8.05,,
시그네틱스(주),33170,Dec-14,-4.46 ,,
시그네틱스(주),33170,Dec-15,5.92 ,5.91 ,
시그네틱스(주),33170,Dec-16,-9.38 ,-9.29 ,
시그네틱스(주),33170,Dec-17,3.64 ,3.63 ,
시그네틱스(주),33170,Dec-18,-8.79 ,-8.80 ,
시그네틱스(주),33170,Dec-19,-36.06,-36.2,
신대양제지(주),16590,Dec-11,5.40 ,3.73 ,
신대양제지(주),16590,Dec-12,11.57 ,7.90 ,
신대양제지(주),16590,Dec-13,16.42 ,6.16 ,
신대양제지(주),16590,Dec-14,48.10 ,10.59 ,
신대양제지(주),16590,Dec-15,29.24 ,5.58 ,
신대양제지(주),16590,Dec-16,32.90 ,9.14 ,
신대양제지(주),16590,Dec-17,23.64 ,8.72 ,
신대양제지(주),16590,Dec-18,79.69 ,25.39 ,
신대양제지(주),16590,Dec-19,351.02,35.35,
신라교역(주),4970,Dec-11,63.83 ,63.67 ,
신라교역(주),4970,Dec-12,74.38 ,74.17 ,
신라교역(주),4970,Dec-13,16.98 ,16.74 ,
신라교역(주),4970,Dec-14,4.24 ,4.13 ,
신라교역(주),4970,Dec-15,-7.01,-7.09,
신라교역(주),4970,Dec-16,12.73 ,12.72 ,
신라교역(주),4970,Dec-17,90.8,93.48,
신라교역(주),4970,Dec-18,27.74 ,30.44 ,
신라교역(주),4970,Dec-19,-6.50 ,-4.92 ,
신라섬유(주),1000,Dec-11,1.10 ,,
신라섬유(주),1000,Dec-12,2.35 ,,
신라섬유(주),1000,Dec-13,2.71 ,,
신라섬유(주),1000,Dec-14,1.94 ,,
신라섬유(주),1000,Dec-15,-9.55 ,,
신라섬유(주),1000,Dec-16,1.31 ,,
신라섬유(주),1000,Dec-17,0.93,,
신라섬유(주),1000,Dec-18,1.32 ,,
신라섬유(주),1000,Dec-19,1.25 ,,
신라에스지(주),25870,Dec-11,3.71 ,,
신라에스지(주),25870,Dec-12,0.47,,
신라에스지(주),25870,Dec-13,1.61 ,1.46 ,
신라에스지(주),25870,Dec-14,2.22 ,1.57 ,
신라에스지(주),25870,Dec-15,-0.45,-2.28,
신라에스지(주),25870,Dec-16,4.37 ,2.00 ,
신라에스지(주),25870,Dec-17,2.53 ,1.76 ,
신라에스지(주),25870,Dec-18,1.15 ,1.01 ,
신라에스지(주),25870,Dec-19,2.54 ,2.23 ,
신라젠(주),215600,Dec-16,-4.34 ,-9.16 ,
신라젠(주),215600,Dec-17,-7.14 ,-14.04 ,
신라젠(주),215600,Dec-18,-55.86 ,-115.22 ,
신라젠(주),215600,Dec-19,-13.74 ,-10.73 ,
신성델타테크(주),65350,Dec-11,2.68 ,1.52 ,
신성델타테크(주),65350,Dec-12,2.69 ,2.20 ,
신성델타테크(주),65350,Dec-13,2.56 ,2.00 ,
신성델타테크(주),65350,Dec-14,1.45 ,1.19 ,
신성델타테크(주),65350,Dec-15,2.54 ,1.85 ,
신성델타테크(주),65350,Dec-16,2.62 ,2.60 ,
신성델타테크(주),65350,Dec-17,4.80 ,4.16 ,
신성델타테크(주),65350,Dec-18,1.47 ,2.69 ,
신성델타테크(주),65350,Dec-19,3.01,2.05,
신성통상(주),5390,Jun-11,1.68 ,1.60 ,
신성통상(주),5390,Jun-12,2.51 ,2.07 ,
신성통상(주),5390,Jun-13,1.43 ,0.76 ,
신성통상(주),5390,Jun-14,2.19 ,1.54 ,
신성통상(주),5390,Jun-15,2.71 ,2.58 ,
신성통상(주),5390,Jun-16,2.54 ,1.69 ,
신성통상(주),5390,Jun-17,1.24 ,0.59 ,
신성통상(주),5390,Jun-18,1.67 ,1.30 ,
신성통상(주),5390,Jun-19,2.90 ,2.45 ,
신세계건설(주),34300,Dec-11,5.05,,
신세계건설(주),34300,Dec-12,1.79 ,,
신세계건설(주),34300,Dec-13,-2.02,,
신세계건설(주),34300,Dec-14,2.98 ,,
신세계건설(주),34300,Dec-15,10.73,,
신세계건설(주),34300,Dec-16,90.71,,
신세계건설(주),34300,Dec-17,83.13 ,,
신세계건설(주),34300,Dec-18,22.55 ,,
신세계건설(주),34300,Dec-19,7.08,,
신송홀딩스(주),6880,Dec-13,-520.83,21.88,
신송홀딩스(주),6880,Dec-14,-186361.25 ,11.77 ,
신송홀딩스(주),6880,Dec-15,-108079.75,6.32,
신송홀딩스(주),6880,Dec-16,282.35 ,-8.42 ,
신송홀딩스(주),6880,Dec-17,-30.05,-0.92,
신송홀딩스(주),6880,Dec-18,999999999.00 ,-2.43 ,
신송홀딩스(주),6880,Dec-19,-15.40 ,-0.15 ,
신신제약(주),2800,Dec-17,16.36 ,15.62 ,
신신제약(주),2800,Dec-18,15.98 ,14.73 ,
신신제약(주),2800,Dec-19,10.98,9.41,
신원종합개발(주),17000,Dec-11,0.66,,
신원종합개발(주),17000,Dec-12,1.35 ,,
신원종합개발(주),17000,Dec-13,1.89 ,,
신원종합개발(주),17000,Dec-14,1.00 ,,
신원종합개발(주),17000,Dec-15,-1.74 ,,
신원종합개발(주),17000,Dec-16,1.44 ,,
신원종합개발(주),17000,Dec-17,38.73 ,34.71 ,
신원종합개발(주),17000,Dec-18,35.92 ,18.15 ,
신원종합개발(주),17000,Dec-19,3.72 ,2.68 ,
신일전자(주),2700,Dec-11,3.89 ,2.05 ,
신일전자(주),2700,Dec-12,4.44 ,1.95 ,
신일전자(주),2700,Dec-13,17.63 ,14.66 ,
신일전자(주),2700,Dec-14,0.94,-0.29,
신일전자(주),2700,Dec-15,-7.99 ,-8.05 ,
신일전자(주),2700,Dec-16,9.70 ,8.67 ,
신일전자(주),2700,Dec-17,26.62 ,,
신일전자(주),2700,Dec-18,52.28 ,,
신일전자(주),2700,Dec-19,5.67 ,,
신일제약(주),12790,Dec-11,10.04,,
신일제약(주),12790,Dec-12,23.73 ,,
신일제약(주),12790,Dec-13,59.68 ,,
신일제약(주),12790,Dec-14,75.71 ,,
신일제약(주),12790,Dec-15,58.73 ,,
신일제약(주),12790,Dec-16,69.57 ,,
신일제약(주),12790,Dec-17,50.71,,
신일제약(주),12790,Dec-18,27.19 ,,
신일제약(주),12790,Dec-19,43.42 ,,
신풍제약(주),19170,Dec-11,4.80 ,4.59 ,
신풍제약(주),19170,Dec-12,3.20 ,3.11 ,
신풍제약(주),19170,Dec-13,3.09,3.29,
신풍제약(주),19170,Dec-14,2.64 ,2.54 ,
신풍제약(주),19170,Dec-15,0.57,0.65,
신풍제약(주),19170,Dec-16,1.68 ,1.79 ,
신풍제약(주),19170,Dec-17,1.61 ,1.75 ,
신풍제약(주),19170,Dec-18,1.41 ,1.81 ,
신풍제약(주),19170,Dec-19,1.09,1.36,
신풍제지(주),2870,Dec-11,-4.99 ,-5.15 ,
신풍제지(주),2870,Dec-12,-7.58 ,-7.91 ,
신풍제지(주),2870,Dec-13,-4.42 ,-5.44 ,
신풍제지(주),2870,Dec-14,-56.28 ,-55.82 ,
신풍제지(주),2870,Dec-15,-48.12 ,-46.78 ,
신풍제지(주),2870,Dec-16,8.34 ,6.61 ,
신풍제지(주),2870,Dec-17,-6.98 ,-6.40 ,
신풍제지(주),2870,Dec-18,33.90 ,30.30 ,
신풍제지(주),2870,Dec-19,56.05,38.64,
신화인터텍(주),56700,Dec-11,0.38,0.62,
신화인터텍(주),56700,Dec-12,0.97,1,
신화인터텍(주),56700,Dec-13,1.40 ,1.34 ,
신화인터텍(주),56700,Dec-14,1.17 ,0.64 ,
신화인터텍(주),56700,Dec-15,1.02,1.7,
신화인터텍(주),56700,Dec-16,3.34 ,3.72 ,
신화인터텍(주),56700,Dec-17,1.83 ,1.19 ,
신화인터텍(주),56700,Dec-18,-2.37 ,-1.04 ,
신화인터텍(주),56700,Dec-19,5.82 ,7.46 ,
신흥에스이씨(주),243840,Dec-17,10.83,7.56,
신흥에스이씨(주),243840,Dec-18,8.49 ,6.75 ,
신흥에스이씨(주),243840,Dec-19,2.38 ,4.48 ,
쌍용씨앤이(주),3410,Dec-11,0.38,0.7,
쌍용씨앤이(주),3410,Dec-12,1.07,1.45,
쌍용씨앤이(주),3410,Dec-13,1.30 ,1.71 ,
쌍용씨앤이(주),3410,Dec-14,2.35 ,2.69 ,
쌍용씨앤이(주),3410,Dec-15,4.66 ,5.13 ,
쌍용씨앤이(주),3410,Dec-16,8.22 ,9.78 ,
쌍용씨앤이(주),3410,Dec-17,10.35,10.31,
쌍용씨앤이(주),3410,Dec-18,10.24,8.62,
쌍용씨앤이(주),3410,Dec-19,8.50 ,6.98 ,
쌍용자동차(주),3620,Dec-11,-15.15 ,-15.13 ,
쌍용자동차(주),3620,Dec-12,-11.25 ,-11.12 ,
쌍용자동차(주),3620,Dec-13,-1.22 ,-1.02 ,
쌍용자동차(주),3620,Dec-14,-68.50 ,-66.94 ,
쌍용자동차(주),3620,Dec-15,-25.37 ,-27.13 ,
쌍용자동차(주),3620,Dec-16,38.41 ,34.69 ,
쌍용자동차(주),3620,Dec-17,-70.89,-71.03,
쌍용자동차(주),3620,Dec-18,-65.18 ,-66.57 ,
쌍용자동차(주),3620,Dec-19,-55.02,-56.05,
쌍용정보통신(주),10280,Dec-11,21.81 ,22.00 ,
쌍용정보통신(주),10280,Dec-12,25.14 ,27.30 ,
쌍용정보통신(주),10280,Dec-13,7.45 ,9.47 ,
쌍용정보통신(주),10280,Dec-14,-87.22 ,-86.67 ,
쌍용정보통신(주),10280,Dec-15,-53.87 ,-53.66 ,
쌍용정보통신(주),10280,Dec-16,-6.33 ,-6.10 ,
쌍용정보통신(주),10280,Dec-17,-66.91 ,-68.26 ,
쌍용정보통신(주),10280,Dec-18,17.03,16.36,
쌍용정보통신(주),10280,Dec-19,7.86 ,6.69 ,
써니전자(주),4770,Dec-11,-0.4,-5.8,
써니전자(주),4770,Dec-12,-0.5,-6.05,
써니전자(주),4770,Dec-13,0.86,-5.81,
써니전자(주),4770,Dec-14,4.01,-0.54,
써니전자(주),4770,Dec-15,5.18 ,1.50 ,
써니전자(주),4770,Dec-16,5.84 ,2.65 ,
써니전자(주),4770,Dec-17,43.06,45.47,
써니전자(주),4770,Dec-18,2.50 ,2.00 ,
써니전자(주),4770,Dec-19,9.17 ,9.16 ,
씨비아이(주),13720,Dec-11,3.96 ,,
씨비아이(주),13720,Dec-12,2.41 ,,
씨비아이(주),13720,Dec-13,1.62 ,,
씨비아이(주),13720,Dec-14,1.37 ,,
씨비아이(주),13720,Dec-15,2.11 ,,
씨비아이(주),13720,Dec-16,0.54,,
씨비아이(주),13720,Dec-17,-0.94,,
씨비아이(주),13720,Dec-18,0.53,,
씨비아이(주),13720,Dec-19,1.09,,
씨아이에스(주),222080,Dec-15,,,
씨아이에스(주),222080,Dec-16,,,
씨아이에스(주),222080,Dec-17,-83.96 ,-89.66 ,
씨아이에스(주),222080,Dec-18,-20.98,-21.05,
씨아이에스(주),222080,Dec-19,12.45 ,,
씨앤지하이테크(주),264660,Dec-18,8417.21 ,,
씨앤지하이테크(주),264660,Dec-19,2143.45 ,,
씨앤티85(주),56730,Dec-11,6.12 ,6.25 ,
씨앤티85(주),56730,Dec-12,-3.43 ,-3.22 ,
씨앤티85(주),56730,Dec-13,-5.77 ,-5.89 ,
씨앤티85(주),56730,Dec-14,-2.01,-2.04,
씨앤티85(주),56730,Dec-15,1.15 ,1.15 ,
씨앤티85(주),56730,Dec-16,-3.14 ,,
씨앤티85(주),56730,Dec-17,0.09,0.06,
씨앤티85(주),56730,Dec-18,-2.26 ,-2.23 ,
씨앤티85(주),56730,Dec-19,-1.63 ,-1.22 ,
씨에스베어링(주),297090,Dec-19,14.07,11.5,
씨에스윈드(주),112610,Dec-14,78.59 ,40.79 ,
씨에스윈드(주),112610,Dec-15,257.19 ,51.45 ,
씨에스윈드(주),112610,Dec-16,-314.00 ,-25.83 ,
씨에스윈드(주),112610,Dec-17,2.67 ,31.56 ,
씨에스윈드(주),112610,Dec-18,-0.82,6.75,
씨에스윈드(주),112610,Dec-19,6.57 ,5.68 ,
씨제이(주),1040,Dec-11,1.35 ,4.14 ,
씨제이(주),1040,Dec-12,2.60 ,3.16 ,
씨제이(주),1040,Dec-13,3.42 ,2.42 ,
씨제이(주),1040,Dec-14,5.03,3,
씨제이(주),1040,Dec-15,5.52 ,4.26 ,
씨제이(주),1040,Dec-16,6.63 ,4.31 ,
씨제이(주),1040,Dec-17,23.20 ,4.17 ,
씨제이(주),1040,Dec-18,29.06,3.62,
씨제이(주),1040,Dec-19,26.51 ,2.26 ,
씨제이대한통운(주),120,Dec-11,4.67 ,2.47 ,
씨제이대한통운(주),120,Dec-12,8.19 ,3.18 ,
씨제이대한통운(주),120,Dec-13,0.86,1.07,
씨제이대한통운(주),120,Dec-14,2.90 ,2.54 ,
씨제이대한통운(주),120,Dec-15,3.86 ,3.51 ,
씨제이대한통운(주),120,Dec-16,4.11 ,4.50 ,
씨제이대한통운(주),120,Dec-17,4.31 ,4.26 ,
씨제이대한통운(주),120,Dec-18,2.15 ,2.83 ,
씨제이대한통운(주),120,Dec-19,2.24 ,2.40 ,
씨제이바이오사이언스(주),311690,Dec-19,-95.38 ,-99.69 ,
씨제이씨지브이(주),79160,Dec-11,4.69 ,2.52 ,
씨제이씨지브이(주),79160,Dec-12,3.83 ,2.43 ,
씨제이씨지브이(주),79160,Dec-13,3.77 ,2.35 ,
씨제이씨지브이(주),79160,Dec-14,4.13 ,2.58 ,
씨제이씨지브이(주),79160,Dec-15,5.17 ,3.54 ,
씨제이씨지브이(주),79160,Dec-16,3.22 ,1.98 ,
씨제이씨지브이(주),79160,Dec-17,2.02,2.23,
씨제이씨지브이(주),79160,Dec-18,1.58 ,1.65 ,
씨제이씨지브이(주),79160,Dec-19,1.47 ,0.77 ,
씨제이씨푸드(주),11150,Dec-11,7.87 ,6.22 ,
씨제이씨푸드(주),11150,Dec-12,7.09,,
씨제이씨푸드(주),11150,Dec-13,15.23 ,,
씨제이씨푸드(주),11150,Dec-14,20.43,,
씨제이씨푸드(주),11150,Dec-15,15.16 ,,
씨제이씨푸드(주),11150,Dec-16,11.93 ,,
씨제이씨푸드(주),11150,Dec-17,9.82 ,,
씨제이씨푸드(주),11150,Dec-18,4.77 ,,
씨제이씨푸드(주),11150,Dec-19,3.70 ,,
씨제이제일제당(주),97950,Dec-11,3.26 ,6.21 ,
씨제이제일제당(주),97950,Dec-12,2.50 ,3.74 ,
씨제이제일제당(주),97950,Dec-13,3.42 ,1.83 ,
씨제이제일제당(주),97950,Dec-14,4.21 ,2.94 ,
씨제이제일제당(주),97950,Dec-15,5.23 ,4.16 ,
씨제이제일제당(주),97950,Dec-16,4.30 ,4.71 ,
씨제이제일제당(주),97950,Dec-17,3.48 ,3.80 ,
씨제이제일제당(주),97950,Dec-18,4.98 ,3.38 ,
씨제이제일제당(주),97950,Dec-19,2.32 ,2.25 ,
씨제이프레시웨이(주),51500,Dec-11,9.33 ,9.13 ,
씨제이프레시웨이(주),51500,Dec-12,3.28 ,3.73 ,
씨제이프레시웨이(주),51500,Dec-13,1.61 ,1.31 ,
씨제이프레시웨이(주),51500,Dec-14,6.43 ,5.92 ,
씨제이프레시웨이(주),51500,Dec-15,7.32 ,6.11 ,
씨제이프레시웨이(주),51500,Dec-16,4.30 ,3.67 ,
씨제이프레시웨이(주),51500,Dec-17,5.80 ,6.04 ,
씨제이프레시웨이(주),51500,Dec-18,5.30 ,5.84 ,
씨제이프레시웨이(주),51500,Dec-19,3.11 ,3.33 ,
씨케이에이치푸드앤헬스리미티드,900120,Jun-11,,999999999.00 ,
씨케이에이치푸드앤헬스리미티드,900120,Jun-12,,285.68 ,
씨케이에이치푸드앤헬스리미티드,900120,Jun-13,,999999999.00 ,
씨케이에이치푸드앤헬스리미티드,900120,Jun-14,,999999999.00 ,
씨케이에이치푸드앤헬스리미티드,900120,Jun-15,,27.18 ,
씨케이에이치푸드앤헬스리미티드,900120,Jun-16,,45.09 ,
씨케이에이치푸드앤헬스리미티드,900120,Jun-17,,999999999.00 ,
씨케이에이치푸드앤헬스리미티드,900120,Jun-18,,999999999.00 ,
씨케이에이치푸드앤헬스리미티드,900120,Jun-19,,999999999.00 ,
씨큐브(주),101240,Dec-11,4.15 ,,
씨큐브(주),101240,Dec-12,3.11 ,,
