회사명,거래소코드,회계년도,R & D 투자효율,통계청 한국표준산업분류 10차(소분류)
(주)이노와이어리스,73490,14-Dec,0,  통신 및 방송 장비 제조업
(주)이노와이어리스,73490,15-Dec,0,  통신 및 방송 장비 제조업
(주)이노와이어리스,73490,16-Dec,0,  통신 및 방송 장비 제조업
(주)이노와이어리스,73490,17-Dec,0,  통신 및 방송 장비 제조업
(주)이노와이어리스,73490,18-Dec,0,  통신 및 방송 장비 제조업
(주)이노와이어리스,73490,19-Dec,0,  통신 및 방송 장비 제조업
(주)이노인스트루먼트,215790,15-Dec,,  통신 및 방송 장비 제조업
(주)이노인스트루먼트,215790,16-Dec,,  통신 및 방송 장비 제조업
(주)이노인스트루먼트,215790,17-Dec,5.6,  통신 및 방송 장비 제조업
(주)이노인스트루먼트,215790,18-Dec,5.81,  통신 및 방송 장비 제조업
(주)이노인스트루먼트,215790,19-Dec,4.46,  통신 및 방송 장비 제조업
(주)이노테라피,246960,19-Dec,144.53,  의료용품 및 기타 의약 관련제품 제조업
(주)이녹스,88390,11-Dec,1.5,  그 외 기타 운송장비 제조업
(주)이녹스,88390,12-Dec,2.45,  그 외 기타 운송장비 제조업
(주)이녹스,88390,13-Dec,4.41,  그 외 기타 운송장비 제조업
(주)이녹스,88390,14-Dec,5.39,  그 외 기타 운송장비 제조업
(주)이녹스,88390,15-Dec,5.79,  그 외 기타 운송장비 제조업
(주)이녹스,88390,16-Dec,5.94,  그 외 기타 운송장비 제조업
(주)이녹스,88390,17-Dec,219.37,  그 외 기타 운송장비 제조업
(주)이녹스,88390,18-Dec,0,  그 외 기타 운송장비 제조업
(주)이녹스,88390,19-Dec,0,  그 외 기타 운송장비 제조업
(주)이라이콤,41520,11-Dec,0.97,  상품 중개업
(주)이라이콤,41520,12-Dec,0.86,  상품 중개업
(주)이라이콤,41520,13-Dec,1.14,  상품 중개업
(주)이라이콤,41520,14-Dec,1.19,  상품 중개업
(주)이라이콤,41520,15-Dec,1.26,  상품 중개업
(주)이라이콤,41520,16-Dec,1.83,  상품 중개업
(주)이라이콤,41520,17-Dec,1.86,  상품 중개업
(주)이라이콤,41520,18-Dec,0.96,  상품 중개업
(주)이라이콤,41520,19-Dec,1.02,  상품 중개업
(주)이랜시스,264850,17-Dec,,  전자부품 제조업
(주)이랜시스,264850,18-Dec,,  전자부품 제조업
(주)이랜시스,264850,19-Dec,3.01,  전자부품 제조업
(주)이랜텍,54210,11-Dec,1.49,  전자부품 제조업
(주)이랜텍,54210,12-Dec,1.09,  전자부품 제조업
(주)이랜텍,54210,13-Dec,1.32,  전자부품 제조업
(주)이랜텍,54210,14-Dec,1.94,  전자부품 제조업
(주)이랜텍,54210,15-Dec,1.97,  전자부품 제조업
(주)이랜텍,54210,16-Dec,2.6,  전자부품 제조업
(주)이랜텍,54210,17-Dec,4.19,  전자부품 제조업
(주)이랜텍,54210,18-Dec,4.7,  전자부품 제조업
(주)이랜텍,54210,19-Dec,5.46,  전자부품 제조업
(주)이루온,65440,11-Dec,10.49,  소프트웨어 개발 및 공급업
(주)이루온,65440,12-Dec,19.84,  소프트웨어 개발 및 공급업
(주)이루온,65440,13-Dec,9.26,  소프트웨어 개발 및 공급업
(주)이루온,65440,14-Dec,15.49,  소프트웨어 개발 및 공급업
(주)이루온,65440,15-Dec,9.53,  소프트웨어 개발 및 공급업
(주)이루온,65440,16-Dec,16.51,  소프트웨어 개발 및 공급업
(주)이루온,65440,17-Dec,17.55,  소프트웨어 개발 및 공급업
(주)이루온,65440,18-Dec,11.34,  소프트웨어 개발 및 공급업
(주)이루온,65440,19-Dec,7.6,  소프트웨어 개발 및 공급업
(주)이미지스테크놀로지,115610,11-Dec,0,  반도체 제조업
(주)이미지스테크놀로지,115610,12-Dec,0,  반도체 제조업
(주)이미지스테크놀로지,115610,13-Dec,0,  반도체 제조업
(주)이미지스테크놀로지,115610,14-Dec,1.39,  반도체 제조업
(주)이미지스테크놀로지,115610,15-Dec,2.88,  반도체 제조업
(주)이미지스테크놀로지,115610,16-Dec,4.36,  반도체 제조업
(주)이미지스테크놀로지,115610,17-Dec,3.62,  반도체 제조업
(주)이미지스테크놀로지,115610,18-Dec,7.46,  반도체 제조업
(주)이미지스테크놀로지,115610,19-Dec,10.6,  반도체 제조업
(주)이브이수성,84180,11-Dec,0,  일반 목적용 기계 제조업
(주)이브이수성,84180,12-Dec,1.19,  일반 목적용 기계 제조업
(주)이브이수성,84180,13-Dec,1.11,  일반 목적용 기계 제조업
(주)이브이수성,84180,14-Dec,1.23,  일반 목적용 기계 제조업
(주)이브이수성,84180,15-Dec,1.05,  일반 목적용 기계 제조업
(주)이브이수성,84180,16-Dec,1.03,  일반 목적용 기계 제조업
(주)이브이수성,84180,17-Dec,1.07,  일반 목적용 기계 제조업
(주)이브이수성,84180,18-Dec,2.36,  일반 목적용 기계 제조업
(주)이브이수성,84180,19-Dec,1.91,  일반 목적용 기계 제조업
(주)이브이첨단소재,131400,11-Dec,4.05,  전자부품 제조업
(주)이브이첨단소재,131400,12-Dec,6.02,  전자부품 제조업
(주)이브이첨단소재,131400,13-Dec,5.1,  전자부품 제조업
(주)이브이첨단소재,131400,14-Dec,5.73,  전자부품 제조업
(주)이브이첨단소재,131400,15-Dec,6.76,  전자부품 제조업
(주)이브이첨단소재,131400,16-Dec,5.05,  전자부품 제조업
(주)이브이첨단소재,131400,17-Dec,5.28,  전자부품 제조업
(주)이브이첨단소재,131400,18-Dec,6.5,  전자부품 제조업
(주)이브이첨단소재,131400,19-Dec,5.95,  전자부품 제조업
(주)이수앱지스,86890,11-Dec,39.11,  의료용품 및 기타 의약 관련제품 제조업
(주)이수앱지스,86890,12-Dec,40.64,  의료용품 및 기타 의약 관련제품 제조업
(주)이수앱지스,86890,13-Dec,51.47,  의료용품 및 기타 의약 관련제품 제조업
(주)이수앱지스,86890,14-Dec,60.49,  의료용품 및 기타 의약 관련제품 제조업
(주)이수앱지스,86890,15-Dec,46.55,  의료용품 및 기타 의약 관련제품 제조업
(주)이수앱지스,86890,16-Dec,28.05,  의료용품 및 기타 의약 관련제품 제조업
(주)이수앱지스,86890,17-Dec,50.8,  의료용품 및 기타 의약 관련제품 제조업
(주)이수앱지스,86890,18-Dec,60.31,  의료용품 및 기타 의약 관련제품 제조업
(주)이수앱지스,86890,19-Dec,59.92,  의료용품 및 기타 의약 관련제품 제조업
(주)이수페타시스,7660,11-Dec,0,  전자부품 제조업
(주)이수페타시스,7660,12-Dec,0,  전자부품 제조업
(주)이수페타시스,7660,13-Dec,0,  전자부품 제조업
(주)이수페타시스,7660,14-Dec,0,  전자부품 제조업
(주)이수페타시스,7660,15-Dec,0,  전자부품 제조업
(주)이수페타시스,7660,16-Dec,0,  전자부품 제조업
(주)이수페타시스,7660,17-Dec,0,  전자부품 제조업
(주)이수페타시스,7660,18-Dec,0,  전자부품 제조업
(주)이수페타시스,7660,19-Dec,0,  전자부품 제조업
(주)이수화학,5950,11-Dec,0.1,  기초 화학물질 제조업
(주)이수화학,5950,12-Dec,0.1,  기초 화학물질 제조업
(주)이수화학,5950,13-Dec,0.1,  기초 화학물질 제조업
(주)이수화학,5950,14-Dec,0.13,  기초 화학물질 제조업
(주)이수화학,5950,15-Dec,0.15,  기초 화학물질 제조업
(주)이수화학,5950,16-Dec,0.21,  기초 화학물질 제조업
(주)이수화학,5950,17-Dec,0.22,  기초 화학물질 제조업
(주)이수화학,5950,18-Dec,0.23,  기초 화학물질 제조업
(주)이수화학,5950,19-Dec,0.26,  기초 화학물질 제조업
(주)이스타코,15020,11-Dec,0,  부동산 임대 및 공급업
(주)이스타코,15020,12-Dec,0,  부동산 임대 및 공급업
(주)이스타코,15020,13-Dec,0,  부동산 임대 및 공급업
(주)이스타코,15020,14-Dec,0,  부동산 임대 및 공급업
(주)이스타코,15020,15-Dec,0,  부동산 임대 및 공급업
(주)이스타코,15020,16-Dec,0,  부동산 임대 및 공급업
(주)이스타코,15020,17-Dec,0,  부동산 임대 및 공급업
(주)이스타코,15020,18-Dec,0,  부동산 임대 및 공급업
(주)이스타코,15020,19-Dec,0,  부동산 임대 및 공급업
(주)이스트소프트,47560,11-Dec,0,  소프트웨어 개발 및 공급업
(주)이스트소프트,47560,12-Dec,0,  소프트웨어 개발 및 공급업
(주)이스트소프트,47560,13-Dec,0,  소프트웨어 개발 및 공급업
(주)이스트소프트,47560,14-Dec,0,  소프트웨어 개발 및 공급업
(주)이스트소프트,47560,15-Dec,0,  소프트웨어 개발 및 공급업
(주)이스트소프트,47560,16-Dec,0,  소프트웨어 개발 및 공급업
(주)이스트소프트,47560,17-Dec,2.88,  소프트웨어 개발 및 공급업
(주)이스트소프트,47560,18-Dec,0,  소프트웨어 개발 및 공급업
(주)이스트소프트,47560,19-Dec,0,  소프트웨어 개발 및 공급업
(주)이아이디,93230,11-Dec,0,  기타 전문 도매업
(주)이아이디,93230,12-Dec,0,  기타 전문 도매업
(주)이아이디,93230,13-Dec,0.12,  기타 전문 도매업
(주)이아이디,93230,14-Dec,10.82,  기타 전문 도매업
(주)이아이디,93230,15-Dec,0.77,  기타 전문 도매업
(주)이아이디,93230,16-Dec,0,  기타 전문 도매업
(주)이아이디,93230,17-Dec,0.16,  기타 전문 도매업
(주)이아이디,93230,18-Dec,0.35,  기타 전문 도매업
(주)이아이디,93230,19-Dec,0.04,  기타 전문 도매업
(주)이엔코퍼레이션,66980,11-Dec,0.09,  기타 정보 서비스업
(주)이엔코퍼레이션,66980,12-Dec,0.04,  기타 정보 서비스업
(주)이엔코퍼레이션,66980,13-Dec,0.23,  기타 정보 서비스업
(주)이엔코퍼레이션,66980,14-Dec,0.17,  기타 정보 서비스업
(주)이엔코퍼레이션,66980,15-Dec,0.47,  기타 정보 서비스업
(주)이엔코퍼레이션,66980,16-Dec,1.77,  기타 정보 서비스업
(주)이엔코퍼레이션,66980,17-Dec,0.58,  기타 정보 서비스업
(주)이엔코퍼레이션,66980,18-Dec,0,  기타 정보 서비스업
(주)이엔코퍼레이션,66980,19-Dec,0,  기타 정보 서비스업
(주)이엔플러스,74610,11-Dec,0.04,  일반 목적용 기계 제조업
(주)이엔플러스,74610,12-Dec,0.01,  일반 목적용 기계 제조업
(주)이엔플러스,74610,13-Dec,0.01,  일반 목적용 기계 제조업
(주)이엔플러스,74610,14-Dec,0.01,  일반 목적용 기계 제조업
(주)이엔플러스,74610,15-Dec,0.05,  일반 목적용 기계 제조업
(주)이엔플러스,74610,16-Dec,0,  일반 목적용 기계 제조업
(주)이엔플러스,74610,17-Dec,0.92,  일반 목적용 기계 제조업
(주)이엔플러스,74610,18-Dec,1.74,  일반 목적용 기계 제조업
(주)이엔플러스,74610,19-Dec,0.93,  일반 목적용 기계 제조업
(주)이엠앤아이,83470,11-Dec,4.58,  플라스틱제품 제조업
(주)이엠앤아이,83470,12-Dec,6.13,  플라스틱제품 제조업
(주)이엠앤아이,83470,13-Dec,4.61,  플라스틱제품 제조업
(주)이엠앤아이,83470,14-Dec,4.57,  플라스틱제품 제조업
(주)이엠앤아이,83470,15-Dec,8.11,  플라스틱제품 제조업
(주)이엠앤아이,83470,16-Dec,6.89,  플라스틱제품 제조업
(주)이엠앤아이,83470,17-Dec,3.97,  플라스틱제품 제조업
(주)이엠앤아이,83470,18-Dec,7.84,  플라스틱제품 제조업
(주)이엠앤아이,83470,19-Dec,14.58,  플라스틱제품 제조업
(주)이엠텍,91120,11-Dec,2.71,  전자부품 제조업
(주)이엠텍,91120,12-Dec,3.35,  전자부품 제조업
(주)이엠텍,91120,13-Dec,3.61,  전자부품 제조업
(주)이엠텍,91120,14-Dec,4.43,  전자부품 제조업
(주)이엠텍,91120,15-Dec,4.49,  전자부품 제조업
(주)이엠텍,91120,16-Dec,5.51,  전자부품 제조업
(주)이엠텍,91120,17-Dec,7.59,  전자부품 제조업
(주)이엠텍,91120,18-Dec,6.37,  전자부품 제조업
(주)이엠텍,91120,19-Dec,9.37,  전자부품 제조업
(주)이원,17940,11-Dec,0,  기타 전문 도매업
(주)이원,17940,12-Dec,0,  기타 전문 도매업
(주)이원,17940,13-Dec,0,  기타 전문 도매업
(주)이원,17940,14-Dec,0,  기타 전문 도매업
(주)이원,17940,15-Dec,0,  기타 전문 도매업
(주)이원,17940,16-Dec,0,  기타 전문 도매업
(주)이원,17940,17-Dec,0,  기타 전문 도매업
(주)이원,17940,18-Dec,0,  기타 전문 도매업
(주)이원,17940,19-Dec,0,  기타 전문 도매업
(주)이월드,84680,11-Dec,0,  귀금속 및 장신용품 제조업
(주)이월드,84680,12-Dec,0,  귀금속 및 장신용품 제조업
(주)이월드,84680,13-Dec,0,  귀금속 및 장신용품 제조업
(주)이월드,84680,14-Dec,0,  귀금속 및 장신용품 제조업
(주)이월드,84680,15-Dec,0,  귀금속 및 장신용품 제조업
(주)이월드,84680,16-Dec,0,  귀금속 및 장신용품 제조업
(주)이월드,84680,17-Dec,0,  귀금속 및 장신용품 제조업
(주)이월드,84680,18-Dec,0,  귀금속 및 장신용품 제조업
(주)이월드,84680,19-Dec,0,  귀금속 및 장신용품 제조업
(주)이즈미디어,181340,17-Dec,8.15,"  측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외"
(주)이즈미디어,181340,18-Dec,3.45,"  측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외"
(주)이즈미디어,181340,19-Dec,3.41,"  측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외"
(주)이지,37370,11-Dec,0,  토목 건설업
(주)이지,37370,12-Dec,0.07,  토목 건설업
(주)이지,37370,13-Dec,0.03,  토목 건설업
(주)이지,37370,14-Dec,0.26,  토목 건설업
(주)이지,37370,15-Dec,0.43,  토목 건설업
(주)이지,37370,16-Dec,0.52,  토목 건설업
(주)이지,37370,17-Dec,1.05,  토목 건설업
(주)이지,37370,18-Dec,1.24,  토목 건설업
(주)이지,37370,19-Dec,1.37,  토목 건설업
(주)이지홀딩스,35810,11-Dec,0.81,  동물용 사료 및 조제식품 제조업
(주)이지홀딩스,35810,12-Dec,0.8,  동물용 사료 및 조제식품 제조업
(주)이지홀딩스,35810,13-Dec,0.77,  동물용 사료 및 조제식품 제조업
(주)이지홀딩스,35810,14-Dec,0.89,  동물용 사료 및 조제식품 제조업
(주)이지홀딩스,35810,15-Dec,0.82,  동물용 사료 및 조제식품 제조업
(주)이지홀딩스,35810,16-Dec,0.78,  동물용 사료 및 조제식품 제조업
(주)이지홀딩스,35810,17-Dec,0.9,  동물용 사료 및 조제식품 제조업
(주)이지홀딩스,35810,18-Dec,0.81,  동물용 사료 및 조제식품 제조업
(주)이지홀딩스,35810,19-Dec,0.98,  동물용 사료 및 조제식품 제조업
(주)이큐셀,160600,15-Dec,5.33,  특수 목적용 기계 제조업
(주)이큐셀,160600,16-Dec,3.7,  특수 목적용 기계 제조업
(주)이큐셀,160600,17-Dec,3.98,  특수 목적용 기계 제조업
(주)이큐셀,160600,18-Dec,1.54,  특수 목적용 기계 제조업
(주)이큐셀,160600,19-Dec,2.15,  특수 목적용 기계 제조업
(주)이퓨쳐,134060,11-Dec,26.35,"  서적, 잡지 및 기타 인쇄물 출판업"
(주)이퓨쳐,134060,12-Dec,17.79,"  서적, 잡지 및 기타 인쇄물 출판업"
(주)이퓨쳐,134060,13-Dec,9.84,"  서적, 잡지 및 기타 인쇄물 출판업"
(주)이퓨쳐,134060,14-Dec,11.75,"  서적, 잡지 및 기타 인쇄물 출판업"
(주)이퓨쳐,134060,15-Dec,9.68,"  서적, 잡지 및 기타 인쇄물 출판업"
(주)이퓨쳐,134060,16-Dec,10.48,"  서적, 잡지 및 기타 인쇄물 출판업"
(주)이퓨쳐,134060,17-Dec,14.44,"  서적, 잡지 및 기타 인쇄물 출판업"
(주)이퓨쳐,134060,18-Dec,13.21,"  서적, 잡지 및 기타 인쇄물 출판업"
(주)이퓨쳐,134060,19-Dec,14.38,"  서적, 잡지 및 기타 인쇄물 출판업"
(주)인디에프,14990,11-Dec,0,  봉제의복 제조업
(주)인디에프,14990,12-Dec,0,  봉제의복 제조업
(주)인디에프,14990,13-Dec,0,  봉제의복 제조업
(주)인디에프,14990,14-Dec,0,  봉제의복 제조업
(주)인디에프,14990,15-Dec,0,  봉제의복 제조업
(주)인디에프,14990,16-Dec,0,  봉제의복 제조업
(주)인디에프,14990,17-Dec,0,  봉제의복 제조업
(주)인디에프,14990,18-Dec,0,  봉제의복 제조업
(주)인디에프,14990,19-Dec,0,  봉제의복 제조업
(주)인바이오젠,101140,11-Dec,0.25,  기계장비 및 관련 물품 도매업
(주)인바이오젠,101140,12-Dec,0.13,  기계장비 및 관련 물품 도매업
(주)인바이오젠,101140,13-Dec,0.11,  기계장비 및 관련 물품 도매업
(주)인바이오젠,101140,14-Dec,0.17,  기계장비 및 관련 물품 도매업
(주)인바이오젠,101140,15-Dec,0,  기계장비 및 관련 물품 도매업
(주)인바이오젠,101140,16-Dec,0,  기계장비 및 관련 물품 도매업
(주)인바이오젠,101140,17-Dec,0,  기계장비 및 관련 물품 도매업
(주)인바이오젠,101140,18-Dec,0,  기계장비 및 관련 물품 도매업
(주)인바이오젠,101140,19-Dec,0,  기계장비 및 관련 물품 도매업
(주)인산가,277410,17-Dec,,  기타 식품 제조업
(주)인산가,277410,18-Dec,0.52,  기타 식품 제조업
(주)인산가,277410,19-Dec,0.55,  기타 식품 제조업
(주)인성정보,33230,11-Dec,0.45,"  컴퓨터 프로그래밍, 시스템 통합 및 관리업"
(주)인성정보,33230,12-Dec,0.57,"  컴퓨터 프로그래밍, 시스템 통합 및 관리업"
(주)인성정보,33230,13-Dec,0.98,"  컴퓨터 프로그래밍, 시스템 통합 및 관리업"
(주)인성정보,33230,14-Dec,1.06,"  컴퓨터 프로그래밍, 시스템 통합 및 관리업"
(주)인성정보,33230,15-Dec,0.73,"  컴퓨터 프로그래밍, 시스템 통합 및 관리업"
(주)인성정보,33230,16-Dec,0.92,"  컴퓨터 프로그래밍, 시스템 통합 및 관리업"
(주)인성정보,33230,17-Dec,1.11,"  컴퓨터 프로그래밍, 시스템 통합 및 관리업"
(주)인성정보,33230,18-Dec,0.97,"  컴퓨터 프로그래밍, 시스템 통합 및 관리업"
(주)인성정보,33230,19-Dec,1.18,"  컴퓨터 프로그래밍, 시스템 통합 및 관리업"
(주)인지디스플레이,37330,11-Dec,0.02,  전자부품 제조업
(주)인지디스플레이,37330,12-Dec,0.01,  전자부품 제조업
(주)인지디스플레이,37330,13-Dec,0.02,  전자부품 제조업
(주)인지디스플레이,37330,14-Dec,0.01,  전자부품 제조업
(주)인지디스플레이,37330,15-Dec,0,  전자부품 제조업
(주)인지디스플레이,37330,16-Dec,0,  전자부품 제조업
(주)인지디스플레이,37330,17-Dec,0.02,  전자부품 제조업
(주)인지디스플레이,37330,18-Dec,0.01,  전자부품 제조업
(주)인지디스플레이,37330,19-Dec,0.07,  전자부품 제조업
(주)인콘,83640,11-Dec,2.74,  통신 및 방송 장비 제조업
(주)인콘,83640,12-Dec,3.16,  통신 및 방송 장비 제조업
(주)인콘,83640,13-Dec,4.36,  통신 및 방송 장비 제조업
(주)인콘,83640,14-Dec,4.62,  통신 및 방송 장비 제조업
(주)인콘,83640,15-Dec,4.54,  통신 및 방송 장비 제조업
(주)인콘,83640,16-Dec,4.62,  통신 및 방송 장비 제조업
(주)인콘,83640,17-Dec,2.74,  통신 및 방송 장비 제조업
(주)인콘,83640,18-Dec,4.01,  통신 및 방송 장비 제조업
(주)인콘,83640,19-Dec,4.3,  통신 및 방송 장비 제조업
(주)인터엠,17250,11-Sep,6.4,  영상 및 음향기기 제조업
(주)인터엠,17250,12-Sep,6.28,  영상 및 음향기기 제조업
(주)인터엠,17250,13-Sep,6.63,  영상 및 음향기기 제조업
(주)인터엠,17250,14-Sep,6.95,  영상 및 음향기기 제조업
(주)인터엠,17250,15-Sep,7.5,  영상 및 음향기기 제조업
(주)인터엠,17250,16-Sep,6.29,  영상 및 음향기기 제조업
(주)인터엠,17250,17-Sep,7.89,  영상 및 음향기기 제조업
(주)인터엠,17250,18-Sep,7.28,  영상 및 음향기기 제조업
(주)인터엠,17250,19-Sep,10.37,  영상 및 음향기기 제조업
(주)인터플렉스,51370,11-Dec,0,  전자부품 제조업
(주)인터플렉스,51370,12-Dec,0,  전자부품 제조업
(주)인터플렉스,51370,13-Dec,0,  전자부품 제조업
(주)인터플렉스,51370,14-Dec,0,  전자부품 제조업
(주)인터플렉스,51370,15-Dec,0,  전자부품 제조업
(주)인터플렉스,51370,16-Dec,0,  전자부품 제조업
(주)인터플렉스,51370,17-Dec,0,  전자부품 제조업
(주)인터플렉스,51370,18-Dec,0,  전자부품 제조업
(주)인터플렉스,51370,19-Dec,0,  전자부품 제조업
(주)인텍플러스,64290,11-Dec,8.4,  특수 목적용 기계 제조업
(주)인텍플러스,64290,12-Dec,12.72,  특수 목적용 기계 제조업
(주)인텍플러스,64290,13-Dec,22.21,  특수 목적용 기계 제조업
(주)인텍플러스,64290,14-Dec,24.15,  특수 목적용 기계 제조업
(주)인텍플러스,64290,15-Dec,9.51,  특수 목적용 기계 제조업
(주)인텍플러스,64290,16-Dec,12.38,  특수 목적용 기계 제조업
(주)인텍플러스,64290,17-Dec,8.62,  특수 목적용 기계 제조업
(주)인텍플러스,64290,18-Dec,16.04,  특수 목적용 기계 제조업
(주)인텍플러스,64290,19-Dec,7.47,  특수 목적용 기계 제조업
(주)인트로메딕,150840,13-Dec,5.86,  의료용 기기 제조업
(주)인트로메딕,150840,14-Dec,9.21,  의료용 기기 제조업
(주)인트로메딕,150840,15-Dec,15.36,  의료용 기기 제조업
(주)인트로메딕,150840,16-Dec,14.69,  의료용 기기 제조업
(주)인트로메딕,150840,17-Dec,12.62,  의료용 기기 제조업
(주)인트로메딕,150840,18-Dec,12.94,  의료용 기기 제조업
(주)인트로메딕,150840,19-Dec,10.18,  의료용 기기 제조업
(주)인트론바이오테크놀로지,48530,11-Dec,4.54,  기초 의약물질 및 생물학적 제제 제조업
(주)인트론바이오테크놀로지,48530,12-Dec,4.84,  기초 의약물질 및 생물학적 제제 제조업
(주)인트론바이오테크놀로지,48530,13-Dec,4.53,  기초 의약물질 및 생물학적 제제 제조업
(주)인트론바이오테크놀로지,48530,14-Dec,3.67,  기초 의약물질 및 생물학적 제제 제조업
(주)인트론바이오테크놀로지,48530,15-Dec,3.62,  기초 의약물질 및 생물학적 제제 제조업
(주)인트론바이오테크놀로지,48530,16-Dec,4.15,  기초 의약물질 및 생물학적 제제 제조업
(주)인트론바이오테크놀로지,48530,17-Dec,14.75,  기초 의약물질 및 생물학적 제제 제조업
(주)인트론바이오테크놀로지,48530,18-Dec,17.78,  기초 의약물질 및 생물학적 제제 제조업
(주)인트론바이오테크놀로지,48530,19-Dec,26.98,  기초 의약물질 및 생물학적 제제 제조업
(주)인팩,23810,11-Dec,0,  자동차 신품 부품 제조업
(주)인팩,23810,12-Dec,0,  자동차 신품 부품 제조업
(주)인팩,23810,13-Dec,0,  자동차 신품 부품 제조업
(주)인팩,23810,14-Dec,0.84,  자동차 신품 부품 제조업
(주)인팩,23810,15-Dec,1,  자동차 신품 부품 제조업
(주)인팩,23810,16-Dec,0.51,  자동차 신품 부품 제조업
(주)인팩,23810,17-Dec,1,  자동차 신품 부품 제조업
(주)인팩,23810,18-Dec,0.81,  자동차 신품 부품 제조업
(주)인팩,23810,19-Dec,1.11,  자동차 신품 부품 제조업
(주)인포마크,175140,15-Dec,2.1,  통신 및 방송 장비 제조업
(주)인포마크,175140,16-Dec,3.28,  통신 및 방송 장비 제조업
(주)인포마크,175140,17-Dec,5.37,  통신 및 방송 장비 제조업
(주)인포마크,175140,18-Dec,1.78,  통신 및 방송 장비 제조업
(주)인포마크,175140,19-Dec,3.35,  통신 및 방송 장비 제조업
(주)인피니트헬스케어,71200,11-Dec,6.31,  소프트웨어 개발 및 공급업
(주)인피니트헬스케어,71200,12-Dec,9.22,  소프트웨어 개발 및 공급업
(주)인피니트헬스케어,71200,13-Dec,16.87,  소프트웨어 개발 및 공급업
(주)인피니트헬스케어,71200,14-Dec,15.1,  소프트웨어 개발 및 공급업
(주)인피니트헬스케어,71200,15-Dec,8.99,  소프트웨어 개발 및 공급업
(주)인피니트헬스케어,71200,16-Dec,10.54,  소프트웨어 개발 및 공급업
(주)인피니트헬스케어,71200,17-Dec,12.03,  소프트웨어 개발 및 공급업
(주)인피니트헬스케어,71200,18-Dec,17.66,  소프트웨어 개발 및 공급업
(주)인피니트헬스케어,71200,19-Dec,16.11,  소프트웨어 개발 및 공급업
(주)일신바이오베이스,68330,11-Dec,4.05,  일반 목적용 기계 제조업
(주)일신바이오베이스,68330,12-Dec,3.07,  일반 목적용 기계 제조업
(주)일신바이오베이스,68330,13-Dec,5.17,  일반 목적용 기계 제조업
(주)일신바이오베이스,68330,14-Dec,4.86,  일반 목적용 기계 제조업
(주)일신바이오베이스,68330,15-Dec,4.68,  일반 목적용 기계 제조업
(주)일신바이오베이스,68330,16-Dec,3.96,  일반 목적용 기계 제조업
(주)일신바이오베이스,68330,17-Dec,3.61,  일반 목적용 기계 제조업
(주)일신바이오베이스,68330,18-Dec,3.12,  일반 목적용 기계 제조업
(주)일신바이오베이스,68330,19-Dec,3.37,  일반 목적용 기계 제조업
(주)일신석재,7110,11-Dec,0,"  건축자재, 철물 및 난방장치 도매업"
(주)일신석재,7110,12-Dec,0,"  건축자재, 철물 및 난방장치 도매업"
(주)일신석재,7110,13-Dec,0,"  건축자재, 철물 및 난방장치 도매업"
(주)일신석재,7110,14-Dec,0,"  건축자재, 철물 및 난방장치 도매업"
(주)일신석재,7110,15-Dec,0,"  건축자재, 철물 및 난방장치 도매업"
(주)일신석재,7110,16-Dec,0,"  건축자재, 철물 및 난방장치 도매업"
(주)일신석재,7110,17-Dec,0,"  건축자재, 철물 및 난방장치 도매업"
(주)일신석재,7110,18-Dec,0,"  건축자재, 철물 및 난방장치 도매업"
(주)일신석재,7110,19-Dec,0,"  건축자재, 철물 및 난방장치 도매업"
(주)일야,58450,11-Dec,0.7,  플라스틱제품 제조업
(주)일야,58450,12-Dec,1.01,  플라스틱제품 제조업
(주)일야,58450,13-Dec,0.15,  플라스틱제품 제조업
(주)일야,58450,14-Dec,1,  플라스틱제품 제조업
(주)일야,58450,15-Dec,1.4,  플라스틱제품 제조업
(주)일야,58450,16-Dec,1.07,  플라스틱제품 제조업
(주)일야,58450,17-Dec,0.57,  플라스틱제품 제조업
(주)일야,58450,18-Dec,0.54,  플라스틱제품 제조업
(주)일야,58450,19-Dec,0.82,  플라스틱제품 제조업
(주)일지테크,19540,11-Dec,0,  자동차 신품 부품 제조업
(주)일지테크,19540,12-Dec,0,  자동차 신품 부품 제조업
(주)일지테크,19540,13-Dec,0,  자동차 신품 부품 제조업
(주)일지테크,19540,14-Dec,0,  자동차 신품 부품 제조업
(주)일지테크,19540,15-Dec,0,  자동차 신품 부품 제조업
(주)일지테크,19540,16-Dec,0,  자동차 신품 부품 제조업
(주)일지테크,19540,17-Dec,0,  자동차 신품 부품 제조업
(주)일지테크,19540,18-Dec,0,  자동차 신품 부품 제조업
(주)일지테크,19540,19-Dec,0,  자동차 신품 부품 제조업
(주)잇츠한불,226320,15-Dec,0,  기타 화학제품 제조업
(주)잇츠한불,226320,16-Dec,0,  기타 화학제품 제조업
(주)잇츠한불,226320,17-Dec,1.4,  기타 화학제품 제조업
(주)잇츠한불,226320,18-Dec,0.72,  기타 화학제품 제조업
(주)잇츠한불,226320,19-Dec,3.72,  기타 화학제품 제조업
(주)잉크테크,49550,11-Dec,8.93,  기타 화학제품 제조업
(주)잉크테크,49550,12-Dec,5.59,  기타 화학제품 제조업
