회사명,거래소코드,회계년도,R & D 투자효율,통계청 한국표준산업분류 10차(소분류)
(주)에이디칩스,54630,12-Dec,7.33,  그 외 기타 제품 제조업
(주)에이디칩스,54630,13-Dec,6.35,  그 외 기타 제품 제조업
(주)에이디칩스,54630,14-Dec,7.57,  그 외 기타 제품 제조업
(주)에이디칩스,54630,15-Dec,6.68,  그 외 기타 제품 제조업
(주)에이디칩스,54630,16-Dec,2.54,  그 외 기타 제품 제조업
(주)에이디칩스,54630,17-Dec,4.3,  그 외 기타 제품 제조업
(주)에이디칩스,54630,18-Dec,10,  그 외 기타 제품 제조업
(주)에이디칩스,54630,19-Dec,6.75,  그 외 기타 제품 제조업
(주)에이디테크놀로지,200710,14-Dec,0,  반도체 제조업
(주)에이디테크놀로지,200710,15-Dec,0,  반도체 제조업
(주)에이디테크놀로지,200710,16-Dec,0,  반도체 제조업
(주)에이디테크놀로지,200710,17-Dec,0,  반도체 제조업
(주)에이디테크놀로지,200710,18-Dec,0,  반도체 제조업
(주)에이디테크놀로지,200710,19-Dec,0,  반도체 제조업
(주)에이루트,96690,11-Dec,0,  컴퓨터 및 주변장치 제조업
(주)에이루트,96690,12-Dec,0,  컴퓨터 및 주변장치 제조업
(주)에이루트,96690,13-Dec,0,  컴퓨터 및 주변장치 제조업
(주)에이루트,96690,14-Dec,0.16,  컴퓨터 및 주변장치 제조업
(주)에이루트,96690,15-Dec,0,  컴퓨터 및 주변장치 제조업
(주)에이루트,96690,16-Dec,0,  컴퓨터 및 주변장치 제조업
(주)에이루트,96690,17-Dec,0,  컴퓨터 및 주변장치 제조업
(주)에이루트,96690,18-Dec,0,  컴퓨터 및 주변장치 제조업
(주)에이루트,96690,19-Dec,0,  컴퓨터 및 주변장치 제조업
(주)에이비프로바이오,195990,15-Dec,2.1,  특수 목적용 기계 제조업
(주)에이비프로바이오,195990,16-Dec,3.51,  특수 목적용 기계 제조업
(주)에이비프로바이오,195990,17-Dec,5.49,  특수 목적용 기계 제조업
(주)에이비프로바이오,195990,18-Dec,4.06,  특수 목적용 기계 제조업
(주)에이비프로바이오,195990,19-Dec,10.38,  특수 목적용 기계 제조업
(주)에이스테크놀로지,88800,11-Dec,0.19,  통신 및 방송 장비 제조업
(주)에이스테크놀로지,88800,12-Dec,0.22,  통신 및 방송 장비 제조업
(주)에이스테크놀로지,88800,13-Dec,6.75,  통신 및 방송 장비 제조업
(주)에이스테크놀로지,88800,14-Dec,8.43,  통신 및 방송 장비 제조업
(주)에이스테크놀로지,88800,15-Dec,8.53,  통신 및 방송 장비 제조업
(주)에이스테크놀로지,88800,16-Dec,12.64,  통신 및 방송 장비 제조업
(주)에이스테크놀로지,88800,17-Dec,9.58,  통신 및 방송 장비 제조업
(주)에이스테크놀로지,88800,18-Dec,7.14,  통신 및 방송 장비 제조업
(주)에이스테크놀로지,88800,19-Dec,9.17,  통신 및 방송 장비 제조업
(주)에이스토리,241840,19-Dec,0,"  영화, 비디오물, 방송프로그램 제작 및 배급업"
(주)에이엔피,15260,11-Dec,0,  전자부품 제조업
(주)에이엔피,15260,12-Dec,0,  전자부품 제조업
(주)에이엔피,15260,13-Dec,0,  전자부품 제조업
(주)에이엔피,15260,14-Dec,0,  전자부품 제조업
(주)에이엔피,15260,15-Dec,0,  전자부품 제조업
(주)에이엔피,15260,16-Dec,0,  전자부품 제조업
(주)에이엔피,15260,17-Dec,0,  전자부품 제조업
(주)에이엔피,15260,18-Dec,0,  전자부품 제조업
(주)에이엔피,15260,19-Dec,0,  전자부품 제조업
(주)에이치앤비디자인,227100,18-Dec,0,"  전동기, 발전기 및 전기 변환ㆍ 공급ㆍ제어 장치 제조업"
(주)에이치앤비디자인,227100,19-Dec,0,"  전동기, 발전기 및 전기 변환ㆍ 공급ㆍ제어 장치 제조업"
(주)에이치케이,44780,11-Dec,0,  특수 목적용 기계 제조업
(주)에이치케이,44780,12-Dec,0,  특수 목적용 기계 제조업
(주)에이치케이,44780,13-Dec,0,  특수 목적용 기계 제조업
(주)에이치케이,44780,14-Dec,0,  특수 목적용 기계 제조업
(주)에이치케이,44780,15-Dec,0,  특수 목적용 기계 제조업
(주)에이치케이,44780,16-Dec,0,  특수 목적용 기계 제조업
(주)에이치케이,44780,17-Dec,0,  특수 목적용 기계 제조업
(주)에이치케이,44780,18-Dec,0,  특수 목적용 기계 제조업
(주)에이치케이,44780,19-Dec,0,  특수 목적용 기계 제조업
(주)에이트원,230980,16-Dec,,  소프트웨어 개발 및 공급업
(주)에이트원,230980,17-Dec,0,  소프트웨어 개발 및 공급업
(주)에이트원,230980,18-Dec,0,  소프트웨어 개발 및 공급업
(주)에이트원,230980,19-Dec,0.78,  소프트웨어 개발 및 공급업
(주)에이티세미콘,89530,11-Dec,0.98,  반도체 제조업
(주)에이티세미콘,89530,12-Dec,1.07,  반도체 제조업
(주)에이티세미콘,89530,13-Dec,1.48,  반도체 제조업
(주)에이티세미콘,89530,14-Dec,0.62,  반도체 제조업
(주)에이티세미콘,89530,15-Dec,0.27,  반도체 제조업
(주)에이티세미콘,89530,16-Dec,0,  반도체 제조업
(주)에이티세미콘,89530,17-Dec,0,  반도체 제조업
(주)에이티세미콘,89530,18-Dec,0,  반도체 제조업
(주)에이티세미콘,89530,19-Dec,0,  반도체 제조업
(주)에이팩트,200470,14-Dec,0,"  그 외 기타 전문, 과학 및 기술 서비스업"
(주)에이팩트,200470,15-Dec,0,"  그 외 기타 전문, 과학 및 기술 서비스업"
(주)에이팩트,200470,16-Dec,0,"  그 외 기타 전문, 과학 및 기술 서비스업"
(주)에이팩트,200470,17-Dec,0,"  그 외 기타 전문, 과학 및 기술 서비스업"
(주)에이팩트,200470,18-Dec,0,"  그 외 기타 전문, 과학 및 기술 서비스업"
(주)에이팩트,200470,19-Dec,0,"  그 외 기타 전문, 과학 및 기술 서비스업"
(주)에이프로젠,7460,11-Dec,0.02,  기타 금속 가공제품 제조업
(주)에이프로젠,7460,12-Dec,0,  기타 금속 가공제품 제조업
(주)에이프로젠,7460,13-Dec,0,  기타 금속 가공제품 제조업
(주)에이프로젠,7460,14-Dec,0,  기타 금속 가공제품 제조업
(주)에이프로젠,7460,15-Dec,0,  기타 금속 가공제품 제조업
(주)에이프로젠,7460,16-Dec,0.66,  기타 금속 가공제품 제조업
(주)에이프로젠,7460,17-Dec,0.91,  기타 금속 가공제품 제조업
(주)에이프로젠,7460,18-Dec,8.77,  기타 금속 가공제품 제조업
(주)에이프로젠,7460,19-Dec,3.42,  기타 금속 가공제품 제조업
(주)에이프로젠헬스케어앤게임즈,109960,11-Dec,0,  기타 전문 도매업
(주)에이프로젠헬스케어앤게임즈,109960,12-Dec,0,  기타 전문 도매업
(주)에이프로젠헬스케어앤게임즈,109960,13-Dec,1.03,  기타 전문 도매업
(주)에이프로젠헬스케어앤게임즈,109960,14-Dec,0.9,  기타 전문 도매업
(주)에이프로젠헬스케어앤게임즈,109960,15-Dec,0.87,  기타 전문 도매업
(주)에이프로젠헬스케어앤게임즈,109960,16-Dec,0.31,  기타 전문 도매업
(주)에이프로젠헬스케어앤게임즈,109960,17-Dec,0,  기타 전문 도매업
(주)에이프로젠헬스케어앤게임즈,109960,18-Dec,0,  기타 전문 도매업
(주)에이프로젠헬스케어앤게임즈,109960,19-Dec,0,  기타 전문 도매업
(주)에코프로,86520,11-Dec,1.34,  일차전지 및 축전지 제조업
(주)에코프로,86520,12-Dec,1.76,  일차전지 및 축전지 제조업
(주)에코프로,86520,13-Dec,5.16,  일차전지 및 축전지 제조업
(주)에코프로,86520,14-Dec,3.19,  일차전지 및 축전지 제조업
(주)에코프로,86520,15-Dec,2.89,  일차전지 및 축전지 제조업
(주)에코프로,86520,16-Dec,3.01,  일차전지 및 축전지 제조업
(주)에코프로,86520,17-Dec,4.72,  일차전지 및 축전지 제조업
(주)에코프로,86520,18-Dec,4.41,  일차전지 및 축전지 제조업
(주)에코프로,86520,19-Dec,5.12,  일차전지 및 축전지 제조업
(주)에프알텍,73540,11-Dec,10.72,  통신 및 방송 장비 제조업
(주)에프알텍,73540,12-Dec,3.41,  통신 및 방송 장비 제조업
(주)에프알텍,73540,13-Dec,4.34,  통신 및 방송 장비 제조업
(주)에프알텍,73540,14-Dec,6.41,  통신 및 방송 장비 제조업
(주)에프알텍,73540,15-Dec,4.99,  통신 및 방송 장비 제조업
(주)에프알텍,73540,16-Dec,11.47,  통신 및 방송 장비 제조업
(주)에프알텍,73540,17-Dec,8.67,  통신 및 방송 장비 제조업
(주)에프알텍,73540,18-Dec,6.31,  통신 및 방송 장비 제조업
(주)에프알텍,73540,19-Dec,6.8,  통신 및 방송 장비 제조업
(주)에프앤리퍼블릭,64090,11-Dec,3.88,  상품 종합 도매업
(주)에프앤리퍼블릭,64090,12-Dec,4.18,  상품 종합 도매업
(주)에프앤리퍼블릭,64090,13-Dec,3.49,  상품 종합 도매업
(주)에프앤리퍼블릭,64090,14-Dec,3.65,  상품 종합 도매업
(주)에프앤리퍼블릭,64090,15-Dec,3.68,  상품 종합 도매업
(주)에프앤리퍼블릭,64090,16-Dec,3.03,  상품 종합 도매업
(주)에프앤리퍼블릭,64090,17-Dec,0.68,  상품 종합 도매업
(주)에프앤리퍼블릭,64090,18-Dec,0,  상품 종합 도매업
(주)에프앤리퍼블릭,64090,19-Dec,0,  상품 종합 도매업
(주)에프엔씨엔터테인먼트,173940,14-Dec,0,  창작 및 예술관련 서비스업
(주)에프엔씨엔터테인먼트,173940,15-Dec,0,  창작 및 예술관련 서비스업
(주)에프엔씨엔터테인먼트,173940,16-Dec,0,  창작 및 예술관련 서비스업
(주)에프엔씨엔터테인먼트,173940,17-Dec,0,  창작 및 예술관련 서비스업
(주)에프엔씨엔터테인먼트,173940,18-Dec,0,  창작 및 예술관련 서비스업
(주)에프엔씨엔터테인먼트,173940,19-Dec,0,  창작 및 예술관련 서비스업
(주)엑사이엔씨,54940,11-Dec,0.15,  실내건축 및 건축마무리 공사업
(주)엑사이엔씨,54940,12-Dec,0.9,  실내건축 및 건축마무리 공사업
(주)엑사이엔씨,54940,13-Dec,0.57,  실내건축 및 건축마무리 공사업
(주)엑사이엔씨,54940,14-Dec,0.91,  실내건축 및 건축마무리 공사업
(주)엑사이엔씨,54940,15-Dec,0.72,  실내건축 및 건축마무리 공사업
(주)엑사이엔씨,54940,16-Dec,0.57,  실내건축 및 건축마무리 공사업
(주)엑사이엔씨,54940,17-Dec,0.27,  실내건축 및 건축마무리 공사업
(주)엑사이엔씨,54940,18-Dec,0.55,  실내건축 및 건축마무리 공사업
(주)엑사이엔씨,54940,19-Dec,0.73,  실내건축 및 건축마무리 공사업
(주)엑세스바이오인코퍼레이션,950130,13-Dec,0.82,  의료용품 및 기타 의약 관련제품 제조업
(주)엑세스바이오인코퍼레이션,950130,14-Dec,1.58,  의료용품 및 기타 의약 관련제품 제조업
(주)엑세스바이오인코퍼레이션,950130,15-Dec,1.73,  의료용품 및 기타 의약 관련제품 제조업
(주)엑세스바이오인코퍼레이션,950130,16-Dec,1.41,  의료용품 및 기타 의약 관련제품 제조업
(주)엑세스바이오인코퍼레이션,950130,17-Dec,1.43,  의료용품 및 기타 의약 관련제품 제조업
(주)엑세스바이오인코퍼레이션,950130,18-Dec,4.23,  의료용품 및 기타 의약 관련제품 제조업
(주)엑세스바이오인코퍼레이션,950130,19-Dec,3.02,  의료용품 및 기타 의약 관련제품 제조업
(주)엑셈,205100,14-Dec,,  소프트웨어 개발 및 공급업
(주)엑셈,205100,15-Dec,8.84,  소프트웨어 개발 및 공급업
(주)엑셈,205100,16-Dec,11.52,  소프트웨어 개발 및 공급업
(주)엑셈,205100,17-Dec,13.74,  소프트웨어 개발 및 공급업
(주)엑셈,205100,18-Dec,16.21,  소프트웨어 개발 및 공급업
(주)엑셈,205100,19-Dec,13.52,  소프트웨어 개발 및 공급업
(주)엑시콘,92870,15-Dec,9.54,  특수 목적용 기계 제조업
(주)엑시콘,92870,16-Dec,12.52,  특수 목적용 기계 제조업
(주)엑시콘,92870,17-Dec,14.85,  특수 목적용 기계 제조업
(주)엑시콘,92870,18-Dec,14.95,  특수 목적용 기계 제조업
(주)엑시콘,92870,19-Dec,30.25,  특수 목적용 기계 제조업
(주)엔에스엔,31860,11-Dec,0,  상품 종합 도매업
(주)엔에스엔,31860,12-Dec,0,  상품 종합 도매업
(주)엔에스엔,31860,13-Dec,0,  상품 종합 도매업
(주)엔에스엔,31860,14-Dec,0,  상품 종합 도매업
(주)엔에스엔,31860,15-Dec,0,  상품 종합 도매업
(주)엔에스엔,31860,16-Dec,8.43,  상품 종합 도매업
(주)엔에스엔,31860,17-Dec,17.55,  상품 종합 도매업
(주)엔에스엔,31860,18-Dec,0,  상품 종합 도매업
(주)엔에스엔,31860,19-Dec,0,  상품 종합 도매업
(주)엔에이치엔벅스,104200,11-Dec,0,  소프트웨어 개발 및 공급업
(주)엔에이치엔벅스,104200,12-Dec,0,  소프트웨어 개발 및 공급업
(주)엔에이치엔벅스,104200,13-Dec,0,  소프트웨어 개발 및 공급업
(주)엔에이치엔벅스,104200,14-Dec,0,  소프트웨어 개발 및 공급업
(주)엔에이치엔벅스,104200,15-Dec,0,  소프트웨어 개발 및 공급업
(주)엔에이치엔벅스,104200,16-Dec,0,  소프트웨어 개발 및 공급업
(주)엔에이치엔벅스,104200,17-Dec,0,  소프트웨어 개발 및 공급업
(주)엔에이치엔벅스,104200,18-Dec,0,  소프트웨어 개발 및 공급업
(주)엔에이치엔벅스,104200,19-Dec,0,  소프트웨어 개발 및 공급업
(주)엔이능률,53290,11-Dec,1.12,"  서적, 잡지 및 기타 인쇄물 출판업"
(주)엔이능률,53290,12-Dec,0.85,"  서적, 잡지 및 기타 인쇄물 출판업"
(주)엔이능률,53290,13-Dec,2.28,"  서적, 잡지 및 기타 인쇄물 출판업"
(주)엔이능률,53290,14-Dec,1.17,"  서적, 잡지 및 기타 인쇄물 출판업"
(주)엔이능률,53290,15-Dec,0.45,"  서적, 잡지 및 기타 인쇄물 출판업"
(주)엔이능률,53290,16-Dec,0.42,"  서적, 잡지 및 기타 인쇄물 출판업"
(주)엔이능률,53290,17-Dec,0.2,"  서적, 잡지 및 기타 인쇄물 출판업"
(주)엔이능률,53290,18-Dec,0.29,"  서적, 잡지 및 기타 인쇄물 출판업"
(주)엔이능률,53290,19-Dec,0.4,"  서적, 잡지 및 기타 인쇄물 출판업"
(주)엔지스테크널러지,208860,16-Dec,16.89,  소프트웨어 개발 및 공급업
(주)엔지스테크널러지,208860,17-Dec,26.34,  소프트웨어 개발 및 공급업
(주)엔지스테크널러지,208860,18-Dec,24.13,  소프트웨어 개발 및 공급업
(주)엔지스테크널러지,208860,19-Dec,41.28,  소프트웨어 개발 및 공급업
(주)엔지켐생명과학,183490,18-Dec,34.24,  기초 의약물질 및 생물학적 제제 제조업
(주)엔지켐생명과학,183490,19-Dec,40.81,  기초 의약물질 및 생물학적 제제 제조업
(주)엔케이,85310,11-Dec,0,"  구조용 금속제품, 탱크 및 증기발생기 제조업"
(주)엔케이,85310,12-Dec,0,"  구조용 금속제품, 탱크 및 증기발생기 제조업"
(주)엔케이,85310,13-Dec,0,"  구조용 금속제품, 탱크 및 증기발생기 제조업"
(주)엔케이,85310,14-Dec,0,"  구조용 금속제품, 탱크 및 증기발생기 제조업"
(주)엔케이,85310,15-Dec,0,"  구조용 금속제품, 탱크 및 증기발생기 제조업"
(주)엔케이,85310,16-Dec,0,"  구조용 금속제품, 탱크 및 증기발생기 제조업"
(주)엔케이,85310,17-Dec,0,"  구조용 금속제품, 탱크 및 증기발생기 제조업"
(주)엔케이,85310,18-Dec,0,"  구조용 금속제품, 탱크 및 증기발생기 제조업"
(주)엔케이,85310,19-Dec,0,"  구조용 금속제품, 탱크 및 증기발생기 제조업"
(주)엔케이맥스,182400,15-Dec,71.61,  기초 의약물질 및 생물학적 제제 제조업
(주)엔케이맥스,182400,16-Dec,47.44,  기초 의약물질 및 생물학적 제제 제조업
(주)엔케이맥스,182400,17-Dec,86.39,  기초 의약물질 및 생물학적 제제 제조업
(주)엔케이맥스,182400,18-Dec,60.88,  기초 의약물질 및 생물학적 제제 제조업
(주)엔케이맥스,182400,19-Dec,66.23,  기초 의약물질 및 생물학적 제제 제조업
(주)엔투텍,227950,15-Dec,,  특수 목적용 기계 제조업
(주)엔투텍,227950,16-Dec,,  특수 목적용 기계 제조업
(주)엔투텍,227950,17-Dec,,  특수 목적용 기계 제조업
(주)엔투텍,227950,18-Dec,2.51,  특수 목적용 기계 제조업
(주)엔피케이,48830,11-Dec,0,  합성고무 및 플라스틱 물질 제조업
(주)엔피케이,48830,12-Dec,0,  합성고무 및 플라스틱 물질 제조업
(주)엔피케이,48830,13-Dec,0,  합성고무 및 플라스틱 물질 제조업
(주)엔피케이,48830,14-Dec,0,  합성고무 및 플라스틱 물질 제조업
(주)엔피케이,48830,15-Dec,0,  합성고무 및 플라스틱 물질 제조업
(주)엔피케이,48830,16-Dec,0,  합성고무 및 플라스틱 물질 제조업
(주)엔피케이,48830,17-Dec,0,  합성고무 및 플라스틱 물질 제조업
(주)엔피케이,48830,18-Dec,0,  합성고무 및 플라스틱 물질 제조업
(주)엔피케이,48830,19-Dec,0,  합성고무 및 플라스틱 물질 제조업
(주)엘디티,96870,11-Dec,2.19,  반도체 제조업
(주)엘디티,96870,12-Dec,2.82,  반도체 제조업
(주)엘디티,96870,13-Dec,7.04,  반도체 제조업
(주)엘디티,96870,14-Dec,19.65,  반도체 제조업
(주)엘디티,96870,15-Dec,13.09,  반도체 제조업
(주)엘디티,96870,16-Dec,14.67,  반도체 제조업
(주)엘디티,96870,17-Dec,9.96,  반도체 제조업
(주)엘디티,96870,18-Dec,15.94,  반도체 제조업
(주)엘디티,96870,19-Dec,26.03,  반도체 제조업
(주)엘아이에스,138690,11-Dec,2.13,  특수 목적용 기계 제조업
(주)엘아이에스,138690,12-Dec,18.48,  특수 목적용 기계 제조업
(주)엘아이에스,138690,13-Dec,3.34,  특수 목적용 기계 제조업
(주)엘아이에스,138690,14-Dec,20.88,  특수 목적용 기계 제조업
(주)엘아이에스,138690,15-Dec,2.9,  특수 목적용 기계 제조업
(주)엘아이에스,138690,16-Dec,6.31,  특수 목적용 기계 제조업
(주)엘아이에스,138690,17-Dec,3.31,  특수 목적용 기계 제조업
(주)엘아이에스,138690,18-Dec,1.47,  특수 목적용 기계 제조업
(주)엘아이에스,138690,19-Dec,1.35,  특수 목적용 기계 제조업
(주)엘앤에프,66970,11-Dec,0.91,  일차전지 및 축전지 제조업
(주)엘앤에프,66970,12-Dec,0.95,  일차전지 및 축전지 제조업
(주)엘앤에프,66970,13-Dec,2.11,  일차전지 및 축전지 제조업
(주)엘앤에프,66970,14-Dec,1.2,  일차전지 및 축전지 제조업
(주)엘앤에프,66970,15-Dec,0.6,  일차전지 및 축전지 제조업
(주)엘앤에프,66970,16-Dec,1.97,  일차전지 및 축전지 제조업
(주)엘앤에프,66970,17-Dec,1.47,  일차전지 및 축전지 제조업
(주)엘앤에프,66970,18-Dec,1.53,  일차전지 및 축전지 제조업
(주)엘앤에프,66970,19-Dec,3.2,  일차전지 및 축전지 제조업
(주)엘앤케이바이오메드,156100,16-Dec,4.51,  의료용 기기 제조업
(주)엘앤케이바이오메드,156100,17-Dec,8.96,  의료용 기기 제조업
(주)엘앤케이바이오메드,156100,18-Dec,10.18,  의료용 기기 제조업
(주)엘앤케이바이오메드,156100,19-Dec,8.22,  의료용 기기 제조업
(주)엘에스네트웍스,680,11-Dec,0,  상품 종합 도매업
(주)엘에스네트웍스,680,12-Dec,0,  상품 종합 도매업
(주)엘에스네트웍스,680,13-Dec,0,  상품 종합 도매업
(주)엘에스네트웍스,680,14-Dec,0,  상품 종합 도매업
(주)엘에스네트웍스,680,15-Dec,0,  상품 종합 도매업
(주)엘에스네트웍스,680,16-Dec,0,  상품 종합 도매업
(주)엘에스네트웍스,680,17-Dec,0,  상품 종합 도매업
(주)엘에스네트웍스,680,18-Dec,0,  상품 종합 도매업
(주)엘에스네트웍스,680,19-Dec,0,  상품 종합 도매업
(주)엘오티베큠,83310,11-Dec,3.94,  특수 목적용 기계 제조업
(주)엘오티베큠,83310,12-Dec,4.3,  특수 목적용 기계 제조업
(주)엘오티베큠,83310,13-Dec,3.09,  특수 목적용 기계 제조업
(주)엘오티베큠,83310,14-Dec,2.97,  특수 목적용 기계 제조업
(주)엘오티베큠,83310,15-Dec,2.17,  특수 목적용 기계 제조업
(주)엘오티베큠,83310,16-Dec,4.61,  특수 목적용 기계 제조업
(주)엘오티베큠,83310,17-Dec,3.86,  특수 목적용 기계 제조업
(주)엘오티베큠,83310,18-Dec,5.07,  특수 목적용 기계 제조업
(주)엘오티베큠,83310,19-Dec,5.69,  특수 목적용 기계 제조업
(주)엘지유플러스,32640,11-Dec,0,  전기 통신업
(주)엘지유플러스,32640,12-Dec,0,  전기 통신업
(주)엘지유플러스,32640,13-Dec,0,  전기 통신업
(주)엘지유플러스,32640,14-Dec,0,  전기 통신업
(주)엘지유플러스,32640,15-Dec,0,  전기 통신업
(주)엘지유플러스,32640,16-Dec,0,  전기 통신업
(주)엘지유플러스,32640,17-Dec,0,  전기 통신업
(주)엘지유플러스,32640,18-Dec,0,  전기 통신업
(주)엘지유플러스,32640,19-Dec,0,  전기 통신업
(주)엠게임,58630,11-Dec,11.17,  소프트웨어 개발 및 공급업
(주)엠게임,58630,12-Dec,18.97,  소프트웨어 개발 및 공급업
(주)엠게임,58630,13-Dec,24.6,  소프트웨어 개발 및 공급업
(주)엠게임,58630,14-Dec,12.99,  소프트웨어 개발 및 공급업
(주)엠게임,58630,15-Dec,15.4,  소프트웨어 개발 및 공급업
(주)엠게임,58630,16-Dec,22.72,  소프트웨어 개발 및 공급업
(주)엠게임,58630,17-Dec,22.09,  소프트웨어 개발 및 공급업
(주)엠게임,58630,18-Dec,25.2,  소프트웨어 개발 및 공급업
(주)엠게임,58630,19-Dec,19.69,  소프트웨어 개발 및 공급업
(주)엠씨넥스,97520,12-Dec,2.48,  영상 및 음향기기 제조업
(주)엠씨넥스,97520,13-Dec,2.36,  영상 및 음향기기 제조업
(주)엠씨넥스,97520,14-Dec,3.19,  영상 및 음향기기 제조업
(주)엠씨넥스,97520,15-Dec,3.5,  영상 및 음향기기 제조업
(주)엠씨넥스,97520,16-Dec,5.21,  영상 및 음향기기 제조업
(주)엠씨넥스,97520,17-Dec,3.54,  영상 및 음향기기 제조업
(주)엠씨넥스,97520,18-Dec,4.41,  영상 및 음향기기 제조업
(주)엠씨넥스,97520,19-Dec,4.06,  영상 및 음향기기 제조업
(주)엠에스오토텍,123040,11-Dec,0,  자동차 신품 부품 제조업
(주)엠에스오토텍,123040,12-Dec,0,  자동차 신품 부품 제조업
(주)엠에스오토텍,123040,13-Dec,0,  자동차 신품 부품 제조업
(주)엠에스오토텍,123040,14-Dec,0,  자동차 신품 부품 제조업
(주)엠에스오토텍,123040,15-Dec,0,  자동차 신품 부품 제조업
(주)엠에스오토텍,123040,16-Dec,0,  자동차 신품 부품 제조업
(주)엠에스오토텍,123040,17-Dec,0,  자동차 신품 부품 제조업
(주)엠에스오토텍,123040,18-Dec,0.13,  자동차 신품 부품 제조업
(주)엠에스오토텍,123040,19-Dec,0,  자동차 신품 부품 제조업
(주)엠투엔,33310,11-Dec,0,  기타 금속 가공제품 제조업
(주)엠투엔,33310,12-Dec,0,  기타 금속 가공제품 제조업
(주)엠투엔,33310,13-Dec,0,  기타 금속 가공제품 제조업
(주)엠투엔,33310,14-Dec,0,  기타 금속 가공제품 제조업
(주)엠투엔,33310,15-Dec,0,  기타 금속 가공제품 제조업
(주)엠투엔,33310,16-Dec,0,  기타 금속 가공제품 제조업
(주)엠투엔,33310,17-Dec,0,  기타 금속 가공제품 제조업
(주)엠투엔,33310,18-Dec,0,  기타 금속 가공제품 제조업
(주)엠투엔,33310,19-Dec,0,  기타 금속 가공제품 제조업
(주)엠피대산,65150,11-Dec,0,  음ㆍ식료품 및 담배 도매업
(주)엠피대산,65150,12-Dec,0.03,  음ㆍ식료품 및 담배 도매업
(주)엠피대산,65150,13-Dec,0.1,  음ㆍ식료품 및 담배 도매업
(주)엠피대산,65150,14-Dec,0.05,  음ㆍ식료품 및 담배 도매업
(주)엠피대산,65150,15-Dec,0.15,  음ㆍ식료품 및 담배 도매업
(주)엠피대산,65150,16-Dec,0.15,  음ㆍ식료품 및 담배 도매업
(주)엠피대산,65150,17-Dec,0.14,  음ㆍ식료품 및 담배 도매업
(주)엠피대산,65150,18-Dec,0.12,  음ㆍ식료품 및 담배 도매업
(주)엠피대산,65150,19-Dec,0.09,  음ㆍ식료품 및 담배 도매업
(주)연이비앤티,90740,11-Dec,0,  전자부품 제조업
(주)연이비앤티,90740,12-Dec,0.2,  전자부품 제조업
(주)연이비앤티,90740,13-Dec,0,  전자부품 제조업
(주)연이비앤티,90740,14-Dec,0,  전자부품 제조업
(주)연이비앤티,90740,15-Dec,0,  전자부품 제조업
(주)연이비앤티,90740,16-Dec,0,  전자부품 제조업
(주)연이비앤티,90740,17-Dec,0,  전자부품 제조업
(주)연이비앤티,90740,18-Dec,0,  전자부품 제조업
(주)연이비앤티,90740,19-Dec,0,  전자부품 제조업
(주)영우디에스피,143540,14-Dec,1.47,  특수 목적용 기계 제조업
(주)영우디에스피,143540,15-Dec,0.17,  특수 목적용 기계 제조업
(주)영우디에스피,143540,16-Dec,0.14,  특수 목적용 기계 제조업
(주)영우디에스피,143540,17-Dec,0.12,  특수 목적용 기계 제조업
(주)영우디에스피,143540,18-Dec,0,  특수 목적용 기계 제조업
(주)영우디에스피,143540,19-Dec,0.22,  특수 목적용 기계 제조업
(주)영풍,670,11-Dec,0,  1차 비철금속 제조업
(주)영풍,670,12-Dec,0,  1차 비철금속 제조업
(주)영풍,670,13-Dec,0,  1차 비철금속 제조업
(주)영풍,670,14-Dec,0,  1차 비철금속 제조업
(주)영풍,670,15-Dec,0,  1차 비철금속 제조업
(주)영풍,670,16-Dec,0,  1차 비철금속 제조업
(주)영풍,670,17-Dec,0,  1차 비철금속 제조업
(주)영풍,670,18-Dec,0,  1차 비철금속 제조업
(주)영풍,670,19-Dec,0,  1차 비철금속 제조업
(주)영흥,12160,11-Dec,0,  1차 철강 제조업
(주)영흥,12160,12-Dec,0,  1차 철강 제조업
(주)영흥,12160,13-Dec,0,  1차 철강 제조업
(주)영흥,12160,14-Dec,0,  1차 철강 제조업
(주)영흥,12160,15-Dec,0,  1차 철강 제조업
(주)영흥,12160,16-Dec,0,  1차 철강 제조업
(주)영흥,12160,17-Dec,0,  1차 철강 제조업
(주)영흥,12160,18-Dec,0,  1차 철강 제조업
(주)영흥,12160,19-Dec,0,  1차 철강 제조업
(주)예림당,36000,11-Dec,0,"  서적, 잡지 및 기타 인쇄물 출판업"
(주)예림당,36000,12-Dec,0,"  서적, 잡지 및 기타 인쇄물 출판업"
(주)예림당,36000,13-Dec,0,"  서적, 잡지 및 기타 인쇄물 출판업"
(주)예림당,36000,14-Dec,0,"  서적, 잡지 및 기타 인쇄물 출판업"
(주)예림당,36000,15-Dec,0,"  서적, 잡지 및 기타 인쇄물 출판업"
(주)예림당,36000,16-Dec,0.23,"  서적, 잡지 및 기타 인쇄물 출판업"
(주)예림당,36000,17-Dec,1.37,"  서적, 잡지 및 기타 인쇄물 출판업"
(주)예림당,36000,18-Dec,0,"  서적, 잡지 및 기타 인쇄물 출판업"
(주)예림당,36000,19-Dec,0,"  서적, 잡지 및 기타 인쇄물 출판업"
(주)예스코홀딩스,15360,11-Dec,0,  회사 본부 및 경영 컨설팅 서비스업
(주)예스코홀딩스,15360,12-Dec,0.01,  회사 본부 및 경영 컨설팅 서비스업
