,회사명,거래소코드,기업수명
1436,(주)디앤씨미디어,263720,성장기
1437,(주)디에스앤엘,141020,도입기
1438,(주)디에스앤엘,141020,도입기
1439,(주)디에스앤엘,141020,쇠퇴기
1440,(주)디에스앤엘,141020,도입기
1441,(주)디에스앤엘,141020,쇠퇴기
1442,(주)디에스앤엘,141020,도입기
1443,(주)디에스앤엘,141020,도입기
1444,(주)디에스케이,109740,쇄신기
1445,(주)디에스케이,109740,성숙기
1446,(주)디에스케이,109740,성숙기
1447,(주)디에스케이,109740,성숙기
1448,(주)디에스케이,109740,성장기
1449,(주)디에스케이,109740,성장기
1450,(주)디에스케이,109740,성장기
1451,(주)디에스케이,109740,성장기
1452,(주)디에스케이,109740,도입기
1453,(주)디에이테크놀로지,196490,성장기
1454,(주)디에이테크놀로지,196490,성장기
1455,(주)디에이테크놀로지,196490,도입기
1456,(주)디에이테크놀로지,196490,도입기
1457,(주)디에이테크놀로지,196490,성장기
1458,(주)디에이테크놀로지,196490,성숙기
1459,(주)디에이피,66900,성장기
1460,(주)디에이피,66900,성숙기
1461,(주)디에이피,66900,성장기
1462,(주)디에이피,66900,성장기
1463,(주)디에이피,66900,성숙기
1464,(주)디에이피,66900,성숙기
1465,(주)디에이피,66900,성숙기
1466,(주)디에이피,66900,성숙기
1467,(주)디에이피,66900,성장기
1468,(주)디엔에이링크,127120,도입기
1469,(주)디엔에이링크,127120,도입기
1470,(주)디엔에이링크,127120,쇄신기
1471,(주)디엔에이링크,127120,쇠퇴기
1472,(주)디엔에이링크,127120,도입기
1473,(주)디엔에이링크,127120,도입기
1474,(주)디엔에이링크,127120,쇠퇴기
1475,(주)디엔에이링크,127120,도입기
1476,(주)디엔에이링크,127120,도입기
1477,(주)디엔에프,92070,성장기
1478,(주)디엔에프,92070,성장기
1479,(주)디엔에프,92070,도입기
1480,(주)디엔에프,92070,성숙기
1481,(주)디엔에프,92070,성숙기
1482,(주)디엔에프,92070,성장기
1483,(주)디엔에프,92070,성숙기
1484,(주)디엔에프,92070,성장기
1485,(주)디엔에프,92070,성숙기
1486,(주)디엔오토모티브,7340,쇄신기
1487,(주)디엔오토모티브,7340,쇄신기
1488,(주)디엔오토모티브,7340,성장기
1489,(주)디엔오토모티브,7340,성장기
1490,(주)디엔오토모티브,7340,성숙기
1491,(주)디엔오토모티브,7340,성숙기
1492,(주)디엔오토모티브,7340,성숙기
1493,(주)디엔오토모티브,7340,성장기
1494,(주)디엔오토모티브,7340,성숙기
1495,(주)디엠에스,68790,도입기
1496,(주)디엠에스,68790,성숙기
1497,(주)디엠에스,68790,성장기
1498,(주)디엠에스,68790,도입기
1499,(주)디엠에스,68790,성숙기
1500,(주)디엠에스,68790,성숙기
1501,(주)디엠에스,68790,성장기
1502,(주)디엠에스,68790,도입기
1503,(주)디엠에스,68790,쇄신기
1504,(주)디오,39840,쇄신기
1505,(주)디오,39840,성숙기
1506,(주)디오,39840,도입기
1507,(주)디오,39840,도입기
1508,(주)디오,39840,성숙기
1509,(주)디오,39840,성장기
1510,(주)디오,39840,성장기
1511,(주)디오,39840,성장기
1512,(주)디오,39840,성장기
1513,(주)디와이디,219550,8
1514,(주)디와이디,219550,8
1515,(주)디와이디,219550,9
1516,(주)디와이디,219550,쇄신기
1517,(주)디와이디,219550,도입기
1518,(주)디이엔티,79810,쇄신기
1519,(주)디이엔티,79810,성숙기
1520,(주)디이엔티,79810,쇄신기
1521,(주)디이엔티,79810,쇄신기
1522,(주)디이엔티,79810,성장기
1523,(주)디이엔티,79810,도입기
1524,(주)디이엔티,79810,성장기
1525,(주)디이엔티,79810,쇠퇴기
1526,(주)디이엔티,79810,쇠퇴기
1527,(주)디지아이,43360,쇄신기
1528,(주)디지아이,43360,성장기
1529,(주)디지아이,43360,쇠퇴기
1530,(주)디지아이,43360,쇠퇴기
1531,(주)디지아이,43360,쇠퇴기
1532,(주)디지아이,43360,성숙기
1533,(주)디지아이,43360,성숙기
1534,(주)디지아이,43360,쇄신기
1535,(주)디지아이,43360,쇠퇴기
1536,(주)디지캡,197140,성장기
1537,(주)디지캡,197140,성장기
1538,(주)디지털대성,68930,성장기
1539,(주)디지털대성,68930,성장기
1540,(주)디지털대성,68930,성숙기
1541,(주)디지털대성,68930,성숙기
1542,(주)디지털대성,68930,성숙기
1543,(주)디지털대성,68930,성숙기
1544,(주)디지털대성,68930,성숙기
1545,(주)디지털대성,68930,성숙기
1546,(주)디지털대성,68930,성숙기
1547,(주)디지틀조선일보,33130,성숙기
1548,(주)디지틀조선일보,33130,성숙기
1549,(주)디지틀조선일보,33130,성숙기
1550,(주)디지틀조선일보,33130,성숙기
1551,(주)디지틀조선일보,33130,성숙기
1552,(주)디지틀조선일보,33130,성숙기
1553,(주)디지틀조선일보,33130,성숙기
1554,(주)디지틀조선일보,33130,성숙기
1555,(주)디지틀조선일보,33130,성숙기
1556,(주)디케이앤디,263020,성장기
1557,(주)디케이앤디,263020,성숙기
1558,(주)디케이티,290550,성장기
1559,(주)디케이티,290550,성숙기
1560,(주)디티앤씨,187220,성장기
1561,(주)디티앤씨,187220,도입기
1562,(주)디티앤씨,187220,성장기
1563,(주)디티앤씨,187220,성장기
1564,(주)디티앤씨,187220,성장기
1565,(주)디티앤씨,187220,성장기
1566,(주)딜리,131180,성장기
1567,(주)딜리,131180,성숙기
1568,(주)딜리,131180,쇄신기
1569,(주)딜리,131180,쇄신기
1570,(주)딜리,131180,성장기
1571,(주)딜리,131180,쇄신기
1572,(주)딜리,131180,성숙기
1573,(주)딜리,131180,쇄신기
1574,(주)딜리,131180,성장기
1575,(주)라닉스,317120,성장기
1576,(주)라온테크,232680,8
1577,(주)라온테크,232680,8
1578,(주)라온테크,232680,8
1579,(주)라온테크,232680,쇄신기
1580,(주)라온테크,232680,쇄신기
1581,(주)라이온켐텍,171120,성장기
1582,(주)라이온켐텍,171120,성숙기
1583,(주)라이온켐텍,171120,성장기
1584,(주)라이온켐텍,171120,성숙기
1585,(주)라이온켐텍,171120,성숙기
1586,(주)라이온켐텍,171120,성장기
1587,(주)라이온켐텍,171120,성숙기
1588,(주)라이트론,69540,성숙기
1589,(주)라이트론,69540,성장기
1590,(주)라이트론,69540,도입기
1591,(주)라이트론,69540,성장기
1592,(주)라이트론,69540,쇄신기
1593,(주)라이트론,69540,도입기
1594,(주)라이트론,69540,도입기
1595,(주)라이트론,69540,성장기
1596,(주)라이트론,69540,쇄신기
1597,(주)라파스,214260,도입기
1598,(주)락앤락,115390,성장기
1599,(주)락앤락,115390,성장기
1600,(주)락앤락,115390,성숙기
1601,(주)락앤락,115390,성숙기
1602,(주)락앤락,115390,성숙기
1603,(주)락앤락,115390,성숙기
1604,(주)락앤락,115390,성숙기
1605,(주)락앤락,115390,성숙기
1606,(주)락앤락,115390,쇄신기
1607,(주)랩지노믹스,84650,성장기
1608,(주)랩지노믹스,84650,성숙기
1609,(주)랩지노믹스,84650,성장기
1610,(주)랩지노믹스,84650,도입기
1611,(주)랩지노믹스,84650,성장기
1612,(주)랩지노믹스,84650,성숙기
1613,(주)러셀,217500,8
1614,(주)러셀,217500,8
1615,(주)러셀,217500,8
1616,(주)러셀,217500,성장기
1617,(주)러셀,217500,쇄신기
1618,(주)레고켐바이오사이언스,141080,도입기
1619,(주)레고켐바이오사이언스,141080,도입기
1620,(주)레고켐바이오사이언스,141080,쇠퇴기
1621,(주)레고켐바이오사이언스,141080,도입기
1622,(주)레고켐바이오사이언스,141080,쇠퇴기
1623,(주)레고켐바이오사이언스,141080,도입기
1624,(주)레고켐바이오사이언스,141080,쇄신기
1625,(주)레드로버,60300,도입기
1626,(주)레드로버,60300,도입기
1627,(주)레드로버,60300,도입기
1628,(주)레드로버,60300,성숙기
1629,(주)레드로버,60300,도입기
1630,(주)레드로버,60300,도입기
1631,(주)레드로버,60300,쇠퇴기
1632,(주)레드로버,60300,쇠퇴기
1633,(주)레드로버,60300,도입기
1634,(주)레드캡투어,38390,성장기
1635,(주)레드캡투어,38390,성숙기
1636,(주)레드캡투어,38390,성장기
1637,(주)레드캡투어,38390,성장기
1638,(주)레드캡투어,38390,성장기
1639,(주)레드캡투어,38390,성장기
1640,(주)레드캡투어,38390,성장기
1641,(주)레드캡투어,38390,성숙기
1642,(주)레드캡투어,38390,성숙기
1643,(주)레이,228670,성장기
1644,(주)레이언스,228850,성장기
1645,(주)레이언스,228850,성숙기
1646,(주)레이언스,228850,쇄신기
1647,(주)레이언스,228850,성장기
1648,(주)레이크머티리얼즈,281740,8
1649,(주)레이크머티리얼즈,281740,8
1650,(주)레이크머티리얼즈,281740,8
1651,(주)로보로보,215100,8
1652,(주)로보로보,215100,8
1653,(주)로보로보,215100,쇠퇴기
1654,(주)로보로보,215100,성장기
1655,(주)로보로보,215100,성숙기
1656,(주)로보스타,90360,성장기
1657,(주)로보스타,90360,성장기
1658,(주)로보스타,90360,성장기
1659,(주)로보스타,90360,성숙기
1660,(주)로보스타,90360,성장기
1661,(주)로보스타,90360,성숙기
1662,(주)로보스타,90360,성숙기
1663,(주)로보스타,90360,도입기
1664,(주)로보스타,90360,쇄신기
1665,(주)로보티즈,108490,성장기
1666,(주)로보티즈,108490,성숙기
1667,(주)로지시스,67730,성장기
1668,(주)로지시스,67730,쇄신기
1669,(주)로지시스,67730,쇄신기
1670,(주)로지시스,67730,성숙기
1671,(주)로지시스,67730,쇄신기
1672,(주)루멘스,38060,성숙기
1673,(주)루멘스,38060,성장기
1674,(주)루멘스,38060,성숙기
1675,(주)루멘스,38060,성장기
1676,(주)루멘스,38060,성장기
1677,(주)루멘스,38060,성장기
1678,(주)루멘스,38060,성장기
1679,(주)루멘스,38060,도입기
1680,(주)루멘스,38060,성숙기
1681,(주)루트로닉,85370,성장기
1682,(주)루트로닉,85370,성장기
1683,(주)루트로닉,85370,성장기
1684,(주)루트로닉,85370,성장기
1685,(주)루트로닉,85370,성장기
1686,(주)루트로닉,85370,성장기
1687,(주)루트로닉,85370,도입기
1688,(주)루트로닉,85370,도입기
1689,(주)루트로닉,85370,도입기
1690,(주)룽투코리아,60240,도입기
1691,(주)룽투코리아,60240,도입기
1692,(주)룽투코리아,60240,쇠퇴기
1693,(주)룽투코리아,60240,성장기
1694,(주)룽투코리아,60240,도입기
1695,(주)룽투코리아,60240,성장기
1696,(주)룽투코리아,60240,도입기
1697,(주)룽투코리아,60240,성숙기
1698,(주)룽투코리아,60240,쇠퇴기
1699,(주)리노스,39980,쇄신기
1700,(주)리노스,39980,성숙기
1701,(주)리노스,39980,쇠퇴기
1702,(주)리노스,39980,도입기
1703,(주)리노스,39980,성장기
1704,(주)리노스,39980,쇄신기
1705,(주)리노스,39980,쇠퇴기
1706,(주)리노스,39980,성숙기
1707,(주)리노스,39980,쇄신기
1708,(주)리더스코스메틱,16100,도입기
1709,(주)리더스코스메틱,16100,성장기
1710,(주)리더스코스메틱,16100,쇄신기
1711,(주)리더스코스메틱,16100,성숙기
1712,(주)리더스코스메틱,16100,도입기
1713,(주)리더스코스메틱,16100,성숙기
1714,(주)리더스코스메틱,16100,쇄신기
1715,(주)리더스코스메틱,16100,쇠퇴기
1716,(주)리더스코스메틱,16100,도입기
1717,(주)리드,197210,성숙기
1718,(주)리드,197210,도입기
1719,(주)리드,197210,성장기
1720,(주)리드,197210,도입기
1721,(주)리드,197210,도입기
1722,(주)리드코프,12700,도입기
1723,(주)리드코프,12700,도입기
1724,(주)리드코프,12700,쇠퇴기
1725,(주)리드코프,12700,도입기
1726,(주)리드코프,12700,쇠퇴기
1727,(주)리드코프,12700,도입기
1728,(주)리드코프,12700,도입기
1729,(주)리드코프,12700,성장기
1730,(주)리드코프,12700,성숙기
1731,(주)리메드,302550,쇄신기
1732,(주)링네트,42500,성숙기
1733,(주)링네트,42500,성장기
1734,(주)링네트,42500,성숙기
1735,(주)링네트,42500,성장기
1736,(주)링네트,42500,성숙기
1737,(주)링네트,42500,도입기
1738,(주)링네트,42500,성장기
1739,(주)링네트,42500,성숙기
1740,(주)링네트,42500,쇠퇴기
1741,(주)링크제니시스,219420,성장기
1742,(주)링크제니시스,219420,성장기
1743,(주)마니커,27740,성장기
1744,(주)마니커,27740,도입기
1745,(주)마니커,27740,쇄신기
1746,(주)마니커,27740,쇠퇴기
1747,(주)마니커,27740,성장기
1748,(주)마니커,27740,쇄신기
1749,(주)마니커,27740,성장기
1750,(주)마니커,27740,쇄신기
1751,(주)마니커,27740,도입기
1752,(주)마니커에프앤지,195500,성장기
1753,(주)마이크로디지탈,305090,도입기
1754,(주)마이크로컨텍솔루션,98120,성숙기
1755,(주)마이크로컨텍솔루션,98120,성숙기
1756,(주)마이크로컨텍솔루션,98120,성숙기
1757,(주)마이크로컨텍솔루션,98120,성장기
1758,(주)마이크로컨텍솔루션,98120,성숙기
1759,(주)마이크로컨텍솔루션,98120,쇠퇴기
1760,(주)마이크로컨텍솔루션,98120,성숙기
1761,(주)마이크로컨텍솔루션,98120,쇠퇴기
1762,(주)마이크로컨텍솔루션,98120,쇄신기
1763,(주)마이크로프랜드,147760,쇄신기
1764,(주)마이크로프랜드,147760,성숙기
1765,(주)마이크로프랜드,147760,성장기
1766,(주)마이크로프랜드,147760,성장기
1767,(주)마크로젠,38290,성장기
1768,(주)마크로젠,38290,성장기
1769,(주)마크로젠,38290,성장기
1770,(주)마크로젠,38290,성장기
1771,(주)마크로젠,38290,성장기
1772,(주)마크로젠,38290,성장기
1773,(주)마크로젠,38290,쇄신기
1774,(주)마크로젠,38290,성숙기
1775,(주)마크로젠,38290,성장기
1776,(주)만도,204320,성장기
1777,(주)만도,204320,성장기
1778,(주)만도,204320,성장기
1779,(주)만도,204320,성장기
1780,(주)만도,204320,성장기
1781,(주)만도,204320,성장기
1782,(주)매직마이크로,127160,도입기
1783,(주)매직마이크로,127160,도입기
1784,(주)매직마이크로,127160,성숙기
1785,(주)매직마이크로,127160,도입기
1786,(주)매직마이크로,127160,성장기
1787,(주)매커스,93520,성장기
1788,(주)매커스,93520,성장기
1789,(주)매커스,93520,성숙기
1790,(주)매커스,93520,쇠퇴기
1791,(주)매커스,93520,쇄신기
1792,(주)매커스,93520,도입기
1793,(주)매커스,93520,쇄신기
1794,(주)매커스,93520,쇄신기
1795,(주)매커스,93520,쇄신기
1796,(주)머큐리,100590,성장기
1797,(주)머큐리,100590,도입기
1798,(주)멀티캠퍼스,67280,성숙기
1799,(주)멀티캠퍼스,67280,쇄신기
1800,(주)멀티캠퍼스,67280,성숙기
1801,(주)멀티캠퍼스,67280,성숙기
1802,(주)멀티캠퍼스,67280,쇄신기
1803,(주)멀티캠퍼스,67280,성숙기
1804,(주)멀티캠퍼스,67280,성숙기
1805,(주)멀티캠퍼스,67280,성숙기
1806,(주)멀티캠퍼스,67280,성숙기
1807,(주)메드팩토,235980,도입기
1808,(주)메디아나,41920,성장기
1809,(주)메디아나,41920,성숙기
1810,(주)메디아나,41920,성장기
1811,(주)메디아나,41920,성숙기
1812,(주)메디아나,41920,성숙기
1813,(주)메디아나,41920,성숙기
1814,(주)메디콕스,54180,쇠퇴기
1815,(주)메디콕스,54180,성숙기
1816,(주)메디콕스,54180,쇄신기
1817,(주)메디콕스,54180,쇄신기
1818,(주)메디콕스,54180,성장기
1819,(주)메디콕스,54180,성숙기
1820,(주)메디콕스,54180,성장기
1821,(주)메디콕스,54180,쇠퇴기
1822,(주)메디콕스,54180,성장기
1823,(주)메디톡스,86900,성장기
1824,(주)메디톡스,86900,성숙기
1825,(주)메디톡스,86900,성숙기
1826,(주)메디톡스,86900,성숙기
1827,(주)메디톡스,86900,성장기
1828,(주)메디톡스,86900,성장기
1829,(주)메디톡스,86900,성숙기
1830,(주)메디톡스,86900,성숙기
1831,(주)메디톡스,86900,성숙기
1832,(주)메디프론디비티,65650,쇄신기
1833,(주)메디프론디비티,65650,9
1834,(주)메디프론디비티,65650,9
1835,(주)메디프론디비티,65650,9
1836,(주)메디프론디비티,65650,도입기
1837,(주)메디프론디비티,65650,9
1838,(주)메디프론디비티,65650,도입기
1839,(주)메디프론디비티,65650,9
1840,(주)메디프론디비티,65650,쇠퇴기
1841,(주)메지온,140410,성장기
1842,(주)메지온,140410,쇠퇴기
1843,(주)메지온,140410,도입기
1844,(주)메지온,140410,성장기
1845,(주)메지온,140410,쇄신기
1846,(주)메지온,140410,쇠퇴기
1847,(주)메지온,140410,쇠퇴기
1848,(주)메지온,140410,쇠퇴기
1849,(주)메카로,241770,성장기
1850,(주)메카로,241770,성숙기
1851,(주)메카로,241770,성숙기
1852,(주)메타랩스,90370,도입기
1853,(주)메타랩스,90370,쇠퇴기
1854,(주)메타랩스,90370,성숙기
1855,(주)메타랩스,90370,쇠퇴기
1856,(주)메타랩스,90370,쇠퇴기
1857,(주)메타랩스,90370,쇠퇴기
1858,(주)메타랩스,90370,도입기
1859,(주)메타랩스,90370,도입기
1860,(주)메타랩스,90370,쇄신기
1861,(주)메타바이오메드,59210,성숙기
1862,(주)메타바이오메드,59210,성장기
1863,(주)메타바이오메드,59210,성장기
1864,(주)메타바이오메드,59210,도입기
1865,(주)메타바이오메드,59210,쇄신기
1866,(주)메타바이오메드,59210,성장기
1867,(주)메타바이오메드,59210,도입기
1868,(주)메타바이오메드,59210,쇠퇴기
1869,(주)메타바이오메드,59210,성장기
1870,(주)멕아이씨에스,58110,성장기
1871,(주)멕아이씨에스,58110,도입기
1872,(주)멕아이씨에스,58110,쇄신기
1873,(주)멕아이씨에스,58110,도입기
1874,(주)멕아이씨에스,58110,도입기
1875,(주)멜파스,96640,성장기
1876,(주)멜파스,96640,도입기
1877,(주)멜파스,96640,성장기
1878,(주)멜파스,96640,성숙기
1879,(주)멜파스,96640,쇄신기
1880,(주)멜파스,96640,성숙기
1881,(주)멜파스,96640,쇠퇴기
1882,(주)멜파스,96640,쇠퇴기
1883,(주)멜파스,96640,쇄신기
1884,(주)모나리자,12690,성숙기
1885,(주)모나리자,12690,성숙기
1886,(주)모나리자,12690,성숙기
1887,(주)모나리자,12690,9
1888,(주)모나리자,12690,9
1889,(주)모나리자,12690,쇄신기
1890,(주)모나리자,12690,성숙기
1891,(주)모나리자,12690,성숙기
1892,(주)모나리자,12690,쇄신기
1893,(주)모나미,5360,성장기
1894,(주)모나미,5360,성숙기
1895,(주)모나미,5360,성숙기
1896,(주)모나미,5360,쇄신기
1897,(주)모나미,5360,쇄신기
1898,(주)모나미,5360,성숙기
1899,(주)모나미,5360,성장기
1900,(주)모나미,5360,성숙기
1901,(주)모나미,5360,성장기
1902,(주)모다이노칩,80420,성장기
1903,(주)모다이노칩,80420,성숙기
1904,(주)모다이노칩,80420,성숙기
1905,(주)모다이노칩,80420,성숙기
1906,(주)모다이노칩,80420,성숙기
1907,(주)모다이노칩,80420,성숙기
1908,(주)모다이노칩,80420,성장기
1909,(주)모다이노칩,80420,도입기
1910,(주)모다이노칩,80420,성장기
1911,(주)모두투어네트워크,80160,성숙기
1912,(주)모두투어네트워크,80160,성숙기
1913,(주)모두투어네트워크,80160,성숙기
1914,(주)모두투어네트워크,80160,성장기
1915,(주)모두투어네트워크,80160,쇄신기
1916,(주)모두투어네트워크,80160,성숙기
1917,(주)모두투어네트워크,80160,성장기
1918,(주)모두투어네트워크,80160,성숙기
1919,(주)모두투어네트워크,80160,성장기
1920,(주)모바일리더,100030,쇄신기
1921,(주)모바일리더,100030,성장기
1922,(주)모바일리더,100030,성숙기
1923,(주)모바일리더,100030,성숙기
1924,(주)모바일리더,100030,쇠퇴기
1925,(주)모바일리더,100030,성장기
1926,(주)모바일리더,100030,9
1927,(주)모바일리더,100030,성숙기
1928,(주)모바일리더,100030,성숙기
1929,(주)모베이스,101330,성숙기
1930,(주)모베이스,101330,성숙기
1931,(주)모베이스,101330,성장기
1932,(주)모베이스,101330,성숙기
1933,(주)모베이스,101330,성숙기
1934,(주)모베이스,101330,성숙기
1935,(주)모베이스,101330,성숙기
1936,(주)모베이스,101330,성장기
1937,(주)모베이스,101330,성숙기
1938,(주)모베이스전자,12860,도입기
1939,(주)모베이스전자,12860,성장기
1940,(주)모베이스전자,12860,성숙기
1941,(주)모베이스전자,12860,성장기
1942,(주)모베이스전자,12860,성장기
1943,(주)모베이스전자,12860,성장기
1944,(주)모베이스전자,12860,성숙기
1945,(주)모베이스전자,12860,성장기
1946,(주)모베이스전자,12860,성장기
1947,(주)모비스,250060,8
1948,(주)모비스,250060,도입기
1949,(주)모비스,250060,도입기
1950,(주)모비스,250060,도입기
1951,(주)모아텍,33200,도입기
1952,(주)모아텍,33200,성장기
1953,(주)모아텍,33200,도입기
1954,(주)모아텍,33200,쇄신기
1955,(주)모아텍,33200,성장기
1956,(주)모아텍,33200,쇄신기
1957,(주)모아텍,33200,성숙기
1958,(주)모아텍,33200,9
1959,(주)모토닉,9680,쇄신기
1960,(주)모토닉,9680,성숙기
1961,(주)모토닉,9680,쇄신기
1962,(주)모토닉,9680,쇄신기
1963,(주)모토닉,9680,성숙기
1964,(주)모토닉,9680,성숙기
1965,(주)모토닉,9680,성숙기
1966,(주)모토닉,9680,성숙기
1967,(주)모토닉,9680,성숙기
1968,(주)모헨즈,6920,성장기
1969,(주)모헨즈,6920,성숙기
1970,(주)모헨즈,6920,성숙기
1971,(주)모헨즈,6920,성장기
1972,(주)모헨즈,6920,성숙기
1973,(주)모헨즈,6920,성숙기
1974,(주)모헨즈,6920,성숙기
1975,(주)모헨즈,6920,성숙기
1976,(주)모헨즈,6920,쇠퇴기
1977,(주)무학,33920,성숙기
1978,(주)무학,33920,성장기
1979,(주)무학,33920,성숙기
1980,(주)무학,33920,성숙기
1981,(주)무학,33920,성숙기
1982,(주)무학,33920,성숙기
1983,(주)무학,33920,성장기
1984,(주)무학,33920,도입기
1985,(주)무학,33920,쇄신기
1986,(주)미래생명자원,218150,8
1987,(주)미래생명자원,218150,8
1988,(주)미래생명자원,218150,쇄신기
1989,(주)미래생명자원,218150,도입기
1990,(주)미래생명자원,218150,성숙기
1991,(주)미래아이앤지,7120,성숙기
1992,(주)미래아이앤지,7120,성숙기
1993,(주)미래아이앤지,7120,쇠퇴기
1994,(주)미래아이앤지,7120,도입기
1995,(주)미래아이앤지,7120,쇄신기
1996,(주)미래아이앤지,7120,도입기
1997,(주)미래아이앤지,7120,도입기
1998,(주)미래아이앤지,7120,쇄신기
1999,(주)미래아이앤지,7120,쇠퇴기
2000,(주)미래컴퍼니,49950,도입기
2001,(주)미래컴퍼니,49950,성장기
2002,(주)미래컴퍼니,49950,성숙기
2003,(주)미래컴퍼니,49950,쇠퇴기
2004,(주)미래컴퍼니,49950,쇄신기
2005,(주)미래컴퍼니,49950,쇠퇴기
2006,(주)미래컴퍼니,49950,성장기
2007,(주)미래컴퍼니,49950,쇄신기
2008,(주)미래컴퍼니,49950,성숙기
2009,(주)미코,59090,성장기
2010,(주)미코,59090,성장기
2011,(주)미코,59090,도입기
2012,(주)미코,59090,성숙기
2013,(주)미코,59090,성숙기
2014,(주)미코,59090,성숙기
2015,(주)미코,59090,성장기
2016,(주)미코,59090,성장기
2017,(주)미코,59090,성장기
2018,(주)미투온,201490,성장기
2019,(주)미투온,201490,성장기
2020,(주)미투온,201490,성숙기
2021,(주)미투온,201490,쇄신기
2022,(주)바른손,18700,쇠퇴기
2023,(주)바른손,18700,성장기
2024,(주)바른손,18700,도입기
2025,(주)바른손,18700,쇠퇴기
2026,(주)바른손,18700,쇠퇴기
2027,(주)바른손,18700,쇠퇴기
2028,(주)바른손,18700,쇠퇴기
2029,(주)바른손,18700,쇄신기
2030,(주)바른손,18700,쇠퇴기
2031,(주)바른손이앤에이,35620,성장기
2032,(주)바른손이앤에이,35620,쇠퇴기
2033,(주)바른손이앤에이,35620,도입기
2034,(주)바른손이앤에이,35620,도입기
2035,(주)바른손이앤에이,35620,도입기
2036,(주)바른손이앤에이,35620,성장기
2037,(주)바른손이앤에이,35620,쇄신기
2038,(주)바른손이앤에이,35620,쇠퇴기
2039,(주)바른손이앤에이,35620,도입기
2040,(주)바른전자,64520,성장기
2041,(주)바른전자,64520,성장기
2042,(주)바른전자,64520,성장기
2043,(주)바른전자,64520,성숙기
2044,(주)바른전자,64520,성장기
2045,(주)바른전자,64520,도입기
2046,(주)바른전자,64520,도입기
2047,(주)바른전자,64520,도입기
2048,(주)바른전자,64520,쇄신기
2049,(주)바이넥스,53030,성장기
2050,(주)바이넥스,53030,도입기
2051,(주)바이넥스,53030,쇠퇴기
2052,(주)바이넥스,53030,쇠퇴기
2053,(주)바이넥스,53030,도입기
2054,(주)바이넥스,53030,성장기
2055,(주)바이넥스,53030,성장기
2056,(주)바이넥스,53030,성장기
2057,(주)바이넥스,53030,성숙기
2058,(주)바이오니아,64550,도입기
2059,(주)바이오니아,64550,도입기
2060,(주)바이오니아,64550,도입기
2061,(주)바이오니아,64550,도입기
2062,(주)바이오니아,64550,성장기
2063,(주)바이오니아,64550,도입기
2064,(주)바이오니아,64550,도입기
2065,(주)바이오니아,64550,도입기
2066,(주)바이오니아,64550,도입기
2067,(주)바이오로그디바이스,208710,8
2068,(주)바이오로그디바이스,208710,쇄신기
2069,(주)바이오로그디바이스,208710,성숙기
2070,(주)바이오로그디바이스,208710,성장기
2071,(주)바이오로그디바이스,208710,성장기
2072,(주)바이오로그디바이스,208710,성숙기
2073,(주)바이오솔루션,86820,성장기
2074,(주)바이오솔루션,86820,쇠퇴기
2075,(주)바이오스마트,38460,도입기
2076,(주)바이오스마트,38460,성숙기
2077,(주)바이오스마트,38460,성숙기
2078,(주)바이오스마트,38460,쇄신기
2079,(주)바이오스마트,38460,도입기
2080,(주)바이오스마트,38460,도입기
2081,(주)바이오스마트,38460,쇠퇴기
2082,(주)바이오스마트,38460,성장기
2083,(주)바이오스마트,38460,쇠퇴기
2084,(주)바이오톡스텍,86040,성숙기
2085,(주)바이오톡스텍,86040,성장기
2086,(주)바이오톡스텍,86040,도입기
2087,(주)바이오톡스텍,86040,도입기
2088,(주)바이오톡스텍,86040,쇄신기
2089,(주)바이오톡스텍,86040,성숙기
2090,(주)바이오톡스텍,86040,성장기
2091,(주)바이오톡스텍,86040,성장기
2092,(주)바이오톡스텍,86040,성장기
2093,(주)바텍,43150,성장기
2094,(주)바텍,43150,성장기
2095,(주)바텍,43150,성장기
2096,(주)바텍,43150,성장기
2097,(주)바텍,43150,성장기
2098,(주)바텍,43150,성장기
2099,(주)바텍,43150,성숙기
2100,(주)바텍,43150,성숙기
2101,(주)바텍,43150,성숙기
2102,(주)방림,3610,쇠퇴기
2103,(주)방림,3610,성숙기
2104,(주)방림,3610,도입기
2105,(주)방림,3610,쇄신기
2106,(주)방림,3610,성숙기
2107,(주)방림,3610,성숙기
2108,(주)방림,3610,쇄신기
2109,(주)방림,3610,성숙기
2110,(주)방림,3610,쇄신기
2111,(주)배럴,267790,성장기
2112,(주)배럴,267790,성장기
2113,(주)백금티앤에이,46310,성장기
2114,(주)백금티앤에이,46310,성숙기
2115,(주)백금티앤에이,46310,도입기
2116,(주)백금티앤에이,46310,쇄신기
2117,(주)백금티앤에이,46310,쇠퇴기
2118,(주)백금티앤에이,46310,성장기
2119,(주)백금티앤에이,46310,쇠퇴기
2120,(주)백금티앤에이,46310,성숙기
2121,(주)백금티앤에이,46310,성숙기
2122,(주)백산,35150,쇄신기
2123,(주)백산,35150,성숙기
2124,(주)백산,35150,성숙기
2125,(주)백산,35150,성숙기
2126,(주)백산,35150,성숙기
2127,(주)백산,35150,성숙기
2128,(주)백산,35150,성숙기
2129,(주)백산,35150,도입기
2130,(주)백산,35150,성숙기
2131,(주)버킷스튜디오,66410,쇠퇴기
2132,(주)버킷스튜디오,66410,도입기
2133,(주)버킷스튜디오,66410,9
2134,(주)버킷스튜디오,66410,도입기
2135,(주)버킷스튜디오,66410,9
