회사명,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
아세아(주),89.34367532,88.35855998,81.50554707,81.87536871,81.17248531,83.12963814,81.82104103,84.35144439,78.53045064,78.84163371
아세아시멘트(주),#DIV/0!,#DIV/0!,#DIV/0!,72.94592016,74.20673478,74.49529503,75.33929791,76.00962593,79.6167631,78.8959664
아세아제지(주),89.46089821,90.05920406,82.28999114,86.50549753,85.91613578,89.43550994,86.50168219,89.72800629,77.35839094,78.75763806
아시아나아이디티(주),#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,89.11670798,90.34099622
아시아나항공(주),76.49944388,82.44484588,86.77251393,90.14840274,88.87185688,88.31687731,85.18146258,85.77175313,89.83655177,96.02204532
아이쓰리시스템(주),#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,75.81895738,77.0740692,75.89036421,#DIV/0!,#DIV/0!
아이에스동서(주),80.31772265,77.57761249,80.90232266,77.84638463,75.09284803,72.18390548,72.89528823,73.47304992,66.99845963,76.25268397
아이진(주),#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,54.36213013
아이큐어(주),#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,66.1598034,70.10903855
아이크래프트(주),#DIV/0!,#DIV/0!,#DIV/0!,82.01890109,80.7029952,80.51220653,80.48573274,83.30020689,82.14934482,79.82829636
아이텍(주),#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,82.2288062,81.10086857
아진산업(주),#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,79.34300369,82.60747309,84.13034341,86.63427997,83.64960493
안국약품(주),41.49173405,49.98477487,55.99688071,55.27281921,58.45222824,58.98063662,59.54860295,49.79487107,47.35473012,49.95635692
알리코제약(주),#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
알서포트(주),#DIV/0!,#DIV/0!,#DIV/0!,0,0,0,0,0,0,0
알에스오토메이션(주),#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,84.39591004,87.86912294,87.03348516
알에프머트리얼즈(주),#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
알에프에이치아이씨(주),#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,66.142287,56.82659615,63.30392667
압타바이오(주),#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
애경산업(주),#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,49.25987652,51.53774935
애경케미칼(주),#DIV/0!,#DIV/0!,93.9278348,92.92107538,92.02347937,91.3811174,85.33011622,86.34312289,90.42085444,90.58497896
애니젠(주),#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
애머릿지코퍼레이션,88.29112963,90.61476033,87.63986042,85.55093933,83.66940067,88.26656756,91.26397988,94.17504977,73.4219255,49.06221386
앱클론(주),#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
어보브반도체(주),78.60888579,81.16474195,77.41003846,76.17834105,77.23325523,76.64648283,76.42564862,76.27404855,76.19748622,70.50005169
에스넷시스템(주),86.41171111,86.87142619,85.34985194,86.36427318,86.48133492,89.07133732,89.36351289,87.66372345,86.46258419,87.43701846
에스디엔(주),79.45954808,82.56341198,91.18699633,68.79431896,74.38143875,66.54145393,68.26139056,71.99618601,74.48252391,73.33154301
에스맥(주),90.49819833,88.78098072,89.72352851,88.05090736,95.40901862,106.5490132,95.59581148,85.98044509,80.32010202,83.54498
에스비더블유생명과학(주),#DIV/0!,#DIV/0!,87.99248184,91.17200849,90.41629266,98.40714454,167.5793206,131.4783481,98.24574206,107.0812213
에스비아이핀테크솔루션즈(주),#DIV/0!,#DIV/0!,#DIV/0!,56.39801374,68.35613782,71.57285949,72.24313588,73.47679116,61.03105831,28.46704473
에스씨아이평가정보(주),#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0,0,0,0
에스엔유프리시젼(주),#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,70.31434252,71.27644476
에스엔케이폴리텍(주),#DIV/0!,#DIV/0!,#DIV/0!,79.02715291,66.40174314,63.38704326,80.53656581,85.85964579,83.18534143,81.44615027
에스엘(주),84.31900983,84.7184074,87.57190517,90.14950859,88.97718698,87.38423248,86.62469659,88.71908981,91.67335578,90.73170642
에스와이(주),#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,86.85562007,88.31130343,88.64154473,89.36230092,92.34056106
에스지씨에너지(주),#DIV/0!,#DIV/0!,#DIV/0!,86.57541427,87.68338724,85.00460291,88.48162155,95.4322492,99.3911129,89.3190608
에스지씨이테크건설(주),92.40851084,90.34920142,92.21469323,92.76002002,87.39507356,86.86107103,88.14963877,86.80787399,88.86332448,91.9014244
에스지에이(주),92.28226172,63.38049342,65.44147799,67.58453078,68.00275395,70.3000356,78.90889136,75.33785191,81.71638595,80.04574953
에스지에이솔루션즈(주),#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,53.90183833,71.65121267,69.4796347,79.93898788,73.13036169
에스지이(주),#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,68.53595281,68.33890644
에스케이(주),0,0,0,0,0,89.70338345,88.22279941,88.32034705,90.49201681,90.87449265
에스케이가스(주),94.70988848,94.76063946,95.29171792,95.16377214,94.22864201,91.85228033,91.07160425,93.78874604,95.60856685,91.69874802
에스케이네트웍스(주),93.06437036,93.14274455,92.79765757,92.6486718,92.23037529,92.40327751,94.45771311,92.77500986,92.33101264,91.46386921
에스케이디스커버리(주),77.62146405,91.90150717,92.51088255,91.74789094,90.94882671,88.40259224,88.43029153,93.84703006,95.3931351,91.58277316
에스케이디앤디(주),#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,74.70376918,71.00107834,75.80441055,74.87788339,70.97404683
에스케이렌터카(주),#DIV/0!,#DIV/0!,17.21136147,22.42928085,28.40627201,32.61041966,30.55179518,23.07815075,21.19040304,0
에스케이씨(주),78.62190371,80.86617728,83.97503222,84.48360647,84.26457911,80.52233977,82.62494257,83.93868764,82.7038696,82.56224684
에스케이케미칼(주),#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,80.08129955,77.15710133
에스케이텔레콤(주),0,0,0,0,0,0,0,0,0,0
에스케이하이닉스(주),63.13778437,83.89203113,84.14497437,62.58046712,55.24912286,55.9386856,62.72330899,42.18559206,37.53446218,69.74717952
에스텍(주),74.95147717,84.7788932,84.10496891,82.65064899,81.90579383,83.67650236,84.42337042,85.08401728,84.66570012,85.6656857
에스트래픽(주),#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,78.91600825,88.99622763,85.83903581
에스티팜(주),#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,53.58810316,60.65979987,97.15599559,101.745824
에스퓨얼셀(주),#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
에쓰-오일(주),93.86334246,93.04966309,96.22018835,97.01779558,99.03582106,91.88665773,85.90262754,89.90859577,95.03972679,95.70648695
에쓰씨엔지니어링(주),86.12172767,96.32318798,87.58797415,91.37258734,92.08089624,89.29410267,92.74454692,89.14531109,88.31242777,85.23283634
에어부산(주),#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
에이비엘바이오(주),#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
에이에프더블류(주),#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
에이치디씨(주),82.93338906,80.97215562,89.69058979,93.80131847,88.74756824,82.69800308,81.15418656,81.59198772,82.69797881,81.40523596
에이치디씨랩스(주),#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,86.45850336,86.79338495,89.84929019,89.62014053,89.84212925
에이치디씨현대산업개발(주),#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,83.9246798,82.12624518
에이치디씨현대이피(주),91.97810498,91.59287251,91.55415689,91.63919942,90.70573864,87.27752573,86.31671667,90.20144597,92.85944977,89.70250487
에이치에스디엔진(주),#DIV/0!,81.85077577,88.74500784,92.92395546,99.81201292,100.1661125,94.81496797,92.84986074,99.63628588,98.41176401
에이치엘비(주),84.51327856,82.33510748,86.24725507,90.23039882,83.94225659,84.32298032,85.82908906,90.47613169,82.07629457,89.7539189
에이치엘비글로벌(주),75.22634762,96.00319749,102.8605692,102.5174329,86.63979615,#DIV/0!,#DIV/0!,#DIV/0!,82.04814435,56.82428506
에이치엘비생명과학(주),#DIV/0!,#DIV/0!,93.81609782,98.95387024,85.69618844,116.4306394,92.1843417,94.9137565,95.44324506,93.32844331
에이치엘비제약(주),#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,78.26035669,50.02241141
에이치엘비테라퓨틱스(주),46.86233386,70.79954936,82.96182308,82.129656,73.83248595,80.68300252,81.39327149,85.06254857,86.60626633,90.67516763
에이치엠엠(주),88.35264927,99.31423531,101.4026899,98.62153153,97.75871388,98.56430897,111.2706961,102.0193651,105.3009082,100.0749126
에이케이홀딩스(주),88.35148364,89.51791012,86.04026134,82.54327076,74.75990233,70.18067791,68.51159893,68.62805605,71.82529854,75.34109691
에이테크솔루션(주),84.13437534,86.70134365,94.12412049,92.68159602,90.30822567,92.86303223,90.00188266,91.83841783,90.70084934,90.23594337
에이프로젠제약(주),44.45447181,50.58689177,69.35067015,71.44745898,67.19352662,62.5962649,57.78761866,59.15229039,58.62846555,59.6130927
에이피시스템(주),#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,93.550016,85.83511406,84.28358962
에이피에스홀딩스(주),85.63326761,78.95583211,82.63745623,82.18330582,85.02917649,86.40536606,86.2006232,80.20368497,55.79612905,63.43262559
에이피위성(주),#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
에이피티씨(주),#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,55.87672825
에코바이오홀딩스(주),40.71107811,70.75659276,75.77493839,66.71903021,29.60118319,44.18910353,76.83138825,81.22696305,70.59435153,73.47612154
에코캡(주),#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,83.25433991,80.90004131
에코플라스틱(주),96.2815481,95.24090813,95.58821514,94.80346823,95.41287427,95.49216655,95.48745755,96.5966684,96.47770994,95.67027471
에프엔에스테크(주),#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
엑스큐어(주),#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
엔브이에이치코리아(주),#DIV/0!,#DIV/0!,#DIV/0!,87.57870856,89.68124997,90.21555671,89.38609902,89.95014349,91.22226928,88.43001313
엔시트론(주),72.95627454,70.64119211,74.90051125,84.78404479,85.24155782,86.06484993,77.62164874,84.88549895,98.69801074,83.86628517
엔에이치엔(주),#DIV/0!,#DIV/0!,#DIV/0!,0,0,0,0,0,0,0
엔에이치엔한국사이버결제(주),83.72579194,84.83491509,86.39179343,83.69993564,83.05645723,84.09414275,87.79104679,86.67009179,87.85122742,85.58315028
엔피씨(주),84.05632366,84.1964453,83.31229442,84.5292,85.44778829,85.00195775,85.57421855,85.73845267,86.55097131,85.93382952
엘브이엠씨홀딩스(주),79.34285225,79.40674456,80.44758656,79.5793893,78.79928555,79.51824668,80.09655898,85.19926868,98.38480579,92.90975848
엘비세미콘(주),#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,83.24470643,80.87706069
엘아이지넥스원(주),#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,88.21293817,89.46847222,91.81079174,#DIV/0!,90.50187268
엘에스전선아시아(주),#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,89.62628375,90.63129461,91.9206293,90.72671983
엘지디스플레이(주),85.37659533,95.01892633,89.78951445,87.02260401,85.68013892,84.80013518,85.85197129,80.69264737,87.32251146,92.04139776
엘지전자(주),78.42319243,77.51611164,75.84955198,76.91843789,76.7251584,77.21788887,75.1896765,76.12441659,75.41468063,75.38675902
엘컴텍(주),94.75003269,99.16479942,111.021076,131.9605647,77.30844766,76.84205439,76.17447638,75.71870346,76.5638763,72.69248623
엘티씨(주),#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,74.40728671,70.41842982,79.09054887,74.96125731,78.14056134,73.78860252
엠에프엠코리아(주),#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
엠케이전자(주),96.52944134,96.26011865,95.51008355,95.02383684,93.90253287,86.75874817,69.73421087,71.36887277,70.54052748,79.83509294
영보화학(주),77.34412759,78.42047561,78.67859353,78.50119713,80.02108248,75.52418079,74.95305515,78.00346004,77.71699244,76.10343856
영신금속공업(주),#DIV/0!,#DIV/0!,#DIV/0!,82.18715207,82.03867727,79.0774274,80.30742501,84.96640339,79.8049437,80.9985845
영진약품(주),#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
영풍정밀(주),#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
영풍제지(주),#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,80.62393672
영화금속(주),90.48238567,89.96011702,88.4263562,89.45290351,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
영화테크(주),#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,76.81756993,81.81589588,88.20178514
예스이십사(주),78.32618769,79.16172469,#DIV/0!,#DIV/0!,74.10087466,74.00543035,74.54354355,73.83187967,80.39879885,78.54764193
오가닉티코스메틱스홀딩스컴퍼니리미티드,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,52.04373782,51.76657071,49.83231815,50.48260036,51.56700865
오로라월드(주),51.9187299,48.02671019,50.87559187,51.2722204,51.19225511,48.65845545,53.00058326,51.93762223,53.34843104,54.43214626
오상자이엘(주),77.6214118,77.46656659,76.87659068,77.95377922,80.29150286,83.21048443,86.46884155,86.98985326,89.41782618,90.75656689
오성첨단소재(주),76.5853722,84.66932551,122.1168209,106.9452454,109.4841574,85.08759278,87.29999639,82.18425189,87.1503715,87.53344264
오션브릿지(주),#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,73.58276423,75.50437656,74.71632444
오스템임플란트(주),45.97197137,41.02701361,39.57712787,39.17497168,42.01815593,41.76347688,40.95945941,41.65592974,43.81200274,43.51990745
올리패스(주),#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,53.51937663
올릭스(주),#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0,0
옴니시스템(주),76.3293418,85.02429411,87.52166557,80.81092336,78.3112108,73.84324314,78.01540128,84.75935017,84.01337879,85.53281634
옵티시스(주),#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
와이더블유(주),61.75610284,81.55175479,90.82409658,77.19619602,78.66160035,66.9306636,75.64634394,70.22862988,73.52132506,60.98352802
와이아이케이(주),#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,78.06364012,77.35778548,65.49929148
와이엠씨(주),#DIV/0!,#DIV/0!,#DIV/0!,72.56278115,82.43865776,81.55990923,84.43338135,80.40896358,86.2317599,96.17872691
와이엠티(주),#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,60.02218172,61.57866073,61.65345179
와토스코리아(주),#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
우리바이오(주),85.42411129,83.93345836,92.73038692,95.47776179,95.44280209,93.67299071,95.14338122,95.32515626,95.92646713,94.6602943
우리산업(주),#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,85.60159813,85.28444962,85.55048032,87.47352731,87.76766357
우리산업홀딩스(주),82.8699194,84.86501286,84.98537221,83.4376097,82.95439647,82.55176638,81.73098678,83.41615545,86.08784328,87.14656351
우리손에프앤지농업회사법인(주),#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,76.14795853,71.52954145,83.01977677,86.2283196
우리엔터프라이즈(주),80.62334563,81.72747266,79.32883649,95.04039463,95.02599915,93.47614433,94.8778502,94.90652605,95.49581286,94.37711296
우리이앤엘(주),#DIV/0!,#DIV/0!,#DIV/0!,97.8627484,90.35484819,86.57422718,82.93437098,87.99001656,83.73905801,85.63802285
우림피티에스(주),75.3944792,78.2976588,78.54727408,82.75839501,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
우수AMS(주),90.52378902,93.21276917,91.52499861,91.66611725,91.85133599,91.47950463,90.70361513,90.73931522,90.36233064,90.33965862
우원개발(주),91.75171133,93.00204925,94.85281594,96.59333952,94.78382895,91.42130117,94.62780604,92.37208926,89.23868061,87.95456948
우진비앤지(주),#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,93.98177694,71.98101889
원텍(주),#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
원풍물산(주),#DIV/0!,#DIV/0!,#DIV/0!,37.5555521,39.10628105,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
웰바이오텍(주),86.70719935,88.30053023,88.99212847,90.26154649,91.83646543,90.53977161,90.73638034,96.07912867,95.44614515,89.22155248
웹케시(주),#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
위즈코프(주),69.9783511,70.38360673,71.75909326,67.04258755,66.55425518,69.04160051,72.5663301,73.96345997,74.90340129,75.24982835
윈텍(주),#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
윙입푸드홀딩스,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,58.42512002,63.59740315
유네코(주),#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,80.78993636,70.07073339
유니셈(주),77.01920979,75.23870847,75.94545878,74.69566604,75.35625893,69.77809161,66.00375828,67.63671306,67.44389469,61.8699621
유니슨(주),77.00897603,96.30590853,86.61960864,127.0121906,84.16483139,86.7262331,85.80498806,82.26885666,88.68620287,95.77383168
유니온머티리얼(주),73.81640945,76.36756182,78.63430545,78.68382833,81.15997113,80.38861113,79.24409547,85.04759742,87.74389561,83.57950563
유니퀘스트(주),90.21580775,89.57393534,88.69708741,89.65013281,89.45081259,90.76821191,90.48758553,87.84797545,90.32133228,90.21722301
유비벨록스(주),68.4244655,66.64971387,70.2238007,75.45342622,77.94058712,83.17845842,75.801083,76.81497928,78.44552762,71.43013838
유성기업(주),91.59622283,90.1717349,87.92326287,89.92950352,90.07159121,93.57813433,93.05613096,94.608881,94.78208581,91.85528536
유아이엘(주),93.81104579,90.94564122,85.63055483,87.38851673,88.37383032,90.58456935,91.84825597,91.59503506,94.08080429,93.57479474
유엔젤(주),53.57667071,57.27104236,55.51479127,53.24458542,56.93033924,56.50201606,60.22234718,57.01630059,53.39764783,58.73684091
유진기업(주),87.31256773,91.86536928,88.79626044,86.45799442,86.83568204,86.48423385,83.16160823,83.44019477,81.20787322,81.32723879
율촌화학(주),#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,88.48750643,86.83578406
이건산업(주),87.1985937,83.28881438,82.2929928,80.01003964,79.34646969,83.01646959,84.40365088,85.54487989,85.41269184,87.51933168
이구산업(주),#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
이노시스(주),#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,45.52783778,68.69339159,65.77831781,60.52052218
이니텍(주),72.86688522,74.29254802,78.36340519,80.54575124,79.08938559,76.92000925,81.50175751,83.67010448,89.87011603,91.08063757
이스트아시아홀딩스인베스트먼트리미티드,72.24937398,71.94857192,74.2080977,73.97925045,77.73172621,73.79598607,73.71037272,75.53092186,75.5750107,75.3969768
이엠코리아(주),79.23108161,82.32142299,88.40286899,87.49538066,87.06876992,87.2176524,93.9655633,91.63747563,90.11374127,100.9594444
이연제약(주),#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,42.45558403,44.28561129,43.55220317
이원다이애그노믹스(주),#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,88.06027617,90.43632729
이원컴포텍(주),87.3909003,89.14188631,#DIV/0!,102.2253121,94.34442815,96.37582263,106.3784459,100.6765736,92.45367997,92.33938355
이지케어텍(주),#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,80.43633431
이트론(주),70.93803739,101.6653645,80.06895589,82.06716674,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,90.78129645
이화공영(주),#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
이화산업(주),0,80.86894475,82.18599973,80.70061671,80.83039292,82.32650294,81.77604225,81.22846093,81.79902775,81.9454651
이화전기공업(주),75.80173461,78.95568096,91.8477924,92.03701327,96.38459489,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
인베니아(주),#DIV/0!,#DIV/0!,103.6135787,79.21376309,87.0718912,76.9517177,85.30687718,85.56360865,84.08407723,82.65875295
인선이엔티(주),74.36325364,76.95175234,78.61145432,75.25037818,78.6532693,76.19326679,74.86964443,75.73762675,77.00532747,74.8816787
인지컨트롤스(주),88.6099647,88.35092672,88.24567426,90.90667115,90.37432411,89.74590391,87.68025885,89.88305641,88.70020289,88.49447788
인천도시가스(주),#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,87.65639347,87.92053932
인크로스(주),#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,59.35903394,60.46801806,54.61568807,48.71246018
인탑스(주),90.25680872,88.59818299,89.06983763,91.03861355,94.39211781,88.93426794,89.13524286,88.02953984,87.52706768,84.79801745
인터지스(주),#DIV/0!,90.83829857,92.73424735,93.06944417,91.69568786,91.77963814,93.14891188,92.7139031,93.19988409,92.72994614
인포뱅크(주),#DIV/0!,#DIV/0!,#DIV/0!,88.12727711,87.90183318,85.46783261,87.66260301,87.32659669,87.68940988,88.19432066
인화정공(주),70.42086765,78.40536208,83.67756903,86.26275925,84.66665159,85.88355072,90.97670072,91.51846563,92.57186403,89.70944711
일동제약(주),#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,51.67657701,50.88898497,49.36469284,55.09756975
일동홀딩스(주),43.88713984,42.76583339,47.35466204,48.63818512,50.67433856,50.32492421,56.62100927,55.76872962,57.46238509,60.39865207
일성건설(주),91.57064742,91.83262591,99.26276128,91.73475277,105.2675786,90.98659052,91.23590168,92.34434825,91.99810248,93.12698226
일성신약(주),#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
일신방직(주),72.74178683,87.47465668,85.27681288,75.82626424,78.20938698,77.38198892,78.18260371,80.4614164,80.65087228,81.31032868
일양약품(주),60.11825402,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,55.9703015,52.81769531,49.52829296,48.57478727,44.92120962
일정실업(주),90.98548577,90.56249664,85.34938425,86.29279312,83.94506947,81.5881781,81.22559959,92.92965846,98.07599357,117.3894039
일진다이아몬드(주),66.27920221,67.3803009,73.10981833,72.44194499,71.05826173,69.06105925,73.65623753,73.21363901,70.80388361,70.76085255
일진디스플레이(주),#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,114.9467685
일진머티리얼즈(주),#DIV/0!,91.00408914,96.23452044,97.83492411,96.56971903,95.80716174,85.91977594,82.16795663,84.16105907,85.93290963
일진전기(주),88.95242011,91.47460776,92.2821158,90.24614255,88.41825816,88.89636136,89.10384581,90.20543847,91.02489698,90.58636506
일진홀딩스(주),86.76806053,88.87858206,89.7571868,86.87073134,83.35724203,83.41890232,84.35384405,85.89639122,85.13076493,83.6336993
