회사명,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
(주)세운메디칼,65.3565698,69.49750709,68.40848065,62.9973598,63.6477935,63.88391427,61.33747843,61.47535231,60.8144103,58.98290079
(주)세원물산,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
(주)세원정공,82.93190155,80.11872979,75.45300902,77.46482211,75.93856925,78.56488182,79.20912472,95.83503927,102.6227564,106.6454523
(주)세이브존아이앤씨,42.56238374,40.68993602,41.87789001,41.62671303,40.64560225,41.16659713,40.56269002,40.7148342,41.21935233,40.71146872
(주)세종메디칼,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,39.11544063,36.97825772
(주)세중,78.18887323,77.07606932,77.59892379,79.2862022,82.55219788,81.2646486,81.31831283,75.69384643,78.36463364,83.75732187
(주)세진중공업,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,87.55298819,90.68868821,92.5248562,90.87635753,91.82178193
(주)세진티에스,87.9827852,92.29438498,95.42011246,103.3749535,90.37387239,101.2802586,92.31971588,96.91458448,92.04972584,81.39306287
(주)세코닉스,69.48991161,75.22758851,75.52723913,76.90470203,78.55343472,79.20364502,81.4522483,86.4913047,87.23492534,89.59637241
(주)세토피아,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,63.1689765
(주)세화피앤씨,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
(주)센트랄모텍,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,90.26307045
(주)센트럴인사이트,71.70380052,69.22279789,68.52203867,76.5583148,86.35826222,84.43786206,86.00502375,89.57566123,91.10680778,92.80539908
(주)셀루메드,35.95855589,52.91050574,46.47470151,59.05168725,68.19099921,73.63812133,93.8179489,59.84097091,99.23017075,88.74537029
(주)셀리드,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
(주)셀리버리,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,66.39140521,#DIV/0!
(주)셀바스에이아이,42.41713496,38.21936897,#DIV/0!,#DIV/0!,0,29.8858936,0,0,0,0
(주)셀바스헬스케어,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,60.28214308,56.29862258,81.37151166,62.12964566
(주)셀트리온,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,43.90366505,43.86209768
(주)셀트리온제약,32.31498572,31.88189327,32.29061798,32.44360397,35.20194982,35.91588064,59.96553956,57.09885016,72.36575814,63.99873549
(주)셀트리온헬스케어,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,74.46509156,92.59160416,80.98750811
(주)셀피글로벌,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,81.01118374,74.59903057,77.30554542,80.48840774,76.06833334
(주)소프트센,72.98811977,#DIV/0!,#DIV/0!,#DIV/0!,87.99860798,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
(주)손오공,87.83499404,72.56631077,72.85932071,83.44123239,76.66716728,75.15357235,80.44083562,90.16124496,83.08190263,80.89173898
(주)솔고바이오메디칼,59.36908425,68.84544301,73.23487879,68.7032462,62.81593607,73.43861294,73.28519081,75.14157257,87.24037076,70.41894931
(주)솔루에타,#DIV/0!,#DIV/0!,#DIV/0!,67.07516763,83.47762052,68.34396342,85.43190349,84.00126656,86.12861581,85.3519288
(주)솔본,53.35941356,57.00549501,55.96419178,47.89291785,44.11102448,38.65508937,41.2619608,45.94932061,35.41163209,47.07814104
(주)쇼박스,79.70322551,96.71604909,80.10080676,85.56027558,86.07541744,82.70977998,79.86747227,80.29493564,80.05061793,86.47424899
(주)수산아이앤티,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
(주)수산중공업,67.78049833,67.25062254,69.80569579,73.66752859,74.11617731,73.58431456,70.89343058,72.04186525,75.52808784,79.9133932
(주)수젠텍,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,99.82481513
(주)슈프리마,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,50.84882232,46.82283775,45.78439067,35.53741134
(주)슈프리마아이디,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,60.25260511
(주)슈프리마에이치큐,50.48909117,52.82271894,49.72943302,48.16620014,51.56743601,63.40907064,62.43880073,65.10392374,60.09648048,60.93870373
(주)슈피겐코리아,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,33.73147192,31.72683953,31.59007043,29.48791744,30.17970968,32.69505388
(주)스마트솔루션즈,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,72.38642831,63.72551469,62.29993855,58.69914401,62.10539486,79.29720089
(주)스맥,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,79.80348644,82.54200751,80.11450843,88.88776746
(주)스카이문스테크놀로지,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,95.28019847,75.06236564,#DIV/0!
(주)스킨앤스킨,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,40.38661385,57.24519069,72.81699264,79.78052565,89.54959855
(주)스타플렉스,77.67554935,96.65788448,93.17065876,83.63326341,82.74684061,79.52430799,78.66993483,86.13610936,89.32079219,86.90995108
(주)스튜디오산타클로스엔터테인먼트,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,74.67521183,78.7826277,66.70213944,0
(주)스페코,79.877731,83.93660428,83.0262024,80.74016175,79.15024005,77.26060853,78.54865671,81.59051834,89.65945977,81.9175563
(주)승일,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
(주)시공테크,87.45884018,85.54644938,90.22911195,90.52102606,85.79255714,91.97103581,103.8445751,87.82444218,99.57792645,88.25792114
(주)시너지이노베이션,95.99382085,77.1660595,83.56110926,96.34969701,88.75745806,115.8958629,63.89969017,62.53660589,58.69780843,65.45992
(주)시노펙스,93.65763528,91.19600922,93.68272346,91.94105614,91.14521227,96.93582847,76.70853731,75.18673968,79.21583379,77.87233164
(주)시디즈,#DIV/0!,85.19409138,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
(주)시스웍,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,70.10422392,62.58496268,74.48235135
(주)시큐브,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,39.14674239,42.18563146,46.34696702,34.91269679
(주)시티랩스,#DIV/0!,#DIV/0!,#DIV/0!,87.7615553,88.48036485,90.45260735,90.54718495,89.36629319,86.44476775,36.91057261
(주)신도리코,77.23148897,79.19201782,81.48332604,77.35415647,80.44006026,81.90357482,81.03313975,79.92988926,80.42258644,80.03876398
(주)신성이엔지,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,98.33978507,93.28537653,90.06827131,87.18120348
(주)신세계,32.85672371,35.35471794,35.11205201,35.76965713,35.88087802,36.24746647,35.87346348,40.27884535,44.19106461,48.88679313
(주)신세계아이앤씨,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
(주)신세계인터내셔날,#DIV/0!,#DIV/0!,52.43446898,52.39488654,52.29629427,51.51552445,49.29642828,47.86399769,44.28914876,41.26972172
(주)신세계푸드,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,89.01466863,86.82771631,85.86082594,86.98656308,86.91900851
(주)신영와코루,40.48855167,40.84082536,43.48376816,44.49664964,44.92764803,43.1158576,42.8137473,42.36016765,40.79057615,40.44014528
(주)신원,63.13508479,65.76281352,66.75003923,67.36303981,68.26227753,67.24740731,68.10584848,70.07004537,72.34502937,73.90435445
(주)신진에스엠,#DIV/0!,70.63321811,70.87282777,75.88000917,76.67503842,76.7528093,81.31462038,78.10283686,79.41074489,78.53098689
(주)신테카바이오,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
(주)신화다이나믹스,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
(주)신화콘텍,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,74.62277246,84.01795928,77.43337949,68.98847525,81.23735176,79.48520055
(주)신흥,77.56661817,79.7321538,80.55562558,75.86009257,72.52590555,71.78224403,74.59551465,74.10911314,75.76556335,75.0107094
(주)심텍,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,88.52876367,87.56454463,87.49187526,86.92814708,91.20504764
(주)심텍홀딩스,78.46866421,83.29598129,85.76147178,98.77411353,91.2382098,88.78369128,88.339508,88.07613915,87.10635788,91.34990124
(주)싸이맥스,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,83.74275869,82.05938287,79.79250619,78.86489932,85.13152059
(주)싸이토젠,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
(주)쌍방울,72.53979187,72.33987471,69.15363621,68.97412759,69.35567816,67.6622436,73.18860209,77.57854083,65.69216699,76.47156993
(주)썸에이지,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0,0,0,0
(주)쎄노텍,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
(주)쎄니트,84.86556885,85.92890877,80.56947787,77.79091925,75.31126929,77.05834046,78.78395058,81.08191345,81.97073716,82.05904842
(주)쎄트렉아이,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,80.91056776,73.49851667,79.81247007,75.55170708,78.1539216,78.70606702
(주)쎌마테라퓨틱스,99.56908728,99.43174326,99.59114817,99.86633637,100.1146987,96.95964915,99.35393265,99.05728642,98.92592454,96.80497106
(주)쎌바이오텍,35.6788383,35.62424699,33.2568883,30.16907114,27.06585138,23.08271027,21.94015732,20.68082212,21.90446786,23.39208077
(주)쏠리드,69.49927091,76.32081913,71.74523485,71.28322112,72.55084994,74.5082276,71.55136188,64.97524572,69.23353513,71.42070649
(주)씨씨에스충북방송,63.09368275,62.83629514,62.24493019,68.97226708,80.93753757,75.62380952,81.3568843,80.46638441,88.36516638,74.13140082
(주)씨아이테크,#DIV/0!,#DIV/0!,#DIV/0!,75.68102753,69.58208458,66.19898304,64.88904506,62.30474096,61.09938342,68.23517742
(주)씨에스,67.77495194,65.60285007,70.21447583,86.68084598,84.04458819,96.65855419,84.05080905,82.35840664,85.96708723,85.14079808
(주)씨에스에이코스믹,81.11379944,81.77607771,81.98879152,83.92249965,82.69007992,#DIV/0!,#DIV/0!,71.16580411,54.66588085,57.14108681
(주)씨엔플러스,#DIV/0!,77.37048239,81.6066835,88.85949668,98.7081455,92.27362728,93.19845696,77.63409072,83.13016917,84.11120138
(주)씨유메디칼시스템,#DIV/0!,#DIV/0!,53.25905843,57.06551337,54.91399446,53.54576913,78.76754461,78.53249404,77.73357582,78.18902059
(주)씨제이이엔엠,36.74793266,36.63339455,43.09920444,50.03877373,49.71776389,46.4336391,45.25794079,43.71866092,58.30547988,61.41988205
(주)씨젠,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,27.29578888,28.23047388,28.8442228,33.55681152,33.84570462,33.34116365
(주)씨티씨바이오,69.3514842,72.13079695,68.84639646,72.83552178,69.95820616,69.90944502,73.70897437,77.06953445,73.33142683,80.43727813
(주)씨티케이,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,68.72673399,77.55260028,73.12519206
(주)아가방앤컴퍼니,58.38031233,57.75775463,58.53914938,58.60476628,58.19256141,56.28919364,55.56833321,54.26554364,53.70695821,47.25797396
(주)아나패스,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
(주)아난티,#DIV/0!,#DIV/0!,72.1444252,62.2890797,51.42957212,47.41391632,50.88849072,55.15212944,60.9481785,58.29700808
(주)아리온테크놀로지,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,86.82800343,87.4236615,85.48860636,70.9785248
(주)아모그린텍,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
(주)아모레퍼시픽,30.81265148,30.3212262,29.73207074,29.40919341,26.54074636,24.53319647,25.23737375,26.9276525,27.1867732,26.89027494
(주)아모레퍼시픽그룹,32.16246163,31.40846635,29.54464067,30.79180447,27.76320806,24.99396232,24.49978311,26.77268192,26.63124132,26.12615656
(주)아모텍,68.70327756,74.73126965,75.85849246,76.70425683,79.72977273,81.61410841,78.02102657,74.84927027,79.52911393,80.30708874
(주)아미노로직스,93.35739191,107.7478992,137.9519314,95.09311359,96.84896079,58.42499012,73.07194323,76.89875275,61.60578124,82.64813337
(주)아바코,87.60606239,91.10800419,93.86808519,88.47927602,84.93704325,82.92050423,86.06451051,87.88069505,84.69531797,78.16194643
(주)아바텍,#DIV/0!,#DIV/0!,68.77387193,74.54378209,68.4848134,79.7557599,77.95179545,77.24460356,#DIV/0!,83.4089501
(주)아세아텍,#DIV/0!,79.15550226,81.06476145,79.72785125,78.50066921,80.04688686,79.19364483,78.70389351,#DIV/0!,#DIV/0!
(주)아센디오,#DIV/0!,#DIV/0!,83.05062025,98.78635224,99.14088143,98.50197425,#DIV/0!,80.51407124,84.62817496,81.81527087
(주)아스타,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,69.08532422,34.32876005,17.99043529
(주)아스트,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,83.81421618,84.51986107,83.00892717,76.54848587
(주)아시아경제,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,61.33055568,47.9611029,48.20840056,45.80267418,49.00408179
(주)아우딘퓨쳐스,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,64.33153321
(주)아이디스,#DIV/0!,62.22220509,63.95256181,61.05174559,64.06598894,66.28027763,68.94325629,68.21315014,67.88481937,67.86589582
(주)아이디스홀딩스,61.96162914,54.39086292,28.90783558,67.60823506,72.31305423,72.82707967,72.93746716,75.79683693,72.60475678,71.27565082
(주)아이마켓코리아,#DIV/0!,#DIV/0!,95.07152744,94.92782884,94.33798601,94.16348176,94.42742793,94.95246525,94.75808283,94.51722325
(주)아이비김영,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
(주)아이센스,#DIV/0!,#DIV/0!,#DIV/0!,57.48003532,57.72367011,55.45619127,53.32377627,55.91124351,55.0727821,54.28812419
(주)아이스크림에듀,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
(주)아이씨디,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,86.88320949,82.13131204,75.10228157,71.75368369
(주)아이앤씨테크놀로지,#DIV/0!,#DIV/0!,72.85519268,94.59834957,111.5895686,73.08550422,75.88193214,61.14247293,53.99238306,58.70707691
(주)아이에스시,44.07204143,41.68867019,44.01418684,42.91569656,53.83562831,63.94111032,68.12548642,63.15021131,71.08623476,75.99993358
(주)아이에스이커머스,42.27456728,43.51518161,45.58538284,0,49.56580469,38.97007595,41.67488968,#DIV/0!,#DIV/0!,49.52652227
(주)아이에이,64.48308158,87.18618894,94.36138827,78.36840202,72.75843533,70.54707655,76.85992432,77.7116343,75.84071854,74.91412012
(주)아이에이치큐,95.62577457,89.72289761,85.1592927,88.92311523,87.82292048,0,0,0,0,0
(주)아이엘사이언스,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
(주)아이엠,89.47090523,91.27514577,90.82195752,90.82119066,92.32004293,88.82980884,94.43913726,93.26587631,93.96952235,97.27235445
(주)아이엠비씨,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0,0,0,0,0,0
(주)아이오케이컴퍼니,#DIV/0!,#DIV/0!,#DIV/0!,64.92997605,93.81341571,#DIV/0!,#DIV/0!,78.07127871,91.97583136,76.98397469
(주)아이윈,82.54867713,81.90691997,82.65618575,83.59212295,82.28089372,84.14594813,83.74646194,82.40050155,82.91175633,78.94251249
(주)아이윈플러스,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
(주)아이즈비전,89.62192632,91.11473251,90.62255506,86.65726865,81.2399296,83.71848273,82.34898302,79.68967792,76.23926446,80.12010596
(주)아이컴포넌트,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
(주)아이톡시,#DIV/0!,#DIV/0!,59.9586876,42.21802633,46.16283439,#DIV/0!,#DIV/0!,#DIV/0!,61.87880196,47.58877106
(주)아이티센,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,88.03795147,86.75321319,86.7752166,92.68682694,94.53620379
(주)아이티엑스에이아이,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,84.48809134
(주)아이티엠반도체,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,75.27865593
(주)아즈텍더블유비이,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
(주)아진엑스텍,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
(주)아톤,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,52.08622564
(주)아프리카티비,#DIV/0!,0,#DIV/0!,0,0,0,0,0,0,0
(주)안랩,20.76252294,29.40181631,32.82004271,34.61750443,28.21812863,26.80245917,26.05168426,22.85961846,19.11421492,0
(주)안트로젠,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
(주)알로이스,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
(주)알루코,82.88925216,87.95205015,89.31573998,86.5071882,88.62593552,87.42412226,87.50691326,89.54567766,89.51164508,86.89233697
(주)알에프세미,64.68992757,64.4354148,75.4636852,77.68306097,84.33825838,84.43752137,83.54906012,87.22029992,83.48659071,80.64653045
(주)알에프텍,87.29376081,88.04120038,87.19471308,90.5341938,93.10511542,90.21870979,88.99534888,88.75013228,89.27838989,85.83528364
(주)알엔투테크놀로지,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
(주)알테오젠,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,44.96780866,26.80494621,90.80384645,91.44949141,85.71700565,62.02394922
(주)알톤스포츠,#DIV/0!,68.06180522,68.20877877,67.45352962,63.50332012,68.21805344,68.02984453,82.23324955,78.60092834,86.64272268
(주)알티캐스트,#DIV/0!,#DIV/0!,#DIV/0!,0,0,0,0,0,0,0
(주)알파홀딩스,#DIV/0!,#DIV/0!,81.01276999,#DIV/0!,72.07845196,#DIV/0!,93.27502889,91.99512828,90.75287145,81.55896847
(주)애니플러스,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
(주)애드바이오텍,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
(주)액션스퀘어,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0,0,0
(주)액토즈소프트,65.30133398,65.87633523,64.88815729,49.25903357,59.87721443,52.82865677,50.99542686,48.73332183,37.10619968,23.73344774
(주)액트로,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,78.15018427,82.10878394
(주)앤디포스,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,68.79038229,74.34981692
(주)앤씨앤,#DIV/0!,#DIV/0!,57.8564962,85.66861051,61.54900917,61.37377029,65.11109368,67.82432207,78.11903473,74.68262566
(주)야스,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,68.2546158,67.31525579,72.75181731
(주)양지사,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
(주)어스앤에어로스페이스,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
(주)얼라인드제네틱스,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,46.53008978,36.13930038,40.85836468,40.81887857
(주)에너토크,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,70.55625313,73.48425462,69.81625261,72.35563732
(주)에넥스,83.79772546,81.21858239,85.0273319,82.34370845,80.36374411,79.28274012,82.33828023,83.77105409,90.71608161,91.41580563
(주)에스디생명공학,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,45.57279892,51.54068465,67.5448596
(주)에스디시스템,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
(주)에스비에스,78.23696226,66.47620996,75.24075513,76.39843861,84.7385583,75.72291944,84.28583788,78.64343322,82.74246034,80.38559027
(주)에스비에스콘텐츠허브,76.77423669,80.54094805,79.1678281,81.29956548,89.77606914,91.69962264,91.65702163,93.94133576,95.33328517,95.26696172
(주)에스씨디,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,83.25033317,85.14250397,87.44816706,89.47238373,90.35541625
(주)에스아이리소스,68.40232258,59.44273269,60.91131148,64.29735849,66.52310172,66.88069634,76.0398699,73.01661733,67.99144588,#DIV/0!
(주)에스앤더블류,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
(주)에스앤에스텍,70.32623054,72.08159,81.53221152,85.40963625,66.50895526,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
(주)에스에너지,89.29463755,91.74470453,84.02468321,88.11334497,89.52889719,91.62396052,89.55389384,85.13182024,83.63064279,83.86565463
(주)에스에스알,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
(주)에스에이엠티,95.37001672,95.66138795,95.88515904,95.60035102,95.0046794,95.08741343,94.94134551,95.63556416,95.4536304,95.79294373
(주)에스에이티,79.07661504,75.92177226,78.70404361,64.65192962,69.9512264,74.11696689,84.30311915,82.09946656,85.09965024,83.31162527
(주)에스에프에이,83.73531298,79.50052241,73.25974846,73.80202637,80.11803358,79.53946625,85.33003469,83.07160533,78.99265294,79.88421518
(주)에스에프에이반도체,89.07149378,89.84270008,90.98776976,94.61247382,85.48788574,92.3357092,93.06674352,91.35026893,89.78578718,90.97690835
(주)에스엘바이오닉스,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,79.58710272,77.14597187,78.0112431,85.20982255,86.0159612
(주)에스엠라이프디자인그룹,#DIV/0!,#DIV/0!,#DIV/0!,74.66793653,73.40733571,82.15771467,69.35944408,79.53178365,76.12993111,79.1315458
(주)에스엠벡셀,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
(주)에스엠엔터테인먼트,53.95029207,60.49297867,54.5456397,63.2715749,64.38859759,65.2691957,70.77239487,68.14218568,66.88932971,67.2225491
(주)에스엠컬처앤콘텐츠,23.7017189,0,41.77600122,76.3975141,87.38030549,85.94469201,82.45987656,86.39834506,75.46807361,65.54423099
(주)에스엠코어,#DIV/0!,81.45684971,85.48857407,87.64197323,87.52990451,90.5843813,116.9324237,93.18621131,94.3598293,91.28882214
(주)에스원,60.17714882,61.23770538,63.61493122,65.80914771,68.58661347,70.20662533,69.98466646,70.84411133,72.89293401,74.72768555
(주)에스제이그룹,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,25.7148902
(주)에스제이엠,73.71616951,72.84205825,72.33939224,75.35129833,70.61218481,70.56299043,73.59285381,77.03555977,81.99365095,78.70244781
(주)에스제이엠홀딩스,72.66005007,71.82562455,71.44219401,74.29011323,69.518647,69.67451627,72.5213245,74.30212913,79.46118657,76.6755103
(주)에스지글로벌,84.85060382,90.34681158,98.31223845,90.12861399,91.66347504,93.91149817,90.70741296,94.16733591,89.60875211,89.67807825
(주)에스지세계물산,71.88239632,71.87076131,70.25405592,70.75875973,72.82348757,70.93112544,71.14638115,70.17528125,69.80258727,71.82510963
