회사명,거래소코드,2010매출액(수익)(*)(IFRS연결)(천원),2010매출원가(*)(IFRS연결)(천원),2011매출액(수익)(*)(IFRS연결)(천원),2011매출원가(*)(IFRS연결)(천원),2012매출액(수익)(*)(IFRS연결)(천원),2012매출원가(*)(IFRS연결)(천원),2013매출액(수익)(*)(IFRS연결)(천원),2013매출원가(*)(IFRS연결)(천원),2014매출액(수익)(*)(IFRS연결)(천원),2014매출원가(*)(IFRS연결)(천원),2015매출액(수익)(*)(IFRS연결)(천원),2015매출원가(*)(IFRS연결)(천원),2016매출액(수익)(*)(IFRS연결)(천원),2016매출원가(*)(IFRS연결)(천원),2017매출액(수익)(*)(IFRS연결)(천원),2017매출원가(*)(IFRS연결)(천원),2018매출액(수익)(*)(IFRS연결)(천원),2018매출원가(*)(IFRS연결)(천원),2019매출액(수익)(*)(IFRS연결)(천원),2019매출원가(*)(IFRS연결)(천원)
(주)아이컴포넌트,59100,,,,,,,,,,,,,,,,,,,,
(주)아이톡시,52770,,,,,36657762,21979513,34541745,14582843,27461546,12677028,,,,,,,14499261,8971969,3774569,1796271
(주)아이티센,124500,,,,,,,,,,,239266192,210645054,273654423,237404005,311549095,270347402,697948340,646906170,1542384997,1458112224
(주)아이티엑스에이아이,99520,,,,,,,,,,,,,,,,,,,31861192,26918913
(주)아이티엠반도체,84850,,,,,,,,,,,,,,,,,,,397697086,299381021
(주)아즈텍더블유비이,32080,,,,,,,,,,,,,,,,,,,,
(주)아진엑스텍,59120,,,,,,,,,,,,,,,,,,,,
(주)아톤,158430,,,,,,,,,,,,,,,,,,,32525173,16941135
(주)아프리카티비,67160,,,47877174,0,,,48101419,0,50455001,0,62867913,0,79830292,0,94552465,0,126627786,0,167868522,0
(주)안랩,53800,73589891,15279118,103168895,30333529,131665371,43212631,137329001,47539873,135422446,38213680,134452685,36036626,142879622,37222548,150259297,34348702,159815065,30547395,166992214,0
(주)안트로젠,65660,,,,,,,,,,,,,,,,,,,,
(주)알로이스,297570,,,,,,,,,,,,,,,,,,,,
(주)알루코,1780,384273590,318521505,372925440,327995570,349549374,312202610,376198466,325438715,382033178,338580478,433853367,379292498,428583721,375040385,461688892,413422447,506772982,453620833,454372346,394814750
(주)알에프세미,96610,29134548,18847118,37082561,23894302,42461674,32043144,52500596,40784070,55409738,46731608,57248130,48338902,64179251,53621161,62185137,54238063,51873304,43307253,42446601,34231711
(주)알에프텍,61040,215949807,188510708,276923588,243806851,499364258,435419232,500173065,452827652,406630607,378593896,397125105,358281146,321992443,286558298,287143154,254839929,240344983,214576131,284492015,244194528
(주)알엔투테크놀로지,148250,,,,,,,,,,,,,,,,,,,,
(주)알테오젠,196170,,,,,,,,,7042578,3166893,4726609,1266965,6843720,6214361,12104356,11069372,13703079,11745869,29229182,18129093
(주)알톤스포츠,123750,,,70386414,47906264,65973565,44999763,61493639,41479630,68386922,43427966,62283136,42488343,52560248,35756655,43446206,35727227,49080045,38577371,31187516,27021713
(주)알티캐스트,85810,,,,,,,73675699,0,77137145,0,62727442,0,65415904,0,70643136,0,76200156,0,53178375,0
(주)알파홀딩스,117670,,,,,32223368,26105043,,,39384206,28387526,,,56639827,52830815,69995825,64392749,85086013,77218000,73164302,59672050
(주)애니플러스,310200,,,,,,,,,,,,,,,,,,,,
(주)애드바이오텍,179530,,,,,,,,,,,,,,,,,,,,
(주)액션스퀘어,205500,,,,,,,,,,,,,,,9402123,0,7471298,0,5838397,0
(주)액토즈소프트,52790,103464185,67563493,99270630,65395853,82978009,53842901,139365154,68649928,102829670,61571542,100752238,53226054,72386383,36913745,55399431,26997983,37652204,13971302,62665219,14872617
(주)액트로,290740,,,,,,,,,,,,,,,,,105631916,82551537,107845425,88550567
(주)앤디포스,238090,,,,,,,,,,,,,,,,,47757634,32852659,84122729,62545095
(주)앤씨앤,92600,,,,,53108560,30726752,36693560,31434863,35866618,22075548,63184945,38778983,64056482,41707876,53399310,36217720,58778225,45916982,78473813,58606304
(주)야스,255440,,,,,,,,,,,,,,,86546664,59072093,184507976,124202016,86853451,63187464
(주)양지사,30960,,,,,,,,,,,,,,,,,,,,
(주)어스앤에어로스페이스,263540,,,,,,,,,,,,,,,,,,,,
(주)얼라인드제네틱스,238120,,,,,,,,,,,,,4711534,2192281,5636108,2036850,5675117,2318760,7793683,3181294
(주)에너토크,19990,,,,,,,,,,,,,26023692,18361342,24468473,17980475,23055729,16096646,23483475,16991618
(주)에넥스,11090,168316448,141045355,189018767,153518363,196849999,167376302,233610285,192363372,261923145,210491246,308322444,244446482,394111411,324504558,434532818,364012722,445687610,404310336,363611210,332398117
(주)에스디생명공학,217480,,,,,,,,,,,,,,,127402379,58060830,156623550,80724850,156259210,105545064
(주)에스디시스템,121890,,,,,,,,,,,,,,,,,,,,
(주)에스비에스,34120,705992669,552347218,744226189,494733364,780275796,587085401,727084654,555481323,822594585,697054792,792884229,600395086,829073609,698791638,773225040,608090718,914043242,756301867,817664244,657284229
(주)에스비에스콘텐츠허브,46140,154994230,118995637,200694022,161640868,193515017,153201636,197205407,160327139,198639567,178330795,215442747,197560186,257673244,236175621,197964758,185970738,159763051,152307365,162067187,154396485
(주)에스씨디,42110,,,,,,,,,,,122555787,102028101,134535550,114546936,146294275,127931662,159268818,142501608,174946389,158073538
(주)에스아이리소스,65420,22001231,15049353,45974059,27328237,42353488,25798065,38128120,24515374,37185028,24736634,28232846,18882324,25212000,19171172,33368170,24364309,28204423,19176595,,
(주)에스앤더블류,103230,,,,,,,,,,,,,,,,,,,,
(주)에스앤에스텍,101490,38645033,27177595,51020273,36776224,51816919,42247480,68041854,58114300,45730574,30414927,,,,,,,,,,
(주)에스에너지,95910,231735031,206926956,195326879,179202068,225361171,189359010,268744747,236799986,273413971,244784513,313049193,286828069,304638920,272816015,231105250,196744106,165548046,138448895,216932737,181932060
(주)에스에스알,275630,,,,,,,,,,,,,,,,,,,,
(주)에스에이엠티,31330,810004956,772501862,969528355,927464281,1024177007,982033752,1022798914,977799352,983166045,934053749,1059342878,1007301742,1063479333,1009681588,1212024348,1159126323,1176014835,1122548854,1213833610,1162766947
(주)에스에이티,60540,34938429,27628127,31641818,24023029,16595080,13060999,7626719,4930821,16795970,11748987,38862501,28803707,84693323,71399113,97309966,79890963,133941225,113983514,140167604,116775909
(주)에스에프에이,56190,654525383,548068878,781451480,621258009,507482440,371780359,478500787,353143277,415136598,332599279,526063549,418428139,1319748301,1126141683,1920384917,1595294579,1560055023,1232328850,1577746351,1260370290
(주)에스에프에이반도체,36540,384114097,342136164,463505699,416426035,537854912,489382189,540775785,511641348,550931474,470979669,516477480,476893144,429214599,399456050,449558231,410672653,457853090,411087001,588938238,535797801
(주)에스엘바이오닉스,214310,,,,,,,,,,,57249639,45563329,59330985,45771465,48020218,37461169,32126457,27374897,24150312,20773123
(주)에스엠라이프디자인그룹,63440,,,,,,,15527152,11593804,22980973,16869720,16460156,13523288,11371357,7887110,33280384,26468483,20031354,15249856,36981225,29263815
(주)에스엠벡셀,10580,,,,,,,,,,,,,,,,,,,,
(주)에스엠엔터테인먼트,41510,96812677,52230722,143002535,86506493,241325968,131632793,268700179,170010835,286980060,184782436,325439247,212411579,349870229,247611540,365386504,248982350,612227479,409514857,657825612,442207145
(주)에스엠컬처앤콘텐츠,48550,18695412,4431134,16312677,0,19551687,8167913,57588578,43996242,62680400,54770325,75502152,64890092,95394112,78661867,88565311,76518963,197029802,148694596,166658489,109235025
(주)에스엠코어,7820,,,67223777,54758371,78316804,66951919,76007199,66614209,91959384,80491961,73298444,66396942,50388628,58920644,72414808,67480616,93475185,88203025,128073312,116916618
(주)에스원,12750,897941876,540355819,1026118270,628371283,1096463350,697514406,1274104352,838477215,1718331685,1178545511,1799570545,1263417750,1830176817,1280843141,1942266128,1375981178,2018339271,1471226713,2151521516,1607782233
(주)에스제이그룹,306040,,,,,,,,,,,,,,,,,,,109494821,28156473
(주)에스제이엠,123700,106698782,78654255,176464054,128540049,187307251,135496927,183092244,137962383,157096646,110929374,180300135,127225167,176789058,130104113,163096255,125642113,155259475,127302912,157732122,124139041
(주)에스제이엠홀딩스,25530,153263258,111361160,177303373,127349255,189997621,135738469,186255266,138369248,161934964,112574996,185141914,128996733,181367297,131529966,169845355,126198715,160740722,127726485,160751444,123256990
(주)에스지글로벌,1380,56961465,48332147,90556204,81814643,114473043,112541011,136699203,123205097,120977926,110892571,112358741,105517777,141456442,128311479,143292754,134934969,134548200,120566963,125797650,112812915
(주)에스지세계물산,4060,321166544,230862208,342171589,245921326,321841545,226106739,313797490,222039212,340410703,247898946,317710618,225355717,308617898,219570466,285426943,200299160,320202197,223509418,312545170,224485911
(주)에스지엔지,40610,25890881,21388597,931116544,756925935,955617969,787921846,1007026648,838895034,961587982,792890237,913193255,766559212,1199996426,1022498084,1217586997,1058210801,1088824262,947836189,938887548,800057368
(주)에스코넥,96630,99373470,78132680,140355090,114328398,216241217,184422630,315858419,274638475,280173771,240386389,307564793,265615308,334554748,284322947,365629927,313350232,367055024,318824285,254480908,242084674
(주)에스텍파마,41910,,,,,,,42247214,29200692,44214723,35531034,45065875,36660648,43397040,31724778,38213541,27115220,40335857,30490403,46489682,33488949
(주)에스티아이,39440,84837537,71157730,92705960,79379671,72033627,56995823,99700888,82904177,121153111,100469719,125514037,101750817,180384449,145612060,287012566,231938792,286609574,234174305,318857509,257465850
(주)에스티오,98660,90530850,31685906,99990813,33030790,95471692,32844194,86125658,35770277,93693229,39003061,101207723,41281097,100535861,41870128,90839468,39885284,88321595,39388088,85144202,34545631
(주)에스티큐브,52020,17737499,15082471,7420567,7057599,11230833,8035469,8852506,7377474,5483598,4846745,5349045,5263019,15263722,5948784,8460728,8665915,11073434,10976210,17388631,8966335
(주)에스폴리텍,50760,146228660,123822245,146232897,127410518,130530627,109683583,118348515,102389975,112565675,101546966,100316555,87692544,117696775,102030215,122283422,107956050,136887455,120307444,135032554,107653235
(주)에스피시스템스,317830,,,,,,,,,,,,,,,,,,,31959900,26027825
(주)에스피씨삼립,5610,267656398,184991288,627219551,455642674,836986538,624144363,1066244749,820357142,1107627827,840222311,1373768365,1064995131,1870335371,1512965847,2065510858,1687201497,2200883745,1844426728,2499238196,2117499691
(주)에스피지,58610,109288322,84032084,105205996,84070321,106313494,85067101,115621668,93073260,135091429,108969292,138807894,112022810,152272422,122924045,295751093,239431475,305413294,246405866,315161067,255745605
(주)에쎈테크,43340,,,,,,,,,,,,,,,,,,,,
(주)에이디칩스,54630,66869914,54699531,66926705,54328057,45600047,36031675,43041906,33928700,26185290,21180757,13172615,9506431,25298566,19714021,,,,,,
(주)에이디테크놀로지,200710,,,,,,,,,68482209,52766359,35797490,28761631,22667923,21873302,,,110264723,92261217,225809534,207922950
(주)에이루트,96690,,,,,26937127,20977755,31403847,22953878,,,,,33960104,24810433,36658646,26513733,22194327,18726448,31253724,24359627
(주)에이블씨엔씨,78520,,,330258882,93274634,452287073,130651055,442423818,141429539,438349537,141250543,407879121,149665899,434555619,166099503,373285260,151371091,345522432,144551800,422205555,168852823
(주)에이비프로바이오,195990,,,,,,,,,,,77101167,54752457,49520835,35711926,45943801,43914499,58911297,50030506,31930109,44610195
(주)에이스침대,3800,172097035,88224083,189094755,95746013,178410865,89221089,164783680,84682691,169261600,84976696,192732968,87944761,203651325,90081163,206082706,90955276,,,,
(주)에이스테크놀로지,88800,134473862,116781534,154628013,141691740,285344564,249274683,315608452,243170288,427492116,339272779,421924400,339623647,322117339,270076204,351616055,289558207,377316650,288894120,378602472,289254079
(주)에이스토리,241840,,,,,,,,,,,,,,,,,,,,
(주)에이엔피,15260,338493163,302632715,419647455,382076103,450493369,401402240,507779099,459545385,528852438,473880851,579624844,523274473,103554957,97009451,101153876,101629542,107826344,105932566,105840629,105608236
(주)에이치비테크놀러지,78150,62377508,46662599,,,,,,,,,,,,,,,273910965,243921965,280566411,242956070
(주)에이치시티,72990,,,,,,,,,,,,,28240813,15302257,27878325,18187579,36429972,21698910,47420588,27641646
(주)에이치알에스,36640,61168523,47505087,57864184,44540343,61133599,49272518,56466789,45935537,57373123,44596314,59727110,46547722,56490991,44716454,67720042,52525691,74617790,62087691,66720013,57397379
(주)에이치앤비디자인,227100,,,,,,,,,,,,,,,,,31441043,26264352,21792788,18982188
(주)에이치엘사이언스,239610,,,,,,,,,,,,,,,,,,,,
(주)에이치케이,44780,46462715,38871104,60925684,48033256,62945257,47182240,52065819,39494935,55030177,44217428,57333919,45593813,61788534,49857116,57186686,44206720,55488123,44344937,54958238,43480737
(주)에이텍,45660,94083372,79323988,111111966,88422005,,,,,,,,,,,,,,,,
(주)에이텍티앤,224110,,,,,,,,,,,,,,,40937913,31253226,118586165,82149974,128024267,96863041
(주)에이트원,230980,,,,,,,,,,,,,,,8199432,7421391,37534312,34137320,13058815,11134056
(주)에이티세미콘,89530,,,,,,,78868647,69849890,,,,,,,,,119592451,100715652,128076925,109358834
(주)에이팩트,200470,,,,,,,,,,,,,,,,,,,,
(주)에이프로젠,7460,382342678,331639419,354366069,338823596,170688128,139197333,,,,,,,,,44897115,40600896,51047023,41864066,78248841,58893350
(주)에이프로젠헬스케어앤게임즈,109960,,,,,,,20703785,17415571,,,,,15423603,12748047,11242042,8599194,19416757,14215433,21901096,15360234
(주)에치에프알,230240,,,,,,,,,,,,,,,,,134994659,114176722,156662931,132986452
(주)에코마케팅,230360,,,,,,,,,,,,,16642127,0,24092472,0,62103162,0,111354943,0
(주)에코프로,86520,,,,,,,,,,,,,170483368,141696621,329012475,273769149,669407171,561195376,702272501,592082563
(주)에코프로비엠,247540,,,,,,,,,,,,,,,,,,,,
(주)에프알텍,73540,,,,,,,,,32285309,22945523,42808888,35626137,21932679,18322781,23215136,19161472,24607102,19903171,26150315,19833120
(주)에프앤리퍼블릭,64090,23395458,19295541,28665431,25013022,26604407,23052957,26772054,22517302,,,19115992,17355903,54679135,56458414,77374491,64156337,102914918,79401274,34123439,31362824
(주)에프앤에프홀딩스,7700,209972061,76877490,218167782,85501727,200762944,86668956,222378411,90517115,301412850,119823195,370012003,157616991,438979655,183380699,560518177,192230562,668726803,228071235,910336565,293361768
(주)에프에스엔,214270,,,,,,,,,,,,,32484436,19334137,34193103,19170269,125414863,0,145425213,0
(주)에프에스티,36810,,,,,,,66385916,45451151,66807545,42349202,84636617,52825730,112326475,76680495,191695210,149371229,165054024,115999847,125729654,75583411
(주)에프엔씨엔터테인먼트,173940,,,,,,,,,60072237,39672704,72671244,55035159,91417169,76346987,116687389,94641037,74014342,67847563,84190079,74341385
(주)엑사이엔씨,54940,152286127,130045412,186774110,163297040,142759741,124632301,139478280,117432514,166550236,133909351,152966138,127551629,164818419,142345709,255852212,229217574,224054110,198234979,247113216,223753732
(주)엑세스바이오인코퍼레이션,950130,,,,,,,45840015,21980483,32305084,16752221,35582621,23895330,32485928,18421371,29464754,20320904,40239207,24647545,43058688,33651694
(주)엑셈,205100,,,,,,,,,,,20656737,7796860,27549222,13574182,33716596,14689819,32359592,13109343,34454978,14394208
(주)엑시콘,92870,,,,,,,,,,,52960638,37949679,45115501,30395788,67217160,44164752,56474117,38866930,38230244,26212141
(주)엔바이오니아,317870,,,,,,,,,,,,,,,,,,,,
(주)엔씨소프트,36570,659671818,124816307,608878406,139146699,753520026,226175983,756655651,220451748,838718200,220277005,838297603,202683140,983556874,187580188,1758721722,211500958,1715115508,0,1701185423,0
(주)엔아이스틸,8260,,,,,,,,,,,,,,,,,,,,
(주)엔에스,217820,,,,,,,,,,,,,29620173,24228356,42165075,35971631,50648403,43942399,65057075,55106274
(주)엔에스엔,31860,201691463,175429879,213097323,194002248,293487067,266139311,5598496,5200748,13409262,10224361,18619785,15990057,18771125,14656144,5233309,5119574,10306353,8441115,15368805,14184409
(주)엔에이치엔벅스,104200,44895625,28905496,47530303,27962198,50379224,35276265,,,,,,,73029718,0,92820905,0,89652083,0,84847822,0
(주)엔이능률,53290,45348901,22375131,47587863,21843121,51714369,22657288,55623117,19669727,52916516,16683912,53139374,14663785,53488427,16549891,57481263,16519108,,,,
(주)엔지스테크널러지,208860,,,,,,,,,,,,,,,,,,,6299597,803252
(주)엔지켐생명과학,183490,,,,,,,,,,,,,,,,,31034039,26769278,31468723,28804277
(주)엔케이,85310,253394645,215146675,264972460,218984578,245915174,207801574,223599371,207500366,241944106,213233571,250254926,231822368,164591201,169332648,121800023,107128033,108432788,109608720,108452406,97086499
(주)엔케이맥스,182400,,,,,,,,,,,2513084,785102,6875849,1457862,4829585,1485379,6268827,1599038,8749218,2353170
(주)엔텔스,69410,,,,,53992431,37233058,60984318,42809527,64439380,48054180,45306214,36499938,56460445,44134271,46939426,36499987,62313287,46303120,60229899,42557394
(주)엔투텍,227950,,,,,,,,,,,,,,,,,19115790,16082250,,
(주)엔피,291230,,,,,,,,,,,,,,,,,,,,
(주)엔피케이,48830,64263355,58147404,70138501,64774949,64600597,58782712,67412834,60206293,62639099,56973493,59069727,55775415,67437534,61592384,73092700,65768249,67274847,61555293,65034697,60513593
(주)엘디티,96870,,,,,,,,,,,,,,,,,,,,
(주)엘아이에스,138690,,,,,20373934,25938175,42107235,35590916,36925075,32360523,121904067,61259707,102985201,39400992,91942892,64538173,211363819,168166166,145119083,111291870
(주)엘앤씨바이오,290650,,,,,,,,,,,,,,,,,21240894,7859474,29151665,10487390
(주)엘앤에프,66970,157339854,146969303,210921751,197947663,239316331,226257430,225969174,217086958,245675375,230894394,235128641,224958681,249732039,222030322,403019916,357904622,505664305,457261052,313264235,298054016
(주)엘앤케이바이오메드,156100,,,,,,,,,,,,,34448849,13759264,31514425,16639311,31323219,14476956,25776889,14295216
(주)엘에스,6260,10359600000,9070382000,12351573000,11137710000,11881204000,10536170000,11445455000,10073081000,10886348000,9572294000,9999749000,8651928000,9621313000,8321291000,9515114000,8250825000,10110159000,8855027000,10176243000,8926277000
(주)엘에스네트웍스,680,386358410,189255083,454028664,225600954,654844454,370752360,771011942,515024612,951010673,671565455,810130161,594926657,487042509,343336445,443352650,301751947,445887878,313286305,402812773,297230040
(주)엘에프,93050,1127752431,408290596,1439319872,553696790,1466496900,588748902,1486052176,579376631,1460156058,544218583,1571047846,628955168,1529296619,626184953,1602059905,661349406,1706682100,763854779,1851716801,805870719
(주)엘엑스세미콘,108320,257030419,186909103,301486881,233538984,472637325,394210720,410236860,337787685,390705091,312002656,535837006,423010218,610043215,479656487,692761282,540353985,791818132,598160376,867122050,654231515
(주)엘엑스인터내셔널,1120,14386135704,13717201915,13986834138,13357450399,12793756148,12178104861,12072685790,11582846878,11372192850,10873218364,13224458801,12710715011,11966717412,11220847480,12827237444,12076656118,9988224866,9277167228,10530857112,9817350113
(주)엘엑스하우시스,108670,2242065000,1789938000,2450105000,1964687000,2451083000,1923078000,2676952000,2062076000,2825120000,2150788000,2768561000,2009672000,2928337000,2133198000,3256451000,2461187000,3266496000,2535790000,3186807000,2440053000
(주)엘엠에스,73110,,,92526620,63646831,84113942,54295786,111677511,73911942,138878415,95157575,123425729,91374059,113507609,81101818,143748592,96943228,109393200,72353110,163181110,93588887
(주)엘오티베큠,83310,82273019,57932461,66656320,47689036,72619688,50130293,83757931,61014262,88475695,64393526,123883585,88999831,124058524,85789370,200745090,138481977,169314397,109835451,150245826,106711802
(주)엘지,3550,9480342000,7168979000,10059024000,8277040000,9827154000,8215172000,9799213000,8184718000,9865402000,8361929000,9968190000,8340966000,10725374000,8924325000,11841058000,9293904000,11944790000,9557828000,6575339000,5216657000
(주)엘지생활건강,51900,2826483495,1333774430,3452434428,1736266575,3896218098,1903208877,4326255199,2031822797,4677009785,2101828378,5328492268,2226175065,6094059406,2434038196,6270463510,2460927030,6747536802,2696414092,7685424230,2917246275
(주)엘지유플러스,32640,8500751000,0,9185166000,0,10904634000,0,11450300000,0,10999828000,0,10795218000,0,11451046000,0,12279382000,0,12125051000,0,12381969000,0
(주)엘지헬로비전,37560,,,,,890993460,501632370,1160226581,716306698,1270375727,808944372,,,,,,,1178041258,116896773,1112180459,89972312
(주)엘지화학,51910,19471450000,15472600000,22675593000,18594862000,23263019000,19955076000,23143612000,19834673000,22577830000,19573940000,20206583000,16540541000,20659296000,16595060000,25698014000,20134488000,28183013000,22836816000,28625042000,23779235000
(주)엠게임,58630,58704983,0,50386559,0,44965696,0,31915987,0,30725569,0,,,,,,,27118175,0,37630626,0
(주)엠디에스테크,86960,70611259,46058739,70690493,46148820,72716143,47085604,83700753,57210306,105180653,72849670,117801533,80865248,150281101,106165019,148934255,101787953,158945065,105202314,154901982,104469962
(주)엠씨넥스,97520,,,,,170354058,147588805,297244088,264792434,410392827,357024755,502865298,436275489,412481617,395155009,668465044,605047716,696954048,609782102,1267712135,1083588321
(주)엠아이텍,179290,,,,,,,,,,,,,,,,,29599153,15225912,32654539,17946513
(주)엠에스씨,9780,95417460,78761887,112592896,91844608,114903220,92149602,127198058,101816424,129226165,102005159,134818282,105854944,135618091,104323256,141954747,109865344,144605455,113355763,149239104,117068926
(주)엠에스오토텍,123040,180194064,124919968,316363990,259863246,329747992,282603317,676720372,589331391,803779918,731025674,864031681,765028585,747893634,663270912,704192245,639676599,891949819,817552578,1274416674,1134083005
(주)엠투엔,33310,,,,,,,,,39002935,31236633,51008316,41933034,49727413,41163963,51170397,43452759,53252622,45850675,46465722,40823724
(주)엠플러스,259630,,,,,,,,,,,,,,,,,,,104343607,89345505
(주)엠피대산,65150,151974342,102145673,159297346,100813366,177632560,107757376,174593729,104826704,143975989,87407830,122422450,65723376,151260360,76335949,145213359,73179526,119809794,68885097,109949106,62946090
(주)연우,115960,,,,,,,,,,,,,234568387,188976970,229295328,198740477,272929163,243078120,294610114,247749844
(주)연이비앤티,90740,505644557,491278525,421092515,407595730,372847067,358772337,439828561,421789606,447270436,431592769,456097955,440230210,398021215,379659894,271957133,270411638,287318792,271324400,316139182,294853639
(주)영우디에스피,143540,,,,,,,,,,,,,146159358,131354610,258081454,249240365,146297534,151349526,100432751,80660508
(주)영원무역,111770,806579920,604164412,990188523,706603035,1059149340,764552885,1108226794,825529088,1246335950,908878143,1584939206,1135676081,2001607172,1474629421,2009311225,1472177020,2101268459,1532124607,2388266483,1782387007
(주)영원무역홀딩스,9970,1163725337,713165119,1405976336,825079549,1449208131,893171022,1530070464,940459093,1644310600,1028699921,1880488284,1190776141,2338014921,1571364675,2384765744,1582546404,2518695930,1643814835,2737959366,1852264773
(주)영풍,670,1196348102,1083289078,1397118394,1274184690,1608387846,1417702754,3273760331,3011612723,2796468604,2697570157,2615383130,2503809713,2654083285,2548135588,3724854999,3440151906,2971432405,2963560834,3084133444,2866483411
(주)영흥,12160,119325529,102491631,176454981,151143963,197929061,175880005,237109737,211313280,212199828,187895068,208441903,183319256,185856007,164322907,177429264,157011533,196485437,176847045,197495229,176682964
(주)예림당,36000,54074169,18729748,57816896,21185226,51356824,18180027,138149161,94915444,292494471,227613570,319261870,268282506,452752394,377043270,643302706,526823352,761109382,640998596,835889331,776482983
(주)예선테크,250930,,,,,,,,,,,,,,,,,,,58932975,40341623
(주)예스코홀딩스,15360,1433292334,1277455879,1424649735,1300469052,1452421516,1333976096,1507227806,1388091327,1391334170,1284864390,1200695485,1078975767,1051315418,922847570,1115181077,978640110,1095366215,947938177,1108191971,962002705
(주)예스티,122640,,,,,,,,,,,,,52705412,41741934,150431280,122413052,92091501,78316317,53365358,59218652
(주)오공,45060,84036632,66600699,99497738,80813222,104515751,85134581,112686132,91997909,124608695,102456349,136594358,112346019,143111532,115795681,149593867,121930222,150657894,124136648,151927490,123528296
(주)오디텍,80520,83329051,57682028,74654680,65145732,85229990,71561694,73583568,58115437,60596148,48267088,58771679,46502638,55721751,42988554,48983308,41688577,45225863,41484702,41649157,37921207
(주)오뚜기,7310,1395088334,1075816717,1601340975,1253734317,1686637585,1301012797,1728175159,1337333528,1781728720,1366215407,1883098975,1425163061,2010658196,1523765766,2126150492,1649224696,2246764231,1847750040,2359651225,1951178385
(주)오르비텍,46120,,,,,38544757,32814838,23864548,24641135,,,,,,,47516202,40324481,69213196,60969961,74944341,66458489
(주)오리엔탈정공,14940,360994898,319875281,407039310,469133571,254795775,284364807,175658587,158464373,163659053,176386737,178690825,169063039,182955369,165619171,100983082,87971665,77475080,68786923,130107247,115928924
(주)오리엔트바이오,2630,44736561,32987353,47564586,35763557,52052582,37430885,76980372,59229682,83722281,70482194,93709381,77161906,105049546,88964054,109019002,100648064,121207763,106283139,30373354,27362556
(주)오리엔트정공,65500,,,,,,,,,,,53726370,48865969,71001875,66557974,97067185,84091164,98179112,91080664,97332735,87764918
(주)오리온,271560,,,,,,,,,,,,,,,1117220559,593476572,1926947889,1049975126,2023296057,1110079910
(주)오리온홀딩스,1800,1595464815,871400615,1914267055,1077177023,2368032597,1348410619,2485195930,1407923899,2463037805,1360632333,2382377301,1267654384,2386269282,1235596513,112748278,85244092,1997682828,1100287564,2103591289,1175362310
(주)오리콤,10470,90010764,47852309,104216744,56316764,112494057,64819518,100030921,58569763,94512857,54854136,126262025,79541695,161929811,107693576,167439882,113467782,182757797,124744739,198545882,142271616
(주)오스코텍,39200,24425770,14567925,25966280,16314584,24755850,16625258,21858819,12481641,17110321,9519931,18335818,9852533,3553891,1495578,3908491,1679957,18702672,2437565,4368520,2094622
(주)오스테오닉,226400,,,,,,,,,,,,,,,,,,,,
(주)오스템,31510,184713001,153070992,216802492,176855128,240296767,202350205,254979890,216630368,218064766,190856064,209187050,174803675,199278597,164436595,179488801,150316294,152338949,127905381,147018157,120243347
(주)오이솔루션,138080,,,,,,,,,71969430,43217843,59415535,39685934,79719996,53089192,76593767,53973467,81504310,54106030,210283059,122834724
(주)오킨스전자,80580,,,,,,,,,47008167,32156267,38312775,31165773,25087832,25729509,39319105,32956177,34065696,26835601,38478884,29544336
(주)오텍,67170,61989455,53543238,355808679,308317024,437597549,385968420,449123861,385528383,493892213,422480760,564434327,492395487,709690713,603457354,824117388,693424681,918665962,772319810,952257433,780952281
(주)오파스넷,173130,,,,,,,,,,,,,,,,,,,,
(주)오픈베이스,49480,77331656,55790453,106729345,82363607,112550354,84203568,114214257,87025720,114130145,79816673,118626820,84210111,156599517,121149288,136597377,105573239,146734696,119030448,157437309,125860083
(주)오하임아이엔티,309930,,,,,,,,,,,,,,,,,,,,
(주)옵투스제약,131030,,,,,,,,,,,,,,,,,,,,
(주)옵트론텍,82210,120023064,93783404,111812801,87426780,171335252,134705695,202747539,150548109,82963525,85545211,135475041,109301760,138077754,94459813,154613398,104518903,143579294,102462161,238899888,186071223
(주)옵티팜,153710,,,,,,,,,,,,,,,,,,,,
(주)와이비엠넷,57030,104619144,54913380,103140710,55356534,96068853,54060638,84559310,48158238,73918903,42255694,66825043,38790930,68386271,39079837,60928090,36615163,62611447,35439741,60080366,33649735
(주)와이솔,122990,66082660,42601392,106673305,79822794,122573594,92789031,174086344,133978685,229375102,195230352,354942300,290100655,435680523,359461259,446122563,349510359,433566057,327849569,370317281,286373617
(주)와이어블,65530,,,,,,,,,,,,,,,,,,,,
(주)와이엔텍,67900,,,,,,,,,,,,,58062572,45353944,75231069,58745035,76070963,58456979,98620699,69315810
(주)와이오엠,66430,61773406,52966303,,,,,,,,,6725465,3307902,14579406,13266708,,,,,,
(주)와이제이엠게임즈,193250,,,,,,,,,39592578,32630982,40588242,29629597,44038858,32669303,35070797,29643251,40575569,33988178,40634666,28709071
(주)와이즈버즈,273060,,,,,,,,,,,,,,,,,,,,
(주)와이지-원,19210,201771531,138073240,267124505,174809338,278976862,198093771,280560100,210409712,297677641,211555260,321918321,225511292,334715216,228587669,386598781,251024853,390942261,259727854,427959618,309583976
