회사명,거래소코드,2010매출액(수익)(*)(IFRS연결)(천원),2010매출원가(*)(IFRS연결)(천원),2011매출액(수익)(*)(IFRS연결)(천원),2011매출원가(*)(IFRS연결)(천원),2012매출액(수익)(*)(IFRS연결)(천원),2012매출원가(*)(IFRS연결)(천원),2013매출액(수익)(*)(IFRS연결)(천원),2013매출원가(*)(IFRS연결)(천원),2014매출액(수익)(*)(IFRS연결)(천원),2014매출원가(*)(IFRS연결)(천원),2015매출액(수익)(*)(IFRS연결)(천원),2015매출원가(*)(IFRS연결)(천원),2016매출액(수익)(*)(IFRS연결)(천원),2016매출원가(*)(IFRS연결)(천원),2017매출액(수익)(*)(IFRS연결)(천원),2017매출원가(*)(IFRS연결)(천원),2018매출액(수익)(*)(IFRS연결)(천원),2018매출원가(*)(IFRS연결)(천원),2019매출액(수익)(*)(IFRS연결)(천원),2019매출원가(*)(IFRS연결)(천원)
써니전자(주),4770,40277131,35436056,27011294,22422645,26449568,22687387,25561721,21911350,26032659,19876005,23185583,16204803,20833879,14499232,18693165,13284737,18683985,13627588,25615579,16581960
씨비아이(주),13720,,,,,,,,,,,,,,,,,,,,
씨아이에스(주),222080,,,,,,,,,,,,,,,26122124,22216165,43594446,37310879,,
씨앤지하이테크(주),264660,,,,,,,,,,,,,,,,,,,,
씨앤티85(주),56730,33406771,18720903,42683378,29666575,19320217,15382271,15285108,15676194,6132574,6292847,18838071,15645577,,,17293995,11010425,15491234,14067839,7220575,6959715
씨에스베어링(주),297090,,,,,,,,,,,,,,,,,,,102573702,84318566
씨에스윈드(주),112610,,,,,,,,,329233141,228952416,297142616,231215643,311217961,291265230,312226959,238323597,502207596,420772770,799390727,685775110
씨제이(주),1040,11615503495,7481766481,13271073391,8689223324,17628388035,12292133603,18851698863,13346666623,19572301244,13482375700,21166707211,14473552196,23954197397,16501957752,26898599989,18608585681,29523435477,21170216737,33779706665,24634400467
씨제이대한통운(주),120,2463605754,2204550193,2587848423,2352685057,2773220576,2526898818,3795045156,3497499003,4560087295,4081489293,5055766404,4506506640,6081945642,5410826301,7110391208,6354235538,9219680477,8391607543,10415108626,9442517707
씨제이바이오사이언스(주),311690,,,,,,,,,,,,,,,,,,,4783223,2110086
씨제이씨지브이(주),79160,548281821,264357964,628506137,303809614,779332695,366898667,915929692,448055266,1039295973,526886682,1193516367,594798157,1432245447,702646844,1714387173,847114731,1769356467,857016646,1942279329,1157277063
씨제이씨푸드(주),11150,111082629,87732822,135743012,110011106,,,,,,,,,,,,,,,,
씨제이제일제당(주),97950,5777780773,4039076388,6538208074,4771973689,9877532183,7696632173,10847718244,8769557560,11701797228,9258425633,12924472295,10038444150,14563257246,11275152096,16477174023,12922488246,18670059989,15126473806,22352462296,18069283521
씨제이프레시웨이(주),51500,1020513202,925408969,1602605922,1471392983,1872726969,1731696304,1876931463,1733436176,1795277457,1585589972,2072357920,1801351094,2327923602,2028412188,2504409846,2151396658,2828072307,2469461348,3055080974,2658610571
씨케이에이치푸드앤헬스리미티드,900120,129908310,40786115,188945702,75113876,236600342,99859529,264663801,128009595,286409031,137053674,317895237,151225832,297599718,155195898,146318993,94052608,145263948,146000717,129308878,135470884
씨큐브(주),101240,,,,,,,,,,,,,,,,,,,,
아남전자(주),8700,128819018,105972045,139506832,118102427,135849992,113587989,134219194,110925549,146493097,123008671,155608325,136650897,167580069,140832524,176293774,150864900,192311895,180670894,243272713,218732561
아미코젠(주),92040,,,,,,,,,27331644,13343349,32457292,20528771,68968045,45220054,73665135,48865367,94521965,63998384,115180889,66685374
아비코전자(주),36010,92210068,83182923,50613809,46312406,46786315,42302550,59801899,50518262,58910851,46127687,68371613,52768173,80606921,62026966,84082996,66846521,99846409,85589336,123321535,116284450
아세아(주),2030,897548037,801902404,1085054837,958738829,1034707935,843344363,1075582145,880636847,1046657561,849597955,1051931153,874466561,1095268174,896159822,1197764022,1010331253,1627628401,1278183918,1542430973,1216077778
아세아시멘트(주),183190,,,,,,,116945515,85306982,424357661,314901964,448254599,333928586,455724888,343339931,461167086,350531377,843763220,671776964,836810452,660209693
아세아제지(주),2310,449451006,402082907,517300539,465876748,494044880,406549488,644990567,557952299,615422711,528747412,597675578,534534201,633031517,547582911,728592249,653751299,775844758,600181021,697656463,549457752
아시아나아이디티(주),267850,,,,,,,,,,,,,,,,,245356818,218653919,246148801,222373279
아시아나항공(주),20560,5284964834,4042968707,5609398420,4624659882,5887872743,5109055196,5723506384,5159649586,5836234762,5186770205,5795271417,5118202747,5763550963,4909477007,6227064628,5341062500,7183387208,6453307368,6965788767,6688692847
아이쓰리시스템(주),214430,,,,,,,,,,,38981760,29555564,51110409,39392872,69607526,52825405,,,,
아이에스동서(주),10780,380036861,305236952,468877995,363744354,646588330,523104977,684764290,533064243,801592098,601938336,945846998,682749303,1724101422,1256788701,1832961032,1346732374,1715600368,1149425820,964111880,735161185
아이진(주),185490,,,,,,,,,,,,,,,,,,,4245380,2307879
아이큐어(주),175250,,,,,,,,,,,,,,,,,33320492,22044772,60922490,42712172
아이크래프트(주),52460,,,,,,,52170966,42790053,53407164,43101181,68367109,55043868,79856301,64272929,92532326,77079619,73149612,60091927,73758133,58879861
아이텍(주),119830,,,,,,,,,,,,,,,,,30905307,25413065,47026177,38138638
아진산업(주),13310,,,,,,,,,,,337731062,267965969,505965513,417965325,427926771,360016262,396944683,343890168,440797612,368725461
안국약품(주),1540,112796339,46801157,129946385,64953408,140828314,78859463,154099983,85175405,167936479,98162614,197735826,116625849,174002376,103615984,183599893,91423330,185745622,87959338,155851757,77857860
알리코제약(주),260660,,,,,,,,,,,,,,,,,,,,
알서포트(주),131370,,,,,,,21511955,0,20748768,0,18531431,0,21430529,0,23077016,0,24704712,0,28486918,0
알에스오토메이션(주),140670,,,,,,,,,,,,,,,87447208,73801867,98664317,86695470,82169975,71515393
알에프머트리얼즈(주),327260,,,,,,,,,,,,,,,,,,,,
알에프에이치아이씨(주),218410,,,,,,,,,,,,,,,62055228,41044747,108101224,61430246,107768754,68221853
압타바이오(주),293780,,,,,,,,,,,,,,,,,,,,
애경산업(주),18250,,,,,,,,,,,,,,,,,699584480,344614451,701336794,361453199
애경케미칼(주),161000,,,,,413887982,388756020,1176144492,1092886110,1161070476,1068457450,912104906,833491655,867743146,740446235,959818485,828737254,1031357749,932562489,1017022178,921269326
애니젠(주),196300,,,,,,,,,,,,,,,,,,,,
애머릿지코퍼레이션,900100,88801598,78403934,109731039,99432518,93046878,81546154,69956686,59848602,66179843,55372278,74092752,65399129,61682825,56294201,37592098,35402377,27003367,19826392,39829870,19541416
앱클론(주),174900,,,,,,,,,,,,,,,,,,,,
어보브반도체(주),102120,51174576,40227764,67905754,55115530,73675318,57032092,88348721,67302590,92016677,71067475,96919277,74285217,103201219,78872201,105824401,80716555,109543014,83469023,126805890,89398218
에스넷시스템(주),38680,144786935,125112868,169358533,147124173,141832826,121054107,188807640,163062346,217651039,188227524,197935874,176304130,209358473,187090086,213417889,187090068,270809012,234148470,316779316,276982389
에스디엔(주),99220,104246090,82833472,150017876,123859877,29662282,27048144,39842569,27409424,42294518,31459271,48181735,32060827,36206832,24715287,52641983,37900220,60887354,45350438,65023507,47682741
에스맥(주),97780,221482817,200437959,446499001,396406192,485403838,435521451,556456126,489964668,234948437,224161998,199648369,212723367,139482358,133339292,168217687,144634316,141385799,113561218,168039893,140388895
에스비더블유생명과학(주),151910,,,,,132053117,116196815,230467451,210121804,189046476,170928815,90289360,88851181,39674511,66486276,35770222,47030097,61102246,60030355,52623027,56349380
에스비아이핀테크솔루션즈(주),950110,,,,,,,63823847,35995382,53060470,36270088,58334594,41751737,68958658,49817897,85693108,62964546,130428356,79601806,78810225,22434942
에스씨아이평가정보(주),36120,,,,,,,,,,,,,35281188,0,42768733,0,49863975,0,52569945,0
에스엔유프리시젼(주),80000,,,,,,,,,,,,,,,,,82572761,58060494,64349005,45865683
에스엔케이폴리텍(주),91340,,,,,,,15923489,12583880,22477556,14925489,25584533,16217279,63430728,51084930,178587054,153334212,282148096,234705857,338044206,275323992
에스엘(주),5850,984123651,829803318,966091270,818457138,1162486576,1018011642,1241660948,1119351243,1359380094,1209538168,1395133199,1219126438,1620581391,1403823713,1489427601,1321406611,1598634354,1465521759,2262212221,2052543751
에스와이(주),109610,,,,,,,,,,,261724632,227322552,306116510,270335480,393503262,348807370,419928752,375257995,380109486,350995232
에스지씨에너지(주),5090,,,,,,,290031609,251096067,297812164,261131793,310295324,263765308,297458693,263196275,319961347,305346310,346781204,344669698,284244835,253884817
에스지씨이테크건설(주),16250,666755322,616138664,699059559,631594729,785541865,724385021,667502467,619175422,877234227,766659498,1100688301,956069647,1191570073,1050364715,1465750842,1272387144,1487904768,1322201642,1698474766,1560922503
에스지에이(주),49470,36665120,33835402,40943094,25949935,33987255,22241762,51076987,34520142,58218926,39590473,72075046,50668783,109262777,86218046,98081509,73892502,88885999,72634426,81471003,65214075
에스지에이솔루션즈(주),184230,,,,,,,,,,,19994383,10777340,49543830,35498755,55343525,38452479,45381803,36277754,45088761,32973574
에스지이(주),255220,,,,,,,,,,,,,,,,,145839541,99952519,132776115,90737745
에스케이(주),34730,1526534418,0,1701763922,0,2241803020,0,2301754740,0,2425966528,0,39569775000,35495427000,83617494000,73769694000,93296368000,82399676000,1.02E+11,91851225000,99264574000,90206178000
에스케이가스(주),18670,6443723720,6102843549,7222787081,6844359225,7583747014,7226682812,6672246520,6349561475,5943465084,5600446437,4078985548,3746641240,5254738369,4785574532,6689683934,6274170676,6859163776,6557948184,4931073628,4521732781
에스케이네트웍스(주),1740,24161463684,22485714047,27535570532,25647386122,27935503372,25923492761,25975361370,24065827305,22408068204,20667045399,20355840898,18809464154,18457381000,17434419992,15202346000,14103978000,13986475000,12913854000,13054240000,11939913000
에스케이디스커버리(주),6120,1459093252,1132569544,8864966852,8147038147,9160084618,8474075122,8256550008,7575210497,7283608289,6624356281,5269175685,4658087895,6526064902,5771018218,6746687325,6331565682,6939172193,6619493905,5021067628,4598432976
에스케이디앤디(주),210980,,,,,,,,,,,231300372,172790096,276376332,196230176,330812048,250770123,562772314,421391997,454720099,322733256
에스케이렌터카(주),68400,,,,,401375627,69082210,475737139,106704419,570015231,161920077,632145882,206145425,647644444,197867004,636765266,146953648,652521822,138272004,640883399,0
에스케이씨(주),11790,2215685085,1742013794,2473525635,2000245625,2629170921,2207847128,2641403172,2231552661,2802235022,2361291547,2564762025,2065206392,2359440144,1949486064,2653544415,2227350358,2767834347,2289106109,2539766499,2096888286
에스케이케미칼(주),285130,,,,,,,,,,,,,,,,,1367719213,1095287320,1427185611,1101175048
에스케이텔레콤(주),17670,15518637078,0,15938548860,0,16300479280,0,16602053960,0,17163798000,0,17136734000,0,17091816000,0,17520013000,0,16873960000,0,17743702000,0
에스케이하이닉스(주),660,12106090000,7643517000,10395811000,8721257000,10162210000,8550989000,14165102000,8864587000,17125566000,9461725000,18797998000,10515353000,17197975000,10787139000,30109434000,12701843000,40445066000,15180838000,26990733000,18825275000
에스텍(주),69510,210663736,157895582,223212467,189237059,210492995,177035068,222346732,183771017,274936759,225189135,270210815,226102959,290549074,245291321,300390875,255584624,306433025,259443666,337971674,289525752
에스트래픽(주),234300,,,,,,,,,,,,,,,77300035,61002102,40678386,36202229,79673572,68391026
에스티팜(주),237690,,,,,,,,,,,,,200361533,107369945,202800435,123018338,97738456,94958770,93256825,94884925
에스퓨얼셀(주),288620,,,,,,,,,,,,,,,,,,,,
에쓰-오일(주),10950,20511068000,19252374000,31913863000,29695742000,34723291000,33410816000,31158528000,30229317000,28557562000,28282216000,17890272000,16438773000,16321843000,14020892000,20891374000,18783141000,25463295000,24200246000,24394173000,23346806000
에쓰씨엔지니어링(주),23960,285746187,246089553,309382937,298007508,318810978,279240077,254339138,232396251,250358394,230532253,410707049,366737174,310315231,287800455,251692538,224372096,250825145,221509775,240133541,204672628
에어부산(주),298690,,,,,,,,,,,,,,,,,,,,
에이비엘바이오(주),298380,,,,,,,,,,,,,,,,,,,,
에이에프더블류(주),312610,,,,,,,,,,,,,,,,,,,,
에이치디씨(주),12630,3589652956,2977020852,4107921252,3326272389,3334053764,2990332485,4216933755,3955539461,4477376534,3973562795,4602608742,3806265519,4749886366,3854731643,5358684697,4372257360,1547840799,1280033056,1616692249,1316072140
에이치디씨랩스(주),39570,,,,,,,,,,,174566214,150927336,188892823,163946475,264001124,237203136,271978422,243747444,252410792,226771230
에이치디씨현대산업개발(주),294870,,,,,,,,,,,,,,,,,2792736856,2343795464,4216489504,3462844508
에이치디씨현대이피(주),89470,520401188,478655151,718632804,658216428,807113596,738946048,918199522,841430691,945020584,857187901,867748204,757349162,861159023,743324194,914353503,824760081,910809614,845772796,835108421,749113172
에이치에스디엔진(주),82740,,,2005252618,1641314824,1378777833,1223596496,743878585,691241405,888825955,887155077,693645086,694797317,802916583,761285101,768870297,713895000,511302114,509442436,674278133,663569005
에이치엘비(주),28300,44794226,37857069,69517785,57237543,51673997,44567404,31451550,28378859,37185748,31214556,38460684,32431195,30138867,25867915,23006912,20815764,36185983,29700114,38420748,34484127
에이치엘비글로벌(주),3580,17550218,13202388,23387120,22452383,21625906,22244530,19571564,20064265,22864464,19809725,,,,,,,13237690,10861279,35025713,19903111
에이치엘비생명과학(주),67630,,,,,12534642,11759512,19955555,19746794,36560353,31330829,27323398,31812807,42234395,38933499,106445238,101031174,102475886,97806311,114018502,106411693
에이치엘비제약(주),47920,,,,,,,,,,,,,,,,,20540682,16075211,36099923,18058052
에이치엘비테라퓨틱스(주),115450,11317823,5303796,15781890,11173507,59301145,49197311,38538055,31651172,17617925,13007752,16781578,13539881,17710432,14415100,17152270,14590158,46357029,40148092,58966186,53467688
에이치엠엠(주),11200,8124208000,7177953000,7420767000,7369878000,8046896000,8159769000,8149334000,8036998000,6778608000,6626680000,5768581000,5685762000,4584810000,5101550000,5028016000,5129550000,5222124000,5498944000,5513089000,5517219000
에이케이홀딩스(주),6840,1301039826,1149487989,1403847321,1256694783,428068164,368310967,2240972021,1849771603,2873874157,2148505513,2807147867,1970075403,2921831064,2001793180,3392454611,2328175652,3711183103,2665568343,3759542063,2832480229
에이테크솔루션(주),71670,218654347,183963469,195329177,169353021,200144659,188384400,203827570,188910645,217286673,196227739,179934202,167092356,229079838,206176167,212932770,195554087,193979393,175940957,228200653,205919012
에이프로젠제약(주),3060,58653917,26074289,50122955,25355645,33769678,23419498,29543262,21107910,33092222,22235831,40324275,25241490,44122493,25497338,46100952,27269769,45395389,26614620,50903821,30345342
에이피시스템(주),265520,,,,,,,,,,,,,,,962422667,900346559,714239793,613068541,462077779,389455739
에이피에스홀딩스(주),54620,134453900,115137268,224720261,177429752,217495659,179732880,254086979,208817079,175386050,149129314,293175235,253319135,554987947,478403069,87934027,70526330,28416310,15855201,23151386,14685532
에이피위성(주),211270,,,,,,,,,,,,,,,,,,,,
에이피티씨(주),89970,,,,,,,,,,,,,,,,,,,59326131,33149501
에코바이오홀딩스(주),38870,40619138,16536489,42197853,29857763,56466457,42787423,42903260,28624639,29121265,8620239,38256653,16905272,18971810,14576305,31671940,25726155,21982008,15518056,17268700,12688371
에코캡(주),128540,,,,,,,,,,,,,,,,,76493497,63684156,66939883,54154393
에코플라스틱(주),38110,450147762,433409234,724150067,689687100,832053560,795345147,968193889,917881386,1075933447,1026579027,1140340644,1088935987,1093090039,1043763887,1042561059,1007079249,1084278617,1046087179,1216291299,1163629227
에프엔에스테크(주),83500,,,,,,,,,,,,,,,,,,,,
엑스큐어(주),70300,,,,,,,,,,,,,,,,,,,,
엔브이에이치코리아(주),67570,,,,,,,486361336,425948977,506340253,454092268,532518739,480414745,569698032,509230847,551664722,496223209,621979857,567384140,826287783,730686395
엔시트론(주),101400,44731326,32634309,47626709,33644075,49337989,36954406,40043605,33950588,63153576,53833092,56500755,48627290,41788369,32436821,26252729,22284760,16271102,16059254,10936917,9172386
엔에이치엔(주),181710,,,,,,,265348549,0,556862537,0,644602503,0,856420458,0,909115708,0,1264567758,0,1488596661,0
엔에이치엔한국사이버결제(주),60250,83198414,69658531,113581461,96356736,132753702,114688304,137142845,114788473,153968266,127880587,195466233,164375653,272132528,238907995,351989348,305069491,432658309,380095635,469897622,402153188
엔피씨(주),4250,222582761,187094886,271003561,228175365,280164147,233411179,323743045,273657406,337771474,288618254,376543632,320069459,377902987,323387528,386317373,331222538,414890304,359091588,454467519,390541343
엘브이엠씨홀딩스(주),900140,118695346,94176273,193264742,153465240,275939920,221987006,334456687,266158589,379952186,299399608,444547386,353496287,392328512,314241638,333249864,283926447,294026499,289277400,363748596,337957942
엘비세미콘(주),61970,,,,,,,,,,,,,,,,,275662171,229474165,390435695,315772914
엘아이지넥스원(주),79550,,,,,,,,,,,1903704148,1679313363,1860784770,1664815705,1761316227,1617078373,,,1452651352,1314676677
엘에스전선아시아(주),229640,,,,,,,,,,,,,345137250,309333691,403742016,365916616,441272165,405620151,520302893,472053748
엘지디스플레이(주),34220,25511535000,21780880000,24291289000,23081322000,29429668000,26424756000,27033035000,23524851000,26455529000,22667134000,28383884000,24069572000,26504074000,22754270000,27790216000,22424661000,24336571000,21251305000,23475567000,21607240000
엘지전자(주),66570,55753804000,43723913000,54256585000,42057595000,50959978000,38652915000,58140376000,44720669000,59040767000,45299122000,56509008000,43635063000,55367033000,41630293000,61396284000,46737563000,61341664000,46260620000,62306175000,46970606000
엘컴텍(주),37950,144692920,137096589,164088488,162718020,122177907,135643227,48099294,63472100,32513267,25135502,62306127,47877308,65552872,49934557,50288126,38077517,40154183,30743599,46157406,33552966
엘티씨(주),170920,,,,,,,,,83087263,61822978,76418861,53812962,71007818,56160473,65740789,49280122,96773496,75619353,92053188,67924761
엠에프엠코리아(주),323230,,,,,,,,,,,,,,,,,,,,
엠케이전자(주),33160,751512121,725430452,752179425,724048807,706188976,674481681,568127674,539856714,469589641,440956567,453105966,393109064,619601003,432073870,686150840,489698120,706474289,498350690,731615145,584085631
영보화학(주),14440,118817530,91898382,130734860,102522899,137821635,108436124,163838811,128615428,157432128,125978893,157352294,118839031,157803797,118278767,164618163,128407863,143915371,111846698,131196068,99844719
영신금속공업(주),7530,,,,,,,110883218,91131759,109865717,90132381,111476755,88152950,117251228,94161442,117773188,100067642,117473879,93749963,119777966,97018457
영진약품(주),3520,,,,,,,,,,,,,,,,,,,,
영풍정밀(주),36560,,,,,,,,,,,,,,,,,,,,
영풍제지(주),6740,,,,,,,,,,,,,,,,,,,99673570,80360756
영화금속(주),12280,153699714,139071168,179068372,161090117,172058734,152145269,165535387,148076210,,,,,,,,,,,,
영화테크(주),265560,,,,,,,,,,,,,,,59152552,45439553,53485071,43759290,44565403,39307481
예스이십사(주),53280,334834638,262263207,355286644,281251035,,,,,416000373,308259915,363119945,268728478,420980026,313813429,456800693,337264538,506443290,407174322,533022797,418676838
오가닉티코스메틱스홀딩스컴퍼니리미티드,900300,,,,,,,,,,,135381039,70457353,160577326,83125375,197713108,98525025,240003035,121159773,299604920,154497295
오로라월드(주),39830,91428267,47468395,92725508,44533011,101028234,51398712,119335376,61185897,122983285,62957917,122294932,59506825,143388139,75996550,143612127,74588724,146821883,78327171,157071565,85497424
오상자이엘(주),53980,40834685,31696459,41132662,31864061,47346846,36398641,51200780,39912943,56961842,45735519,57174842,47575463,60762691,52540795,66950982,58240561,64710674,57862878,74222347,67361654
오성첨단소재(주),52420,181557697,139046638,198078356,167711608,104705410,127862918,134548449,143893169,116506713,127556393,50864464,43279348,44968625,39257608,44689681,36727880,44104349,38437104,66605461,58302053
오션브릿지(주),241790,,,,,,,,,,,,,,,56032967,41230606,94181914,71111467,75770273,56612763
오스템임플란트(주),48260,147561625,67836988,170385492,69904079,198893647,78716393,215665154,84486763,235932741,99134587,277703306,115978556,344582038,141138940,397790874,165703487,460146867,201599558,565042601,245906017
올리패스(주),244460,,,,,,,,,,,,,,,,,,,1705302,912667
올릭스(주),226950,,,,,,,,,,,,,,,,,302000,0,1130327,0
옴니시스템(주),57540,47524572,36275193,63077848,53631495,49189217,43051222,50456482,40774349,73651608,57677466,77760550,57420912,69702655,54378806,120638419,102252340,114047082,95814807,94031923,80428152
옵티시스(주),109080,,,,,,,,,,,,,,,,,,,,
와이더블유(주),51390,30928166,19100030,43662646,35607654,62429831,56701330,25706255,19844251,16646403,13094327,11248868,7528942,29520931,22331505,26435740,18565458,29376115,21597709,19220154,11721128
와이아이케이(주),232140,,,,,,,,,,,,,,,150491664,117479271,243159537,188102833,49982617,32738260
와이엠씨(주),155650,,,,,,,47001688,34105732,47214079,38922653,53135861,43337560,122808109,103691039,154022566,123847949,240874983,207710737,167066128,160682075
와이엠티(주),251370,,,,,,,,,,,,,,,69192110,41530614,72735869,44789774,95486219,58870550
와토스코리아(주),79000,,,,,,,,,,,,,,,,,,,,
우리바이오(주),82850,208908195,178457969,339099174,284617664,628399497,582717285,1039767497,992746734,1305506567,1246012049,1869414245,1751136232,1533518881,1459041715,1474632347,1405695589,1279626989,1227500963,1672648383,1583333882
우리산업(주),215360,,,,,,,,,,,196717325,168393174,258789641,220707321,279396173,239024768,332788192,291101570,318793341,279797467
우리산업홀딩스(주),72470,164269303,136129839,200838433,170441562,243068130,206572355,290345923,242257698,313831921,260337376,225307248,185995113,320883363,262261139,332838238,277640862,387019864,333177054,378244799,329627344
우리손에프앤지농업회사법인(주),73560,,,,,,,,,,,,,186697990,142166708,209731269,150019815,236789278,196581930,225233901,194215408
우리엔터프라이즈(주),37400,30431528,24534916,33877306,27687066,29141930,23117954,1060411285,1007819070,1327073033,1261064409,1893541261,1770009362,1563934952,1483827861,1496166599,1419959743,1302291027,1243633402,1697725764,1602264562
우리이앤엘(주),153490,,,,,,,256098908,250625430,197496456,178447623,189509627,164066495,147083679,121982924,158647596,139594046,142862234,119631489,133202816,114072258
우림피티에스(주),101170,50269064,37900099,70022261,54825791,52729024,41417211,57006665,47177801,,,,,,,,,,,,
우수AMS(주),66590,160923475,145674027,201714828,188023977,188671084,172681207,208889824,191481191,218887280,201050891,230366254,210737908,241835491,219353533,228059906,206939997,244005777,220489307,252858383,228431400
우원개발(주),46940,143701251,131848357,129043606,120013198,173481187,164551791,192523735,185965105,210111208,199151448,253428631,231687752,207133307,196005704,183640678,169632731,218641536,195112822,290210341,255253256
우진비앤지(주),18620,,,,,,,,,,,,,,,,,28130629,26437665,29655800,21346547
원텍(주),336570,,,,,,,,,,,,,,,,,,,,
원풍물산(주),8290,,,,,,,47766868,17939111,47947042,18750305,,,,,,,,,,
웰바이오텍(주),10600,86836584,75293570,119782625,105768693,136748153,121695092,137762428,124346498,119630044,109864004,112488077,101846448,85292459,77391290,70785771,68010352,73932352,70565580,83816106,74782031
웹케시(주),53580,,,,,,,,,,,,,,,,,,,,
위즈코프(주),38620,15803116,11058760,11225533,7900935,10386044,7452931,10595492,7103492,11091097,7381597,13863123,9571322,29645403,21512581,36272381,26828308,39602235,29663421,36756137,27658930
윈텍(주),320000,,,,,,,,,,,,,,,,,,,,
윙입푸드홀딩스,900340,,,,,,,,,,,,,,,,,96175443,56190618,111593709,70970701
유네코(주),64510,,,,,,,,,,,,,,,,,14661966,11845393,18720579,13117647
유니셈(주),36200,96148095,74052503,78653054,59177542,76673094,58229733,77660080,58008714,96456950,72686349,109641190,76505530,115417105,76179627,209284354,141553058,214304332,144535188,179032324,110767231
유니슨(주),18000,63031999,48540297,66547161,64088848,113870608,98634275,40746103,51752518,81980548,68998790,118346511,102637471,52519512,45064361,186653299,153557535,165234057,146539811,75933109,72724048
유니온머티리얼(주),47400,80447668,59383580,89123064,68061111,98469090,77430485,98030267,77133967,105740666,85819094,106583823,85681255,107248041,84987740,109898285,93465851,112336021,98568001,109109285,91193001
유니퀘스트(주),77500,218969287,197544911,223762069,200432491,201158744,178421947,211216575,189355940,282338116,252553739,295982238,268657785,263584730,238511458,246092146,216186968,270301572,244139981,335250952,302454099
유비벨록스(주),89850,80279645,54930918,96776564,64501303,87217780,61247640,80856319,61008863,61872372,48223690,81877472,68104419,96448027,73108649,99361947,76324859,108635626,85219790,279431721,199598465
유성기업(주),2920,230104102,210766666,279716885,252225568,298708961,262634665,284284981,255656072,303454306,273326122,267926688,250720796,257795674,239894680,251728704,238157710,246613791,233745695,259585534,238443033
유아이엘(주),49520,172738166,162047480,149736589,136178901,157496248,134864911,286343979,250231756,416854797,368390551,454032615,411283489,444330193,408109533,479784155,439458465,423594391,398521010,408486203,382240126
유엔젤(주),72130,54252632,29066754,49530340,28366542,49658661,27567902,48121695,25622197,35389422,20147318,41156827,23254437,30341828,18272561,31907135,18192268,33517791,17897712,26557494,15599033
유진기업(주),23410,821455585,717233964,740499859,680262930,738815603,656040627,681976473,589623181,738997480,641713502,889552236,769322436,1074645854,893692775,1299043715,1083924606,1451043143,1178361276,1457764778,1185559842
율촌화학(주),8730,,,,,,,,,,,,,,,,,489770532,433385731,506617381,439925175
이건산업(주),8250,219027147,190988592,220059102,183284617,246356081,202733792,228538092,182853418,246009952,195200212,267746740,222273891,290340968,245058377,298667667,255494897,339611061,290070949,279669847,244765181
이구산업(주),25820,,,,,,,,,,,,,,,,,,,,
이노시스(주),56090,,,,,,,,,,,,,11687568,5321097,13293960,9132072,31685938,20842477,34814232,21069755
이니텍(주),53350,115082825,83857270,140507947,104386934,175990623,137912245,191877566,154549227,186741280,147692531,203531754,156556644,231386225,188583840,243737677,203935569,262465790,235878310,288034220,262343404
이스트아시아홀딩스인베스트먼트리미티드,900110,155034135,112011192,184306695,132606035,173280782,128588372,152115522,112533923,106298711,82627823,119226528,87984392,108423207,79919150,98727569,74569843,92978878,70268797,91506104,68992836
이엠코리아(주),95190,61205455,48493744,81681331,67241234,87796542,77614662,92174873,80648756,111420104,97012114,106194679,92620506,102552273,96363821,104620012,95871138,107484472,96858279,84821800,85635618
이연제약(주),102460,,,,,,,,,,,,,,,126253126,53601502,122990417,54467058,131557875,57296353
이원다이애그노믹스(주),245620,,,,,,,,,,,,,,,,,21496787,18930130,56721870,51297176
이원컴포텍(주),88290,24043834,21012123,26735187,23832250,,,24542355,25088499,34452219,32503749,38917135,37506709,37299791,39678938,40900352,41177073,44049192,40725099,47852572,44186770
이지케어텍(주),99750,,,,,,,,,,,,,,,,,,,55738225,44833785
이트론(주),96040,14665183,10403193,9607026,9767018,12683761,10155755,41928790,34409770,,,,,,,,,,,28980984,26309313
이화공영(주),1840,,,,,,,,,,,,,,,,,,,,
이화산업(주),760,64120975,0,72579436,58694224,70879588,58253098,71401323,57621308,79434878,64207524,82960067,68298122,66910987,54717157,65664099,53337937,69095677,56519592,61703168,50562948
이화전기공업(주),24810,56557182,42871325,59603031,47059979,126656674,116331359,120476893,110883334,107438140,103553816,,,,,,,,,,
인베니아(주),79950,,,,,22934688,23763451,151572101,120065965,106910935,93089373,89512779,68881621,151506152,129245167,182175707,155876109,172804068,145300706,146173882,120825508
인선이엔티(주),60150,87197633,64842997,99906003,76879420,99703684,78378516,68636673,51649356,67201260,52855988,97222705,74077155,135518950,101462556,160280182,121392406,175954965,135494697,183949124,137744192
인지컨트롤스(주),23800,756958251,670740439,974296103,860799636,560167605,494323680,546644401,496936228,593348370,536234579,659496346,591870957,623987469,547113828,540854543,486136594,504149220,447181381,494157939,437302488
인천도시가스(주),34590,,,,,,,,,,,,,,,,,584435277,512294886,573464485,504193068
인크로스(주),216050,,,,,,,,,,,,,31454021,18670803,36750462,22222276,35769759,19535900,34463400,16787970
인탑스(주),49070,439204720,396412164,653398322,578899041,976523471,869787870,1052725005,958386249,697345855,658239521,661590454,588380627,617419001,550337926,687484774,605189683,715562377,626310766,910477910,772067217
