,회사명,거래소코드,회계년도,영업이익(개별),영업이익(연결)
0,(주)CMG제약,58820,2011,714950,640282
1,(주)CMG제약,58820,2012,-4045140,-4205504
2,(주)CMG제약,58820,2013,822547,791250
3,(주)CMG제약,58820,2014,446017,442322
4,(주)CMG제약,58820,2015,-2570878,-2572169
5,(주)CMG제약,58820,2016,1730753,1730753
6,(주)CMG제약,58820,2017,1558607,1558607
7,(주)CMG제약,58820,2018,2567820,2567820
8,(주)CMG제약,58820,2019,2603774,2603774
9,(주)DB하이텍,990,2011,-39983672,-43150444
10,(주)DB하이텍,990,2012,-14429658,-15621631
11,(주)DB하이텍,990,2013,-9392980,-9610612
12,(주)DB하이텍,990,2014,45310506,45560248
13,(주)DB하이텍,990,2015,124372823,124968815
14,(주)DB하이텍,990,2016,171787648,172427930
15,(주)DB하이텍,990,2017,142353689,143195167
16,(주)DB하이텍,990,2018,112884303,112993143
17,(주)DB하이텍,990,2019,181155872,181292188
18,(주)ES큐브,50120,2011,-2080143,-3650245
19,(주)ES큐브,50120,2012,645839,89337
20,(주)ES큐브,50120,2013,217137,-1164610
21,(주)ES큐브,50120,2014,325908,171090
22,(주)ES큐브,50120,2015,2370570,-4060427
23,(주)ES큐브,50120,2016,2359528,2161042
24,(주)ES큐브,50120,2017,2170102,2248520
25,(주)ES큐브,50120,2018,691469,-1211129
26,(주)ES큐브,50120,2019,587700,-2617071
27,(주)HJ중공업,97230,2011,59453000,107974000
28,(주)HJ중공업,97230,2012,28591000,52914000
29,(주)HJ중공업,97230,2013,-109107000,-69574000
30,(주)HJ중공업,97230,2014,-106249000,-144988000
31,(주)HJ중공업,97230,2015,-97810000,-79370000
32,(주)HJ중공업,97230,2016,49319000,-79319000
33,(주)HJ중공업,97230,2017,86683000,-116693000
34,(주)HJ중공업,97230,2018,-66005000,61676000
35,(주)HJ중공업,97230,2019,77055000,83839000
36,(주)MH에탄올,23150,2011,6908187,603259
37,(주)MH에탄올,23150,2012,6518758,5451733
38,(주)MH에탄올,23150,2013,9650240,3009741
39,(주)MH에탄올,23150,2014,8746818,8744851
40,(주)MH에탄올,23150,2015,11094172,11092013
41,(주)MH에탄올,23150,2016,11876872,11874476
42,(주)MH에탄올,23150,2017,10452914,8116710
43,(주)MH에탄올,23150,2018,9028515,1228204
44,(주)MH에탄올,23150,2019,7828586,7829103
45,(주)SH에너지화학,2360,2011,4987642,4165988
46,(주)SH에너지화학,2360,2012,2874584,2183184
47,(주)SH에너지화학,2360,2013,7203175,6424227
48,(주)SH에너지화학,2360,2014,20274503,21271908
49,(주)SH에너지화학,2360,2015,22899623,22950176
50,(주)SH에너지화학,2360,2016,23600206,24101160
51,(주)SH에너지화학,2360,2017,13189274,14181937
52,(주)SH에너지화학,2360,2018,2811557,2100670
53,(주)SH에너지화학,2360,2019,-2363194,-3131129
54,(주)SIMPAC,9160,2011,27382839,27346333
55,(주)SIMPAC,9160,2012,25309897,25191277
56,(주)SIMPAC,9160,2013,23741361,23599350
57,(주)SIMPAC,9160,2014,18736806,17341900
58,(주)SIMPAC,9160,2015,23630500,21241031
59,(주)SIMPAC,9160,2016,21406076,23566192
60,(주)SIMPAC,9160,2017,13971088,11697915
61,(주)SIMPAC,9160,2018,7215889,10190572
62,(주)SIMPAC,9160,2019,8438306,11141319
63,(주)SNT에너지,100840,2011,-6597215,0
64,(주)SNT에너지,100840,2012,15132784,0
65,(주)SNT에너지,100840,2013,16804410,0
66,(주)SNT에너지,100840,2014,13777651,0
67,(주)SNT에너지,100840,2015,33918034,0
68,(주)SNT에너지,100840,2016,1195145,0
69,(주)SNT에너지,100840,2017,19201911,0
70,(주)SNT에너지,100840,2018,-1892191,0
71,(주)SNT에너지,100840,2019,14679703,17473547
72,(주)SNT홀딩스,36530,2011,-4240084,120504644
73,(주)SNT홀딩스,36530,2012,6695560,85693573
74,(주)SNT홀딩스,36530,2013,6923357,84798090
75,(주)SNT홀딩스,36530,2014,5966121,65504975
76,(주)SNT홀딩스,36530,2015,6719534,161533664
77,(주)SNT홀딩스,36530,2016,7999927,72283066
78,(주)SNT홀딩스,36530,2017,5401909,60637139
79,(주)SNT홀딩스,36530,2018,5392032,72650119
80,(주)SNT홀딩스,36530,2019,8991504,126277061
81,(주)STX,11810,2011,61711000,234608000
82,(주)STX,11810,2012,17733000,-410811000
83,(주)STX,11810,2013,-67233000,-961776000
84,(주)STX,11810,2014,23414000,35691000
85,(주)STX,11810,2015,-16336000,-34170000
86,(주)STX,11810,2016,-105780000,-34169000
87,(주)STX,11810,2017,30170000,44053000
88,(주)STX,11810,2018,-6902000,-14778000
89,(주)STX,11810,2019,-13697000,1748000
90,(주)TCC스틸,2710,2011,12575855,11421366
91,(주)TCC스틸,2710,2012,11675644,5933944
92,(주)TCC스틸,2710,2013,8348275,-7745722
93,(주)TCC스틸,2710,2014,10868550,344471
94,(주)TCC스틸,2710,2015,14570434,15855157
95,(주)TCC스틸,2710,2016,13291419,15351135
96,(주)TCC스틸,2710,2017,6759804,8106456
97,(주)TCC스틸,2710,2018,16306122,17080602
98,(주)TCC스틸,2710,2019,12657106,12856170
99,(주)가비아,79940,2011,3932157,8180882
100,(주)가비아,79940,2012,2949228,7619962
101,(주)가비아,79940,2013,3035052,7033503
102,(주)가비아,79940,2014,3451259,8382688
103,(주)가비아,79940,2015,4531993,11349095
104,(주)가비아,79940,2016,3981746,12549258
105,(주)가비아,79940,2017,3176328,12712156
106,(주)가비아,79940,2018,4106091,18188449
107,(주)가비아,79940,2019,4889113,23736596
108,(주)강스템바이오텍,217730,2015,-5125200,0
109,(주)강스템바이오텍,217730,2016,-9117541,0
110,(주)강스템바이오텍,217730,2017,-11132505,-11737865
111,(주)강스템바이오텍,217730,2018,-10525345,-11693968
112,(주)강스템바이오텍,217730,2019,-19411147,-23153709
113,(주)강원랜드,35250,2011,501039826,488541474
114,(주)강원랜드,35250,2012,416789419,404867665
115,(주)강원랜드,35250,2013,398563590,388041305
116,(주)강원랜드,35250,2014,526317689,513172052
117,(주)강원랜드,35250,2015,603884505,595400403
118,(주)강원랜드,35250,2016,624885356,618616289
119,(주)강원랜드,35250,2017,535824585,530897334
120,(주)강원랜드,35250,2018,434851736,430699990
121,(주)강원랜드,35250,2019,502725264,501153152
122,(주)강원에너지,114190,2011,6590007,0
123,(주)강원에너지,114190,2012,11611165,0
124,(주)강원에너지,114190,2013,3234230,0
125,(주)강원에너지,114190,2014,1626296,0
126,(주)강원에너지,114190,2015,878120,447206
127,(주)강원에너지,114190,2016,-901973,-1311190
128,(주)강원에너지,114190,2017,-5421114,-5588512
129,(주)강원에너지,114190,2018,532248,341329
130,(주)강원에너지,114190,2019,-17150531,-17175963
131,(주)갤럭시아에스엠,11420,2011,5151678,5164839
132,(주)갤럭시아에스엠,11420,2012,1598883,2074371
133,(주)갤럭시아에스엠,11420,2013,652285,747160
134,(주)갤럭시아에스엠,11420,2014,-512149,-423280
135,(주)갤럭시아에스엠,11420,2015,2581511,2101041
136,(주)갤럭시아에스엠,11420,2016,-3225041,-3713866
137,(주)갤럭시아에스엠,11420,2017,-3330403,-3545768
138,(주)갤럭시아에스엠,11420,2018,-6687587,-10337847
139,(주)갤럭시아에스엠,11420,2019,-776659,-456437
140,(주)경농,2100,2011,8213289,7676753
141,(주)경농,2100,2012,13993847,12731056
142,(주)경농,2100,2013,16404459,18783505
143,(주)경농,2100,2014,14039409,14653846
144,(주)경농,2100,2015,9122621,12111543
145,(주)경농,2100,2016,7226128,9168484
146,(주)경농,2100,2017,9079453,8447803
147,(주)경농,2100,2018,15180272,14769793
148,(주)경농,2100,2019,11750268,8690743
149,(주)경동나비엔,9450,2011,12583280,12421334
150,(주)경동나비엔,9450,2012,11593427,13925116
151,(주)경동나비엔,9450,2013,14798702,19784396
152,(주)경동나비엔,9450,2014,16079662,13464776
153,(주)경동나비엔,9450,2015,20800513,24222981
154,(주)경동나비엔,9450,2016,36574175,45831937
155,(주)경동나비엔,9450,2017,32019763,47757034
156,(주)경동나비엔,9450,2018,29337538,40802217
157,(주)경동나비엔,9450,2019,39202886,44824995
158,(주)경동도시가스,267290,2017,21529500,21664503
159,(주)경동도시가스,267290,2018,43022492,42657143
160,(주)경동도시가스,267290,2019,27681163,28055130
161,(주)경동인베스트,12320,2011,55958306,35856992
162,(주)경동인베스트,12320,2012,51501973,49896945
163,(주)경동인베스트,12320,2013,46688406,50540286
164,(주)경동인베스트,12320,2014,37837347,47933045
165,(주)경동인베스트,12320,2015,18397933,-13298186
166,(주)경동인베스트,12320,2016,23543293,28667528
167,(주)경동인베스트,12320,2017,-2256859,36380462
168,(주)경동인베스트,12320,2018,-161815,39212613
169,(주)경동인베스트,12320,2019,-95605,21959506
170,(주)경방,50,2011,21404672,22188217
171,(주)경방,50,2012,8240616,7253942
172,(주)경방,50,2013,35902114,36031739
173,(주)경방,50,2014,32095523,30618157
174,(주)경방,50,2015,38629926,38961511
175,(주)경방,50,2016,42576774,43436569
176,(주)경방,50,2017,39411167,42309232
177,(주)경방,50,2018,38971835,40979751
178,(주)경방,50,2019,38966423,32020530
179,(주)경보제약,214390,2015,25632335,0
180,(주)경보제약,214390,2016,15594226,0
181,(주)경보제약,214390,2017,24586649,0
182,(주)경보제약,214390,2018,17266574,0
183,(주)경보제약,214390,2019,6194073,0
184,(주)경인양행,12610,2011,1876257,6353143
185,(주)경인양행,12610,2012,3006834,3641266
186,(주)경인양행,12610,2013,12078063,11145943
187,(주)경인양행,12610,2014,10970586,14093166
188,(주)경인양행,12610,2015,74687,6718134
189,(주)경인양행,12610,2016,2198153,10577182
190,(주)경인양행,12610,2017,159204,7364797
191,(주)경인양행,12610,2018,11975047,19691168
192,(주)경인양행,12610,2019,14176378,23555056
193,(주)고려시멘트,198440,2014,0,0
194,(주)고려시멘트,198440,2015,0,0
195,(주)고려시멘트,198440,2016,0,0
196,(주)고려시멘트,198440,2017,3017621,0
197,(주)고려시멘트,198440,2018,3837563,0
198,(주)고려시멘트,198440,2019,-459627,0
199,(주)고영테크놀러지,98460,2011,19597520,18820907
200,(주)고영테크놀러지,98460,2012,20358471,21443286
201,(주)고영테크놀러지,98460,2013,17778872,16773437
202,(주)고영테크놀러지,98460,2014,27729257,28155312
203,(주)고영테크놀러지,98460,2015,26172507,23449593
204,(주)고영테크놀러지,98460,2016,31039820,33184488
205,(주)고영테크놀러지,98460,2017,45513084,43748905
206,(주)고영테크놀러지,98460,2018,46196834,45983317
207,(주)고영테크놀러지,98460,2019,40057965,33331312
208,(주)골드앤에스,35290,2011,1392408,1295339
209,(주)골드앤에스,35290,2012,-2363142,-2330876
210,(주)골드앤에스,35290,2013,-4982102,-6493109
211,(주)골드앤에스,35290,2014,-2318778,-3079598
212,(주)골드앤에스,35290,2015,1062022,1143767
213,(주)골드앤에스,35290,2016,389642,402070
214,(주)골드앤에스,35290,2017,-3690116,-3694041
215,(주)골드앤에스,35290,2018,-4559128,-4667031
216,(주)골드앤에스,35290,2019,-7142116,-7142116
217,(주)골드퍼시픽,38530,2011,1726132,0
218,(주)골드퍼시픽,38530,2012,726902,0
219,(주)골드퍼시픽,38530,2013,-5584540,-6137582
220,(주)골드퍼시픽,38530,2014,-5975388,-5819315
221,(주)골드퍼시픽,38530,2015,-8197750,-8243124
222,(주)골드퍼시픽,38530,2016,-8525119,0
223,(주)골드퍼시픽,38530,2017,937597,0
224,(주)골드퍼시픽,38530,2018,-506240,-904003
225,(주)골드퍼시픽,38530,2019,-3421041,0
226,(주)골프존,215000,2015,47628136,49582444
227,(주)골프존,215000,2016,43961456,45442468
228,(주)골프존,215000,2017,33528808,37457576
229,(주)골프존,215000,2018,29085694,28160266
230,(주)골프존,215000,2019,36199058,32297495
231,(주)골프존뉴딘홀딩스,121440,2011,54711940,54442031
232,(주)골프존뉴딘홀딩스,121440,2012,73882041,69002648
233,(주)골프존뉴딘홀딩스,121440,2013,84447683,80489157
234,(주)골프존뉴딘홀딩스,121440,2014,101367117,102393717
235,(주)골프존뉴딘홀딩스,121440,2015,-13803824,-9349582
236,(주)골프존뉴딘홀딩스,121440,2016,-5563087,37005985
237,(주)골프존뉴딘홀딩스,121440,2017,-6824300,18422625
238,(주)골프존뉴딘홀딩스,121440,2018,-11005550,1114231
239,(주)골프존뉴딘홀딩스,121440,2019,-17956208,-3625436
240,(주)광림,14200,2011,5263610,0
241,(주)광림,14200,2012,1321582,0
242,(주)광림,14200,2013,3310918,0
243,(주)광림,14200,2014,1910652,2185491
244,(주)광림,14200,2015,1326667,0
245,(주)광림,14200,2016,171774,171774
246,(주)광림,14200,2017,2304157,-12369550
247,(주)광림,14200,2018,2202923,-1044494
248,(주)광림,14200,2019,3819332,-10983157
249,(주)광명전기,17040,2011,1483791,496117
250,(주)광명전기,17040,2012,3566141,4187751
251,(주)광명전기,17040,2013,8443372,10781482
252,(주)광명전기,17040,2014,10270079,12461661
253,(주)광명전기,17040,2015,3839499,9342095
254,(주)광명전기,17040,2016,3818918,3616733
255,(주)광명전기,17040,2017,3754871,2197753
256,(주)광명전기,17040,2018,2970976,3257515
257,(주)광명전기,17040,2019,7313079,7985837
258,(주)광무,29480,2011,-11400527,-13535609
259,(주)광무,29480,2012,-5614533,-5776949
260,(주)광무,29480,2013,-6899306,-13904970
261,(주)광무,29480,2014,1422352,0
262,(주)광무,29480,2015,-620363,0
263,(주)광무,29480,2016,1294011,0
264,(주)광무,29480,2017,199525,0
265,(주)광무,29480,2018,-671966,-1335245
266,(주)광무,29480,2019,-2260048,-3012624
267,(주)광주신세계,37710,2011,58896505,0
268,(주)광주신세계,37710,2012,58185713,0
269,(주)광주신세계,37710,2013,55981723,0
270,(주)광주신세계,37710,2014,51835639,0
271,(주)광주신세계,37710,2015,54772399,0
272,(주)광주신세계,37710,2016,56047368,0
273,(주)광주신세계,37710,2017,56289748,0
274,(주)광주신세계,37710,2018,50068808,0
275,(주)광주신세계,37710,2019,55102645,0
276,(주)구영테크,53270,2011,5189843,5159049
277,(주)구영테크,53270,2012,4839337,7488049
278,(주)구영테크,53270,2013,4463036,7492265
279,(주)구영테크,53270,2014,2782248,5438229
280,(주)구영테크,53270,2015,3529661,6145428
281,(주)구영테크,53270,2016,4114290,4337719
282,(주)구영테크,53270,2017,3025353,5691336
283,(주)구영테크,53270,2018,1638584,5378869
284,(주)구영테크,53270,2019,2513646,5239175
285,(주)국동,5320,2011,-5805369,1137580
286,(주)국동,5320,2012,1814279,6792925
287,(주)국동,5320,2013,3421258,5522012
288,(주)국동,5320,2014,5708079,10149086
289,(주)국동,5320,2015,6875576,8655834
290,(주)국동,5320,2016,7880757,10563534
291,(주)국동,5320,2017,-2404926,-5856431
292,(주)국동,5320,2018,1682592,5762204
293,(주)국동,5320,2019,-9536815,-4249137
294,(주)국보,1140,2011,1856011,1737608
295,(주)국보,1140,2012,1079411,1365801
296,(주)국보,1140,2013,653033,731017
297,(주)국보,1140,2014,-1997880,-2409123
298,(주)국보,1140,2015,-2191281,-2462368
299,(주)국보,1140,2016,-507392,204105
300,(주)국보,1140,2017,-3408921,-3934058
301,(주)국보,1140,2018,-4639062,-5293766
302,(주)국보,1140,2019,-1521920,-968491
303,(주)국보디자인,66620,2011,8488849,8573205
304,(주)국보디자인,66620,2012,10775504,10501259
305,(주)국보디자인,66620,2013,10440161,11767773
306,(주)국보디자인,66620,2014,9850658,13346471
307,(주)국보디자인,66620,2015,6839950,12789434
308,(주)국보디자인,66620,2016,13350340,10516457
309,(주)국보디자인,66620,2017,23990594,23215726
310,(주)국보디자인,66620,2018,16747380,16463397
311,(주)국보디자인,66620,2019,10506065,11557298
312,(주)국순당,43650,2011,5668811,5344491
313,(주)국순당,43650,2012,6794416,5650757
314,(주)국순당,43650,2013,1187809,1441447
315,(주)국순당,43650,2014,881757,1082245
316,(주)국순당,43650,2015,-8305751,-8197632
317,(주)국순당,43650,2016,-5456865,-6487771
318,(주)국순당,43650,2017,-3584872,-4263332
319,(주)국순당,43650,2018,-2751939,-2994444
320,(주)국순당,43650,2019,-5440912,-5966921
321,(주)국영지앤엠,6050,2011,-2947683,0
322,(주)국영지앤엠,6050,2012,-1490604,0
323,(주)국영지앤엠,6050,2013,1332568,0
324,(주)국영지앤엠,6050,2014,1587301,0
325,(주)국영지앤엠,6050,2015,-1039281,0
326,(주)국영지앤엠,6050,2016,248835,0
327,(주)국영지앤엠,6050,2017,1410362,0
328,(주)국영지앤엠,6050,2018,-920018,0
329,(주)국영지앤엠,6050,2019,991045,0
330,(주)국전약품,307750,2018,0,0
331,(주)국전약품,307750,2019,0,0
332,(주)그래디언트,35080,2011,-7828136,-17906695
333,(주)그래디언트,35080,2012,-707626,14020875
334,(주)그래디언트,35080,2013,309117,47742963
335,(주)그래디언트,35080,2014,161037,51009616
336,(주)그래디언트,35080,2015,5841995,65149099
337,(주)그래디언트,35080,2016,10733857,49505493
338,(주)그래디언트,35080,2017,6033340,29816492
339,(주)그래디언트,35080,2018,5963182,19963614
340,(주)그래디언트,35080,2019,3788374,45164129
341,(주)그리티,204020,2018,9289657,8045203
342,(주)그리티,204020,2019,4418702,2913982
343,(주)그린플러스,186230,2019,3430717,5077237
344,(주)글로벌스탠다드테크놀로지,83450,2011,2897104,4242806
345,(주)글로벌스탠다드테크놀로지,83450,2012,6164717,8120683
346,(주)글로벌스탠다드테크놀로지,83450,2013,6148795,7530078
347,(주)글로벌스탠다드테크놀로지,83450,2014,6371366,8599178
348,(주)글로벌스탠다드테크놀로지,83450,2015,3684905,6011587
349,(주)글로벌스탠다드테크놀로지,83450,2016,2388293,4877910
350,(주)글로벌스탠다드테크놀로지,83450,2017,19126708,22260787
351,(주)글로벌스탠다드테크놀로지,83450,2018,7914173,10405764
352,(주)글로벌스탠다드테크놀로지,83450,2019,22053993,21908352
353,(주)금비,8870,2011,2521986,8132782
354,(주)금비,8870,2012,579562,6098145
355,(주)금비,8870,2013,654358,6079123
356,(주)금비,8870,2014,-1616408,5532591
357,(주)금비,8870,2015,7842089,15280448
358,(주)금비,8870,2016,7204631,19991978
359,(주)금비,8870,2017,903947,11676424
360,(주)금비,8870,2018,2911534,12705520
361,(주)금비,8870,2019,1416311,12430194
362,(주)금양,1570,2011,6136009,6952664
363,(주)금양,1570,2012,6409859,6614054
364,(주)금양,1570,2013,5188276,5644293
365,(주)금양,1570,2014,7001769,5163631
366,(주)금양,1570,2015,8205515,6855670
367,(주)금양,1570,2016,8874219,12127454
368,(주)금양,1570,2017,5934740,13140970
369,(주)금양,1570,2018,6516687,13526326
370,(주)금양,1570,2019,5271746,9211215
371,(주)금호에이치티,214330,2015,20514465,20339189
372,(주)금호에이치티,214330,2016,16480586,14295443
373,(주)금호에이치티,214330,2017,11007981,8924225
374,(주)금호에이치티,214330,2018,7513990,10493447
375,(주)금호에이치티,214330,2019,4530372,4059148
376,(주)금화피에스시,36190,2011,16448549,0
377,(주)금화피에스시,36190,2012,20453132,0
378,(주)금화피에스시,36190,2013,25744446,27103680
379,(주)금화피에스시,36190,2014,23011531,23448696
380,(주)금화피에스시,36190,2015,26233196,27682716
381,(주)금화피에스시,36190,2016,28240507,29816098
382,(주)금화피에스시,36190,2017,33131391,33863832
383,(주)금화피에스시,36190,2018,39495035,41384788
384,(주)금화피에스시,36190,2019,30433094,34327291
385,(주)기가레인,49080,2013,12814521,12948738
386,(주)기가레인,49080,2014,10512950,9101816
387,(주)기가레인,49080,2015,-18745702,-18852731
388,(주)기가레인,49080,2016,-9647595,-9108288
389,(주)기가레인,49080,2017,4705145,5232144
390,(주)기가레인,49080,2018,-1892191,-2497484
391,(주)기가레인,49080,2019,-26726550,-29598748
392,(주)기산텔레콤,35460,2011,-7302125,-10359858
393,(주)기산텔레콤,35460,2012,3866590,1714513
394,(주)기산텔레콤,35460,2013,2083934,5120351
395,(주)기산텔레콤,35460,2014,234218,1747320
396,(주)기산텔레콤,35460,2015,150840,1595421
397,(주)기산텔레콤,35460,2016,-1972410,-2914471
398,(주)기산텔레콤,35460,2017,-848554,-3230591
399,(주)기산텔레콤,35460,2018,-2790222,-2927420
400,(주)기산텔레콤,35460,2019,2565963,3995820
401,(주)까뮤이앤씨,13700,2011,-132765820,0
402,(주)까뮤이앤씨,13700,2012,3874241,0
403,(주)까뮤이앤씨,13700,2013,-1085474,0
404,(주)까뮤이앤씨,13700,2014,2849967,0
405,(주)까뮤이앤씨,13700,2015,4029705,0
406,(주)까뮤이앤씨,13700,2016,4443394,0
407,(주)까뮤이앤씨,13700,2017,10091337,0
408,(주)까뮤이앤씨,13700,2018,4050403,0
409,(주)까뮤이앤씨,13700,2019,14845482,0
410,(주)까스텔바작,308100,2019,9287318,9018784
411,(주)나노,187790,2014,0,0
412,(주)나노,187790,2015,-7239111,-8471990
413,(주)나노,187790,2016,-9411058,-14162416
414,(주)나노,187790,2017,1526011,1661616
415,(주)나노,187790,2018,783196,2193238
416,(주)나노,187790,2019,1381812,-869772
417,(주)나노브릭,286750,2019,-1512606,-1512606
418,(주)나노신소재,121600,2011,4510951,4489991
419,(주)나노신소재,121600,2012,-599483,-699837
420,(주)나노신소재,121600,2013,1360266,1396875
421,(주)나노신소재,121600,2014,3639250,3699232
422,(주)나노신소재,121600,2015,9164440,9096515
423,(주)나노신소재,121600,2016,6310058,6294911
424,(주)나노신소재,121600,2017,8506727,8531077
425,(주)나노신소재,121600,2018,8659690,8749523
426,(주)나노신소재,121600,2019,5191474,5143898
427,(주)나노엔텍,39860,2011,-7866305,-11116954
428,(주)나노엔텍,39860,2012,-4560857,-5328956
429,(주)나노엔텍,39860,2013,1088130,-473071
430,(주)나노엔텍,39860,2014,259649,-2591623
431,(주)나노엔텍,39860,2015,-3336702,-7211151
432,(주)나노엔텍,39860,2016,-8642286,-9685305
433,(주)나노엔텍,39860,2017,2944761,1672406
434,(주)나노엔텍,39860,2018,3236123,2825936
435,(주)나노엔텍,39860,2019,3583987,3051217
436,(주)나무가,190510,2015,22632879,25666181
437,(주)나무가,190510,2016,-1785464,-669505
438,(주)나무가,190510,2017,-22688891,-31479937
439,(주)나무가,190510,2018,8215658,1857185
440,(주)나무가,190510,2019,2906028,2666026
441,(주)나스미디어,89600,2013,6058109,0
442,(주)나스미디어,89600,2014,8601869,0
443,(주)나스미디어,89600,2015,11693294,0
444,(주)나스미디어,89600,2016,14615304,15433276
445,(주)나스미디어,89600,2017,25654209,34298135
446,(주)나스미디어,89600,2018,19351123,24946232
447,(주)나스미디어,89600,2019,23389052,30558603
448,(주)나이벡,138610,2011,-1955771,0
449,(주)나이벡,138610,2012,-805135,0
450,(주)나이벡,138610,2013,-2637399,0
451,(주)나이벡,138610,2014,-3024927,0
452,(주)나이벡,138610,2015,-1583718,0
453,(주)나이벡,138610,2016,-2499774,0
454,(주)나이벡,138610,2017,-1128739,0
455,(주)나이벡,138610,2018,-3402362,0
456,(주)나이벡,138610,2019,-960251,0
457,(주)나이스디앤비,130580,2011,2855234,0
458,(주)나이스디앤비,130580,2012,3200318,0
459,(주)나이스디앤비,130580,2013,3312852,0
460,(주)나이스디앤비,130580,2014,4103058,0
461,(주)나이스디앤비,130580,2015,4929355,4943229
462,(주)나이스디앤비,130580,2016,4752171,6465327
463,(주)나이스디앤비,130580,2017,6644056,8454239
464,(주)나이스디앤비,130580,2018,8817161,10423254
465,(주)나이스디앤비,130580,2019,10084114,12798062
466,(주)나이스홀딩스,34310,2011,8388023,46386310
467,(주)나이스홀딩스,34310,2012,13242409,44716912
468,(주)나이스홀딩스,34310,2013,6707280,73230416
469,(주)나이스홀딩스,34310,2014,5482041,71783757
470,(주)나이스홀딩스,34310,2015,8149950,91245321
471,(주)나이스홀딩스,34310,2016,15308859,126926940
472,(주)나이스홀딩스,34310,2017,18273164,122598327
473,(주)나이스홀딩스,34310,2018,22616230,128330972
474,(주)나이스홀딩스,34310,2019,27467348,154235020
475,(주)나인테크,267320,2017,0,0
476,(주)나인테크,267320,2018,0,0
477,(주)나인테크,267320,2019,0,0
478,(주)남선알미늄,8350,2011,4913867,4920524
479,(주)남선알미늄,8350,2012,-3928790,0
480,(주)남선알미늄,8350,2013,13600289,0
481,(주)남선알미늄,8350,2014,13927459,0
482,(주)남선알미늄,8350,2015,17100779,0
483,(주)남선알미늄,8350,2016,24179476,0
484,(주)남선알미늄,8350,2017,20750090,0
485,(주)남선알미늄,8350,2018,9581679,9426030
486,(주)남선알미늄,8350,2019,11592894,11578883
487,(주)남성,4270,2011,4351801,-328193
488,(주)남성,4270,2012,3883950,-35941
489,(주)남성,4270,2013,3152255,2046577
490,(주)남성,4270,2014,3517751,1582754
491,(주)남성,4270,2015,3677217,2786303
492,(주)남성,4270,2016,4118636,4559142
493,(주)남성,4270,2017,5822850,7210225
494,(주)남성,4270,2018,2972765,976778
495,(주)남성,4270,2019,2402814,461284
496,(주)내츄럴엔도텍,168330,2013,24103694,0
497,(주)내츄럴엔도텍,168330,2014,25886541,0
498,(주)내츄럴엔도텍,168330,2015,-10595159,-10890671
499,(주)내츄럴엔도텍,168330,2016,-9347254,-9391307
500,(주)내츄럴엔도텍,168330,2017,-5337960,-5391216
501,(주)내츄럴엔도텍,168330,2018,-9689426,-13587338
502,(주)내츄럴엔도텍,168330,2019,-8440259,-11129701
503,(주)네오리진,94860,2011,1286540,1434105
504,(주)네오리진,94860,2012,1513894,0
505,(주)네오리진,94860,2013,-1799032,0
506,(주)네오리진,94860,2014,-5817300,0
507,(주)네오리진,94860,2015,-2807608,0
508,(주)네오리진,94860,2016,810732,0
509,(주)네오리진,94860,2017,221865,168664
510,(주)네오리진,94860,2018,-771579,0
511,(주)네오리진,94860,2019,258267,0
512,(주)네오셈,253590,2018,0,0
513,(주)네오셈,253590,2019,-3351213,-3334110
514,(주)네오오토,212560,2015,9232820,0
515,(주)네오오토,212560,2016,10052253,0
516,(주)네오오토,212560,2017,1606020,0
517,(주)네오오토,212560,2018,2422365,0
518,(주)네오오토,212560,2019,795116,0
519,(주)네오위즈,95660,2011,110682166,106795298
520,(주)네오위즈,95660,2012,128101857,110533910
521,(주)네오위즈,95660,2013,99212727,95810930
522,(주)네오위즈,95660,2014,39155728,29526267
523,(주)네오위즈,95660,2015,27179876,15802494
524,(주)네오위즈,95660,2016,21203983,23471441
525,(주)네오위즈,95660,2017,10186878,10872808
526,(주)네오위즈,95660,2018,11081403,22555607
527,(주)네오위즈,95660,2019,16643538,32567478
528,(주)네오위즈홀딩스,42420,2011,30166464,116011172
529,(주)네오위즈홀딩스,42420,2012,9342666,108650699
530,(주)네오위즈홀딩스,42420,2013,143874,101248218
531,(주)네오위즈홀딩스,42420,2014,574570,39319220
532,(주)네오위즈홀딩스,42420,2015,-385386,14452646
533,(주)네오위즈홀딩스,42420,2016,-303937,22359829
534,(주)네오위즈홀딩스,42420,2017,-260154,10628249
535,(주)네오위즈홀딩스,42420,2018,-485441,21139486
536,(주)네오위즈홀딩스,42420,2019,180113,29418403
537,(주)네오크레마,311390,2019,776937,665101
538,(주)네오티스,85910,2011,5732674,0
539,(주)네오티스,85910,2012,3904166,0
540,(주)네오티스,85910,2013,2988587,3432123
541,(주)네오티스,85910,2014,3130358,3995727
542,(주)네오티스,85910,2015,1584014,2007867
543,(주)네오티스,85910,2016,2035569,2530772
544,(주)네오티스,85910,2017,2393446,3266173
545,(주)네오티스,85910,2018,3513245,4693122
546,(주)네오티스,85910,2019,2645699,3357377
547,(주)네오팜,92730,2011,1199197,0
548,(주)네오팜,92730,2012,209147,0
549,(주)네오팜,92730,2013,2147648,0
550,(주)네오팜,92730,2014,5002662,0
551,(주)네오팜,92730,2015,6258403,0
552,(주)네오팜,92730,2016,10034988,9552937
553,(주)네오팜,92730,2017,14632436,14037876
554,(주)네오팜,92730,2018,19588203,19161762
555,(주)네오팜,92730,2019,23347953,22960501
