,회사명,거래소코드,회계년도,영업이익(개별),영업이익(연결)
7220,(주)케이티앤지,33780,2016,1301942276,1468833906
7221,(주)케이티앤지,33780,2017,1257881224,1441057250
7222,(주)케이티앤지,33780,2018,1004431447,1253459371
7223,(주)케이티앤지,33780,2019,1134565645,1379590578
7224,(주)케이프,64820,2011,6700490,0
7225,(주)케이프,64820,2012,1322051,396468
7226,(주)케이프,64820,2013,-2783299,-4374549
7227,(주)케이프,64820,2014,-2452534,-4724683
7228,(주)케이프,64820,2015,-1908778,-3384960
7229,(주)케이프,64820,2016,706974,6115669
7230,(주)케이프,64820,2017,827985,17622393
7231,(주)케이프,64820,2018,2485546,14364381
7232,(주)케이프,64820,2019,6592385,16569373
7233,(주)케이피에스,256940,2017,4264725,0
7234,(주)케이피에스,256940,2018,8180677,8196351
7235,(주)케이피에스,256940,2019,-941486,-973014
7236,(주)케이피에프,24880,2011,18558013,16813156
7237,(주)케이피에프,24880,2012,21202315,12834388
7238,(주)케이피에프,24880,2013,18336413,11744553
7239,(주)케이피에프,24880,2014,12109666,10332542
7240,(주)케이피에프,24880,2015,20782299,16599889
7241,(주)케이피에프,24880,2016,12465270,14712309
7242,(주)케이피에프,24880,2017,10447547,15241549
7243,(주)케이피에프,24880,2018,8391213,15884765
7244,(주)케이피에프,24880,2019,12790133,16332724
7245,(주)케이피엠테크,42040,2011,-2362100,-2277549
7246,(주)케이피엠테크,42040,2012,-9746328,-9699038
7247,(주)케이피엠테크,42040,2013,-7950798,-8209413
7248,(주)케이피엠테크,42040,2014,2879368,2597506
7249,(주)케이피엠테크,42040,2015,-1579350,-2130595
7250,(주)케이피엠테크,42040,2016,-3773964,-3861872
7251,(주)케이피엠테크,42040,2017,-6478686,-5771162
7252,(주)케이피엠테크,42040,2018,2566018,-918008
7253,(주)케이피엠테크,42040,2019,-5205994,-10190708
7254,(주)케이피티유,54410,2011,1375747,1375747
7255,(주)케이피티유,54410,2012,1470751,1470751
7256,(주)케이피티유,54410,2013,1798695,0
7257,(주)케이피티유,54410,2014,1157612,0
7258,(주)케이피티유,54410,2015,1765346,0
7259,(주)케이피티유,54410,2016,722619,0
7260,(주)케이피티유,54410,2017,742055,2128477
7261,(주)케이피티유,54410,2018,1085093,1582767
7262,(주)케이피티유,54410,2019,563030,0
7263,(주)케일럼,258610,2017,2240195,0
7264,(주)케일럼,258610,2018,2175019,2070210
7265,(주)케일럼,258610,2019,614477,563486
7266,(주)켐온,217600,2015,0,0
7267,(주)켐온,217600,2016,0,0
7268,(주)켐온,217600,2017,-509209,0
7269,(주)켐온,217600,2018,620274,0
7270,(주)켐온,217600,2019,1888000,0
7271,(주)켐트로닉스,89010,2011,16165451,17486662
7272,(주)켐트로닉스,89010,2012,16765662,14873115
7273,(주)켐트로닉스,89010,2013,25151674,23343765
7274,(주)켐트로닉스,89010,2014,-5633630,-2807923
7275,(주)켐트로닉스,89010,2015,-4854817,-3099599
7276,(주)켐트로닉스,89010,2016,566489,590371
7277,(주)켐트로닉스,89010,2017,-7178446,-10295131
7278,(주)켐트로닉스,89010,2018,4722013,9397971
7279,(주)켐트로닉스,89010,2019,4931142,26318608
7280,(주)켐트로스,220260,2015,0,0
7281,(주)켐트로스,220260,2016,0,0
7282,(주)켐트로스,220260,2017,5472757,0
7283,(주)켐트로스,220260,2018,3847766,0
7284,(주)켐트로스,220260,2019,2580565,0
7285,(주)코다코,46070,2011,11173526,0
7286,(주)코다코,46070,2012,10604246,0
7287,(주)코다코,46070,2013,12198530,13715090
7288,(주)코다코,46070,2014,16115232,17318334
7289,(주)코다코,46070,2015,17010478,18171305
7290,(주)코다코,46070,2016,18620484,20495667
7291,(주)코다코,46070,2017,10734615,5740261
7292,(주)코다코,46070,2018,-16756097,-18141954
7293,(주)코다코,46070,2019,-7017585,-10812830
7294,(주)코데즈컴바인,47770,2011,11020284,10330769
7295,(주)코데즈컴바인,47770,2012,-7176534,-7957799
7296,(주)코데즈컴바인,47770,2013,-14789437,-16881132
7297,(주)코데즈컴바인,47770,2014,-31457947,-29916857
7298,(주)코데즈컴바인,47770,2015,-22497914,-21268512
7299,(주)코데즈컴바인,47770,2016,1325027,1323033
7300,(주)코데즈컴바인,47770,2017,1811670,1811670
7301,(주)코데즈컴바인,47770,2018,3970792,4805817
7302,(주)코데즈컴바인,47770,2019,4110844,4513675
7303,(주)코디,80530,2011,3349398,0
7304,(주)코디,80530,2012,-4289254,-6964875
7305,(주)코디,80530,2013,1630006,1094563
7306,(주)코디,80530,2014,-923196,969325
7307,(주)코디,80530,2015,-5391357,-3415209
7308,(주)코디,80530,2016,-6255157,-6222598
7309,(주)코디,80530,2017,-7650115,-9040817
7310,(주)코디,80530,2018,-4235550,-4042260
7311,(주)코디,80530,2019,3641118,44900
7312,(주)코디엠,224060,2015,2020226,0
7313,(주)코디엠,224060,2016,-3807869,-3958615
7314,(주)코디엠,224060,2017,-191752,-3375721
7315,(주)코디엠,224060,2018,-9282752,-10700584
7316,(주)코디엠,224060,2019,576532,-4556376
7317,(주)코렌텍,104540,2013,1862540,1623992
7318,(주)코렌텍,104540,2014,173802,-198400
7319,(주)코렌텍,104540,2015,1868929,972436
7320,(주)코렌텍,104540,2016,2452942,1566344
7321,(주)코렌텍,104540,2017,667143,-642878
7322,(주)코렌텍,104540,2018,-5010830,-5210926
7323,(주)코렌텍,104540,2019,3373805,3281527
7324,(주)코리아나화장품,27050,2011,204175,-570426
7325,(주)코리아나화장품,27050,2012,-995699,-1458971
7326,(주)코리아나화장품,27050,2013,230400,-1031667
7327,(주)코리아나화장품,27050,2014,-5057786,-5025723
7328,(주)코리아나화장품,27050,2015,7107136,6419393
7329,(주)코리아나화장품,27050,2016,4153080,4009297
7330,(주)코리아나화장품,27050,2017,1200028,2174416
7331,(주)코리아나화장품,27050,2018,12503,2044538
7332,(주)코리아나화장품,27050,2019,439450,3066774
7333,(주)코리아센터,290510,2019,7767962,10769609
7334,(주)코리아써키트,7810,2011,5559227,4875227
7335,(주)코리아써키트,7810,2012,33678183,44254683
7336,(주)코리아써키트,7810,2013,35211982,46823981
7337,(주)코리아써키트,7810,2014,22435662,32591647
7338,(주)코리아써키트,7810,2015,37749844,47049313
7339,(주)코리아써키트,7810,2016,10481956,16046090
7340,(주)코리아써키트,7810,2017,7490887,11068937
7341,(주)코리아써키트,7810,2018,-19878174,-17887233
7342,(주)코리아써키트,7810,2019,11640986,13862521
7343,(주)코리아에스이,101670,2011,3150880,0
7344,(주)코리아에스이,101670,2012,1338600,0
7345,(주)코리아에스이,101670,2013,1581955,0
7346,(주)코리아에스이,101670,2014,-303098,0
7347,(주)코리아에스이,101670,2015,865784,0
7348,(주)코리아에스이,101670,2016,930421,0
7349,(주)코리아에스이,101670,2017,-505681,-805311
7350,(주)코리아에스이,101670,2018,-895891,-2931357
7351,(주)코리아에스이,101670,2019,331151,-2649716
7352,(주)코맥스,36690,2011,9480505,8969771
7353,(주)코맥스,36690,2012,10397765,8945304
7354,(주)코맥스,36690,2013,9510586,9697765
7355,(주)코맥스,36690,2014,6583321,7485935
7356,(주)코맥스,36690,2015,6405188,7322469
7357,(주)코맥스,36690,2016,11391583,11586665
7358,(주)코맥스,36690,2017,12283891,10609234
7359,(주)코맥스,36690,2018,6376986,5513641
7360,(주)코맥스,36690,2019,5749202,6441842
7361,(주)코메론,49430,2011,7980604,9106517
7362,(주)코메론,49430,2012,5877625,7373323
7363,(주)코메론,49430,2013,5632617,7474374
7364,(주)코메론,49430,2014,8014011,9967073
7365,(주)코메론,49430,2015,10880192,13360014
7366,(주)코메론,49430,2016,13938307,14664957
7367,(주)코메론,49430,2017,13517406,14734261
7368,(주)코메론,49430,2018,11503796,12418273
7369,(주)코메론,49430,2019,12070238,13906824
7370,(주)코미코,183300,2017,12689658,26493472
7371,(주)코미코,183300,2018,20957540,40559051
7372,(주)코미코,183300,2019,8622431,34516950
7373,(주)코미팜,41960,2011,197882,163471
7374,(주)코미팜,41960,2012,811016,664755
7375,(주)코미팜,41960,2013,538988,472433
7376,(주)코미팜,41960,2014,105545,177678
7377,(주)코미팜,41960,2015,-527794,-567335
7378,(주)코미팜,41960,2016,784163,609492
7379,(주)코미팜,41960,2017,601505,-149906
7380,(주)코미팜,41960,2018,-2026351,-6213700
7381,(주)코미팜,41960,2019,1025522,-5434418
7382,(주)코세스,89890,2011,5631580,0
7383,(주)코세스,89890,2012,5970898,0
7384,(주)코세스,89890,2013,-7700455,0
7385,(주)코세스,89890,2014,-3156936,0
7386,(주)코세스,89890,2015,-108388,0
7387,(주)코세스,89890,2016,-3316646,0
7388,(주)코세스,89890,2017,5027009,0
7389,(주)코세스,89890,2018,10894455,0
7390,(주)코세스,89890,2019,7666630,0
7391,(주)코센,9730,2011,-7837490,0
7392,(주)코센,9730,2012,-3192301,0
7393,(주)코센,9730,2013,1785462,0
7394,(주)코센,9730,2014,1250828,806976
7395,(주)코센,9730,2015,1821066,1657470
7396,(주)코센,9730,2016,-6326595,-6460335
7397,(주)코센,9730,2017,1030705,1030638
7398,(주)코센,9730,2018,-349329,-349395
7399,(주)코센,9730,2019,-2392228,-3707716
7400,(주)코스나인,82660,2011,-6535693,-14153340
7401,(주)코스나인,82660,2012,-2360265,3850710
7402,(주)코스나인,82660,2013,3373649,8736694
7403,(주)코스나인,82660,2014,233893,11248203
7404,(주)코스나인,82660,2015,-4569937,5262825
7405,(주)코스나인,82660,2016,-1583539,2359572
7406,(주)코스나인,82660,2017,-10493577,-14012778
7407,(주)코스나인,82660,2018,503782,-11015929
7408,(주)코스나인,82660,2019,-3248622,0
7409,(주)코스메카코리아,241710,2016,10333087,13128170
7410,(주)코스메카코리아,241710,2017,7584272,10991649
7411,(주)코스메카코리아,241710,2018,9362014,9826149
7412,(주)코스메카코리아,241710,2019,8115155,8267036
7413,(주)코스온,69110,2011,156127,0
7414,(주)코스온,69110,2012,98232,0
7415,(주)코스온,69110,2013,-377513,0
7416,(주)코스온,69110,2014,2176014,0
7417,(주)코스온,69110,2015,6919750,0
7418,(주)코스온,69110,2016,8465870,8051950
7419,(주)코스온,69110,2017,3429905,4710980
7420,(주)코스온,69110,2018,-1194588,3281485
7421,(주)코스온,69110,2019,1486703,555275
7422,(주)코썬바이오,204990,2016,7901881,0
7423,(주)코썬바이오,204990,2017,-984363,-2294247
7424,(주)코썬바이오,204990,2018,-14884400,-24009265
7425,(주)코썬바이오,204990,2019,-26525048,-28487900
7426,(주)코아스,71950,2011,5170324,0
7427,(주)코아스,71950,2012,2610991,2608280
7428,(주)코아스,71950,2013,272185,370883
7429,(주)코아스,71950,2014,2055059,2059942
7430,(주)코아스,71950,2015,-7646845,-7832372
7431,(주)코아스,71950,2016,-3454321,-3492067
7432,(주)코아스,71950,2017,278525,659260
7433,(주)코아스,71950,2018,884737,1232092
7434,(주)코아스,71950,2019,3060398,3080909
7435,(주)코아시아,45970,2011,461628,4321215
7436,(주)코아시아,45970,2012,490972,3722772
7437,(주)코아시아,45970,2013,81806,125330
7438,(주)코아시아,45970,2014,220753,-16779023
7439,(주)코아시아,45970,2015,354679,5852355
7440,(주)코아시아,45970,2016,-5094452,13556717
7441,(주)코아시아,45970,2017,-793751,16814262
7442,(주)코아시아,45970,2018,261435,4997771
7443,(주)코아시아,45970,2019,78332,20494944
7444,(주)코아시아옵틱스,196450,2014,-2536156,-2560363
7445,(주)코아시아옵틱스,196450,2015,-5435968,-6695971
7446,(주)코아시아옵틱스,196450,2016,-15539104,-22542352
7447,(주)코아시아옵틱스,196450,2017,634257,-814451
7448,(주)코아시아옵틱스,196450,2018,-5168126,-6120241
7449,(주)코아시아옵틱스,196450,2019,519742,2870743
7450,(주)코엔텍,29960,2011,5803963,7615955
7451,(주)코엔텍,29960,2012,9507633,10337372
7452,(주)코엔텍,29960,2013,8025423,8798715
7453,(주)코엔텍,29960,2014,9535636,10718065
7454,(주)코엔텍,29960,2015,7537545,9472359
7455,(주)코엔텍,29960,2016,14876626,15475622
7456,(주)코엔텍,29960,2017,17050026,18586514
7457,(주)코엔텍,29960,2018,27649277,29310889
7458,(주)코엔텍,29960,2019,28446448,0
7459,(주)코오롱,2020,2011,25963059,115433397
7460,(주)코오롱,2020,2012,32047711,43371360
7461,(주)코오롱,2020,2013,35221527,76917158
7462,(주)코오롱,2020,2014,29362627,72662399
7463,(주)코오롱,2020,2015,24423643,41355371
7464,(주)코오롱,2020,2016,18379201,136872655
7465,(주)코오롱,2020,2017,29551111,106757935
7466,(주)코오롱,2020,2018,28080982,111461026
7467,(주)코오롱,2020,2019,31357626,124522671
7468,(주)코원플레이,56000,2011,-11735183,-9724694
7469,(주)코원플레이,56000,2012,-12628252,-14674845
7470,(주)코원플레이,56000,2013,-8769728,-10443758
7471,(주)코원플레이,56000,2014,783327,-2918829
7472,(주)코원플레이,56000,2015,-6412170,-6296963
7473,(주)코원플레이,56000,2016,-5891197,0
7474,(주)코원플레이,56000,2017,1075691,267139
7475,(주)코원플레이,56000,2018,-811256,-3104776
7476,(주)코원플레이,56000,2019,284973,-3572681
7477,(주)코윈테크,282880,2019,20659243,20846672
7478,(주)코이즈,121850,2012,9194354,7955114
7479,(주)코이즈,121850,2013,1045752,-83959
7480,(주)코이즈,121850,2014,364649,-144962
7481,(주)코이즈,121850,2015,-1994072,-1498764
7482,(주)코이즈,121850,2016,277552,793669
7483,(주)코이즈,121850,2017,-8325653,-7529258
7484,(주)코이즈,121850,2018,-8602181,-7407618
7485,(주)코이즈,121850,2019,-1212365,-2819178
7486,(주)코콤,15710,2011,3724936,3708458
7487,(주)코콤,15710,2012,5973319,5738400
7488,(주)코콤,15710,2013,5097330,5035947
7489,(주)코콤,15710,2014,9702119,9643460
7490,(주)코콤,15710,2015,9890569,9832999
7491,(주)코콤,15710,2016,8844021,8842419
7492,(주)코콤,15710,2017,12701429,12701364
7493,(주)코콤,15710,2018,17196337,17196078
7494,(주)코콤,15710,2019,13342693,13342571
7495,(주)코텍,52330,2011,20639369,0
7496,(주)코텍,52330,2012,21401752,0
7497,(주)코텍,52330,2013,20736416,0
7498,(주)코텍,52330,2014,5492376,0
7499,(주)코텍,52330,2015,26291926,0
7500,(주)코텍,52330,2016,29276825,0
7501,(주)코텍,52330,2017,33444127,0
7502,(주)코텍,52330,2018,42424699,0
7503,(주)코텍,52330,2019,34798947,33129376
7504,(주)코퍼스코리아,322780,2019,0,0
7505,(주)코프라,126600,2011,4910377,0
7506,(주)코프라,126600,2012,7095331,0
7507,(주)코프라,126600,2013,9317488,9296106
7508,(주)코프라,126600,2014,11432878,10406402
7509,(주)코프라,126600,2015,13567004,12543381
7510,(주)코프라,126600,2016,13126715,14149306
7511,(주)코프라,126600,2017,7772691,8350470
7512,(주)코프라,126600,2018,5735988,6328708
7513,(주)코프라,126600,2019,5149413,9139429
7514,(주)콘텐트리중앙,36420,2019,-13956095,35421708
7515,(주)콤텍시스템,31820,2011,4497300,3837557
7516,(주)콤텍시스템,31820,2012,1038059,781384
7517,(주)콤텍시스템,31820,2013,-972639,-1044912
7518,(주)콤텍시스템,31820,2014,-5031325,-5148639
7519,(주)콤텍시스템,31820,2015,739013,701615
7520,(주)콤텍시스템,31820,2016,1625192,1522472
7521,(주)콤텍시스템,31820,2017,2176568,2127309
7522,(주)콤텍시스템,31820,2018,3160832,0
7523,(주)콤텍시스템,31820,2019,3046974,0
7524,(주)큐로,15590,2011,-19957273,-19919996
7525,(주)큐로,15590,2012,19056774,20085129
7526,(주)큐로,15590,2013,14170204,16472376
7527,(주)큐로,15590,2014,2409941,5012603
7528,(주)큐로,15590,2015,-12343696,0
7529,(주)큐로,15590,2016,-11504646,0
7530,(주)큐로,15590,2017,6738189,0
7531,(주)큐로,15590,2018,-15447300,0
7532,(주)큐로,15590,2019,19782502,19782502
7533,(주)큐로컴,40350,2011,177193,-2742327
7534,(주)큐로컴,40350,2012,75997,-3362101
7535,(주)큐로컴,40350,2013,514089,-5189354
7536,(주)큐로컴,40350,2014,163796,-5607727
7537,(주)큐로컴,40350,2015,465006,-4935632
7538,(주)큐로컴,40350,2016,-730771,-5109781
7539,(주)큐로컴,40350,2017,368746,-5227212
7540,(주)큐로컴,40350,2018,-880254,-10516842
7541,(주)큐로컴,40350,2019,416650,-11807598
7542,(주)큐로홀딩스,51780,2011,1280850,-1830465
7543,(주)큐로홀딩스,51780,2012,487579,-1401572
7544,(주)큐로홀딩스,51780,2013,154549,356861
7545,(주)큐로홀딩스,51780,2014,679440,-75035
7546,(주)큐로홀딩스,51780,2015,485565,-280213
7547,(주)큐로홀딩스,51780,2016,-2951542,-15710045
7548,(주)큐로홀딩스,51780,2017,-2275803,-6855751
7549,(주)큐로홀딩스,51780,2018,1197566,-569077
7550,(주)큐로홀딩스,51780,2019,1662395,782260
7551,(주)큐리언트,115180,2016,-11076581,0
7552,(주)큐리언트,115180,2017,-12723839,0
7553,(주)큐리언트,115180,2018,-16687561,0
7554,(주)큐리언트,115180,2019,-23169936,0
7555,(주)큐브엔터테인먼트,182360,2013,0,0
7556,(주)큐브엔터테인먼트,182360,2014,0,0
7557,(주)큐브엔터테인먼트,182360,2015,815148,710695
7558,(주)큐브엔터테인먼트,182360,2016,-4566877,-5701794
7559,(주)큐브엔터테인먼트,182360,2017,735917,211107
7560,(주)큐브엔터테인먼트,182360,2018,1948234,1930704
7561,(주)큐브엔터테인먼트,182360,2019,1032542,960752
7562,(주)큐에스아이,66310,2011,4783093,0
7563,(주)큐에스아이,66310,2012,2739820,2603027
7564,(주)큐에스아이,66310,2013,3499080,3711718
7565,(주)큐에스아이,66310,2014,3110895,3480038
7566,(주)큐에스아이,66310,2015,2412464,1402430
7567,(주)큐에스아이,66310,2016,731924,894188
7568,(주)큐에스아이,66310,2017,1438452,1067005
7569,(주)큐에스아이,66310,2018,-357241,-1053321
7570,(주)큐에스아이,66310,2019,160199,416541
7571,(주)크라운제과,264900,2017,21136111,0
7572,(주)크라운제과,264900,2018,20255858,0
7573,(주)크라운제과,264900,2019,26519837,0
7574,(주)크라운해태홀딩스,5740,2011,40418623,81130125
7575,(주)크라운해태홀딩스,5740,2012,31544982,75623568
7576,(주)크라운해태홀딩스,5740,2013,34881400,69695411
7577,(주)크라운해태홀딩스,5740,2014,35618602,62770834
7578,(주)크라운해태홀딩스,5740,2015,37967522,87438755
7579,(주)크라운해태홀딩스,5740,2016,28268663,65925319
7580,(주)크라운해태홀딩스,5740,2017,2281324,34196284
7581,(주)크라운해태홀딩스,5740,2018,7649437,41544955
7582,(주)크라운해태홀딩스,5740,2019,5171440,39432521
7583,(주)크레버스,96240,2011,11361346,18526717
7584,(주)크레버스,96240,2012,13030044,16581347
7585,(주)크레버스,96240,2013,11395939,15883084
7586,(주)크레버스,96240,2014,5428538,11331887
7587,(주)크레버스,96240,2015,-1256774,6885877
7588,(주)크레버스,96240,2016,-5438802,1671929
7589,(주)크레버스,96240,2017,5550596,13976956
7590,(주)크레버스,96240,2018,8476299,15774065
7591,(주)크레버스,96240,2019,13285102,22641001
7592,(주)크리스에프앤씨,110790,2018,43819830,43599454
7593,(주)크리스에프앤씨,110790,2019,38731744,37707651
7594,(주)크린앤사이언스,45520,2011,1206897,836354
7595,(주)크린앤사이언스,45520,2012,1880209,1739733
7596,(주)크린앤사이언스,45520,2013,1994068,1975328
7597,(주)크린앤사이언스,45520,2014,2805953,2709628
7598,(주)크린앤사이언스,45520,2015,4255261,4226415
7599,(주)크린앤사이언스,45520,2016,4556903,4354523
7600,(주)크린앤사이언스,45520,2017,6458241,6293672
7601,(주)크린앤사이언스,45520,2018,7743499,8116683
7602,(주)크린앤사이언스,45520,2019,10782951,10881745
7603,(주)클라우드에어,36170,2011,3991855,0
7604,(주)클라우드에어,36170,2012,1465396,1273519
7605,(주)클라우드에어,36170,2013,2905339,2618938
7606,(주)클라우드에어,36170,2014,-933707,-1499847
7607,(주)클라우드에어,36170,2015,1860377,1412148
7608,(주)클라우드에어,36170,2016,2593359,1097105
7609,(주)클라우드에어,36170,2017,2881709,1480650
7610,(주)클라우드에어,36170,2018,1307043,717304
7611,(주)클라우드에어,36170,2019,-970,-9527
7612,(주)클래시스,214150,2015,0,0
7613,(주)클래시스,214150,2016,0,0
7614,(주)클래시스,214150,2017,10786229,10802377
7615,(주)클래시스,214150,2018,17468590,17476491
7616,(주)클래시스,214150,2019,41619213,41709476
7617,(주)클리오,237880,2016,27931625,25685909
7618,(주)클리오,237880,2017,12272250,10869805
7619,(주)클리오,237880,2018,3978695,-1575317
7620,(주)클리오,237880,2019,18813270,18598524
7621,(주)키다리스튜디오,20120,2011,-1307215,0
7622,(주)키다리스튜디오,20120,2012,-3413562,0
7623,(주)키다리스튜디오,20120,2013,1026559,0
7624,(주)키다리스튜디오,20120,2014,2000598,1975525
7625,(주)키다리스튜디오,20120,2015,1008046,478299
7626,(주)키다리스튜디오,20120,2016,234278,0
7627,(주)키다리스튜디오,20120,2017,-92954,-495283
7628,(주)키다리스튜디오,20120,2018,266948,0
7629,(주)키다리스튜디오,20120,2019,1007835,702897
7630,(주)키이스트,54780,2011,2157533,0
7631,(주)키이스트,54780,2012,3344908,3011746
7632,(주)키이스트,54780,2013,1092980,-5563744
7633,(주)키이스트,54780,2014,6286532,7890630
7634,(주)키이스트,54780,2015,3560786,7601565
7635,(주)키이스트,54780,2016,802181,-313869
7636,(주)키이스트,54780,2017,-278424,983966
7637,(주)키이스트,54780,2018,-2103443,-2413550
7638,(주)키이스트,54780,2019,-1649907,-1524809
7639,(주)타이거일렉,219130,2015,3132141,3020618
7640,(주)타이거일렉,219130,2016,1139125,0
7641,(주)타이거일렉,219130,2017,4686834,0
7642,(주)타이거일렉,219130,2018,2360780,0
7643,(주)타이거일렉,219130,2019,1460861,0
7644,(주)탑엔지니어링,65130,2011,11896308,12537499
7645,(주)탑엔지니어링,65130,2012,5345160,2525188
7646,(주)탑엔지니어링,65130,2013,3462120,3662943
7647,(주)탑엔지니어링,65130,2014,2516423,4680066
7648,(주)탑엔지니어링,65130,2015,16023795,16543918
7649,(주)탑엔지니어링,65130,2016,18226058,17995013
7650,(주)탑엔지니어링,65130,2017,9176593,15127799
7651,(주)탑엔지니어링,65130,2018,16936618,33917657
7652,(주)탑엔지니어링,65130,2019,24030398,70635750
7653,(주)탑코미디어,134580,2013,5226257,5262562
7654,(주)탑코미디어,134580,2014,4187991,4343388
7655,(주)탑코미디어,134580,2015,4590634,4612356
7656,(주)탑코미디어,134580,2016,-6390127,-7275617
7657,(주)탑코미디어,134580,2017,-10649888,-10845023
7658,(주)탑코미디어,134580,2018,1802593,1542572
7659,(주)탑코미디어,134580,2019,-4476577,0
7660,(주)태경비케이,14580,2011,10662128,0
7661,(주)태경비케이,14580,2012,5908514,0
7662,(주)태경비케이,14580,2013,8467699,0
7663,(주)태경비케이,14580,2014,6515799,0
7664,(주)태경비케이,14580,2015,5147417,0
7665,(주)태경비케이,14580,2016,5779765,8480065
7666,(주)태경비케이,14580,2017,5527572,7351808
7667,(주)태경비케이,14580,2018,5609004,8796883
7668,(주)태경비케이,14580,2019,2652170,3869513
7669,(주)태광,23160,2011,36908847,0
7670,(주)태광,23160,2012,46051711,0
7671,(주)태광,23160,2013,34836047,0
7672,(주)태광,23160,2014,12102724,0
7673,(주)태광,23160,2015,17890363,0
7674,(주)태광,23160,2016,3664852,0
7675,(주)태광,23160,2017,4496693,0
7676,(주)태광,23160,2018,4267099,4031117
7677,(주)태광,23160,2019,3194433,2875221
7678,(주)태성,323280,2019,0,0
7679,(주)태양,53620,2011,9215619,9237741
7680,(주)태양,53620,2012,7726755,7754522
7681,(주)태양,53620,2013,9298359,9344062
7682,(주)태양,53620,2014,8908800,8895841
7683,(주)태양,53620,2015,1626661,1621181
7684,(주)태양,53620,2016,18589359,18568184
7685,(주)태양,53620,2017,14031945,14069331
7686,(주)태양,53620,2018,-1440084,-1431608
7687,(주)태양,53620,2019,7040482,7048199
7688,(주)태영건설,9410,2011,65186899,124891220
7689,(주)태영건설,9410,2012,63891898,106077997
7690,(주)태영건설,9410,2013,31769747,89856760
7691,(주)태영건설,9410,2014,-33414425,18266397
7692,(주)태영건설,9410,2015,2519804,56843549
7693,(주)태영건설,9410,2016,58181889,97067251
7694,(주)태영건설,9410,2017,212684039,311131438
7695,(주)태영건설,9410,2018,274983669,463519907
7696,(주)태영건설,9410,2019,271073133,391222216
7697,(주)태웅,44490,2011,19417761,0
7698,(주)태웅,44490,2012,10283090,0
7699,(주)태웅,44490,2013,10164319,0
7700,(주)태웅,44490,2014,8306187,0
7701,(주)태웅,44490,2015,6088240,0
7702,(주)태웅,44490,2016,12935186,0
7703,(주)태웅,44490,2017,-4358336,0
7704,(주)태웅,44490,2018,-32031365,0
7705,(주)태웅,44490,2019,-30012424,0
7706,(주)태웅로직스,124560,2019,13989061,14980614
7707,(주)테라젠이텍스,66700,2011,-4981017,-4071137
7708,(주)테라젠이텍스,66700,2012,-7946418,-7340797
7709,(주)테라젠이텍스,66700,2013,2520091,2382066
7710,(주)테라젠이텍스,66700,2014,1255916,1609530
7711,(주)테라젠이텍스,66700,2015,3319735,2485164
7712,(주)테라젠이텍스,66700,2016,915978,1310106
7713,(주)테라젠이텍스,66700,2017,-246259,205856
7714,(주)테라젠이텍스,66700,2018,-5056348,-3923991
7715,(주)테라젠이텍스,66700,2019,846770,3705498
7716,(주)테스,95610,2011,5300304,0
7717,(주)테스,95610,2012,1266682,0
7718,(주)테스,95610,2013,6283616,6223142
7719,(주)테스,95610,2014,17115662,16337892
7720,(주)테스,95610,2015,10573445,9478897
7721,(주)테스,95610,2016,37053665,36366481
7722,(주)테스,95610,2017,64081474,63314558
7723,(주)테스,95610,2018,58616634,57817260
7724,(주)테스,95610,2019,11808061,11749115
7725,(주)테이팩스,55490,2017,13061911,11955783
7726,(주)테이팩스,55490,2018,8786480,7529606
7727,(주)테이팩스,55490,2019,9038872,8277998
7728,(주)테크윙,89030,2011,18069523,0
7729,(주)테크윙,89030,2012,11933652,0
7730,(주)테크윙,89030,2013,9089177,9497807
7731,(주)테크윙,89030,2014,12910007,11931559
7732,(주)테크윙,89030,2015,25496507,23278456
7733,(주)테크윙,89030,2016,23052591,23092631
7734,(주)테크윙,89030,2017,36059405,41515988
7735,(주)테크윙,89030,2018,28497185,25092950
7736,(주)테크윙,89030,2019,23372978,24400095
7737,(주)텔레칩스,54450,2011,-4676796,0
7738,(주)텔레칩스,54450,2012,-1884436,0
7739,(주)텔레칩스,54450,2013,-7918466,0
7740,(주)텔레칩스,54450,2014,1706650,0
7741,(주)텔레칩스,54450,2015,4568889,0
7742,(주)텔레칩스,54450,2016,6685885,6640431
7743,(주)텔레칩스,54450,2017,6200877,6334056
7744,(주)텔레칩스,54450,2018,8308072,8154892
7745,(주)텔레칩스,54450,2019,8037236,7646362
7746,(주)텔레필드,91440,2011,904120,0
7747,(주)텔레필드,91440,2012,1653961,0
7748,(주)텔레필드,91440,2013,601943,0
7749,(주)텔레필드,91440,2014,2891799,0
7750,(주)텔레필드,91440,2015,890957,0
7751,(주)텔레필드,91440,2016,-1688974,-1688974
7752,(주)텔레필드,91440,2017,411834,895289
7753,(주)텔레필드,91440,2018,-10036019,-10868116
7754,(주)텔레필드,91440,2019,2168775,5688535
7755,(주)텔콘알에프제약,200230,2014,8657085,8067298
7756,(주)텔콘알에프제약,200230,2015,256300,-286064
7757,(주)텔콘알에프제약,200230,2016,-4482814,-8099010
7758,(주)텔콘알에프제약,200230,2017,-7885900,-12081153
7759,(주)텔콘알에프제약,200230,2018,-5925667,-7874448
7760,(주)텔콘알에프제약,200230,2019,2949051,2995156
7761,(주)토니모리,214420,2015,18135124,17437986
7762,(주)토니모리,214420,2016,24187225,17639126
7763,(주)토니모리,214420,2017,11552008,-1912946
