,회사명,거래소코드,회계년도,기업수명,기업수명(연결)
8955,(주)혜인,3010,12-Dec,도입기,도입기
8956,(주)혜인,3010,13-Dec,성숙기,성숙기
8957,(주)혜인,3010,14-Dec,도입기,도입기
8958,(주)혜인,3010,15-Dec,성숙기,성숙기
8959,(주)혜인,3010,16-Dec,도입기,성장기
8960,(주)혜인,3010,17-Dec,쇠퇴기,쇠퇴기
8961,(주)혜인,3010,18-Dec,성숙기,성숙기
8962,(주)혜인,3010,19-Dec,쇄신기,쇄신기
8963,(주)호텔신라,8770,11-Dec,성장기,성장기
8964,(주)호텔신라,8770,12-Dec,성장기,성장기
8965,(주)호텔신라,8770,13-Dec,성장기,성장기
8966,(주)호텔신라,8770,14-Dec,성숙기,성숙기
8967,(주)호텔신라,8770,15-Dec,성장기,성장기
8968,(주)호텔신라,8770,16-Dec,쇄신기,쇄신기
8969,(주)호텔신라,8770,17-Dec,성장기,성장기
8970,(주)호텔신라,8770,18-Dec,성숙기,성숙기
8971,(주)호텔신라,8770,19-Dec,성숙기,성숙기
8972,(주)홈센타홀딩스,60560,11-Dec,도입기,도입기
8973,(주)홈센타홀딩스,60560,12-Dec,도입기,도입기
8974,(주)홈센타홀딩스,60560,13-Dec,성숙기,성숙기
8975,(주)홈센타홀딩스,60560,14-Dec,성장기,성숙기
8976,(주)홈센타홀딩스,60560,15-Dec,성장기,성장기
8977,(주)홈센타홀딩스,60560,16-Dec,성장기,성장기
8978,(주)홈센타홀딩스,60560,17-Dec,성장기,성장기
8979,(주)홈센타홀딩스,60560,18-Dec,성숙기,성장기
8980,(주)홈센타홀딩스,60560,19-Dec,쇄신기,성숙기
8981,(주)홈캐스트,64240,11-Dec,쇄신기,쇄신기
8982,(주)홈캐스트,64240,12-Dec,쇄신기,쇄신기
8983,(주)홈캐스트,64240,13-Dec,성장기,성장기
8984,(주)홈캐스트,64240,14-Dec,성장기,성장기
8985,(주)홈캐스트,64240,15-Dec,쇠퇴기,쇄신기
8986,(주)홈캐스트,64240,16-Dec,성장기,성장기
8987,(주)홈캐스트,64240,17-Dec,성숙기,성숙기
8988,(주)홈캐스트,64240,18-Dec,9,쇠퇴기
8989,(주)홈캐스트,64240,19-Dec,쇄신기,쇄신기
8990,(주)화승엔터프라이즈,241590,16-Dec,성장기,성장기
8991,(주)화승엔터프라이즈,241590,17-Dec,도입기,성장기
8992,(주)화승엔터프라이즈,241590,18-Dec,도입기,성장기
8993,(주)화승엔터프라이즈,241590,19-Dec,쇠퇴기,성장기
8994,(주)화승인더스트리,6060,11-Dec,도입기,성장기
8995,(주)화승인더스트리,6060,12-Dec,성숙기,성장기
8996,(주)화승인더스트리,6060,13-Dec,도입기,성장기
8997,(주)화승인더스트리,6060,14-Dec,도입기,성장기
8998,(주)화승인더스트리,6060,15-Dec,성장기,성숙기
8999,(주)화승인더스트리,6060,16-Dec,성장기,성장기
9000,(주)화승인더스트리,6060,17-Dec,성숙기,성장기
9001,(주)화승인더스트리,6060,18-Dec,쇄신기,성장기
9002,(주)화승인더스트리,6060,19-Dec,쇄신기,성장기
9003,(주)화승코퍼레이션,13520,11-Dec,성장기,성숙기
9004,(주)화승코퍼레이션,13520,12-Dec,도입기,성장기
9005,(주)화승코퍼레이션,13520,13-Dec,성장기,성장기
9006,(주)화승코퍼레이션,13520,14-Dec,성장기,성장기
9007,(주)화승코퍼레이션,13520,15-Dec,성장기,성장기
9008,(주)화승코퍼레이션,13520,16-Dec,성숙기,성숙기
9009,(주)화승코퍼레이션,13520,17-Dec,쇄신기,성숙기
9010,(주)화승코퍼레이션,13520,18-Dec,도입기,성장기
9011,(주)화승코퍼레이션,13520,19-Dec,성숙기,성숙기
9012,(주)화신,10690,11-Dec,성장기,성장기
9013,(주)화신,10690,12-Dec,성숙기,성장기
9014,(주)화신,10690,13-Dec,도입기,성장기
9015,(주)화신,10690,14-Dec,성장기,성장기
9016,(주)화신,10690,15-Dec,성숙기,성숙기
9017,(주)화신,10690,16-Dec,성장기,성장기
9018,(주)화신,10690,17-Dec,성숙기,도입기
9019,(주)화신,10690,18-Dec,도입기,성장기
9020,(주)화신,10690,19-Dec,성숙기,성숙기
9021,(주)화신정공,126640,11-Dec,쇄신기,쇄신기
9022,(주)화신정공,126640,12-Dec,쇄신기,쇄신기
9023,(주)화신정공,126640,13-Dec,성숙기,성숙기
9024,(주)화신정공,126640,14-Dec,성숙기,성숙기
9025,(주)화신정공,126640,15-Dec,쇄신기,쇄신기
9026,(주)화신정공,126640,16-Dec,성숙기,성숙기
9027,(주)화신정공,126640,17-Dec,성숙기,성숙기
9028,(주)화신정공,126640,18-Dec,성숙기,성숙기
9029,(주)화신정공,126640,19-Dec,성장기,성장기
9030,(주)화인베스틸,133820,14-Dec,도입기,도입기
9031,(주)화인베스틸,133820,15-Dec,성숙기,성숙기
9032,(주)화인베스틸,133820,16-Dec,성장기,성장기
9033,(주)화인베스틸,133820,17-Dec,성숙기,성숙기
9034,(주)화인베스틸,133820,18-Dec,도입기,도입기
9035,(주)화인베스틸,133820,19-Dec,성숙기,성숙기
9036,(주)황금에스티,32560,11-Dec,쇄신기,쇄신기
9037,(주)황금에스티,32560,12-Dec,성숙기,성숙기
9038,(주)황금에스티,32560,13-Dec,성숙기,성숙기
9039,(주)황금에스티,32560,14-Dec,성숙기,성숙기
9040,(주)황금에스티,32560,15-Dec,성장기,성장기
9041,(주)황금에스티,32560,16-Dec,성장기,성숙기
9042,(주)황금에스티,32560,17-Dec,쇄신기,성숙기
9043,(주)황금에스티,32560,18-Dec,성장기,성장기
9044,(주)황금에스티,32560,19-Dec,쇄신기,쇄신기
9045,(주)효성,4800,11-Dec,성장기,도입기
9046,(주)효성,4800,12-Dec,성숙기,성장기
9047,(주)효성,4800,13-Dec,성숙기,성장기
9048,(주)효성,4800,14-Dec,성숙기,성숙기
9049,(주)효성,4800,15-Dec,성숙기,성숙기
9050,(주)효성,4800,16-Dec,성숙기,성숙기
9051,(주)효성,4800,17-Dec,성숙기,성장기
9052,(주)효성,4800,18-Dec,도입기,성장기
9053,(주)효성,4800,19-Dec,쇄신기,성숙기
9054,(주)후성,93370,11-Dec,성장기,성장기
9055,(주)후성,93370,12-Dec,성숙기,성숙기
9056,(주)후성,93370,13-Dec,성숙기,성장기
9057,(주)후성,93370,14-Dec,성장기,성장기
9058,(주)후성,93370,15-Dec,성장기,성장기
9059,(주)후성,93370,16-Dec,성숙기,성숙기
9060,(주)후성,93370,17-Dec,성숙기,성숙기
9061,(주)후성,93370,18-Dec,성장기,성장기
9062,(주)후성,93370,19-Dec,성장기,성장기
9063,(주)휠라홀딩스,81660,11-Dec,도입기,성장기
9064,(주)휠라홀딩스,81660,12-Dec,성숙기,성숙기
9065,(주)휠라홀딩스,81660,13-Dec,성장기,성장기
9066,(주)휠라홀딩스,81660,14-Dec,성숙기,성장기
9067,(주)휠라홀딩스,81660,15-Dec,성장기,성장기
9068,(주)휠라홀딩스,81660,16-Dec,성장기,도입기
9069,(주)휠라홀딩스,81660,17-Dec,쇄신기,성장기
9070,(주)휠라홀딩스,81660,18-Dec,성숙기,성숙기
9071,(주)휠라홀딩스,81660,19-Dec,쇄신기,성숙기
9072,(주)휴네시온,290270,18-Dec,성장기,성장기
9073,(주)휴네시온,290270,19-Dec,성숙기,성숙기
9074,(주)휴니드테크놀러지스,5870,11-Dec,도입기,도입기
9075,(주)휴니드테크놀러지스,5870,12-Dec,쇠퇴기,쇠퇴기
9076,(주)휴니드테크놀러지스,5870,13-Dec,성숙기,성숙기
9077,(주)휴니드테크놀러지스,5870,14-Dec,성장기,성장기
9078,(주)휴니드테크놀러지스,5870,15-Dec,성장기,성장기
9079,(주)휴니드테크놀러지스,5870,16-Dec,성장기,성장기
9080,(주)휴니드테크놀러지스,5870,17-Dec,쇠퇴기,쇠퇴기
9081,(주)휴니드테크놀러지스,5870,18-Dec,성숙기,성숙기
9082,(주)휴니드테크놀러지스,5870,19-Dec,쇠퇴기,쇠퇴기
9083,(주)휴맥스,115160,11-Dec,성숙기,성숙기
9084,(주)휴맥스,115160,12-Dec,쇠퇴기,쇄신기
9085,(주)휴맥스,115160,13-Dec,성숙기,성숙기
9086,(주)휴맥스,115160,14-Dec,쇠퇴기,도입기
9087,(주)휴맥스,115160,15-Dec,성장기,성장기
9088,(주)휴맥스,115160,16-Dec,도입기,성숙기
9089,(주)휴맥스,115160,17-Dec,도입기,도입기
9090,(주)휴맥스,115160,18-Dec,성숙기,성숙기
9091,(주)휴맥스,115160,19-Dec,성장기,성장기
9092,(주)휴맥스홀딩스,28080,11-Dec,쇄신기,쇄신기
9093,(주)휴맥스홀딩스,28080,12-Dec,성숙기,성장기
9094,(주)휴맥스홀딩스,28080,13-Dec,9,성숙기
9095,(주)휴맥스홀딩스,28080,14-Dec,성숙기,성숙기
9096,(주)휴맥스홀딩스,28080,15-Dec,성장기,성장기
9097,(주)휴맥스홀딩스,28080,16-Dec,도입기,도입기
9098,(주)휴맥스홀딩스,28080,17-Dec,성숙기,성숙기
9099,(주)휴맥스홀딩스,28080,18-Dec,쇄신기,쇄신기
9100,(주)휴맥스홀딩스,28080,19-Dec,쇄신기,쇄신기
9101,(주)휴먼엔,32860,11-Dec,도입기,도입기
9102,(주)휴먼엔,32860,12-Dec,도입기,도입기
9103,(주)휴먼엔,32860,13-Dec,도입기,도입기
9104,(주)휴먼엔,32860,14-Dec,도입기,도입기
9105,(주)휴먼엔,32860,15-Dec,쇠퇴기,쇠퇴기
9106,(주)휴먼엔,32860,16-Dec,도입기,쇠퇴기
9107,(주)휴먼엔,32860,17-Dec,쇄신기,쇠퇴기
9108,(주)휴먼엔,32860,18-Dec,도입기,성장기
9109,(주)휴먼엔,32860,19-Dec,도입기,도입기
9110,(주)휴메딕스,200670,14-Dec,성장기,성장기
9111,(주)휴메딕스,200670,15-Dec,성장기,성장기
9112,(주)휴메딕스,200670,16-Dec,성장기,성장기
9113,(주)휴메딕스,200670,17-Dec,성숙기,성숙기
9114,(주)휴메딕스,200670,18-Dec,성숙기,성숙기
9115,(주)휴메딕스,200670,19-Dec,성숙기,성숙기
9116,(주)휴비스,79980,12-Dec,성장기,성장기
9117,(주)휴비스,79980,13-Dec,성숙기,성숙기
9118,(주)휴비스,79980,14-Dec,성장기,성장기
9119,(주)휴비스,79980,15-Dec,성숙기,성숙기
9120,(주)휴비스,79980,16-Dec,성장기,성장기
9121,(주)휴비스,79980,17-Dec,성숙기,성숙기
9122,(주)휴비스,79980,18-Dec,성숙기,성숙기
9123,(주)휴비스,79980,19-Dec,도입기,도입기
9124,(주)휴비츠,65510,11-Dec,성숙기,성숙기
9125,(주)휴비츠,65510,12-Dec,성장기,성장기
9126,(주)휴비츠,65510,13-Dec,성장기,성장기
9127,(주)휴비츠,65510,14-Dec,성숙기,성숙기
9128,(주)휴비츠,65510,15-Dec,성장기,성장기
9129,(주)휴비츠,65510,16-Dec,성장기,성장기
9130,(주)휴비츠,65510,17-Dec,성숙기,성숙기
9131,(주)휴비츠,65510,18-Dec,성숙기,성숙기
9132,(주)휴비츠,65510,19-Dec,성숙기,성숙기
9133,(주)휴센텍,215090,15-Dec,8,8
9134,(주)휴센텍,215090,16-Dec,8,8
9135,(주)휴센텍,215090,17-Dec,8,8
9136,(주)휴센텍,215090,18-Dec,성장기,성장기
9137,(주)휴센텍,215090,19-Dec,쇠퇴기,쇠퇴기
9138,(주)휴스틸,5010,11-Dec,성장기,성장기
9139,(주)휴스틸,5010,12-Dec,성장기,성장기
9140,(주)휴스틸,5010,13-Dec,성숙기,성숙기
9141,(주)휴스틸,5010,14-Dec,성장기,성장기
9142,(주)휴스틸,5010,15-Dec,성숙기,성숙기
9143,(주)휴스틸,5010,16-Dec,도입기,도입기
9144,(주)휴스틸,5010,17-Dec,도입기,쇠퇴기
9145,(주)휴스틸,5010,18-Dec,쇄신기,쇄신기
9146,(주)휴스틸,5010,19-Dec,성숙기,성숙기
9147,(주)휴엠앤씨,263920,17-Dec,도입기,도입기
9148,(주)휴엠앤씨,263920,18-Dec,성장기,성장기
9149,(주)휴엠앤씨,263920,19-Dec,도입기,도입기
9150,(주)휴온스,243070,16-Dec,성숙기,성장기
9151,(주)휴온스,243070,17-Dec,성숙기,성장기
9152,(주)휴온스,243070,18-Dec,성숙기,성숙기
9153,(주)휴온스,243070,19-Dec,성숙기,성숙기
9154,(주)휴온스글로벌,84110,11-Dec,성장기,성장기
9155,(주)휴온스글로벌,84110,12-Dec,성숙기,성장기
9156,(주)휴온스글로벌,84110,13-Dec,성숙기,성숙기
9157,(주)휴온스글로벌,84110,14-Dec,성숙기,성장기
9158,(주)휴온스글로벌,84110,15-Dec,성숙기,성장기
9159,(주)휴온스글로벌,84110,16-Dec,성장기,성장기
9160,(주)휴온스글로벌,84110,17-Dec,성장기,성장기
9161,(주)휴온스글로벌,84110,18-Dec,성장기,성숙기
9162,(주)휴온스글로벌,84110,19-Dec,성숙기,성숙기
9163,(주)흥국,10240,11-Dec,성장기,성장기
9164,(주)흥국,10240,12-Dec,성장기,성장기
9165,(주)흥국,10240,13-Dec,성숙기,성숙기
9166,(주)흥국,10240,14-Dec,성숙기,성숙기
9167,(주)흥국,10240,15-Dec,쇄신기,성숙기
9168,(주)흥국,10240,16-Dec,성숙기,성숙기
9169,(주)흥국,10240,17-Dec,쇄신기,쇄신기
9170,(주)흥국,10240,18-Dec,성숙기,성숙기
9171,(주)흥국,10240,19-Dec,성숙기,성숙기
9172,(주)흥국에프엔비,189980,15-Dec,성장기,성장기
9173,(주)흥국에프엔비,189980,16-Dec,성숙기,성숙기
9174,(주)흥국에프엔비,189980,17-Dec,성장기,성장기
9175,(주)흥국에프엔비,189980,18-Dec,성장기,성장기
9176,(주)흥국에프엔비,189980,19-Dec,성숙기,성숙기
9177,(주)희림종합건축사사무소,37440,11-Dec,쇠퇴기,쇠퇴기
9178,(주)희림종합건축사사무소,37440,12-Dec,도입기,도입기
9179,(주)희림종합건축사사무소,37440,13-Dec,도입기,도입기
9180,(주)희림종합건축사사무소,37440,14-Dec,도입기,도입기
9181,(주)희림종합건축사사무소,37440,15-Dec,성숙기,성숙기
9182,(주)희림종합건축사사무소,37440,16-Dec,성숙기,성숙기
9183,(주)희림종합건축사사무소,37440,17-Dec,성숙기,성숙기
9184,(주)희림종합건축사사무소,37440,18-Dec,성숙기,성숙기
9185,(주)희림종합건축사사무소,37440,19-Dec,성숙기,성숙기
9186,(주)힘스,238490,17-Dec,성장기,성장기
9187,(주)힘스,238490,18-Dec,쇠퇴기,쇠퇴기
9188,(주)힘스,238490,19-Dec,쇄신기,쇄신기
9189,AJ네트웍스(주),95570,15-Dec,도입기,도입기
9190,AJ네트웍스(주),95570,16-Dec,도입기,도입기
9191,AJ네트웍스(주),95570,17-Dec,도입기,도입기
9192,AJ네트웍스(주),95570,18-Dec,도입기,도입기
9193,AJ네트웍스(주),95570,19-Dec,쇠퇴기,쇠퇴기
9194,CS홀딩스(주),590,11-Dec,성숙기,성숙기
9195,CS홀딩스(주),590,12-Dec,9,쇠퇴기
9196,CS홀딩스(주),590,13-Dec,9,성숙기
9197,CS홀딩스(주),590,14-Dec,9,성장기
9198,CS홀딩스(주),590,15-Dec,9,성장기
9199,CS홀딩스(주),590,16-Dec,9,성숙기
9200,CS홀딩스(주),590,17-Dec,쇄신기,쇄신기
9201,CS홀딩스(주),590,18-Dec,성숙기,성숙기
9202,CS홀딩스(주),590,19-Dec,쇄신기,쇄신기
9203,HD현대(주),267250,17-Dec,성장기,성장기
9204,HD현대(주),267250,18-Dec,성장기,성장기
9205,HD현대(주),267250,19-Dec,쇄신기,성장기
9206,KB오토시스(주),24120,11-Dec,도입기,성장기
9207,KB오토시스(주),24120,12-Dec,성숙기,성숙기
9208,KB오토시스(주),24120,13-Dec,성장기,성장기
9209,KB오토시스(주),24120,14-Dec,성숙기,성장기
9210,KB오토시스(주),24120,15-Dec,성장기,성장기
9211,KB오토시스(주),24120,16-Dec,성장기,성숙기
9212,KB오토시스(주),24120,17-Dec,성숙기,성숙기
9213,KB오토시스(주),24120,18-Dec,성숙기,성숙기
9214,KB오토시스(주),24120,19-Dec,성숙기,성숙기
9215,KD(주),44180,11-Dec,쇄신기,성장기
9216,KD(주),44180,12-Dec,도입기,도입기
9217,KD(주),44180,13-Dec,성장기,도입기
9218,KD(주),44180,14-Dec,도입기,도입기
9219,KD(주),44180,15-Dec,성장기,성장기
9220,KD(주),44180,16-Dec,도입기,도입기
9221,KD(주),44180,17-Dec,도입기,도입기
9222,KD(주),44180,18-Dec,성장기,쇠퇴기
9223,KD(주),44180,19-Dec,도입기,도입기
9224,KG스틸(주),16380,11-Dec,성숙기,성숙기
9225,KG스틸(주),16380,12-Dec,성숙기,성숙기
9226,KG스틸(주),16380,13-Dec,성숙기,쇄신기
9227,KG스틸(주),16380,14-Dec,성숙기,쇠퇴기
9228,KG스틸(주),16380,15-Dec,쇠퇴기,쇄신기
9229,KG스틸(주),16380,16-Dec,성숙기,성숙기
9230,KG스틸(주),16380,17-Dec,성숙기,쇄신기
9231,KG스틸(주),16380,18-Dec,쇄신기,쇄신기
9232,KG스틸(주),16380,19-Dec,도입기,도입기
9233,KISCO홀딩스(주),1940,11-Dec,쇄신기,성숙기
9234,KISCO홀딩스(주),1940,12-Dec,9,성숙기
9235,KISCO홀딩스(주),1940,13-Dec,성숙기,성숙기
9236,KISCO홀딩스(주),1940,14-Dec,성숙기,성숙기
9237,KISCO홀딩스(주),1940,15-Dec,성숙기,성숙기
9238,KISCO홀딩스(주),1940,16-Dec,성숙기,성숙기
9239,KISCO홀딩스(주),1940,17-Dec,성숙기,성숙기
9240,KISCO홀딩스(주),1940,18-Dec,성숙기,성숙기
9241,KISCO홀딩스(주),1940,19-Dec,성숙기,성장기
9242,LG이노텍(주),11070,11-Dec,성장기,성장기
9243,LG이노텍(주),11070,12-Dec,성숙기,성숙기
9244,LG이노텍(주),11070,13-Dec,성장기,성장기
9245,LG이노텍(주),11070,14-Dec,성숙기,성숙기
9246,LG이노텍(주),11070,15-Dec,성숙기,성숙기
9247,LG이노텍(주),11070,16-Dec,성장기,성장기
9248,LG이노텍(주),11070,17-Dec,성장기,성장기
9249,LG이노텍(주),11070,18-Dec,성장기,성장기
9250,LG이노텍(주),11070,19-Dec,성숙기,성숙기
9251,LS일렉트릭(주),10120,11-Dec,성장기,성장기
9252,LS일렉트릭(주),10120,12-Dec,성장기,성장기
9253,LS일렉트릭(주),10120,13-Dec,성숙기,성장기
9254,LS일렉트릭(주),10120,14-Dec,성장기,성장기
9255,LS일렉트릭(주),10120,15-Dec,성숙기,성숙기
9256,LS일렉트릭(주),10120,16-Dec,성숙기,성숙기
9257,LS일렉트릭(주),10120,17-Dec,성숙기,성숙기
9258,LS일렉트릭(주),10120,18-Dec,쇄신기,쇄신기
9259,LS일렉트릭(주),10120,19-Dec,성숙기,성숙기
9260,OCI(주),10060,11-Dec,성장기,성장기
9261,OCI(주),10060,12-Dec,성장기,성장기
9262,OCI(주),10060,13-Dec,도입기,성장기
9263,OCI(주),10060,14-Dec,쇄신기,성장기
9264,OCI(주),10060,15-Dec,성장기,성장기
9265,OCI(주),10060,16-Dec,성숙기,성숙기
9266,OCI(주),10060,17-Dec,성숙기,쇄신기
9267,OCI(주),10060,18-Dec,성숙기,성숙기
9268,OCI(주),10060,19-Dec,성숙기,도입기
9269,SK이노베이션(주),96770,11-Dec,쇄신기,쇄신기
9270,SK이노베이션(주),96770,12-Dec,성숙기,성숙기
9271,SK이노베이션(주),96770,13-Dec,쇄신기,성장기
9272,SK이노베이션(주),96770,14-Dec,성숙기,성장기
9273,SK이노베이션(주),96770,15-Dec,성숙기,성숙기
9274,SK이노베이션(주),96770,16-Dec,성숙기,성숙기
9275,SK이노베이션(주),96770,17-Dec,성숙기,성숙기
9276,SK이노베이션(주),96770,18-Dec,성숙기,성장기
9277,SK이노베이션(주),96770,19-Dec,성숙기,성장기
9278,SNT모티브(주),64960,11-Dec,성숙기,쇄신기
9279,SNT모티브(주),64960,12-Dec,성숙기,성숙기
9280,SNT모티브(주),64960,13-Dec,성장기,쇄신기
9281,SNT모티브(주),64960,14-Dec,성숙기,성숙기
9282,SNT모티브(주),64960,15-Dec,성숙기,성숙기
9283,SNT모티브(주),64960,16-Dec,성숙기,성숙기
9284,SNT모티브(주),64960,17-Dec,성숙기,성숙기
9285,SNT모티브(주),64960,18-Dec,성숙기,성숙기
9286,SNT모티브(주),64960,19-Dec,쇄신기,성장기
9287,SNT중공업(주),3570,11-Dec,성숙기,성숙기
9288,SNT중공업(주),3570,12-Dec,도입기,성숙기
9289,SNT중공업(주),3570,13-Dec,쇄신기,성숙기
9290,SNT중공업(주),3570,14-Dec,성숙기,성숙기
9291,SNT중공업(주),3570,15-Dec,성숙기,성숙기
9292,SNT중공업(주),3570,16-Dec,성숙기,성숙기
9293,SNT중공업(주),3570,17-Dec,성숙기,성숙기
9294,SNT중공업(주),3570,18-Dec,성숙기,성숙기
9295,SNT중공업(주),3570,19-Dec,성숙기,성숙기
9296,STX엔진(주),77970,11-Dec,도입기,도입기
9297,STX엔진(주),77970,12-Dec,도입기,성숙기
9298,STX엔진(주),77970,13-Dec,쇄신기,쇄신기
9299,STX엔진(주),77970,14-Dec,쇄신기,쇄신기
9300,STX엔진(주),77970,15-Dec,성장기,성장기
9301,STX엔진(주),77970,16-Dec,성숙기,성숙기
9302,STX엔진(주),77970,17-Dec,성숙기,성숙기
9303,STX엔진(주),77970,18-Dec,도입기,도입기
9304,STX엔진(주),77970,19-Dec,쇄신기,쇄신기
9305,STX중공업(주),71970,11-Dec,성숙기,성숙기
9306,STX중공업(주),71970,12-Dec,성숙기,성숙기
9307,STX중공업(주),71970,13-Dec,쇠퇴기,쇠퇴기
9308,STX중공업(주),71970,14-Dec,쇠퇴기,쇠퇴기
9309,STX중공업(주),71970,15-Dec,쇄신기,쇄신기
9310,STX중공업(주),71970,16-Dec,쇠퇴기,쇠퇴기
9311,STX중공업(주),71970,17-Dec,성숙기,성숙기
9312,STX중공업(주),71970,18-Dec,쇄신기,쇄신기
9313,STX중공업(주),71970,19-Dec,쇄신기,쇄신기
9314,가온미디어(주),78890,11-Dec,도입기,도입기
9315,가온미디어(주),78890,12-Dec,쇠퇴기,도입기
9316,가온미디어(주),78890,13-Dec,성숙기,성숙기
9317,가온미디어(주),78890,14-Dec,도입기,쇠퇴기
9318,가온미디어(주),78890,15-Dec,성장기,성장기
9319,가온미디어(주),78890,16-Dec,성장기,성장기
9320,가온미디어(주),78890,17-Dec,도입기,도입기
9321,가온미디어(주),78890,18-Dec,도입기,도입기
9322,가온미디어(주),78890,19-Dec,성숙기,성숙기
9323,가온전선(주),500,11-Dec,도입기,도입기
9324,가온전선(주),500,12-Dec,성숙기,성숙기
9325,가온전선(주),500,13-Dec,성숙기,쇄신기
9326,가온전선(주),500,14-Dec,쇄신기,쇄신기
9327,가온전선(주),500,15-Dec,성숙기,성숙기
9328,가온전선(주),500,16-Dec,쇄신기,쇄신기
9329,가온전선(주),500,17-Dec,도입기,도입기
9330,가온전선(주),500,18-Dec,성숙기,성숙기
9331,가온전선(주),500,19-Dec,쇄신기,쇄신기
9332,감성코퍼레이션(주),36620,11-Dec,쇠퇴기,쇠퇴기
9333,감성코퍼레이션(주),36620,12-Dec,쇄신기,쇄신기
9334,감성코퍼레이션(주),36620,13-Dec,쇠퇴기,쇠퇴기
9335,감성코퍼레이션(주),36620,14-Dec,도입기,도입기
9336,감성코퍼레이션(주),36620,15-Dec,쇄신기,쇄신기
9337,감성코퍼레이션(주),36620,16-Dec,도입기,도입기
9338,감성코퍼레이션(주),36620,17-Dec,도입기,도입기
9339,감성코퍼레이션(주),36620,18-Dec,성장기,성장기
9340,감성코퍼레이션(주),36620,19-Dec,도입기,도입기
9341,강남제비스코(주),860,11-Dec,성숙기,성숙기
9342,강남제비스코(주),860,12-Dec,성숙기,성장기
9343,강남제비스코(주),860,13-Dec,성숙기,성숙기
9344,강남제비스코(주),860,14-Dec,성숙기,성숙기
9345,강남제비스코(주),860,15-Dec,성숙기,성숙기
9346,강남제비스코(주),860,16-Dec,성숙기,성숙기
9347,강남제비스코(주),860,17-Dec,성숙기,성숙기
9348,강남제비스코(주),860,18-Dec,성숙기,성숙기
9349,강남제비스코(주),860,19-Dec,쇄신기,쇄신기
9350,갤럭시아머니트리(주),94480,11-Dec,도입기,쇠퇴기
9351,갤럭시아머니트리(주),94480,12-Dec,쇠퇴기,쇠퇴기
9352,갤럭시아머니트리(주),94480,13-Dec,성숙기,쇄신기
9353,갤럭시아머니트리(주),94480,14-Dec,성숙기,쇄신기
9354,갤럭시아머니트리(주),94480,15-Dec,성장기,성장기
9355,갤럭시아머니트리(주),94480,16-Dec,도입기,도입기
9356,갤럭시아머니트리(주),94480,17-Dec,쇠퇴기,쇠퇴기
9357,갤럭시아머니트리(주),94480,18-Dec,도입기,도입기
9358,갤럭시아머니트리(주),94480,19-Dec,도입기,도입기
9359,경남스틸(주),39240,11-Dec,도입기,도입기
9360,경남스틸(주),39240,12-Dec,성숙기,성숙기
9361,경남스틸(주),39240,13-Dec,쇄신기,쇄신기
9362,경남스틸(주),39240,14-Dec,도입기,도입기
9363,경남스틸(주),39240,15-Dec,도입기,도입기
9364,경남스틸(주),39240,16-Dec,쇄신기,쇄신기
9365,경남스틸(주),39240,17-Dec,도입기,도입기
9366,경남스틸(주),39240,18-Dec,성숙기,성숙기
9367,경남스틸(주),39240,19-Dec,성숙기,성숙기
9368,경남제약(주),53950,11-Dec,성숙기,성숙기
9369,경남제약(주),53950,12-Dec,성숙기,성숙기
9370,경남제약(주),53950,13-Dec,쇠퇴기,쇠퇴기
9371,경남제약(주),53950,14-Dec,성숙기,성숙기
9372,경남제약(주),53950,15-Dec,성숙기,성숙기
9373,경남제약(주),53950,16-Dec,성숙기,성숙기
9374,경남제약(주),53950,17-Dec,쇄신기,쇄신기
9375,경남제약(주),53950,18-Dec,도입기,도입기
9376,경남제약(주),53950,19-Dec,쇠퇴기,쇠퇴기
9377,경동제약(주),11040,11-Dec,성숙기,성숙기
9378,경동제약(주),11040,12-Dec,성숙기,성숙기
9379,경동제약(주),11040,13-Dec,성숙기,성숙기
9380,경동제약(주),11040,14-Dec,성숙기,성숙기
9381,경동제약(주),11040,15-Dec,성숙기,성숙기
9382,경동제약(주),11040,16-Dec,성숙기,성숙기
9383,경동제약(주),11040,17-Dec,성숙기,성숙기
9384,경동제약(주),11040,18-Dec,성숙기,성숙기
9385,경동제약(주),11040,19-Dec,쇠퇴기,쇠퇴기
9386,경인전자(주),9140,11-Dec,성숙기,성숙기
9387,경인전자(주),9140,12-Dec,성숙기,성숙기
9388,경인전자(주),9140,13-Dec,쇄신기,쇄신기
9389,경인전자(주),9140,14-Dec,쇄신기,쇄신기
9390,경인전자(주),9140,15-Dec,쇄신기,쇄신기
9391,경인전자(주),9140,16-Dec,쇄신기,쇄신기
9392,경인전자(주),9140,17-Dec,쇄신기,쇠퇴기
9393,경인전자(주),9140,18-Dec,쇄신기,쇠퇴기
9394,경인전자(주),9140,19-Dec,쇄신기,쇄신기
9395,경창산업(주),24910,11-Dec,성장기,성장기
9396,경창산업(주),24910,12-Dec,성숙기,성숙기
9397,경창산업(주),24910,13-Dec,성숙기,성숙기
9398,경창산업(주),24910,14-Dec,성장기,성장기
9399,경창산업(주),24910,15-Dec,성숙기,성장기
9400,경창산업(주),24910,16-Dec,성숙기,성숙기
9401,경창산업(주),24910,17-Dec,성장기,성장기
9402,경창산업(주),24910,18-Dec,성숙기,성숙기
9403,경창산업(주),24910,19-Dec,성숙기,성숙기
9404,계룡건설산업(주),13580,11-Dec,성장기,성숙기
