,회사명,거래소코드,회계년도,기업수명,기업수명(연결)
4192,(주)에스엠벡셀,10580,18-Dec,성장기,성장기
4193,(주)에스엠벡셀,10580,19-Dec,성장기,성장기
4194,(주)에스엠엔터테인먼트,41510,11-Dec,성장기,성장기
4195,(주)에스엠엔터테인먼트,41510,12-Dec,성장기,성장기
4196,(주)에스엠엔터테인먼트,41510,13-Dec,성장기,성장기
4197,(주)에스엠엔터테인먼트,41510,14-Dec,9,도입기
4198,(주)에스엠엔터테인먼트,41510,15-Dec,성장기,성장기
4199,(주)에스엠엔터테인먼트,41510,16-Dec,성장기,성장기
4200,(주)에스엠엔터테인먼트,41510,17-Dec,성숙기,성장기
4201,(주)에스엠엔터테인먼트,41510,18-Dec,성장기,성장기
4202,(주)에스엠엔터테인먼트,41510,19-Dec,성장기,성장기
4203,(주)에스엠컬처앤콘텐츠,48550,11-Dec,쇄신기,쇄신기
4204,(주)에스엠컬처앤콘텐츠,48550,12-Dec,도입기,도입기
4205,(주)에스엠컬처앤콘텐츠,48550,13-Dec,도입기,도입기
4206,(주)에스엠컬처앤콘텐츠,48550,14-Dec,성장기,도입기
4207,(주)에스엠컬처앤콘텐츠,48550,15-Dec,성숙기,성숙기
4208,(주)에스엠컬처앤콘텐츠,48550,16-Dec,쇠퇴기,쇠퇴기
4209,(주)에스엠컬처앤콘텐츠,48550,17-Dec,도입기,성장기
4210,(주)에스엠컬처앤콘텐츠,48550,18-Dec,성장기,성장기
4211,(주)에스엠컬처앤콘텐츠,48550,19-Dec,성숙기,성숙기
4212,(주)에스엠코어,7820,11-Dec,성장기,성장기
4213,(주)에스엠코어,7820,12-Dec,성숙기,성숙기
4214,(주)에스엠코어,7820,13-Dec,성숙기,성숙기
4215,(주)에스엠코어,7820,14-Dec,성숙기,성숙기
4216,(주)에스엠코어,7820,15-Dec,성숙기,성숙기
4217,(주)에스엠코어,7820,16-Dec,쇄신기,쇄신기
4218,(주)에스엠코어,7820,17-Dec,도입기,도입기
4219,(주)에스엠코어,7820,18-Dec,쇠퇴기,쇠퇴기
4220,(주)에스엠코어,7820,19-Dec,도입기,도입기
4221,(주)에스원,12750,11-Dec,성숙기,성숙기
4222,(주)에스원,12750,12-Dec,성숙기,성숙기
4223,(주)에스원,12750,13-Dec,성숙기,성숙기
4224,(주)에스원,12750,14-Dec,성장기,성장기
4225,(주)에스원,12750,15-Dec,성숙기,성숙기
4226,(주)에스원,12750,16-Dec,성숙기,성숙기
4227,(주)에스원,12750,17-Dec,성숙기,성숙기
4228,(주)에스원,12750,18-Dec,성숙기,성숙기
4229,(주)에스원,12750,19-Dec,성숙기,성숙기
4230,(주)에스제이그룹,306040,19-Dec,성장기,성장기
4231,(주)에스제이엠,123700,11-Dec,성숙기,성숙기
4232,(주)에스제이엠,123700,12-Dec,성숙기,성숙기
4233,(주)에스제이엠,123700,13-Dec,성숙기,성숙기
4234,(주)에스제이엠,123700,14-Dec,쇄신기,성숙기
4235,(주)에스제이엠,123700,15-Dec,쇄신기,성숙기
4236,(주)에스제이엠,123700,16-Dec,성숙기,성숙기
4237,(주)에스제이엠,123700,17-Dec,쇄신기,쇄신기
4238,(주)에스제이엠,123700,18-Dec,성숙기,성숙기
4239,(주)에스제이엠,123700,19-Dec,성숙기,성숙기
4240,(주)에스제이엠홀딩스,25530,11-Dec,성숙기,성숙기
4241,(주)에스제이엠홀딩스,25530,12-Dec,성숙기,성숙기
4242,(주)에스제이엠홀딩스,25530,13-Dec,성숙기,성숙기
4243,(주)에스제이엠홀딩스,25530,14-Dec,성숙기,성숙기
4244,(주)에스제이엠홀딩스,25530,15-Dec,성장기,성장기
4245,(주)에스제이엠홀딩스,25530,16-Dec,쇄신기,성숙기
4246,(주)에스제이엠홀딩스,25530,17-Dec,쇠퇴기,쇄신기
4247,(주)에스제이엠홀딩스,25530,18-Dec,성숙기,성숙기
4248,(주)에스제이엠홀딩스,25530,19-Dec,쇄신기,성숙기
4249,(주)에스지글로벌,1380,11-Dec,도입기,도입기
4250,(주)에스지글로벌,1380,12-Dec,쇄신기,쇄신기
4251,(주)에스지글로벌,1380,13-Dec,쇠퇴기,도입기
4252,(주)에스지글로벌,1380,14-Dec,도입기,도입기
4253,(주)에스지글로벌,1380,15-Dec,성숙기,성장기
4254,(주)에스지글로벌,1380,16-Dec,쇠퇴기,쇠퇴기
4255,(주)에스지글로벌,1380,17-Dec,쇄신기,쇄신기
4256,(주)에스지글로벌,1380,18-Dec,성숙기,성장기
4257,(주)에스지글로벌,1380,19-Dec,성숙기,성숙기
4258,(주)에스지세계물산,4060,11-Dec,쇠퇴기,쇠퇴기
4259,(주)에스지세계물산,4060,12-Dec,성숙기,성숙기
4260,(주)에스지세계물산,4060,13-Dec,쇠퇴기,쇠퇴기
4261,(주)에스지세계물산,4060,14-Dec,도입기,도입기
4262,(주)에스지세계물산,4060,15-Dec,성장기,성장기
4263,(주)에스지세계물산,4060,16-Dec,도입기,도입기
4264,(주)에스지세계물산,4060,17-Dec,성장기,성장기
4265,(주)에스지세계물산,4060,18-Dec,쇠퇴기,쇠퇴기
4266,(주)에스지세계물산,4060,19-Dec,쇄신기,쇄신기
4267,(주)에스지엔지,40610,11-Dec,성숙기,도입기
4268,(주)에스지엔지,40610,12-Dec,성숙기,성장기
4269,(주)에스지엔지,40610,13-Dec,성장기,성장기
4270,(주)에스지엔지,40610,14-Dec,성장기,성숙기
4271,(주)에스지엔지,40610,15-Dec,성장기,성장기
4272,(주)에스지엔지,40610,16-Dec,성숙기,성숙기
4273,(주)에스지엔지,40610,17-Dec,성장기,성숙기
4274,(주)에스지엔지,40610,18-Dec,성장기,도입기
4275,(주)에스지엔지,40610,19-Dec,성장기,성장기
4276,(주)에스코넥,96630,11-Dec,도입기,도입기
4277,(주)에스코넥,96630,12-Dec,쇠퇴기,성장기
4278,(주)에스코넥,96630,13-Dec,성장기,성장기
4279,(주)에스코넥,96630,14-Dec,성숙기,성숙기
4280,(주)에스코넥,96630,15-Dec,성숙기,성숙기
4281,(주)에스코넥,96630,16-Dec,성숙기,성숙기
4282,(주)에스코넥,96630,17-Dec,도입기,성장기
4283,(주)에스코넥,96630,18-Dec,성숙기,성숙기
4284,(주)에스코넥,96630,19-Dec,성숙기,성숙기
4285,(주)에스텍파마,41910,11-Dec,성숙기,성숙기
4286,(주)에스텍파마,41910,12-Dec,성장기,성장기
4287,(주)에스텍파마,41910,13-Dec,성숙기,성숙기
4288,(주)에스텍파마,41910,14-Dec,성숙기,성숙기
4289,(주)에스텍파마,41910,15-Dec,쇄신기,쇄신기
4290,(주)에스텍파마,41910,16-Dec,쇄신기,쇄신기
4291,(주)에스텍파마,41910,17-Dec,쇄신기,쇄신기
4292,(주)에스텍파마,41910,18-Dec,쇄신기,쇄신기
4293,(주)에스텍파마,41910,19-Dec,쇄신기,쇄신기
4294,(주)에스티아이,39440,11-Dec,성숙기,성숙기
4295,(주)에스티아이,39440,12-Dec,성장기,성장기
4296,(주)에스티아이,39440,13-Dec,성장기,성장기
4297,(주)에스티아이,39440,14-Dec,성숙기,성숙기
4298,(주)에스티아이,39440,15-Dec,쇄신기,쇄신기
4299,(주)에스티아이,39440,16-Dec,성숙기,성숙기
4300,(주)에스티아이,39440,17-Dec,성숙기,성숙기
4301,(주)에스티아이,39440,18-Dec,도입기,도입기
4302,(주)에스티아이,39440,19-Dec,성숙기,성숙기
4303,(주)에스티오,98660,11-Dec,성장기,성장기
4304,(주)에스티오,98660,12-Dec,성장기,성장기
4305,(주)에스티오,98660,13-Dec,성숙기,성숙기
4306,(주)에스티오,98660,14-Dec,성장기,성장기
4307,(주)에스티오,98660,15-Dec,쇄신기,쇠퇴기
4308,(주)에스티오,98660,16-Dec,성숙기,성숙기
4309,(주)에스티오,98660,17-Dec,성숙기,성숙기
4310,(주)에스티오,98660,18-Dec,성숙기,성숙기
4311,(주)에스티오,98660,19-Dec,쇄신기,쇄신기
4312,(주)에스티큐브,52020,11-Dec,도입기,도입기
4313,(주)에스티큐브,52020,12-Dec,성숙기,성숙기
4314,(주)에스티큐브,52020,13-Dec,도입기,도입기
4315,(주)에스티큐브,52020,14-Dec,쇠퇴기,쇠퇴기
4316,(주)에스티큐브,52020,15-Dec,쇄신기,쇄신기
4317,(주)에스티큐브,52020,16-Dec,성장기,성장기
4318,(주)에스티큐브,52020,17-Dec,쇄신기,쇄신기
4319,(주)에스티큐브,52020,18-Dec,도입기,도입기
4320,(주)에스티큐브,52020,19-Dec,성숙기,쇄신기
4321,(주)에스폴리텍,50760,11-Dec,성장기,성장기
4322,(주)에스폴리텍,50760,12-Dec,성숙기,성장기
4323,(주)에스폴리텍,50760,13-Dec,성장기,쇄신기
4324,(주)에스폴리텍,50760,14-Dec,성장기,성장기
4325,(주)에스폴리텍,50760,15-Dec,성장기,성숙기
4326,(주)에스폴리텍,50760,16-Dec,성숙기,성숙기
4327,(주)에스폴리텍,50760,17-Dec,성장기,성장기
4328,(주)에스폴리텍,50760,18-Dec,도입기,도입기
4329,(주)에스폴리텍,50760,19-Dec,성숙기,성숙기
4330,(주)에스피시스템스,317830,19-Dec,도입기,도입기
4331,(주)에스피씨삼립,5610,11-Dec,성장기,성장기
4332,(주)에스피씨삼립,5610,12-Dec,성장기,성장기
4333,(주)에스피씨삼립,5610,13-Dec,성장기,성숙기
4334,(주)에스피씨삼립,5610,14-Dec,성숙기,성숙기
4335,(주)에스피씨삼립,5610,15-Dec,성숙기,성장기
4336,(주)에스피씨삼립,5610,16-Dec,성장기,성숙기
4337,(주)에스피씨삼립,5610,17-Dec,성장기,성장기
4338,(주)에스피씨삼립,5610,18-Dec,성숙기,성숙기
4339,(주)에스피씨삼립,5610,19-Dec,성숙기,성숙기
4340,(주)에스피지,58610,11-Dec,성숙기,성숙기
4341,(주)에스피지,58610,12-Dec,도입기,도입기
4342,(주)에스피지,58610,13-Dec,성숙기,성숙기
4343,(주)에스피지,58610,14-Dec,도입기,도입기
4344,(주)에스피지,58610,15-Dec,쇄신기,쇄신기
4345,(주)에스피지,58610,16-Dec,성장기,성장기
4346,(주)에스피지,58610,17-Dec,도입기,도입기
4347,(주)에스피지,58610,18-Dec,성숙기,성숙기
4348,(주)에스피지,58610,19-Dec,성숙기,성숙기
4349,(주)에쎈테크,43340,11-Dec,도입기,도입기
4350,(주)에쎈테크,43340,12-Dec,쇄신기,쇄신기
4351,(주)에쎈테크,43340,13-Dec,성숙기,성숙기
4352,(주)에쎈테크,43340,14-Dec,성장기,성장기
4353,(주)에쎈테크,43340,15-Dec,성장기,성장기
4354,(주)에쎈테크,43340,16-Dec,성숙기,성숙기
4355,(주)에쎈테크,43340,17-Dec,쇄신기,쇄신기
4356,(주)에쎈테크,43340,18-Dec,성숙기,성숙기
4357,(주)에쎈테크,43340,19-Dec,성숙기,성숙기
4358,(주)에이디칩스,54630,11-Dec,성장기,성장기
4359,(주)에이디칩스,54630,12-Dec,쇠퇴기,쇠퇴기
4360,(주)에이디칩스,54630,13-Dec,쇠퇴기,쇠퇴기
4361,(주)에이디칩스,54630,14-Dec,쇠퇴기,쇠퇴기
4362,(주)에이디칩스,54630,15-Dec,쇠퇴기,쇠퇴기
4363,(주)에이디칩스,54630,16-Dec,도입기,도입기
4364,(주)에이디칩스,54630,17-Dec,도입기,도입기
4365,(주)에이디칩스,54630,18-Dec,도입기,도입기
4366,(주)에이디칩스,54630,19-Dec,도입기,도입기
4367,(주)에이디테크놀로지,200710,14-Dec,성장기,성장기
4368,(주)에이디테크놀로지,200710,15-Dec,쇄신기,쇄신기
4369,(주)에이디테크놀로지,200710,16-Dec,쇠퇴기,쇠퇴기
4370,(주)에이디테크놀로지,200710,17-Dec,성장기,성장기
4371,(주)에이디테크놀로지,200710,18-Dec,쇠퇴기,쇠퇴기
4372,(주)에이디테크놀로지,200710,19-Dec,성장기,성장기
4373,(주)에이루트,96690,11-Dec,성숙기,성숙기
4374,(주)에이루트,96690,12-Dec,성장기,성장기
4375,(주)에이루트,96690,13-Dec,성숙기,성장기
4376,(주)에이루트,96690,14-Dec,성숙기,성숙기
4377,(주)에이루트,96690,15-Dec,쇄신기,쇄신기
4378,(주)에이루트,96690,16-Dec,도입기,도입기
4379,(주)에이루트,96690,17-Dec,성숙기,성숙기
4380,(주)에이루트,96690,18-Dec,성숙기,성숙기
4381,(주)에이루트,96690,19-Dec,성장기,도입기
4382,(주)에이블씨엔씨,78520,11-Dec,성숙기,성숙기
4383,(주)에이블씨엔씨,78520,12-Dec,성숙기,성숙기
4384,(주)에이블씨엔씨,78520,13-Dec,성장기,성장기
4385,(주)에이블씨엔씨,78520,14-Dec,쇄신기,쇄신기
4386,(주)에이블씨엔씨,78520,15-Dec,성숙기,성숙기
4387,(주)에이블씨엔씨,78520,16-Dec,성숙기,성숙기
4388,(주)에이블씨엔씨,78520,17-Dec,성장기,성장기
4389,(주)에이블씨엔씨,78520,18-Dec,쇠퇴기,쇠퇴기
4390,(주)에이블씨엔씨,78520,19-Dec,쇄신기,쇄신기
4391,(주)에이비프로바이오,195990,15-Dec,도입기,도입기
4392,(주)에이비프로바이오,195990,16-Dec,도입기,쇠퇴기
4393,(주)에이비프로바이오,195990,17-Dec,도입기,쇠퇴기
4394,(주)에이비프로바이오,195990,18-Dec,도입기,성장기
4395,(주)에이비프로바이오,195990,19-Dec,도입기,성장기
4396,(주)에이스침대,3800,11-Dec,성숙기,성숙기
4397,(주)에이스침대,3800,12-Dec,성숙기,성숙기
4398,(주)에이스침대,3800,13-Dec,성숙기,성숙기
4399,(주)에이스침대,3800,14-Dec,성숙기,성숙기
4400,(주)에이스침대,3800,15-Dec,성숙기,성숙기
4401,(주)에이스침대,3800,16-Dec,성숙기,성숙기
4402,(주)에이스침대,3800,17-Dec,성숙기,성숙기
4403,(주)에이스침대,3800,18-Dec,성장기,성장기
4404,(주)에이스침대,3800,19-Dec,성숙기,성숙기
4405,(주)에이스테크놀로지,88800,11-Dec,성장기,쇄신기
4406,(주)에이스테크놀로지,88800,12-Dec,도입기,도입기
4407,(주)에이스테크놀로지,88800,13-Dec,성숙기,성숙기
4408,(주)에이스테크놀로지,88800,14-Dec,도입기,도입기
4409,(주)에이스테크놀로지,88800,15-Dec,도입기,도입기
4410,(주)에이스테크놀로지,88800,16-Dec,성숙기,성장기
4411,(주)에이스테크놀로지,88800,17-Dec,도입기,도입기
4412,(주)에이스테크놀로지,88800,18-Dec,쇄신기,성숙기
4413,(주)에이스테크놀로지,88800,19-Dec,쇠퇴기,쇠퇴기
4414,(주)에이스토리,241840,19-Dec,도입기,도입기
4415,(주)에이엔피,15260,11-Dec,성숙기,성장기
4416,(주)에이엔피,15260,12-Dec,성숙기,성장기
4417,(주)에이엔피,15260,13-Dec,성장기,성장기
4418,(주)에이엔피,15260,14-Dec,성장기,도입기
4419,(주)에이엔피,15260,15-Dec,성장기,성장기
4420,(주)에이엔피,15260,16-Dec,성장기,성장기
4421,(주)에이엔피,15260,17-Dec,도입기,도입기
4422,(주)에이엔피,15260,18-Dec,도입기,성장기
4423,(주)에이엔피,15260,19-Dec,쇠퇴기,쇠퇴기
4424,(주)에이치비테크놀러지,78150,11-Dec,성숙기,성숙기
4425,(주)에이치비테크놀러지,78150,12-Dec,성장기,성장기
4426,(주)에이치비테크놀러지,78150,13-Dec,성숙기,성숙기
4427,(주)에이치비테크놀러지,78150,14-Dec,성숙기,성숙기
4428,(주)에이치비테크놀러지,78150,15-Dec,성숙기,성숙기
4429,(주)에이치비테크놀러지,78150,16-Dec,성숙기,성숙기
4430,(주)에이치비테크놀러지,78150,17-Dec,성숙기,성숙기
4431,(주)에이치비테크놀러지,78150,18-Dec,쇠퇴기,쇠퇴기
4432,(주)에이치비테크놀러지,78150,19-Dec,도입기,성장기
4433,(주)에이치시티,72990,16-Dec,성장기,성장기
4434,(주)에이치시티,72990,17-Dec,성장기,성장기
4435,(주)에이치시티,72990,18-Dec,성장기,성장기
4436,(주)에이치시티,72990,19-Dec,성숙기,성숙기
4437,(주)에이치알에스,36640,11-Dec,성숙기,성숙기
4438,(주)에이치알에스,36640,12-Dec,성숙기,성숙기
4439,(주)에이치알에스,36640,13-Dec,성장기,성장기
4440,(주)에이치알에스,36640,14-Dec,성숙기,성숙기
4441,(주)에이치알에스,36640,15-Dec,성숙기,성숙기
4442,(주)에이치알에스,36640,16-Dec,성장기,성장기
4443,(주)에이치알에스,36640,17-Dec,성숙기,성숙기
4444,(주)에이치알에스,36640,18-Dec,도입기,쇠퇴기
4445,(주)에이치알에스,36640,19-Dec,쇄신기,쇄신기
4446,(주)에이치앤비디자인,227100,18-Dec,도입기,도입기
4447,(주)에이치앤비디자인,227100,19-Dec,도입기,도입기
4448,(주)에이치엘사이언스,239610,16-Dec,성장기,성장기
4449,(주)에이치엘사이언스,239610,17-Dec,성숙기,성숙기
4450,(주)에이치엘사이언스,239610,18-Dec,성숙기,성숙기
4451,(주)에이치엘사이언스,239610,19-Dec,성숙기,성숙기
4452,(주)에이치케이,44780,11-Dec,도입기,도입기
4453,(주)에이치케이,44780,12-Dec,성숙기,성숙기
4454,(주)에이치케이,44780,13-Dec,성장기,성장기
4455,(주)에이치케이,44780,14-Dec,도입기,도입기
4456,(주)에이치케이,44780,15-Dec,성장기,성장기
4457,(주)에이치케이,44780,16-Dec,성숙기,성숙기
4458,(주)에이치케이,44780,17-Dec,성숙기,성숙기
4459,(주)에이치케이,44780,18-Dec,도입기,도입기
4460,(주)에이치케이,44780,19-Dec,성숙기,성숙기
4461,(주)에이텍,45660,11-Dec,성장기,성장기
4462,(주)에이텍,45660,12-Dec,성숙기,성숙기
4463,(주)에이텍,45660,13-Dec,쇄신기,쇄신기
4464,(주)에이텍,45660,14-Dec,성숙기,성숙기
4465,(주)에이텍,45660,15-Dec,쇠퇴기,쇠퇴기
4466,(주)에이텍,45660,16-Dec,성장기,성장기
4467,(주)에이텍,45660,17-Dec,성숙기,성숙기
4468,(주)에이텍,45660,18-Dec,성숙기,성숙기
4469,(주)에이텍,45660,19-Dec,성숙기,성숙기
4470,(주)에이텍티앤,224110,15-Dec,성숙기,성숙기
4471,(주)에이텍티앤,224110,16-Dec,쇄신기,쇄신기
4472,(주)에이텍티앤,224110,17-Dec,성장기,성장기
4473,(주)에이텍티앤,224110,18-Dec,성숙기,성숙기
4474,(주)에이텍티앤,224110,19-Dec,성장기,성장기
4475,(주)에이트원,230980,16-Dec,쇠퇴기,쇠퇴기
4476,(주)에이트원,230980,17-Dec,성장기,성장기
4477,(주)에이트원,230980,18-Dec,성장기,성장기
4478,(주)에이트원,230980,19-Dec,쇠퇴기,쇠퇴기
4479,(주)에이티세미콘,89530,11-Dec,성장기,성장기
4480,(주)에이티세미콘,89530,12-Dec,성숙기,성숙기
4481,(주)에이티세미콘,89530,13-Dec,성장기,성장기
4482,(주)에이티세미콘,89530,14-Dec,성숙기,성숙기
4483,(주)에이티세미콘,89530,15-Dec,성숙기,성숙기
4484,(주)에이티세미콘,89530,16-Dec,쇄신기,쇄신기
4485,(주)에이티세미콘,89530,17-Dec,쇄신기,쇄신기
4486,(주)에이티세미콘,89530,18-Dec,성장기,성장기
4487,(주)에이티세미콘,89530,19-Dec,성장기,성장기
4488,(주)에이팩트,200470,14-Dec,쇄신기,쇄신기
4489,(주)에이팩트,200470,15-Dec,성숙기,성숙기
4490,(주)에이팩트,200470,16-Dec,쇄신기,쇄신기
4491,(주)에이팩트,200470,17-Dec,성장기,성장기
4492,(주)에이팩트,200470,18-Dec,성장기,성장기
4493,(주)에이팩트,200470,19-Dec,성장기,성장기
4494,(주)에이프로젠,7460,11-Dec,성숙기,성숙기
4495,(주)에이프로젠,7460,12-Dec,성숙기,쇄신기
4496,(주)에이프로젠,7460,13-Dec,도입기,도입기
4497,(주)에이프로젠,7460,14-Dec,쇄신기,쇄신기
4498,(주)에이프로젠,7460,15-Dec,성숙기,성숙기
4499,(주)에이프로젠,7460,16-Dec,성숙기,성숙기
4500,(주)에이프로젠,7460,17-Dec,성장기,성장기
4501,(주)에이프로젠,7460,18-Dec,도입기,도입기
4502,(주)에이프로젠,7460,19-Dec,도입기,도입기
4503,(주)에이프로젠헬스케어앤게임즈,109960,11-Dec,쇠퇴기,쇠퇴기
4504,(주)에이프로젠헬스케어앤게임즈,109960,12-Dec,성숙기,성숙기
4505,(주)에이프로젠헬스케어앤게임즈,109960,13-Dec,성장기,성장기
4506,(주)에이프로젠헬스케어앤게임즈,109960,14-Dec,쇄신기,쇄신기
4507,(주)에이프로젠헬스케어앤게임즈,109960,15-Dec,도입기,도입기
4508,(주)에이프로젠헬스케어앤게임즈,109960,16-Dec,도입기,도입기
4509,(주)에이프로젠헬스케어앤게임즈,109960,17-Dec,성장기,성장기
4510,(주)에이프로젠헬스케어앤게임즈,109960,18-Dec,성장기,성장기
4511,(주)에이프로젠헬스케어앤게임즈,109960,19-Dec,쇄신기,쇄신기
4512,(주)에치에프알,230240,15-Dec,8,8
4513,(주)에치에프알,230240,16-Dec,8,8
4514,(주)에치에프알,230240,17-Dec,8,8
4515,(주)에치에프알,230240,18-Dec,쇠퇴기,쇠퇴기
4516,(주)에치에프알,230240,19-Dec,성장기,성장기
4517,(주)에코마케팅,230360,16-Dec,성장기,성장기
4518,(주)에코마케팅,230360,17-Dec,쇄신기,쇄신기
4519,(주)에코마케팅,230360,18-Dec,성숙기,성숙기
4520,(주)에코마케팅,230360,19-Dec,쇄신기,쇄신기
4521,(주)에코프로,86520,11-Dec,성장기,성장기
4522,(주)에코프로,86520,12-Dec,성숙기,성숙기
4523,(주)에코프로,86520,13-Dec,성장기,성장기
4524,(주)에코프로,86520,14-Dec,성장기,성장기
4525,(주)에코프로,86520,15-Dec,성장기,성장기
4526,(주)에코프로,86520,16-Dec,성장기,성장기
4527,(주)에코프로,86520,17-Dec,성장기,성장기
4528,(주)에코프로,86520,18-Dec,쇠퇴기,성장기
4529,(주)에코프로,86520,19-Dec,성장기,도입기
4530,(주)에코프로비엠,247540,16-Dec,8,8
4531,(주)에코프로비엠,247540,17-Dec,8,8
4532,(주)에코프로비엠,247540,19-Dec,성장기,성장기
4533,(주)에프알텍,73540,11-Dec,쇄신기,쇄신기
4534,(주)에프알텍,73540,12-Dec,9,9
4535,(주)에프알텍,73540,13-Dec,성장기,성장기
4536,(주)에프알텍,73540,14-Dec,성장기,성장기
4537,(주)에프알텍,73540,15-Dec,도입기,도입기
4538,(주)에프알텍,73540,16-Dec,도입기,도입기
4539,(주)에프알텍,73540,17-Dec,도입기,도입기
4540,(주)에프알텍,73540,18-Dec,쇠퇴기,쇠퇴기
4541,(주)에프알텍,73540,19-Dec,성장기,도입기
4542,(주)에프앤리퍼블릭,64090,11-Dec,도입기,도입기
4543,(주)에프앤리퍼블릭,64090,12-Dec,쇠퇴기,쇠퇴기
4544,(주)에프앤리퍼블릭,64090,13-Dec,성숙기,성숙기
4545,(주)에프앤리퍼블릭,64090,14-Dec,쇠퇴기,쇠퇴기
4546,(주)에프앤리퍼블릭,64090,15-Dec,도입기,도입기
4547,(주)에프앤리퍼블릭,64090,16-Dec,도입기,도입기
4548,(주)에프앤리퍼블릭,64090,17-Dec,성장기,성장기
4549,(주)에프앤리퍼블릭,64090,18-Dec,쇠퇴기,쇠퇴기
4550,(주)에프앤리퍼블릭,64090,19-Dec,도입기,도입기
4551,(주)에프앤에프홀딩스,7700,11-Dec,성숙기,성숙기
4552,(주)에프앤에프홀딩스,7700,12-Dec,성장기,성장기
4553,(주)에프앤에프홀딩스,7700,13-Dec,도입기,도입기
4554,(주)에프앤에프홀딩스,7700,14-Dec,도입기,도입기
4555,(주)에프앤에프홀딩스,7700,15-Dec,성숙기,성숙기
4556,(주)에프앤에프홀딩스,7700,16-Dec,쇄신기,쇄신기
4557,(주)에프앤에프홀딩스,7700,17-Dec,성숙기,성숙기
4558,(주)에프앤에프홀딩스,7700,18-Dec,성숙기,성숙기
4559,(주)에프앤에프홀딩스,7700,19-Dec,성숙기,성숙기
4560,(주)에프에스엔,214270,15-Dec,8,8
4561,(주)에프에스엔,214270,16-Dec,쇄신기,쇄신기
4562,(주)에프에스엔,214270,17-Dec,도입기,도입기
4563,(주)에프에스엔,214270,18-Dec,성장기,성장기
4564,(주)에프에스엔,214270,19-Dec,성장기,성숙기
4565,(주)에프에스티,36810,11-Dec,도입기,도입기
4566,(주)에프에스티,36810,12-Dec,성장기,성장기
4567,(주)에프에스티,36810,13-Dec,성숙기,성숙기
4568,(주)에프에스티,36810,14-Dec,성숙기,성숙기
4569,(주)에프에스티,36810,15-Dec,성장기,성장기
4570,(주)에프에스티,36810,16-Dec,성장기,성장기
4571,(주)에프에스티,36810,17-Dec,쇄신기,쇄신기
4572,(주)에프에스티,36810,18-Dec,성숙기,성숙기
4573,(주)에프에스티,36810,19-Dec,성장기,성숙기
4574,(주)에프엔씨엔터테인먼트,173940,14-Dec,성장기,성장기
4575,(주)에프엔씨엔터테인먼트,173940,15-Dec,쇠퇴기,쇠퇴기
4576,(주)에프엔씨엔터테인먼트,173940,16-Dec,성숙기,쇄신기
4577,(주)에프엔씨엔터테인먼트,173940,17-Dec,쇄신기,성숙기
4578,(주)에프엔씨엔터테인먼트,173940,18-Dec,9,쇠퇴기
4579,(주)에프엔씨엔터테인먼트,173940,19-Dec,도입기,성장기
4580,(주)엑사이엔씨,54940,11-Dec,성숙기,성숙기
4581,(주)엑사이엔씨,54940,12-Dec,도입기,도입기
4582,(주)엑사이엔씨,54940,13-Dec,성숙기,성숙기
4583,(주)엑사이엔씨,54940,14-Dec,성숙기,성숙기
4584,(주)엑사이엔씨,54940,15-Dec,성장기,성숙기
4585,(주)엑사이엔씨,54940,16-Dec,도입기,성장기
4586,(주)엑사이엔씨,54940,17-Dec,성장기,도입기
4587,(주)엑사이엔씨,54940,18-Dec,성숙기,성숙기
4588,(주)엑사이엔씨,54940,19-Dec,도입기,도입기
4589,(주)엑세스바이오인코퍼레이션,950130,13-Dec,성장기,성장기
4590,(주)엑세스바이오인코퍼레이션,950130,14-Dec,도입기,도입기
4591,(주)엑세스바이오인코퍼레이션,950130,15-Dec,성숙기,쇄신기
4592,(주)엑세스바이오인코퍼레이션,950130,16-Dec,성장기,성장기
4593,(주)엑세스바이오인코퍼레이션,950130,17-Dec,성장기,도입기
4594,(주)엑세스바이오인코퍼레이션,950130,18-Dec,도입기,도입기
4595,(주)엑세스바이오인코퍼레이션,950130,19-Dec,쇄신기,쇠퇴기
4596,(주)엑셈,205100,14-Dec,8,8
4597,(주)엑셈,205100,15-Dec,쇄신기,쇄신기
4598,(주)엑셈,205100,16-Dec,성장기,성장기
4599,(주)엑셈,205100,17-Dec,성숙기,성장기
4600,(주)엑셈,205100,18-Dec,성장기,성장기
4601,(주)엑셈,205100,19-Dec,쇄신기,쇄신기
4602,(주)엑시콘,92870,15-Dec,성장기,성장기
4603,(주)엑시콘,92870,16-Dec,성숙기,성숙기
4604,(주)엑시콘,92870,17-Dec,성숙기,성숙기
4605,(주)엑시콘,92870,18-Dec,성장기,성장기
4606,(주)엑시콘,92870,19-Dec,성숙기,성숙기
4607,(주)엔바이오니아,317870,19-Dec,성장기,성장기
4608,(주)엔씨소프트,36570,11-Dec,성숙기,성숙기
4609,(주)엔씨소프트,36570,12-Dec,성장기,성장기
4610,(주)엔씨소프트,36570,13-Dec,성숙기,성숙기
4611,(주)엔씨소프트,36570,14-Dec,성숙기,성숙기
4612,(주)엔씨소프트,36570,15-Dec,성장기,성장기
4613,(주)엔씨소프트,36570,16-Dec,성숙기,성숙기
4614,(주)엔씨소프트,36570,17-Dec,성숙기,성숙기
4615,(주)엔씨소프트,36570,18-Dec,성숙기,쇄신기
4616,(주)엔씨소프트,36570,19-Dec,성숙기,성숙기
