회사명,거래소코드,회계년도,투자활동으로 인한 현금흐름(*)(IFRS)(천원),투자활동 변화율,투자활동으로 인한 현금흐름(*)(IFRS연결)(천원),투자활동변화율(연결)
(주)동방선기,99410,18-Dec,-7302621,,,
(주)동방선기,99410,19-Dec,1773928,,,
(주)동방아그로,7590,11-Dec,-17518764,,-17535880,
(주)동방아그로,7590,12-Dec,4926589,,4904806,
(주)동방아그로,7590,13-Dec,-7327314,,-7343821,
(주)동방아그로,7590,14-Dec,5232436,,5244047,
(주)동방아그로,7590,15-Dec,-2552514,,-2545915,
(주)동방아그로,7590,16-Dec,-5692144,,-5685458,
(주)동방아그로,7590,17-Dec,10079225,,10808431,
(주)동방아그로,7590,18-Dec,-3036374,,-3018830,
(주)동방아그로,7590,19-Dec,-1597743,,-2325674,
(주)동서,26960,11-Dec,-73963031,,-81915688,
(주)동서,26960,12-Dec,1378897,,-4211157,
(주)동서,26960,13-Dec,-73949905,,-80882657,
(주)동서,26960,14-Dec,-73986007,,-83266506,
(주)동서,26960,15-Dec,-58542751,,-64827101,
(주)동서,26960,16-Dec,-34293470,,-43739494,
(주)동서,26960,17-Dec,-21437336,,-27746573,
(주)동서,26960,18-Dec,-16660522,,-26465499,
(주)동서,26960,19-Dec,-57600306,,-25556284,
(주)동성케미컬,102260,11-Dec,-9159913,,-8940696,
(주)동성케미컬,102260,12-Dec,-7322523,,-76831873,
(주)동성케미컬,102260,13-Dec,17150605,,9205601,
(주)동성케미컬,102260,14-Dec,-27377531,,-46037842,
(주)동성케미컬,102260,15-Dec,23024722,,-33322841,
(주)동성케미컬,102260,16-Dec,-15337383,,-49732325,
(주)동성케미컬,102260,17-Dec,-26070504,,-35290161,
(주)동성케미컬,102260,18-Dec,-7458505,,-18861650,
(주)동성케미컬,102260,19-Dec,-8814041,,-7794760,
(주)동성화인텍,33500,11-Dec,169230,,,
(주)동성화인텍,33500,12-Dec,-7756913,,,
(주)동성화인텍,33500,13-Dec,-10950556,,,
(주)동성화인텍,33500,14-Dec,-11112369,,,
(주)동성화인텍,33500,15-Dec,-4877719,,-4627675,
(주)동성화인텍,33500,16-Dec,-6571802,,-4757966,
(주)동성화인텍,33500,17-Dec,-6355758,,-4360161,
(주)동성화인텍,33500,18-Dec,-37305,,862713,
(주)동성화인텍,33500,19-Dec,-14761117,,-7752832,
(주)동아엘텍,88130,11-Dec,-7998851,,-7488714,
(주)동아엘텍,88130,12-Dec,-1342493,,-5955283,
(주)동아엘텍,88130,13-Dec,2193232,,-7774164,
(주)동아엘텍,88130,14-Dec,-15236426,,-19707412,
(주)동아엘텍,88130,15-Dec,5545046,,4736124,
(주)동아엘텍,88130,16-Dec,295591,,-843738,
(주)동아엘텍,88130,17-Dec,10024735,,-9764043,
(주)동아엘텍,88130,18-Dec,-11515617,,-11326005,
(주)동아엘텍,88130,19-Dec,-1440012,,-19930647,
(주)동아지질,28100,11-Dec,6361376,,6355043,
(주)동아지질,28100,12-Dec,-6090425,,-6228323,
(주)동아지질,28100,13-Dec,-7084018,,-6368101,
(주)동아지질,28100,14-Dec,-53826755,,-18824233,
(주)동아지질,28100,15-Dec,-25031219,,-22132697,
(주)동아지질,28100,16-Dec,-40619905,,-34709693,
(주)동아지질,28100,17-Dec,2557622,,-16659823,
(주)동아지질,28100,18-Dec,-39497969,,-39497969,
(주)동아지질,28100,19-Dec,-32425832,,-36795155,
(주)동양,1520,11-Dec,-174465482,,-268368033,
(주)동양,1520,12-Dec,-8035159,,85352922,
(주)동양,1520,13-Dec,-58572213,,-184839001,
(주)동양,1520,14-Dec,358155637,,320811590,
(주)동양,1520,15-Dec,454709979,,453533204,
(주)동양,1520,16-Dec,47085336,,37719281,
(주)동양,1520,17-Dec,20413851,,17131350,
(주)동양,1520,18-Dec,-24319703,,523102,
(주)동양,1520,19-Dec,-50962520,,-43753654,
(주)동양고속,84670,11-Dec,-95837576,,-94354102,
(주)동양고속,84670,12-Dec,41393780,,34341762,
(주)동양고속,84670,13-Dec,-21339619,,-16744942,
(주)동양고속,84670,14-Dec,-8870606,,-7284440,
(주)동양고속,84670,15-Dec,-12284146,,-10341431,
(주)동양고속,84670,16-Dec,-10375993,,-7881723,
(주)동양고속,84670,17-Dec,-3167488,,-490878,
(주)동양고속,84670,18-Dec,13507378,,13220673,
(주)동양고속,84670,19-Dec,38924545,,39403633,
(주)동양에스텍,60380,11-Dec,-1998069,,-2292459,
(주)동양에스텍,60380,12-Dec,-4936542,,-8517558,
(주)동양에스텍,60380,13-Dec,-309902,,-644203,
(주)동양에스텍,60380,14-Dec,2538561,,1460421,
(주)동양에스텍,60380,15-Dec,-3013588,,-3579913,
(주)동양에스텍,60380,16-Dec,-5680116,,-13939021,
(주)동양에스텍,60380,17-Dec,5632197,,4756197,
(주)동양에스텍,60380,18-Dec,-4021308,,-3631177,
(주)동양에스텍,60380,19-Dec,-6900268,,-4017523,
(주)동우팜투테이블,88910,11-Dec,-12315011,,,
(주)동우팜투테이블,88910,12-Dec,-6444981,,,
(주)동우팜투테이블,88910,13-Dec,4140656,,,
(주)동우팜투테이블,88910,14-Dec,-13884301,,,
(주)동우팜투테이블,88910,15-Dec,1170169,,,
(주)동우팜투테이블,88910,16-Dec,-6803686,,,
(주)동우팜투테이블,88910,17-Dec,-29475777,,,
(주)동우팜투테이블,88910,18-Dec,-14943008,,,
(주)동우팜투테이블,88910,19-Dec,-2516431,,-2494652,
(주)동운아나텍,94170,11-Dec,-3090975,,,
(주)동운아나텍,94170,12-Dec,-2378986,,,
(주)동운아나텍,94170,13-Dec,-352153,,,
(주)동운아나텍,94170,14-Dec,-2436472,,,
(주)동운아나텍,94170,15-Dec,-6148305,,,
(주)동운아나텍,94170,16-Dec,-1722568,,,
(주)동운아나텍,94170,17-Dec,-4334796,,,
(주)동운아나텍,94170,18-Dec,-136841,,,
(주)동운아나텍,94170,19-Dec,7393193,,,
(주)동원개발,13120,11-Dec,11293487,,,
(주)동원개발,13120,12-Dec,-638000,,,
(주)동원개발,13120,13-Dec,2541946,,,
(주)동원개발,13120,14-Dec,6451656,,,
(주)동원개발,13120,15-Dec,-14469271,,,
(주)동원개발,13120,16-Dec,-44065673,,,
(주)동원개발,13120,17-Dec,-41508170,,,
(주)동원개발,13120,18-Dec,16111436,,,
(주)동원개발,13120,19-Dec,25036317,,,
(주)동원에프앤비,49770,11-Dec,-13758214,,-30906774,
(주)동원에프앤비,49770,12-Dec,-91754364,,-112773081,
(주)동원에프앤비,49770,13-Dec,21258535,,-1090209,
(주)동원에프앤비,49770,14-Dec,-7256357,,-20682373,
(주)동원에프앤비,49770,15-Dec,-48761415,,-57063535,
(주)동원에프앤비,49770,16-Dec,-21510913,,-54393940,
(주)동원에프앤비,49770,17-Dec,-175281571,,-232946417,
(주)동원에프앤비,49770,18-Dec,-44819507,,-84325208,
(주)동원에프앤비,49770,19-Dec,-118805117,,-159971702,
(주)동일기연,32960,11-Dec,18965394,,18883979,
(주)동일기연,32960,12-Dec,-2643606,,-4502753,
(주)동일기연,32960,13-Dec,-1595452,,-264807,
(주)동일기연,32960,14-Dec,-11952136,,-11141893,
(주)동일기연,32960,15-Dec,10683525,,11344188,
(주)동일기연,32960,16-Dec,-4307241,,-7666150,
(주)동일기연,32960,17-Dec,-6738247,,-5957338,
(주)동일기연,32960,18-Dec,10421516,,11475461,
(주)동일기연,32960,19-Dec,-4585896,,-4434817,
(주)동진쎄미켐,5290,11-Dec,-24966889,,-62109281,
(주)동진쎄미켐,5290,12-Dec,-44843974,,-68892810,
(주)동진쎄미켐,5290,13-Dec,-32681197,,-57055531,
(주)동진쎄미켐,5290,14-Dec,-20114106,,-37172931,
(주)동진쎄미켐,5290,15-Dec,-30386767,,-38631953,
(주)동진쎄미켐,5290,16-Dec,-36334736,,-69209395,
(주)동진쎄미켐,5290,17-Dec,-39764903,,-49350146,
(주)동진쎄미켐,5290,18-Dec,-68516370,,-73501430,
(주)동진쎄미켐,5290,19-Dec,-57761577,,-80140906,
(주)두산,150,11-Dec,-142459345,,-285564412,
(주)두산,150,12-Dec,-90911575,,-65220372,
(주)두산,150,13-Dec,-227561380,,-1138625719,
(주)두산,150,14-Dec,-168518602,,-610987492,
(주)두산,150,15-Dec,-67040772,,-445760279,
(주)두산,150,16-Dec,-266940200,,1061184916,
(주)두산,150,17-Dec,-70053484,,-556021973,
(주)두산,150,18-Dec,-6131842,,-943080497,
(주)두산,150,19-Dec,-311717669,,-935836350,
(주)두산테스나,131970,11-Dec,-13728040,,,
(주)두산테스나,131970,12-Dec,-34717291,,,
(주)두산테스나,131970,13-Dec,-25034284,,,
(주)두산테스나,131970,14-Dec,-926181,,,
(주)두산테스나,131970,15-Dec,-9015494,,,
(주)두산테스나,131970,16-Dec,-3362768,,,
(주)두산테스나,131970,17-Dec,-19752442,,,
(주)두산테스나,131970,18-Dec,-29973667,,,
(주)두산테스나,131970,19-Dec,-124817521,,,
(주)두올,16740,11-Dec,,,,
(주)두올,16740,12-Dec,,,,
(주)두올,16740,13-Dec,,,,
(주)두올,16740,14-Dec,-7724372,,-9231744,
(주)두올,16740,15-Dec,-4491825,,-13209170,
(주)두올,16740,16-Dec,-5234615,,-7507233,
(주)두올,16740,17-Dec,-46745703,,-47551373,
(주)두올,16740,18-Dec,-6295183,,-9569145,
(주)두올,16740,19-Dec,-4545088,,-17131733,
(주)듀오백,73190,11-Dec,-4386379,,-3779977,
(주)듀오백,73190,12-Dec,-99444,,684946,
(주)듀오백,73190,13-Dec,241074,,879030,
(주)듀오백,73190,14-Dec,1394818,,2563289,
(주)듀오백,73190,15-Dec,1284598,,1385526,
(주)듀오백,73190,16-Dec,2939702,,3110779,
(주)듀오백,73190,17-Dec,1930653,,2139460,
(주)듀오백,73190,18-Dec,-563041,,-328481,
(주)듀오백,73190,19-Dec,319795,,245823,
(주)드래곤플라이,30350,11-Dec,-16969483,,-15642062,
(주)드래곤플라이,30350,12-Dec,-20757806,,-20660374,
(주)드래곤플라이,30350,13-Dec,-8169125,,-7453518,
(주)드래곤플라이,30350,14-Dec,-3526159,,-3086866,
(주)드래곤플라이,30350,15-Dec,-2465099,,-1549570,
(주)드래곤플라이,30350,16-Dec,-5315058,,-5312621,
(주)드래곤플라이,30350,17-Dec,5089367,,,
(주)드래곤플라이,30350,18-Dec,39079117,,,
(주)드래곤플라이,30350,19-Dec,-1941991,,-1380321,
(주)드림시큐리티,203650,14-Dec,,,,
(주)드림시큐리티,203650,15-Dec,,,,
(주)드림시큐리티,203650,16-Dec,,,,
(주)드림시큐리티,203650,17-Dec,6722457,,6894184,
(주)드림시큐리티,203650,18-Dec,-789142,,-1082551,
(주)드림시큐리티,203650,19-Dec,-54250587,,-53011317,
(주)드림씨아이에스,223250,11-Dec,,,,
(주)드림씨아이에스,223250,12-Dec,,,,
(주)드림씨아이에스,223250,13-Dec,,,,
(주)드림씨아이에스,223250,14-Dec,756228,,,
(주)드림씨아이에스,223250,15-Dec,2910304,,,
(주)드림씨아이에스,223250,16-Dec,-5479,,,
(주)드림씨아이에스,223250,17-Dec,72685,,,
(주)드림씨아이에스,223250,18-Dec,-949350,,,
(주)드림씨아이에스,223250,19-Dec,-4062534,,,
(주)드림어스컴퍼니,60570,11-Dec,3364299,,5600414,
(주)드림어스컴퍼니,60570,12-Dec,8954287,,23618566,
(주)드림어스컴퍼니,60570,13-Dec,-1023787,,73000,
(주)드림어스컴퍼니,60570,14-Dec,-1193528,,-1200408,
(주)드림어스컴퍼니,60570,15-Dec,-7491607,,-6561125,
(주)드림어스컴퍼니,60570,16-Dec,-4058952,,-3961233,
(주)드림어스컴퍼니,60570,17-Dec,-49701404,,-45001850,
(주)드림어스컴퍼니,60570,18-Dec,-20314931,,-10169434,
(주)드림어스컴퍼니,60570,19-Dec,5518833,,-2595991,
(주)드림텍,192650,11-Dec,-21862282,,-16021997,
(주)드림텍,192650,12-Dec,-7673203,,-17960329,
(주)드림텍,192650,13-Dec,-21848139,,-38520510,
(주)드림텍,192650,14-Dec,-14169118,,-42137543,
(주)드림텍,192650,15-Dec,-16234769,,-31450119,
(주)드림텍,192650,16-Dec,-2961247,,-15715132,
(주)드림텍,192650,17-Dec,-4803504,,-28003109,
(주)드림텍,192650,18-Dec,-37738163,,-47560903,
(주)드림텍,192650,19-Dec,-50204706,,-103492862,
(주)디딤,217620,15-Dec,,,,
(주)디딤,217620,16-Dec,,,,
(주)디딤,217620,17-Dec,15928496,,15829257,
(주)디딤,217620,18-Dec,-8625884,,-14572229,
(주)디딤,217620,19-Dec,-13984689,,-20611370,
(주)디모아,16670,11-Dec,-5862941,,,
(주)디모아,16670,12-Dec,-6634990,,2589186,
(주)디모아,16670,13-Dec,-6151045,,-5750376,
(주)디모아,16670,14-Dec,-3039496,,-2813878,
(주)디모아,16670,15-Dec,7035977,,14499843,
(주)디모아,16670,16-Dec,-13025898,,-13674481,
(주)디모아,16670,17-Dec,-4607122,,-5956063,
(주)디모아,16670,18-Dec,-3101013,,-3607534,
(주)디모아,16670,19-Dec,-3931520,,-5671493,
(주)디바이스이엔지,187870,11-Dec,,,,
(주)디바이스이엔지,187870,12-Dec,,,,
(주)디바이스이엔지,187870,13-Dec,,,,
(주)디바이스이엔지,187870,14-Dec,,,,
(주)디바이스이엔지,187870,15-Dec,-1187194,,,
(주)디바이스이엔지,187870,16-Dec,-4685467,,,
(주)디바이스이엔지,187870,17-Dec,-383298,,,
(주)디바이스이엔지,187870,18-Dec,-6228044,,,
(주)디바이스이엔지,187870,19-Dec,-5223951,,,
(주)디비아이엔씨,12030,11-Dec,-41873379,,-41873379,
(주)디비아이엔씨,12030,12-Dec,24502481,,24952811,
(주)디비아이엔씨,12030,13-Dec,-25441972,,-25441972,
(주)디비아이엔씨,12030,14-Dec,102077984,,101909938,
(주)디비아이엔씨,12030,15-Dec,95521915,,104611832,
(주)디비아이엔씨,12030,16-Dec,6888938,,6888938,
(주)디비아이엔씨,12030,17-Dec,3705370,,1755205,
(주)디비아이엔씨,12030,18-Dec,-99095601,,-84811256,
(주)디비아이엔씨,12030,19-Dec,-9595701,,-8752471,
(주)디스플레이테크,66670,11-Dec,-8205690,,,
(주)디스플레이테크,66670,12-Dec,-33549100,,,
(주)디스플레이테크,66670,13-Dec,-8355555,,,
(주)디스플레이테크,66670,14-Dec,-4320861,,,
(주)디스플레이테크,66670,15-Dec,-18734823,,,
(주)디스플레이테크,66670,16-Dec,8762700,,,
(주)디스플레이테크,66670,17-Dec,-2732931,,,
(주)디스플레이테크,66670,18-Dec,-7928301,,,
(주)디스플레이테크,66670,19-Dec,-10532840,,,
(주)디아이,3160,11-Dec,4253364,,18501608,
(주)디아이,3160,12-Dec,-6561187,,-7807742,
(주)디아이,3160,13-Dec,10697835,,7530621,
(주)디아이,3160,14-Dec,7025913,,8327369,
(주)디아이,3160,15-Dec,-19738082,,-21053637,
(주)디아이,3160,16-Dec,-4946210,,-9761575,
(주)디아이,3160,17-Dec,25695431,,27840796,
(주)디아이,3160,18-Dec,-10992805,,-23125328,
(주)디아이,3160,19-Dec,1991288,,958714,
(주)디아이씨,92200,11-Dec,-77753688,,-96010302,
(주)디아이씨,92200,12-Dec,-23955989,,-44641343,
(주)디아이씨,92200,13-Dec,-36995769,,-45923322,
(주)디아이씨,92200,14-Dec,-21043678,,-34314805,
(주)디아이씨,92200,15-Dec,-16498953,,-29592378,
(주)디아이씨,92200,16-Dec,-28814290,,-118005346,
(주)디아이씨,92200,17-Dec,-94174826,,-131269372,
(주)디아이씨,92200,18-Dec,-21664512,,-16407670,
(주)디아이씨,92200,19-Dec,-21792588,,-15735053,
(주)디아크,78590,11-Dec,302636,,,
(주)디아크,78590,12-Dec,-2805794,,,
(주)디아크,78590,13-Dec,-515241,,,
(주)디아크,78590,14-Dec,-906645,,,
(주)디아크,78590,15-Dec,-2899158,,,
(주)디아크,78590,16-Dec,-855267,,,
(주)디아크,78590,17-Dec,-5545484,,,
(주)디아크,78590,18-Dec,-10133066,,-6911812,
(주)디아크,78590,19-Dec,-16658958,,-7162216,
(주)디알비동일,4840,11-Dec,-21483104,,-15842060,
(주)디알비동일,4840,12-Dec,-19285297,,-28440137,
(주)디알비동일,4840,13-Dec,-2008156,,14227448,
(주)디알비동일,4840,14-Dec,-13304670,,-21703131,
(주)디알비동일,4840,15-Dec,-35709432,,-36508228,
(주)디알비동일,4840,16-Dec,-18963453,,-66428123,
(주)디알비동일,4840,17-Dec,-11570897,,-41169174,
(주)디알비동일,4840,18-Dec,-6685388,,-44968241,
(주)디알비동일,4840,19-Dec,-6219114,,-41146629,
(주)디알젬,263690,12-Dec,,,,
(주)디알젬,263690,13-Dec,,,,
(주)디알젬,263690,14-Dec,,,,
(주)디알젬,263690,15-Dec,,,,
(주)디알젬,263690,16-Dec,-858078,,-663678,
(주)디알젬,263690,17-Dec,-4165972,,-4053142,
(주)디알젬,263690,18-Dec,-1137982,,-1025641,
(주)디알젬,263690,19-Dec,-3893123,,-3846322,
(주)디알텍,214680,15-Dec,,,,
(주)디알텍,214680,16-Dec,6128225,,6394374,
(주)디알텍,214680,17-Dec,-5046551,,-3777431,
(주)디알텍,214680,18-Dec,-3845764,,-4350074,
(주)디알텍,214680,19-Dec,-6432594,,-3880665,
(주)디앤씨미디어,263720,16-Dec,-2962498,,,
(주)디앤씨미디어,263720,17-Dec,-21373422,,,
(주)디앤씨미디어,263720,18-Dec,-1978237,,-1541304,
(주)디앤씨미디어,263720,19-Dec,-6903559,,-6740007,
(주)디에스앤엘,141020,11-Dec,-2147992,,,
(주)디에스앤엘,141020,12-Dec,-62586,,,
(주)디에스앤엘,141020,13-Dec,-1740538,,-1729082,
(주)디에스앤엘,141020,14-Dec,-8597015,,-8014830,
(주)디에스앤엘,141020,15-Dec,3181383,,3676232,
(주)디에스앤엘,141020,16-Dec,-18585325,,-19631386,
(주)디에스앤엘,141020,17-Dec,10595430,,11238224,
(주)디에스앤엘,141020,18-Dec,-14403803,,-7916054,
(주)디에스앤엘,141020,19-Dec,-31069840,,-27898843,
(주)디에스케이,109740,11-Dec,-651184,,-130537,
(주)디에스케이,109740,12-Dec,-174850,,-177053,
(주)디에스케이,109740,13-Dec,-6442355,,-6443588,
(주)디에스케이,109740,14-Dec,-1226436,,-1231339,
(주)디에스케이,109740,15-Dec,-1053848,,-1055541,
(주)디에스케이,109740,16-Dec,-44178642,,-28221111,
(주)디에스케이,109740,17-Dec,-355612,,-7316470,
(주)디에스케이,109740,18-Dec,-14337009,,-18194590,
(주)디에스케이,109740,19-Dec,-31171040,,-40601919,
(주)디에이테크놀로지,196490,11-Dec,,,,
(주)디에이테크놀로지,196490,12-Dec,,,,
(주)디에이테크놀로지,196490,13-Dec,-730563,,,
(주)디에이테크놀로지,196490,14-Dec,-1415686,,-1200726,
(주)디에이테크놀로지,196490,15-Dec,-13588355,,-13519176,
(주)디에이테크놀로지,196490,16-Dec,-6668590,,-6671048,
(주)디에이테크놀로지,196490,17-Dec,-12415638,,-12440851,
(주)디에이테크놀로지,196490,18-Dec,-57344533,,-57329679,
(주)디에이테크놀로지,196490,19-Dec,-27183386,,-26830771,
(주)디에이피,66900,11-Dec,-56820117,,,
(주)디에이피,66900,12-Dec,-44883542,,,
(주)디에이피,66900,13-Dec,-45047606,,,
(주)디에이피,66900,14-Dec,-84219781,,,
(주)디에이피,66900,15-Dec,-24238278,,,
(주)디에이피,66900,16-Dec,-5194717,,,
(주)디에이피,66900,17-Dec,-12594054,,,
(주)디에이피,66900,18-Dec,-16118698,,,
(주)디에이피,66900,19-Dec,-17533364,,,
(주)디엔에이링크,127120,11-Dec,-4990898,,,
(주)디엔에이링크,127120,12-Dec,-7893915,,,
(주)디엔에이링크,127120,13-Dec,-1125853,,,
(주)디엔에이링크,127120,14-Dec,1503540,,,
(주)디엔에이링크,127120,15-Dec,-14078451,,-13131006,
(주)디엔에이링크,127120,16-Dec,-1261450,,-761771,
(주)디엔에이링크,127120,17-Dec,5980261,,6154961,
(주)디엔에이링크,127120,18-Dec,-6142070,,-3513892,
(주)디엔에이링크,127120,19-Dec,-3413815,,-4153480,
(주)디엔에프,92070,11-Dec,-2045121,,,
(주)디엔에프,92070,12-Dec,-13956772,,,
(주)디엔에프,92070,13-Dec,-1349044,,,
(주)디엔에프,92070,14-Dec,-3573017,,,
(주)디엔에프,92070,15-Dec,-11796113,,,
(주)디엔에프,92070,16-Dec,-20206630,,,
(주)디엔에프,92070,17-Dec,-11959872,,,
(주)디엔에프,92070,18-Dec,-12693560,,,
(주)디엔에프,92070,19-Dec,-4942101,,,
(주)디엔오토모티브,7340,11-Dec,74383043,,62158818,
(주)디엔오토모티브,7340,12-Dec,30266415,,42568583,
(주)디엔오토모티브,7340,13-Dec,-46369297,,-77744745,
(주)디엔오토모티브,7340,14-Dec,-18456899,,-76784974,
(주)디엔오토모티브,7340,15-Dec,-75291726,,-122736555,
(주)디엔오토모티브,7340,16-Dec,-37499047,,-73904895,
(주)디엔오토모티브,7340,17-Dec,5152219,,-45099051,
(주)디엔오토모티브,7340,18-Dec,-16097526,,-49398093,
(주)디엔오토모티브,7340,19-Dec,-32882167,,-93930528,
(주)디엠에스,68790,11-Dec,-40184725,,-40276223,
(주)디엠에스,68790,12-Dec,-15130876,,-19525147,
(주)디엠에스,68790,13-Dec,6663054,,-11154039,
(주)디엠에스,68790,14-Dec,1774644,,-1768572,
(주)디엠에스,68790,15-Dec,-457245,,-214396,
(주)디엠에스,68790,16-Dec,-2408286,,-3109544,
(주)디엠에스,68790,17-Dec,-14544825,,-15310430,
(주)디엠에스,68790,18-Dec,-2494154,,-3837764,
(주)디엠에스,68790,19-Dec,1870894,,3285324,
(주)디오,39840,11-Dec,3837504,,3766334,
(주)디오,39840,12-Dec,-4841027,,-4381783,
(주)디오,39840,13-Dec,-1799997,,-1215475,
(주)디오,39840,14-Dec,-2502784,,-1606228,
(주)디오,39840,15-Dec,-781793,,-453023,
(주)디오,39840,16-Dec,-9441764,,-9008802,
(주)디오,39840,17-Dec,-13930094,,-15788018,
(주)디오,39840,18-Dec,-17336272,,-20440328,
(주)디오,39840,19-Dec,-36458240,,-43817020,
(주)디와이디,219550,15-Dec,,,,
(주)디와이디,219550,16-Dec,,,,
(주)디와이디,219550,17-Dec,-312926,,,
(주)디와이디,219550,18-Dec,6130895,,,
(주)디와이디,219550,19-Dec,-18174166,,-17925099,
(주)디이엔티,79810,11-Dec,-1601296,,,
(주)디이엔티,79810,12-Dec,-9241322,,,
(주)디이엔티,79810,13-Dec,735067,,,
(주)디이엔티,79810,14-Dec,-1145562,,-1010028,
(주)디이엔티,79810,15-Dec,-5825987,,-5855386,
(주)디이엔티,79810,16-Dec,-2740951,,-2421841,
(주)디이엔티,79810,17-Dec,-13512517,,-13423382,
(주)디이엔티,79810,18-Dec,1661314,,1426157,
(주)디이엔티,79810,19-Dec,5671475,,5697012,
(주)디지아이,43360,11-Dec,1027096,,,
(주)디지아이,43360,12-Dec,-890227,,,
(주)디지아이,43360,13-Dec,1495536,,,
(주)디지아이,43360,14-Dec,672491,,761426,
(주)디지아이,43360,15-Dec,2301275,,,
(주)디지아이,43360,16-Dec,-618732,,,
(주)디지아이,43360,17-Dec,-809346,,,
(주)디지아이,43360,18-Dec,700436,,,
(주)디지아이,43360,19-Dec,414676,,,
(주)디지캡,197140,12-Dec,,,,
(주)디지캡,197140,13-Dec,,,,
(주)디지캡,197140,14-Dec,3729080,,,
(주)디지캡,197140,15-Dec,-2000085,,,
(주)디지캡,197140,16-Dec,-4441251,,,
(주)디지캡,197140,17-Dec,-7690472,,,
(주)디지캡,197140,18-Dec,-9790997,,,
(주)디지캡,197140,19-Dec,-7418209,,-5821508,
(주)디지털대성,68930,11-Dec,-5140200,,,
(주)디지털대성,68930,12-Dec,-6626842,,,
(주)디지털대성,68930,13-Dec,-4554641,,,
(주)디지털대성,68930,14-Dec,-8928719,,,
(주)디지털대성,68930,15-Dec,-5012897,,-2112507,
(주)디지털대성,68930,16-Dec,-6945226,,-4956866,
(주)디지털대성,68930,17-Dec,-7353280,,-6542398,
(주)디지털대성,68930,18-Dec,-1862218,,-6174517,
(주)디지털대성,68930,19-Dec,-17619199,,-23672399,
(주)디지틀조선일보,33130,11-Dec,-4836898,,-4987458,
(주)디지틀조선일보,33130,12-Dec,-8982605,,-8996614,
(주)디지틀조선일보,33130,13-Dec,-2500488,,-2801842,
(주)디지틀조선일보,33130,14-Dec,-4385796,,-4390973,
(주)디지틀조선일보,33130,15-Dec,-5003757,,-5427772,
(주)디지틀조선일보,33130,16-Dec,-5425754,,-5587906,
(주)디지틀조선일보,33130,17-Dec,-3803172,,-3860570,
(주)디지틀조선일보,33130,18-Dec,-1688185,,-1780088,
(주)디지틀조선일보,33130,19-Dec,-1784802,,-1701459,
(주)디케이앤디,263020,11-Dec,,,,
(주)디케이앤디,263020,12-Dec,,,,
(주)디케이앤디,263020,13-Dec,,,,
(주)디케이앤디,263020,14-Dec,,,,
(주)디케이앤디,263020,15-Dec,-2108579,,-2332035,
(주)디케이앤디,263020,16-Dec,590613,,598510,
(주)디케이앤디,263020,17-Dec,-725206,,-1445005,
(주)디케이앤디,263020,18-Dec,-147946,,-1783057,
(주)디케이앤디,263020,19-Dec,-1494190,,-4035578,
(주)디케이티,290550,15-Dec,,,,
(주)디케이티,290550,16-Dec,-3679182,,-3520819,
(주)디케이티,290550,17-Dec,-107165,,-9095106,
(주)디케이티,290550,18-Dec,-608743,,-3466808,
(주)디케이티,290550,19-Dec,-694784,,-8226539,
(주)디티앤씨,187220,11-Dec,,,,
(주)디티앤씨,187220,12-Dec,,,,
(주)디티앤씨,187220,13-Dec,-9065213,,,
(주)디티앤씨,187220,14-Dec,-20446608,,,
(주)디티앤씨,187220,15-Dec,-33888352,,-25801900,
(주)디티앤씨,187220,16-Dec,-16526259,,-14643884,
(주)디티앤씨,187220,17-Dec,-18854972,,-14817929,
(주)디티앤씨,187220,18-Dec,-28032025,,-27193159,
(주)디티앤씨,187220,19-Dec,-14993053,,-27208827,
(주)딜리,131180,11-Dec,-11532368,,-11276484,
(주)딜리,131180,12-Dec,-2950259,,-2954670,
(주)딜리,131180,13-Dec,228766,,227406,
(주)딜리,131180,14-Dec,1424784,,1416950,
(주)딜리,131180,15-Dec,-5646871,,-5530512,
(주)딜리,131180,16-Dec,3289977,,3278070,
(주)딜리,131180,17-Dec,-4937113,,-4939155,
(주)딜리,131180,18-Dec,-331295,,1448811,
(주)딜리,131180,19-Dec,-7438141,,-7437970,
(주)딥노이드,315640,17-Dec,,,,
(주)딥노이드,315640,18-Dec,,,,
(주)딥노이드,315640,19-Dec,2556011,,,
(주)라닉스,317120,18-Dec,-52330,,,
(주)라닉스,317120,19-Dec,-14113722,,,
(주)라온테크,232680,11-Dec,,,,
(주)라온테크,232680,12-Dec,,,,
(주)라온테크,232680,13-Dec,,,,
(주)라온테크,232680,14-Dec,,,,
(주)라온테크,232680,15-Dec,,,,
(주)라온테크,232680,16-Dec,,,,
(주)라온테크,232680,17-Dec,,,,
(주)라온테크,232680,18-Dec,520,,,
(주)라온테크,232680,19-Dec,-42735,,,
(주)라이온켐텍,171120,11-Dec,-2072806,,,
(주)라이온켐텍,171120,12-Dec,-13817717,,,
(주)라이온켐텍,171120,13-Dec,-4429545,,,
(주)라이온켐텍,171120,14-Dec,-11926991,,,
(주)라이온켐텍,171120,15-Dec,-23401640,,,
(주)라이온켐텍,171120,16-Dec,-4704931,,,
(주)라이온켐텍,171120,17-Dec,-2627941,,,
(주)라이온켐텍,171120,18-Dec,-21988313,,,
(주)라이온켐텍,171120,19-Dec,-5172699,,,
(주)라이트론,69540,11-Dec,-2699686,,-3378466,
(주)라이트론,69540,12-Dec,-289953,,-421521,
