회사명,거래소코드,회계년도,투자활동으로 인한 현금흐름(*)(IFRS)(천원),투자활동 변화율,투자활동으로 인한 현금흐름(*)(IFRS연결)(천원),투자활동변화율(연결)
(주)케이티씨에스,58850,15-Dec,15789975,,15274473,
(주)케이티씨에스,58850,16-Dec,-7040902,,-3027207,
(주)케이티씨에스,58850,17-Dec,-975358,,-4992691,
(주)케이티씨에스,58850,18-Dec,4351299,,-2838180,
(주)케이티씨에스,58850,19-Dec,-19239715,,-15238630,
(주)케이티아이에스,58860,11-Dec,-25960346,,,
(주)케이티아이에스,58860,12-Dec,12885094,,,
(주)케이티아이에스,58860,13-Dec,-23526346,,,
(주)케이티아이에스,58860,14-Dec,25699802,,,
(주)케이티아이에스,58860,15-Dec,-13995164,,,
(주)케이티아이에스,58860,16-Dec,-19479607,,,
(주)케이티아이에스,58860,17-Dec,14408338,,,
(주)케이티아이에스,58860,18-Dec,-9292920,,,
(주)케이티아이에스,58860,19-Dec,-20954291,,,
(주)케이티알파,36030,11-Dec,1248353,,1307005,
(주)케이티알파,36030,12-Dec,5883676,,5262983,
(주)케이티알파,36030,13-Dec,-17849354,,-18199228,
(주)케이티알파,36030,14-Dec,-27531870,,,
(주)케이티알파,36030,15-Dec,-19956400,,,
(주)케이티알파,36030,16-Dec,-33238308,,,
(주)케이티알파,36030,17-Dec,-36085726,,,
(주)케이티알파,36030,18-Dec,-33317742,,,
(주)케이티알파,36030,19-Dec,-50138722,,,
(주)케이티앤지,33780,11-Dec,-351316989,,-449769662,
(주)케이티앤지,33780,12-Dec,-786599604,,-932561006,
(주)케이티앤지,33780,13-Dec,-249861445,,-223171783,
(주)케이티앤지,33780,14-Dec,-396149329,,-462068780,
(주)케이티앤지,33780,15-Dec,-876292531,,-859431965,
(주)케이티앤지,33780,16-Dec,-604964311,,-626544995,
(주)케이티앤지,33780,17-Dec,-592096968,,-669247068,
(주)케이티앤지,33780,18-Dec,5526009,,-46256069,
(주)케이티앤지,33780,19-Dec,-349260247,,-459190546,
(주)케이프,64820,11-Dec,-16322873,,,
(주)케이프,64820,12-Dec,-8231703,,-7256609,
(주)케이프,64820,13-Dec,-20812011,,-10047845,
(주)케이프,64820,14-Dec,10718528,,21957211,
(주)케이프,64820,15-Dec,-5068702,,-3198048,
(주)케이프,64820,16-Dec,-7872331,,-87330210,
(주)케이프,64820,17-Dec,-807567,,-19125890,
(주)케이프,64820,18-Dec,-2272451,,-7457634,
(주)케이프,64820,19-Dec,5394317,,-18158456,
(주)케이피에스,256940,13-Dec,,,,
(주)케이피에스,256940,14-Dec,,,,
(주)케이피에스,256940,15-Dec,,,,
(주)케이피에스,256940,16-Dec,-977201,,,
(주)케이피에스,256940,17-Dec,-12722810,,,
(주)케이피에스,256940,18-Dec,-2667354,,-2623557,
(주)케이피에스,256940,19-Dec,894504,,893480,
(주)케이피에프,24880,11-Dec,-13602475,,-8340140,
(주)케이피에프,24880,12-Dec,-70137991,,-65355887,
(주)케이피에프,24880,13-Dec,-41308580,,-41786440,
(주)케이피에프,24880,14-Dec,5249779,,-14939843,
(주)케이피에프,24880,15-Dec,-20594019,,-10944487,
(주)케이피에프,24880,16-Dec,6981675,,-1130738,
(주)케이피에프,24880,17-Dec,-17504080,,-35446718,
(주)케이피에프,24880,18-Dec,820600,,-981886,
(주)케이피에프,24880,19-Dec,-7030310,,-12861219,
(주)케이피엠테크,42040,11-Dec,-11715881,,-11137984,
(주)케이피엠테크,42040,12-Dec,-7983362,,-11761768,
(주)케이피엠테크,42040,13-Dec,10997492,,12179664,
(주)케이피엠테크,42040,14-Dec,-1774270,,-1855270,
(주)케이피엠테크,42040,15-Dec,1353294,,2270250,
(주)케이피엠테크,42040,16-Dec,-34478950,,-34566691,
(주)케이피엠테크,42040,17-Dec,-41532896,,-40996051,
(주)케이피엠테크,42040,18-Dec,7513570,,-10548804,
(주)케이피엠테크,42040,19-Dec,2055565,,15091571,
(주)케이피티유,54410,11-Dec,790674,,790674,
(주)케이피티유,54410,12-Dec,-5739841,,-5739841,
(주)케이피티유,54410,13-Dec,-2044987,,,
(주)케이피티유,54410,14-Dec,-4788715,,,
(주)케이피티유,54410,15-Dec,4374227,,,
(주)케이피티유,54410,16-Dec,1882729,,,
(주)케이피티유,54410,17-Dec,-4734690,,-6587097,
(주)케이피티유,54410,18-Dec,1525851,,994029,
(주)케이피티유,54410,19-Dec,-587827,,,
(주)케일럼,258610,12-Dec,,,,
(주)케일럼,258610,13-Dec,,,,
(주)케일럼,258610,14-Dec,,,,
(주)케일럼,258610,15-Dec,-12369248,,,
(주)케일럼,258610,16-Dec,-3511267,,,
(주)케일럼,258610,17-Dec,-2489052,,,
(주)케일럼,258610,18-Dec,-11046744,,-9027154,
(주)케일럼,258610,19-Dec,93558,,-1257402,
(주)켐온,217600,15-Dec,,,,
(주)켐온,217600,16-Dec,,,,
(주)켐온,217600,17-Dec,-5279447,,,
(주)켐온,217600,18-Dec,-3422142,,,
(주)켐온,217600,19-Dec,-6493660,,,
(주)켐트로닉스,89010,11-Dec,-12561334,,-15370207,
(주)켐트로닉스,89010,12-Dec,-12644613,,-13934768,
(주)켐트로닉스,89010,13-Dec,-38407283,,-42908732,
(주)켐트로닉스,89010,14-Dec,-17915214,,-19385869,
(주)켐트로닉스,89010,15-Dec,-6312525,,-13238817,
(주)켐트로닉스,89010,16-Dec,-10702614,,-19320035,
(주)켐트로닉스,89010,17-Dec,-13797346,,-16218503,
(주)켐트로닉스,89010,18-Dec,-9111739,,-8368494,
(주)켐트로닉스,89010,19-Dec,-31741841,,-46062773,
(주)켐트로스,220260,15-Dec,,,,
(주)켐트로스,220260,16-Dec,,,,
(주)켐트로스,220260,17-Dec,3533929,,,
(주)켐트로스,220260,18-Dec,-14446835,,,
(주)켐트로스,220260,19-Dec,587279,,,
(주)코난테크놀로지,402030,11-Dec,,,,
(주)코난테크놀로지,402030,12-Dec,,,,
(주)코난테크놀로지,402030,13-Dec,,,,
(주)코난테크놀로지,402030,14-Dec,,,,
(주)코난테크놀로지,402030,15-Dec,,,,
(주)코난테크놀로지,402030,16-Dec,,,,
(주)코다코,46070,11-Dec,-13333613,,,
(주)코다코,46070,12-Dec,-31534300,,,
(주)코다코,46070,13-Dec,-46387102,,-48064460,
(주)코다코,46070,14-Dec,-37744302,,-39252468,
(주)코다코,46070,15-Dec,-41154807,,-43319746,
(주)코다코,46070,16-Dec,-43229362,,-55745774,
(주)코다코,46070,17-Dec,-46383372,,-61125986,
(주)코다코,46070,18-Dec,-22822158,,-44730368,
(주)코다코,46070,19-Dec,5375468,,6811012,
(주)코데즈컴바인,47770,11-Dec,-8108861,,-8488724,
(주)코데즈컴바인,47770,12-Dec,-3179733,,454978,
(주)코데즈컴바인,47770,13-Dec,958685,,1848766,
(주)코데즈컴바인,47770,14-Dec,23243026,,23052605,
(주)코데즈컴바인,47770,15-Dec,4273054,,4948396,
(주)코데즈컴바인,47770,16-Dec,1609621,,1609621,
(주)코데즈컴바인,47770,17-Dec,-864587,,-959138,
(주)코데즈컴바인,47770,18-Dec,-4956825,,-4785865,
(주)코데즈컴바인,47770,19-Dec,-1176179,,-1182046,
(주)코디,80530,11-Dec,-8232585,,,
(주)코디,80530,12-Dec,-2598122,,-6558453,
(주)코디,80530,13-Dec,-10438692,,-7003155,
(주)코디,80530,14-Dec,5586484,,5391486,
(주)코디,80530,15-Dec,1930321,,680377,
(주)코디,80530,16-Dec,-12539976,,-12537688,
(주)코디,80530,17-Dec,13947024,,13865993,
(주)코디,80530,18-Dec,-29696560,,-23115626,
(주)코디,80530,19-Dec,918751,,-4194478,
(주)코디엠,224060,11-Dec,-1517430,,,
(주)코디엠,224060,12-Dec,-4351029,,,
(주)코디엠,224060,13-Dec,3185537,,,
(주)코디엠,224060,14-Dec,-207251,,,
(주)코디엠,224060,15-Dec,-979788,,,
(주)코디엠,224060,16-Dec,-29701679,,-27447481,
(주)코디엠,224060,17-Dec,-212923,,-454986,
(주)코디엠,224060,18-Dec,-34963843,,-36485037,
(주)코디엠,224060,19-Dec,-16072113,,-17700943,
(주)코렌텍,104540,11-Dec,-5477081,,,
(주)코렌텍,104540,12-Dec,-5919237,,-5580222,
(주)코렌텍,104540,13-Dec,-10744019,,-10776871,
(주)코렌텍,104540,14-Dec,-6541131,,-6483316,
(주)코렌텍,104540,15-Dec,-10611824,,-9448905,
(주)코렌텍,104540,16-Dec,-16701588,,-16213323,
(주)코렌텍,104540,17-Dec,-22383091,,-22414007,
(주)코렌텍,104540,18-Dec,-4001638,,-3763388,
(주)코렌텍,104540,19-Dec,-4415584,,-4384995,
(주)코리아나화장품,27050,11-Dec,8901323,,8709955,
(주)코리아나화장품,27050,12-Dec,7557523,,9041762,
(주)코리아나화장품,27050,13-Dec,-16870647,,-15861568,
(주)코리아나화장품,27050,14-Dec,-6593207,,-3782318,
(주)코리아나화장품,27050,15-Dec,-6691204,,-8166910,
(주)코리아나화장품,27050,16-Dec,-1819738,,-2694449,
(주)코리아나화장품,27050,17-Dec,-2271542,,-2998538,
(주)코리아나화장품,27050,18-Dec,-3657617,,-4222634,
(주)코리아나화장품,27050,19-Dec,1832929,,1465010,
(주)코리아센터,290510,11-Dec,,,,
(주)코리아센터,290510,12-Dec,,,,
(주)코리아센터,290510,13-Dec,,,,
(주)코리아센터,290510,14-Dec,,,,
(주)코리아센터,290510,15-Dec,,,,
(주)코리아센터,290510,16-Dec,,,,
(주)코리아센터,290510,17-Dec,-20142417,,-15050636,
(주)코리아센터,290510,18-Dec,-130243816,,-109493444,
(주)코리아센터,290510,19-Dec,-26803287,,-30192618,
(주)코리아써키트,7810,11-Dec,-55182344,,-77310883,
(주)코리아써키트,7810,12-Dec,-46753730,,-52609252,
(주)코리아써키트,7810,13-Dec,-84033039,,-90060852,
(주)코리아써키트,7810,14-Dec,-44580510,,-59389201,
(주)코리아써키트,7810,15-Dec,-34071369,,-32029040,
(주)코리아써키트,7810,16-Dec,-25965724,,-36942852,
(주)코리아써키트,7810,17-Dec,-48194753,,-50793584,
(주)코리아써키트,7810,18-Dec,-1791374,,-3070670,
(주)코리아써키트,7810,19-Dec,-21233517,,-20690706,
(주)코리아에스이,101670,11-Dec,4444647,,,
(주)코리아에스이,101670,12-Dec,-1136339,,,
(주)코리아에스이,101670,13-Dec,1140434,,,
(주)코리아에스이,101670,14-Dec,-2864647,,,
(주)코리아에스이,101670,15-Dec,-611755,,,
(주)코리아에스이,101670,16-Dec,2080212,,,
(주)코리아에스이,101670,17-Dec,-1956785,,-596577,
(주)코리아에스이,101670,18-Dec,-1345053,,-1483264,
(주)코리아에스이,101670,19-Dec,-723149,,1281103,
(주)코맥스,36690,11-Dec,-4111,,-461870,
(주)코맥스,36690,12-Dec,-1181832,,-1123467,
(주)코맥스,36690,13-Dec,-1395175,,-1587816,
(주)코맥스,36690,14-Dec,-3336453,,-3467628,
(주)코맥스,36690,15-Dec,-2014536,,-2189267,
(주)코맥스,36690,16-Dec,-2168478,,-2240303,
(주)코맥스,36690,17-Dec,-3063203,,-3466155,
(주)코맥스,36690,18-Dec,-2183476,,-2237832,
(주)코맥스,36690,19-Dec,-2610182,,-2714996,
(주)코메론,49430,11-Dec,-966157,,-2250849,
(주)코메론,49430,12-Dec,-6946484,,-7101787,
(주)코메론,49430,13-Dec,-1949490,,-4873238,
(주)코메론,49430,14-Dec,-8152770,,-17113676,
(주)코메론,49430,15-Dec,-5708768,,-8228400,
(주)코메론,49430,16-Dec,-13313358,,-13181419,
(주)코메론,49430,17-Dec,-5864456,,-6337620,
(주)코메론,49430,18-Dec,929859,,-3861069,
(주)코메론,49430,19-Dec,-6809728,,-5865603,
(주)코미코,183300,13-Dec,-3365588,,-6852507,
(주)코미코,183300,14-Dec,-3264049,,-5182956,
(주)코미코,183300,15-Dec,-1626339,,-3205571,
(주)코미코,183300,16-Dec,-1647040,,-3640547,
(주)코미코,183300,17-Dec,-8745582,,-13149579,
(주)코미코,183300,18-Dec,-56370549,,-78089565,
(주)코미코,183300,19-Dec,-21018947,,-79952804,
(주)코미팜,41960,11-Dec,-3006227,,-3006227,
(주)코미팜,41960,12-Dec,-9222167,,-9222167,
(주)코미팜,41960,13-Dec,-36666500,,-35474619,
(주)코미팜,41960,14-Dec,-12285369,,-12285369,
(주)코미팜,41960,15-Dec,-8060788,,-6030863,
(주)코미팜,41960,16-Dec,-1188516,,-6611494,
(주)코미팜,41960,17-Dec,1618801,,811493,
(주)코미팜,41960,18-Dec,-12869805,,-12345589,
(주)코미팜,41960,19-Dec,-11545156,,-6563406,
(주)코세스,89890,11-Dec,-9288211,,,
(주)코세스,89890,12-Dec,540381,,,
(주)코세스,89890,13-Dec,-3151633,,,
(주)코세스,89890,14-Dec,-1658428,,,
(주)코세스,89890,15-Dec,-56443,,,
(주)코세스,89890,16-Dec,-1388563,,,
(주)코세스,89890,17-Dec,-907656,,,
(주)코세스,89890,18-Dec,-19945463,,,
(주)코세스,89890,19-Dec,-281717,,,
(주)코센,9730,11-Dec,-328636,,,
(주)코센,9730,12-Dec,-6393789,,,
(주)코센,9730,13-Dec,-2768288,,,
(주)코센,9730,14-Dec,-5106983,,-3760175,
(주)코센,9730,15-Dec,-1798979,,-7459064,
(주)코센,9730,16-Dec,-6510977,,-6514543,
(주)코센,9730,17-Dec,4628737,,4628737,
(주)코센,9730,18-Dec,-7722651,,-7722651,
(주)코센,9730,19-Dec,-62479771,,-62350725,
(주)코스나인,82660,11-Dec,448739,,3993058,
(주)코스나인,82660,12-Dec,-5977606,,-21044434,
(주)코스나인,82660,13-Dec,-14235476,,-23931029,
(주)코스나인,82660,14-Dec,-3572224,,-9555243,
(주)코스나인,82660,15-Dec,-2989573,,-5488095,
(주)코스나인,82660,16-Dec,-3668318,,-5027887,
(주)코스나인,82660,17-Dec,-7244347,,157091,
(주)코스나인,82660,18-Dec,2485301,,4041245,
(주)코스나인,82660,19-Dec,-3330612,,,
(주)코스메카코리아,241710,11-Dec,,,,
(주)코스메카코리아,241710,12-Dec,,,,
(주)코스메카코리아,241710,13-Dec,,,,
(주)코스메카코리아,241710,14-Dec,-5171965,,-4350493,
(주)코스메카코리아,241710,15-Dec,-2246285,,-1732266,
(주)코스메카코리아,241710,16-Dec,-17512470,,-13231415,
(주)코스메카코리아,241710,17-Dec,-24751543,,-22231854,
(주)코스메카코리아,241710,18-Dec,-92597439,,-97088442,
(주)코스메카코리아,241710,19-Dec,-21815356,,-34312835,
(주)코스온,69110,11-Dec,2860074,,,
(주)코스온,69110,12-Dec,-3587942,,,
(주)코스온,69110,13-Dec,-4751166,,,
(주)코스온,69110,14-Dec,-5349863,,,
(주)코스온,69110,15-Dec,-13611499,,,
(주)코스온,69110,16-Dec,-10749612,,-9381175,
(주)코스온,69110,17-Dec,-37765634,,-38249398,
(주)코스온,69110,18-Dec,-46119888,,-47569198,
(주)코스온,69110,19-Dec,-22343190,,-44352517,
(주)코썬바이오,204990,11-Dec,,,,
(주)코썬바이오,204990,12-Dec,,,,
(주)코썬바이오,204990,13-Dec,,,,
(주)코썬바이오,204990,14-Dec,-13497036,,,
(주)코썬바이오,204990,15-Dec,-1122643,,,
(주)코썬바이오,204990,16-Dec,3659681,,,
(주)코썬바이오,204990,17-Dec,4406108,,4496198,
(주)코썬바이오,204990,18-Dec,617670,,1954363,
(주)코썬바이오,204990,19-Dec,612739,,1581912,
(주)코아스,71950,11-Dec,-3518506,,,
(주)코아스,71950,12-Dec,-255528,,-167148,
(주)코아스,71950,13-Dec,-4391815,,-4307040,
(주)코아스,71950,14-Dec,-2350611,,-2353153,
(주)코아스,71950,15-Dec,-4095598,,-3959717,
(주)코아스,71950,16-Dec,-4897568,,-4609719,
(주)코아스,71950,17-Dec,-6784480,,-6333274,
(주)코아스,71950,18-Dec,-1604734,,-1743548,
(주)코아스,71950,19-Dec,-1596933,,-2005440,
(주)코아시아,45970,11-Dec,-825349,,-20118234,
(주)코아시아,45970,12-Dec,-498148,,-21645414,
(주)코아시아,45970,13-Dec,-2293803,,-10400352,
(주)코아시아,45970,14-Dec,2628624,,-665439,
(주)코아시아,45970,15-Dec,-36006279,,-39275309,
(주)코아시아,45970,16-Dec,-12307366,,-21432742,
(주)코아시아,45970,17-Dec,1574889,,-26038887,
(주)코아시아,45970,18-Dec,33248,,-51722934,
(주)코아시아,45970,19-Dec,9299324,,-981927,
(주)코아시아옵틱스,196450,14-Dec,539144,,-4507938,
(주)코아시아옵틱스,196450,15-Dec,-15726883,,-19830678,
(주)코아시아옵틱스,196450,16-Dec,-8232981,,-8949741,
(주)코아시아옵틱스,196450,17-Dec,-9052965,,-10584418,
(주)코아시아옵틱스,196450,18-Dec,7275224,,7220342,
(주)코아시아옵틱스,196450,19-Dec,-13520323,,-36282351,
(주)코엔텍,29960,11-Dec,-3724849,,-3915376,
(주)코엔텍,29960,12-Dec,-4661528,,-9952596,
(주)코엔텍,29960,13-Dec,-8859620,,-11136263,
(주)코엔텍,29960,14-Dec,-17255715,,-18436833,
(주)코엔텍,29960,15-Dec,-33346006,,-35352535,
(주)코엔텍,29960,16-Dec,-7864885,,-8685752,
(주)코엔텍,29960,17-Dec,-7180350,,-10109544,
(주)코엔텍,29960,18-Dec,264688,,13849019,
(주)코엔텍,29960,19-Dec,-68901939,,,
(주)코오롱,2020,11-Dec,-173928970,,-62591090,
(주)코오롱,2020,12-Dec,-49168020,,-191559934,
(주)코오롱,2020,13-Dec,-75835543,,-55070090,
(주)코오롱,2020,14-Dec,-20264325,,20730355,
(주)코오롱,2020,15-Dec,-45953790,,6796805,
(주)코오롱,2020,16-Dec,-23722135,,-96803327,
(주)코오롱,2020,17-Dec,-125889650,,-55036668,
(주)코오롱,2020,18-Dec,-39995394,,-81189383,
(주)코오롱,2020,19-Dec,1481738,,-38412897,
(주)코원플레이,56000,11-Dec,-10423866,,-15246223,
(주)코원플레이,56000,12-Dec,-4534970,,-6194574,
(주)코원플레이,56000,13-Dec,637453,,-1624633,
(주)코원플레이,56000,14-Dec,-3086706,,-2071382,
(주)코원플레이,56000,15-Dec,5571314,,7009200,
(주)코원플레이,56000,16-Dec,-8235195,,,
(주)코원플레이,56000,17-Dec,20819465,,19537269,
(주)코원플레이,56000,18-Dec,-33092,,-43145,
(주)코원플레이,56000,19-Dec,63465,,1575212,
(주)코윈테크,282880,16-Dec,,,,
(주)코윈테크,282880,17-Dec,,,,
(주)코윈테크,282880,18-Dec,-5080064,,,
(주)코윈테크,282880,19-Dec,-45970494,,-45710618,
(주)코이즈,121850,11-Dec,-5629753,,-6769037,
(주)코이즈,121850,12-Dec,-4137263,,-5374932,
(주)코이즈,121850,13-Dec,-15323420,,-15832059,
(주)코이즈,121850,14-Dec,-2647439,,-4684380,
(주)코이즈,121850,15-Dec,-1967856,,-1837902,
(주)코이즈,121850,16-Dec,-2729454,,10308,
(주)코이즈,121850,17-Dec,-326897,,-340294,
(주)코이즈,121850,18-Dec,-4330013,,-6143444,
(주)코이즈,121850,19-Dec,6215103,,7579203,
(주)코콤,15710,11-Dec,5995275,,6995275,
(주)코콤,15710,12-Dec,-17903616,,-18688017,
(주)코콤,15710,13-Dec,-3289215,,-3289215,
(주)코콤,15710,14-Dec,-1119367,,-1119367,
(주)코콤,15710,15-Dec,-1850093,,-1850093,
(주)코콤,15710,16-Dec,-6061985,,-6061985,
(주)코콤,15710,17-Dec,-3740981,,-3740981,
(주)코콤,15710,18-Dec,-8555735,,-8555735,
(주)코콤,15710,19-Dec,-3741499,,-3741499,
(주)코텍,52330,11-Dec,-3801087,,,
(주)코텍,52330,12-Dec,-4123255,,,
(주)코텍,52330,13-Dec,1280535,,,
(주)코텍,52330,14-Dec,-5935639,,,
(주)코텍,52330,15-Dec,17354826,,,
(주)코텍,52330,16-Dec,-11642712,,,
(주)코텍,52330,17-Dec,-42351756,,,
(주)코텍,52330,18-Dec,-21769888,,,
(주)코텍,52330,19-Dec,-15362379,,-6818012,
(주)코퍼스코리아,322780,19-Dec,,,,
(주)코프라,126600,11-Dec,-3727910,,,
(주)코프라,126600,12-Dec,-2941085,,,
(주)코프라,126600,13-Dec,-7202728,,-6694041,
(주)코프라,126600,14-Dec,-12747249,,-19672375,
(주)코프라,126600,15-Dec,-21676585,,-21594893,
(주)코프라,126600,16-Dec,-3948079,,-6220397,
(주)코프라,126600,17-Dec,-841013,,-463777,
(주)코프라,126600,18-Dec,23784145,,16935157,
(주)코프라,126600,19-Dec,-7132805,,-7731287,
(주)콘텐트리중앙,36420,11-Dec,-15232353,,-13965071,
(주)콘텐트리중앙,36420,12-Dec,-4257018,,1821231,
(주)콘텐트리중앙,36420,13-Dec,2277761,,-17562341,
(주)콘텐트리중앙,36420,14-Dec,2898333,,-26754541,
(주)콘텐트리중앙,36420,15-Dec,-155821108,,-15262839,
(주)콘텐트리중앙,36420,16-Dec,16509357,,-43875713,
(주)콘텐트리중앙,36420,17-Dec,-27630340,,-75198569,
(주)콘텐트리중앙,36420,18-Dec,0,,-47831767,
(주)콘텐트리중앙,36420,19-Dec,-18583305,,-101174214,
(주)콤텍시스템,31820,11-Dec,4931650,,5254143,
(주)콤텍시스템,31820,12-Dec,-1233355,,-1295404,
(주)콤텍시스템,31820,13-Dec,4400168,,4802133,
(주)콤텍시스템,31820,14-Dec,-5756425,,-7411175,
(주)콤텍시스템,31820,15-Dec,6212583,,5854231,
(주)콤텍시스템,31820,16-Dec,-2761806,,-2134099,
(주)콤텍시스템,31820,17-Dec,-8246093,,-8370128,
(주)콤텍시스템,31820,18-Dec,-3493050,,,
(주)콤텍시스템,31820,19-Dec,-15154920,,,
(주)쿠콘,294570,18-Dec,18004277,,18166645,
(주)쿠콘,294570,19-Dec,-5594538,,-5738416,
(주)퀀타매트릭스,317690,18-Dec,-17138670,,-16547100,
(주)퀀타매트릭스,317690,19-Dec,-776270,,1218130,
(주)큐라클,365270,19-Dec,-2395853,,,
(주)큐로,15590,11-Dec,-5630004,,-7045170,
(주)큐로,15590,12-Dec,-7245059,,-9232437,
(주)큐로,15590,13-Dec,2316706,,2253337,
(주)큐로,15590,14-Dec,-3611510,,-4679609,
(주)큐로,15590,15-Dec,8050875,,,
(주)큐로,15590,16-Dec,-2194478,,,
(주)큐로,15590,17-Dec,-5784991,,,
(주)큐로,15590,18-Dec,-17309544,,,
(주)큐로,15590,19-Dec,-3565071,,-3372767,
(주)큐로컴,40350,11-Dec,-4479668,,-855218,
(주)큐로컴,40350,12-Dec,-4100097,,-2874965,
(주)큐로컴,40350,13-Dec,-11057522,,6161840,
(주)큐로컴,40350,14-Dec,-2766099,,1548572,
(주)큐로컴,40350,15-Dec,-5013794,,4471463,
(주)큐로컴,40350,16-Dec,-10913442,,10845670,
(주)큐로컴,40350,17-Dec,-48524840,,-71879894,
(주)큐로컴,40350,18-Dec,4751891,,6971689,
(주)큐로컴,40350,19-Dec,-5149343,,-4311473,
(주)큐로홀딩스,51780,11-Dec,-7668289,,-13047875,
(주)큐로홀딩스,51780,12-Dec,-7817929,,-11013043,
(주)큐로홀딩스,51780,13-Dec,2880650,,2309902,
(주)큐로홀딩스,51780,14-Dec,-876439,,-261118,
(주)큐로홀딩스,51780,15-Dec,-8427797,,-8201411,
(주)큐로홀딩스,51780,16-Dec,-5991872,,-9551885,
(주)큐로홀딩스,51780,17-Dec,-1330331,,61716,
(주)큐로홀딩스,51780,18-Dec,-2938261,,-642347,
(주)큐로홀딩스,51780,19-Dec,-6188953,,-14759089,
(주)큐리언트,115180,14-Dec,709294,,,
(주)큐리언트,115180,15-Dec,5901,,,
(주)큐리언트,115180,16-Dec,-1575877,,,
(주)큐리언트,115180,17-Dec,-7541982,,,
(주)큐리언트,115180,18-Dec,-25076975,,,
(주)큐리언트,115180,19-Dec,20379724,,,
(주)큐브엔터테인먼트,182360,13-Dec,,,,
(주)큐브엔터테인먼트,182360,14-Dec,,,,
(주)큐브엔터테인먼트,182360,15-Dec,7944331,,8860302,
(주)큐브엔터테인먼트,182360,16-Dec,-2952462,,-2199894,
(주)큐브엔터테인먼트,182360,17-Dec,1337819,,1298247,
(주)큐브엔터테인먼트,182360,18-Dec,-2882230,,-2879798,
(주)큐브엔터테인먼트,182360,19-Dec,-3226401,,-3213778,
(주)큐에스아이,66310,11-Dec,-3031803,,,
(주)큐에스아이,66310,12-Dec,-5051446,,-5191145,
(주)큐에스아이,66310,13-Dec,-4686654,,-5330817,
(주)큐에스아이,66310,14-Dec,-4702305,,-4794565,
(주)큐에스아이,66310,15-Dec,-3828749,,-4320746,
(주)큐에스아이,66310,16-Dec,-121055,,-122290,
(주)큐에스아이,66310,17-Dec,-2978706,,-3090948,
(주)큐에스아이,66310,18-Dec,-10039728,,-10080966,
(주)큐에스아이,66310,19-Dec,-4042526,,1298129,
(주)크라운제과,264900,17-Dec,-12568980,,,
(주)크라운제과,264900,18-Dec,-16305458,,,
(주)크라운제과,264900,19-Dec,-15264630,,,
(주)크라운해태홀딩스,5740,11-Dec,-12005476,,-31699097,
(주)크라운해태홀딩스,5740,12-Dec,-10152632,,-41219875,
(주)크라운해태홀딩스,5740,13-Dec,-6151215,,-28643896,
(주)크라운해태홀딩스,5740,14-Dec,3769660,,-32800174,
(주)크라운해태홀딩스,5740,15-Dec,-18033067,,-56412296,
(주)크라운해태홀딩스,5740,16-Dec,-45337204,,-66480070,
(주)크라운해태홀딩스,5740,17-Dec,-16060771,,-39872684,
(주)크라운해태홀딩스,5740,18-Dec,-2810234,,-63538781,
(주)크라운해태홀딩스,5740,19-Dec,5439,,-51393328,
(주)크래프톤,259960,11-Dec,,,,
(주)크래프톤,259960,12-Dec,,,,
(주)크래프톤,259960,13-Dec,,,,
(주)크래프톤,259960,14-Dec,,,,
(주)크래프톤,259960,15-Dec,,,,
(주)크래프톤,259960,16-Dec,,,,
(주)크래프톤,259960,17-Dec,,,,
(주)크래프톤,259960,18-Dec,-68226525,,-110226427,
(주)크래프톤,259960,19-Dec,-37072733,,-52765165,
(주)크레버스,96240,11-Dec,-15004940,,-16713545,
(주)크레버스,96240,12-Dec,-14048679,,-17841563,
(주)크레버스,96240,13-Dec,-24583280,,-21511455,
(주)크레버스,96240,14-Dec,-11191122,,-11188494,
(주)크레버스,96240,15-Dec,-5902838,,-10177208,
(주)크레버스,96240,16-Dec,-8505879,,-52462031,
(주)크레버스,96240,17-Dec,-5672249,,-11970588,
(주)크레버스,96240,18-Dec,-3784737,,-27729106,
(주)크레버스,96240,19-Dec,-9330911,,-11475550,
(주)크리스에프앤씨,110790,11-Dec,,,,
(주)크리스에프앤씨,110790,12-Dec,,,,
(주)크리스에프앤씨,110790,13-Dec,,,,
(주)크리스에프앤씨,110790,14-Dec,,,,
(주)크리스에프앤씨,110790,15-Dec,,,,
(주)크리스에프앤씨,110790,16-Dec,2364322,,5167397,
(주)크리스에프앤씨,110790,17-Dec,-47547998,,-47704451,
(주)크리스에프앤씨,110790,18-Dec,-149128,,-702783,
(주)크리스에프앤씨,110790,19-Dec,-18914665,,-17343865,
(주)크린앤사이언스,45520,11-Dec,923644,,849548,
(주)크린앤사이언스,45520,12-Dec,-1099652,,-1095609,
(주)크린앤사이언스,45520,13-Dec,-1419637,,-1413466,
(주)크린앤사이언스,45520,14-Dec,-286411,,-286411,
(주)크린앤사이언스,45520,15-Dec,-5365255,,-5365255,
(주)크린앤사이언스,45520,16-Dec,-5865113,,-5902284,
(주)크린앤사이언스,45520,17-Dec,-10262950,,-10262950,
(주)크린앤사이언스,45520,18-Dec,-10827259,,-10821613,
(주)크린앤사이언스,45520,19-Dec,-25660436,,-25648075,
(주)클라우드에어,36170,11-Dec,-7393603,,,
(주)클라우드에어,36170,12-Dec,-19739847,,-18928103,
(주)클라우드에어,36170,13-Dec,3135791,,4192144,
