회사명,회계년도,거래소코드,매출액(수익)(*)(IFRS연결)(천원),매출원가(*)(IFRS연결)(천원),매출원가율
키이스트,13-Dec,54780,69465294,64420263,0.927373359
키이스트,14-Dec,54780,88851356,68975058,0.77629719
키이스트,15-Dec,54780,106170757,84023151,0.791396364
키이스트,16-Dec,54780,93247807,78404973,0.840823774
키이스트,17-Dec,54780,106170053,89067580,0.838914341
키이스트,18-Dec,54780,103736090,88440894,0.852556656
키이스트,19-Dec,54780,100245744,85897484,0.856869136
탑코미디어,13-Dec,134580,70893414,48891861,0.689653076
탑코미디어,14-Dec,134580,92581017,69309325,0.748634302
탑코미디어,15-Dec,134580,107808603,81815113,0.758892247
탑코미디어,16-Dec,134580,77354544,62511125,0.808111867
탑코미디어,17-Dec,134580,47048592,39326457,0.835868946
탑코미디어,18-Dec,134580,44502968,34794352,0.781843404
탑코미디어,19-Dec,134580,32429047,32429047,1
태양,11-Dec,53620,169613205,149896814,0.883756745
태양,12-Dec,53620,187372286,167971861,0.896460542
태양,13-Dec,53620,207194713,185179165,0.893744644
태양,14-Dec,53620,207070717,184540679,0.891196407
태양,15-Dec,53620,145514369,132479413,0.91042152
태양,16-Dec,53620,148160527,117093397,0.790314393
태양,17-Dec,53620,157569823,130836058,0.830337025
태양,18-Dec,53620,136715540,122794084,0.898172102
태양,19-Dec,53620,141821714,120387797,0.84886717
태영건설,11-Dec,9410,2276265894,2003606919,0.880216553
태영건설,12-Dec,9410,2281618316,1994025433,0.873952238
태영건설,13-Dec,9410,2180379230,1910380339,0.876168839
태영건설,14-Dec,9410,1875043214,1680411158,0.896198629
태영건설,15-Dec,9410,1883518737,1669407030,0.886323559
태영건설,16-Dec,9410,2059304924,1791440882,0.869925022
태영건설,17-Dec,9410,3266415746,2733807582,0.83694416
태영건설,18-Dec,9410,3850546030,3176304933,0.824897276
태영건설,19-Dec,9410,3924370755,3264730326,0.831911797
태웅,11-Dec,44490,480665365,480665365,1
태웅,12-Dec,44490,421515758,421515758,1
태웅,13-Dec,44490,410132757,410132757,1
태웅,14-Dec,44490,411545446,411545446,1
태웅,15-Dec,44490,365346871,365346871,1
태웅,16-Dec,44490,321984454,321984454,1
태웅,17-Dec,44490,304366834,304366834,1
태웅,18-Dec,44490,289546470,289546470,1
태웅,19-Dec,44490,374030762,374030762,1
테라젠이텍스,11-Dec,66700,96247357,75497899,0.784415296
테라젠이텍스,12-Dec,66700,79322908,57533165,0.725303276
테라젠이텍스,13-Dec,66700,90730510,59339339,0.654017474
테라젠이텍스,14-Dec,66700,106580791,70465548,0.661146791
테라젠이텍스,15-Dec,66700,98884314,62730128,0.634378957
테라젠이텍스,16-Dec,66700,101283309,70183637,0.69294376
테라젠이텍스,17-Dec,66700,107591869,75090421,0.697919106
테라젠이텍스,18-Dec,66700,117474508,88831633,0.756177953
테라젠이텍스,19-Dec,66700,138083445,100369820,0.726878012
텔레칩스,11-Dec,54450,72005501,72005501,1
텔레칩스,12-Dec,54450,74031432,74031432,1
텔레칩스,13-Dec,54450,74010712,74010712,1
텔레칩스,14-Dec,54450,75272434,75272434,1
텔레칩스,15-Dec,54450,82105894,82105894,1
텔레칩스,16-Dec,54450,100969671,57934055,0.573776803
텔레칩스,17-Dec,54450,122666738,83163112,0.677959758
텔레칩스,18-Dec,54450,126098776,75751755,0.600733468
텔레칩스,19-Dec,54450,132195565,73313924,0.554586865
텔레필드,11-Dec,91440,26495411,26495411,1
텔레필드,12-Dec,91440,26986073,26986073,1
텔레필드,13-Dec,91440,28038005,28038005,1
텔레필드,14-Dec,91440,43608157,43608157,1
텔레필드,15-Dec,91440,37423910,37423910,1
텔레필드,16-Dec,91440,43098885,33011035,0.7659371
텔레필드,17-Dec,91440,37433073,24476651,0.653877682
텔레필드,18-Dec,91440,30225785,28824558,0.953641336
텔레필드,19-Dec,91440,56538905,38289667,0.677226894
텔콘알에프제약,14-Dec,200230,58756395,46363194,0.789074857
텔콘알에프제약,15-Dec,200230,28542711,23960399,0.839457717
텔콘알에프제약,16-Dec,200230,29840249,26765610,0.89696336
텔콘알에프제약,17-Dec,200230,41774342,36611463,0.876410286
텔콘알에프제약,18-Dec,200230,57708456,48198040,0.835198918
텔콘알에프제약,19-Dec,200230,56590831,41440534,0.732283539
토니모리,15-Dec,214420,219924760,100820863,0.458433434
토니모리,16-Dec,214420,233120694,108813598,0.466769364
토니모리,17-Dec,214420,205732328,82603291,0.401508561
토니모리,18-Dec,214420,180974833,77532818,0.428417679
토니모리,19-Dec,214420,172026783,71433495,0.415246357
토탈소프트뱅크,11-Dec,45340,10471414,10471414,1
토탈소프트뱅크,12-Dec,45340,10058151,10058151,1
토탈소프트뱅크,13-Dec,45340,7784424,7784424,1
토탈소프트뱅크,14-Dec,45340,7563215,7563215,1
토탈소프트뱅크,15-Dec,45340,6376186,6376186,1
토탈소프트뱅크,16-Dec,45340,9419277,9419277,1
토탈소프트뱅크,17-Dec,45340,9746423,9746423,1
토탈소프트뱅크,18-Dec,45340,11629588,11629588,1
토탈소프트뱅크,19-Dec,45340,11817222,11817222,1
톱텍,11-Dec,108230,200897503,200897503,1
톱텍,12-Dec,108230,148319631,125142191,0.84373316
톱텍,13-Dec,108230,227094225,192581301,0.848023771
톱텍,14-Dec,108230,164711685,142087814,0.862645622
톱텍,15-Dec,108230,230553626,197531869,0.856771903
톱텍,16-Dec,108230,392662456,340280581,0.866598209
톱텍,17-Dec,108230,1138438650,907370288,0.797030466
톱텍,18-Dec,108230,308791516,281499726,0.911617423
톱텍,19-Dec,108230,167160373,146075850,0.873866499
투비소프트,11-Dec,79970,22763586,22763586,1
투비소프트,12-Dec,79970,28815346,12930448,0.448734782
투비소프트,13-Dec,79970,29101197,11936563,0.410174296
투비소프트,14-Dec,79970,31509878,12745515,0.40449268
투비소프트,15-Dec,79970,31922860,13017626,0.407783826
투비소프트,16-Dec,79970,39181813,20594993,0.525626341
투비소프트,17-Dec,79970,39454565,23443936,0.594200848
투비소프트,18-Dec,79970,53924737,36505329,0.676968142
투비소프트,19-Dec,79970,40782024,23416751,0.574192958
트루윈,14-Dec,105550,36178841,36178841,1
트루윈,15-Dec,105550,32165136,32165136,1
트루윈,16-Dec,105550,33228923,33228923,1
트루윈,17-Dec,105550,35388139,35388139,1
트루윈,18-Dec,105550,33647588,33647588,1
트루윈,19-Dec,105550,29558743,29558743,1
특수건설,11-Dec,26150,113324551,113324551,1
특수건설,12-Dec,26150,145122030,145122030,1
특수건설,13-Dec,26150,167277059,167277059,1
특수건설,14-Dec,26150,153537574,153537574,1
특수건설,15-Dec,26150,149042834,149042834,1
특수건설,16-Dec,26150,138116060,138116060,1
특수건설,17-Dec,26150,131132091,119870278,0.914118559
특수건설,18-Dec,26150,186200582,174987118,0.939777503
특수건설,19-Dec,26150,193202917,180634873,0.934948995
티로보틱스,18-Dec,117730,66524525,50570321,0.760175604
티로보틱스,19-Dec,117730,51553281,42333098,0.821152353
티비에이치글로벌,11-Dec,84870,471634836,192722780,0.40862711
티비에이치글로벌,12-Dec,84870,521060092,209828352,0.402695112
티비에이치글로벌,13-Dec,84870,555207099,200731085,0.36154272
티비에이치글로벌,14-Dec,84870,549843829,194886805,0.354440288
티비에이치글로벌,15-Dec,84870,632110049,218256028,0.345281693
티비에이치글로벌,16-Dec,84870,722249786,243024512,0.336482636
티비에이치글로벌,17-Dec,84870,694474511,229465724,0.330416337
티비에이치글로벌,18-Dec,84870,208807277,208807277,1
티비에이치글로벌,19-Dec,84870,210778625,210778625,1
티사이언티픽,11-Dec,57680,10719098,10719098,1
티사이언티픽,12-Dec,57680,9688822,9688822,1
티사이언티픽,13-Dec,57680,8662180,8243642,0.95168214
티사이언티픽,14-Dec,57680,25144567,25144567,1
티사이언티픽,15-Dec,57680,37020529,33418017,0.902688803
티사이언티픽,16-Dec,57680,29775243,28328328,0.951405434
티사이언티픽,17-Dec,57680,44382402,44382402,1
티사이언티픽,18-Dec,57680,5213668,5213668,1
티사이언티픽,19-Dec,57680,7690404,7690404,1
티앤알바이오팹,18-Dec,246710,974315,974315,1
티앤알바이오팹,19-Dec,246710,1287126,1287126,1
티에스넥스젠,11-Dec,43220,25509487,25509487,1
티에스넥스젠,12-Dec,43220,3513154,3513154,1
티에스넥스젠,13-Dec,43220,15274093,15274093,1
티에스넥스젠,14-Dec,43220,17706854,15383004,0.86875986
티에스넥스젠,15-Dec,43220,18479203,20292331,1.098117219
티에스넥스젠,16-Dec,43220,32850567,30254777,0.920981881
티에스넥스젠,17-Dec,43220,37440454,35728087,0.954264257
티에스넥스젠,18-Dec,43220,39527527,41812384,1.057804198
티에스넥스젠,19-Dec,43220,42661536,32007063,0.750255757
티에스이,11-Dec,131290,132771090,93764683,0.7062131
티에스이,12-Dec,131290,99437986,79163594,0.796110191
티에스이,13-Dec,131290,110666845,91669769,0.828339951
티에스이,14-Dec,131290,145648441,118512747,0.81369046
티에스이,15-Dec,131290,132224417,111684395,0.844657874
티에스이,16-Dec,131290,126712203,115310462,0.910018603
티에스이,17-Dec,131290,185749435,138060076,0.743259736
티에스이,18-Dec,131290,184431173,139254359,0.755047841
티에스이,19-Dec,131290,191490314,139360310,0.727766889
티에이치엔,11-Dec,19180,146087670,130008136,0.889932299
티에이치엔,12-Dec,19180,162925090,159140938,0.976773669
티에이치엔,13-Dec,19180,225496090,219817036,0.974815288
티에이치엔,14-Dec,19180,229346898,203321476,0.886523767
티에이치엔,15-Dec,19180,276197806,242087315,0.876499776
티에이치엔,16-Dec,19180,293815684,253022306,0.861159971
티에이치엔,17-Dec,19180,312716520,268359924,0.858157171
티에이치엔,18-Dec,19180,372768605,321795594,0.863258305
티에이치엔,19-Dec,19180,402190764,342428139,0.851407267
티엘아이,11-Dec,62860,117886986,93605497,0.7940274
티엘아이,12-Dec,62860,129817683,102409115,0.788868763
티엘아이,13-Dec,62860,115998945,99501733,0.857781362
티엘아이,14-Dec,62860,133379534,101921542,0.764146784
티엘아이,15-Dec,62860,132750768,105173059,0.792259514
티엘아이,16-Dec,62860,77429304,55013340,0.710497669
티엘아이,17-Dec,62860,67241628,49631114,0.738101017
티엘아이,18-Dec,62860,48492103,45794214,0.944364364
티엘아이,19-Dec,62860,41981841,31053374,0.739685856
티웨이항공,18-Dec,91810,731788991,621250146,0.848947106
티웨이항공,19-Dec,91810,810449906,755366251,0.932033239
티웨이홀딩스,11-Dec,4870,8879012,8879012,1
티웨이홀딩스,12-Dec,4870,7273315,7273315,1
티웨이홀딩스,13-Dec,4870,132566061,113083721,0.853036744
티웨이홀딩스,14-Dec,4870,236206014,203977456,0.86355742
티웨이홀딩스,15-Dec,4870,288870360,254242147,0.88012542
티웨이홀딩스,16-Dec,4870,411870541,358757988,0.871045516
티웨이홀딩스,17-Dec,4870,612787407,512431345,0.836230215
티웨이홀딩스,18-Dec,4870,737489328,628822466,0.85265297
티웨이홀딩스,19-Dec,4870,817530537,764496130,0.935128531
티케이케미칼,11-Dec,104480,1007351548,940433270,0.933570085
티케이케미칼,12-Dec,104480,852763702,852763702,1
티케이케미칼,13-Dec,104480,848025474,848025474,1
티케이케미칼,14-Dec,104480,808487120,808487120,1
티케이케미칼,15-Dec,104480,658977656,658977656,1
티케이케미칼,16-Dec,104480,612392890,612392890,1
티케이케미칼,17-Dec,104480,714390502,714390502,1
티케이케미칼,18-Dec,104480,789034201,789034201,1
티케이케미칼,19-Dec,104480,620804114,583585001,0.940046929
티피씨,11-Dec,130740,43591439,43591439,1
티피씨,12-Dec,130740,44568189,44568189,1
티피씨,13-Dec,130740,44500080,44500080,1
티피씨,14-Dec,130740,49314279,49314279,1
티피씨,15-Dec,130740,50815110,50815110,1
티피씨,16-Dec,130740,54390115,45110705,0.829391609
티피씨,17-Dec,130740,51592715,44521056,0.862932994
티피씨,18-Dec,130740,78436414,64237883,0.818980365
티피씨,19-Dec,130740,84685070,68712385,0.811387237
티피씨메카트로닉스,14-Dec,48770,78617990,61053940,0.776589938
티피씨메카트로닉스,15-Dec,48770,86740197,67987711,0.783808584
티피씨메카트로닉스,16-Dec,48770,92337671,77874385,0.843365272
티피씨메카트로닉스,17-Dec,48770,101897097,81001649,0.794935787
티피씨메카트로닉스,18-Dec,48770,104628102,85856135,0.820583891
티피씨메카트로닉스,19-Dec,48770,101092281,84861701,0.83944788
파나진,11-Dec,46210,41453442,38802938,0.936060702
파나진,12-Dec,46210,28641189,28641189,1
파나진,13-Dec,46210,4216038,4216038,1
파나진,14-Dec,46210,5011385,5011385,1
파나진,15-Dec,46210,5920043,5920043,1
파나진,16-Dec,46210,6961089,6961089,1
파나진,17-Dec,46210,7394731,7394731,1
파나진,18-Dec,46210,7703747,7703747,1
파나진,19-Dec,46210,7950193,7950193,1
파라다이스,11-Dec,34230,373999219,275205385,0.735844812
파라다이스,12-Dec,34230,518513911,382913822,0.738483219
파라다이스,13-Dec,34230,639358241,450556267,0.704700805
파라다이스,14-Dec,34230,676154687,532082624,0.786924404
파라다이스,15-Dec,34230,615357061,492742474,0.800742374
파라다이스,16-Dec,34230,694856269,556420449,0.800770568
파라다이스,17-Dec,34230,668041930,597720294,0.894734697
파라다이스,18-Dec,34230,787616484,708978983,0.900157624
파라다이스,19-Dec,34230,979432909,839893380,0.857530283
파라텍,11-Dec,33540,114115645,102291567,0.896385128
파라텍,12-Dec,33540,91358660,82328576,0.901157876
파라텍,13-Dec,33540,108660143,95879336,0.88237815
파라텍,14-Dec,33540,132087754,118941364,0.900472303
파라텍,15-Dec,33540,148169203,135799047,0.916513312
파라텍,16-Dec,33540,226852268,209917635,0.92534951
파라텍,17-Dec,33540,259716264,238280813,0.917465889
파라텍,18-Dec,33540,191164238,179892069,0.941034112
파라텍,19-Dec,33540,126614043,152227892,1.202298642
파루,11-Dec,43200,20631050,23196887,1.124367737
파루,12-Dec,43200,38873420,34383293,0.884493646
파루,13-Dec,43200,37406974,29411150,0.786247773
파루,14-Dec,43200,57908344,40068232,0.691925019
파루,15-Dec,43200,126615552,84490560,0.667300017
파루,16-Dec,43200,105658078,69372681,0.656577162
파루,17-Dec,43200,28869599,30404859,1.053179125
파루,18-Dec,43200,36352018,44523776,1.224795168
파루,19-Dec,43200,53144288,41205160,0.775345038
파멥신,18-Dec,208340,1975,1697,0.859240506
파멥신,19-Dec,208340,0,0,
파버나인,14-Dec,177830,85023877,85023877,1
파버나인,15-Dec,177830,51726109,50650726,0.979210054
파버나인,16-Dec,177830,76984704,67345022,0.874784451
파버나인,17-Dec,177830,106136238,94340991,0.88886692
파버나인,18-Dec,177830,112395079,97502956,0.867502002
파버나인,19-Dec,177830,103613096,97132465,0.937453553
파수,13-Dec,150900,21358791,8661020,0.405501416
파수,14-Dec,150900,23124986,8056934,0.348408168
파수,15-Dec,150900,25287013,11725108,0.463681021
파수,16-Dec,150900,21443571,13717126,0.63968478
파수,17-Dec,150900,29288075,11147424,0.380613065
파수,18-Dec,150900,32243433,11786794,0.365556422
파수,19-Dec,150900,35364081,17931693,0.507059494
파워로직스,11-Dec,47310,495181720,489909545,0.98935305
파워로직스,12-Dec,47310,511675647,478700055,0.93555372
파워로직스,13-Dec,47310,535821950,509496920,0.950869818
파워로직스,14-Dec,47310,552312821,515801330,0.933893457
파워로직스,15-Dec,47310,581430662,537224364,0.923969785
파워로직스,16-Dec,47310,545479982,499222442,0.915198465
파워로직스,17-Dec,47310,705665350,651926766,0.923846928
파워로직스,18-Dec,47310,753902613,681015034,0.903319636
파워로직스,19-Dec,47310,1107914323,999788404,0.902405884
파이오링크,13-Dec,170790,23096372,8199902,0.355029872
파이오링크,14-Dec,170790,23681124,9216523,0.389192802
파이오링크,15-Dec,170790,22729935,9255933,0.407213351
파이오링크,16-Dec,170790,35813842,18983258,0.530053659
파이오링크,17-Dec,170790,29431876,17339426,0.589137641
파이오링크,18-Dec,170790,27358728,27358728,1
파이오링크,19-Dec,170790,35120293,35120293,1
파인디앤씨,11-Dec,49120,196588750,191904589,0.976172792
파인디앤씨,12-Dec,49120,147128571,141400704,0.961068969
파인디앤씨,13-Dec,49120,160481103,155535965,0.969185543
파인디앤씨,14-Dec,49120,207192017,189405507,0.914154463
파인디앤씨,15-Dec,49120,168495877,153734194,0.912391429
파인디앤씨,16-Dec,49120,177666099,164639805,0.926681038
파인디앤씨,17-Dec,49120,159356867,152495556,0.956943738
파인디앤씨,18-Dec,49120,77325563,65114344,0.842080439
파인디앤씨,19-Dec,49120,77522237,69508742,0.896629724
파인디지털,11-Dec,38950,79399701,50809423,0.639919576
파인디지털,12-Dec,38950,99801657,59592291,0.59710723
파인디지털,13-Dec,38950,98255109,56780138,0.577884841
파인디지털,14-Dec,38950,95823579,54835020,0.572249759
파인디지털,15-Dec,38950,83117417,50963364,0.613149035
파인디지털,16-Dec,38950,78001533,49983040,0.640795611
파인디지털,17-Dec,38950,76035318,49622126,0.652619431
파인디지털,18-Dec,38950,86035533,57339600,0.666464169
파인디지털,19-Dec,38950,96058312,65601532,0.682934466
파인테크닉스,11-Dec,106240,324634350,267664665,0.824511223
파인테크닉스,12-Dec,106240,428847003,341167228,0.795545324
파인테크닉스,13-Dec,106240,314348642,274383820,0.872864658
파인테크닉스,14-Dec,106240,365261308,303404132,0.830649525
파인테크닉스,15-Dec,106240,374729719,317953552,0.848487686
파인테크닉스,16-Dec,106240,216325021,186491662,0.862090114
파인테크닉스,17-Dec,106240,174995498,169829964,0.970481903
파인테크닉스,18-Dec,106240,129688348,104139759,0.80300012
파인테크닉스,19-Dec,106240,134292076,117543118,0.875279626
파인텍,15-Dec,131760,205426462,177496116,0.864037253
파인텍,16-Dec,131760,153717014,144683545,0.941233122
파인텍,17-Dec,131760,122257345,102942141,0.842011913
파인텍,18-Dec,131760,65851189,55152244,0.837528446
파인텍,19-Dec,131760,77881195,61915230,0.794995891
파커스,11-Dec,65690,82210399,70771477,0.860857968
파커스,12-Dec,65690,89038818,77419803,0.869506185
파커스,13-Dec,65690,75289331,67469500,0.896136267
파커스,14-Dec,65690,65862150,57516348,0.87328379
파커스,15-Dec,65690,69895109,58914144,0.842893657
파커스,16-Dec,65690,63854994,52122292,0.816260229
파커스,17-Dec,65690,64532486,54336425,0.842001112
파커스,18-Dec,65690,100153884,88528750,0.883927277
파커스,19-Dec,65690,100770338,95165576,0.944380836
판타지오,11-Dec,32800,8536925,8536925,1
판타지오,12-Dec,32800,9836516,7877088,0.800800609
판타지오,13-Dec,32800,10149545,9503449,0.936342368
판타지오,14-Dec,32800,12555526,12589976,1.002743812
판타지오,15-Dec,32800,23122140,18213103,0.787691061
판타지오,16-Dec,32800,21703284,20165019,0.929122938
판타지오,17-Dec,32800,13304892,15333793,1.152492858
판타지오,18-Dec,32800,13615020,11112303,0.816179704
판타지오,19-Dec,32800,18513748,15495685,0.836982603
팜스코,11-Dec,36580,535574510,450890545,0.84188201
팜스코,12-Dec,36580,665648116,574133139,0.862517485
팜스코,13-Dec,36580,746656626,657311724,0.88034004
팜스코,14-Dec,36580,836395715,717028069,0.857283288
팜스코,15-Dec,36580,867078385,728877793,0.840613497
팜스코,16-Dec,36580,947587338,797528819,0.84164149
팜스코,17-Dec,36580,1023257515,866636914,0.846939213
팜스코,18-Dec,36580,1015667699,876374365,0.862855406
팜스코,19-Dec,36580,1164970052,1016978390,0.872965265
팜스토리,11-Dec,27710,878599206,797075155,0.907211331
팜스토리,12-Dec,27710,1064298620,957575707,0.899724653
팜스토리,13-Dec,27710,1044836036,947397648,0.906742891
팜스토리,14-Dec,27710,1024375129,918817790,0.896954411
팜스토리,15-Dec,27710,1062576028,949425919,0.893513399
팜스토리,16-Dec,27710,900486838,796487859,0.884508052
팜스토리,17-Dec,27710,838555170,741162316,0.883856355
팜스토리,18-Dec,27710,921642376,821879769,0.891755621
팜스토리,19-Dec,27710,970847162,867075177,0.893111924
팬스타엔터프라이즈,11-Dec,54300,33226795,31342008,0.943275089
팬스타엔터프라이즈,12-Dec,54300,33623298,27296736,0.811839933
팬스타엔터프라이즈,13-Dec,54300,25093204,25093204,1
팬스타엔터프라이즈,14-Dec,54300,24608545,24608545,1
팬스타엔터프라이즈,15-Dec,54300,24201066,24201066,1
팬스타엔터프라이즈,16-Dec,54300,28083159,28083159,1
팬스타엔터프라이즈,17-Dec,54300,33523260,33523260,1
팬스타엔터프라이즈,18-Dec,54300,28364862,28364862,1
팬스타엔터프라이즈,19-Dec,54300,37189141,37189141,1
팬엔터테인먼트,11-Dec,68050,32699404,29790130,0.911029755
팬엔터테인먼트,12-Dec,68050,37720279,33069210,0.876695795
팬엔터테인먼트,13-Dec,68050,27110346,24557370,0.905830195
팬엔터테인먼트,14-Dec,68050,34329110,31452571,0.916207003
팬엔터테인먼트,15-Dec,68050,20973488,22751444,1.084771594
팬엔터테인먼트,16-Dec,68050,35328272,31027729,0.878269081
팬엔터테인먼트,17-Dec,68050,42340810,40952908,0.967220703
팬엔터테인먼트,18-Dec,68050,13212174,11246221,0.8512014
팬엔터테인먼트,19-Dec,68050,40218963,36772112,0.914297865
팬젠,16-Dec,222110,1461475,1461475,1
팬젠,17-Dec,222110,2372816,2372816,1
팬젠,18-Dec,222110,5679471,5679471,1
팬젠,19-Dec,222110,2881329,2881329,1
펩트론,15-Dec,87010,2812387,2812387,1
펩트론,16-Dec,87010,3130705,3130705,1
펩트론,17-Dec,87010,3215384,3215384,1
펩트론,18-Dec,87010,3861733,3861733,1
펩트론,19-Dec,87010,1801119,1801119,1
포스코엠텍,11-Dec,9520,669359330,637879886,0.952970785
포스코엠텍,12-Dec,9520,958780277,923262189,0.962954924
포스코엠텍,13-Dec,9520,906423691,889318421,0.981128836
포스코엠텍,14-Dec,9520,446218919,432300381,0.968807826
포스코엠텍,15-Dec,9520,366540217,337107256,0.919700596
포스코엠텍,16-Dec,9520,266528977,239037655,0.896854285
포스코엠텍,17-Dec,9520,257832361,257832361,1
포스코엠텍,18-Dec,9520,300968994,300968994,1
포스코엠텍,19-Dec,9520,288697939,288697939,1
폴라리스오피스,11-Dec,41020,34287287,32332584,0.942990444
폴라리스오피스,12-Dec,41020,47903170,39387858,0.822239071
폴라리스오피스,13-Dec,41020,55755176,45371032,0.813754619
폴라리스오피스,14-Dec,41020,40799667,38295857,0.938631607
폴라리스오피스,15-Dec,41020,22425327,40593109,1.810145689
폴라리스오피스,16-Dec,41020,13194593,37451828,2.838422375
폴라리스오피스,17-Dec,41020,15224908,29455756,1.934708308
폴라리스오피스,18-Dec,41020,22543822,23060549,1.022921002
폴라리스오피스,19-Dec,41020,21048806,26997539,1.282616173
폴라리스우노,11-Dec,114630,54573795,54573795,1
폴라리스우노,12-Dec,114630,65303913,65303913,1
폴라리스우노,13-Dec,114630,62055073,62055073,1
폴라리스우노,14-Dec,114630,48716976,38842883,0.797317202
폴라리스우노,15-Dec,114630,39669461,29631800,0.746967548
폴라리스우노,16-Dec,114630,38998431,28145512,0.72170883
폴라리스우노,17-Dec,114630,38766479,30049412,0.775139058
폴라리스우노,18-Dec,114630,44546936,36430479,0.817799882
폴라리스우노,19-Dec,114630,42427955,34768234,0.819465232
푸른기술,11-Dec,94940,29364004,29364004,1
푸른기술,12-Dec,94940,27789212,20505377,0.737889833
푸른기술,13-Dec,94940,28179511,20806666,0.7383615
푸른기술,14-Dec,94940,15097627,15097627,1
푸른기술,15-Dec,94940,14452725,14452725,1
푸른기술,16-Dec,94940,19016678,19016678,1
푸른기술,17-Dec,94940,21527372,21527372,1
푸른기술,18-Dec,94940,24947320,19308656,0.773977165
푸른기술,19-Dec,94940,23398104,17803057,0.760876052
퓨쳐켐,16-Dec,220100,1625312,1625312,1
퓨쳐켐,17-Dec,220100,2998387,3480978,1.160950204
퓨쳐켐,18-Dec,220100,5635487,7148929,1.268555672
퓨쳐켐,19-Dec,220100,8166655,7654080,0.937235625
프리엠스,11-Dec,53160,32743993,25022462,0.764184808
프리엠스,12-Dec,53160,38573896,29011188,0.752093799
프리엠스,13-Dec,53160,35190257,25938823,0.737102403
프리엠스,14-Dec,53160,29939341,21757346,0.726714259
프리엠스,15-Dec,53160,24540780,17372589,0.707906961
프리엠스,16-Dec,53160,20251366,16080182,0.794029499
프리엠스,17-Dec,53160,28663902,23640788,0.824758192
프리엠스,18-Dec,53160,27277496,21831484,0.800347803
프리엠스,19-Dec,53160,18444454,15117800,0.819639334
플래스크,11-Dec,41590,55954544,55954544,1
플래스크,12-Dec,41590,72601683,72601683,1
플래스크,13-Dec,41590,54525327,54525327,1
플래스크,14-Dec,41590,75065975,75065975,1
플래스크,15-Dec,41590,44805720,43190586,0.963952504
플래스크,16-Dec,41590,80724853,73789232,0.914083201
플래스크,17-Dec,41590,35808360,33126689,0.925110477
플래스크,18-Dec,41590,34081695,31510685,0.924563318
플래스크,19-Dec,41590,18906182,16969515,0.897564352
플레이그램,11-Dec,9810,17118596,13533877,0.790595035
플레이그램,12-Dec,9810,13500975,11272120,0.834911553
플레이그램,13-Dec,9810,12467423,11021656,0.88403642
플레이그램,14-Dec,9810,11884952,10765088,0.90577463
플레이그램,15-Dec,9810,27036654,25027754,0.925697167
플레이그램,16-Dec,9810,18298055,17814156,0.973554621
플레이그램,17-Dec,9810,28103183,26556257,0.944955488
플레이그램,18-Dec,9810,6528350,6174900,0.945859214
플레이그램,19-Dec,9810,8774910,8385653,0.955639773
플레이위드,11-Dec,23770,18280049,1948260,0.106578489
플레이위드,12-Dec,23770,17600255,1232966,0.070053871
플레이위드,13-Dec,23770,13809221,1060382,0.076787967
플레이위드,14-Dec,23770,7928977,7928977,1
플레이위드,15-Dec,23770,8669418,8669418,1
플레이위드,16-Dec,23770,11813009,11813009,1
플레이위드,17-Dec,23770,11924641,11924641,1
플레이위드,18-Dec,23770,11815231,11815231,1
플레이위드,19-Dec,23770,56031811,56031811,1
피델릭스,11-Dec,32580,84353501,84353501,1
피델릭스,12-Dec,32580,93256004,81145700,0.870139149
피델릭스,13-Dec,32580,87521848,71660054,0.818767606
피델릭스,14-Dec,32580,78116195,67169701,0.859869083
피델릭스,15-Dec,32580,65582245,65582245,1
피델릭스,16-Dec,32580,56465192,56465192,1
피델릭스,17-Dec,32580,61153253,61153253,1
피델릭스,18-Dec,32580,75433665,75433665,1
피델릭스,19-Dec,32580,56029896,56029896,1
피씨디렉트,11-Dec,51380,177433336,177433336,1
피씨디렉트,12-Dec,51380,177390783,177390783,1
피씨디렉트,13-Dec,51380,150130821,150130821,1
피씨디렉트,14-Dec,51380,174058152,174058152,1
피씨디렉트,15-Dec,51380,197723189,197723189,1
피씨디렉트,16-Dec,51380,208137846,208137846,1
피씨디렉트,17-Dec,51380,227418001,227418001,1
피씨디렉트,18-Dec,51380,240055038,240055038,1
피씨디렉트,19-Dec,51380,278615750,278615750,1
피에스엠씨,11-Dec,24850,144450852,151431008,1.048322013
피에스엠씨,12-Dec,24850,94935142,87978870,0.926726059
피에스엠씨,13-Dec,24850,95513633,88747215,0.929157569
피에스엠씨,14-Dec,24850,80554105,77799242,0.965801085
피에스엠씨,15-Dec,24850,50008723,54246733,1.084745415
피에스엠씨,16-Dec,24850,40854586,43674390,1.069020501
피에이치씨,11-Dec,57880,93147444,75843222,0.814227624
피에이치씨,12-Dec,57880,54102587,50340568,0.930465081
피에이치씨,13-Dec,57880,31151042,22544771,0.723724458
피에이치씨,14-Dec,57880,15538682,27627449,1.777978917
피에이치씨,15-Dec,57880,21685919,21154394,0.975489856
피에이치씨,16-Dec,57880,19040791,13932934,0.731741344
피에이치씨,17-Dec,57880,15783076,16111110,1.020783908
피에이치씨,18-Dec,57880,6918570,5518131,0.797582593
피에이치씨,19-Dec,57880,9387758,8020727,0.854381525
피엔티,12-Dec,137400,52744758,41995758,0.796207236
피엔티,13-Dec,137400,82704380,72738883,0.879504604
피엔티,14-Dec,137400,105650008,87456829,0.827797656
