회사명,회계년도,거래소코드,매출액(수익)(*)(IFRS연결)(천원),매출원가(*)(IFRS연결)(천원),매출원가율
브이티지엠피,18-Dec,18290,109469851,68785048,0.628346959
브이티지엠피,19-Dec,18290,112756600,71659631,0.635524936
블루베리엔에프티,11-Dec,44480,25969100,25786134,0.992954473
블루베리엔에프티,12-Dec,44480,27282211,23560327,0.863578359
블루베리엔에프티,13-Dec,44480,24702331,20976196,0.849158567
블루베리엔에프티,14-Dec,44480,18261707,16700026,0.914483296
블루베리엔에프티,15-Dec,44480,17443492,16334178,0.936405279
블루베리엔에프티,16-Dec,44480,15334875,13988047,0.912172222
블루베리엔에프티,17-Dec,44480,14931003,13438598,0.900046568
블루베리엔에프티,18-Dec,44480,15350181,13445407,0.875911952
블루베리엔에프티,19-Dec,44480,37484494,25990059,0.693354938
블루콤,11-Dec,33560,41216047,34417597,0.835053323
블루콤,12-Dec,33560,56774888,43381731,0.764100688
블루콤,13-Dec,33560,85508234,62436450,0.730180558
블루콤,14-Dec,33560,196513183,148300732,0.754660475
블루콤,15-Dec,33560,217060294,168502727,0.776294567
블루콤,16-Dec,33560,238790401,182133000,0.762731664
블루콤,17-Dec,33560,116599132,88991881,0.763229361
블루콤,18-Dec,33560,73866708,58832557,0.796469189
블루콤,19-Dec,33560,28562802,27723132,0.970602674
비덴트,13-Dec,121800,26338670,26338670,1
비덴트,14-Dec,121800,29024533,19454320,0.670271594
비덴트,15-Dec,121800,22678785,14949795,0.659197351
비덴트,16-Dec,121800,23993768,17045046,0.710394716
비덴트,17-Dec,121800,23931470,17360600,0.725429737
비덴트,18-Dec,121800,21471982,13625175,0.634556
비덴트,19-Dec,121800,18671853,12262259,0.656724268
비보존헬스케어,11-Dec,82800,47382168,47382168,1
비보존헬스케어,12-Dec,82800,117695488,117695488,1
비보존헬스케어,13-Dec,82800,133947802,133947802,1
비보존헬스케어,14-Dec,82800,119988864,119988864,1
비보존헬스케어,15-Dec,82800,89738594,89738594,1
비보존헬스케어,16-Dec,82800,68210591,68210591,1
비보존헬스케어,17-Dec,82800,61021493,61021493,1
비보존헬스케어,18-Dec,82800,46003133,46003133,1
비보존헬스케어,19-Dec,82800,44952919,41653807,0.926609616
비비안,11-Dec,2070,235214972,103556153,0.440261741
비비안,12-Dec,2070,238468901,108602496,0.455415761
비비안,13-Dec,2070,241714607,107558499,0.444981378
비비안,14-Dec,2070,216710583,103292161,0.476636441
비비안,15-Dec,2070,200322459,92990445,0.464203792
비비안,16-Dec,2070,207495269,88997225,0.428912068
비비안,17-Dec,2070,215172721,89442890,0.415679504
비비안,18-Dec,2070,211392530,89324496,0.422552755
비비안,19-Dec,2070,200089190,85862148,0.429119374
비씨월드제약,14-Dec,200780,35691805,35691805,1
비씨월드제약,15-Dec,200780,41414970,41414970,1
비씨월드제약,16-Dec,200780,45657696,45657696,1
비씨월드제약,17-Dec,200780,50207424,25970409,0.517262328
비씨월드제약,18-Dec,200780,54791756,32962185,0.601590228
비씨월드제약,19-Dec,200780,51497337,33694138,0.654288939
비아트론,12-Dec,141000,53221558,53221558,1
비아트론,13-Dec,141000,32718125,32718125,1
비아트론,14-Dec,141000,32803707,32803707,1
비아트론,15-Dec,141000,45120053,45120053,1
비아트론,16-Dec,141000,76414019,53525596,0.700468274
비아트론,17-Dec,141000,100780806,71213357,0.706616268
비아트론,18-Dec,141000,129129271,92104970,0.71327724
비아트론,19-Dec,141000,49953294,37967056,0.760051099
비에이치,11-Dec,90460,152887054,128434305,0.840060042
비에이치,12-Dec,90460,229848875,191068059,0.831276894
비에이치,13-Dec,90460,379057928,326510340,0.861373199
비에이치,14-Dec,90460,315941048,274881778,0.870041357
비에이치,15-Dec,90460,364623180,330970360,0.90770521
비에이치,16-Dec,90460,371953545,371602206,0.999055422
비에이치,17-Dec,90460,691341627,580991060,0.840382001
비에이치,18-Dec,90460,767882470,614519913,0.800278606
비에이치,19-Dec,90460,654853721,566414891,0.864948725
비엘팜텍,11-Dec,65170,54136692,30156992,0.557052729
비엘팜텍,12-Dec,65170,64681459,39352593,0.608406081
비엘팜텍,13-Dec,65170,50703065,30914780,0.609722114
비엘팜텍,14-Dec,65170,61595064,34814034,0.56520818
비엘팜텍,15-Dec,65170,57145127,37269389,0.652188401
비엘팜텍,16-Dec,65170,73962749,48524448,0.656066042
비엘팜텍,17-Dec,65170,83708355,55875980,0.667507801
비엘팜텍,18-Dec,65170,87686317,53107434,0.605652465
비엘팜텍,19-Dec,65170,58869487,36448814,0.619146112
비엠티,11-Dec,86670,45479327,34027831,0.748204365
비엠티,12-Dec,86670,44237535,32714730,0.739524252
비엠티,13-Dec,86670,51230051,36185144,0.706326527
비엠티,14-Dec,86670,60016445,43405265,0.72322286
비엠티,15-Dec,86670,55123526,40970779,0.74325396
비엠티,16-Dec,86670,41125176,31127911,0.756906451
비엠티,17-Dec,86670,63638731,44779146,0.703646118
비엠티,18-Dec,86670,76878609,54114954,0.703901315
비엠티,19-Dec,86670,74362153,54685890,0.735399498
비트컴퓨터,11-Dec,32850,30736645,24020771,0.781502698
비트컴퓨터,12-Dec,32850,32814796,26728163,0.814515592
비트컴퓨터,13-Dec,32850,35363295,29315857,0.828991105
비트컴퓨터,14-Dec,32850,34660003,26487910,0.764221226
비트컴퓨터,15-Dec,32850,37311343,27274082,0.730986338
비트컴퓨터,16-Dec,32850,34800927,26480114,0.760902547
비트컴퓨터,17-Dec,32850,31905155,23151873,0.72564678
비트컴퓨터,18-Dec,32850,32769953,29242174,0.892347145
비트컴퓨터,19-Dec,32850,37376712,26310646,0.703931528
빅텍,11-Dec,65450,30868279,30868279,1
빅텍,12-Dec,65450,27834143,27834143,1
빅텍,13-Dec,65450,32453011,32453011,1
빅텍,14-Dec,65450,34457445,34457445,1
빅텍,15-Dec,65450,40621164,40621164,1
빅텍,16-Dec,65450,38351993,38351993,1
빅텍,17-Dec,65450,40828484,40828484,1
빅텍,18-Dec,65450,48767203,48767203,1
빅텍,19-Dec,65450,48979452,48979452,1
사조오양,11-Dec,6090,137322948,137322948,1
사조오양,12-Dec,6090,127186238,127186238,1
사조오양,13-Dec,6090,109789487,109789487,1
사조오양,14-Dec,6090,111843800,111843800,1
사조오양,15-Dec,6090,194924901,194924901,1
사조오양,16-Dec,6090,279104782,279104782,1
사조오양,17-Dec,6090,310186761,310186761,1
사조오양,18-Dec,6090,296145759,296145759,1
사조오양,19-Dec,6090,313595840,313595840,1
삼양사,11-Dec,145990,260700499,237796994,0.912146294
삼양사,12-Dec,145990,1366653149,1186908000,0.868477858
삼양사,13-Dec,145990,1345314087,1164275540,0.865430275
삼양사,14-Dec,145990,1355143873,1156385836,0.853330675
삼양사,15-Dec,145990,1445814350,1195343075,0.826761109
삼양사,16-Dec,145990,2000884794,1597866986,0.798580204
삼양사,17-Dec,145990,2041175039,1685072231,0.825540289
삼양사,18-Dec,145990,2123808798,1740597341,0.819564051
삼양사,19-Dec,145990,2096386534,1712653218,0.816954884
삼양홀딩스,11-Dec,70,1180816171,1024816107,0.867887934
삼양홀딩스,12-Dec,70,1864066371,1624814011,0.8716503
삼양홀딩스,13-Dec,70,2329145368,2025951909,0.869826305
삼양홀딩스,14-Dec,70,2213366509,1864277672,0.842281504
삼양홀딩스,15-Dec,70,2176562499,1770090254,0.813250368
삼양홀딩스,16-Dec,70,2311465054,1859910399,0.804645692
삼양홀딩스,17-Dec,70,2396290235,1974916010,0.824155597
삼양홀딩스,18-Dec,70,2563475917,2081369930,0.811932703
삼양홀딩스,19-Dec,70,2488563009,2025132241,0.813775755
삼익악기,11-Dec,2450,164701388,123037742,0.747035247
삼익악기,12-Dec,2450,155583864,109414411,0.703250377
삼익악기,13-Dec,2450,158442932,110433175,0.696990226
삼익악기,14-Dec,2450,155112617,107241567,0.691378748
삼익악기,15-Dec,2450,160730157,111633472,0.694539681
삼익악기,16-Dec,2450,208647230,134651544,0.645355052
삼익악기,17-Dec,2450,262407793,181694708,0.692413537
삼익악기,18-Dec,2450,240038309,169001791,0.704061746
삼익악기,19-Dec,2450,265391541,185492918,0.698940582
삼일,11-Dec,32280,88262817,88262817,1
삼일,12-Dec,32280,85714636,85714636,1
삼일,13-Dec,32280,92854211,92854211,1
삼일,14-Dec,32280,99905654,99905654,1
삼일,15-Dec,32280,95104012,95104012,1
삼일,16-Dec,32280,92546565,92546565,1
삼일,17-Dec,32280,90876304,90876304,1
삼일,18-Dec,32280,97598805,97598805,1
삼일,19-Dec,32280,96146134,96146134,1
삼진,11-Dec,32750,88289560,80834771,0.91556432
삼진,12-Dec,32750,137309465,121060925,0.881664822
삼진,13-Dec,32750,146331345,125530786,0.857853018
삼진,14-Dec,32750,137443780,115913777,0.843354112
삼진,15-Dec,32750,115714410,98876043,0.854483404
삼진,16-Dec,32750,98172878,82835849,0.843775294
삼진,17-Dec,32750,108784102,91789121,0.843773302
삼진,18-Dec,32750,87691023,76811899,0.875937997
삼진,19-Dec,32750,135228931,112585884,0.832557672
삼진엘앤디,11-Dec,54090,256603250,217602112,0.848009961
삼진엘앤디,12-Dec,54090,269052489,234796877,0.872680561
삼진엘앤디,13-Dec,54090,247897578,214753449,0.866299101
삼진엘앤디,14-Dec,54090,229979167,199284279,0.866531876
삼진엘앤디,15-Dec,54090,281480920,236539598,0.840339722
삼진엘앤디,16-Dec,54090,256575199,223476242,0.870997052
삼진엘앤디,17-Dec,54090,220648773,198761062,0.900802934
삼진엘앤디,18-Dec,54090,215217526,185452431,0.861697625
삼진엘앤디,19-Dec,54090,230790590,201656127,0.873762344
삼표시멘트,11-Dec,38500,584534130,538870177,0.921879749
삼표시멘트,12-Dec,38500,635366594,529070644,0.832701387
삼표시멘트,13-Dec,38500,609732692,515224179,0.845000089
삼표시멘트,14-Dec,38500,557237633,452510784,0.812060703
삼표시멘트,15-Dec,38500,563812485,465238303,0.825164954
삼표시멘트,16-Dec,38500,615909683,482123696,0.782783108
삼표시멘트,17-Dec,38500,671307465,527849876,0.786301216
삼표시멘트,18-Dec,38500,576027308,516340872,0.896382628
삼표시멘트,19-Dec,38500,595485610,494931054,0.831138563
삼화네트웍스,11-Dec,46390,25839976,19479789,0.753862504
삼화네트웍스,12-Dec,46390,18778857,16856724,0.89764377
삼화네트웍스,13-Dec,46390,43754688,38936071,0.889871984
삼화네트웍스,14-Dec,46390,32846587,30582991,0.931085808
삼화네트웍스,15-Dec,46390,19754542,19510075,0.98762477
삼화네트웍스,16-Dec,46390,45701998,33714104,0.737694313
삼화네트웍스,17-Dec,46390,21001397,19093199,0.909139473
삼화네트웍스,18-Dec,46390,12559043,14307389,1.139210129
삼화네트웍스,19-Dec,46390,54197930,51970088,0.958894334
상보,11-Dec,27580,182043935,182043935,1
상보,12-Dec,27580,253307228,253307228,1
상보,13-Dec,27580,220831227,220831227,1
상보,14-Dec,27580,226913198,200371466,0.883031343
상보,15-Dec,27580,178636196,157578360,0.882118874
상보,16-Dec,27580,151681829,142886389,0.942013885
상보,17-Dec,27580,127789248,119528674,0.935357832
상보,18-Dec,27580,127480778,109907113,0.86214655
상보,19-Dec,27580,48850032,43385520,0.888136982
상상인인더스트리,11-Dec,101000,40353408,42354089,1.049578985
상상인인더스트리,12-Dec,101000,51031861,49221724,0.964529277
상상인인더스트리,13-Dec,101000,67380433,57074186,0.847043919
상상인인더스트리,14-Dec,101000,130219265,118127146,0.907140322
상상인인더스트리,15-Dec,101000,122422515,104079484,0.850166197
상상인인더스트리,16-Dec,101000,128443782,102809376,0.800423145
상상인인더스트리,17-Dec,101000,95702436,86935218,0.908390859
상상인인더스트리,18-Dec,101000,65812303,65812303,1
상상인인더스트리,19-Dec,101000,32880655,29570085,0.89931557
상지카일룸,11-Dec,42940,31834166,31834166,1
상지카일룸,12-Dec,42940,21208518,21208518,1
상지카일룸,13-Dec,42940,16693700,16693700,1
상지카일룸,14-Dec,42940,22276260,22276260,1
상지카일룸,15-Dec,42940,25472924,25472924,1
상지카일룸,16-Dec,42940,5908248,6632134,1.122521262
상지카일룸,17-Dec,42940,13455342,12309057,0.914808185
상지카일룸,18-Dec,42940,31021854,23554610,0.759290853
상지카일룸,19-Dec,42940,104940554,91893296,0.87567001
새로닉스,11-Dec,42600,90606969,80504512,0.888502429
새로닉스,12-Dec,42600,123062412,106768994,0.867600369
새로닉스,13-Dec,42600,117229744,102116185,0.871077437
새로닉스,14-Dec,42600,134760838,111405104,0.826687528
새로닉스,15-Dec,42600,130553418,107536601,0.82369809
새로닉스,16-Dec,42600,117855468,99728043,0.84618936
새로닉스,17-Dec,42600,126219454,112747162,0.893262951
새로닉스,18-Dec,42600,142092261,124948585,0.879348278
새로닉스,19-Dec,42600,163776250,150625562,0.919703327
서부티엔디,11-Dec,6730,33369233,16560148,0.496269962
서부티엔디,12-Dec,6730,40950228,17065947,0.416748522
서부티엔디,13-Dec,6730,50836893,14715130,0.289457698
서부티엔디,14-Dec,6730,54558583,14563870,0.266940034
서부티엔디,15-Dec,6730,55000620,55000620,1
서부티엔디,16-Dec,6730,55896750,55896750,1
서부티엔디,17-Dec,6730,57542734,57542734,1
서부티엔디,18-Dec,6730,108104729,108104729,1
서부티엔디,19-Dec,6730,127936628,127936628,1
서산,11-Dec,79650,58717859,44756745,0.76223394
서산,12-Dec,79650,83947344,61809690,0.736291192
서산,13-Dec,79650,89978670,67141496,0.74619347
서산,14-Dec,79650,99637849,72055457,0.72317355
서산,15-Dec,79650,112996137,76971072,0.681183216
서산,16-Dec,79650,112560407,75531427,0.671030152
서산,17-Dec,79650,100372500,79628117,0.793326031
서산,18-Dec,79650,83413069,74883524,0.897743302
서산,19-Dec,79650,52401645,48699640,0.929353267
서연,11-Dec,7860,1372835026,1243539523,0.905818616
서연,12-Dec,7860,2088646585,1867018371,0.893889078
서연,13-Dec,7860,2955993410,2559226373,0.865775399
서연,14-Dec,7860,1970181387,1722628431,0.87435017
서연,15-Dec,7860,3065762345,2713171639,0.884990855
서연,16-Dec,7860,3188334590,2844748646,0.892236547
서연,17-Dec,7860,2913241966,2699937043,0.926780911
서연,18-Dec,7860,2852528433,2588862118,0.907567507
서연,19-Dec,7860,2202639858,1957447920,0.888682693
서연이화,14-Dec,200880,1124952719,1007163069,0.895293688
서연이화,15-Dec,200880,2289404878,2038899797,0.890580699
서연이화,16-Dec,200880,2402878000,2159304290,0.898632511
서연이화,17-Dec,200880,2007468863,1874081122,0.933554267
서연이화,18-Dec,200880,1906853644,1733970607,0.909335969
서연이화,19-Dec,200880,1976766424,1767959187,0.894369292
서연탑메탈,11-Dec,19770,116465760,101338112,0.870110769
서연탑메탈,12-Dec,19770,131505627,116930848,0.889169921
서연탑메탈,13-Dec,19770,167337148,154743511,0.924740937
서연탑메탈,14-Dec,19770,178218415,160701554,0.901711274
서연탑메탈,15-Dec,19770,163297993,152299944,0.932650434
서연탑메탈,16-Dec,19770,205826875,191867223,0.9321777
서연탑메탈,17-Dec,19770,209952442,197279271,0.939637897
서연탑메탈,18-Dec,19770,146950981,142967648,0.972893458
서연탑메탈,19-Dec,19770,159678959,154675613,0.968666216
서울리거,11-Dec,43710,21012884,19112616,0.909566531
서울리거,12-Dec,43710,41447426,38748503,0.934883218
서울리거,13-Dec,43710,36990928,40744800,1.101480882
서울리거,14-Dec,43710,7759320,7394830,0.953025523
서울리거,15-Dec,43710,5634400,3111385,0.552212303
서울리거,16-Dec,43710,18484248,17613112,0.95287144
서울리거,17-Dec,43710,14372479,12724360,0.885328133
서울리거,18-Dec,43710,17510965,14159882,0.80862945
서울리거,19-Dec,43710,78368688,58944474,0.752143177
서울옥션,11-Dec,63170,15090568,9848810,0.652646739
서울옥션,12-Dec,63170,19394635,11369807,0.586234647
서울옥션,13-Dec,63170,14879746,6727284,0.452110137
서울옥션,14-Dec,63170,23791569,13067335,0.549242255
서울옥션,15-Dec,63170,54756257,32286963,0.589648832
서울옥션,16-Dec,63170,50852669,32026896,0.62979774
서울옥션,17-Dec,63170,54167584,36058545,0.665684942
서울옥션,18-Dec,63170,62044838,36723089,0.591879843
서울옥션,19-Dec,63170,45092705,27769683,0.615835377
서울제약,11-Dec,18680,43820764,43820764,1
서울제약,12-Dec,18680,46376902,46376902,1
서울제약,13-Dec,18680,42042886,42042886,1
서울제약,14-Dec,18680,43815704,43815704,1
서울제약,15-Dec,18680,44730695,44730695,1
서울제약,16-Dec,18680,38068711,38068711,1
서울제약,17-Dec,18680,34051567,34051567,1
서울제약,18-Dec,18680,43568031,43568031,1
서울제약,19-Dec,18680,53950359,53950359,1
서원,11-Dec,21050,708759410,684776397,0.966161983
서원,12-Dec,21050,789166907,766835649,0.971702744
서원,13-Dec,21050,916090891,902662971,0.985342153
서원,14-Dec,21050,328562806,309268281,0.941275992
서원,15-Dec,21050,256235317,251511272,0.981563646
서원,16-Dec,21050,247766404,223928176,0.903787488
서원,17-Dec,21050,257175364,230877748,0.89774442
서원,18-Dec,21050,258039810,240563284,0.932271978
서원,19-Dec,21050,257673136,240194730,0.932168303
서전기전,14-Dec,189860,56305410,38371341,0.681485864
서전기전,15-Dec,189860,42012276,30685450,0.730392469
서전기전,16-Dec,189860,50190070,36498549,0.727206577
서전기전,17-Dec,189860,50168944,50168944,1
서전기전,18-Dec,189860,57324257,57324257,1
서전기전,19-Dec,189860,61071315,61071315,1
서한,11-Dec,11370,127602619,127602619,1
서한,12-Dec,11370,148141165,148141165,1
서한,13-Dec,11370,295874144,295874144,1
서한,14-Dec,11370,473453898,473453898,1
서한,15-Dec,11370,448081457,448081457,1
서한,16-Dec,11370,499551051,499551051,1
서한,17-Dec,11370,528692838,528692838,1
서한,18-Dec,11370,640170738,640170738,1
서한,19-Dec,11370,548055256,548055256,1
서희건설,11-Dec,35890,965801445,899629486,0.931484924
서희건설,12-Dec,35890,919164739,848962602,0.923623988
서희건설,13-Dec,35890,832615658,746781543,0.89691028
서희건설,14-Dec,35890,941772254,828799430,0.88004231
서희건설,15-Dec,35890,1053909158,931980002,0.884307718
서희건설,16-Dec,35890,1073708295,924233966,0.860786836
서희건설,17-Dec,35890,1033271360,872846450,0.844740776
서희건설,18-Dec,35890,1138810784,989138831,0.868571711
서희건설,19-Dec,35890,1242974178,1064510806,0.856422301
선앤엘,11-Dec,2820,338091633,307185154,0.908585496
선앤엘,12-Dec,2820,333579587,311896245,0.934997995
선앤엘,13-Dec,2820,403527847,367245628,0.910087447
선앤엘,14-Dec,2820,480447717,437679464,0.910982503
선앤엘,15-Dec,2820,551373874,493761816,0.89551181
선앤엘,16-Dec,2820,551207836,486554445,0.882705965
선앤엘,17-Dec,2820,621841805,567297548,0.91228596
선앤엘,18-Dec,2820,566020806,520825606,0.920152758
선앤엘,19-Dec,2820,455911727,423764508,0.929488063
성광벤드,11-Dec,14620,277025634,218883996,0.790121812
성광벤드,12-Dec,14620,375930257,266016499,0.707621943
성광벤드,13-Dec,14620,403523161,277010425,0.686479617
성광벤드,14-Dec,14620,291972713,208224872,0.713165521
성광벤드,15-Dec,14620,249880885,194057585,0.776600359
성광벤드,16-Dec,14620,203052900,171123397,0.842752785
성광벤드,17-Dec,14620,145746476,140203400,0.961967684
성광벤드,18-Dec,14620,169913734,155402366,0.914595674
성광벤드,19-Dec,14620,202365162,165855632,0.819585893
성안,11-Dec,11300,284963267,243633424,0.854964314
성안,12-Dec,11300,271846764,242652489,0.892607605
성안,13-Dec,11300,262940277,240362522,0.914133524
성안,14-Dec,11300,226452025,207383665,0.915795145
성안,15-Dec,11300,196907216,179319574,0.910680561
성안,16-Dec,11300,195719920,185339242,0.946961566
성안,17-Dec,11300,203110711,189321428,0.932109523
성안,18-Dec,11300,220173987,211713155,0.961572063
성안,19-Dec,11300,216856564,209333900,0.965310416
성창오토텍,11-Dec,80470,57684359,47462208,0.822791634
성창오토텍,12-Dec,80470,65733196,54084111,0.822782312
성창오토텍,13-Dec,80470,148791589,128418872,0.86307884
성창오토텍,14-Dec,80470,138186883,122473098,0.886285987
성창오토텍,15-Dec,80470,140848893,122816882,0.871976197
성창오토텍,16-Dec,80470,152715603,132883033,0.870133964
성창오토텍,17-Dec,80470,142953914,125453457,0.877579728
성창오토텍,18-Dec,80470,130670809,114493400,0.876197223
성창오토텍,19-Dec,80470,132801199,117625485,0.885726077
세동,11-Dec,53060,92193830,87592534,0.950091064
세동,12-Dec,53060,103929486,96493194,0.928448679
세동,13-Dec,53060,118814173,109538691,0.921932866
세동,14-Dec,53060,121025142,114025580,0.942164398
세동,15-Dec,53060,131633718,124347180,0.944645353
세동,16-Dec,53060,125538674,118594744,0.944686926
세동,17-Dec,53060,119281845,114885706,0.963144945
세동,18-Dec,53060,140775465,132055306,0.938056259
세동,19-Dec,53060,147345825,134476536,0.91265929
세보엠이씨,11-Dec,11560,306594861,289154641,0.943116398
세보엠이씨,12-Dec,11560,209892588,193563539,0.922202832
세보엠이씨,13-Dec,11560,212791194,196760737,0.924665788
세보엠이씨,14-Dec,11560,371324014,352653004,0.949717742
세보엠이씨,15-Dec,11560,305845502,278380128,0.910198535
세보엠이씨,16-Dec,11560,387772567,354577306,0.914395025
세보엠이씨,17-Dec,11560,602536022,559493049,0.928563652
세보엠이씨,18-Dec,11560,473844415,432375010,0.912483077
세보엠이씨,19-Dec,11560,615709105,614068248,0.997335013
세원물산,11-Dec,24830,96106612,96106612,1
세원물산,12-Dec,24830,101642150,101642150,1
세원물산,13-Dec,24830,87906353,87906353,1
세원물산,14-Dec,24830,82621988,82621988,1
세원물산,15-Dec,24830,96551716,96551716,1
세원물산,16-Dec,24830,76143049,76143049,1
세원물산,17-Dec,24830,71892127,71892127,1
세원물산,18-Dec,24830,86850803,86850803,1
세원물산,19-Dec,24830,115276852,115276852,1
세진티에스,11-Dec,67770,83079715,76677912,0.92294385
세진티에스,12-Dec,67770,62471927,59610783,0.954201125
세진티에스,13-Dec,67770,36065860,37283066,1.033749535
세진티에스,14-Dec,67770,37911839,34262397,0.903738724
세진티에스,15-Dec,67770,29024059,29395642,1.012802586
세진티에스,16-Dec,67770,32632699,30126415,0.923197159
세진티에스,17-Dec,67770,22828076,22123735,0.969145845
세진티에스,18-Dec,67770,20901166,19239466,0.920497258
세진티에스,19-Dec,67770,21212352,17265383,0.813930629
세코닉스,11-Dec,53450,85059543,63988243,0.752275885
세코닉스,12-Dec,53450,147253913,111216815,0.755272391
세코닉스,13-Dec,53450,215234794,165525677,0.76904702
세코닉스,14-Dec,53450,217058631,170507010,0.785534347
세코닉스,15-Dec,53450,244865300,193942243,0.79203645
세코닉스,16-Dec,53450,312527836,254560949,0.814522483
세코닉스,17-Dec,53450,331101709,286374188,0.864913047
세코닉스,18-Dec,53450,418168890,364789319,0.872349253
세코닉스,19-Dec,53450,462244785,414154559,0.895963724
센트럴인사이트,11-Dec,12600,114917457,79549079,0.692227979
센트럴인사이트,12-Dec,12600,73268595,50205135,0.685220387
센트럴인사이트,13-Dec,12600,100932270,77272045,0.765583148
센트럴인사이트,14-Dec,12600,100296826,86614596,0.863582622
센트럴인사이트,15-Dec,12600,88950214,75107659,0.844378621
센트럴인사이트,16-Dec,12600,85778938,73774196,0.860050238
센트럴인사이트,17-Dec,12600,47373470,42435099,0.895756612
센트럴인사이트,18-Dec,12600,36029987,32825771,0.911068078
센트럴인사이트,19-Dec,12600,67422044,62571297,0.928053991
셀루메드,11-Dec,49180,35482579,18774012,0.529105057
셀루메드,12-Dec,49180,30781975,14305831,0.464747015
셀루메드,13-Dec,49180,30665200,18108318,0.590516873
셀루메드,14-Dec,49180,20734955,14139373,0.681909992
셀루메드,15-Dec,49180,17730838,13056656,0.736381213
셀루메드,16-Dec,49180,9813992,9207286,0.938179489
셀루메드,17-Dec,49180,21608625,12930811,0.598409709
셀루메드,18-Dec,49180,10842924,10759452,0.992301708
셀루메드,19-Dec,49180,17921487,15904490,0.887453703
셀리드,17-Dec,299660,0,0,
셀리드,19-Dec,299660,0,0,
셀리버리,18-Dec,268600,4512316,2995790,0.663914052
셀리버리,19-Dec,268600,2073695,2073695,1
셀바스에이아이,11-Dec,108860,17652068,6746509,0.38219369
셀바스에이아이,12-Dec,108860,18432795,18432795,1
셀바스에이아이,13-Dec,108860,29017816,29017816,1
셀바스에이아이,14-Dec,108860,23641092,23776298,1.00571911
셀바스에이아이,15-Dec,108860,33270439,9943168,0.298858936
셀바스에이아이,16-Dec,108860,35440728,43856307,1.237455026
셀바스에이아이,17-Dec,108860,46866565,46304570,0.988008616
셀바스에이아이,18-Dec,108860,35561641,52620422,1.479696114
셀바스에이아이,19-Dec,108860,35418106,41593261,1.174350232
셀트리온제약,11-Dec,68760,46494422,14823302,0.318818933
셀트리온제약,12-Dec,68760,46967596,15166127,0.32290618
셀트리온제약,13-Dec,68760,52657248,17083909,0.32443604
셀트리온제약,14-Dec,68760,66744354,23495314,0.352019498
셀트리온제약,15-Dec,68760,74732429,26840810,0.359158806
셀트리온제약,16-Dec,68760,104811184,62850592,0.599655396
셀트리온제약,17-Dec,68760,135860256,77574644,0.570988502
셀트리온제약,18-Dec,68760,146880154,106290937,0.723657581
셀트리온제약,19-Dec,68760,173512797,111045996,0.639987355
셀트리온헬스케어,17-Dec,91990,921499987,686195809,0.744650916
셀트리온헬스케어,18-Dec,91990,695082135,643587699,0.925916042
셀트리온헬스케어,19-Dec,91990,1100877966,891573632,0.809875081
셀피글로벌,11-Dec,68940,39637262,39637262,1
셀피글로벌,12-Dec,68940,46586084,46586084,1
셀피글로벌,13-Dec,68940,33667111,33667111,1
셀피글로벌,14-Dec,68940,25277088,25277088,1
셀피글로벌,15-Dec,68940,29929259,24246047,0.810111837
셀피글로벌,16-Dec,68940,24657740,18394435,0.745990306
셀피글로벌,17-Dec,68940,27191581,21020600,0.773055454
셀피글로벌,18-Dec,68940,24088357,19388335,0.804884077
셀피글로벌,19-Dec,68940,24722106,18805694,0.760683333
소프트센,13-Dec,32680,25733674,25733674,1
소프트센,14-Dec,32680,82760283,72827897,0.87998608
소프트센,15-Dec,32680,72290559,72290559,1
소프트센,16-Dec,32680,115742385,115742385,1
소프트센,17-Dec,32680,142514026,142514026,1
소프트센,18-Dec,32680,133604426,133604426,1
소프트센,19-Dec,32680,94999247,94999247,1
손오공,11-Dec,66910,74013199,53708648,0.725663108
손오공,12-Dec,66910,80355159,58546223,0.728593207
손오공,13-Dec,66910,58244256,48599725,0.834412324
손오공,14-Dec,66910,53055084,40675830,0.766671673
손오공,15-Dec,66910,125089089,94008919,0.751535723
손오공,16-Dec,66910,129315003,104022069,0.804408356
손오공,17-Dec,66910,104074946,93835267,0.90161245
손오공,18-Dec,66910,99181868,82402183,0.830819026
손오공,19-Dec,66910,73402174,59376295,0.80891739
솔고바이오메디칼,11-Dec,43100,36079319,24838967,0.68845443
솔고바이오메디칼,12-Dec,43100,39277076,28764519,0.732348788
솔고바이오메디칼,13-Dec,43100,35048357,24079359,0.687032462
솔고바이오메디칼,14-Dec,43100,30141224,18933492,0.628159361
솔고바이오메디칼,15-Dec,43100,22432074,16473804,0.734386129
솔고바이오메디칼,16-Dec,43100,23721925,17384658,0.732851908
솔고바이오메디칼,17-Dec,43100,23210535,17440761,0.751415726
솔고바이오메디칼,18-Dec,43100,22540749,19664633,0.872403708
솔고바이오메디칼,19-Dec,43100,21441926,15099179,0.704189493
솔루에타,13-Dec,154040,100089278,67135051,0.670751676
솔루에타,14-Dec,154040,86199618,71957390,0.834776205
솔루에타,15-Dec,154040,69881989,47760121,0.683439634
솔루에타,16-Dec,154040,140395878,119942871,0.854319035
솔루에타,17-Dec,154040,155927912,130981421,0.840012666
솔루에타,18-Dec,154040,227297064,195767815,0.861286158
솔루에타,19-Dec,154040,256338425,218789790,0.853519288
솔본,11-Dec,35610,153949378,87759605,0.57005495
솔본,12-Dec,35610,148981871,83376500,0.559641918
