구분,코드,산업명,2011년,2012년,2013년,2014년,2015년,2016년,2017년,2018년,2019년
(주)연이비앤티,90740,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",98.69,97.53,96.45,96.31,95.95,96.37,98.56,77.23,56.05
(주)영우디에스피,143540,  기타 기계 및 장비 제조업,0,0,0,90.07,91.75,89.87,96.57,103.17,80.25
(주)영원무역,111770,  도매 및 상품 중개업,86.1,86.27,87.03,87.42,85.82,85.72,86.02,85.25,86.26
(주)영원무역홀딩스,9970,  도매 및 상품 중개업,0,0,0,0,0,0,0,0,0
(주)영풍,670,  1차 금속 제조업,90.58,88.97,91.29,93.88,90.43,90.88,94.53,98.4,92.44
(주)영흥,12160,  1차 금속 제조업,86.46,91.12,87.26,88.74,88.19,89.54,90.46,91.37,90.42
(주)예림당,36000,  출판업,33.25,33.79,38.7,40.6,46.96,44.6,45.41,51.37,65.32
(주)예선테크,250930,  기타금융업,0,0,0,0,0,0,0,0,63.08
(주)예스코홀딩스,15360,"  전기, 가스, 증기 및 공기조절 공급업",91.01,91.59,92.2,91.89,89.76,87.52,87.05,88.65,0
(주)예스티,122640,  기타 기계 및 장비 제조업,0,0,0,0,77.8,79.2,81.21,84.77,110.84
(주)오공,45060,  화학물질 및 화학제품 제조업; 의약품 제외,82.51,79.69,79.04,79.55,79.52,77.94,80.37,81.96,80.96
(주)오디텍,80520,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",88.76,85.75,81.69,82.51,80.59,78.22,87.61,93.96,94.3
(주)오뚜기,7310,  식료품 제조업,78.58,78.32,78.74,77.51,76.47,76.68,77.09,79.02,79.31
(주)오르비텍,46120,"  건축기술, 엔지니어링 및 기타 과학기술 서비스업",93.38,86.63,112.63,99.32,89.36,88.05,85.19,86.68,88.83
(주)오리엔탈정공,14940,  기타 운송장비 제조업,108.84,112.82,90.5,109.53,91.28,81.46,78.85,86.85,87.62
(주)오리엔트바이오,2630,  의료용 물질 및 의약품 제조업,86.21,69.27,70.64,92.32,78.05,86.07,94.07,94.44,98.17
(주)오리엔트정공,65500,  자동차 및 트레일러 제조업,106.23,88.34,87.72,89.21,90.95,92.11,90.94,94.62,94.49
(주)오리온,271560,  식료품 제조업,0,0,0,0,0,0,53.8,53.11,52.66
(주)오리온홀딩스,1800,  식료품 제조업,60.75,60.77,59.5,58.91,52.04,53.88,0,0,0
(주)오리콤,10470,  전문 서비스업,52.2,56.62,56.9,56.95,57.86,59.75,60.31,59.72,63.93
(주)오스코텍,39200,  의료용 물질 및 의약품 제조업,71.87,75.05,79.78,73.88,56.06,65.27,45.4,20.85,47.88
(주)오스테오닉,226400,"  의료, 정밀, 광학기기 및 시계 제조업",0,0,0,0,0,0,0,56.89,54.94
(주)오스템,31510,  자동차 및 트레일러 제조업,84.25,85.74,85.25,87.65,84.12,82.71,84.04,84.3,84.59
(주)오이솔루션,138080,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",0,0,0,59.75,66.89,66.55,70.44,66.48,58.43
(주)오킨스전자,80580,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",0,0,0,69,81.36,103.61,83.71,78.6,76.13
(주)오텍,67170,  자동차 및 트레일러 제조업,90.53,91.43,91.5,92.13,93.67,93.95,91.95,91.94,91.9
(주)오파스넷,173130,"  컴퓨터 프로그래밍, 시스템 통합 및 관리업",0,0,0,0,0,0,0,84.27,86.99
(주)오픈베이스,49480,  도매 및 상품 중개업,80.98,76.69,70.74,66.62,69.5,65.25,65.73,64.44,71.47
(주)오하임아이엔티,309930,  기타금융업,0,0,0,0,0,0,0,0,0
(주)옵투스제약,131030,  기타금융업,0,0,44,40.27,39.91,43.84,44.43,45.32,38.91
(주)옵트론텍,82210,"  의료, 정밀, 광학기기 및 시계 제조업",74.91,72.51,71.89,95.21,76.86,65.01,65.51,72.59,72.68
(주)옵티팜,153710,  의료용 물질 및 의약품 제조업,0,0,0,0,0,0,0,60.45,67.03
(주)와이비엠넷,57030,  정보서비스업,53.67,56.27,56.95,57.16,58.35,58.37,60.04,56.6,56.01
(주)와이솔,122990,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",74.49,66.23,74.64,86.15,83.27,83.94,76.53,73.51,73.01
(주)와이어블,65530,  우편 및 통신업,90.27,90.03,87.03,85.66,87.86,86.26,89.73,92.54,92.29
(주)와이엔텍,67900,"  폐기물 수집, 운반, 처리 및 원료 재생업",79.26,79.55,76.5,79.68,78.66,77.84,75.57,73.94,70.16
(주)와이오엠,66430,  영상ㆍ오디오 기록물 제작 및 배급업,93.52,72.91,76.43,91.54,49.18,89.22,90.65,91.15,93.54
(주)와이제이엠게임즈,193250,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",0,0,0,67.33,47.58,64.04,88.87,78.05,78.64
(주)와이즈버즈,273060,  기타금융업,0,0,0,0,0,0,0,0,0
(주)와이지-원,19210,  금속가공제품 제조업; 기계 및 가구 제외,75.67,76.41,82.18,75.67,75.08,73.2,69.82,74.4,79.28
(주)와이지엔터테인먼트,122870,  영상ㆍ오디오 기록물 제작 및 배급업,58.61,63.48,65.99,67.61,67.9,74.3,74.91,72.82,68.13
(주)와이지플러스,37270,  전문 서비스업,68.1,74.58,77.64,91.05,99.34,71.45,68.96,75.27,83.48
(주)와이투솔루션,11690,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",94.53,91.86,93.28,92.14,90.75,96.3,95.88,106.84,94.87
(주)와이티엔,40300,  영상ㆍ오디오 기록물 제작 및 배급업,79.07,84.15,87.57,114.38,98.04,91.15,93.12,93.71,94.05
(주)용평리조트,70960,  숙박업,0,0,0,0,0,76.7,77.36,77.05,89.78
(주)우리기술,32820,  전기장비 제조업,58.14,78.8,73.33,69.4,63.79,61.5,56.22,76.99,90.56
(주)우리넷,115440,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",71.73,71.57,66.85,67.36,67.13,70.21,70.55,67.15,74.87
(주)우리로,46970,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",0,63.39,102.94,105,75.26,84.68,91.49,83.09,95.07
(주)우성,6980,  식료품 제조업,83.96,85.48,85.31,83.26,83.3,82.3,82.58,83.64,83.75
(주)우신시스템,17370,  기타 기계 및 장비 제조업,84.52,83.87,87.63,87.41,85.92,89.07,87.81,92.49,88.89
(주)우양,103840,  식료품 제조업,0,0,0,0,0,0,0,0,86.11
(주)우정바이오,215380,  기타금융업,0,0,0,0,0,0,79.68,70.52,69.69
(주)우주일렉트로닉스,65680,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",78.35,75.23,77.35,77.91,76.26,76.48,81.51,85.47,76.95
(주)우진,105840,"  의료, 정밀, 광학기기 및 시계 제조업",69.52,78.17,84.1,80.35,77.35,75.15,81.88,75.6,74.98
(주)우진아이엔에스,10400,  전문직별 공사업,0,0,0,0,0,0,0,82.59,94.16
(주)우진플라임,49800,  기타 기계 및 장비 제조업,76.7,76.7,77.46,83.95,81.74,73.51,75.63,81.19,79.76
(주)웅진,16880,  전문 서비스업,86.13,85.28,76.38,80.25,77.01,79.26,79.2,76.38,72.71
(주)웅진씽크빅,95720,  교육 서비스업,41.39,43.95,47.65,50.78,50.99,46.71,44.14,42.95,42.93
(주)원림,5820,  섬유제품 제조업; 의복제외,89.03,90.24,89.19,89.27,91.11,91.5,92.82,97.34,96
(주)원바이오젠,307280,  기타금융업,0,0,0,0,0,0,0,0,0
(주)원익,32940,  도매 및 상품 중개업,77.73,78.68,79.92,78.14,84,76.37,77.78,78.11,80.78
(주)원익머트리얼즈,104830,  화학물질 및 화학제품 제조업; 의약품 제외,68.25,68.89,70.36,69.38,70.84,74.95,66.5,64.18,67.63
(주)원익아이피에스,240810,  기타 기계 및 장비 제조업,0,0,0,0,0,61.88,60.18,60.31,58.33
(주)원익큐브,14190,  도매 및 상품 중개업,90.91,91.37,90.46,89.43,91.07,90.5,90.8,92.93,92.94
(주)원익큐엔씨,74600,  비금속 광물제품 제조업,67.98,68.3,67.46,67.8,66.68,70.08,69.56,71.26,73.42
(주)원익피앤이,131390,  전기장비 제조업,72.92,69.26,75.93,84.38,80.85,78.99,74.27,74.49,78.44
(주)원익홀딩스,30530,  기타 기계 및 장비 제조업,70.29,68.23,65.84,62.79,64.09,71.29,75.68,77.64,77.44
(주)원일특강,12620,  1차 금속 제조업,91.12,91.46,90.68,90.75,92.5,90.55,91.22,91.5,92.29
(주)원풍,8370,  고무 및 플라스틱제품 제조업,87.72,86.52,86.51,85.15,79.8,83.14,87.86,91.46,88.62
(주)월덱스,101160,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",71.37,73.18,77.53,75.45,71.45,70.43,71.03,69.13,68.84
(주)웨이버스,336060,  기타금융업,0,0,0,0,0,0,0,0,0
(주)웨이브일렉트로닉스,95270,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",65.28,65.42,75.4,79.36,74.38,84.4,64.1,72.1,78.42
(주)웰크론,65950,  섬유제품 제조업; 의복제외,69.01,68.24,67.66,63.24,56.98,55.57,57.48,56.26,54.83
(주)웰크론한텍,76080,  기타 기계 및 장비 제조업,74.08,84.07,87.49,103.14,94.06,95.52,92.45,96.17,94.79
(주)웹스,196700,  화학물질 및 화학제품 제조업; 의약품 제외,0,0,0,0,67.2,68.1,72.03,73.46,74.96
(주)웹젠,69080,  출판업,0,0,0,0,0,0,0,0,0
(주)위니아,71460,  전기장비 제조업,0,0,0,0,0,73.88,73.24,80.62,81.01
(주)위닉스,44340,  기타 기계 및 장비 제조업,91.94,89.92,82.17,77.44,81.12,79.13,74.71,72.13,66.63
(주)위메이드,112040,  출판업,5.55,4.37,0,0,0,0,0,0,0
(주)위메이드맥스,101730,  출판업,33.42,50.21,0,0,0,0,0,0,0
(주)위메이드플레이,123420,  기타금융업,0,0,0,0,0,0,0,0,0
(주)위스컴,24070,  고무 및 플라스틱제품 제조업,90.8,91.4,91.51,92.18,94.39,95.33,95.46,95.83,94.88
(주)위지윅스튜디오,299900,  영상ㆍ오디오 기록물 제작 및 배급업,0,0,0,0,0,0,0,0,0
(주)위지트,36090,"  의료, 정밀, 광학기기 및 시계 제조업",73.87,70.9,72.07,70.81,69.38,69.94,73.83,74.82,82.5
(주)윈스,136540,"  컴퓨터 프로그래밍, 시스템 통합 및 관리업",50.48,48.22,58.03,61.96,57.97,61.88,57.9,50.86,52.76
(주)윈팩,97800,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",0,0,107.78,93.67,105.93,118.87,101.91,91.39,87.54
(주)윈하이텍,192390,  금속가공제품 제조업; 기계 및 가구 제외,0,0,0,76.73,76.66,86.26,84.21,81.85,92.92
(주)윌링스,313760,  전기장비 제조업,0,0,0,0,0,0,0,0,76.89
(주)윌비스,8600,  도매 및 상품 중개업,84.52,84.34,83.66,86.09,89.84,87.82,86.22,82.6,81.94
(주)유니드,14830,  화학물질 및 화학제품 제조업; 의약품 제외,81.71,80.88,79.51,75.77,75.55,74.49,74.52,81.48,82.91
(주)유니온,910,  비금속 광물제품 제조업,83.3,85.98,85.18,83.09,85.48,84.39,83.61,83.01,83.02
(주)유니온커뮤니티,203450,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",0,0,0,0,0,58.85,60.17,57.47,58.91
(주)유니켐,11330,"  가죽, 가방 및 신발 제조업",103.1,101.14,102.93,0,140.81,83.78,88,78.59,78.99
(주)유니크,11320,  자동차 및 트레일러 제조업,87.47,85.85,83.57,87.09,89.17,88.64,90.06,91.53,90.01
(주)유니테스트,86390,  기타 기계 및 장비 제조업,61.98,61.98,73.06,60.67,62.04,70.09,64.47,64.03,68.62
(주)유니테크노,241690,  자동차 및 트레일러 제조업,0,0,0,0,0,78.17,82.59,83.1,86.44
(주)유니트론텍,142210,  도매 및 상품 중개업,0,0,0,0,0,89.04,92.33,91.67,90.59
(주)유라테크,48430,  전기장비 제조업,90.96,85.43,88.75,90.29,91.29,91.86,94.89,95.06,92.54
(주)유바이오로직스,206650,  연구개발업,0,0,0,0,0,0,104.86,52.86,39.8
(주)유비케어,32620,  출판업,42.17,44.9,44.5,43.56,43.26,45,48.38,49.53,49.83
(주)유비쿼스,264450,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",0,0,0,0,0,0,64.45,61.42,68.94
(주)유비쿼스홀딩스,78070,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",55.74,59.13,56.32,54.46,60.95,56.84,0,0,0
(주)유성티엔에스,24800,  육상운송 및 파이프라인 운송업,94.35,95.26,94.2,94.59,94.45,93.16,93.66,95.34,94.67
(주)유수홀딩스,700,  전문 서비스업,0,580.68,0,0,0,0,0,0,0
(주)유신,54930,"  건축기술, 엔지니어링 및 기타 과학기술 서비스업",95.21,91.5,89.93,89.1,89.66,88.43,87.89,93.47,93.78
(주)유씨아이,38340,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",73.95,86.82,98.75,96.15,87.85,58.32,57.91,52.94,66.98
(주)유아이디,69330,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",72.27,62.17,65.23,71.95,86.36,82.22,110,114.76,94
(주)유에스티,263770,  기타금융업,0,0,0,0,0,0,0,86.8,87.14
(주)유유제약,220,  의료용 물질 및 의약품 제조업,39.5,40.86,39.51,42.43,43.36,49.1,48.84,47.39,44.96
(주)유진로봇,56080,  도매 및 상품 중개업,69.72,80.87,78.47,78.61,78.83,86.06,82.24,80.8,93.31
(주)유진테크,84370,  기타 기계 및 장비 제조업,62.4,56.98,50.95,52.6,53.38,53.05,47.45,46.48,49.67
(주)유테크,178780,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",0,0,0,0,83.86,119.13,92.59,90.11,101.89
(주)유티아이,179900,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",0,0,0,0,0,0,51.24,61.97,61.56
(주)유틸렉스,263050,  의료용 물질 및 의약품 제조업,0,0,0,0,0,0,0,0,0
(주)유한양행,100,  의료용 물질 및 의약품 제조업,62.75,68.89,69.58,69.94,71.49,72.81,72.21,72.89,70.42
(주)육일씨엔에쓰,191410,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",0,0,0,0,85.35,88.34,88.23,91.83,94.08
(주)율호,72770,  출판업,38.81,54.56,57.67,84.17,85.45,86.18,93.28,90.86,88.96
(주)이건홀딩스,39020,  금속가공제품 제조업; 기계 및 가구 제외,88.91,90.41,88.56,95.21,92.93,84.49,68.81,0,0
(주)이글루코퍼레이션,67920,  출판업,0,0,0,0,0,0,0,0,0
(주)이글벳,44960,  의료용 물질 및 의약품 제조업,62.99,65.43,65.1,63.6,64.11,70.58,69.53,72.06,73.1
(주)이노메트리,302430,  기타 기계 및 장비 제조업,0,0,0,0,0,0,0,63.98,68.26
(주)이노션,214320,  전문 서비스업,0,0,0,0,68.55,69.39,70.06,66.44,65.42
(주)이노와이어리스,73490,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",67.45,69.32,86.01,76.59,81.89,86.87,70.54,73.7,63.73
(주)이노인스트루먼트,215790,  기타금융업,0,0,0,0,0,0,60.88,63.93,61.21
(주)이노테라피,246960,  연구개발업,0,0,0,0,0,0,0,0,47.71
(주)이녹스,88390,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",75.28,74.37,69.3,69.92,72.87,74.28,0,0,0
(주)이녹스첨단소재,272290,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",0,0,0,0,0,0,72.64,75.16,74.28
(주)이라이콤,41520,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",90.38,90.74,90.5,88.78,89.43,92.8,94.08,94.59,94.96
(주)이랜시스,264850,  기타금융업,0,0,0,0,0,0,0,0,81.76
(주)이랜텍,54210,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",94.87,93.99,92.6,92.86,91.91,91.11,90.15,89.77,82.69
(주)이루온,65440,  출판업,63.34,68.56,66.05,75.01,66.01,65.03,66.58,65.2,68.66
(주)이마트,139480,  소매업; 자동차 제외,71.57,71.14,70.56,70.5,70.24,69.88,69.95,71.03,72.43
(주)이미지스테크놀로지,115610,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",70.07,81.61,81.61,85.77,86.62,84.67,93.47,97.74,90.83
(주)이브이수성,84180,  기타 기계 및 장비 제조업,77.97,78.37,79.77,78.84,77.48,77.64,80.91,81.69,83.86
(주)이브이첨단소재,131400,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",79.39,85.89,88,94.29,102,95.12,82.11,78.05,79.83
(주)이상네트웍스,80010,  도매 및 상품 중개업,81.14,80.4,77.16,79.79,75.51,68.64,70.27,69.17,69.22
(주)이수앱지스,86890,  의료용 물질 및 의약품 제조업,45.79,56.78,41.22,43.77,46.94,38.93,47.59,54.57,64.26
(주)이수페타시스,7660,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",88.51,86.07,81.96,82.89,83.15,84.87,87.61,81.37,85.85
(주)이수화학,5950,  화학물질 및 화학제품 제조업; 의약품 제외,93.56,95.64,96.01,97,95.75,92.29,94.24,94.8,95
(주)이스타코,15020,  부동산업,68.61,71.29,29.83,92,69.52,70.47,84.9,55.94,68.54
(주)이스트소프트,47560,  출판업,47.65,62.94,62.59,59.67,52.3,57.51,0,0,0
(주)이씨에스텔레콤,67010,"  컴퓨터 프로그래밍, 시스템 통합 및 관리업",76.05,72.2,75.75,73.93,75.44,78.62,74.93,77.96,79.84
