회사명,거래소코드,회계년도,산업코드,산업명
(주)아센디오,012170,2018/12,074607,  도매 및 상품 중개업
(주)아센디오,012170,2019/12,105901,  영상ㆍ오디오 기록물 제작 및 배급업
(주)아스타,246720,2017/12,032103,  의료용 물질 및 의약품 제조업
(주)아스타,246720,2018/12,032103,  의료용 물질 및 의약품 제조업
(주)아스타,246720,2019/12,032103,  의료용 물질 및 의약품 제조업
(주)아스트,067390,2014/12,033103,  기타 운송장비 제조업
(주)아스트,067390,2015/12,033103,  기타 운송장비 제조업
(주)아스트,067390,2016/12,033103,  기타 운송장비 제조업
(주)아스트,067390,2017/12,033103,  기타 운송장비 제조업
(주)아스트,067390,2018/12,033103,  기타 운송장비 제조업
(주)아스트,067390,2019/12,033103,  기타 운송장비 제조업
(주)아시아경제,127710,2015/12,106301,  정보서비스업
(주)아시아경제,127710,2016/12,106301,  정보서비스업
(주)아시아경제,127710,2017/12,106301,  정보서비스업
(주)아시아경제,127710,2018/12,106301,  정보서비스업
(주)아시아경제,127710,2019/12,106301,  정보서비스업
(주)아우딘퓨쳐스,227610,2017/12,032004,  화학물질 및 화학제품 제조업; 의약품 제외
(주)아우딘퓨쳐스,227610,2018/12,032004,  화학물질 및 화학제품 제조업; 의약품 제외
(주)아우딘퓨쳐스,227610,2019/12,032004,  화학물질 및 화학제품 제조업; 의약품 제외
(주)아이디스,143160,2011/12,032604,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업"
(주)아이디스,143160,2012/12,032604,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업"
(주)아이디스,143160,2013/12,032604,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업"
(주)아이디스,143160,2014/12,032604,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업"
(주)아이디스,143160,2015/12,032604,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업"
(주)아이디스,143160,2016/12,032604,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업"
(주)아이디스,143160,2017/12,032604,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업"
(주)아이디스,143160,2018/12,032604,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업"
(주)아이디스,143160,2019/12,032604,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업"
(주)아이디스홀딩스,054800,2011/12,032604,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업"
(주)아이디스홀딩스,054800,2012/12,032604,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업"
(주)아이디스홀딩스,054800,2013/12,137105,  전문 서비스업
(주)아이디스홀딩스,054800,2014/12,137105,  전문 서비스업
(주)아이디스홀딩스,054800,2015/12,137105,  전문 서비스업
(주)아이디스홀딩스,054800,2016/12,137105,  전문 서비스업
(주)아이디스홀딩스,054800,2017/12,137105,  전문 서비스업
(주)아이디스홀딩스,054800,2018/12,137106,  전문 서비스업
(주)아이디스홀딩스,054800,2019/12,137106,  전문 서비스업
(주)아이마켓코리아,122900,2011/12,074608,  도매 및 상품 중개업
(주)아이마켓코리아,122900,2012/12,074608,  도매 및 상품 중개업
(주)아이마켓코리아,122900,2013/12,074608,  도매 및 상품 중개업
(주)아이마켓코리아,122900,2014/12,074608,  도매 및 상품 중개업
(주)아이마켓코리아,122900,2015/12,074608,  도매 및 상품 중개업
(주)아이마켓코리아,122900,2016/12,074608,  도매 및 상품 중개업
(주)아이마켓코리아,122900,2017/12,074608,  도매 및 상품 중개업
(주)아이마켓코리아,122900,2018/12,074608,  도매 및 상품 중개업
(주)아이마켓코리아,122900,2019/12,074608,  도매 및 상품 중개업
(주)아이비김영,339950,2019/12,117201,  기타금융업
(주)아이센스,099190,2013/12,032701,"  의료, 정밀, 광학기기 및 시계 제조업"
(주)아이센스,099190,2014/12,032701,"  의료, 정밀, 광학기기 및 시계 제조업"
(주)아이센스,099190,2015/12,032701,"  의료, 정밀, 광학기기 및 시계 제조업"
(주)아이센스,099190,2016/12,032701,"  의료, 정밀, 광학기기 및 시계 제조업"
(주)아이센스,099190,2017/12,032701,"  의료, 정밀, 광학기기 및 시계 제조업"
(주)아이센스,099190,2018/12,032701,"  의료, 정밀, 광학기기 및 시계 제조업"
(주)아이센스,099190,2019/12,032701,"  의료, 정밀, 광학기기 및 시계 제조업"
(주)아이스크림에듀,289010,2019/12,105801,  출판업
(주)아이씨디,040910,2011/09,032902,  기타 기계 및 장비 제조업
(주)아이씨디,040910,2012/09,032902,  기타 기계 및 장비 제조업
(주)아이씨디,040910,2013/09,032902,  기타 기계 및 장비 제조업
(주)아이씨디,040910,2014/09,032902,  기타 기계 및 장비 제조업
(주)아이씨디,040910,2015/09,032902,  기타 기계 및 장비 제조업
(주)아이씨디,040910,2016/12,032902,  기타 기계 및 장비 제조업
(주)아이씨디,040910,2017/12,032902,  기타 기계 및 장비 제조업
(주)아이씨디,040910,2018/12,032902,  기타 기계 및 장비 제조업
(주)아이씨디,040910,2019/12,032902,  기타 기계 및 장비 제조업
(주)아이앤씨테크놀로지,052860,2011/12,032601,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업"
(주)아이앤씨테크놀로지,052860,2012/12,032601,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업"
(주)아이앤씨테크놀로지,052860,2013/12,032601,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업"
(주)아이앤씨테크놀로지,052860,2014/12,032601,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업"
(주)아이앤씨테크놀로지,052860,2015/12,032601,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업"
(주)아이앤씨테크놀로지,052860,2016/12,032601,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업"
(주)아이앤씨테크놀로지,052860,2017/12,032601,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업"
(주)아이앤씨테크놀로지,052860,2018/12,032601,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업"
(주)아이앤씨테크놀로지,052860,2019/12,032601,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업"
(주)아이에스시,095340,2011/12,032602,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업"
(주)아이에스시,095340,2012/12,032602,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업"
(주)아이에스시,095340,2013/12,032602,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업"
(주)아이에스시,095340,2014/12,032602,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업"
(주)아이에스시,095340,2015/12,032602,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업"
(주)아이에스시,095340,2016/12,032602,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업"
(주)아이에스시,095340,2017/12,032602,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업"
(주)아이에스시,095340,2018/12,032602,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업"
(주)아이에스시,095340,2019/12,032602,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업"
(주)아이에스이커머스,069920,2011/12,074709,  소매업; 자동차 제외
(주)아이에스이커머스,069920,2012/12,074709,  소매업; 자동차 제외
(주)아이에스이커머스,069920,2013/12,074709,  소매업; 자동차 제외
(주)아이에스이커머스,069920,2014/12,074709,  소매업; 자동차 제외
(주)아이에스이커머스,069920,2015/12,074709,  소매업; 자동차 제외
(주)아이에스이커머스,069920,2016/12,074709,  소매업; 자동차 제외
(주)아이에스이커머스,069920,2017/12,074709,  소매업; 자동차 제외
(주)아이에스이커머스,069920,2018/12,074709,  소매업; 자동차 제외
(주)아이에스이커머스,069920,2019/12,074709,  소매업; 자동차 제외
(주)아이에이,038880,2011/12,032602,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업"
(주)아이에이,038880,2012/12,032602,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업"
(주)아이에이,038880,2013/12,032602,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업"
(주)아이에이,038880,2014/12,032602,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업"
(주)아이에이,038880,2015/12,032602,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업"
(주)아이에이,038880,2016/12,032602,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업"
(주)아이에이,038880,2017/12,032602,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업"
(주)아이에이,038880,2018/12,032602,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업"
(주)아이에이,038880,2019/12,032602,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업"
(주)아이에이치큐,003560,2011/12,105901,  영상ㆍ오디오 기록물 제작 및 배급업
(주)아이에이치큐,003560,2012/12,105901,  영상ㆍ오디오 기록물 제작 및 배급업
(주)아이에이치큐,003560,2013/12,105901,  영상ㆍ오디오 기록물 제작 및 배급업
(주)아이에이치큐,003560,2014/12,105901,  영상ㆍ오디오 기록물 제작 및 배급업
(주)아이에이치큐,003560,2015/12,105901,  영상ㆍ오디오 기록물 제작 및 배급업
(주)아이에이치큐,003560,2016/12,105901,  영상ㆍ오디오 기록물 제작 및 배급업
(주)아이에이치큐,003560,2017/12,105901,  영상ㆍ오디오 기록물 제작 및 배급업
(주)아이에이치큐,003560,2018/12,105901,  영상ㆍ오디오 기록물 제작 및 배급업
(주)아이에이치큐,003560,2019/12,105901,  영상ㆍ오디오 기록물 제작 및 배급업
(주)아이엘사이언스,307180,2018/12,117201,  기타금융업
(주)아이엘사이언스,307180,2019/12,032804,  전기장비 제조업
(주)아이엠,101390,2011/12,074605,  도매 및 상품 중개업
(주)아이엠,101390,2012/12,074605,  도매 및 상품 중개업
(주)아이엠,101390,2013/12,074605,  도매 및 상품 중개업
(주)아이엠,101390,2014/12,074605,  도매 및 상품 중개업
(주)아이엠,101390,2015/12,074605,  도매 및 상품 중개업
(주)아이엠,101390,2016/12,032602,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업"
(주)아이엠,101390,2017/12,032602,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업"
(주)아이엠,101390,2018/12,032602,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업"
(주)아이엠,101390,2019/12,032602,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업"
(주)아이엠비씨,052220,2011/12,106301,  정보서비스업
(주)아이엠비씨,052220,2012/12,106301,  정보서비스업
(주)아이엠비씨,052220,2013/12,106301,  정보서비스업
(주)아이엠비씨,052220,2014/12,106301,  정보서비스업
(주)아이엠비씨,052220,2015/12,106301,  정보서비스업
(주)아이엠비씨,052220,2016/12,106301,  정보서비스업
(주)아이엠비씨,052220,2017/12,106301,  정보서비스업
(주)아이엠비씨,052220,2018/12,106301,  정보서비스업
(주)아이엠비씨,052220,2019/12,106301,  정보서비스업
(주)아이오케이컴퍼니,078860,2011/12,105802,  출판업
(주)아이오케이컴퍼니,078860,2012/12,105802,  출판업
(주)아이오케이컴퍼니,078860,2013/12,105802,  출판업
(주)아이오케이컴퍼니,078860,2014/12,105802,  출판업
(주)아이오케이컴퍼니,078860,2015/12,105802,  출판업
(주)아이오케이컴퍼니,078860,2016/12,105802,  출판업
(주)아이오케이컴퍼니,078860,2017/12,105802,  출판업
(주)아이오케이컴퍼니,078860,2018/12,105901,  영상ㆍ오디오 기록물 제작 및 배급업
(주)아이오케이컴퍼니,078860,2019/12,105901,  영상ㆍ오디오 기록물 제작 및 배급업
(주)아이윈,090150,2011/12,033003,  자동차 및 트레일러 제조업
(주)아이윈,090150,2012/12,033003,  자동차 및 트레일러 제조업
(주)아이윈,090150,2013/12,033003,  자동차 및 트레일러 제조업
(주)아이윈,090150,2014/12,033003,  자동차 및 트레일러 제조업
(주)아이윈,090150,2015/12,033003,  자동차 및 트레일러 제조업
(주)아이윈,090150,2016/12,033003,  자동차 및 트레일러 제조업
(주)아이윈,090150,2017/12,033003,  자동차 및 트레일러 제조업
(주)아이윈,090150,2018/12,033003,  자동차 및 트레일러 제조업
(주)아이윈,090150,2019/12,033003,  자동차 및 트레일러 제조업
(주)아이윈플러스,123010,2016/12,032602,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업"
(주)아이윈플러스,123010,2017/12,032602,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업"
(주)아이윈플러스,123010,2018/12,032602,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업"
(주)아이윈플러스,123010,2019/12,032602,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업"
(주)아이즈비전,031310,2011/12,074709,  소매업; 자동차 제외
(주)아이즈비전,031310,2012/12,074709,  소매업; 자동차 제외
(주)아이즈비전,031310,2013/12,074709,  소매업; 자동차 제외
(주)아이즈비전,031310,2014/12,074709,  소매업; 자동차 제외
(주)아이즈비전,031310,2015/12,074709,  소매업; 자동차 제외
(주)아이즈비전,031310,2016/12,074709,  소매업; 자동차 제외
(주)아이즈비전,031310,2017/12,074709,  소매업; 자동차 제외
(주)아이즈비전,031310,2018/12,106102,  우편 및 통신업
(주)아이즈비전,031310,2019/12,106102,  우편 및 통신업
(주)아이컴포넌트,059100,2011/12,032602,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업"
(주)아이컴포넌트,059100,2012/12,032602,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업"
(주)아이컴포넌트,059100,2013/12,032602,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업"
(주)아이컴포넌트,059100,2014/12,032602,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업"
(주)아이컴포넌트,059100,2015/12,032602,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업"
(주)아이컴포넌트,059100,2016/12,032602,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업"
(주)아이컴포넌트,059100,2017/12,032602,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업"
(주)아이컴포넌트,059100,2018/12,032602,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업"
(주)아이컴포넌트,059100,2019/12,032602,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업"
(주)아이톡시,052770,2011/12,105802,  출판업
(주)아이톡시,052770,2012/12,105802,  출판업
(주)아이톡시,052770,2013/12,105802,  출판업
(주)아이톡시,052770,2014/12,105802,  출판업
(주)아이톡시,052770,2015/12,105802,  출판업
(주)아이톡시,052770,2016/12,105802,  출판업
(주)아이톡시,052770,2017/12,105802,  출판업
(주)아이톡시,052770,2018/12,105802,  출판업
(주)아이톡시,052770,2019/12,105802,  출판업
(주)아이티센,124500,2015/03,106201,"  컴퓨터 프로그래밍, 시스템 통합 및 관리업"
(주)아이티센,124500,2016/12,106201,"  컴퓨터 프로그래밍, 시스템 통합 및 관리업"
(주)아이티센,124500,2017/12,106201,"  컴퓨터 프로그래밍, 시스템 통합 및 관리업"
(주)아이티센,124500,2018/12,106201,"  컴퓨터 프로그래밍, 시스템 통합 및 관리업"
(주)아이티센,124500,2019/12,106201,"  컴퓨터 프로그래밍, 시스템 통합 및 관리업"
(주)아이티엑스에이아이,099520,2011/12,032605,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업"
(주)아이티엑스에이아이,099520,2012/12,032605,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업"
(주)아이티엑스에이아이,099520,2013/12,032605,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업"
(주)아이티엑스에이아이,099520,2014/12,032605,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업"
(주)아이티엑스에이아이,099520,2015/12,032605,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업"
(주)아이티엑스에이아이,099520,2016/12,032605,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업"
(주)아이티엑스에이아이,099520,2017/12,032605,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업"
(주)아이티엑스에이아이,099520,2018/12,032605,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업"
(주)아이티엑스에이아이,099520,2019/12,032605,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업"
(주)아이티엠반도체,084850,2019/12,032602,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업"
(주)아즈텍더블유비이,032080,2011/12,031304,  섬유제품 제조업; 의복제외
(주)아즈텍더블유비이,032080,2012/12,031304,  섬유제품 제조업; 의복제외
(주)아즈텍더블유비이,032080,2013/12,031304,  섬유제품 제조업; 의복제외
(주)아즈텍더블유비이,032080,2014/12,031304,  섬유제품 제조업; 의복제외
(주)아즈텍더블유비이,032080,2015/12,031304,  섬유제품 제조업; 의복제외
(주)아즈텍더블유비이,032080,2016/12,031304,  섬유제품 제조업; 의복제외
(주)아즈텍더블유비이,032080,2017/12,031304,  섬유제품 제조업; 의복제외
(주)아즈텍더블유비이,032080,2018/12,031304,  섬유제품 제조업; 의복제외
(주)아즈텍더블유비이,032080,2019/12,031304,  섬유제품 제조업; 의복제외
(주)아진엑스텍,059120,2014/12,032601,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업"
(주)아진엑스텍,059120,2015/12,032601,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업"
(주)아진엑스텍,059120,2016/12,032601,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업"
(주)아진엑스텍,059120,2017/12,032601,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업"
(주)아진엑스텍,059120,2018/12,032601,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업"
(주)아진엑스텍,059120,2019/12,032601,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업"
(주)아톤,158430,2019/12,105802,  출판업
(주)아프리카티비,067160,2011/12,105802,  출판업
(주)아프리카티비,067160,2012/12,105802,  출판업
(주)아프리카티비,067160,2013/12,105802,  출판업
(주)아프리카티비,067160,2014/12,105802,  출판업
(주)아프리카티비,067160,2015/12,105802,  출판업
(주)아프리카티비,067160,2016/12,105802,  출판업
(주)아프리카티비,067160,2017/12,105802,  출판업
(주)아프리카티비,067160,2018/12,105802,  출판업
(주)아프리카티비,067160,2019/12,105802,  출판업
(주)안랩,053800,2011/12,105802,  출판업
(주)안랩,053800,2012/12,105802,  출판업
(주)안랩,053800,2013/12,105802,  출판업
(주)안랩,053800,2014/12,105802,  출판업
(주)안랩,053800,2015/12,105802,  출판업
(주)안랩,053800,2016/12,105802,  출판업
(주)안랩,053800,2017/12,105802,  출판업
(주)안랩,053800,2018/12,105802,  출판업
(주)안랩,053800,2019/12,105802,  출판업
(주)안트로젠,065660,2016/12,032101,  의료용 물질 및 의약품 제조업
(주)안트로젠,065660,2017/12,032101,  의료용 물질 및 의약품 제조업
(주)안트로젠,065660,2018/12,032101,  의료용 물질 및 의약품 제조업
(주)안트로젠,065660,2019/12,074607,  도매 및 상품 중개업
(주)알로이스,297570,2018/12,117201,  기타금융업
(주)알로이스,297570,2019/12,032604,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업"
(주)알루코,001780,2011/12,032402,  1차 금속 제조업
(주)알루코,001780,2012/12,032402,  1차 금속 제조업
(주)알루코,001780,2013/12,032402,  1차 금속 제조업
(주)알루코,001780,2014/12,032402,  1차 금속 제조업
(주)알루코,001780,2015/12,032402,  1차 금속 제조업
(주)알루코,001780,2016/12,032402,  1차 금속 제조업
(주)알루코,001780,2017/12,032402,  1차 금속 제조업
(주)알루코,001780,2018/12,032402,  1차 금속 제조업
(주)알루코,001780,2019/12,032402,  1차 금속 제조업
(주)알에프세미,096610,2011/12,032601,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업"
(주)알에프세미,096610,2012/12,032601,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업"
(주)알에프세미,096610,2013/12,032601,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업"
(주)알에프세미,096610,2014/12,032601,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업"
(주)알에프세미,096610,2015/12,032601,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업"
(주)알에프세미,096610,2016/12,032601,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업"
(주)알에프세미,096610,2017/12,032601,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업"
(주)알에프세미,096610,2018/12,032601,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업"
(주)알에프세미,096610,2019/12,032601,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업"
(주)알에프텍,061040,2011/12,032604,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업"
(주)알에프텍,061040,2012/12,032604,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업"
(주)알에프텍,061040,2013/12,032604,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업"
(주)알에프텍,061040,2014/12,032604,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업"
(주)알에프텍,061040,2015/12,032604,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업"
(주)알에프텍,061040,2016/12,032604,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업"
(주)알에프텍,061040,2017/12,032604,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업"
(주)알에프텍,061040,2018/12,032604,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업"
(주)알에프텍,061040,2019/12,032604,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업"
(주)알엔투테크놀로지,148250,2016/12,032602,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업"
(주)알엔투테크놀로지,148250,2017/12,032602,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업"
(주)알엔투테크놀로지,148250,2018/12,032602,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업"
(주)알엔투테크놀로지,148250,2019/12,032602,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업"
(주)알테오젠,196170,2014/12,137001,  연구개발업
(주)알테오젠,196170,2015/12,137001,  연구개발업
(주)알테오젠,196170,2016/12,137001,  연구개발업
(주)알테오젠,196170,2017/12,137001,  연구개발업
(주)알테오젠,196170,2018/12,137001,  연구개발업
(주)알테오젠,196170,2019/12,137001,  연구개발업
(주)알톤스포츠,123750,2011/12,033109,  기타 운송장비 제조업
(주)알톤스포츠,123750,2012/12,033109,  기타 운송장비 제조업
(주)알톤스포츠,123750,2013/12,033109,  기타 운송장비 제조업
(주)알톤스포츠,123750,2014/12,033109,  기타 운송장비 제조업
(주)알톤스포츠,123750,2015/12,033109,  기타 운송장비 제조업
(주)알톤스포츠,123750,2016/12,033109,  기타 운송장비 제조업
(주)알톤스포츠,123750,2017/12,033109,  기타 운송장비 제조업
(주)알톤스포츠,123750,2018/12,033109,  기타 운송장비 제조업
(주)알톤스포츠,123750,2019/12,033109,  기타 운송장비 제조업
(주)알티캐스트,085810,2013/12,105802,  출판업
(주)알티캐스트,085810,2014/12,105802,  출판업
(주)알티캐스트,085810,2015/12,105802,  출판업
(주)알티캐스트,085810,2016/12,105802,  출판업
(주)알티캐스트,085810,2017/12,105802,  출판업
(주)알티캐스트,085810,2018/12,105802,  출판업
(주)알티캐스트,085810,2019/12,105802,  출판업
(주)알파홀딩스,117670,2011/12,032601,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업"
(주)알파홀딩스,117670,2012/12,032601,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업"
(주)알파홀딩스,117670,2013/12,032601,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업"
(주)알파홀딩스,117670,2014/12,032601,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업"
(주)알파홀딩스,117670,2015/12,032601,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업"
(주)알파홀딩스,117670,2016/12,032601,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업"
(주)알파홀딩스,117670,2017/12,032601,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업"
(주)알파홀딩스,117670,2018/12,032601,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업"
(주)알파홀딩스,117670,2019/12,032601,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업"
(주)애니플러스,310200,2018/12,117201,  기타금융업
(주)애니플러스,310200,2019/12,117201,  기타금융업
(주)애드바이오텍,179530,2019/12,032102,  의료용 물질 및 의약품 제조업
(주)액션스퀘어,205500,2014/12,117201,  기타금융업
(주)액션스퀘어,205500,2015/12,105802,  출판업
(주)액션스퀘어,205500,2016/12,105802,  출판업
(주)액션스퀘어,205500,2017/12,105802,  출판업
(주)액션스퀘어,205500,2018/12,105802,  출판업
(주)액션스퀘어,205500,2019/12,105802,  출판업
(주)액토즈소프트,052790,2011/12,105802,  출판업
(주)액토즈소프트,052790,2012/12,105802,  출판업
(주)액토즈소프트,052790,2013/12,105802,  출판업
(주)액토즈소프트,052790,2014/12,105802,  출판업
(주)액토즈소프트,052790,2015/12,105802,  출판업
(주)액토즈소프트,052790,2016/12,105802,  출판업
(주)액토즈소프트,052790,2017/12,105802,  출판업
(주)액토즈소프트,052790,2018/12,105802,  출판업
(주)액토즈소프트,052790,2019/12,105802,  출판업
(주)액트로,290740,2018/12,032902,  기타 기계 및 장비 제조업
(주)액트로,290740,2019/12,032602,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업"
(주)앤디포스,238090,2016/12,032202,  고무 및 플라스틱제품 제조업
(주)앤디포스,238090,2017/12,032202,  고무 및 플라스틱제품 제조업
(주)앤디포스,238090,2018/12,032202,  고무 및 플라스틱제품 제조업
(주)앤디포스,238090,2019/12,032202,  고무 및 플라스틱제품 제조업
(주)앤씨앤,092600,2011/12,032601,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업"
(주)앤씨앤,092600,2012/12,032601,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업"
(주)앤씨앤,092600,2013/12,032601,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업"
(주)앤씨앤,092600,2014/12,032601,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업"
(주)앤씨앤,092600,2015/12,032601,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업"
(주)앤씨앤,092600,2016/12,032601,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업"
(주)앤씨앤,092600,2017/12,032601,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업"
(주)앤씨앤,092600,2018/12,032601,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업"
(주)앤씨앤,092600,2019/12,032601,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업"
(주)야스,255440,2017/12,032902,  기타 기계 및 장비 제조업
(주)야스,255440,2018/12,032902,  기타 기계 및 장비 제조업
(주)야스,255440,2019/12,032902,  기타 기계 및 장비 제조업
(주)양지사,030960,2011/06,031801,  인쇄 및 기록매체 복제업
(주)양지사,030960,2012/06,031801,  인쇄 및 기록매체 복제업
(주)양지사,030960,2013/06,031801,  인쇄 및 기록매체 복제업
(주)양지사,030960,2014/06,031801,  인쇄 및 기록매체 복제업
(주)양지사,030960,2015/06,031801,  인쇄 및 기록매체 복제업
(주)양지사,030960,2016/06,031801,  인쇄 및 기록매체 복제업
(주)양지사,030960,2017/06,031801,  인쇄 및 기록매체 복제업
(주)양지사,030960,2018/06,031801,  인쇄 및 기록매체 복제업
