회사명,거래소코드,회계년도,이자보상배율,총자산증가율,유형자산증가율,유동자산증가율,재고자산증가율,자기자본증가율,순이익증가율,매출액총이익율,매출액순이익율,자기자본순이익율,총자본정상영업이익율,매출액정상영업이익율,총자본순이익율,총자본회전율,재고자산회전율,매출채권회전율,유형자산회전율,매입채무회전율,자기자본회전율,타인자본회전율,유동자산회전율,유동비율,당좌비율,현금비율,부채비율,차입금의존도,CASH_FLOW_대_부채비율,CASH_FLOW_대_매출액비율,CASH_FLOW_대_차입금비율,자기자본구성비율,차입금비율,당좌자산구성비율,유동자산구성비율,매출채권_대_매입채무비율,단기차입금_대_총차입금비율,유동부채비율,타인자본구성비율,자기자본구성비율.1,재고자산_대_유동자산비율,재고자산_대_순운전자본비율,순운전자본비율,노동장비율,기계장비율,자본집약도,노동소득분배율,설비투자효율,총자본투자효율,기계투자효율,부가가치율,종업원수증가율,R & D 투자효율,무형자산처리무형자산개발비(천원),경상개발비(천원),통계청 한국표준산업분류 10차(소분류)
(주)어스앤에어로스페이스,263540,17-Dec,7.43,-31.07,-43.97,34.54,5.19,-38.7,0,21.82,2.48,2.42,6.52,10.62,1.53,,,,,,,,,364.39,239.49,39.66,47.28,21.02,-18.4,-12.07,-28.1,67.9,30.95,34.32,52.21,644.6,33.55,21.1,32.1,67.9,34.28,47.24,37.88,71128.38,59294.59,268450.7,0,77.42,0.21,0.93,0.42,0,3.44,0,1035101,"  항공기, 우주선 및 부품 제조업"
(주)얼라인드제네틱스,238120,16-Dec,11111111.11,-37.8,-97.76,12.48,-82.62,714.4,-114,53.47,-33.02,-6.43,-6.18,-33.89,-6.02,,,,,,,,,3740.21,3477.42,1429.82,6.94,0,-67.94,-24.2,0,93.51,0,87.55,94.16,897.86,0,2.69,6.49,93.51,7.03,7.22,91.64,7909.65,5826.19,453696.74,0,192.63,0.03,2.62,0.18,0,12.91,567963,578063,  사진장비 및 광학기기 제조업
(주)에넥스,11090,11-Dec,4.88,179,129.54,227.09,160.41,13.17,807.36,18.78,2.35,11.44,8.39,4.78,4.12,4.36,12.2,5.22,7.05,7.06,4.36,2.94,3.33,111.31,86.31,5.82,163.8,23.13,-0.75,-0.3,-2.02,37.91,61.02,42.14,54.35,123.54,63.85,128.79,62.09,37.91,22.46,220.99,5.52,60025.48,40169.06,281409.8,0,124.46,0.27,1.86,0.17,-2.97,0,0,8647,  가구 제조업
(주)에스디생명공학,217480,17-Dec,134.81,-3,109.49,-6.24,25.8,95.64,,54.43,10.56,17.89,19.77,15.26,13.69,,,,,,,,,405.58,280.78,45.2,20.83,3.83,14.41,2.5,64.87,82.76,4.63,42.25,61.03,271.63,61.32,18.18,17.24,82.76,30.77,40.84,45.98,285968.28,41017.33,1123451.15,0,88,0.22,6.14,0.23,46.15,2.52,0,2574611,  기타 화학제품 제조업
(주)에스디시스템,121890,11-Dec,11111111.11,-100,-100,-100,-100,-100,,7.2,-3.31,-3.87,-6.76,-7.42,-3.01,1.17,6.03,4.58,34.84,7,1.17,4.1,,316.44,266.11,39.97,42.39,0,-4.66,-1.54,0,70.23,0,74.57,88.68,134.75,0,39.9,29.77,70.23,15.91,23.25,60.65,10989.56,6.37,348329.09,0,159.59,0.05,2754.16,0.06,7.76,6.22,57892,2439447,  전자부품 제조업
(주)에스비에스,34120,11-Dec,22.72,3320.26,11655.96,2179.76,-43.92,8350.98,438.45,33.52,8.04,11.64,9.87,10.33,7.68,1.42,239.88,4.15,2.34,27.8,1.42,2.94,1.86,157.89,157.16,12.05,56.87,12.67,17.91,7.51,51.25,63.75,19.88,53.88,54.14,565.27,99.74,53.78,36.25,63.75,0.46,1.26,19.85,308502.79,0,895816.87,0,96.87,0.33,,0.39,-3.51,0.33,0,2383668,  텔레비전 방송업
(주)에스아이리소스,65420,11-Dec,3.97,-61.13,-48.85,-79.33,-80.51,-69.76,,40.56,-0.53,4.27,5.33,6.21,-0.45,1.67,7.15,14.6,3.63,12.57,1.67,1.77,2.64,120.65,93.38,11.39,77.64,14.13,14.24,7.32,44.07,56.29,25.1,28.26,36.51,86.35,27.78,53.76,43.71,56.29,22.6,132.06,6.25,249020.66,210512.05,965788.46,0,91.97,0.24,1.09,0.28,-3.45,0.08,0,19852,  석탄 광업
(주)에스앤더블류,103230,11-Dec,0.91,632.97,40023.48,446.67,5898,351.98,0,7.06,-1.48,-2.41,1.11,1.2,-1.36,1.63,3.21,5.75,1.72,18,1.63,2.11,,111.3,42.9,2.54,83.74,13.9,0.05,0.02,0.15,54.42,25.53,17.2,44.62,345.59,98.12,73.67,45.58,54.42,61.46,605.18,4.53,200141.66,111077.43,391753.31,0,28.74,0.15,0.52,0.16,8.93,0,0,0,  일반 목적용 기계 제조업
(주)에스앤에스텍,101490,11-Dec,3.47,102.99,37.42,96.9,-33.35,61.47,-76.75,27.92,5.06,5.8,4.81,10.31,2.36,0.83,6.31,5.75,0.85,24.57,0.83,1.06,1.62,119.22,97.58,33.22,99.16,40.66,15.53,19.89,19.02,50.21,80.97,24.19,29.55,383.48,45.18,49.37,49.79,50.21,18.15,112.6,4.76,513022.53,256521.39,1041212.59,0,24.6,0.12,0.49,0.31,5.88,3.72,1578095,1864326,  전자부품 제조업
(주)에스에너지,95910,11-Dec,1.06,5.51,-47.51,91.19,-47.92,-26.09,-104.28,8.26,-0.24,-0.74,1.21,0.8,-0.37,3.06,10.43,7.47,4.94,11.96,3.06,3.02,2.27,168.02,140.1,45.16,140.34,30.75,1.15,0.52,2.18,41.61,73.9,56.86,68.19,143.18,42.41,97.55,58.39,41.61,16.61,41.04,27.61,229678.13,156300.71,859483.34,0,27.18,0.07,0.4,0.06,19.46,0.31,1155000,627912,"  전동기, 발전기 및 전기 변환ㆍ 공급ㆍ제어 장치 제조업"
(주)에스에이엠티,31330,11-Dec,3.37,781.12,238.74,762.85,,79.89,-0.32,4.34,1.14,29.35,9.97,2.38,4.78,25.7,21.2,4.23,110.44,20.93,25.7,5,5.26,97.9,79.42,1.97,473.99,58.01,2.76,0.57,3.94,17.42,332.95,64.68,79.73,238.81,0,467.45,82.58,17.42,18.87,0,-1.71,65636.13,0,2116815.65,0,433.67,0.13,,0.03,1.77,0,,0,  기계장비 및 관련 물품 도매업
(주)에스에이티,60540,11-Dec,1.07,-80.73,-60.22,-89.39,-98.48,-87.58,-100.36,24.08,-0.43,-0.46,2.24,3.92,-0.24,1.09,26.17,3.72,6.46,16.41,1.09,1.21,1.4,118,113.15,60.32,85.99,34.38,11.78,9.47,15.84,53.77,63.94,32,33.37,375.02,47.9,52.59,46.23,53.77,4.11,26.95,5.09,149168.38,38478.78,1720237.38,0,233.11,0.2,9.04,0.35,-34.69,12.55,0,728286,"  측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외"
(주)에스에프에이반도체,36540,11-Dec,1.65,-66.8,-32.92,-84.39,-63.15,-80.08,-92.45,10.16,2.39,6.47,5.74,6.42,2.14,2.45,9.16,10.29,1.65,11.13,2.45,1.41,3.15,76.63,56.15,7.21,170.56,52.82,5.43,4.43,6.48,36.96,142.9,20.96,28.6,165.85,53.41,100.99,63.04,36.96,26.73,0,-8.72,232468.48,191554.31,433788.14,0,39.76,0.21,0.48,0.28,22.84,1.11,0,4679189,  반도체 제조업
(주)에스엘바이오닉스,214310,15-Dec,25.56,-92.64,-94.8,-89.29,-91.91,-89.3,-75.38,20.41,8.96,15.4,13.74,11.68,10.54,,,,,,,,,247.76,218.36,33.41,43.97,15.76,42.47,11.03,82.29,69.46,22.69,44,49.92,225.18,42.15,29.01,30.54,69.46,11.86,19.89,29.77,100518.22,133965.11,253444.68,0,101.25,0.4,0.76,0.34,0,2.59,506959,1481349,  반도체 제조업
(주)에스엠라이프디자인그룹,63440,11-Dec,5.68,-100,-100,-100,-100,-100,,35.77,1.85,1.44,4.27,7.34,1.07,0.78,50.9,4.68,1.43,6.43,0.78,2.26,,138.15,131.83,43.15,31.38,9.43,-7.83,-3.27,-19.83,76.12,12.39,24.62,25.8,140.15,0,24.54,23.88,76.12,4.58,16.57,7.13,220643.33,51162.3,508477.63,0,25.61,0.11,1.1,0.19,-1.35,0,,0,  기록매체 복제업
(주)에스엠벡셀,10580,11-Dec,-0.11,-100,-100,-100,-100,-100,,-0.25,-1.36,-5.75,-0.2,-0.14,-1.92,4.24,20.04,9.71,2.27,7.42,4.24,2.12,,75.49,57.32,2.06,211.68,34.35,1.21,0.57,2.39,32.08,107.06,24.57,32.36,79.87,58.08,133.61,67.92,32.08,24.06,0,-10.51,133596.87,142505.32,270525.83,0,43.95,0.22,0.41,0.15,3.36,0,74181,0,  자동차 신품 부품 제조업
(주)에스엠컬처앤콘텐츠,48550,11-Dec,2.4,-97.43,-99.17,-97.89,-100,-97.15,-93.36,0,2.19,2.7,3.28,5.75,1.25,0.96,,3.19,15.74,9.27,0.96,1.34,1.33,125.21,125.21,23.53,59,6.77,37.13,24.19,203.49,62.89,10.76,46.32,46.32,224.97,99.84,58.82,37.11,62.89,0,0,9.33,4872.78,0,160020.77,0,1286.82,0.39,,0.69,-29.25,0,,0,  광고업
(주)에스엠코어,7820,11-Dec,87.96,-80.5,1092.75,-80.01,,-66.35,61.33,18.54,9.22,19.88,15.77,13.1,11.1,,,,,,,,,199.98,197.81,40.51,74.48,4.37,14.56,6.32,142.35,57.31,7.62,74.06,74.88,191.38,25.46,65.33,42.69,57.31,1.09,2.18,37.44,75128.06,18918.2,380021.58,0,119.48,0.24,4.74,0.24,0,0,,0,  일반 목적용 기계 제조업
(주)에스지글로벌,1380,11-Dec,1,-38.87,-23.02,-78.48,-55.22,-48.27,-96.77,9.65,0.33,0.23,0.99,1.99,0.17,0.69,4.97,7.83,2.01,14.01,0.69,1.74,2.65,88.89,40.75,10.43,44.41,17.55,0.22,0.14,0.38,69.25,25.35,9.76,21.29,111.52,95.38,34.58,30.75,69.25,54.16,0,-2.66,197401.4,151481.47,820983.61,0,24.33,0.06,0.32,0.12,55.41,0,,0,  자동차 신품 부품 제조업
(주)에스지세계물산,4060,11-Dec,4.4,49.59,139.89,186.09,326.82,61.04,165.32,28.13,0.58,0.95,1.12,1,0.65,1.64,3.77,10.14,6.71,16.97,1.64,3.57,2.43,179.41,90.18,22.46,45.75,13.46,-2.42,-0.68,-5.64,68.61,19.61,22.96,45.67,196.59,91.58,37.1,31.39,68.61,49.74,112.37,20.22,233945.21,43516.12,1304579.51,0,49.03,0.09,2.64,0.08,0.43,0,,0,  상품 종합 도매업
(주)에스지엔지,40610,11-Dec,4.66,219.16,284.24,174.52,85.92,132.04,226.76,18.71,3.39,12.5,5.67,5.27,3.65,2.02,7.29,4.99,5.66,9.7,2.02,2.31,2.53,108.34,76.25,8.26,93.16,24.63,-1.89,-0.9,-3.69,51.77,47.58,30.55,43.41,195.71,92.89,77.4,48.23,51.77,29.63,384.71,3.34,3807218.17,1815219.89,19538589.87,0,63.51,0.12,1.33,0.12,-7.84,0,,0,  기타 운송관련 서비스업
(주)에스코넥,96630,11-Dec,1.13,-89.93,-84.18,-84.7,-86.35,-93.55,-55.94,18.54,1.06,5.23,7.04,5.22,1.43,4.88,9.83,5.38,4.33,5.78,4.88,1.86,2.23,103.53,83.46,1.83,180.31,32.79,-1.52,-0.79,-2.98,35.67,91.9,50.78,63,116.19,99.69,170.57,64.33,35.67,19.39,568.45,2.15,324714.91,114925.58,1118385.43,0,79.29,0.23,2.24,0.19,18.82,0.02,411033,20597,  통신 및 방송 장비 제조업
(주)에스텍파마,41910,11-Dec,17.91,-100,-100,-100,-100,-100,,30.92,15.12,18.88,15.47,19.91,11.75,1.25,2.46,3.37,1.82,7.76,1.25,2.06,,198.35,115.16,26.65,56.4,16.52,32.21,16.1,70.32,63.94,25.83,31.4,54.08,184.19,60.95,42.64,36.06,63.94,41.94,84.59,26.81,217976.19,126695.02,597562.78,0,65.49,0.24,1.13,0.33,21.5,2.48,450000,1387894,  의약품 제조업
(주)에스티오,98660,11-Dec,4.08,-68.13,-73.2,-72.72,409.58,-80.57,-90.73,66.97,2.13,6.75,9.11,6.97,2.78,3.17,1.15,17.51,4.66,8.25,3.17,2.22,2.48,117.37,34.95,3.44,159.67,30.76,10.38,5.41,20.76,38.51,79.86,16.48,55.35,38.21,72.8,122.45,61.49,38.51,70.22,474.56,8.19,212945.16,0,791267.62,0,74.57,0.2,,0.17,1.9,0,,0,  봉제의복 제조업
(주)에스티큐브,52020,11-Dec,-116.44,-77.39,-89.05,-84.17,-96.6,-71.61,-241.73,4.89,-62.53,-42.75,-24.41,-51.25,-29.79,0.68,11.79,2.04,6.11,5.36,0.68,1.57,0.88,164.25,135.87,32.05,54.57,16,-35.92,-26.34,-79.23,64.69,24.74,34.92,42.22,259.97,71.63,39.73,35.31,64.69,17.28,44.17,16.51,51816.96,39870.53,342532.64,0,-77.09,-0.12,-1,-0.24,50,0.25,300000,18121,  기계장비 및 관련 물품 도매업
(주)에스폴리텍,50760,11-Dec,2.9,104.04,1462.69,19.74,4008.87,71.93,,12.87,2.63,8.33,7.6,5.33,3.75,3.17,9.17,7.14,3.16,13.12,3.17,2.59,2.72,114.57,84.37,18.85,115.71,32.15,7.47,2.93,12.45,46.36,69.36,38.83,52.73,157.43,82.49,99.28,53.64,46.36,26.36,207.28,6.71,372829.07,442042.01,883227.08,0,36.46,0.15,0.31,0.11,4.31,1.14,0,1183144,  플라스틱제품 제조업
(주)에쎈테크,43340,11-Dec,-1.77,-100,-100,-100,-100,-100,63.34,3.99,-9.56,-28.1,-5.63,-6,-8.97,2.94,2.28,3.08,3.51,9.75,2.94,1.38,,117.77,46.82,0.78,250.99,53.96,-10.03,-7.35,-13.29,28.49,189.41,27.51,69.2,242.28,81.09,206.25,71.51,28.49,60.25,399.32,10.44,114129.99,111388.8,416356.79,0,27.71,0.08,0.28,0.08,-0.43,0.02,0,14897,  일반 목적용 기계 제조업
(주)에이디칩스,54630,11-Dec,40,-62.35,-69.18,-65.36,-86.91,-58.09,-92.94,18.82,1.17,5.51,3.37,1.16,3.42,4.12,14.6,16.23,31.68,32.55,4.12,11.83,4.29,381.47,296.88,90.51,38.06,10.32,15.6,1.47,41.68,72.43,14.24,47.87,61.51,403.06,5.72,22.26,27.57,72.43,22.18,30.05,45.39,73187.25,0,416856.62,0,151.51,0.27,,0.09,-3.51,5.71,420078,1313291,  그 외 기타 제품 제조업
(주)에이디테크놀로지,200710,14-Dec,74.7,10.49,-94.39,104.81,30.59,23.41,-4.83,22.95,15.44,43.75,30.55,15.54,30.35,,,,,,,,,442.42,384.38,37.74,27.74,6.96,65.15,9.8,203.29,78.28,8.89,77.9,89.66,70.45,0,25.89,21.72,78.28,13.12,16.95,69.39,16152.28,22299.72,667777.8,0,1470.86,0.36,10.65,0.25,0,0,1622250,0,  반도체 제조업
(주)에이루트,96690,11-Dec,73.37,-100,-100,-100,-100,-100,38.82,25.09,13.56,12.95,9.91,12.09,11.11,0.96,10.8,9.97,4.34,42.17,0.96,5.76,,512.99,465.69,111.81,14.45,5.98,133.52,21.02,281.8,87.38,6.84,57.84,63.71,348,0,14.21,12.62,87.38,9.22,11.45,51.29,30470.43,2151.09,297561.89,0,221.37,0.23,31.36,0.28,10.58,0,0,0,  컴퓨터 및 주변장치 제조업
(주)에이비프로바이오,195990,15-Dec,19.81,-68.37,89.19,-49.24,-71.98,-59.5,,28.99,19.48,17.61,9.91,16.48,11.72,,,,,,,,,1190.25,903.59,55.33,31.96,18.34,0.39,0.17,0.51,75.78,24.21,56.25,74.09,663.1,10.77,8.21,24.22,75.78,24.08,26.29,67.87,429996.52,52521.1,1877078.85,0,85.12,0.19,6.97,0.35,0,2.1,0,1497910,  특수 목적용 기계 제조업
(주)에이스테크놀로지,88800,11-Dec,4.11,-46.33,-79.88,17.81,-10.34,-74.05,102.88,8.37,14.58,25.91,7.54,14.43,7.62,1.58,3.86,3.04,1.64,3.62,1.58,0.78,1.27,92.87,62.34,20.24,193.4,39.76,0.08,0.12,0.13,34.08,116.67,29.71,44.27,82.88,61.38,139.85,65.92,34.08,32.88,0,-3.4,430107.26,216019.45,1638573.88,0,53.16,0.14,1.06,0.33,-34.9,0.19,3818000,279530,  통신 및 방송 장비 제조업
(주)에이스토리,241840,19-Dec,-37.77,-100,-100,-100,-100,-100,,8.98,-4.2,-4.61,-3.6,-3.8,-3.97,,,,,,,,,2462.77,2239.48,151.7,4.26,0.07,-221.47,-12.89,-13330.18,95.92,0.07,71.6,78.73,1722.21,0,3.33,4.08,95.92,9.07,9.45,75.54,5116.2,0,1610058.16,0,8914.8,0.28,,0.4,0,0,,0,"  영화, 비디오물, 방송프로그램 제작 및 배급업"
(주)에이엔피,15260,11-Dec,0.92,129.59,27132.47,7.2,369.91,13.54,-134.05,8.95,-0.9,-10.28,2.74,1.63,-1.52,6.34,6.65,6.85,4.77,6.87,6.34,2.29,2.83,86.39,56.19,4.82,297.94,42.34,7.59,3.46,13.42,25.13,168.49,39.45,60.65,100.86,90.11,279.38,74.87,25.13,34.95,0,-9.56,239672.38,164908.47,732617.86,0,6.97,0.02,0.1,0.01,5.44,0,0,0,  전자부품 제조업
(주)에이치앤비디자인,227100,18-Dec,5.71,-77.9,-98.44,-63.2,-61.22,-78.96,-61.76,16.46,1.2,2.44,2.36,1.5,1.89,,,,,,,,,439.53,293.44,23.84,29.29,12.22,-58.97,-8.46,-109.32,77.34,15.8,61.57,92.23,917.79,86.3,27.13,22.66,77.34,33.24,43.03,71.24,7681.47,1025.91,423585.49,0,913.9,0.17,68.43,0.1,0,0,0,0,"  전동기, 발전기 및 전기 변환ㆍ 공급ㆍ제어 장치 제조업"
(주)에이치케이,44780,11-Dec,6.76,-42.19,-6.52,-47.16,176.1,-62.3,-58.65,21.16,7.54,16.65,9.4,7.92,8.95,2.15,3.53,3.12,3.73,11.94,2.15,2.65,1.82,176.25,111.24,13.71,79.25,29.37,-6.38,-2.55,-9.6,55.79,52.65,42.62,67.52,418.1,87.62,68.67,44.21,55.79,36.88,85.25,29.21,160529.29,20497.87,544461.82,0,60.98,0.18,4.78,0.16,3.06,0,0,0,  특수 목적용 기계 제조업
(주)에이트원,230980,16-Dec,11111111.11,-100,-100,-100,-100,-100,120.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3660.44,0,77427.01,,,,,,,,0,0,  소프트웨어 개발 및 공급업
(주)에이티세미콘,89530,11-Dec,2.69,-100,-100,-100,-100,-100,,25.28,9.28,12.54,10.3,17.77,5.38,,,,,,,,,30.26,30.26,11.58,98.54,46.29,49.14,43.65,52.69,50.37,91.91,9.34,9.34,0,61.45,61.32,49.63,50.37,0,0,-21.54,310378.7,171224.7,406919.96,0,55.29,0.42,1,0.75,0,0.98,0,996123,  반도체 제조업
(주)에이팩트,200470,14-Dec,2.2,-100,-100,-100,-100,-100,,15.08,9.39,7.13,3.47,7.35,4.44,,,,,,,,,201.33,201.33,183.27,38.47,24.74,92.15,51.88,103.49,72.22,34.26,29.4,29.4,0,47.31,20.22,27.78,72.22,0,0,14.8,313554.34,818561.88,466142.69,0,59.05,0.4,0.23,0.8,0,0,0,0,"  그 외 기타 전문, 과학 및 기술 서비스업"
(주)에이프로젠,7460,11-Dec,-1.35,31.06,-50.59,449.25,,-77.66,-801.46,4.39,-21.99,-80.88,-5.39,-6.11,-19.4,8.72,14.93,6.42,2.54,9.71,8.72,0.98,1.66,76.79,71.32,1.41,60946.83,43.61,2.79,3.1,6.4,0.16,26624.74,58.72,63.22,120.3,75.35,50259.95,99.84,0.16,7.12,0,-19.11,486079.93,54916.14,1797475.21,0,-16.85,-0.05,-1.49,-0.05,-1.79,0.02,0,25089,  기타 금속 가공제품 제조업
(주)에이프로젠헬스케어앤게임즈,109960,11-Dec,-21.05,-100,-100,-100,-100,-100,-39.37,12.09,-14.38,-34.72,-18.28,-14.76,-17.8,2.41,4.36,3.79,27.92,8.02,2.41,2.54,,157.71,115.44,26.89,121.84,31.16,-13.25,-5.48,-23.36,45.08,69.13,59.14,80.79,278.91,94.7,113.64,54.92,45.08,26.8,73.24,29.57,16057.48,14939.34,335999.55,0.01,54.47,0.03,0.59,0.02,-9.38,0,657201,0,  기타 전문 도매업
(주)에코프로,86520,11-Dec,0.81,-100,-100,-100,-100,-100,-66.69,14.92,0.9,1.19,2.56,4.65,0.49,1.33,2.9,7.42,1.03,17.19,1.33,0.94,,126.4,65.72,6.95,135.84,52.34,2.76,3.09,3.04,42.4,123.44,20.86,40.12,321.01,51.04,74.87,57.6,42.4,48.01,229.85,8.38,324501.39,298634.3,807840.37,0,34.34,0.14,0.37,0.27,25.6,1.34,2405000,1175466,  일차전지 및 축전지 제조업
(주)에프알텍,73540,11-Dec,11111111.11,-96.15,-98.31,-93.8,-99.67,-94.25,0,20.46,-4.66,-2.91,-5.77,-12.25,-2.2,0.62,11.41,2.44,2.07,2.51,0.62,1.92,,485.25,468.29,185.97,17.51,0,17.11,4.74,0,85.1,0,58.69,60.82,74.83,0,14.73,14.9,85.1,3.49,4.4,48.29,91158.29,38056.06,357285.64,0,33.99,0.09,0.81,0.16,14.75,10.72,0,1441982,  통신 및 방송 장비 제조업
(주)에프앤리퍼블릭,64090,11-Dec,-1.37,-60.48,-79.03,15,312.63,-71.74,,12.74,-3.52,-27.96,-5.88,-5.49,-3.77,4.79,3.94,6.18,6.84,24.64,4.79,1.38,1.32,125.57,78.56,8.72,168.65,52.01,-34.01,-17.68,-41.05,37.22,139.73,49.32,78.83,202.56,0,168.65,62.78,37.22,37.44,183.87,16.05,41609.23,26290.46,235022.65,0,-56.88,-0.1,-0.9,-0.08,-3.81,3.88,0,1156502,  상품 종합 도매업
(주)에프엔씨엔터테인먼트,173940,14-Dec,598.34,-57.83,-95.09,5.04,-96.63,-50.63,-56.98,33.96,13.09,24.08,21.81,19.28,14.81,,,,,,,,,345.47,341.44,101.5,36.73,0.45,12.4,4.24,739.42,73.14,0.62,84.46,85.46,57.53,0,33.82,26.86,73.14,1.17,1.64,60.72,47005.68,10559.56,741551.35,0,446.47,0.28,19.87,0.36,0,0,,0,  창작 및 예술관련 서비스업
(주)엑사이엔씨,54940,11-Dec,6.24,0.41,219.22,-6.32,1231.23,-22.4,,12.57,3.96,12.6,7.99,4.95,6.38,3.85,16.24,8.11,5.04,8.24,3.85,3,2.81,117.51,102,25.69,123.09,19.93,33.69,11.53,93.27,44.82,44.46,52.21,60.15,86.94,83.75,114.19,55.18,44.82,13.21,88.61,8.97,142981.05,56054.03,443735.62,0,135.04,0.44,3.44,0.27,-8.74,0.15,1086168,180209,  실내건축 및 건축마무리 공사업
(주)엑세스바이오인코퍼레이션,950130,13-Dec,201.97,-58.64,-69.69,-58.43,-77.49,-18.09,2592.93,52.05,17.1,15.61,19.22,24.82,13.24,,,,,,,,,602.16,540.78,259.84,17.92,0.42,17.65,3.46,641.18,84.81,0.49,63.94,71.2,3981.19,14.46,13.94,15.19,84.81,10.19,12.22,59.38,216945.73,82427.34,1345227.14,0,235.02,0.38,6.19,0.49,0,0.82,,374185,  의료용품 및 기타 의약 관련제품 제조업
(주)엑셈,205100,14-Dec,-4.27,-100,-100,-100,-100,-100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,  소프트웨어 개발 및 공급업
(주)엑시콘,92870,15-Dec,9.04,4.76,59.59,-15.97,39305.55,-8.74,29.63,28.34,11.93,12.02,6.84,10.15,8.03,,,,,,,,,332.93,265.55,111.72,37.49,19.48,28.55,13.25,39.96,72.73,26.79,42.85,53.73,145.75,47.77,22.19,27.27,72.73,20.24,28.93,37.59,213215.71,140357.96,744925.07,0,57.66,0.17,0.88,0.28,3.42,9.54,1908000,5053831,  특수 목적용 기계 제조업
(주)엔에스엔,31860,11-Dec,-0.99,59.25,100.25,6.87,-42.61,251.97,-363.05,8.96,-5.31,-23.28,-0.78,-0.63,-6.62,1.83,11.22,5.15,5.47,39.41,1.83,4.77,2.5,207.92,152.22,29.91,50.88,11.44,-26.05,-7.05,-76.77,66.28,17.26,39.31,53.7,0,38.31,38.97,33.72,66.28,26.79,51.61,27.87,1741527.26,763980.87,7439411.22,0,53.99,0.13,1.23,0.1,9.52,0,300771,0,  상품 종합 도매업
(주)엔에이치엔벅스,104200,11-Dec,23.78,-1.46,-80.9,9.94,-100,74.39,,41.17,15.91,20.17,10.1,14.87,10.8,1.27,,6.68,35.39,6.52,1.27,1.46,0.96,182.18,182.18,15.3,69.47,12.38,19.36,11.24,64.08,59.01,20.99,70.65,70.65,86.27,0,65.72,40.99,59.01,0,0,31.87,7635.82,11125.63,326850.33,0,1284.81,0.3,8.82,0.43,52.59,0,0,0,  소프트웨어 개발 및 공급업
(주)엔이능률,53290,11-Dec,11111111.11,-41.55,1736.34,-40,1260.52,-35.82,7.64,54.1,9.32,10.32,8.31,9.69,7.99,1.1,4.35,3.14,16.69,15.34,1.1,3.91,1.17,339.29,300.69,146.31,29.42,0.15,65.84,18.31,9820.1,77.27,0.2,65.65,74.08,370.34,0,28.26,22.73,77.27,11.38,16.13,52.25,9341.72,0,193380.41,0,805.03,0.39,,0.48,30.3,1.12,1118607,535132,"  서적, 잡지 및 기타 인쇄물 출판업"
(주)엔지스테크널러지,208860,16-Dec,17.8,-86.68,105.66,-90.02,-100,-83.72,0,0,7.73,3.04,2.59,8.65,2.31,,,,,,,,,233.22,233.22,88.42,31.42,16.27,-1.93,-1.54,-2.84,76.09,21.38,53.59,53.59,0,0,30.2,23.91,76.09,0,0,30.61,79570.58,3343.53,341435.94,0,36.97,0.09,8.8,0.29,0,16.89,447032,621893,  소프트웨어 개발 및 공급업
(주)엔지켐생명과학,183490,18-Dec,-129.69,-22.2,61.41,22.42,83.65,126.71,,13.74,-46.47,-24.52,-21.37,-46.17,-21.51,,,,,,,,,779.76,669.1,55.93,13.99,4.28,-164.35,-43.58,-471.16,87.73,4.88,64.28,74.91,766.92,89.55,10.95,12.27,87.73,14.19,16.28,65.3,105359.25,98685.96,705741.83,0,-53.42,-0.08,-0.57,-0.17,21.79,34.24,0,10626388,  기초 의약물질 및 생물학적 제제 제조업
(주)엔케이,85310,11-Dec,1,417.86,1089.42,256.92,1086.38,116.11,,17.36,-0.4,-0.64,4.13,6.68,-0.25,1.77,2.34,2.99,1.52,13.41,1.77,0.95,1.22,98.7,57.99,11.74,175.06,54.09,3.17,3.36,3.73,36.36,148.79,30.13,51.28,378.89,81.63,142.92,63.64,36.36,41.25,0,-0.68,918037.9,666199.42,2405110.67,0,24.05,0.09,0.33,0.15,21.19,0,832624,0,"  구조용 금속제품, 탱크 및 증기발생기 제조업"
(주)엔케이맥스,182400,15-Dec,-135.11,-77.8,-98.04,-37.45,-65.58,-67.94,,68.76,-213.84,-40.77,-31.87,-253.78,-26.86,,,,,,,,,2439.93,2186.3,1923.52,12.56,6.26,-180.22,-258.96,-321.37,88.84,7.04,82.95,92.58,765.6,29.68,4.27,11.16,88.84,10.39,10.84,88.78,16786.53,0,376378.03,0,75.58,0.03,,0.43,0,71.61,0,1816031,  기초 의약물질 및 생물학적 제제 제조업
(주)엔투텍,227950,15-Dec,11111111.11,-100,-100,-100,,-100,446.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,  특수 목적용 기계 제조업
(주)엔피케이,48830,11-Dec,4.16,,,,,,-93.72,7.65,1,3.68,2.62,1.62,1.61,3.3,14.28,8.42,3.56,9.92,3.3,3.5,3.7,137.28,101.1,23.51,102.44,14.83,18.49,5.77,63.1,49.4,30.01,32.28,43.83,101.53,32.43,64.63,50.6,49.4,26.35,97.05,11.9,134226.11,149952.81,268925.24,0,61.11,0.31,0.55,0.19,5.23,0,0,0,  합성고무 및 플라스틱 물질 제조업
