회사명,거래소코드,회계년도,차입금비율(IFRS),차입금비율(IFRS연결),당좌자산구성비율(IFRS),당좌자산구성비율(IFRS연결),유동자산구성비율(IFRS),유동자산구성비율(IFRS연결),매출채권 대 매입채무비율(IFRS),매출채권 대 매입채무비율(IFRS연결),단기차입금 대 총차입금비율(IFRS),단기차입금 대 총차입금비율(IFRS연결),유동부채비율(IFRS),유동부채비율(IFRS연결),타인자본구성비율(IFRS),타인자본구성비율(IFRS연결),자기자본구성비율(IFRS),자기자본구성비율(IFRS연결),재고자산 대 유동자산비율(IFRS),재고자산 대 유동자산비율(IFRS연결),재고자산 대 순운전자본비율(IFRS),재고자산 대 순운전자본비율(IFRS연결),순운전자본비율(IFRS),순운전자본비율(IFRS연결)
(주)CMG제약,58820,Dec-11,25.22,13.74,45.45,46.14,55.41,56.18,602.31,602.31,89.64,80.71,41.66,42.33,33.6,33.95,66.4,66.05,17.97,17.88,35.88,35.59,27.75,28.23
(주)CMG제약,58820,Dec-12,61.69,55.28,77.42,77.32,82.6,82.49,323.41,323.41,10.94,0.57,21.09,21.5,44.55,44.68,55.45,55.32,6.28,6.27,7.31,7.33,70.91,70.6
(주)CMG제약,58820,Dec-13,2.89,2.89,60.11,60.08,68.37,68.34,282.72,282.72,0,0,11.21,11.23,12.35,12.37,87.65,87.63,12.07,12.09,14.1,14.12,58.54,58.5
(주)CMG제약,58820,Dec-14,3.13,3.15,40.34,40.28,48.79,48.74,285.31,285.31,0,0,17.76,17.79,15.59,15.61,84.41,84.39,17.32,17.36,25.01,25.09,33.8,33.72
(주)CMG제약,58820,Dec-15,0,0.01,36.89,36.82,46.53,46.47,254.69,254.69,0,0,18.87,18.91,17.17,17.2,82.83,82.8,20.72,20.77,31.2,31.32,30.9,30.82
(주)CMG제약,58820,Dec-16,0,0,65.22,65.22,70.98,70.98,219.41,219.41,0,0,9.04,9.04,8.9,8.9,91.1,91.1,8.12,8.12,9.18,9.18,62.75,62.75
(주)CMG제약,58820,Dec-17,0,0,66.92,66.92,74.13,74.13,215.55,215.55,0,0,11.11,11.11,10.61,10.61,89.39,89.39,9.73,9.73,11.24,11.24,64.2,64.2
(주)CMG제약,58820,Dec-18,0,0,63.65,63.65,71.14,71.14,414.65,414.65,0,0,8.17,8.17,9.09,9.09,90.91,90.91,10.54,10.54,11.76,11.76,63.71,63.71
(주)CMG제약,58820,Dec-19,0.16,0.16,73.62,73.62,78.33,78.33,468.79,468.79,45.27,45.27,5.17,5.17,6.29,6.29,93.71,93.71,6.01,6.01,6.41,6.41,73.49,73.49
(주)DB하이텍,990,Dec-11,242.51,229.64,15.95,16.9,22.47,23.33,303.34,336.28,0,0,273.15,257.97,75.36,74.31,24.64,25.69,28.99,27.57,0,0,-44.83,-42.95
(주)DB하이텍,990,Dec-12,248.28,234.33,19.5,19.86,26.39,26.7,315.6,384.99,68.49,68.49,205.19,190.94,76.11,74.87,23.89,25.13,26.13,25.64,0,0,-22.63,-21.27
(주)DB하이텍,990,Dec-13,336.53,324.25,14.29,14.23,21.18,21.07,200.88,199.26,58.3,58.3,241.63,232.89,81.2,80.65,18.8,19.35,32.56,32.46,0,0,-24.24,-23.99
(주)DB하이텍,990,Dec-14,483.77,545.5,17.68,18.11,24.58,25.14,226.88,225.55,40.52,40.52,276.37,311.87,86.42,87.74,13.58,12.26,28.09,27.94,0,0,-12.96,-13.08
(주)DB하이텍,990,Dec-15,189.32,206.91,24.92,25.83,33.22,34.3,216.17,207.92,23.96,23.96,87.2,96.06,72.39,74.2,27.61,25.8,24.98,24.71,90.78,89.06,9.14,9.52
(주)DB하이텍,990,Dec-16,115.87,123.51,28.6,29.65,36.18,37.39,264.29,249.46,33.11,33.11,74.62,80.2,63.79,65.35,36.21,34.65,20.97,20.69,82.82,80.62,9.16,9.6
(주)DB하이텍,990,Dec-17,80.53,78.01,27.98,28.03,35.65,35.58,270.85,252.94,11.24,11.24,32.41,31.86,54.83,54.14,45.17,45.86,21.53,21.21,36.52,35.99,21.01,20.97
(주)DB하이텍,990,Dec-18,56.21,54.62,32.09,31.92,36.18,35.95,271.97,271.06,9.05,9.05,28.9,28.08,48.36,47.64,51.64,52.36,11.28,11.19,19.21,18.93,21.25,21.24
(주)DB하이텍,990,Dec-19,39.16,39.2,34.03,34.39,38.79,39.15,336.29,332.91,25.48,25.48,34.03,34.08,40.77,40.8,59.23,59.2,12.27,12.16,25.54,25.1,18.63,18.97
(주)ES큐브,50120,Dec-11,0,0.25,40.68,51.85,41.53,61.43,88.11,461.69,0,0,12.36,37.71,13.46,29.26,86.54,70.74,2.04,15.59,2.75,27.56,30.83,34.75
(주)ES큐브,50120,Dec-12,0,0.39,34.07,38.6,34.99,49.06,179.78,297.97,0,0,8.09,12.05,10.73,13.88,89.27,86.12,2.63,21.33,3.31,27.06,27.76,38.68
(주)ES큐브,50120,Dec-13,0,0.36,67.55,68.08,68.45,81.37,161.76,334.9,0,0,6.16,8.57,7.99,10.11,92.01,89.89,1.31,16.33,1.43,18.04,62.78,73.67
(주)ES큐브,50120,Dec-14,0,5.41,47.23,70.89,47.82,81.63,133.86,284.54,0,0,7.41,12.1,8.21,12.34,91.79,87.66,1.23,13.16,1.44,15.13,41.02,71.03
(주)ES큐브,50120,Dec-15,0,3.89,47.09,61.84,47.94,74.04,182.23,211.48,0,0,3.99,10.83,4.78,10.73,95.22,89.27,1.76,16.47,1.91,18.95,44.14,64.37
(주)ES큐브,50120,Dec-16,42.67,41.56,41.13,41.3,41.54,48.39,92.31,263.79,4.03,4.03,6.54,4.75,33.15,31.82,66.85,68.18,0.97,14.64,1.08,15.69,37.16,45.15
(주)ES큐브,50120,Dec-17,40.06,39.28,42.3,40.32,42.69,48.2,101.93,199.81,4.2,4.2,5.72,5.08,31.9,31.23,68.1,68.77,0.91,16.35,1,17.63,38.79,44.7
(주)ES큐브,50120,Dec-18,53.32,50.84,26.27,31.86,26.78,40.08,115.33,356.25,94.08,94.16,56.67,53.16,38.68,37.07,61.32,62.93,1.93,20.5,0,124.01,-7.97,6.62
(주)ES큐브,50120,Dec-19,118.33,93.03,17.51,75.74,17.86,77.38,61.35,20592.7,61.02,60.81,101.49,310.83,60.32,84.04,39.68,15.96,1.93,2.13,0,5.93,-22.41,27.78
(주)HJ중공업,97230,Dec-11,134.88,182.52,34.14,28.86,37.28,33.99,416.86,132.35,29,32.69,96.03,132.98,67.99,73.47,32.01,26.53,8.41,15.08,47.97,0,6.54,-1.29
(주)HJ중공업,97230,Dec-12,163.56,215.87,38,31.14,40.75,34.54,424.71,96.91,49.64,46.07,114.05,142.72,68.62,73.95,31.38,26.05,6.75,9.84,55.48,0,4.96,-2.64
(주)HJ중공업,97230,Dec-13,162.71,230.21,25,32.72,33.39,41.73,109.8,99.6,62.19,65.15,137.99,200.42,69.1,75.48,30.9,24.52,25.11,21.58,0,0,-9.26,-7.42
(주)HJ중공업,97230,Dec-14,136.47,217.82,25.57,30.78,33.98,40.92,91.49,94.56,52.59,50.54,125.06,180.73,67.79,75.69,32.21,24.31,24.73,24.77,0,0,-6.31,-3.02
(주)HJ중공업,97230,Dec-15,158.07,222.9,19.43,26.3,34.99,41.08,59.62,51.9,82.81,74.48,185.73,250.64,70.3,76.86,29.7,23.14,44.47,35.97,0,0,-20.17,-16.92
(주)HJ중공업,97230,Dec-16,232.78,350.07,30.37,32.29,43.59,45.13,129.82,46.24,45.21,53.65,176.85,294.57,76.94,82.97,23.06,17.03,30.33,28.45,469.08,0,2.82,-5.04
(주)HJ중공업,97230,Dec-17,320.22,429.87,22.2,28.16,41.98,45.03,71.44,46.74,99.7,96.67,449.43,576.82,82.99,86.28,17.01,13.72,47.12,37.46,0,0,-34.46,-34.12
(주)HJ중공업,97230,Dec-18,0,0,36.16,43.96,57.91,62.95,51.95,55.46,34.67,34.67,0,0,116.7,125.91,0,-25.91,37.56,30.17,0,0,-4.5,-15.34
(주)HJ중공업,97230,Dec-19,456.52,456.22,37.95,37.92,52.71,52.65,81.84,88.36,84.02,83.86,744.27,753.17,89.97,90.08,10.03,9.92,27.99,27.97,0,0,-21.93,-22.05
(주)MH에탄올,23150,Dec-11,128.75,27.96,15.97,26.78,19.31,34.04,0,81716.41,88.81,32.19,118.38,183.43,58.68,68.21,41.32,31.79,17.3,21.31,0,0,-29.6,-24.28
(주)MH에탄올,23150,Dec-12,123.61,192.7,12.78,21.91,16.59,37.21,0,66557.71,89.51,90.04,114.8,205.72,57.82,70.47,42.18,29.53,22.97,41.13,0,0,-31.83,-23.53
(주)MH에탄올,23150,Dec-13,151.94,163.01,16.14,23.66,21.11,33.29,0,287248.6,89.97,89.08,143.98,164.02,61.54,64.62,38.46,35.38,23.56,28.92,0,0,-34.26,-24.74
(주)MH에탄올,23150,Dec-14,56.01,55.71,24.67,25.42,32.87,33.59,0,0,97.51,97.51,60.22,59.9,38.41,38.28,61.59,61.72,24.94,24.32,0,0,-4.22,-3.38
(주)MH에탄올,23150,Dec-15,32.34,32.17,23.07,23.92,27.65,28.48,0,0,97.4,97.4,35.68,35.48,26.84,26.73,73.16,73.27,16.56,16.01,295.25,183.62,1.55,2.48
(주)MH에탄올,23150,Dec-16,8.67,8.63,18.63,19.59,26.32,27.25,0,0,93.65,93.65,12.08,12.02,12.17,12.11,87.83,87.89,29.22,28.1,48.95,45.89,15.71,16.68
(주)MH에탄올,23150,Dec-17,56.5,237.29,11.85,15.83,16.97,16.95,0,2379.05,31.02,33.04,24.02,177.74,39.78,78.64,60.22,21.36,30.18,6.62,204.2,0,2.51,-21.02
(주)MH에탄올,23150,Dec-18,51.93,239.34,10.9,5.23,16.77,6.72,0,1679.28,29.48,25.28,20.07,154.04,37.56,79.19,62.44,20.81,34.98,22.11,138.46,0,4.24,-25.33
(주)MH에탄올,23150,Dec-19,60.01,302.7,9.94,5.46,17.94,7.27,0,1797.11,29.96,78.57,23.96,355.65,41.15,82.42,58.85,17.58,44.57,24.91,208.35,0,3.84,-55.27
(주)SH에너지화학,2360,Dec-11,45.12,44.61,35.68,37.48,46.53,48.09,3025.74,3032.99,99.37,99.37,50.92,52.23,37,37.69,63,62.31,23.33,22.07,75.1,68.27,14.45,15.55
(주)SH에너지화학,2360,Dec-12,44.02,44.03,33.71,35.01,47.58,48.71,1222.45,1264.27,86,86,44.27,45.47,36.69,37.43,63.31,62.57,29.14,28.13,70.92,67.64,19.55,20.26
(주)SH에너지화학,2360,Dec-13,40.1,40.2,41.67,42.64,52.53,53.45,1186.32,1206.44,98.21,98.21,50.06,50.48,36.55,37.01,63.45,62.99,20.67,20.23,52.29,49.93,20.77,21.65
(주)SH에너지화학,2360,Dec-14,11.47,11.36,38.12,41.92,50.86,54.47,1365.88,1384.72,0,0,24.48,24.55,23.55,23.93,76.45,76.07,25.05,23.04,39.63,35.06,32.14,35.8
(주)SH에너지화학,2360,Dec-15,7.52,7.51,45.88,48.75,55.89,59.05,2673.07,2729.66,0,0,18.51,18.64,20.44,20.67,79.56,79.33,17.91,17.44,24.32,23.27,41.16,44.26
(주)SH에너지화학,2360,Dec-16,3.4,3.42,55.94,58.36,64.73,67.66,2837.84,2792.03,0,0,11.84,12.02,16.16,16.39,83.84,83.61,13.57,13.74,16.03,16.14,54.8,57.6
(주)SH에너지화학,2360,Dec-17,3.31,3.3,49.15,53.95,64.2,69.9,1647.85,1678.27,0,0,7.93,7.69,14.23,14.06,85.77,85.94,23.45,22.82,26.23,25.2,57.4,63.29
(주)SH에너지화학,2360,Dec-18,3.36,3.32,46.93,51.87,64.18,70.04,2670.62,2749.34,0,0,6.39,6.32,13.92,13.92,86.08,86.08,26.88,25.95,29.4,28.13,58.68,64.61
(주)SH에너지화학,2360,Dec-19,9,8.85,48.63,54.13,61.75,67.71,1817.86,1864.22,41.4,41.4,7.23,7.6,19.6,19.78,80.4,80.22,21.24,20.05,23.45,22.03,55.94,61.61
(주)SIMPAC,9160,Dec-11,27.95,25.78,42.05,40.66,50.92,49.18,159.9,160.8,77.04,77.04,75.03,69.24,47.52,45.66,52.48,54.34,17.43,17.31,76.84,73.71,11.55,11.55
(주)SIMPAC,9160,Dec-12,22.68,21.47,40.79,39.98,49.01,47.94,168.68,170.02,75.21,75.21,60.76,57.68,42.14,41.05,57.86,58.95,16.78,16.6,59.35,57.1,13.86,13.93
(주)SIMPAC,9160,Dec-13,33.52,31.76,23.13,22.93,30.45,30.01,182.09,182.56,89.95,89.95,67.58,64.07,43.43,42.31,56.57,57.69,24.04,23.61,0,0,-7.77,-6.95
(주)SIMPAC,9160,Dec-14,15.12,18.64,26.16,27.26,35.84,37.92,165.16,158.91,91.89,93.88,56.93,62.39,38.08,42.63,61.92,57.37,27.02,28.11,1630.89,500.06,0.59,2.13
(주)SIMPAC,9160,Dec-15,19.31,22.93,24.15,27.88,37.38,41.17,141.85,145.26,0,99.59,64.95,72.98,40.41,45.13,59.59,54.87,35.39,32.29,0,1176.28,-1.32,1.13
(주)SIMPAC,9160,Dec-16,17.47,22.8,26.41,31.31,37.75,42.31,118.78,143.41,0,99.6,57.16,64.61,37.48,42.47,62.52,57.53,30.05,26,562.97,214.43,2.01,5.13
(주)SIMPAC,9160,Dec-17,22.34,22.93,26.39,29.23,36.38,39.53,268.07,260.25,0,99.68,51.03,54.25,34.76,36.82,65.24,63.18,27.48,26.05,323.3,196.07,3.09,5.25
(주)SIMPAC,9160,Dec-18,25.11,26.07,26.95,29.44,43.48,45.58,152.93,157.58,0,99.89,50.58,52.53,34.57,36.19,65.43,63.81,38.02,35.41,159.16,133.84,10.39,12.06
(주)SIMPAC,9160,Dec-19,25.12,29.19,25.36,29.6,36.85,42.58,176.02,163.65,97.74,98.93,42.49,49.75,31.13,35.04,68.87,64.96,31.18,30.49,151.49,126.48,7.59,10.26
(주)SNT에너지,100840,Dec-11,12.45,,47.03,,52.61,,137.93,,0,,59.78,,41.92,,58.08,,10.6,,31.18,,17.89,
(주)SNT에너지,100840,Dec-12,2.65,,49.2,,55.14,,140.21,,0,,48.25,,37.4,,62.6,,10.78,,23.84,,24.94,
(주)SNT에너지,100840,Dec-13,2.62,,52.46,,58.17,,108.13,,0,,46.42,,36.42,,63.58,,9.81,,19.92,,28.66,
(주)SNT에너지,100840,Dec-14,2.66,,50.16,,55.99,,158.47,,0,,36.88,,31.79,,68.21,,10.41,,18.9,,30.83,
(주)SNT에너지,100840,Dec-15,0,,54.83,,58.21,,216.31,,0,,27.78,,26.82,,73.18,,5.81,,8.93,,37.88,
(주)SNT에너지,100840,Dec-16,0,,58.9,,60.84,,202.26,,0,,44.47,,33.97,,66.03,,3.2,,6.19,,31.49,
(주)SNT에너지,100840,Dec-17,0,,56.81,,57.59,,300.69,,0,,21.01,,22.13,,77.87,,1.34,,1.88,,41.23,
(주)SNT에너지,100840,Dec-18,0,,53.32,,55.35,,193.19,,0,,13.64,,17.69,,82.31,,3.66,,4.59,,44.12,
(주)SNT에너지,100840,Dec-19,0.02,0.03,57.97,58.33,61.02,61.39,444.95,358.21,0,0,26.53,27.54,25.9,26.64,74.1,73.36,5.01,4.98,7.39,7.42,41.37,41.19
(주)SNT홀딩스,36530,Dec-11,0,6.48,16.66,36.1,16.66,49.03,0,103.95,0,99.26,0.05,45.6,0.07,38.3,99.93,61.7,0,26.38,0,61.89,16.61,20.9
(주)SNT홀딩스,36530,Dec-12,0,5.18,10.47,34.62,10.47,48.14,0,121.68,0,98.2,0.04,40.99,0.09,36.48,99.91,63.52,0,28.09,0,61.17,10.43,22.1
(주)SNT홀딩스,36530,Dec-13,0,5.86,12.39,35.35,12.39,49.82,0,109.33,0,99.08,0.08,41.42,0.12,36.05,99.88,63.95,0,29.06,0,62.04,12.31,23.34
(주)SNT홀딩스,36530,Dec-14,0,2.46,11.79,34.86,11.79,48.79,0,121.85,0,98.51,0.06,35.23,0.1,33.51,99.9,66.49,0,28.54,0,54.9,11.73,25.36
(주)SNT홀딩스,36530,Dec-15,0,0.49,23.23,40.2,23.23,52.59,0,143.28,0,96.75,2.05,28.36,2.01,29.51,97.99,70.49,0,23.56,0,38.02,21.22,32.59
(주)SNT홀딩스,36530,Dec-16,0,0.47,22.82,43.82,22.82,54.54,0,136.89,0,0,0.07,31.82,0.07,30.73,99.93,69.27,0,19.65,0,32.98,22.75,32.5
(주)SNT홀딩스,36530,Dec-17,0,0.43,23.09,45.28,23.09,55.34,1038.44,126.47,0,0,0.07,29.54,0.07,29.21,99.93,70.79,0,18.18,0,29.21,23.02,34.43
(주)SNT홀딩스,36530,Dec-18,0,0.43,21.18,44.84,21.18,55.26,0,121.27,0,0,0.05,25.39,0.05,28.88,99.95,71.12,0,18.86,0,28.01,21.13,37.2
(주)SNT홀딩스,36530,Dec-19,0,0.08,7.61,46.35,7.61,56.63,0,159.09,0,32.17,0.06,24.95,0.06,27.31,99.94,72.69,0,18.14,0,26.69,7.55,38.49
(주)STX,11810,Dec-11,150.58,132.78,22.8,21.31,30.08,27.33,162.9,152.08,67.97,57.95,134.7,106.57,64.73,63.4,35.27,36.6,24.21,22.04,0,0,-17.43,-11.68
(주)STX,11810,Dec-12,157.41,187.1,23.19,25.69,26.56,29.29,191.5,172.8,84.26,63.73,162.13,156.85,65.18,70.27,34.82,29.73,12.66,12.3,0,0,-29.89,-17.35
(주)STX,11810,Dec-13,0,0,54.53,52.11,58.93,59.11,195.4,127.51,60.59,62.47,0,0,148.05,137.96,0,0,7.46,11.85,0,0,-39.71,-36.13
(주)STX,11810,Dec-14,1580.23,951.28,54.16,54.66,68.04,71.2,256.52,180.51,60.99,62.02,1224.13,842.07,94.87,92.54,5.13,7.46,20.4,23.24,263.79,197.92,5.26,8.36
(주)STX,11810,Dec-15,1138.71,1246.41,49.13,46.23,62.69,71.19,176.47,93.87,65.24,68.25,937.45,1198.04,93.16,94.29,6.84,5.71,21.64,35.06,0,892.68,-1.41,2.8
(주)STX,11810,Dec-16,0,0,48.04,36.77,70.31,68.72,117.27,107.47,95.74,96.09,0,0,152.4,146.71,0,-46.71,31.67,46.5,0,0,-75.37,-69.01
(주)STX,11810,Dec-17,669.5,818.95,47.38,46.88,67.24,75.82,101.54,90.72,93.54,94.45,1015.39,1301.65,91.41,93.22,8.59,6.78,29.54,38.17,0,0,-20,-12.46
(주)STX,11810,Dec-18,458.85,517.79,46.72,52.96,66.67,76.32,167.23,168.05,92.08,93.18,581.77,724.06,86.07,88.44,13.93,11.56,29.92,30.61,0,0,-14.35,-7.35
(주)STX,11810,Dec-19,596.15,590.05,43.83,47.78,63.21,68.99,134.25,137.76,88.66,86.56,745.12,781.31,89.06,89.95,10.94,10.05,30.66,30.74,0,0,-18.3,-9.53
(주)TCC스틸,2710,Dec-11,61.76,63.59,21.32,22.86,40.1,40.39,220.17,220.36,79.93,81.18,70.01,73.45,49.57,50.38,50.43,49.62,46.83,43.4,391.64,445.09,4.8,3.94
(주)TCC스틸,2710,Dec-12,72.55,100.62,21.16,21.53,38.45,39.93,205.47,171.22,49.18,59.19,55.18,84.83,52.18,58.69,47.82,41.31,44.98,46.08,143.34,376.6,12.07,4.89
(주)TCC스틸,2710,Dec-13,78.48,124.1,19.67,18.92,33.79,40.47,216.87,175.95,38.51,40.21,46.9,75.7,52.71,62.16,47.29,37.84,41.79,53.26,121.66,182.3,11.61,11.82
(주)TCC스틸,2710,Dec-14,86.14,148,17.79,19.76,30.61,42.33,230.99,227.51,84.46,82.08,90.23,150.05,54.46,65.69,45.54,34.31,41.87,53.32,0,0,-10.49,-9.15
(주)TCC스틸,2710,Dec-15,203.6,195.51,47.31,50.8,61.13,63.81,219.98,176.61,18.61,24,158.42,178.6,76.85,77.15,23.15,22.85,22.6,20.39,56.51,56.56,24.45,23
(주)TCC스틸,2710,Dec-16,114.39,113.28,20.77,24.36,38.67,42.69,210.28,224.23,28.89,35.15,83.7,91.2,63.08,63.47,36.92,36.53,46.28,42.93,230.37,195.42,7.77,9.38
(주)TCC스틸,2710,Dec-17,135.93,127.28,21.63,24.21,40.95,43.15,225.78,238.94,0,99.86,165.81,158.6,63.99,63.79,36.01,36.21,47.17,43.89,0,0,-18.76,-14.28
(주)TCC스틸,2710,Dec-18,119.43,109.51,24.74,27.22,47.97,49.93,145.12,127.35,36.24,36.07,83.41,83.01,63.32,63.17,36.68,36.83,48.42,45.47,133.69,117.3,17.37,19.36
(주)TCC스틸,2710,Dec-19,133.65,115.69,20.16,24.31,45.1,47.42,156.6,152.02,95.56,92.98,156.83,142.07,63.92,62.81,36.08,37.19,55.29,48.74,0,0,-11.48,-5.41
(주)가비아,79940,Dec-11,15.56,7.77,24.75,44.37,24.79,44.4,491.39,1075.13,74.78,74.78,49.19,28.57,34.85,25.08,65.15,74.92,0.16,0.05,0,0.1,-7.26,22.99
(주)가비아,79940,Dec-12,36.75,22.44,18.38,37.24,18.56,37.54,78.26,246.86,15.6,26.92,34.41,25.21,39.83,30.85,60.17,69.15,0.96,0.78,0,1.45,-2.14,20.11
(주)가비아,79940,Dec-13,27.76,15.55,19.71,40.91,19.87,41.01,151.22,319.46,43.1,48.44,33.28,21.87,33.23,24.81,66.77,75.19,0.78,0.25,0,0.42,-2.36,24.57
(주)가비아,79940,Dec-14,22.28,11.92,26.64,42.54,26.64,42.54,107.79,0,45,48.06,34.5,21.49,31.86,23.37,68.14,76.63,0,0,0,0,3.13,26.07
(주)가비아,79940,Dec-15,12.95,7.15,30.24,49.71,30.24,49.71,149.49,360.53,0,8.49,22.81,15.71,26.34,19.97,73.66,80.03,0,0,0,0,13.44,37.14
(주)가비아,79940,Dec-16,12.11,9.8,20.01,46.8,20.01,47.89,152.89,255.14,0,23.4,22.56,21.25,25.75,23.72,74.25,76.28,0,2.26,0,3.42,3.25,31.68
(주)가비아,79940,Dec-17,11.54,9.61,23.26,48.31,23.26,49.57,116,236.35,0,82.29,36.35,29.43,26.66,25.11,73.34,74.89,0,2.53,0,4.56,-3.4,27.52
(주)가비아,79940,Dec-18,13.04,10.39,26.53,50.23,26.53,51.54,154.63,476.52,84.62,72.05,36.3,26.09,28.11,24.6,71.89,75.4,0,2.54,0,4.11,0.43,31.87
(주)가비아,79940,Dec-19,26.49,26.05,16.4,42.14,16.4,43.46,148.64,503.42,42.6,47.95,37.46,31.93,34.81,32.49,65.19,67.51,0,3.04,0,6.04,-8.02,21.9
(주)강스템바이오텍,217730,Dec-15,5.03,,74.3,,75.64,,238.87,,26.95,,13.96,,14.99,,85.01,,1.77,,2.1,,63.77,
(주)강스템바이오텍,217730,Dec-16,67.66,,78.8,,80.03,,61.63,,1.67,,14.06,,51.57,,48.43,,1.54,,1.68,,73.22,
(주)강스템바이오텍,217730,Dec-17,51.08,58.21,50.76,49.83,54.63,53.49,14,35.57,2.06,13.4,16.22,26.01,44.58,48.13,55.42,51.87,7.09,6.83,8.49,9.14,45.64,40
(주)강스템바이오텍,217730,Dec-18,32.29,36.59,65.83,64.31,66.59,66.94,445.49,114.06,74.16,74.5,28.79,42.15,27.56,34.99,72.44,65.01,1.14,3.92,1.66,6.63,45.73,39.53
(주)강스템바이오텍,217730,Dec-19,27.31,45.01,50.8,48.52,50.83,48.76,5.72,53.91,63.94,41.71,21.59,29.98,28.17,39.53,71.83,60.47,0.07,0.48,0.1,0.77,35.32,30.63
(주)강원랜드,35250,Dec-11,0,0,40.82,42.84,40.9,42.92,252.61,254.04,0,0,19.29,19.53,16.56,16.75,83.44,83.25,0.2,0.19,0.33,0.31,24.8,26.66
(주)강원랜드,35250,Dec-12,0,0,38.28,40.05,38.33,40.1,254.91,288.54,0,0,21.68,21.85,18.26,18.39,81.74,81.61,0.11,0.1,0.2,0.19,20.6,22.26
(주)강원랜드,35250,Dec-13,0,0,33.22,34.78,33.26,34.83,269.91,274.76,0,0,22.52,22.65,18.72,18.84,81.28,81.16,0.14,0.14,0.32,0.29,14.96,16.45
(주)강원랜드,35250,Dec-14,0,0,39.89,40.61,39.92,40.65,156,161.91,0,0,22.82,23.08,19.65,19.84,80.35,80.16,0.09,0.09,0.17,0.16,21.59,22.14
(주)강원랜드,35250,Dec-15,0,0,47.03,47.38,47.08,47.43,132.82,134.49,0,0,22.11,22.17,18.73,18.78,81.27,81.22,0.09,0.09,0.15,0.15,29.1,29.42
(주)강원랜드,35250,Dec-16,0,0.03,45.21,45.44,45.25,45.48,136.1,137.74,0,0,22.06,22.1,18.19,18.25,81.81,81.75,0.07,0.07,0.12,0.12,27.2,27.41
(주)강원랜드,35250,Dec-17,0,0.04,51.51,51.68,51.54,51.71,137.92,138.43,0,0,19.44,19.46,16.3,16.35,83.7,83.65,0.06,0.06,0.09,0.09,35.27,35.43
(주)강원랜드,35250,Dec-18,0,0,41.34,41.55,41.36,41.57,273.17,274.97,0,0,17.71,17.73,15.21,15.23,84.79,84.77,0.07,0.07,0.1,0.1,26.35,26.54
(주)강원랜드,35250,Dec-19,1.79,1.83,42.03,42.24,42.11,42.32,201.85,203.32,3.26,3.52,17.49,17.52,16.18,16.23,83.82,83.77,0.19,0.19,0.3,0.3,27.45,27.64
(주)강원에너지,114190,Nov-11,0,,81.84,,89.26,,90.58,,0,,118.56,,54.39,,45.61,,8.32,,21.11,,35.19,
(주)강원에너지,114190,Dec-12,33.52,,85.91,,90.18,,236.27,,0,,146.73,,59.55,,40.45,,4.73,,13.84,,30.82,
(주)강원에너지,114190,Dec-13,6.87,,82.09,,84.97,,228.9,,0,,57.9,,36.67,,63.33,,3.39,,5.96,,48.31,
(주)강원에너지,114190,Dec-14,0,,70.21,,72.8,,280.04,,0,,32.88,,24.75,,75.25,,3.56,,5.39,,48.05,
(주)강원에너지,114190,Dec-15,0,17.67,71.05,72.19,72.58,73.64,175.75,175.75,0,0,47.46,33.33,32.19,33.79,67.81,66.21,2.1,1.96,3.77,2.8,40.4,51.57
(주)강원에너지,114190,Dec-16,0,18.16,69.93,69.16,70.4,69.59,508.19,508.19,0,0,31.82,21.95,24.14,28.63,75.86,71.37,0.67,0.62,1.02,0.81,46.27,53.93
(주)강원에너지,114190,Dec-17,5.97,22.72,75.41,72.66,75.82,73.05,295.63,295.63,0,8.76,77.85,69.76,46.32,48.16,53.68,51.84,0.54,0.53,1.21,1.05,34.03,36.89
(주)강원에너지,114190,Dec-18,34.99,48.69,77.61,74.6,78.22,75.18,375.08,375.08,0,0,81.77,86.86,45.01,46.5,54.99,53.5,0.78,0.77,1.82,2.02,33.25,28.72
(주)강원에너지,114190,Dec-19,49.9,88.19,54.85,53.75,55.07,53.96,178.77,178.77,59.5,75.15,120.35,145.99,58.44,62.68,41.56,37.32,0.39,0.39,4.27,0,5.05,-0.52
(주)갤럭시아에스엠,11420,Dec-11,7.74,7.52,42.55,54.62,42.55,54.66,491.32,430.89,0,0,48.91,61.98,39.72,43.97,60.28,56.03,0,0.08,0,0.22,13.07,19.93
(주)갤럭시아에스엠,11420,Dec-12,5.57,13.32,53.93,56.2,53.93,56.28,268.38,142.92,0,40.58,49.44,51.88,37.38,41.09,62.62,58.91,0,0.15,0,0.33,22.98,25.72
(주)갤럭시아에스엠,11420,Dec-13,8.58,20.58,45.9,52.54,45.9,52.87,339.67,127.16,0,89.94,42.23,62.83,34.21,42.89,65.79,57.11,0,0.63,0,1.98,18.12,16.99
(주)갤럭시아에스엠,11420,Dec-14,11.24,19,53.06,57.95,54.06,59.07,373.69,148.39,0,59.66,62.84,77,42.26,48.74,57.74,51.26,1.85,1.9,5.61,5.73,17.78,19.6
(주)갤럭시아에스엠,11420,Dec-15,0,2.77,60.24,64.66,60.24,64.68,300.55,158.1,0,65.28,29.53,33.92,24.6,27.59,75.4,72.41,0,0.03,0,0.04,37.98,40.11
