회사명,거래소코드,회계년도,차입금비율(IFRS),차입금비율(IFRS연결),당좌자산구성비율(IFRS),당좌자산구성비율(IFRS연결),유동자산구성비율(IFRS),유동자산구성비율(IFRS연결),매출채권 대 매입채무비율(IFRS),매출채권 대 매입채무비율(IFRS연결),단기차입금 대 총차입금비율(IFRS),단기차입금 대 총차입금비율(IFRS연결),유동부채비율(IFRS),유동부채비율(IFRS연결),타인자본구성비율(IFRS),타인자본구성비율(IFRS연결),자기자본구성비율(IFRS),자기자본구성비율(IFRS연결),재고자산 대 유동자산비율(IFRS),재고자산 대 유동자산비율(IFRS연결),재고자산 대 순운전자본비율(IFRS),재고자산 대 순운전자본비율(IFRS연결),순운전자본비율(IFRS),순운전자본비율(IFRS연결)
(주)대성미생물연구소,36480,Dec-16,4.9,,39.62,,57.78,,157.85,,76.31,,16.34,,18.52,,81.48,,31.43,,40.84,,44.46,
(주)대성미생물연구소,36480,Dec-17,3.96,,35.6,,55.11,,241.85,,89.58,,10.16,,12.9,,87.1,,35.4,,42.18,,46.26,
(주)대성미생물연구소,36480,Dec-18,2.5,,39.56,,60.37,,205.22,,0,,11.25,,13.36,,86.64,,34.47,,41.11,,50.62,
(주)대성미생물연구소,36480,Dec-19,34.11,,30.91,,49.07,,158.12,,5.91,,10.86,,31.97,,68.03,,37.01,,43.56,,41.68,
(주)대성엘텍,25440,Dec-11,230.36,282.54,31.51,26.72,49.56,46.69,304.81,197.11,93.69,94.63,278.5,345.05,74.97,78.58,25.03,21.42,36.42,42.77,0,0,-20.14,-27.21
(주)대성엘텍,25440,Dec-12,188.86,291.32,26.32,29.63,42.22,47.01,167.5,160.57,79.67,81.96,206.89,331.41,71.53,79.68,28.47,20.32,37.67,36.98,0,0,-16.67,-20.32
(주)대성엘텍,25440,Dec-13,216.48,209.84,24.92,26.52,42.87,43.32,154.73,145.35,43.47,49.23,188.31,199.74,76.45,76.1,23.55,23.9,41.87,38.79,0,0,-1.47,-4.41
(주)대성엘텍,25440,Dec-14,194.47,196.58,25.72,26.59,44.61,44.65,144.84,139.86,56.92,60.08,207.09,217.94,75.31,75.59,24.69,24.41,42.35,40.45,0,0,-6.53,-8.55
(주)대성엘텍,25440,Dec-15,188.66,195.61,25.3,29.59,46.05,49.96,142.53,142.65,39.56,44.05,170.19,190.34,75.14,76.03,24.86,23.97,45.07,40.78,553.77,470.77,3.75,4.33
(주)대성엘텍,25440,Dec-16,67.25,75.83,28.66,32.8,46.11,50.24,219.24,204.38,78.81,81.3,95.02,112.89,54.61,57.99,45.39,42.01,37.85,34.71,585.04,618.39,2.98,2.82
(주)대성엘텍,25440,Dec-17,63.79,67.08,27.88,31.32,45.72,50.06,203.15,183.07,95.74,96.18,114.33,115.4,56.15,56.2,43.85,43.8,39.02,37.44,0,0,-4.41,-0.48
(주)대성엘텍,25440,Dec-18,75.94,74.97,26.22,29.75,45.78,49.51,138.96,152.12,79.03,80.02,118.29,123.19,60.1,60.82,39.9,39.18,42.73,39.92,0,1590.83,-1.42,1.24
(주)대성엘텍,25440,Dec-19,106.89,107.1,21.5,25.59,43.7,46.84,121.74,151.54,83.02,83.4,153.09,152.06,65.71,65.57,34.29,34.43,50.81,45.35,0,0,-8.8,-5.52
(주)대성파인텍,104040,Dec-11,39.87,39.72,46.05,46.28,57.49,58.11,165.85,162.65,72.44,71.03,67.68,68.31,44.8,45.13,55.2,54.87,19.9,20.36,56.84,57.34,20.12,20.63
(주)대성파인텍,104040,Dec-12,22.04,21.55,46.54,47.66,56.6,57.99,276.22,253.84,94.2,94.2,44.07,45.64,32.26,32.97,67.74,67.03,17.78,17.8,37.63,37.69,26.74,27.39
(주)대성파인텍,104040,Dec-13,18.31,20.47,52.21,51.83,61.57,61.42,257.68,240.19,99.79,87.82,39.58,40.83,29.3,31.11,70.7,68.89,15.2,15.62,27.87,28.81,33.58,33.29
(주)대성파인텍,104040,Dec-14,34.67,37.59,39.96,39.72,52.41,52.05,282.1,263.59,97.27,89.26,54.86,55.62,37.47,38.95,62.53,61.05,23.75,23.69,68.75,68.14,18.11,18.1
(주)대성파인텍,104040,Dec-15,34.67,37.17,46.26,46.11,57.56,57.23,313.65,290.71,72.56,73.24,46.46,49.66,37.18,38.6,62.82,61.4,19.63,19.43,39.83,41.59,28.37,26.74
(주)대성파인텍,104040,Dec-16,40.11,41.33,44.36,44.14,52.3,52.07,316.63,295.94,65.97,66.47,42.91,45.63,37.01,38.16,62.99,61.84,15.18,15.23,31.41,33.24,25.27,23.85
(주)대성파인텍,104040,Dec-17,57.2,59.19,29.47,29.51,36.75,36.89,226.85,215.86,43.87,45.59,42.65,45.27,43.38,44.25,56.62,55.75,19.81,20.02,57.76,63.38,12.61,11.65
(주)대성파인텍,104040,Dec-18,61.35,61.27,22.95,24.81,31.24,33.03,268.84,259.89,42.61,42.61,40.5,41.96,43.59,44.04,56.41,55.96,26.55,24.89,98.81,86.05,8.4,9.55
(주)대성파인텍,104040,Dec-19,60.09,58.56,20.26,22.78,27.01,29.42,298.33,298.33,46.24,46.24,40.58,39.91,42.68,42.17,57.32,57.83,25,22.57,179.99,104.65,3.75,6.35
(주)대양금속,9190,Dec-11,440.46,489.57,38.06,33.95,56.31,57.71,240.46,181.61,95.87,95.87,518.06,575.82,84.39,85.73,15.61,14.27,32.4,41.16,0,0,-24.56,-24.44
(주)대양금속,9190,Dec-12,422.53,413.7,26.34,24.68,44.9,45.25,402.37,336.16,28.24,28.24,200.14,197.75,83.74,83.5,16.26,16.5,41.34,45.46,150.08,162.86,12.37,12.63
(주)대양금속,9190,Dec-13,317.45,321.95,26.93,25.38,51.4,51.27,241.42,220.26,9.27,9.27,108.38,109.92,80.31,80.53,19.69,19.47,47.62,50.49,81.42,86.67,30.06,29.87
(주)대양금속,9190,Dec-14,1429.26,1429.26,27.88,27.88,54.99,54.99,182.5,182.5,0,0,1839.05,1839.05,94.98,94.98,5.02,5.02,49.3,49.3,0,0,-37.26,-37.26
(주)대양금속,9190,Dec-15,594.07,,31.39,,57.57,,590.95,,0,,684.17,,87.69,,12.31,,45.47,,0,,-26.66,
(주)대양금속,9190,Dec-16,413.6,,31.47,,62.96,,663.46,,0,,481.9,,83.49,,16.51,,50.02,,0,,-16.6,
(주)대양금속,9190,Dec-17,211.91,,33.22,,64.84,,509.83,,94.94,,240.26,,72.9,,27.1,,48.76,,0,,-0.28,
(주)대양금속,9190,Dec-18,119.89,,32.6,,65.7,,680.22,,0,,168.9,,65.69,,34.31,,50.37,,427.67,,7.74,
(주)대양금속,9190,Dec-19,12.72,,38.68,,67.24,,920.81,,99.89,,31.54,,26.28,,73.72,,42.48,,64.93,,44,
(주)대우건설,47040,Dec-11,50.11,58.51,56.77,54.72,64.7,65.44,386.04,376.97,40.01,34.98,106.45,108.04,62.6,63.96,37.4,36.04,12.26,16.39,31.87,40.46,24.88,26.51
(주)대우건설,47040,Dec-12,72.51,80.69,56,53.65,67.5,68.13,582.81,571.33,52.83,47.86,117.68,121.87,63.71,65.4,36.29,34.6,17.04,21.24,46.38,55.74,24.8,25.96
(주)대우건설,47040,Dec-13,107.48,113.46,54.77,54,68.94,68.65,641.23,634.68,52.17,53.1,169.88,179.27,73.03,73.78,26.97,26.22,20.56,21.34,61.29,67.64,23.13,21.65
(주)대우건설,47040,Dec-14,90.22,98.57,57.01,56.1,69.11,68.11,671.29,678.45,55.52,54.54,154.92,155.33,73.21,73.44,26.79,26.56,17.51,17.62,43.83,44.72,27.61,26.84
(주)대우건설,47040,Dec-15,77.97,89.55,53.7,53.34,66.95,66,613.83,614.38,67.35,62.83,160.1,165.03,71.15,72.12,28.85,27.88,19.79,19.18,63.84,63.36,20.76,19.98
(주)대우건설,47040,Dec-16,119.12,132.94,53.22,51.35,62.44,63.78,224.76,225.29,93.9,94.68,301.96,319.26,78.5,79.24,21.5,20.76,14.77,19.49,0,0,-2.48,-2.5
(주)대우건설,47040,Dec-17,76.73,86.5,52.42,51.85,58.11,60.13,241.89,247.72,88.39,81.92,225.04,231.32,73.14,74.04,26.86,25.96,9.79,13.77,0,9805.47,-2.33,0.08
(주)대우건설,47040,Dec-18,84.83,92.63,49.02,49.5,57.14,59.51,372.99,387.74,75.87,71.26,206.85,209.03,72.94,73.46,27.06,26.54,14.2,16.83,691.42,247.91,1.17,4.04
(주)대우건설,47040,Dec-19,113.77,115.24,52.95,53.38,61.3,62.38,383.87,430.95,50.06,51.61,212.98,204.35,75.1,74.34,24.9,25.66,13.62,14.43,101,90.48,8.27,9.95
(주)대웅,3090,Dec-11,0,17.46,6.5,21.37,6.5,28.92,725.94,136.26,0,81.15,1.27,31.7,6.7,29.53,93.3,70.47,0,26.09,0,114.67,5.32,6.58
(주)대웅,3090,Dec-12,0,13,8.87,20.82,8.87,30.02,253.22,132.05,0,93.72,1.22,24.46,5.72,23.14,94.28,76.86,0,30.64,0,81.96,7.72,11.22
(주)대웅,3090,Dec-13,0,10.49,9.56,32,9.56,49.09,1626.48,198.41,0,44.42,1.2,20.82,5.43,23.53,94.57,76.47,0,34.82,0,51.53,8.43,33.17
(주)대웅,3090,Dec-14,0,23.6,10.48,38.01,10.48,53.66,718.73,221.01,0,16.59,1.55,18.45,5.34,29.88,94.66,70.12,0,29.17,0,38.43,9.02,40.73
(주)대웅,3090,Dec-15,0,29.09,24.66,34.63,24.76,49.48,512.32,257.65,0,21.42,4.24,21.54,7.69,33.31,92.31,66.69,0.39,30.01,0.46,42.29,20.85,35.11
(주)대웅,3090,Dec-16,0,47.78,25.3,32.54,25.31,47.63,109.98,219.78,0,30,2.05,30.7,5.59,41.07,94.41,58.93,0.05,31.69,0.05,51.09,23.37,29.54
(주)대웅,3090,Dec-17,0,40.99,23.93,30.31,23.93,46.39,434.82,264.18,0,24.86,2.26,29.89,5.53,39.37,94.47,60.63,0,34.66,0,56.88,21.79,28.27
(주)대웅,3090,Dec-18,0,40.12,21.11,28.09,21.11,46.11,0,267.11,0,53.55,2.08,39.67,5.13,39.43,94.87,60.57,0,39.1,0,81.62,19.13,22.09
(주)대웅,3090,Dec-19,0.23,38.34,16.93,30.44,16.93,45.43,0,221.22,57.44,25.57,1.91,27.49,5.21,38.48,94.79,61.52,0,32.98,0,52.54,15.12,28.52
(주)대웅제약,69620,Dec-11,8.35,8.75,31.96,31.7,49.14,48.69,213.82,214.37,0,0,32.35,32.54,27.18,27.29,72.82,72.71,34.95,34.9,67.13,67.89,25.58,25.04
(주)대웅제약,69620,Dec-12,0.09,0.74,30.14,29.9,48.07,47.64,213.65,214.23,0,0,19.28,20.14,19.4,19.85,80.6,80.15,37.29,37.24,55.11,56.32,32.53,31.5
(주)대웅제약,69620,Dec-13,9.19,9.79,32.98,34.02,53.03,53.91,238.18,232.04,0.82,7.01,18.61,19.91,23.58,24.36,76.42,75.64,37.8,36.89,51.65,51.19,38.81,38.85
(주)대웅제약,69620,Dec-14,31.6,31.69,36.45,42.05,52.84,58.16,271.63,259.81,1.66,3.36,16.27,17.49,33.8,34.39,66.2,65.61,31.02,27.7,38.96,34.51,42.07,46.68
(주)대웅제약,69620,Dec-15,47.57,40.82,26.74,32.67,41.71,47.97,280.88,294.98,19.18,20.03,26.96,25.75,39.87,38.57,60.13,61.43,35.89,31.89,58.71,47.59,25.5,32.15
(주)대웅제약,69620,Dec-16,76.19,65.65,25.85,30.11,39.7,44.33,270.59,259.53,26.69,27.15,39.09,36.86,49.01,47.19,50.99,52.81,34.88,32.07,70.06,57.18,19.76,24.86
(주)대웅제약,69620,Dec-17,69.91,60.97,19.52,27.29,34.93,42.7,263.64,262.83,24.39,24.86,38.57,42.44,48.05,47.96,51.95,52.04,44.11,36.09,103.48,74.78,14.89,20.61
(주)대웅제약,69620,Dec-18,70.94,63.65,21.2,27.04,35.58,42.69,282.96,259.62,53,53.6,63.22,60.45,49.98,49.68,50.02,50.32,40.4,36.66,363.63,127.5,3.95,12.28
(주)대웅제약,69620,Dec-19,70,61.79,21.6,27.99,34.88,42.25,235.58,218.92,24.48,25.53,42.05,41.21,49.73,48.95,50.27,51.05,38.07,33.75,96.62,67.23,13.74,21.21
(주)대원,7680,Dec-17,14.99,15.44,47.78,51.27,69.88,76.8,2.84,6.48,90.38,91.51,52.29,52.22,39.66,39.31,60.34,60.69,31.63,33.24,57.66,56.6,38.33,45.1
(주)대원,7680,Dec-18,19.49,18.24,60.6,64.83,73,77.89,2.01,2.22,68.97,68.97,33.97,36,35.06,35.44,64.94,64.56,16.98,16.76,24.33,23.89,50.93,54.65
(주)대원,7680,Dec-19,23.61,35.21,56.63,61.52,61.16,66.48,7.44,18.83,65.98,64.3,30.56,44.51,35.67,42.13,64.33,57.87,7.4,7.46,10.9,12.17,41.5,40.72
(주)대유,290380,Dec-18,0.38,,68.6,,79.71,,406.39,,0,,4.03,,10.39,,89.61,,13.94,,14.6,,76.11,
(주)대유,290380,Dec-19,0.91,,65.42,,75.8,,380.18,,24.64,,4.76,,12.52,,87.48,,13.69,,14.49,,71.64,
(주)대유에이텍,2880,Dec-11,159.16,157.1,31.56,28.08,33.64,30.75,100.41,101.61,66.72,63.13,219.03,261.54,73.73,79.34,26.27,20.66,6.17,8.7,0,0,-23.89,-23.29
(주)대유에이텍,2880,Dec-12,111.94,115.61,34.23,31.07,35.38,33.03,65.81,71.06,84.26,79.33,191.75,216.72,68.1,74.51,31.9,25.49,3.23,5.93,0,0,-25.78,-22.22
(주)대유에이텍,2880,Dec-13,134.61,128.05,43.17,36.99,44.42,38.58,80.66,81.14,87.97,83.55,250.32,259.17,73.09,76.39,26.91,23.61,2.8,4.12,0,0,-22.95,-22.6
(주)대유에이텍,2880,Dec-14,174.16,191.84,35.95,31.43,37.25,39.71,97.18,89.61,92.42,74.25,274.47,370.63,74.83,83.56,25.17,16.44,3.5,20.85,0,0,-31.82,-21.21
(주)대유에이텍,2880,Dec-15,84.98,152.91,19.28,25.87,19.55,34.55,34.36,79.01,82.29,70.51,160.5,292.66,64.82,80.65,35.18,19.35,1.38,25.11,0,0,-36.92,-22.09
(주)대유에이텍,2880,Dec-16,88.44,125.57,23.85,28.56,24.08,39.68,42.1,82.91,79.64,73.35,165.58,243.78,66.05,76.7,33.95,23.3,0.95,28.01,0,0,-32.13,-17.14
(주)대유에이텍,2880,Dec-17,88.98,130.11,23.06,25.89,23.53,38.07,38.1,65.74,98.35,71.85,186.89,254.97,66.56,77.22,33.44,22.78,2.03,31.99,0,0,-38.96,-20.02
(주)대유에이텍,2880,Dec-18,104.91,157.11,35.37,30.51,35.8,42.96,40.32,48.88,94.03,70.67,278.94,323.62,74.7,80.85,25.3,19.15,1.2,29,0,0,-34.77,-19
(주)대유에이텍,2880,Dec-19,115.06,133.98,30.35,37.58,30.68,47.75,43.45,82.13,90.34,74.39,260.84,303.51,73.25,78.87,26.75,21.13,1.05,21.29,0,0,-39.1,-16.38
(주)대유에이피,290120,Dec-18,,,,,,,,,,,,,,,,,,,,,,
(주)대유에이피,290120,Dec-19,67.43,71.11,41.61,45.2,50.58,55.19,124.71,116.23,75.53,77.9,134.61,148.49,60.61,62.58,39.39,37.42,17.73,18.11,0,0,-2.44,-0.38
(주)대유플러스,300,Dec-11,85.21,89.09,30.64,20.37,37.19,23.9,89.71,93.19,81.79,74.88,164.94,177.8,65.7,85,34.3,15,17.62,14.78,0,0,-19.38,-2.76
(주)대유플러스,300,Dec-12,67.13,73.69,26.64,25.12,34.53,29.05,102.31,100.68,85.12,77.13,124.02,145.23,58.64,83.39,41.36,16.61,22.83,13.55,0,79.76,-16.77,4.93
(주)대유플러스,300,Dec-13,43.06,47.13,23.6,28.13,31.25,31.96,59.58,63.31,70.17,61.48,121.29,133.55,58.95,83.14,41.05,16.86,24.5,11.96,0,40.52,-18.54,9.43
(주)대유플러스,300,Dec-14,19.09,73.46,15.71,25.37,19.93,31.25,80.1,54.39,80.93,66.3,53.07,174.76,37.34,84.87,62.66,15.13,21.16,18.79,0,122.42,-13.33,4.8
(주)대유플러스,300,Dec-15,24.46,81.62,11.91,21.09,17.18,24.96,67.27,52.07,76.4,71.57,52.6,152.82,40.5,86.41,59.5,13.59,30.67,15.53,0,92.32,-14.11,4.2
(주)대유플러스,300,Dec-16,10.85,63.66,4.76,16.42,7.34,19.97,96.27,44.58,91.25,90.92,18.53,145.48,23.01,87.32,76.99,12.68,35.12,17.8,0,233.77,-6.93,1.52
(주)대유플러스,300,Dec-17,13.46,56.14,12.69,16.28,14.67,19.91,125.67,48.31,62.28,88.67,23.66,140.03,31.69,87.18,68.31,12.82,13.5,18.24,0,184.98,-1.49,1.96
(주)대유플러스,300,Dec-18,59.47,66.69,15.49,36.84,18.39,40.45,88.49,49.13,44.49,69.26,65.47,143.98,53.06,86.22,46.94,13.78,15.76,8.92,0,17.5,-12.34,20.6
(주)대유플러스,300,Dec-19,59.19,77.73,23.6,74.59,25.27,77.99,72.79,66.45,88.67,87.05,103.79,546.36,55.11,85.34,44.89,14.66,6.62,4.36,0,0,-21.32,-2.13
(주)대창,12800,Dec-11,143.26,141.62,29.27,30,61.75,62.64,1041.54,825.41,96.53,96.26,152.82,153.14,62.56,62.65,37.44,37.35,52.61,52.11,716.78,599.96,4.53,5.44
(주)대창,12800,Dec-12,125.6,128.69,30.58,30.88,59.16,60.35,1019.77,982.07,88.12,87.54,124.26,126.9,59.67,60.32,40.33,39.68,48.32,48.84,315.88,294.85,9.05,10
(주)대창,12800,Dec-13,158.9,229.48,30.59,34.98,58.75,66.17,729.13,1042.97,91.12,88.84,159.29,220.05,64.52,71.81,35.48,28.19,47.92,47.13,1260.98,752.75,2.23,4.14
(주)대창,12800,Dec-14,156.79,245.91,28.1,30.83,61.27,66.55,296.03,421.03,98.96,93.9,184.92,264.32,66.23,74.39,33.77,25.61,54.13,53.68,0,0,-1.19,-1.15
(주)대창,12800,Dec-15,166.48,233.6,40.94,37.76,57.61,57.8,1114.65,1382.43,97.01,92.91,174.7,232.36,65.53,72.34,34.47,27.66,28.93,34.68,0,0,-2.6,-6.46
(주)대창,12800,Dec-16,123.88,177.31,23.23,32.23,46.73,58.19,667.53,516.2,96.59,93.9,132.96,193.72,59.74,68.33,40.26,31.67,50.29,44.61,0,0,-6.8,-3.16
(주)대창,12800,Dec-17,130.27,159.09,24.84,30.77,49.14,57.44,847.2,729.98,89.52,91.47,130.22,166.23,60.68,65.48,39.32,34.52,49.44,46.43,0,47769.2,-2.06,0.06
(주)대창,12800,Dec-18,117.78,134.71,20.71,27.05,43.27,54.07,783.49,562.41,84.64,88.01,111.74,137.06,58.58,62.15,41.42,37.85,52.14,49.97,0,1232.94,-3.01,2.19
(주)대창,12800,Dec-19,115.05,135.51,19.37,25.14,42.34,56.17,1698.99,368.01,94.66,95.47,117.52,151.52,57.39,62.67,42.61,37.33,54.25,55.25,0,0,-7.74,-0.39
(주)대창솔루션,96350,Dec-11,49.69,,14.31,,23.84,,155.17,,55.99,,40.1,,40.4,,59.6,,39.99,,0,,-0.06,
(주)대창솔루션,96350,Dec-12,51.53,76,13.11,16.12,20.12,24.39,161.01,116.88,52.7,53.25,35.58,66.93,40.02,52.53,59.98,47.47,34.81,33.9,0,0,-1.22,-7.39
(주)대창솔루션,96350,Dec-13,52.33,76.53,21.29,19.39,29.8,30.74,154.32,128.4,54.98,58.91,41.25,68.58,41.66,51.93,58.34,48.07,28.53,36.9,148.37,0,5.73,-2.23
(주)대창솔루션,96350,Dec-14,73.52,103.06,22,18.24,29.98,28.62,183.76,139.54,64.85,67.29,60.06,91.06,48.67,57.57,51.33,42.43,26.6,36.28,0,0,-0.85,-10.02
(주)대창솔루션,96350,Dec-15,81.67,110.85,13.9,13.48,22.59,23.94,266.24,224.43,76.62,77.21,74.18,109.34,50.6,59.28,49.4,40.72,38.45,43.71,0,0,-14.05,-20.58
(주)대창솔루션,96350,Dec-16,102.48,125.21,11.6,10.8,19.77,20.4,234.33,184.1,70.89,76.4,86.16,112.33,55.36,60.21,44.64,39.79,41.32,47.07,0,0,-18.69,-24.29
(주)대창솔루션,96350,Dec-17,95.41,116.85,7.19,7.16,16.29,17.44,99.25,125.27,71.19,78.27,80.1,109.27,53.67,59.06,46.33,40.94,55.89,58.97,0,0,-20.81,-27.29
(주)대창솔루션,96350,Dec-18,146.17,162.57,20.25,18.15,28.64,27.66,129.07,126.34,52.3,60.66,93.9,124.39,63.43,66.63,36.57,33.37,29.32,34.38,0,0,-5.69,-13.85
(주)대창솔루션,96350,Dec-19,79.8,100.27,22.94,19.97,31.24,32.63,199.58,177.58,78.58,83.61,75.18,110.53,50.08,57.74,49.92,42.26,26.59,38.8,0,0,-6.29,-14.09
(주)대창스틸,140520,Dec-14,90.04,78.47,24.4,22.79,43.04,39.87,184.62,184.62,95.75,95.72,116.79,102.64,55.55,53.23,44.45,46.77,43.3,42.84,0,0,-8.87,-8.13
(주)대창스틸,140520,Dec-15,98.25,95.01,22.73,23.4,41.39,41.09,160.2,207.77,88.23,90.77,121.1,114.99,57.53,56.99,42.47,43.01,45.09,43.06,0,0,-10.04,-8.37
(주)대창스틸,140520,Dec-16,102.86,105.83,26.68,26.91,40.85,42.41,193.8,231.09,86.61,82.15,121.9,117.19,58.01,59.15,41.99,40.85,34.69,36.55,0,0,-10.34,-5.47
(주)대창스틸,140520,Dec-17,95.15,102.2,26.65,24.79,43.74,45.22,186.35,208.4,58.98,70.73,87.05,99.74,56.29,57.91,43.71,42.09,39.07,45.17,300.1,630.76,5.7,3.24
(주)대창스틸,140520,Dec-18,104.28,122.86,28.73,32.67,41.24,46.47,239.33,246.03,91.38,93.06,120.14,141.69,56.86,60.56,43.14,39.44,30.33,29.69,0,0,-10.58,-9.41
(주)대창스틸,140520,Dec-19,124.63,110.59,21.76,21.97,34.89,35.77,276.91,276.86,94.18,93.92,137.95,122.24,59.62,57.19,40.38,42.81,37.65,38.6,0,0,-20.81,-16.56
(주)대한과학,131220,Dec-11,44.26,,24.45,,52.9,,146.34,,13.25,,33.62,,44.73,,55.27,,53.78,,82.9,,34.32,
(주)대한과학,131220,Dec-12,48.01,48.16,18.8,18.23,50.55,51.86,153.42,133.89,32.54,32.54,41.23,41.8,45.01,45.21,54.99,54.79,62.81,64.85,113.89,116.15,27.88,28.96
(주)대한과학,131220,Dec-13,63.37,65.19,19.69,20.59,53.67,57.65,168.22,153.44,15.62,17.6,34.3,38.99,49.26,50.77,50.74,49.23,63.31,64.29,93.69,96.38,36.27,38.45
(주)대한과학,131220,Dec-14,51.65,50.44,31.73,32.54,58.28,62.76,200.97,185.21,61.12,61.12,56.34,56.59,45.48,45.74,54.52,54.26,45.56,48.14,96.33,94.26,27.56,32.05
(주)대한과학,131220,Dec-15,41.6,39.95,25,27.3,55.13,61.38,159.46,142.39,68.87,68.87,56.51,56.73,42.74,43.17,57.26,56.83,54.66,55.51,132.34,116.94,22.77,29.14
(주)대한과학,131220,Dec-16,26.85,24.93,25.34,29.87,56.03,64.37,144.17,142.26,77.66,77.66,46.23,49.52,36.63,38.42,63.37,61.58,54.77,53.59,114.81,101.83,26.73,33.88
(주)대한과학,131220,Dec-17,5.94,5.37,18.05,25.52,52.6,62.97,108.07,116.13,93.44,93.44,30.59,33.42,26.73,29.45,73.27,70.55,65.68,59.47,114.45,95.06,30.18,39.39
(주)대한과학,131220,Dec-18,0.35,0.79,18.27,28.57,51.64,64.18,97.86,103.01,0,0,20.53,25.44,20.55,24.64,79.45,75.36,64.62,55.49,94.45,79.11,35.33,45.01
(주)대한과학,131220,Dec-19,2.56,4.12,17.94,28.44,51.5,62.98,90.87,89.93,99.6,76.64,22.82,26.38,22.72,26.2,77.28,73.8,65.16,54.84,99.09,79.37,33.86,43.52
(주)대한항공,3490,Dec-11,633.35,547.47,12.86,13.02,14.95,14.96,306.07,325.37,33.27,30.61,298.39,239.29,89.19,87.63,10.81,12.37,13.96,12.99,0,0,-17.32,-14.63
(주)대한항공,3490,Dec-12,579.46,523.62,12.05,12.5,14.38,14.65,313.23,351.38,29.58,27.06,255.84,213.72,88.52,87.36,11.48,12.64,16.2,14.67,0,0,-14.99,-12.37
(주)대한항공,3490,Dec-13,614.15,559.06,11.8,11.67,13.95,13.7,338.41,379.51,33.68,37.63,294.59,283.15,89.17,88.04,10.83,11.96,15.45,14.79,0,0,-17.95,-20.15
(주)대한항공,3490,Dec-14,737.27,741.98,9.23,19.25,11.17,21.09,414.06,498.69,29.26,32.78,320.79,338.09,90.76,90.62,9.24,9.38,17.41,8.69,0,0,-18.48,-10.63
(주)대한항공,3490,Dec-15,668.75,647.01,10.4,11.57,12.47,13.6,360.16,461.46,39.18,37.3,367.03,338.15,90.04,89.67,9.96,10.33,16.55,14.92,0,0,-24.1,-21.34
(주)대한항공,3490,Dec-16,929.89,868.87,10.25,11.53,12.66,13.89,411.39,533.13,37.98,41.02,500.22,487.16,92.72,92.18,7.28,7.82,19.1,16.97,0,0,-23.75,-24.22
(주)대한항공,3490,Dec-17,376.38,395.76,10.9,11.76,13.75,14.53,349.76,419,29.93,27.91,179.59,176.96,84.32,84.78,15.68,15.22,20.68,19.06,0,0,-14.41,-12.4
(주)대한항공,3490,Dec-18,508.61,543.69,10.45,11.07,14.61,15.1,379.04,459.4,29.4,27.45,260.78,261.04,88.16,88.68,11.84,11.32,28.49,26.67,0,0,-16.27,-14.45
(주)대한항공,3490,Dec-19,563.53,612.19,10.11,10.59,12.83,13.23,350.16,357.14,26.54,30.95,272.48,315.64,89.06,89.71,10.94,10.29,21.18,19.94,0,0,-16.99,-19.26
(주)대현,16090,Dec-11,20.49,,14.87,,38.84,,66.56,,0,,63.41,,44.95,,55.05,,61.71,,609.16,,3.93,
(주)대현,16090,Dec-12,25.72,,14.58,,40.86,,62.32,,0,,76.71,,49.75,,50.25,,64.32,,1138.34,,2.31,
(주)대현,16090,Dec-13,27.72,,14.25,,44.67,,62.69,,0,,78.66,,50.29,,49.71,,68.11,,545.86,,5.57,
(주)대현,16090,Dec-14,31.05,,13.23,,47.21,,58.07,,0,,80.89,,51.35,,48.65,,71.97,,432.42,,7.86,
(주)대현,16090,Dec-15,23.63,,13.43,,48.26,,61.74,,0,,73.35,,48.05,,51.95,,72.17,,343.17,,10.15,
(주)대현,16090,Dec-16,0,,33.12,,64.57,,74.81,,0,,42.89,,34.88,,65.12,,48.7,,85.82,,36.64,
(주)대현,16090,Dec-17,0,,30.93,,63.36,,95.92,,0,,32.05,,29.94,,70.06,,51.18,,79.28,,40.9,
(주)대현,16090,Dec-18,0,,30.17,,65.68,,87.76,,0,,29.34,,28.32,,71.68,,54.07,,79.55,,44.65,
(주)대현,16090,Dec-19,1.01,,23.34,,59.86,,125.05,,57.45,,24.21,,24.47,,75.53,,61.02,,87.86,,41.58,
(주)대호에이엘,69460,Dec-11,167.69,196.75,17,29.83,38.11,58.22,1222.45,2631.65,74.06,72.37,135.56,155.16,65.56,69.06,34.44,30.94,55.38,48.76,0,277.79,-8.57,10.22
(주)대호에이엘,69460,Dec-12,164.33,311,20.14,28.58,39.19,58.57,1304.87,1720.29,79.13,82.39,138.01,271.14,64.42,77.74,35.58,22.26,48.61,51.2,0,0,-9.92,-1.77
(주)대호에이엘,69460,Dec-13,121.6,237.72,18.15,28.5,34.61,57.02,486.37,870.13,89.51,90.92,119.96,232.85,58.88,73.49,41.12,26.51,47.56,50.01,0,0,-14.71,-4.7
(주)대호에이엘,69460,Dec-14,293.11,,52.91,,70.11,,990.09,,81.51,,253.27,,76.82,,23.18,,24.53,,150.98,,11.39,
(주)대호에이엘,69460,Dec-15,230.25,,47.44,,64.99,,713.02,,96.09,,237.6,,73.31,,26.69,,27.01,,1108.56,,1.58,
(주)대호에이엘,69460,Dec-16,242.02,,24.48,,42.28,,793.09,,98.1,,256.54,,74.45,,25.55,,42.08,,0,,-23.26,
