회사명,거래소코드,회계년도,유동비율(IFRS),유동비율(IFRS연결),당좌비율(IFRS),당좌비율(IFRS연결),현금비율(IFRS),현금비율(IFRS연결),부채비율(IFRS),부채비율(IFRS연결),차입금의존도(IFRS),차입금의존도(IFRS연결),CASH FLOW 대 부채비율(IFRS),CASH FLOW 대 부채비율(IFRS연결),CASH FLOW 대 매출액비율(IFRS),CASH FLOW 대 매출액비율(IFRS연결),CASH FLOW 대 차입금비율(IFRS),CASH FLOW 대 차입금비율(IFRS연결),자기자본구성비율(IFRS),자기자본구성비율(IFRS연결)
(주)SH에너지화학,2360,16-Dec,652.02,673.11,563.52,580.63,201.66,211.38,19.28,19.6,2.85,2.86,90.92,89.01,8.43,8.31,516.27,510,83.84,83.61
(주)SH에너지화학,2360,17-Dec,943.62,1057.37,722.3,816.13,362.72,399.76,16.59,16.36,2.84,2.84,79.44,73.48,7.55,6.88,398.2,364.34,85.77,85.94
(주)SH에너지화학,2360,18-Dec,1166.09,1287.95,852.64,953.73,396.3,441.48,16.17,16.17,2.9,2.86,61.13,56.94,5.69,5.29,293.96,277.3,86.08,86.08
(주)SH에너지화학,2360,19-Dec,1062.65,1110.48,836.92,887.83,532.73,542.25,24.38,24.66,7.23,7.1,39.58,43.59,6.8,7.56,107.23,121.45,80.4,80.22
(주)SIMPAC,9160,11-Dec,129.33,130.69,106.79,108.07,53.55,54.55,90.56,84.02,14.67,14.01,14.76,14.71,9.74,9.7,47.81,47.94,52.48,54.34
(주)SIMPAC,9160,12-Dec,139.43,140.97,116.03,117.58,20.81,22.15,72.84,69.63,13.12,12.66,12.03,12.07,6.96,7.01,38.63,39.15,57.86,58.95
(주)SIMPAC,9160,13-Dec,79.66,81.19,60.51,62.03,6.31,7.16,76.77,73.34,18.96,18.32,8.13,8.23,6.04,6.13,18.62,19.01,56.57,57.69
(주)SIMPAC,9160,14-Dec,101.68,105.96,74.21,76.17,15.63,19.44,61.51,74.3,9.36,10.69,16.25,14.28,8.96,8.84,66.11,56.94,61.92,57.37
(주)SIMPAC,9160,15-Dec,96.59,102.82,62.41,69.62,9.27,14.76,67.82,82.25,11.51,12.58,13.25,11.71,9.28,8.29,46.53,42.01,59.59,54.87
(주)SIMPAC,9160,16-Dec,105.64,113.8,73.9,84.21,28.69,33.41,59.96,73.81,10.92,13.12,14.92,12.82,9.49,8.52,51.2,41.51,62.52,57.53
(주)SIMPAC,9160,17-Dec,109.29,115.32,79.26,85.28,18.72,23.55,53.28,58.27,14.58,14.49,7.06,9.16,4.15,5.57,16.84,23.27,65.24,63.18
(주)SIMPAC,9160,18-Dec,131.38,135.98,81.43,87.82,46.5,49.22,52.83,56.71,16.43,16.64,5.22,5.64,4.21,4.54,10.97,12.26,65.43,63.81
(주)SIMPAC,9160,19-Dec,125.92,131.76,86.65,91.59,57.53,58.26,45.2,53.93,17.3,18.96,21.49,15.72,10.39,8.7,38.66,29.05,68.87,64.96
(주)SNT에너지,100840,11-Dec,151.52,,135.46,,21.28,,72.18,,7.23,,-14.12,,-8.38,,-81.86,,58.08,
(주)SNT에너지,100840,12-Dec,182.56,,162.88,,51.29,,59.73,,1.66,,4.27,,2.03,,96.23,,62.6,
(주)SNT에너지,100840,13-Dec,197.1,,177.76,,71.62,,57.28,,1.67,,20.6,,11.65,,450.13,,63.58,
(주)SNT에너지,100840,14-Dec,222.54,,199.37,,50.89,,46.6,,1.82,,-2.4,,-0.96,,-42,,68.21,
(주)SNT에너지,100840,15-Dec,286.28,,269.65,,49.36,,36.64,,0,,-13.31,,-4.34,,0,,73.18,
(주)SNT에너지,100840,16-Dec,207.24,,200.61,,57.56,,51.45,,0,,15.74,,7.32,,0,,66.03,
(주)SNT에너지,100840,17-Dec,351.97,,347.24,,116.39,,28.42,,0,,22.15,,8,,0,,77.87,
(주)SNT에너지,100840,18-Dec,492.86,,474.82,,188.8,,21.5,,0,,8.91,,3.17,,0,,82.31,
(주)SNT에너지,100840,19-Dec,310.45,303.82,294.91,288.69,31.39,31.18,34.96,36.31,0.01,0.02,-14.92,-45.05,-6.32,-18.78,-30366.36,-48067.02,74.1,73.36
(주)SNT홀딩스,36530,11-Dec,32384.42,174.28,32384.42,128.31,18079.7,39.04,0.07,62.08,0,4,1814.94,9.54,229.01,4.66,0,91.32,99.93,61.7
(주)SNT홀딩스,36530,12-Dec,24567.42,184.89,24567.42,132.96,8944.33,35.94,0.09,57.43,0,3.29,2552.82,9.53,103.36,4.32,0,105.76,99.91,63.52
(주)SNT홀딩스,36530,13-Dec,16077.7,188.1,16077.7,133.44,5792.66,48.56,0.12,56.38,0,3.75,1717.51,9.78,94.26,4.8,0,94.02,99.88,63.95
(주)SNT홀딩스,36530,14-Dec,19138.35,208.24,19138.35,148.81,3949.6,50.97,0.1,50.39,0,1.64,1942.55,13.86,96.19,6.1,0,284.03,99.9,66.49
(주)SNT홀딩스,36530,15-Dec,1155.4,263,1155.4,201.03,463.03,82.77,2.05,41.85,0,0.34,85.5,16.84,87.35,6.68,0,1448.33,97.99,70.49
(주)SNT홀딩스,36530,16-Dec,30571.26,247.45,30571.26,198.81,9877.2,88.69,0.07,44.37,0,0.32,1367.77,19.44,44.41,8.59,0,1852.23,99.93,69.27
(주)SNT홀딩스,36530,17-Dec,32821.88,264.63,32821.88,216.54,4394.01,92.09,0.07,41.26,0,0.3,1160.43,19.79,46.82,8.22,0,1902.41,99.93,70.79
(주)SNT홀딩스,36530,18-Dec,38653.87,306.08,38653.87,248.36,1554.05,70.44,0.05,40.62,0,0.31,2778.65,19.09,88.29,8.32,0,1804.58,99.95,71.12
(주)SNT홀딩스,36530,19-Dec,13604.82,312.26,13604.82,255.6,853.08,92.67,0.06,37.56,0,0.06,3598.86,17.86,76.21,7.21,0,7957.52,99.94,72.69
(주)STX,11810,11-Dec,63.31,70.06,47.99,54.61,5.63,11.42,183.54,173.19,53.11,48.6,-1.09,-0.52,-0.56,-0.29,-1.33,-0.67,35.27,36.6
(주)STX,11810,12-Dec,47.05,62.81,41.09,55.08,0.97,12.95,187.21,236.31,54.81,55.63,1.21,4.3,0.62,2.49,1.44,5.44,34.82,29.73
(주)STX,11810,13-Dec,59.74,62.06,55.29,54.71,4.03,5.09,0,0,125.22,106.44,7.6,10.3,6.45,7.79,8.99,13.35,0,0
(주)STX,11810,14-Dec,108.38,113.3,86.28,86.97,11.61,14.11,1850,1239.93,81.04,70.99,0.33,2.35,0.26,1.67,0.39,3.07,5.13,7.46
(주)STX,11810,15-Dec,97.8,104.09,76.64,67.59,6.85,8.89,1362.39,1651.71,77.87,71.15,-2.52,-3.85,-1.82,-2.82,-3.01,-5.1,6.84,5.71
(주)STX,11810,16-Dec,48.26,49.89,32.98,26.7,2.12,4.89,0,0,115.77,111.76,3.17,2.02,2.07,1.22,4.17,2.65,0,-46.71
(주)STX,11810,17-Dec,77.07,85.88,54.31,53.1,16.37,17.24,1063.93,1374.49,57.52,55.54,13.19,13.52,3.93,4.38,20.96,22.68,8.59,6.78
(주)STX,11810,18-Dec,82.29,91.21,57.67,63.3,4.99,9.55,618.11,765.34,63.9,59.84,5.54,5.32,1.6,1.74,7.46,7.87,13.93,11.56
(주)STX,11810,19-Dec,77.55,87.86,53.77,60.85,5.08,9.1,814.2,895.02,65.21,59.3,-4.7,-4.72,-1.56,-1.62,-6.42,-7.16,10.94,10.05
(주)TCC스틸,2710,11-Dec,113.58,110.8,60.39,62.71,1.81,3.21,98.3,101.53,31.14,31.55,-5.26,-6.46,-2.33,-2.87,-8.37,-10.31,50.43,49.62
(주)TCC스틸,2710,12-Dec,145.73,113.94,80.18,61.44,3.63,8.23,109.12,142.04,34.69,41.57,0.58,-2.31,0.3,-1.48,0.88,-3.27,47.82,41.31
(주)TCC스틸,2710,13-Dec,152.32,141.27,88.67,66.03,2.21,8.87,111.44,164.27,37.11,46.96,6.85,-5,3.83,-3.38,9.73,-6.63,47.29,37.84
(주)TCC스틸,2710,14-Dec,74.48,82.22,43.3,38.38,0.38,2.07,119.57,191.48,39.23,50.77,6.98,-7,4.37,-4.88,9.69,-9.05,45.54,34.31
(주)TCC스틸,2710,15-Dec,166.66,156.35,128.99,124.48,1.63,6.79,331.91,337.6,47.14,44.68,9.88,1.48,7.17,0.87,16.11,2.56,23.15,22.85
(주)TCC스틸,2710,16-Dec,125.14,128.15,67.23,73.14,3.37,9.46,170.86,173.78,42.23,41.38,0.68,-1.45,0.34,-0.59,1.01,-2.23,36.92,36.53
(주)TCC스틸,2710,17-Dec,68.58,75.13,36.23,42.16,0.76,5.42,177.7,176.16,48.95,46.09,-13.01,-10.25,-6.21,-4.66,-17.01,-14.19,36.01,36.21
(주)TCC스틸,2710,18-Dec,156.79,163.32,80.87,89.05,9.75,24.95,172.63,171.53,43.81,40.33,1.98,5.28,0.96,2.46,2.86,8.27,36.68,36.83
(주)TCC스틸,2710,19-Dec,79.7,89.76,35.63,46.01,4.64,9.02,177.19,168.92,48.22,43.02,3.97,3.74,2.02,1.69,5.26,5.45,36.08,37.19
(주)가비아,79940,11-Dec,77.35,207.38,77.23,207.27,23.26,86.37,53.49,33.47,10.14,5.82,50.98,61.1,19.61,18.83,175.29,263.28,65.15,74.92
(주)가비아,79940,12-Dec,89.64,215.35,88.78,213.68,26.07,87.48,66.2,44.62,22.11,15.52,38.19,43.49,20.47,16.56,68.78,86.47,60.17,69.15
(주)가비아,79940,13-Dec,89.4,249.42,88.7,248.8,45.75,82.18,49.76,32.99,18.54,11.69,44.01,57.53,18.83,18.42,78.89,122.06,66.77,75.19
(주)가비아,79940,14-Dec,113.33,258.29,113.33,258.29,40.72,98,46.76,30.51,15.18,9.13,41.89,63.03,17.02,18.05,87.9,161.32,68.14,76.63
(주)가비아,79940,15-Dec,180,395.42,180,395.42,106.22,175.75,35.76,24.95,9.54,5.72,62.05,84.54,19.45,19.36,171.35,295.19,73.66,80.03
(주)가비아,79940,16-Dec,119.42,295.5,119.42,288.81,82.77,124.81,34.68,31.1,8.99,7.47,61.89,62.2,19.72,18.17,177.2,197.5,74.25,76.28
(주)가비아,79940,17-Dec,87.26,224.87,87.26,219.17,57.66,101.89,36.35,33.52,8.46,7.2,51.98,57.21,17.2,16.48,163.73,199.56,73.34,74.89
(주)가비아,79940,18-Dec,101.65,262,101.65,255.35,64.26,101.66,39.1,32.62,9.38,7.83,45.97,56.79,16.23,16.44,137.78,178.4,71.89,75.4
(주)가비아,79940,19-Dec,67.14,201.58,67.14,195.45,46.45,66.71,53.4,48.13,17.27,17.58,38.93,45.28,19.3,19.83,78.48,83.67,65.19,67.51
(주)강스템바이오텍,217730,15-Dec,637.19,,625.9,,211.66,,17.64,,4.27,,-101.45,,-255.96,,-355.89,,85.01,
(주)강스템바이오텍,217730,16-Dec,1175.05,,1157.01,,59.67,,106.48,,32.77,,-23.7,,-687.98,,-37.3,,48.43,
(주)강스템바이오텍,217730,17-Dec,607.77,396.43,564.65,369.34,82.11,61.46,80.43,92.79,28.31,30.19,-45.52,-46.87,-167.44,-116.58,-71.68,-74.71,55.42,51.87
(주)강스템바이오텍,217730,18-Dec,319.31,244.28,315.67,234.71,16.89,16.06,38.04,53.83,23.39,23.79,-59.12,-43.19,-1077.17,-120.69,-69.64,-63.54,72.44,65.01
(주)강스템바이오텍,217730,19-Dec,327.75,268.99,327.53,267.69,32.42,37.29,39.21,65.37,19.62,27.22,-40.31,-27.6,-3969.85,-206.5,-57.87,-40.08,71.83,60.47
(주)강원랜드,35250,11-Dec,254.04,263.97,253.53,263.46,10.9,12.14,19.84,20.11,0,0,101.79,99.17,36.42,35.57,0,0,83.44,83.25
(주)강원랜드,35250,12-Dec,216.22,224.82,215.99,224.59,15.44,17.1,22.33,22.54,0,0,83.36,80.84,34.32,33.34,0,0,81.74,81.61
(주)강원랜드,35250,13-Dec,181.76,189.47,181.5,189.21,22.75,29.28,23.04,23.21,0,0,76.58,74.52,32.82,31.99,0,0,81.28,81.16
(주)강원랜드,35250,14-Dec,217.74,219.66,217.55,219.47,15.07,16.33,24.46,24.76,0,0,71.42,69.79,31.79,31.23,0,0,80.35,80.16
(주)강원랜드,35250,15-Dec,261.93,263.38,261.69,263.14,15.6,15.91,23.04,23.12,0,0,79.53,78.31,33.68,33.22,0,0,81.27,81.22
(주)강원랜드,35250,16-Dec,250.76,251.71,250.58,251.53,12.73,12.94,22.23,22.33,0,0.02,81.75,80.65,34.89,34.53,0,62312.15,81.81,81.75
(주)강원랜드,35250,17-Dec,316.75,317.65,316.56,317.46,15.17,15.49,19.47,19.55,0,0.03,78.23,77.4,33.27,33.02,0,37840.6,83.7,83.65
(주)강원랜드,35250,18-Dec,275.44,276.57,275.26,276.38,7.46,7.68,17.93,17.97,0,0,64.68,64.16,28.97,28.75,0,0,84.79,84.77
(주)강원랜드,35250,19-Dec,287.22,288.36,286.66,287.8,9.09,9.31,19.31,19.38,1.5,1.53,53.97,53.57,25.54,25.39,583.1,567.28,83.82,83.77
(주)강원에너지,114190,11-Nov,165.07,,151.33,,52.8,,119.24,,0,,23.38,,13.6,,0,,45.61,
(주)강원에너지,114190,12-Dec,151.93,,144.74,,10.65,,147.2,,13.56,,-5.92,,-2.95,,-25.99,,40.45,
(주)강원에너지,114190,13-Dec,231.75,,223.89,,111.08,,57.9,,4.35,,26.03,,13.65,,219.36,,63.33,
(주)강원에너지,114190,14-Dec,294.21,,283.74,,72.26,,32.89,,0,,7.16,,2.31,,0,,75.25,
(주)강원에너지,114190,15-Dec,225.55,333.65,220.81,327.11,110.71,169.33,47.48,51.03,0,11.7,7.59,32.9,4.05,20.57,0,94.99,67.81,66.21
(주)강원에너지,114190,16-Dec,291.71,444.3,289.75,441.52,76.47,131.49,31.82,40.11,0,12.96,-0.22,-14.22,-0.08,-7.43,0,-31.41,75.86,71.37
(주)강원에너지,114190,17-Dec,181.45,202.02,180.46,200.95,37.01,41.76,86.31,92.91,3.21,11.78,-28.57,-21.72,-13.98,-11.88,-412.93,-88.8,53.68,51.84
(주)강원에너지,114190,18-Dec,173.94,161.8,172.59,160.55,47.85,45.27,81.83,86.93,19.24,26.05,-18.17,-15.9,-8.53,-8.08,-42.49,-28.39,54.99,53.5
(주)강원에너지,114190,19-Dec,110.09,99.04,109.66,98.65,12.48,11.8,140.6,167.94,20.74,32.91,-4.71,-4.53,-3.57,-3.78,-13.27,-8.62,41.56,37.32
(주)갤럭시아에스엠,11420,11-Dec,144.34,157.4,144.34,157.27,31.07,55.23,65.9,78.49,4.67,4.21,3.75,30,1.9,12.57,31.89,313.23,60.28,56.03
(주)갤럭시아에스엠,11420,12-Dec,174.23,184.17,174.23,183.89,41.68,58.88,59.7,69.76,3.49,7.84,21.82,15.5,8.76,5.09,234.08,81.2,62.62,58.91
(주)갤럭시아에스엠,11420,13-Dec,165.21,147.37,165.21,146.43,18.33,23.83,52,75.11,5.64,11.75,7.77,22.7,2.94,7.89,47.11,82.85,65.79,57.11
(주)갤럭시아에스엠,11420,14-Dec,149,149.66,146.25,146.81,9.82,14.51,73.18,95.1,6.49,9.74,-7.94,10.1,-4.11,5.08,-51.65,50.53,57.74,51.26
(주)갤럭시아에스엠,11420,15-Dec,270.56,263.29,270.56,263.23,137.32,130.53,32.63,38.09,0,2.01,3.24,6.28,0.99,1.91,0,86.36,75.4,72.41
(주)갤럭시아에스엠,11420,16-Dec,340.35,304.3,340.35,304.3,181.08,155.01,24.48,30.32,0,0.72,5.15,4.62,1.24,1.19,0,149.54,80.33,76.73
(주)갤럭시아에스엠,11420,17-Dec,324.23,328.78,324.23,328.78,119.84,112.85,20.9,23.06,0,0,-54.71,-45.97,-12.54,-11.51,0,0,82.71,81.26
(주)갤럭시아에스엠,11420,18-Dec,222.68,213.65,222.68,213.65,120.97,121.27,24.41,25.62,0,0,-76.62,-75.2,-22.75,-23.12,0,0,80.38,79.61
(주)갤럭시아에스엠,11420,19-Dec,216.18,216.18,216.18,216.18,120.35,120.35,29.56,29.56,0.71,0.09,-14.08,-14.79,-3.16,-3.32,-451.18,-3910.94,77.19,77.19
(주)경농,2100,11-Dec,346.61,379.4,64.12,97.18,29.81,46.64,21.04,21.53,0.04,0.04,63.04,46,16.04,11.68,29168.5,21329.72,82.62,82.28
(주)경농,2100,12-Dec,196.65,138.53,42.58,38.82,16.11,19.56,34.3,77.55,7.73,26.07,25.31,7.48,10.04,6.42,83.61,12.52,74.46,56.32
(주)경농,2100,13-Dec,223.01,178.73,49.84,42.31,23.2,14.09,32.14,56.89,7.26,17.93,27.16,14.74,10.2,6.97,90.99,29.8,75.68,63.74
(주)경농,2100,14-Dec,197.73,154.43,47.62,45.72,19.12,17.54,36.61,68.5,9.78,21.92,24.73,14.38,11.35,8.83,67.76,26.66,73.2,59.35
(주)경농,2100,15-Dec,147.27,140.92,35.24,39.99,8.91,13.08,53.19,81.11,19.3,27.43,2.6,1.71,1.74,1.24,4.67,2.8,65.28,55.21
(주)경농,2100,16-Dec,149.74,138.91,31.68,35.77,8.11,8.46,50.87,74.44,17.34,23.97,-0.42,2.24,-0.27,1.51,-0.82,3.99,66.28,57.33
(주)경농,2100,17-Dec,146.19,135,29.15,36.12,8.28,10.61,47.01,74.8,15.12,23.68,13.42,11.07,8.06,7.7,28.38,20,68.02,57.21
(주)경농,2100,18-Dec,143.04,132.49,37.71,38.2,8.62,9.58,52.37,77.34,16.33,23.67,9.71,8.48,6.5,6.21,20.43,15.62,65.63,56.39
(주)경농,2100,19-Dec,171.9,150.9,46.05,41.85,10.96,9.67,55.69,83.71,17.89,25.48,4.24,2.84,2.98,2.11,8.48,5.07,64.23,54.43
(주)경동나비엔,9450,11-Dec,147.19,158.59,91.46,84.15,28.48,40.2,56.61,56.57,0.12,5.96,18.61,19.97,4.74,5.56,5735.66,120.97,63.85,63.87
(주)경동나비엔,9450,12-Dec,140.29,145.1,101.7,85.68,33.9,40.75,67.3,70.42,2.97,8.3,17.06,17.42,5.12,5.69,230.75,86.71,59.77,58.68
(주)경동나비엔,9450,13-Dec,79.08,89.68,50.87,41.69,4.69,11.26,86.68,89.44,9.18,13.66,15.27,14.5,5.75,5.86,77.28,50.12,53.57,52.79
(주)경동나비엔,9450,14-Dec,85.61,85.84,59.47,41.02,3.33,10.51,97.1,111.38,21.48,26.19,-1.17,1.81,-0.5,0.89,-2.68,3.63,50.74,47.31
(주)경동나비엔,9450,15-Dec,95.04,89.35,66.32,40.12,2.88,10.2,75.4,95.11,10.08,17.16,4.48,7.77,1.4,2.97,19.13,22.06,57.01,51.25
(주)경동나비엔,9450,16-Dec,108.01,98.83,77.56,48.13,8.67,12.57,65.39,79.99,0,7.75,33.15,27.5,9,9.01,0,157.65,60.46,55.56
(주)경동나비엔,9450,17-Dec,110.15,105.03,74.43,54.82,8.26,13.08,76.28,96.37,3.9,11.97,20.09,16.47,5.97,5.95,223.14,67.56,56.73,50.92
(주)경동나비엔,9450,18-Dec,109.52,104.32,70.34,49.78,3.81,9.54,83.28,108.35,12.01,20.43,0.97,0.96,0.32,0.4,3.69,2.44,54.56,48
(주)경동나비엔,9450,19-Dec,116.51,101.49,80.43,50.38,2.19,7.85,81.34,102.57,8.92,16.01,6.9,10.41,2.18,4.15,34.73,32.91,55.15,49.37
(주)경동도시가스,267290,17-Dec,,,,,,,,,,,,,,,,,,
(주)경동도시가스,267290,18-Dec,117.65,118.17,117.31,117.83,30.93,31.25,143.41,142.84,1.77,1.77,26.32,15.3,7.49,4.36,874.14,508.84,41.08,41.18
(주)경동도시가스,267290,19-Dec,122.35,123.03,121.93,122.62,30.37,30.73,121.34,120.84,3.52,3.51,18.78,18.85,5.41,5.44,292.26,293.7,45.18,45.28
(주)경동인베스트,12320,11-Dec,125.08,124.89,124.89,123.61,24.82,24.93,127.94,145.55,1.61,5.24,18.86,16.67,5.52,5.35,658.62,188.35,43.87,40.73
(주)경동인베스트,12320,12-Dec,122.86,125.27,122.69,122.11,31.94,31.26,149.17,170.97,1.31,3.93,17.52,15.66,5.1,4.78,802.25,251.34,40.13,36.9
(주)경동인베스트,12320,13-Dec,130.31,130.52,130.17,128.23,40.6,38.5,124.72,141.61,1.22,3.95,16.28,15.56,3.94,3.94,740.76,230.63,44.5,41.39
(주)경동인베스트,12320,14-Dec,140.48,139.31,140.25,135.97,45.93,39.43,96.34,117.43,1.23,6.53,6.6,6.31,1.49,1.73,264.21,52.21,50.93,45.99
(주)경동인베스트,12320,15-Dec,155.88,145.53,155.56,143.4,23.7,21.85,68.89,102.58,1.61,12.7,-2.12,-2.49,-0.59,-0.92,-53.68,-9.93,59.21,49.36
(주)경동인베스트,12320,16-Dec,151.9,150.74,151.5,147.5,24.66,24.15,62.48,91.54,1.68,13.11,0.01,-2.17,0,-0.99,0.3,-7.92,61.54,52.21
(주)경동인베스트,12320,17-Dec,18036.28,307.43,18036.28,289.07,490.09,25.46,2.66,49.67,0,21.84,498.31,21.88,6706.41,22.31,0,33.26,97.41,66.81
(주)경동인베스트,12320,18-Dec,10528.72,240.34,10508.04,201.18,1543.24,27.97,2.69,48.79,0,19.56,307.01,18.72,343.76,15.89,0,31.38,97.38,67.21
(주)경동인베스트,12320,19-Dec,573.42,279.32,571.15,242.92,10.84,28.5,2.68,46.06,0.09,16.58,16.66,11.76,15.93,8.26,506.22,22.37,97.39,68.47
(주)경방,50,11-Dec,34.19,34.1,14.46,16.15,1.43,3.14,96.85,114.76,29.53,30.33,0.07,-0.29,0.16,-0.6,0.11,-0.51,50.8,46.56
(주)경방,50,12-Dec,83.82,74.98,42.37,42.91,2.47,6.86,94.36,115.08,29.18,31.11,1.25,0.22,2.97,0.47,2.07,0.38,51.45,46.49
(주)경방,50,13-Dec,89.73,76.48,49.54,46.74,3.77,8.11,83.97,103.79,25.94,28.17,6.75,5.22,14.68,9.93,11.88,9.43,54.36,49.07
(주)경방,50,14-Dec,21.53,24.73,12.62,15.5,1.19,2.01,95.68,101,26.96,28.72,6.41,5.73,15.56,11.39,11.63,10.02,51.1,49.75
(주)경방,50,15-Dec,58.2,58.13,32.08,29.7,2.78,3.66,87.49,98.9,24.32,28.32,6.26,4.86,11.96,8.91,12.02,8.53,53.34,50.28
(주)경방,50,16-Dec,66.76,68.2,38.86,38.72,2.6,4.84,79.22,91.5,20.32,25.1,9.67,8.67,16.85,14.29,21.04,16.51,55.8,52.22
(주)경방,50,17-Dec,28.67,28.25,19.65,18.26,1.88,2.97,68.65,82.23,16.66,22.44,11.57,10.95,19.61,17.44,28.28,22.01,59.29,54.88
(주)경방,50,18-Dec,85.68,73.99,51.11,37.34,3.02,3.81,68.21,83.67,17.26,23.65,8.11,5.9,14.46,9.95,19.06,11.36,59.45,54.45
(주)경방,50,19-Dec,148.68,137.68,139.4,121.4,2.62,6.76,75,84.85,18.56,22.88,8.52,6.28,18.68,11.48,19.68,12.59,57.14,54.1
(주)경보제약,214390,15-Dec,162.85,,86.12,,6.82,,59.17,,20,,13.95,,5.7,,25.94,,62.83,
(주)경보제약,214390,16-Dec,140.58,,75.17,,6.3,,57.44,,20.16,,19.89,,7.92,,35.99,,63.51,
(주)경보제약,214390,17-Dec,183.24,,103.8,,10.61,,44.77,,14.07,,40.35,,13.34,,88.69,,69.07,
(주)경보제약,214390,18-Dec,186.01,,108.83,,7.19,,48.73,,19.21,,16.99,,6.13,,28.97,,67.24,
(주)경보제약,214390,19-Dec,148.16,,73.81,,8.08,,59.43,,23.73,,12.71,,5.88,,19.97,,62.72,
(주)경인양행,12610,11-Dec,153.12,155.11,73.62,66.12,2.92,6.85,54.72,81.29,25.88,28.36,-1.26,0.33,-0.85,0.21,-1.72,0.53,64.63,55.16
(주)경인양행,12610,12-Dec,134.26,155.43,79.37,80.65,7.61,11.88,48.69,64.27,23.3,23.71,15.8,13.62,8.82,7.01,22.2,22.48,67.25,60.88
(주)경인양행,12610,13-Dec,139.1,162.42,70.55,78.7,5.45,9.64,54.19,67.04,22.13,23.13,6.9,8.59,3.64,4.19,10.96,14.9,64.86,59.87
(주)경인양행,12610,14-Dec,167.52,190.69,77.81,86.73,9.7,16.49,43.39,57.91,21.87,23.13,8.34,8.46,3.54,3.5,11.54,13.41,69.74,63.33
(주)경인양행,12610,15-Dec,138.3,161.62,61.98,74.26,7.34,14.2,47.27,62.43,23.74,24.49,7.88,9.48,3.96,4.52,10.66,14.88,67.9,61.57
(주)경인양행,12610,16-Dec,135.07,160.17,64.35,76.98,10.24,16.78,51.83,65.3,21.2,21.11,3.63,8.99,2,4.45,5.84,16.83,65.86,60.5
(주)경인양행,12610,17-Dec,133.19,155.35,65.08,77.25,10.52,16.65,55.58,69.7,26.76,26.73,4.28,8.28,2.34,4.06,5.71,12.72,64.28,58.93
(주)경인양행,12610,18-Dec,129.1,149.64,61.78,70.7,10.89,14.14,73.99,84.57,30.84,30.84,0.53,1.9,0.35,1.09,0.74,2.83,57.48,54.18
(주)경인양행,12610,19-Dec,111.83,130.79,46.39,57.44,9.41,13.08,89.5,98.83,37.57,36.82,-0.36,1.84,-0.27,1.2,-0.46,2.49,52.77,50.3
(주)고려시멘트,198440,14-Dec,,,,,,,,,,,,,,,,,,
(주)고려시멘트,198440,15-Dec,,,,,,,,,,,,,,,,,,
(주)고려시멘트,198440,16-Dec,,,,,,,,,,,,,,,,,,
(주)고려시멘트,198440,17-Dec,166.67,,152.27,,2.92,,49.73,,8.83,,8.22,,3.61,,30.91,,66.79,
(주)고려시멘트,198440,18-Dec,168.76,,154.43,,3.23,,47.42,,11.04,,5.96,,2.85,,17.36,,67.83,
(주)고려시멘트,198440,19-Dec,166.4,,141.61,,15.86,,43.63,,9.5,,5.95,,3.24,,19.01,,69.62,
(주)고영테크놀러지,98460,11-Dec,434.91,424.78,343.05,329.07,24.7,42.81,23.64,24.97,0,0,64.22,67.32,13.32,13.59,0,0,80.88,80.02
(주)고영테크놀러지,98460,12-Dec,519.21,498.93,415.32,385.1,30.57,49.28,22.51,23.92,0,0,61.78,63.41,11.6,11.73,0,0,81.63,80.7
(주)고영테크놀러지,98460,13-Dec,567.81,532.19,459.24,415.02,64.99,82.6,21.27,23.02,0,0,53.55,54.53,10.96,11.03,0,0,82.46,81.29
(주)고영테크놀러지,98460,14-Dec,572.4,530.61,501.09,442.26,73.01,96.89,19.88,22.35,0,0.29,76.53,75.11,13.28,13.61,0,4754,83.42,81.74
(주)고영테크놀러지,98460,15-Dec,614.05,579.96,552.74,487.87,94.56,126.58,19.91,20.83,0,0.17,73.3,77.01,14.07,14.45,0,7805.62,83.39,82.76
(주)고영테크놀러지,98460,16-Dec,591.17,563.7,543.46,492.5,103.9,168.56,23.33,24.07,0,0.06,45.05,60.5,10.81,13.33,0,19835.58,81.08,80.6
(주)고영테크놀러지,98460,17-Dec,536.83,499.8,493.89,430.73,60.72,142.52,24.79,27.21,0,0,31.14,56.02,6.74,12.09,0,0,80.14,78.61
(주)고영테크놀러지,98460,18-Dec,601.62,562.28,551.02,484.7,46.68,57.35,22.12,23.55,0,0,51.75,39.2,11.94,8.75,0,0,81.89,80.94
(주)고영테크놀러지,98460,19-Dec,664.27,587.8,602.43,493.22,61.42,70.8,22.22,25.37,3.34,4.22,63.5,41.2,16.98,11.47,345.8,197.34,81.82,79.77
(주)골드앤에스,35290,11-Dec,109.25,108.02,95.73,94.83,0.42,0.68,104.73,108.04,32.74,33.01,37.06,36.32,18.49,18.53,57.9,57.14,48.84,48.07
(주)골드앤에스,35290,12-Dec,141.03,128.81,127.38,116.04,15.89,15.05,94.5,103.59,30.24,31.22,22.37,21.01,12.65,12.65,35.94,34.25,51.41,49.12
(주)골드앤에스,35290,13-Dec,80.68,52.99,66.62,42.48,0.35,0.6,251.66,291.87,45.77,49.89,0.16,2.97,0.11,2.88,0.25,4.43,28.44,25.52
