회사명,거래소코드,회계년도,유동자산(*)(IFRS)(천원),유동부채(*)(IFRS)(천원),자산(*)(IFRS)(천원),재고자산(*)(IFRS)(천원),자본(*)(IFRS)(천원),부채(*)(IFRS)(천원),단기차입금(*)(IFRS)(천원),장기차입금(*)(IFRS)(천원),유동성장기부채(*)(IFRS)(천원),사채(*)(IFRS)(천원),매출채권(IFRS)(천원),유동자산(*)(IFRS연결)(천원),유동부채(*)(IFRS연결)(천원),자산(*)(IFRS연결)(천원),재고자산(*)(IFRS연결)(천원),자본(*)(IFRS연결)(천원),부채(*)(IFRS연결)(천원),단기차입금(IFRS연결)(천원),장기차입금(IFRS연결)(천원),유동성장기부채(*)(IFRS연결)(천원),사채(IFRS연결)(천원),매출채권(IFRS연결)(천원)
(주)에스디시스템,121890,12-Dec,36617574,9706919,41118686,6411059,30554842,10563844,0,0,0,0,12335091,,,,,,,,,,,
(주)에스디시스템,121890,13-Dec,31396445,8173930,34268674,6880102,25036132,9232542,0,0,0,0,10282313,,,,,,,,,,,
(주)에스디시스템,121890,14-Dec,37686138,13653539,43012334,6886651,28304007,14708328,0,375000,125000,0,16825731,,,,,,,,,,,
(주)에스디시스템,121890,15-Dec,35320956,10414379,42174707,6678356,30299976,11874730,1000000,125000,250000,0,13521479,,,,,,,,,,,
(주)에스디시스템,121890,16-Dec,33675801,17675396,42236507,7109750,23101346,19135161,1000000,0,125000,0,11525001,,,,,,,,,,,
(주)에스디시스템,121890,17-Dec,26938789,19408349,35094048,6193603,13979665,21114383,9057007,0,0,0,9727826,,,,,,,,,,,
(주)에스디시스템,121890,18-Dec,24399710,16555555,34753913,4616966,16753928,17999986,6414520,0,0,0,6470676,,,,,,,,,,,
(주)에스디시스템,121890,19-Dec,19366241,18133180,24820711,3537770,6310972,18509739,1750000,0,0,0,11441498,,,,,,,,,,,
(주)에스비에스,34120,11-Dec,441504755,296248294,848933837,1983977,533338919,315594918,58807920,288800,49985063,0,191139968,466038052,295158705,860880009,2157222,548800733,312079276,0,0,49985063,0,199972733
(주)에스비에스,34120,12-Dec,377139221,211750630,824819398,2037905,549019915,275799484,53526350,228000,60800,50000000,166438829,392800955,208092772,827393202,2195318,561488436,265904766,0,0,60800,0,170616525
(주)에스비에스,34120,13-Dec,386831045,176585784,801536224,1855816,563455333,238080890,22688950,0,0,50000000,170312246,400754882,178042553,804265037,1965247,569956948,234308090,0,0,0,0,174386483
(주)에스비에스,34120,14-Dec,381835758,248585445,799643924,1688160,541915023,257728902,54207104,0,49979634,0,175756088,393797190,252545670,798563400,1947918,540277935,258285465,0,0,49979634,0,179531165
(주)에스비에스,34120,15-Dec,503620003,228645099,933033828,1968939,569110220,363923608,41784640,0,0,120000000,198265957,515952237,233445814,934369946,2335886,568227689,366142256,0,0,0,0,202689243
(주)에스비에스,34120,16-Dec,417785285,219770263,895673723,1903761,542811860,352861863,69647020,0,0,120000000,192083789,432029687,226617364,894153403,2198363,540774712,353378691,0,0,0,0,198831135
(주)에스비에스,34120,17-Dec,567442490,311411420,1043991727,1820155,557785630,486206097,9771168,0,59990672,160000000,195116718,640037694,360049477,1092031606,2085761,562992278,529039328,0,0,59990672,0,245316108
(주)에스비에스,34120,18-Dec,418312345,159079813,901859062,2320267,560713049,341146013,26149550,0,0,160000000,176000843,493549332,210192628,957646531,2606903,568482207,389164324,0,0,0,0,233153669
(주)에스비에스,34120,19-Dec,482931050,311965170,1076011718,2223488,560708925,515302794,6367900,0,129945044,179626884,223643066,716994816,393039828,1247762888,2623520,647118029,600644859,0,0,129945044,0,321354821
(주)에스비에스콘텐츠허브,46140,11-Dec,110545764,56938002,166941706,0,109698083,57243623,0,0,0,0,28801936,112793874,56960053,165574497,0,108308824,57265674,0,0,0,0,28834936
(주)에스비에스콘텐츠허브,46140,12-Dec,107389447,42970173,172314275,0,128795927,43518348,0,0,0,0,20764144,109583830,42974404,172338241,0,128815662,43522579,0,0,0,0,20797144
(주)에스비에스콘텐츠허브,46140,13-Dec,143514523,50890036,203210561,0,151361446,51849115,0,0,0,0,28500273,145725750,50900861,203084253,0,151219114,51865139,0,0,0,0,28500273
(주)에스비에스콘텐츠허브,46140,14-Dec,167451463,62919905,220820275,0,155685077,65135198,0,0,0,0,34252450,169566694,62925282,220630106,0,155473711,65156395,0,0,0,0,34252450
(주)에스비에스콘텐츠허브,46140,15-Dec,174716852,63916764,224520000,0,157041998,67478002,0,0,0,0,55786426,177068481,63955870,223891016,0,156351844,67539172,0,0,0,0,56145936
(주)에스비에스콘텐츠허브,46140,16-Dec,196915211,77365080,240014775,0,156265425,83749350,0,0,0,0,49099189,197074189,77366207,239635541,0,155885064,83750477,0,0,0,0,49099189
(주)에스비에스콘텐츠허브,46140,17-Dec,144255598,50416320,205045922,0,148636405,56409517,0,0,0,0,23370897,163253777,57017915,211510721,0,148377020,63133700,0,0,0,0,33680526
(주)에스비에스콘텐츠허브,46140,18-Dec,151885394,54987045,210641869,0,153156026,57485843,0,0,0,0,28169719,162076103,53444817,212504969,0,156096020,56408949,0,0,0,0,31012648
(주)에스비에스콘텐츠허브,46140,19-Dec,149919196,42582852,197213142,0,153571342,43641799,0,0,0,0,48804200,158562019,40674330,197100484,0,155257296,41843188,0,0,0,0,54038064
(주)에스씨디,42110,11-Dec,27328408,10229054,65643542,5495392,53696531,11947012,2000000,0,0,0,8414023,,,,,,,,,,,
(주)에스씨디,42110,12-Dec,32398216,9582351,71276885,4259340,59689357,11587529,2000000,0,0,0,8277293,,,,,,,,,,,
(주)에스씨디,42110,13-Dec,40120269,9864298,80848080,5651132,67266818,13581262,0,0,0,0,8936208,,,,,,,,,,,
(주)에스씨디,42110,14-Dec,50156921,11592971,91874960,7122851,76395366,15479594,0,0,0,0,8330909,,,,,,,,,,,
(주)에스씨디,42110,15-Dec,65861158,18305531,109002354,9766896,86971795,22030559,0,0,0,0,9145592,71035739,19204806,110854905,12922323,87925071,22929834,0,0,0,0,10228533
(주)에스씨디,42110,16-Dec,73513010,21310037,115698115,9298446,92586050,23112065,0,0,0,0,9944719,80443685,22268127,118406948,13530906,94336794,24070155,0,0,0,0,10820907
(주)에스씨디,42110,17-Dec,69972140,16626194,117064333,11506011,95237186,21827147,0,0,0,0,19023078,78439682,18070820,120553513,16102935,97281740,23271773,0,0,0,0,21600350
(주)에스씨디,42110,18-Dec,79346496,19941585,121029169,13731341,98491671,22537499,0,0,0,0,24571527,92463430,24078699,129128866,19052114,102454253,26674612,0,0,0,0,27799074
(주)에스씨디,42110,19-Dec,81538248,26880132,129808209,15481862,94725955,35082254,0,0,0,0,25117789,95556697,30184927,139154002,22906872,100679022,38474981,0,0,0,0,29602018
(주)에스아이리소스,65420,11-Dec,12444520,7991346,48345092,3369130,39027036,9318056,1195000,0,0,0,1381283,19747398,16367586,54084154,4463534,30445154,23639000,0,0,0,0,4003909
(주)에스아이리소스,65420,12-Dec,11029146,3530079,47724153,2861651,37249211,10474942,1071100,3000000,0,3000000,2999181,13249080,7521585,51080770,4023683,29812762,21268008,0,0,0,0,4241433
(주)에스아이리소스,65420,13-Dec,10355357,4292617,47233774,2532448,37192291,10041483,1882950,3000000,0,1693198,2287343,12160043,6532056,49379847,3710146,29443164,19936684,0,0,444557,0,3113302
(주)에스아이리소스,65420,14-Dec,13337158,9282316,34579219,1497329,25291903,9287316,1948800,0,3000000,0,1638526,14980145,12491407,35087844,2361424,15401466,19686379,0,0,3207658,0,3760530
(주)에스아이리소스,65420,15-Dec,13028641,936342,16796879,1342172,15635231,1161648,0,0,0,0,745109,18302553,4498901,28186692,1901395,17449125,10737567,0,0,63402,0,3781973
(주)에스아이리소스,65420,16-Dec,4582841,394786,13742124,9608,11228279,2513845,0,0,0,0,1946605,15384354,15479101,32219662,460782,14501563,17718099,0,0,6211235,0,9252696
(주)에스아이리소스,65420,17-Dec,10092435,2553119,18409070,9608,15107112,3301958,0,0,1919421,0,984606,16101847,11218999,29671701,648808,15933998,13737702,0,0,4351416,0,5346733
(주)에스아이리소스,65420,18-Dec,11534485,3538929,21387789,1658000,16942342,4445447,0,0,0,0,1342116,15965122,9516648,28831411,2268436,18360006,10471406,0,0,2401738,0,6713197
(주)에스아이리소스,65420,19-Dec,7802755,1500613,13041168,437059,11510200,1530968,0,0,15173,0,1480059,,,,,,,,,,,
(주)에스앤더블류,103230,11-Dec,42655535,38323782,95587808,26214782,52023518,43564290,13032875,250000,18601132,0,14922502,,,,,,,,,,,
(주)에스앤더블류,103230,12-Dec,33185866,26514913,85865763,16428292,55064435,30801328,6500000,50000,15656525,0,13570859,,,,,,,,,,,
(주)에스앤더블류,103230,13-Dec,25891669,16648872,77677252,14350710,55361669,22315584,11500000,300000,50000,0,9163101,,,,,,,,,,,
(주)에스앤더블류,103230,14-Dec,24651487,10413442,76988604,14878086,55149534,21839070,2500000,5257040,42960,0,7873658,,,,,,,,,,,
(주)에스앤더블류,103230,15-Dec,27917313,8072883,72344893,11855843,57344158,15000735,1100000,171360,85680,0,7028228,,,,,,,,,,,
(주)에스앤더블류,103230,16-Dec,28754874,7309500,70213694,12219467,56254776,13958918,1260640,0,0,0,5842564,,,,,,,,,,,
(주)에스앤더블류,103230,17-Dec,24873212,5166409,64140404,11097983,52440937,11699467,0,0,0,0,4306318,,,,,,,,,,,
(주)에스앤더블류,103230,18-Dec,19135370,5551014,57861674,9395356,42222988,15638687,0,0,0,0,5094670,,,,,,,,,,,
(주)에스앤더블류,103230,19-Dec,16877392,5817252,55567064,10467553,38950621,16616443,0,0,0,0,5601114,,,,,,,,,,,
