회사명,거래소코드,회계년도,자본(*)(IFRS)(천원),유동자산(*)(IFRS)(천원),유동부채(*)(IFRS)(천원),,재고자산(*)(IFRS)(천원),유형자산(*)(IFRS)(천원),자본(*)(IFRS연결)(천원),유동자산(*)(IFRS연결)(천원),유동부채(*)(IFRS연결)(천원),재고자산(*)(IFRS연결)(천원),유형자산(IFRS연결)(천원),현금및현금성자산(*)(IFRS)(천원),현금및현금성자산(*)(IFRS연결)(천원),부채(*)(IFRS)(천원),부채(*)(IFRS연결)(천원),장기차입금(*)(IFRS)(천원),단기차입금(*)(IFRS)(천원),회사채(IFRS)(천원),,장기차입금(*)(IFRS연결)(천원),단기차입금(*)(IFRS연결)(천원),회사채(IFRS연결)(천원),,자산(*)(IFRS)(천원),자산(*)(IFRS연결)(천원),매출액(수익)(*)(IFRS)(천원),매출액(수익)(*)(IFRS연결)(천원)
(주)에스비에스콘텐츠허브,46140,Dec-18,153156026,151885394,54987045,,0,10902652,156096020,162076103,53444817,0,0,73936789,80916186,57485843,56408949,0,0,0,,0,0,0,,210641869,212504969,138094955,159763051
(주)에스비에스콘텐츠허브,46140,Dec-19,153571342,149919196,42582852,,0,11576245,155257296,158562019,40674330,0,0,64905425,68132194,43641799,41843188,0,0,0,,0,0,0,,197213142,197100484,142543813,162067187
(주)에스씨디,42110,Dec-11,53696531,27328408,10229054,,5495392,25067258,,,,,,6416558,,11947012,,0,2000000,0,,,,,,65643542,,67487493,
(주)에스씨디,42110,Dec-12,59689357,32398216,9582351,,4259340,27705950,,,,,,7957556,,11587529,,0,2000000,0,,,,,,71276885,,75536976,
(주)에스씨디,42110,Dec-13,67266818,40120269,9864298,,5651132,16395458,,,,,,5484275,,13581262,,0,0,0,,,,,,80848080,,94587343,
(주)에스씨디,42110,Dec-14,76395366,50156921,11592971,,7122851,17324881,,,,,,33548760,,15479594,,0,0,0,,,,,,91874960,,114826082,
(주)에스씨디,42110,Dec-15,86971795,65861158,18305531,,9766896,16839216,87925071,71035739,19204806,12922323,0,5496353,6263801,22030559,22929834,0,0,0,,0,902423,0,,109002354,110854905,119720726,122555787
(주)에스씨디,42110,Dec-16,92586050,73513010,21310037,,9298446,27671778,94336794,80443685,22268127,13530906,0,5356371,6897699,23112065,24070155,0,0,0,,0,866300,0,,115698115,118406948,131572665,134535550
(주)에스씨디,42110,Dec-17,95237186,69972140,16626194,,11506011,27148527,97281740,78439682,18070820,16102935,0,6653357,7881413,21827147,23271773,0,0,0,,0,818250,0,,117064333,120553513,141249252,146294275
(주)에스씨디,42110,Dec-18,98491671,79346496,19941585,,13731341,25615838,102454253,92463430,24078699,19052114,0,13071319,16897126,22537499,26674612,0,0,0,,0,813800,0,,121029169,129128866,152209557,159268818
(주)에스씨디,42110,Dec-19,94725955,81538248,26880132,,15481862,23931251,100679022,95556697,30184927,22906872,0,38096360,39872031,35082254,38474981,0,0,0,,0,0,0,,129808209,139154002,166587622,174946389
(주)에스아이리소스,65420,Dec-11,39027036,12444520,7991346,,3369130,6035817,30445154,19747398,16367586,4463534,0,807065,1863785,9318056,23639000,0,1195000,0,,5518495,2122248,0,,48345092,54084154,24376061,45974059
(주)에스아이리소스,65420,Dec-12,37249211,11029146,3530079,,2861651,5968418,29812762,13249080,7521585,4023683,0,2529387,3788139,10474942,21268008,3000000,1071100,0,,9404171,1071100,0,,47724153,51080770,29877290,42353488
(주)에스아이리소스,65420,Dec-13,37192291,10355357,4292617,,2532448,5832629,29443164,12160043,6532056,3710146,0,1988327,2171290,10041483,19936684,3000000,1882950,0,,9175038,1882950,0,,47233774,49379847,29119775,38128120
(주)에스아이리소스,65420,Dec-14,25291903,13337158,9282316,,1497329,17649,15401466,14980145,12491407,2361424,4660863,1119554,2876075,9287316,19686379,0,1948800,0,,6390702,2120008,0,,34579219,35087844,26921909,37185028
(주)에스아이리소스,65420,Dec-15,15635231,13028641,936342,,1342172,18235,17449125,18302553,4498901,1901395,0,11500446,11553592,1161648,10737567,0,0,0,,6013360,0,0,,16796879,28186692,19439587,28232846
(주)에스아이리소스,65420,Dec-16,11228279,4582841,394786,,9608,261255,14501563,15384354,15479101,460782,0,2535876,2744369,2513845,17718099,0,0,0,,119940,45000,0,,13742124,32219662,13410932,25212000
(주)에스아이리소스,65420,Dec-17,15107112,10092435,2553119,,9608,210320,15933998,16101847,11218999,648808,0,5389205,5714395,3301958,13737702,0,0,0,,1769864,0,0,,18409070,29671701,17472745,33368170
(주)에스아이리소스,65420,Dec-18,16942342,11534485,3538929,,1658000,952985,18360006,15965122,9516648,2268436,0,1731435,2129758,4445447,10471406,0,0,0,,48240,0,0,,21387789,28831411,10439056,28204423
(주)에스아이리소스,65420,Dec-19,11510200,7802755,1500613,,437059,126551,,,,,,6328558,,1530968,,0,0,0,,,,,,13041168,,12830794,
(주)에스앤더블류,103230,Dec-11,52023518,42655535,38323782,,26214782,50776667,,,,,,972821,,43564290,,250000,13032875,0,,,,,,95587808,,86447592,
(주)에스앤더블류,103230,Dec-12,55064435,33185866,26514913,,16428292,49941007,,,,,,3426538,,30801328,,50000,6500000,0,,,,,,85865763,,70545756,
(주)에스앤더블류,103230,Dec-13,55361669,25891669,16648872,,14350710,49050112,,,,,,2215484,,22315584,,300000,11500000,0,,,,,,77677252,,49820826,
(주)에스앤더블류,103230,Dec-14,55149534,24651487,10413442,,14878086,48956523,,,,,,2116631,,21839070,,5257040,2500000,0,,,,,,76988604,,50822260,
(주)에스앤더블류,103230,Dec-15,57344158,27917313,8072883,,11855843,41193281,,,,,,9281575,,15000735,,171360,1100000,0,,,,,,72344893,,48783037,
(주)에스앤더블류,103230,Dec-16,56254776,28754874,7309500,,12219467,38301220,,,,,,4313891,,13958918,,0,1260640,0,,,,,,70213694,,42197864,
(주)에스앤더블류,103230,Dec-17,52440937,24873212,5166409,,11097983,36392322,,,,,,1652758,,11699467,,0,0,0,,,,,,64140404,,32736658,
(주)에스앤더블류,103230,Dec-18,42222988,19135370,5551014,,9395356,36223737,,,,,,3855138,,15638687,,0,0,0,,,,,,57861674,,30239761,
(주)에스앤더블류,103230,Dec-19,38950621,16877392,5817252,,10467553,36484206,,,,,,523031,,16616443,,0,0,0,,,,,,55567064,,36022930,
(주)에스앤에스텍,101490,Dec-11,62894586,33231256,26290002,,6976451,50137588,65874264,38770754,32521648,7036543,0,8072172,11163126,49898460,65318522,11192963,13356908,0,,19325963,18056908,0,,112793046,131192786,50118523,51020273
(주)에스앤에스텍,101490,Dec-12,66998834,37957496,18821005,,7526931,49635379,62031530,44054290,42002840,8157345,0,16310210,20405631,46075793,72372175,14603712,8309730,0,,16381212,18709730,0,,113074627,134403705,46495754,51816919
(주)에스앤에스텍,101490,Dec-13,58200062,30438844,25442765,,5140977,52838497,53400368,35537285,50091907,6469842,0,11856586,12514032,42833897,75249841,15461052,10954702,0,,21060750,30054702,0,,101033959,128650209,46930528,68041854
(주)에스앤에스텍,101490,Dec-14,48633108,25262618,18287688,,5115428,48473853,49185566,25331510,18287688,5115428,0,8603706,8659878,37113851,37113851,16597243,7131968,0,,16597243,7131968,0,,85746959,86299417,44426846,45730574
(주)에스앤에스텍,101490,Dec-15,65581321,37874435,22875631,,8124160,47355154,,,,,,19470639,,30732797,,4980279,5101882,0,,,,,,96314119,,51210649,
(주)에스앤에스텍,101490,Dec-16,75143905,31769194,24240281,,7593004,77651701,,,,,,7031129,,45829794,,17887221,3561494,0,,,,,,120973700,,54012868,
(주)에스앤에스텍,101490,Dec-17,78359802,34926369,18106092,,8282231,74372749,,,,,,14324766,,42603472,,20524669,5694517,0,,,,,,120963274,,53899317,
(주)에스앤에스텍,101490,Dec-18,79668014,41603664,28454113,,10340977,69173767,,,,,,16735593,,44144939,,11892500,11817768,0,,,,,,123812954,,61016170,
(주)에스앤에스텍,101490,Dec-19,88584280,53421966,35680208,,14435209,65540170,,,,,,18145542,,46990904,,6862500,18745361,0,,,,,,135575184,,84466768,
(주)에스에너지,95910,Dec-11,65475001,102135737,55421983,,7518353,34403344,63653517,104323985,62091449,17333033,0,25290280,28037535,77564703,89334517,21554000,12393754,0,,27089385,18159825,0,,143039704,152988034,204240500,195326879
(주)에스에너지,95910,Dec-12,76514409,127162335,67827693,,4692880,32538429,74473040,123397560,72956233,6928709,0,32093175,32804736,88033491,93348563,19056500,12000000,0,,19056500,16659285,0,,164547900,167821602,204481287,225361171
(주)에스에너지,95910,Dec-13,83982678,109183221,50233413,,15605063,39298529,81359907,112943838,69234424,15843938,0,42086107,47021491,78427906,105173881,25002550,27463091,0,,33519300,42930020,0,,162410584,186533788,258533769,268744747
(주)에스에너지,95910,Dec-14,88084111,141115977,84240103,,15944201,29237358,83231514,151029887,109508720,20227907,0,41216642,45673796,105936071,140742180,18871010,26504437,0,,28806951,46004793,0,,194020181,223973693,260301003,273413971
(주)에스에너지,95910,Dec-15,88304135,158372011,94612680,,20579617,34293150,88474363,178468142,130408386,23374819,0,34749590,46391291,132508603,191046249,17249840,26695551,0,,40136112,46494255,0,,220812738,279520612,299268140,313049193
(주)에스에너지,95910,Dec-16,93595853,156640187,166270443,,8805892,37053984,93711968,175658991,199799432,12160006,0,23596877,29797388,187040863,251828986,18194720,16194374,0,,49350954,38135579,0,,280636715,345540954,281185930,304638920
(주)에스에너지,95910,Dec-17,100548034,163786481,103606829,,4864920,27368182,102025339,188695725,141807984,12905831,0,24635163,34224484,127241572,199879857,13946200,39207408,0,,46239246,49460695,0,,227789606,301905196,198474507,231105250
(주)에스에너지,95910,Dec-18,110244731,149120265,86423258,,5860333,21041967,123026937,245644376,168540141,13509461,14449685,13533878,31013920,100005116,197420456,11275480,32525523,0,,26701035,49894555,0,,210249847,320447393,105828779,165548046
(주)에스에너지,95910,Dec-19,107947650,143000538,78135905,,7894845,21503257,118814806,240297311,170458107,27054649,14218592,12597034,30036860,99653071,208855239,12204760,32036040,0,,28528266,59273391,0,,207600721,327670045,153975497,216932737
(주)에스에스알,275630,Dec-18,21531893,21801285,4285917,,0,1936421,,,,,,3702740,,4335917,,0,1200000,0,,,,,,25867810,,12067624,
(주)에스에스알,275630,Dec-19,22990515,21244745,3295491,,0,2228290,,,,,,4859444,,3470783,,0,0,0,,,,,,26461298,,12954946,
(주)에스에이엠티,31330,Dec-11,41356829,183309787,189027523,,36442791,7548155,42411160,194089193,198250824,36633856,1988142,1812412,3899896,191799339,201022640,0,137156199,0,,0,141206972,0,,233156168,243433800,969646753,969528355
(주)에스에이엠티,31330,Dec-12,53705694,164256870,155737126,,44754491,7464003,53994340,177466860,165963359,44754491,793953,1406971,2258387,160169321,170395554,0,102179057,0,,0,102179057,0,,213875015,224389894,1024177007,1024177007
(주)에스에이엠티,31330,Dec-13,69425189,179816394,157119291,,55594456,7256489,68788495,196632323,171755597,55594456,0,12778323,13014218,160309569,174945875,0,98712191,0,,0,98712191,0,,229734758,243734370,1022798914,1022798914
(주)에스에이엠티,31330,Dec-14,58859553,173817652,171706243,,92254326,7312100,63475966,177428523,172954783,92254326,0,4831981,5224928,174460503,175709043,0,95868258,0,,0,95868258,0,,233320056,239185009,983166045,983166045
(주)에스에이엠티,31330,Dec-15,87293303,168022845,135160463,,59863375,9710566,105442803,167584891,135178726,59863375,0,632378,867101,137926598,137944862,0,73465162,0,,0,73465162,0,,225219901,243387665,1059342878,1059342878
(주)에스에이엠티,31330,Dec-16,146496664,185059661,109905004,,87321751,9493989,169783115,201398236,109929031,87321751,8470392,1103241,1444907,112516339,112540367,0,38100000,0,,0,38100000,0,,259013003,282323482,1063479333,1063479333
(주)에스에이엠티,31330,Dec-17,162251707,189422569,89788210,,68290213,11754428,192481008,196714499,89793740,68290213,8000575,4968114,5489343,93125030,93130560,0,30000000,0,,0,30000000,0,,255376737,285611568,1212024348,1212024348
(주)에스에이엠티,31330,Dec-18,176896928,217086755,104687093,,111960292,13001026,214149183,217629140,104690389,111960292,0,761453,1303838,107381672,107384968,0,44000000,0,,0,44000000,0,,284278599,321534151,1176014835,1176014835
(주)에스에이엠티,31330,Dec-19,191566399,173092129,47381441,,49786485,11998086,238300721,173075719,47383448,49786485,573419,3011845,3011845,47415907,47417913,0,21000000,0,,0,21000000,0,,238982306,285718635,1213833610,1213833610
(주)에스에이티,60540,Dec-11,24863984,8094979,10731529,,754142,2455491,29597029,18368552,15566172,755349,0,5344439,9715774,17908466,25450567,871585,0,0,,3571174,0,0,,42772451,55047596,5802944,31641818
(주)에스에이티,60540,Dec-12,33214551,9985004,8867472,,595694,2352669,37054839,18725304,12772034,597019,0,5624737,9989428,9613335,15317975,600085,7000000,0,,1116434,7500000,0,,42827886,52372813,3745287,16595080
(주)에스에이티,60540,Dec-13,37311301,11352751,9802952,,981019,2885028,35595632,15456702,10353474,982344,0,2680173,6287692,12722135,13968170,556205,6567835,0,,1072554,6567835,0,,50033436,49563802,6726197,7626719
(주)에스에이티,60540,Dec-14,47066727,17428635,7197764,,1053804,2710388,45979849,27104660,8953643,1082492,0,12534238,18673721,15004752,17610541,52660,542565,0,,569009,576531,0,,62071478,63590390,16443144,16795970
(주)에스에이티,60540,Dec-15,52066787,17116683,10678182,,531562,2674904,54527546,40981286,29538415,6912974,0,9662197,20984719,11150682,31128767,0,76883,0,,516349,5931420,0,,63217469,85656313,20376179,38862501
(주)에스에이티,60540,Dec-16,62704995,22388064,4820163,,1802185,2793782,66475831,47419293,25177612,8147546,0,9398658,23205279,5404163,26891400,0,0,0,,516349,8596755,0,,68109159,93367231,29815304,84693323
(주)에스에이티,60540,Dec-17,65842295,20200468,5273853,,748117,2737059,75093216,58997456,42367422,11238975,0,4276785,23684757,5798257,48847464,0,0,0,,3661349,20948411,0,,71640551,123940681,43531527,97309966
(주)에스에이티,60540,Dec-18,70411410,24725430,4942987,,549683,2582601,81489070,49517284,36069602,10142049,0,9119957,16799132,5364386,41645901,0,0,0,,1516349,14156345,0,,75775796,123134971,17761011,133941225
(주)에스에이티,60540,Dec-19,74418053,26844753,4647561,,623332,2809025,88835954,58089327,38147200,11510583,0,13325045,23180572,5411282,46446127,0,0,0,,3741667,18422769,0,,79829335,135282080,20271145,140167604
(주)에스에프에이,56190,Dec-11,344660752,400219109,194169968,,7059411,107073445,356517243,426993323,195348521,14904995,3959104,74978455,87183467,214032758,215895520,0,0,0,,0,2000000,0,,558693510,572412763,753373519,781451480
(주)에스에프에이,56190,Dec-12,358401177,407712799,179138212,,2800733,104917749,373014634,438824838,182917200,5144665,0,26817276,39883617,202102861,205483162,0,0,0,,0,0,0,,560504038,578497795,480891735,507482440
(주)에스에프에이,56190,Dec-13,443563052,413939640,102716870,,3022158,102230636,461684707,449445242,107252442,5993450,0,76818726,102829017,123319703,127053834,0,0,0,,0,0,0,,566882755,588738541,450831580,478500787
(주)에스에프에이,56190,Dec-14,455960493,438515584,112161029,,3616927,95316426,477486450,481874404,120862474,5503786,0,313271590,342457962,128542411,135692956,0,0,0,,0,8205715,0,,584502904,613179405,378490183,415136598
(주)에스에프에이,56190,Dec-15,478009103,280610406,113748090,,2704194,91487369,627808284,520408604,259388776,29406800,0,95851085,247057165,126316714,561566235,0,0,0,,209053604,90979635,0,,604325817,1189374520,496565363,526063549
(주)에스에프에이,56190,Dec-16,561406099,505407067,298010295,,2028052,92373508,775625966,823749713,457182785,39695510,2120000,133648401,276413116,314096397,729633919,0,0,0,,186286645,0,0,,875502496,1505259885,849971815,1319748301
(주)에스에프에이,56190,Dec-17,758066343,840694837,432542930,,4350026,89293478,984854672,1133098145,540949051,28526442,0,450737698,585865181,458438259,825954272,0,0,0,,192161849,0,0,,1216504602,1810808943,1313864576,1920384917
(주)에스에프에이,56190,Dec-18,751195515,609088893,289582386,,30170357,86469382,1002987456,958567881,404841569,75613959,0,210733744,329313713,291025186,657544362,0,0,0,,187197923,42763325,0,,1042220701,1660531818,944309684,1560055023
(주)에스에프에이,56190,Dec-19,870970875,702088245,307459743,,74174150,90379319,1112065358,1098458552,665329115,124393235,0,72632104,208984395,320242110,693841815,0,0,0,,4970845,38584751,0,,1191212985,1805907173,860849403,1577746351
(주)에스에프에이반도체,36540,Dec-11,212075971,125175394,191566427,,18571327,160703028,221572797,171471629,223757704,45841238,0,3562392,16128695,249931322,377922414,48998925,149824875,0,,147527279,169109900,0,,462007293,599495211,422532647,463505699
(주)에스에프에이반도체,36540,Dec-12,206352521,128158445,174600336,,17939830,205744869,199869032,216098285,276419291,49415030,0,35234939,63361298,338848536,520405895,49572440,119166640,0,,132398890,193531264,0,,545201057,720274926,388469613,537854912
(주)에스에프에이반도체,36540,Dec-13,168107312,96626902,258097922,,13975729,216148819,169007839,206499580,377540808,38213375,0,22695518,52121230,366772525,592696880,55204000,133357440,0,,145992653,226315787,0,,534879837,761704719,326951166,540775785
(주)에스에프에이반도체,36540,Dec-14,208174383,84487392,263329564,,16634151,293430706,203848990,205356752,406171056,38890009,0,7082209,50535907,403268284,609402277,82602000,172245000,0,,144298976,271689215,0,,611442667,813251267,335631204,550931474
(주)에스에프에이반도체,36540,Dec-15,187360698,123167175,82689753,,12308795,274577696,255922753,216376306,170374763,25613992,0,68497998,119921246,349237344,470784212,175872284,12754949,0,,209053603,85612004,0,,536598043,726706965,326941822,516477480
(주)에스에프에이반도체,36540,Dec-16,195766852,118857128,68995201,,15478391,258792724,271578558,224873731,139875134,35076587,0,59963258,102439203,319572260,404596207,173243767,0,0,,186286645,84246838,0,,515339112,676174765,269659372,429214599
(주)에스에프에이반도체,36540,Dec-17,206985940,143206170,62178737,,8843662,245168927,269616661,177249367,108020878,22750729,0,31106168,69727864,311935480,363304797,174013315,0,0,,177861849,32470068,0,,518921419,632921458,293000759,449558231
(주)에스에프에이반도체,36540,Dec-18,213477954,128669825,66861893,,9248169,246870378,287723794,177161684,97182136,35534935,0,28300554,33312939,307757302,339642929,175897923,0,0,,175897923,11393021,0,,521235257,627366723,296190099,457853090
(주)에스에프에이반도체,36540,Dec-19,227732431,183160846,319119819,,22019608,245474924,315842039,226727250,320110901,35635140,0,49542161,62386379,336697437,345386475,4970845,0,0,,4970845,180842626,0,,564429867,661228514,461843674,588938238
(주)에스엘바이오닉스,214310,Dec-15,33264828,23236948,9804279,,2881947,20261162,33799261,24291565,9804524,2881947,0,2222159,3275744,14861873,14862118,4437111,1000000,0,,4437111,1000000,0,,48126701,48661379,57249639,57249639
(주)에스엘바이오닉스,214310,Dec-16,30548864,29577194,33889017,,3620382,18449141,30931362,33927749,34433346,3620382,0,6966870,8100307,39321513,39879492,0,480492,0,,0,814248,0,,69870377,70810853,59174840,59330985
(주)에스엘바이오닉스,214310,Dec-17,16562334,25240288,35515380,,2975594,15428140,16512334,23287148,39400852,2975594,0,5078036,5616036,35980462,39912252,0,519421,0,,0,3796421,0,,52542796,56424586,47652516,48020218
(주)에스엘바이오닉스,214310,Dec-18,31417505,38419185,31633673,,1934953,17874373,31311532,31423586,32553439,1934953,0,12240689,12975462,32225529,33162258,0,0,0,,0,150000,0,,63643034,64473790,31686653,32126457
(주)에스엘바이오닉스,214310,Dec-19,27014560,9450751,14935321,,1536470,5266171,26188625,9943894,14935321,1536470,0,2227599,2239429,15731666,15731666,0,4500000,0,,0,4500000,0,,42746226,41920291,24150312,24150312
(주)에스엠라이프디자인그룹,63440,Dec-11,28253625,9577476,6932661,,438308,16106963,,,,,,2991188,,8865241,,0,3500000,0,,,,,,37118867,,21201500,
(주)에스엠라이프디자인그룹,63440,Dec-12,23195126,5191563,5429993,,148397,15828784,,,,,,1305603,,7480049,,0,3500000,0,,,,,,30675175,,17340050,
(주)에스엠라이프디자인그룹,63440,Dec-13,19420449,16420398,17222404,,274429,15370687,17057528,17868984,18351762,463488,0,2265597,2760305,18457349,19763789,0,6000000,0,,177083,6159917,0,,37877798,36821317,14816806,15527152
(주)에스엠라이프디자인그룹,63440,Dec-14,15159676,7524951,8420195,,640554,14938951,15172489,8941739,10137570,972934,0,2244748,2422353,9754003,11531955,0,5700000,0,,60578,5700000,0,,24913678,26704445,17801643,22980973
(주)에스엠라이프디자인그룹,63440,Dec-15,13306103,5885997,7417005,,664145,13144067,13306103,6728529,8368601,931478,0,2398673,2603222,8970824,9922421,0,4750000,0,,0,4750000,0,,22276928,23228524,11202926,16460156
(주)에스엠라이프디자인그룹,63440,Dec-16,40309002,24609239,1614315,,327422,12739688,40309002,24609239,1614315,327422,0,2051355,2051355,3264093,3264093,0,0,0,,0,0,0,,43573095,43573095,11371357,11371357
(주)에스엠라이프디자인그룹,63440,Dec-17,41507483,23801063,1406827,,246936,12060894,41720672,26091557,2807414,246936,0,3166623,4887415,2726736,4174959,0,0,0,,0,0,0,,44234219,45895630,31503168,33280384
(주)에스엠라이프디자인그룹,63440,Dec-18,50146514,36691095,3891484,,325833,12280736,50286134,38276104,4808921,325833,0,3064120,3180271,5127487,6076440,0,0,0,,0,0,0,,55274000,56362574,20031354,20031354
(주)에스엠라이프디자인그룹,63440,Dec-19,48852704,35046047,3710424,,141843,9078497,48809343,41110785,8342674,4977404,0,7360064,7696322,5011742,11545494,0,0,0,,1000000,3406214,0,,53864446,60354837,33325088,36981225
(주)에스엠벡셀,10580,Dec-11,21351525,21533972,28527262,,5181222,43159347,,,,,,587851,,45197828,,9582500,9990000,0,,,,,,66549354,,95831997,
(주)에스엠벡셀,10580,Dec-12,18596387,24369369,33282464,,5887397,36892996,,,,,,2777138,,45504658,,5787500,12590000,0,,,,,,64101045,,88689945,
(주)에스엠벡셀,10580,Dec-13,17612218,29429837,43078322,,7985507,46583459,,,,,,3066227,,61009155,,11640500,18590000,0,,,,,,78621373,,91201607,
(주)에스엠벡셀,10580,Dec-14,16135952,26254855,34543188,,5960293,44121163,,,,,,920605,,56777340,,15462380,16870728,0,,,,,,72913292,,92396215,
(주)에스엠벡셀,10580,Dec-15,13863651,18188044,30380821,,4949412,44136225,,,,,,578534,,50425739,,14797040,14326667,0,,,,,,64289391,,87071516,
(주)에스엠벡셀,10580,Dec-16,17692604,17466908,29928452,,4363702,41925526,,,,,,1827648,,42661498,,8140920,9549999,0,,,,,,60354102,,77234738,
(주)에스엠벡셀,10580,Dec-17,19636780,12796569,24302014,,4288046,40136773,,,,,,1241620,,33810918,,5064220,3100000,0,,,,,,53447698,,72104140,
(주)에스엠벡셀,10580,Dec-18,26820432,14395566,19990782,,6449407,48304706,,,,,,1089067,,36895461,,12450000,3550000,0,,,,,,63715894,,79623082,
(주)에스엠벡셀,10580,Dec-19,19362186,18081276,38294710,,3745397,54389559,,,,,,5389,,54463233,,9950000,11490923,0,,,,,,73825419,,78268988,
(주)에스엠엔터테인먼트,41510,Dec-11,108391403,83346428,43899894,,1538772,4391210,103306293,105964630,61036425,2578669,0,12717135,33462142,45928624,64803100,0,2205896,0,,988315,2341600,0,,154320026,168109393,109936174,143002535
(주)에스엠엔터테인먼트,41510,Dec-12,212311066,129805443,52377335,,3026397,20375104,233574967,198151248,84760999,5697996,0,35787933,99572442,53679233,89269468,0,2205896,0,,648494,2205896,0,,265990300,322844435,168560156,241325968
(주)에스엠엔터테인먼트,41510,Dec-13,228264622,156736670,67211871,,4154522,31390636,266386073,244657217,112878512,7348729,0,34242017,105730873,73841656,125942129,4409600,2205896,0,,6306506,2210609,0,,302106277,392328202,164258711,268700179
(주)에스엠엔터테인먼트,41510,Dec-14,236694471,111120984,41508657,,4189388,51238617,281582050,196599704,84914496,8597249,0,30936940,92177434,50218297,101103363,4409600,2205896,0,,10767561,2205896,0,,286912768,382685413,169480324,286980060
(주)에스엠엔터테인먼트,41510,Dec-15,254672896,119841016,54540522,,4790322,55815823,323497964,226595498,98098672,10006569,0,42614097,133470437,86124181,136211256,27600000,2175000,0,,34637830,2585200,0,,340797077,459709220,195445281,325439247
(주)에스엠엔터테인먼트,41510,Dec-16,298478102,175818820,89108655,,4615566,51090846,375546396,293384838,134647094,11209998,0,100710814,169585801,93896766,149536302,0,2175000,0,,10776900,10892455,0,,392374869,525082697,202127701,349870229
(주)에스엠엔터테인먼트,41510,Dec-17,320480631,163006520,106208934,,3991998,48726957,435630933,440834563,330417380,8628752,0,59337474,195462237,115637344,361878090,0,7175000,0,,4997083,10682053,0,,436117975,797509024,216128551,365386504
(주)에스엠엔터테인먼트,41510,Dec-18,385514391,178508554,135569173,,4433124,44822544,576127583,537351648,394212845,11524908,0,65280000,237328740,148804342,426345966,0,2175000,0,,3261248,7333494,0,,534318733,1002473550,281638319,612227479
(주)에스엠엔터테인먼트,41510,Dec-19,411964920,200721669,139338413,,6259888,41709298,632768148,628691154,436954867,14758462,0,69166570,284977571,153082904,482852439,0,0,0,,2711561,6874641,0,,565047824,1115620587,307504375,657825612
(주)에스엠컬처앤콘텐츠,48550,Dec-11,18202419,6838424,5856067,,0,419469,18014685,13267452,10596005,0,0,2119175,2493341,5889094,10629033,0,0,0,,0,1936167,0,,24091513,28643718,12402856,16312677
(주)에스엠컬처앤콘텐츠,48550,Dec-12,39958590,22481547,8396956,,0,620478,37273871,26529030,10927627,0,0,10971187,12348364,10321418,12906296,0,0,0,,9350,0,0,,50280008,50180167,16582761,19551687
(주)에스엠컬처앤콘텐츠,48550,Dec-13,56474185,49558745,23216923,,0,1156658,51694406,51785633,24565791,0,0,14434531,15187996,31073041,32480626,0,0,0,,0,1870,0,,87547226,84175031,54648483,57588578
(주)에스엠컬처앤콘텐츠,48550,Dec-14,57922896,42083331,22390290,,0,7750055,55451687,42986843,22715261,0,0,12370508,12668462,28679206,29112233,4687000,0,0,,4687000,0,0,,86602102,84563920,60616267,62680400
(주)에스엠컬처앤콘텐츠,48550,Dec-15,55754575,46796229,28637246,,0,7119476,54014938,46930546,28771866,0,0,17580548,17884823,31896756,32031377,3192720,0,0,,3192720,0,0,,87651331,86046315,75189434,75502152
(주)에스엠컬처앤콘텐츠,48550,Dec-16,56508428,54881782,24142562,,0,6237894,54818096,55324767,24682332,0,0,19350736,19958190,25839594,26379363,1630400,0,0,,1630400,0,0,,82348022,81197459,90041933,95394112
(주)에스엠컬처앤콘텐츠,48550,Dec-17,115547699,206372919,177473949,,0,1265458,114915818,207015626,178098491,0,0,66045809,66478752,185222580,185847122,0,0,0,,0,0,0,,300770279,300762940,50524355,88565311
(주)에스엠컬처앤콘텐츠,48550,Dec-18,113004198,218338173,193799838,,0,1139343,112510084,218694656,194135660,0,0,89583634,89661919,201686982,202022804,0,0,0,,0,0,0,,314691180,314532889,196445244,197029802
(주)에스엠컬처앤콘텐츠,48550,Dec-19,116215057,254921081,229304935,,0,1132542,116501187,256205876,229883617,0,0,105148222,105880567,233621164,234208562,0,0,0,,0,0,0,,349836222,350709749,165431176,166658489
(주)에스엠코어,7820,Dec-11,38561921,51080121,26153624,,557127,13465470,39205333,51218982,25611517,557127,0,10259424,10375119,29662975,29198551,2225640,0,0,,2225640,0,0,,68224897,68403884,66962474,67223777
(주)에스엠코어,7820,Dec-12,41739073,49408719,23782165,,624901,14434281,42571792,49584618,22935419,624901,0,10189092,10354268,26661962,25968015,1633330,1810902,0,,1633330,1810902,0,,68401035,68539806,78178950,78316804
(주)에스엠코어,7820,Dec-13,45472365,54790761,29138565,,6813692,16800883,46873471,55243116,27849405,6813692,0,6709868,7071849,31165979,30126948,1190458,0,0,,1190458,0,0,,76638344,77000419,75945857,76007199
(주)에스엠코어,7820,Dec-14,49457489,57279711,27143765,,356730,16160858,50839778,57651236,25786727,356730,0,5672337,6009378,29385372,28253085,711766,0,0,,711766,0,0,,78842862,79092863,91750092,91959384
(주)에스엠코어,7820,Dec-15,55955441,60813312,26334229,,198679,15871821,57513802,62207651,25369041,198679,0,28112273,29410455,28795611,28159449,0,0,0,,0,0,0,,84751052,85673251,73417749,73298444
