,통계청 한국표준산업분류 10차(중분류),회사명,거래소코드,회계년도,이자보상배율(이자비용)(IFRS),이자보상배율(이자비용)(IFRS연결),이자보상배율,R&D투자효율,고용증가율,경상개발비율,연구개발비율
6986,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",(주)삼에스코리아,60310,11-Mar,3.01,3.2,3.2,,,,
6987,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",(주)삼에스코리아,60310,12-Mar,2.82,3,3,,,,
6988,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",(주)삼에스코리아,60310,13-Mar,1.17,1.2,1.2,,,,
6989,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",(주)삼에스코리아,60310,14-Mar,-2.1,-2.03,-2.03,,,,
6990,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",(주)삼에스코리아,60310,15-Mar,-2.81,-2.85,-2.85,,,,
6991,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",(주)삼에스코리아,60310,16-Mar,0.86,1.11,1.11,,,,
6992,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",(주)삼에스코리아,60310,17-Mar,-2.35,-2.26,-2.26,,,,
6993,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",(주)삼에스코리아,60310,18-Mar,0.24,0.29,0.29,,,,
6994,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",(주)삼에스코리아,60310,19-Mar,1.96,2.12,2.12,,,,
6995,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",(주)삼에스코리아,60310,11-Mar,3.01,3.2,3.2,,,,
6996,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",(주)삼에스코리아,60310,12-Mar,2.82,3,3,,,,
6997,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",(주)삼에스코리아,60310,13-Mar,1.17,1.2,1.2,,,,
6998,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",(주)삼에스코리아,60310,14-Mar,-2.1,-2.03,-2.03,,,,
6999,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",(주)삼에스코리아,60310,15-Mar,-2.81,-2.85,-2.85,,,,
7000,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",(주)삼에스코리아,60310,16-Mar,0.86,1.11,1.11,,,,
7001,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",(주)삼에스코리아,60310,17-Mar,-2.35,-2.26,-2.26,,,,
7002,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",(주)삼에스코리아,60310,18-Mar,0.24,0.29,0.29,,,,
7003,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",(주)삼에스코리아,60310,19-Mar,1.96,2.12,2.12,,,,
7004,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",(주)삼에스코리아,60310,11-Mar,3.01,3.2,3.2,,,,
7005,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",(주)삼에스코리아,60310,12-Mar,2.82,3,3,,,,
7006,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",(주)삼에스코리아,60310,13-Mar,1.17,1.2,1.2,,,,
7007,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",(주)삼에스코리아,60310,14-Mar,-2.1,-2.03,-2.03,,,,
7008,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",(주)삼에스코리아,60310,15-Mar,-2.81,-2.85,-2.85,,,,
7009,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",(주)삼에스코리아,60310,16-Mar,0.86,1.11,1.11,,,,
7010,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",(주)삼에스코리아,60310,17-Mar,-2.35,-2.26,-2.26,,,,
7011,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",(주)삼에스코리아,60310,18-Mar,0.24,0.29,0.29,,,,
7012,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",(주)삼에스코리아,60310,19-Mar,1.96,2.12,2.12,,,,
7013,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",(주)삼에스코리아,60310,11-Mar,3.01,3.2,3.2,,,,
7014,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",(주)삼에스코리아,60310,12-Mar,2.82,3,3,,,,
7015,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",(주)삼에스코리아,60310,13-Mar,1.17,1.2,1.2,,,,
7016,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",(주)삼에스코리아,60310,14-Mar,-2.1,-2.03,-2.03,,,,
7017,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",(주)삼에스코리아,60310,15-Mar,-2.81,-2.85,-2.85,,,,
7018,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",(주)삼에스코리아,60310,16-Mar,0.86,1.11,1.11,,,,
7019,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",(주)삼에스코리아,60310,17-Mar,-2.35,-2.26,-2.26,,,,
7020,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",(주)삼에스코리아,60310,18-Mar,0.24,0.29,0.29,,,,
7021,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",(주)삼에스코리아,60310,19-Mar,1.96,2.12,2.12,,,,
7053,비금속 광물제품 제조업,(주)삼표시멘트,38500,11-Dec,-0.71,-0.51,-0.51,,,,
7054,비금속 광물제품 제조업,(주)삼표시멘트,38500,12-Dec,0.7,0.54,0.54,,,,
7055,비금속 광물제품 제조업,(주)삼표시멘트,38500,13-Dec,0.19,-0.07,-0.07,,,,
7056,비금속 광물제품 제조업,(주)삼표시멘트,38500,14-Dec,0.93,1,1,,,,
7057,비금속 광물제품 제조업,(주)삼표시멘트,38500,15-Dec,1.22,1.28,1.28,,,,
7058,비금속 광물제품 제조업,(주)삼표시멘트,38500,16-Dec,2.11,2.35,2.35,,,,
7059,비금속 광물제품 제조업,(주)삼표시멘트,38500,17-Dec,2.34,2.82,2.82,,,,
7060,비금속 광물제품 제조업,(주)삼표시멘트,38500,18-Dec,-0.67,0.04,0.04,,,,
7061,비금속 광물제품 제조업,(주)삼표시멘트,38500,19-Dec,2.35,2.23,2.23,,,,
7062,비금속 광물제품 제조업,(주)삼표시멘트,38500,11-Dec,-0.71,-0.51,-0.51,,,,
7063,비금속 광물제품 제조업,(주)삼표시멘트,38500,12-Dec,0.7,0.54,0.54,,,,
7064,비금속 광물제품 제조업,(주)삼표시멘트,38500,13-Dec,0.19,-0.07,-0.07,,,,
7065,비금속 광물제품 제조업,(주)삼표시멘트,38500,14-Dec,0.93,1,1,,,,
7066,비금속 광물제품 제조업,(주)삼표시멘트,38500,15-Dec,1.22,1.28,1.28,,,,
7067,비금속 광물제품 제조업,(주)삼표시멘트,38500,16-Dec,2.11,2.35,2.35,,,,
7068,비금속 광물제품 제조업,(주)삼표시멘트,38500,17-Dec,2.34,2.82,2.82,,,,
7069,비금속 광물제품 제조업,(주)삼표시멘트,38500,18-Dec,-0.67,0.04,0.04,,,,
7070,비금속 광물제품 제조업,(주)삼표시멘트,38500,19-Dec,2.35,2.23,2.23,,,,
7071,비금속 광물제품 제조업,(주)삼표시멘트,38500,11-Dec,-0.71,-0.51,-0.51,,,,
7072,비금속 광물제품 제조업,(주)삼표시멘트,38500,12-Dec,0.7,0.54,0.54,,,,
7073,비금속 광물제품 제조업,(주)삼표시멘트,38500,13-Dec,0.19,-0.07,-0.07,,,,
7074,비금속 광물제품 제조업,(주)삼표시멘트,38500,14-Dec,0.93,1,1,,,,
7075,비금속 광물제품 제조업,(주)삼표시멘트,38500,15-Dec,1.22,1.28,1.28,,,,
7076,비금속 광물제품 제조업,(주)삼표시멘트,38500,16-Dec,2.11,2.35,2.35,,,,
7077,비금속 광물제품 제조업,(주)삼표시멘트,38500,17-Dec,2.34,2.82,2.82,,,,
7078,비금속 광물제품 제조업,(주)삼표시멘트,38500,18-Dec,-0.67,0.04,0.04,,,,
7079,비금속 광물제품 제조업,(주)삼표시멘트,38500,19-Dec,2.35,2.23,2.23,,,,
7080,비금속 광물제품 제조업,(주)삼표시멘트,38500,11-Dec,-0.71,-0.51,-0.51,,,,
7081,비금속 광물제품 제조업,(주)삼표시멘트,38500,12-Dec,0.7,0.54,0.54,,,,
7082,비금속 광물제품 제조업,(주)삼표시멘트,38500,13-Dec,0.19,-0.07,-0.07,,,,
7083,비금속 광물제품 제조업,(주)삼표시멘트,38500,14-Dec,0.93,1,1,,,,
7084,비금속 광물제품 제조업,(주)삼표시멘트,38500,15-Dec,1.22,1.28,1.28,,,,
7085,비금속 광물제품 제조업,(주)삼표시멘트,38500,16-Dec,2.11,2.35,2.35,,,,
7086,비금속 광물제품 제조업,(주)삼표시멘트,38500,17-Dec,2.34,2.82,2.82,,,,
7087,비금속 광물제품 제조업,(주)삼표시멘트,38500,18-Dec,-0.67,0.04,0.04,,,,
7088,비금속 광물제품 제조업,(주)삼표시멘트,38500,19-Dec,2.35,2.23,2.23,,,,
7089,비금속 광물제품 제조업,(주)삼표시멘트,38500,11-Dec,-0.71,-0.51,-0.51,,,,
7090,비금속 광물제품 제조업,(주)삼표시멘트,38500,12-Dec,0.7,0.54,0.54,,,,
7091,비금속 광물제품 제조업,(주)삼표시멘트,38500,13-Dec,0.19,-0.07,-0.07,,,,
7092,비금속 광물제품 제조업,(주)삼표시멘트,38500,14-Dec,0.93,1,1,,,,
7093,비금속 광물제품 제조업,(주)삼표시멘트,38500,15-Dec,1.22,1.28,1.28,,,,
7094,비금속 광물제품 제조업,(주)삼표시멘트,38500,16-Dec,2.11,2.35,2.35,,,,
7095,비금속 광물제품 제조업,(주)삼표시멘트,38500,17-Dec,2.34,2.82,2.82,,,,
7096,비금속 광물제품 제조업,(주)삼표시멘트,38500,18-Dec,-0.67,0.04,0.04,,,,
7097,비금속 광물제품 제조업,(주)삼표시멘트,38500,19-Dec,2.35,2.23,2.23,,,,
7098,비금속 광물제품 제조업,(주)삼표시멘트,38500,11-Dec,-0.71,-0.51,-0.51,,,,
7099,비금속 광물제품 제조업,(주)삼표시멘트,38500,12-Dec,0.7,0.54,0.54,,,,
7100,비금속 광물제품 제조업,(주)삼표시멘트,38500,13-Dec,0.19,-0.07,-0.07,,,,
7101,비금속 광물제품 제조업,(주)삼표시멘트,38500,14-Dec,0.93,1,1,,,,
7102,비금속 광물제품 제조업,(주)삼표시멘트,38500,15-Dec,1.22,1.28,1.28,,,,
7103,비금속 광물제품 제조업,(주)삼표시멘트,38500,16-Dec,2.11,2.35,2.35,,,,
7104,비금속 광물제품 제조업,(주)삼표시멘트,38500,17-Dec,2.34,2.82,2.82,,,,
7105,비금속 광물제품 제조업,(주)삼표시멘트,38500,18-Dec,-0.67,0.04,0.04,,,,
7106,비금속 광물제품 제조업,(주)삼표시멘트,38500,19-Dec,2.35,2.23,2.23,,,,
7107,비금속 광물제품 제조업,(주)삼표시멘트,38500,11-Dec,-0.71,-0.51,-0.51,,,,
7108,비금속 광물제품 제조업,(주)삼표시멘트,38500,12-Dec,0.7,0.54,0.54,,,,
7109,비금속 광물제품 제조업,(주)삼표시멘트,38500,13-Dec,0.19,-0.07,-0.07,,,,
7110,비금속 광물제품 제조업,(주)삼표시멘트,38500,14-Dec,0.93,1,1,,,,
7111,비금속 광물제품 제조업,(주)삼표시멘트,38500,15-Dec,1.22,1.28,1.28,,,,
7112,비금속 광물제품 제조업,(주)삼표시멘트,38500,16-Dec,2.11,2.35,2.35,,,,
7113,비금속 광물제품 제조업,(주)삼표시멘트,38500,17-Dec,2.34,2.82,2.82,,,,
7114,비금속 광물제품 제조업,(주)삼표시멘트,38500,18-Dec,-0.67,0.04,0.04,,,,
7115,비금속 광물제품 제조업,(주)삼표시멘트,38500,19-Dec,2.35,2.23,2.23,,,,
7116,비금속 광물제품 제조업,(주)삼표시멘트,38500,11-Dec,-0.71,-0.51,-0.51,,,,
7117,비금속 광물제품 제조업,(주)삼표시멘트,38500,12-Dec,0.7,0.54,0.54,,,,
7118,비금속 광물제품 제조업,(주)삼표시멘트,38500,13-Dec,0.19,-0.07,-0.07,,,,
7119,비금속 광물제품 제조업,(주)삼표시멘트,38500,14-Dec,0.93,1,1,,,,
7120,비금속 광물제품 제조업,(주)삼표시멘트,38500,15-Dec,1.22,1.28,1.28,,,,
7121,비금속 광물제품 제조업,(주)삼표시멘트,38500,16-Dec,2.11,2.35,2.35,,,,
7122,비금속 광물제품 제조업,(주)삼표시멘트,38500,17-Dec,2.34,2.82,2.82,,,,
7123,비금속 광물제품 제조업,(주)삼표시멘트,38500,18-Dec,-0.67,0.04,0.04,,,,
7124,비금속 광물제품 제조업,(주)삼표시멘트,38500,19-Dec,2.35,2.23,2.23,,,,
7125,비금속 광물제품 제조업,(주)삼표시멘트,38500,11-Dec,-0.71,-0.51,-0.51,,,,
7126,비금속 광물제품 제조업,(주)삼표시멘트,38500,12-Dec,0.7,0.54,0.54,,,,
7127,비금속 광물제품 제조업,(주)삼표시멘트,38500,13-Dec,0.19,-0.07,-0.07,,,,
7128,비금속 광물제품 제조업,(주)삼표시멘트,38500,14-Dec,0.93,1,1,,,,
7129,비금속 광물제품 제조업,(주)삼표시멘트,38500,15-Dec,1.22,1.28,1.28,,,,
7130,비금속 광물제품 제조업,(주)삼표시멘트,38500,16-Dec,2.11,2.35,2.35,,,,
7131,비금속 광물제품 제조업,(주)삼표시멘트,38500,17-Dec,2.34,2.82,2.82,,,,
7132,비금속 광물제품 제조업,(주)삼표시멘트,38500,18-Dec,-0.67,0.04,0.04,,,,
7133,비금속 광물제품 제조업,(주)삼표시멘트,38500,19-Dec,2.35,2.23,2.23,,,,
7134,고무 및 플라스틱제품 제조업,(주)상보,27580,11-Dec,3.65,77777777.77,3.65,,,,
7135,고무 및 플라스틱제품 제조업,(주)상보,27580,12-Dec,2.2,77777777.77,2.2,,,,
7136,고무 및 플라스틱제품 제조업,(주)상보,27580,13-Dec,3.44,77777777.77,3.44,,,,
7137,고무 및 플라스틱제품 제조업,(주)상보,27580,14-Dec,0.59,0.38,0.38,,,,
7138,고무 및 플라스틱제품 제조업,(주)상보,27580,15-Dec,0.05,-0.53,-0.53,,,,
7139,고무 및 플라스틱제품 제조업,(주)상보,27580,16-Dec,-3.79,-3.63,-3.63,,,,
7140,고무 및 플라스틱제품 제조업,(주)상보,27580,17-Dec,-1.68,-1.13,-1.13,,,,
7141,고무 및 플라스틱제품 제조업,(주)상보,27580,18-Dec,0.32,0.62,0.62,,,,
7142,고무 및 플라스틱제품 제조업,(주)상보,27580,19-Dec,-1.35,-1.17,-1.17,,,,
7143,고무 및 플라스틱제품 제조업,(주)상보,27580,11-Dec,3.65,77777777.77,3.65,,,,
7144,고무 및 플라스틱제품 제조업,(주)상보,27580,12-Dec,2.2,77777777.77,2.2,,,,
7145,고무 및 플라스틱제품 제조업,(주)상보,27580,13-Dec,3.44,77777777.77,3.44,,,,
7146,고무 및 플라스틱제품 제조업,(주)상보,27580,14-Dec,0.59,0.38,0.38,,,,
7147,고무 및 플라스틱제품 제조업,(주)상보,27580,15-Dec,0.05,-0.53,-0.53,,,,
7148,고무 및 플라스틱제품 제조업,(주)상보,27580,16-Dec,-3.79,-3.63,-3.63,,,,
7149,고무 및 플라스틱제품 제조업,(주)상보,27580,17-Dec,-1.68,-1.13,-1.13,,,,
7150,고무 및 플라스틱제품 제조업,(주)상보,27580,18-Dec,0.32,0.62,0.62,,,,
7151,고무 및 플라스틱제품 제조업,(주)상보,27580,19-Dec,-1.35,-1.17,-1.17,,,,
7152,고무 및 플라스틱제품 제조업,(주)상보,27580,11-Dec,3.65,77777777.77,3.65,,,,
7153,고무 및 플라스틱제품 제조업,(주)상보,27580,12-Dec,2.2,77777777.77,2.2,,,,
7154,고무 및 플라스틱제품 제조업,(주)상보,27580,13-Dec,3.44,77777777.77,3.44,,,,
7155,고무 및 플라스틱제품 제조업,(주)상보,27580,14-Dec,0.59,0.38,0.38,,,,
7156,고무 및 플라스틱제품 제조업,(주)상보,27580,15-Dec,0.05,-0.53,-0.53,,,,
7157,고무 및 플라스틱제품 제조업,(주)상보,27580,16-Dec,-3.79,-3.63,-3.63,,,,
7158,고무 및 플라스틱제품 제조업,(주)상보,27580,17-Dec,-1.68,-1.13,-1.13,,,,
7159,고무 및 플라스틱제품 제조업,(주)상보,27580,18-Dec,0.32,0.62,0.62,,,,
7160,고무 및 플라스틱제품 제조업,(주)상보,27580,19-Dec,-1.35,-1.17,-1.17,,,,
7161,고무 및 플라스틱제품 제조업,(주)상보,27580,11-Dec,3.65,77777777.77,3.65,,,,
7162,고무 및 플라스틱제품 제조업,(주)상보,27580,12-Dec,2.2,77777777.77,2.2,,,,
7163,고무 및 플라스틱제품 제조업,(주)상보,27580,13-Dec,3.44,77777777.77,3.44,,,,
7164,고무 및 플라스틱제품 제조업,(주)상보,27580,14-Dec,0.59,0.38,0.38,,,,
7165,고무 및 플라스틱제품 제조업,(주)상보,27580,15-Dec,0.05,-0.53,-0.53,,,,
7166,고무 및 플라스틱제품 제조업,(주)상보,27580,16-Dec,-3.79,-3.63,-3.63,,,,
7167,고무 및 플라스틱제품 제조업,(주)상보,27580,17-Dec,-1.68,-1.13,-1.13,,,,
7168,고무 및 플라스틱제품 제조업,(주)상보,27580,18-Dec,0.32,0.62,0.62,,,,
7169,고무 및 플라스틱제품 제조업,(주)상보,27580,19-Dec,-1.35,-1.17,-1.17,,,,
7170,고무 및 플라스틱제품 제조업,(주)상보,27580,11-Dec,3.65,77777777.77,3.65,,,,
7171,고무 및 플라스틱제품 제조업,(주)상보,27580,12-Dec,2.2,77777777.77,2.2,,,,
7172,고무 및 플라스틱제품 제조업,(주)상보,27580,13-Dec,3.44,77777777.77,3.44,,,,
7173,고무 및 플라스틱제품 제조업,(주)상보,27580,14-Dec,0.59,0.38,0.38,,,,
7174,고무 및 플라스틱제품 제조업,(주)상보,27580,15-Dec,0.05,-0.53,-0.53,,,,
7175,고무 및 플라스틱제품 제조업,(주)상보,27580,16-Dec,-3.79,-3.63,-3.63,,,,
7176,고무 및 플라스틱제품 제조업,(주)상보,27580,17-Dec,-1.68,-1.13,-1.13,,,,
7177,고무 및 플라스틱제품 제조업,(주)상보,27580,18-Dec,0.32,0.62,0.62,,,,
7178,고무 및 플라스틱제품 제조업,(주)상보,27580,19-Dec,-1.35,-1.17,-1.17,,,,
7179,고무 및 플라스틱제품 제조업,(주)상보,27580,11-Dec,3.65,77777777.77,3.65,,,,
7180,고무 및 플라스틱제품 제조업,(주)상보,27580,12-Dec,2.2,77777777.77,2.2,,,,
7181,고무 및 플라스틱제품 제조업,(주)상보,27580,13-Dec,3.44,77777777.77,3.44,,,,
7182,고무 및 플라스틱제품 제조업,(주)상보,27580,14-Dec,0.59,0.38,0.38,,,,
7183,고무 및 플라스틱제품 제조업,(주)상보,27580,15-Dec,0.05,-0.53,-0.53,,,,
7184,고무 및 플라스틱제품 제조업,(주)상보,27580,16-Dec,-3.79,-3.63,-3.63,,,,
7185,고무 및 플라스틱제품 제조업,(주)상보,27580,17-Dec,-1.68,-1.13,-1.13,,,,
7186,고무 및 플라스틱제품 제조업,(주)상보,27580,18-Dec,0.32,0.62,0.62,,,,
7187,고무 및 플라스틱제품 제조업,(주)상보,27580,19-Dec,-1.35,-1.17,-1.17,,,,
7188,고무 및 플라스틱제품 제조업,(주)상보,27580,11-Dec,3.65,77777777.77,3.65,,,,
7189,고무 및 플라스틱제품 제조업,(주)상보,27580,12-Dec,2.2,77777777.77,2.2,,,,
7190,고무 및 플라스틱제품 제조업,(주)상보,27580,13-Dec,3.44,77777777.77,3.44,,,,
7191,고무 및 플라스틱제품 제조업,(주)상보,27580,14-Dec,0.59,0.38,0.38,,,,
7192,고무 및 플라스틱제품 제조업,(주)상보,27580,15-Dec,0.05,-0.53,-0.53,,,,
7193,고무 및 플라스틱제품 제조업,(주)상보,27580,16-Dec,-3.79,-3.63,-3.63,,,,
7194,고무 및 플라스틱제품 제조업,(주)상보,27580,17-Dec,-1.68,-1.13,-1.13,,,,
7195,고무 및 플라스틱제품 제조업,(주)상보,27580,18-Dec,0.32,0.62,0.62,,,,
7196,고무 및 플라스틱제품 제조업,(주)상보,27580,19-Dec,-1.35,-1.17,-1.17,,,,
7197,고무 및 플라스틱제품 제조업,(주)상보,27580,11-Dec,3.65,77777777.77,3.65,,,,
7198,고무 및 플라스틱제품 제조업,(주)상보,27580,12-Dec,2.2,77777777.77,2.2,,,,
7199,고무 및 플라스틱제품 제조업,(주)상보,27580,13-Dec,3.44,77777777.77,3.44,,,,
7200,고무 및 플라스틱제품 제조업,(주)상보,27580,14-Dec,0.59,0.38,0.38,,,,
7201,고무 및 플라스틱제품 제조업,(주)상보,27580,15-Dec,0.05,-0.53,-0.53,,,,
7202,고무 및 플라스틱제품 제조업,(주)상보,27580,16-Dec,-3.79,-3.63,-3.63,,,,
7203,고무 및 플라스틱제품 제조업,(주)상보,27580,17-Dec,-1.68,-1.13,-1.13,,,,
7204,고무 및 플라스틱제품 제조업,(주)상보,27580,18-Dec,0.32,0.62,0.62,,,,
7205,고무 및 플라스틱제품 제조업,(주)상보,27580,19-Dec,-1.35,-1.17,-1.17,,,,
7206,고무 및 플라스틱제품 제조업,(주)상보,27580,11-Dec,3.65,77777777.77,3.65,,,,
7207,고무 및 플라스틱제품 제조업,(주)상보,27580,12-Dec,2.2,77777777.77,2.2,,,,
7208,고무 및 플라스틱제품 제조업,(주)상보,27580,13-Dec,3.44,77777777.77,3.44,,,,
7209,고무 및 플라스틱제품 제조업,(주)상보,27580,14-Dec,0.59,0.38,0.38,,,,
7210,고무 및 플라스틱제품 제조업,(주)상보,27580,15-Dec,0.05,-0.53,-0.53,,,,
7211,고무 및 플라스틱제품 제조업,(주)상보,27580,16-Dec,-3.79,-3.63,-3.63,,,,
7212,고무 및 플라스틱제품 제조업,(주)상보,27580,17-Dec,-1.68,-1.13,-1.13,,,,
7213,고무 및 플라스틱제품 제조업,(주)상보,27580,18-Dec,0.32,0.62,0.62,,,,
7214,고무 및 플라스틱제품 제조업,(주)상보,27580,19-Dec,-1.35,-1.17,-1.17,,,,
7224,기타 기계 및 장비 제조업,(주)상상인인더스트리,101000,11-Dec,-11.53,-11.5,-11.5,,,,
7225,기타 기계 및 장비 제조업,(주)상상인인더스트리,101000,12-Dec,-3.4,-2.67,-2.67,,,,
7226,기타 기계 및 장비 제조업,(주)상상인인더스트리,101000,13-Dec,0.69,1.2,1.2,,,,
7227,기타 기계 및 장비 제조업,(주)상상인인더스트리,101000,14-Dec,2.42,2.04,2.04,,,,
7228,기타 기계 및 장비 제조업,(주)상상인인더스트리,101000,15-Dec,3.61,3.7,3.7,,,,
7229,기타 기계 및 장비 제조업,(주)상상인인더스트리,101000,16-Dec,10.43,9.6,9.6,,,,
7230,기타 기계 및 장비 제조업,(주)상상인인더스트리,101000,17-Dec,0.26,-1.21,-1.21,,,,
7231,기타 기계 및 장비 제조업,(주)상상인인더스트리,101000,18-Dec,-7.37,77777777.77,-7.37,,,,
7232,기타 기계 및 장비 제조업,(주)상상인인더스트리,101000,19-Dec,-0.75,-0.79,-0.79,,,,
7233,기타 기계 및 장비 제조업,(주)상상인인더스트리,101000,11-Dec,-11.53,-11.5,-11.5,,,,
7234,기타 기계 및 장비 제조업,(주)상상인인더스트리,101000,12-Dec,-3.4,-2.67,-2.67,,,,
7235,기타 기계 및 장비 제조업,(주)상상인인더스트리,101000,13-Dec,0.69,1.2,1.2,,,,
7236,기타 기계 및 장비 제조업,(주)상상인인더스트리,101000,14-Dec,2.42,2.04,2.04,,,,
7237,기타 기계 및 장비 제조업,(주)상상인인더스트리,101000,15-Dec,3.61,3.7,3.7,,,,
7238,기타 기계 및 장비 제조업,(주)상상인인더스트리,101000,16-Dec,10.43,9.6,9.6,,,,
7239,기타 기계 및 장비 제조업,(주)상상인인더스트리,101000,17-Dec,0.26,-1.21,-1.21,,,,
7240,기타 기계 및 장비 제조업,(주)상상인인더스트리,101000,18-Dec,-7.37,77777777.77,-7.37,,,,
7241,기타 기계 및 장비 제조업,(주)상상인인더스트리,101000,19-Dec,-0.75,-0.79,-0.79,,,,
7242,기타 기계 및 장비 제조업,(주)상상인인더스트리,101000,11-Dec,-11.53,-11.5,-11.5,,,,
7243,기타 기계 및 장비 제조업,(주)상상인인더스트리,101000,12-Dec,-3.4,-2.67,-2.67,,,,
7244,기타 기계 및 장비 제조업,(주)상상인인더스트리,101000,13-Dec,0.69,1.2,1.2,,,,
7245,기타 기계 및 장비 제조업,(주)상상인인더스트리,101000,14-Dec,2.42,2.04,2.04,,,,
7246,기타 기계 및 장비 제조업,(주)상상인인더스트리,101000,15-Dec,3.61,3.7,3.7,,,,
7247,기타 기계 및 장비 제조업,(주)상상인인더스트리,101000,16-Dec,10.43,9.6,9.6,,,,
7248,기타 기계 및 장비 제조업,(주)상상인인더스트리,101000,17-Dec,0.26,-1.21,-1.21,,,,
7249,기타 기계 및 장비 제조업,(주)상상인인더스트리,101000,18-Dec,-7.37,77777777.77,-7.37,,,,
7250,기타 기계 및 장비 제조업,(주)상상인인더스트리,101000,19-Dec,-0.75,-0.79,-0.79,,,,
7251,기타 기계 및 장비 제조업,(주)상상인인더스트리,101000,11-Dec,-11.53,-11.5,-11.5,,,,
7252,기타 기계 및 장비 제조업,(주)상상인인더스트리,101000,12-Dec,-3.4,-2.67,-2.67,,,,
7253,기타 기계 및 장비 제조업,(주)상상인인더스트리,101000,13-Dec,0.69,1.2,1.2,,,,
7254,기타 기계 및 장비 제조업,(주)상상인인더스트리,101000,14-Dec,2.42,2.04,2.04,,,,
7255,기타 기계 및 장비 제조업,(주)상상인인더스트리,101000,15-Dec,3.61,3.7,3.7,,,,
7256,기타 기계 및 장비 제조업,(주)상상인인더스트리,101000,16-Dec,10.43,9.6,9.6,,,,
7257,기타 기계 및 장비 제조업,(주)상상인인더스트리,101000,17-Dec,0.26,-1.21,-1.21,,,,
7258,기타 기계 및 장비 제조업,(주)상상인인더스트리,101000,18-Dec,-7.37,77777777.77,-7.37,,,,
7259,기타 기계 및 장비 제조업,(주)상상인인더스트리,101000,19-Dec,-0.75,-0.79,-0.79,,,,
7260,기타 기계 및 장비 제조업,(주)상상인인더스트리,101000,11-Dec,-11.53,-11.5,-11.5,,,,
7261,기타 기계 및 장비 제조업,(주)상상인인더스트리,101000,12-Dec,-3.4,-2.67,-2.67,,,,
7262,기타 기계 및 장비 제조업,(주)상상인인더스트리,101000,13-Dec,0.69,1.2,1.2,,,,
7263,기타 기계 및 장비 제조업,(주)상상인인더스트리,101000,14-Dec,2.42,2.04,2.04,,,,
7264,기타 기계 및 장비 제조업,(주)상상인인더스트리,101000,15-Dec,3.61,3.7,3.7,,,,
7265,기타 기계 및 장비 제조업,(주)상상인인더스트리,101000,16-Dec,10.43,9.6,9.6,,,,
7266,기타 기계 및 장비 제조업,(주)상상인인더스트리,101000,17-Dec,0.26,-1.21,-1.21,,,,
7267,기타 기계 및 장비 제조업,(주)상상인인더스트리,101000,18-Dec,-7.37,77777777.77,-7.37,,,,
7268,기타 기계 및 장비 제조업,(주)상상인인더스트리,101000,19-Dec,-0.75,-0.79,-0.79,,,,
7269,기타 기계 및 장비 제조업,(주)상상인인더스트리,101000,11-Dec,-11.53,-11.5,-11.5,,,,
7270,기타 기계 및 장비 제조업,(주)상상인인더스트리,101000,12-Dec,-3.4,-2.67,-2.67,,,,
7271,기타 기계 및 장비 제조업,(주)상상인인더스트리,101000,13-Dec,0.69,1.2,1.2,,,,
