,통계청 한국표준산업분류 10차(중분류),회사명,거래소코드,회계년도,이자보상배율(이자비용)(IFRS),이자보상배율(이자비용)(IFRS연결),이자보상배율,R&D투자효율,고용증가율,경상개발비율,연구개발비율
31925,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",성우테크론(주),45300,12-Dec,77777777.77,-0.219589488,-0.219589488,,,,
31926,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",성우테크론(주),45300,13-Dec,77777777.77,0.72826572,0.72826572,,,,
31927,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",성우테크론(주),45300,14-Dec,77777777.77,0.919732987,0.919732987,,,,
31928,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",성우테크론(주),45300,15-Dec,77777777.77,3.249798817,3.249798817,,,,
31929,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",성우테크론(주),45300,16-Dec,77777777.77,7.820900701,7.820900701,,,,
31930,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",성우테크론(주),45300,17-Dec,77777777.77,16.14065895,16.14065895,,,,
31931,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",성우테크론(주),45300,18-Dec,77777777.77,19.97262697,19.97262697,,,,
31932,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",성우테크론(주),45300,19-Dec,77777777.77,6.212183706,6.212183706,,,,
31933,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",성호전자(주),43260,11-Dec,77777777.77,2.868290715,2.868290715,,,,
31934,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",성호전자(주),43260,12-Dec,77777777.77,-2.234121838,-2.234121838,,,,
31935,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",성호전자(주),43260,13-Dec,77777777.77,-1.334475699,-1.334475699,,,,
31936,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",성호전자(주),43260,14-Dec,77777777.77,-0.436103194,-0.436103194,,,,
31937,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",성호전자(주),43260,15-Dec,77777777.77,0.108447795,0.108447795,,,,
31938,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",성호전자(주),43260,16-Dec,77777777.77,1.168962174,1.168962174,,,,
31939,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",성호전자(주),43260,17-Dec,77777777.77,0.611393804,0.611393804,,,,
31940,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",성호전자(주),43260,18-Dec,77777777.77,0.089173319,0.089173319,,,,
31941,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",성호전자(주),43260,19-Dec,77777777.77,-1.960267814,-1.960267814,,,,
31942,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",성호전자(주),43260,11-Dec,77777777.77,2.868290715,2.868290715,,,,
31943,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",성호전자(주),43260,12-Dec,77777777.77,-2.234121838,-2.234121838,,,,
31944,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",성호전자(주),43260,13-Dec,77777777.77,-1.334475699,-1.334475699,,,,
31945,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",성호전자(주),43260,14-Dec,77777777.77,-0.436103194,-0.436103194,,,,
31946,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",성호전자(주),43260,15-Dec,77777777.77,0.108447795,0.108447795,,,,
31947,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",성호전자(주),43260,16-Dec,77777777.77,1.168962174,1.168962174,,,,
31948,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",성호전자(주),43260,17-Dec,77777777.77,0.611393804,0.611393804,,,,
31949,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",성호전자(주),43260,18-Dec,77777777.77,0.089173319,0.089173319,,,,
31950,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",성호전자(주),43260,19-Dec,77777777.77,-1.960267814,-1.960267814,,,,
31951,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",성호전자(주),43260,11-Dec,77777777.77,2.868290715,2.868290715,,,,
31952,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",성호전자(주),43260,12-Dec,77777777.77,-2.234121838,-2.234121838,,,,
31953,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",성호전자(주),43260,13-Dec,77777777.77,-1.334475699,-1.334475699,,,,
31954,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",성호전자(주),43260,14-Dec,77777777.77,-0.436103194,-0.436103194,,,,
31955,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",성호전자(주),43260,15-Dec,77777777.77,0.108447795,0.108447795,,,,
31956,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",성호전자(주),43260,16-Dec,77777777.77,1.168962174,1.168962174,,,,
31957,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",성호전자(주),43260,17-Dec,77777777.77,0.611393804,0.611393804,,,,
31958,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",성호전자(주),43260,18-Dec,77777777.77,0.089173319,0.089173319,,,,
31959,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",성호전자(주),43260,19-Dec,77777777.77,-1.960267814,-1.960267814,,,,
31960,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",성호전자(주),43260,11-Dec,77777777.77,2.868290715,2.868290715,,,,
31961,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",성호전자(주),43260,12-Dec,77777777.77,-2.234121838,-2.234121838,,,,
31962,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",성호전자(주),43260,13-Dec,77777777.77,-1.334475699,-1.334475699,,,,
31963,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",성호전자(주),43260,14-Dec,77777777.77,-0.436103194,-0.436103194,,,,
31964,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",성호전자(주),43260,15-Dec,77777777.77,0.108447795,0.108447795,,,,
31965,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",성호전자(주),43260,16-Dec,77777777.77,1.168962174,1.168962174,,,,
31966,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",성호전자(주),43260,17-Dec,77777777.77,0.611393804,0.611393804,,,,
31967,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",성호전자(주),43260,18-Dec,77777777.77,0.089173319,0.089173319,,,,
31968,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",성호전자(주),43260,19-Dec,77777777.77,-1.960267814,-1.960267814,,,,
31969,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",성호전자(주),43260,11-Dec,77777777.77,2.868290715,2.868290715,,,,
31970,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",성호전자(주),43260,12-Dec,77777777.77,-2.234121838,-2.234121838,,,,
31971,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",성호전자(주),43260,13-Dec,77777777.77,-1.334475699,-1.334475699,,,,
31972,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",성호전자(주),43260,14-Dec,77777777.77,-0.436103194,-0.436103194,,,,
31973,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",성호전자(주),43260,15-Dec,77777777.77,0.108447795,0.108447795,,,,
31974,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",성호전자(주),43260,16-Dec,77777777.77,1.168962174,1.168962174,,,,
31975,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",성호전자(주),43260,17-Dec,77777777.77,0.611393804,0.611393804,,,,
31976,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",성호전자(주),43260,18-Dec,77777777.77,0.089173319,0.089173319,,,,
31977,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",성호전자(주),43260,19-Dec,77777777.77,-1.960267814,-1.960267814,,,,
31978,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",성호전자(주),43260,11-Dec,77777777.77,2.868290715,2.868290715,,,,
31979,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",성호전자(주),43260,12-Dec,77777777.77,-2.234121838,-2.234121838,,,,
31980,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",성호전자(주),43260,13-Dec,77777777.77,-1.334475699,-1.334475699,,,,
31981,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",성호전자(주),43260,14-Dec,77777777.77,-0.436103194,-0.436103194,,,,
31982,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",성호전자(주),43260,15-Dec,77777777.77,0.108447795,0.108447795,,,,
31983,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",성호전자(주),43260,16-Dec,77777777.77,1.168962174,1.168962174,,,,
31984,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",성호전자(주),43260,17-Dec,77777777.77,0.611393804,0.611393804,,,,
31985,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",성호전자(주),43260,18-Dec,77777777.77,0.089173319,0.089173319,,,,
31986,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",성호전자(주),43260,19-Dec,77777777.77,-1.960267814,-1.960267814,,,,
31987,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",성호전자(주),43260,11-Dec,77777777.77,2.868290715,2.868290715,,,,
31988,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",성호전자(주),43260,12-Dec,77777777.77,-2.234121838,-2.234121838,,,,
31989,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",성호전자(주),43260,13-Dec,77777777.77,-1.334475699,-1.334475699,,,,
31990,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",성호전자(주),43260,14-Dec,77777777.77,-0.436103194,-0.436103194,,,,
31991,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",성호전자(주),43260,15-Dec,77777777.77,0.108447795,0.108447795,,,,
31992,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",성호전자(주),43260,16-Dec,77777777.77,1.168962174,1.168962174,,,,
31993,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",성호전자(주),43260,17-Dec,77777777.77,0.611393804,0.611393804,,,,
31994,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",성호전자(주),43260,18-Dec,77777777.77,0.089173319,0.089173319,,,,
31995,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",성호전자(주),43260,19-Dec,77777777.77,-1.960267814,-1.960267814,,,,
31996,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",성호전자(주),43260,11-Dec,77777777.77,2.868290715,2.868290715,,,,
31997,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",성호전자(주),43260,12-Dec,77777777.77,-2.234121838,-2.234121838,,,,
31998,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",성호전자(주),43260,13-Dec,77777777.77,-1.334475699,-1.334475699,,,,
31999,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",성호전자(주),43260,14-Dec,77777777.77,-0.436103194,-0.436103194,,,,
32000,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",성호전자(주),43260,15-Dec,77777777.77,0.108447795,0.108447795,,,,
32001,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",성호전자(주),43260,16-Dec,77777777.77,1.168962174,1.168962174,,,,
32002,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",성호전자(주),43260,17-Dec,77777777.77,0.611393804,0.611393804,,,,
32003,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",성호전자(주),43260,18-Dec,77777777.77,0.089173319,0.089173319,,,,
32004,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",성호전자(주),43260,19-Dec,77777777.77,-1.960267814,-1.960267814,,,,
32005,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",성호전자(주),43260,11-Dec,77777777.77,2.868290715,2.868290715,,,,
32006,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",성호전자(주),43260,12-Dec,77777777.77,-2.234121838,-2.234121838,,,,
32007,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",성호전자(주),43260,13-Dec,77777777.77,-1.334475699,-1.334475699,,,,
32008,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",성호전자(주),43260,14-Dec,77777777.77,-0.436103194,-0.436103194,,,,
32009,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",성호전자(주),43260,15-Dec,77777777.77,0.108447795,0.108447795,,,,
32010,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",성호전자(주),43260,16-Dec,77777777.77,1.168962174,1.168962174,,,,
32011,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",성호전자(주),43260,17-Dec,77777777.77,0.611393804,0.611393804,,,,
32012,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",성호전자(주),43260,18-Dec,77777777.77,0.089173319,0.089173319,,,,
32013,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",성호전자(주),43260,19-Dec,77777777.77,-1.960267814,-1.960267814,,,,
32032,금속가공제품 제조업; 기계 및 가구 제외,세원이앤씨(주),91090,11-Dec,77777777.77,-3.817909901,-3.817909901,,,,
32033,금속가공제품 제조업; 기계 및 가구 제외,세원이앤씨(주),91090,12-Dec,77777777.77,0.898708023,0.898708023,,,,
32034,금속가공제품 제조업; 기계 및 가구 제외,세원이앤씨(주),91090,13-Dec,77777777.77,-1.440001428,-1.440001428,,,,
32035,금속가공제품 제조업; 기계 및 가구 제외,세원이앤씨(주),91090,14-Dec,77777777.77,-1.619324218,-1.619324218,,,,
32036,금속가공제품 제조업; 기계 및 가구 제외,세원이앤씨(주),91090,15-Dec,77777777.77,0.112887664,0.112887664,,,,
32037,금속가공제품 제조업; 기계 및 가구 제외,세원이앤씨(주),91090,16-Dec,77777777.77,-0.016377967,-0.016377967,,,,
32038,금속가공제품 제조업; 기계 및 가구 제외,세원이앤씨(주),91090,17-Dec,77777777.77,0.698879044,0.698879044,,,,
32039,금속가공제품 제조업; 기계 및 가구 제외,세원이앤씨(주),91090,18-Dec,77777777.77,-1.85721249,-1.85721249,,,,
32040,금속가공제품 제조업; 기계 및 가구 제외,세원이앤씨(주),91090,19-Dec,77777777.77,0.241893282,0.241893282,,,,
32041,금속가공제품 제조업; 기계 및 가구 제외,세원이앤씨(주),91090,11-Dec,77777777.77,-3.817909901,-3.817909901,,,,
32042,금속가공제품 제조업; 기계 및 가구 제외,세원이앤씨(주),91090,12-Dec,77777777.77,0.898708023,0.898708023,,,,
32043,금속가공제품 제조업; 기계 및 가구 제외,세원이앤씨(주),91090,13-Dec,77777777.77,-1.440001428,-1.440001428,,,,
32044,금속가공제품 제조업; 기계 및 가구 제외,세원이앤씨(주),91090,14-Dec,77777777.77,-1.619324218,-1.619324218,,,,
32045,금속가공제품 제조업; 기계 및 가구 제외,세원이앤씨(주),91090,15-Dec,77777777.77,0.112887664,0.112887664,,,,
32046,금속가공제품 제조업; 기계 및 가구 제외,세원이앤씨(주),91090,16-Dec,77777777.77,-0.016377967,-0.016377967,,,,
32047,금속가공제품 제조업; 기계 및 가구 제외,세원이앤씨(주),91090,17-Dec,77777777.77,0.698879044,0.698879044,,,,
32048,금속가공제품 제조업; 기계 및 가구 제외,세원이앤씨(주),91090,18-Dec,77777777.77,-1.85721249,-1.85721249,,,,
32049,금속가공제품 제조업; 기계 및 가구 제외,세원이앤씨(주),91090,19-Dec,77777777.77,0.241893282,0.241893282,,,,
32050,금속가공제품 제조업; 기계 및 가구 제외,세원이앤씨(주),91090,11-Dec,77777777.77,-3.817909901,-3.817909901,,,,
32051,금속가공제품 제조업; 기계 및 가구 제외,세원이앤씨(주),91090,12-Dec,77777777.77,0.898708023,0.898708023,,,,
32052,금속가공제품 제조업; 기계 및 가구 제외,세원이앤씨(주),91090,13-Dec,77777777.77,-1.440001428,-1.440001428,,,,
32053,금속가공제품 제조업; 기계 및 가구 제외,세원이앤씨(주),91090,14-Dec,77777777.77,-1.619324218,-1.619324218,,,,
32054,금속가공제품 제조업; 기계 및 가구 제외,세원이앤씨(주),91090,15-Dec,77777777.77,0.112887664,0.112887664,,,,
32055,금속가공제품 제조업; 기계 및 가구 제외,세원이앤씨(주),91090,16-Dec,77777777.77,-0.016377967,-0.016377967,,,,
32056,금속가공제품 제조업; 기계 및 가구 제외,세원이앤씨(주),91090,17-Dec,77777777.77,0.698879044,0.698879044,,,,
32057,금속가공제품 제조업; 기계 및 가구 제외,세원이앤씨(주),91090,18-Dec,77777777.77,-1.85721249,-1.85721249,,,,
32058,금속가공제품 제조업; 기계 및 가구 제외,세원이앤씨(주),91090,19-Dec,77777777.77,0.241893282,0.241893282,,,,
32059,금속가공제품 제조업; 기계 및 가구 제외,세원이앤씨(주),91090,11-Dec,77777777.77,-3.817909901,-3.817909901,,,,
32060,금속가공제품 제조업; 기계 및 가구 제외,세원이앤씨(주),91090,12-Dec,77777777.77,0.898708023,0.898708023,,,,
32061,금속가공제품 제조업; 기계 및 가구 제외,세원이앤씨(주),91090,13-Dec,77777777.77,-1.440001428,-1.440001428,,,,
32062,금속가공제품 제조업; 기계 및 가구 제외,세원이앤씨(주),91090,14-Dec,77777777.77,-1.619324218,-1.619324218,,,,
32063,금속가공제품 제조업; 기계 및 가구 제외,세원이앤씨(주),91090,15-Dec,77777777.77,0.112887664,0.112887664,,,,
32064,금속가공제품 제조업; 기계 및 가구 제외,세원이앤씨(주),91090,16-Dec,77777777.77,-0.016377967,-0.016377967,,,,
32065,금속가공제품 제조업; 기계 및 가구 제외,세원이앤씨(주),91090,17-Dec,77777777.77,0.698879044,0.698879044,,,,
32066,금속가공제품 제조업; 기계 및 가구 제외,세원이앤씨(주),91090,18-Dec,77777777.77,-1.85721249,-1.85721249,,,,
32067,금속가공제품 제조업; 기계 및 가구 제외,세원이앤씨(주),91090,19-Dec,77777777.77,0.241893282,0.241893282,,,,
32068,금속가공제품 제조업; 기계 및 가구 제외,세원이앤씨(주),91090,11-Dec,77777777.77,-3.817909901,-3.817909901,,,,
32069,금속가공제품 제조업; 기계 및 가구 제외,세원이앤씨(주),91090,12-Dec,77777777.77,0.898708023,0.898708023,,,,
32070,금속가공제품 제조업; 기계 및 가구 제외,세원이앤씨(주),91090,13-Dec,77777777.77,-1.440001428,-1.440001428,,,,
32071,금속가공제품 제조업; 기계 및 가구 제외,세원이앤씨(주),91090,14-Dec,77777777.77,-1.619324218,-1.619324218,,,,
32072,금속가공제품 제조업; 기계 및 가구 제외,세원이앤씨(주),91090,15-Dec,77777777.77,0.112887664,0.112887664,,,,
32073,금속가공제품 제조업; 기계 및 가구 제외,세원이앤씨(주),91090,16-Dec,77777777.77,-0.016377967,-0.016377967,,,,
32074,금속가공제품 제조업; 기계 및 가구 제외,세원이앤씨(주),91090,17-Dec,77777777.77,0.698879044,0.698879044,,,,
32075,금속가공제품 제조업; 기계 및 가구 제외,세원이앤씨(주),91090,18-Dec,77777777.77,-1.85721249,-1.85721249,,,,
32076,금속가공제품 제조업; 기계 및 가구 제외,세원이앤씨(주),91090,19-Dec,77777777.77,0.241893282,0.241893282,,,,
32077,금속가공제품 제조업; 기계 및 가구 제외,세원이앤씨(주),91090,11-Dec,77777777.77,-3.817909901,-3.817909901,,,,
32078,금속가공제품 제조업; 기계 및 가구 제외,세원이앤씨(주),91090,12-Dec,77777777.77,0.898708023,0.898708023,,,,
32079,금속가공제품 제조업; 기계 및 가구 제외,세원이앤씨(주),91090,13-Dec,77777777.77,-1.440001428,-1.440001428,,,,
32080,금속가공제품 제조업; 기계 및 가구 제외,세원이앤씨(주),91090,14-Dec,77777777.77,-1.619324218,-1.619324218,,,,
32081,금속가공제품 제조업; 기계 및 가구 제외,세원이앤씨(주),91090,15-Dec,77777777.77,0.112887664,0.112887664,,,,
32082,금속가공제품 제조업; 기계 및 가구 제외,세원이앤씨(주),91090,16-Dec,77777777.77,-0.016377967,-0.016377967,,,,
32083,금속가공제품 제조업; 기계 및 가구 제외,세원이앤씨(주),91090,17-Dec,77777777.77,0.698879044,0.698879044,,,,
32084,금속가공제품 제조업; 기계 및 가구 제외,세원이앤씨(주),91090,18-Dec,77777777.77,-1.85721249,-1.85721249,,,,
32085,금속가공제품 제조업; 기계 및 가구 제외,세원이앤씨(주),91090,19-Dec,77777777.77,0.241893282,0.241893282,,,,
32086,금속가공제품 제조업; 기계 및 가구 제외,세원이앤씨(주),91090,11-Dec,77777777.77,-3.817909901,-3.817909901,,,,
32087,금속가공제품 제조업; 기계 및 가구 제외,세원이앤씨(주),91090,12-Dec,77777777.77,0.898708023,0.898708023,,,,
32088,금속가공제품 제조업; 기계 및 가구 제외,세원이앤씨(주),91090,13-Dec,77777777.77,-1.440001428,-1.440001428,,,,
32089,금속가공제품 제조업; 기계 및 가구 제외,세원이앤씨(주),91090,14-Dec,77777777.77,-1.619324218,-1.619324218,,,,
32090,금속가공제품 제조업; 기계 및 가구 제외,세원이앤씨(주),91090,15-Dec,77777777.77,0.112887664,0.112887664,,,,
32091,금속가공제품 제조업; 기계 및 가구 제외,세원이앤씨(주),91090,16-Dec,77777777.77,-0.016377967,-0.016377967,,,,
32092,금속가공제품 제조업; 기계 및 가구 제외,세원이앤씨(주),91090,17-Dec,77777777.77,0.698879044,0.698879044,,,,
32093,금속가공제품 제조업; 기계 및 가구 제외,세원이앤씨(주),91090,18-Dec,77777777.77,-1.85721249,-1.85721249,,,,
32094,금속가공제품 제조업; 기계 및 가구 제외,세원이앤씨(주),91090,19-Dec,77777777.77,0.241893282,0.241893282,,,,
32095,금속가공제품 제조업; 기계 및 가구 제외,세원이앤씨(주),91090,11-Dec,77777777.77,-3.817909901,-3.817909901,,,,
32096,금속가공제품 제조업; 기계 및 가구 제외,세원이앤씨(주),91090,12-Dec,77777777.77,0.898708023,0.898708023,,,,
32097,금속가공제품 제조업; 기계 및 가구 제외,세원이앤씨(주),91090,13-Dec,77777777.77,-1.440001428,-1.440001428,,,,
32098,금속가공제품 제조업; 기계 및 가구 제외,세원이앤씨(주),91090,14-Dec,77777777.77,-1.619324218,-1.619324218,,,,
32099,금속가공제품 제조업; 기계 및 가구 제외,세원이앤씨(주),91090,15-Dec,77777777.77,0.112887664,0.112887664,,,,
32100,금속가공제품 제조업; 기계 및 가구 제외,세원이앤씨(주),91090,16-Dec,77777777.77,-0.016377967,-0.016377967,,,,
32101,금속가공제품 제조업; 기계 및 가구 제외,세원이앤씨(주),91090,17-Dec,77777777.77,0.698879044,0.698879044,,,,
32102,금속가공제품 제조업; 기계 및 가구 제외,세원이앤씨(주),91090,18-Dec,77777777.77,-1.85721249,-1.85721249,,,,
32103,금속가공제품 제조업; 기계 및 가구 제외,세원이앤씨(주),91090,19-Dec,77777777.77,0.241893282,0.241893282,,,,
32104,금속가공제품 제조업; 기계 및 가구 제외,세원이앤씨(주),91090,11-Dec,77777777.77,-3.817909901,-3.817909901,,,,
32105,금속가공제품 제조업; 기계 및 가구 제외,세원이앤씨(주),91090,12-Dec,77777777.77,0.898708023,0.898708023,,,,
32106,금속가공제품 제조업; 기계 및 가구 제외,세원이앤씨(주),91090,13-Dec,77777777.77,-1.440001428,-1.440001428,,,,
32107,금속가공제품 제조업; 기계 및 가구 제외,세원이앤씨(주),91090,14-Dec,77777777.77,-1.619324218,-1.619324218,,,,
32108,금속가공제품 제조업; 기계 및 가구 제외,세원이앤씨(주),91090,15-Dec,77777777.77,0.112887664,0.112887664,,,,
32109,금속가공제품 제조업; 기계 및 가구 제외,세원이앤씨(주),91090,16-Dec,77777777.77,-0.016377967,-0.016377967,,,,
32110,금속가공제품 제조업; 기계 및 가구 제외,세원이앤씨(주),91090,17-Dec,77777777.77,0.698879044,0.698879044,,,,
32111,금속가공제품 제조업; 기계 및 가구 제외,세원이앤씨(주),91090,18-Dec,77777777.77,-1.85721249,-1.85721249,,,,
32112,금속가공제품 제조업; 기계 및 가구 제외,세원이앤씨(주),91090,19-Dec,77777777.77,0.241893282,0.241893282,,,,
32113,자동차 및 트레일러 제조업,세종공업(주),33530,11-Dec,77777777.77,15.22607579,15.22607579,,,,
32114,자동차 및 트레일러 제조업,세종공업(주),33530,12-Dec,77777777.77,15.65472998,15.65472998,,,,
32115,자동차 및 트레일러 제조업,세종공업(주),33530,13-Dec,77777777.77,24.42972595,24.42972595,,,,
32116,자동차 및 트레일러 제조업,세종공업(주),33530,14-Dec,77777777.77,10.59294335,10.59294335,,,,
32117,자동차 및 트레일러 제조업,세종공업(주),33530,15-Dec,77777777.77,4.29048753,4.29048753,,,,
32118,자동차 및 트레일러 제조업,세종공업(주),33530,16-Dec,77777777.77,4.411597124,4.411597124,,,,
32119,자동차 및 트레일러 제조업,세종공업(주),33530,17-Dec,77777777.77,-1.204027543,-1.204027543,,,,
32120,자동차 및 트레일러 제조업,세종공업(주),33530,18-Dec,77777777.77,0.02888108,0.02888108,,,,
32121,자동차 및 트레일러 제조업,세종공업(주),33530,19-Dec,77777777.77,1.425023935,1.425023935,,,,
32122,자동차 및 트레일러 제조업,세종공업(주),33530,11-Dec,77777777.77,15.22607579,15.22607579,,,,
32123,자동차 및 트레일러 제조업,세종공업(주),33530,12-Dec,77777777.77,15.65472998,15.65472998,,,,
32124,자동차 및 트레일러 제조업,세종공업(주),33530,13-Dec,77777777.77,24.42972595,24.42972595,,,,
32125,자동차 및 트레일러 제조업,세종공업(주),33530,14-Dec,77777777.77,10.59294335,10.59294335,,,,
32126,자동차 및 트레일러 제조업,세종공업(주),33530,15-Dec,77777777.77,4.29048753,4.29048753,,,,
32127,자동차 및 트레일러 제조업,세종공업(주),33530,16-Dec,77777777.77,4.411597124,4.411597124,,,,
32128,자동차 및 트레일러 제조업,세종공업(주),33530,17-Dec,77777777.77,-1.204027543,-1.204027543,,,,
32129,자동차 및 트레일러 제조업,세종공업(주),33530,18-Dec,77777777.77,0.02888108,0.02888108,,,,
32130,자동차 및 트레일러 제조업,세종공업(주),33530,19-Dec,77777777.77,1.425023935,1.425023935,,,,
32131,자동차 및 트레일러 제조업,세종공업(주),33530,11-Dec,77777777.77,15.22607579,15.22607579,,,,
32132,자동차 및 트레일러 제조업,세종공업(주),33530,12-Dec,77777777.77,15.65472998,15.65472998,,,,
32133,자동차 및 트레일러 제조업,세종공업(주),33530,13-Dec,77777777.77,24.42972595,24.42972595,,,,
32134,자동차 및 트레일러 제조업,세종공업(주),33530,14-Dec,77777777.77,10.59294335,10.59294335,,,,
32135,자동차 및 트레일러 제조업,세종공업(주),33530,15-Dec,77777777.77,4.29048753,4.29048753,,,,
32136,자동차 및 트레일러 제조업,세종공업(주),33530,16-Dec,77777777.77,4.411597124,4.411597124,,,,
32137,자동차 및 트레일러 제조업,세종공업(주),33530,17-Dec,77777777.77,-1.204027543,-1.204027543,,,,
32138,자동차 및 트레일러 제조업,세종공업(주),33530,18-Dec,77777777.77,0.02888108,0.02888108,,,,
32139,자동차 및 트레일러 제조업,세종공업(주),33530,19-Dec,77777777.77,1.425023935,1.425023935,,,,
32140,자동차 및 트레일러 제조업,세종공업(주),33530,11-Dec,77777777.77,15.22607579,15.22607579,,,,
32141,자동차 및 트레일러 제조업,세종공업(주),33530,12-Dec,77777777.77,15.65472998,15.65472998,,,,
32142,자동차 및 트레일러 제조업,세종공업(주),33530,13-Dec,77777777.77,24.42972595,24.42972595,,,,
